Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113),C3H4(430),C4H7(54),C4H7(1650)
1.2557695574942345e-07,0.9464717607016173,3.76,0.0,0.7602173477290305,0.9988480142880012,0.0007155105450629267,3.84264875503487e-09,4.7458319233537014e-07,0.06708407631311795,0.004370562948806377,0.01220437601881948,0.018722721035784724,0.008376378238225774,0.009826857282523527,3.215204571544966e-05,2.0529873470207902e-05,0.0001008510694312668,1.2014126353246424e-06,1.3238891320244504e-07,0.0007813211131650503,0.00023698173268399343,0.0001862215784519423,1.6929940983723778e-06,5.3278849199760194e-06,1.7188480345583972e-05,1.8182939719633632e-08,7.846944814206524e-07,9.828363166299585e-09,2.879834789825449e-06,1.7949389058841977e-09,7.267825090099755e-08,4.953850686832808e-06,1.460716460375872e-10,6.293727069078775e-07,4.845296848677418e-07,2.9979944365905752e-05,3.1301795485852e-05,7.40134489105865e-12,1.2277797478230506e-11,1.13501543188842e-06,7.360845027363655e-05,8.329478362090442e-09,2.212391116545741e-11,3.090753647368144e-09,2.363228126769741e-09,5.567452975884322e-15,1.1680531315084106e-09,1.8536275543559508e-08,1.7310223093869808e-12,9.475121718619949e-08,5.721952806544508e-11,1.2095584319702427e-12
1.268483872508489e-07,0.946616483542941,3.76,0.0,0.7592847210453135,0.9988153394044698,0.0007414923174140852,4.127496033676938e-09,4.979628274980635e-07,0.06763262497485416,0.004433469158311126,0.012427960472630567,0.019197781066024704,0.008534925119875683,0.010120561209482317,3.376007276187018e-05,2.179945838990315e-05,0.00010240486839103867,1.2117792549811046e-06,1.3432617549391082e-07,0.000800655021492874,0.0002420650067544076,0.0001905990732987001,1.7387557157998964e-06,5.610170434427074e-06,1.7947053514337343e-05,1.844359775553903e-08,8.274314094556438e-07,1.0734642275417426e-08,2.9100676600022877e-06,1.9671278198715986e-09,7.692356924092494e-08,5.192262940465465e-06,1.544924275815567e-10,6.721080701252582e-07,5.168097443999623e-07,3.0857070328752885e-05,3.223217451983743e-05,7.638527057493953e-12,1.2647078899483122e-11,1.1687181641192162e-06,7.667615952538887e-05,8.550025694112422e-09,2.355556249403601e-11,3.1991330002797327e-09,2.4250416454816713e-09,5.969965053733397e-15,1.2126357386415212e-09,2.0045236668720826e-08,1.87290584970972e-12,1.0230142453012829e-07,6.166398408717933e-11,1.3033867591912013e-12
1.2811981875227438e-07,0.9467622779072595,3.76,0.0,0.7583452563734401,0.9987820606464455,0.0007681028995027701,4.430135555635442e-09,5.22233648194748e-07,0.06817927982904311,0.004496426537000905,0.012653069046361749,0.01967955336775956,0.008694382340868449,0.010419520658656964,3.54284020782802e-05,2.3132433173531514e-05,0.00010397127804009714,1.2221016314151306e-06,1.3626481431255523e-07,0.000820207363353775,0.00024719022062750313,0.00019504508249099944,1.7854180833009167e-06,5.9042543728026734e-06,1.8731017330526534e-05,1.870441261278952e-08,8.71943267353777e-07,1.1712380552274481e-08,2.9403540183959135e-06,2.153633865418819e-09,8.136424026700012e-08,5.439793822504701e-06,1.6329691207903245e-10,7.172075273929204e-07,5.508411538586377e-07,3.174839461025082e-05,3.3177838899184566e-05,7.880019146578901e-12,1.3022462737289545e-11,1.2029679694497422e-06,7.983448453321944e-05,8.77592789618962e-09,2.5061756544012294e-11,3.3101957695505522e-09,2.4878419536579967e-09,6.3973935944702394e-15,1.258546096360077e-09,2.1659067528603256e-08,2.024728319406202e-12,1.1036060907935561e-07,6.639660920001987e-11,1.4032900812797129e-12
1.2939125025369984e-07,0.946909144551393,3.76,0.0,0.7573989513370983,0.9987481737094261,0.0007953488535347345,4.7514265825352065e-09,5.474161403778795e-07,0.06872406576576351,0.004559424603131737,0.012879688365711574,0.020168038969235053,0.00885472839892902,0.010723754937458991,3.7158450763093226e-05,2.4531174154530365e-05,0.00010555029042799658,1.2323801936186325e-06,1.3820449023476203e-07,0.0008399760192081124,0.0002523568332736563,0.00019956030703321335,1.832992985100174e-06,6.2104880524227604e-06,1.95409683482092e-05,1.8965340306275904e-08,9.182784645189443e-07,1.27662136342782e-08,2.970695571991373e-06,2.3554608780027813e-09,8.600664771903752e-08,5.696706015886647e-06,1.7249755331118248e-10,7.647704054325707e-07,5.86696381956991e-07,3.265390183110474e-05,3.4138765369389113e-05,8.12581952973514e-12,1.3403936459307025e-11,1.2377635958751788e-06,8.308489004216183e-05,9.007295918570048e-09,2.6645385111608295e-11,3.42398364184438e-09,2.5516354054355993e-09,6.851040436584502e-15,1.305816337644196e-09,2.3383794949848622e-08,2.187066326836951e-12,1.1895666183803474e-07,7.143219008818027e-11,1.5095796099516428e-12
1.306626817551253e-07,0.9470570840512261,3.76,0.0,0.7564458046818228,0.9987136743504288,0.000823236655975092,5.092254610555667e-09,5.735307929345601e-07,0.0692670076249531,0.004622452889359182,0.013107805104935397,0.02066323768190911,0.00901594172706896,0.011033282414024046,3.895164155589668e-05,2.5998113661564814e-05,0.00010714189565508193,1.242615371000652e-06,1.4014486422637696e-07,0.0008599588263216546,0.0002575643007620275,0.0002041454505209563,1.8814922327603858e-06,6.529228147195576e-06,2.0377512145655178e-05,1.9226336941398007e-08,9.664858231538196e-07,1.3901006896561892e-08,3.001094012412649e-06,2.573669401769886e-09,9.08572816278121e-08,5.9632672814862955e-06,1.821070116099028e-10,8.14898702141828e-07,6.244498641462691e-07,3.357357313690502e-05,3.511492675190498e-05,8.375925294553967e-12,1.3791485831908364e-11,1.2731036421105507e-06,8.642883757013688e-05,9.244241190507374e-09,2.830940892032857e-11,3.5405387458032796e-09,2.616428356500226e-09,7.332264150302978e-15,1.3544793315187908e-09,2.5225717381392436e-08,2.3605227730126627e-12,1.2811862787515207e-07,7.678604746239995e-11,1.622577771334105e-12
1.3193411325655078e-07,0.9472060968020682,3.76,0.0,0.7554858162749232,0.9986785583884932,0.0008517726960823438,5.453531445774111e-09,6.005980848915588e-07,0.06980813018534862,0.0046855009469387076,0.013337405987160125,0.021165148102316574,0.00917800070117614,0.01134812051703685,4.0809402080037676e-05,2.7535740252584626e-05,0.00010874608192468059,1.252807593193717e-06,1.4208559778187657e-07,0.000880153579941668,0.0002628120763920608,0.00020880121895880822,1.9309276619892276e-06,6.860836620940895e-06,2.1241263414857644e-05,1.9487358731942553e-08,1.0166145548591722e-06,1.5121862563080098e-08,3.031551015521721e-06,2.8093790438625173e-09,9.592273693261373e-08,6.239750492635304e-06,1.9213815118659028e-10,8.676971014025208e-07,6.641780188276084e-07,3.450738623988344e-05,3.6106292006693256e-05,8.6303322608741e-12,1.4185094946995435e-11,1.3089865600387643e-06,8.986778501467078e-05,9.486875559166243e-09,3.005685780170275e-11,3.6599036612760302e-09,2.682227163658174e-09,7.842482068803321e-15,1.4045686974530607e-09,2.719141350137891e-08,2.5457276971946135e-12,1.3787673623058395e-07,8.247404457452325e-11,1.7426183837018768e-12
1.3320554475797624e-07,0.9473561830190923,3.76,0.0,0.7545189871049748,0.9986428217051582,0.0008809632744874506,5.83619524882417e-09,6.286384726387589e-07,0.07034745815343708,0.004748558349913665,0.01356847778467604,0.021673767614435888,0.009340883647666791,0.011668285735910392,4.273316407534322e-05,2.914659891926215e-05,0.00011036283559620516,1.2629572898591474e-06,1.4402635306329354e-07,0.0009005580344702791,0.0002680996108275487,0.00021352832057677378,1.9813111294444014e-06,7.2056806564384975e-06,2.213284605049387e-05,1.974836201788734e-08,1.06871423666373e-06,1.6434126818967133e-08,3.0620682410293046e-06,3.0637708826533107e-09,1.0120971200626737e-07,6.526433667964563e-06,2.0260403728213117e-10,9.232729860928961e-07,7.059592625741381e-07,3.545531546176719e-05,3.71128262958393e-05,8.88903499733447e-12,1.4584746249327235e-11,1.3454106572013368e-06,9.340318626598857e-05,9.735311227774749e-09,3.189083083402505e-11,3.782121428536385e-09,2.749038184282204e-09,8.383172374196568e-15,1.456118819682901e-09,2.928775095571349e-08,2.7433391356494405e-12,1.4826242991506518e-07,8.851259541800017e-11,1.870046828585681e-12
1.344769762594017e-07,0.9475073427378417,3.76,0.0,0.7535453192808662,0.9986064602449138,0.0009108146018179509,6.241210548355104e-09,6.576723771866576e-07,0.07088501615242997,0.004811614699286666,0.013801007319205664,0.022189092392556266,0.009504568851191249,0.01199379362132035,4.472436262173651e-05,3.083329126141512e-05,0.00011199214123911781,1.273064890491507e-06,1.4596679303876255e-07,0.0009211699046354629,0.0002734263522331998,0.0002183274656455088,2.032654509539791e-06,7.564132580231084e-06,2.3052893238228872e-05,2.0009303283113895e-08,1.1228347865062064e-06,1.7843396912764177e-08,3.0926473321173408e-06,3.3380899292172273e-09,1.0672500708832829e-07,6.823600002516248e-06,2.135179331394811e-10,9.81736449269971e-07,7.498740243388776e-07,3.641733177768507e-05,3.8134491048169945e-05,9.152026838381381e-12,1.499042056433272e-11,1.3823740993291624e-06,9.703649082659318e-05,9.989660693085202e-09,3.381449643866778e-11,3.907235557474417e-09,2.8168677756298738e-09,8.955876238711219e-15,1.5091648614392617e-09,3.15218952257756e-08,2.9540439932977607e-12,1.5930839598092478e-07,9.491867259571454e-11,2.0052202148631685e-12
1.3574840776082717e-07,0.947659575814809,3.76,0.0,0.7525648160304128,0.9985694700156269,0.0009413327973671354,6.6695682228381755e-09,6.877201714733345e-07,0.07142082871127176,0.004874659627170373,0.014034981462149427,0.02271111740464336,0.009669034562384533,0.012324658786095209,4.678443535452491e-05,3.259847563104815e-05,0.00011363398168770605,1.2831308242224116e-06,1.4790658162054594e-07,0.0009419868666599595,0.00027879174641364353,0.00022319936629034743,2.0849696912557034e-06,7.936569783215726e-06,2.4002047542255307e-05,2.0270139173011208e-08,1.1790264381919491e-06,1.9355528236844835e-08,3.1232899150733177e-06,3.6336476412839808e-09,1.1247552262725722e-07,7.1315378970709305e-06,2.2489329680039772e-10,1.04320030349029e-06,7.960047586248801e-07,3.739340286107984e-05,3.917124402480251e-05,9.41929990170951e-12,1.5402097126378876e-11,1.4198749129106587e-06,0.00010076914343743398,1.0250036682205382e-08,3.583109243358939e-11,4.0352900367475426e-09,2.885722294032732e-09,9.562200021445948e-15,1.5637427790653178e-09,3.390131862266401e-08,3.178558927979772e-12,1.710485956400865e-07,1.0170981483678656e-10,2.1485075354485524e-12
1.3701983926225264e-07,0.9478128819280889,3.76,0.0,0.7515774816985279,0.9985318470889385,0.0009725238878082965,7.122285450328594e-09,7.188021677360828e-07,0.07195492025369468,0.0049376828009135565,0.014270387134808054,0.023239836416200876,0.009834259005653018,0.012660894906462153,4.8914821672148215e-05,3.4444867245677105e-05,0.00011528833809661778,1.2931555196238962e-06,1.498453838024039e-07,0.0009630065594283761,0.0002841952369547872,0.00022814473630416733,2.138268574956174e-06,8.323374637063001e-06,2.498096099196208e-05,2.0530826511953117e-08,1.2373397158474257e-06,2.0976641374118718e-08,3.1539975989364836e-06,3.951824488825631e-09,1.1846825753247735e-07,7.450540985636244e-06,2.367437777280721e-10,1.107780088239434e-06,8.444359575950276e-07,3.838349312958017e-05,4.022303938555798e-05,9.69084510611608e-12,1.5819753607464258e-11,1.4579109877946492e-06,0.00010460258371076099,1.051655208886334e-08,3.7943926043701055e-11,4.166329342875116e-09,2.9556080939551094e-09,1.0203817520988977e-14,1.6198893360051497e-09,3.643380940519644e-08,3.417631247044664e-12,1.8351829440549674e-07,1.0890413414427545e-10,2.3002898162028033e-12
1.382912707636781e-07,0.9479672605781009,3.76,0.0,0.7505833217449579,0.9984935876006363,0.00100439380595406,7.600405625854917e-09,7.509386049626366e-07,0.07248731508733083,0.005000673927198518,0.0145072113085817,0.02377524199462551,0.010000220386988418,0.013002514723648476,5.111696193718757e-05,3.637523827063135e-05,0.00011695518999710339,1.3031394045115555e-06,1.5178286579617213e-07,0.0009842265856526838,0.0002896362653674362,0.00023316429095913152,2.192563069216349e-06,8.724934406507804e-06,2.5990295167624663e-05,2.0791322320632196e-08,1.2978254078965133e-06,2.2713129098868085e-08,3.1847719751560223e-06,4.294072570346148e-09,1.2471030733730764e-07,7.780908161044623e-06,2.4908321325758564e-10,1.1755940754427477e-06,8.952541620998493e-07,3.938756379178511e-05,4.128982775617027e-05,9.966652189747547e-12,1.6243366146308477e-11,1.4964800798253297e-06,0.00010853824576975536,1.0789319909169644e-08,4.015637386779961e-11,4.30039844925876e-09,3.0265315269215434e-09,1.088247228412998e-14,1.67764211664655e-09,3.912748101873471e-08,3.672039815954412e-12,1.9675409223184145e-07,1.1652032255603215e-10,2.4609602566932198e-12
1.3956270226510357e-07,0.9481227110883804,3.76,0.0,0.7495823427415803,0.998454687751,0.00103694838956083,8.104998246172103e-09,7.841496364366548e-07,0.07301803739289334,0.005063622756105858,0.014745441005145679,0.024317325514051316,0.010166896901800459,0.013349530045837754,5.33922966714465e-05,3.839241787006004e-05,0.00011863451535391097,1.3130829057476606e-06,1.5371869516741313e-07,0.001005644513036285,0.00029511427123307394,0.0002382587468173491,2.247865087662903e-06,9.141641157560733e-06,2.7030721285009547e-05,2.105158383323347e-08,1.3605345405832934e-06,2.4571663319375343e-08,3.215614617261245e-06,4.661918278851704e-09,1.3120886227386232e-07,8.122943598608647e-06,2.6192562487630155e-10,1.246763273031908e-06,9.485479716027554e-07,4.0405572894913804e-05,4.237155629622487e-05,1.0246709728718193e-11,1.667290937780806e-11,1.5355798135066815e-06,0.00011257755789501884,1.1068453176941736e-08,4.24718818018201e-11,4.437542835113731e-09,3.0984989403121708e-09,1.1599979970815145e-14,1.7370395400004494e-09,4.199078145175688e-08,3.9425959785763605e-12,2.1079395363113731e-07,1.2457765850131436e-10,2.6309243624388657e-12
1.4083413376652904e-07,0.9482792326064435,3.76,0.0,0.7485745523692677,0.9984151438051206,0.0010701933801783535,8.637158761679612e-09,8.184553173918136e-07,0.07354711121343732,0.005126519085142772,0.014985063296602902,0.024866077160680056,0.010334266742759534,0.013701951750479828,5.5742265745924285e-05,4.0499292226401056e-05,0.00012032629062277998,1.3229864490444721e-06,1.556525409700089e-07,0.0010272578754367688,0.00030062869235169274,0.00024342882154049873,2.3041865458304786e-06,9.573891661693658e-06,2.81029202787859e-05,2.1311568514431214e-08,1.4255183510667163e-06,2.6559201949830564e-08,3.246527080543849e-06,5.056965016392647e-09,1.3797120526109697e-07,8.476956777783726e-06,2.7528521433647435e-10,1.3214114265441536e-06,1.0044080529831108e-06,4.143747537327271e-05,4.346816876775915e-05,1.0531005156079944e-11,1.7108356462829154e-11,1.5752076846937252e-06,0.00011672194217799827,1.1354064898655593e-08,4.489396491820486e-11,4.5778084942962024e-09,3.1715166760257193e-09,1.23582307754178e-14,1.798120873199405e-09,4.503250270694818e-08,4.230144488822911e-12,2.2567723773854023e-07,1.330960127361815e-10,2.810600068286976e-12
1.421055652679545e-07,0.9484368241047166,3.76,0.0,0.7475599594143197,0.9983749520931917,0.001104134422044429,9.19800839537165e-09,8.538755927885373e-07,0.07407456044371231,0.00518935276323102,0.015226065305613021,0.025421485938592836,0.0105023081076408,0.014059789786952971,5.8168307566510396e-05,4.2698804528102216e-05,0.00012203049080847774,1.3328504587679544e-06,1.5758407387956382e-07,0.0010490641740274415,0.00030617896489155716,0.00024867523369846126,2.3615393580370857e-06,1.0022087296057994e-05,2.9207582884637363e-05,2.1571234076192827e-08,1.4928282601131458e-06,2.8682995698868595e-08,3.2775109017522987e-06,5.480895955980475e-09,1.4500470980727306e-07,8.843262501788959e-06,2.8917635960253687e-10,1.3996650187332267e-06,1.0629271481986638e-06,4.248322309749267e-05,4.4579605604458686e-05,1.081952478112278e-11,1.7549679118307955e-11,1.6153610633079936e-06,0.00012097281418141549,1.1646267988090604e-08,4.74262073012319e-11,4.721241944008862e-09,3.245591069010011e-09,1.3159191904315957e-14,1.8609262447975654e-09,4.8261790383434185e-08,4.535564453280643e-12,2.4144472830349637e-07,1.4209585384113182e-10,3.000417852574839e-12
1.4337699676937997e-07,0.9485954843815355,3.76,0.0,0.7465385737644623,0.9983341090107759,0.001138777061024766,9.788693928752925e-09,8.904302852270386e-07,0.07460040881961662,0.005252113694650847,0.015468434205498404,0.025983539676038434,0.010670999207161231,0.014423053179576553,6.067185825623534e-05,4.499395492541775e-05,0.00012374708952332311,1.3426753577421084e-06,1.5951296632549016e-07,0.0010710608784576818,0.0003117645235407751,0.00025399870257701107,2.419935434281375e-06,1.0486633939798667e-05,3.0345409719967455e-05,2.1830538494373632e-08,1.562515844413424e-06,3.0950594761976446e-08,3.308567598798374e-06,5.935476849596241e-09,1.5231683782820154e-07,9.222180915138392e-06,3.03613610635695e-10,1.4816532671733151e-06,1.1242000807899284e-06,4.354276492448793e-05,4.5705803981383005e-05,1.1112253808985186e-11,1.7996847647629627e-11,1.656037196074651e-06,0.0001253315826067649,1.1945175200733777e-08,5.0072261838190614e-11,4.86789023336884e-09,3.320728445660255e-09,1.4004910109684418e-14,1.925496657854505e-09,5.1688153366631526e-08,4.859770284455436e-12,2.581386635811808e-07,1.5159825326492787e-10,3.2008208417419023e-12
1.4464842827080544e-07,0.9487552120622144,3.76,0.0,0.7455104064044251,0.9982926110190429,0.0011741267435980045,1.0410387454719653e-08,9.281390830099844e-07,0.07512467990776457,0.005314791842937186,0.015712157220326973,0.02655222503219286,0.010840318272801245,0.01479175003097186,6.325435083491861e-05,4.7387800454135516e-05,0.00012547605904613955,1.35246156705413e-06,1.6143889262164958e-07,0.0010932454280121121,0.0003173848016605453,0.00025939994798461626,2.4793866771646875e-06,1.0967941866531448e-05,3.1517111363092694e-05,2.2089440025087294e-08,1.6346328085516302e-06,3.336985540493398e-08,3.3396986704758996e-06,6.422558880920353e-09,1.5991513738271287e-07,9.614037519036045e-06,3.1861168501862796e-10,1.567508119839579e-06,1.1883237612102743e-06,4.4616046748089145e-05,4.684669788515612e-05,1.1409176360554046e-11,1.844983097125679e-11,1.697233209278683e-06,0.00012979964896893496,1.2250899068009851e-08,5.2835849966337824e-11,5.0178009518233675e-09,3.396935122085643e-09,1.489751427932291e-14,1.991874002785351e-09,5.5321473622044954e-08,5.203712664244418e-12,2.7580276609901015e-07,1.616248898990794e-10,3.4122649050679113e-12
1.459198597722309e-07,0.9489160056001751,3.76,0.0,0.74447546941109,0.9982504546449822,0.0012101888158858975,1.1064286097471988e-08,9.670215283676942e-07,0.07564739709517732,0.005377377234724557,0.01595722162497216,0.027127527504384512,0.01101024356460254,0.015165887525768619,6.591721439705869e-05,4.988345492712276e-05,0.0001272173703815812,1.362209505860608e-06,1.6336152909542714e-07,0.0011156152327685689,0.0003230392314399445,0.00026487969005840265,2.5399049788407243e-06,1.1466425633055851e-05,3.2723408430817885e-05,2.2347897220836494e-08,1.709230956653273e-06,3.5948946425405274e-08,3.3709055961917244e-06,6.944081561328434e-09,1.6780724032688768e-07,1.001916318458962e-05,3.3418546342325776e-10,1.657364248651119e-06,1.2553971909666158e-06,4.5703011550302835e-05,4.800221818455703e-05,1.1710275492633591e-11,1.8908596657578963e-11,1.738946111537634e-06,0.0001343784072780037,1.2563551831404126e-08,5.572076137561334e-11,5.171022237396585e-09,3.4742174022451175e-09,1.5839218082253016e-14,2.060101069959672e-09,5.917201608919413e-08,5.5683795172301825e-12,2.944822722728995e-07,1.7219805416801296e-10,3.6352187392247096e-12
1.4719129127365637e-07,0.9490778632781478,3.76,0.0,0.7434337759482232,0.9982076364815902,0.001246968522728647,1.1751611699590377e-08,1.007097005858383e-06,0.07616858357910701,0.0054398599635372006,0.016203614745150193,0.02770943143577878,0.011180753378934054,0.015545471934654165,6.866187328881276e-05,5.2484088793612194e-05,0.00012897099331977296,1.3719195911949634e-06,1.6528055421511723e-07,0.0011381676747547885,0.00032872724405211387,0.00027043864906933557,2.6015022179956558e-06,1.1982503964380068e-05,3.396503165428923e-05,2.260586894638936e-08,1.7863621637411058e-06,3.8696355479784676e-08,3.402189835708934e-06,7.502075667613403e-09,1.7600085988866563e-07,1.0437894163799161e-05,3.50349984924711e-10,1.7513590409645742e-06,1.3255214655567917e-06,4.680359945314928e-05,4.917229270144639e-05,1.2015533218362945e-11,1.937311095395465e-11,1.7811727965883819e-06,0.0001390692437282512,1.2883245376544795e-08,5.87308536671393e-11,5.327602784750866e-09,3.5525815759534607e-09,1.6832322669725936e-14,2.1302215620316735e-09,6.325043867170938e-08,5.954796993377412e-12,3.1422396184783333e-07,1.8334065162055426e-10,3.870163942341928e-12
1.4846272277508183e-07,0.9492407832094327,3.76,0.0,0.7423853402607915,0.9981641531880279,0.0012844710068053797,1.24736104764743e-08,1.0483847309555259e-06,0.07668826235700539,0.005502230193521007,0.01645132395743472,0.028297920023515544,0.011351826056217948,0.015930508618762048,7.14897462849151e-05,5.51929289661825e-05,0.00013073689649620757,1.3815922377763446e-06,1.6719564871550332e-07,0.001160900109103716,0.0003344482698116956,0.00027607754522667843,2.6641902568614224e-06,1.2516599635138776e-05,3.524272195302138e-05,2.286331439438724e-08,1.8660783468272298e-06,4.16208952624225e-08,3.4335528289023358e-06,8.098666219810908e-09,1.8450378816453074e-07,1.0870572098278413e-05,3.671204421647554e-10,1.8496325890088445e-06,1.398799776190918e-06,4.791774777103192e-05,5.0356846281967176e-05,1.2324930527862065e-11,1.984333881791787e-11,1.8239100460854659e-06,0.000143873536394425,1.3210091167311792e-08,6.187005196757321e-11,5.487591853048157e-09,3.6320339167591874e-09,1.7879219431190333e-14,2.2022801059843515e-09,6.756780231949328e-08,6.3640304596970365e-12,3.3507618713726745e-07,1.9507620600898275e-10,4.117595077300162e-12
1.497341542765073e-07,0.9494047633392239,3.76,0.0,0.7413301776688654,0.9981200014897567,0.0013227013077997353,1.3231552638407159e-08,1.090903738833973e-06,0.07720645621664574,0.0055644781631139575,0.0167003366892493,0.028892975327292444,0.011523439988607642,0.016321002034396417,7.440224576638317e-05,5.801325861542113e-05,0.00013251504745183962,1.3912278578201793e-06,1.691064957215175e-07,0.00118380986520729,0.0003402017383333743,0.00028179709848178796,2.7279809382649554e-06,1.3069139347488858e-05,3.6557230506995906e-05,2.312019310066975e-08,1.94843143577053e-06,4.4731709524408344e-08,3.4649959955262347e-06,8.736075497423432e-09,1.9332389354005344e-07,1.1317544025668268e-05,3.845121763681457e-10,1.952327677253774e-06,1.4753374102852426e-06,4.904539106359075e-05,5.15558008679567e-05,1.2638447409085904e-11,2.0319243948521556e-11,1.8671545324085421e-06,0.00014879265493528994,1.3544200180038834e-08,6.514234849943028e-11,5.651039273596045e-09,3.712580679695981e-09,1.898239280467493e-14,2.2763222648703973e-09,7.213558119870463e-08,6.797185500428311e-12,3.5708890203584455e-07,2.074288618425827e-10,4.378019723979227e-12
1.5100558577793277e-07,0.9495698014459977,3.76,0.0,0.7402683045611176,0.9980751781786447,0.0013616643616105322,1.4026731980575904e-08,1.1346728733660011e-06,0.07772318772640827,0.0056265941886519235,0.01695064041883791,0.02949457827838669,0.011695573627610268,0.016716955738088197,7.740077689985926e-05,6.094841693229021e-05,0.00013430541269331933,1.400826860850579e-06,1.7101278086986633e-07,0.0012068942478685415,0.0003459870786913666,0.00028759802833130705,2.792886082715976e-06,1.3640553605571992e-05,3.790931882672975e-05,2.337646495930408e-08,2.0334733439288505e-06,4.803827891917857e-08,3.49652073499447e-06,9.416626092258321e-09,2.0246911803614627e-07,1.1779162383703167e-05,4.0254067221546236e-10,2.0595897677079484e-06,1.555241750718252e-06,5.018646118899336e-05,5.2769075568509955e-05,1.2956062868866835e-11,2.080078881779046e-11,1.910902821476561e-06,0.0001538279603044857,1.388568283787531e-08,6.855180210753578e-11,5.817995457262092e-09,3.794228098909746e-09,2.014442314094424e-14,2.3523945492327893e-09,7.696567294518263e-08,7.25540892527471e-12,3.803136907799079e-07,2.204233864033143e-10,4.651958520203855e-12
1.5227701727935823e-07,0.9497358951429603,3.76,0.0,0.73919973838792,0.998029680113049,0.0014013649996074567,1.4860465441437662e-08,1.1797107763379859e-06,0.07823847922573833,0.005688568667906657,0.017202222675213746,0.030102708689107617,0.011868205491645753,0.017118372391978776,8.048673681943259e-05,6.400179885824937e-05,0.00013610795775330595,1.4103896535148037e-06,1.7291419242851772e-07,0.0012301505384518007,0.00035180371957970683,0.0002934810536198194,2.858917485535947e-06,1.4231276586637121e-05,3.929975882121346e-05,2.3632090237305503e-08,2.121255938635624e-06,5.155042666233601e-08,3.5281284261727445e-06,1.0142743996016627e-08,2.1194747458296445e-07,1.2255785011893128e-05,4.2122155257617347e-10,2.1715669831431243e-06,1.6386222738400651e-06,5.1340887357616985e-05,5.399658673163401e-05,1.3277754954125524e-11,2.128793470225666e-11,1.955151375566302e-06,0.0001589808044687101,1.4234648945374263e-08,7.210253774181285e-11,5.988511401642011e-09,3.876982385163638e-09,2.1367989620688575e-14,2.430544428188216e-09,8.207040899679249e-08,7.739889785215365e-12,4.0480379643033136e-07,2.340851712119595e-10,4.939945191144537e-12
1.535484487807837e-07,0.9499030418795545,3.76,0.0,0.7381244976540455,0.997983504217873,0.0014418079479317212,1.573409262988831e-08,1.2260358768979222e-06,0.07875235281578638,0.0057503920835530785,0.017455071038086727,0.030717345262671728,0.012041314173535218,0.017525253769526596,8.366151381178282e-05,6.717685478322285e-05,0.00013792264725080264,1.4199166393999766e-06,1.748104214139411e-07,0.00125357599603079,0.0003576510894731689,0.00029944689234203303,2.9260869140307456e-06,1.4841746008919573e-05,4.0729332863620675e-05,2.3887029589036588e-08,2.211831011530951e-06,5.527832399322661e-08,3.5598204271832067e-06,1.0916961720693234e-08,2.2176704422345825e-07,1.274777515078563e-05,4.405705731057884e-10,2.2884100882451e-06,1.7255905462274174e-06,5.250859618607639e-05,5.523824801593561e-05,1.3603500773230658e-11,2.1780641714551364e-11,1.9998965561329646e-06,0.0001642525301332401,1.4591207623372387e-08,7.579874589665699e-11,6.162638697967425e-09,3.960849723223721e-09,2.265587322391027e-14,2.5108203401566855e-09,8.746256500004061e-08,8.251860395399928e-12,4.3061414905224465e-07,2.484402329338557e-10,5.242526566947255e-12
1.5481988028220916e-07,0.950071238943024,3.76,0.0,0.7370426019109796,0.9979366474845969,0.0014829978268416021,1.664897532174946e-08,1.2736663812435005e-06,0.07926483035023842,0.005812055006562963,0.017709173137770155,0.031338465603491863,0.012214878347911367,0.017937600761531662,8.692648650548085e-05,7.047709021153046e-05,0.0001397494449514538,1.429408218852238e-06,1.7670116170600288e-07,0.0012771678585343405,0.0003635286167886666,0.00030549626144455724,2.9944061047094813e-06,1.5472402996377124e-05,4.2198833854691436e-05,2.414124407027338e-08,2.305250248777291e-06,5.923249542600775e-08,3.5915980752212894e-06,1.1741921449774356e-08,2.319359732486536e-07,1.3255501438773517e-05,4.606036167111109e-10,2.410272468693204e-06,1.8162602201778255e-06,5.368951175155179e-05,5.64939704622841e-05,1.3933276517488117e-11,2.2278868835026827e-11,2.0451346266305374e-06,0.0001696444704747959,1.4955467244227406e-08,7.964468200719182e-11,6.340429537737953e-09,4.045836269128146e-09,2.401095975056879e-14,2.5932717032209224e-09,9.315537128617455e-08,8.792597364621281e-12,4.578013935663301e-07,2.6351521371411803e-10,5.560262588382332e-12
