Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85),CH2OH(32),C4H6(3180)
7.736328764411929e-07,0.14711520032679187,3.76,0.0,0.5683096092339466,0.9671103264667941,0.03990058671731964,8.510686538658086e-10,9.052046413696857e-08,0.022822281486656198,0.004724980140942352,0.05917464276058885,0.004666659306217512,0.24464621988624366,0.0035269199604392796,0.20103368447910594,4.443869638924003e-06,1.036201397378401e-05,0.0005019970882047276,0.001300842259023162,0.004854720856583188,0.0008006403426671655,0.005141144542721509,0.0003823063636739962,0.006271621970127426,0.00020789509666293304,0.00010075786529922277,1.2955968871532017e-08,1.0340293231573081e-06,7.932160648299833e-06,6.824628776415673e-07,7.752412036533947e-07,0.0015463103562260152,1.1515935071360312e-05,0.0007830586603076584,2.1187878797464315e-09,1.0170894886269164e-06,1.3952490294922808e-06,1.7826124905684665e-09,0.001240533639107426,3.164063143581783e-05,7.25173245695618e-05,2.5701045738683845e-09,3.90000439912845e-05,4.3093060881173696e-10,3.619082245640989e-12,4.143163677400466e-06,7.805621592432681e-06,6.924355162091951e-11,4.3996717969176674e-11,3.8078471830387557e-07,2.423303401050676e-09,4.026407100138748e-08,6.485257370124533e-06,1.7833632095397344e-07,2.7847088496159583e-09,1.3417546375973137e-05,4.7126599749462145e-11,1.7167100257943585e-07,6.404034359963231e-09,7.135836312384007e-07,4.821353062229411e-10,5.962785434119762e-09,1.6192972990170865e-06,5.6561946773457664e-05,3.0310337765121796e-07,4.1698314721265434e-06,3.553312250049509e-06
7.769879034315471e-07,0.1471504177711234,3.76,0.0,0.5667197634847888,0.9668637765979011,0.040186333438501844,8.554373701021094e-10,9.093713693383968e-08,0.022841041223484602,0.004715717079153022,0.059533451979179,0.004667803922124474,0.24587298357883053,0.003536688362753134,0.2021358111668898,4.433117879852566e-06,1.0365733723515528e-05,0.0005048599338566251,0.0013083178650415948,0.004915241147723994,0.0008021050525845015,0.005187756283473784,0.00038513739098433564,0.006357816066580076,0.0002082727390230332,0.00010132717207204902,1.299651896047452e-08,1.0466706269192703e-06,8.051681657113721e-06,6.869020709171269e-07,7.809745611371377e-07,0.0015662483519376692,1.155353455098134e-05,0.0007924672154223949,2.1347896255469042e-09,1.0296795818330798e-06,1.4054142589826224e-06,1.803067237697809e-09,0.0012531545205268562,3.22603989436423e-05,7.34910172494662e-05,2.58417228014439e-09,3.9750708865579934e-05,4.3978429176814306e-10,3.6720896795830295e-12,4.148944021489729e-06,7.83267389172899e-06,6.94519804951189e-11,4.412803265821772e-11,3.8199385596240837e-07,2.4557366525921328e-09,4.053211750861284e-08,6.637847888108667e-06,1.8032030038802563e-07,2.8156842079889526e-09,1.349545490111313e-05,4.82368486222161e-11,1.739691287758042e-07,6.4751458924385214e-09,7.230994612421473e-07,4.879711382320901e-10,6.039879121678806e-09,1.6419033132676238e-06,5.751805009797205e-05,3.082298276911722e-07,4.185553713299701e-06,3.6214911412311772e-06
7.803429304219012e-07,0.1471855645592724,3.76,0.0,0.5651339639700136,0.9666167979882619,0.040472303571241146,8.597615075598864e-10,9.135007993266438e-08,0.02285912755796922,0.004706388404816237,0.059891586634589176,0.004668871999299586,0.24709553656991928,0.0035464288060171054,0.20323586074502473,4.422313427979961e-06,1.0369138052541292e-05,0.0005077105722400464,0.001315760151037185,0.004976100139973736,0.0008035548806396894,0.005234417315782474,0.00038796303847783454,0.0064446180743218924,0.00020864700896236133,0.00010189366046503719,1.3036851004742336e-08,1.0593680406669293e-06,8.1720772341921e-06,6.913275852303737e-07,7.866837527537095e-07,0.0015862762442332434,1.1590745336094119e-05,0.0008019199389825702,2.15073071605767e-09,1.0423065171391376e-06,1.4155489012908223e-06,1.8236014639719074e-09,0.001265816477120906,3.288773067157891e-05,7.446924731858825e-05,2.598156427553129e-09,4.051017654574353e-05,4.487550635993015e-10,3.725429843476951e-12,4.154539466334075e-06,7.859473870025888e-06,6.965793291894288e-11,4.425778273096006e-11,3.83189777362992e-07,2.4883477078187664e-09,4.079865902042913e-08,6.792955302597125e-06,1.8230840875410294e-07,2.846723974113502e-09,1.3573005487702302e-05,4.936543884553828e-11,1.762765851141313e-07,6.546402635346627e-09,7.326540379220804e-07,4.938273757216698e-10,6.1172683251103684e-09,1.6646390395262113e-06,5.848312039123216e-05,3.134043957680265e-07,4.201126201778471e-06,3.6904688809314858e-06
7.836979574122554e-07,0.1472206403416555,3.76,0.0,0.5635522290327307,0.9663693955940066,0.04075849138370937,8.64041059939744e-10,9.175929972549197e-08,0.022876548404271974,0.004696995923221564,0.0602490367198559,0.004669864522923585,0.24831386596266522,0.0035561416881618084,0.20433382099079245,4.411458099605326e-06,1.0372231099188658e-05,0.0005105489456562219,0.0013231690924555984,0.005037296198822421,0.0008049899445111167,0.005281125438537661,0.00039078316532123296,0.006532026478765241,0.00020901792561733287,0.00010245731846161665,1.3076965002427887e-08,1.0721209697306483e-06,8.293343442588515e-06,6.957392517352847e-07,7.923684599554168e-07,0.0016063927348118382,1.1627570121146415e-05,0.0008114164761907777,2.1666102507040443e-09,1.0549691273938368e-06,1.425652406331625e-06,1.8442143131606964e-09,0.0012785190828992611,3.3522645993710844e-05,7.545194200604478e-05,2.612056783452365e-09,4.127845976912582e-05,4.57843360765219e-10,3.779099728578267e-12,4.15995197829305e-06,7.886023047030495e-06,6.986142623726935e-11,4.43859792446921e-11,3.8437256685276613e-07,2.5211348972319773e-09,4.106368173590172e-08,6.950599789104274e-06,1.8430050013659064e-07,2.877825871079459e-09,1.3650196071181446e-05,5.051251784794602e-11,1.7859317160167056e-07,6.61779934442933e-09,7.422465448130244e-07,4.997036395043952e-10,6.194946620784013e-09,1.6875031445448342e-06,5.945714642640897e-05,3.1862702196311435e-07,4.216549625718e-06,3.7602468983921065e-06
7.870529844026096e-07,0.1472556447811008,3.76,0.0,0.561974576358438,0.966121574345568,0.041044891210991245,8.682760323673531e-10,9.216480359502037e-08,0.02289331164939338,0.004687541413938936,0.060605792457944264,0.004670782469590876,0.24952795945048187,0.0035658273919954857,0.20542968004319537,4.4005536826426254e-06,1.0375016981603108e-05,0.0005133749988549407,0.0013305446705524748,0.0050988276830304,0.0008064103612575555,0.0053278784739398,0.0003935976332230483,0.0066200397375614835,0.00020938550808108765,0.00010301813460372646,1.3116861390847688e-08,1.0849288194767322e-06,8.415476294457913e-06,7.001369056563576e-07,7.980283771317358e-07,0.00162659652506474,1.166401159573654e-05,0.000820956472155985,2.1824273758548373e-09,1.0676662497855054e-06,1.435724237167381e-06,1.8649049296488555e-09,0.0012912619145437467,3.416516360457418e-05,7.64390284626598e-05,2.6258732076605477e-09,4.2055570328826636e-05,4.670496089068299e-10,3.8330963165793104e-12,4.1651835276821635e-06,7.912322961326077e-06,7.006247794100346e-11,4.4512633343306067e-11,3.8554230944101465e-07,2.5540965437685625e-09,4.13271723746294e-08,7.11080138505515e-06,1.862964295662125e-07,2.9089876309228716e-09,1.372702467712611e-05,5.1678232053720834e-11,1.8091868851053176e-07,6.689330812707565e-09,7.518761664163781e-07,5.055995517185083e-10,6.272907595377135e-09,1.710494287587377e-06,6.0440116202525986e-05,3.238976421993782e-07,4.231824690504076e-06,3.830826545097629e-06
7.904080113929637e-07,0.14729057755223832,3.76,0.0,0.5604010229850777,0.9658733391474968,0.04133149745452106,8.724664411695429e-10,9.25665995088285e-08,0.022909425151591875,0.004678026631019754,0.060961844299282954,0.0046716268073237035,0.25073780530768597,0.0035754862855486057,0.2065234263975906,4.389601936887569e-06,1.03774997970493e-05,0.0005161886789941401,0.0013378868722136042,0.005160692944945781,0.0008078162473096484,0.00537467426745552,0.00039640630641941087,0.0067086562811742596,0.0002097497754025273,0.00010357609798266629,1.315653993039815e-08,1.0977909956499114e-06,8.538471752415412e-06,7.045203868464952e-07,8.036632065627069e-07,0.001646886316391096,1.1700072443934267e-05,0.00083053957194652,2.198181249387309e-09,1.080396726133743e-06,1.445763869846529e-06,1.8856724612164303e-09,0.0013040445514342232,3.481530152301228e-05,7.743043378162139e-05,2.639605260139096e-09,4.284151907977845e-05,4.763742222937554e-10,3.887416581545166e-12,4.170236087958413e-06,7.938375169218311e-06,7.026110565539171e-11,4.463775625204445e-11,3.8669909104500103e-07,2.587230966054082e-09,4.158911815482168e-08,7.273579987254397e-06,1.8829605301996381e-07,2.940207005964067e-09,1.3803489419884011e-05,5.2862726864382966e-11,1.8325293643516777e-07,6.7609918647209355e-09,7.615420884467798e-07,5.115147359748605e-10,6.351144841462442e-09,1.7336111208308412e-06,6.143201695472807e-05,3.29216188296792e-07,4.246952118041202e-06,3.902209095190938e-06
7.937630383833179e-07,0.14732543834141779,3.76,0.0,0.5588315853116289,0.9656246948783102,0.04161830458159781,8.766123137612623e-10,9.296469610549792e-08,0.022924896739071363,0.004668453303157041,0.061317182919638245,0.00467239849557531,0.25194339238151275,0.0035851187223674866,0.20761504890111432,4.378604594218757e-06,1.0379683621333138e-05,0.0005189899356063921,0.0013451956898032284,0.005222890330773994,0.0008092077184625345,0.005421510687776449,0.0003992090516618504,0.006797874513367776,0.00021011074658545603,0.00010413119823139694,1.3196000295648985e-08,1.1107069042518175e-06,8.662325730685457e-06,7.088895391590726e-07,8.092726586268368e-07,0.0016672608104616221,1.1735755343663737e-05,0.0008401654206348121,2.213871040720952e-09,1.0931594032124939e-06,1.4557707931301815e-06,1.9065160618609392e-09,0.0013168665756705265,3.547307709555203e-05,7.842608501584587e-05,2.653252621284464e-09,4.363631594406937e-05,4.85817603895987e-10,3.9420574640864036e-12,4.175111634945729e-06,7.964181243865783e-06,7.045732713062769e-11,4.4761359273478304e-11,3.878429984938598e-07,2.620536478816971e-09,4.184950677637149e-08,7.438955349805425e-06,1.902992274113978e-07,2.971481767123928e-09,1.3879588501391687e-05,5.4066146643343203e-11,1.8559571634973182e-07,6.832777357933882e-09,7.712434980373443e-07,5.174488174987796e-10,6.429651960122304e-09,1.7568522897077165e-06,6.243283516312717e-05,3.3458258801997313e-07,4.2619326461402e-06,3.974395745837674e-06
7.97118065373672e-07,0.14736022684699626,3.76,0.0,0.5572662791127196,0.9653756463902401,0.04190530712455401,8.807136883259398e-10,9.335910266796519e-08,0.022939734207790913,0.004658823133934883,0.06167179921645585,0.004673098485263648,0.25314471007857386,0.003594725042013502,0.208704536744916,4.367563358953422e-06,1.0381572507774211e-05,0.0005217787205425998,0.0013524711209083515,0.005285418181031578,0.0008105848898626258,0.005468385626740363,0.00040200573819576345,0.00688769281203583,0.00021046844058717452,0.00010468342551132386,1.3235243024508611e-08,1.1236759516735443e-06,8.787034097039891e-06,7.132442100638656e-07,8.148564577914184e-07,0.001687718709658472,1.177106296589664e-05,0.0008498336633724781,2.229495976518003e-09,1.1059531329891764e-06,1.4657445086128854e-06,1.927434885999966e-09,0.0013297275721079038,3.613850700237229e-05,7.942590920713115e-05,2.6668152357705064e-09,4.443996992034014e-05,4.953801461222664e-10,3.997015894642582e-12,4.179812146065369e-06,7.989742774134179e-06,7.065116022788536e-11,4.4883453776175455e-11,3.889741190274892e-07,2.6540113897827954e-09,4.2108326442499885e-08,7.60694708056614e-06,1.9230581066808726e-07,3.0028096913030295e-09,1.3955320209323915e-05,5.528863469003481e-11,1.879468296607611e-07,6.9046821914397155e-09,7.809795840290142e-07,5.234014230452584e-10,6.5084225705998216e-09,1.7802164334691378e-06,6.344255656802534e-05,3.399967651592739e-07,4.276767027692774e-06,4.04738761786936e-06
8.004730923640262e-07,0.14739494277845183,3.76,0.0,0.5557051195476113,0.9651261985090929,0.042192499680232705,8.847706134830161e-10,9.374982909865007e-08,0.022953945320201168,0.004649137801980725,0.062025684306544815,0.00467372771879246,0.2543417483565485,0.0036043055703682725,0.20979187945940692,4.356479908032037e-06,1.0383170486631305e-05,0.0005245549879387823,0.001359713168186225,0.0053482748308190725,0.000811947876001284,0.005515296999271419,0.00040479623774596963,0.006978109529710969,0.00021082287631787704,0.00010523277050424168,1.3274268173004244e-08,1.1366975449276316e-06,8.912592673967556e-06,7.175842514047561e-07,8.204143367450299e-07,0.0017082587173480508,1.1805997974279341e-05,0.0008595439454349509,2.2450552973850818e-09,1.1187767728912273e-06,1.475684530556048e-06,1.9484280919019583e-09,0.0013426271283758342,3.681160726129364e-05,8.042983340390123e-05,2.680292849969493e-09,4.525248909008854e-05,5.050622301102285e-10,4.052288794339459e-12,4.184339599670801e-06,8.015061363861323e-06,7.084262291399036e-11,4.5004051193260564e-11,3.900925406351124e-07,2.68765400328317e-09,4.236556583909159e-08,7.777574639010665e-06,1.9431566171947595e-07,3.0341885755713885e-09,1.4030682915986793e-05,5.653033322421628e-11,1.9030607825550971e-07,6.9767012987682786e-09,7.907495371329597e-07,5.293721810172236e-10,6.5874503039092565e-09,1.8037021855192617e-06,6.446116617953359e-05,3.454586395827645e-07,4.2914560302000585e-06,4.121185756216414e-06
8.038281193543803e-07,0.14742958585587712,3.76,0.0,0.5541481211667384,0.9648763560341437,0.0424798769096052,8.887831479007487e-10,9.413688589278043e-08,0.02296753780433368,0.004639398961156028,0.06237882952440392,0.004674287130041435,0.25553449771805753,0.003613860619852577,0.21087706691076355,4.345355891218825e-06,1.0384481564802921e-05,0.0005273186941880642,0.0013669218392546036,0.005411458610021922,0.0008132967907126371,0.005562242743333051,0.00040758042450535724,0.007069122993941422,0.0002111740726397391,0.00010577922440645328,1.331307532055155e-08,1.149771091601566e-06,9.038997239572149e-06,7.219095191832229e-07,8.259460351841637e-07,0.001728879538068542,1.1840563024764677e-05,0.0008692959122542382,2.2605482506892183e-09,1.1316291862566822e-06,1.485590385558077e-06,1.969494843153834e-09,0.0013555648348915626,3.749239323075175e-05,8.143778467385072e-05,2.693685091207341e-09,4.6073880622322646e-05,5.148642256251588e-10,4.107873067306456e-12,4.188695974055122e-06,8.040138630663351e-06,7.10317332543263e-11,4.512316301752377e-11,3.911983520755516e-07,2.7214626214947616e-09,4.2621214115766816e-08,7.950857334758901e-06,1.9632864047159608e-07,3.0656162381456404e-09,1.4105675077188238e-05,5.779138337504596e-11,1.9267326458143595e-07,7.0488296464740296e-09,8.005525501619764e-07,5.353607216187296e-10,6.6667288027809306e-09,1.8273081736867575e-06,6.548864828438511e-05,3.509681272730397e-07,4.306000435081821e-06,4.195791130224928e-06
8.071831463447345e-07,0.1474641558112668,3.76,0.0,0.552595297923564,0.9646261237379584,0.042767433537075406,8.927513600361168e-10,9.452028412767668e-08,0.022980519352172338,0.004629608240757175,0.06273122641913527,0.004674777644396999,0.2567229491997077,0.0036233904898303076,0.21196008929466778,4.334192931394018e-06,1.0385509725040647e-05,0.0005300697978950952,0.001374097146492212,0.005474967843668182,0.0008146317471632928,0.005609220819842542,0.000410358175115378,0.00716073150796217,0.00021152204836611118,0.00010632277891805452,1.3351664867266203e-08,1.1628960000414201e-06,9.166243529110103e-06,7.262198727970998e-07,8.31451305379948e-07,0.001749579877874594,1.1874760764768656e-05,0.0008790892094772013,2.2759741325308455e-09,1.1445092423826847e-06,1.4954616126688075e-06,1.9906343054626506e-09,0.001368540284884422,3.818087961523781e-05,8.244969012680792e-05,2.706991909140879e-09,4.690415078211166e-05,5.247864918578684e-10,4.163765601305171e-12,4.192883246991022e-06,8.064976205094792e-06,7.121850940284174e-11,4.524080079342367e-11,3.9229164247112767e-07,2.7554355415254163e-09,4.287526089925588e-08,8.126814324802173e-06,1.9834460788681641e-07,3.097090505486196e-09,1.41802952307435e-05,5.907192516087667e-11,1.9504819167077084e-07,7.121062243416252e-09,8.103878182129839e-07,5.413666767907483e-10,6.74625173162722e-09,1.851033020666556e-06,6.652498645878063e-05,3.5652514039563694e-07,4.320401037095637e-06,4.271204634244293e-06
8.105381733350887e-07,0.14749865238672707,3.76,0.0,0.5510466631841812,0.9643755063662516,0.043055164349912085,8.966753280326349e-10,9.490003545896658e-08,0.022992897618366592,0.004619767245738853,0.06308286675193735,0.004675200178773477,0.2579070943631616,0.003632895466930503,0.21304093713119931,4.322992624848484e-06,1.038625892541108e-05,0.0005328082598375291,0.0013812391068798015,0.005538800852218116,0.00081595285784659,0.005656229212594347,0.0004131293686491258,0.0072529333512441774,0.00021186682226037625,0.00010686342623420846,1.339003735240151e-08,1.1760716793048545e-06,9.29432723627541e-06,7.305151755093274e-07,8.369299102636806e-07,0.0017703584446118268,1.19085938327793e-05,0.0008889234830124481,2.2913322723125275e-09,1.1574158167858112e-06,1.505297763307139e-06,2.0118456469903254e-09,0.001381553074413229,3.887708046988857e-05,8.346547693308923e-05,2.7202132627863514e-09,4.774330493775974e-05,5.348293771593749e-10,4.219963277628482e-12,4.1969033950334605e-06,8.089575729638727e-06,7.140296959036729e-11,4.5356976109880286e-11,3.9337250135594146e-07,2.78957105669123e-09,4.312769628881259e-08,8.305464611371246e-06,2.0036342599440835e-07,3.1286092185998234e-09,1.4254541995078212e-05,6.037209747360621e-11,1.9743066319117167e-07,7.193394138403121e-09,8.202545389056554e-07,5.473896802591717e-10,6.826012774693565e-09,1.87487534440161e-06,6.757016357867177e-05,3.6212958735425995e-07,4.334658643654946e-06,4.347427088116749e-06
8.138932003254428e-07,0.14753307533546342,3.76,0.0,0.5495022297381112,0.9641245086377355,0.04334306419760308,9.00555139502812e-10,9.527615209269593e-08,0.0230046802188382,0.00460987755690731,0.06343374249323397,0.004675555641640608,0.2590869252851655,0.0036423758254121846,0.21411960125914475,4.311756541525366e-06,1.0386733098652462e-05,0.0005355340429253898,0.0013883477418235293,0.005602955951884242,0.0008172602345751919,0.005703265928169976,0.0004158938865921758,0.007345726780105956,0.00021220841303509752,0.00010740115903537517,1.342819234946742e-08,1.189297539370335e-06,9.42324401458982e-06,7.347952950139463e-07,8.423816181303446e-07,0.0017912139482311553,1.1942064857896606e-05,0.0008987983790819156,2.3066219935107134e-09,1.170347791489238e-06,1.5150984010184574e-06,2.0331280419423e-09,0.0013946028023850844,3.958100920578811e-05,8.448507234408293e-05,2.733348782056094e-09,4.8591347569130835e-05,5.44993218388938e-10,4.276462967526848e-12,4.200758392861296e-06,8.113938858017185e-06,7.1585132116994e-11,4.547170059901932e-11,3.9444101899397677e-07,2.823867459916824e-09,4.337851083289757e-08,8.486827039491907e-06,2.023849578710779e-07,3.1601702455823207e-09,1.4328414067842138e-05,6.169203806071518e-11,1.9982048349622393e-07,7.265820413748973e-09,8.301519125558723e-07,5.53429367674156e-10,6.906005630519487e-09,1.8988337584903806e-06,6.862416183169262e-05,3.6778137285519594e-07,4.348774074288724e-06,4.424459237750341e-06
8.17248227315797e-07,0.1475674244206397,3.76,0.0,0.5479620098059506,0.9638731352440176,0.04363112799139311,9.043908910415563e-10,9.564864674739188e-08,0.023015874729824654,0.00459994073110922,0.06378384582062661,0.004675844933037015,0.2602624345504382,0.003651831827418862,0.2151960728319422,4.300486225237678e-06,1.0386936151801598e-05,0.0005382471121699217,0.0013954230770322946,0.005667431454857503,0.0008185539884778093,0.005750328995866459,0.00041865161282789664,0.007439110028151202,0.0002125468393512809,0.00010793597048038364,1.3466129883244598e-08,1.2025729911099113e-06,9.552989478416448e-06,7.390601023565749e-07,8.478062070420281e-07,0.001812145100995022,1.1975176459582574e-05,0.0009087135442570457,2.3218426516683657e-09,1.1833040553184754e-06,1.524863101280302e-06,2.05448066839558e-09,0.0014076890705676608,4.029267859389997e-05,8.550840370629701e-05,2.7463983336048946e-09,4.9448282273797596e-05,5.552783416268223e-10,4.333261524936236e-12,4.204450212560083e-06,8.138067254334882e-06,7.176501534608628e-11,4.558498593130791e-11,3.9549728603970934e-07,2.858323041849846e-09,4.3627695524566085e-08,8.670920295352315e-06,2.0440906765301994e-07,3.1917714672150592e-09,1.4401910224759455e-05,6.303188351322253e-11,2.0221745768110738e-07,7.3383361918927165e-09,8.4007914236099e-07,5.594853766628732e-10,6.9862240205506835e-09,1.9229068724844764e-06,6.968696272553771e-05,3.734803979521386e-07,4.362748160091025e-06,4.502301755539564e-06
8.206032543061511e-07,0.14760169941626694,3.76,0.0,0.5464260150528149,0.9636213908494332,0.04391935070346558,9.081826879582696e-10,9.601753265807687e-08,0.023026488686247005,0.004589958301508169,0.06413316911525141,0.004676068944615342,0.26143361523923697,0.003661263723426821,0.21627034331058598,4.289183194039669e-06,1.0386871965466095e-05,0.0005409474346319591,0.001402465142304241,0.005732225669699682,0.0008198342299915566,0.005797416467565732,0.000421402433611659,0.0075330813070331746,0.00021288211981731152,0.00010846785419423378,1.3503850635577597e-08,1.215897446408416e-06,9.683559204700737e-06,7.433094719933944e-07,8.532034676758615e-07,0.0018331506178448074,1.2007931247045757e-05,0.0009186686255212782,2.3369936519698464e-09,1.1962835040338512e-06,1.5345914516208566e-06,2.0759027057280784e-09,0.0014208114836090806,4.101210077214685e-05,8.653539848599415e-05,2.7593619620063923e-09,5.031411177812777e-05,5.656850625604134e-10,4.3903558001734655e-12,4.207980823011796e-06,8.161962591962984e-06,7.19426376940887e-11,4.5696843805443406e-11,3.9654139327415926e-07,2.8929360891991505e-09,4.3875241816314545e-08,8.857762903420904e-06,2.0643562060769204e-07,3.223410774034178e-09,1.4475029317836398e-05,6.439176924468835e-11,2.0462139162167634e-07,7.410936640149518e-09,8.500354346353552e-07,5.655573467628583e-10,7.0666616943498016e-09,1.9470932923847933e-06,7.075854710295588e-05,3.79226560126182e-07,4.376581743008139e-06,4.5809552411260915e-06
8.239582812965053e-07,0.14763590010610006,3.76,0.0,0.5448942565968095,0.9633692800909457,0.04420772736641709,9.119306442249918e-10,9.638282356229986e-08,0.023036529580758854,0.004579931777744119,0.06448170495942651,0.004676228559666957,0.26260046091954686,0.003670671752525385,0.21734240445918102,4.2778489404221214e-06,1.038654439340239e-05,0.0005436349793916698,0.0014094739713965052,0.005797336901585057,0.000821101068858289,0.0058445264176436315,0.00042414623755408537,0.007627638806933901,0.00021321427298842303,0.00010899680426057959,1.354135466181528e-08,1.2292703182996063e-06,9.814948734035145e-06,7.475432824686473e-07,8.585731970844592e-07,0.0018542292166350701,1.2040331818978408e-05,0.0009286632703079895,2.3520744029913286e-09,1.2092850405427086e-06,1.544283051373608e-06,2.097393338801106e-09,0.0014339696490481106,4.173928725012839e-05,8.75659842845075e-05,2.77223950620648e-09,5.118883794471645e-05,5.762136856688353e-10,4.447742635320763e-12,4.211352189413503e-06,8.185626552987893e-06,7.21180176240999e-11,4.5807285948000394e-11,3.975734319967273e-07,2.927704888653556e-09,4.412114159496817e-08,9.047373224672755e-06,2.0846448309999913e-07,3.255086080972166e-09,1.4547770274292224e-05,6.57718294781365e-11,2.0703209201105845e-07,7.483616962762688e-09,8.600199989380833e-07,5.716449195584489e-10,7.147312421868495e-09,1.971391620942795e-06,7.183889515147073e-05,3.8501975333847844e-07,4.390275675437844e-06,4.6604202219119215e-06
8.273133082868595e-07,0.14767002628324497,3.76,0.0,0.5433667450150477,0.963116807578083,0.04449625307288311,9.156348821668424e-10,9.67445336668873e-08,0.02304600486307577,0.004569862646129314,0.06482944613499485,0.004676324653118635,0.26376296564145274,0.0036800561426110767,0.21841224834174178,4.2664849315177525e-06,1.0385957262325849e-05,0.0005463097175224013,0.0014164496019340265,0.005862763452474377,0.0008223546141249139,0.005891656942901761,0.00042688291560774913,0.007722780696911806,0.00021354331736567685,0.00010952281521631863,1.3578641683696714e-08,1.2426910209781871e-06,9.94715357146961e-06,7.51761416040322e-07,8.639151988713737e-07,0.0018753796182865133,1.2072380763552026e-05,0.00093869712652777,2.3670843219455837e-09,1.2223075752898345e-06,1.5539375113568157e-06,2.118951757853834e-09,0.00144716317732103,4.247424891255319e-05,8.860008884879333e-05,2.7850307386150753e-09,5.207246177772525e-05,5.868645043355536e-10,4.505418861920915e-12,4.214566272486964e-06,8.209060827272581e-06,7.229117363938866e-11,4.591632410945119e-11,3.985934939491158e-07,2.9626277273487655e-09,4.436538716623133e-08,9.239769455419708e-06,2.1049552256557067e-07,3.2867953240286435e-09,1.4620132095469278e-05,6.717219723732298e-11,2.0944936642838055e-07,7.556372400968489e-09,8.700320482725447e-07,5.777477387968282e-10,7.228169995189712e-09,1.9958004579056598e-06,7.292798641003705e-05,3.9085986806614045e-07,4.403830819642941e-06,4.740697153424008e-06
8.306683352772136e-07,0.14770407775136904,3.76,0.0,0.5418434903547084,0.9628639778928161,0.044784922974847576,9.19295532013685e-10,9.71026776240068e-08,0.023054921938756853,0.004559752369873626,0.06517638562023347,0.004676358091572383,0.26492112392693373,0.003689417110754109,0.2194798673163841,4.255092609410201e-06,1.0385114371344558e-05,0.0005489716220481791,0.0014233920752405522,0.005928503621429088,0.0008235949741366508,0.00593880616244286,0.0004296123610445778,0.007818505125528275,0.00021386927139529948,0.00011004588204161114,1.3615712300939527e-08,1.2561589699027068e-06,1.0080169187909667e-05,7.55963758006405e-07,8.69229288965295e-07,0.0018966005470746766,1.2104080657685745e-05,0.0009487698426176197,2.3820228782594776e-09,1.235350026268215e-06,1.5635544539881715e-06,2.1405771546689577e-09,0.0014603916817745512,4.321699602555916e-05,8.963764009085461e-05,2.7977357239652254e-09,5.296498343279269e-05,5.976378017569138e-10,4.5633813062411216e-12,4.217625028069066e-06,8.232267111755425e-06,7.246212427594007e-11,4.602397005705966e-11,3.9960167088437516e-07,2.997702889627727e-09,4.460797127063145e-08,9.434969625039732e-06,2.1252860759657514e-07,3.3185364471218723e-09,1.4692113855371199e-05,6.859300433022934e-11,2.1187302335698144e-07,7.629198242373495e-09,8.800707992298359e-07,5.838654502908491e-10,7.309228239030208e-09,2.0203184004094653e-06,7.402579978181232e-05,3.9674679137017876e-07,4.417248047242859e-06,4.821786419997409e-06
8.340233622675678e-07,0.14773805432301448,3.76,0.0,0.5403245021419588,0.9626107955894687,0.045073732283083014,9.229127317160184e-10,9.745727053382311e-08,0.023063288168251612,0.004549602389319604,0.0655225165873571,0.004676329733334944,0.2660749307615848,0.0036987548634872303,0.22054525403060482,4.243673391433477e-06,1.0384019491587619e-05,0.0005516206679077208,0.0014303014362050043,0.005994555704864515,0.0008248222565342096,0.005985972217564397,0.0004323344694362937,0.007914810221358422,0.00021419215346762588,0.00011056600015176419,1.3652567068412352e-08,1.269673581828274e-06,1.021399102128409e-05,7.601501973006599e-07,8.745152922801053e-07,0.0019178907308598997,1.2135434066861212e-05,0.0009588810675803536,2.3968895650602866e-09,1.2484113192164975e-06,1.5731335131862333e-06,2.1622687247484207e-09,0.0014736547786739448,4.396753824197961e-05,9.067856610329041e-05,2.810354489917074e-09,5.3866402225235685e-05,6.085338504561068e-10,4.621626791040488e-12,4.220530406567503e-06,8.2552471095937e-06,7.263088809336348e-11,4.613023556935157e-11,4.0059805474704654e-07,3.0329286590511676e-09,4.484888707487944e-08,9.632991594254542e-06,2.145636079426716e-07,3.350307412738808e-09,1.4763714699311872e-05,7.003438133641701e-11,2.1430287222523574e-07,7.702089816819936e-09,8.90135472186649e-07,5.899977019779847e-10,7.390481006235007e-09,2.044944043323299e-06,7.513231354430284e-05,4.026804069500971e-07,4.430528238633231e-06,4.903688335337122e-06
