Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030)
0.00044014258121610414,0.0973747324683034,3.76,0.0,0.35730939091491776,0.6436542431571339,0.45023371936682816,4.1755121454538077e-16,3.859802519122173e-12,0.0006153577639933896,0.0005087707581885022,0.060709368639360356,3.146249614702749e-05,0.4500293837937812,0.003086141070897404,0.21045051891999944,1.8956964627893984e-05,8.446668186685463e-06,1.2669456641443163e-05,0.024043909911107036,0.002862299929124577,2.8405370524948112e-05,0.05510383291560012,2.8815447325476385e-05,0.13872339689177351,1.9637423102958266e-06,4.4648531874005576e-05,7.320589302644504e-09,3.132607670771414e-10,5.337422498300209e-07,7.400783635839149e-07,2.4438379176268054e-10,0.002516409884969775,2.498759873686951e-06,0.008197943681487824,1.190813072157032e-12,9.748457206858602e-07,1.3144834023082194e-06,3.4565859430247104e-11,0.0030050465614501463,3.6815457409769775e-05,1.6558775130866038e-05,7.789462904201988e-13,2.6920567469975188e-05,2.4801485618691925e-12,7.825180546346113e-15,1.8452019573047894e-09,3.333337103495041e-08,9.594804236234552e-12,1.3499824501887562e-12,1.5535362877630323e-09,2.743809252380474e-11,2.293418209082262e-09,3.8781144373373325e-06
0.0004411277816377771,0.09739934782593135,3.76,0.0,0.355875087485823,0.6420949689863692,0.4519830616696375,4.2244044337831333e-16,3.891157234410878e-12,0.000617028078612891,0.000508405981616105,0.06101048235162347,3.1500207277490385e-05,0.45056240317546126,0.003085110331329329,0.21102914164148384,1.8893184005429102e-05,8.446950389827956e-06,1.2723997437445653e-05,0.024038463298478748,0.002883126661467757,2.843554526658748e-05,0.05529114074351377,2.8954204712370246e-05,0.13982223990497872,1.966684144467898e-06,4.477568710435214e-05,7.335835475045915e-09,3.1618003986031056e-10,5.382694795111844e-07,7.416222051695729e-07,2.461138894513606e-10,0.002536086301069546,2.504151319190311e-06,0.008239786648144632,1.199268520706403e-12,9.832575539715051e-07,1.3195909779831588e-06,3.4742292160729496e-11,0.0030320382594947546,3.725201588723825e-05,1.6693557921399602e-05,7.819954581382993e-13,2.716949138161142e-05,2.508118239174234e-12,7.892014138537122e-15,1.8522537957595548e-09,3.350805985158081e-08,9.61936755803221e-12,1.353438349643724e-12,1.5574549136390723e-09,2.7583470219727317e-11,2.3143333032611885e-09,3.9142504533906665e-06
0.0004421129820594501,0.09742394899040388,3.76,0.0,0.3544461607196051,0.6405352489236494,0.4537316786712417,4.2740236227840746e-16,3.922624860630217e-12,0.0006186904245579075,0.0005080382269826237,0.06131170143976553,3.1537903227186146e-05,0.4510886512476415,0.0030840393607764996,0.211607238224152,1.8829377567258595e-05,8.447007954637023e-06,1.277844206089453e-05,0.02403255394784154,0.0029040136640890953,2.8465229766888678e-05,0.05547726032898912,2.9092596087271864e-05,0.1409246946328936,1.9695910014062976e-06,4.4901784714391085e-05,7.350859416040889e-09,3.1911085861222404e-10,5.428115709152356e-07,7.431435400328117e-07,2.4784515101129523e-10,0.002555811634428525,2.5094716484078124e-06,0.00828155984705324,1.2077301425853568e-12,9.91701521225193e-07,1.324671226732268e-06,3.491840641202875e-11,0.0030591658812076207,3.7691608285714586e-05,1.6828744265355745e-05,7.850406167547448e-13,2.7419393797134668e-05,2.5362689725555378e-12,7.959021716111709e-15,1.8592633770698481e-09,3.3682647774598886e-08,9.643641044883678e-12,1.35685346936667e-12,1.5613257869989063e-09,2.7728672309011445e-11,2.3353311250463577e-09,3.950541052113772e-06
0.00044309818248112305,0.09744853569017731,3.76,0.0,0.3530226155305257,0.6389751190088966,0.45547953958498044,4.3244013453469287e-16,3.9541925972748664e-12,0.0006203447546413522,0.0005076675300143613,0.06161301943254663,3.157558281148875e-05,0.45160814932557375,0.0030829280870855523,0.21218480852996435,1.8765548548493163e-05,8.446841654280831e-06,1.283278801904219e-05,0.02402618171057341,0.0029249604080468536,2.8494421658784466e-05,0.05566218326859028,2.9230612075182292e-05,0.14203073133756683,1.97246271208665e-06,4.502681670362495e-05,7.365660196894428e-09,3.220530726368485e-10,5.473683043017847e-07,7.446422743018608e-07,2.4957746466026566e-10,0.002575585120437741,2.51472044317076e-06,0.008323261218009897,1.216197405600776e-12,1.0001773507483068e-06,1.3297239099296834e-06,3.509419300996403e-11,0.0030864291078818856,3.8134230089112617e-05,1.6964329756600388e-05,7.880816419704058e-13,2.7670266558831798e-05,2.564600396276768e-12,8.02619896195599e-15,1.866230104638321e-09,3.385712442631945e-08,9.6676231276464e-12,1.3602275884615312e-12,1.565148654757839e-09,2.7873691624016338e-11,2.3564107368798467e-09,3.986985269977386e-06
0.000444083382902796,0.09747310765331824,3.76,0.0,0.3516044565689968,0.6374146153266256,0.4572266136164857,4.374662528045128e-16,3.985858803255067e-12,0.0006219910218977283,0.000507293926320466,0.06191442987181737,3.1613244799914e-05,0.4521209190543691,0.0030817764412948345,0.21276185239148837,1.8701700151000158e-05,8.446452278966273e-06,1.2887032885977904e-05,0.024019346464701986,0.002945966359859461,2.8523118590853623e-05,0.05584590128247074,2.936824319541645e-05,0.14314032002847046,1.975299107552185e-06,4.5150775074326246e-05,7.3802369103527295e-09,3.2500652335664056e-10,5.519394621525829e-07,7.461183162808417e-07,2.513107206164392e-10,0.0025954059905878134,2.5198972926133875e-06,0.008364888708744507,1.2246697863231946e-12,1.008684763266424e-06,1.3347487921781815e-06,3.5269642805924505e-11,0.0031138276108116157,3.85798764951672e-05,1.710030995892243e-05,7.911184108513499e-13,2.792210143783354e-05,2.593112122221629e-12,8.093541458099856e-15,1.8731534197008553e-09,3.40314858676096e-08,9.691312190367602e-12,1.363560479576963e-12,1.5689232588849844e-09,2.801852101541314e-11,2.377571181538219e-09,4.023582133901334e-06
0.000445068583324469,0.09749766460750019,3.76,0.0,0.35019168821395275,0.635853774004443,0.45897286996458825,4.425420520412894e-16,4.017638778725236e-12,0.0006236291796525103,0.0005069174509464321,0.06221592631311884,3.16508879256676e-05,0.45262698241737187,0.0030805843581534443,0.21333836961075547,1.863783556391826e-05,8.445840632395951e-06,1.294117413249612e-05,0.02401204811606885,0.002967030981392159,2.8551318237174644e-05,0.05602840621905187,2.9505479949924967e-05,0.14425343045651762,1.9781000277719464e-06,4.527365194209073e-05,7.394588677630463e-09,3.279710546349785e-10,5.565248197889101e-07,7.475715771576667e-07,2.5304480409054603e-10,0.002615273472406655,2.5250017938107016e-06,0.008406440275325711,1.2331467392713792e-12,1.017223472015943e-06,1.3397456415045014e-06,3.544474669783012e-11,0.003141361050983312,3.9028542406265654e-05,1.7236680406267287e-05,7.94150792233139e-13,2.817489013218872e-05,2.6218037434445344e-12,8.161044858162306e-15,1.880032737719755e-09,3.420572264792918e-08,9.714706794257834e-12,1.3668519404684001e-12,1.5726493704637607e-09,2.8163153343261427e-11,2.3988114894447944e-09,4.060330661705633e-06
0.00044595526370397467,0.09751975280823275,3.76,0.0,0.34892480906282114,0.6344487580244481,0.46054377609715236,4.471982730578279e-16,4.046328959252942e-12,0.0006250965497198249,0.0005065761964153699,0.06248734132703681,3.168474954796016e-05,0.4530767239420115,0.003079476858287213,0.21385678464005578,1.8580346190211472e-05,8.445100785024442e-06,1.298981056653615e-05,0.024005083594566993,0.0029860388548401374,2.8576270830241828e-05,0.05619161684846911,2.962864809087258e-05,0.14525821571834815,1.980590390188719e-06,4.538331002385593e-05,7.407312225688692e-09,3.306484754814158e-10,5.60663592410129e-07,7.48859962000442e-07,2.546060920452639e-10,0.0026331934174057396,2.5295336583766353e-06,0.008443770087768577,1.2407794561001848e-12,1.02493483097375e-06,1.344218648654393e-06,3.560203695787351e-11,0.0031662562299070345,3.943491894981279e-05,1.7359743752880258e-05,7.968760767029197e-13,2.8403208549200484e-05,2.6477796654535926e-12,8.221931808734545e-15,1.8861860088545107e-09,3.436241862610899e-08,9.735508977178588e-12,1.369778663691015e-12,1.575961216278684e-09,2.829314805951962e-11,2.417995240102283e-09,4.093533190189302e-06
0.00044684194408348035,0.09754182843178782,3.76,0.0,0.3476623024423128,0.6330435242437161,0.4621139724927677,4.518359796042428e-16,4.075085604664477e-12,0.0006265572800080525,0.0005062326689749057,0.06275881611596555,3.171859388699232e-05,0.45352106788325264,0.003078336511283396,0.214374772714745,1.8522848516101857e-05,8.444182169802296e-06,1.3038359251368093e-05,0.02399774387813475,0.0030050934122715766,2.8600817081174432e-05,0.056353832627778135,2.9751482326148358e-05,0.14626580646694695,1.9830517663047987e-06,4.549208016344108e-05,7.4198522535226236e-09,3.333346212889454e-10,5.648135134476843e-07,7.501297613853821e-07,2.561678766794024e-10,0.0026511499204250654,2.5340063133467445e-06,0.008481035275382532,1.2484150503221608e-12,1.0326710944848163e-06,1.3486685992253976e-06,3.575903310133066e-11,0.0031912601632745697,3.984373278947467e-05,1.748311625781308e-05,7.995976108578679e-13,2.8632286620942295e-05,2.6739006412144542e-12,8.282942149913895e-15,1.892302749196835e-09,3.4518999644382475e-08,9.756070354707385e-12,1.3726715055646275e-12,1.5792334151215608e-09,2.842297220165175e-11,2.437242161293885e-09,4.126857034223172e-06
0.00044772862446298603,0.09756389127888314,3.76,0.0,0.3464041709888976,0.6316380990760428,0.4636834366898064,4.564905515944624e-16,4.103927367807281e-12,0.0006280113371652493,0.0005058868934388551,0.06303034601148429,3.175241995130468e-05,0.45396003095039567,0.003077163276750354,0.21489233362518256,1.8465344800249513e-05,8.44308540476547e-06,1.3086818349319724e-05,0.023990028957400458,0.0030241942518887954,2.862495533580422e-05,0.056515047882876805,2.9873975737110423e-05,0.1472761801277464,1.9854840435245164e-06,4.559995679035418e-05,7.432208164104393e-09,3.3602937352079265e-10,5.68974413866906e-07,7.513809149873563e-07,2.577300736580052e-10,0.002669142410476512,2.5384194787736696e-06,0.008518234366458797,1.2560531213589754e-12,1.0404320439795253e-06,1.353095330751083e-06,3.5915728571253664e-11,0.0032163725825634397,4.025497959790482e-05,1.7606794603559892e-05,8.02315297396759e-13,2.8862118149055127e-05,2.700166336715432e-12,8.344072624582238e-15,1.8983825474607336e-09,3.467546040257844e-08,9.776389933580099e-12,1.375530326507182e-12,1.5824658098593871e-09,2.8552620603596176e-11,2.4565515189718103e-09,4.160301458704877e-06
0.0004486153048424917,0.09758594115000652,3.76,0.0,0.3451504171664331,0.6302325089553569,0.46525214622616734,4.612576539949121e-16,4.132861961554574e-12,0.0006294586880599286,0.0005055388943073449,0.0633019263547947,3.1786226733792166e-05,0.45439363006257316,0.003075957116701578,0.21540946714084258,1.8407837272848213e-05,8.441811117354322e-06,1.3135185995318089e-05,0.02398193884200639,0.0030433409689561547,2.8648683952181848e-05,0.05667525702465705,2.9996121463482222e-05,0.1482893139658003,1.987887108393992e-06,4.5706934417532756e-05,7.444379372387267e-09,3.38732611593563e-10,5.731461213380877e-07,7.526133636957124e-07,2.5929259774484803e-10,0.002687170314207676,2.5427728788730056e-06,0.008555365895313864,1.2636932646839461e-12,1.0482174595558185e-06,1.3574986830092724e-06,3.6072116836598896e-11,0.0032415932125570888,4.066865485647085e-05,1.773077545377153e-05,8.05029037779505e-13,2.9092696890434627e-05,2.726576407984885e-12,8.40531991042664e-15,1.904424971888551e-09,3.483179177477958e-08,9.796466739290533e-12,1.3783549893346702e-12,1.5856582438900698e-09,2.8682088108750222e-11,2.4759225718559947e-09,4.193865723013794e-06
0.0004495019852219974,0.0976079778454233,3.76,0.0,0.34390104326661963,0.6288267803340007,0.46682007864039976,4.660274434442287e-16,4.161854510875265e-12,0.0006308992997504051,0.0005051886959305816,0.06357355249696746,3.182001321104367e-05,0.4548218823466427,0.0030747179953164493,0.21592617300989353,1.835032814072903e-05,8.440359945351413e-06,1.3183460408620151e-05,0.023973473560937663,0.0030625331558256793,2.8672001304099037e-05,0.05683445454960506,3.0117912670459623e-05,0.1493051850872749,1.9902608448217012e-06,4.581300758325538e-05,7.456365307299966e-09,3.4144420830994836e-10,5.773284611660817e-07,7.538270498159947e-07,2.6085536686773205e-10,0.002705233055960411,2.547066241825326e-06,0.00859242840248448,1.271335089679639e-12,1.0560271193763587e-06,1.3618784978269524e-06,3.622819138629992e-11,0.0032669217713068494,4.1084753854808305e-05,1.785505545318184e-05,8.077387383944528e-13,2.9324016558117e-05,2.7531304998207662e-12,8.466680578842835e-15,1.910429607622772e-09,3.498798736596539e-08,9.816299728114673e-12,1.3811453471119916e-12,1.5888105503041061e-09,2.8811369568328994e-11,2.4953545697800286e-09,4.227549080723137e-06
0.0004503886656015031,0.09763000116516572,3.76,0.0,0.34265605140963257,0.6274209396807693,0.4683872114728,4.706621046718027e-16,4.190886381310138e-12,0.000632333139478397,0.0005048363224333999,0.06384521979912423,3.185377833316136e-05,0.45524480513521337,0.003073445879015062,0.21644245095901285,1.8292819596564936e-05,8.438732535731505e-06,1.3231639813992161e-05,0.023964633162737312,0.0030817704020116507,2.86949057807386e-05,0.056992635040180185,3.023934248535074e-05,0.15032377044126746,1.992605140589023e-06,4.5918170866651296e-05,7.46816541369155e-09,3.4416403672060016e-10,5.815212574187238e-07,7.550219172664592e-07,2.624182985470993e-10,0.0027233300578547027,2.551299300712283e-06,0.00862942043485834,1.2789782039194051e-12,1.0638607969754186e-06,1.3662346190731547e-06,3.6383945738449424e-11,0.003292357970103418,4.15032716909443e-05,1.7979631227971008e-05,8.104443043894657e-13,2.9556070821910903e-05,2.7798282438260488e-12,8.528151220263424e-15,1.9163960581399292e-09,3.514404353244399e-08,9.83588789673255e-12,1.383901258757507e-12,1.5919225704774781e-09,2.8940459849467206e-11,2.514846753472832e-09,4.2613507796899895e-06
0.00045127534598100877,0.09765201090906851,3.76,0.0,0.3414154435447847,0.6260150134786163,0.4699535222658066,4.7558101558607e-16,4.220068827697548e-12,0.0006337601747659492,0.0005044817975396334,0.06411692363251952,3.1887521019853754e-05,0.4556624159651141,0.003072140737195391,0.21695830069331398,1.8235313818081876e-05,8.436929544937372e-06,1.3279722232763359e-05,0.023955417715637962,0.0031010522941048824,2.871739578194073e-05,0.057149793165424956,3.0360403996532412e-05,0.15134504682127395,1.9949198945186926e-06,4.602241899854738e-05,7.479779150442932e-09,3.468919800393234e-10,5.857243342708775e-07,7.561979113865514e-07,2.639813016543732e-10,0.002741460739757389,2.555471794528574e-06,0.008666340545784985,1.2866221769411864e-12,1.0717182602782798e-06,1.3705668928652908e-06,3.653937345572651e-11,0.003317901513552218,4.192420327145222e-05,1.810449938653081e-05,8.131456265459151e-13,2.9788853308466462e-05,2.8066692581782787e-12,8.589728579545125e-15,1.922323906857295e-09,3.529995253070411e-08,9.855230448484878e-12,1.3866226124219503e-12,1.5949941790973283e-09,2.906935384703052e-11,2.5343983558885037e-09,4.295270062779602e-06
0.00045216202636051445,0.09767400687666357,3.76,0.0,0.34017922143183094,0.624609028224869,0.4715189885660087,4.806203151483205e-16,4.249329705234145e-12,0.0006351803733252502,0.000504125144831648,0.06438865938001098,3.192124018729086e-05,0.45607473259758213,0.0030708025415547547,0.21747372189341274,1.8177812943415614e-05,8.43495163944184e-06,1.3327705906886697e-05,0.0239458273102006,0.0031203784155155825,2.8739469730431652e-05,0.057305923691178304,3.0481090421878747e-05,0.1523689908493698,1.9972049897154094e-06,4.6125746709339336e-05,7.491205990416688e-09,3.4962790150921813e-10,5.899375112903335e-07,7.573549789332866e-07,2.655442948622197e-10,0.0027596245191297344,2.5595834657830867e-06,0.008703187296044192,1.2942666214224473e-12,1.0795992791994894e-06,1.3748751676640126e-06,3.6694468111498795e-11,0.0033435520987414127,4.2347543289613404e-05,1.822965651633728e-05,8.158426117374932e-13,3.0022357597427447e-05,2.8336531526608077e-12,8.651409062195143e-15,1.928212736866169e-09,3.5455706508513545e-08,9.874326358658029e-12,1.3893092635439535e-12,1.5980252098902946e-09,2.919804645082925e-11,2.554008602655614e-09,4.329306166872179e-06
0.00045304870674002013,0.09769598886763559,3.76,0.0,0.33894738666711227,0.6232030104268393,0.4730835879254166,4.854959354906246e-16,4.278596565201006e-12,0.0006365937030250986,0.0005037663878931179,0.06466042243477635,3.1954934735776404e-05,0.45648177298554027,0.003069431265588005,0.2179887142185765,1.812031911477787e-05,8.432799494896313e-06,1.3375589100492966e-05,0.023935862056605434,0.00313974834702374,2.8761126065535657e-05,0.057461021467107305,3.0601394940391406e-05,0.15339557900206824,1.999460316582497e-06,4.622814872660002e-05,7.502445421049349e-09,3.523716662364475e-10,5.941606056880616e-07,7.584930681397332e-07,2.671071963181966e-10,0.0027778208114656354,2.563634060385767e-06,0.008739959252982085,1.3019111476944244e-12,1.0875036192947025e-06,1.3791592933124142e-06,3.684922330793963e-11,0.0033693094162241958,4.277328625484822e-05,1.8355099188189844e-05,8.185351659169876e-13,3.0256577229026126e-05,2.8607795240786407e-12,8.713189126824142e-15,1.9340621441109245e-09,3.561129938864508e-08,9.893174660741641e-12,1.3919610762500491e-12,1.601015510958603e-09,2.9326532567165775e-11,2.5736767108974775e-09,4.363458322904228e-06
0.0004539353871195258,0.09771795668068894,3.76,0.0,0.3377199407135348,0.6217969865981258,0.47464729790018023,4.901834185519793e-16,4.307901289467486e-12,0.0006380001320058307,0.000503405549629084,0.06493220819855551,3.198860352072579e-05,0.4568835552382166,0.0030680268853347237,0.2185032773100528,1.8062834427361714e-05,8.430473796322548e-06,1.3423369975166363e-05,0.023925522081257807,0.003159161667225502,2.878236323572281e-05,0.05761508141306129,3.072131068695211e-05,0.1544247876365903,2.001685774839982e-06,4.6329619895934155e-05,7.513496950423686e-09,3.5512314835993973e-10,5.983934335332688e-07,7.596121293303917e-07,2.686699195075806e-10,0.002796049030662912,2.5676233319883958e-06,0.008776654989503103,1.3095553456525296e-12,1.095431039897e-06,1.3834191230103075e-06,3.700363268503587e-11,0.0033951731511914925,4.3201426523889885e-05,1.8480823958859376e-05,8.21223186544945e-13,3.049150571115306e-05,2.8880479561628845e-12,8.775065386049807e-15,1.939871738660001e-09,3.576672681059969e-08,9.91177454453638e-12,1.3945779368335072e-12,1.6039649564713717e-09,2.945480712388472e-11,2.5934018861780712e-09,4.397725758069454e-06
0.0004548220674990315,0.09773991011514513,3.76,0.0,0.33649688485283863,0.6203909832593553,0.4762100960537209,4.950657261468846e-16,4.337352987750637e-12,0.0006393996285906876,0.0005030426527931268,0.06520401208474315,3.202224538876734e-05,0.4572800976753289,0.0030665893797654806,0.21901741078537482,1.800536098663659e-05,8.42797523539253e-06,1.3471046580358518e-05,0.023914807532665824,0.0031786179516874015,2.880317970310961e-05,0.057768098543564246,3.084083081693766e-05,0.15545659295071498,2.0038812633162443e-06,4.6430155204298775e-05,7.52436009324214e-09,3.578822205725295e-10,6.026358104378534e-07,7.607121134991507e-07,2.7023237427887256e-10,0.0028143085884349355,2.5715510387210124e-06,0.008813273086062565,1.317198789169766e-12,1.1033812966683537e-06,1.3876545116298905e-06,3.7157689921262754e-11,0.003421142981637393,4.363195824927538e-05,1.8606827366745486e-05,8.239065641190293e-13,3.072713650782475e-05,2.9154580203984054e-12,8.837034380492376e-15,1.9456411236549355e-09,3.592198312880622e-08,9.930125213561729e-12,1.3971597331073005e-12,1.6068734185200585e-09,2.958286506609026e-11,2.6131833300073867e-09,4.432107695106996e-06
0.0004557087478785372,0.09776184896950739,3.76,0.0,0.3352782202230908,0.6189850269359757,0.47777195995589167,5.003880025860851e-16,4.366924722205195e-12,0.0006407921613115188,0.0005026777201114832,0.06547582951631559,3.205585918116512e-05,0.4576714187823361,0.003065118729590087,0.2195311142422499,1.7947900855256473e-05,8.4253045155213e-06,1.3518617064153658e-05,0.023903718577324786,0.003198116773580651,2.8823573957781257e-05,0.05792006794937976,3.095994859135906e-05,0.15649097101579962,2.006046673500018e-06,4.652974967251533e-05,7.53503438160782e-09,3.606487372439097e-10,6.068875493615956e-07,7.617929734046925e-07,2.7179447424526545e-10,0.0028325988947862256,2.575416942551546e-06,0.008849812129320869,1.324841068743629e-12,1.1113541476119126e-06,1.3918653159042278e-06,3.731138870833322e-11,0.0034472185797303225,4.406487541893958e-05,1.8733105932695702e-05,8.265851969322311e-13,3.09634630491331e-05,2.9430092832672352e-12,8.899092379074104e-15,1.951369877284762e-09,3.6077057894860445e-08,9.94822575483029e-12,1.399706336355339e-12,1.6097407503476374e-09,2.971070133846029e-11,2.6330202365879444e-09,4.466603351971312e-06
0.00045659542825804287,0.09778377304293484,3.76,0.0,0.33406394778391457,0.6175791441581069,0.47933286718574225,5.054891321561621e-16,4.396472362349106e-12,0.0006421776988950668,0.0005023107741097066,0.06574765592825765,3.208944370861095e-05,0.45805753724991327,0.0030636149178966438,0.22004438725397438,1.7890456081714045e-05,8.422462348774448e-06,1.3566079762788327e-05,0.023892255404125717,0.0032176577032209984,2.8843544496506325e-05,0.05807098481554509,3.107865717760443e-05,0.15752789774764256,2.0081819014492303e-06,4.662839824178251e-05,7.545519359993905e-09,3.6342256183049254e-10,6.111484599410573e-07,7.628546630596992e-07,2.7335613937442465e-10,0.002850919357706947,2.579220806813781e-06,0.008886270713746569,1.3324818027455389e-12,1.1193493459544115e-06,1.3960513938246798e-06,3.74647227654234e-11,0.0034733996104214077,4.4500171817542125e-05,1.885965616117423e-05,8.292589924267443e-13,3.120047872364168e-05,2.970701296003666e-12,8.961235844616455e-15,1.9570576028438076e-09,3.623194460307079e-08,9.966075323545709e-12,1.4022176280063402e-12,1.612566821598778e-09,2.983831091156289e-11,2.652911791346299e-09,4.501211940804384e-06
0.000457393440599598,0.09780349190446783,3.76,0.0,0.3329748585479527,0.6163139344683204,0.4807368472158428,5.096720763103433e-16,4.4230791330756186e-12,0.000643418676175517,0.0005019788196209942,0.06599230361497524,3.211964375040201e-05,0.4584006112410369,0.0030622331228095595,0.22050596455962782,1.783877059867455e-05,8.419758406595534e-06,1.3608702531254402e-05,0.02388161876801167,0.0032352801843953077,2.886115447581267e-05,0.05820590617791066,3.118513939223761e-05,0.15846329087532535,2.0100777205275043e-06,4.671636911858376e-05,7.55479361685239e-09,3.6592514307459664e-10,6.149909628803893e-07,7.637937564745532e-07,2.747611946948876e-10,0.002867433067177738,2.5825910529990137e-06,0.008919013492733423,1.3393568029390283e-12,1.126563921849956e-06,1.3997976081778584e-06,3.7602406420705744e-11,0.0034970523996362547,4.489396750098459e-05,1.8973780734101205e-05,8.316611863733159e-13,3.1414376538951055e-05,2.9957440643091844e-12,9.01723509596648e-15,1.9621411718799152e-09,3.637118028729065e-08,9.981924704823995e-12,1.4044475077696248e-12,1.6150749057690984e-09,2.9952961559264005e-11,2.6708602325194073e-09,4.5324555719089046e-06
0.0004581914529411531,0.09782319848288817,3.76,0.0,0.33188932804762644,0.6150488251819834,0.4821400178608324,5.14485581834769e-16,4.4498657386866426e-12,0.0006446539398144849,0.0005016452682045822,0.06623695157896851,3.214981821740931e-05,0.45873950033213856,0.003060824447516764,0.22096719249025135,1.778710066893211e-05,8.416916706701827e-06,1.3651234993577659e-05,0.02387067935935554,0.00325293610490382,2.8878418985742477e-05,0.05833996779639016,3.129127978176911e-05,0.15940071100001718,2.0119489461583207e-06,4.6803566391550196e-05,7.563913873783786e-09,3.684334320498371e-10,6.188406005542087e-07,7.647172554839887e-07,2.7616575695815613e-10,0.0028839702877934306,2.5859107021503845e-06,0.00895168895567552,1.3462298863559962e-12,1.1337962088097822e-06,1.403523582728505e-06,3.7739785087395447e-11,0.0035207900567343323,4.5289680318809316e-05,1.9088119932728097e-05,8.340592903640645e-13,3.162882228130204e-05,3.0209001187344844e-12,9.073298024467367e-15,1.9671909178139065e-09,3.6510255942691944e-08,9.997569653342558e-12,1.4066486239485574e-12,1.617549387101422e-09,3.006742088707289e-11,2.6888516660496775e-09,4.5637894536119025e-06
0.00045898946528270823,0.09784289263101023,3.76,0.0,0.330807356623136,0.6137838356376226,0.4835423627999588,5.199054618551081e-16,4.476738679474415e-12,0.000645883467624368,0.0005013101356837141,0.06648159651762298,3.217996620937092e-05,0.45907421855486913,0.003059388885191178,0.2214280706842897,1.7735447743154837e-05,8.413937787307679e-06,1.3693675877067547e-05,0.023859437362478524,0.0032706251456951605,2.889533697343106e-05,0.058473166355536184,3.139707344202889e-05,0.16034014025756108,2.0137955040213858e-06,4.6889986616435236e-05,7.572879833765998e-09,3.709473249478189e-10,6.226972316158269e-07,7.656251301136014e-07,2.775697656541712e-10,0.0029005305840608415,2.5891795941484802e-06,0.008984296094490845,1.3531007653483605e-12,1.1410460211659998e-06,1.407229219347971e-06,3.7876854266815206e-11,0.0035446123228289133,4.568730532760221e-05,1.9202671171835164e-05,8.364532326994748e-13,3.184381104869219e-05,3.046169107683091e-12,9.129421984082776e-15,1.972206538440213e-09,3.6649163320400114e-08,1.001300962220744e-11,1.4088208996707217e-12,1.6199901802333376e-09,3.0181685268864e-11,2.7068854835023134e-09,4.595213001353296e-06
0.00045978747762426335,0.09786257420152931,3.76,0.0,0.32972894451691986,0.6125189851706794,0.48494386572086234,5.239783576109355e-16,4.503457669471197e-12,0.0006471072373029025,0.0005009734377554909,0.0667262351356239,3.2210086766120315e-05,0.4594047800494976,0.0030579264306597265,0.22188859876620035,1.7683813263846698e-05,8.410822192238658e-06,1.3736024128348293e-05,0.023847892974708983,0.0032883469862424637,2.8911907385728002e-05,0.05860549859343916,3.1502515265502037e-05,0.16128156070237468,2.0156173158084388e-06,4.6975626212407493e-05,7.581691201115377e-09,3.734667183910107e-10,6.265607100978834e-07,7.665173505240597e-07,2.7897316812667195e-10,0.0029171135195505014,2.592397572162872e-06,0.009016833905868878,1.3599691867866896e-12,1.1483131659429947e-06,1.4109144203820745e-06,3.8013609463861835e-11,0.003568518934995023,4.6086837471643526e-05,1.9317431857367807e-05,8.388429521508075e-13,3.20593379176154e-05,3.071550666745096e-12,9.185604211183482e-15,1.977187772225194e-09,3.678790190854024e-08,1.002824393878764e-11,1.4109642402132484e-12,1.6223971797769608e-09,3.0295751070998564e-11,2.724961065076706e-09,4.626725628051954e-06
0.00046050568873166295,0.09788027673937072,3.76,0.0,0.3287614169546191,0.6113807546386344,0.48620448494934637,5.281367470289714e-16,4.527643958629762e-12,0.000648203688560216,0.0005006690840206454,0.06694640177033165,3.2237171071220025e-05,0.4596987431722206,0.0030565872257997135,0.2223027743714282,1.7637359184062204e-05,8.407901749596468e-06,1.377405701582751e-05,0.023837244655934266,0.003304324420308066,2.892652273779149e-05,0.05872385425384503,3.159710818978449e-05,0.16213052666582384,2.0172357448719785e-06,4.705203166361853e-05,7.589489030755377e-09,3.7573878946126055e-10,6.300435773053337e-07,7.673069419106719e-07,2.8023564900081945e-10,0.002932057156470609,2.5952500950488483e-06,0.0090460578360136,1.3661483699534138e-12,1.154868258960342e-06,1.4142135502758045e-06,3.813641701843286e-11,0.0035901067810699926,4.6448042726106405e-05,1.9420893398943065e-05,8.409900106642001e-13,3.2253768088669284e-05,3.094490016567186e-12,9.236215894115939e-15,1.9816412500216967e-09,3.6912617850980976e-08,1.004177868835296e-11,1.4128684648142661e-12,1.6245345401862274e-09,3.039823753794507e-11,2.741264286735696e-09,4.655162667084376e-06
