Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15)
4.402816370652701e-05,0.19266566420044812,3.76,0.0,0.014751862904839685,0.4802245578371914,0.5212811564942497,1.7559784191685652e-11,4.846184592431415e-09,0.0050943574834679765,0.00017261702081941698,0.16338324371191157,0.0008772876852475707,0.2923093352540772,0.0025797136508068324,0.6453942997015056,1.7084863089664137e-07,2.1132878939735824e-06,0.0001943461578555368,0.0008148699642280138,0.09788952617748478,0.00018771526031003817,0.01654288562717878,0.0001723077177071936,0.4720323371739412,5.3637677926108515e-05,4.494664554810754e-05,3.1818943225316e-09,1.7527398590643822e-06,8.297223155897275e-05,2.666080548481205e-07,8.444078788357971e-08,0.01044559099439195,2.967791623730988e-06,0.01066162445425047,3.266726645463071e-10,2.7559521858055394e-06,1.10814568749878e-06,3.567316130164198e-09,0.005847162195470651
4.425963495124887e-05,0.19270304790545653,3.76,0.0,0.014651944731845841,0.4788812609927956,0.5225020883310122,1.7559264844682217e-11,4.838231685699463e-09,0.00508525629899582,0.00017173113021624949,0.1634993984210357,0.0008762936013758037,0.29141134271857344,0.002566847803037846,0.6459881644908468,1.6946199958564335e-07,2.1032024247119557e-06,0.00019373868339124482,0.0008073849349535417,0.09815134594917692,0.00018692112811669544,0.01646348368344314,0.0001712911256293447,0.4735657066706848,5.3429182817678394e-05,4.4663829988718564e-05,3.1581483802545343e-09,1.7508966256964288e-06,8.29385480825766e-05,2.646188966604041e-07,8.412819320890479e-08,0.010418791733715646,2.947289080924037e-06,0.010640887756967721,3.2553102776480935e-10,2.7452425867418117e-06,1.103309283323609e-06,3.560199043727558e-09,0.005884919163256413
4.449110619597073e-05,0.19274016866509674,3.76,0.0,0.014553867177685944,0.47754583390439764,0.5237156916257114,1.75586211189585e-11,4.830253257266758e-09,0.0050762022330767455,0.00017085577013161744,0.1636143722259199,0.0008753080014072366,0.29051845419972055,0.002554094016005099,0.6465772779153636,1.6809402359288643e-07,2.0931987830210853e-06,0.0001931365646749871,0.0008000011284987809,0.09841128661525052,0.00018613447014147446,0.01638464498482457,0.00017028410263505227,0.4750898563938198,5.3222314324594056e-05,4.438400835492523e-05,3.13467764875556e-09,1.7490396914922182e-06,8.290386285121213e-05,2.626527767478315e-07,8.38172591235817e-08,0.010391930721335206,2.927004282488522e-06,0.010620084190078323,3.2439421452316555e-10,2.7345673686148746e-06,1.098499595837387e-06,3.5530625947165924e-09,0.0059226085095230915
4.472257744069259e-05,0.192777029649699,3.76,0.0,0.014457586270847481,0.4762181946201246,0.5249220470645132,1.7557796451010506e-11,4.822250960543329e-09,0.005067194761287129,0.00016999073009137396,0.16372817960200325,0.000874330725786419,0.2896306338959023,0.0025414510006873353,0.6471617040384426,1.6674432773286495e-07,2.0832759243547594e-06,0.00019253972985239074,0.0007927168056128174,0.09866936796205007,0.00018535518031495657,0.01630636638601003,0.00016928653083610144,0.47660487502495236,5.301705155188722e-05,4.4107135428677275e-05,3.1114778414691398e-09,1.7471694534419649e-06,8.286819709447425e-05,2.6070933711823896e-07,8.350797621567532e-08,0.010365012384220008,2.9069341534705003e-06,0.010599217709154769,3.2326222305953134e-10,2.7239269334639607e-06,1.0937165115857183e-06,3.545908049808849e-09,0.005960230262958429
4.495404868541445e-05,0.1928136339733492,3.76,0.0,0.014363059236667393,0.47489826244138805,0.5261212340295208,1.755682068297568e-11,4.814225465483417e-09,0.005058233365398423,0.00016913580467875483,0.16384083475495526,0.0008733616181174838,0.28874784609410953,0.002528917482261544,0.6477415057184065,1.6541254647599122e-07,2.0734328218607264e-06,0.00019194810773815517,0.0007855302606487893,0.09892560949048616,0.0001845831541772254,0.016228644681962306,0.00016829829376452103,0.478110850095043,5.281337388261128e-05,4.38331668460926e-05,3.0885447548855496e-09,1.7452862881875753e-06,8.283157147415101e-05,2.58788226692272e-07,8.320033515330005e-08,0.010338041036836,2.8870756672651368e-06,0.010578292165581482,3.2213505114039923e-10,2.71332165714511e-06,1.0889599136338259e-06,3.5387366419440676e-09,0.005997784458621155
4.518551993013631e-05,0.19284998469694153,3.76,0.0,0.014270244466437218,0.473585957903504,0.5273133306199361,1.7555768700306893e-11,4.806178070802005e-09,0.0050493175333951494,0.00016829079356620117,0.16395235162650434,0.0008724005252062302,0.28787005517984343,0.00251649220019665,0.6483167446320298,1.6409832418584994e-07,2.0636684658688217e-06,0.00019136162793181549,0.0007784398210587431,0.09918003041997198,0.00018381828859012799,0.016151476611969334,0.00016731927625126113,0.47960786799764027,5.2611260903510895e-05,4.356205908024704e-05,3.0658742588887666e-09,1.7433905590400459e-06,8.279400604368943e-05,2.568891004580863e-07,8.289432646855911e-08,0.01031102088337816,2.8674258452633433e-06,0.010557311308776898,3.210126954085423e-10,2.702751899124651e-06,1.0842296837006948e-06,3.5315495710971027e-09,0.006035271137671858
4.5416991174858166e-05,0.19288608482475406,3.76,0.0,0.014179101469717926,0.47228120274569696,0.528498413684759,1.755455802239243e-11,4.798110392850019e-09,0.005040446759492314,0.00016745550181839825,0.16406274390351117,0.0008714472953958411,0.2869972256520571,0.0025041739082409466,0.6488874813119412,1.628013138552866e-07,2.053981863612424e-06,0.0001907802212735639,0.0007714438465268814,0.09943264969472812,0.0001830604821606993,0.016074858864957742,0.00016634936449697415,0.4810960140095059,5.241069255387454e-05,4.329376929570496e-05,3.043462290598292e-09,1.741482625580841e-06,8.275552027171304e-05,2.5501161899810995e-07,8.258994071151907e-08,0.010283956021148271,2.84798175614358e-06,0.010536278789568563,3.1989515188020925e-10,2.6922180022916975e-06,1.079525702150377e-06,3.5243480054077354e-09,0.006072690346981651
4.5648462419580025e-05,0.19292193731120058,3.76,0.0,0.014089590847236492,0.4709839198934005,0.5296765588423104,1.7553166704550876e-11,4.790023422286369e-09,0.005031620544024624,0.00016662973927702583,0.1641720250231851,0.0008705017796085809,0.28612932213191367,0.0024919613743704335,0.6494537751675169,1.615211776041357e-07,2.0443720389802313e-06,0.0001902038194646498,0.0007645407284686165,0.09968348598779818,0.00018230963508564593,0.015998788082590122,0.0001653884461131666,0.48257537230298564,5.2211649066957406e-05,4.302825543103614e-05,3.0213048644087817e-09,1.7395628330552628e-06,8.271613310400901e-05,2.531554493164926e-07,8.228716849111186e-08,0.010256850442586623,2.8287405150603327e-06,0.010515198162137643,3.187824160848423e-10,2.6817202869644078e-06,1.0748478465884266e-06,3.517133081723891e-09,0.0061100421389320685
4.5879933664301884e-05,0.19295754506179827,3.76,0.0,0.014001674263202701,0.4696940334400469,0.5308478405000004,1.7551715351555865e-11,4.781917899467397e-09,0.0050228383934192685,0.00016581332036592891,0.1642802081783612,0.0008695638318176543,0.28526630937118985,0.0024798533807547448,0.6500156845062683,1.6025758650047337e-07,2.034838032179743e-06,0.00018963235492905673,0.0007577288895457263,0.09993255770478977,0.00018156564895730493,0.015923260862842684,0.00016443641006077555,0.48404602595881596,5.201411091921257e-05,4.276547622077138e-05,2.9993980671730276e-09,1.7376315129621238e-06,8.267586296288141e-05,2.513202644320152e-07,8.198600040332225e-08,0.01022970803735686,2.809699283020795e-06,0.010494072886063289,3.1767448285718094e-10,2.671259054949108e-06,1.0701959927858206e-06,3.5099059062964945e-09,0.0061473265711884315
4.611140490902374e-05,0.19299291092857493,3.76,0.0,0.013915314410585262,0.4684114686241517,0.5320123318792668,1.7550192332781166e-11,4.773795235993964e-09,0.005014099820223768,0.00016500606431342274,0.16438730632415283,0.0008686333081046337,0.2844081522620838,0.002467848723771151,0.6505732665614496,1.590102194688332e-07,2.0253788993723717e-06,0.00018906576112718277,0.0007510067829953992,0.10017988298871698,0.0001808284269058967,0.01584827376383165,0.00016349314663941666,0.4855080569824582,5.181805887332595e-05,4.25053911063839e-05,2.9777380507351455e-09,1.7356889905842639e-06,8.263472774424446e-05,2.495057427719541e-07,8.168642700772382e-08,0.010202532594886373,2.7908552664025765e-06,0.010472906328851185,3.1657134628171555e-10,2.660834594792164e-06,1.065570015877349e-06,3.5026675556757874e-09,0.0061845437064187376
4.63428761537456e-05,0.19302803771652027,3.76,0.0,0.013830474978586384,0.46713615180756485,0.5331701050393712,1.754843079547199e-11,4.7656567021400495e-09,0.0050054043431046885,0.00016420779494533147,0.1644933321842181,0.0008677100665132687,0.2835548158465891,0.0024559462139318125,0.6511265775179241,1.5777876354019403e-07,2.0159937124592485e-06,0.0001885039725636845,0.0007443728919794157,0.10042547972476995,0.00018009787370190243,0.015773823307264487,0.00016255854754515265,0.48696154631971417,5.162347400090995e-05,4.2247960216500086e-05,2.9563210366364992e-09,1.7337355820540307e-06,8.259274485742133e-05,2.4771156855829144e-07,8.138843891219429e-08,0.010175327806788016,2.7722057162234696e-06,0.0104517017683,3.154729999698611e-10,2.6504471770527574e-06,1.0609697892262386e-06,3.495419077401207e-09,0.006221693612051295
4.657434739846746e-05,0.19306292818207418,3.76,0.0,0.013747120622137687,0.4658680104544644,0.5343212309001956,1.7546499352264947e-11,4.757502748530872e-09,0.004996751486764418,0.00016341834023336904,0.16459829825665917,0.0008667939679171167,0.28270626532509013,0.0024441446758142744,0.6516756725361806,1.5656291415103318e-07,2.0066815587770917e-06,0.0001879469244830864,0.0007378257290173554,0.10066936554481457,0.00017937389550630326,0.015699905982154864,0.00016163250584297595,0.48840657387193404,5.143033762951372e-05,4.199314442763155e-05,2.9351433173246826e-09,1.7317715905551909e-06,8.254993124438718e-05,2.459374319024694e-07,8.109202677204541e-08,0.01014809726923647,2.7537479274327325e-06,0.010430462394791205,3.143794370728201e-10,2.640097053219932e-06,1.0563951841720975e-06,3.488161490717547e-09,0.006258776360037453
4.680581864318932e-05,0.1930975850360974,3.76,0.0,0.013665216937273178,0.4646069731141861,0.5354657792607522,1.754463082633143e-11,4.749334361265768e-09,0.0049881407819097655,0.0001626375323646491,0.16470221681879899,0.0008658848757767801,0.2818624660625505,0.002432442948057821,0.6522206057721621,1.553623740679094e-07,1.9974415407701317e-06,0.00018739455295778946,0.0007313638355079087,0.10091155783098685,0.00017865639980831302,0.01562651824770481,0.0001607149159094163,0.4898432185086515,5.1238631333497884e-05,4.174090533599618e-05,2.914201249626825e-09,1.7297973107654354e-06,8.25063033675226e-05,2.441830282798248e-07,8.079718121416723e-08,0.010120844484867894,2.7354792383740046e-06,0.010409191313152065,3.1329065006008403e-10,2.62978446209386e-06,1.0518460715147338e-06,3.480895787278707e-09,0.00629579202664553
4.703728988791118e-05,0.1931320109409271,3.76,0.0,0.01358473042347858,0.46335296939480586,0.5366038188277411,1.7542569663194106e-11,4.741152825466766e-09,0.004979571765239053,0.00016186520783068845,0.16480509993452747,0.0008649826551844962,0.2810233835977953,0.002420839883255777,0.6527614304081256,1.541768531427267e-07,1.988272775676286e-06,0.0001868467951292699,0.0007249857809456604,0.10115207372136951,0.00017794529572926542,0.01555365653714082,0.00015980567349169265,0.4912715580872061,5.104833698938742e-05,4.14912051668424e-05,2.8934912525886643e-09,1.7278130308514803e-06,8.24618772379454e-05,2.4244805833929916e-07,8.050389288894967e-08,0.010093572865658693,2.717397030107293e-06,0.01038789154548209,3.1220663089849514e-10,2.619509628652942e-06,1.0473223211762655e-06,3.4736229320222145e-09,0.006332740692171779
4.726876113263304e-05,0.19316620851611915,3.76,0.0,0.013505628462553968,0.4621059299477764,0.5377354172323865,1.7540216761108127e-11,4.7329588765155874e-09,0.004971043979366643,0.00016110120702074907,0.16490695945846295,0.0008640871736212496,0.2801889836487108,0.00240933434787765,0.6532981986697425,1.5300606876735544e-07,1.979174395306568e-06,0.00018630358898308596,0.0007186901624770891,0.10139093011346854,0.00017724049379641462,0.015481317259909486,0.00015890467569275072,0.49269166946435494,5.085943673572765e-05,4.12440068279586e-05,2.873009812369037e-09,1.7258190289692658e-06,8.241666844594397e-05,2.4073222831471297e-07,8.021215250246777e-08,0.01006628573461844,2.6994987256945624e-06,0.010366566032764056,3.111273711624397e-10,2.6092727612538574e-06,1.0428238015551164e-06,3.4663438636565036e-09,0.00636962244079565
4.7500232377354896e-05,0.19320018033913086,3.76,0.0,0.013427879296793125,0.46086578645202353,0.5388606410475363,1.7537956616228164e-11,4.724753003809949e-09,0.004962556972765044,0.00016034537409857018,0.165007807040231,0.0008631983011999811,0.27935923211726615,0.00239792522220448,0.6538309618438753,1.5184974547079735e-07,1.9701455457737404e-06,0.0001857648732700048,0.0007124756044614581,0.1016281436675798,0.00017654190580434023,0.015409496804259832,0.00015801182091912847,0.494103628508277,5.0671912952628606e-05,4.099927391872643e-05,2.8527534790847237e-09,1.72381557369073e-06,8.23706921568789e-05,2.3903524976509524e-07,7.992195078414766e-08,0.010038986327549477,2.681781789577284e-06,0.010345217636561802,3.100528619456382e-10,2.5990740540754308e-06,1.0383503800801266e-06,3.459059495239378e-09,0.006406437360401533
4.7731703622076755e-05,0.19323392894259203,3.76,0.0,0.013351452003128771,0.45963247159505394,0.5399795558080083,1.7535656204090106e-11,4.716536434827282e-09,0.004954110299770355,0.00015959755716109684,0.16510765412954417,0.0008623159098908735,0.2785340950950725,0.0023866114002580787,0.654359770300184,1.5070761406046225e-07,1.961185387188731e-06,0.00018523058769550547,0.0007063407578925244,0.10186373081086433,0.0001758494450400043,0.01533819153974324,0.0001571270089022239,0.4955075101129883,5.048574829706032e-05,4.075697066026745e-05,2.832718860266852e-09,1.7218029276664117e-06,8.232396312292086e-05,2.373568390295064e-07,7.963327845713832e-08,0.01001167779506404,2.6642437270525666e-06,0.010323849141001094,3.089830937832129e-10,2.5889136907050217e-06,1.0339019240090336e-06,3.4517707148599392e-09,0.0064431855423864775
4.7963174866798614e-05,0.19326745681433505,3.76,0.0,0.013276316462337737,0.45840591905000544,0.5410922260354224,1.753302186177554e-11,4.708309974791564e-09,0.004945703520535178,0.00015885760793830846,0.16520651198228473,0.0008614398737312847,0.277713538870077,0.00237539178967715,0.6548846735166711,1.495794121394144e-07,1.95229309339762e-06,0.00018470067285339948,0.000700284299725385,0.10209770774237732,0.00017516302621141958,0.015267397820354302,0.00015625014071954661,0.4969033882159521,5.0300925689670434e-05,4.051706189907126e-05,2.812902626421621e-09,1.719781345460046e-06,8.227649571051219e-05,2.356967176908829e-07,7.93461263089634e-08,0.0099843632050734,2.6468820835638926e-06,0.010302463255160453,3.079180568858065e-10,2.57879184012789e-06,1.0294782994626778e-06,3.4444783863475693e-09,0.006479867081437571
4.819464611152047e-05,0.19330076640769545,3.76,0.0,0.013202443340162802,0.45718606346132623,0.54219871525367,1.75302876474727e-11,4.7000738713587e-09,0.004937336200977988,0.0001581253816526702,0.16530439166424926,0.0008605700691291649,0.2768975299303715,0.0023642653116245195,0.6554057200953722,1.484648839810457e-07,1.9434678517935264e-06,0.00018417507013564617,0.0006943049324714105,0.10233009043619065,0.00017448256529668823,0.015197111986556634,0.00015538111873996148,0.4982913358092178,5.0117428293169195e-05,4.027951312269608e-05,2.793301509244998e-09,1.7177510730952204e-06,8.222830390671833e-05,2.3405461242817945e-07,7.906048517001703e-08,0.00995704554434361,2.6296944440437668e-06,0.01028106261456002,3.0685774108286894e-10,2.568708657930156e-06,1.0250793717000488e-06,3.437183349776637e-09,0.0065164820753912615
4.842611735624233e-05,0.19333386012978396,3.76,0.0,0.013129804063317181,0.4559728404262742,0.5432990860086936,1.752778460900864e-11,4.691829060326857e-09,0.004929007912714717,0.00015740073701486887,0.16540130405593573,0.0008597063745849066,0.2760860349685981,0.0023532309007269756,0.6559229577827136,1.4736377961404268e-07,1.9347088629680236e-06,0.0001836537217731101,0.0006884013836611888,0.10256089464539776,0.0001738079795779436,0.015127330367693842,0.00015451984661087907,0.4996714249538928,4.9935239519638236e-05,4.004429043341602e-05,2.7739122961412234e-09,1.7157123500761523e-06,8.217940132292773e-05,2.3243025456468764e-07,7.877634587487085e-08,0.00992972772046838,2.612678432347829e-06,0.010259649783064607,3.058021357168318e-10,2.558664289855171e-06,1.0207050059258255e-06,3.429886422125308e-09,0.006553030625049122
4.865758860096419e-05,0.19336674035147738,3.76,0.0,0.013058370797748594,0.45476618647805933,0.5443933998866386,1.7525063342590935e-11,4.683576759577358e-09,0.004920718233039638,0.00015668353616588363,0.1654972598568883,0.0008588486704360821,0.2752790208858589,0.002342287504943109,0.6564364334880975,1.46275855105979e-07,1.926015340506227e-06,0.00018313657087947385,0.0006825724053318206,0.10279013590582575,0.00017313918775001882,0.015058049283959197,0.000153666229288965,0.5010437267934628,4.9754343042768404e-05,3.9811360516805444e-05,2.7547318315077457e-09,1.7136654096325096e-06,8.212980121576687e-05,2.308233801698621e-07,7.84936993038336e-08,0.009902412563652065,2.5958317106680268e-06,0.010238227254602559,3.047512297827656e-10,2.5486588700279342e-06,1.0163550668241857e-06,3.4225883977908907e-09,0.006589512834027547
4.888905984568605e-05,0.19339940940466882,3.76,0.0,0.012988116428193057,0.453566039069741,0.5454817175312344,1.7521862324063822e-11,4.675316967616122e-09,0.004912466744871306,0.00015597364446697033,0.16559226958979048,0.0008579968391794301,0.2744764547953249,0.0023314340854422313,0.6569461933012396,1.4520087277374587e-07,1.9173865107750856e-06,0.00018262356137647016,0.0006768167735567913,0.10301782953957549,0.00017247610979297765,0.014989265048415088,0.00015282017300887607,0.5024083115665781,4.957472277662845e-05,3.9580690651361714e-05,2.735757018513243e-09,1.7116104773999108e-06,8.20795165018908e-05,2.2923373020901552e-07,7.821253639909519e-08,0.009875102828432618,2.579151978844811e-06,0.010216797454808193,3.0370501198891787e-10,2.5386925196115527e-06,1.0120294182312144e-06,3.4152900491073316e-09,0.006625928808616306
4.912053109040791e-05,0.1934318695763929,3.76,0.0,0.0129190146286241,0.45237233667771864,0.546564098539093,1.7518787386430903e-11,4.667050492947231e-09,0.004904253037628372,0.00015527093079295752,0.16568634358175527,0.0008571507660038401,0.2736783040555766,0.0023206696182608553,0.6574522824040462,1.4413860054657892e-07,1.9088216136085714e-06,0.00018211463812956965,0.0006711332908942037,0.10324399063067828,0.00017181866712160778,0.014920973968650053,0.00015198158539261257,0.5037652485013034,4.939636290995944e-05,3.9352248756492515e-05,2.7169848185750704e-09,1.7095477734489534e-06,8.202855973980478e-05,2.2766105051145608e-07,7.79328481099396e-08,0.009847801185678734,2.562636976372956e-06,0.010195362733924122,3.0266347053888647e-10,2.528765350142358e-06,1.007727924058531e-06,3.4079921240622036e-09,0.006662278657966368
4.932885521065758e-05,0.19346090700540508,3.76,0.0,0.01285778710886425,0.4513034647047232,0.5475332143260129,1.7515988817719617e-11,4.6596055482627115e-09,0.00489689266787102,0.00015464451932160992,0.1657702185488822,0.0008563941293450169,0.2729637166711657,0.0023110568136877336,0.6579046610051921,1.4319323495882656e-07,1.9011672487237883e-06,0.00018166005588539564,0.0006660788683636739,0.10344623762981942,0.00017123172269206818,0.014859930591740978,0.00015123316671248252,0.5049800095219464,4.9236903753395655e-05,3.9148529819420445e-05,2.70026059856786e-09,1.7076848715272694e-06,8.198213422996677e-05,2.2625994137630962e-07,7.768238202523657e-08,0.009823238789850261,2.547912475063789e-06,0.010176069180593338,3.017300716647846e-10,2.5198644822892955e-06,1.0038771186821038e-06,3.4014249592711958e-09,0.006694937076941938
4.953717933090725e-05,0.19348977872355203,3.76,0.0,0.012797453947154569,0.4502397202125943,0.5484976114156209,1.7513036114302448e-11,4.652156166233854e-09,0.004889562279384312,0.00015402372651488733,0.16585335113678448,0.0008556419830199798,0.2722526559128533,0.002301514509701498,0.6583541343642486,1.4225781958029323e-07,1.8935635250287217e-06,0.0001812087001896349,0.0006610810881956521,0.10364726608706577,0.00017064922425570286,0.014799280984251173,0.00015049065796218019,0.506188680645736,4.907844164761633e-05,3.894656731631123e-05,2.6836959315685156e-09,1.705815997314842e-06,8.193518303379809e-05,2.248721963738126e-07,7.743309659672842e-08,0.009798686921250008,2.5333180025186017e-06,0.010156775133975681,3.00800442053495e-10,2.510995500287963e-06,1.000045668224716e-06,3.3948592488338012e-09,0.006727542106889022
4.974550345115692e-05,0.19351848626076312,3.76,0.0,0.01273799723437213,0.4491810600473978,0.5494573315196057,1.7509978129299387e-11,4.644702722235949e-09,0.004882261583490492,0.00015340846252605026,0.16593574855316148,0.0008548942469017289,0.27154509841595104,0.002292041985033892,0.6588007339241433,1.4133219507346934e-07,1.8860099115640059e-06,0.0001807605324121044,0.0006561391215245697,0.10384708660318095,0.00017007111698446735,0.014739022451508243,0.00014975399433442903,0.5073913106536826,4.8920965530759626e-05,3.874633894027431e-05,2.6672887052374167e-09,1.7039413000321756e-06,8.188771468226732e-05,2.2349763879203702e-07,7.718498530432808e-08,0.009774147389551813,2.5188519801822552e-06,0.01013748218392687,2.998745724845518e-10,2.5021584667224046e-06,9.962334732217317e-07,3.3882954981678824e-09,0.006760093831739437
4.995382757140659e-05,0.19354703123452438,3.76,0.0,0.012679399482151667,0.44812744162249013,0.5504124157707371,1.750690580330964e-11,4.637245645132822e-09,0.004874990294990711,0.0001527986396355578,0.16601741789952537,0.0008541508421013854,0.2708410209668994,0.0022826385268578868,0.6592444906311944,1.4041620708334046e-07,1.8785058863728561e-06,0.00018031551441907807,0.000651252154244675,0.10404570964649826,0.00016949734679825405,0.014679152299804505,0.00014902311172209536,0.5085879477600452,4.876446448272815e-05,3.854782276443858e-05,2.6510368460297885e-09,1.7020609227001997e-06,8.183973749787948e-05,2.22136095132514e-07,7.69380416866329e-08,0.009749621958937344,2.5045128565228035e-06,0.010118191879504971,2.989524536266254e-10,2.493353435483768e-06,9.924404337081046e-07,3.381734199636087e-09,0.006792592336775595
5.0162151691656264e-05,0.1935754151878553,3.76,0.0,0.01262164360671053,0.4470788229019534,0.5513629047400871,1.75037723817176e-11,4.629785341763369e-09,0.004867748132141403,0.00015219417207869607,0.16609836617475524,0.0008534116907804791,0.2701404005025596,0.002273303430757727,0.6596854349512042,1.39509704162671e-07,1.871050935078401e-06,0.00017987360860131384,0.0006464193864700962,0.1042431455566532,0.00016892786038898418,0.014619667837258378,0.00014829794683261777,0.5097786396271535,4.860892774077151e-05,3.835099722617137e-05,2.634938315283904e-09,1.7001750043551842e-06,8.179125960436301e-05,2.2078739481778284e-07,7.669225931827799e-08,0.009725112349609854,2.4902991028006346e-06,0.010098905730380671,2.98034075983583e-10,2.484580455002065e-06,9.886664497946555e-07,3.375175832878331e-09,0.006825037708539211
5.0370475811905935e-05,0.19360363963334926,3.76,0.0,0.012564712855173521,0.4460351623041847,0.5523088385357215,1.7500478696464416e-11,4.6223221547292506e-09,0.004860534816096273,0.00015159497546412003,0.16617860029343087,0.0008526767161349079,0.26944321408661887,0.0022640359992272437,0.6601235969547224,1.3861253705118645e-07,1.8636445490957778e-06,0.00017943477778582364,0.0006416400300182224,0.10443940456705386,0.00016836260514385416,0.014560566374145753,0.00014757843713119514,0.51096343346088,4.8454344672591704e-05,3.815584104335459e-05,2.6189910991730847e-09,1.6982836825066932e-06,8.174228897196205e-05,2.1945136934582827e-07,7.644763177853071e-08,0.009700620245653751,2.476209207602465e-06,0.01007962521392077,2.971194298507565e-10,2.475839570092328e-06,9.84911421840382e-07,3.36862086708536e-09,0.006857430034575364
5.0578799932155606e-05,0.19363170612828082,3.76,0.0,0.012508590934534606,0.4449964188858484,0.5532502566156837,1.749707262794279e-11,4.614856427959419e-09,0.004853350071964704,0.00015100096767181126,0.1662581270524002,0.0008519458427172688,0.2687494389651769,0.0022548355444835496,0.6605590061590108,1.377245613433122e-07,1.8562862292665518e-06,0.00017899898535845153,0.0006369133132516047,0.10463449676175082,0.0001678015293214297,0.014501845224968063,0.00014686452090495434,0.5121423758241405,4.830070480743641e-05,3.796233335320418e-05,2.603193225265708e-09,1.6963870886904559e-06,8.169283333659121e-05,2.181278536521816e-07,7.620415270200159e-08,0.009676147280692275,2.4622416880444226e-06,0.010060351762414719,2.962085053718594e-10,2.4671308164580073e-06,9.811752496814392e-07,3.36206975698345e-09,0.006889769403759956
5.078712405240528e-05,0.19365961610892157,3.76,0.0,0.012453261917558632,0.44396255221537323,0.5541871979172837,1.7493719825322614e-11,4.607388552322573e-09,0.004846193628215618,0.00015041206812644575,0.16633695315432376,0.0008512189964392438,0.2680590525336048,0.002245701386779296,0.6609916916386789,1.3684563464355936e-07,1.8489754827538771e-06,0.00017856619521538862,0.0006322384775187197,0.10482843210489354,0.00016724458196197437,0.014443501708363123,0.00014615613721272424,0.5133155127628503,4.8147997820617316e-05,3.777045359500711e-05,2.587542750579389e-09,1.6944853521920042e-06,8.164290027408026e-05,2.168166851454006e-07,7.596181574298472e-08,0.009651695048046739,2.448395080411437e-06,0.010041086772192145,2.9530129250094854e-10,2.458454225763727e-06,9.774578333795184e-07,3.3555229456413328e-09,0.006922055906020655
5.099544817265495e-05,0.19368737107749934,3.76,0.0,0.012398710249931473,0.4429335223906735,0.5551197008399871,1.7490340712696116e-11,4.5999188656804125e-09,0.004839065216879546,0.00014982819788483093,0.16641508520510592,0.0008504961046909447,0.26737203234637863,0.0022366328543967865,0.6614216820127828,1.3597561715177148e-07,1.841711823287909e-06,0.00017813637179492624,0.0006276147776006893,0.1050212204365081,0.00016669171294006585,0.014385533148394664,0.0001454532259172596,0.5144828897862752,4.7996213545257865e-05,3.758018151830799e-05,2.5720377595211945e-09,1.6925786014859996e-06,8.159249720586022e-05,2.155177035211413e-07,7.572061455650697e-08,0.009627265099648532,2.4346679401673457e-06,0.01002183160271694,2.9439778093912547e-10,2.449809826283098e-06,9.737590734420855e-07,3.348980864185681e-09,0.006954289632308764
5.120377229290462e-05,0.19371497245091765,3.76,0.0,0.012344920704891545,0.44190928997856344,0.5560478033071534,1.7486642870144657e-11,4.592447620679815e-09,0.004831964573260842,0.00014924927962701957,0.16649252972513295,0.0008497770958799656,0.26668835610137953,0.0022276292830416614,0.661849005497754,1.3511437265377044e-07,1.834494772006863e-06,0.00017770948000214758,0.0006230414800677013,0.10521287148654311,0.00016614287280493836,0.01432793687469474,0.00014475572763188865,0.5156445519269305,4.78453419533283e-05,3.739149719304043e-05,2.556676369279992e-09,1.6906669608637627e-06,8.154163141943332e-05,2.142307511988505e-07,7.548054286545593e-08,0.009602858950918553,2.4210588457959786e-06,0.010002587580950184,2.9349796036440866e-10,2.4411976404847717e-06,9.70078870355822e-07,3.3424439333555663e-09,0.006986470674459964
5.141209641315429e-05,0.19374242166925595,3.76,0.0,0.012291878394905179,0.44088981603627436,0.5569715427444586,1.7482761957302913e-11,4.584975142486084e-09,0.0048248914361231614,0.00014867523774851087,0.16656929314583546,0.0008490618992999735,0.26600800164939514,0.002218690016173337,0.6622736898905229,1.3426176788073032e-07,1.8273238574584126e-06,0.0001772854852155251,0.0006185178638989311,0.10540339486976621,0.00016559801276266642,0.014270710223373772,0.0001440635837439104,0.5168005437176244,4.7695373156718555e-05,3.720438103165976e-05,2.5414567323899197e-09,1.6887505494206022e-06,8.149031004714235e-05,2.129556735554484e-07,7.524159446468897e-08,0.009578478079270859,2.4075663981283457e-06,0.009983356000068229,2.9260182043535146e-10,2.4326176850231925e-06,9.6641712458077e-07,3.3359125630360297e-09,0.007018599125175673
