Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16)
8.918025893508925e-08,0.4583592808794542,3.76,0.0,0.6647872065158823,0.9999915636798343,1.0404848235843288e-06,5.3507710768996904e-15,1.32959727097444e-11,0.0022281167629081707,9.422845550546205e-05,0.00016120294733757838,8.042749698870736e-05,0.00013041137143875812,6.039424818134259e-06,5.315503643370888e-05,2.574665098502603e-08,2.948281659609193e-07,1.5009818154522083e-09,2.9754954480195636e-08,2.9291437692730454e-10,1.0077588673768486e-06,2.044240734642717e-06,6.467278928675525e-10
9.201391678960344e-08,0.4583634221906694,3.76,0.0,0.6647332363141568,0.9999911460499478,1.1253492993618138e-06,6.10355226273185e-15,1.3717744107242275e-11,0.0022936407531326817,9.915446265644841e-05,0.00017134330841330587,8.601784683295571e-05,0.00014155233883050798,6.314618088150342e-06,5.871250182903099e-05,2.7161064643640707e-08,3.047182022477901e-07,1.7649830374688353e-09,3.194320856168756e-08,3.5519498054702917e-10,1.0520510008291002e-06,2.172868912457741e-06,7.497658753288468e-10
9.484757464411764e-08,0.45836761054389236,3.76,0.0,0.6646785992882482,0.9999907169353062,1.213864180719607e-06,6.9325036880078066e-15,1.4137606808262087e-11,0.002358855208288004,0.00010418032354993178,0.00018177644257488554,9.179267898897422e-05,0.0001532667391049968,6.597459909021218e-06,6.464902417856789e-05,2.8605544769640118e-08,3.1456172184554056e-07,2.0653021416855744e-09,3.423455935022771e-08,4.2825376897293743e-10,1.0964625520327064e-06,2.3052130324923017e-06,8.66153744824265e-10
9.768123249863183e-08,0.45837184687185545,3.76,0.0,0.6646232848290319,0.9999902761366076,1.3060380195564306e-06,7.84240916050858e-15,1.455557458551196e-11,0.0024237616252839656,0.00010930514836825748,0.0001925009461675384,9.775078505849306e-05,0.0001655660278552556,6.888161478226746e-06,7.097681464127854e-05,3.007981796993993e-08,3.2435883779732624e-07,2.4055986571779508e-09,3.663229762309104e-08,5.135504915916915e-10,1.14097127803343e-06,2.441255380931421e-06,9.972444616681495e-10
9.999999999999998e-08,0.4583761320985526,3.76,0.0,0.6645775099570352,0.9999899066027265,1.3841902825793194e-06,8.650625044932133e-15,1.489619556117319e-11,0.0024766461021934892,0.00011357177378563791,0.00020149253983701182,0.00010276175622170237,0.0001760735379377113,7.132034609056276e-06,7.645437395143454e-05,3.130818442659657e-08,3.3234134151565313e-07,2.716518040268308e-09,3.8675874460745075e-08,5.935694323927426e-10,1.1774506616077576e-06,2.5553171192790955e-06,1.1164656838383552e-09
1.0051489035314602e-07,0.4583761320985526,3.76,0.0,0.6645672824086165,0.9999898234561332,1.401877619116099e-06,8.838165978006966e-15,1.4971661539874206e-11,0.0024883615191302875,0.00011452805543751265,0.00020351542248271608,0.00010389092935188588,0.00017846155827086192,7.1869320114884e-06,7.7707998619387e-05,3.158361508077435e-08,3.341096893180499e-07,2.789768706918864e-09,3.9139823810534276e-08,6.12689798891134e-10,1.1855569930047126e-06,2.5809783522711697e-06,1.1444909899579365e-09
1.0334854820766021e-07,0.4583804671397238,3.76,0.0,0.6645105815819577,0.9999893586977713,1.5013881974457394e-06,9.924781701116496e-15,1.5385882101353244e-11,0.0025526564231515237,0.00011984816869430934,0.0002148184818002796,0.00011021185138315752,0.0001919645819133596,7.4939787164177906e-06,8.485461395897505e-05,3.31166701109218e-08,3.438144359604664e-07,3.221951416152169e-09,4.176064861622697e-08,7.274304752857024e-10,1.2302014143548995e-06,2.724364453567115e-06,1.3094509445190175e-09
1.061822060621744e-07,0.4583848529026674,3.76,0.0,0.6644531719883285,0.9999888816670376,1.6045735387214305e-06,1.110737094875189e-14,1.579825103110756e-11,0.0026166478891826057,0.00012526461557218913,0.000226408741432158,0.00011671226795039206,0.00020608624922253437,7.809506766769647e-06,9.242860930393207e-05,3.467871935996229e-08,3.534732532561899e-07,3.706535150475996e-09,4.44983936419751e-08,8.596949167261772e-10,1.274888021107446e-06,2.8713963088235688e-06,1.4937913170901775e-09
1.0901586391668859e-07,0.4583892902863821,3.76,0.0,0.6643950433526646,0.999988392171094,1.7114361330204102e-06,1.2391152217681363e-14,1.6208783424037106e-11,0.0026803374877448364,0.00013077652525850621,0.0002382848257674411,0.0001233908748519081,0.000220837609785356,8.133719277226675e-06,0.00010044184258512869,3.626950069094611e-08,3.630863295588377e-07,4.248163576450892e-09,4.7356792015512044e-08,1.0115788527685026e-09,1.3196019239702605e-06,3.0220566635229872e-06,1.699293281120215e-09
1.1184952177120278e-07,0.45839378018153315,3.76,0.0,0.6643361854868131,0.9999878900187674,1.8219773057619326e-06,1.37814447267026e-14,1.6617494711251244e-11,0.0027437268082030368,0.00013638302724191964,0.00025044536631878294,0.00013024634831911234,0.00023622961241916978,8.46681727859985e-06,0.00010890607961542981,3.7888752924000326e-08,3.726538636673568e-07,4.851741540142986e-09,5.0339689019758774e-08,1.185361302250255e-09,1.364329745858934e-06,3.176328389288806e-06,1.9278570708504918e-09
1.1468317962571697e-07,0.4583983234704711,3.76,0.0,0.6642765882907038,0.9999873750205635,1.9361973377161627e-06,1.5283665286569288e-14,1.702440066224148e-11,0.002806817458904088,0.0001420832500956174,0.00026288900177002383,0.00013727734622193672,0.0002522731051047902,8.808999693367348e-06,0.00011783299277042361,3.9536215327869086e-08,3.821760629808143e-07,5.522440758661898e-09,5.3451042721963676e-08,1.3835147553529597e-09,1.4090595119644999e-06,3.334194488677082e-06,2.1815069316457457e-09
1.1751683748023116e-07,0.45840292102720737,3.76,0.0,0.6642162417534574,0.9999868469886846,2.054095576378808e-06,1.6903325196474985e-14,1.7429517386877924e-11,0.0028696110672970653,0.00014787632045740399,0.00027561437802493875,0.00014448250908654904,0.00026897883479500023,9.160463311502902e-06,0.00012723415974072905,4.121162719309721e-08,3.9165314206396926e-07,6.265705319459944e-09,5.6694924601154835e-08,1.6087155741513514e-09,1.4537805485573882e-06,3.495638100092083e-06,2.4623961382561203e-09
1.2035049533474534e-07,0.45840757371740015,3.76,0.0,0.6641551359544356,0.9999863057370427,2.1756705393257517e-06,1.8646027168040938e-14,1.783286133732692e-11,0.002932109280034959,0.00015376136218140708,0.0002886201482570356,0.00015186046095129474,0.0002863574471152697,9.52140276656637e-06,0.00013712106234681614,4.2914727476275826e-08,4.0108532157114814e-07,7.087256982135142e-09,6.007552017236678e-08,1.8638546052249303e-09,1.4984833899040166e-06,3.6606425028218447e-06,2.7728120782142236e-09
1.2318415318925953e-07,0.4584122823983221,3.76,0.0,0.6640932610642465,0.9999857510812737,2.300920010157176e-06,2.051746227755878e-14,1.8234449309822425e-11,0.0029943137630581017,0.0001597374956368183,0.0003019049729603187,0.00015940981008611356,0.00030441948597310486,9.892010512031291e-06,0.0001475050854075615,4.4645254505048545e-08,4.104728274582787e-07,7.993100277803738e-09,6.359712960609979e-08,2.1520479970756932e-09,1.543159692676648e-06,3.829191122189282e-06,3.115181397264217e-09
1.2601781104377372e-07,0.45841704791882854,3.76,0.0,0.6640306073457097,0.9999851828387506,2.4298411276310343e-06,2.252340694725725e-14,1.8634298446174777e-11,0.00305622620165936,0.000165803837129236,0.0003154675200009325,0.00016712914960049304,0.0003231753930923586,1.0272476797825015e-05,0.00015839751565384822,4.6402945733640886e-08,4.1981589039885916e-07,8.989527401551911e-09,6.726416834143897e-08,2.4766482146155014e-09,1.587802157246546e-06,4.0012675348142e-06,3.492075203554328e-09
1.2885146889828791e-07,0.45842187111931565,3.76,0.0,0.66396716515479,0.9999846008285969,2.5624304685602947e-06,2.46697199563181e-14,1.903242623497506e-11,0.003117848300531276,0.00017195949842296288,0.0003293064646695974,0.00017501705796216937,0.00034263550748706733,1.0662989647062342e-05,0.00016980954067958903,4.818753753984645e-08,4.291147453357502e-07,1.008312289367626e-08,7.108116769124844e-08,2.84125524250119e-09,1.6324044552755646e-06,4.176855473981309e-06,3.906214327143938e-09
1.316851267528021e-07,0.45842675283167694,3.76,0.0,0.6639029249415029,0.9999840048716969,2.6986841249843574e-06,2.6962339482396933e-14,1.94288505125279e-11,0.003179181783795212,0.00017820358634794333,0.0003434204897347533,0.0001830720994433913,0.00036281006488599694,1.1063734832962634e-05,0.00018175224792455502,4.9998765056636426e-08,4.3836963113285533e-07,1.1280768105547043e-08,7.505277543785577e-08,3.2497279691147653e-09,1.676961163085482e-06,4.355938835109377e-06,4.360474631380277e-09
1.345187846073163e-07,0.45843169387925436,3.76,0.0,0.6638378772507997,0.9999833947907106,2.8385977760661005e-06,2.9407280174398777e-14,1.9823589463546567e-11,0.0032402283950125946,0.00018453520247924831,0.00035780828549632703,0.0001912928245072627,0.00038370919711638044,1.147489585594767e-05,0.00019423662368498373,5.183636203333248e-08,4.475807903101662e-07,1.258964544606691e-08,7.918375641764942e-08,3.706195742985624e-09,1.7214677003433671e-06,4.5385016813167246e-06,4.857892372697198e-09
1.373524424618305e-07,0.458436695076789,3.76,0.0,0.663772012723428,0.9999827704100831,2.982166755125507e-06,3.2010630257258043e-14,2.0216661621606172e-11,0.00330098989717832,0.00019095344287907827,0.0003724685498400432,0.00019967777014457565,0.0004053429314540247,1.1896653920921167e-05,0.00020727355214873158,5.3700060722146056e-08,4.5674846884754287e-07,1.4017242404931582e-08,8.347899309301585e-08,4.215070093353761e-09,1.7659202736419106e-06,4.724528249078202e-06,5.401669605356235e-09
1.4018610031634468e-07,0.4584417572303677,3.76,0.0,0.6637053220967787,0.9999821315560566,3.129386112195189e-06,3.4778548669455657e-14,2.0608085869331465e-11,0.0033614680726964173,0.00019745739789209945,0.00038739998829219566,0.00020822546017065243,0.0004277211899464126,1.2329187914732611e-05,0.00022087381445207245,5.558959178624389e-08,4.6587291603902786e-07,1.557135534914123e-08,8.794348611004747e-08,4.781056606351625e-09,1.8103158245791455e-06,4.9140029539687184e-06,5.995179627573346e-09
1.4301975817085887e-07,0.45844688113736787,3.76,0.0,0.6636377962057155,0.9999814780566814,3.2802506724579526e-06,3.771726223399377e-14,2.099788143830799e-11,0.0034216647233380857,0.00020404615198595905,0.00040260131407479757,0.0002169344054906522,0.00045085378871477706,1.2772674383830023e-05,0.00023504808775564486,5.75046842259292e-08,4.7495438438101164e-07,1.7260093089422655e-08,9.258235484046073e-08,5.409166948082009e-09,1.8546519819671337e-06,5.106910396488304e-06,6.641972465404793e-09
1.4585341602537306e-07,0.4584520675864032,3.76,0.0,0.6635694259833905,0.9999808097418271,3.4347550908970927e-06,4.0833062863536383e-14,2.1386067908723364e-11,0.0034815816701821915,0.00021071878363029557,0.00041807124816102846,0.00022580310434027652,0.00047475043724017583,1.3227287512108867e-05,0.00024980694433762084,5.944506532014774e-08,4.839931294837653e-07,1.9091880213404936e-08,9.740083790617414e-08,6.104731025731523e-09,1.8989270178286487e-06,5.303235367963575e-06,7.345780390718198e-09
1.4868707387988725e-07,0.4584573173572653,3.76,0.0,0.6635002024620467,0.9999801264431922,3.592893903459633e-06,4.41323048004165e-14,2.1772665208748485e-11,0.0035412207535383496,0.00021747436520900128,0.0004338085193308989,0.00023483004250733145,0.0004994207376376799,1.3693199098967008e-05,0.00026516085070271494,6.141046058113001e-08,4.92989410001189e-07,2.1075460182583457e-08,1.0240429368500846e-07,6.873409277765507e-09,1.943139806871364e-06,5.50296285652055e-06,8.110523469545146e-09
1.5152073173440144e-07,0.45846263122086534,3.76,0.0,0.6634301167738104,0.9999794279943146,3.7546615750061786e-06,4.7621401892200286e-14,2.2157693613660514e-11,0.003600583832852708,0.00022431196296147774,0.00044981186422705184,0.00024401369353857982,0.0005248741839221446,1.4170578537577174e-05,0.0002811201667060377,6.340059372039566e-08,5.01943487575303e-07,2.321989819031841e-08,1.0759820079598572e-07,7.721205084153854e-09,1.9872897891556916e-06,5.706078053123612e-06,8.940315137082818e-09
1.5435438958891563e-07,0.4584680099391783,3.76,0.0,0.6633591601514701,0.9999787142305824,3.920052544299027e-06,5.1306824903486297e-14,2.2541173744703848e-11,0.003659672786596549,0.0002312306369492174,0.0004660800274106218,0.0002533525189356924,0.000551120161268657,1.4659592793389582e-05,0.00029769514469102674,6.541518662459286e-08,5.108556267915785e-07,2.5534583778329816e-08,1.1298815856271769e-07,8.65447728746668e-09,2.031376935694414e-06,5.912566357675462e-06,9.839467795578782e-09
1.5718804744342982e-07,0.45847345426518216,3.76,0.0,0.6632873239292452,0.9999779849892424,4.089061266260778e-06,5.5195098864599e-14,2.2923126567686993e-11,0.003718489512137863,0.0002382294410445057,0.0004826117614170747,0.00026284496834361404,0.0005781679452704402,1.51604063828782e-05,0.0003148959286408768,6.7453959339841e-08,5.197260951412004e-07,2.802923320935784e-08,1.1857988745339332e-07,9.679952815566761e-09,2.0754017167417154e-06,6.122413385172791e-06,1.0812498431298949e-08
1.6002170529794401e-07,0.4584789649428012,3.76,0.0,0.6632145995435451,0.9999772401094102,4.261682251716973e-06,5.929280045781475e-14,2.330357339131761e-11,0.0037770359255960193,0.0002453074229385375,0.0004994058268119484,0.0002724894797341321,0.0006060267011966811,1.567318135254498e-05,0.00033273255334308145,6.951663006345285e-08,5.2855516298744e-07,3.071389159385622e-08,1.2437922949589463e-07,1.0804739396527489e-08,2.1193650725479663e-06,6.3356049719124335e-06,1.1864134246749945e-08
1.628553631524582e-07,0.4584845427068464,3.76,0.0,0.663140978533716,0.9999764794320795,4.4379101048181615e-06,6.360655544173688e-14,2.3682535865279368e-11,0.0038353139616797093,0.0002524636241667285,0.0005164609922464194,0.00028228447958691504,0.0006347054832524085,1.6198077258197235e-05,0.00035121494356689305,7.160291514211885e-08,5.373431035345932e-07,3.3598934768788266e-08,1.3039214866659092e-07,1.2036338356323029e-08,2.1632683863747824e-06,6.552127181742645e-06,1.2999318304305012e-08
1.656890210069724e-07,0.4584901882829592,3.76,0.0,0.6630664525427774,0.9999757028001302,4.617739558319952e-06,6.814303611441374e-14,2.4060035978052992e-11,0.0038933255735083155,0.00025969708014939914,0.0005337760345126173,0.0002922283830698692,0.0006642132338423089,1.6735251144513912e-05,0.00037035291325365885,7.371252907580084e-08,5.460901927985905e-07,3.669507092680225e-08,1.3662473125138447e-07,1.3382657489765175e-08,2.2071134595817433e-06,6.77196631235422e-06,1.4223215177364874e-08
1.685226788614866e-07,0.45849590238755217,3.76,0.0,0.6629910133181484,0.9999749100583386,4.801165506884641e-06,7.290895881577178e-14,2.4436096054482393e-11,0.003951072732416882,0.0002670068202462897,0.0005513497385986113,0.00030231959422034936,0.0006945587828401536,1.7284857524916997e-05,0.0003901561647201044,7.58451845267023e-08,5.547967095784316e-07,4.0013341994273514e-08,1.4308318617760385e-07,1.4852023995094204e-08,2.2509024886113164e-06,6.9951089016060505e-06,1.5541216605169898e-08
1.7135633671600078e-07,0.45850168572775385,3.76,0.0,0.6629146527123615,0.9999741010533841,4.98818303855431e-06,7.791108146990861e-14,2.4810738753087007e-11,0.004008557427744877,0.0002743918678235771,0.0005691808977429986,0.00031255650612852605,0.0007257508468653795,1.7847048361764572e-05,0.0004106342878747175,7.80005923327711e-08,5.63462935427569e-07,4.356512475690892e-08,1.497738453153663e-07,1.6453197462569274e-08,2.2946380437121316e-06,7.2215417338797664e-06,1.6958947147366845e-08
1.7418999457051497e-07,0.458507539001351,3.76,0.0,0.6628373626837669,0.9999732756338587,5.178787464532887e-06,8.315620116776371e-14,2.518398706312259e-11,0.00406578166660892,0.0002818512403322556,0.000587268313489013,0.0003229375011239965,0.0007577980285682252,1.842197304688218e-05,0.0004317967594474604,8.017846152527009e-08,5.720891546245407e-07,4.736213173181446e-08,1.5670316374705927e-07,1.819538290734992e-08,2.3383230492533537e-06,7.451251846458057e-06,1.848226983442368e-08
1.7702365242502916e-07,0.4585134628967341,3.76,0.0,0.6627591352972227,0.9999724336502743,5.372974347402959e-06,8.865115179065346e-14,2.555586430139347e-11,0.004122747473659727,0.00028938394939691307,0.0006056107957380896,0.0003334609509665315,0.0007907088159246989,1.900977838244938e-05,0.00045365294223310445,8.237849935002499e-08,5.806756541424282e-07,5.141641178513327e-08,1.638777200036179e-07,2.008824383691526e-08,2.3819607654946745e-06,7.684226535921252e-06,2.011729180997971e-08
1.7985731027954335e-07,0.45851945809284345,3.76,0.0,0.6626799627247751,0.99997157495507,5.570739527892244e-06,9.440280167512796e-14,2.592639410881876e-11,0.00417945689082342,0.0002969890009140935,0.0006242071628028057,0.00034412521704167335,0.0008244915815425517,1.9610608562258556e-05,0.00047621208434853976,8.460041129202248e-08,5.892227236169089e-07,5.574035049456932e-08,1.7130421626630681e-07,2.214191534323186e-08,2.4255547716873474e-06,7.92045336455676e-06,2.187036996121607e-08
1.8269096813405754e-07,0.4585255252591143,3.76,0.0,0.6625998372463233,0.9999706994026202,5.772079150294781e-06,1.0041805131957401e-13,2.629560044675537e-11,0.004235911977027488,0.00030466539515954747,0.0006430562414591328,0.00035492865056176783,0.000859154581979332,2.0224605153362833e-05,0.000499483318504455,8.684390110308181e-08,5.977306553127353e-07,6.034667025632163e-08,1.7898947853274344e-07,2.4367017209853e-08,2.4691089503917386e-06,8.159920166775906e-06,2.3748116533332475e-08
1.8552462598857173e-07,0.4585316650554253,3.76,0.0,0.662518751250274,0.9999698068492407,5.976989686642778e-06,1.0670383113295768e-13,2.666350759308024e-11,0.004292114807911593,0.0003124121269037643,0.0006621568669979276,0.00036586959277289517,0.000894705957073529,2.085190707813022e-05,0.0005234756612918156,8.91086708323603e-08,6.061997440884595e-07,6.52484301361634e-08,1.8694045674593524e-07,2.6774667024111898e-08,2.5126274729060555e-06,8.402615055532777e-06,2.575740472422041e-08
1.8835828384308593e-07,0.45853787813204727,3.76,0.0,0.6624366972341802,0.9999688971531964,6.185467959716746e-06,1.1326709922606548e-13,2.703014013803508e-11,0.004348067475523499,0.00032022818553525864,0.00068150788327559,0.00037694637516807913,0.0009311537292897524,2.1492650596720734e-05,0.0005481980124835922,9.139442085948614e-08,6.146302873592622e-07,7.045902546460925e-08,1.9516422488513456e-07,2.9376493284559017e-08,2.556114785709323e-06,8.648526428739616e-06,2.790537425542997e-08
1.9119194169760012e-07,0.45854416512959295,3.76,0.0,0.662353667805367,0.9999679701747065,6.397511164973902e-06,1.201148392455676e-13,2.7395522979836785e-11,0.004403772088000336,0.00032811255519114396,0.0007011081427638271,0.0003881573197070613,0.0009685058030788332,2.214696929000336e-05,0.000573659154352218,9.370084993013902e-08,6.230225850577939e-07,7.599218717632248e-08,2.0366798101735079e-07,3.218464849378923e-08,2.599575597829501e-06,8.89764297567338e-06,3.019943691553822e-08
1.940255995521143e-07,0.45855052667896795,3.76,0.0,0.662269655681542,0.9999670257759524,6.613116891467728e-06,1.272540582511925e-13,2.7759681320057065e-11,0.0044592307692355075,0.00033606421489458613,0.0007209565065984504,0.000399500739042861,0.0010067699642536813,2.28149940429293e-05,0.000599867751003261,9.602765519392398e-08,6.313769395929901e-07,8.186198089412306e-08,2.1245904730839649e-07,3.521182222680867e-08,2.6430148690548034e-06,9.149953683368015e-06,3.264728207204059e-08
1.968592574066285e-07,0.45855696340132374,3.76,0.0,0.6621846536913902,0.999966063821081,6.832283141825115e-06,1.3469178463626387e-13,2.8122640658774932e-11,0.004514445658531506,0.0003440821386987751,0.0007410518446271411,0.00041097493675527354,0.0010459538793816919,2.3496853028378016e-05,0.0006268323477258191,9.837453224440172e-08,6.39693655806848e-07,8.808280575816724e-08,2.2154486999237977e-07,3.8471254165103234e-08,2.6864377989129824e-06,9.405447842987094e-06,3.5256882147904246e-08
1.996929152611427e-07,0.4585634759080119,3.76,0.0,0.662098654775156,0.9999650841762127,7.055008351341475e-06,1.4243506609181636e-13,2.8484426789505625e-11,0.0045694189102388795,0.0003521652958370853,0.0007613930354561234,0.00042257820759140945,0.001086065095194449,2.4192671691492115e-05,0.0006545613703601444,1.0074117516115637e-07,6.479730409291521e-07,9.466939300107863e-08,2.3093301929859527e-07,4.1976747086591194e-08,2.72984981634939e-06,9.664115056171404e-06,3.8036498058942254e-08
2.0252657311565688e-07,0.4585700648005388,3.76,0.0,0.6620116519852045,0.9999640867094444,7.281291406248838e-06,1.5049096761446843e-13,2.884506579391005e-11,0.004624152693381719,0.0003603126508791318,0.0007819789664956796,0.0004343088377133331,0.001127111038015444,2.4902572734517042e-05,0.000683063124683015,1.0312727655379249e-07,6.56215404530149e-07,1.0163680427001984e-07,2.4063118933480515e-07,4.574267980167032e-08,2.773256570040323e-06,9.925945241356157e-06,4.099468460819123e-08
2.0536023097017107e-07,0.45857673067052307,3.76,0.0,0.6619236384865689,0.9999630712908562,7.511131661206828e-06,1.5886656955819173e-13,2.920458403628877e-11,0.004678649191269902,0.00036852316389244486,0.0008028085340044422,0.00044616510495281764,0.0011690990132064837,2.562667610216111e-05,0.0007123457958113656,1.0553252760776407e-07,6.644210584711748e-07,1.0900042969690244e-07,2.506471979259419e-07,4.9784020025606796e-08,2.8166639192832967e-06,1.0190928640052523e-05,4.414029583350157e-08
2.0819388882468526e-07,0.45858347409965433,3.76,0.0,0.6618346075574816,0.9999620377925142,7.744528956061861e-06,1.6756896573008114e-13,2.95630081578648e-11,0.004732910601098444,0.00037679579060951376,0.0008238806431324108,0.0004581452790732016,0.0012120362046334533,2.6365098967491136e-05,0.0007424174476246933,1.0795661813194773e-07,6.725903168532611e-07,1.1677598571814067e-07,2.609889864073065e-07,5.4116337177557393e-08,2.860077925410727e-06,1.045905582308812e-05,4.7482490304579216e-08
2.1102754667919945e-07,0.4585902956596535,3.76,0.0,0.6617445525898833,0.999960986088476,7.981483631915642e-06,1.7660526153018802e-13,2.992036507085986e-11,0.00478693913353426,0.00038512948259995995,0.0008451942079626235,0.0004702476220382992,0.0012559296741520424,2.711795571837863e-05,0.0007732860222067512,1.1039923660787888e-07,6.807234959637449e-07,1.2497951264556164e-07,2.7166461937137944e-07,5.875581509656938e-08,2.9035048436778734e-06,1.0730317696801301e-05,5.103073636575077e-08
2.1386120453371364e-07,0.45859719591223386,3.76,0.0,0.6616534670899199,0.999959916054793,8.221996546540162e-06,1.85982572135444e-13,3.027668195236832e-11,0.004840737012290694,0.0003935231874476203,0.000866748151551436,0.0004824703882882916,0.001300786361114035,2.7885357944511116e-05,0.0008049593393070328,1.1286007024057547e-07,6.8882091422092e-07,1.336273719902927e-07,2.826822843674032e-07,6.371926466496296e-08,2.9469511155800233e-06,1.100470550918393e-05,5.479481732075992e-08
2.1669486238822784e-07,0.45860417540906534,3.76,0.0,0.6615613446784144,0.9999588275695152,8.466069089172817e-06,1.9570802072766103e-13,3.0631986238033995e-11,0.004894306473690125,0.0004019758489323245,0.0008885414059673444,0.0004948118250225037,0.0013466130818947375,2.8667414424982665e-05,0.0008374450958225453,1.1533880501087948e-07,6.968828921167632e-07,1.4273624354165004e-07,2.940502915529432e-07,6.902413632957017e-08,2.9904233615576117e-06,1.128221085596757e-05,5.878483655594212e-08
2.1952852024274203e-07,0.45861123469173987,3.76,0.0,0.661468179091324,0.9999577205126938,8.71370319472203e-06,2.0578873676555803e-13,3.0986305615534505e-11,0.004947649766215017,0.0004104864072161647,0.0009105729123282982,0.0005072701724889493,0.0013934165294420884,2.9464231116477655e-05,0.0008707508653003679,1.1783512572924845e-07,7.049097521577754e-07,1.5232312220325993e-07,3.057770732966749e-07,7.468853251138051e-08,3.0339283740514607e-06,1.1562825686647867e-05,6.301122259816664e-08
2.2236217809725622e-07,0.45861837429173846,3.76,0.0,0.6613739641801765,0.9999565947663834,8.96490135741077e-06,2.1623185430072356e-13,3.133966801787812e-11,0.005000769150047775,0.0004190537990340563,0.0009328416208374542,0.0005198436642805092,0.0014412032728479704,3.0275911142060764e-05,0.0009048840974614658,1.203487160909341e-07,7.129018188039784e-07,1.6240531458884365e-07,3.178711837316948e-07,8.073121989422843e-08,3.077473110873512e-06,1.1846542310442157e-05,6.748473410398016e-08
2.251958359517704e-07,0.4586255947304001,3.76,0.0,0.6612786939124843,0.9999554502146447,9.21966664388258e-06,2.2704451033738795e-13,3.1692101616518785e-11,0.00505366689659975,0.0004276769578884004,0.000955346490817313,0.0005325305276375937,0.0014899797569422227,3.110255478058646e-05,0.0009398521177462404,1.228792587324862e-07,7.208594184061184e-07,1.7300043538030195e-07,3.3034129825869977e-07,8.71716415832502e-08,3.1210646888613794e-06,1.2133353402175192e-05,7.221646477643453e-08
2.280294938062846e-07,0.45863289651889255,3.76,0.0,0.6611823623721411,0.9999542867435465,9.478002705792323e-06,2.382338432358373e-13,3.2043634814294215e-11,0.005106345288029801,0.000436354814247657,0.0009780864907421936,0.0005453289837571199,0.0015397523019098419,3.194425945674026e-05,0.0009756621268822639,1.2542643528952244e-07,7.287828791411192e-07,1.8412640345093188e-07,3.4319621299842434e-07,9.402992912393803e-08,3.164710377787762e-06,1.2423252008088094e-05,7.721784820613154e-08
2.3369680951531298e-07,0.4586477461390326,3.76,0.0,0.6609864923931533,0.9999519025975941,1.0005404758499222e-05,2.6177109067311984e-13,3.274411473161173e-11,0.005211053184913273,0.0004538703274114648,0.001024267800261732,0.0005712535307656134,0.0016423102299108585,3.3673227296241556e-05,0.0010498362886777657,1.305694120457691e-07,7.445287054450509e-07,2.080440524462811e-07,3.700962274254493e-07,1.090841408096717e-07,3.2521938977706587e-06,1.301228583855805e-05,8.807703541561798e-08
2.387973936534385e-07,0.4586613939324533,3.76,0.0,0.6608065229047957,0.9999496910602285,1.0492327686196842e-05,2.8431443408362675e-13,3.337175670168775e-11,0.005304563194661353,0.0004698105702988305,0.001066624963400956,0.0005949493129067571,0.0017380797332153125,3.52817257130774e-05,0.0011195423064856334,1.3525176690321013e-07,7.585865214748596e-07,2.31571274167937e-07,3.9571294914397743e-07,1.2427850368005077e-07,3.331189983853759e-06,1.3552913629398461e-05,9.889434357699548e-08
2.43897977791564e-07,0.45867531278140217,3.76,0.0,0.6606230282422485,0.9999474165441792,1.0990904683703895e-05,3.081891287102838e-13,3.3996932887477754e-11,0.005397398424179153,0.0004859112828387907,0.001109728326622328,0.0006189787493781529,0.001837169032959082,3.694040567583431e-05,0.0011920826130278296,1.3998302505182312e-07,7.725389076713804e-07,2.571105599074237e-07,4.2271866945305167e-07,1.4117254066997414e-07,3.4104808393775165e-06,1.410345439296727e-05,1.1077917092835937e-07
2.4899856192968953e-07,0.45868950529630637,3.76,0.0,0.6604359781551369,0.9999450784577204,1.1501179686874113e-05,3.33436659821628e-13,3.46198163101708e-11,0.005489572504683426,0.000502166145264478,0.0011535722086135484,0.0006433312905461742,0.0019396104399039664,3.8649731091613215e-05,0.001267494645047891,1.4476130162651058e-07,7.86387834892406e-07,2.847768175498621e-07,4.5116896120050247e-07,1.5991007723065506e-07,3.49011366118887e-06,1.4663881738131398e-05,1.238110953862088e-07
2.5409914606781505e-07,0.4587039739788398,3.76,0.0,0.6602453436387264,0.9999426762302264,1.2023203616683818e-05,3.6009841443283104e-13,3.524058180146637e-11,0.0055810991386044135,0.0005185688229569625,0.001198151026094208,0.0006679963499623613,0.0020454349343393035,4.0410135343559305e-05,0.00134581450381282,1.4958470624070934e-07,8.001352874677444e-07,3.1468776098718206e-07,4.811206026208203e-07,1.8064306618473634e-07,3.5701368286662457e-06,1.5234173604097012e-05,1.3807361898879467e-07
2.5919973020594057e-07,0.45871872122236124,3.76,0.0,0.6600510969375765,0.9999402093121409,1.2557034542765138e-05,3.882156582704258e-13,3.5859405845307563e-11,0.005671992089058867,0.0005351129707031763,0.0012434592941095767,0.0006929633110950698,0.0021546721631161203,4.222202121884375e-05,0.0014270769510500976,1.5445134424433135e-07,8.137832617300235e-07,3.4696380012686235e-07,5.126315580285099e-07,2.035317837374122e-07,3.6505998138219712e-06,1.5814312353151602e-05,1.5365424374691833e-07
