Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168)
2.8604781957127517e-13,0.34603292793387497,3.76,0.0,0.7119602747009459,0.9999999999864095,1.3128364212152033e-22,1.779615284472455e-35,5.624456255153458e-22,5.175762576041134e-09,2.3601455255520044e-11,2.0572911796827435e-15,1.0009453108585581e-11,1.623203780749739e-16,1.3590540706656774e-11,5.174249244247179e-17,4.73790337474856e-19,2.3755692756928397e-17,2.3273814648475317e-28,3.3392180548023886e-19,3.650195913262078e-34,2.4900998602390465e-17,2.037568511283547e-17,5.35655470576627e-27,2.1368547062611055e-26,1.4683145099624815e-17,1.2729474815402992e-34,2.034131890691006e-20,7.588675494695765e-50,1.961548372931143e-49,7.731642349587728e-24,7.492926626085058e-38,1.6173259477609544e-32,3.610232015237812e-18,2.2475936499051575e-38,1.749047007763998e-38,2.086706034694039e-34,5.9256414452031325e-33,4.4889571026113206e-45,1.641378995733935e-26,1.0532239322692932e-46,8.910755136400636e-39,2.7929085838297545e-28,1.1652759573642066e-45,3.288530060796004e-55,1.2757616126041297e-51,3.79379454416183e-16,1.3831579248617313e-20,1.9390580639773324e-33
4.2907173693459257e-13,0.3460329280160171,3.76,0.0,0.7119602733952028,0.9999999999796142,3.5857626355364645e-22,4.88571848057276e-35,1.1644563057153265e-21,7.763643010377996e-09,3.5403077336641566e-11,4.0429613605547115e-15,1.5014239421854738e-11,3.360693416282769e-16,2.038581219912065e-11,1.0712654100815241e-16,9.809293813430307e-19,4.918291147794935e-17,6.357069582146366e-28,6.913426907395097e-19,1.2765335504225339e-33,5.1554336313546804e-17,4.218533009057127e-17,1.463041156042147e-26,5.836438072416088e-26,2.667662763892303e-17,4.451728338346302e-34,4.210520996570383e-20,3.3470545713632762e-49,1.076359084432316e-48,2.1112857484859716e-23,3.0310902834843598e-37,5.702602078761337e-32,7.47446579242899e-18,7.874433187273048e-38,7.073439390867478e-38,8.43220630217586e-34,2.3957237833520054e-32,1.9647667330043301e-44,4.4830915459794467e-26,5.191435228760897e-46,3.6044696857978047e-38,7.626825168965623e-28,5.741946991596236e-45,1.9509693446920737e-54,5.621998290095548e-51,5.690584805724946e-16,2.863636134346678e-20,5.2961442666117e-33
5.7209565429791e-13,0.3460329280981591,3.76,0.0,0.711960272089459,0.9999999999728189,7.502613280870581e-22,1.0270086744430032e-34,1.9804094026350316e-21,1.0351522783894343e-08,4.720529556220571e-11,6.666928873867471e-15,2.0019065418621835e-11,5.715750114481644e-16,2.7181084211246114e-11,1.8219464370293275e-16,1.668314729850656e-18,8.364687280210143e-17,1.3301621568184572e-27,1.1757928426017842e-18,3.1898003722621706e-33,8.768039252151811e-17,7.174629733172437e-17,3.0611714520889893e-26,1.2211829531254565e-25,4.17727364157124e-17,1.1124013900534693e-33,7.159552339767158e-20,9.80043547474414e-49,3.450627750007073e-48,4.4166520919174325e-23,8.211674948052446e-37,1.4334051311728448e-31,1.2712009761882479e-17,1.9705969041545672e-37,1.915784772890266e-37,2.2830151176416956e-33,6.487995580058898e-32,5.724079589243099e-44,9.380085461510195e-26,1.6292937996956902e-45,9.764321587832689e-38,1.5955133590862516e-27,1.8017936469303924e-44,6.940767202053653e-54,1.6464820731943247e-50,7.587303633661931e-16,4.8702696136240195e-20,1.1081262274858425e-32
7.151195716612274e-13,0.3460329281803012,3.76,0.0,0.7119602707837147,0.9999999999660235,1.3658217652808549e-21,1.8785280636936465e-34,3.0255777445475473e-21,1.2939401849388961e-08,5.900815251093471e-11,9.974786223014983e-15,2.5023933936354097e-11,8.732516669545818e-16,3.3976356780174367e-11,2.7835295864555184e-16,2.548824775487428e-18,1.277929295800108e-16,2.4216035723205196e-27,1.7963457755174083e-18,6.76770687560714e-33,1.3395577923257295e-16,1.0961228639748635e-16,5.572745673910891e-26,2.2231257676701373e-25,6.01930761706909e-17,2.3601586796876794e-33,1.09359252349575e-19,2.392341898284698e-48,9.009845263889796e-48,8.038747084386658e-23,1.8450613198789625e-36,3.0474220540252123e-31,1.9420923844212068e-17,4.187274784961546e-37,4.303241024752205e-37,5.127120969289872e-33,1.4572929988948006e-31,1.3897002726362459e-43,1.7076011778178213e-25,4.1894268396778894e-45,2.1937177588107757e-37,2.904064658141174e-27,4.632237761896335e-44,2.0075323239582293e-53,4.0185041088134945e-50,9.483945929790287e-16,7.440631826846761e-20,2.0172937048721182e-32
1e-12,0.3460329283445853,3.76,0.0,0.7119602681828814,0.9999999999524882,3.59429194792706e-21,5.00121173802532e-34,5.804600635958112e-21,1.8094034740248626e-08,8.251947074721748e-11,1.8643903288300137e-14,3.499294902333327e-11,1.6754565112372173e-15,4.751143845097904e-11,5.340424975894049e-16,4.890170729900887e-18,2.4517692344574447e-16,6.3733256909901706e-27,3.4464131831140655e-18,2.4694022844071505e-32,2.570031831641342e-16,2.1029941929502902e-16,1.4665221926214097e-25,5.850423354486806e-25,1.0699568719916326e-16,8.611822789658767e-33,2.0971342379332758e-19,1.2531308125679176e-47,5.013165180765493e-47,2.1143304779027838e-22,7.129419734224444e-36,1.077502288593258e-30,3.7259695301816426e-17,1.5353513866450062e-36,1.6609104299879232e-36,1.9788434948078475e-32,5.625742542586598e-31,7.152813741721647e-43,4.4936664255721895e-25,2.353614906301267e-44,8.473331770035993e-37,7.638706540699952e-27,2.6010431989575097e-43,1.6684318192199971e-52,2.1109293377793475e-49,1.3261516745813383e-15,1.4275184800038317e-19,5.308651246791509e-32
1.0011674063878623e-12,0.3460329283445853,3.76,0.0,0.7119602681722235,0.9999999999524327,3.6061698328809634e-21,5.017916106126867e-34,5.81789868299426e-21,1.8115157811840953e-08,8.261582267827338e-11,1.8685127308054053e-14,3.503380122550116e-11,1.6792953262669293e-15,4.756690362356681e-11,5.352660353568188e-16,4.901374707210268e-18,2.4573862985173465e-16,6.39438929964059e-27,3.454309138877872e-18,2.4797067214719953e-32,2.5759199330447976e-16,2.1078123147370796e-16,1.4713685392251032e-25,5.869757128592749e-25,1.0721518011184234e-16,8.647758771566673e-33,2.1019351740012112e-19,1.2592924789513088e-47,5.038247889465919e-47,2.121314044150614e-22,7.159963485140311e-36,1.0819051770713687e-30,3.7345057111325343e-17,1.5417765250366067e-36,1.668021575352086e-36,1.9873159564502381e-32,5.649831846608932e-31,7.18775816210919e-43,4.508516271415501e-25,2.365445848412768e-44,8.509625117997599e-37,7.663938536582867e-27,2.6141156183542287e-43,1.6777500417831548e-52,2.121320481334366e-49,1.3276996147696589e-15,1.4307889495063135e-19,5.326194330984434e-32
1.5732630758411319e-12,0.34603292867315366,3.76,0.0,0.7119602629492325,0.9999999999252509,1.3944464809505244e-20,1.9869792771246172e-33,1.4192964854167108e-20,2.8466661115658104e-08,1.2983894011645987e-10,4.443306475659869e-14,5.5054053745249116e-11,4.097304611646312e-15,7.474800409164025e-11,1.3059036220630933e-15,1.1958263764176907e-17,5.995139405169968e-16,2.4731480796616925e-26,8.42746747166454e-18,1.5728896283233146e-31,6.284452794497547e-16,5.1424598877183405e-16,5.689537718322526e-25,2.269775221473821e-24,2.417355612107332e-16,5.485388582760843e-32,5.122816716400673e-19,1.4033287918976255e-46,5.359948405770062e-46,8.192591529902748e-22,4.61272302844882e-35,6.370201015497645e-30,9.110699836942182e-17,9.895043215126216e-36,1.071711409268277e-35,1.2776487790701087e-31,3.632779218102169e-30,7.765788905042234e-42,1.74332273314006e-24,2.6529753034273975e-43,5.4770443684265055e-36,2.960296242015815e-26,2.929007570741126e-42,3.386468054955834e-51,2.4078338783049142e-48,2.0862164981605302e-15,3.490593854557412e-19,2.059504253415477e-31
2.1453587452944015e-12,0.3460329290017221,3.76,0.0,0.7119602577262304,0.9999999998980685,3.4606640101184124e-20,5.026883468542523e-33,2.629133509188709e-20,3.8818152914823336e-08,1.7707243578274132e-10,8.129354688174685e-14,7.507499760129763e-11,7.590962470843243e-15,1.0192911361038754e-10,2.4192589622754984e-15,2.2153759740921464e-17,1.1105961767350055e-15,6.13882691647333e-26,1.5612167521522486e-17,5.124839542221034e-31,1.1642141497078139e-15,9.526642670597576e-16,1.4119994990451025e-24,5.633085010224447e-24,4.302699751818324e-16,1.787288116211901e-31,9.481222050177473e-19,5.9698898424636364e-46,2.2634528662962228e-45,2.031172607601929e-21,1.5239197318386432e-34,2.0266825221181868e-29,1.6877260746731017e-16,3.2496643538367835e-35,3.5343884560365925e-35,4.215759573466466e-31,1.1987090115449792e-29,3.240728822604427e-41,4.326393880165974e-24,1.122488952222818e-42,1.8083576324745718e-35,7.340308939598039e-26,1.2384960055464537e-41,1.7883349975006335e-50,1.0324734732430316e-47,2.8446090831148138e-15,6.466274368659175e-19,5.1110740460640446e-31
3.2895500842009407e-12,0.3460329296588592,3.76,0.0,0.7119602472801917,0.9999999998437029,1.256913136008035e-19,1.906196960604645e-32,6.165116910979792e-20,5.952110200970103e-08,2.7157055122623973e-10,1.8834203412420352e-13,1.1511895985144208e-10,1.7805466522514927e-14,1.5629135980058234e-10,5.6738738558866214e-15,5.195917376174674e-17,2.6044885135022372e-15,2.230564118316651e-25,3.6614191508046524e-17,2.9353304810032024e-30,2.730345316733566e-15,2.2342526302433757e-15,5.128377471645783e-24,2.0459961339462036e-23,9.693275775833127e-16,1.023723543773837e-30,2.2190308773229982e-18,5.82154946712273e-45,2.0826615415923708e-44,7.359504692691342e-21,8.739138211171705e-34,1.1098526436037427e-28,3.957799655108411e-16,1.9018873795690553e-34,2.0167866650222443e-34,2.409807815438727e-30,6.851424692691548e-29,2.9796251800205167e-40,1.5712638178287394e-23,1.0400361287281017e-41,1.0352471118749842e-34,2.6603953358332766e-25,1.1451272656719638e-40,2.721749171869676e-49,1.0307091694114829e-46,4.361021634636357e-15,1.516406682810433e-18,1.8562571826330334e-30
5.577932762014019e-12,0.34603293097313387,3.76,0.0,0.7119602263879773,0.9999999997349673,6.280962181317049e-19,1.0360624887020816e-31,1.7700021629835485e-19,1.0092686218861242e-07,4.6069126879753293e-10,5.357464537525034e-13,1.9521518980547832e-10,5.1150845542093956e-14,2.650159608470941e-10,1.6295044045677482e-14,1.4923633140771167e-16,7.478826270692289e-15,1.1156439636709222e-24,1.0514827898466518e-16,2.639964888009078e-29,7.8409210054485e-15,6.416494867465257e-15,2.5627089578783138e-23,1.0224691504576622e-22,2.6953581144445248e-15,9.207563056636147e-30,6.3455394824582285e-18,1.0729859537069582e-43,3.30547959889726e-43,3.658439843529304e-20,7.730663490796152e-33,9.428303011315169e-28,1.136409022606175e-15,1.7929075657771375e-33,1.7644408898565294e-33,2.1171903448845168e-29,6.017281039044348e-28,4.9502843873937597e-39,7.850910881888775e-23,1.7094657684584945e-40,9.123226147395684e-34,1.3233630285938686e-24,1.8744378336808133e-39,8.477874755806263e-48,2.0225449831205356e-45,7.39235734946775e-15,4.354282887445762e-18,9.275032223315701e-30
1e-11,0.34603293360168574,3.76,0.0,0.7119601860153761,0.9999999995248305,3.733994653170212e-18,7.141061977770378e-31,5.683246431319571e-19,1.8093876940887846e-07,8.266180659084739e-10,1.7106548056163923e-12,3.5002445568447566e-10,1.6444062808656116e-13,4.751156269980934e-10,5.2355815307187176e-14,4.795751751536449e-16,2.4022216357568734e-14,6.644376729397817e-24,3.378043353749285e-16,2.9960778359608417e-28,2.5189741011116278e-14,2.0615153774533112e-14,1.5235004760023134e-22,6.079166594862994e-22,8.478108511040175e-15,1.045052975454395e-28,2.021439606750247e-17,2.811266556599032e-42,6.992279758714108e-42,2.1519311519465807e-19,8.636219020946757e-32,1.0180894888895632e-26,3.649673946894125e-15,2.2266905217414166e-32,1.9276642060810223e-32,2.3334131036955802e-28,6.626101553659103e-27,1.0854610246791362e-37,4.66622311949418e-22,3.716909185912879e-39,1.0115992483177847e-32,7.794714522059721e-24,4.042080702545379e-38,3.605335939097409e-46,5.813252431264259e-44,1.3244487630789257e-14,1.3985441038943067e-17,5.512819832239112e-29
1.0154698117640176e-11,0.34603293360168574,3.76,0.0,0.7119601846030006,0.999999999517479,3.8935908584518185e-18,7.461317985473131e-31,5.860329931200539e-19,1.8373783051811745e-07,8.394305798455947e-10,1.7637722984729981e-12,3.554409310782454e-10,1.6956949645496276e-13,4.824655980589361e-10,5.3988033144127916e-14,4.945281839987102e-16,2.477093988203567e-14,6.928549784406191e-24,3.483346414210591e-16,3.1460231105445e-28,2.5974966318703726e-14,2.1257816458795136e-14,1.5886168092955303e-22,6.339008668171699e-22,8.73880147940117e-15,1.097355735152489e-28,2.0840221881484887e-17,2.96569739695851e-42,7.369995880387946e-42,2.2435552774322913e-19,9.06729640439038e-32,1.0686136814093707e-26,3.763414101498118e-15,2.33977608347622e-32,2.0235058932218657e-32,2.4496093920346814e-28,6.956009106977769e-27,1.1442748900599041e-37,4.865647261122623e-22,3.9181620426449594e-39,1.0620273145331268e-32,8.12675867796381e-24,4.2607847071701606e-38,3.808712738014642e-46,6.13457037240784e-44,1.3449079896544024e-14,1.4421322433385243e-17,5.748428176508097e-29
1.4731463473266332e-11,0.3460329362302413,3.76,0.0,0.7119601428172933,0.9999999992999675,1.1448375370812296e-17,2.4352990444602923e-30,1.2326115760211425e-18,2.665480628172738e-07,1.2188336442633227e-09,3.702749296555794e-12,5.157111257173397e-10,3.570410218217349e-13,6.999158160301762e-10,1.1361934835092469e-13,1.040900632667127e-15,5.2117528287131e-14,2.039981979002363e-23,7.330116991460687e-16,1.2375353807403963e-27,5.465924433993159e-14,4.473581116365303e-14,4.67102766015158e-22,1.8640531731251835e-21,1.823711600821952e-14,4.317013123603499e-28,4.353296944833091e-17,1.6378420937494013e-41,3.8489217133138885e-41,6.547042344312927e-19,3.672376382717439e-31,4.2689632085930163e-26,7.917183117481541e-15,9.665516272839136e-32,8.094173823507569e-32,9.847111267878383e-28,2.794836733099127e-26,5.749168409003655e-37,1.43041306373597e-21,2.0187226464431074e-38,4.2836893326774467e-32,2.3738388044943262e-23,2.1854379883597076e-37,2.406969616355984e-45,3.4312372056739398e-43,1.9497881742421394e-14,3.034093422303747e-17,1.6899706624606504e-28
1.930822882889249e-11,0.34603293885880027,3.76,0.0,0.7119601010308555,0.999999999082433,2.507438669301881e-17,5.8559686272156305e-30,2.116409378551317e-18,3.4935755909697065e-07,1.59890034814517e-09,6.3526701448940915e-12,6.760258829758572e-10,6.136804502086377e-13,9.17366615600444e-10,1.9519475228192695e-13,1.7884892640317085e-15,8.951377423432375e-14,4.473866331656e-23,1.2591790399089837e-15,3.358571507387818e-27,9.389333929649221e-14,7.685171552008156e-14,1.02305671974363e-21,4.083098075745696e-21,3.118987351835718e-14,1.1717187201958789e-27,7.425292207505215e-17,5.907605618813217e-41,1.3180725106752656e-40,1.423752607425556e-18,1.0250380978741483e-30,1.1791842640597913e-25,1.3596459660894797e-14,2.7403415032675663e-31,2.2330834393002986e-31,2.729215131425892e-27,7.742510318990684e-26,1.8749904930903836e-36,3.1324150349945332e-21,6.764982536211681e-38,1.1911285350665598e-31,5.1670995774729433e-23,7.286560350926928e-37,9.437605213714002e-45,1.2248714834450195e-42,2.553877845228707e-14,5.210966139843632e-17,3.700885956040503e-28
2.3884994184518646e-11,0.3460329414873628,3.76,0.0,0.711960059243687,0.9999999988648756,4.66136167416475e-17,1.1864029365571012e-29,3.2370895128468125e-18,4.321663193675819e-07,1.9796305745687873e-09,9.713528143503759e-12,8.363853158105594e-10,9.396067542833173e-13,1.1348179976385886e-09,2.987202420048896e-13,2.7374342925486207e-15,1.369547121585456e-13,8.32788723730767e-23,1.9268364072824253e-15,7.441125922373502e-27,1.4367683511892748e-13,1.1760681608947996e-13,1.9018812618669784e-21,7.591341160838676e-21,4.7596636827220586e-14,2.5962816672033774e-27,1.1282722572377804e-16,1.6895520446057514e-40,3.5641858422003e-40,2.628161875284935e-18,2.3250192072240336e-30,2.6503803859288026e-25,2.0799947753984595e-14,6.328262540893269e-31,5.006544256001937e-31,6.146916117543259e-27,1.7429986280678415e-25,4.839752941148021e-36,5.8222893837866984e-21,1.7915406674333834e-37,2.6916451583617066e-31,9.547096430266223e-23,1.91892191891689e-36,2.856355757005401e-44,3.430382300117992e-42,3.1571786088520965e-14,7.972395124972854e-17,6.879055731176199e-28
3.3038524895770956e-11,0.34603294674449847,3.76,0.0,0.7119599756671584,0.9999999984296913,1.2026117826812586e-16,3.5704980067622037e-29,6.187850569797062e-18,5.977816319186828e-07,2.743081162884011e-09,1.856803201577171e-11,1.1572386269100206e-09,1.7997611345096513e-12,1.569722512342257e-09,5.716438340450386e-13,5.239912714811222e-15,2.619522829633053e-13,2.1542085715461797e-22,3.686620527064902e-15,2.5374837331598733e-26,2.7489051193261887e-13,2.2503938012496615e-13,4.9068096908670346e-21,1.9589628753297548e-20,9.077057360311883e-14,8.85545668257378e-27,2.1291915324597182e-16,9.154483619636516e-40,1.6971889524811178e-39,6.686277239346214e-18,8.23763668805042e-30,9.235436663297827e-25,3.9774761770041756e-14,2.3371777862841576e-30,1.731939796658362e-30,2.1464704088104586e-26,6.080533679014662e-25,2.124015539033557e-35,1.5016585603506625e-20,8.248877430983436e-37,9.465041417352161e-31,2.433468758729397e-22,8.72128691021649e-36,1.6598653579325104e-43,1.7515583466457734e-41,4.361419357631924e-14,1.5247613605933673e-16,1.7742853412601486e-27
4.219205560702327e-11,0.34603295200164846,3.76,0.0,0.7119598920877076,0.9999999979944149,2.4716333566847363e-16,8.361599048857362e-29,1.008220163053572e-17,7.63394000550923e-07,3.5091844745757526e-09,3.026620987997156e-11,1.4782719644918446e-09,2.9384582801551715e-12,2.0046293671155693e-09,9.32438561176513e-13,8.549457806055672e-15,4.2707049350278684e-13,4.438680221834434e-22,6.012362552161451e-15,6.452535168960214e-26,4.4829699853682615e-13,3.6704381837636604e-13,1.0084659631575632e-20,4.0269717277555175e-20,1.47755457334989e-13,2.2523002666283378e-26,3.424890794400266e-16,3.2345063245295376e-39,5.4351515966440925e-39,1.3556520691132009e-17,2.153470168451779e-29,2.3813294630848748e-24,6.483125502478535e-14,6.357240280947231e-30,4.431748422115153e-30,5.539382020938075e-26,1.5678063021350769e-24,6.485191797733679e-35,3.0853090390394433e-20,2.6080285436730652e-36,2.4580779475250114e-30,4.943151146183101e-22,2.7295598584676987e-35,6.148744899149438e-43,5.97733690731962e-41,5.562523266309779e-14,2.485692699824859e-16,3.645588881440761e-27
5.1345586318275584e-11,0.3460329572588126,3.76,0.0,0.7119598085053341,0.9999999975590461,4.428713210714807e-16,1.6814132905781458e-28,1.4917314785259714e-17,9.290034253484985e-07,4.277939526520706e-09,4.480800833703381e-11,1.7994862812698049e-09,4.35670240109107e-12,2.439538569304859e-09,1.3811556624728344e-12,1.2667247653103369e-14,6.322675394351379e-13,7.973581658312299e-22,8.904060973387987e-15,1.380044168313726e-25,6.638928696119806e-13,5.436309615828758e-13,1.8069992041665752e-20,7.217147118797491e-20,2.1854765975053136e-13,4.818103332928014e-26,5.002069459002079e-16,9.134960628638296e-39,1.4000401552419748e-38,2.3962373490572522e-17,4.7042262679031733e-29,5.135342433963966e-24,9.595852730781045e-14,1.4474727817969908e-29,9.478547380105182e-30,1.194853955809905e-25,3.378770878244232e-24,1.614623871668797e-34,5.526632097398618e-20,6.68959438327356e-36,5.3355881228772664e-30,8.754264492487894e-22,6.93379022626221e-35,1.8032191153440475e-42,1.641421585526254e-40,6.760503827346518e-14,3.6797387970946335e-16,6.530500150102772e-27
6.965264774078021e-11,0.3460329677731842,3.76,0.0,0.7119596413318201,0.9999999966880325,1.101224481592486e-15,5.183142038485012e-28,2.739888997580346e-17,1.2602134437651303e-06,5.8234010314168175e-09,8.242226087543813e-11,2.4424615551036233e-09,8.0357373605236e-12,3.309364044559052e-09,2.5425587024479446e-12,2.333211769117815e-14,1.1627357979060617e-12,1.9938448192725583e-21,1.6385321572811057e-14,4.691210260774856e-25,1.2216396385701645e-12,1.0005952354503596e-12,4.493263272164397e-20,1.7954281568715443e-19,4.0154011805051034e-13,1.6385970119725947e-25,8.954334808312198e-16,5.646685252128302e-38,6.792067203904756e-38,5.782435045002548e-17,1.6598213649648043e-28,1.7565345273370945e-23,1.7638314507282762e-13,5.712914978109438e-29,3.167824607467716e-29,4.0829104844238027e-25,1.1518035902164239e-23,7.484724219924814e-34,1.3732993409057863e-19,3.321218896594047e-35,1.8537992867388395e-29,2.121838432518826e-21,3.354742032264354e-34,1.2623138790743777e-41,9.830657628628091e-40,9.147147125969736e-14,6.766050231146356e-16,1.6228897717284517e-26
