Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20)
9.404047017899708e-08,0.126686976741254,3.76,0.0,0.6318363857620923,0.9999999616072092,2.8841516024283745e-10,1.3413268476546535e-28,2.5203028996002476e-20,5.316592587393266e-07,3.8043022021127906e-08,1.133900196884916e-08,2.6607187398403463e-09,5.924440130760966e-09,3.249849608749878e-08,1.8834553469704955e-09,9.664500759340455e-10,4.495418564696111e-09,3.2348982367393846e-18,4.258672587545158e-11,8.950202383754479e-20,1.7704559883244123e-10,2.4580279068720846e-10,1.7955298029064107e-16,3.466930302720311e-16,6.839393657173568e-11,7.315832417165773e-19,2.030043429418831e-14,4.2745177451854706e-31,4.143674322684819e-30
9.582531598618702e-08,0.12668697686387329,3.76,0.0,0.631836379427163,0.9999999607720582,3.035412689546545e-10,1.4077044065090674e-28,2.5676596071474477e-20,5.414895776790486e-07,3.8906148695148537e-08,1.176948104092678e-08,2.737484970436919e-09,6.169934545696861e-09,3.3161584050855364e-08,1.9746071734911965e-09,9.948430179397113e-10,4.6211132569613165e-09,3.454082118483241e-18,4.425541674307425e-11,9.72822475698117e-20,1.8266479207983647e-10,2.5513949794621984e-10,1.8821635558763718e-16,3.718534464062408e-16,7.092451015973605e-11,7.962962996403362e-19,2.0765063910676606e-14,4.809268717825024e-31,4.751809067695173e-30
9.761016179337696e-08,0.1266869769865571,3.76,0.0,0.631836373081075,0.9999999599336584,3.191424294174545e-10,1.4759860160538216e-28,2.61497484821651e-20,5.513113112318572e-07,3.9774568321001464e-08,1.2207843292113462e-08,2.8149645249838586e-09,6.421055660794132e-09,3.382674780667728e-08,2.0683635914373956e-09,1.0234757176756099e-09,4.7473373397850675e-09,3.683942909668358e-18,4.5957834103679256e-11,1.0558484643921893e-19,1.8834228915904467e-10,2.6464742678839537e-10,1.971086174188843e-16,3.982994406990444e-16,7.349122989254719e-11,8.654439484978516e-19,2.1232558624155983e-14,5.3992771597516135e-31,5.435139805193641e-30
9.93950076005669e-08,0.12668697710930663,3.76,0.0,0.6318363667238043,0.9999999590920204,3.3522350792321545e-10,1.5461877270138624e-28,2.6622487890435478e-20,5.611244929223683e-07,4.0648272390487484e-08,1.265408184997724e-08,2.893150617653256e-09,6.677838869901042e-09,3.449400362087895e-08,2.164748572659701e-09,1.052345660655441e-09,4.8740642578145665e-09,3.924807338608331e-18,4.769408283690778e-11,1.1443504217652627e-19,1.9407721962127366e-10,2.7432643533902257e-10,2.0623071436535255e-16,4.260692927111649e-16,7.609362499203699e-11,9.39245222515402e-19,2.1702913911167674e-14,6.049088944936005e-31,6.201281432008916e-30
9.999999999999998e-08,0.12668697723212288,3.76,0.0,0.631836364566398,0.9999999588060053,3.4078411733983687e-10,1.5704218867319253e-28,2.6782634487474638e-20,5.644488399704052e-07,4.094562128167426e-08,1.2807125275534066e-08,2.9198117878472653e-09,6.766169392975648e-09,3.472065465788526e-08,2.1980199884449335e-09,1.0621848403519955e-09,4.917129244976437e-09,4.0090063813008514e-18,4.829029868565898e-11,1.175637520397489e-19,1.9603401783019383e-10,2.776460355007162e-10,2.0937506726913491e-16,4.3578940809760714e-16,7.698374894683423e-11,9.653567511193212e-19,2.1862994139954046e-14,6.283765602678169e-31,6.4812011160727e-30
1.0117985340775684e-07,0.12668697723212288,3.76,0.0,0.6318363603553264,0.9999999582471547,3.517893036050856e-10,1.6183254870285124e-28,2.7094815910585444e-20,5.709291552889584e-07,4.152725213137748e-08,1.3108189865828414e-08,2.9720366770043825e-09,6.940319477729518e-09,3.5163367661068905e-08,2.2637858975547044e-09,1.0814504220582008e-09,5.0012684178917396e-09,4.1770066054684875e-18,4.946426862992258e-11,1.238588406869777e-19,1.9986873663500704e-10,2.8417638219022185e-10,2.1558358143350602e-16,4.552015249851088e-16,7.873123945315255e-11,1.0179260774688646e-18,2.217612504913632e-14,6.763526739071574e-31,7.058452508796498e-30
1.0296469921494678e-07,0.12668697735500703,3.76,0.0,0.6318363539756177,0.9999999573990697,3.6884453833156497e-10,1.6924149303604825e-28,2.75667340911566e-20,5.807253295737645e-07,4.2411498338294307e-08,1.3570160520512914e-08,3.051616462802174e-09,7.208532695830238e-09,3.583485595462121e-08,2.3654990817119894e-09,1.1107877620923804e-09,5.128925493151853e-09,4.440876174100736e-18,5.126849801915135e-11,1.3388299674012175e-19,2.0571602145049788e-10,2.9419712651845487e-10,2.2516812209209936e-16,4.857350432377333e-16,8.140362659721862e-11,1.1017191398146697e-18,2.26521867860327e-14,7.547713308537579e-31,8.01551595134474e-30
1.0474954502213672e-07,0.12668697747796,3.76,0.0,0.6318363475846548,0.9999999565477734,3.863938725846069e-10,1.7684716898120773e-28,2.8038243937129634e-20,5.905130461670128e-07,4.3301001600136504e-08,1.4039987016077155e-08,3.1318839079371757e-09,7.482513646874064e-09,3.650848444394108e-08,2.4699114754636127e-09,1.1403555035350058e-09,5.257011987187616e-09,4.716756002694751e-18,5.310687833160392e-11,1.4453507739929426e-19,2.116182771685865e-10,3.0438852791574416e-10,2.3498523163023206e-16,5.177089599052308e-16,8.411035446375622e-11,1.1908641885820362e-18,2.31310938529318e-14,8.407069398987488e-31,9.082008299490484e-30
1.0653439082932665e-07,0.12668697760098305,3.76,0.0,0.6318363411824143,0.9999999556932726,4.0444189084453584e-10,1.8465110853176295e-28,2.850934688956039e-20,6.002923341718607e-07,4.419575207130792e-08,1.4517662583898024e-08,3.212833277292257e-09,7.762297360091289e-09,3.718426893043486e-08,2.5770461640561605e-09,1.1701516573468115e-09,5.385505660920433e-09,5.004990232941549e-18,5.497951774242692e-11,1.558434049569281e-19,2.1757473443308466e-10,3.1475044655402214e-10,2.4503577316974947e-16,5.511628052554041e-16,8.685099964777222e-11,1.2856077520299186e-18,2.361284101135465e-14,9.347343763911305e-31,1.0268188746063908e-29
1.083192366365166e-07,0.12668697772407692,3.76,0.0,0.6318363347688735,0.9999999548355734,4.229931194343901e-10,1.9265484660300222e-28,2.898004435094241e-20,6.100632219026733e-07,4.509573972486072e-08,1.5003180475341658e-08,3.2944589915600002e-09,8.047918775791548e-09,3.786222513585486e-08,2.686926078597682e-09,1.2001742871544252e-09,5.514385043845218e-09,5.305927474112069e-18,5.688652520929922e-11,1.678371303228718e-19,2.2358464463433463e-10,3.2528274299671286e-10,2.55320603636132e-16,5.861363185657646e-16,8.962515301155149e-11,1.386203658575318e-18,2.409742280222735e-14,1.0374607774649478e-30,1.1585067300292948e-29
1.1010408244370653e-07,0.12668697784724267,3.76,0.0,0.6318363283440096,0.9999999539746809,4.420520284363498e-10,2.0085991116578783e-28,2.9450337686308295e-20,6.198257369210758e-07,4.6000954364445674e-08,1.549653396107671e-08,3.3767556185133254e-09,8.339412745062161e-09,3.8542368704679254e-08,2.7995740016802653e-09,1.2304215054771734e-09,5.6436293986771414e-09,5.619920790568513e-18,5.882801046800963e-11,1.805462448758663e-19,2.296472794362352e-10,3.3598527818501163e-10,2.6584057462365477e-16,6.226694421926135e-16,9.243241908643433e-11,1.4929131374937212e-18,2.458483353228806e-14,1.149527090465013e-30,1.3044448907554408e-29
1.1254683063489819e-07,0.12668697801592618,3.76,0.0,0.6318363195325171,0.9999999527912912,4.689670158453289e-10,2.124184482579224e-28,3.0093330670471835e-20,6.331732372537105e-07,4.724828824196245e-08,1.61844278711451e-08,3.4904651968566226e-09,8.74793445858472e-09,3.947678994771798e-08,2.9582720229859014e-09,1.2721788214481364e-09,5.821069590260968e-09,6.071466351870628e-18,6.154122050414404e-11,1.9915572317421138e-19,2.380288087657075e-10,3.5090849502393e-10,2.806208917150199e-16,6.752700837261718e-16,9.632742652521008e-11,1.6493550818245356e-18,2.5256480888662403e-14,1.3192789283963007e-30,1.529591402201022e-29
1.1498957882608985e-07,0.1266869781847485,3.76,0.0,0.6318363106997165,0.9999999516019366,4.968522860632952e-10,2.2436070944896964e-28,3.073557238915394e-20,6.465051698976662e-07,4.85053653343081e-08,1.6886968784351064e-08,3.605409030460586e-09,9.167609849203966e-09,4.041537691259874e-08,3.1222543346659667e-09,1.3143492663846526e-09,5.999108443333513e-09,6.5490659769763184e-18,6.431950312274097e-11,2.1924447347621683e-19,2.4650603693228856e-10,3.661499688984106e-10,2.958452957826858e-16,7.309715757263249e-16,1.0028278051596694e-10,1.8184624699681873e-18,2.5933401231212105e-14,1.509647274403357e-30,1.7873229337903194e-29
1.1743232701728151e-07,0.126686978353712,3.76,0.0,0.6318363018455516,0.9999999504066228,5.257187556070224e-10,2.3669046544139e-28,3.1377065940394037e-20,6.598215974791529e-07,4.977215726973292e-08,1.7604139647510103e-08,3.7215750096157785e-09,9.598527426979863e-09,4.135816882564474e-08,3.2915776899885603e-09,1.3569288549672998e-09,6.177700626025802e-09,7.053663982472278e-18,6.716314687404992e-11,2.408969616389587e-19,2.5507729459848096e-10,3.8170934721050287e-10,3.1151584441672156e-16,7.898789560058196e-16,1.0429756400475477e-10,2.0009721203715157e-18,2.6615579123172794e-14,1.722616922864211e-30,2.0814814023496438e-29
1.1987507520847317e-07,0.12668697852281893,3.76,0.0,0.6318362929699672,0.9999999492053535,5.555771536415056e-10,2.4941145699305387e-28,3.201781429220968e-20,6.731225800133781e-07,5.1048635024689365e-08,1.833592347438936e-08,3.838951577360053e-09,1.0040775383337083e-08,4.2305204622577084e-08,3.4662982999498793e-09,1.3999138334409736e-09,6.356803349769198e-09,7.586219880620615e-18,7.00724430342962e-11,2.6420068896799403e-19,2.637409809350286e-10,3.9758627867357013e-10,3.2763456609738083e-16,8.520981672063672e-16,1.0837089729515533e-10,2.1976476746097203e-18,2.7302998745631335e-14,1.9603158410783993e-30,2.4162634685187186e-29
1.223178233996648e-07,0.12668697869207138,3.76,0.0,0.6318362840729086,0.9999999479981296,5.86438030124071e-10,2.6252738960188064e-28,3.265782029032018e-20,6.86408175062291e-07,5.23347689837266e-08,1.9082303342701056e-08,3.957527686946724e-09,1.0494441590875202e-08,4.325652296148512e-08,3.646471860581043e-09,1.4433006556150184e-09,6.5363762146140685e-09,8.14770836468723e-18,7.304768558428371e-11,2.89246242312316e-19,2.7249556078459463e-10,4.137804132520201e-10,3.442034651453595e-16,9.177360366884175e-16,1.1250193685183944e-10,2.4092800270998932e-18,2.7995643962858247e-14,2.2250221240409935e-30,2.796244370798171e-29
1.2476057159085646e-07,0.12668697886147148,3.76,0.0,0.6318362751543217,0.99999994678495,6.183117624179394e-10,2.7604192958890314e-28,3.3297086663884123e-20,6.996784378508517e-07,5.363052897892158e-08,1.984326239187592e-08,4.077292773622556e-09,1.0959613602890915e-08,4.4212162230900054e-08,3.832153571237765e-09,1.487085969520237e-09,6.716381095229731e-09,8.73911927795427e-18,7.608917119315696e-11,3.1612733886568536e-19,2.8133956235093797e-10,4.3029140211679014e-10,3.612245246200416e-16,9.86900270981859e-16,1.1668987374746815e-10,2.6366877139212233e-18,2.8693498367169304e-14,2.5191711140547844e-30,3.226402342296746e-29
1.272033197820481e-07,0.12668697903102144,3.76,0.0,0.6318362662141533,0.9999999455658114,6.512085613532489e-10,2.899587051050071e-28,3.393561603083408e-20,7.129334213732077e-07,5.493588432598238e-08,2.0618783821030083e-08,4.198236728834216e-09,1.1436378652991565e-08,4.517216055721398e-08,4.0233981513255844e-09,1.5312666050851248e-09,6.896782036798521e-09,9.361457589446352e-18,7.9197199203288e-11,3.449408683258172e-19,2.9027157503005903e-10,4.4711889760473e-10,3.7869970898767834e-16,1.0596994496225803e-15,1.209339322850523e-10,2.880717277311382e-18,2.9396545288705317e-14,2.8453623056283838e-30,3.712142352090451e-29
1.3208881616443142e-07,0.12668697937057846,3.76,0.0,0.6318362482688614,0.999999943109636,7.201114170294169e-10,3.1901330834461966e-28,3.5210473703053836e-20,7.393977522912498e-07,5.757525605746757e-08,2.2213446897933862e-08,4.443622877787626e-09,1.2425035201682641e-08,4.7105385638742765e-08,4.422792536004541e-09,1.6208019601485396e-09,7.258638303214458e-09,1.0703011836848376e-17,8.561409303963572e-11,4.087689822855127e-19,3.083942798664766e-10,4.81722023302471e-10,4.1502024071233296e-16,1.216641242535193e-15,1.295874686388904e-10,3.4221711111079937e-18,3.0818148794572006e-14,3.605142063427773e-30,4.874311722725003e-29
1.3697431254681473e-07,0.126686979710758,3.76,0.0,0.6318362302366185,0.9999999406295417,7.932252204811961e-10,3.497195558663737e-28,3.648241226463695e-20,7.658015519256822e-07,6.025263005158936e-08,2.3866159268811135e-08,4.6936131978314936e-09,1.3461102701552094e-08,4.905649832579394e-08,4.845083942324496e-09,1.7118843918215053e-09,7.621696106209213e-09,1.2180712875856539e-17,9.230081459951216e-11,4.815710741488499e-19,3.268535154854755e-10,5.175870305341986e-10,4.531805333859471e-16,1.3894470711557452e-15,1.3845695245160373e-10,4.040990495233543e-18,3.226031656131586e-14,4.528746593574898e-30,6.335633700657061e-29
1.4185980892919805e-07,0.12668698005157483,3.76,0.0,0.6318362121170188,0.9999999381254422,8.706263547292114e-10,3.821053008100228e-28,3.7751449268314413e-20,7.921451761977933e-07,6.296774653206342e-08,2.5576788440515e-08,4.948140194687788e-09,1.4545267486808016e-08,5.102579509075295e-08,5.290694823135103e-09,1.8044935446712985e-09,7.985733907539625e-09,1.3803143808242765e-17,9.925985304194517e-11,5.642415536959227e-19,3.4563994218140876e-10,5.547111752748467e-10,4.931959628868535e-16,1.5790158450695485e-15,1.475372378237886e-10,4.7449995758508866e-18,3.3722907724593904e-14,5.643702575220703e-30,8.157699685037313e-29
1.4674530531158136e-07,0.12668698039304307,3.76,0.0,0.6318361939096646,0.9999999355972286,9.523891421762985e-10,4.161978988558566e-28,3.9017601013714215e-20,8.184289558866219e-07,6.572034108335045e-08,2.734520267302362e-08,5.207141097221218e-09,1.5678210755887736e-08,5.30135689671738e-08,5.760041625733217e-09,1.8986106965110934e-09,8.350554552070581e-09,1.5579128856717413e-17,1.0649373868707434e-10,6.577302798533269e-19,3.6474496994109175e-10,5.930917281208879e-10,5.350818822930501e-16,1.7862594423642e-15,1.5682358767489091e-10,5.542510728206763e-18,3.520577901406271e-14,6.980948154658823e-30,1.0411834129839628e-28
1.5163080169396468e-07,0.1266869807351762,3.76,0.0,0.6318361756141658,0.9999999330447722,1.038586006829572e-09,4.520242260555372e-28,4.028088268018719e-20,8.446531992892728e-07,6.851014549536091e-08,2.9171270928406695e-08,5.4705572561651146e-09,1.6860608567477527e-08,5.502010972178545e-08,6.253535187382603e-09,1.9942184916464578e-09,8.715982659455977e-09,1.7517733203642056e-17,1.1400504255786515e-10,7.630440847231329e-19,3.841606931508119e-10,6.32725973272781e-10,5.788536815541334e-16,2.0121024851855003e-15,1.6631163622684222e-10,6.442337538689758e-18,3.670878516702473e-14,8.575116662942841e-30,1.3180197196950034e-28
1.56516298076348e-07,0.1266869810779873,3.76,0.0,0.6318361572301399,0.999999930467928,1.1292876240277404e-09,4.8961069898557e-28,4.154130844702496e-20,8.708181946303696e-07,7.133688850781398e-08,3.105486282454351e-08,5.7383336141332835e-09,1.8093131838732015e-08,5.70457040055598e-08,6.7715810860862594e-09,2.091300714273639e-09,9.081862261836599e-09,1.9628262861604958e-17,1.2179637593907216e-10,8.812483076273248e-19,4.0387982895553985e-10,6.736112076129192e-10,6.245268388020264e-16,2.2574821432020497e-15,1.759973535907555e-10,7.453807841343378e-18,3.8231779318789483e-14,1.0464835234410082e-29,1.6556971818978768e-28
1.614017944587313e-07,0.12668698142148888,3.76,0.0,0.6318361387572095,0.9999999278665356,1.2245630582961491e-09,5.2898328516682895e-28,4.2798891602676116e-20,8.969242122533294e-07,7.420029647403156e-08,3.299584859298302e-08,6.010418233027673e-09,1.937644634608163e-08,5.9090635488816866e-08,7.314579955256981e-09,2.189842090499106e-09,9.448054655497424e-09,2.192026458800674e-17,1.2987038995024645e-10,1.013468335074988e-18,4.238956592780542e-10,7.157447398666876e-10,6.721169654530566e-16,2.5233479492093944e-15,1.858770131346957e-10,8.586776766825384e-18,3.9774613363439345e-14,1.2693036718260383e-29,2.064963329329893e-28
1.6628729084111463e-07,0.12668698176569296,3.76,0.0,0.631836120195005,0.9999999252404217,1.3244798880343665e-09,5.701675066692264e-28,4.405364464194295e-20,9.229715065692604e-07,7.710009393406569e-08,3.499409904140518e-08,6.286761885734528e-09,2.0711212728426935e-08,6.115518497803093e-08,7.882927757862804e-09,2.2898281237867096e-09,9.814436490209897e-09,2.44035258286516e-17,1.3822977513673725e-10,1.160891137458113e-18,4.4420197722369267e-10,7.591238898558728e-10,7.216398441631142e-16,2.8106616318391656e-15,1.9594716153543012e-10,9.851639724007441e-18,4.133713824928971e-14,1.530728436721874e-29,2.5580301716431144e-28
1.7117278722349794e-07,0.1266869821106113,3.76,0.0,0.6318361015431619,0.9999999225894017,1.4291043172512668e-09,6.1318844635923695e-28,4.530557935134587e-20,9.489603177673375e-07,8.003600409752623e-08,3.704948552060579e-08,6.567317711573806e-09,2.2098086492451133e-08,6.323963051422994e-08,8.477016020394628e-09,2.391244964594632e-09,1.018089809248811e-08,2.7088074665911113e-17,1.4687726107910535e-10,1.3247668008646845e-18,4.6479303805646124e-10,8.037459878428588e-10,7.731114595244543e-16,3.12039697092777e-15,2.0620459116493438e-10,1.1259345301915603e-17,4.291920422632859e-14,1.8360110267830368e-29,3.1487181299390324e-28
1.7605828360588126e-07,0.12668698245625518,3.76,0.0,0.631836082801321,0.9999999199132813,1.53850127616346e-09,6.580707561518759e-28,4.655470688463827e-20,9.74890873328639e-07,8.300774925459956e-08,3.9161879895206214e-08,6.852040922354916e-09,2.3537718020016766e-08,6.534424745715242e-08,9.097232034973803e-09,2.4940793058112626e-09,1.0547341981586943e-08,2.9984179753952436e-17,1.5581561601657012e-10,1.5064100580268736e-18,4.856635142843344e-10,8.496083739495414e-10,8.265480231485213e-16,3.453539671484963e-15,2.166463147124532e-10,1.2821408126136202e-17,4.452066106639269e-14,2.1909368383991973e-29,3.852609099820168e-28
1.8094377998826458e-07,0.12668698280263568,3.76,0.0,0.6318360639691286,0.999999917211858,1.6527345123185297e-09,7.048386620173733e-28,4.780103783048151e-20,1.000763389383496e-06,8.601505113388158e-08,4.1331154517330366e-08,7.14088854590511e-09,2.503075257768886e-08,6.746930855943544e-08,9.743959037874307e-09,2.598318295064413e-09,1.0913681538961066e-08,3.3102350235373384e-17,1.6504764648035152e-10,1.707201820874662e-18,5.068084543753373e-10,8.967083976356887e-10,8.819659948711281e-16,3.811087248536466e-15,2.2726954210776516e-10,1.454992168846682e-17,4.614135825393656e-14,2.6018602163061534e-29,4.687208910826273e-28
1.858292763706479e-07,0.12668698314976348,3.76,0.0,0.6318360450462359,0.9999999144849215,1.77186667296575e-09,7.5351596629687545e-28,4.904458227317425e-20,1.026578071929011e-06,8.905763121462912e-08,4.355718220293475e-08,7.433819201675384e-09,2.657783032829227e-08,6.96150840325069e-08,1.0417576367832726e-08,2.703949460479833e-09,1.1279839814852497e-08,3.6453335638255726e-17,1.7457619693569855e-10,1.9285907136259543e-18,5.282232449398041e-10,9.450434172304192e-10,9.393821007683e-16,4.194048918933156e-15,2.3807165969648705e-10,1.6457571137971025e-17,4.778114514850883e-14,3.075742637233112e-29,5.672119348281799e-28
1.907147727530312e-07,0.12668698349764904,3.76,0.0,0.6318360260322992,0.9999999117322556,1.8959593790342e-09,8.041260508888825e-28,5.0285349846700265e-20,1.0523351179122836e-06,9.213521099511301e-08,4.583983621068682e-08,7.73079290715468e-09,2.817958634429714e-08,7.178184160440517e-08,1.1118459604926286e-08,2.810960649708488e-09,1.1645748466572816e-08,4.0048125748868804e-17,1.8440414943276245e-10,2.1720946045918555e-18,5.49903576337906e-10,9.946107995146807e-10,9.9881334805904e-16,4.603445500098673e-15,2.490502114654818e-10,1.8557646015969376e-17,4.943987112639454e-14,3.620192327695058e-29,6.829219950809166e-28
1.9560026913541452e-07,0.1266869838463025,3.76,0.0,0.6318360069269785,0.9999999089536388,2.025073291357393e-09,8.56691881363227e-28,5.1523349782604993e-20,1.0780347161902813e-06,9.524751222096723e-08,4.8178990223183005e-08,8.031770912284759e-09,2.983665062284607e-08,7.396984657024713e-08,1.1846980691784686e-08,2.919339981053121e-09,1.201134681775336e-08,4.3897950450975665e-17,1.9453442326574103e-10,2.43930213629001e-18,5.718454115464689e-10,1.0454079193505522e-09,1.06027703715913e-15,5.040309315799542e-15,2.6020288211073005e-10,2.0864052930324406e-17,5.111738570311492e-14,4.2435053592012957e-29,8.18285986503706e-28
2.0048576551779784e-07,0.12668698419573388,3.76,0.0,0.6318359877299389,0.9999999061488452,2.1592681700312133e-09,9.112360099930767e-28,5.275859095255931e-20,1.1036770483833767e-06,9.839425708045653e-08,5.057451833018377e-08,8.336715556983965e-09,3.154964810230094e-08,7.617936183679904e-08,1.2603508040217786e-08,3.0290758039072657e-09,1.2376581021875517e-08,4.801427952420506e-17,2.0496997463889959e-10,2.7318742543808215e-18,5.940449579963176e-10,1.0974321593508803e-09,1.1237907714544717e-15,5.505684107468409e-15,2.715274818139392e-10,2.3391328172365807e-17,5.2813538637099956e-14,4.9547082482843845e-29,9.760060040259415e-28
2.0537126190018115e-07,0.12668698454595287,3.76,0.0,0.6318359684408497,0.999999903317645,2.29860292769521e-09,9.677805777755033e-28,5.3991081906379896e-20,1.1292622896375727e-06,1.0157516837282307e-07,5.3026295013580644e-08,8.645590147445695e-09,3.33191986802013e-08,7.84106479624433e-08,1.3388406625984198e-08,3.140156665997603e-09,1.2741403315342368e-08,5.2408822399085856e-17,2.1571379633827886e-10,3.0515457355813713e-18,6.164986421061489e-10,1.1506809095835254e-09,1.189372465309621e-15,6.000624949172795e-15,2.830219326223699e-10,2.615465027641323e-17,5.452818001871007e-14,5.763602062501005e-29,1.1590726006759018e-27
2.1025675828256447e-07,0.12668698489696917,3.76,0.0,0.6318359490593841,0.9999999004598059,2.4431356773045527e-09,1.0263473168918418e-27,5.522083090597598e-20,1.1547906093049825e-06,1.0478996965324896e-07,5.553419513391474e-08,8.95835884871654e-09,3.5145917232498334e-08,8.066396319321949e-08,1.4202038073263485e-08,3.2525712862283995e-09,1.3105771350720113e-08,5.709352786907996e-17,2.26768917408551e-10,3.4001267140788117e-18,6.392030863133055e-10,1.2051515673065828e-09,1.257040350579569e-15,6.526198165136359e-15,2.9468425629925615e-10,2.9169852516226977e-17,5.6261160347808783e-14,6.680808032410382e-29,1.370787145976226e-27
2.1514225466494779e-07,0.126686985248792,3.76,0.0,0.631835929585219,0.999999897575092,2.5929237748639116e-09,1.0869575537556362e-27,5.644784595556024e-20,1.1802621715495523e-06,1.080383853566748e-07,5.8098093918313815e-08,9.274986591968271e-09,3.7030413633916974e-08,8.293956349531027e-08,1.5044760729823697e-08,3.3663085325939106e-09,1.3469647603285078e-08,6.208058375865444e-17,2.381384028347618e-10,3.779504205869161e-18,6.621550884307922e-10,1.2608415367319242e-09,1.3268129817637127e-15,7.083481249479465e-15,3.0651256349303353e-10,3.2453435332056614e-17,5.801233060019024e-14,7.717814684063503e-29,1.61478528777151e-27
2.200277510473311e-07,0.1266869856014306,3.76,0.0,0.6318359100180356,0.9999998946632668,2.748023857617729e-09,1.1496322117783576e-27,5.767213482850829e-20,1.205677135885631e-06,1.113201409030166e-07,6.071786694970362e-08,9.595438994674582e-09,3.897329277931616e-08,8.52377025844235e-08,1.5916929734007177e-08,3.4813574044402423e-09,1.3832998843424304e-08,6.738241654466138e-17,2.498253532285726e-10,4.1916436307126015e-18,6.853516031407557e-10,1.317748228814169e-09,1.3987092399713355e-15,7.673562787932065e-15,3.185050440893433e-10,3.60225786845725e-17,5.97815422837293e-14,8.887026511800453e-29,1.895061541343866e-27
2.2491324742971442e-07,0.1266869859548941,3.76,0.0,0.6318358903575189,0.9999998917240914,2.908491878200496e-09,1.214391813733209e-27,5.889370509127714e-20,1.2310356576575064e-06,1.1463496278665974e-07,6.339339015713985e-08,9.919682291678907e-09,4.097515460594005e-08,8.755863195261516e-08,1.681889707479975e-08,3.5977070181272486e-09,1.419579566693227e-08,7.301169092902668e-17,2.6183290451850156e-10,4.638590331542456e-18,7.087897254216925e-10,1.3758690610619958e-09,1.4727483359088394e-15,8.297542381066689e-15,3.306599586350591e-10,3.989515433341032e-17,6.15686474863145e-14,1.020181420342057e-28,2.215995029267359e-27
2.2979874381209773e-07,0.12668698630919129,3.76,0.0,0.6318358706033571,0.9999998887573256,3.074383135195029e-09,1.2812564843176035e-27,6.011256412473215e-20,1.256337888466966e-06,1.179825786526808e-07,6.612453980712635e-08,1.024768327544358e-08,4.303659411646071e-08,8.990260089300927e-08,1.775101164605642e-08,3.7153465953078425e-09,1.4558012076267494e-08,7.898130936292345e-17,2.7416422764375295e-10,5.122471091085674e-18,7.324666757230555e-10,1.4352014573691116e-09,1.5489498120666186e-15,8.956530568576435e-15,3.4297563073392165e-10,4.4089738037348645e-17,6.337349891692514e-14,1.1676566422708488e-28,2.5823763942476016e-27
2.3956973657686434e-07,0.12668698702032183,3.76,0.0,0.6318358308128704,0.9999998827400612,3.4226534363043973e-09,1.4213795593105769e-27,6.254217720587687e-20,1.3067740670322181e-06,1.2477510901814414e-07,7.175322514401423e-08,1.0914827975095228e-08,4.734056167155954e-08,9.466064380018361e-08,1.970706285884337e-08,3.9544530022604115e-09,1.528061460134717e-08,9.199437366568671e-17,2.9981104640465316e-10,6.209958184581842e-18,7.805264952319427e-10,1.5574906688082505e-09,1.7079197408759671e-15,1.0384029135952641e-14,3.6808281965471443e-10,5.352282504743669e-17,6.703585459344142e-14,1.5168933325600188e-28,3.4728758267969106e-27
2.4836363006515427e-07,0.12668698766327732,3.76,0.0,0.6318357946781142,0.9999998772277477,3.75518644543456e-09,1.5548835075974779e-27,6.471962744753253e-20,1.3519755694834681e-06,1.3099783513758799e-07,7.700804973637576e-08,1.152778608755427e-08,5.1423757036260875e-08,9.90241344176494e-08,2.1574050854753177e-08,4.1739541708467085e-09,1.592876847231033e-08,1.0500439389985298e-16,3.240330000115819e-10,7.338067799280111e-18,8.245713718083761e-10,1.6716687903965608e-09,1.858590901169103e-15,1.1799869513718377e-14,3.912133323385045e-10,6.331506339832631e-17,7.03912030129041e-14,1.9026250581739795e-28,4.487263727656185e-27
2.5690095508489324e-07,0.1266869882901847,3.76,0.0,0.6318357593028905,0.9999998717871706,4.0956211450160605e-09,1.6912985508172932e-27,6.682524831939434e-20,1.3956859245884537e-06,1.371366744635696e-07,8.228015948641063e-08,1.2134035347327107e-08,5.558109655608323e-08,1.0333533216382224e-07,2.3485054027199054e-08,4.390893578953896e-09,1.6555941828873015e-08,1.188912895720172e-16,3.4860031326190434e-10,8.582957825633437e-18,8.68034525236865e-10,1.7862331007555802e-09,2.011872791163888e-15,1.3299843613815672e-14,4.1414456061642267e-10,7.412682678086883e-17,7.370150911013816e-14,2.3529833434996167e-28,5.704741905144061e-27
2.654382801046322e-07,0.12668698891980654,3.76,0.0,0.6318357236357389,0.9999998662575286,4.453677909987871e-09,1.8345146128278157e-27,6.892272696717235e-20,1.4392272026397055e-06,1.4337031010004436e-07,8.771968587093953e-08,1.275112842756767e-08,5.993189535904361e-08,1.0772170773371578e-07,2.5494867956231447e-08,4.611563033920077e-09,1.7181011499965797e-08,1.3409339989788544e-16,3.7422232272659815e-10,9.989673892694285e-18,9.12178452777841e-10,1.9044461127252138e-09,2.172174046721632e-15,1.4929742467600108e-14,4.37536708903642e-10,8.634942194981993e-17,7.706311524265907e-14,2.8899096501740572e-28,7.194589859525791e-27
