Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47)
4.785358509417712e-10,0.1672137419844885,3.76,0.0,0.7367582042246348,0.9999987457037247,6.484095532773913e-10,1.0603080999869541e-17,4.273089701948786e-11,0.0006389729919487956,5.945331691168595e-06,2.096497741638223e-06,3.210350361718867e-06,3.943671791699695e-07,1.2065956250717326e-06,1.0518154361287993e-07,2.759583630394766e-10,9.698583843961398e-09,2.0134376989667123e-13,3.6521430686187765e-10,2.5742438085018252e-15,3.130841158619756e-08,2.2679985491145252e-08,4.799684627935849e-13,1.3049273306257305e-12,1.4774214024970147e-08,2.6646796814477826e-16,1.9339344092152344e-11,1.2626530916227657e-23,4.787145043195587e-25,8.6921034849108e-12,1.1080744043811614e-17,1.870320333013532e-14,5.280040808413583e-09,3.2518045090081714e-18,4.315654062230656e-19,2.9709712187997e-16,5.12315938760758e-15,1.845281520662332e-22,4.547112599369078e-13,2.61595681004013e-22,6.517803580873591e-19,3.3672125829283494e-14
5.316876333326663e-10,0.16721483768785295,3.76,0.0,0.7367216323832454,0.9999986004079409,8.908872639299216e-10,1.6055661673013217e-17,5.2104137129325117e-11,0.0007096641161335338,6.8174682791032704e-06,2.5873094996220293e-06,3.612219840688586e-06,4.986789952576137e-07,1.3407504561815727e-06,1.3084973777538048e-07,3.4226845422745264e-10,1.1844161227825623e-08,2.866648080760985e-13,4.5077455379366555e-10,4.048413591217314e-15,3.8745957162017e-08,2.809269151669033e-08,6.574891845334456e-13,1.8064328698881652e-12,1.822424036888027e-08,4.1964366059218036e-16,2.2664941939152703e-11,2.476617108394043e-23,1.0224469027648152e-24,1.079272607016606e-11,1.8716418998853506e-17,2.932549120968181e-14,6.417863376347586e-09,5.649381706618274e-18,6.327130240697291e-19,4.523506582870522e-16,7.60628983178329e-15,3.1788690861809754e-22,6.179032548979078e-13,5.058686756842974e-22,1.1803728762631977e-18,4.382384225808931e-14
5.848394157235613e-10,0.1672159337731724,3.76,0.0,0.7366850078068234,0.9999984539115944,1.187763868250772e-09,2.3373303619291265e-17,6.227469005693142e-11,0.0007802992295925375,7.72960504723244e-06,3.1295244918235463e-06,4.025369260735362e-06,6.175835738108125e-07,1.47494056296224e-06,1.595829726014187e-07,4.1591197165648217e-10,1.4177548458644139e-08,3.9569977219606865e-13,5.453177240094646e-10,6.112281551696162e-15,4.700021557976967e-08,3.410178883546641e-08,8.740339178270039e-13,2.4263672581553186e-12,2.2037471225705106e-08,6.344114546259899e-16,2.6163256864164005e-11,4.574720756893376e-23,2.036853654031568e-24,1.307944517913065e-11,3.0067448570056733e-17,4.411293188890618e-14,7.64671629497949e-09,9.33278053702639e-18,8.948269951453644e-19,6.614920736598376e-16,1.0863610744924053e-14,5.209281735937717e-22,8.147822204141272e-13,9.205704875559833e-22,2.024408451948429e-18,5.558976790855692e-14
6.379911981144564e-10,0.16721703026018703,3.76,0.0,0.7366483304523113,0.9999983062113381,1.5447249004898073e-09,3.293775989112021e-17,7.321159642486605e-11,0.000850878361078977,8.681147660567322e-06,3.723096350602124e-06,4.450359077548251e-06,7.517304717444029e-07,1.609168250282607e-06,1.9146788204444866e-07,4.96908851711057e-10,1.6692394990924834e-08,5.32376905665992e-13,6.488411772402977e-10,8.92204555572618e-15,5.607906641976738e-08,4.071138484354761e-08,1.1334740663414348e-12,3.1788659823056203e-12,2.621546205922988e-08,9.272063683045511e-16,2.9830750442957585e-11,8.039964360469539e-23,3.8299826816746754e-24,1.5543439738522684e-11,4.634369102192318e-17,6.411658706738191e-14,8.96211138758079e-09,1.4788582689129786e-17,1.228732631576715e-18,9.356086653741002e-16,1.5028999577867602e-14,8.191461075038771e-22,1.0480420025683495e-12,1.5931073636093761e-21,3.3185653573588014e-18,6.904856665567164e-14
6.911429805053515e-10,0.16721812716833082,3.76,0.0,0.7366116002723948,0.9999981573032236,1.9675108510302545e-09,4.516683184130335e-17,8.48850658066169e-11,0.0009214015391702503,9.671515623282658e-06,4.367978733099552e-06,4.8877353498435635e-06,9.017596419070172e-07,1.7434358571186867e-06,2.2659524697517497e-07,5.852697552164755e-10,1.938255808505513e-08,7.009532467738651e-13,7.613425952497847e-10,1.2658829569888427e-14,6.599073208055965e-08,4.792536750397456e-08,1.439693286651381e-12,4.0785155262082165e-12,3.076010672910419e-08,1.3171135690404195e-15,3.366438691083024e-11,1.354998811382933e-22,6.860187952381764e-24,1.8177237368624555e-11,6.899086597670769e-17,9.053419888179467e-14,1.0359778772107813e-08,2.2626517530528672e-17,1.6461868746448339e-18,1.2867655888295233e-15,2.0244299735684618e-14,1.2442150448162054e-21,1.3202717324008245e-12,2.64288558232431e-21,5.236531198014758e-18,8.427756679324212e-14
7.442947628962466e-10,0.16721922451674004,3.76,0.0,0.7365748172156033,0.9999980071827174,2.4619195116763797e-09,6.051481879259312e-17,9.726643265374746e-11,0.0009918687922754355,1.0700141954216693e-05,5.064125321323963e-06,5.338030090958456e-06,1.068301656320424e-06,1.8777457553322225e-06,2.6505988737595015e-07,6.809968957077941e-10,2.22420960189586e-08,9.060272085822008e-13,8.828199808227824e-10,1.7530729873187697e-14,7.674377161841486e-08,5.574741629385366e-08,1.7965917787825822e-12,5.140363973385297e-12,3.56736224139779e-08,1.826087921386529e-15,3.7661458590857726e-11,2.2033736854923152e-22,1.1789690172541377e-23,2.0974476123418684e-11,9.971118899661136e-17,1.2471726705309066e-13,1.1835656269408841e-08,3.359851131497176e-17,2.1599132305318755e-18,1.7279887745977028e-15,2.6659078833598175e-14,1.834898221211263e-21,1.6339597745761159e-12,4.2293003895618855e-21,7.997927175915318e-18,1.0135285332116551e-13
7.974465452871417e-10,0.16722032232425915,3.76,0.0,0.7365379812264068,0.9999978558447172,3.033808278763837e-09,7.947301783872101e-17,1.1032811382985578e-10,0.0010622801486424944,1.1766472869733525e-05,5.811489822229162e-06,5.801761612080328e-06,1.2519779243518683e-06,2.012100348496415e-06,3.0696055708778173e-07,7.840848081372232e-10,2.526526151421066e-08,1.152551478489612e-12,1.0132716567755947e-09,2.3774937479901613e-14,8.834707458791143e-08,6.41810125962384e-08,2.2080905438499243e-12,6.379932173925911e-12,4.095853500035023e-08,2.479181207957617e-15,4.181944498285829e-11,3.473936640779118e-22,1.9551208937786846e-23,2.3929714046609897e-11,1.404840716577497e-16,1.681779725780241e-13,1.3385879307544386e-08,4.861922972120711e-17,2.7836369243033496e-18,2.2732477690502766e-15,3.443041131032833e-14,2.6380253574232282e-21,1.99149753213667e-12,6.5609401734470924e-21,1.187579910145268e-17,1.2034935702857375e-13
8.505983276780368e-10,0.1672214206094485,3.76,0.0,0.7365010922453133,0.9999977032835682,3.6890964141214104e-09,1.0257026297621293e-16,1.2404356770243662e-10,0.0011326356363652468,1.2869967473836292e-05,6.610025967789497e-06,6.279434857254063e-06,1.4534009058968325e-06,2.1465020707667713e-06,3.5239984106793507e-07,8.945210617045093e-10,2.84464953711931e-08,1.4458462496457956e-12,1.1526962649886994e-09,3.165993885223503e-14,1.0080985489049688e-07,7.322944955619958e-08,2.6781356112645444e-12,7.813225440691821e-12,4.661766492699419e-08,3.3047771919118432e-15,4.613592547107227e-11,5.331490018504313e-22,3.1429756222609656e-23,2.7038263423255046e-11,1.9358692542445535e-16,2.2259595393893794e-13,1.5006771301941795e-08,6.878816758317679e-17,3.532120489769771e-18,2.9374385695793972e-15,4.372268171862535e-14,3.7095420825164396e-21,2.3951831117228195e-12,9.906107557950614e-21,1.7204684907507635e-17,1.4134091653632014e-13
9.037501100689318e-10,0.16722251939059093,3.76,0.0,0.7364641502089613,0.999997549493078,4.4337672626837746e-09,1.303734964145887e-16,1.3838725479086966e-10,0.0012029352833900896,1.4010097455599246e-05,7.459687515070307e-06,6.771541730099888e-06,1.6731743195254489e-06,2.2809533857966002e-06,4.01484055180282e-07,1.0122869182746495e-09,3.1780420313856345e-08,1.7916128004367563e-12,1.3010927654625773e-09,4.1487798841984856e-14,1.1414164463521859e-07,8.289584140437233e-08,3.210702236621733e-12,9.4567457587818e-12,5.265411348780577e-08,4.33483488106276e-15,5.060855681308932e-11,7.990347486094206e-22,4.916209630224691e-23,3.0296037783365005e-11,2.6161610157728213e-16,2.8982493562927515e-13,1.6694834506942027e-08,9.541337581879162e-17,4.42119990659632e-18,3.736366498298457e-15,5.470740750948019e-14,5.1156356988238e-21,2.847224849417883e-12,1.4604787708316476e-20,2.4389283680404802e-17,1.644003034637826e-13
9.56901892459827e-10,0.16722361868569835,3.76,0.0,0.7364271550502113,0.9999973944665316,5.273870426313629e-09,1.6348836327185634e-16,1.5333459993075808e-10,0.0012731791175225095,1.5186346793818024e-05,8.360428246293925e-06,7.278561412366477e-06,1.911893345661852e-06,2.4154567856954583e-06,4.5432314848240405e-07,1.1373579394737175e-09,3.5261835039674996e-08,2.195947429753478e-12,1.4584604353968311e-09,5.3596528817381206e-14,1.2835228801637756e-07,9.318313228831969e-08,3.809799072271849e-12,1.132750447926376e-11,5.9071249585419374e-08,5.605140246820629e-15,5.523507646262218e-11,1.1725509750367776e-21,7.505655853608539e-23,3.369942404867171e-11,3.475080001046604e-16,3.7189921398574937e-13,1.8446741322027365e-08,1.3003689815144233e-16,5.467821229303598e-18,4.686729174249023e-15,6.756307648597943e-14,6.933940678408811e-21,3.349744700780865e-12,2.1082188057460072e-20,3.391374274074463e-17,1.89599237147007e-13
9.999999999999999e-10,0.16722471851251824,3.76,0.0,0.736397118487198,0.9999972678508809,6.029336888240065e-09,1.9468150578900614e-16,1.6588153854270666e-10,0.0013300953535763844,1.616627866012968e-05,9.128262306673542e-06,7.700948092322394e-06,2.1197717156470442e-06,2.5245588000946233e-06,5.000023594059862e-07,1.244114733574814e-09,3.818955463942323e-08,2.5712619686062647e-12,1.592647980684947e-09,6.534703525613774e-14,1.4052717863149738e-07,1.0198233959036907e-07,4.347202571375869e-12,1.3023282556646116e-11,6.45565541210051e-08,6.838836425107257e-15,5.909795961596092e-11,1.5781496669999305e-21,1.0409796981184504e-22,3.6563727509424415e-11,4.325237419919335e-16,4.5086967678206116e-13,1.9911963428179355e-08,1.6521466749897036e-16,6.444542977539578e-18,5.580568334991689e-15,7.948791852168954e-14,8.772659632692154e-21,3.7956770525107635e-12,2.799819548540247e-20,4.374583564065916e-17,2.1165122318956083e-13
1.010053674850722e-09,0.16722471851251824,3.76,0.0,0.7363901066982346,0.9999972381967058,6.215523894405478e-09,2.0255981945621435e-16,1.6886195587579143e-10,0.0013433671664334044,1.6398211468613912e-05,9.312201968901405e-06,7.800960674632092e-06,2.170144824978399e-06,2.550014790027705e-06,5.110306079158781e-07,1.2697045471302847e-09,3.8885708465288136e-08,2.6653557497825e-12,1.6247988682926578e-09,6.836254156513874e-14,1.4345193521356573e-07,1.0409410466495144e-07,4.479472313579047e-12,1.3443035454184143e-11,6.587269691687864e-08,7.155566507916586e-15,6.001329512689752e-11,1.6885686421820708e-21,1.1213600364911933e-22,3.7245188720108747e-11,4.545603809129136e-16,4.710400093941157e-13,2.0259326023524998e-08,1.744619649968538e-16,6.690077685600319e-18,5.806099649683027e-15,8.247499323382645e-14,9.254825976226738e-21,3.904781502126754e-12,2.9863960396398903e-20,4.6351568500034044e-17,2.17008410784979e-13
1.063205457241617e-09,0.16722581888854002,3.76,0.0,0.7363530050786012,0.9999970806758842,7.264916131928327e-09,2.4827274391325204e-16,1.8494656826358198e-10,0.001413499457665234,1.764519917974862e-05,1.0314962515610163e-05,8.33919417944262e-06,2.448507452171833e-06,2.6846299448485774e-06,5.717233653130372e-07,1.4092925412625466e-09,4.264717415894154e-08,3.2067673392116606e-12,1.8001079730788262e-09,8.620319450281752e-14,1.594510363186869e-07,1.1563138728581095e-07,5.2238098236924064e-12,1.582140857218243e-11,7.306232157370084e-08,9.030343084961553e-15,6.494107996630616e-11,2.390837375488844e-21,1.6430697722940956e-22,4.093040915560852e-11,5.864539085477394e-16,5.896616918900175e-13,2.212957689478416e-08,2.307819910497605e-16,8.107247338925895e-18,7.112909756471838e-15,9.963513190517797e-14,1.2182766373510884e-20,4.514294109641941e-12,4.1593218782463773e-20,6.237616740881017e-17,2.466975239752361e-13
1.1163572396325122e-09,0.16722691983100108,3.76,0.0,0.7363158501133643,0.9999969218958698,8.428308125117462e-09,3.0135254876002908e-16,2.0156654189646787e-10,0.0014835760186379925,1.8926829071503044e-05,1.13686637444677e-05,8.89370477706304e-06,2.7475519652212e-06,2.8193048217760366e-06,6.36521706667471e-07,1.5560835785275251e-09,4.6541524953954864e-08,3.827550762058098e-12,1.984387973261294e-09,1.0757942343645295e-13,1.7636033529310095e-07,1.2779746278850493e-07,6.046945238921193e-12,1.8481243663713397e-11,8.064422004513969e-08,1.1278333405511191e-14,7.001634568386535e-11,3.333722169011983e-21,2.3655841895935936e-22,4.475241658446141e-11,7.472739584734361e-16,7.303778835693469e-13,2.405462873631399e-08,3.014114366944341e-16,9.73983142648e-18,8.626433687565564e-15,1.1924199534682335e-13,1.583780086951045e-20,5.180164420723603e-12,5.70494796958095e-20,8.277202990292329e-17,2.7873530869564566e-13
1.1695090220234072e-09,0.16722802135689294,3.76,0.0,0.7362786417211432,0.9999967618479998,9.712035384815786e-09,3.6256578206649e-16,2.1870080829824215e-10,0.0015535968766550133,2.0242631464008853e-05,1.2473259538901474e-05,9.464923793977446e-06,3.0678413302029566e-06,2.954042017097005e-06,7.055491836281594e-07,1.7100356134957032e-09,5.056420773866746e-08,4.535528956523281e-12,2.1776394060965086e-09,1.3299846945590158e-13,1.9419086395731198e-07,1.405946749094495e-07,6.953062056464793e-12,2.1441724749314743e-11,8.862270761603558e-08,1.3953321774697573e-14,7.523705628891173e-11,4.5841946100572016e-21,3.3519363045896155e-22,4.8708747062227485e-11,9.415327106870748e-16,8.96007440364297e-13,2.6031755740923253e-08,3.891186009415142e-16,1.1609593415720017e-17,1.0366771832149103e-14,1.415004805177617e-13,2.0357081447690737e-20,5.904200281039631e-12,7.716966033610385e-20,1.0844657358056384e-16,3.13189548202821e-13
1.2226608044143023e-09,0.16722912348296687,3.76,0.0,0.7362413798172049,0.9999966005231573,1.1122509907620276e-08,4.3272071824487025e-16,2.363290945016777e-10,0.001623562058908607,2.159214759089174e-05,1.3628703807765061e-05,1.005327131430595e-05,3.40993092175921e-06,3.088844150906436e-06,7.789325271669463e-07,1.8711033053053595e-09,5.471081841748592e-08,5.338994995927878e-12,2.3798631217883214e-09,1.6301670138595127e-13,2.1295393601565282e-07,1.5402523534111865e-07,7.946397706361115e-12,2.4722614602821642e-11,9.70023071488254e-08,1.711430950547936e-14,8.060122734557255e-11,6.224106068809257e-21,4.680995061360822e-22,5.279710316219212e-11,1.1741915553662602e-15,1.0895803168865968e-12,2.8058364717114573e-08,4.970604114258697e-16,1.3739598787999583e-17,1.2354834885077022e-14,1.6662174912136852e-13,2.5896515298870017e-20,6.688138281350832e-12,1.030712737638686e-19,1.404426607225425e-16,3.5012709656267044e-13
1.2758125868051974e-09,0.16723022622573996,3.76,0.0,0.7362040643135432,0.9999964379117847,1.2666222095177784e-08,5.126679312527581e-16,2.5443189301619826e-10,0.001693471592485551,2.2974929343059716e-05,1.4834950485380705e-05,1.0659156454336409e-05,3.7743686993328974e-06,3.223713866277527e-06,8.568015633599905e-07,2.039238392395025e-09,5.897709703690195e-08,6.246728222499894e-12,2.5910602827084403e-09,1.982425359752422e-13,2.3266114111844276e-07,1.6809123025665732e-07,9.031247609620773e-12,2.834426959997773e-11,1.0578773823757011e-07,2.08258204758044e-14,8.610692305097706e-11,8.352772169059982e-21,6.45057339969106e-22,5.701532647608508e-11,1.450683834663128e-15,1.314343318630373e-12,3.013198864241502e-08,6.288192736664687e-16,1.6154255585136217e-17,1.4612328249546414e-14,1.94823102314833e-13,3.263250339249858e-20,7.533646448632e-12,1.360779615538576e-19,1.799518038819596e-16,3.896139017254424e-13
1.3289643691960925e-09,0.16723132960150025,3.76,0.0,0.7361666951189556,0.9999962740038967,1.4349742631992729e-08,6.033008465332177e-16,2.729904329277939e-10,0.0017633255043724304,2.43905390184777e-05,1.609195353157839e-05,1.1282977630358595e-05,4.1616953792780375e-06,3.358653828461504e-06,9.392891312266965e-07,2.21439003777238e-09,6.335892307065865e-08,7.268010754645935e-12,2.8112323626402825e-09,2.393394580036753e-13,2.533243389637643e-07,1.8279462651873413e-07,1.0211969224386177e-11,3.232765482441737e-11,1.149839067223926e-07,2.5158216278270618e-14,9.175225180560463e-11,1.1089900056866962e-20,8.78099870292601e-22,6.136137675730121e-11,1.7769379440049084e-15,1.5737657452373705e-12,3.225028052950901e-08,7.884420427812317e-16,1.8879355780784954e-17,1.7161736745538077e-14,2.263278591033867e-13,4.0763778409245814e-20,8.442326835781678e-12,1.7774750973633266e-19,2.28328073976154e-16,4.3171502862301843e-13
1.3821161515869876e-09,0.1672324336263125,3.76,0.0,0.7361292721391199,0.9999961087890907,1.6179724322037703e-08,7.055562684411438e-16,2.9198665208912473e-10,0.0018331238214608283,2.5838549077790344e-05,1.739966693173158e-05,1.192512281996476e-05,4.572444602938986e-06,3.4936667241156493e-06,1.0265310025768428e-06,2.396505146916871e-09,6.785231085895302e-08,8.41264436807591e-12,3.0403811460460806e-09,2.8702914261309296e-13,2.74955653440588e-07,1.98137277586345e-07,1.1492986081746006e-11,3.669435940564991e-11,1.245958945541346e-07,3.018802113890101e-14,9.753536459745979e-11,1.457889243826962e-20,1.1819196084347398e-21,6.58333142130864e-11,2.159400815243095e-15,1.8715449278187693e-12,3.4411007590212295e-08,9.804811842323473e-16,2.1942117527987284e-17,2.0026309630974595e-14,2.613652384854128e-13,5.0513345259509905e-20,9.41571801368756e-12,2.2990250076705977e-19,2.871027270074735e-16,4.764946795061592e-13
1.4352679339778826e-09,0.16723353831602342,3.76,0.0,0.7360917952766675,0.9999959422565606,1.8162903884431282e-08,8.204148804752944e-16,3.1140317036059697e-10,0.001902866570552383,2.731854190566301e-05,1.875804469678975e-05,1.2585969816970245e-05,5.007143100787098e-06,3.6287552605583457e-06,1.118665803819607e-06,2.5855286602126633e-09,7.24534051968908e-08,9.69096775038093e-12,3.278508727357048e-09,3.4209468222097886e-13,2.975674668147539e-07,2.1412092913419548e-07,1.2878791812719612e-11,4.146661206525336e-11,1.3462894999967303e-07,3.599825678476607e-14,1.0345445542297283e-10,1.8990564879576546e-20,1.5743338967002134e-21,7.042928462452339e-11,2.6050618030238062e-15,2.2116116632137513e-12,3.661204568346234e-08,1.2100381924051412e-15,2.5371228313474608e-17,2.3230045940517323e-14,3.001702452742361e-13,6.213052748877504e-20,1.0455297469159475e-11,2.9466376053308404e-19,3.5799956657263802e-16,5.24016212739487e-13
1.4884197163687777e-09,0.1672346436862667,3.76,0.0,0.7360542644312548,0.9999957743951066,2.0306103708484595e-08,9.489017159891117e-16,3.312232638631624e-10,0.001972553778363703,2.883010957770788e-05,2.0167040863307694e-05,1.3265886480111173e-05,5.466310852705435e-06,3.7639221650499033e-06,1.2158349396871276e-06,2.78140382174857e-09,7.715847706737105e-08,1.111387412787355e-11,3.525617510286373e-09,4.0538392033533054e-13,3.2117241395927326e-07,2.307472244001248e-07,1.4373954167893333e-11,4.666729684800198e-11,1.450884781781871e-07,4.2678787432921474e-14,1.0950776090891592e-10,2.4527315420805648e-20,2.0768125531182424e-21,7.514750801326754e-11,3.121476995087362e-15,2.5981355482565423e-12,3.885137403366129e-08,1.482809336356227e-15,2.9196889047430893e-17,2.6797680146340587e-14,3.4298355928285075e-13,7.58931228471764e-20,1.1562483912245326e-11,3.74486764575565e-19,4.4295105956147324e-16,5.743421621043626e-13
1.5415714987596728e-09,0.16723574975246822,3.76,0.0,0.736016679499635,0.9999956051931468,2.261623356845749e-08,1.0920865973958412e-15,3.5143084020379814e-10,0.0020421854715311502,3.0372853632859955e-05,2.1626609493471954e-05,1.396523097567796e-05,5.950461244513638e-06,3.899170184098036e-06,1.318182518824625e-06,2.984072426249342e-09,8.196391951357107e-08,1.2692829263003111e-11,3.781710207164785e-09,4.778128945373646e-13,3.45783376630346e-07,2.480177092747534e-07,1.5983119031148468e-11,5.231996901523706e-11,1.5598003191858122e-07,5.032667506492573e-14,1.1569355858594465e-10,3.14277882295224e-20,2.7150743936346834e-21,7.998627032639778e-11,3.7167939667731994e-15,3.0355302171373343e-12,4.1127070205949395e-08,1.8051338024333e-15,3.345085912766861e-17,3.075466814372439e-14,3.900514275914082e-13,9.210967131094248e-20,1.2738639496426645e-11,4.722011729295693e-19,5.441152226703858e-16,6.275342565700343e-13
1.5947232811505679e-09,0.16723685652985082,3.76,0.0,0.7359790403757263,0.9999954346387283,2.510029229837346e-08,1.2510845422842481e-15,3.7201041463634243e-10,0.0021117616766155034,3.194638485107229e-05,2.313670467512421e-05,1.4684352014238126e-05,6.460101220822103e-06,4.0345020827868265e-06,1.4258552812006512e-06,3.1934750457635623e-09,8.686624364639282e-08,1.4439889820294479e-11,4.0467898382984175e-09,5.603693908882046e-13,3.7141347779034826e-07,2.65933837145737e-07,1.771101442883703e-11,5.844887107889256e-11,1.6730930292859313e-07,5.90465451473663e-14,1.2201016524523818e-10,3.997207587427747e-20,3.519759383289085e-21,8.494391677416975e-11,4.399776999571485e-15,3.5284584847425434e-12,4.34373053257248e-08,2.184044304581256e-15,3.816650252005498e-17,3.512717356205636e-14,4.4162555979578787e-13,1.1112183891814008e-19,1.3985071955036808e-11,5.910536689062359e-19,6.638932979574753e-16,6.836534393340137e-13
1.647875063541463e-09,0.16723796403343927,3.76,0.0,0.7359413469506789,0.9999952627195373,2.7765369427235308e-08,1.4270561352486589e-15,3.929470871225156e-10,0.002181282420106483,3.3550323036205826e-05,2.469728052178196e-05,1.5423589081594154e-05,6.995731434300377e-06,4.169920644128214e-06,1.5390025272932726e-06,3.409551237582684e-09,9.186207478247728e-08,1.636772209833322e-11,4.320859731348679e-09,6.541166120244174e-13,3.980760759788933e-07,2.844969735082618e-07,1.9562454535672186e-11,6.507894895582818e-11,1.7908211326657736e-07,6.89509629568772e-14,1.2845593616320896e-10,5.048750780740558e-20,4.527183655029271e-21,9.001884606666653e-11,5.1798327830290396e-15,4.081837398681011e-12,4.578033953059202e-08,2.6273202346306512e-15,4.337883489059507e-17,3.994205440010271e-14,4.979630262086608e-13,1.333069208591548e-19,1.5303036657051645e-11,7.347542834650839e-19,8.04948236420131e-16,7.427598857878824e-13
1.701026845932358e-09,0.16723907227806487,3.76,0.0,0.7359035991129406,0.9999950894229099,3.061864677498394e-08,1.6212078645494908e-15,4.1422652025947817e-10,0.0022507477284271697,3.518429680399302e-05,2.6308291172656417e-05,1.6183272664117647e-05,7.557846391442218e-06,4.305428668435004e-06,1.6577760490093363e-06,3.63223973475366e-09,9.694814870856276e-08,1.8489621124870998e-11,4.603923520733812e-09,7.601969612005082e-13,4.257847597329711e-07,3.037084003533426e-07,2.154234367853365e-11,7.223586822312075e-11,1.9130440710725396e-07,8.016082066438984e-14,1.3502926461889657e-10,6.335507578487613e-20,5.780185145252525e-21,9.520950563047385e-11,6.067036618776967e-15,4.700843202648574e-12,4.815451764355773e-08,3.143543426100225e-15,4.912457181977596e-17,4.52268499835524e-14,5.593261589306685e-13,1.5908046730414236e-19,1.6693738585266203e-11,9.075263930778535e-19,9.702240091905197e-16,8.049130210173061e-13
1.7541786283232531e-09,0.16724018127837,3.76,0.0,0.7358657967483222,0.9999949147358416,3.366740000955497e-08,1.8347924229720803e-15,4.358349180412505e-10,0.0023201576279382953,3.6847943374956015e-05,2.7969690792667856e-05,1.6963724468598763e-05,8.1469345949087e-06,4.441028972714515e-06,1.7823300622946093e-06,3.861478620465907e-09,1.0212130806806324e-07,2.0819530111751702e-11,4.895985147051813e-09,8.798359445108952e-13,4.5455334205711745e-07,3.235693203450836e-07,2.3655680339337052e-11,7.994603045575685e-11,2.0398224279286756e-07,9.280573532756986e-14,1.417285810476052e-10,7.901655021607137e-20,7.329068129327088e-21,1.0051438791838368e-10,7.072159144998044e-15,5.3909162137692e-12,5.0558265056733834e-08,3.742156605959805e-15,5.544217813105791e-17,5.100976824226513e-14,6.259824556609769e-13,1.8889903547382632e-19,1.8158334239784308e-11,1.1141605851368691e-18,1.162965766410238e-15,8.701715372458173e-13
1.8073304107141482e-09,0.16724129104881258,3.76,0.0,0.7358279397400583,0.9999947386449964,3.691900016539873e-08,2.0691089724828218e-15,4.5775900542232527e-10,0.002389512144942427,3.854090837216234e-05,2.9681433572458466e-05,1.7765257636747165e-05,8.7634786825294e-06,4.576724390081961e-06,1.912821141393323e-06,4.097205487512468e-09,1.0737849886584764e-07,2.3372060266056782e-11,5.197048856524362e-09,1.0143461934957084e-12,4.84395854944499e-07,3.440808607972657e-07,2.5907561158063706e-11,8.823658962896446e-11,2.1712178516137655e-07,1.0702445793435606e-13,1.4855235193754792e-10,9.798234484873601e-20,9.232655500768097e-21,1.059320275243992e-10,8.206693599271174e-15,6.157765616490446e-12,5.2990083815256476e-08,4.433524609664406e-15,6.237191836761261e-17,5.731967330391461e-14,6.982044861371389e-13,2.232630714947398e-19,1.9697933469656915e-11,1.3600725912321386e-18,1.3867408643059045e-15,9.385934110082782e-13
1.8604821931050433e-09,0.16724240160367046,3.76,0.0,0.7357900279688703,0.9999945611367183,4.038091512383446e-08,2.3255033725045515e-15,4.799860086530699e-10,0.002458811305688034,4.026284562370368e-05,3.144347372840268e-05,1.858817695447708e-05,9.407955563039755e-06,4.7125177691927844e-06,2.049408154716749e-06,4.339357583936294e-09,1.127167670873423e-07,2.616251095358071e-11,5.507119200461442e-09,1.1651316103128519e-12,5.15326543949722e-07,3.6524407745891004e-07,2.8303184936989667e-11,9.71354685682862e-11,2.3072929814353097e-07,1.2296529363516302e-13,1.5549907888232223e-10,1.2084019076591664e-19,1.1559458226046116e-20,1.114609987201338e-10,9.482883637340189e-15,7.0073741755165e-12,5.5448548891651126e-08,5.228998435735227e-15,6.995590845033937e-17,6.41860733999292e-14,7.762698011359669e-13,2.6271992562551036e-19,2.1313601235392674e-11,1.6513654951163197e-18,1.6454607815077037e-15,1.0102359197575096e-12
1.9136339754959384e-09,0.1672435129570457,3.76,0.0,0.7357520613130246,0.9999943821970378,4.406071105561237e-08,2.6053683718348446e-15,5.025036363577935e-10,0.0025280551363734494,4.2013416969787114e-05,3.325576550261532e-05,1.943277905610491e-05,1.0080836548630379e-05,4.848411973693106e-06,2.192252202281649e-06,4.587871945886878e-09,1.181332554282206e-07,2.9206890210464665e-11,5.826201034746222e-09,1.333691637638775e-12,5.473598628140979e-07,3.8705995811806266e-07,3.084785664709804e-11,1.0667137543135405e-10,2.4481113762096184e-07,1.4078653329614561e-13,1.625672978640086e-10,1.4826468440098614e-19,1.438897202336173e-20,1.1709991327851544e-10,1.0913751724929796e-14,7.946002870182049e-12,5.793230464139563e-08,6.140982217155936e-15,7.823816854760443e-17,7.163910907905779e-14,8.604608439772099e-13,3.0786700448158803e-19,2.3006359304948988e-11,1.99489642882153e-18,1.9434039461882155e-15,1.0851556579472497e-12
