Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77)
2.524479530915374e-06,0.2741196350626968,3.76,0.0,0.7018749500510918,0.9987853323150239,0.0011577555469510215,8.215763111921439e-15,1.1803154159378844e-11,0.000960149785461818,0.0006966284617222431,0.001104820752868989,0.00034039601855648596,0.008871926832607171,0.0005378036507994094,0.007052679650933317,1.832231053560846e-06,1.0800069871619492e-06,8.080189884721406e-07,4.494520187797678e-05,1.7147283096141264e-06,3.4178770585977525e-05,3.7897238958942206e-05,6.51497860800965e-07,8.196276772618178e-06,1.3666450455597167e-05,5.567403520386051e-07,2.0030411253466788e-10,8.562273109994004e-12,2.504656889780873e-10,2.2806377254575812e-09,2.732993404533519e-11,4.4861185510795445e-07,2.0289388422134537e-07,8.479639978505992e-07,9.421944733258934e-14,2.443367133856643e-10,2.8213666388015014e-09,1.409434553752165e-13,2.027838463087278e-06,1.5252994931617426e-10,5.074727730290772e-09,8.119894975867307e-13,3.1086865112398255e-10,1.3407766160327048e-16,1.877532310768545e-17,7.461656426134344e-09,1.3062529132148439e-08,3.062339322516655e-13,9.650506466393788e-14,6.89015816651523e-10,8.607097830016226e-14,2.1300286441618378e-11,2.5266223511365334e-12,4.260896724653964e-11,5.094648129757544e-13,6.830439103749741e-09,2.6467947037960226e-18,3.8991458078556054e-12,9.373598958672018e-13
2.5670355778457653e-06,0.2741377357074153,3.76,0.0,0.7014530414496661,0.9987341344212436,0.0012101502987109563,8.988741891123299e-15,1.2652645551723024e-11,0.0009815778483556951,0.0007108859943972455,0.0011412792668647263,0.00034731645067234164,0.009248681052274785,0.0005574241000992268,0.007352212403625988,1.8697993453165959e-06,1.1040070771350476e-06,8.616495603253377e-07,4.8058908867929315e-05,1.868010291784975e-06,3.500983878463569e-05,4.0023563318629034e-05,6.95638169307108e-07,8.914144222108871e-06,1.3952796591181538e-05,5.959430621816204e-07,2.05199325810501e-10,9.523942514347108e-12,2.8152083205652925e-10,2.3986116984460287e-09,2.9796947630598676e-11,4.870190720399689e-07,2.1452532368508605e-07,9.277460537743862e-07,1.0272169520281766e-13,2.6323828873137796e-10,3.007520857983421e-09,1.5414915265877878e-13,2.1643373575959623e-06,1.726170871849909e-10,5.629185100376607e-09,8.551001294391949e-13,3.5095363774146295e-10,1.5196146649130515e-16,2.0940211364333977e-17,7.796019241209262e-09,1.3724299466426118e-08,3.218020524517124e-13,1.014006483891041e-13,7.24050499944797e-10,9.424117282808477e-14,2.3255819974686244e-11,2.960610217878272e-12,4.7381998141485985e-11,5.665315551454342e-13,7.166038394258297e-09,3.1018849281208517e-18,4.3278047595218365e-12,1.0423448770217041e-12
2.6095916247761567e-06,0.27415618603235076,3.76,0.0,0.701022977002193,0.9986819188067806,0.0012637960576288374,9.814681288978139e-15,1.3544257488572805e-11,0.0010034188492707241,0.0007250038649900206,0.0011785544016348051,0.0003541645154253818,0.009633013307585498,0.0005772070941898113,0.007657579510017001,1.906986952530684e-06,1.1284720158778756e-06,9.174476318730895e-07,5.131743418856045e-05,2.0313985205788516e-06,3.584057929812771e-05,4.225167176217038e-05,7.416846945389317e-07,9.67934314730224e-06,1.4236493174070576e-05,6.36850305885572e-07,2.1010744102171765e-10,1.0568035758216938e-11,3.1557820563108595e-10,2.520871640411821e-09,3.243557486868055e-11,5.280984889468273e-07,2.2662028500021427e-07,1.0130593753274303e-06,1.1181546994127941e-13,2.833523115833519e-10,3.2029507990389003e-09,1.6827788113690179e-13,2.3077292786508115e-06,1.9494982976900196e-10,6.232686333185059e-09,8.997348354967384e-13,3.953661230637741e-10,1.7188363055105983e-16,2.3301462840590014e-17,8.14008878433382e-09,1.4407718372061087e-08,3.3788055334767707e-13,1.0645622563785458e-13,7.602326730459579e-10,1.0298733022642346e-13,2.533510232250533e-11,3.459236940344235e-12,5.25631416696915e-11,6.284774264888188e-13,7.511781404059056e-09,3.6248269132562456e-18,4.7951208280317235e-12,1.1563049744635904e-12
2.652147671706548e-06,0.27417498249470695,3.76,0.0,0.7005848288376217,0.9986286955463285,0.0013186915853871503,1.0695680265098641e-14,1.4478947912215312e-11,0.001025664767362355,0.0007389803978417093,0.0012166612199355255,0.00036093974794237227,0.010024845855771914,0.000597137608873549,0.0079687080411865,1.9437890535003863e-06,1.1533927930525212e-06,9.754336703486688e-07,5.472330014068729e-05,2.205304404237973e-06,3.667091250120959e-05,4.458504608058542e-05,7.89666981059272e-07,1.0493876939340503e-05,1.4517519125905964e-05,6.794805700184666e-07,2.15028854529544e-10,1.1699281897701935e-11,3.528407475123194e-10,2.6474893163872843e-09,3.525382300684666e-11,5.719927721587628e-07,2.391841441795689e-07,1.1041386256860672e-06,1.2152840897450138e-13,3.0473856915824484e-10,3.407932958449709e-09,1.8337011909179205e-13,2.4582379990261796e-06,2.1973425899865155e-10,6.888528249932836e-09,9.4591501551669e-13,4.44483374108804e-10,1.940371171992191e-16,2.5871777855557506e-17,8.493928293269994e-09,1.5112938936066597e-08,3.544729493053709e-13,1.1167287994189676e-13,7.975701834870541e-10,1.123348926796354e-13,2.7541942300449963e-11,4.030659265330042e-12,5.8175765568425745e-11,6.95581776165224e-13,7.867754656475815e-09,4.224191989306953e-18,5.30380801038101e-12,1.2797540006396438e-12
2.6947037186369395e-06,0.2741941215159449,3.76,0.0,0.7001386700221975,0.9985744747264512,0.0013748355125764368,1.1633840754256846e-14,1.5457652425835267e-11,0.001048306889032729,0.0007528143754049318,0.0012556144362402186,0.00036764191580410826,0.010424100044343063,0.0006172007713756392,0.008285524698881351,1.980202074874592e-06,1.178759567534229e-06,1.035626914164146e-06,5.827889433685649e-05,2.3901438746442998e-06,3.7500774884439854e-05,4.7027183003608736e-05,8.39613985839016e-07,1.1359778599762724e-05,1.4795863099595281e-05,7.238510995463293e-07,2.1996406910505506e-10,1.2922530259578928e-11,3.935184413437612e-10,2.7785356812118725e-09,3.8259822989962196e-11,6.18849318726113e-07,2.5222156927116637e-07,1.2012206906998528e-06,1.3188858163939456e-13,3.2745861371023963e-10,3.622741105207911e-09,1.994667860599624e-13,2.616088771325257e-06,2.4719096813311827e-10,7.600151317750294e-09,9.936614944198887e-13,4.987074802353219e-10,2.186292570601426e-16,2.8664314992454964e-17,8.85759066507735e-09,1.5840096568006658e-08,3.7158232057482823e-13,1.1705155949650965e-13,8.360699357057623e-10,1.223096270561223e-13,2.9880093565406267e-11,4.683874816290108e-12,6.424382779518066e-11,7.681310086084662e-13,8.234041491661637e-09,4.909436114015116e-18,5.85671100673752e-12,1.4132187443092108e-12
2.737259765567331e-06,0.27421359949257734,3.76,0.0,0.6996845743412335,0.9985192664116566,0.0014322263620308482,1.2631265959395275e-14,1.6481283981933948e-11,0.0010713358886452406,0.0007665049975204763,0.0012954283908849736,0.00037427099716812634,0.01083069654568034,0.0006373818895274202,0.008607956014993737,2.0162235828206395e-06,1.2045617612057572e-06,1.0980454511153531e-06,6.198646699078128e-05,2.586337175902382e-06,3.8330117326780026e-05,4.958158957831184e-05,8.915541322684186e-07,1.2279109998665013e-05,1.507152259987117e-05,7.699779666064293e-07,2.2491368395059282e-10,1.4242748309622396e-11,4.3782824795556086e-10,2.914080902494995e-09,4.146182005936895e-11,6.68820238440591e-07,2.657365057009654e-07,1.3045445011596891e-06,1.4292445703457294e-13,3.5157576768981216e-10,3.847645853957967e-09,2.1660920518401162e-13,2.781508149305895e-06,2.775557166575417e-10,8.371141164882138e-09,1.042994546197331e-12,5.584663848998351e-10,2.458824882805498e-16,3.1692692904292754e-17,9.231118628502587e-09,1.6589309633063643e-08,3.8921132901637564e-13,1.225930820537417e-13,8.757379260224802e-10,1.3293760830998145e-13,3.235325418862268e-11,5.428788397339094e-12,7.079186489952558e-11,8.464184450914378e-13,8.610722268331868e-09,5.690969719578023e-18,6.456807635393398e-12,1.5572387166958658e-12
2.7798158124977223e-06,0.27423341280593705,3.76,0.0,0.6992226161014615,0.9984630806136152,0.0014908625695677163,1.3690057729636507e-14,1.7550732662607543e-11,0.0010947419062069237,0.0007800518414978298,0.0013361170272328201,0.000380827159428532,0.01124455557020225,0.0006576664785374863,0.008935928531675902,2.051852176123777e-06,1.2307881495186722e-06,1.1627062924914797e-06,6.584812868519322e-05,2.794308664743201e-06,3.91589034033451e-05,5.225177859054697e-05,9.455153605080057e-07,1.3253961188505133e-05,1.534450312085305e-05,8.178761388928379e-07,2.2987838448007821e-10,1.5665019576951336e-11,4.85994033729334e-10,3.0541943521839284e-09,4.486816802054766e-11,7.220623285899436e-07,2.797321659445089e-07,1.4143508647779752e-06,1.5466488425993214e-13,3.771551288187982e-10,4.082914275031849e-09,2.3483907066737604e-13,2.954723816092106e-06,3.1108009072607325e-10,9.205229890024191e-09,1.0939339331517611e-12,6.242149237495527e-10,2.76035116697281e-16,3.4970985065172994e-17,9.614544991383358e-09,1.736068010648139e-08,4.073622341983422e-13,1.2829813996422075e-13,9.165792770448201e-10,1.4424520314938355e-13,3.496506713079503e-11,6.276281717323536e-12,7.784498048562376e-11,9.307441840074653e-13,8.99787456209339e-09,6.580231166623314e-18,7.107211096618645e-12,1.712365895244659e-12
2.8223718594281137e-06,0.27425355783097993,3.76,0.0,0.698752869953405,0.9984059272634501,0.0015507425021930544,1.4812315677750962e-14,1.866686597978668e-11,0.0011185146216049987,0.0007934548233157889,0.0013776938717416374,0.0003873107385678399,0.011665597058593461,0.0006780402854037664,0.009269368962652479,2.0870873820902353e-06,1.257426948305208e-06,1.2296254424920112e-06,6.986584859460903e-05,3.0144866220236103e-06,3.9987107742095805e-05,5.5041264044251826e-05,1.001525173668211e-06,1.4286449770447152e-05,1.5614817307361207e-05,8.675595464240916e-07,2.3485893289653105e-10,1.7194541632746076e-11,5.382464967059834e-10,3.1989446343101353e-09,4.848731609345043e-11,7.787370418717055e-07,2.942110233357769e-07,1.530882307736729e-06,1.6713904756168606e-13,4.0426357494391044e-10,4.328809535624919e-09,2.5419840617432813e-13,3.1359644194515443e-06,3.48032168167516e-10,1.0106297166074842e-08,1.1464989175931786e-12,6.964358673068907e-10,3.0934208716509017e-16,3.8513724507151055e-17,1.0007892913456564e-08,1.8154294280500826e-08,4.260369095303971e-13,1.341673053073547e-13,9.585982761276927e-10,1.5625905546941256e-13,3.771912054693028e-11,7.238286582339128e-12,8.542883366347852e-11,1.021414963892118e-12,9.395573356619568e-09,7.589763859973908e-18,7.811172084116917e-12,1.8791644704910223e-12
2.864927906358505e-06,0.27427403094412933,3.76,0.0,0.6982754107330644,0.9983478161869923,0.0016118644738569964,1.6000136669636758e-14,1.983052893709806e-11,0.0011426433250716793,0.0008067141602086757,0.001420172016805247,0.0003937222193297104,0.01209374085376719,0.0006984893110353997,0.009608204336430969,2.121929555993952e-06,1.2844658964266578e-06,1.2988179624403105e-06,7.404145313849448e-05,3.2473030744979556e-06,4.081471444127239e-05,5.795355671232723e-05,1.0596106794572801e-06,1.537872030944518e-05,1.588248414565417e-05,9.190411459345142e-07,2.398561588928165e-10,1.8836624115623693e-11,5.948230909950587e-10,3.3483995922141716e-09,5.232779863968873e-11,8.390104478699893e-07,3.0917480982545805e-07,1.6543829255208814e-06,1.8037643120857235e-13,4.3296976867365974e-10,4.585590577061329e-09,2.74729529930258e-13,3.325459414278017e-06,3.886971871102141e-10,1.1078371138910327e-08,1.2007082808768081e-12,7.756409665251694e-10,3.4607577173398166e-16,4.233590702669992e-17,1.041117617533069e-08,1.897022345804124e-08,4.452368591038978e-13,1.4020103517155016e-13,1.0017984136572032e-09,1.6900607249983197e-13,4.061894819622495e-11,8.327861598693187e-12,9.356962762932687e-11,1.1187440280725344e-12,9.803891224738532e-09,8.733297071731789e-18,8.572080743498853e-12,2.058210597843601e-12
2.9074839532888965e-06,0.27429482853021525,3.76,0.0,0.6977903133220915,0.9982887570828949,0.0016742267588598873,1.7255611782073923e-14,2.1042543779424898e-11,0.0011671169836312797,0.0008198303348559694,0.001463564106225834,0.0004000622163163788,0.012528906853360656,0.0007189998301649493,0.00995236212221318,2.1563797846748245e-06,1.311892333938686e-06,1.3702980294201766e-06,7.837662503981916e-05,3.493193625969107e-06,4.1641715557711015e-05,6.099215977138484e-05,1.1197986269837118e-06,1.6532943793842958e-05,1.614752818826502e-05,9.723329822601623e-07,2.4487095008093936e-10,2.05966867948034e-11,6.559679499056422e-10,3.50262626782406e-09,5.6398231319372716e-11,9.030531885035102e-07,3.2462451751950276e-07,1.7850982426551046e-06,1.9440680608810537e-13,4.6334416169385294e-10,4.853511828759476e-09,2.964750285031145e-13,3.5234389122164395e-06,4.333782173153387e-10,1.2125629122499056e-08,1.2565803660478004e-12,8.623719995133605e-10,3.865267783595039e-16,4.645298337330504e-17,1.0824399495613044e-08,1.980852460593797e-08,4.64963234565123e-13,1.4639967686423137e-13,1.0461824169072038e-09,1.8251341080799665e-13,4.3668030675809594e-11,9.559272421476588e-12,1.0229409832144145e-10,1.2230509866371891e-12,1.0222898497170193e-08,1.002583050517567e-17,9.393468472321396e-12,2.250092144951614e-12
2.950040000219288e-06,0.27431594698854184,3.76,0.0,0.6972976525255334,0.9982287595034662,0.0017378276030230965,1.8580825124645698e-14,2.230371040360487e-11,0.0011919243033512664,0.0008328040613526858,0.001507882323167372,0.00040633145609311267,0.012971015143664484,0.0007395584091404569,0.010301770339388646,2.190439794783938e-06,1.3396932755341198e-06,1.4440789891160094e-06,8.287290276374992e-05,3.752597296872076e-06,4.2468109674405646e-05,6.416056453138995e-05,1.1821154384521828e-06,1.775131713493591e-05,1.640997881675342e-05,1.0274462461846967e-06,2.4990424347542587e-10,2.24802576618108e-11,7.219318080928481e-10,3.6616909036559554e-09,6.070729785791181e-11,9.710404278697717e-07,3.405604037569256e-07,1.9232750808897434e-06,2.0926018455276428e-13,4.95458998563796e-10,5.1328229510720345e-09,3.194777183079699e-13,3.7301335382293816e-06,4.82396833332768e-10,1.3252398092461191e-08,1.3141330842961406e-12,9.57201817740307e-10,4.310047684386443e-16,5.0880863626585755e-17,1.1247558866800267e-08,2.0669241031913103e-08,4.852168510977009e-13,1.5276347291300982e-13,1.0917522863971035e-09,1.9680846415165198e-13,4.6869796297600385e-11,1.0948075575962715e-11,1.1162950296519842e-10,1.334661680458445e-12,1.0652663416865741e-08,1.1483722631043873e-17,1.0279009558796407e-11,2.4554084398847817e-12
2.9925960471496793e-06,0.27433738273813896,3.76,0.0,0.6967975029661655,0.9981678328380867,0.0018026652327496255,1.997785515142166e-14,2.3614806791874853e-11,0.0012170537872823746,0.0008456362530990347,0.0015531383804337163,0.0004125307603620059,0.013419986115966996,0.000760151921693614,0.010656357651550066,2.2241118660700637e-06,1.3678554790986173e-06,1.5201734027817014e-06,8.753168031138503e-05,4.025956371312986e-06,4.329390055384151e-05,6.746224627014112e-05,1.2465872356195383e-06,1.9036062701649437e-05,1.6669869545357497e-05,1.0843913283162665e-06,2.549570174192748e-10,2.449297103942851e-11,7.929719228920382e-10,3.825658937345747e-09,6.526373847120273e-11,1.0431517968672693e-06,3.569819994457281e-07,2.069161435319981e-06,2.2496678088421864e-13,5.293883198639912e-10,5.423768607983323e-09,3.4378061262745415e-13,3.945774293950239e-06,5.360937886181838e-10,1.4463154979993224e-08,1.3733839222290657e-12,1.0607353900448422e-09,4.798392886980295e-16,5.563592267039581e-17,1.168064186091105e-08,2.1552403051580994e-08,5.059982030855002e-13,1.5929256602541175e-13,1.1385093329616901e-09,2.1191885216066002e-13,5.0227621609592924e-11,1.2511205870343152e-11,1.2160360853464433e-10,1.4539080452801303e-12,1.1093252277130403e-08,1.3124782818660749e-17,1.1232522659500504e-11,2.6747700216472584e-12
3.0351520940800707e-06,0.2743591322222417,3.76,0.0,0.6962899389943668,0.998105986299061,0.0018687378621086927,2.1448771425562996e-14,2.4976588610552765e-11,0.0012424937890328552,0.0008583279927100849,0.0015993435129110166,0.00041866103024819953,0.013875740566360314,0.0007807675627856042,0.011016053446017549,2.257398750000451e-06,1.39636550928624e-06,1.5985930883688953e-06,9.235420734388538e-05,4.313716250578094e-06,4.411909588194056e-05,7.09006601812708e-05,1.313239861014882e-06,2.0389427885268132e-05,1.692723736772549e-05,1.1431778686879054e-06,2.6003028307905796e-10,2.6640565694630355e-11,8.693519948925399e-10,3.99459492988778e-09,7.007634843780623e-11,1.1195713329632872e-06,3.738881204066088e-07,2.2230063578684987e-06,2.415570060297631e-13,5.65207964578788e-10,5.72658827225576e-09,3.694269021664748e-13,4.170592427583186e-06,5.948296897778319e-10,1.5762526768417233e-08,1.4343499854390668e-12,1.1736108428002747e-09,5.333806249557751e-16,6.073498931371222e-17,1.2123627956788505e-08,2.245802857421154e-08,5.273074796209525e-13,1.6598700387435745e-13,1.1864542076412526e-09,2.2787240826880986e-13,5.374483269966956e-11,1.4267067410234161e-11,1.3224468015056963e-10,1.5811279699035282e-12,1.1544729542254667e-08,1.4968367268801528e-17,1.2257972113062624e-11,2.9087983813642115e-12
3.077708141010462e-06,0.27438119191205207,3.76,0.0,0.695775034612467,0.9980432289097471,0.0019360436980851831,2.2995631417429097e-14,2.6389789354266144e-11,0.001268232561977722,0.0008708805040100039,0.001646508472012262,0.0004247232317232257,0.014338199780103058,0.0008013928606357898,0.01138078789988906,2.290303593907217e-06,1.4252097960894627e-06,1.6793491559310396e-06,9.734158961309961e-05,4.616325312139898e-06,4.494370610593746e-05,7.447923744310378e-05,1.3820988940178627e-06,2.1813684689075628e-05,1.7182122148147448e-05,1.2038148018930781e-06,2.6512507712392046e-10,2.892888294223911e-11,9.51342087695927e-10,4.16856254050456e-09,7.515396525435964e-11,1.200487415487335e-06,3.912768814649234e-07,2.385059847522522e-06,2.5906142375326516e-13,6.029955715485437e-10,6.0415160554940195e-09,3.9645991969273004e-13,4.404819309939987e-06,6.589856701359037e-10,1.7155290395289998e-08,1.4970479980453367e-12,1.2965004946117459e-09,5.920006625631909e-16,6.619534944750871e-17,1.2576488885983831e-08,2.3386123676857743e-08,5.491445788439381e-13,1.7284674348035813e-13,1.2355869319974024e-09,2.446971694761014e-13,5.7424706107067386e-11,1.6235628217438308e-11,1.4358146923593326e-10,1.716665155181193e-12,1.2007157949921793e-08,1.7035478752373392e-17,1.3359469086874238e-11,3.1581257006529972e-12
3.1202641879408535e-06,0.27440355830983454,3.76,0.0,0.6952528634124587,0.9979795694948108,0.0020045809441391013,2.4620483904180958e-14,2.7855121145597713e-11,0.0012942583041530209,0.0008832951261431696,0.0016946435219621228,0.0004307183821740051,0.014807285601662817,0.00082201568704031,0.011750492033649113,2.3228298707621486e-06,1.4543746884375796e-06,1.7624520374977695e-06,0.0001024947896757099,4.934234773213808e-06,4.576774336814219e-05,7.820138141471414e-05,1.453189661937056e-06,2.331112933781556e-05,1.7434566058024597e-05,1.266310397666714e-06,2.7024245519698305e-10,3.136386472661672e-11,1.039218546715632e-09,4.347624515341557e-09,8.050545495735607e-11,1.286092696772223e-06,4.091457129956485e-07,2.555572746694969e-06,2.775107039934707e-13,6.428305798054109e-10,6.36878056025898e-09,4.2492310729549904e-13,4.648686316259586e-06,7.289640618450032e-10,1.864637246251521e-08,1.5614942925906307e-12,1.4301118839569992e-09,6.560937577554998e-16,7.203475478817738e-17,1.3039188934339512e-08,2.4336683188304655e-08,5.71509121190301e-13,1.7987165542948504e-13,1.2859069310979773e-09,2.624213671620037e-13,6.127046893081844e-11,1.843851844639372e-11,1.5564320136508037e-10,1.860868971983458e-12,1.2480598594992376e-08,1.934887015262857e-17,1.4541272556655342e-11,3.423394590340877e-12
3.162820234871245e-06,0.274426227951399,3.76,0.0,0.6947234985259768,0.9979150166724386,0.002074347802222132,2.632536724366887e-14,2.937327429669657e-11,0.001320559198926696,0.000895573289806287,0.0017437584377625,0.0004366475381119049,0.015282920491571171,0.000842624266087882,0.012125097753366511,2.354981314608063e-06,1.4838465029081282e-06,1.8479115116895973e-06,0.00010781462786899194,5.267898557957633e-06,4.65912205362305e-05,8.207046396449587e-05,1.5265372462779396e-06,2.4884081902003636e-05,1.7684613057707713e-05,1.330672296902842e-06,2.7538348469291866e-10,3.395155166874716e-11,1.1332639168045485e-09,4.531842590485343e-09,8.613971345540605e-11,1.376584029432515e-06,4.2749137964089784e-07,2.734796643074238e-06,2.969356269027598e-13,6.84794227624737e-10,6.7086047577397284e-09,4.548600036957898e-13,4.902424713500994e-06,8.05189065781385e-10,2.0240848756891288e-08,1.6277048539774816e-12,1.5751887882077765e-09,7.260776328338653e-16,7.827140842745016e-17,1.35116852408907e-08,2.5309691180372507e-08,5.944004623246646e-13,1.870615279282335e-13,1.3374130581296894e-09,2.8107341638352405e-13,6.52852996987406e-11,2.0899132182917e-11,1.6845956386151633e-10,2.0140943090833604e-12,1.2965110994534202e-08,2.1933151790717872e-17,1.5807790116871268e-11,3.70525781381343e-12
3.2053762818016363e-06,0.2744491974080239,3.76,0.0,0.6941870125854538,0.9978495788483582,0.0021453424733984187,2.8112302001466362e-14,3.0944916798847724e-11,0.0013471234515721358,0.0009077164955812652,0.0017938625046829363,0.00044251178400397066,0.015765027571219038,0.0008632071813790705,0.012504537882498999,2.386761861607169e-06,1.51361156767875e-06,1.9357367234006456e-06,0.00011330178352743971,5.6177731674561285e-06,4.741415032947082e-05,8.608982193537715e-05,1.602166484448312e-06,2.6534885932281333e-05,1.7932308423308093e-05,1.3969075431716763e-06,2.805492386967113e-10,3.669808106618997e-11,1.233766858440587e-09,4.7212774397280005e-09,9.20656547252512e-11,1.4721623900924054e-06,4.463100009457328e-07,2.922983776332902e-06,3.17367042504963e-13,7.289695501719709e-10,7.061205885700647e-09,4.863142120671721e-13,5.166265552639469e-06,8.881074184851867e-10,2.1943943584339476e-08,1.6956953135700052e-12,1.7325122324971928e-09,8.023942762810029e-16,8.492396536741551e-17,1.399392811896925e-08,2.630512140732143e-08,6.178177050937477e-13,1.9441607035193408e-13,1.3901036169102302e-09,3.0068190686843456e-13,6.947232898897521e-11,2.3642732801409334e-11,1.8206069302877006e-10,2.1767014203435065e-12,1.3460753134299404e-08,2.4814902508900408e-17,1.716357861974755e-11,4.004378003174729e-12
3.2479323287320277e-06,0.274472463287873,3.76,0.0,0.6936434776953774,0.9977832642115089,0.002217563157215094,2.998329504999697e-14,3.257069535556926e-11,0.001373939321899571,0.0009197262943273588,0.001844964519124977,0.00044831222219823504,0.016253530656703617,0.0008837533818532667,0.012888746184300241,2.4181755966065052e-06,1.5436562618832347e-06,2.0259361989150024e-06,0.00011895679642073393,5.984317551692356e-06,4.8236544539345714e-05,9.02627537500251e-05,1.6801019672019014e-06,2.8265908099218565e-05,1.817769831763276e-05,1.4650226098657188e-06,2.8574079112786556e-10,3.960968483430268e-11,1.341022062156091e-09,4.915988666147254e-09,9.829219389812273e-11,1.5730327998125596e-06,4.655970736494333e-07,3.1203869490792406e-06,3.3883581313776726e-13,7.754413755944482e-10,7.42679536105004e-09,5.193293652039819e-13,5.440439565510478e-06,9.78189055422212e-10,2.3761028920396895e-08,1.7654809171147883e-12,1.9029014869317314e-09,8.855108489718308e-16,9.201154575631829e-17,1.4485861331442222e-08,2.7322937776948782e-08,6.417597099745711e-13,2.019349165390768e-13,1.443976389350346e-09,3.2127559549019803e-13,7.383463883825972e-11,2.669656184707389e-11,1.9647716090016306e-10,2.3490557711541244e-12,1.3967581497164333e-08,2.8022784482175365e-17,1.8613344642469633e-11,4.321427375775823e-12
3.290488375662419e-06,0.27449602223695385,3.76,0.0,0.6930929654126141,0.9977160807312087,0.002291008049965157,3.194034292442578e-14,3.4251235283408286e-11,0.0014009951531244514,0.0009316042695728208,0.001897072790715497,0.0004540499639064921,0.016748354282812097,0.0009042521863248021,0.013277657375794215,2.449226705070788e-06,1.5739670505655465e-06,2.1185178568516392e-06,0.0001247800683947941,6.3679929827736655e-06,4.905841334223971e-05,9.459251615868123e-05,1.7603680321536007e-06,3.0079537834246846e-05,1.84208294040137e-05,1.5350234231624472e-06,2.9095921086739554e-10,4.2692687378441454e-11,1.4553301608666986e-09,5.116034689167027e-09,1.0482825149553236e-10,1.6794042414181543e-06,4.853474953712895e-07,3.327259441456989e-06,3.6137282727064503e-13,8.242963193494391e-10,7.805578710135883e-09,5.539491192747374e-13,5.72517706589794e-06,1.0759277698576203e-09,2.569762337919493e-08,1.8370765697507645e-12,2.0872150506755475e-09,9.7592061664263e-16,9.955371657210078e-17,1.498742234230045e-08,2.836309474846681e-08,6.662251050084693e-13,2.0961762802980614e-13,1.4990286549635727e-09,3.4288339634706363e-13,7.837526286763844e-11,3.008995140033541e-11,2.117399615594149e-10,2.5315278703798346e-12,1.448565107428348e-08,3.15876617102284e-17,2.0161944780298522e-11,4.657087429725858e-12
3.3330444225928105e-06,0.2745198709396708,3.76,0.0,0.6925355467347898,0.9976480361556774,0.002365675341981181,3.398541928881557e-14,3.5987139088981356e-11,0.0014282793971704115,0.0009433520218312008,0.0019501951454907955,0.0004597261212004128,0.01724942371819177,0.0009246932868261125,0.01367120713424505,2.4799194301917117e-06,1.6045305154496471e-06,2.2134890153533916e-06,0.00013077186519892765,6.769262928750822e-06,4.987976470106647e-05,9.908232113125842e-05,1.8429887537145667e-06,3.197818696772029e-05,1.8661748501474312e-05,1.6069153810371045e-06,2.9620555684479966e-10,4.5953503387975314e-11,1.5769976397382656e-09,5.321472665185773e-09,1.1168274367418537e-10,1.7914895739692372e-06,5.055555894587865e-07,3.543854928827951e-06,3.85008966065426e-13,8.756227766636394e-10,8.19775551463916e-09,5.902171253155334e-13,6.020707854454922e-06,1.1818418666434406e-09,2.7759391004210782e-08,1.910496829272627e-12,2.2863516214628117e-09,1.0741438862505347e-15,1.0757048749575848e-16,1.549854259448807e-08,2.9425537639675516e-08,6.912122952175418e-13,2.1746369678972717e-13,1.5552572055955346e-09,3.65534372245321e-13,8.309718648950518e-11,3.385443987243461e-11,2.278804969910345e-10,2.724493099724449e-12,1.5015015359895568e-08,3.554272213290209e-17,2.1814385764080753e-11,5.012048626987799e-12
