Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77)
0.0008525525277167872,0.3330675231722185,3.76,0.0,0.003412422585361873,0.12147641131426908,0.799814167738077,1.4432840095617137e-12,3.5683377058364436e-10,0.0011271673427648528,1.68065766892826e-05,0.1555599096653116,0.0002485433125706069,0.08406117151566908,0.0002640305264762286,0.7417390642485397,4.688691156675523e-09,1.282307083928556e-07,2.840712234749383e-05,4.159501330074599e-05,0.09215919943056457,1.5637964189268777e-05,0.002424993104864244,8.578880079443586e-06,0.832997197757822,4.466341395166981e-06,2.3104898132197393e-06,6.456785945970246e-11,1.0408462682533808e-07,1.0202503420542926e-05,5.575313317871841e-09,2.650912804581371e-09,0.0012560100391356454,9.402445031498305e-08,0.0021618393637479936,1.1192942216875242e-11,1.179734936255349e-07,5.112864852908471e-08,2.4735686732043255e-10,0.059498079970479824,0.0010111240449380045,3.805993835332796e-05,9.903551056624629e-12,0.0007485795519982743,9.949092919800195e-10,2.697801041025662e-13,8.35092079851583e-09,2.643370627683841e-07,6.310659468535654e-13,1.9764399640470878e-13,1.3938123103543407e-09,2.4987153558404767e-10,3.4176282696633336e-09,0.00017698190353005022,1.232759619094046e-08,1.4736310883224981e-10,3.0192571430376276e-07,1.869279186803398e-10,4.9764922011641254e-08,2.7400522728162293e-10
0.000861424485011316,0.3331091230748252,3.76,0.0,0.0033843465696429087,0.120328470747131,0.8007425493663335,1.4205947340793503e-12,3.5066117880798237e-10,0.0011181142727577605,1.6559320318605616e-05,0.15553682786818143,0.00024668006494627854,0.08345736098681146,0.00026029973606465017,0.7421854845171251,4.576161559913402e-09,1.259830023354384e-07,2.816041769077816e-05,4.082817543195038e-05,0.0922201107269489,1.54352705875639e-05,0.002396304091729877,8.42246948159346e-06,0.8341199433921596,4.396387671207765e-06,2.267284410177872e-06,6.326424369390832e-11,1.0276597023620416e-07,1.0081129762766415e-05,5.462885975122862e-09,2.6154900414671473e-09,0.0012452258982523557,9.195197628854889e-08,0.0021463240313153863,1.1052654131069143e-11,1.1607277741275124e-07,5.0325808196997776e-08,2.4544186554477073e-10,0.05964735702066725,0.0010105610144948193,3.7727336005913786e-05,9.796146353818205e-12,0.0007488086205376173,9.927320733763274e-10,2.6541816262933047e-13,8.217011113110744e-09,2.6172429387875576e-07,6.188455601142591e-13,1.9381670851520777e-13,1.366772948357935e-09,2.4766410085771243e-10,3.392961568672332e-09,0.0001761923480055892,1.2132276396231302e-08,1.4502827506645958e-10,3.005122290786113e-07,1.8609398932962757e-10,4.934452619502926e-08,2.6967067013018716e-10
0.0008702964423058448,0.3331499467847086,3.76,0.0,0.0033567298399916176,0.11920163899818258,0.8016535160495123,1.3983828170783105e-12,3.4463793764552643e-10,0.0011092048750365065,1.6317876163607818e-05,0.1555136877943717,0.0002448426168380709,0.08286511079040962,0.00025665600364324924,0.7426241691084262,4.4673252158369575e-09,1.2379356111953228e-07,2.7917950980901628e-05,4.008418722466099e-05,0.09227981877317813,1.52371669055557e-05,0.0023682587621707196,8.270286149845049e-06,0.8352212078867373,4.328027008520793e-06,2.22526605009086e-06,6.20004323791839e-11,1.0147368264223114e-07,9.961787266103594e-06,5.353890156259845e-09,2.5809032469847545e-09,0.0012346581184687997,8.994310505278999e-08,0.0021310814854077573,1.0915618856962502e-11,1.1421988892878362e-07,4.9543122701036305e-08,2.4356198972968374e-10,0.05979439824170794,0.0010100161108887117,3.740102861340823e-05,9.691096279385881e-12,0.0007490435894728337,9.90604900260336e-10,2.6115567396549033e-13,8.08631493493689e-09,2.5915561720225435e-07,6.069582782438134e-13,1.9009374469309403e-13,1.3404739994444802e-09,2.4550008344745033e-10,3.368641270014433e-09,0.000175415534756373,1.1941993703079559e-08,1.427536542157982e-10,2.991249667402021e-07,1.8527351842452475e-10,4.893123952070973e-08,2.654477085255564e-10
0.0008791683996003737,0.3331900159714829,3.76,0.0,0.0033295611096627433,0.11809534728655954,0.8025475380720242,1.3766367222706039e-12,3.3875956429989946e-10,0.0011004359002078862,1.6082062004909158e-05,0.15549050924689933,0.00024303051657336967,0.0822840866824447,0.0002530964925457052,0.7430553272785565,4.362030346056084e-09,1.216604120028184e-07,2.7679616675068503e-05,3.936212635686085e-05,0.0923383664725047,1.5043511083004715e-05,0.002340836152587965,8.122181174806766e-06,0.8363015880759185,4.261212962529367e-06,2.184392242690871e-06,6.077484172559747e-11,1.0020709889841226e-07,9.844436594127929e-06,5.248189335405235e-09,2.5471256594472127e-09,0.0012243001335843183,8.799534760407177e-08,0.002116103680485199,1.0781732738916062e-11,1.1241322537520924e-07,4.877991253997023e-08,2.41716208535529e-10,0.05993925733172545,0.0010094887473542358,3.7080835579441336e-05,9.588330601309432e-12,0.0007492841958952682,9.885262907219323e-10,2.56989868456974e-13,7.958734146786705e-09,2.56630024145458e-07,5.953925251482409e-13,1.8647147948019004e-13,1.3148895842474378e-09,2.4337821602764323e-10,3.3446606797092944e-09,0.00017465110316103026,1.1756572322566165e-08,1.4053714492440584e-10,2.9776325618012674e-07,1.8446612507428533e-10,4.852489036033252e-08,2.613324549223072e-10
0.0008880403568949025,0.3332293515116181,3.76,0.0,0.0033028294648860313,0.11700904675004224,0.8034250692565404,1.3553450868063645e-12,3.330217292563322e-10,0.0010918041908884418,1.5851702630386553e-05,0.15546731067595632,0.00024124331968372172,0.08171396701352639,0.0002496184838769492,0.7434791607436732,4.260132597475187e-09,1.1958166386246159e-07,2.7445312624059146e-05,3.866111673441893e-05,0.09239579474015024,1.4854166537325085e-05,0.002314016183468384,7.978012043623413e-06,0.837361659275324,4.195900699668441e-06,2.1446223545076706e-06,5.958596459041e-11,9.896557239575813e-08,9.729039062153087e-06,5.145653594164155e-09,2.5141315802970144e-09,0.0012141456406803,8.610633271918998e-08,0.002101382903356577,1.065089624791426e-11,1.1065125030068465e-07,4.8035526611097044e-08,2.399035316590513e-10,0.060081986280074766,0.0010089783588478468,3.676658318741406e-05,9.487781651546593e-12,0.0007495301872673004,9.864948163422275e-10,2.529180614704518e-13,7.834174114314809e-09,2.54146529470626e-07,5.841372095417443e-13,1.829464392511234e-13,1.2899949146983933e-09,2.412972785438552e-10,3.3210132533812113e-09,0.00017389870618145505,1.1575844100728044e-08,1.3837673710341675e-10,2.9642644685227173e-07,1.8367144273492613e-10,4.812531227712071e-08,2.5732119030000577e-10
0.0008969123141894313,0.33326797352384135,3.76,0.0,0.0032765243490067045,0.11594220759446418,0.8042865476667596,1.3344971805032508e-12,3.274202533541576e-10,0.0010833066786413784,1.5626629524573708e-05,0.15544410926392563,0.00023948058881469788,0.08115444215343771,0.00024621937066096004,0.7438958640157062,4.161494627759998e-09,1.1755550323649489e-07,2.721493993047633e-05,3.79803257588894e-05,0.09245214261087323,1.4669001909799958e-05,0.0022877796140813637,7.837642326288658e-06,0.8384019762279059,4.13204693313635e-06,2.105917515611962e-06,5.843236622713226e-11,9.77484745290708e-08,9.615556645031364e-06,5.046159255187973e-09,2.4818963248261775e-09,0.0012041885871337805,8.42738004320777e-08,0.002086911755880856,1.052301378871905e-11,1.0893249040695062e-07,4.730934081729713e-08,2.3812300780394763e-10,0.06022263543376398,0.001008484401164712,3.645810427491105e-05,9.389384220929212e-12,0.0007497813210125009,9.845090999706083e-10,2.4893765083437543e-13,7.712543659794452e-09,2.517041840106285e-07,5.731816978658392e-13,1.7951529373241503e-13,1.2657662328926237e-09,2.392560961166034e-10,3.2976925930375612e-09,0.00017315800975182757,1.1399648129362031e-08,1.3627050727858631e-10,2.951139081055333e-07,1.8288911856390717e-10,4.773234384340655e-08,2.53410355589831e-10
0.0009057842714839602,0.3333059014029623,3.76,0.0,0.0032506355474441104,0.11489431828578082,0.8051323962751936,1.3140825758779448e-12,3.2195110189138843e-10,0.001074940381103885,1.5406680576258935e-05,0.15542092100501492,0.00023774189381295323,0.08060521394619176,0.00024289665222000336,0.744305624720135,4.065985700082197e-09,1.1558019056950358e-07,2.6988402826779284e-05,3.7318961765093887e-05,0.09250744733998871,1.4487890838917547e-05,0.0022621079997196245,7.70094137247194e-06,0.8394230740014716,4.069609868874607e-06,2.0682405283152004e-06,5.7312680109379776e-11,9.655519439027477e-08,9.503951982496577e-06,4.949588522086476e-09,2.4503961748204734e-09,0.0011944231583547822,8.249559591646257e-08,0.0020726831387460234,1.0397993514973928e-11,1.0725553252188367e-07,4.660075674836017e-08,2.363737228065755e-10,0.060361253560746446,0.001008006350115242,3.615523792321258e-05,9.29307545627448e-12,0.0007500373641235684,9.825678136697827e-10,2.450461149706417e-13,7.593754903147036e-09,2.493020702536169e-07,5.625157936218441e-13,1.761748495323315e-13,1.242180764048816e-09,2.3725353715256116e-10,3.274692444092912e-09,0.0001724286921976847,1.1227830373746351e-08,1.3421661414014091e-10,2.93825028588459e-07,1.8211881280654607e-10,4.7345828465875934e-08,2.4959654347514994e-10
0.000914656228778489,0.33334315385182206,3.76,0.0,0.0032251531734952305,0.11386488478223786,0.8059630235974489,1.2940901339808139e-12,3.166103734676839e-10,0.0010667023991578187,1.5191699775052422e-05,0.15539776077935458,0.000236026811938069,0.08006599519414775,0.000239647928921485,0.7447086238974537,3.9734813290188705e-09,1.1365405667520403e-07,2.6765608564933763e-05,3.6676271642210325e-05,0.09256174449822246,1.4310711723480844e-05,0.002236983651641402,7.567784007464664e-06,0.8404254688398433,4.008549138709753e-06,2.0315557814769267e-06,5.6225604157296696e-11,9.538513816613899e-08,9.394188378828494e-06,4.855829154001864e-09,2.4196083323075927e-09,0.001184843766256779,8.076966381831792e-08,0.0020586902362060952,1.0275747149306446e-11,1.0561902052136174e-07,4.590920039051406e-08,2.34654797783091e-10,0.060497887910678956,0.001007543700683237,3.585782917436887e-05,9.19879475430272e-12,0.0007502980927702509,9.806696766056926e-10,2.4124100962619206e-13,7.477722866726768e-09,2.469392708166268e-07,5.521297251580366e-13,1.7292204631579832e-13,1.2192166881123817e-09,2.352885112634272e-10,3.252006692243941e-09,0.00017171044368740826,1.1060243319050397e-08,1.3221329431602878e-10,2.9255921545508844e-07,1.813601982166735e-10,4.696561421172515e-08,2.458764905952196e-10
0.0009235281860730178,0.3333797489113761,3.76,0.0,0.0032000676548789384,0.11285342980398472,0.8067788242950336,1.2745091628343101e-12,3.113942993184445e-10,0.0010585899142170382,1.4981536960023831e-05,0.15537464242228158,0.0002343349276372904,0.0795365091687189,0.00023647089737223277,0.7451050362897803,3.8838629400297385e-09,1.1177549942628164e-07,2.65464672931892e-05,3.6051538620356904e-05,0.09261506806103058,1.4137347510766367e-05,0.0022123895995107674,7.4380502835498685e-06,0.8414096589709968,3.948825746672754e-06,1.9958291750606536e-06,5.516989733228843e-11,9.423772863483336e-08,9.286229795359174e-06,4.7647741721751935e-09,2.3895108794222852e-09,0.001175445038399997,7.909404285768518e-08,0.0020449265016748326,1.0156189825844773e-11,1.0402165277866766e-07,4.523412099083182e-08,2.32965387444873e-10,0.06063258427314213,0.0010070959662034273,3.556572876352098e-05,9.106483677801758e-12,0.0007505632919276495,9.788134531300958e-10,2.375199657722346e-13,7.364365541206848e-09,2.4461488908409027e-07,5.420141192975251e-13,1.6975394853760616e-13,1.196853080401891e-09,2.333599675581997e-10,3.229629360366079e-09,0.00017100296570576022,1.0896745653486365e-08,1.3025885858437826e-10,2.913158938376288e-07,1.8061295950058075e-10,4.659155365247378e-08,2.4224707056552694e-10
0.0009324001433675467,0.33341570398967935,3.76,0.0,0.0031753697209257743,0.11185949213926048,0.8075801797492708,1.2553316246609658e-12,3.0629924856206405e-10,0.0010506001857901875,1.4776047569959125e-05,0.1553515787897827,0.00023266583238907624,0.07901648914651233,0.00023336334563642486,0.7454950306112778,3.797017518603625e-09,1.09942980569922e-07,2.633089192998353e-05,3.5444080171200274e-05,0.09266745049252655,1.3967685511120457e-05,0.0021883095555478202,7.311625224421414e-06,0.8423761253748855,3.890402028903036e-06,1.961028041007723e-06,5.4144376039712094e-11,9.311240501482192e-08,9.180040876972394e-06,4.676321549720399e-09,2.3600827376851547e-09,0.0011662218076864159,7.746686077764856e-08,0.0020313856443056858,1.0039239931707005e-11,1.0246217962721173e-07,4.4574989949382447e-08,2.3130467855261134e-10,0.06076538703237571,0.0010066626776757193,3.527879284542824e-05,9.016085864249772e-12,0.0007508327550325488,9.769979509807676e-10,2.3388068825058144e-13,7.253604319936545e-09,2.4232811599186607e-07,5.321599612395438e-13,1.6666773288735267e-13,1.175069822662868e-09,2.314668930610403e-10,3.2075546060736e-09,0.00017030597055572828,1.0737201950475746e-08,1.2835168807416586e-10,2.9009450636307444e-07,1.798767927908574e-10,4.622350371081617e-08,2.387052869769919e-10
0.000939237356512283,0.3334429868897365,3.76,0.0,0.003156594921245991,0.11110517996382312,0.8081881248959515,1.2408210168931628e-12,3.024530782608014e-10,0.0010445249386782129,1.4620786917659241e-05,0.15533384959107827,0.0002313948322854233,0.07862202951631253,0.0002310145599234971,0.7457913054071508,3.731913594984516e-09,1.0856121986611139e-07,2.6167137495752873e-05,3.498731491174332e-05,0.09270719673250088,1.383939214366652e-05,0.0021700929843464713,7.216382975704867e-06,0.8431091376642218,3.8462412896095875e-06,1.9348200502311182e-06,5.337393514801411e-11,9.225989407122151e-08,9.099391444315408e-06,4.609869190751213e-09,2.3378476612545233e-09,0.0011592304831018051,7.624478515028685e-08,0.0020210985683381992,9.950841392702486e-12,1.0128546125843779e-07,4.4077588372253034e-08,2.3004393402530746e-10,0.06086646725893195,0.001006338332744947,3.506110048347757e-05,8.947691430506035e-12,0.0007510432018466904,9.756258830205486e-10,2.311304456090035e-13,7.169968840629071e-09,2.405909402968158e-07,5.247387365813529e-13,1.6434348534210606e-13,1.1586662493989635e-09,2.300315698578519e-10,3.1907454385948504e-09,0.00016977580527576655,1.0616864592479959e-08,1.2691318649751307e-10,2.89167862565177e-07,1.7931683191496711e-10,4.594387765931065e-08,2.360337737775168e-10
0.0009460745696570193,0.3334699071458902,3.76,0.0,0.003138040974283336,0.11036080837324666,0.8087878738383464,1.2265381995136444e-12,2.9867512902907475e-10,0.0010385198230854092,1.4468157407914144e-05,0.15531616511352228,0.00023013694780587193,0.07823292493525132,0.0002287048364429689,0.7460839376708396,3.6683452170016434e-09,1.0720527061335329e-07,2.600541314109183e-05,3.454013723237413e-05,0.09274641613367911,1.3713184941334214e-05,0.0021521654804365488,7.122991550315433e-06,0.8438321059914249,3.8028146266252883e-06,1.9091292861942473e-06,5.262025434746735e-11,9.141993272619012e-08,9.01975679017423e-06,4.544861768388769e-09,2.3159890647611345e-09,0.001152338231979014,7.504962858797124e-08,0.002010937590744315,9.863910007841825e-12,1.0013000464986992e-07,4.358913267555642e-08,2.287994236005236e-10,0.06096646760768937,0.001006022098325929,3.484633145006965e-05,8.88037684762701e-12,0.0007512559753738329,9.742768051769546e-10,2.284264510064662e-13,7.087795781847836e-09,2.3887519904814216e-07,5.17463848303417e-13,1.6206506850847653e-13,1.142587406104299e-09,2.2861629812755107e-10,3.1741100174362153e-09,0.00016925157800901937,1.0498741054270751e-08,1.2550114867515e-10,2.8825368324223853e-07,1.787631427903681e-10,4.5667676869818e-08,2.334113329991982e-10
0.0009529117828017557,0.33349647201314725,3.76,0.0,0.0031197039776989536,0.10962618439173177,0.8093795861568684,1.2124805881065654e-12,2.9496388479567726e-10,0.001032583673978197,1.4318099143325844e-05,0.15529853017969114,0.00022889200071862103,0.0778490645481397,0.0002264332646854339,0.7463729978445639,3.6062667960951773e-09,1.0587450000150062e-07,2.5845682171891164e-05,3.4102272280476025e-05,0.09278512188535579,1.3589017203541068e-05,0.002134520347693645,7.031403840229146e-06,0.8445452310907053,3.7601062976208943e-06,1.883942387791202e-06,5.188285523735986e-11,9.059228307016455e-08,8.941121537298922e-06,4.481258044172351e-09,2.2944982387741612e-09,0.001145542918377244,7.388063237292293e-08,0.0020009001161791205,9.778412057586547e-12,9.899529560217015e-08,4.310940555945581e-08,2.2757081074122524e-10,0.06106540679846564,0.0010057137796567871,3.4634425989726405e-05,8.814118652578833e-12,0.0007514709906099754,9.729502206328407e-10,2.2576773769139438e-13,7.007052480369089e-09,2.371805576096322e-07,5.103315887239971e-13,1.5983132118501398e-13,1.1268250241663219e-09,2.2722065665166246e-10,3.1576458251211084e-09,0.00016873316921998176,1.0382775884510336e-08,1.2411491174912317e-10,2.8735173312559797e-07,1.7821559916292305e-10,4.539484081278452e-08,2.3083673749613577e-10
0.0009590652746320183,0.33352008237891156,3.76,0.0,0.0031033830223716526,0.10897320146249004,0.8099053845642618,1.2000174165474179e-12,2.916795751247237e-10,0.0010272991630659609,1.4185196963694861e-05,0.15528270486305104,0.00022778246455542128,0.07750798479341402,0.00022442073917003757,0.7466301546136788,3.5516337659407246e-09,1.0469782653625868e-07,2.5703599003664356e-05,3.371593697197851e-05,0.09281952843657477,1.3478972431307612e-05,0.002118875783954958,6.950479321793328e-06,0.845178789412374,3.7222702881325155e-06,1.861694282884695e-06,5.123273499726344e-11,8.985773231515437e-08,8.871191776415647e-06,4.425181935424485e-09,2.275463943190074e-09,0.0011395083016581228,7.285029672862678e-08,0.0019919698999771003,9.702662403459775e-12,9.799138401415447e-08,4.268493978395982e-08,2.2647838110443454e-10,0.061153559902825255,0.0010054429041854002,3.444611134875744e-05,8.7553706022113e-12,0.0007516663528054728,9.71775126309239e-10,2.23412830405054e-13,6.935579491776495e-09,2.3567312896864746e-07,5.040315407423357e-13,1.5785821342338032e-13,1.1129028506711144e-09,2.2598102421975981e-10,3.1429724075192052e-09,0.0001682714799419936,1.0280208207232467e-08,1.2288882717748106e-10,2.8655024384434665e-07,1.7772796272686096e-10,4.515211627428723e-08,2.2855952596567124e-10
0.0009646034172792547,0.33354109463136145,3.76,0.0,0.0030888395262008757,0.10839202654957389,0.8103732366502845,1.1889499776033427e-12,2.88767994953345e-10,0.0010225894020853747,1.4067291214310637e-05,0.15526850213500754,0.00022679261570247248,0.07720450681702459,0.00022263475850383565,0.7468592097509675,3.50343982628602e-09,1.0365547311431245e-07,2.55770587224436e-05,3.337434668533154e-05,0.09285015488138608,1.338128646780745e-05,0.0021049829288564102,6.878838084190171e-06,0.8457424253920605,3.6886957098835963e-06,1.8420034094033284e-06,5.065831358591335e-11,8.920486435419335e-08,8.808927633633894e-06,4.375634789626401e-09,2.258576955742188e-09,0.0011341416260505389,7.194017669003739e-08,0.0019840150139483754,9.635438545940385e-12,9.71015944821453e-08,4.2308696134886325e-08,2.2550578581752733e-10,0.06123218624338176,0.0010052043559195824,3.427853691198969e-05,8.703199721072559e-12,0.0007518436258959609,9.707324998710622e-10,2.2132356310622797e-13,6.872202850840896e-09,2.3433058286190576e-07,4.984556992884137e-13,1.5611191924108401e-13,1.100581857205285e-09,2.248784252623122e-10,3.1298817361991603e-09,0.0001678598403271498,1.0189323432419195e-08,1.2180239892039418e-10,2.8583707798763195e-07,1.7729318878071648e-10,4.4935918524992106e-08,2.2654165162388105e-10
0.0009701415599264911,0.33356188599874764,3.76,0.0,0.0030744317299381888,0.1078169196859456,0.8108360866193902,1.1780230572968195e-12,2.8589760512507984e-10,0.0010179228978005454,1.3950971373876333e-05,0.15525433960920682,0.0002258109464764123,0.07690428215163368,0.00022087227747487518,0.7470860406131097,3.4561475867478614e-09,1.0262857547288267e-07,2.545176383255179e-05,3.303840929561829e-05,0.09288046635608507,1.3284859765459023e-05,0.0020912640798351574,6.808301219007276e-06,0.8462999433037602,3.6555657423251457e-06,1.8226207254757162e-06,5.00937775668783e-11,8.855966772659537e-08,8.747292606651446e-06,4.326939906139766e-09,2.2419165851107455e-09,0.0011288349499314842,7.104595462516636e-08,0.001976136786136099,9.569098339998047e-12,9.62245527078128e-08,4.19378140671652e-08,2.24543053161235e-10,0.06131014824464951,0.0010049706722352243,3.4112740243924766e-05,8.651682246196854e-12,0.0007520222269277926,9.697037905017835e-10,2.1926235992254484e-13,6.809708614642742e-09,2.330012583460564e-07,4.929672261762759e-13,1.5439298773411808e-13,1.08845464828047e-09,2.2378799349225183e-10,3.1168990738786504e-09,0.00016745181617698623,1.0099761750846534e-08,1.2073178677458027e-10,2.851315348503266e-07,1.76862233500923e-10,4.4721825130120264e-08,2.2455310997929522e-10
0.0009756797025737275,0.3335824599848925,3.76,0.0,0.0030601577300853893,0.10724778734152682,0.8112940118189219,1.1672345093100711e-12,2.8306767297239215e-10,0.0010132990766484914,1.383620870626702e-05,0.1552402193519813,0.0002248373669196242,0.07660725743002951,0.0002191328619787541,0.7473106812740716,3.4097357719279486e-09,1.0161683224771431e-07,2.5327696417327486e-05,3.270799663830527e-05,0.09291046906432837,1.3189669909383825e-05,0.002077716048011805,6.738846380740656e-06,0.8468514401893804,3.6228727666444758e-06,1.8035399054470062e-06,4.9538903147971184e-11,8.792202560076432e-08,8.686278963881744e-06,4.279077993940289e-09,2.225478664511599e-09,0.0011235872503776567,7.01672746355204e-08,0.0019683339755265272,9.503625653481847e-12,9.536001370387483e-08,4.1572190150724574e-08,2.235900217635276e-10,0.06138745505303124,0.0010047417595552416,3.394869257984347e-05,8.600806869521374e-12,0.0007522021154744861,9.686887585244005e-10,2.1722874969799318e-13,6.748080983418373e-09,2.316849834287604e-07,4.875643638767053e-13,1.5270086848148744e-13,1.076517307052638e-09,2.2270952606780355e-10,3.104023164721087e-09,0.00016704734996805183,1.0011496874086517e-08,1.1967667649158983e-10,2.844334994415175e-07,1.7643503613086966e-10,4.450980643601707e-08,2.225933191479115e-10
0.000981217845220964,0.33360282002080555,3.76,0.0,0.0030460156587826573,0.10668453786919604,0.811747088039585,1.156580791855382e-12,2.802774758930948e-10,0.0010087173746878449,1.3722975123509202e-05,0.1552261433302283,0.00022387178822228944,0.07631338043627676,0.00021741608816904363,0.7475331651082762,3.364183705052365e-09,1.0061994930273054e-07,2.5204838905270867e-05,3.2382984180923684e-05,0.09294016904503119,1.3095694987253559e-05,0.002064335720605233,6.6704517794620315e-06,0.8473970110842292,3.5906093222729993e-06,1.784754782956838e-06,4.899347273360948e-11,8.729182323746838e-08,8.625879067230554e-06,4.2320302961597305e-09,2.2092591229204113e-09,0.0011183975276378873,6.930379050516434e-08,0.001960605369535057,9.439004724809437e-12,9.450773835395251e-08,4.1211723450363216e-08,2.2264653386617991e-10,0.06146411564668898,0.0010045175263669254,3.3786365773916924e-05,8.55056252603038e-12,0.0007523832520992141,9.676871693831276e-10,2.1522227041166117e-13,6.6873042470689856e-09,2.3038155844523317e-07,4.822454046661174e-13,1.5103502664256326e-13,1.0647660274972794e-09,2.2164282452770737e-10,3.0912527703650983e-09,0.00016664638542250509,9.924503168810123e-09,1.1863676165392386e-10,2.83742858916223e-07,1.7601153722956942e-10,4.429983331932981e-08,2.2066171172253997e-10
0.0009867559878682004,0.33362296946397674,3.76,0.0,0.003032003683030057,0.10612708146192497,0.8121953895508878,1.1460608347746898e-12,2.7752630963998915e-10,0.0010041772374320143,1.361124316354838e-05,0.1552121134149679,0.00022291412258315042,0.07602260007768318,0.00021572154219417036,0.7477535248070826,3.319471289367353e-09,9.963763949993307e-08,2.5083174049597434e-05,3.206325091550435e-05,0.09296957217716009,1.3002913574375135e-05,0.002051120058902053,6.6030961627665815e-06,0.8479367490639599,3.558768102228101e-06,1.7662593458678746e-06,4.8457274713782904e-11,8.666894792323694e-08,8.566085375767968e-06,4.185778571882055e-09,2.1932539822820718e-09,0.0011132648045346577,6.845516537043078e-08,0.0019529497832387703,9.375220152267158e-12,9.366749320995344e-08,4.085631544242299e-08,2.2171243522581647e-10,0.06154013883900557,0.001004297883172769,3.3625732286613953e-05,8.500938386651982e-12,0.0007525655983294341,9.666987934617115e-10,2.1324246891543326e-13,6.6273632611028545e-09,2.290908155445666e-07,4.770086715580088e-13,1.4939493700014295e-13,1.0531970731432144e-09,2.205876946682867e-10,3.07858666986635e-09,0.00016624886747829907,9.838755635067235e-09,1.176117434153965e-10,2.83059502517889e-07,1.7559167864016535e-10,4.409187717512424e-08,2.1875773429269194e-10
0.0009917403162507132,0.3336409266275462,3.76,0.0,0.00301950264912332,0.10563025099358578,0.8125948387171165,1.1367065701926692e-12,2.7508306399275706e-10,0.001000126201003191,1.351194608447165e-05,0.15519952738390966,0.0002220589173707029,0.07576350403559008,0.00021421512142620543,0.7479500588805617,3.279931866519997e-09,9.8765788937302e-08,2.4974681396053617e-05,3.177990742862008e-05,0.09299578592393495,1.2920413428399142e-05,0.0020393642992792235,6.543347300049784e-06,0.8484176014837783,3.5304660878364393e-06,1.7498562868531026e-06,4.79824200353266e-11,8.61145331946035e-08,8.512783205065336e-06,4.144817909652215e-09,2.17902945435235e-09,0.0011086932985648699,6.770383613763494e-08,0.0019461212298438836,9.318516677000138e-12,9.29213699487116e-08,4.054069389690108e-08,2.2087964955246526e-10,0.06160802188779179,0.0010041040563689657,3.348258765072967e-05,8.456798172859733e-12,0.0007527307131127826,9.65820366564428e-10,2.1148308958437805e-13,6.5741187997793815e-09,2.2793986746733998e-07,4.723645598819671e-13,1.479404500267101e-13,1.0429378835416848e-09,2.1964781444347229e-10,3.067275355571866e-09,0.00016589400362250383,9.762628170483507e-09,1.167017225924591e-10,2.824506197944451e-07,1.7521687132223932e-10,4.390641792861631e-08,2.1706733194229096e-10
0.000996724644633226,0.33365871822666265,3.76,0.0,0.0030071042467160578,0.10513797865357921,0.8129905313970495,1.127456740047275e-12,2.7267038307337973e-10,0.0009961079992044399,1.3413824403128336e-05,0.15518698137621997,0.00022120998885546161,0.07550684004747411,0.00021272608966196833,0.7481449212481891,3.2410428742842273e-09,9.79053157628649e-08,2.486712894597001e-05,3.150066133734408e-05,0.09302176792997743,1.283884809572789e-05,0.002027737400647258,6.48440846209809e-06,0.8488938682736696,3.502495159942412e-06,1.733678952056407e-06,4.7514730754001523e-11,8.55658842703107e-08,8.459960669713158e-06,4.104475018741557e-09,2.1649726690338145e-09,0.001104166506771019,6.696404423829805e-08,0.0019393500580021145,9.262467720986248e-12,9.218464406767065e-08,4.022902344873958e-08,2.2005423933275982e-10,0.06167540184974281,0.0010039138140727042,3.3340773517053574e-05,8.4131441678777e-12,0.0007528967505411067,9.64952299670775e-10,2.0974464106788267e-13,6.521528648686399e-09,2.267989328251545e-07,4.677845674370011e-13,1.4650604442021702e-13,1.0328208442023591e-09,2.187170175720354e-10,3.0560466783872994e-09,0.00016554184938333074,9.687472990607964e-09,1.1580332435602542e-10,2.8184747126131335e-07,1.7484492591027836e-10,4.372254953345324e-08,2.1539848825991763e-10
