Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221)
5.3147870298780025e-08,0.08996847437489523,3.76,0.0,0.9780288717722642,0.9999997201273965,6.155552083461129e-09,4.185132791686642e-25,4.894575534503858e-18,6.120612595817153e-06,4.844815862319523e-07,3.205800529524244e-07,4.450586980222473e-08,1.111499011265921e-07,2.2920445274886764e-07,5.36114576053565e-08,7.229185009560989e-09,3.5951597824984935e-08,9.04800885887547e-16,7.407126539681688e-10,3.73961743263595e-17,2.546322282785997e-09,3.84061097809689e-09,9.71199900069994e-15,3.0269746864641776e-14,9.499416648213445e-10,1.5321789660994795e-16,5.683176618566554e-14,5.067052015997188e-27,2.1482590765058983e-26,7.876005646244795e-13,2.677849282608452e-20
5.4903849089120745e-08,0.08996847614337547,3.76,0.0,0.9780287306548523,0.999999708895045,6.724761766898014e-09,4.579761049104226e-25,5.049639305792547e-18,6.311826970794735e-06,5.089247308921532e-07,3.417066904571181e-07,4.708134596918873e-08,1.2033441597006477e-07,2.379135228509075e-07,5.845915095280731e-08,7.65890479121398e-09,3.747707095780507e-08,1.0353057890547616e-15,7.925740148857082e-10,4.411237240151379e-17,2.6930496160159027e-09,4.094099221971425e-09,1.059305256681782e-14,3.426899357252934e-14,1.0129216847091842e-09,1.8083309656346676e-16,5.971087184441728e-14,6.377190962778481e-27,2.7818566072336135e-26,8.279779243972185e-13,3.226751465582632e-20
5.6659827879461465e-08,0.08996847791729992,3.76,0.0,0.9780285885656679,0.9999996975279878,7.326243019670909e-09,4.997312523267707e-25,5.204170266455034e-18,6.502384385373249e-06,5.338698103625979e-07,3.634820859299543e-07,4.9723505199615345e-08,1.29978517246428e-07,2.467223287713408e-07,6.358304951385431e-08,8.099266711963653e-09,3.900214331197834e-08,1.1799721243886919e-15,8.4637736732325e-10,5.1781720794098885e-17,2.8433330842074757e-09,4.355405998855211e-09,1.1522419098589208e-14,3.864470605578227e-14,1.0778286350258585e-09,2.1237637253091474e-16,6.264936218601631e-14,7.970580095822677e-27,3.573923264793139e-26,8.691975268929044e-13,3.865612211342017e-20
5.8415806669802185e-08,0.08996847969678785,3.76,0.0,0.9780284454987282,0.9999996860240987,7.960766321678027e-09,5.438311058632439e-25,5.3581706980398674e-18,6.6922876125641636e-06,5.593135053874432e-07,3.8590401253576245e-07,5.2431927901454056e-08,1.4009159642232872e-07,2.5563323643522015e-07,6.899019091847688e-08,8.55019111550153e-09,4.0526274607244865e-08,1.339865131796436e-15,9.02145028967363e-10,6.050606204701874e-17,2.997151557939766e-09,4.624506443935141e-09,1.250131939561456e-14,4.341883882675111e-14,1.1446512210480281e-09,2.482671309533937e-16,6.564684412228658e-14,9.897231860939728e-27,4.5574490091468917e-26,9.112538085072783e-13,4.6056880054721935e-20
6.017178546014291e-08,0.08996848148195692,3.76,0.0,0.9780283014480918,0.9999996743812071,8.629097560502383e-09,5.903271017939911e-25,5.511642821878236e-18,6.881539353446409e-06,5.852525156497142e-07,4.0897025276500035e-07,5.520619456342174e-08,1.5068298247952813e-07,2.6464859534264835e-07,7.468756837258e-08,9.011600279820456e-09,4.2048987493247204e-08,1.516096844535251e-15,9.59899850183494e-10,7.039478675468885e-17,3.154483896478896e-09,4.901375789752416e-09,1.3531004302636855e-14,4.861387971841704e-14,1.2133780560219956e-09,2.889555945014486e-16,6.870292690396618e-14,1.221412614159227e-26,5.770992010287166e-26,9.541412395679676e-13,5.45922775345158e-20
6.192776425048363e-08,0.08996848327292303,3.76,0.0,0.9780281564078586,0.9999996625971014,9.33199802718316e-09,6.392697373562406e-25,5.664588801541799e-18,7.070142244500288e-06,6.116835593583682e-07,4.3267859820185216e-07,5.804588603164143e-08,1.6176194233020356e-07,2.737707386841966e-07,8.068213068185701e-08,9.483418180921707e-09,4.356986044986341e-08,1.7098267086251918e-15,1.0196652105044973e-09,8.156516031173637e-17,3.3153089344919437e-09,5.1859893639441525e-09,1.4612756593279242e-14,5.425284552506405e-14,1.2839976794766994e-09,3.3492408862788624e-16,7.181722205543161e-14,1.498593506010525e-26,7.259411149235476e-26,9.978543231491477e-13,6.439524383165088e-20
6.368374304082435e-08,0.0899684850698006,3.76,0.0,0.97802801037217,0.9999996506695378,1.0070224410421077e-08,6.907085807499518e-25,5.817010751796375e-18,7.2580988641295445e-06,6.386033728697718e-07,4.570268493154572e-07,6.095058374734185e-08,1.733376812156905e-07,2.8300198345072055e-07,8.698078230220163e-08,9.965570290346265e-09,4.5088521475979316e-08,1.92226218248794e-15,1.0814650151495115e-09,9.414265387653237e-17,3.479605475483613e-09,5.4783225872088485e-09,1.5747892711573208e-14,6.035927789196299e-14,1.3564985734737237e-09,3.866883402302187e-16,7.498934331870614e-14,1.8285798524849843e-26,9.07466874000666e-26,1.042387594278257e-12,7.560967133438346e-20
6.543972183116507e-08,0.08996848687270266,3.76,0.0,0.97802786333521,0.9999996385962444,1.0844528789913425e-08,7.446922818692517e-25,5.968910745786311e-18,7.44541173845033e-06,6.6600871034084e-07,4.82012815272036e-07,6.391986995010556e-08,1.8541934309035743e-07,2.9234463053820764e-07,9.359038341341916e-08,1.0457983402431122e-08,4.6604642490218284e-08,2.1546593169656437e-15,1.1453236915721716e-09,1.0826127943430842e-16,3.6473522906972255e-09,5.7783509714742124e-09,1.693776438137602e-14,6.695723944525441e-14,1.4308691769840899e-09,4.4479878781664085e-16,7.821890660436569e-14,2.2196152521267436e-26,1.1276707869908882e-25,1.087735619357115e-12,8.839094486044288e-20
6.719570062150579e-08,0.08996848868174083,3.76,0.0,0.9780277152912041,0.9999996263749281,1.1655658629603911e-08,8.012685822421223e-25,6.1202908171598e-18,7.632083346424047e-06,6.938963434113353e-07,5.076343137657237e-07,6.695332785097694e-08,1.980160109922523e-07,3.0180096484828176e-07,1.0051775001310862e-07,1.0960585487275892e-08,4.811793436885177e-08,2.4083233159362957e-15,1.2112661860370822e-09,1.2406392883223842e-16,3.818528122157668e-09,6.086050118246437e-09,1.818376009372403e-14,7.407131015240583e-14,1.5070978985697055e-09,5.098419025312341e-16,8.150552994545548e-14,2.68096120083273e-26,1.3934408790478085e-25,1.1338929954778533e-12,1.0290647695784718e-19
6.895167941184651e-08,0.08996849049702553,3.76,0.0,0.9780275662344207,0.9999996140032765,1.2504356771750067e-08,8.604843247950415e-25,6.271152962602834e-18,7.818116124409642e-06,7.222630609130856e-07,5.3388917086597e-07,7.005054177962528e-08,2.1113670740212727e-07,3.113732553849928e-07,1.0776965402766357e-07,1.1473305565428192e-08,4.962814254747502e-08,2.684609077781151e-15,1.2793179602234592e-09,1.4170271665253202e-16,3.993111688436897e-09,6.4013957171200985e-09,1.94873064820703e-14,8.172658390337163e-14,1.5851731275352639e-09,5.824415193757017e-16,8.484883345483833e-14,3.2229910177703064e-26,1.71266288674363e-25,1.1808543497110876e-12,1.1933624871493312e-19
7.070765820218723e-08,0.0899684923186659,3.76,0.0,0.9780274161591692,0.9999996014789642,1.3391361432509699e-08,9.223854643757682e-25,6.421499146751009e-18,8.003512470205684e-06,7.511056686038469e-07,5.607752208795044e-07,7.32110973094031e-08,2.2479039459231435e-07,3.210637553484555e-07,1.1535282343761197e-07,1.1996073600698876e-08,5.113504311816247e-08,2.9849217179892398e-15,1.3495049878549094e-09,1.6133932678480916e-16,4.1710816919599916e-09,6.724363544429108e-09,2.0849869594881415e-14,8.994866530255968e-14,1.6650832437111669e-09,6.632601779530814e-16,8.824843928761365e-14,3.8572895844482165e-26,2.094333067624011e-25,1.228614338555701e-12,1.378733556029769e-19
7.246363699252795e-08,0.08996849414677006,3.76,0.0,0.9780272650598022,0.9999995887996547,1.4317406199349221e-08,9.87017078136323e-25,6.571331306036395e-18,8.188274746641415e-06,7.804209889234948e-07,5.882903062251848e-07,7.643458136345154e-08,2.3898597496666323e-07,3.308747022257682e-07,1.2327394241504442e-07,1.2528820408312212e-08,5.263843936456756e-08,3.3107170731672328e-15,1.4218537513545022e-09,1.8314536256532863e-16,4.352416827139187e-09,7.054929462022556e-09,2.227295607387566e-14,9.876366666256635e-14,1.7468166260176174e-09,7.530004720870431e-16,9.170397160774335e-14,4.5967590789617317e-26,2.548680294800235e-25,1.277167647504181e-12,1.5872455789657096e-19
7.421961578286867e-08,0.08996849598144498,3.76,0.0,0.9780271129307138,0.9999995759630042,1.5283220030309505e-08,1.054423375069065e-24,6.720651350440964e-18,8.372405284766356e-06,8.102058607703056e-07,6.164322773203274e-07,7.972058230440455e-08,2.5373229139252257e-07,3.4080831787954e-07,1.3153965147133175e-07,1.3071477576240815e-08,5.4138158686842674e-08,3.663502186704757e-15,1.4963912385244533e-09,2.073027003564531e-16,4.53709578895569e-09,7.393069416151855e-09,2.3758114245106552e-14,1.0819820519138217e-13,1.8303616599462263e-09,8.524064076968005e-16,9.521505655717838e-14,5.455730888726894e-26,3.087297917853249e-25,1.3265089905951648e-12,1.8211083523638205e-19
7.597559457320939e-08,0.08996849782279658,3.76,0.0,0.9780269597663402,0.9999995629666643,1.6289527255108652e-08,1.1246477055862779e-24,6.869461165445297e-18,8.555906386681965e-06,8.404571392953071e-07,6.45198992477274e-07,8.3068690009874e-08,2.690381275256119e-07,3.508668086343011e-07,1.401565476136022e-07,1.3623977397909087e-08,5.563404987410502e-08,4.044835776338862e-15,1.573144939249812e-09,2.340038464426676e-16,4.725097281711139e-09,7.738759436457228e-09,2.5306935129393378e-14,1.182794003652548e-13,1.9157067440804817e-09,9.62264768323351e-16,9.878132222732213e-14,6.450083881529396e-26,3.7232858805453324e-25,1.3766331099648049e-12,2.082679449091622e-19
7.773157336355011e-08,0.08996849967092975,3.76,0.0,0.9780268055611596,0.9999995498082833,1.7337047578090874e-08,1.197732571692834e-24,7.017762614795193e-18,8.738780328055432e-06,8.711716957128924e-07,6.745883178090659e-07,8.647849593568987e-08,2.849122081285524e-07,3.61052365361054e-07,1.491311845085932e-07,1.4186252814601417e-08,5.7125980685550204e-08,4.456328683868942e-15,1.6521428422255769e-09,2.634522971193867e-16,4.9164000276699294e-09,8.091975635042465e-09,2.692105337818314e-14,1.2903487147963235e-13,2.002840295763961e-09,1.0834064877073196e-15,1.0240239863333741e-13,7.597369210711664e-26,4.471403593614285e-25,1.4275347754685112e-12,2.374469834228983e-19
7.948755215389083e-08,0.08996850152594853,3.76,0.0,0.9780266503096923,0.9999995364855104,1.8426496083018588e-08,1.2737196369681116e-24,7.165557542669927e-18,8.921029360352098e-06,9.023464171260518e-07,7.045981271431832e-07,8.994959316866448e-08,3.013631993837536e-07,3.7136716356019276e-07,1.5847007265264147e-07,1.4758237366085542e-08,5.861383570470857e-08,4.899644307280831e-15,1.7334134317066865e-09,2.9586290185106474e-16,5.11098277535245e-09,8.4526942056279e-09,2.860214814051168e-14,1.4049273537089439e-13,2.0917507560152315e-09,1.2167080288244956e-15,1.06077917690961e-13,8.916941828404791e-26,5.348234068611575e-25,1.479208784363418e-12,2.6991495096003634e-19
8.124353094423155e-08,0.08996850338795596,3.76,0.0,0.9780264940065,0.9999995229959959,1.9558583239640794e-08,1.3526497359041828e-24,7.31284777496424e-18,9.102655712818897e-06,9.33978206364676e-07,7.352263019424305e-07,9.348157647040349e-08,3.1839970920125566e-07,3.8181336344298523e-07,1.681796795467542e-07,1.5339865148200567e-08,6.009751443545015e-08,5.376499015539027e-15,1.8169856842803947e-09,3.31462229376813e-16,5.308824307333226e-09,8.820891422772724e-09,3.035194386622813e-14,1.5268160430196712e-13,2.1824265937793624e-09,1.3630927687960209e-15,1.0980751319506618e-13,1.0430098880175512e-25,6.372359826617918e-25,1.5316499610008652e-12,3.059553183011432e-19
8.299950973457227e-08,0.08996850525705417,3.76,0.0,0.9780263366461863,0.9999995093373929,2.0734014911911992e-08,1.4345628832118775e-24,7.459635120635897e-18,9.283661594246824e-06,9.66063981835514e-07,7.664707312321745e-07,9.707404231344184e-08,3.3603028752203764e-07,3.923931100117723e-07,1.7826642987588568e-07,1.5931070776394553e-08,6.157692961248078e-08,5.88866254630032e-15,1.902889065660596e-09,3.7048893664424677e-16,5.509903447486338e-09,9.19654364115898e-09,3.2172211050127677e-14,1.656305840053531e-13,2.2748563095967143e-09,1.5235323891040371e-15,1.1359082079974658e-13,1.2160225153391754e-25,7.564551103423172e-25,1.5848531565260136e-12,3.458685958228438e-19
8.475548852491299e-08,0.08996850713334449,3.76,0.0,0.9780261782233967,0.9999994955073593,2.1953492367719088e-08,1.5194982834466107e-24,7.605921373302662e-18,9.46404919453708e-06,9.986006773824996e-07,7.983293115332322e-07,1.007265889107871e-07,3.5426342661722617e-07,4.031085331390142e-07,1.8873670569168056e-07,1.653178935436682e-08,6.30520057024418e-08,6.437958386796859e-15,1.991153527503694e-09,4.131941404545099e-16,5.714199067662844e-09,9.579627294930358e-09,3.406476692119626e-14,1.7936927187749344e-13,2.3690284387604596e-09,1.6990482705562617e-15,1.1742747800003476e-13,1.4132945749397176e-25,8.947966879960977e-25,1.6388132486103774e-12,3.899729041841754e-19
8.651146731525371e-08,0.08996850901692738,3.76,0.0,0.9780260187328171,0.9999994815035593,2.3217712289985668e-08,1.607494340500909e-24,7.75170831251406e-18,9.64382068609276e-06,1.0315852421563121e-06,8.307999467997887e-07,1.0443881623981195e-07,3.7310756138358663e-07,4.1396174764529635e-07,1.9959684659804725e-07,1.7141956447080412e-08,6.452267757428828e-08,7.0262641381346855e-15,2.081809504245653e-09,4.598417917030515e-16,5.921690093792682e-09,9.970118897079841e-09,3.603147608081902e-14,1.939277553187006e-13,2.464931554025867e-09,1.8907128924533765e-15,1.2131712411509584e-13,1.6376286146902993e-25,1.0548369273382066e-24,1.693525141216139e-12,4.386045463241568e-19
9.002342489593515e-08,0.0899685128063685,3.76,0.0,0.9780256965272411,0.9999994529653518,2.5883143418905296e-08,1.7928180913134042e-24,8.041791303354183e-18,1.0001523952068177e-05,1.0988858518128833e-06,8.975690348810699e-07,1.120407219243519e-07,4.1266227238700414e-07,4.360899352773862e-07,2.2251187099269525e-07,1.839038061433732e-08,6.745059353639228e-08,8.32768838078517e-15,2.2704201352873224e-09,5.660866792009789e-16,6.34617436920044e-09,1.0773232389451544e-08,4.019505292334524e-14,2.256268998790473e-13,2.661885233906749e-09,2.3270421952867025e-15,1.2925394939625798e-13,2.179995869931344e-25,1.4517617171041708e-24,1.805184073991824e-12,5.508893946897796e-19
9.318418671854845e-08,0.08996851624279735,3.76,0.0,0.9780254028379193,0.9999994266634062,2.8441946380321532e-08,1.9704461091703078e-24,8.301175938903591e-18,1.0321371275703205e-05,1.1609578163681248e-06,9.597335648450167e-07,1.1908256882911713e-07,4.5043457192698894e-07,4.564974610714179e-07,2.445314680497156e-07,1.9545638560281443e-08,7.007017616743812e-08,9.652340087985713e-15,2.4486637764163467e-09,6.781143469970205e-16,6.738928380462047e-09,1.1521135689473104e-08,4.42155718587774e-14,2.5727164939687574e-13,2.8449497219153046e-09,2.7868222526106935e-15,1.3657473270227836e-13,2.794317358802533e-25,1.915217876028986e-24,1.908197678431529e-12,6.711955703078614e-19
9.634494854116174e-08,0.0899685197043801,3.76,0.0,0.9780251056081992,0.9999993997625023,3.115634160802546e-08,2.158552276452696e-24,8.558969923975473e-18,1.0639255509715622e-05,1.2244341178132292e-06,1.0238488892406607e-06,1.263116424133623e-07,4.903150852004913e-07,4.773836407309095e-07,2.679109014451204e-07,2.073052652936963e-08,7.267484011511087e-08,1.113509275218481e-14,2.6351509778500515e-09,8.076471788939475e-16,7.141710760131193e-09,1.2292679019822267e-08,4.850756883623985e-14,2.920627051869662e-13,3.0334468120836466e-09,3.3180875419749743e-15,1.4406167259859803e-13,3.55273099640731e-25,2.5035145292684644e-24,2.0135690421653396e-12,8.122921384578338e-19
9.950571036377504e-08,0.08996852319167456,3.76,0.0,0.9780248048085688,0.9999993722493492,3.403022823744617e-08,2.357332802584459e-24,8.815183237577686e-18,1.0955188825619902e-05,1.2892975024589861e-06,1.0899030459341495e-06,1.337256752375816e-07,5.323509678020479e-07,4.987602736137975e-07,2.9268563398902145e-07,2.194468298109159e-08,7.526445364948613e-08,1.2788895375478311e-14,2.8300762803303145e-09,9.56738774992336e-16,7.554401163698505e-09,1.3087728188318341e-08,5.3083699372858486e-14,3.3019308469756736e-13,3.2273114512306393e-09,3.9291258979228685e-15,1.517127296955995e-13,4.482655148638002e-25,3.2444507727970544e-24,2.12126936899677e-12,9.768734195104168e-19
9.999999999999998e-08,0.08996852670523128,3.76,0.0,0.9780247574439137,0.9999993678905411,3.4494327570217325e-08,2.3893962363883675e-24,8.855108382580494e-18,1.1004419831655638e-05,1.2995653433111207e-06,1.1004073320726172e-06,1.349016819633791e-07,5.391225902934197e-07,5.021483226172738e-07,2.966884275115425e-07,2.213717962236761e-08,7.566805830540094e-08,1.306386023008531e-14,2.8613351568399934e-09,9.81964554008551e-16,7.6198270559057e-09,1.3214177119886484e-08,5.382586973326295e-14,3.364707742440623e-13,3.2581097267823955e-09,4.0324666814031394e-15,1.5292393324907763e-13,4.645574704896763e-25,3.376178515324213e-24,2.138320601951879e-12,1.0049217690275258e-18
1.0266647218638834e-07,0.08996852670523128,3.76,0.0,0.9780245004099372,0.9999993441107787,3.706745850851641e-08,2.5669762022012004e-24,9.069825768477196e-18,1.126918328002106e-05,1.355530869141468e-06,1.1578841470968808e-06,1.4132241906168865e-07,5.765887956222108e-07,5.206390070209861e-07,3.1889069818857617e-07,2.31877500153414e-08,7.783892916319157e-08,1.4627288589960526e-14,3.0336390472927586e-09,1.127608098311495e-15,7.976880119931009e-09,1.3906149793564371e-08,5.795715290152277e-14,3.7186086183687553e-13,3.4264790917148176e-09,4.628874072214443e-15,1.5952588272534387e-13,5.6155806969042415e-25,4.1707961010577784e-24,2.2312701239885093e-12,1.1678702973065437e-18
1.0582723400900163e-07,0.08996853024559326,3.76,0.0,0.9780241923836314,0.9999993153337511,4.027183811432391e-08,2.7876634555439063e-24,9.322907322872973e-18,1.158125082403312e-05,1.4231172676549475e-06,1.2277803785242254e-06,1.490996448343138e-07,6.230745700099053e-07,5.430313375545394e-07,3.465606999046493e-07,2.4459373222994487e-08,8.03982144227532e-08,1.6664408938585247e-14,3.2460434084293786e-09,1.3226468919848581e-15,8.40902906843003e-09,1.4747811218157472e-08,6.314165862175959e-14,4.172691561799279e-13,3.630885702339937e-09,5.426944447000826e-15,1.674991283490569e-13,6.987512129827659e-25,5.320969605408087e-24,2.3435430307072094e-12,1.3884609527233265e-18
1.0898799583161493e-07,0.0899685338132965,3.76,0.0,0.978023880701393,0.9999992859053625,4.364712656251925e-08,3.019568165860175e-24,9.57443763079867e-18,1.1891403310944944e-05,1.4920398972779175e-06,1.2995799990065063e-06,1.57055142645479e-07,6.718537228747432e-07,5.659486124594691e-07,3.7572982200208236e-07,2.5759201566822756e-08,8.294228551851128e-08,1.891499267280134e-14,3.4674982038846086e-09,1.5444271480170861e-15,8.850730387833241e-09,1.561258062240839e-08,6.865149045623229e-14,4.666261256749273e-13,3.8404677756288655e-09,6.333651718445786e-15,1.7563048097738174e-13,8.639439286755663e-25,6.739785204177161e-24,2.458060068657101e-12,1.642081527344039e-18
1.1214875765422822e-07,0.0899685374088699,3.76,0.0,0.9780235653353749,0.9999992558128465,4.7197037546301236e-08,3.262856714392878e-24,9.824426351739933e-18,1.2199652502453612e-05,1.5622821053756039e-06,1.3732713397430645e-06,1.651867216508127e-07,7.229711217344693e-07,5.894020309505412e-07,4.064318279893733e-07,2.7086887286582497e-08,8.547114120225835e-08,2.1394379081975044e-14,3.698216929057605e-09,1.79570862060743e-15,9.301867416534116e-09,1.6500326938481285e-08,7.450147120706923e-14,5.201449625774571e-13,4.05516233222802e-09,7.360039524813802e-15,1.8391797260133547e-13,1.0617841063595668e-24,8.479265588547889e-24,2.5747934708921817e-12,1.9324366999142192e-18
1.1530951947684152e-07,0.08996854103283553,3.76,0.0,0.9780232462581363,0.999999225043581,5.092523932302621e-08,3.517688412832782e-24,1.0072883078877403e-17,1.2506010073668826e-05,1.6338273860687216e-06,1.4488428037936772e-06,1.73492209973231e-07,7.764710747096628e-07,6.13402645524716e-07,4.387000656435787e-07,2.8442085823786457e-08,8.7984798414996e-08,2.411851336132934e-14,3.938417680013918e-09,2.0794463800098025e-15,9.762324466856273e-09,1.7410919864897964e-08,8.070697595875404e-14,5.780438925392414e-13,4.274906922947321e-09,8.517906996150369e-15,1.9235965263210688e-13,1.2975221582065439e-24,1.0599529282944425e-23,2.6937157217485516e-12,2.2635101609498777e-18
1.1847028129945482e-07,0.08996854468570867,3.76,0.0,0.9780229234426412,0.9999991935850872,5.48353550975018e-08,3.7842156526035844e-24,1.0319817342335125e-17,1.2810487617210017e-05,1.706659378951913e-06,1.5262828655581245e-06,1.8196945459117043e-07,8.323973354708364e-07,6.379613632606625e-07,4.7256747061531685e-07,2.9824455759207706e-08,9.048328869238085e-08,2.710394903935559e-14,4.188323099484295e-09,2.398798400009201e-15,1.0231986834193601e-08,1.834422986131743e-08,8.72839348182502e-14,6.405461766089743e-13,4.499639629220437e-09,9.819835198791717e-15,2.009535877472458e-13,1.5770679142372567e-24,1.3169753833874167e-23,2.8147995546539086e-12,2.6395749689948187e-18
1.2163104312206812e-07,0.08996854836799803,3.76,0.0,0.9780225968622528,0.9999991614250328,5.8930963407889415e-08,4.062584051607627e-24,1.056523861215947e-17,1.3113096646607732e-05,1.7807618678511495e-06,1.6055800702778813e-06,1.9061632121867745e-07,8.907931081408678e-07,6.63088947106169e-07,5.080665700108384e-07,3.123365875907422e-08,9.296665524252595e-08,3.036784998029049e-14,4.4481603234386906e-09,2.7571331733403113e-15,1.0710740802310138e-08,1.9300128143531985e-08,9.424883505574951e-14,7.078801159854527e-13,4.7292990624786316e-09,1.1279213450394845e-14,2.0969786174203998e-13,1.9070508624919555e-24,1.6269218708466497e-23,2.9380179500200895e-12,3.065203774212521e-18
1.2479180494468142e-07,0.08996855208020565,3.76,0.0,0.9780222664907317,0.9999991285512322,6.32155985128324e-08,4.3529325987899684e-24,1.0809156300868093e-17,1.3413848599144078e-05,1.856118779613501e-06,1.6867230335560819e-06,1.9943069417977836e-07,9.517010521545801e-07,6.88796017153954e-07,5.452294859500973e-07,3.266935952806195e-08,9.543495056520997e-08,3.392799197438043e-14,4.718160928223024e-09,3.158037349638119e-15,1.1198473645754074e-08,2.0278486678642682e-08,1.0161872269527917e-13,7.802790593729405e-13,4.963824362712649e-09,1.2910265482990329e-14,2.1859057538517292e-13,2.2948838248103502e-24,1.9988431416331473e-23,3.0633441332033187e-12,3.545278896038337e-18
1.2795256676729472e-07,0.08996855582282712,3.76,0.0,0.9780219323022311,0.9999990949516481,6.769275077903219e-08,4.6553937960078816e-24,1.1051579765320003e-17,1.3712754838211827e-05,1.9327141829256814e-06,1.7697004408934807e-06,2.084104762780392e-07,1.0151632870763278e-06,7.150930519061396e-07,5.840879391005281e-07,3.413122576829449e-08,9.788823453533336e-08,3.780276392616701e-14,4.998560878250791e-09,3.605323391187142e-15,1.1695073629975227e-08,2.127917818039168e-08,1.0941120358930954e-13,8.579814128285527e-13,5.203155196355591e-09,1.472807543342372e-14,2.2762984627797944e-13,2.74883014637126e-24,2.4430340558456355e-23,3.190751572505522e-12,4.085002242967171e-18
1.31113328589908e-07,0.08996855959635175,3.76,0.0,0.9780215942712932,0.9999990606143905,7.23658670686023e-08,4.970093797273575e-24,1.1292518308299933e-17,1.4009826655272801e-05,2.0105322871577404e-06,1.854501047238103e-06,2.1755358866261032e-07,1.0812213973766594e-06,7.419903895276973e-07,6.246732521860029e-07,3.561892814322337e-08,1.0032657287226825e-07,4.201116865228309e-14,5.289600474240276e-09,4.10303724166721e-15,1.2200430009591353e-08,2.2302076104629296e-08,1.176444440113124e-13,9.412306519850303e-13,5.44723175363028e-09,1.6748613641016414e-14,2.368138087168689e-13,3.278074454588325e-24,2.9711639390310394e-23,3.320213977216275e-12,4.689905062978768e-18
1.342740904125213e-07,0.08996856340126234,3.76,0.0,0.9780212523728464,0.9999990255277172,7.723835112553322e-08,5.297152545952309e-24,1.1531981180013006e-17,1.4305075271499087e-05,2.08955744122802e-06,1.9411136765461978e-06,2.2685797069238604e-07,1.1499164371692594e-06,7.694982290892347e-07,6.670163534702113e-07,3.713214024501263e-08,1.0275003591405422e-07,4.6572823301437093e-14,5.591524301987644e-09,4.655466003082838e-15,1.2714433025203816e-08,2.3347054644892288e-08,1.2633717080045583e-13,1.0302753365311591e-12,5.695994745521572e-09,1.898876223267832e-14,2.4614061355852214e-13,3.8927970342120395e-24,3.5964163419169016e-23,3.451705295699699e-12,5.365857513662107e-18
1.374348522351346e-07,0.08996856723803562,3.76,0.0,0.9780209065822019,0.9999989896800335,8.231356396067911e-08,5.636683909661725e-24,1.1769977579258161e-17,1.4598511839169132e-05,2.169774132486029e-06,2.029527221352418e-06,2.3632157979958232e-07,1.22128893490927e-06,7.976266317994441e-07,7.111477802139671e-07,3.867053856432324e-08,1.0515869762653837e-07,5.150795940929992e-14,5.904581181665655e-09,5.267145616119852e-15,1.3236973899141136e-08,2.4413988728073426e-08,1.3550867109043765e-13,1.1253691268325728e-12,5.949385400508308e-09,2.146634047638912e-14,2.5560842808730967e-13,4.60425187033817e-24,4.333638549041985e-23,3.585199713511271e-12,6.119078041754473e-18
1.437563758803612e-07,0.08996857500904594,3.76,0.0,0.9780202032274521,0.9999989156559885,9.308540863444016e-08,6.3535903627959295e-24,1.2241607503575188e-17,1.5179993100134893e-05,2.333720761560387e-06,2.2117129679814004e-06,2.5571839852443195e-07,1.3722258175910635e-06,8.557846894901592e-07,8.048958246042369e-07,4.182161414557803e-08,1.0993192676940606e-07,6.258267117654007e-14,6.565110250068853e-09,6.687691408495166e-15,1.430723898781346e-08,2.661322687225541e-08,1.553679369486366e-13,1.3347442883031119e-12,6.469817180178211e-09,2.7209898384274242e-14,2.7495983670392184e-13,6.368243410551937e-24,6.212693126195646e-23,3.858095764196598e-12,7.883992962184497e-18
1.500778995255878e-07,0.08996858291307352,3.76,0.0,0.9780194840170421,0.9999988384524208,1.0470744901305098e-07,7.121607558551803e-24,1.270748067688464e-17,1.5754358320346212e-05,2.5022508003059474e-06,2.400970783100556e-06,2.75728060587116e-07,1.5343459360108692e-06,9.165423412193679e-07,9.061539930839437e-07,4.506962374093724e-08,1.1464689763981526e-07,7.540942398822301e-14,7.273261034627306e-09,8.406230513363585e-15,1.541037448511215e-08,2.8898804459466547e-08,1.773877101553427e-13,1.5714881913835596e-12,7.008067137384838e-09,3.4141530952810974e-14,2.948536964719546e-13,8.684755937311626e-24,8.766723620855592e-23,4.1387002873324066e-12,1.0041706506710509e-17
1.5639942317081438e-07,0.08996859095371339,3.76,0.0,0.9780187487668647,0.9999987579818069,1.1720507357999243e-07,7.941440932150587e-24,1.316766892305006e-17,1.632169434237261e-05,2.6752450204182696e-06,2.5972142335580204e-06,2.9633486221953523e-07,1.7079550647394096e-06,9.799752370480164e-07,1.0151528542969688e-06,4.841208090169173e-08,1.1930426759334249e-07,9.017211519240017e-14,8.031171479502786e-09,1.0468790784486564e-14,1.6545544939350583e-08,3.1269746879708e-08,2.0174234627994854e-13,1.837815883945084e-12,7.563683367640121e-09,4.2440054088302505e-14,3.152759239394351e-13,1.1691297636297557e-23,1.2192051340534243e-22,4.426815119003246e-12,1.2655413623838648e-17
