Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113),C3H4(430),C4H7(54),C4H7(1650),C2H2O(167),C3H3(1111),C4H7(64),H2CC(23),C4H7(1651),C4H6(61)
0.0003865459512022637,0.5479747331694788,3.76,0.0,0.8587171858322291,0.9975516885794316,0.0015654283511050808,1.2078814588695101e-20,7.286151986502381e-16,1.7329577179621778e-05,5.885086034384312e-05,0.0004742935483307723,0.009419341659582223,7.6166270478343745e-06,0.0064366183197300374,1.064738932736148e-08,2.77981479520025e-07,0.0007556416222074962,1.0162230898738794e-07,9.017489771831889e-07,8.521724592736602e-07,2.1307663816784305e-07,5.526627631844548e-05,0.0008747064078498715,1.3340463701679603e-08,9.919749930084575e-06,2.374557467458971e-12,4.045470216352184e-08,1.8885362373936513e-15,2.0152609573502357e-08,3.732410232243117e-12,4.281221917106273e-15,2.0178634603956627e-07,2.2783058402777762e-17,3.726592403235285e-10,1.314780208194844e-06,2.1831874823778144e-12,4.253245474602894e-11,5.028226485239402e-15,5.917261510221097e-16,1.8790769082619704e-12,4.257805669445514e-07,1.1300022751980209e-10,2.5975298972066158e-15,1.6371485464606e-10,1.839996022023393e-15,2.3622312310249415e-20,1.3537607871392598e-11,1.712810925544515e-11,9.601745849695247e-19,1.7607311530493384e-10,1.2938912780863993e-12,1.072673015658514e-14,1.9122668581874587e-15,1.8905234775302405e-11,1.3563106039523456e-14,2.7956262578101066e-11,8.304174650762062e-11,1.882893934498647e-09
0.0003922885042312063,0.5479986985365262,3.76,0.0,0.8583966804880419,0.9974749823114563,0.0016319678105498239,1.3249308532299842e-20,7.833217068121877e-16,1.7592418120181992e-05,6.006076345634502e-05,0.00048394821746669043,0.009732054573297415,7.770322905395483e-06,0.0066447912107987514,1.1240805017805974e-08,2.9717283995643327e-07,0.0007671327156447918,1.031502406936798e-07,9.201858239931653e-07,8.777751470831793e-07,2.1743451755559282e-07,5.750835233315645e-05,0.0009050814440543367,1.4087588089812567e-08,1.0599299979899187e-05,2.46250382813739e-12,4.270191629369409e-08,2.0606399551534886e-15,2.0766102672152167e-08,4.0767626652197606e-12,4.583795244365288e-15,2.1290587663610836e-07,2.43645293484878e-17,4.0138384935401066e-10,1.4047041848725646e-06,2.2794036847974025e-12,4.481939772616074e-11,5.2980701547964144e-15,6.234805923265603e-16,1.9799617998066265e-12,4.5366163585008465e-07,1.1945283986084674e-10,2.7754370469672496e-15,1.7172242021205003e-10,1.9035222500615018e-15,2.5567780194507835e-20,1.4344448941242602e-11,1.8878799617181907e-11,1.0746535079439704e-18,1.9122573192843648e-10,1.4119363845682981e-12,1.1705355366946209e-14,2.0430742989621185e-15,2.0939086823623464e-11,1.4800459657494035e-14,2.889869841140593e-11,9.083036973185e-11,2.0792778545282146e-09
0.0003980310572601489,0.5480231664558336,3.76,0.0,0.8580694999679699,0.9973967961134282,0.0017004860762729784,1.4517214970575403e-20,8.414238791021402e-16,1.786342489979338e-05,6.127952994011541e-05,0.0004937544184889808,0.010051288491073321,7.925074759581019e-06,0.00685706605255474,1.1859196469784333e-08,3.174381604086317e-07,0.0007785229644747106,1.0472543261094097e-07,9.387520556680336e-07,9.037804129324148e-07,2.2182506668623234e-07,5.982772303921241e-05,0.0009359858685439556,1.4867195852010254e-08,1.1316679006587903e-05,2.553567753232684e-12,4.5043404592710674e-08,2.246073637857891e-15,2.1395749085253583e-08,4.448001195880732e-12,4.9057416798536265e-15,2.2456517265269666e-07,2.604576791008709e-17,4.320120778232948e-10,1.4995575586526804e-06,2.379484932596583e-12,4.720090977664181e-11,5.579023757833318e-15,6.565423735621117e-16,2.0850025850563275e-12,4.830335099794586e-07,1.262135871453704e-10,2.963107158861525e-15,1.8009459384572146e-10,1.9685531967880304e-15,2.765012987958664e-20,1.5196866598282308e-11,2.0792370288888694e-11,1.2012084618668285e-18,2.0749193777312878e-10,1.5391152780490523e-12,1.275970183857048e-14,2.1810540772958908e-15,2.315465408334731e-11,1.6133549710089737e-14,2.986183804006148e-11,9.92442673383558e-11,2.2933756105499046e-09
0.0004037736102890915,0.5480481408946419,3.76,0.0,0.8577355927013439,0.9973171180309798,0.0017710133250599363,1.5889252106642883e-20,9.030857352454853e-16,1.814268307851638e-05,6.250699304174977e-05,0.0005037166931384782,0.010377090488212875,8.080862277698077e-06,0.007073466412341261,1.2503257519603624e-08,3.3882330921604036e-07,0.000789811159391061,1.0634835595842109e-07,9.574449187833808e-07,9.301857525960139e-07,2.2624779226955703e-07,6.222681488707104e-05,0.000967415567451758,1.5680298465267017e-08,1.2073517543429353e-05,2.6478466125035603e-12,4.7481767766875384e-08,2.4456839868131806e-15,2.2041915425490318e-08,4.847838467092438e-12,5.24817614514678e-15,2.3678856651561757e-07,2.783246430455688e-17,4.646533181956101e-10,1.5995427186397058e-06,2.4835603907265894e-12,4.967962210815489e-11,5.871392593648857e-15,6.909474186665896e-16,2.1943136705600413e-12,5.139574368122107e-07,1.3329312142195708e-10,3.1609411253980456e-15,1.8884632450010282e-10,2.0351107195810655e-15,2.987734389966772e-20,1.609725485605035e-11,2.288248986350553e-11,1.3409352473928489e-18,2.2494193157966507e-10,1.6760069603664351e-12,1.3894569611580166e-14,2.3265008278842925e-15,2.55649033589682e-11,1.756844464025153e-14,3.0845895281422184e-11,1.0832527587631317e-10,2.5265357031401035e-09
0.00040951616331803413,0.5480736257420691,3.76,0.0,0.8573949081630294,0.9972359361626411,0.0018435794962489453,1.737249942633215e-20,9.684767329518419e-16,1.8430276459457575e-05,6.37429867895642e-05,0.0005138396287839163,0.010709506509801453,8.237665291488994e-06,0.0072940151547411635,1.3173689956466626e-08,3.613754642073354e-07,0.0008009962929504815,1.080194706086267e-07,9.762616700196554e-07,9.569885658655858e-07,2.307022064640367e-07,6.470811006088236e-05,0.0009993662337587912,1.6527926663899633e-08,1.2871495972328131e-05,2.7454394867943666e-12,5.001963473564247e-08,2.660359119048571e-15,2.2704967797293558e-08,5.278070600587558e-12,5.61226820814356e-15,2.496013714751385e-07,2.973058647146415e-17,4.994224525645347e-10,1.7048673644727983e-06,2.5917617700607734e-12,5.225819598060155e-11,6.1754851916857884e-15,7.267320316229758e-16,2.3080106907853517e-12,5.464963540995054e-07,1.407022730487183e-10,3.369350368315434e-15,1.979930124608591e-10,2.1032168745192323e-15,3.225776986732677e-20,1.7048118441942937e-11,2.5163838420998916e-11,1.495012262683245e-18,2.4364978314618796e-10,1.8232187703615703e-12,1.511499364364821e-14,2.4797169281898712e-15,2.8183504380914252e-11,1.911150985059553e-14,3.185108308752348e-11,1.181174721131583e-10,2.780189918380222e-09
0.00041525871634697675,0.5480996248089364,3.76,0.0,0.8570473968734611,0.9971532386614952,0.0019182142834671464,1.8974410888234122e-20,1.0377718450122855e-15,1.8726287078898363e-05,6.498734592905148e-05,0.0005241278572294391,0.011048581370816138,8.395463786020925e-06,0.007518734444634017,1.3871203380316896e-08,3.851431284597177e-07,0.0008120775488794396,1.0973922501741892e-07,9.951995752259952e-07,9.841861634756998e-07,2.3518782657355714e-07,6.727414639332287e-05,0.001031833380019602,1.741113055575951e-08,1.3712345418118013e-05,2.8464471410235945e-12,5.265966199819945e-08,2.8910299263928716e-15,2.338527149499226e-08,5.7405799007932425e-12,5.999244066214534e-15,2.630299100122405e-07,3.174639013673179e-17,5.364400806811792e-10,1.8157445482232856e-06,2.7042233002698457e-12,5.493932200321299e-11,6.491613217528162e-15,7.639328853979286e-16,2.4262104738139525e-12,5.807149088675932e-07,1.484520479945997e-10,3.588756926376873e-15,2.0755051425566862e-10,2.1728939212022475e-15,3.4800132094205127e-20,1.8052076964815335e-11,2.765217107045149e-11,1.664705485615897e-18,2.6369362177083166e-10,1.9813873271674503e-12,1.6426251629858517e-14,2.6410125603168707e-15,3.102485809494283e-11,2.0769417585685576e-14,3.2877613577077287e-11,1.286672626005191e-10,3.055857208238274e-09
0.00042100126937591936,0.5481261418276046,3.76,0.0,0.8566930103987603,0.9970690137370223,0.0019949471268946805,2.0702828329758575e-20,1.1111516341208919e-15,1.903079519501511e-05,6.623990586059144e-05,0.0005345860535061175,0.011394358756181982,8.55423788904214e-06,0.007747645750028108,1.4596515053327777e-08,4.1017614578255916e-07,0.0008230542912538955,1.115080561462701e-07,1.0142559085205116e-06,1.0117757737669522e-06,2.3970417475419015e-07,6.992751723471975e-05,0.001064812350781573,1.83309797296226e-08,1.4597848645830702e-05,2.9509719963958867e-12,5.5404532976319274e-08,3.1386714511732783e-15,2.408319070511869e-08,6.2373375893628e-12,6.410388561443482e-15,2.771015424684594e-07,3.388642904073018e-17,5.758327536143456e-10,1.9323927143120587e-06,2.821081700118909e-12,5.7725719412845386e-11,6.820091376193274e-15,8.025870105618447e-16,2.5490310060138776e-12,6.166794759726262e-07,1.5655362505348698e-10,3.819593539515152e-15,2.1753514728812544e-10,2.2441643273329285e-15,3.751354337489485e-20,1.9111869183480336e-11,3.036438470484798e-11,1.851373691447327e-18,2.8515583193650355e-10,2.151179486576139e-12,1.7833871930968264e-14,2.8107057700333773e-15,3.4104125966635044e-11,2.2549156951038962e-14,3.3925698066175274e-11,1.4002347552575367e-10,3.3551476849259234e-09
0.000426743822404862,0.5481531804518127,3.76,0.0,0.8563317013509458,0.9969832496571025,0.0020738072060382208,2.2565995021477946e-20,1.1888023250403647e-15,1.9343879275329264e-05,6.750050257983886e-05,0.0005452189346473391,0.011746881220765804,8.71396786085349e-06,0.007980769844678862,1.5350349744865117e-08,4.3652571591587626e-07,0.0008339260536458116,1.1332638937750023e-07,1.033427951433491e-06,1.0397545490686617e-06,2.4425077773237115e-07,7.267087127672082e-05,0.0010982983346483196,1.928856335325028e-08,1.5529840960529905e-05,3.059118101854232e-12,5.825695733342719e-08,3.4043042777853962e-15,2.4799088213317036e-08,6.770406568934955e-12,6.847047225573832e-15,2.9184469587712526e-07,3.6157565319034646e-17,6.177332129200881e-10,2.0550357374028922e-06,2.9424761452016957e-12,6.062013533096595e-11,7.161237312779508e-15,8.427317835978211e-16,2.676591395715431e-12,6.544581761965115e-07,1.650183529718901e-10,4.062303729200745e-15,2.279636941869827e-10,2.317050773026382e-15,4.04075169286684e-20,2.0230357375634836e-11,3.3318588087739035e-11,2.056473914660655e-18,3.081232563477997e-10,2.3332933089512663e-12,1.934364159737506e-14,2.989122522876751e-15,3.7437260332685745e-11,2.4458044052881054e-14,3.4995547097431475e-11,1.5223745482337002e-10,3.679766729666799e-09
0.0004324863754338046,0.5481807442565205,3.76,0.0,0.8559634233882363,0.9968959347501444,0.0021548234329937794,2.4572569357085917e-20,1.2709158741999528e-15,1.966561598306473e-05,6.876897262107689e-05,0.0005560312584476696,0.012106190189306748,8.874634084724333e-06,0.008218126810510207,1.6133439569986358e-08,4.6424440942882487e-07,0.0008446925283188473,1.1519463842354872e-07,1.0527129920978683e-06,1.0681195717894702e-06,2.4882716653539695e-07,7.55069123305381e-05,0.0011322863759480012,2.0284990261864593e-08,1.651021110913239e-05,3.1709911047962568e-12,6.121967026929101e-08,3.6889959394349876e-15,2.553332511634809e-08,7.341944214360235e-12,7.31062835443735e-15,3.072888929715857e-07,3.8566980034594335e-17,6.622806351615497e-10,2.1839029582061618e-06,3.0685482331539055e-12,6.362534400058536e-11,7.515371510610469e-15,8.844049149161301e-16,2.809011835944685e-12,6.941208938677106e-07,1.7385774749206246e-10,4.3173418748846115e-15,2.388534068625124e-10,2.3915761548615806e-15,4.3491978493929243e-20,2.1410531806677816e-11,3.6534175393946365e-11,2.2815671638602665e-18,3.3268740642204666e-10,2.52845903896061e-12,2.0961614491063035e-14,3.1765967572468322e-15,4.1041035826975844e-11,2.6503732261497177e-14,3.608737046767048e-11,1.653631565370363e-10,4.031519216124413e-09
0.0004382289284627472,0.5482088367377553,3.76,0.0,0.8555881312154446,0.9968070574073056,0.0022380244461763766,2.6731638713650304e-20,1.3576900366050075e-15,1.9996080162598354e-05,7.004515300395705e-05,0.0005670278222047167,0.012472325956284587,9.036217057900933e-06,0.008459736039856471,1.694652382141426e-08,4.933861823033101e-07,0.0008553535555472729,1.1711320523139974e-07,1.0721083244934066e-06,1.0968678602083118e-06,2.534328762356661e-07,7.843839905983372e-05,0.0011667713859747995,2.1321389036668372e-08,1.7540902183630877e-05,3.2866982210610664e-12,6.429543179052421e-08,3.9938623392398585e-15,2.6286260539572185e-08,7.954205189558296e-12,7.802605109875226e-15,3.234647813461456e-07,4.112218385153337e-17,7.096208816193853e-10,2.3192292171272775e-06,3.1994419463651485e-12,6.674414600356569e-11,7.88281718695182e-15,9.276444365830356e-16,2.9464135662357025e-12,7.357392939914324e-07,1.8308348831026513e-10,4.585173286381578e-15,2.5022201026136415e-10,2.467763589654676e-15,4.677727856989368e-20,2.265551529748559e-11,4.003190332960467e-11,2.528324398584672e-18,3.589446803289728e-10,2.737440096242589e-12,2.269411949817787e-14,3.3734704343913894e-15,4.4933081906952064e-11,2.8694222588868074e-14,3.720137725405287e-11,1.7945724745006356e-10,4.412313848674219e-09
0.0004439714814916898,0.5482374613124619,3.76,0.0,0.8552057805844643,0.9967166060847784,0.0023234386044931835,2.9052733405277737e-20,1.4493284298539889e-15,2.033534482415481e-05,7.132888118404747e-05,0.000578213461443775,0.012845327685726701,9.198697383254872e-06,0.00870561623754149,1.7790348794953055e-08,5.240063901901222e-07,0.0008659091131252427,1.1908247988307761e-07,1.0916112477510632e-06,1.1259963739609017e-06,2.5806744571008755e-07,8.146814466850157e-05,0.0012017481537770467,2.2398908072995746e-08,1.8623912525201304e-05,3.4063482042011503e-12,6.748702595730058e-08,4.320069184787984e-15,2.705825136019038e-08,8.609544288086089e-12,8.324517647444485e-15,3.4040416274623075e-07,4.383102784215842e-17,7.59906753036493e-10,2.4612548857057074e-06,3.3353036122103174e-12,6.997936745862515e-11,8.26390018633865e-15,9.724886897685023e-16,3.0889188335379558e-12,7.793868388771742e-07,1.9270741595072336e-10,4.8662742720616084e-15,2.62087705811122e-10,2.545636417942026e-15,5.02742047990763e-20,2.396856788991222e-11,4.383397195900654e-11,2.798532776907492e-18,3.869965886657015e-10,2.9610340762831783e-12,2.454776882623637e-14,3.580093585204882e-15,4.913191650313417e-11,3.1037874173018e-14,3.8337775838557404e-11,1.9457920599392982e-10,4.824167615631275e-09
0.00044971403452063243,0.5482666213183597,3.76,0.0,0.8548163282948414,0.9966245693061166,0.002411093981937066,3.1545840762319485e-20,1.5460405952820776e-15,2.068348112786466e-05,7.26199950074128e-05,0.0005895930486252357,0.013225233410957098,9.362055761592088e-06,0.008955785422812121,1.8665667608405935e-08,5.561618023258743e-07,0.0008763593061256338,1.2110284049292566e-07,1.111219065520942e-06,1.1555020192192395e-06,2.6273041741534907e-07,8.459901654370661e-05,0.0012372113564710098,2.351871563779192e-08,1.9761296628690553e-05,3.5300513140508653e-12,7.079726010638687e-08,4.66883343524586e-15,2.7849651936536615e-08,9.310419295385372e-12,8.877975268532882e-15,3.5814002246391595e-07,4.6701714420325315e-17,8.13298249227943e-10,2.610225895796441e-06,3.476281860834242e-12,7.333385920075715e-11,8.65894887160363e-15,1.0189763119234185e-15,3.2366508522509826e-12,8.25138804253157e-07,2.0274152855598008e-10,5.161132202727202e-15,2.744691745467297e-10,2.6252182071695817e-15,5.3993994484037975e-20,2.5353091608682456e-11,4.796410936723748e-11,3.0941021827090882e-18,4.1694998784554104e-10,3.2000737610665605e-12,2.652946638234799e-14,3.796824353770177e-15,5.365698081083295e-11,3.354341486447806e-14,3.949677393081912e-11,2.107914254257681e-10,5.269210357410972e-09
0.00045545658754957504,0.5482963200138075,3.76,0.0,0.8544197321944306,0.996530935664573,0.002501018362577811,3.422141931473728e-20,1.6480420560916485e-15,2.1040558367306894e-05,7.391833266925065e-05,0.000601171491834822,0.013612080034294087,9.52627298461576e-06,0.0092102609311442,1.957324001408823e-08,5.899106150981366e-07,0.0008867043569586323,1.2317465310239257e-07,1.1309290854041554e-06,1.1853816535643085e-06,2.674213371789872e-07,8.783393585454616e-05,0.0012731555690657429,2.468199991618896e-08,2.0955166046938133e-05,3.657919284592551e-12,7.422896405079662e-08,5.041424760120792e-15,2.8660813843735813e-08,1.005939387067548e-11,9.464658594992452e-15,3.7670655881384953e-07,4.974280839182571e-17,8.69962833365578e-10,2.7663937664434687e-06,3.6225275805274956e-12,7.681049594283863e-11,9.068294012711476e-15,1.0671462236987012e-15,3.389733763423096e-12,8.730722948565649e-07,2.13197978593711e-10,5.470245571063925e-15,2.8738557991153116e-10,2.706532754577665e-15,5.794834723196492e-20,2.6812635318267575e-11,5.244766028913806e-11,3.417072041494542e-18,4.489173212704385e-10,3.4554281386909063e-12,2.864641622574456e-14,4.024029037569659e-15,5.852867523885676e-11,3.6219951906384543e-14,4.0678578589270804e-11,2.281593192613461e-10,5.749689449432303e-09
0.00046119914057851766,0.5483265605776722,3.76,0.0,0.8540159511801191,0.9964356938254322,0.0025932392359283283,3.7090413041228974e-20,1.7555543723653238e-15,2.1406643952668527e-05,7.522373267653708e-05,0.0006129537334567095,0.01400590332670545,9.691329928526525e-06,0.009469059415939288,2.051383220505329e-08,6.253124652453623e-07,0.0008969445957715551,1.2529827157312596e-07,1.1507386184478026e-06,1.2156320905548138e-06,2.721397540059345e-07,9.117587710669838e-05,0.001309575273790498,2.58899690469515e-08,2.2207690294347568e-05,3.790065291118644e-12,7.778498925673144e-08,5.439167008753577e-15,2.9492085616013837e-08,1.085914044643967e-11,1.0086321764506867e-14,3.961392126637758e-07,5.29632481129431e-17,9.300757007304113e-10,2.930015628392558e-06,3.774193870730054e-12,8.04121754201534e-11,9.492268673491894e-15,1.117037615617168e-15,3.548292593148209e-12,9.232662594879326e-07,2.2408906947995369e-10,5.79412404654648e-15,3.0085657022567023e-10,2.7896040897748546e-15,6.214943772034907e-20,2.835089967310871e-11,5.731167883681218e-11,3.769618433549857e-18,4.830168683479259e-10,3.728003431259211e-12,3.09061310888978e-14,4.262082124288766e-15,6.376839652574937e-11,3.9076982700975764e-14,4.188339624056644e-11,2.467514289561796e-10,6.2679745994186356e-09
0.00046694169360746027,0.5483573461092072,3.76,0.0,0.8536049451986178,0.9963388325283177,0.0026877837926631205,4.0164265701928746e-20,1.8688051929164142e-15,2.1781803393641808e-05,7.653603381463378e-05,0.0006249447488296487,0.014406737927430562,9.857207548244283e-06,0.009732196850129939,2.1488216615159286e-08,6.624284426783853e-07,0.000907080451223755,1.2747403747910287e-07,1.170644978702282e-06,1.246250103997109e-06,2.7688521990024203e-07,9.462786765346657e-05,0.0013464648689212602,2.7143851146560642e-08,2.352109774911729e-05,3.926603916687444e-12,8.146820799843263e-08,5.863439689565408e-15,3.034381249587323e-08,1.17124431433513e-11,1.074479464482227e-14,4.1647469699353456e-07,5.637235674789634e-17,9.938200517163576e-10,3.101354246192577e-06,3.9314359926942865e-12,8.414181751840482e-11,9.931208096347805e-15,1.1686899345071951e-15,3.712453210188011e-12,9.758015055185562e-07,2.3542725211862496e-10,6.133288525681343e-15,3.149022808143591e-10,2.874456476995145e-15,6.660992857652286e-20,2.997174215926514e-11,6.258502545938939e-11,4.1540615130866536e-18,5.19373001403928e-10,4.01874413037043e-12,3.331644096162963e-14,4.51136632513776e-15,6.939857603001855e-11,4.2124405655402576e-14,4.311143269727562e-11,2.6663953382926235e-10,6.826562758620924e-09
0.0004726842466364029,0.5483886796279387,3.76,0.0,0.8531866752473027,0.9962403405894531,0.002784678920666754,4.345493522038065e-20,1.988028303860905e-15,2.2166100282148428e-05,7.785507511778602e-05,0.0006371495448862972,0.01481461734357923,1.0023886872233017e-05,0.00999968852771034,2.249717171312505e-08,7.013211029108796e-07,0.0009171124416636642,1.297022799983422e-07,1.190645482839802e-06,1.2772324319232158e-06,2.816572897016013e-07,9.819298716369547e-05,0.0013838186771071514,2.8444894321718714e-08,2.4897676553546885e-05,4.067651117871778e-12,8.528151249144941e-08,6.315679458041952e-15,3.1216336190307664e-08,1.2622200698398643e-11,1.144198506482997e-14,4.3775102645619043e-07,5.997985361519355e-17,1.0613873688597454e-09,3.280678037838575e-06,4.09441131784261e-12,8.800236338576287e-11,1.0385449585012724e-14,1.2221428697068507e-15,3.882342282846026e-12,1.0307607128407411e-06,2.4722512135742387e-10,6.4882711774771075e-15,3.295433357889712e-10,2.961114417031484e-15,7.134298336347987e-20,3.16791822253392e-11,6.829846826983855e-11,4.57287324185296e-18,5.581164505330914e-10,4.328634039450515e-12,3.5885501731911416e-14,4.772272604623288e-15,7.544271919663407e-11,4.537253109887617e-14,4.4362893173825445e-11,2.878987632174302e-10,7.4280831463588804e-09
0.0004784267996653455,0.5484205640735591,3.76,0.0,0.8527611033751,0.9961402069038718,0.002883951201390715,4.6974908098089036e-20,2.1134636738342296e-15,2.255959627495737e-05,7.918069584337165e-05,0.0006495731587760476,0.01522957394971781,1.0191348997900897e-05,0.010271549065208545,2.354148179074128e-08,7.420544790865245e-07,0.0009270411667285474,1.319833158046071e-07,1.2107374498318985e-06,1.3085757802852702e-06,2.8645552093603174e-07,0.00010187436704708213,0.0014216309532013064,2.9794366670077623e-08,2.633977551182999e-05,4.213324189796936e-12,8.922781400495494e-08,6.797381612413077e-15,3.210999463421165e-08,1.3591429403921862e-11,1.2179881060468737e-14,4.600075469145239e-07,6.379586561280295e-17,1.1329776976570358e-09,3.4682610919124488e-06,4.263279273858251e-12,9.199677452950528e-11,1.0855332385432633e-14,1.2774363390473765e-15,4.058087235120688e-12,1.0882284472512297e-06,2.5949541236007296e-10,6.8596154840431914e-15,3.4480084947449417e-10,3.0496026488402652e-15,7.636227966418142e-20,3.3477406500351276e-11,7.448478887438152e-11,5.028685445491468e-18,5.993845764183361e-10,4.658697322167818e-12,3.862180387708828e-14,5.045200206705038e-15,8.192544619768164e-11,4.883209226322741e-14,4.563798230067932e-11,3.1060771084209665e-10,8.075302387130812e-09
0.0004841693526942881,0.5484530023058318,3.76,0.0,0.8523281926834045,0.9960384204475524,0.0029856269064978394,5.073721385880185e-20,2.2453574957768437e-15,2.296235107625885e-05,8.051273544969866e-05,0.0006622206564716696,0.015651638987453708,1.0359575087540003e-05,0.010547792403115906,2.4621936745431702e-08,7.846940935907084e-07,0.0009368672993813138,1.3431744895947745e-07,1.230918200682775e-06,1.3402768263760355e-06,2.912794736798823e-07,0.0001056751898374328,0.0014598958916044358,3.11935562690291e-08,2.7849804984731617e-05,4.363741730464374e-12,9.331004195390654e-08,7.310101595975729e-15,3.302512176111597e-08,1.4623266055247628e-11,1.29605531333098e-14,4.832849649256129e-07,6.783093871152507e-17,1.2087999309201105e-09,3.6643831821784235e-06,4.4382012885491095e-12,9.612803189788517e-11,1.1341197564856003e-14,1.334610474625858e-15,4.239816202167857e-12,1.148291173258318e-06,2.7225099689501686e-10,7.247876276219152e-15,3.6069642747696867e-10,3.139946150811597e-15,8.168202225636694e-20,3.537077409604224e-11,8.117889284058433e-11,5.5242982006934706e-18,6.433216511410412e-10,5.0099995561442455e-12,4.153418119899025e-14,5.330556677274827e-15,8.887253374057591e-11,5.2514256318604517e-14,4.693690413674462e-11,3.3484855136859415e-10,8.771129759388375e-09
0.0004899119057232308,0.5484859971045043,3.76,0.0,0.8518879073270149,0.9959349702794779,0.0030897319947742344,5.475543949308077e-20,2.383962225206464e-15,2.33744224202558e-05,8.185103357712535e-05,0.0006750971313601102,0.01608084256502967,1.0528546364767217e-05,0.010828431807288288,2.5739331857366864e-08,8.293069692347592e-07,0.0009465915783930149,1.3670497080517017e-07,1.2511850582149376e-06,1.3723322219862715e-06,2.961287104362135e-07,0.00010959868853444405,0.0014986076331324487,3.264377115240313e-08,2.943023778053748e-05,4.519023604356695e-12,9.75311429718501e-08,7.85545650498024e-15,3.396204728134381e-08,1.5720970904559423e-11,1.3786156519626881e-14,5.076253771457828e-07,7.209604950564067e-17,1.2890720964068983e-09,3.86932977959227e-06,4.61934073152155e-12,1.0039913494779833e-10,1.1843387889210018e-14,1.3937056083762639e-15,4.427657985100818e-12,1.2110372663034057e-06,2.855048795406409e-10,7.6536197641401e-15,3.772521673844713e-10,3.2321701417010987e-15,8.731695636961938e-20,3.736382199083799e-11,8.841792494050622e-11,6.0626885609119074e-18,6.900791469925364e-10,5.383648791175329e-12,4.463181959640705e-14,5.628757882897816e-15,9.631095803281013e-11,5.6430635456055325e-14,4.8259862180004693e-11,3.607071591383808e-10,9.518622554920861e-09
0.0004956544587521734,0.5485195511692321,3.76,0.0,0.8514402125150835,0.995829845543608,0.0031962921092894324,5.904374389227329e-20,2.529536614895321e-15,2.379586605382252e-05,8.31954300322781e-05,0.0006882077028178342,0.016517213656938874,1.0698244111428537e-05,0.011113479870332586,2.6894467561335708e-08,8.759616400010667e-07,0.0009562148012746063,1.3914615985841804e-07,1.2715353469036178e-06,1.4047385963105933e-06,3.01002796022639e-07,0.00011364814590462034,0.001537760271422131,3.414633927491532e-08,3.1083610041658025e-05,4.67929090532073e-12,1.0189407996511492e-07,8.435126600963245e-15,3.4921096467640607e-08,1.6887930618578916e-11,1.465893346762263e-14,5.330722996278565e-07,7.660261680925944e-17,1.374021647454971e-09,4.0833920616855695e-06,4.806862853698952e-12,1.0481310069872225e-10,1.2362247698828742e-14,1.4547622574465856e-15,4.621742005151453e-12,1.2765570243880965e-06,2.992701938072088e-10,8.077423562649805e-15,3.944906590952183e-10,3.3263000812182864e-15,9.328238101607303e-20,3.946127049244929e-11,9.624138930528568e-11,6.647019628065165e-18,7.398160332864482e-10,5.7807966111285045e-12,4.792426586803942e-14,5.940228025759016e-15,1.0426893888789531e-10,6.059329800828001e-14,4.9607059376368186e-11,3.8827322905151977e-10,1.0320991547646421e-08
0.000501397011781116,0.5485536671195115,3.76,0.0,0.8509850745120603,0.9957230354707581,0.0033053325747864214,6.361687225468351e-20,2.6823457458784714e-15,2.422673571926211e-05,8.45457647751413e-05,0.0007015575147711114,0.016960780103571584,1.0868649664929742e-05,0.011402948512990934,2.8088149213586138e-08,9.24728161337892e-07,0.0009657378176571692,1.4164128170560802e-07,1.2919663927564577e-06,1.4374925586141403e-06,3.059012974697264e-07,0.00011782689374197286,0.0015773478588909482,3.570260846421106e-08,3.281252212626695e-05,4.844665918726619e-12,1.0640183114917482e-07,9.050856826383603e-15,3.59025899483016e-08,1.812766123758234e-11,1.5581215520454233e-14,5.59670696982292e-07,8.136251328663827e-17,1.4638857563359128e-09,4.306866919289099e-06,5.000934724721637e-12,1.093729627734006e-10,1.2898122782598403e-14,1.5178211093897546e-15,4.822198257216401e-12,1.3449426790983966e-06,3.1356019817583675e-10,8.519876711479964e-15,4.1243498476671415e-10,3.422361670267706e-15,9.959416238589101e-20,4.166802877585031e-11,1.04691274627192e-10,7.280649977299164e-18,7.926990811600057e-10,6.202639198694865e-12,5.142143653908939e-14,6.26539965476223e-15,1.127759849528972e-10,6.501477959990377e-14,5.097869812673219e-11,4.1764039957248105e-10,1.1181606570459793e-08
