Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113),C3H4(430),C4H7(54),C4H7(1650),C2H2O(167),C3H3(1111),C4H7(64),H2CC(23),C4H7(1651),C4H6(61)
7.625008892968922e-07,0.5472483490241769,3.76,0.0,0.868476410294192,0.9999999649858806,8.836387729847338e-10,5.410461255845574e-29,5.170206355601952e-21,8.485824492689624e-07,5.0333560058402404e-08,3.0350799228131804e-08,1.4108437406910647e-08,4.747819342855214e-09,6.3454337419921365e-09,8.417541004401544e-18,2.906769816003897e-17,2.982440837211867e-08,3.60733721535017e-09,6.310059851325361e-10,2.2724340530475663e-10,1.0837945536887509e-10,5.530089890176284e-10,6.303402576138502e-11,3.747095945305863e-16,1.5678011566618068e-15,1.2915607986457426e-15,3.1426790204204974e-18,1.4531310538754764e-28,4.370736786372406e-12,3.820796746434283e-27,1.9532058341609798e-25,2.260488136007626e-17,1.1824738282017964e-27,8.021545454035584e-24,1.5852819418371745e-19,8.01570737606584e-17,1.1660431001224011e-16,9.012640312945983e-21,1.1088397047465122e-21,4.991326037781781e-18,3.567507154031982e-15,1.5545006151379584e-14,1.8241972597916863e-27,9.421184536968285e-18,2.6698030276500193e-21,2.0971461276961883e-33,3.6683766217577777e-19,1.1146788367257166e-25,2.3939756621522556e-33,9.781289954834748e-27,1.80081563227659e-27,1.4973835940815608e-29,2.3448778018335616e-28,1.282957895634617e-32,2.0765535926700112e-29,3.646397939125269e-17,2.405866448662839e-27,5.388893763679347e-27
7.800897556053415e-07,0.547248350061351,3.76,0.0,0.868476397604444,0.9999999640085779,9.38156391861269e-10,5.745530088140904e-29,5.285792218471836e-21,8.674198163751313e-07,5.202956274666241e-08,3.174872816794824e-08,1.4893027195163902e-08,4.937739222766021e-09,6.749976369714455e-09,9.186695710622078e-18,3.147186775055284e-17,3.061842765335004e-08,3.7168541023006107e-09,6.549100378989059e-10,2.3577037573070433e-10,1.1321783587505066e-10,5.785888191742667e-10,6.611019096644091e-11,3.972927532603716e-16,1.7048496135697093e-15,1.2837513704473549e-15,3.505795405382963e-18,1.6340513300326084e-28,4.479535547938858e-12,4.407771521184735e-27,2.177220292534207e-25,2.4971099590551045e-17,1.3166058027640554e-27,9.140270220875309e-24,1.8078447818460707e-19,8.392305189051031e-17,1.221399183109446e-16,9.499474587256226e-21,1.1678928330901952e-21,5.349988906916101e-18,3.7952766713240914e-15,1.6120115426619575e-14,2.0452595257812856e-27,1.0215272326028061e-17,2.818424102748573e-21,2.379392182355301e-33,3.9953478925515207e-19,1.262049418587539e-25,2.710790361326891e-33,1.1310228385589549e-26,2.0601685814630386e-27,1.7129246581994447e-29,2.673173269124333e-28,1.4879439945537773e-32,2.3709774191005926e-29,3.859098326612726e-17,2.8043374395015885e-27,6.259345243396486e-27
7.976786219137907e-07,0.5472483511004251,3.76,0.0,0.8684763848651676,0.9999999630231043,9.946962241676418e-10,6.093490300965934e-29,5.401193762039768e-21,8.862258368586818e-07,5.3748443216306934e-08,3.3177323097187575e-08,1.5703913586748482e-08,5.13083797780437e-09,7.170517758334358e-09,1.0007835703631223e-17,3.4016082392744104e-17,3.14186752506971e-08,3.8264720955371345e-09,6.791753102737604e-10,2.444170106299614e-10,1.1814755576157846e-10,6.047333774426338e-10,6.926746446983587e-11,4.2067134642168877e-16,1.8504414913466986e-15,1.3749332766613811e-15,3.901678705366145e-18,1.8327493415010658e-28,4.5882069376622265e-12,5.068186160442093e-27,2.413315293518489e-25,2.7525711922698927e-17,1.4562953124542973e-27,1.0386124367829934e-23,2.0558178663046964e-19,8.780153801064889e-17,1.278330381123294e-16,1.0003370969905673e-20,1.228900185875008e-21,5.479276370297045e-18,4.034006717043117e-15,1.6609156432507745e-14,2.2876515796447774e-27,1.105632061988073e-17,2.971850558549079e-21,2.6923115870556197e-33,4.342974647314395e-19,1.4249699115112382e-25,3.061065766058111e-33,1.3039189733383206e-26,2.3505636201625015e-27,1.9542733236722887e-29,3.038847605258636e-28,1.7208664476274632e-32,2.700076479774931e-29,4.079266211764915e-17,3.258708156675538e-27,7.248798748913795e-27
8.1526748822224e-07,0.5472483521414272,3.76,0.0,0.8684763720761065,0.9999999620293799,1.0532863580585342e-09,6.45454017351866e-29,5.516411782947544e-21,9.05000583934096e-07,5.549010653924144e-08,3.463653301334255e-08,1.6541449965385178e-08,5.327099726075083e-09,7.607322805198e-09,1.0883314227529887e-17,3.670532984398734e-17,3.2225241006142054e-08,3.936169580316661e-09,7.03800272955733e-10,2.531825238590168e-10,1.2316805193610109e-10,6.314417816389805e-10,7.250648433893343e-11,4.448557414587872e-16,2.0048999082258064e-15,1.3620320526555438e-15,4.332496566649599e-18,2.0505335877364657e-28,4.69675178985365e-12,5.809242658141843e-27,2.677783428007093e-25,3.0279245120445473e-17,1.6140670349277238e-27,1.1770429609736613e-23,2.3314678334008087e-19,9.179343868648123e-17,1.3368470044283104e-16,1.052441951268586e-20,1.2919658303093989e-21,5.8744430815365344e-18,4.283504113678603e-15,1.7204437634601043e-14,2.5529322771909177e-27,1.1945989418623667e-17,3.1305112440670094e-21,3.038410349772242e-33,4.712047770283099e-19,1.6046883698526449e-25,3.447490211111466e-33,1.4989524819944118e-26,2.675012075422563e-27,2.2238892712059713e-29,3.445228653670148e-28,1.9848995962567824e-32,3.0671625214268666e-29,4.307006283995316e-17,3.7754950579226876e-27,8.370770691575013e-27
8.328563545306893e-07,0.5472483531843846,3.76,0.0,0.8684763592370051,0.999999961027323,1.1139546995466073e-09,6.828876281378306e-29,5.631447104261417e-21,9.237441290055839e-07,5.725445778942246e-08,3.612630703192054e-08,1.7405988242636125e-08,5.52650889510299e-09,8.060655093070383e-09,1.1815542360325285e-17,3.954467499538899e-17,3.303821435616163e-08,4.045926614120548e-09,7.287834073047345e-10,2.620661558810238e-10,1.2827878012535345e-10,6.58713131083772e-10,7.58278978294453e-11,4.698563635858312e-16,2.1685526469506562e-15,1.4677816316098043e-15,4.8005103073474175e-18,2.28877880574023e-28,4.805170966757118e-12,6.638664994485808e-27,2.9554988048861974e-25,3.324257759440716e-17,1.7776921032210667e-27,1.330526638176291e-23,2.6372095146616615e-19,9.589965156389647e-17,1.396959232055522e-16,1.106282581703068e-20,1.3570627114195979e-21,5.993468147824354e-18,4.544614918863866e-15,1.7694966979497206e-14,2.8427477737686507e-27,1.2885959968193697e-17,3.2940773380175885e-21,3.420504443221063e-33,5.103369416962961e-19,1.8025232776865243e-25,3.872902928540011e-33,1.7184376056796946e-26,3.036752505957514e-27,2.5245070210831425e-29,3.89585618150203e-28,2.2835096988313203e-32,3.4757930047591896e-29,4.5424228018743114e-17,4.361829280419713e-27,9.640020894184209e-27
8.504452208391386e-07,0.5472483542293246,3.76,0.0,0.8684763463476094,0.9999999600168513,1.1767289791268576e-09,7.216693353781683e-29,5.746300534001938e-21,9.424565418444783e-07,5.904140207625204e-08,3.764659438354974e-08,1.8297878862516862e-08,5.729050190677125e-09,8.53077691573405e-09,1.2806989337482762e-17,4.253925987703623e-17,3.3857684334476234e-08,4.155724795379056e-09,7.541232035279909e-10,2.7106717534084877e-10,1.3347921327891172e-10,6.865465497396414e-10,7.923236134440829e-11,4.956836984032303e-16,2.3417321307795566e-15,1.4485464692841843e-15,5.30807693459634e-18,2.5489279643992756e-28,4.913465350557723e-12,7.564724779355233e-27,3.265389623709669e-25,3.642694367746646e-17,1.9621770117305265e-27,1.500347966601406e-23,2.9756123267045564e-19,1.0012106402538578e-16,1.45867712701986e-16,1.1618703862641303e-20,1.4242586579992054e-21,6.401393218644371e-18,4.8170800639800626e-15,1.831147014643967e-14,3.158818877168136e-27,1.3877934518223406e-17,3.463039487838835e-21,3.8413966349071244e-33,5.51775288514348e-19,2.019865981833859e-25,4.3403014327444716e-33,1.9648790120796578e-26,3.4392654217780206e-27,2.858966042151557e-29,4.394501421233233e-28,2.620476033689641e-32,3.9297843582237045e-29,4.78561959295041e-17,5.0255021785712375e-27,1.1072642742053367e-26
8.680340871475878e-07,0.5472483552762742,3.76,0.0,0.8684763334076674,0.9999999589978809,1.2416367577523177e-09,7.618184240812081e-29,5.860972866508444e-21,9.61137890663786e-07,6.085084457320806e-08,3.919734441135122e-08,1.92174707982709e-08,5.934708574045478e-09,9.017949300541501e-09,1.386018287581363e-17,4.5694303664915476e-17,3.468373957450037e-08,4.26554714471225e-09,7.798181594423483e-10,2.801848725375504e-10,1.387688401068734e-10,7.149411392906043e-10,8.272054039370287e-11,5.223482943912874e-16,2.524775400632868e-15,1.5630321399247384e-15,5.857651151226928e-18,2.832494263462009e-28,5.021635839237139e-12,8.596267541371869e-27,3.5906404378628445e-25,3.9843937845059695e-17,2.1531353351592175e-27,1.6878741704142808e-23,3.349406784782445e-19,1.0445855337651732e-16,1.5220106427170793e-16,1.219224497419536e-20,1.4935326515726292e-21,6.530441951869049e-18,5.101775212288776e-15,1.880888426019759e-14,3.50295912296581e-27,1.4923636084006412e-17,3.6370228513907684e-21,4.304241164414223e-33,5.956022488334789e-19,2.2581831518500674e-25,4.852844630659386e-33,2.2409835107337628e-26,3.886284622960267e-27,3.2304213231068084e-29,4.945165711112267e-28,2.9999131142023915e-32,4.4332277147990006e-29,5.0367000537622934e-17,5.775013295899553e-27,1.2686158076157672e-26
8.856229534560371e-07,0.5472483563252604,3.76,0.0,0.8684763204169273,0.9999999579703276,1.3087054321611922e-09,8.033540006520047e-29,5.9754648976609026e-21,9.797882422782072e-07,6.268269054252146e-08,4.077850656854937e-08,2.016511155849229e-08,6.143469237858925e-09,9.522432028440016e-09,1.4977709473708385e-17,4.901510268934093e-17,3.551646831157239e-08,4.375377997561819e-09,8.05866779583984e-10,2.8941856209680294e-10,1.4414716376072767e-10,7.438960293275709e-10,8.62931095542096e-11,5.498607646323997e-16,2.718024093199913e-15,1.5345307866509048e-15,6.451787341593082e-18,3.14106313074781e-28,5.129683344027706e-12,9.742739541366182e-27,3.9518238954773655e-25,4.3505518831505333e-17,2.3676884919245136e-27,1.8945555869710066e-23,3.761491105999902e-19,1.0891298670777366e-16,1.5869696195300942e-16,1.2783579019560994e-20,1.5649262927760495e-21,6.963333786718263e-18,5.398427423602393e-15,1.9449259075525915e-14,3.87706307495945e-27,1.602480821110721e-17,3.816556906563551e-21,4.812172766276631e-33,6.419013431442548e-19,2.519019254794076e-25,5.4138600235694316e-33,2.549672203359974e-26,4.381813051122957e-27,3.642136810442622e-29,5.552101526960476e-28,3.426293965820556e-32,4.990504070114153e-29,5.295767149982405e-17,6.619620664002507e-27,1.4499616603368175e-26
9.032118197644864e-07,0.5472483573763095,3.76,0.0,0.8684763073751396,0.9999999569341064,1.3779622397905764e-09,8.462949967646724e-29,6.0897774279799464e-21,9.984076621518756e-07,6.453684535730596e-08,4.23900304162569e-08,2.114114718396098e-08,6.355317588902142e-09,1.0044483652326373e-08,1.6162214717279415e-17,5.2507030444879106e-17,3.6355958385068965e-08,4.485202904987103e-09,8.322675744582142e-10,2.9876757618661566e-10,1.4961370062932075e-10,7.734103235996642e-10,8.995075243025956e-11,5.782317888031864e-16,2.9218244195876176e-15,1.6608321197255034e-15,7.093141549369373e-18,3.4762942388317094e-28,5.237608786946966e-12,1.1014215236849191e-26,4.330284804429085e-25,4.7424013705668655e-17,2.5890947705043817e-27,2.1219323448714947e-23,4.2149379318086525e-19,1.1348522178636637e-16,1.6535637839666496e-16,1.3392871625754324e-20,1.638438165679788e-21,7.098673312889404e-18,5.707949743518801e-15,1.9950513731989927e-14,4.2831228006120844e-27,1.7183214743424337e-17,4.001216731101852e-21,5.3687186502524406e-33,6.907571688052855e-19,2.803999057698934e-25,6.026847348797776e-33,2.894093086762404e-26,4.93013461327547e-27,4.0977346906031947e-29,6.219810366119419e-28,3.9044745728517226e-32,5.606298831859941e-29,5.562923416689274e-17,7.569393624502485e-27,1.6533700245104122e-26
9.208006860729357e-07,0.5472483584294481,3.76,0.0,0.8684762942820562,0.9999999558891307,1.449434244724e-09,8.906601551035327e-29,6.2039112581976936e-21,1.016996214406496e-06,6.64132145395513e-08,4.403186563418746e-08,2.2145922075343164e-08,6.57023925017174e-09,1.0584361367039855e-08,1.74164104276845e-17,5.617554707847111e-17,3.720229719226206e-08,4.595008670063243e-09,8.590190604955222e-10,3.082312700389048e-10,1.5516798061208898e-10,8.03483155327035e-10,9.369416271364561e-11,6.074721226244424e-16,3.1365277028007904e-15,1.6754685844637188e-15,7.784486327385255e-18,3.839931327920168e-28,5.34541309924671e-12,1.2421506530374444e-26,4.745323182868914e-25,5.1612167886086215e-17,2.83404851548053e-27,2.371646219965846e-23,4.71302417658254e-19,1.1817610599129441e-16,1.7218027403817357e-16,1.402025547369777e-20,1.714098460081977e-21,7.45335389913235e-18,6.030139003444786e-15,2.0564999132311634e-14,4.723227878686929e-27,1.8400641761678146e-17,4.19149939675315e-21,5.977404304744082e-33,7.422555114065556e-19,3.114840489581659e-25,6.695507996591568e-33,3.277665033747838e-26,5.5358623749166156e-27,4.6009852085264826e-29,6.953098331589865e-28,4.4397719101999797e-32,6.285648873025615e-29,5.8382709059377e-17,8.635379716849672e-27,1.8811054949971423e-26
9.383895523813849e-07,0.5472483594847022,3.76,0.0,0.8684762811374298,0.9999999548353147,1.5231483982303653e-09,9.364680690899283e-29,6.31786718951952e-21,1.0355539622973498e-06,6.83117037263274e-08,4.570396198002257e-08,2.31797795307288e-08,6.788219977772268e-09,1.114232146914202e-08,1.8743053722710126e-17,6.002617091099189e-17,3.8055571835309494e-08,4.704782863498624e-09,8.861197576831864e-10,3.1780900937889877e-10,1.6080954181322936e-10,8.341136377225893e-10,9.752404083364471e-11,6.375925745593935e-16,3.3624886774289656e-15,1.7548675716605081e-15,8.528674173346795e-18,4.233779012495486e-28,5.4530972170859316e-12,1.397594778988462e-26,5.187118373818104e-25,5.608301117350014e-17,3.0929598819009383e-27,2.6454127538541996e-23,5.259169882971389e-19,1.229864777635714e-16,1.7916960068358146e-16,1.466587863705693e-20,1.7919179109983914e-21,7.702882255491456e-18,6.36563479629494e-15,2.1125581798431603e-14,5.199547255990554e-27,1.9678890475434616e-17,4.387190041396773e-21,6.642083024330696e-33,7.964829512472081e-19,3.453326332280136e-25,7.423682602450036e-33,3.7040004966612245e-26,6.203851575212292e-27,5.155960210439127e-29,7.756976383009589e-28,5.037836097091488e-32,7.03385938838008e-29,6.12191134596749e-17,9.829333662557823e-27,2.1355747074248757e-26
9.559784186898341e-07,0.5472483605420978,3.76,0.0,0.8684762679410138,0.9999999537725712,1.5991314946702963e-09,9.837371457995858e-29,6.4316460244115525e-21,1.054080967952958e-06,7.023221872650367e-08,4.740626932037607e-08,2.424306129829616e-08,7.0092457052585566e-09,1.171861899628326e-08,2.0144965834543922e-17,6.406450236679233e-17,3.891586900104553e-08,4.814514091312994e-09,9.135681908329011e-10,3.275001782208875e-10,1.6653793335219137e-10,8.653009025884625e-10,1.0144109670254891e-10,6.686040281635571e-16,3.6000668795714915e-15,1.7325959592703507e-15,9.328671669397211e-18,4.659728807316881e-28,5.560662083037633e-12,1.568963066895555e-26,5.667889448170689e-25,6.084997717354062e-17,3.376746311990267e-27,2.94505143749374e-23,5.857001580322137e-19,1.2791716601930493e-16,1.8632529747050688e-16,1.5329877902640342e-20,1.8719158572240946e-21,8.136771331783478e-18,6.714464633898726e-15,2.1789865891568733e-14,5.714349803951244e-27,2.1019783235358682e-17,4.588611544226444e-21,7.366674927913053e-33,8.535271829667024e-19,3.821332592993775e-25,8.215413190522844e-33,4.176994160391969e-26,6.9393108160403e-27,5.766944549970595e-29,8.636760790798567e-28,5.704806251358389e-32,7.856607909384774e-29,6.413946008431197e-17,1.116404906646783e-26,2.4193927677704382e-26
9.735672849982834e-07,0.5472483616016605,3.76,0.0,0.8684762546925645,0.9999999527008129,1.6774101726868386e-09,1.0324856133684015e-28,6.5452485673860386e-21,1.0725772923989198e-06,7.217466553826851e-08,4.913873763077494e-08,2.5336107551282854e-08,7.233302534234146e-09,1.2313507721145007e-08,2.1625033022426968e-17,6.829622528729201e-17,3.9783274956243646e-08,4.9241919348757055e-09,9.413628893601853e-10,3.3730417443348096e-10,1.7235271464668081e-10,8.970440641403774e-10,1.0544604982512873e-10,7.005174443239088e-16,3.849626703494076e-15,1.8469473846107988e-15,1.0187563284658388e-17,5.119760839833633e-28,5.668108645282657e-12,1.7575445859170116e-26,6.17445540116662e-25,6.592691360432739e-17,3.67210210794089e-27,3.272493190413678e-23,6.510363021407454e-19,1.3296898989031254e-16,1.9364829252590492e-16,1.601239407131732e-20,1.954103699317237e-21,8.348363306509255e-18,7.077354132352304e-15,2.2332121946710983e-14,6.270017474993975e-27,2.242516336256131e-17,4.7954616971287834e-21,8.155493358790368e-33,9.134770158607546e-19,4.220832631733082e-25,9.074951285265656e-33,4.700842481752371e-26,7.747815791790597e-27,6.438623882836248e-29,9.598081548961462e-28,6.447348567708529e-32,8.759973998921439e-29,6.714475701827448e-17,1.2653440926301856e-26,2.7353994237051377e-26
9.911561513067327e-07,0.5472483626634158,3.76,0.0,0.8684762413918382,0.9999999516199517,1.7580109288129973e-09,1.0827315302257238e-28,6.658675625527084e-21,1.0910429957561565e-06,7.413895035345216e-08,5.0901316987014686e-08,2.6459256992391154e-08,7.460376707766307e-09,1.292724024462723e-08,2.318620263865544e-17,7.272710181823091e-17,4.0657875575545774e-08,5.0338068061059795e-09,9.695023867149706e-10,3.4722041143357114e-10,1.782534537994878e-10,9.293422636771034e-10,1.0953962866113316e-10,7.333438573025362e-16,4.111537079347625e-15,1.8147600229188444e-15,1.1108546474209258e-17,5.615939911579999e-28,5.775437856410605e-12,1.964706986063084e-26,6.726057459473692e-25,7.13280614342389e-17,3.9971025707000034e-27,3.629775743695732e-23,7.223310747644046e-19,1.381427585980338e-16,2.011395031862187e-16,1.6713557810512505e-20,2.038500740420631e-21,8.801771944917273e-18,7.45415992636493e-15,2.3020512906993042e-14,6.869031552294012e-27,2.3896893453826862e-17,5.0082332417210354e-21,9.012850031660814e-33,9.764222877741882e-19,4.653894327750786e-25,1.0006752692098167e-32,5.280043399521177e-26,8.635304991724737e-27,7.175859479517481e-29,1.0646884689587505e-27,7.272660657152572e-32,9.750419115668051e-29,7.02360080080841e-17,1.4312556499257812e-26,3.086660903936077e-26
9.999999999999997e-07,0.5472483637273895,3.76,0.0,0.8684762346842798,0.9999999510730178,1.799423374677609e-09,1.1085670490449989e-28,6.7156417802632476e-21,1.1003161760506239e-06,7.513483256245883e-08,5.179891924502996e-08,2.7035466875587275e-08,7.575687451505168e-09,1.3243029481159163e-08,2.4002762821126845e-17,7.50320715260208e-17,4.110037824603799e-08,5.088895618816391e-09,9.83781001244323e-10,3.522486133433082e-10,1.8125274366326108e-10,9.457915259011754e-10,1.1163163520855559e-10,7.501977320569027e-16,4.24801196430084e-15,1.846784511740289e-15,1.1596127530458011e-17,5.879757765188777e-28,5.8293599656843385e-12,2.0763464507020318e-26,7.014775030168069e-25,7.417091107861431e-17,4.165784499714336e-27,3.8213721727692154e-23,7.605646232434814e-19,1.4079050313963152e-16,2.0496999478423676e-16,1.707319725005597e-20,2.0817749386666704e-21,8.95892973087717e-18,7.64914303386998e-15,2.332374597086545e-14,7.187415482623778e-27,2.4662554097414616e-17,5.117320199536181e-21,9.471341232463217e-33,1.009232110250255e-18,4.885003440055253e-25,1.0504041772463331e-32,5.593699227021102e-26,9.113372123337263e-27,7.572992394967003e-29,1.1209255936622078e-27,7.721348932883395e-32,1.0283488272332391e-28,7.182310796201135e-17,1.5216011882135178e-26,3.277638584698383e-26
1.008745017615182e-06,0.5472483637273895,3.76,0.0,0.8684762280385929,0.9999999505298999,1.8409601256206082e-09,1.1344927871092367e-28,6.7719280088889884e-21,1.109478137290559e-06,7.612497956399145e-08,5.269395756015816e-08,2.7612846901319316e-08,7.69045459544683e-09,1.3560068047938965e-08,2.4831481411944762e-17,7.736296981712764e-17,4.1539756356396235e-08,5.143349847979496e-09,9.979852200644107e-10,3.572483114269195e-10,1.8423972649250813e-10,9.621946146503615e-10,1.1372257028294789e-10,7.670943734831559e-16,4.386171299617332e-15,1.9646298949459076e-15,1.2094930103196324e-17,6.1504153888378985e-28,5.882650672779792e-12,2.191897419472908e-26,7.3047754218447845e-25,7.706804606527627e-17,4.332929272416964e-27,4.0190473315185605e-23,8.000115441421074e-19,1.434392722741207e-16,2.0879983605488262e-16,1.7433503521691042e-20,2.1251193568379942e-21,8.982457872397119e-18,7.84571901111759e-15,2.3543780265537606e-14,7.513984436536694e-27,2.543685453734731e-17,5.226501769667275e-21,9.943533903887964e-33,1.0424538179218078e-18,5.122679945462062e-25,1.1015476228810117e-32,5.919403925527895e-26,9.608085078811007e-27,7.983968097405186e-29,1.1789423635413944e-27,8.188490032282358e-32,1.083480985248016e-28,7.341421261507948e-17,1.6157615571804329e-26,3.476477775370444e-26
1.0263338839236312e-06,0.5472483647936065,3.76,0.0,0.8684762146325877,0.9999999494305687,1.9262839936737534e-09,1.1877871071873368e-28,6.885006530823831e-21,1.127882775530021e-06,7.8132659771909e-08,5.4516609615667296e-08,2.879721313790028e-08,7.923522683113965e-09,1.4212241497754022e-08,2.6563936054151124e-17,8.220974319271265e-17,4.242900241894794e-08,5.252812883233993e-09,1.0268099302271008e-09,3.673873105328468e-10,1.903111154148358e-10,9.956002674984052e-10,1.1799562037508e-10,8.017801721109064e-16,4.6739070187454524e-15,1.8969906755264668e-15,1.3150136794854821e-17,6.725424387327783e-28,5.9897480543494264e-12,2.440646088883411e-26,7.936239128931332e-25,8.316188258323857e-17,4.7049306431421316e-27,4.4425677255566493e-23,8.845270218603438e-19,1.4885932126272096e-16,2.1663018691398794e-16,1.817235812729846e-20,2.2139773215095342e-21,9.494289008521409e-18,8.251751668865727e-15,2.428033868610561e-14,8.207570109968741e-27,2.7046946024960338e-17,5.4509160789341775e-21,1.0952253365193251e-32,1.1116634014167342e-18,5.629449194874069e-25,1.2105991356005195e-32,6.624057296168789e-26,1.0672855861089857e-26,8.868411290930696e-29,1.3032283582594807e-27,9.203169755929655e-32,1.2020425769544183e-28,7.668036620568018e-17,1.820608686075978e-26,3.9084000722709614e-26
1.0439227502320805e-06,0.5472483658620919,3.76,0.0,0.8684762011735827,0.9999999483218693,2.014008631977476e-09,1.2426320465434487e-28,6.997912008290827e-21,1.1462569682244723e-06,8.016189779956456e-08,5.6369223513549473e-08,3.001269011926058e-08,8.159567569601188e-09,1.4884009840041153e-08,2.8386694348172715e-17,8.727341293155861e-17,4.3325698502447176e-08,5.362188376529439e-09,1.0559750616845693e-09,3.7763685095462643e-10,1.9646720984534095e-10,1.0295583319618657e-09,1.2235953331321567e-10,8.374125072792924e-16,4.9751262935682316e-15,2.0894267796336312e-15,1.4277706208660352e-17,7.343295249123236e-28,6.096730964657802e-12,2.712570472948956e-26,8.594664612101736e-25,8.962498430975636e-17,5.0851233092809334e-27,4.902717504113803e-23,9.76350071874726e-19,1.5440368715514115e-16,2.2463144086009697e-16,1.893025106497545e-20,2.305086984938913e-21,9.643754003253925e-18,8.673277258890681e-15,2.4777816647684895e-14,8.952602184724971e-27,2.872908578486009e-17,5.68085130596145e-21,1.2044324090048741e-32,1.1841438124220482e-18,6.1765630804736005e-25,1.3283385379752932e-32,7.39948292578016e-26,1.18367296501893e-26,9.835215069191194e-29,1.4382381806538972e-27,1.0325659617720415e-31,1.3314999863478165e-28,8.003545990425262e-17,2.0476776271825655e-26,4.3862447516766396e-26
1.0615116165405298e-06,0.5472483669328708,3.76,0.0,0.86847618766134,0.9999999472037133,2.104160009311139e-09,1.2990449958173064e-28,7.110645262121511e-21,1.1646007724822437e-06,8.221260069810477e-08,5.8251749707815546e-08,3.125961082324679e-08,8.398575957578989e-09,1.5575621201987574e-08,3.0302945702499575e-17,9.256004757951948e-17,4.4229928964388287e-08,5.471469391829825e-09,1.0854791625783278e-09,3.8799638889425246e-10,2.027076051927648e-10,1.06406797025985e-09,1.2681507217934147e-10,8.740027084011574e-16,5.2902155916737635e-15,1.971227425727384e-15,1.548129758804783e-17,8.006450078619181e-28,6.203600370782341e-12,3.0093791469203034e-26,9.314739083755755e-25,9.647316866553727e-17,5.509603837069973e-27,5.401998150818975e-23,1.0759774103613555e-18,1.6007314150135062e-16,2.328044722890585e-16,1.9707305522892358e-20,2.398464909540866e-21,1.0227157101389474e-17,9.109827013097219e-15,2.5576727057504248e-14,9.752001692529184e-27,3.0485210020963815e-17,5.9171796895290644e-21,1.322486276615588e-32,1.2599887987285933e-18,6.766487198554622e-25,1.4552971749302674e-32,8.251525390052464e-26,1.3107256708490573e-26,1.0890498903454262e-28,1.5846997736257867e-27,1.156558618950913e-31,1.472672380772112e-28,8.348048057669489e-17,2.298991302946766e-26,4.9141126634391576e-26
1.077341596218134e-06,0.5472483678985529,3.76,0.0,0.8684761754546071,0.999999946189214,2.1873924626313633e-09,1.3511715437521169e-28,7.21195862050156e-21,1.18108426079424e-06,8.407650915449087e-08,5.997155742709311e-08,3.240899778854413e-08,8.616206397061106e-09,1.6215241321089293e-08,3.211019759185803e-17,9.751373691412851e-17,4.505024766437096e-08,5.56973627391114e-09,1.1123214754617523e-09,3.9741357452193684e-10,2.0839570878410705e-10,1.095597502316786e-09,1.309040355543639e-10,9.077622945126648e-16,5.585978069151009e-15,2.1011467215527836e-15,1.663265868107471e-17,8.644090132943896e-28,6.299686592407027e-12,3.2992772870665966e-26,9.989095155749255e-25,1.0297920799376863e-16,5.899654154421827e-27,5.886988575652889e-23,1.1727469691512645e-18,1.6528323256285198e-16,2.403077845215553e-16,2.042314046370149e-20,2.484454829306116e-21,1.0448380245886466e-17,9.516514468428537e-15,2.6078082446790438e-14,1.0520469672117694e-26,3.213059412514449e-17,6.1346922783287924e-21,1.4367841325962625e-32,1.3312043072637437e-18,7.336152951462952e-25,1.5779016593320576e-32,9.089035848433472e-26,1.434854164053218e-26,1.1921533602715158e-28,1.7269390734897736e-27,1.2790500831964796e-31,1.6104625092432114e-28,8.665869869321286e-17,2.5477061670557743e-26,5.435614579660659e-26
