Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232)
0.0003765224238255679,0.05102902040164514,3.76,0.0,0.4222872891379485,0.9556637908076149,0.05811770674304264,4.216243994437546e-20,5.571572121895826e-15,4.1526136899911514e-05,0.0001120360963538502,0.0018828567635315058,3.103994007331756e-06,0.07481552149724997,0.0019050022010188355,0.011239693698105449,2.098582649815338e-05,2.773674756004509e-06,3.0861650967070605e-07,0.009996561852603995,4.1854842193881314e-05,6.565204339251548e-06,0.003908282229105386,4.97748731630641e-07,0.002365901930393394,2.4964955749724963e-07,1.6657964645999059e-06,7.511516814871806e-10,3.997641971367349e-13,2.994842015981373e-09,8.002499284627297e-08,4.2024798120736147e-13,1.753631060569876e-05,1.9058642559512642e-07,0.0003504651962903454,2.2524050964674347e-15,3.640726056215718e-09,3.9692887992117724e-08,5.630774956761644e-13,3.508116142053007e-05,5.7655185801000464e-08,5.166001806705362e-08,1.2809596785588019e-14,1.0275024478406858e-07,1.6990713068724386e-15,2.486474563117242e-17,3.4301727168843514e-11,4.244219378368817e-10,5.891155246029704e-13,6.652803070910267e-14,4.114911145243034e-11,4.2841835830916094e-13,1.0963717877396399e-11,1.8654066605661228e-08,8.678209375708558e-09,7.083689269776066e-11,4.446305276710764e-11,9.555741205374118e-16,7.750182527709825e-11,8.767415421460721e-11,6.000511025778826e-11,1.2733964736257913e-12
0.0003774406650604059,0.05103196932260709,3.76,0.0,0.42173815788546964,0.9553412230503016,0.05857160297492317,4.3098570832676493e-20,5.672594577976756e-15,4.1940666169073865e-05,0.00011242056429388791,0.001905296602564306,3.1150587614129775e-06,0.07530122956369127,0.0019080588983132782,0.011310723411080243,2.1049681094095332e-05,2.8002596696680344e-06,3.119971009679016e-07,0.010040764568695478,4.2464924110230035e-05,6.597524769920302e-06,0.003960359719954048,5.045677807722376e-07,0.0024042568678142038,2.512087607128869e-07,1.684194955382625e-06,7.596976930082351e-10,4.080534535088351e-13,3.0506939808200217e-09,8.093744253613589e-08,4.290752885148951e-13,1.7882731173904997e-05,1.9278648094871122e-07,0.0003553184276631983,2.2994610885215937e-15,3.7141383290616107e-09,4.0348045235061195e-08,5.708903356349198e-13,3.567698236919631e-05,5.9240060594021604e-08,5.282352477792818e-08,1.2907246004361808e-14,1.0532700047840435e-07,1.7454523158674943e-15,2.5370531486512622e-17,3.4811695766906724e-11,4.3008782591288117e-10,5.967519412721704e-13,6.739039472670037e-14,4.168296516477221e-11,4.343745311091083e-13,1.1181669762358022e-11,1.9090361984703796e-08,8.829818266133557e-09,7.207441766373616e-11,4.4797488448320163e-11,9.779240872872353e-16,7.937589259874265e-11,8.920588327953925e-11,6.141917517790913e-11,1.2957412670575198e-12
0.00037835890629524385,0.051034930065720546,3.76,0.0,0.4211872825955766,0.9550171713726452,0.059027426990051556,4.405246111439564e-20,5.775146901263198e-15,4.2357817529264494e-05,0.00011280426014490841,0.0019279489267891219,3.1261175457678625e-06,0.07578800519354435,0.001911106235044022,0.011381942340359639,2.1113298736331658e-05,2.8269928465136402e-06,3.154022087306197e-07,0.01008496333164145,4.308184292974143e-05,6.6298830388187144e-06,0.004012924608045413,5.114594453599197e-07,0.002443123794556143,2.5277385716383996e-07,1.7027286619658631e-06,7.683061303639988e-10,4.1648881544068306e-13,3.1073987277959592e-09,8.185656370961287e-08,4.38055310281247e-13,1.82348256888159e-05,1.9500346963292607e-07,0.00036022178761543054,2.3473267598939168e-15,3.788803373974952e-09,4.101141481212595e-08,5.787842885421299e-13,3.628133881621395e-05,6.086335607490801e-08,5.4008938279180204e-08,1.3005331232445874e-14,1.0795956605782782e-07,1.792942866477079e-15,2.588508412776654e-17,3.532739076983891e-11,4.358112219682491e-10,6.044610772151783e-13,6.826097069882433e-14,4.222191189521018e-11,4.403927404025871e-13,1.1403549702071363e-11,1.9535350337675764e-08,8.983469892926262e-09,7.332861669730963e-11,4.5133388220928853e-11,1.0007193728038437e-15,8.1288773177112e-11,9.075825179110253e-11,6.286212606023953e-11,1.3183973172276013e-12
0.0003792771475300818,0.05103790262337807,3.76,0.0,0.4206346698874894,0.954691632934501,0.059485177720506925,4.5024697162636765e-20,5.8792548315142826e-15,4.277759195916504e-05,0.00011318717582695602,0.001950814853820101,3.1371703200805818e-06,0.0762758371727776,0.0019141442809085321,0.011453349905910301,2.1176677659410525e-05,2.8538739911996077e-06,3.188318923000807e-07,0.010129157664945631,4.370564897796632e-05,6.662278925276504e-06,0.004065978771137154,5.184242261881522e-07,0.002482507897697791,2.5434484169080494e-07,1.7213979213398268e-06,7.769770873985728e-10,4.2507237843267073e-13,3.1649661627257367e-09,8.278236637024531e-08,4.4719000876559835e-13,1.859266411514583e-05,1.972374278030888e-07,0.0003651755808490677,2.3960124640151506e-15,3.864738078586645e-09,4.168305650469606e-08,5.867598565705322e-13,3.689432862344318e-05,6.252586340209155e-08,5.5216574477081944e-08,1.3103852493970356e-14,1.106489271906129e-07,1.841565289512778e-15,2.640852605259839e-17,3.5848849196753645e-11,4.4159248959074774e-10,6.12243287984699e-13,6.913979875360098e-14,4.276597651180912e-11,4.4647337340334557e-13,1.1629420836936381e-11,1.9989169649541676e-08,9.139181999608496e-09,7.45996346304703e-11,4.547075267682064e-11,1.0239670458328585e-15,8.32411184263709e-11,9.23314390384958e-11,6.433445242339499e-11,1.341367687604514e-12
0.0003801953887649198,0.05104088698785836,3.76,0.0,0.42008032643165555,0.9543646048970926,0.059944854074841035,4.60155780796505e-20,5.9849354586231125e-15,4.319999029023154e-05,0.00011356930328482398,0.001973895498102759,3.1482170449004784e-06,0.07676471423207701,0.0019171731054784355,0.011524945529818257,2.123981610671724e-05,2.8809027975994873e-06,3.2228621062536085e-07,0.01017334709728122,4.433639269169437e-05,6.694712212732856e-06,0.004119524065338139,5.254626230226274e-07,0.002522414395366308,2.5592170891528705e-07,1.7402030662856945e-06,7.857106616935888e-10,4.338062435148111e-13,3.223406249065623e-09,8.371486092010256e-08,4.564813625636489e-13,1.8956316898542756e-05,1.9948839235953932e-07,0.0003701801117825133,2.445528634399134e-15,3.941959437982873e-09,4.236302979220816e-08,5.94817541759987e-13,3.751605044779012e-05,6.422838665467327e-08,5.644675197022442e-08,1.3202809771784741e-14,1.1339608205193109e-07,1.891342267456536e-15,2.6940980455311957e-17,3.637610977173581e-11,4.474319660337215e-10,6.200989184358151e-13,7.002691782523359e-14,4.331518329361485e-11,4.5261681704415034e-13,1.1859347252864613e-11,2.045195939502374e-08,9.296971942367693e-09,7.58876131342302e-11,4.5809582154311983e-11,1.0476742514408205e-15,8.52335876571056e-11,9.392562041029223e-11,6.58366500266302e-11,1.3646554594970254e-12
0.00038111362999975775,0.05104388315132954,3.76,0.0,0.41952425894950707,0.954036084423068,0.06040645493830996,4.7025028058713847e-20,6.092200313057876e-15,4.362501322069735e-05,0.00011395063447651055,0.0019971919708429453,3.1592576825304023e-06,0.07725462504727855,0.001920192778201471,0.011596728636338564,2.130271232930298e-05,2.9080789480687063e-06,3.257652239382648e-07,0.010217531162459693,4.4974124618102465e-05,6.7271826873276545e-06,0.004173562324890816,5.325751384359383e-07,0.0025628485366869787,2.575044533585491e-07,1.7591444261328175e-06,7.945069497267678e-10,4.426925448790735e-13,3.282729034414891e-09,8.465405764312581e-08,4.659314004856303e-13,1.932585496382386e-05,2.0175639923697048e-07,0.00037523568453279944,2.4958859481071053e-15,4.020484592018488e-09,4.3051394104809315e-08,6.029578457051093e-13,3.8146603743937836e-05,6.597174295233703e-08,5.7699792046025514e-08,1.3302203137856176e-14,1.1620204137999503e-07,1.9422968379509123e-15,2.7482572389179915e-17,3.690921074068545e-11,4.533299987902589e-10,6.280283160684888e-13,7.092236718053807e-14,4.3869556955263625e-11,4.588234581618121e-13,1.2093393847161402e-11,2.0923860542199664e-08,9.456857302237081e-09,7.719269571769413e-11,4.6149877248023984e-11,1.0718482111983193e-15,8.726684850560384e-11,9.554097359024116e-11,6.736922095948581e-11,1.3882637329950388e-12
0.0003820318712345957,0.05104689110584426,3.76,0.0,0.4189664742130406,0.9537060686765875,0.06086997917324642,4.805354228802379e-20,6.201073919585406e-15,4.4052661309697633e-05,0.00011433116140206321,0.002020705379904327,3.1702921965440467e-06,0.07774555824006252,0.0019232033683895767,0.011668698651970278,2.1365364587485767e-05,2.93540211294133e-06,3.292689902758403e-07,0.01026170939939316,4.561889541271125e-05,6.759690134608751e-06,0.004228095361828026,5.397622748629003e-07,0.0026038156017015443,2.590930691683446e-07,1.7782223259456195e-06,8.033660383393197e-10,4.51733446076458e-13,3.342944644582957e-09,8.55999657929743e-08,4.755421389417706e-13,1.970134971205452e-05,2.040414826346192e-07,0.00038034260288937995,2.5470950345925893e-15,4.1003308649187035e-09,4.37482086838856e-08,6.11181269598696e-13,3.8786088767827105e-05,6.77567626354662e-08,5.8976018669929823e-08,1.3402032615512579e-14,1.1906782855894074e-07,1.994452394648998e-15,2.803342810065653e-17,3.7448189097904515e-11,4.592869510372284e-10,6.36031829224461e-13,7.182618614740386e-14,4.4429121981784913e-11,4.650936834135033e-13,1.2331626340913301e-11,2.1405015557798212e-08,9.618855851278971e-09,7.851502744690003e-11,4.6491638565867324e-11,1.0964962234512462e-15,8.93415762290721e-11,9.717767816806392e-11,6.893267381888673e-11,1.4121956174163018e-12
0.0003829501124694337,0.05104991084335444,3.76,0.0,0.4184069790445135,0.9533745548233791,0.061335425619313245,4.910198728612235e-20,6.311583936988209e-15,4.448293496572723e-05,0.00011471087610739157,0.0020444368297385064,3.181320551183716e-06,0.0782375023784726,0.0019262049452126741,0.011740855005510361,2.142777115180802e-05,2.96287195142888e-06,3.3279756491580246e-07,0.010305881352077398,4.627075583705217e-05,6.792234342104434e-06,0.0042831249657313735,5.470245315303733e-07,0.0026453209013024234,2.606875501394027e-07,1.7974370858000062e-06,8.122880129709473e-10,4.609311113625811e-13,3.404063259451434e-09,8.655259447243013e-08,4.853155641773031e-13,2.008287301821075e-05,2.0634367692335663e-07,0.0003855011702956008,2.5991663863543277e-15,4.181515716165823e-09,4.4453532350342944e-08,6.19488314432614e-13,3.943460657861441e-05,6.958428938788337e-08,6.027575847280963e-08,1.3502298083800625e-14,1.2199447967420674e-07,2.0478326904216756e-15,2.85936740782677e-17,3.799308309264645e-11,4.6530315880579165e-10,6.441097943551927e-13,7.273841268034764e-14,4.499390183154318e-11,4.714278790531105e-13,1.2574111415220354e-11,2.1895568410359823e-08,9.78298489225533e-09,7.985474955429159e-11,4.683486623325775e-11,1.1216256634840837e-15,9.145845361836787e-11,9.883590897243086e-11,7.052752365886237e-11,1.4364542323231869e-12
0.00038386835370427165,0.05105294235569657,3.76,0.0,0.41784578031614533,0.9530415400308057,0.06180279309377938,5.0169823220382864e-20,6.4237316619701324e-15,4.491583445977933e-05,0.00011508977064020404,0.002068387421300642,3.192342712835987e-06,0.07873044597748108,0.0019291975777054194,0.011813197128114924,2.14899303018363e-05,2.9904881113415044e-06,3.363510070158616e-07,0.010350046569556789,4.692975675746367e-05,6.824815102699853e-06,0.004338652903462714,5.543624118731605e-07,0.0026873697771544304,2.622878901047089e-07,1.816789021989852e-06,8.212729659367457e-10,4.702877367167684e-13,3.4660951445167843e-09,8.751195351892618e-08,4.952537639169142e-13,2.0470497228729503e-05,2.0866301631463047e-07,0.0003907116898255948,2.652110976640076e-15,4.264056717355557e-09,4.516742386329147e-08,6.278794806349208e-13,4.009225904190841e-05,7.145518038461578e-08,6.159934074488992e-08,1.360299961142067e-14,1.249830435768853e-07,2.102461846924579e-15,2.916343907078616e-17,3.8543931538626964e-11,4.713789554276058e-10,6.522625498824416e-13,7.365908504302716e-14,4.556392077800101e-11,4.778264311685528e-13,1.2820916609205989e-11,2.2395664574846384e-08,9.949261917810695e-09,8.121200482905099e-11,4.7179560752927637e-11,1.1472439837548686e-15,9.361817240589644e-11,1.0051584281213033e-10,7.215429194615978e-11,1.461042723070636e-12
0.0003847865949391096,0.051055985634609384,3.76,0.0,0.41728288494983506,0.9527070214679351,0.06227208039176903,5.1256790251470167e-20,6.537532314702749e-15,4.535135992662682e-05,0.00011546783707654042,0.002092558251979938,3.203358649599175e-06,0.07922437749944913,0.0019321813347594637,0.011885724453345603,2.1551840325330866e-05,3.0182502275710175e-06,3.39929375331686e-07,0.01039420460589407,4.7595949144393886e-05,6.8574322078299765e-06,0.004394680918944787,5.617764226570139e-07,0.0027299676016299813,2.638940825639525e-07,1.8362784473817378e-06,8.303209759031037e-10,4.79805574751494e-13,3.529050664532056e-09,8.847805131146221e-08,5.053588572044528e-13,2.086429515945916e-05,2.1099953218647101e-07,0.000395974464165998,2.7059399402864255e-15,4.347971645884866e-09,4.5889941981873936e-08,6.363552679729882e-13,4.075914883202823e-05,7.337030641196763e-08,6.294709742949799e-08,1.3704137358571484e-14,1.2803458193467135e-07,2.1583643542056717e-15,2.974285398270895e-17,3.9100770285169635e-11,4.775147269377691e-10,6.604904446100673e-13,7.458824265646651e-14,4.61392036321518e-11,4.842897257854077e-13,1.3072110231881728e-11,2.2905451034990094e-08,1.0117705231538878e-08,8.258694267979552e-11,4.752572321900044e-11,1.173358714014661e-15,9.582143242318756e-11,1.0221766467832467e-10,7.3813506864204e-11,1.4859642481981616e-12
0.0003857048361739476,0.05105904067172125,3.76,0.0,0.41671829991674686,0.9523709963056104,0.06274328628658882,5.236544779786612e-20,6.653046288988856e-15,4.578951133897061e-05,0.00011584506757206069,0.002116950415513441,3.2143683288895667e-06,0.0797192853547857,0.0019351562851147345,0.011958436417235744,2.1613499518913742e-05,3.0461579238582723e-06,3.435327190419447e-07,0.010438355020149878,4.826938406888846e-05,6.890085447042513e-06,0.004451210732862843,5.692670607300001e-07,0.002773119777726139,2.655061204105654e-07,1.8559056696619565e-06,8.39432109576388e-10,4.894868533361902e-13,3.5929402121873973e-09,8.945089494905908e-08,5.156327862171235e-13,2.126434009230861e-05,2.1335325591270912e-07,0.0004012897955942744,2.7606635880507897e-15,4.433278444275191e-09,4.662114475252954e-08,6.449161761432732e-13,4.143537943412599e-05,7.533055201987861e-08,6.431936310170979e-08,1.3805710994610124e-14,1.3115016929638216e-07,2.215565064563429e-15,3.033204813714013e-17,3.9663636409620215e-11,4.837108175487993e-10,6.687938046930834e-13,7.552592223303104e-14,4.6719772515371054e-11,4.908181482210629e-13,1.3327761630173711e-11,2.3425076286961373e-08,1.0288332029242558e-08,8.397970345944957e-11,4.787335339829e-11,1.1999774614985982e-15,9.806893986621309e-11,1.0394154826232776e-10,7.550570322775909e-11,1.5112219586981883e-12
0.00038662307740878555,0.051062107458563655,3.76,0.0,0.4161520322370687,0.9520334617165099,0.06321640952995265,5.349572610819163e-20,6.770272812770133e-15,4.623028852960967e-05,0.00011622145427705286,0.0021415650019093397,3.2253717202769992e-06,0.08021515790245437,0.0019381224973675799,0.012031332458343253,2.167490619007335e-05,3.0742108141888674e-06,3.471610930590576e-07,0.010482497376348881,4.8950112700705475e-05,6.922774620237482e-06,0.004508244042428003,5.768348251173042e-07,0.002816831738981238,2.6712399674179457e-07,1.8756709917276845e-06,8.486064579933225e-10,4.993337961192527e-13,3.6577742445032822e-09,9.043049413013339e-08,5.260776185284651e-13,2.167070577252791e-05,2.157242210670225e-07,0.00040665798595806275,2.8162928132356196e-15,4.519995096685138e-09,4.7361089906142706e-08,6.53562704314816e-13,4.2121055147328915e-05,7.733681565737163e-08,6.571647495979794e-08,1.3907720363410505e-14,1.3433089314821107e-07,2.2740892095623865e-15,3.0931152735340196e-17,4.023257112584335e-11,4.899674998659524e-10,6.771729474491671e-13,7.64721596381271e-14,4.7305650185525786e-11,4.974120833533478e-13,1.3587941132296875e-11,2.3954690342106985e-08,1.0461158818639932e-08,8.539042191493035e-11,4.8222450856281985e-11,1.2271079110650787e-15,1.003614103378349e-10,1.0568766041238065e-10,7.723142221222635e-11,1.5368190364069046e-12
0.0003875413186436235,0.05106518598656194,3.76,0.0,0.4155840889797309,0.9516944148752575,0.06369144885226752,5.464339634648745e-20,6.88916039397412e-15,4.667369122107017e-05,0.00011659698931789499,0.002166403097361147,3.236368797387678e-06,0.08071198345048317,0.0019410800399613328,0.012104412017802895,2.173605865690449e-05,3.1024084988184658e-06,3.508145634818591e-07,0.010526631243422485,4.9638186310070204e-05,6.955499528960117e-06,0.004565782521123893,5.844802318331962e-07,0.0028611089493846787,2.687477045548736e-07,1.8955747134943487e-06,8.578441045970687e-10,5.09348761889486e-13,3.7235633858010785e-09,9.141685774359224e-08,5.3669572750396e-13,2.2083466406738123e-05,2.181124568683176e-07,0.0004120793366504438,2.8728399638982977e-15,4.608139799830916e-09,4.810983577634264e-08,6.622953503812131e-13,4.281628108829715e-05,7.939000982659945e-08,6.713877283033664e-08,1.4010166097539374e-14,1.3757785397437785e-07,2.3339624146763037e-15,3.154030487368234e-17,4.080760996905653e-11,4.962851804144455e-10,6.856282278818834e-13,7.742699515210865e-14,4.7896863095192264e-11,5.040719165183029e-13,1.3852719696332734e-11,2.4494444730865727e-08,1.0636204907531039e-08,8.681925566639166e-11,4.8573017902266126e-11,1.2547578253916916e-15,1.0269956973968219e-10,1.0745619638995902e-10,7.899121201025538e-11,1.5627587065280366e-12
0.0003884595598784615,0.051068276247047184,3.76,0.0,0.415014477261896,0.9513538529584645,0.06416840296298813,5.581491310618576e-20,7.0098508958662394e-15,4.7119718959171434e-05,0.00011697166497441737,0.0021914657841758285,3.247359530602351e-06,0.08120975025664096,0.0019440289811818686,0.012177674539391522,2.179695524085634e-05,3.1307505661131176e-06,3.5449316993526366e-07,0.010570756195204433,5.033365626293281e-05,6.988259960975683e-06,0.004623827818437985,5.922037745279242e-07,0.0029059569033112794,2.7037723587837723e-07,1.915617131199937e-06,8.671450824643334e-10,5.195340579627039e-13,3.7903182467877955e-09,9.240998929301552e-08,5.474889329081268e-13,2.250269665904765e-05,2.2051799048657348e-07,0.0004175541485920245,2.9303148081224053e-15,4.69773101832683e-09,4.886743964867529e-08,6.711146124636683e-13,4.352116319216542e-05,8.149106121960214e-08,6.858659913420527e-08,1.4113047523404864e-14,1.4089216531100975e-07,2.3952106600744022e-15,3.215963620176643e-17,4.138878662965563e-11,5.026642558978436e-10,6.941599633929319e-13,7.839046432879122e-14,4.84934313993433e-11,5.107980319036931e-13,1.4122169373159914e-11,2.5044492504614565e-08,1.081348775254173e-08,8.826634718203424e-11,4.8925054037731237e-11,1.2829350450771644e-15,1.0508414745660151e-10,1.0924733239180647e-10,8.078562772533175e-11,1.5890441415088751e-12
0.00038928597698981567,0.05107106750551449,3.76,0.0,0.4145004061031255,0.9510460495119186,0.06459929772337501,5.688814595415229e-20,7.119979400369521e-15,4.752338782951282e-05,0.00011730813188372254,0.002214215119249691,3.257245745229629e-06,0.08165853541293837,0.0019466757304034122,0.012243766783896761,2.18515420152668e-05,3.1563815252274095e-06,3.57825453955985e-07,0.010610460680941772,5.096594562267219e-05,7.017774563755254e-06,0.004676503259665275,5.992221829467569e-07,0.0029468126130242425,2.718487867402223e-07,1.933774130156564e-06,8.755701908147458e-10,5.28848347098218e-13,3.851232136063879e-09,9.33096027998361e-08,5.573543416509005e-13,2.2885597485594477e-05,2.2269778677089646e-07,0.0004225274370177532,2.9828448661244633e-15,4.779615099600794e-09,4.955690376329706e-08,6.791264160081814e-13,4.4163901322026736e-05,8.342370285871389e-08,6.991175470859898e-08,1.4206013321953712e-14,1.4393356109880575e-07,2.451531535760658e-15,3.2725850018971925e-17,4.191712861162372e-11,5.084581123638203e-10,7.019041518959877e-13,7.926499756817727e-14,4.903494099834216e-11,5.169085242275268e-13,1.4368728247290155e-11,2.5548464070146286e-08,1.0974968110809157e-08,8.958444908705852e-11,4.924314226035855e-11,1.3087519320428706e-15,1.0727056717869417e-10,1.1087881303627298e-10,8.24306708883189e-11,1.6129993343557757e-12
0.00039011239410116985,0.05107386825373513,3.76,0.0,0.4139849945509668,0.9507370145136708,0.06503174143037836,5.797782234999959e-20,7.231528762227404e-15,4.792918196171495e-05,0.0001176438907527291,0.002237148030128229,3.267126782693332e-06,0.08210806480719908,0.0019493156172401037,0.012310006377714375,2.1905918971688427e-05,3.1821287759980084e-06,3.611781855036386e-07,0.010650157300216016,5.160430527869601e-05,7.047317641684947e-06,0.004729591708519161,6.063046582785553e-07,0.0029881391478851567,2.7332504278216196e-07,1.9520439158030112e-06,8.840467208101457e-10,5.383042036599039e-13,3.912944791252739e-09,9.421471146557166e-08,5.673649923218179e-13,2.3273854617037795e-05,2.2489163991328828e-07,0.000427544491054715,3.0361442512616636e-15,4.8626993618620326e-09,5.025363063948871e-08,6.872091431572898e-13,4.481462580212096e-05,8.539656691596035e-08,7.125812102551152e-08,1.4299332170900054e-14,1.4703125364174962e-07,2.509007060553678e-15,3.3300519938650644e-17,4.245050245030578e-11,5.143021756578256e-10,7.097107633631298e-13,8.014658003748673e-14,4.9580824523419654e-11,5.230732957945371e-13,1.461918368416938e-11,2.6061012206669843e-08,1.1138286949693392e-08,9.09175578010426e-11,4.956242108975559e-11,1.3350081763450186e-15,1.094957316602294e-10,1.1252886972430859e-10,8.410462992807243e-11,1.6372395818179731e-12
0.00039093881121252404,0.05107667848518792,3.76,0.0,0.4134682478929535,0.9504267459099547,0.06546573310063199,5.908571940629183e-20,7.344547200128042e-15,4.833710073562792e-05,0.00011797893597973896,0.0022602652974079277,3.2770026253412054e-06,0.08255832977712528,0.0019519486911386856,0.012376392921054379,2.196008490756757e-05,3.207991994788232e-06,3.645513995878253e-07,0.010689845752388407,5.224877286963267e-05,7.076889049087348e-06,0.004783094316608003,6.134515662565864e-07,0.003029940575992695,2.7480599790757356e-07,1.970426695212718e-06,8.925747077845047e-10,5.479033723716471e-13,3.975464121925302e-09,9.512531904289952e-08,5.775223995102567e-13,2.366752342196113e-05,2.2709956906006391e-07,0.0004326055290014905,3.0902209755299613e-15,4.946997529061587e-09,5.0957661618849934e-08,6.95363155477165e-13,4.5473415571388814e-05,8.741035899932387e-08,7.262595306232075e-08,1.4393003913271967e-14,1.5018608203412386e-07,2.5676569885888838e-15,3.388374638024128e-17,4.298893383990918e-11,5.201967237758527e-10,7.175800312053535e-13,8.103523803549071e-14,5.013109798799786e-11,5.292926259364319e-13,1.487359012182214e-11,2.6582251659920262e-08,1.1303457360968168e-08,9.226578018185459e-11,4.9882890783013595e-11,1.3617096562444944e-15,1.1176019117942787e-10,1.1419763470729032e-10,8.58079236651349e-11,1.6617672446543246e-12
0.0003917652283238782,0.05107949819329292,3.76,0.0,0.41295017144752993,0.9501152416485101,0.06590127173764142,6.021343314818172e-20,7.459060824495557e-15,4.8747143425161944e-05,0.0001183132619962985,0.002283567698947089,3.286873256219336e-06,0.08300932162878531,0.001954575001425808,0.012442926015983269,2.2014038629464478e-05,3.233970851071408e-06,3.679451309676426e-07,0.010729525739958697,5.289938609206632e-05,7.106488644951741e-06,0.004837012219199578,6.206632688023009e-07,0.0030722209851376057,2.762916457748547e-07,1.988922670944044e-06,9.011542012607077e-10,5.576475702374052e-13,4.038798057360995e-09,9.604143079962781e-08,5.878280810038274e-13,2.4066659561493024e-05,2.293215946706308e-07,0.000437710768795382,3.1450830599296715e-15,5.032523381253519e-09,5.1669037599548786e-08,7.035888141188588e-13,4.6140350111676225e-05,8.946579436246558e-08,7.401550746590723e-08,1.4487028311465202e-14,1.533988940556764e-07,2.62750133149475e-15,3.447563013701214e-17,4.353245173722732e-11,5.261419540360561e-10,7.255121760535253e-13,8.193099648700536e-14,5.0685777127501717e-11,5.355667934409591e-13,1.5132002677001167e-11,2.711229817892051e-08,1.1470491259297574e-08,9.36292134820667e-11,5.0204550699987126e-11,1.3888623014017512e-15,1.1406450151257246e-10,1.158852283880628e-10,8.754097533509857e-11,1.6865846939863072e-12
0.0003925916454352324,0.051082327371405625,3.76,0.0,0.41243077056384986,0.9498024996786423,0.06633835633196397,6.135848966490369e-20,7.575036929029032e-15,4.9159309216897586e-05,0.00011864686322172444,0.00230705600981164,3.29673866039578e-06,0.08346103163700207,0.001957194597319587,0.012509605266464698,2.2067778951519627e-05,3.2600650059983477e-06,3.713594205184902e-07,0.01076919696852991,5.3556182701074125e-05,7.136116291060161e-06,0.004891346535057739,6.279401357531655e-07,0.0031149844827244306,2.777819802710273e-07,2.0075320424976283e-06,9.097852483350323e-10,5.675385738453769e-13,4.1029546162681686e-09,9.696305174523896e-08,5.982837177770441e-13,2.4471318987387706e-05,2.3155773580209476e-07,0.0004428604279955261,3.200739300201736e-15,5.119290785592566e-09,5.238779953139359e-08,7.118864795311421e-13,4.68155094503428e-05,9.156359800824786e-08,7.542704255098049e-08,1.4581405506236585e-14,1.5667054620684643e-07,2.6885603701058087e-15,3.5076274411925125e-17,4.408108320801501e-11,5.321381134188328e-10,7.335074297163559e-13,8.283388162430432e-14,5.1244878754102334e-11,5.418960770787656e-13,1.5394477035992878e-11,2.7651268517896733e-08,1.1639401701586838e-08,9.500796428736569e-11,5.052740154985093e-11,1.41647209297269e-15,1.1640922511554849e-10,1.1759178278336931e-10,8.930421277342568e-11,1.7116943246655529e-12
0.0003934180625465866,0.05108516601282591,3.76,0.0,0.41191005062153946,0.9494885179512774,0.06677698586138696,6.252046722784533e-20,7.692497902695572e-15,4.95735971960361e-05,0.00011897973410855323,0.002330731002226739,3.3065988235470404e-06,0.08391345104571939,0.0019598075279207328,0.012576430278389505,2.212130469272955e-05,3.2862741117232175e-06,3.7479430515928776e-07,0.010808859146796504,5.421920050880135e-05,7.165771845466559e-06,0.004946098366291251,6.352825371980706e-07,0.0031582351957088325,2.792769949874683e-07,2.0262550074400073e-06,9.184678758855869e-10,5.775782060739387e-13,4.167941877458093e-09,9.789018472851262e-08,6.088909304476257e-13,2.4881557939979975e-05,2.3380800949926333e-07,0.0004480547237696091,3.257198223106534e-15,5.207313757687642e-09,5.3113988288040765e-08,7.202565117110064e-13,4.74989741611516e-05,9.370450476688721e-08,7.686081828735408e-08,1.4676135529051364e-14,1.6000190373385865e-07,2.7508546464431718e-15,3.568578297208841e-17,4.4634852434400614e-11,5.381855229434493e-10,7.415660272416679e-13,8.374391994396219e-14,5.180841906250911e-11,5.482807553797119e-13,1.56610694963336e-11,2.8199280436820608e-08,1.1810202489972564e-08,9.640214525852699e-11,5.0851444458598726e-11,1.4445450636374446e-15,1.1879492929599056e-10,1.1931743735520006e-10,9.109806858588595e-11,1.7370985319913498e-12
