Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232)
6.045432709944463e-09,0.050634070186655146,3.76,0.0,0.5017754962266784,0.9999999988512542,4.3367602317180704e-14,6.490187271808324e-33,1.5327997194754778e-23,4.545771103309157e-09,1.086551744747178e-09,7.393618463792826e-12,1.00211014769763e-11,1.0902959379678022e-11,1.1070233287663295e-09,7.448819199816568e-13,1.790721623677973e-11,2.3395529976959623e-11,1.39167779307844e-22,1.1190013072872434e-13,1.0733532602810108e-22,2.5899168013012604e-13,2.3121881469806337e-13,1.8108207568011858e-20,5.989417305033981e-19,7.205383647732128e-14,4.779127398657491e-24,3.4104449502862355e-17,4.607215813744595e-37,1.1486865213962518e-36,1.1477989831055884e-15,1.2037195822119363e-31,4.489067908178477e-24,8.634550248850428e-15,2.0638102215258632e-26,6.096499008182122e-34,5.626309233261582e-25,3.5995133077780626e-23,2.1213227205348704e-33,1.6909000947911585e-17,1.553766085950212e-34,1.499442415205266e-31,1.58548416971547e-24,2.3954680710044649e-35,3.1417096796229595e-42,5.11614760176613e-40,2.9142251157004637e-18,3.1477701073367457e-18,9.48284430883345e-22,1.3714984097440781e-22,2.9975902024168927e-19,2.8351982043729553e-35,8.69345929758192e-31,8.373168144908164e-40,5.072297636830454e-35,4.305981039127318e-37,2.0536022416361296e-21,1.2119385465135397e-47,4.374948258583965e-34,2.986548049175621e-36,4.637447669414358e-34,1.6564058208793178e-35
6.6450971498466255e-09,0.050634070188775075,3.76,0.0,0.501775495888114,0.9999999987323964,5.737751091513816e-14,7.412139875756954e-33,1.7031197980239125e-23,4.993452788161214e-09,1.1922597761328246e-09,8.929188135685515e-12,1.1426301600931693e-11,1.3185325532135786e-11,1.2174910758027856e-09,9.279744123012548e-13,2.148780842762081e-11,2.8115206503894535e-11,1.833124060468387e-22,1.3524651045959353e-13,1.529246791629204e-22,3.1136821493851925e-13,2.794863198114219e-13,2.3919457947867688e-20,6.766025959660202e-19,8.851018165806065e-14,6.929720127962807e-24,3.785645038462591e-17,7.862431274597325e-37,2.132248012084086e-36,1.3047174582842402e-15,1.5226507807963046e-31,6.580196195923123e-24,1.02550206992777e-14,3.2862908370386036e-26,7.847752872112295e-34,8.22063547673817e-25,5.2320473266046357e-23,3.092234721436294e-33,1.911440166668089e-17,2.6779742665146647e-34,2.0377453776561014e-31,1.919281961194388e-24,3.6131532618044836e-35,5.2304906688025406e-42,7.658941932617996e-40,2.915071313961794e-18,3.153480690757895e-18,1.0584151236083772e-21,1.4875935743940617e-22,3.003526488148761e-19,4.4744133057856954e-35,1.2832422004868394e-30,1.1952631107578183e-39,8.784940510074985e-35,7.431296848889541e-37,2.6484526257274983e-21,1.8601918492716118e-47,7.273645221920918e-34,4.8122713771438354e-36,6.237461630284375e-34,2.5403719718790444e-35
7.244761589748788e-09,0.050634070190889086,3.76,0.0,0.5017754955493754,0.9999999986126983,7.407525822373286e-14,8.346967852753319e-33,1.8733345551344114e-23,5.440581270571774e-09,1.297624495696114e-09,1.0608797444450978e-11,1.2893259594025358e-11,1.5686670959387016e-11,1.3280871852884816e-09,1.1356010947974342e-12,2.5366731294466322e-11,3.3239437612022526e-11,2.356472819432151e-22,1.6081304693267764e-13,2.10979386119437e-22,3.6826256242131455e-13,3.3233729932559464e-13,3.0823699375038634e-20,7.54745695995194e-19,1.068476999549908e-13,9.726649845440655e-24,4.16130924138919e-17,1.2789359419535598e-36,3.760623096825444e-36,1.4628819798426148e-15,1.9005313961416754e-31,9.334836721248658e-24,1.1983895639636568e-14,5.0254366111889866e-26,9.965381505688402e-34,1.1624320716399584e-24,7.360395815077328e-23,4.3605968649687354e-33,2.132326100151322e-17,4.398043852784101e-34,2.7057078958818576e-31,2.285272070934566e-24,5.277780575226567e-35,8.38835571481209e-42,1.108750978280738e-39,2.9144238609518577e-18,3.1574243223868677e-18,1.1654483873622044e-21,1.6002335250977484e-22,3.00776916058691e-19,6.789407602955931e-35,1.8303453884468065e-30,1.6525742773646198e-39,1.4483499870176902e-34,1.2215460507884914e-36,3.3350025972597884e-21,2.7430054027163724e-47,1.161859402611004e-33,7.428990612732717e-36,8.193613034302656e-34,3.745353590807278e-35
7.84442602965095e-09,0.050634070192997295,3.76,0.0,0.5017754952104616,0.9999999984921707,9.368165539538902e-14,9.29469003196507e-33,2.043362463004756e-23,5.887163434044429e-09,1.4026528626938496e-09,1.2432269137007937e-11,1.44192759879558e-11,1.8407511997430566e-11,1.4388137496971864e-09,1.3687962187564565e-12,2.95376509938475e-11,3.876152267339982e-11,2.967868414651712e-22,1.886023197323939e-13,2.833170730491209e-22,4.296021354664211e-13,3.897725850261592e-13,3.890269834853461e-20,8.334275295081101e-19,1.2709707936664426e-13,1.3284256628492245e-23,4.5370259455039696e-17,1.99844713526103e-36,6.35095969454382e-36,1.6218283620294268e-15,2.3345811281616794e-31,1.2882833179248186e-23,1.3815101526179232e-14,7.427674413899602e-26,1.2431805410167046e-33,1.599060282225473e-24,1.0073648030604156e-22,5.980458293998819e-33,2.3535474863926598e-17,6.936285263658027e-34,3.5237307568128756e-31,2.683530583977452e-24,7.505715973342643e-35,1.3010400950644267e-41,1.5604824745460634e-39,2.9140425714698432e-18,3.158562850665918e-18,1.269483225957518e-21,1.7093168372705284e-22,3.0090115040804183e-19,9.966854939387367e-35,2.536402244218006e-30,2.22426316300975e-39,2.2913512463118226e-34,1.927658799075841e-36,4.1163988385194815e-21,3.911524486295358e-47,1.7923748090790308e-33,1.1065412707685424e-35,1.0553421201548514e-33,5.342303026300858e-35
8.444090469553113e-09,0.05063407019509982,3.76,0.0,0.5017754948713715,0.999999998370824,1.1641311206350903e-13,1.0255357140367574e-32,2.2131539204315613e-23,6.333206024899567e-09,1.5073516387801876e-09,1.4399428791782377e-11,1.6001775327094544e-11,2.1348351152457772e-11,1.5496727790153977e-09,1.6285428615447353e-12,3.399439320107693e-11,4.467489521309864e-11,3.6732761740826447e-22,2.186169450394743e-13,3.718128013142904e-22,4.95315065668159e-13,4.5179261239330797e-13,4.823473915074718e-20,9.126650893712142e-19,1.4928363103873954e-13,1.7725403521218038e-23,4.91250467953607e-17,3.0177933319090767e-36,1.0332581976140965e-35,1.781232095247653e-15,2.8346955336668184e-31,1.7366964556363706e-23,1.5742935168333324e-14,1.0664819451622182e-25,1.5319265297424127e-33,2.1486657528747142e-24,1.3467836225129037e-22,8.010169812246922e-33,2.5749404677802125e-17,1.0569009029283175e-33,4.513767767004346e-31,3.114131455159475e-24,1.0432576727736272e-34,1.958882503400176e-41,2.1442222662711817e-39,2.9144406786154735e-18,3.1581494114883183e-18,1.3704991552061008e-21,1.8149922625372012e-22,3.008506601352038e-19,1.4224938108322509e-34,3.429286814158825e-30,2.9256237069833127e-39,3.5002080571922683e-34,2.9382448658753243e-36,4.995334685368797e-21,5.421134802359252e-47,2.6820382296296892e-33,1.5988869375084598e-35,1.3366193355481473e-33,7.409441625523781e-35
9.043754909455276e-09,0.050634070197196755,3.76,0.0,0.501775494532104,0.9999999982486693,1.4248333814763723e-13,1.1228835042921652e-32,2.3827109432178476e-23,6.778715706852061e-09,1.6117274537457515e-09,1.6510103524233837e-11,1.7638271266859833e-11,2.450968173988882e-11,1.6606662250253616e-09,1.915787010584361e-12,3.873088723608812e-11,5.097306972607112e-11,4.478550428927913e-22,2.5085958298907763e-13,4.783900918839967e-22,5.653297234723366e-13,5.183975432592358e-13,5.889549781838166e-20,9.92482447388914e-19,1.7342855104279316e-13,2.3180840971396605e-23,5.287510027584425e-17,4.4248019285479405e-36,1.6272392460954802e-35,1.940833632352083e-15,3.4184633517092417e-31,2.294220586623702e-23,1.7761962079390455e-14,1.4934412608082626e-25,1.8752506114180152e-33,2.8292560478679092e-24,1.7645224467083647e-22,1.0512096580103546e-32,2.796341514488937e-17,1.563289161201413e-33,5.70037984979712e-31,3.5771472252428356e-24,1.4217402958000746e-34,2.87276006364475e-41,2.8859466989549904e-39,2.915198170958228e-18,3.1580597222758007e-18,1.4684705307957484e-21,1.9175123917093776e-22,3.0082622593908104e-19,1.9813704818448584e-34,4.5388319290691834e-30,3.772382445046496e-39,5.18786658739028e-34,4.3467336812957195e-36,5.9742106914003095e-21,7.331280330661508e-47,3.906950071269745e-33,2.2507915651967332e-35,1.6686336093987873e-33,1.0031607258848835e-34
9.643419349357439e-09,0.05063407019928821,3.76,0.0,0.5017754941926584,0.9999999981257164,1.7210191172445081e-13,1.2215295863694266e-32,2.5520580588868272e-23,7.223699017047448e-09,1.7157867564243937e-09,1.8764123041774402e-11,1.9326389084306105e-11,2.7891984243879326e-11,1.7717959648102358e-09,2.231428661413256e-12,4.3741209237921516e-11,5.7649684537154076e-11,5.389394370562677e-22,2.8533292873801473e-13,6.050164777203382e-22,6.395751176650532e-13,5.895872255155551e-13,7.095737642945756e-20,1.0729506993944413e-18,1.9954839531685863e-13,2.978947304283735e-23,5.661898755035672e-17,6.323539831305313e-36,2.490402221238493e-35,2.1004594166101983e-15,4.087936448537707e-31,2.977674123060881e-23,1.9867072647124927e-14,2.046260072409654e-25,2.2737980390975437e-33,3.660223139968796e-24,2.2714674400084646e-22,1.3552788468271685e-32,3.0177228926880794e-17,2.253230765843166e-33,7.110555726035112e-31,4.0726486850462666e-24,1.9043066602580777e-34,4.115422481293734e-41,3.814734231343309e-39,2.9158761045427255e-18,3.1588878626250035e-18,1.5634662844868543e-21,2.017048261605807e-22,3.0089944039663134e-19,2.701858652609026e-34,5.89688477862839e-30,4.781011067730493e-39,7.489977944695724e-34,6.265198566047376e-36,7.055089943888279e-21,9.705070234367727e-47,5.557532570875333e-33,3.097504735569541e-35,2.05724115192769e-33,1.3300576004233055e-34
9.999999999999999e-09,0.05063407020137426,3.76,0.0,0.5017754939907277,0.9999999980522303,1.914812838945586e-13,1.2808186537172965e-32,2.6526651438894316e-23,7.488054153373147e-09,1.7775164515522952e-09,2.0172331064083134e-11,2.035373343441036e-11,3.000817392268539e-11,1.837942813852477e-09,2.4329391923724935e-12,4.684795056794241e-11,6.179667025316171e-11,5.983365179455831e-22,3.0689066393084777e-13,6.906393589008333e-22,6.857007684772962e-13,6.340925396644989e-13,7.882278313707932e-20,1.1211480168358096e-18,2.1602187951694403e-13,3.4325737486365973e-23,5.884187310116614e-17,7.734920497180871e-36,3.168677851228821e-35,2.195334411905227e-15,4.526387930749668e-31,3.451146964088503e-23,2.1157653263054998e-14,2.4450043530165085e-25,2.5365876369657233e-33,4.234072438983114e-24,2.6198942817047916e-22,1.564508293324156e-32,3.1493728290753625e-17,2.769847319787238e-33,8.067288635318158e-31,4.3827208826807984e-24,2.2491440392094527e-34,5.044962200647975e-41,4.468835729161997e-39,2.916198104665946e-18,3.1596845951842597e-18,1.6185922796389873e-21,2.074857617720476e-22,3.0097778108864943e-19,3.219939115825389e-34,6.835999490981374e-30,5.4645385172353506e-39,9.215018793442414e-34,7.70127212176352e-36,7.746938594144836e-21,1.1363672719843361e-46,6.783657106133008e-33,3.709519533037807e-35,2.3177791754750786e-33,1.559109440920191e-34
1.0243083789259602e-08,0.05063407020137426,3.76,0.0,0.5017754938530334,0.9999999980019757,2.0547548725210953e-13,1.3215134126454446e-32,2.7212118016572765e-23,7.668162404961975e-09,1.8195358616186703e-09,2.1161318721096385e-11,2.1063840713400966e-11,3.1495729623981425e-11,1.883063818109333e-09,2.5763318926555163e-12,4.901954229921932e-11,6.469846388663113e-11,6.411408013089815e-22,3.220397177614564e-13,7.536982533957927e-22,7.1798055832881e-13,6.653612722243026e-13,8.449015171336325e-20,1.154169268943133e-18,2.276559834431761e-13,3.769793624311343e-23,6.035569696043099e-17,8.835768371324971e-36,3.7159348232308017e-35,2.2599787806776074e-15,4.842140967293663e-31,3.805144001382825e-23,2.205340962376582e-14,2.750470557442398e-25,2.726459043468437e-33,4.6622651472905915e-24,2.8791093257639236e-22,1.720279381112448e-32,3.239137787733362e-17,3.174620594507239e-33,8.774361679975483e-31,4.600705256657825e-24,2.5120696777883673e-34,5.772914898541477e-41,4.962922149823646e-39,2.9164061959966064e-18,3.1602117139045283e-18,1.6556118889541056e-21,2.1136805876117913e-22,3.0103104513595393e-19,3.6161054093095673e-34,7.537169263200872e-30,5.968698745619256e-39,1.056712003177453e-33,8.826198484812105e-36,8.23980381363527e-21,1.260933217911575e-46,7.739784456608618e-33,4.1789319359720814e-35,2.508911645454754e-33,1.7314610449434384e-34
1.0842748229161765e-08,0.05063407020345507,3.76,0.0,0.5017754935132281,0.9999999978774573,2.428067697568858e-13,1.4228876598904746e-32,2.8901745928281204e-23,8.11211220130318e-09,1.922980916394568e-09,2.3701524360782082e-11,2.2848439269393546e-11,3.5321376778108006e-11,1.9944715364267293e-09,2.951319176750609e-12,5.456020649054847e-11,7.211324825272389e-11,7.550062924494407e-22,3.609827185392103e-13,9.264749935848216e-22,8.004759498908693e-13,7.457190494085099e-13,9.956052560899505e-20,1.236241022361201e-18,2.577601402108361e-13,4.7060698621556677e-23,6.40844678359701e-17,1.210236229524085e-35,5.420385128638301e-35,2.419306781874874e-15,5.701140829441998e-31,4.796064513261436e-23,2.4316402018564997e-14,3.6347814567681393e-25,3.248782819728865e-33,5.8574535783224944e-24,3.599564895908536e-22,2.153674610367392e-32,3.4606398941196505e-17,4.3835626238888464e-33,1.0724511630253719e-30,5.161384401540807e-24,3.2690536877933433e-34,7.946113865018528e-41,6.366356930576965e-39,2.916927652707697e-18,3.1614742467678315e-18,1.745031011206723e-21,2.207454462845711e-22,3.0115652144333345e-19,4.7601771280811075e-34,9.495309622213681e-30,7.353148929981532e-39,1.4607315636553479e-33,1.2184862169838132e-35,9.52993563649642e-21,1.6114527185071521e-46,1.0576577284473953e-32,5.539900972475852e-35,3.030558227576274e-33,2.2178626574730038e-34
1.204207710896609e-08,0.050634070207601224,3.76,0.0,0.5017754928330737,0.9999999976261263,3.3013770803409513e-13,1.6299746000161883e-32,3.227525120111603e-23,8.998495886337509e-09,2.1289827968790474e-09,2.921030957112711e-11,2.6550738543795328e-11,4.364016359705332e-11,2.21771329917659e-09,3.7946671639559926e-12,6.640634890770849e-11,8.801664051955843e-11,1.0198727060666487e-21,4.455886084878163e-13,1.3526121179396818e-21,9.774580526774995e-13,9.201823301043223e-13,1.3456805610729006e-19,1.403312336348082e-18,3.23977375883568e-13,7.080445641495244e-23,7.151626717503127e-17,2.1568188605886297e-35,1.0878151243790617e-34,2.7371347504772517e-15,7.776776259018098e-31,7.352611742382987e-23,2.905520865966124e-14,6.075245515230265e-25,4.532492442018328e-33,8.922140317124926e-24,5.430271375759558e-22,3.257480738223998e-32,3.90391571030295e-17,7.935114553368405e-33,1.5630205742918507e-30,6.380873458102477e-24,5.344120956367559e-34,1.43286891344881e-40,1.0100332679890786e-38,2.91808407461263e-18,3.163803278099896e-18,1.916025624814688e-21,2.386753020143693e-22,3.0138037756214365e-19,7.90264227721525e-34,1.4516512064864153e-29,1.0784630769403819e-38,2.6484104533024528e-33,2.2042934343585658e-35,1.2431967722500445e-20,2.5226490793447325e-46,1.879899966634351e-32,9.306206845196941e-35,4.314221628768173e-33,3.490768680022611e-34
1.3241405988770414e-08,0.05063407021172746,3.76,0.0,0.5017754921521876,0.9999999973718006,4.356500937203505e-13,1.843105638534582e-32,3.564098504509197e-23,9.88289877560397e-09,2.3338387851940315e-09,3.528918738519937e-11,3.0417477600749433e-11,5.2851812689335606e-11,2.4415341266452374e-09,4.767358506709196e-12,7.923647132025894e-11,1.0531248760028888e-10,1.3377247864779118e-21,5.391734315227087e-13,1.9002840540492103e-21,1.1699692596024417e-12,1.1129682244634357e-12,1.7646081753485892e-19,1.5749292703627889e-18,3.9820579809963915e-13,1.0240659311017687e-22,7.891274705706728e-17,3.628180450070683e-35,2.0410852827158017e-34,3.053652345224878e-15,1.0384317269107368e-30,1.0829615240031445e-22,3.4051592265742135e-14,9.665570100168485e-25,6.171620859706356e-33,1.305745364889266e-23,7.872126430166219e-22,4.734351423609654e-32,4.347537883428783e-17,1.354832601351194e-32,2.2151453195364805e-30,7.731626565192205e-24,8.392141751119538e-34,2.4419866156279876e-40,1.5378451094314907e-38,2.9196619070201113e-18,3.1661244053045157e-18,2.07706977739128e-21,2.5556218148883156e-22,3.015961668897235e-19,1.2501841813829947e-33,2.128097010373827e-29,1.522379409592501e-38,4.526233892182028e-33,3.7603711283330257e-35,1.5770514098035542e-20,3.7669271620157824e-46,3.159098045963551e-32,1.4862872192805523e-34,5.974544908536713e-33,5.2453201320627554e-34
1.4440734868574738e-08,0.05063407021583452,3.76,0.0,0.5017754914705648,0.9999999971145551,5.60843684457688e-13,2.062537448249208e-32,3.899915624067477e-23,1.0765367965303921e-08,2.5375930301900433e-09,4.193689867243245e-11,3.443415031032734e-11,6.295962663515043e-11,2.665946001818853e-09,5.874744820900527e-12,9.300925418527598e-11,1.2395498974494185e-10,1.7126060400910074e-21,6.417605140692748e-13,2.586683916860775e-21,1.3774653404552909e-12,1.3240652483390334e-12,2.256783406912346e-19,1.7519195570547806e-18,4.804044988695143e-13,1.43370683018999e-22,8.627396672735473e-17,5.819393191399554e-35,3.619508870318178e-34,3.368767093803913e-15,1.360739026120368e-30,1.5431513047260986e-22,3.927715182830797e-14,1.476326743292947e-24,8.223361244994159e-33,1.8487986214914952e-23,1.1042669054479028e-21,6.65827052922156e-32,4.7915091060897826e-17,2.2040072653217012e-32,3.066830424178239e-30,9.214129950384481e-24,1.2740037825169976e-33,3.9699397991456395e-40,2.2626860433556917e-38,2.921518060011758e-18,3.16885930874002e-18,2.228754091760235e-21,2.714723330528954e-22,3.018507197953652e-19,1.9003654464006817e-33,3.013635084030411e-29,2.0827864795707485e-38,7.366975309304792e-33,6.111177295502033e-35,1.9552762871395923e-20,5.411738147188275e-46,5.066230779104757e-32,2.2770402566814907e-34,8.088088531696542e-33,7.587937010858988e-34
1.5640063748379063e-08,0.050634070219923125,3.76,0.0,0.5017754907881988,0.999999996854462,7.071654451312476e-13,2.2884810935926604e-32,4.235013248271667e-23,1.164594906566114e-08,2.740287646044347e-09,4.9152213816420263e-11,3.858739733083212e-11,7.39667546737721e-11,2.890960114674917e-09,7.121709016690715e-12,1.0768507019215437e-10,1.43899802772621e-10,2.1484474312714468e-21,7.533736448576416e-13,3.429249077826841e-21,1.5994097103600177e-12,1.5534598716516378e-12,2.826230723049946e-19,1.9351799052277913e-18,5.704950764193716e-13,1.9531428264277498e-22,9.360027518544099e-17,8.969558147332542e-35,6.122353788146313e-34,3.6824204848496134e-15,1.754163619073437e-30,2.13853582306595e-22,4.470644273688868e-14,2.179113829606165e-24,1.076118939138907e-32,2.5459507439791868e-23,1.5067877604924807e-21,9.109469037379591e-32,5.235885907984187e-17,3.443330235427565e-32,4.162317839222219e-30,1.0828847392596907e-23,1.87910561544021e-33,6.201997434634424e-40,3.2345783247247435e-38,2.923430833280456e-18,3.1719706031880068e-18,2.3716666078605892e-21,2.864717760884696e-22,3.0215054284416196e-19,2.7934130876048023e-33,4.1456026395701e-29,2.7761271721612047e-38,1.1511559613193686e-32,9.537059976973105e-35,2.3784563333813895e-20,7.529021413655957e-46,7.811159224039413e-32,3.369274566734444e-34,1.0742778801632978e-32,1.063452519729974e-33
1.683939262818339e-08,0.050634070223994,3.76,0.0,0.5017754901050848,0.9999999965915916,8.760113749230391e-13,2.521127251061494e-32,4.569408985791675e-23,1.2524686283620589e-08,2.9419628568496243e-09,5.693393094506689e-11,4.286489340702412e-11,8.587620120340891e-11,3.116586932251247e-09,8.512712611938682e-12,1.2322587624980076e-10,1.6510395721165492e-10,2.649087251297322e-21,8.740370481836868e-13,4.4456146622288425e-21,1.835273498732337e-12,1.801136859435943e-12,3.4766384840568023e-19,2.12565352576791e-18,6.683681233631956e-13,2.59966656975571e-22,1.0089180373129499e-16,1.3365795336628075e-34,9.949296697361172e-34,3.994566696129116e-15,2.2312304625163015e-30,2.89412470888689e-22,5.031659692327363e-14,3.1242218501357673e-24,1.3868136105045015e-32,3.42387540206634e-23,2.0081724365125503e-21,1.2174400511396084e-31,5.680726381596664e-17,5.198400004322762e-32,5.552648011168272e-30,1.2576220837677984e-23,2.70362501218564e-33,9.36653746131665e-40,4.5106095753495023e-38,2.9254593916819075e-18,3.175244658429805e-18,2.50637032384802e-21,3.0061153944084268e-22,3.0245858661670063e-19,3.990547859584616e-33,5.56382376373097e-29,3.619517888003515e-38,1.737768128291131e-32,1.4381199753623369e-34,2.8470822578318645e-20,1.019495000291181e-45,1.164639991751368e-31,4.840626657885674e-34,1.4038966580363466e-32,1.451022517116662e-33
1.8038721507987715e-08,0.05063407022804783,3.76,0.0,0.501775489421218,0.9999999963260116,1.0687263438605229e-12,2.760644023958912e-32,4.9031077385634573e-23,1.3401622434578286e-08,3.1426570444421655e-09,6.528087581035095e-11,4.725529649896867e-11,9.869082799308845e-11,3.3428362281535562e-09,1.005181757028426e-11,1.3959518350473993e-10,1.8752584665326055e-10,3.2182781028306216e-21,1.0037753558011329e-12,5.653598064783033e-21,2.0845361874800763e-12,2.067079401746329e-12,4.211378177139454e-19,2.3243169700642523e-18,7.738866334681077e-13,3.3916791645528047e-22,1.0814983123957735e-16,1.9346342788509293e-34,1.5618391811722756e-33,4.30521943655322e-15,2.801006767811474e-30,3.8372740103514157e-22,5.608714902125164e-14,4.368387901810044e-24,1.7622812914887325e-32,4.511333454217047e-23,2.622589384612846e-21,1.5945765778973925e-31,6.12605016069117e-17,7.620425078325126e-32,7.29622520155519e-30,1.445667226367529e-23,3.8064598724344804e-33,1.3738073935380128e-39,6.157168088752321e-38,2.9277363294488383e-18,3.178759915398695e-18,2.63336243193198e-21,3.1394973237404557e-22,3.027985945212051e-19,5.5621033515740665e-33,7.310546824990279e-29,4.6309692726092006e-38,2.5467090793012525e-32,2.1055749979231154e-34,3.361555958762814e-20,1.3489799653678521e-45,1.6870037559793882e-31,6.780728638412596e-34,1.8090639710781597e-32,1.9349316719891987e-33
1.923805038779204e-08,0.05063407023208528,3.76,0.0,0.5017754887365942,0.9999999960577878,1.28660357771594e-12,3.007170517110332e-32,5.2361236916365595e-23,1.4276798940235794e-08,3.3424067775396844e-09,7.419190199784842e-11,5.1748208743052585e-11,1.1241335519661756e-10,3.5697171042891203e-09,1.1742703273617992e-11,1.5675804251001587e-10,2.1112522968211987e-10,3.8596915721307335e-21,1.1426135778335681e-12,7.07117951258388e-21,2.3466863280833786e-12,2.3512692575516556e-12,5.033518798546252e-19,2.5321897858356736e-18,8.868888327425819e-13,4.348682118335121e-22,1.1537502692155285e-16,2.7303662696962566e-34,2.3784574089705994e-33,4.6144522574834685e-15,3.479722160601717e-30,4.997727788682065e-22,6.199990001234363e-14,5.976178226905352e-24,2.2115358746676876e-32,5.839165213414849e-23,3.3649535893196118e-21,2.0522542759807268e-31,6.57188356031259e-17,1.0888473527829796e-31,9.459250010205954e-30,1.6470600944940644e-23,5.2573152989936774e-33,1.9643143077315593e-39,8.246804584173834e-38,2.9302512609758062e-18,3.1826744220695745e-18,2.7531203800822474e-21,3.265315557587207e-22,3.0315950522071795e-19,7.58800547227912e-33,9.430370083752997e-29,5.829462670685962e-38,3.637269073965553e-32,3.0047241949847085e-34,3.922196789696369e-20,1.7498189910843706e-45,2.382843052349863e-31,9.291921086375765e-34,2.302626302823085e-32,2.529514694158278e-33
2.0994235542589237e-08,0.050634070237969085,3.76,0.0,0.5017754877327206,0.9999999956603886,1.6536193942310934e-12,3.3810455400397895e-32,5.722568837087067e-23,1.555523401804998e-08,3.633269851007145e-09,8.825579303880133e-11,5.849246631382736e-11,1.3415077622721672e-10,3.903097332303792e-09,1.4499400654082866e-11,1.8325204783818727e-10,2.47725636417776e-10,4.936722197684622e-21,1.362386736850508e-12,9.562859041775636e-21,2.7527629030056142e-12,2.8002924980942544e-12,6.400837990030396e-19,2.8554229480761674e-18,1.0654793466989803e-12,6.090853976085926e-22,1.258996977388338e-16,4.347557688236195e-34,4.199014825127087e-33,5.064819734554674e-15,4.688426241784604e-30,7.156693323338582e-22,7.088115259429071e-14,9.140550656769498e-24,3.0206136062055494e-32,8.28624683627975e-23,4.715562303303535e-21,2.8898301644757986e-31,7.225733858990475e-17,1.7645506624399057e-31,1.3540893936756474e-29,1.9661227047783457e-23,8.183505493846048e-33,3.186693481617018e-39,1.2284627122512436e-37,2.934299237520691e-18,3.189021631081396e-18,2.916372613790774e-21,3.4369815327196637e-22,3.037631734155428e-19,1.1564678620004559e-32,1.3305803139311822e-28,7.963637511046654e-38,5.889329922019479e-32,4.860067105435931e-34,4.826994958875483e-20,2.4842149687567643e-45,3.7990214129582602e-31,1.4244425023678919e-33,3.2152568016737906e-32,3.6317774910994966e-33
2.2750420697386432e-08,0.05063407024382105,3.76,0.0,0.501775486727204,0.9999999952576484,2.080956185588696e-12,3.770481315662862e-32,6.207650816260656e-23,1.6830102706565525e-08,3.922285578742113e-09,1.0352337017093208e-10,6.540924381792535e-11,1.578480475832807e-10,4.237874327041169e-09,1.7597900167699643e-11,2.1127621429086459e-10,2.866501718141218e-10,6.1874338471753365e-21,1.6018072022277075e-12,1.260002235646827e-20,3.1838590855557584e-12,3.288335533895679e-12,7.96931502815144e-19,3.20417723153e-18,1.2590951585269406e-12,8.299905082494531e-22,1.3636387645812005e-16,6.651701192825726e-34,7.061211004554455e-33,5.512426969822662e-15,6.180623100170061e-30,9.961684551426816e-22,7.998856646352871e-14,1.3505776119018102e-23,4.0367686319850776e-32,1.1430844266653385e-22,6.425784882556016e-21,3.958272183595961e-31,7.880933554976359e-17,2.7462407381784584e-31,1.8952924875875624e-29,2.3139994282442365e-23,1.2343825014422484e-32,4.9647444061723437e-39,1.7758500297343722e-37,2.9387152467279635e-18,3.195785010743185e-18,3.0664226049481126e-21,3.595053216111713e-22,3.0448867148302247e-19,1.7035813963615448e-32,1.8237891626016676e-28,1.0608771552476218e-37,9.15612308874141e-32,7.549354429181059e-34,5.83205419932181e-20,3.42073937424174e-45,5.819943602948233e-31,2.1093033553560593e-33,4.400530911208845e-32,5.055341981044783e-33
