Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219)
2.396767939995054e-19,0.31128553396973335,3.76,0.0,0.92469418350827,0.9999999999999997,5.625772054284631e-38,2.3865120477999296e-47,8.531656200261951e-30,2.911766211502479e-13,1.4640740557771978e-15,4.258930432667683e-25,1.0667204575064539e-15,4.5945491413959685e-26,3.9735359790316687e-16,1.618214577980311e-26,2.0866198673257534e-29,1.0210207513583431e-27,2.605042148599651e-42,5.369545754926149e-29,2.358087975368917e-53,4.682802205359819e-27,3.535530876617428e-27,3.8674096065486944e-41,1.0404994892644302e-40,3.883381427519527e-21,2.084308595455165e-54,6.051181011624356e-30,4.1556350779478696e-72,5.180579408366745e-76,1.6022700319645832e-39,2.441172362867573e-64,5.251382231847756e-52,9.837617779561069e-28,5.512204964945613e-58,3.286027499423735e-56,7.440296611775213e-54,1.74796385070553e-52,1.2061681944306242e-69,4.061353219972726e-41,9.258111476168454e-79,4.975732767524026e-66
4.795618215298531e-19,0.3112855339697414,3.76,0.0,0.9246941835081228,0.9999999999999992,4.5040383598871385e-37,1.910660772207973e-46,3.41488589365978e-29,5.82606219381369e-13,2.929420114133134e-15,1.7046820823673727e-24,2.1343676921831702e-15,1.8390170310476232e-25,7.950524204786982e-16,6.47707550096696e-26,8.351917358566299e-29,4.086743862095739e-27,2.085617697244268e-41,2.149217645976864e-28,3.776013126057262e-52,1.874341255630239e-26,1.415133736613098e-26,3.0962792357771104e-40,8.330322837586533e-40,7.770141051962333e-21,3.3376095308804556e-53,2.4220493863246862e-29,1.330922192053035e-70,1.659180737093657e-74,1.2827902730237843e-38,7.821161948656628e-63,8.411989693696818e-51,3.937610868715256e-27,8.826710166252553e-57,5.263762606596429e-55,1.1918328476121743e-52,2.799996883497405e-51,3.862986158572019e-68,3.251552052411165e-40,5.932711647521004e-77,1.594164794998372e-64
9.593318765905485e-19,0.31128553396975744,3.76,0.0,0.9246941835078285,0.9999999999999984,3.6045995596281414e-36,1.5291093585594925e-45,1.366399166775046e-28,1.1654654158408335e-12,5.8601122332240186e-15,6.820948780687492e-24,4.269662161707307e-15,7.358463558216925e-25,1.5904500656297311e-15,2.5916738786580256e-25,3.3418548318021594e-28,1.6352298677108268e-26,1.6691280215343922e-40,8.599670069511444e-28,6.044080125573282e-51,7.499806465158307e-26,5.662378243732127e-26,2.4779644109797257e-39,6.666790121962438e-39,1.554367313847405e-20,5.3423489608013945e-52,9.691352397849167e-29,4.260742372613879e-69,5.3116139552174385e-73,1.0266220824551103e-37,2.5042785463627435e-61,1.3467011144231874e-49,1.57555724481902e-26,1.4128485741526356e-55,8.426918255187014e-54,1.9080415945877917e-51,4.482600494747463e-50,1.236675519108419e-66,2.602229854665692e-39,3.799343820293298e-75,5.104418056685061e-63
1.9188719867119397e-18,0.3112855339697896,3.76,0.0,0.9246941835072398,0.9999999999999969,2.8842273134578095e-35,1.2235198952042242e-44,5.466486411402974e-28,2.331183808748652e-12,1.1721496480921834e-14,2.7288236657694614e-23,8.540251101438404e-15,2.9438645803897803e-24,3.1812453559316753e-15,1.0368383112253871e-24,1.3369595418479032e-27,6.541984267252722e-26,1.335556019242837e-39,3.440428004673615e-27,9.672496006932043e-50,3.000410944205386e-25,2.265320009602721e-25,1.982748018038051e-38,5.334445055216346e-38,3.109078866200186e-20,8.549497755275423e-51,3.8771720118091303e-28,1.3637242873248901e-67,1.7000754604017516e-71,8.214536423670424e-37,8.016102953402188e-60,2.1553482016793777e-48,6.303254918665659e-26,2.26101805723089e-54,1.3486988927739752e-52,3.0537540731279203e-50,7.174245848088735e-49,3.95819380521478e-65,2.0821792529322604e-38,2.432351024775819e-73,1.6339084788398162e-61
3.837952206954721e-18,0.31128553396985387,3.76,0.0,0.9246941835060624,0.9999999999999937,2.3076009405489e-34,9.7890898927161e-44,2.186772525254108e-27,4.66262059451985e-12,2.3444265014381655e-14,1.0916183033230639e-22,1.7081428983631877e-14,1.1776416720406271e-23,6.362835936535082e-15,4.147690789027576e-24,5.348273420294506e-27,2.617006680548845e-25,1.0685462707707352e-38,1.3762832052093763e-26,1.54775681044645e-48,1.2002620563105232e-24,9.062017516237956e-25,1.5863490260072976e-37,4.267961271233022e-37,6.218522511107498e-20,1.368058816506062e-49,1.5509950180649416e-27,4.3643767646953245e-66,5.440823645732175e-70,6.572253070568645e-36,2.5655388695368407e-58,3.4490583482165265e-47,2.521507168831746e-25,3.6179980591052336e-53,2.1582318470614193e-51,4.886716651870346e-49,1.148046163891509e-47,1.2667551813197328e-63,1.6659015663233355e-37,1.5569514223920076e-71,5.229298861581006e-60
7.676112647440284e-18,0.31128553396998254,3.76,0.0,0.9246941835037075,0.9999999999999873,1.8461683931555394e-33,7.831645823860778e-43,8.747446028349103e-27,9.325494165884477e-12,4.6889802233558023e-14,4.366650893569598e-22,3.416378475894396e-14,4.7107583878707785e-23,1.2726017097739966e-14,1.6591438272914014e-23,2.1393964247207852e-26,1.0468452678252256e-24,8.548776069075285e-38,5.505356835413877e-26,2.4765368807822175e-47,4.8012435898067536e-24,3.624954508184053e-24,1.2691394683124035e-36,3.4145311176086256e-36,1.2437491961729078e-19,2.1890054694842174e-48,6.204232458481412e-27,1.396674157039553e-64,1.741161651220741e-68,5.258051977421842e-35,8.210341914102746e-57,5.518894397802236e-46,1.0086439083667049e-24,5.789094969499695e-52,3.453421837792158e-50,7.819314801035349e-48,1.8370073240493006e-46,4.053829674324727e-62,1.3327845210719377e-36,9.965278899427096e-70,1.673502366685752e-58
1.535243352841141e-17,0.3112855339702397,3.76,0.0,0.9246941834989977,0.9999999999999746,1.476969771943289e-32,6.265468782772931e-42,3.499049592692439e-26,1.8651241307902678e-11,9.378087728093775e-14,1.7466958940523045e-21,6.832849635326864e-14,1.884341706263631e-22,2.5452379420142013e-14,6.636710338541494e-23,8.557759838571696e-26,4.18746625890481e-24,6.8391833163253616e-37,2.202187537814788e-25,3.9625598532430254e-46,1.9205365098128025e-23,1.4500113048339205e-23,1.0153356737489923e-35,2.7316897378921827e-35,2.4875759506199786e-19,3.5024978943513047e-47,2.4817434219761422e-26,4.4694759514373573e-63,5.571905781810332e-67,4.206541288962941e-34,2.6274082207075824e-55,8.830551969806464e-45,4.0346577093929745e-24,9.262799130661566e-51,5.525675549234011e-49,1.251135823830194e-46,2.939318454980793e-45,1.2972596035201068e-60,1.0662529232076869e-35,6.378031328047261e-68,5.355410627279779e-57
3.0705075290353664e-17,0.3112855339707541,3.76,0.0,0.9246941834895781,0.9999999999999492,1.1815898410232223e-31,5.012439965826925e-41,1.399634069169425e-25,3.730273558909485e-11,1.8756302981180503e-13,6.986854649581694e-21,1.3665791971672014e-13,7.537443611897082e-22,5.090510406491523e-14,2.6547111444212756e-22,3.423138782382796e-25,1.6750035371350754e-23,5.4714117912596794e-36,8.808839758846079e-25,6.340176613150311e-45,7.682224189979587e-23,5.800104228560245e-23,8.122781778921575e-35,2.185377731101944e-34,4.975360916804882e-19,5.604068106426832e-46,9.927074249493726e-26,1.4302518628399787e-61,1.7830602071620492e-65,3.365272748069732e-33,8.407864395127058e-54,1.4129140184123473e-43,1.6138794933260194e-23,1.4820704234535487e-49,8.841241031641667e-48,2.0018536871164735e-45,4.702994799467957e-44,4.151285378420728e-59,8.530124587917739e-35,4.0820210676184883e-66,1.7137640662616877e-55
6.141035881423818e-17,0.3112855339717829,3.76,0.0,0.9246941834707391,0.9999999999998982,9.452774827455682e-31,4.009984491608697e-40,5.598564706550593e-25,7.460572414010227e-11,3.751273446179709e-13,2.794756074163165e-20,2.7331676714283173e-13,3.0149928693391353e-21,1.0181055335433812e-13,1.0618898619047847e-21,1.3692624973400995e-24,6.700048183043906e-23,4.3771557331110704e-35,3.523553824728253e-24,1.0144347808751958e-43,3.0729053080091344e-22,2.3200534977845534e-22,6.4982639649605345e-34,1.7483125659377392e-33,9.95145667833575e-19,8.966566662501637e-45,3.9708495590237643e-25,4.5768409298875444e-60,5.706002494904876e-64,2.692233819011745e-32,2.6905418959913036e-52,2.2606830820311198e-42,6.455550746487608e-23,2.371339648953323e-48,1.4146112694447451e-46,3.20299500675333e-44,7.524859514801576e-43,1.3284201119880264e-57,6.824140112313494e-34,2.612519549195588e-64,5.48409840507372e-54
1.2282092586200722e-16,0.31128553397384057,3.76,0.0,0.924694183433061,0.9999999999997964,7.562242309781123e-30,3.2080110696091e-39,2.239431541056501e-24,1.4921170119660942e-10,7.502560132080274e-13,1.1179052722118721e-19,5.466344647918896e-13,1.2060002863733739e-20,2.0362145193268983e-13,4.2475702744061365e-21,5.477064077886644e-24,2.68002605389796e-22,3.501735498005172e-34,1.4094251138113825e-23,1.623101043266123e-42,1.2291652510557214e-21,9.28023763961586e-22,5.1986265663396224e-33,1.3986542126611475e-32,1.9905751518025797e-18,1.4346554450444485e-43,1.5883435929186709e-24,1.4645970446826556e-58,1.8260370984476988e-62,2.153792877356574e-31,8.609774499023253e-51,3.6171097406438434e-41,2.5822268163661563e-22,3.794193563591985e-47,2.2633878491378044e-45,5.124815334829724e-43,1.2039828269298826e-41,4.250958726412825e-56,5.459328203986946e-33,1.6720210317690514e-62,1.7549207542243373e-52
2.456420599575453e-16,0.31128553397795583,3.76,0.0,0.9246941833577047,0.9999999999995928,6.04980283982047e-29,2.5664349961599714e-38,8.957737260703319e-24,2.9842365512759306e-10,1.5005135062990353e-12,4.471626771340492e-19,1.0932698712773477e-12,4.824007852494423e-20,4.0724324908741687e-13,1.6990302899145922e-20,2.1908285446400247e-23,1.0720117567083896e-21,2.801393389322156e-33,5.637707620486795e-23,2.5969665463387014e-41,4.916667271467191e-21,3.712099814110493e-21,4.158907374975116e-32,1.11892504605548e-31,3.982275446379162e-18,2.2954530589901947e-42,6.3533802899425854e-24,4.6867383117781644e-57,5.84403425031024e-61,1.7230359489944775e-30,2.7551342885437557e-49,5.787389951788056e-40,1.0328920005979843e-21,6.070841155872164e-46,3.62142730736094e-44,8.199723316632096e-42,1.926376375329106e-40,1.3603092849855666e-54,4.367468908519416e-32,1.0700964161295516e-60,5.615765855596141e-51
4.912843281486213e-16,0.3112855339861863,3.76,0.0,0.9246941832069923,0.9999999999991855,4.83984588922395e-28,2.0531852530153015e-37,3.5830969472517656e-23,5.968475622614375e-10,3.0010291161246025e-12,1.7886518429502013e-18,2.186540728997664e-12,1.9296048261735532e-19,8.144868433889656e-13,6.796125638303802e-20,8.763320771749859e-23,4.288049529226374e-21,2.241117709913833e-32,2.2550844791582705e-22,4.155152174274955e-40,1.9666681712630097e-20,1.484840900148243e-20,3.327128291374965e-31,8.951407263506183e-31,7.969041341984605e-18,3.672730047687953e-41,2.541352003345907e-23,1.4997703369553854e-55,1.8705443005458045e-59,1.3784283272355723e-29,8.816439911875274e-48,9.259838357748276e-39,4.131570314463172e-21,9.71374334544559e-45,5.79428555253987e-43,1.311957272059323e-40,3.0822040297842706e-39,4.352994939311234e-53,3.493977504412995e-31,6.848629456814935e-59,1.7970511404817558e-49
9.825688645307736e-16,0.3112855340026473,3.76,0.0,0.9246941829055674,0.9999999999983711,3.871878191232978e-27,1.642605984674666e-36,1.4332390464339167e-22,1.1936953736166352e-09,6.002062830349693e-12,7.154609623947615e-18,4.373082623436128e-12,7.7184254252455355e-19,1.6289740319604421e-12,2.718451245721964e-19,3.5053302403105863e-22,1.715220177843596e-20,1.792896970654525e-31,9.02034076187701e-22,6.648253793956565e-39,7.866675284217681e-20,5.939365732407054e-20,2.6617034978686787e-30,7.161128874991893e-30,1.5956034358188583e-17,5.8763777432075634e-40,1.0165397417868261e-22,4.799349260638214e-54,5.989910315849359e-58,1.1027407437228515e-28,2.8212623165128717e-46,1.481576232029179e-37,1.6526283993730925e-20,1.5543263557632612e-43,9.270847042403855e-42,2.099132991169913e-39,4.931523898715709e-38,1.3929600587454835e-51,2.7951826977112338e-30,4.3831305665044747e-57,5.750592268323886e-48
1.9651379372950778e-15,0.3112855340355692,3.76,0.0,0.9246941823027174,0.999999999996742,3.0975031975780334e-26,1.3141765083385247e-35,5.732955592314659e-22,2.387390984677066e-09,1.2004140237093769e-11,2.8618442866630076e-17,8.746167128306253e-12,3.0873735943674073e-18,3.257948408976915e-12,1.087380772105977e-18,1.4021329728237324e-21,6.860880369075648e-20,1.4343212629605102e-30,3.6081368604524945e-21,1.0637232738468923e-37,3.1466706925705265e-19,2.3757468655699645e-19,2.1293629973391732e-29,5.728904815526025e-29,3.198386528404051e-17,9.40222944614876e-39,4.06614855189047e-22,1.5358446944346394e-52,1.919043139792667e-56,8.821890353188598e-28,9.028041348687957e-45,2.3705266579893817e-36,6.610512634056354e-20,2.4873253228513224e-42,1.4833311156204862e-40,3.358614267529974e-38,7.890423369080325e-37,4.457480041637952e-50,2.2361460248678502e-29,2.805210836984476e-55,1.8402062113748154e-46
3.930276082823686e-15,0.3112855341014132,3.76,0.0,0.9246941810970176,0.9999999999934841,2.4780029001394328e-25,1.0514876671282333e-34,2.293181215452387e-21,4.774782160198065e-09,2.4008334963741887e-11,1.1447377914056291e-16,1.749233900203426e-11,1.2349518827272548e-17,6.515897162503964e-12,4.349524241957923e-18,5.6085375677035405e-21,2.7443512194871087e-19,1.1474625895063797e-29,1.4432548446436128e-20,1.701965264750694e-36,1.2586684400452919e-18,9.502989777446802e-19,1.7034902425080718e-28,4.583125322406096e-28,6.42549066572937e-17,1.5043642785616248e-37,1.626450700860705e-21,4.9150402698401326e-51,6.155436965088707e-55,7.057453365545758e-27,2.8889731975153243e-43,3.792856035723058e-35,2.6442036524470895e-19,3.9810091200445824e-41,2.3733146591380878e-39,5.3737852817378776e-37,1.2624624436338917e-35,1.4263981960466815e-48,1.7889161090166802e-28,1.7953434133553914e-53,5.888764052393226e-45
7.860552373880903e-15,0.3112855342331011,3.76,0.0,0.9246941786856177,0.9999999999869682,1.9824025917278853e-24,8.414243531387803e-34,9.172715596560444e-21,9.54956432484063e-09,4.801688406955338e-11,4.578951233692398e-16,3.498469420556106e-11,4.9398265018709276e-17,1.3031794667534671e-11,1.7398104122144194e-17,2.2434193007562317e-20,1.0977396144203944e-18,9.179788705847223e-29,5.773019494078e-20,2.723169703006188e-35,5.034674464141264e-18,3.801197309971677e-18,1.3627917558927494e-27,3.666502099955235e-27,1.2965850707218786e-16,2.407006701782185e-36,6.505732270162202e-21,1.5730284858593903e-49,1.9790196980917784e-53,5.645867642051073e-26,9.244711976938803e-42,6.068611190499918e-34,1.0576802139550393e-18,6.37373719895472e-40,3.7972542448011524e-38,8.598062472235324e-36,2.019922534797945e-34,4.564502852951284e-47,1.43113155077256e-27,1.1490303692510753e-51,1.8844707516088245e-43
1.179082866493812e-14,0.311285534364789,3.76,0.0,0.9246941762742176,0.9999999999804523,5.668433946838458e-24,2.4063944958156058e-33,1.9492006725657588e-20,1.432434630308377e-08,7.20255928277554e-11,9.73027131549248e-16,5.247706086527856e-11,1.0497159014512677e-16,1.95476921705422e-11,3.6970981174347964e-17,4.767272215649796e-20,2.3326953609828154e-18,2.6248617412710222e-28,1.226766640130827e-19,1.0023121633005354e-34,1.0698684103127617e-17,8.077546210706194e-18,3.896732003056576e-27,1.0483954002961784e-26,1.9592362473747998e-16,8.859461242766841e-36,1.3824577261436684e-20,7.182322883345205e-49,9.045541942498639e-53,1.6143496425958421e-25,4.3379510529789047e-41,2.3136652362307312e-33,2.2475685895537574e-18,2.3466820491106292e-39,1.4476944506851251e-37,3.27801224073762e-35,7.700923731163079e-34,2.0840023243193516e-46,4.0921395222167596e-27,6.407895996125624e-51,8.835905851018409e-43
1.5721104955995336e-14,0.31128553449647695,3.76,0.0,0.9246941738628175,0.9999999999739364,1.1956371729927135e-23,5.0768223880311546e-33,3.32510482820781e-20,1.9099128094927484e-08,9.60344612382232e-11,1.6598697959511074e-15,6.996943898130669e-11,1.7906961741578315e-16,2.6063589671526743e-11,6.306815963014904e-17,8.132415247335139e-20,3.979301759771794e-18,5.536628479804347e-28,2.09271954918929e-19,2.542093143333737e-34,1.8250697689377926e-17,1.3779346498601767e-17,8.219335339229888e-27,2.211379179052129e-26,2.6305025923518353e-16,2.2469783953161932e-35,2.3582939219883244e-20,2.141032516083533e-48,2.7062369905168586e-52,3.4051010092038514e-25,1.355376632944284e-40,6.225105734782121e-33,3.834084648028988e-18,5.953466300944265e-39,3.895110325088321e-37,8.819739141643923e-35,2.0719840794546277e-33,6.211883867228768e-46,8.631503054589344e-27,2.4161750077115997e-50,2.7837535042751497e-42
2.358165753810977e-14,0.31128553475985277,3.76,0.0,0.9246941690400167,0.9999999999609045,3.26565739859172e-23,1.387270086883239e-32,6.884199544012501e-20,2.8648691241146893e-08,1.4405257275286466e-10,3.436549497197045e-15,1.0495422210099514e-10,3.7074239592624926e-16,3.909538466874864e-11,1.305746655835e-16,1.6837166224458864e-19,8.238631567731719e-18,1.5122446456078234e-27,4.332709938365453e-19,8.889912191722694e-34,3.778575557056993e-17,2.852839674601416e-17,2.244955189376051e-26,6.040015644207164e-26,3.9932545419313414e-16,7.858027864646819e-35,4.882491599878835e-20,9.374238396218953e-48,1.1994709981146066e-51,9.300250724590406e-25,6.731293741913802e-40,2.51786514064167e-32,7.937975041494677e-18,2.0830918675731898e-38,1.5754337536288416e-36,3.567301468149462e-34,8.38046221149104e-33,2.7191444787699802e-45,2.3575291915793234e-26,1.7552068381540997e-49,1.421792808036744e-41
3.14422101202242e-14,0.3112855350232286,3.76,0.0,0.9246941642172152,0.9999999999478726,6.83285002244857e-23,2.9038336517748134e-32,1.170820792164709e-19,3.8198253701909165e-08,1.9207127136479146e-10,5.844670457291896e-15,1.3993904735062106e-10,6.305381346989189e-16,5.212717965853297e-11,2.2207338982388607e-16,2.8635663821934323e-19,1.4011742641688058e-17,3.1641588279616036e-27,7.368804656746221e-19,2.221366375275801e-33,6.426368010763821e-17,4.8519346939763827e-17,4.697196833183515e-26,1.263782051383125e-25,5.387687503364265e-16,1.9635493059014426e-34,8.303748084600478e-20,2.7316904875822837e-47,3.524676269284732e-51,1.945898259946945e-24,2.1157332287405575e-39,6.820234578952143e-32,1.3500399886193779e-17,5.207410023875416e-38,4.2673892705122825e-36,9.662848963024336e-34,2.2700275472738195e-32,7.922441826417612e-45,4.932735945271817e-26,6.4539983268303336e-49,4.4955074028327563e-41
