Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219)
1.5270311487938803e-09,0.31133680864451496,3.76,0.0,0.9237442973540892,0.9999972602014211,6.526973893819821e-09,2.263924602110936e-16,2.0729952119187811e-10,0.001841122047366424,2.0281455979651614e-05,1.2884960260495474e-05,8.7062417711842e-06,2.518664557354093e-06,2.533570742996784e-06,5.724445058566171e-07,8.042033278683044e-10,2.5918262095361863e-08,1.4053862596540504e-12,1.6286026828464903e-09,3.065087180982494e-14,1.4816799797861504e-07,1.1396881449186227e-07,4.3352102158679565e-12,1.4245114051378564e-11,6.38324923593487e-08,3.0321380413472198e-15,6.917443016751963e-11,6.723665145670182e-22,3.9145319220073126e-23,2.980852848424488e-11,3.8845966760818613e-16,5.82322558280684e-13,2.313194444971757e-08,6.452618184285471e-17,9.192184038784255e-18,4.788855461539067e-15,5.574764152813279e-14,3.480955472489014e-21,3.8731163806412606e-12,1.385614656974376e-20,4.991759916863688e-17
1.5712628513887828e-09,0.31133829887450754,3.76,0.0,0.9237163948439471,0.9999971744644384,7.118070766605434e-09,2.5386700197752423e-16,2.1813724058547507e-10,0.0018940349535375362,2.1165297398812464e-05,1.3639910638398846e-05,9.04375297016164e-06,2.69862878899112e-06,2.6070834402585467e-06,6.096471743692881e-07,8.543223562932436e-10,2.730411200596678e-08,1.578343802588228e-12,1.7242080538706678e-09,3.5320438460243336e-14,1.5712157619485108e-07,1.208221171682456e-07,4.724815489853281e-12,1.560158501554801e-11,6.76230139458862e-08,3.496668032531232e-15,7.247024213879625e-11,8.251545556226112e-22,4.897224516327772e-23,3.151046528521032e-11,4.489453091397216e-16,6.606015029901151e-13,2.4321469883942835e-08,7.628463199565171e-17,1.0236487226968358e-17,5.373674074906507e-15,6.194816506222169e-14,4.119830360455113e-21,4.199855725955227e-12,1.686794173357721e-20,5.915537242372297e-17
1.6154945539836853e-09,0.31133978948035135,3.76,0.0,0.9236884703383702,0.9999970883531151,7.744367355794776e-09,2.838019350572595e-16,2.291825078402824e-10,0.00194692447555109,2.2064274542967632e-05,1.4416219328404956e-05,9.387514714003719e-06,2.886335148560251e-06,2.6806072997568503e-06,6.48276327413683e-07,9.0601643148456e-10,2.8718859188135658e-08,1.767577066545808e-12,1.8225371557890822e-09,4.055720237474189e-14,1.6635584236466038e-07,1.2788243185946377e-07,5.137382812947419e-12,1.7046546931247658e-11,7.152900265774528e-08,4.017864541602554e-15,7.582796064789805e-11,1.0075531257408482e-21,6.0915877852044e-23,3.325239360198898e-11,5.16790618413242e-16,7.468800628025813e-13,2.5532345884156284e-08,8.980147922458204e-17,1.1367105850493669e-17,6.010412352510115e-15,6.863539305091934e-14,4.854980985335021e-21,4.543401846707154e-12,2.0430309767980162e-20,6.978571763523417e-17
1.7039579591734902e-09,0.31134277184796444,3.76,0.0,0.9236325552776373,0.9999969150007404,9.106919783613958e-09,3.5165157610242436e-16,2.518784103948541e-10,0.002052633391960409,2.390718679706791e-05,1.6032867979833988e-05,1.0094203326143393e-05,3.285497241344741e-06,2.8276898929637674e-06,7.299197582285594e-07,1.0141270263231339e-09,3.163312567917625e-08,2.199326410351187e-12,2.0273666644581613e-09,5.2946825292950794e-14,1.856737151997803e-07,1.4262584735116085e-07,6.034230844342634e-12,2.021558029660488e-11,7.96904981561245e-08,5.2517041662564e-15,8.272723985526047e-11,1.4811368732103403e-21,9.275528687048178e-23,3.685474076373674e-11,6.772434570476511e-16,9.457642038096128e-13,2.8016112995042654e-08,1.2296772487566842e-16,1.3906320702890663e-17,7.451538933538729e-15,8.356323533903331e-14,6.661450011564899e-21,5.2821691561506495e-12,2.95485211015172e-20,9.589943840773021e-17
1.7829729830449483e-09,0.31134543702316186,3.76,0.0,0.9235825377065763,0.9999967588804385,1.0453840566230867e-08,4.220977071593644e-16,2.728100829340443e-10,0.002146972987733869,2.5603353174638943e-05,1.7548974922435745e-05,1.074756558926031e-05,3.669497872832056e-06,2.9591044450424695e-06,8.079325621009034e-07,1.1160077644013365e-09,3.432916808676609e-08,2.6514244555554263e-12,2.2195313492023287e-09,6.649071852247087e-14,2.0389587301482758e-07,1.5649893665744194e-07,6.919996302070087e-12,2.337964347469723e-11,8.73787034000005e-08,6.601307843110107e-15,8.909440889231001e-11,2.0590200537942033e-21,1.3280147983646556e-22,4.02040049950304e-11,8.524087886356766e-16,1.1564237396465583e-12,3.0301856828638955e-08,1.6081489572438743e-16,1.6514522389330585e-17,8.944371416850125e-15,9.877704113109325e-14,8.726361067349993e-21,6.0019282223236234e-12,4.0482608073083064e-20,1.257233472415476e-16
1.8619880069164065e-09,0.3113481035047247,3.76,0.0,0.9235324496910942,0.9999966015389572,1.1929921858507424e-08,5.028134967981402e-16,2.943403008111498e-10,0.002241238055165636,2.7346140946935667e-05,1.9133073536425167e-05,1.142241676775443e-05,4.080177512333116e-06,3.0905599407672895e-06,8.909119016435048e-07,1.222894444431748e-09,3.711028990647694e-08,3.1737591569186807e-12,2.4203891005283652e-09,8.275881235601003e-14,2.2304232922716137e-07,1.7103902338533176e-07,7.889993684959201e-12,2.687968764578529e-11,9.544785927918001e-08,8.223067182846485e-15,9.565212885490393e-11,2.8263041827675056e-21,1.874264876571117e-22,4.3675509585338085e-11,1.062364177602863e-15,1.4021585408983967e-12,3.2648258018946875e-08,2.080723184702694e-16,1.9474647049910684e-17,1.0650224092762482e-14,1.15911108657961e-13,1.1308562310571319e-20,6.779946141428582e-12,5.476211919511577e-20,1.6297064444352783e-16
1.9410030307878646e-09,0.3113507713316087,3.76,0.0,0.9234822911288435,0.9999964429656845,1.354158087943086e-08,5.947988588019077e-16,3.1644678373404663e-10,0.0023354286296079006,2.9134948533902027e-05,2.078510167343229e-05,1.2119306640012805e-05,4.518254954528212e-06,3.2220583837466082e-06,9.790200509332736e-07,1.3347728875586182e-09,3.9973962899086046e-08,3.774124620813866e-12,2.6299408495924675e-09,1.0216605790894765e-13,2.431243021994801e-07,1.8624828344923436e-07,8.94843426206454e-12,3.073683604130713e-11,1.0390301356041289e-07,1.0158362251283082e-14,1.0239789225417669e-10,3.834509629493107e-21,2.6105018227832846e-22,4.726742466113823e-11,1.3121349964286783e-15,1.687018760848283e-12,3.50527341345503e-08,2.66579374284323e-16,2.2818050440930848e-17,1.2588132448265412e-14,1.3511018162343607e-13,1.45099858995836e-20,7.617833698713639e-12,7.321760169764207e-20,2.0907268753484322e-16
2.0200180546593227e-09,0.31135344054223413,3.76,0.0,0.923432061913257,0.999996283149643,1.529531242361878e-08,6.991090206841552e-16,3.3910804328562735e-10,0.0024295447463929735,3.096918775688547e-05,2.2504997214801725e-05,1.2838771289043284e-05,4.984439772357657e-06,3.3536017863045023e-06,1.072423314173949e-06,1.4516257957510162e-09,4.291773010829754e-08,4.4608806315000445e-12,2.848187803573487e-09,1.2517270557385902e-13,2.641533061973558e-07,2.0212878651681407e-07,1.0099602760376303e-11,3.497285419999126e-11,1.1274941284689566e-07,1.245303868961734e-14,1.0932924748098968e-10,5.146637463711123e-21,3.5919302624792347e-22,5.097799756173433e-11,1.6072289272356104e-15,2.015333838422169e-12,3.751280978669209e-08,3.3844755606673253e-16,2.6577700503933637e-17,1.4777866307058734e-14,1.5652313460337833e-13,1.844777173853974e-20,8.517141643265029e-12,9.68429036975579e-20,2.656646855455095e-16
2.129624622860452e-09,0.311357145529278,3.76,0.0,0.92336226871125,0.9999960593801617,1.7975552970854835e-08,8.662983907336679e-16,3.7142279252060003e-10,0.002559975750724321,3.358772102168311e-05,2.5003020644244846e-05,1.3875136202985295e-05,5.678958260200392e-06,3.5361518964534037e-06,1.2110746748914636e-06,1.621917660851326e-09,4.712936949851476e-08,5.5733957806478766e-12,3.1653308603889035e-09,1.6400646596770632e-13,2.949140293373114e-07,2.2527263281256559e-07,1.1858156492100036e-11,4.1518225327694326e-11,1.2567876692656605e-07,1.6326680902451776e-14,1.1924696857260408e-10,7.615882001027405e-21,5.489998296975028e-22,5.63184819776331e-11,2.102954273858751e-15,2.551388937981393e-12,4.101296921279207e-08,4.648302394660988e-16,3.2547145608832354e-17,1.8270760979656097e-14,1.9017844700521823e-13,2.5383029595441568e-20,9.869100047916682e-12,1.4042173110881073e-19,3.6505330468388646e-16
2.2392311910615813e-09,0.31136085335153824,3.76,0.0,0.9232923390351383,0.9999958331661253,2.095964336197456e-08,1.0625014056379433e-15,4.0471230093291446e-10,0.0026902636446167845,3.629107555101537e-05,2.763135051480334e-05,1.4957297424097925e-05,6.430750035547685e-06,3.7187978266903037e-06,1.3607096496503802e-06,1.8016806152074863e-09,5.1484383593414964e-08,6.895306012973405e-12,3.4992130824415274e-09,2.122783216659721e-13,3.275522107828128e-07,2.49716811733069e-07,1.3815449769379175e-11,4.88978923890476e-11,1.3938651672407507e-07,2.114152997148089e-14,1.2951098528717565e-10,1.107617858079609e-20,8.228591710156398e-22,6.187974545053706e-11,2.7153229116745994e-15,3.1932455954585242e-12,4.4609541469321775e-08,6.291262385795855e-16,3.948227624894194e-17,2.234471346520125e-14,2.2880942570283527e-13,3.441347686404458e-20,1.1345916356652653e-11,2.001111866574977e-19,4.939935100616123e-16
2.3488377592627106e-09,0.31136456410692825,3.76,0.0,0.9232222725622379,0.9999956044749536,2.4265704345601568e-08,1.2910863017230615e-15,4.389261825513215e-10,0.0028204085222526044,3.907780294797033e-05,3.0389821304651265e-05,1.6086561809696903e-05,7.241625357880577e-06,3.901545023527461e-06,1.5218084602733102e-06,1.9908447339780025e-09,5.5976852668511534e-08,8.454854706269892e-12,3.84984029297887e-09,2.7172377264893574e-13,3.621012825188858e-07,2.754659272780197e-07,1.5983709905989933e-11,5.717646537946557e-11,1.538883443321217e-07,2.7069662376526714e-14,1.4011526734993854e-10,1.585682256388295e-20,1.211612605284496e-21,6.765766804679403e-11,3.464231549067148e-15,3.955285676020528e-12,4.829684868561057e-08,8.4024214546947e-16,4.748749044361933e-17,2.7059247747698386e-14,2.728512489572396e-13,4.60350307654771e-20,1.2951201351257371e-11,2.807191285823077e-19,6.592581569628479e-16
2.45844432746384e-09,0.3113682778916362,3.76,0.0,0.9231520689558945,0.999995373272875,2.7912178060696372e-08,1.5556437577990598e-15,4.740165178910686e-10,0.0029504104777907307,4.194649929192581e-05,3.3278267602764847e-05,1.7264190903967367e-05,8.113363820365487e-06,4.084398959483732e-06,1.6948645199070827e-06,2.18933309970655e-09,6.06010872549372e-08,1.0282807615256515e-11,4.217219307922702e-09,3.4430788438120665e-13,3.985956679598324e-07,3.025242637707619e-07,1.8375507418562602e-11,6.642123678930324e-11,1.692004943548081e-07,3.430553232061862e-14,1.5105396583198888e-10,2.237669437199361e-20,1.755367260952467e-21,7.364829611533742e-11,4.371843531188641e-15,4.853048671468119e-12,5.206953679125487e-08,1.1086656540420522e-15,5.667397723464687e-17,3.247639648676071e-14,3.2275308497849255e-13,6.083232363572548e-20,1.468837883491903e-11,3.881856366121327e-19,8.687649855925553e-16
2.5680508956649692e-09,0.3113719948002173,3.76,0.0,0.9230817278659156,0.9999951395249669,3.191783711574853e-08,1.8599912254519004e-15,5.099377369119905e-10,0.0030802696053804667,4.489580378814447e-05,3.629652410911648e-05,1.8491402351392e-05,9.04771526238495e-06,4.267365131533309e-06,1.8803839795854082e-06,2.397062797825954e-09,6.535161945884644e-08,1.2412582086235143e-11,4.6013579284487415e-09,4.3224499885751594e-13,4.3707075311174664e-07,3.308958040488365e-07,2.100377642255291e-11,7.670227184285335e-11,1.8533972975656166e-07,4.306781643724392e-14,1.6232141008533688e-10,3.116352948051291e-20,2.5056892498258944e-21,7.984782859195484e-11,5.4627377631362645e-15,5.9032648457610035e-12,5.592255764703314e-08,1.4466607690922416e-15,6.715997630623574e-17,3.866064250529448e-14,3.7897774554471357e-13,7.948990955707532e-20,1.6560694511221896e-11,5.29782232800284e-19,1.1317069803728618e-15
2.6776574638660986e-09,0.3113757149255818,3.76,0.0,0.9230112489290215,0.9999949031951996,3.6301793810604767e-08,2.208177044582094e-15,5.466464997304009e-10,0.00320998599917566,4.7924397365498217e-05,3.944442563477341e-05,1.9769371362823183e-05,1.0046400717407801e-05,4.45044905953026e-06,2.07888525873755e-06,2.613945890696044e-09,7.022319402602429e-08,1.4880385693235492e-11,5.002264932999551e-09,5.380206220457462e-13,4.775628561014706e-07,3.605842478867971e-07,2.3881836164768862e-11,8.80925033625356e-11,2.0232328692590594e-07,5.3601445254235574e-14,1.7391210225078152e-10,4.287753339746149e-20,3.528334713398664e-21,8.625260063042132e-11,6.76406648702428e-15,7.123889398782864e-12,5.985115096222739e-08,1.8684921201584736e-15,7.907105718296354e-17,4.567885987109915e-14,4.4200135015515246e-13,1.0280478472405866e-19,1.8571225033474952e-11,7.143477050142601e-19,1.4586992563401005e-15
2.787264032067228e-09,0.31137943835913096,3.76,0.0,0.922940631769243,0.9999946642464713,4.10835085198636e-08,2.604484005790024e-15,5.841015934466107e-10,0.0033395597533475534,5.103100144072818e-05,4.272180710207088e-05,2.1099232006486738e-05,1.1111113247468633e-05,4.6336562848514295e-06,2.290898630940764e-06,2.8398901937059867e-09,7.521076052399234e-08,1.772535009843022e-11,5.419950070787216e-09,6.644128394753464e-13,5.201091995936075e-07,3.9159302778928436e-07,2.7023411269242626e-11,1.0066782276461654e-10,2.2016883644973265e-07,6.61795892827951e-14,1.8582071360879022e-10,5.833760994311786e-20,4.906319037775174e-21,9.285907685257701e-11,8.305713593375706e-15,8.534133434166414e-12,6.385082881503143e-08,2.3906493104196007e-15,9.254039911214163e-17,5.36002582440881e-14,5.123130021008627e-13,1.316993797946739e-19,2.0722885832291234e-11,9.52539106881561e-19,1.861926635697894e-15
2.896870600268357e-09,0.3113831651906953,3.76,0.0,0.9228698759983556,0.9999944226406513,4.628279849277184e-08,3.053432789978814e-15,6.222638210727227e-10,0.003468990962098704,5.4214376566840427e-05,4.612850354464496e-05,2.2482078618475133e-05,1.224351885655623e-05,4.8169923689376655e-06,2.516965772677356e-06,3.0748000952172365e-09,8.030946485980883e-08,2.0989678086916722e-11,5.8544240540734734e-09,8.145167548967836e-13,5.647478803125779e-07,4.239253259188115e-07,3.044265380172922e-11,1.1450717746820344e-10,2.388944411470695e-07,8.110590207526441e-14,1.9804207749992064e-10,7.855338830269479e-20,6.743713942824278e-21,9.966383924524991e-11,1.0120464030087488e-14,1.0154497272984902e-11,6.791735906758602e-08,3.0321111092235957e-15,1.0770909561073473e-16,6.249632636654822e-14,5.904144750492279e-13,1.6723619112703094e-19,2.3018439542015252e-11,1.2571299433833019e-18,2.3553129851107153e-15
3.0064771684694865e-09,0.3113868955087176,3.76,0.0,0.9227989812162417,0.9999941783386127,5.191984555192574e-08,3.559784739516296e-15,6.610959110858297e-10,0.0035982797196750195,5.747332130842701e-05,4.966435010759202e-05,2.3918966975559056e-05,1.3445257249492476e-05,5.0004628921089245e-06,2.757639386878248e-06,3.318577153147064e-09,8.551464227699515e-08,2.4718781472770013e-11,6.305698552607352e-09,9.917675319359223e-13,6.115178428411765e-07,4.575840877343583e-07,3.4154163328491276e-11,1.2969266152407915e-10,2.585185214397739e-07,9.871663973046892e-14,2.1057118453034076e-10,1.0476028966277853e-19,9.169851052428922e-21,1.0666358431968186e-10,1.2244172763600109e-14,1.2006799249044281e-11,7.204675203271205e-08,3.814599316377105e-15,1.2472645738442523e-16,7.24407794116691e-14,6.768199125768004e-13,2.1063272207584323e-19,2.5460502863635465e-11,1.643321211162267e-18,2.954686647114177e-15
3.1160837366706158e-09,0.3113906294001288,3.76,0.0,0.9227279470113156,0.9999939313002716,5.801520454418322e-08,4.128544640896032e-15,7.005624125439521e-10,0.003727426120379565,6.080667091955281e-05,5.3329182047421026e-05,2.541091567227385e-05,1.4717942725253282e-05,5.184073452192514e-06,3.0134827629943997e-06,3.5711207914203324e-09,9.082180918727605e-08,2.896143786745307e-11,6.773786185927964e-09,1.1999678506244248e-12,6.604588487515409e-07,4.925720377604073e-07,3.817300975762037e-11,1.4630961575879325e-10,2.79059815695446e-07,1.193831511566088e-13,2.234031767489397e-10,1.384623679559047e-19,1.2344510856121227e-20,1.1385511339768827e-10,1.4715947314056258e-14,1.4114208660136161e-11,7.623524505093953e-08,4.762890539056787e-15,1.437503453312707e-16,8.350950495956497e-14,7.720555370147428e-13,2.6327852613023756e-19,2.8051554521968846e-11,2.1291147303295756e-18,3.677975950845511e-15
3.225690304871745e-09,0.31139436695060124,3.76,0.0,0.9226567729608438,0.9999936814846186,6.458981025856103e-08,4.7649626469839074e-15,7.406296185646521e-10,0.003856430258583576,6.421329635090262e-05,5.71228347322222e-05,2.6958907154191373e-05,1.6063164846093426e-05,5.367829663521862e-06,3.2850694449603632e-06,3.832328723966053e-09,9.622665709644222e-08,3.376993111797138e-11,7.258700518986388e-09,1.4433123393033343e-12,7.11611452342441e-07,5.288916909247761e-07,4.2514752972358804e-11,1.644467164617739e-10,3.005373506695127e-07,1.4351410932950104e-13,2.365333443897613e-10,1.8147855953518668e-19,1.6463587272910713e-20,1.2123533216432486e-10,1.7578327858536067e-14,1.650127193069976e-11,8.047929144350945e-08,5.905098462434118e-15,1.6494749710498935e-16,9.578051381707318e-14,8.766593726295985e-13,3.267522225627541e-19,3.079394107300703e-11,2.73569372417812e-18,4.545392698894324e-15
3.3352968730728744e-09,0.3113981082443321,3.76,0.0,0.9225854586313675,0.9999934288497562,7.166498560894335e-08,5.474536458223533e-15,7.812654654622947e-10,0.003985292228740345,6.769210293387448e-05,6.10451436415243e-05,2.8563889085927145e-05,1.748248932662912e-05,5.551737155620173e-06,3.572982794963131e-06,4.102097558969672e-09,1.0172504459894398e-07,3.9200219257960625e-11,7.760456054182687e-09,1.726418629993085e-12,7.650169689391566e-07,5.665453675276996e-07,4.7195466729712657e-11,1.841960787058356e-10,3.229704034492237e-07,1.7155829152947856e-13,2.499571205321104e-10,2.359991447311049e-19,2.176605519916529e-20,1.28801242240621e-10,2.087748368926371e-14,1.9193945803971007e-11,8.477554589639048e-08,7.27304300692469e-15,1.8849388979524846e-16,1.0933388852565373e-13,9.911809721653728e-13,4.028412256349301e-19,3.3689884556035053e-11,3.487885157041146e-18,5.5796580651374274e-15
3.4449034412740037e-09,0.31140185336438636,3.76,0.0,0.9225140035790008,0.9999931733529279,7.926244803686665e-08,6.263012556686375e-15,8.224394646458414e-10,0.004114012125395678,7.124202946173543e-05,6.509594436644375e-05,3.0226775305531454e-05,1.897745865255703e-05,5.735801572307024e-06,3.877815686726694e-06,4.380323120051215e-09,1.0731299184918375e-07,4.531207984046769e-11,8.279068227595067e-09,2.054353725303985e-12,8.207174515349202e-07,6.055352031785038e-07,5.2231758400547513e-11,2.0565334425239485e-10,3.463784750554469e-07,2.0400696565722182e-13,2.636700774194757e-10,3.0464516902749214e-19,2.8541376865266095e-20,1.3654994097826595e-10,2.466340595037935e-14,2.2219622092215646e-11,8.912085480905643e-08,8.902568126931794e-15,2.1457509333391157e-16,1.2425173709014316e-13,1.116181161135033e-12,4.935610694685024e-19,3.674148766275799e-11,4.414619075942433e-18,6.806207434876078e-15
3.554510009475133e-09,0.311405602392451,3.76,0.0,0.9224424073497705,0.9999929149505483,8.740431630534433e-08,7.136387176524234e-15,8.641226255171157e-10,0.004242590043199674,7.48620471292961e-05,6.927507260963867e-05,3.194844692411792e-05,2.0549592795687604e-05,5.920028570686335e-06,4.200170154090434e-06,4.6669008145338665e-09,1.1298667424891774e-07,5.216927442716903e-11,8.814553403485115e-09,2.43266571006111e-12,8.787556636999203e-07,6.458631599971049e-07,5.7640791286640415e-11,2.2891777741498242e-10,3.7078126108132375e-07,2.413967105878993e-13,2.77667921742644e-10,3.9054421964823254e-19,3.713906222148705e-20,1.44478617456621e-10,2.899011527196149e-14,2.5607155679923136e-11,9.351224541028445e-08,1.0833938677765568e-14,2.433866557958615e-16,1.4061814696221424e-13,1.2522317872149087e-12,6.011775523219479e-19,3.9950739588403434e-11,5.549493839545906e-18,8.253435782655138e-15
3.6641165776762623e-09,0.3114093554090648,3.76,0.0,0.9223706694799546,0.999992653598236,9.611311727872619e-08,8.100907404571136e-15,9.062873790289308e-10,0.004371026076918312,7.855115848943565e-05,7.35823641853018e-05,3.372975340851749e-05,2.2200389917507093e-05,6.104423820143366e-06,4.540657044694044e-06,4.961726004914016e-09,1.1874241621312903e-07,5.983970911000706e-11,9.36692886901039e-09,2.867414319005983e-12,9.391750530516602e-07,6.875310377460982e-07,6.344030646077364e-11,2.5409235928608566e-10,3.961986225086312e-07,2.843121441597871e-13,2.919464903767223e-10,4.974039777686701e-19,4.797795205057611e-20,1.5258454895938674e-10,3.3915869977674114e-14,2.938689215226397e-11,9.794691493746657e-08,1.311221977362877e-14,2.751344896884013e-16,1.5851913911223244e-13,1.3999154749840343e-12,7.282287882781515e-19,4.331952183277842e-11,6.9313223727091386e-18,9.952934322332436e-15
3.819002684207916e-09,0.311414665787421,3.76,0.0,0.92226905358305,0.9999922791613999,1.094308109655747e-07,9.631938610815873e-15,9.666413115391543e-10,0.004552278556661473,8.388021184813798e-05,7.988723928107442e-05,3.6350194552515546e-05,2.467012834485622e-05,6.3652924274155785e-06,5.0539210392549796e-06,5.392205912459532e-09,1.2700899728517033e-07,7.220644055700023e-11,1.0176329351351909e-08,3.590917410722596e-12,1.0286998525453097e-06,7.487000460317297e-07,7.233713170784872e-11,2.931315371581454e-10,4.338848046890101e-07,3.556216612351487e-13,3.125945011776235e-10,6.92807612451362e-19,6.810573428154866e-20,1.6433623644157119e-10,4.202046516598838e-14,3.545889646245247e-11,1.0428228368437478e-07,1.702192038213061e-14,3.254265629011458e-16,1.8660255860437228e-13,1.6295957226898186e-12,9.464670664515629e-19,4.835541098399921e-11,9.393098102212651e-18,1.2853401720500974e-14
3.97388879073957e-09,0.3114199845087203,3.76,0.0,0.9221671525347964,0.999991898613733,1.2399265397831856e-07,1.1377187602739563e-14,1.0278351166078572e-09,0.004733248168807694,8.93426809352484e-05,8.644725082755325e-05,3.909356030400055e-05,2.730399199087609e-05,6.62652442204133e-06,5.606406517869654e-06,5.838654134467881e-09,1.354229056275096e-07,8.656127287458785e-11,1.1019548678103621e-08,4.46104958037598e-12,1.123194338183745e-06,8.125521520877448e-07,8.210432676000589e-11,3.36513670354327e-10,4.736937253866826e-07,4.412240561289315e-13,3.3378406439391874e-10,9.540455745084493e-19,9.54686232066583e-20,1.7642945733849698e-10,5.164039033640741e-14,4.247315759298219e-11,1.1069187249875148e-07,2.1887521613083624e-14,3.826664929053265e-16,2.1818053970014333e-13,1.8854007811501667e-12,1.2183493836841688e-18,5.371809322298248e-11,1.2587467006728968e-17,1.6440169343799724e-14
4.128774897271223e-09,0.3114253117886154,3.76,0.0,0.9220649649345802,0.9999915118225482,1.3986652765987268e-07,1.3356848660629322e-14,1.089803905805151e-09,0.004913935182217358,9.493604818413533e-05,9.326193666130092e-05,4.196194853731642e-05,3.0106001276130337e-05,6.888135906040474e-06,6.1999195162173366e-06,6.300781291328823e-09,1.4397515579687824e-07,1.0314224461674541e-10,1.1896644940772422e-08,5.50096940997566e-12,1.2227874775851447e-06,8.79091006459493e-07,9.279839449436978e-11,3.845695616214202e-10,5.156825049503256e-07,5.433328256302013e-13,3.5550466792015964e-10,1.2999710805276274e-18,1.322741026884024e-19,1.8885735794822343e-10,6.298873720982041e-14,5.053116478038742e-11,1.1716928604901081e-07,2.7896170316540843e-14,4.475513397702032e-16,2.53514558665709e-13,2.169079392231385e-12,1.5544371714777384e-18,5.941190024908816e-11,1.6694119494384284e-17,2.0841732368260872e-14
4.283661003802877e-09,0.3114306478386646,3.76,0.0,0.9219624893486771,0.9999911186525068,1.5712205268505264e-07,1.5592113730724123e-14,1.152487244016284e-09,0.005094339866419163,0.00010065790322364465,0.00010033083506239278,4.495734938874762e-05,3.3080101668217595e-05,7.150143014252684e-06,6.836295322898052e-06,6.778302191029634e-09,1.5265725325974592e-07,1.2220723363333824e-10,1.2807679824865924e-08,6.7365646563646556e-12,1.3276104816629348e-06,9.483197844614171e-07,1.0447857433344073e-10,4.376466110638668e-10,5.599084621764486e-07,6.644132252548048e-13,3.7774624581550045e-10,1.7539792106879455e-18,1.8129532864461628e-19,2.0161338593633025e-10,7.629998979048992e-14,5.974084518387804e-11,1.2370864051859082e-07,3.5263380112491606e-14,5.208279433122817e-16,2.928730216100165e-13,2.4824191006839303e-12,1.966903061823482e-18,6.544082655959736e-11,2.19283017173676e-17,2.6204973670209964e-14
4.43854711033453e-09,0.31143599286639034,3.76,0.0,0.9218597243117906,0.9999907189657606,1.7583061786189117e-07,1.810516701097896e-14,1.2158288430811755e-09,0.005274462491666755,0.0001065059381219082,0.00010765348475388246,4.808165015763324e-05,3.6230166880410434e-05,7.412561910195252e-06,7.517396915094993e-06,7.270936673473449e-09,1.6146116752220957e-07,1.440349716103816e-10,1.3752718588027314e-08,8.196677241756817e-12,1.437796669402182e-06,1.020241228714507e-06,1.1720697154871126e-10,4.961093206401822e-10,6.064289993268453e-07,8.072016208863213e-13,4.0049915859585537e-10,2.3449141483566557e-18,2.4599109184137723e-19,2.1469127647565873e-10,9.183146941627822e-14,7.021670065166864e-11,1.3030452269492083e-07,4.4236205291027074e-14,6.032956639940678e-16,3.3653105871392925e-13,2.827245153895779e-12,2.4697113076061616e-18,7.180855270859641e-11,2.854632409649798e-17,3.269708851852713e-14
4.593433216866184e-09,0.3114413470755211,3.76,0.0,0.9217566683285331,0.9999903126220846,1.9606540722147076e-07,2.0919177716386342e-14,1.279776274586551e-09,0.005454303328993827,0.00011247794281842948,0.00011522942490119553,5.133664000716654e-05,3.956000194190224e-05,7.675408782144328e-06,8.24511345884082e-06,7.778410307493664e-09,1.7037930659536982e-07,1.689260781011209e-10,1.4731830039432235e-08,9.913339418169567e-12,1.553481335471109e-06,1.094857688684618e-06,1.3104868790493944e-10,5.6033979047201e-10,6.553014951090066e-07,9.747256470733937e-13,4.237541744732425e-10,3.1081209335531757e-18,3.306460752569069e-19,2.2808503919528328e-10,1.0986484238423164e-13,8.207994154137186e-11,1.3695195202631552e-07,5.509664979076142e-14,6.958092518597747e-16,3.847703280775094e-13,3.205419455841949e-12,3.0788116226842503e-18,7.851846711384921e-11,3.685169551008332e-17,4.0507644636954735e-14
4.748319323397837e-09,0.3114467106661191,3.76,0.0,0.9216533198748327,0.9999898994790044,2.1790142519306376e-07,2.405829099737983e-14,1.3442807047984878e-09,0.005633862650267314,0.00011857180078478595,0.00012305819511148385,5.472401442301576e-05,4.3073346112184376e-05,7.938699839478162e-06,9.021358886968834e-06,8.300454920583671e-09,1.7940449303707447e-07,1.9720411168548272e-10,1.574508652086534e-08,1.1922021131399144e-11,1.6748016216181194e-06,1.1721711567828706e-06,1.4607195326713307e-10,6.307382046785298e-10,7.065832067164123e-07,1.1703251577911384e-12,4.475024515116242e-10,4.086662566937075e-18,4.405344846591314e-19,2.417889467195717e-10,1.3070769416128621e-13,9.545861677962221e-11,1.436463460770167e-07,6.816532104511611e-14,7.992818507285382e-16,4.3787882973166634e-13,3.6188395763909592e-12,3.812347496083126e-18,8.557368618522318e-11,4.720194533164684e-17,4.9850784620111114e-14
