Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212)
3.9312895484086013e-07,0.6478101696322698,3.76,0.0,0.41044888963469567,0.9932844724375228,0.006827098167936377,4.193473479952068e-08,1.9589966523624182e-06,0.04973575485913143,0.004249299079221414,0.017859144745715774,0.013040719198381031,0.054925838332044424,0.00036351938412692485,0.03686471028318744,3.088070118399645e-07,2.0200671516735046e-06,0.0002612905091114874,1.2282672124785294e-05,0.0005191803877901274,0.0026254736377706593,0.0008223933607087122,0.00010389133233876691,0.00030723035636862566,0.000716988233355747,1.4640358738071374e-05,1.3243021688225056e-08,8.853503634623603e-07,5.366802438064127e-07,6.010333614984834e-08,6.008539627939078e-07,6.926998776100913e-05,3.1092570279175778e-06,2.750872889110986e-05,1.3149836158630217e-09,1.2338037761819598e-08,2.6351430530875766e-08,4.1825064200831097e-10,0.0006107966717304001,1.134684041334025e-06,1.3036291579733188e-05,3.0885780854681683e-09,4.35069843127882e-06,5.550985770343974e-11,3.7158732952273713e-13,4.198730002067021e-05,5.020385732706354e-05,3.363200663274999e-11,3.764558086052619e-11,2.1279498743850864e-06
3.97926299161647e-07,0.6480424317560913,3.76,0.0,0.40838638751322504,0.9930600424203513,0.0070781870737257665,4.4762975176746564e-08,2.0523513391839068e-06,0.050232545405259316,0.0042919110293961485,0.01821868218059393,0.01325412489730026,0.05641834541890669,0.0003727832317512212,0.037998969185905306,3.1180091269703437e-07,2.0394073501889994e-06,0.0002738197651496356,1.2820268616477334e-05,0.0005533777957577095,0.0026804452259650982,0.0008512500233792018,0.0001096328587047202,0.000325048091951132,0.0007310724491292098,1.5380947740555596e-05,1.3391280038148435e-08,9.5939472765105e-07,5.899481636807846e-07,6.277138311014407e-08,6.365770873957077e-07,7.363882678844546e-05,3.1757459797902394e-06,2.93896185131105e-05,1.3931498322598917e-09,1.3140534926588593e-08,2.7586354357206794e-08,4.462940591096468e-10,0.0006376910961374215,1.2386011482190931e-06,1.3934173487427523e-05,3.2008931457560538e-09,4.720834519600166e-06,6.060531363277253e-11,4.0835766209780373e-13,4.31505921139044e-05,5.1628269727322306e-05,3.460043987699299e-11,3.8700073018682207e-11,2.1874052714609394e-06
4.027236434824339e-07,0.6482765180297848,3.76,0.0,0.4063083151063808,0.9928314947875289,0.007334087417870819,4.771767609037119e-08,2.1482097406858453e-06,0.05072879578768861,0.004333228958397445,0.018580009053571038,0.013465890232690007,0.05792334651059229,0.00038215454132268205,0.03914754414314271,3.1469500369572254e-07,2.058690053453929e-06,0.0002866762579980048,1.3374097582442455e-05,0.0005892056806004172,0.0027353023644669846,0.0008807867194613103,0.00011558039363300988,0.00034366998750367123,0.0007451407284841774,1.614263165388645e-05,1.3536221625326377e-08,1.037972773938688e-06,6.474531368066083e-07,6.55075924774228e-08,6.737158183442451e-07,7.821772762345613e-05,3.2432664464311313e-06,3.136378510715335e-05,1.4744189398104207e-09,1.398632058110513e-08,2.8866140965367685e-08,4.757043882682972e-10,0.0006653336315457409,1.3502862843666624e-06,1.4876271557086562e-05,3.3157600365117557e-09,5.115743425890932e-06,6.608162077415222e-11,4.4815686347584163e-13,4.432312314571078e-05,5.306573929310646e-05,3.557736186679799e-11,3.9763123302553096e-11,2.2473477576975363e-06
4.0752098780322077e-07,0.6485123755465622,3.76,0.0,0.4042151966974394,0.9925988356243707,0.007594767407419628,5.0800709340943165e-08,2.2465615880635717e-06,0.05122445709294173,0.004373246159961375,0.018943073042422865,0.013675965657824524,0.059440301567331426,0.00039163250565615675,0.040310135499946165,3.1748885354294594e-07,2.077913471173848e-06,0.0002998568152399522,1.3944358855402893e-05,0.0006267062805258046,0.0027900243038197427,0.0009110074549304106,0.00012173587973091801,0.00036312042430222896,0.0007591894177371262,1.6925266022094565e-05,1.3677826463558084e-08,1.1212416710150035e-06,7.094387571774696e-07,6.83114429139332e-08,7.122885612443312e-07,8.301294546946609e-05,3.3118208254590616e-06,3.343373974510599e-05,1.558831990108321e-09,1.4877039557143863e-08,3.019190265911986e-08,5.065186357434895e-10,0.0006937304512011802,1.4701781954589526e-06,1.586369251068434e-05,3.4331725169796713e-09,5.536582016872913e-06,7.196017950695087e-11,4.911752738539776e-13,4.5504457200611344e-05,5.4515789020014136e-05,3.656240766079617e-11,4.0834336245249505e-11,2.3077554108875194e-06
4.1231833212400765e-07,0.6487499511455059,3.76,0.0,0.40210756026775396,0.9923620720161416,0.007860193237623214,5.4013813517636855e-08,2.3473944331466144e-06,0.05171947483505164,0.0044119576546282286,0.01930782170108314,0.013884305512227956,0.060968669135131416,0.0004012163295015579,0.04148644083080864,3.201821661083653e-07,2.097075581720065e-06,0.0003133578878999814,1.4531247163022925e-05,0.0006659214110930597,0.0028445911044635095,0.0009419158333807016,0.00012810107819835948,0.0003834239793672677,0.0007732150299156541,1.772867973506067e-05,1.3816079137171453e-08,1.2093576857163867e-06,7.761558758583788e-07,7.118233826343326e-08,7.523123696536504e-07,8.803073305749955e-05,3.3814109103050216e-06,3.56019645875836e-05,1.6464271168125402e-09,1.5814353641980712e-08,3.1564752646686665e-08,5.387735213577528e-10,0.0007228874578649805,1.5987308046742138e-06,1.689752033113806e-05,3.5531214675978356e-09,5.984531296386208e-06,7.826311663263665e-11,5.376103487944876e-13,4.669415648835543e-05,5.597793896999482e-05,3.755521048704983e-11,4.1913314953668446e-11,2.3686062198265617e-06
4.1711567644479453e-07,0.6489891914808409,3.76,0.0,0.3999859367955192,0.9921212120124152,0.00813032919174009,5.735859189886663e-08,2.4506937079283602e-06,0.05221378925071337,0.004449360128584495,0.019674202450470912,0.014090867915752515,0.06250790703320191,0.0004109052286771464,0.04267615541498459,3.227747755844791e-07,2.116174144297296e-06,0.00032717556517590306,1.5134952114635696e-05,0.0007068924161986831,0.002898983643273059,0.0009735150502804392,0.00013467756761107645,0.00040460540607251187,0.0007872142430428989,1.8552675812208612e-05,1.3950968628054842e-08,1.3024759548164955e-06,8.478624370115196e-07,7.411961008868013e-08,7.938029092285194e-07,9.327733208121437e-05,3.452037887699196e-06,3.787090936130853e-05,1.7372394567260675e-09,1.6799939351935693e-08,3.298580345387734e-08,5.72505434493497e-10,0.0007528102826189308,1.73641320579882e-06,1.7978814248205444e-05,3.6755949129519932e-09,6.460795514603034e-06,8.501328404676289e-11,5.876666078800051e-13,4.78917817180681e-05,5.7451706697126995e-05,3.8555402086283076e-11,4.2999661472203004e-11,2.42987810437755e-06
4.219130207655814e-07,0.649230043088728,3.76,0.0,0.3978508595744045,0.9918762645922616,0.00840513774092623,6.083651082791486e-08,2.556442786156931e-06,0.05270733560043139,0.004485451870682804,0.020042162571541632,0.014295614656205765,0.06405747301591791,0.00042069842903223287,0.043878972694812626,3.252666414962247e-07,2.135206711434166e-06,0.000341305589868625,1.5755658194733926e-05,0.0007496601209224981,0.002953183617394441,0.0010058078879949131,0.00014146674320175562,0.0004266896145700496,0.0008011838979727526,1.9397032250389405e-05,1.4082488138487511e-08,1.4007502674459759e-06,9.248232959825393e-07,7.712252030565352e-08,8.367744257032599e-07,9.875896457927105e-05,3.5237023353796575e-06,4.02429879559281e-05,1.8313010790196116e-09,1.783548564584761e-08,3.445616532531704e-08,6.077503915588072e-10,0.0007835042839186881,1.883709628901982e-06,1.910860678923211e-05,3.800578053380872e-09,6.966601226371569e-06,9.223425610336135e-11,6.415555665310968e-13,4.909689246884889e-05,5.893660767161045e-05,3.956261305189686e-11,4.40929771428708e-11,2.491548935395294e-06
4.267103650863683e-07,0.6494724524514249,3.76,0.0,0.39570286355310386,0.991627239630302,0.00868457964389866,6.444889854575186e-08,2.6646230466618426e-06,0.05320004447405032,0.0045202327080458675,0.020411649200542736,0.014498511071499368,0.06561682540863407,0.00043059516525722466,0.04509458471647633,3.2765784359277697e-07,2.154170641724167e-06,0.00035574337440153365,1.639354476232656e-05,0.0007942647863252458,0.003007173545495872,0.0010387967115758196,0.00014846981662152328,0.00044970165208778817,0.0008151209958121009,2.0261502929144546e-05,1.421063491123114e-08,1.504332858481977e-06,1.007310020182959e-06,8.019026395793586e-08,8.812397169365769e-07,0.00010448182428911119,3.5964042200258964e-06,4.2720575148833024e-05,1.9286409230643882e-09,1.8922691587343585e-08,3.5976944581858504e-08,6.445439948390649e-10,0.0008149745468934564,2.0411193783209184e-06,2.0287901900048755e-05,3.928053309128353e-09,7.503196301277325e-06,9.995032563660576e-11,6.994956458348914e-13,5.030904755671258e-05,6.043215570156698e-05,4.0576473166647215e-11,4.519286296156706e-11,2.5535965544618066e-06
4.3150770940715516e-07,0.6497163660588103,3.76,0.0,0.39354248469668407,0.9913741478636692,0.008968614046080315,6.819694446205063e-08,2.7752139381305245e-06,0.053691842099149414,0.004553703940628433,0.020782609326442963,0.014699525927248358,0.06718542371683157,0.0004405946795589139,0.046322682552759065,3.299485766512794e-07,2.1730631127482096e-06,0.0003704840173259805,1.7048786055304303e-05,0.0008407460662746536,0.0030609367665556933,0.0010724834653129069,0.00015568781616265466,0.0004736666831530769,0.0008290226949664936,2.1145818566552386e-05,1.433541004802733e-08,1.6133742131265878e-06,1.0956006735576684e-06,8.332197212216411e-08,9.272101087976086e-07,0.00011045206799593567,3.6701428954226526e-06,4.530600346548994e-05,2.0292847447804346e-09,2.0063263961613543e-08,3.75492419783131e-08,6.829213927732914e-10,0.0008472258828900089,2.209156742787539e-06,2.1517673140890082e-05,4.058000371925812e-09,8.071848888093468e-06,1.0818649865282841e-10,7.617120659176448e-13,5.1527805397714365e-05,6.193786335219671e-05,4.159661173573152e-11,4.629891993003052e-11,2.615998793417583e-06
4.3630505372794204e-07,0.6499617304672176,3.76,0.0,0.3913702593704547,0.9911170008598976,0.009257198577954298,7.208169884425424e-08,2.888193045052971e-06,0.054182650650877254,0.0045858682750857735,0.021154989790492972,0.014898631290699273,0.06876272920823985,0.00045069622021875545,0.04756295670747116,3.321391452204261e-07,2.1918811341137816e-06,0.00038552232021359995,1.7721551198999748e-05,0.0008891429663628374,0.003114457436316693,0.0011068696700411466,0.00016312158742191836,0.0004986099697938584,0.0008428863078455065,2.2049687718966496e-05,1.4456818327013624e-08,1.728022882780345e-06,1.1899795854749227e-06,8.651671486496261e-08,9.746954348517974e-07,0.00011667580690004005,3.744917100862364e-06,4.8001560181747224e-05,2.133255071155232e-09,2.125891485281997e-08,3.9174151075160485e-08,7.229172419474671e-10,0.000880262829258874,2.388350877613203e-06,2.279886196169888e-05,4.190396262263162e-09,8.67384633636761e-06,1.1696848770626247e-10,8.284367248855008e-13,5.275272436700782e-05,6.345324236179679e-05,4.262265791596922e-11,4.7410749403147714e-11,2.678733493688814e-06
4.411023980487289e-07,0.6502084923555674,3.76,0.0,0.3891867237469427,0.9908558109857655,0.009550289452374414,7.610407290313901e-08,3.003536154554039e-06,0.05467238856189045,0.004616729758276423,0.021528737287865144,0.015095802401815931,0.07034820546771262,0.00046089904005167044,0.04881509750133504,3.342299583304965e-07,2.2106215605492165e-06,0.00040085280483946194,1.84120042181702e-05,0.000939493804965458,0.00316772052154127,0.001141956421194064,0.00017077179438276254,0.0005245568517664841,0.0008567092972635445,2.2972797818077803e-05,1.457486801994292e-08,1.8484253122219079e-06,1.2907371049230545e-06,8.977350426179686e-08,1.0237040200660466e-06,0.00012315909802504258,3.820724959796001e-06,5.080948447361614e-05,2.2405711631879334e-09,2.2511359190364965e-08,4.085275658152379e-08,7.645656707557811e-10,0.0009140896493802782,2.5792456589358215e-06,2.413237606068852e-05,4.325215397369223e-09,9.310494077969053e-06,1.2632270393299883e-10,8.999080573203974e-13,5.398336315349404e-05,6.49778040540645e-05,4.3654241040748104e-11,4.852795343120934e-11,2.7417785253591323e-06
4.458997423695158e-07,0.650456598578798,3.76,0.0,0.38699241323642153,0.9905905913770939,0.00984784156059471,8.026483925202169e-08,3.12121732384815e-06,0.05516097083113826,0.004646293710707775,0.021903798371311428,0.015291017542310765,0.07194131892476407,0.0004712023947826915,0.05007879543920824,3.3622152419492356e-07,2.2292811049947225e-06,0.0004164697305630201,1.912030405166819e-05,0.0009918361764815877,0.0032207117922067262,0.0011777443875913556,0.00017863892089338738,0.0005515327268573987,0.000870489272571297,2.3914816238828018e-05,1.4689570710349416e-08,1.9747256780264246e-06,1.398169340944787e-06,9.309129750085953e-08,1.0742426683961804e-06,0.00012990793568927843,3.897563978743015e-06,5.373196471914803e-05,2.35124898743104e-09,2.382231227156339e-08,4.25861327013546e-08,8.079002446432655e-10,0.000948710332926996,2.7823995101246904e-06,2.5519087829666836e-05,4.4624296660830564e-09,9.983114471511775e-06,1.3627624775746444e-10,9.763708758577917e-13,5.5219281109671674e-05,6.651105974601135e-05,4.469099094037969e-11,4.965013509661465e-11,2.80511180594873e-06
4.506970866903027e-07,0.6507059962186016,3.76,0.0,0.3847878619413338,0.9903213559095179,0.010149808566797694,8.456463271593308e-08,3.241208948076984e-06,0.055648309330315164,0.004674566660210366,0.02228011945676982,0.015484257903367629,0.07354153935378806,0.00048160554135842203,0.05135374155861333,3.3811444492652236e-07,2.24785635163515e-06,0.00043236711181766674,1.984660456910693e-05,0.0010462069167819913,0.003273417811783474,0.0012142338109466305,0.00018672327251681065,0.000579563031303768,0.0008842239855523141,2.4875391391828782e-05,1.4800941113204262e-08,2.1070657380857194e-06,1.5125778902783454e-06,9.646900000752165e-08,1.1263166540450575e-06,0.00013692824306214035,3.975431046472462e-06,5.677113595616097e-05,2.4653011955576953e-09,2.5193487266929145e-08,4.437534151612266e-08,8.52953933190397e-10,0.0009841285963607456,2.9983852005273784e-06,2.695983288920013e-05,4.602008506468161e-09,1.0693045612644849e-05,1.4685689830741852e-10,1.0580762007927824e-12,5.646003859627694e-05,6.805252115076266e-05,4.573253825744227e-11,5.07768988444593e-11,2.8687113188967376e-06
4.5549443101108956e-07,0.6509566326314791,3.76,0.0,0.38257360213482006,0.9900481191702201,0.010456143000918681,8.90039514667152e-08,3.3634818283121437e-06,0.0561343131068929,0.00470155627610165,0.022657646830842433,0.01567550745275415,0.07514834034709846,0.0004921077362097667,0.052639627759628695,3.3990941128948824e-07,2.266343768823236e-06,0.0004485387356245659,2.0591054588876547e-05,0.0011026420708823029,0.0033258259257409207,0.001251424506078923,0.00019502497872837753,0.0006086732203756393,0.0008979113261182533,2.5854153834133017e-05,1.490899689646242e-08,2.2455846920302396e-06,1.6342695532026276e-06,9.990546856636518e-08,1.1799297164973855e-06,0.00014422586382631378,4.0543224334689825e-06,5.992907749868948e-05,2.5827371117798634e-09,2.6626592714750326e-08,4.622143135783118e-08,8.997590790558927e-10,0.001020347883658364,3.227789616828132e-06,2.845540871619861e-05,4.743918991519759e-09,1.1441640113255388e-05,1.5809310152770199e-10,1.1452810721710903e-12,5.7705197321285285e-05,6.9601700774505e-05,4.677851475662835e-11,5.1907850806473934e-11,2.932555131699857e-06
4.6029177533187644e-07,0.651208455494148,3.76,0.0,0.3803501637634588,0.9897708964306313,0.010766796349582757,9.358315845989216e-08,3.4880052395190867e-06,0.056618888682737234,0.004727271304075181,0.023036326660061834,0.015864752801968786,0.07676119976103246,0.0005027082334817459,0.05393614711627515,3.4160719750639377e-07,2.2847397218461324e-06,0.0004649781790519926,2.135379789692022e-05,0.0011611768628468089,0.0033779242484264656,0.0012893158618096708,0.0002035439954357824,0.0006388887491595204,0.000911549317835172,2.685071739245956e-05,1.5013758505384213e-08,2.390419052297073e-06,1.763556038602759e-06,1.0339951447507253e-07,1.2350840592849662e-06,0.0001518065539660648,4.1342337916987095e-06,6.320781071416116e-05,2.7035627284669867e-09,2.812333001222669e-08,4.812543518515936e-08,9.483473685909688e-10,0.0010573713672635916,3.471213507368455e-06,3.0006573366066658e-05,4.888125921308817e-09,1.2230263852659907e-05,1.700139570055366e-10,1.2382483451119294e-12,5.895432067282418e-05,7.115811230685037e-05,4.782855362859535e-11,5.3042599117790105e-11,2.996621413655991e-06
4.650891196526633e-07,0.6514614128463312,3.76,0.0,0.3781180739742161,0.9894897036200822,0.01108171914498933,9.830248314919811e-08,3.6147469982916444e-06,0.05710194034740775,0.00475172150202801,0.02341610500185651,0.016051983074013933,0.07837960013545206,0.0005134062832454667,0.055242994169605535,3.4320865613758717e-07,2.3030404854920364e-06,0.0004816788265469588,2.2134973265733416e-05,0.0012218456679185606,0.0034297016484626493,0.0013279068425251614,0.00021228010779650113,0.0006702350535805012,0.0009251361133118851,2.7864680293259587e-05,1.5115248990270407e-08,2.5417025255425482e-06,1.9007536592851913e-06,1.0694990669542504e-07,1.2917803522032159e-06,0.00015967597370096536,4.215160154691167e-06,6.660929696247821e-05,2.827780709460723e-09,2.968539090983997e-08,5.008836901291509e-08,9.987498043090262e-10,0.0010952019492598514,3.7292711998591953e-06,3.1614044291146745e-05,5.034591915348722e-09,1.3060294703878397e-05,1.8264920356078903e-10,1.3372464753028284e-12,6.0206974045530694e-05,7.272127100388101e-05,4.8882289787331464e-11,5.4180754225989346e-11,3.060888453207939e-06
4.698864639734502e-07,0.6517154531309785,3.76,0.0,0.3758778566655095,0.9892045573003926,0.011400861051596912,1.0316202345482622e-07,3.7436735301827496e-06,0.05758337044532794,0.00477491757701699,0.023796927817121914,0.01623718977233512,0.08000302908706175,0.000524201129706546,0.056559865202768476,3.447147130485923e-07,2.3212422563776546e-06,0.0004986338870712644,2.293471447310226e-05,0.0012846819868624214,0.0034811477328062198,0.0013671959903829333,0.0002212329333075279,0.0007027375316973507,0.0009386699894799133,2.889562629431419e-05,1.5213493837706073e-08,2.6995659040620324e-06,2.0461830185791592e-06,1.1055537495728492e-07,1.3500177369350138e-06,0.00016783967958346137,4.2970959379540444e-06,7.013543569741187e-05,2.955390400446319e-09,3.1314455015050566e-08,5.21112303542363e-08,1.05099667930405e-09,0.0011338422627590085,4.002590292989763e-06,3.327849725672251e-05,5.183277509869796e-09,1.3933121238095128e-05,1.9602920361123638e-10,1.4425492909026825e-12,6.146272515988521e-05,7.42906940631396e-05,4.993936016055355e-11,5.532192919189802e-11,3.1253346748547703e-06
4.7468380829423707e-07,0.6519705252319647,3.76,0.0,0.37363003206220635,0.9889154746413862,0.011724170950478072,1.0816174796182755e-07,3.874749936474902e-06,0.058063079656098734,0.004796871123512952,0.024178740984299566,0.016420366651416295,0.08163097967703344,0.0005350920094234507,0.057886458498374295,3.461263624793534e-07,2.339341165001081e-06,0.0005158364109795946,2.375315032014961e-05,0.0013497184224991804,0.003532252829610738,0.00140718142813917,0.000230401925142469,0.0007364215253023291,0.0009521493427929793,2.994312581286288e-05,1.5308520805777894e-08,2.864136966852023e-06,2.2001686892632696e-06,1.142146128419182e-07,1.40979383608378e-06,0.0001763031167776856,4.380034939738566e-06,7.378806272999659e-05,3.0863878467112902e-09,3.3012187311510456e-08,5.4194996664851124e-08,1.1051175533750287e-09,0.0011732946735007186,4.291811322513237e-06,3.5000565355423525e-05,5.334141261090562e-09,1.4850141410409656e-05,2.1018492632302727e-10,1.5544357486580404e-12,6.272114437406316e-05,7.586590098984341e-05,5.099940397265024e-11,5.646573998162072e-11,3.1899386555730312e-06
4.79481152615024e-07,0.652226578509327,3.76,0.0,0.37137511631429515,0.9886224733973048,0.012051597021231326,1.1330149832563477e-07,4.007940060250119e-06,0.05854096726731317,0.004817594563100315,0.024561490314863762,0.016601509589472263,0.08326295075349581,0.0005460781495483283,0.05922247457854193,3.4744466222746717e-07,2.3573332874884454e-06,0.000533279306583021,2.4590404648309787e-05,0.0014169866584010315,0.0035830079700314315,0.0014478608625729881,0.00023978637571136222,0.0007713123018547405,0.0009655726843723873,3.100673704559046e-05,1.5400359763961287e-08,3.0355403899286817e-06,2.363038885851807e-06,1.1792628084068605e-07,1.471104765355783e-06,0.00018507161153601343,4.4639703421737656e-06,7.756894865292973e-05,3.2207658180691655e-09,3.478023569999166e-08,5.6340623850048554e-08,1.161141230929449e-09,0.001213561281656509,4.597587402455311e-06,3.6780838120505056e-05,5.487139846955998e-09,1.581276122996815e-05,2.2514792961021135e-10,1.6731896818005086e-12,6.398180498786254e-05,7.744641395363831e-05,5.206206301968702e-11,5.761180574932564e-11,3.254679140738046e-06
4.842784969358109e-07,0.6524835628320993,3.76,0.0,0.3691136211189027,0.9883255718841033,0.012383086821353218,1.185809918623859e-07,4.143206551633142e-06,0.05901693143931323,0.00483710108574916,0.02494512157011316,0.016780616463630216,0.08489844726950184,0.0005571587661019863,0.06056761642804999,3.4867072895590114e-07,2.3752146570064525e-06,0.0005509553563470001,2.54465963549052e-05,0.0014865174397115026,0.003633404869107297,0.0014892315884825172,0.0002493854204190711,0.0008074350367745353,0.000978938635122929,3.208600707614426e-05,1.5489042537702286e-08,3.2138976655019337e-06,2.5351251312652897e-06,1.2168900934130163e-07,1.5339451487153264e-06,0.00019415036388882869,4.548894712788399e-06,8.147979742434415e-05,3.358513839971738e-09,3.662022856682133e-08,5.854904480863368e-08,1.2190957408284629e-09,0.0012546439238323747,4.9205838421600795e-06,3.861986073806954e-05,5.6422281703061095e-09,1.6822393417538804e-05,2.4095034101590786e-10,1.7990995387324414e-12,6.524428353828527e-05,7.90317581352514e-05,5.312698193601389e-11,5.875974911032549e-11,3.3195350595315402e-06
4.890758412565978e-07,0.6527414286088121,3.76,0.0,0.36684605336525977,0.988024788957598,0.012718587362989826,1.2399982430254214e-07,4.280510932095103e-06,0.0594908694614089,0.004855404592767375,0.025329580479163043,0.016957687027944982,0.08653698057713823,0.0005683330622937051,0.06192158970105489,3.4980573363412493e-07,2.392981274816573e-06,0.0005688572326786005,2.6321839407049082e-05,0.0015583405560464193,0.0036834359058511403,0.001531290493226858,0.0002591980415987183,0.0008448147961195693,0.0009922459208422487,3.3180472966210316e-05,1.557460275770401e-08,3.3993270295947733e-06,2.716761918894667e-06,1.2550140154944315e-07,1.5983081365027108e-06,0.0002035444405617856,4.634800006439275e-06,8.55222451087302e-05,3.4996182308976847e-09,3.853377238520663e-08,6.082116797918382e-08,1.2790083179285686e-09,0.0012965441752633726,5.261477739946671e-06,4.0518133357896057e-05,5.7993594674542214e-09,1.788045605355725e-05,2.5762483748403994e-10,1.932458107877239e-12,6.650816008637332e-05,8.06214620624482e-05,5.4193808452048185e-11,5.990919640404197e-11,3.3844855397824184e-06
4.938731855773846e-07,0.6530001268157266,3.76,0.0,0.3645729148021662,0.9877201439924446,0.013058045187002178,1.2955747268720296e-07,4.419813657718737e-06,0.05996267799915607,0.004872519641522421,0.025714812758033244,0.01713272279454694,0.08817806869848067,0.0005796002268956161,0.0632841029118702,3.508508971201108e-07,2.4106291209501364e-06,0.0005869775132632692,2.7216242853647546e-05,0.0016324848264267125,0.003733094102673355,0.0015740340617873153,0.0002692230725973555,0.000883476519667513,0.0010054933673448218,3.428966282653579e-05,1.5657075714523067e-08,3.591943397693214e-06,2.9082863710489902e-06,1.2936203636317969e-07,1.664185426320042e-06,0.00021325876813378867,4.721677567664696e-06,8.969785877224572e-05,3.6440621461511474e-09,4.052244935469144e-08,6.315787595038699e-08,1.3409053862637257e-09,0.001339263352193363,5.620957554207359e-06,4.247611050221178e-05,5.958485414430457e-09,1.8988371219620034e-05,2.752046240879812e-10,2.0735622353740214e-12,6.777301849493048e-05,8.221505793474756e-05,5.5262193642841065e-11,6.105977794648598e-11,3.4495099222255043e-06
4.986705298981715e-07,0.6532596090228768,3.76,0.0,0.36229470172745354,0.9874116568619168,0.013401406434294513,1.3525329838749507e-07,4.561074181339652e-06,0.06043225333236116,0.0048884613920051395,0.02610076412972648,0.017305726918178305,0.08982123657413314,0.0005909594326803956,0.06465486761033008,3.5180748588927713e-07,2.428154164486916e-06,0.0006053086959168023,2.8129910835321006e-05,0.001708978086188827,0.003782373104259947,0.0016174583823208677,0.0002794592019918951,0.000923445004420862,0.0010186798956199714,3.541309686464087e-05,1.573649821861414e-08,3.791858308012657e-06,3.1100378947529046e-06,1.3326947116391974e-07,1.7315672864327227e-06,0.00022329812644789128,4.809518133481447e-06,9.400813552916672e-05,3.791825626994161e-09,4.258781508388088e-08,6.556002413217607e-08,1.4048125440722455e-09,0.0013828025144327373,5.999722652830323e-06,4.4494200571411304e-05,6.119556231220435e-09,2.0147563636347436e-05,2.9372341177121686e-10,2.2227125378303457e-12,6.903844669679331e-05,8.381208193640215e-05,5.633179216707035e-11,6.221112827192508e-11,3.514587774182023e-06
5.034678742189584e-07,0.6535198274179932,3.76,0.0,0.36001190469890476,0.9870993479184544,0.013748616914367913,1.4108655022844887e-07,4.704251013490726e-06,0.060899491583548085,0.0049032455552921435,0.02648738034519249,0.017476704084333064,0.09146601629011583,0.000602409834930064,0.06603359854227916,3.5267680791516835e-07,2.4455523734229518e-06,0.0006238432129233242,2.9062942592109346e-05,0.0017878471758140432,0.003831267156019653,0.001661559152178505,0.00028990497791423826,0.0009647448885510485,0.0010318045170415982,3.6550288406315744e-05,1.5812908465487146e-08,3.999179871970514e-06,3.322357835833053e-06,1.3722224451257566e-07,1.8004425816208965e-06,0.00023366714228613048,4.898311836643274e-06,9.845450173579675e-05,3.942885654805587e-09,4.4731396321188434e-08,6.802843943288251e-08,1.4707545504740683e-09,0.0014271624680867773,6.3984828418784584e-06,4.6572765445387325e-05,6.282520790494869e-09,2.135945930047148e-05,3.132153941110936e-10,2.380213104161917e-12,7.030403695335221e-05,8.541207453721085e-05,5.74022624961396e-11,6.336288636345463e-11,3.5796989026213434e-06
5.082652185397453e-07,0.6537807348283873,3.76,0.0,0.35772500826604947,0.9867832379749566,0.01409962217107485,1.4705636769985663e-07,4.84930178208797e-06,0.06136428893668649,0.004916888343948422,0.026874607205074223,0.017645660401177144,0.09311194728388827,0.0006139505700227267,0.06742001379575102,3.5346020870544806e-07,2.4628197241163158e-06,0.0006425734448350654,3.00154324688672e-05,0.0018691179316142406,0.0038797710822089508,0.001706331684360825,0.00030055881246551753,0.0010074006357952976,0.0010448663286456174,3.770074488834396e-05,1.5886345906327005e-08,4.214012731461895e-06,3.545589132202e-06,1.4121887877602583e-07,1.870798801353223e-06,0.00024437028331814915,4.988048209378058e-06,0.00010303831232776617,4.097216210684255e-09,4.6954688737931926e-08,7.056391899439318e-08,1.5387553136174155e-09,0.0014723437684470565,6.817957874499171e-06,4.871212017885051e-05,6.447326724179338e-09,2.262548412393149e-05,3.337152231670359e-10,2.546371190961398e-12,7.15693861030601e-05,8.701458078079424e-05,5.847326713310389e-11,6.451469587224113e-11,3.6448233665832958e-06
