Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032)
2.1502419019201912e-07,0.26687901552933146,3.76,0.0,0.6109482565725881,0.9970478113044503,0.0035172028569620327,7.064428871509503e-12,7.136034660398121e-10,0.020284030988188807,0.0035997073700137212,0.009563820940647914,0.005450299769218186,0.031602131307211595,0.0004510953641908429,0.022269216745274645,1.0187779015144813e-06,2.9886392690072435e-06,6.35493280542914e-05,1.71111439864777e-05,9.022875289005056e-05,0.0008585734069480088,0.00025229058768060515,2.224521420719534e-05,5.820121219073073e-05,0.00023686877299054584,5.594035957353875e-06,7.618974167429205e-09,4.50157262124466e-08,4.239187310523895e-08,4.140210271704703e-08,8.007121774614178e-08,1.6712718384098873e-05,1.5020724897857722e-06,7.307212034961641e-06,1.924543472588854e-10,6.5313159276449035e-09,3.2692134275970966e-08,6.031362688519228e-11,3.6347839514635825e-08,5.64277974567891e-08,1.1714413124133246e-06,6.30955762144047e-10,1.7604957313921977e-07,1.4761626922445119e-12
2.1683662719518357e-07,0.2669159968919414,3.76,0.0,0.6100930235913379,0.996982256278319,0.003605478866315131,7.238552044110557e-12,7.226242236598106e-10,0.020442671042040735,0.0036348418920366474,0.009708827701669075,0.005513340340688066,0.032257357847768564,0.00045934001903314705,0.022760777048245192,1.028720167868317e-06,3.0116381292450774e-06,6.581133867973837e-05,1.7665651385572127e-05,9.449865668676946e-05,0.0008707648219242969,0.0002582212970332469,2.3119377307906347e-05,6.06569846032705e-05,0.00023997045960308982,5.8082954973068834e-06,7.701628162532314e-09,4.780952088631042e-08,4.542678004300548e-08,4.265683839408647e-08,8.359476878412923e-08,1.7473613298436925e-05,1.530537795008215e-06,7.67213285197312e-06,2.0092323329258489e-10,6.8122753340891265e-09,3.367887113988443e-08,6.32155270118138e-11,3.838226835839496e-08,6.011541887420735e-08,1.2331038910512524e-06,6.482825256713432e-10,1.8714567252904577e-07,1.5733470710309946e-12
2.1864906419834802e-07,0.2669532745307284,3.76,0.0,0.609230868460348,0.9969159345747045,0.003694950346769328,7.415802432212089e-12,7.317883123638359e-10,0.020601884004381874,0.0036696596390537115,0.009854798962477124,0.005576068059361191,0.03291868052553604,0.00046763411334774815,0.023257386788535415,1.0385676511455605e-06,3.0347067306780486e-06,6.812265045599456e-05,1.8232594032806303e-05,9.892038515010404e-05,0.0008829435101827341,0.0002642588187967954,2.4016842508019786e-05,6.319548518461543e-05,0.00024306636132957225,6.027789390314312e-06,7.783895329386933e-09,5.0737626380999225e-08,4.8641667098052755e-08,4.3936528824185186e-08,8.723095575961732e-08,1.826235462314773e-05,1.5594031595912512e-06,8.050875645667935e-06,2.0966313515688815e-10,7.103751240516885e-09,3.468710899428769e-08,6.622180691482536e-11,4.0512893031740074e-08,6.400536364560697e-08,1.297297271352905e-06,6.659453509308999e-10,1.9881885520385577e-07,1.6758889736313067e-12
2.2046150120151247e-07,0.26699084559467984,3.76,0.0,0.608361855273265,0.9968488484819605,0.003785613999740628,7.596232111205709e-12,7.410987868295986e-10,0.020761670539911414,0.0037041554770410753,0.010001734308567416,0.0056384742267875715,0.03358603353813449,0.0004759762889302609,0.023758999653436582,1.0483188149437673e-06,3.0578453198709586e-06,7.048334203124135e-05,1.881207478761917e-05,0.00010349725512586637,0.00089510738897871,0.00027040433688020973,2.493784402095394e-05,6.581867529970766e-05,0.00024615604598134756,6.252542790239946e-06,7.865766300835438e-09,5.380430034108809e-08,5.204479218408586e-08,4.5241238767723225e-08,9.098173391354606e-08,1.9079679713270577e-05,1.5886694361339672e-06,8.443769783891465e-06,2.1867878301488332e-10,7.4060581931167594e-09,3.5717132015636484e-08,6.933471945793044e-11,4.274316471858929e-08,6.810651323948174e-08,1.3640924565687768e-06,6.839463185822756e-10,2.1109237868365307e-07,1.7840231114941664e-12
2.2227393820467692e-07,0.2670287071899138,3.76,0.0,0.6074860492099776,0.996781000373519,0.0038774662993551453,7.779894418889319e-12,7.505587465737005e-10,0.020922030527988574,0.0037383245360007185,0.010149633285120568,0.0057005505258772024,0.03425935014862806,0.00048436518742532613,0.024265568568890915,1.0579722020672473e-06,3.081054022672857e-06,7.289346798158085e-05,1.9404192994759015e-05,0.00010823258962909368,0.0009072544280334567,0.00027665902396959417,2.5882608277516085e-05,6.85285342977887e-05,0.00024923909570093774,6.482578223536104e-06,7.94723214471882e-09,5.7013837682300545e-08,5.5644661803321535e-08,4.6571023147600015e-08,9.484904178415925e-08,1.9926335399029637e-05,1.6183373461495091e-06,8.851145779389447e-06,2.2797486830468477e-10,7.719516123697228e-09,3.676922412167155e-08,7.255651559001414e-11,4.5076607340282395e-08,7.242803131128308e-08,1.433561238635334e-06,7.022873703157588e-10,2.2399013014709095e-07,1.897991502450395e-12
2.2408637520784137e-07,0.2670668563819664,3.76,0.0,0.6066035164862857,0.9967123927043431,0.003970503498660524,7.96684398543906e-12,7.601713375241917e-10,0.021082963076095817,0.003772162207319265,0.010298495392062047,0.0057622890178535046,0.034938562736814505,0.0004927994513416012,0.024777045741567496,1.0675264338047935e-06,3.1043328460488814e-06,7.535305901996766e-05,2.0009044435423315e-05,0.00011312971625037145,0.0009193826500744286,0.00028302404087018917,2.685135381209526e-05,7.132705887758457e-05,0.00025231510696142027,6.717915585255858e-06,8.028284359209364e-09,6.037056760304314e-08,5.9450032927328603e-08,4.792592713952652e-08,9.883479978178156e-08,2.080307779816881e-05,1.6484074792271877e-06,9.273335110874923e-06,2.3755604032771727e-10,8.04445028178769e-09,3.784366883602265e-08,7.588944288253775e-11,4.751681731831552e-08,7.697936832389955e-08,1.5057761718112084e-06,7.209703067942004e-10,2.375366323355709e-07,2.018043578274982e-12
2.2589881221100582e-07,0.26710529019805523,3.76,0.0,0.6057143243039259,0.9966430280074159,0.004064721635892487,8.157136763715486e-12,7.699397535824685e-10,0.021244466534052375,0.003805664140834206,0.010448320079250775,0.005823682138745031,0.035623602849971174,0.0005012777250405037,0.025293382700478893,1.0769802091163333e-06,3.127681680040642e-06,7.786212223772508e-05,2.0626721282615556e-05,0.00011819196557474975,0.0009314901312886401,0.00028950053586013414,2.784429116095543e-05,7.421626244225915e-05,0.00025538369054521967,6.958572139137785e-06,8.10891486767506e-09,6.387885057033364e-08,6.34699147006332e-08,4.930598627414604e-08,1.0294090878240131e-07,2.1710672119650707e-05,1.6788802923117683e-06,9.710670044133701e-06,2.47426902888426e-10,8.381191161615698e-09,3.894074915215253e-08,7.933574407414195e-11,5.006746329045682e-08,8.177026609579593e-08,1.5808105455729138e-06,7.399967858414794e-10,2.517570491868359e-07,2.1444362898697472e-12
2.2771124921417027e-07,0.26714400562931523,3.76,0.0,0.604818540801012,0.9965729088902776,0.0041601165407863855,8.350830059854154e-12,7.798672381716511e-10,0.021406538508929793,0.0038388262416236955,0.010599106741801673,0.005884722695438238,0.03631440125300199,0.0005097986556979439,0.025814530338091675,1.0863323037332545e-06,3.151100299847976e-06,8.042064137732837e-05,2.1257312060702382e-05,0.00012342266961537716,0.0009435750016903522,0.000296089644056738,2.886162277257111e-05,7.719817444515419e-05,0.00025844447150296187,7.204562521684901e-06,8.189116013115415e-09,6.754307528731341e-08,6.771356996512152e-08,5.071122655039335e-08,1.071692487422463e-07,2.2649892458906536e-05,1.709756109102367e-06,1.0163483453443756e-05,2.5759201097775695e-10,8.73007442404938e-09,4.006074739688163e-08,8.289765562481832e-11,5.2732285781370146e-08,8.681076227188709e-08,1.6587383568020895e-06,7.593683209144089e-10,2.666771911918755e-07,2.277434210007271e-12
2.2952368621733471e-07,0.26718299963300535,3.76,0.0,0.6039162350029428,0.9965020380316048,0.0042566838409238625,8.547982564089607e-12,7.899570857687202e-10,0.02156917588062143,0.003871644666536255,0.010750854715546668,0.005945403861314496,0.0370108879779322,0.0005183608942383593,0.026340438950886832,1.0955815691772737e-06,3.1745883680247814e-06,8.302857713508144e-05,2.19009016091458e-05,0.00012882516026389314,0.0009556354454046894,0.00030279248679594933,2.990354292991644e-05,8.027483972733183e-05,0.0002614970890930795,7.455898750149746e-06,8.26888055217802e-09,7.136765564940855e-08,7.21905166036418e-08,5.214166455950714e-08,1.115216773354793e-07,2.3621521584836983e-05,1.7410351195730213e-06,1.0632108643578006e-05,2.6805586750684507e-10,9.091440813601256e-09,4.120394509372881e-08,8.657740628189036e-11,5.551509682895018e-08,9.211119471229319e-08,1.7396342812973346e-06,7.790862798378417e-10,2.8232352046928305e-07,2.417309633454869e-12
2.3314856022366361e-07,0.26726181103023183,3.76,0.0,0.6020923367699812,0.9963580521400265,0.004453317164773314,8.952907064063565e-12,8.106373121656775e-10,0.0218961307971656,0.003936236351898278,0.011057231617671939,0.006065662516765021,0.03842064314732112,0.0005356039227426157,0.02740633754560826,1.1137673909907614e-06,3.2217709506370163e-06,8.839242813492553e-05,2.322739777192678e-05,0.0001401588192311473,0.0009796760607505338,0.0003165437887499001,3.206188483149055e-05,8.672068239298218e-05,0.0002675764617065744,7.974643801187044e-06,8.427072866180496e-09,7.951564656368687e-08,8.188363707120933e-08,5.507815390757295e-08,1.2060611181100323e-07,2.566517928617079e-05,1.804802810992016e-06,1.1618128678953472e-05,2.89897558229158e-10,9.853010829480408e-09,4.3561060100054187e-08,9.429929290874463e-11,6.145028766501639e-08,1.0353474639930476e-07,1.9106323909880673e-06,8.195662066827287e-10,3.159038751368308e-07,2.718821355435896e-12
2.364109468293596e-07,0.2673336628632367,3.76,0.0,0.6004292310365297,0.9962259220926732,0.004634248970450503,9.32978782193427e-12,8.298389459135135e-10,0.02219227827377773,0.003993159961303428,0.011336250485054778,0.006172605032937964,0.03970816164462689,0.0005512504955525311,0.028381419386435836,1.1297729461226818e-06,3.2644671803706313e-06,9.338804500379628e-05,2.4466474731965255e-05,0.00015097999190389515,0.001001211971646925,0.00032931987860277285,3.409026516339436e-05,9.286680210125664e-05,0.00027301664709360163,8.459864568405232e-06,8.567888325387435e-09,8.744194300850526e-08,9.15060441554222e-08,5.780714930022533e-08,1.2922461926951502e-07,2.762333160038079e-05,1.8635718134587807e-06,1.2562969292862489e-05,3.1062079470390986e-10,1.0584635367784691e-08,4.576460870206065e-08,1.016741516936737e-10,6.723517117605497e-08,1.1481493109377054e-07,2.0754436418625716e-06,8.571936197249192e-10,3.4888872701992146e-07,3.016596113109829e-12
2.396733334350556e-07,0.267406368629419,3.76,0.0,0.5987461020342721,0.9960914009627609,0.004818902772003408,9.718855711763045e-12,8.496203625398013e-10,0.02249017764284811,0.004048921383520856,0.011618370513270068,0.006278293165319506,0.04101299374128606,0.0005670101890343586,0.029371130712894496,1.1454308184579923e-06,3.3073782799074005e-06,9.854214490939082e-05,2.574881575184507e-05,0.0001624094057083304,0.0010226429855291269,0.0003424812149689186,3.6200954942826284e-05,9.935235571754721e-05,0.000278425412087475,8.962474690768721e-06,8.707194726864546e-09,9.595726649341817e-08,1.0204409725731358e-07,6.061762849863925e-08,1.3827290760934694e-07,2.969903423589212e-05,1.9236439813300903e-06,1.356422471721418e-05,3.323792935130595e-10,1.1362227071244751e-08,4.804765066052745e-08,1.0946496992006446e-10,7.346484252971828e-08,1.2711224983078552e-07,2.2510608254100665e-06,8.959579811873939e-10,3.846682215378066e-07,3.34125164031033e-12
2.429357200407516e-07,0.26747990963391866,3.76,0.0,0.5970433781472558,0.9959545065138422,0.005007246601042456,1.0120507164624115e-11,8.700028153521525e-10,0.022789786663789918,0.004103506770588309,0.011903585140975028,0.006382699646300974,0.042334711129788205,0.000582875383455728,0.03037516521548616,1.1607368956428689e-06,3.3504985329055364e-06,0.00010385371487932453,2.707477908542566e-05,0.00017446629133597435,0.0010439604770889073,0.000356033762744073,3.8394785975286976e-05,0.00010618973571108172,0.00028380115222215044,9.48245193336001e-06,8.844963868523529e-09,1.0508787024028301e-07,1.1356263677467737e-07,6.350936783769566e-08,1.4776083573385651e-07,3.1897135025279216e-05,1.9850155699046804e-06,1.4623831325845291e-05,3.551970266247087e-10,1.2187944315634523e-08,5.04117808896339e-08,1.1768428398927697e-10,8.016405504919074e-08,1.4049839266338266e-07,2.4379400277861504e-06,9.358619284048041e-10,4.2342080855307205e-07,3.694667330206734e-12
2.4619810664644764e-07,0.2675542669959924,3.76,0.0,0.5953214933752259,0.9958152570032082,0.0051992468751144195,1.0535155621865188e-11,8.91008207562912e-10,0.023091056878118833,0.00415690456855256,0.012191886874520306,0.006485800589399683,0.043672881481745425,0.0005988385627927168,0.031393213331283504,1.1756877598102018e-06,3.3938212470895565e-06,0.00010932153290166035,2.8444682811469916e-05,0.0001871697624256794,0.0010651563846916109,0.0003699832979092398,4.0672502122883894e-05,0.00011339144150359073,0.00028914240151511065,1.001974843753348e-05,8.981171299837581e-09,1.1486003254602296e-07,1.2612922398068383e-07,6.6482057780095e-08,1.576979300487255e-07,3.422255325079688e-05,2.0476814360512187e-06,1.5743716295467335e-05,3.790971828325351e-10,1.3063990637777061e-08,5.285857515183068e-08,1.2634444140960004e-10,8.735826909514683e-08,1.550485175415639e-07,2.6365419939688785e-06,9.769065548164219e-10,4.6533207938545925e-07,4.078810610859222e-12
2.4946049325214366e-07,0.2676294216731777,3.76,0.0,0.5935808865244037,0.9956736711276158,0.005394868515810554,1.0963232110166399e-11,9.126591165946998e-10,0.023393933973702676,0.004209105421780764,0.012483267228317036,0.006587575356582499,0.04502706923785807,0.0006148923273571325,0.03242496288783332,1.1902806594193903e-06,3.4373388087535293e-06,0.00011494417741243604,2.9858804810017943e-05,0.00020053879057893302,0.0010862232033329207,0.0003843353985168974,4.303475969797535e-05,0.0001209700664065726,0.00029444782872783547,1.0574291432889501e-05,9.115796161710953e-09,1.2530000278495062e-07,1.398141355359699e-07,6.953530651328118e-08,1.6809336430268396e-07,3.6680274432812366e-05,2.111635050328156e-06,1.692579454832113e-05,4.041021192480091e-10,1.3992612429918926e-08,5.5389587623183744e-08,1.3545757755139617e-10,9.507363872031332e-08,1.7084131546979472e-07,2.847331505921433e-06,1.0190914270474437e-09,5.105948108979983e-07,4.495738314331465e-12
2.527228798578397e-07,0.2677053545032192,3.76,0.0,0.5918220004286154,0.9955297679714759,0.005594075065046052,1.1405185806962558e-11,9.34978817201198e-10,0.023698358155223274,0.004260102073881498,0.012777716670836246,0.00668800641948546,0.04639683636303447,0.0006310294053817319,0.03347009971766857,1.2045134799672476e-06,3.4810427386285603e-06,0.00012072003726724396,3.1317382859594016e-05,0.00021459218149024047,0.0011071539755412698,0.0003990954363015269,4.548212818512885e-05,0.0001289382846154885,0.0002997162332459079,1.1145984037539603e-05,9.248821021831439e-09,1.364339490922446e-07,1.5469035190433498e-07,7.266864375856344e-08,1.7895594072788559e-07,3.927534492715369e-05,2.1768685133787905e-06,1.8171965795036596e-05,4.3023331587880837e-10,1.497609650536072e-08,5.800634852650651e-08,1.450355934100266e-10,1.0333699732879918e-07,1.8795907131816939e-07,3.0707767505264873e-06,1.062414610037066e-09,5.594089984405938e-07,4.947597921502032e-12
2.559852664635357e-07,0.26778204623125806,3.76,0.0,0.5900452812013127,0.9953835669574879,0.005796828799161316,1.186148459270433e-11,9.579913032757944e-10,0.024004264518023375,0.004309889266275294,0.013075224576104525,0.006787079216083833,0.04778174306658809,0.0006472426635985213,0.03452830824337702,1.218384713882115e-06,3.5249237486646046e-06,0.00012664732209605504,3.2820614846470924e-05,0.00022934855221921752,0.001127942280454849,0.00041426856891432643,4.8015091261995404e-05,0.00013730883830926076,0.0003049465406388016,1.173470613529181e-05,9.380231706109764e-09,1.482879079603765e-07,1.7083353992766572e-07,7.588152464097472e-08,1.9029407237043924e-07,4.2012866356500974e-05,2.2433725765202743e-06,1.9484111685066372e-05,4.5751133305497377e-10,1.6016767553896727e-08,6.071036183344554e-08,1.5509013440659661e-10,1.1217584246768264e-07,2.0648772015432414e-07,3.307348680045251e-06,1.106872696092275e-09,6.119818778206997e-07,5.4366286892769e-12
2.592476530692317e-07,0.26785947754272915,3.76,0.0,0.5882511775200384,0.9952350877998184,0.006003090840485321,1.2332615586785136e-11,9.817213083310788e-10,0.024311583423548794,0.004358463635010583,0.013375779180793938,0.006884782003702234,0.04918134848617255,0.0006635251168035279,0.03559927203210442,1.231893429795164e-06,3.5689717994214645e-06,0.0001327240729666448,3.4368659082921344e-05,0.0002448263096663933,0.0011485822211891397,0.00042985973280325383,5.0634048105758285e-05,0.00014609452489736728,0.00031013779793453696,1.2340315322975527e-05,9.510017127350682e-09,1.6088773596169127e-07,1.8832202959415527e-07,7.917333360837516e-08,2.0211576708419688e-07,4.489798988852536e-05,2.3111366661853063e-06,2.086409307452951e-05,4.85955772731541e-10,1.7116985499038784e-08,6.350310304201614e-08,1.6563257055038062e-10,1.216183198181008e-07,2.26516898845495e-07,3.5575203668982346e-06,1.152460840822893e-09,6.685279360085374e-07,5.9651626493671025e-12
2.6251003967492773e-07,0.26793762909122476,3.76,0.0,0.5864401399439004,0.9950843504598167,0.006212821266015431,1.2819085664041748e-11,1.006194324609894e-09,0.02462024087385475,0.00440582360674136,0.013679367546785134,0.006981105709753885,0.050595211335334796,0.0006798699364427123,0.03668267431939933,1.2450392414698626e-06,3.6131761576450234e-06,0.00013894817324992795,3.596163472585245e-05,0.0002610436302797143,0.0011690684107162862,0.00044587363673807297,5.333931495565444e-05,0.00015530818446206379,0.0003152891686663392,1.2962647916339404e-05,9.638169113377834e-09,1.7425906379061803e-07,2.072367852681328e-07,8.254338844805392e-08,2.1442861313560626e-07,4.7935910385311354e-05,2.3801489120094794e-06,2.2313747418912722e-05,5.155852436205537e-10,1.8279142755488426e-08,6.638601704333249e-08,1.7667397789866586e-10,1.3169320650723048e-07,2.4813999279556767e-07,3.821766355481394e-06,1.1991728062782967e-09,7.292689106935047e-07,6.535625472310239e-12
2.6577242628062375e-07,0.26801648152628127,3.76,0.0,0.5846126202647037,0.9949313751042864,0.006425979212902505,1.332142194990259e-11,1.0314366208098943e-09,0.024930158883130202,0.004451969294573244,0.013985975529129623,0.00707604378132664,0.052022890514409934,0.0006962704582436207,0.0377781985021667,1.2578222766059688e-06,3.657525453684317e-06,0.00014531735960008404,3.7599622289041264e-05,0.00027801844101913315,0.0011893959564406793,0.00046231475598309846,5.613112690686072e-05,0.00016496268743765538,0.0003203999277385964,1.3601520004504623e-05,9.764682235166245e-09,1.884272527843361e-07,2.2766137159351438e-07,8.599094430875639e-08,2.2723976603917425e-07,5.113186044462996e-05,2.450396178448317e-06,2.3834886297646998e-05,5.46417329309109e-10,1.9505661399003807e-08,6.936051607974394e-08,1.8822512118125058e-10,1.4242989384097817e-07,2.7145417765900044e-07,4.100562013336331e-06,1.2470010059567344e-09,7.944337786994965e-07,7.150537204345722e-12
2.6903481288631977e-07,0.26809601551878487,3.76,0.0,0.5827690708919483,0.9947761820662924,0.006642522980493099,1.3840172292350494e-11,1.0574752583930912e-09,0.025241255844358806,0.0044969023944424645,0.014295587749284697,0.007169592034667644,0.053463945684922284,0.0007127201889251387,0.038885528600871695,1.270243145722707e-06,3.7020077384341685e-06,0.00015182923296982204,3.92826642418029e-05,0.0002957684015901227,0.001209560443655903,0.0004791873271141054,5.900963990991189e-05,0.0001750709225629281,0.0003254694561573846,1.4256728543119837e-05,9.889553635715397e-09,2.0341735403642225e-07,2.4968191430900154e-07,8.951519766174438e-08,2.405559370007334e-07,5.4491104353568495e-05,2.5218640997591713e-06,2.5429293075591878e-05,5.784685601072946e-10,2.07989902634218e-08,7.24279777943492e-08,2.0029643788585765e-10,1.5385836955543565e-07,2.9656045590474184e-07,4.394382883892995e-06,1.2959365540528145e-09,8.642587333464629e-07,7.812512871901292e-12
2.722971994920158e-07,0.2681762117851703,3.76,0.0,0.5809099442717879,0.9946187918084819,0.006862410128724559,1.437590570889725e-11,1.0843381064767506e-09,0.025553446889575566,0.004540626082566349,0.014608187573500133,0.007261748505430493,0.054917937807727364,0.0007292128120151689,0.04000434969119771,1.2823029112918626e-06,3.746610539537946e-06,0.00015848126959311539,4.101076568775936e-05,0.0003143108879516291,0.0012295579180466771,0.0004964953434750792,6.197493295242008e-05,0.00018564578513731447,0.0003304972356645922,1.4928052477512378e-05,1.0012782861196996e-08,2.192540701827243e-07,2.7338705619530335e-07,9.311529026225535e-08,2.5438338309483605e-07,5.801893197314588e-05,2.5945371180736005e-06,2.7098720705404583e-05,6.117543889966204e-10,2.2161601973122472e-08,7.558974338102622e-08,2.1289802380999453e-10,1.6600919967225931e-07,3.235636881084582e-07,4.703704042771796e-06,1.345969321059729e-09,9.389871508236361e-07,8.524262943974001e-12
2.755595860977118e-07,0.2682570511098403,3.76,0.0,0.5790356923397936,0.9944592248888838,0.00708559757270276,1.4929212806783467e-11,1.1120538553126613e-09,0.025866644242294446,0.004583144914475088,0.01492375709620469,0.007352513300496861,0.056384429645370944,0.0007457421928110718,0.041134348305570674,1.294003057281994e-06,3.791320916600043e-06,0.00016527083186919757,4.2783895117031474e-05,0.0003336629770949054,0.0012493848673998478,0.0005142425512665157,6.502701039918459e-05,0.0001967001656081094,0.0003354828433135172,1.5615253887234755e-05,1.0134371695065902e-08,2.359617199105498e-07,2.988679083994119e-07,9.679031307030436e-08,2.6872789871852227e-07,6.172065257355751e-05,2.6683985242689663e-06,2.8844889673625173e-05,6.46289170728078e-10,2.3595989916606412e-08,7.884711583840073e-08,2.2603961983635619e-10,1.7891351004226036e-07,3.5257261887761317e-07,5.028999459656124e-06,1.3970879894959326e-09,1.0188695456958662e-06,9.288593661972291e-12
2.7882197270340783e-07,0.26833851436613726,3.76,0.0,0.5771467660072238,0.9942975019291328,0.007312041673318156,1.550070617496192e-11,1.1406520283673094e-09,0.026180757560819258,0.004624464726085959,0.01524227712822235,0.007441888452119293,0.05786298622928966,0.0007623023825202188,0.04227521280508573,1.3053454592587242e-06,3.83612551517882e-06,0.00017219517908510123,4.460198522509339e-05,0.00035384143308312235,0.0012690382026853395,0.000532432446254141,6.816580446678058e-05,0.00020824693851328235,0.00034042594602198497,1.6318079143604473e-05,1.0254323995287512e-08,2.5356420521863134e-07,3.2621799739705067e-07,1.0053931004195272e-07,2.8359480848332805e-07,6.560158863906772e-05,2.743430501386747e-06,3.0669486092448954e-05,6.820861442489054e-10,2.5104665172039298e-08,8.220135832398699e-08,2.397306001450594e-10,1.926029676588298e-07,3.8369989733400206e-07,5.370741367636314e-06,1.4492801109474573e-09,1.1041635157002862e-06,1.0108407236741598e-11
2.8208435930910385e-07,0.26842058253574425,3.76,0.0,0.5752436146803075,0.9941336435850627,0.00754169832378722,1.6091020746745596e-11,1.170162993014502e-09,0.026495694271286396,0.004664592537235626,0.01556372718962765,0.007529877775069284,0.05935317529265437,0.0007788876216207708,0.04342663372252213,1.3163323551720974e-06,3.881010619354166e-06,0.00017925147791904286,4.646493379146491e-05,0.0003748626943338552,0.001288515238663697,0.0005510682710836827,7.139117780877257e-05,0.00022029895180105714,0.00034532629513689617,1.703626007209551e-05,1.0372645535701212e-08,2.720849814302483e-07,3.55533207867237e-07,1.0436128183305789e-07,2.989889618294276e-07,6.96670696613087e-05,2.8196141703567716e-06,3.2574159938142506e-05,7.191574191521989e-10,2.6690153395627787e-08,8.56536926118421e-08,2.5397996196329335e-10,2.0710976181948594e-07,4.170620921001177e-07,5.729399641837465e-06,1.5025321686336934e-09,1.195133676032281e-06,1.0986701901170911e-11
2.8534674591479987e-07,0.2685032367266386,3.76,0.0,0.5733266858119155,0.9939676705195987,0.0077745230320401945,1.6700814132227376e-11,1.2006179698584107e-09,0.026811359889472624,0.004703536458020294,0.015888085507038203,0.007616486727381219,0.060854567669785996,0.0007954923424834505,0.044588304077239876,1.326966316943147e-06,3.9259622026940335e-06,0.00018643681267495614,4.837260461166946e-05,0.0003967428621199999,0.0013078136741666618,0.0005701530131851821,7.470292618875521e-05,0.00023286901654344722,0.0003501837210407554,1.7769515112038197e-05,1.0489343852391828e-08,2.915470299371456e-07,3.869117217535706e-07,1.082551894278184e-07,3.149147289148474e-07,7.39224259394768e-05,2.8969296377569006e-06,3.456052343606908e-05,7.575139653281214e-10,2.8354991680445752e-08,8.920529765761196e-08,2.6879631653698426e-10,2.2246658520730505e-07,4.527797007531757e-07,6.1054411890444525e-06,1.5568296389271459e-09,1.2920515833440683e-06,1.1926571828091701e-11
2.886091325204959e-07,0.2685864581896016,3.76,0.0,0.5713964244848466,0.9937996033778735,0.00801047099890855,1.7330766919719524e-11,1.2320490407129327e-09,0.027127658330577644,0.004741305598233703,0.016215329015133232,0.007701722275191309,0.06236673766318614,0.0008121111712954856,0.04575991966284886,1.3372502229437285e-06,3.970965977472151e-06,0.0001937481952056841,5.0324828476151324e-05,0.00041949769025885345,0.0013269315721863338,0.0005896894032484733,7.810078121965506e-05,0.00024596989705700465,0.00035499812782741416,1.8517550466753552e-05,1.0604428095019373e-08,3.1197283362956853e-07,4.2045395378563796e-07,1.1221995760648893e-07,3.3137599770120593e-07,7.837298240472503e-05,2.9753560453169682e-06,3.6630149591340576e-05,7.971656054016142e-10,3.010172539321945e-08,9.285730826630671e-08,2.8418788141234146e-10,2.3870661495729106e-07,4.909771537283571e-07,6.499329349868236e-06,1.612157051166436e-09,1.3951956497028652e-06,1.2931206919263054e-11
2.918715191261919e-07,0.26867022833335613,3.76,0.0,0.5694532730258614,0.9936294627644857,0.008249497192093481,1.7981582945617442e-11,1.2644891552675186e-09,0.02744449220634792,0.004777909980139771,0.016545433362180045,0.007785592762088531,0.06388926337931246,0.0008287389293280526,0.046941179308616805,1.3471872314468143e-06,4.016007442014038e-06,0.00020118257448844155,5.23214041900914e-05,0.00044314257595444846,0.001345867339898193,0.0006096799142497444,8.158441314897966e-05,0.00025961430144060595,0.0003597694880712524,1.9280061237887806e-05,1.0717908883392747e-08,3.3338435494948153e-07,4.5626248373296984e-07,1.1625447826194885e-07,3.4837617260575904e-07,8.302405248481942e-05,3.0548716208848917e-06,3.878457086330533e-05,8.381210107488345e-10,3.193290499812077e-08,9.661081386083982e-08,3.0016247421846625e-10,2.558634937665901e-07,5.317828126703017e-07,6.911523314831244e-06,1.668498052175508e-09,1.5048510467780435e-06,1.400389245234143e-11
2.951339057318879e-07,0.2687545287383745,3.76,0.0,0.5674976706494936,0.9934572692228122,0.008491556415920786,1.8653989532266436e-11,1.2979721364693907e-09,0.027761763109040587,0.004813360454772215,0.016878372919343656,0.007868107783326117,0.06542172703430403,0.0008453706335887491,0.0481317851156464,1.356780755110513e-06,4.061071926070458e-06,0.00020873684582148317,5.4362099628257046e-05,0.0004676925517541543,0.0013646197087341055,0.00063012676100755,8.515343367082194e-05,0.0002738148725370753,0.00036449783771134645,2.0056732538274898e-05,1.0829798170096617e-08,3.558030164889149e-07,4.944419856636572e-07,1.2035761361262113e-07,3.6591817439612536e-07,8.788093202494308e-05,3.1354537305902265e-06,4.10252779813692e-05,8.803877006758146e-10,3.385108287596892e-08,1.0046685735412736e-07,3.1672750762787025e-10,2.739713111020513e-07,5.753289632495292e-07,7.342477555672684e-06,1.7258354693972043e-09,1.6213096005504816e-06,1.5148008593597875e-11
