Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85)
2.902780947419074e-08,0.28552061726567135,3.76,0.0,0.492973243360027,0.9999272048877497,1.7147157817401227e-05,1.8554693628690878e-12,3.1550040069398807e-09,0.011411292248702843,0.0003851917990689735,0.0007887568560655951,0.0005122079490845454,0.0007428301359848086,2.326736140486138e-05,0.0002437297835355712,4.953410594015912e-08,8.078226569396223e-07,7.510068558423257e-08,1.2898302967360127e-07,3.066284813322026e-08,4.422475656986623e-05,1.5578624954159297e-05,6.289914867047244e-08,1.5652522453340335e-07,1.8183956103717206e-05,2.073522399320767e-09,1.3936646854796717e-09,6.999708666608135e-13,1.4887882799703093e-13,9.654176709912026e-10,7.016091026699538e-11,2.1183960035985963e-08,4.359916046688932e-07,5.889905058281107e-10,1.632760477049107e-13,2.6101328298573288e-11,1.869366017033731e-10,1.3621050555135898e-14,6.278491656259497e-07,3.285550176168469e-12,1.5597314626746593e-10,5.1856079389932e-11,8.768339784849391e-12,1.962846384319753e-16,2.9544383406319367e-18,3.248014386466042e-07,3.615664364997249e-07,3.3677511997044967e-13,5.198310636008812e-13,1.609399791103036e-08,8.697899680338697e-15,8.699073430443053e-13,1.3744429614080269e-14,1.1789786418942024e-14,2.356629318422405e-16,9.021647615825429e-08,3.7378691610368104e-19,3.0621232768463366e-13,6.229857294828753e-16,1.3188999410147758e-12,2.0230105883579444e-17,3.574967608228817e-15,1.5440753215050834e-14,4.2547746059746477e-13,3.101468348183939e-15
2.9466918084183367e-08,0.2855271550626381,3.76,0.0,0.49284427525864943,0.9999246831083055,1.811331317690449e-05,1.9685302455859535e-12,3.2301111921587353e-09,0.011570241468779422,0.00039417264738049245,0.0008120632246523354,0.0005284467187728355,0.0007713776719659495,2.3737091939120478e-05,0.00025523993320440935,5.073834976380832e-08,8.205242795038751e-07,8.093807258919003e-08,1.3334086569587268e-07,3.3288217066342525e-08,4.6054281279730095e-05,1.606062377853572e-05,6.707258237711435e-08,1.6709679344714636e-07,1.887000038193167e-05,2.2557767569236395e-09,1.4263091996967915e-09,7.961929646171054e-13,1.7014065607808878e-13,9.897734680574e-10,7.638291916783795e-11,2.2664409360369653e-08,4.429116864198265e-07,6.50300978351549e-10,1.7719767897984705e-13,2.7522817880078176e-11,1.9689736688044128e-10,1.502284375282698e-14,6.680078401532075e-07,3.670984835324154e-12,1.722949843840511e-10,5.38588688295878e-11,9.821317424342358e-12,2.1944731963825305e-16,3.27047363669276e-18,3.4037137965288256e-07,3.7902915619777386e-07,3.547184716671881e-13,5.455157085048766e-13,1.6876027356064203e-08,9.608327596049149e-15,9.4348591699956e-13,1.5930491930188332e-14,1.320939482863412e-14,2.640094227575094e-16,9.468827364652957e-08,4.3414959696745045e-19,3.363075912170601e-13,6.976244744823282e-16,1.4528439181111358e-12,2.2680216247201245e-17,3.950422001241321e-15,1.7438740330675972e-14,4.830904012790617e-13,3.5251138125734223e-15
2.9906026694176e-08,0.28553372668302274,3.76,0.0,0.49271459773579906,0.9999220995166935,1.911907983858831e-05,2.087153721300673e-12,3.307278887694039e-09,0.011728796274408516,0.0004032344555779594,0.000835686664780259,0.0005449382085803076,0.0008005858015568177,2.4212029626096835e-05,0.0002671101121629287,5.195377074355025e-08,8.331939067721116e-07,8.713726482840786e-08,1.3779134919324868e-07,3.6100618338956285e-08,4.7930844645309665e-05,1.6550254440003777e-05,7.145804380886346e-08,1.7821469519405976e-07,1.9570133223483366e-05,2.4509891685188837e-09,1.459248904733524e-09,9.04035996540463e-13,1.9408074833980377e-13,1.0144665519584076e-09,8.306019507855746e-11,2.4224666595836684e-08,4.4982988125445615e-07,7.169603415545383e-10,1.921057030932565e-13,2.899869683566251e-11,2.07227744894038e-10,1.6545194425457996e-14,7.1010121340778e-07,4.0954019053707795e-12,1.9006085513250963e-10,5.5908311829435544e-11,1.0983396322817845e-11,2.4496792535849783e-16,3.615139779345267e-18,3.5643518565495344e-07,3.970600095171284e-07,3.7331552010748745e-13,5.720571273097498e-13,1.7683652985651096e-08,1.0598625448341284e-14,1.0221410831898415e-12,1.843047220199843e-14,1.477588790031604e-14,2.9528570215492616e-16,9.930668659069603e-08,5.033147488028047e-19,3.688716415210162e-13,7.799504281468781e-16,1.5981623607241687e-12,2.5396080059212063e-17,4.3592098924391075e-15,1.966031111494348e-14,5.475208360026408e-13,3.9993288506252484e-15
3.034513530416862e-08,0.2855403324324741,3.76,0.0,0.49258420507686324,0.9999194532461605,2.0165464149337625e-05,2.21160079131761e-12,3.3866211430777407e-09,0.011886957386698706,0.00041237705128695614,0.0008596262249229456,0.0005616820421497555,0.0008304604253608789,2.4692244699381106e-05,0.0002793457702001757,5.318034350233581e-08,8.45831563978602e-07,9.371503867442891e-08,1.4233577735801618e-07,3.911077645695229e-08,4.985483856255639e-05,1.7047541226515297e-05,7.606315822963625e-08,1.898984658094292e-07,2.0284367648089457e-05,2.6598635916671834e-09,1.4924832008315611e-09,1.0247135363720156e-12,2.2099248353749093e-13,1.0395029275888593e-09,9.02191028586239e-11,2.586783552160076e-08,4.5674642336454943e-07,7.893461493291812e-10,2.080559040960904e-13,3.05302167041066e-11,2.1793566907676564e-10,1.8196451484278127e-14,7.54192075839777e-07,4.562131509887452e-12,2.0937560088170078e-10,5.8004836925930436e-11,1.2264127948867168e-11,2.7304942438139276e-16,3.990575373056431e-18,3.7300023443596094e-07,4.156681554201603e-07,3.9257859284780816e-13,5.994695764674332e-13,1.851728976330666e-08,1.1674462881723491e-14,1.1061495362336346e-12,2.1284677560808963e-14,1.6502035652485682e-14,3.2974619742989317e-16,1.040740716052092e-07,5.824304917614202e-19,4.0406846792875737e-13,8.706291611168203e-16,1.7556351872815288e-12,2.840309286272208e-17,4.803759501472635e-15,2.212665889820895e-14,6.19462096942631e-13,4.5293012928875175e-15
3.078424391416125e-08,0.285546972616004,3.76,0.0,0.49245309157488365,0.9999167434300722,2.1253480528275314e-05,2.3421475975745395e-12,3.4682559536802677e-09,0.012044725536957722,0.00042160026043775703,0.0008838809543564906,0.0005786778404899815,0.0008610074302645868,2.5177807094221493e-05,0.0002919523446095146,5.441804261434158e-08,8.584372797327569e-07,1.0068868460698658e-07,1.469754704789117e-07,4.232988388799523e-08,5.1826645712650905e-05,1.755250913100287e-05,8.08957212264633e-08,2.0216802388613492e-07,2.1012714803108656e-05,2.8831302221046977e-09,1.526011484252414e-09,1.1595463283979218e-12,2.511966568972944e-13,1.0648888034808805e-09,9.788713114762622e-11,2.7597099207259834e-08,4.636615497049106e-07,8.678563253371219e-10,2.2510640929386298e-13,3.2118641673804847e-11,2.290291232815612e-10,1.99854020185671e-14,8.003442265376277e-07,5.0747371358444786e-12,2.3035002480867154e-10,6.014887241870284e-11,1.3673749329299586e-11,3.0390914839248483e-16,4.3990459230084515e-18,3.900738664641872e-07,4.3486271445036945e-07,4.1251998321136224e-13,6.277672542373524e-13,1.937735087411037e-08,1.284181730746359e-14,1.1957994955974068e-12,2.4537982883620767e-14,1.8401511753998215e-14,3.6766331919266997e-16,1.0899278294183652e-07,6.727771768180073e-19,4.420705129625579e-13,9.703731761869002e-16,1.926083217157575e-12,3.172873176388272e-17,5.286637526444118e-15,2.486062980456417e-14,6.996667682082151e-13,5.120666206041968e-15
3.1223352524153875e-08,0.2855536475379811,3.76,0.0,0.49232125153098166,0.9999139692019243,2.2384151265644783e-05,2.479086304981982e-12,3.5523053172675155e-09,0.012202101466793713,0.00043090390692883293,0.000908449903160667,0.0005959252219067239,0.0008922326892741127,2.566878644519829e-05,0.0003049352600841902,5.5666842540529424e-08,8.710110856707004e-07,1.0807601445547335e-07,1.517117720513838e-07,4.576961492273025e-08,5.384663965906625e-05,1.806518384986894e-05,8.596370068597156e-08,2.1504367197866616e-07,2.175518405703332e-05,3.1215459972826226e-09,1.5598331460365043e-09,1.3099700257473455e-12,2.8504360699759566e-13,1.0906305939100103e-09,1.060929224212344e-10,2.941572128933805e-08,4.70575499947414e-07,9.529099175947366e-10,2.4331775155111883e-13,3.3765248715527024e-11,2.405161413606484e-10,2.1921286790639722e-14,8.486224689002322e-07,5.637028457696118e-12,2.5310113467938306e-10,6.234084639263025e-11,1.522322152126478e-11,3.377795926245192e-16,4.842949515165985e-18,4.0766338431021886e-07,4.546527675421898e-07,4.331519479000633e-13,6.569642986453882e-13,2.026424766902501e-08,1.410698539801526e-14,1.2913910665349444e-12,2.8240279476980485e-14,2.0488943080277393e-14,4.093284462667313e-16,1.1406517254072423e-07,7.75780595660394e-19,4.830589903319041e-13,1.0799444747600158e-15,2.1103696653514295e-12,3.540269563099035e-17,5.810554820678724e-15,2.7886824240146156e-14,7.889508068946986e-13,5.779537273954247e-15
3.16624611341465e-08,0.2855603575021221,3.76,0.0,0.4921886792547806,0.999911129695353,2.3558506323769414e-05,2.6227260162076293e-12,3.638895289833765e-09,0.012359085928214886,0.00044028781231946433,0.0009333321222204352,0.0006134238019130033,0.0009241420613281829,2.6165252083833626e-05,0.0003182999286108071,5.6926717569844946e-08,8.835530161540945e-07,1.1589536857938383e-07,1.5654604888830748e-07,4.9442139733260363e-08,5.5915184946815325e-05,1.8585591781450143e-05,9.127523878610207e-08,2.285460980417065e-07,2.2511783088289653e-05,3.375895098089013e-09,1.5939475708722047e-09,1.477543360372734e-12,3.2291547395422713e-13,1.116734921049973e-09,1.1486630330001233e-10,3.1327047267892895e-08,4.774885164365266e-07,1.044947867494007e-09,2.6275293212271396e-13,3.547132772111966e-11,2.524048066451622e-10,2.4013815994399795e-14,8.990926061771387e-07,6.253074672467769e-12,2.777523924661232e-10,6.458118673910648e-11,1.6924269632887426e-11,3.7490924923700185e-16,5.3248226765143785e-18,4.25776052070593e-07,4.750473548717168e-07,4.544867047069643e-13,6.870747855165992e-13,2.1178389611134213e-08,1.5476594806338344e-14,1.3932366095530902e-12,3.244696097872662e-14,2.2779961197984094e-14,4.550529489666489e-16,1.1929359008509653e-07,8.930263061065232e-19,5.27224210934366e-13,1.2001572229626098e-15,2.3094016686810752e-12,3.945705251099165e-17,6.3783722053503765e-15,3.123170293479509e-14,8.881978860913527e-13,6.512539884245761e-15
3.210156974413913e-08,0.28556710281148273,3.76,0.0,0.4920553690648222,0.999908224044146,2.477758314013179e-05,2.7733937192766645e-12,3.728156040670989e-09,0.012515679683727413,0.000449751795548846,0.0009585266632277929,0.0006311731931214294,0.000956741391089075,2.6667273036136303e-05,0.000332051749360315,5.819764176554712e-08,8.960631080099416e-07,1.2416562298439303e-07,1.6147969123108258e-07,5.336013862731352e-08,5.803263720355374e-05,1.9113760024460957e-05,9.683865400253799e-08,2.4269637690530077e-07,2.3282517969514592e-05,3.6469894485996447e-09,1.6283541360649204e-09,1.6639567609700588e-12,3.652285948957662e-13,1.1432086171683104e-09,1.2423831510228767e-10,3.333450582332856e-08,4.844008441460705e-07,1.1444337932096275e-09,2.834774839937977e-13,3.723818164827447e-11,2.647032514255974e-10,2.6273185275437625e-14,9.518214368812329e-07,6.927218358267604e-12,3.0443396981692907e-10,6.687032117666392e-11,1.8789424428588038e-11,4.155634742741606e-16,5.847346419540079e-18,4.4441909479728697e-07,4.960554747455415e-07,4.765364303232683e-13,7.181127265766492e-13,2.2120184223665245e-08,1.6957616109729152e-14,1.5016611185055983e-12,3.7219448980430295e-14,2.529125582071392e-14,5.051692514987692e-16,1.2468038305949587e-07,1.0262751495414457e-18,5.747659169827048e-13,1.3318805196182114e-15,2.524131843722616e-12,4.3926394508236187e-17,6.993106418282327e-15,3.492369766395477e-14,9.983639683002408e-13,7.326845985997574e-15
3.297978696412438e-08,0.2855807006747132,3.76,0.0,0.4917865122648651,0.9999022108438128,2.7354088012407244e-05,3.0972164757792772e-12,3.915231443780085e-09,0.01282769818011238,0.00046891925671589554,0.001009848921902747,0.000667422844305219,0.0010240332295604546,2.7688255442864252e-05,0.00036073837945098066,6.077253250148835e-08,9.209879342325827e-07,1.4213705695177875e-07,1.7165075121193302e-07,6.198591794042709e-08,6.241564116807468e-05,2.0193489332012625e-05,1.0875528334717908e-07,2.73026735946542e-07,2.4866412008351087e-05,4.242803288731788e-09,1.698041154476993e-09,2.1007801013305858e-12,4.650306827059704e-13,1.1972925093926736e-09,1.4490865540995953e-10,3.765195938295405e-08,4.9822442601819e-07,1.3677222653446216e-09,3.2906987617284473e-13,4.095949234913975e-11,2.905622503135139e-10,3.133575236617175e-14,1.0643273202565071e-06,8.468623653655876e-12,3.644439067668016e-10,7.15966824524687e-11,2.3066470621266625e-11,5.085969041387982e-16,7.025829978319941e-18,4.833250067578777e-07,5.399480896628065e-07,5.228292769066877e-13,7.830266868678974e-13,2.4088351557032738e-08,2.0283565112465336e-14,1.739612518211274e-12,4.8741235568081496e-14,3.104706161162593e-14,6.200189247993015e-16,1.3593847462500503e-07,1.3488075437117079e-18,6.808269896641885e-13,1.6336272757906636e-15,3.004734219020831e-12,5.4262017024679984e-17,8.37620885684323e-15,4.347332729747723e-14,1.2556681733302604e-12,9.231016110844137e-15
3.377018246211111e-08,0.2855930626586033,3.76,0.0,0.4915419606806278,0.9998965640625698,2.983644459562546e-05,3.41637464696952e-12,4.094125344431977e-09,0.013107186480415211,0.00048644195931864714,0.0010570975989535,0.0007009013543788637,0.0010870138724015036,2.8626824904818098e-05,0.0003879343051938821,6.312745585301032e-08,9.433118023510213e-07,1.6005400530561288e-07,1.8115896575624461e-07,7.072680946761705e-08,6.653099530401004e-05,2.1192072112065925e-05,1.204288017831524e-07,3.0275911382459166e-07,2.634029202690916e-05,4.845035289212924e-09,1.7617521615744958e-09,2.5783410320869384e-12,5.750117143911139e-13,1.247304176598051e-09,1.6589664916197777e-10,4.190258833389103e-08,5.106658040140853e-07,1.599297808375134e-09,3.752242076714509e-13,4.452986646693342e-11,3.1531936241585997e-10,3.657545908678375e-14,1.173997677696487e-06,1.0104265345356589e-11,4.268491747953465e-10,7.602157142666699e-11,2.7620827427119223e-11,6.074210219916134e-16,8.255568743755524e-18,5.202258723300644e-07,5.81639100824358e-07,5.670592746102331e-13,8.447603341113992e-13,2.5958321099775607e-08,2.3735333168963198e-14,1.979801696443297e-12,6.180663301558749e-14,3.7171731471104405e-14,7.422093321386083e-16,1.4663590821056403e-07,1.71569638405829e-18,7.900387341463629e-13,1.9545126344328258e-15,3.501508851945146e-12,6.538794493717344e-17,9.815131079192418e-15,5.2684910044451424e-14,1.5358310838721278e-12,1.1307307962897413e-14
3.456057796009784e-08,0.2856055438427477,3.76,0.0,0.4912949303488378,0.9998906895096505,3.24801552042114e-05,3.764313606200756e-12,4.283890607226025e-09,0.013385421241865888,0.0005042211535707961,0.001105343488181452,0.0007351863211594111,0.001152320195820941,2.9584452838487015e-05,0.00041646797410475536,6.551776006722946e-08,9.655331779793038e-07,1.7975064999185957e-07,1.9101182819080121e-07,8.048510556553315e-08,7.080994213616127e-05,2.2216251583871336e-05,1.3305604388083374e-07,3.349361373788548e-07,2.786000125916213e-05,5.5154693195700006e-09,1.8263995908060108e-09,3.1502661849227103e-12,7.07705409135603e-13,1.2986286954241414e-09,1.8936575845165094e-10,4.6521955085025895e-08,5.231088759935656e-07,1.863337326486693e-09,4.2669778232389376e-13,4.8318028745827276e-11,3.415328164814106e-10,4.2538226911913915e-14,1.2920700307241333e-06,1.2009756007421657e-11,4.981920449686696e-10,8.06111993258668e-11,3.294334423779275e-11,7.226615243779904e-16,9.665993944319348e-18,5.589556729836179e-07,6.254558750795201e-07,6.137930507043124e-13,9.09713725723161e-13,2.792412927236526e-08,2.7673466412021102e-14,2.2469802717955507e-12,7.800114647101084e-14,4.432410149533194e-14,8.848821892017576e-16,1.5788289266666916e-07,2.1717608334970936e-18,9.137648407718343e-13,2.329034039943697e-15,4.066210903092664e-12,7.852980551887549e-17,1.1460764598839383e-14,6.356616243674033e-14,1.8700790472120983e-12,1.3787633810822741e-14
3.535097345808457e-08,0.2856181459689976,3.76,0.0,0.4910453885116029,0.9998845821405028,3.5291515309351984e-05,4.14372424572389e-12,4.485442059113409e-09,0.013662407303246379,0.000522255659589818,0.0011545810886006418,0.0007702753615339075,0.0012199857355972615,3.0561530409619344e-05,0.00044637039520307087,6.794328016086115e-08,9.876523416439004e-07,2.0135735629409478e-07,2.01218308265135e-07,9.135515231275606e-08,7.525424700520933e-05,2.326621090184117e-05,1.466921669904138e-07,3.696949131018671e-07,2.9425526655163257e-05,6.259908684511052e-09,1.89197943730084e-09,3.832490611079825e-12,8.671478355839494e-13,1.3513138067673635e-09,2.1554504684562797e-10,5.153324442787112e-08,5.355551603260178e-07,2.1634730642350975e-09,4.839728514849896e-13,5.233207190073408e-11,3.6925174231116206e-10,4.93032755241923e-14,1.4189692875025804e-06,1.4222335643037551e-11,5.795101103045992e-10,8.536805694983234e-11,3.914232681837909e-11,8.566030509522486e-16,1.1278833833790217e-17,5.995550600215194e-07,6.714492420698988e-07,6.630998743962263e-13,9.779660315433755e-13,2.9988076314400255e-08,3.215267282123158e-14,2.543553499985258e-12,9.79871809052632e-14,5.2647575183842585e-14,1.0508926372255031e-15,1.6969304794915618e-07,2.736163558655059e-18,1.0535583523380967e-12,2.7646506101375185e-15,4.706257662200509e-12,9.400398384119436e-17,1.3337174766185714e-14,7.637058537861726e-14,2.2672958768248144e-12,1.6738885139835266e-14
3.61413689560713e-08,0.2856308707713876,3.76,0.0,0.4907933025370155,0.9998782369132715,3.82768839098802e-05,4.557572607116018e-12,4.699741797178516e-09,0.013938149620721634,0.0005405442544981034,0.0012048049079587985,0.0008061660492812541,0.001290043855165873,3.1558445358828726e-05,0.0004776724330842618,7.040384583803048e-08,1.0096695883140197e-06,2.2501065512455627e-07,2.1178763059119368e-07,1.0343785433890936e-07,7.986559004550598e-05,2.434214044482107e-05,1.613943437342974e-07,4.071767410093185e-07,3.103684364203816e-05,7.084486937411894e-09,1.958487562531466e-09,4.643194729431052e-12,1.057980236365326e-12,1.4054096392487114e-09,2.446788412963328e-10,5.696062657268613e-08,5.480061997923287e-07,2.5036427575567704e-09,5.475634523740649e-13,5.658023962086152e-11,3.9852574270003613e-10,5.695628716371161e-14,1.5551303979264757e-06,1.6783416219076275e-11,6.71933827236446e-10,9.029463483874844e-11,4.6338450247333803e-11,1.0117891078051174e-15,1.3117884355911418e-17,6.42064230980483e-07,7.196695140154752e-07,7.150484355666063e-13,1.049595616390798e-12,3.215243845797686e-08,3.723229071651516e-14,2.8720925224205443e-12,1.2254941306135512e-13,6.230166104800886e-14,1.243416115993269e-15,1.8207997676396074e-07,3.4316593082957057e-18,1.211100946862866e-12,3.26965675775082e-15,5.429679459056594e-12,1.1216859539734984e-16,1.547058585857152e-14,9.138298065924446e-14,2.7375794227791632e-12,2.0237166971147715e-14
3.693176445405803e-08,0.28564371997551813,3.76,0.0,0.49053863992669683,0.9998716487891104,4.1442680188370845e-05,5.0091236098987715e-12,4.927800073089153e-09,0.014212653269368374,0.0005590856699930905,0.0012560094628265342,0.0008428559115188693,0.0013625277392344416,3.257558194472846e-05,0.0005104048052214776,7.289928103222108e-08,1.0315852260848437e-06,2.5085336451310617e-07,2.2272927674794047e-07,1.1684097574970217e-07,8.46455681910284e-05,2.5444237785561863e-05,1.7722180192452878e-07,4.47527149996382e-07,3.2693917088341595e-05,7.995676857169172e-09,2.0259196856758927e-09,5.603058013396482e-12,1.285523242071779e-12,1.4609687525691014e-09,2.770273426372182e-10,6.282928554773122e-08,5.604635608656447e-07,2.8881068172390475e-09,6.180166742195365e-13,6.107093044638605e-11,4.294048839148492e-10,6.55897516725836e-14,1.7009982483682881e-06,1.9738943129190162e-11,7.766923388398298e-10,9.539342364969532e-11,5.466584466714316e-11,1.1910448965398916e-15,1.5209158448946633e-17,6.865229195834286e-07,7.701664694156913e-07,7.697068151618646e-13,1.1246800126048015e-12,3.4419467164945074e-08,4.29765520028061e-14,3.235343040328265e-12,1.5261403707240167e-13,7.346335140632938e-14,1.465975761343483e-15,1.9505726624215826e-07,4.285169395534455e-18,1.388210733267835e-12,3.8532535656101865e-15,6.245154677738014e-12,1.3342789232294748e-16,1.7889516623811e-14,1.089224481381225e-13,3.292374852989584e-12,2.4368817420607864e-14
3.7722159952044756e-08,0.2856566952984548,3.76,0.0,0.4902813683233266,0.9998648127325213,4.479538024449516e-05,5.501966000388676e-12,5.170676141463305e-09,0.014485923444630502,0.0005778785902677815,0.001308189278696796,0.0008803424250585285,0.0014374703870901925,3.361332088515124e-05,0.0005445980791148763,7.542940351556786e-08,1.0533995751856004e-06,2.7903470802119436e-07,2.340529873739175e-07,1.3167944710430105e-07,8.959569716610794e-05,2.6572707660269927e-05,1.9423586477969065e-07,4.908959349136538e-07,3.4396702167723075e-05,9.000299301974683e-09,2.0942713762941233e-09,6.735534444478041e-12,1.555858300011493e-12,1.518046180395265e-09,3.128672417652465e-10,6.91654483285049e-08,5.72928833001066e-07,3.3214659820817985e-09,6.959139362483085e-13,6.58127019075331e-11,4.6193968629470103e-10,7.530331992094007e-14,1.8570275531438102e-06,2.313977931249676e-11,8.951194998229993e-10,1.0066691454784847e-10,6.427324874575227e-11,1.3975016246121357e-15,1.7581043734276973e-17,7.329703858330217e-07,8.229893374497837e-07,8.2714245729128e-13,1.2032958938099108e-12,3.67913883965274e-08,4.945485295271038e-14,3.636234326214091e-12,1.8927055480223675e-13,8.632858755307859e-14,1.7224715263434986e-15,2.0863848973451398e-07,5.328433465632749e-18,1.586850369929571e-12,4.525624659783227e-15,7.162045937334198e-12,1.5823702855698151e-16,2.0624920495855065e-14,1.293455896154982e-13,3.944619252985946e-12,2.923151446759686e-14
3.8512555450031486e-08,0.2856697984482694,3.76,0.0,0.4900214555181653,0.9998577237117126,4.8341513902989834e-05,6.0400385214158164e-12,5.429479070840689e-09,0.01475796546370009,0.0005969216502285115,0.001361338890094084,0.0009186230127131979,0.0015149046056437872,3.4672039296601966e-05,0.0005802826692913609,7.799402456510205e-08,1.075112967246857e-06,3.097104299617661e-07,2.4576876424332363e-07,1.4807567816302619e-07,9.471741345394368e-05,2.7727761938290145e-05,2.1249999139233134e-07,5.374371953715653e-07,3.614514513191863e-05,1.0105531932360352e-08,2.1635380481169866e-09,8.067150597527734e-12,1.8759166987181973e-12,1.576699472686026e-09,3.524923400779869e-10,7.599641468397214e-08,5.854036279332143e-07,3.8086794248676845e-09,7.818722748412351e-13,7.081427493600047e-11,4.961811149519101e-10,8.620416475047571e-14,2.0236827428960106e-06,2.7042112373469654e-11,1.0286600980325741e-09,1.0611759960731153e-10,7.532523149432769e-11,1.634622317043361e-15,2.0264467818202172e-17,7.814454062497358e-07,8.781867830207138e-07,8.87422142832824e-13,1.2855190497976255e-12,3.92704019129095e-08,5.674203228752677e-14,4.077888563157877e-12,2.3379633856182206e-13,1.0111380904862484e-13,2.0172109420592296e-15,2.228372087275039e-07,6.598745448217071e-18,1.8091355199551086e-12,5.298016323477743e-15,8.190437454150006e-12,1.8710719048451665e-16,2.3710330372078736e-14,1.5304992686101736e-13,4.708897993201153e-12,3.493547355908394e-14
3.9302950948018216e-08,0.28568303112375376,3.76,0.0,0.48975886945857866,0.9998503766989821,5.208766159693997e-05,6.627657324257116e-12,5.705368515828607e-09,0.015028784766820265,0.0006162134339791049,0.0014154528406934053,0.0009576950395861821,0.0015948630022351745,3.5752110631995406e-05,0.0006174888341514298,8.059294867989857e-08,1.0967257447818758e-06,3.430429072368187e-07,2.5788687232134066e-07,1.6615987639719053e-07,0.00010001207623654064,2.890961959193788e-05,2.3207981741870612e-07,5.873093763370479e-07,3.793918399764339e-05,1.13189177923882e-08,2.233714953830398e-09,9.627827812203654e-12,2.253576789766948e-12,1.636988737365642e-09,3.962141732305118e-10,8.33505877566489e-08,5.978895789804332e-07,4.355083315095772e-09,8.765456376898528e-13,7.608453854945e-11,5.32180570588468e-10,9.840734958791467e-14,2.201437849937324e-06,3.150788591282701e-11,1.1788762754649791e-09,1.1174797222726197e-10,8.800348588733105e-11,1.9062292192255196e-15,2.3293072106340083e-17,8.319862642620265e-07,9.358068924151161e-07,9.506119644547825e-13,1.3714243624766603e-12,4.185868060145471e-08,6.491865663992723e-14,4.563630501340142e-12,2.876842708976883e-13,1.180575868972622e-13,2.354941546917668e-15,2.3766697488587896e-07,8.139783304383423e-18,2.057343646511013e-12,6.182821952098008e-15,9.341173609548392e-12,2.2061109813269255e-16,2.7182008010009057e-14,1.8047754442995476e-13,5.601613687401697e-12,4.160474250336009e-14
4.0093346446004945e-08,0.2856963950140414,3.76,0.0,0.48949357825557277,0.9998427666711223,5.604045132412214e-05,7.269544611159592e-12,5.9995554495980396e-09,0.015298386918508228,0.000635752473520125,0.0014705256834485181,0.0009975558093842406,0.0016773779772446332,3.6853904616818785e-05,0.0006562466726651726,8.322597333910913e-08,1.118238260812012e-06,3.792012576651029e-07,2.704178417940053e-07,1.8607037100465672e-07,0.00010548096929917048,3.011850666649992e-05,2.530431959419489e-07,6.40675310531426e-07,3.9778749156748576e-05,1.2648373739883117e-08,2.3047971806603205e-09,1.1451229444336477e-11,2.6977698760657132e-12,1.6989766810956927e-09,4.4436263798872743e-10,9.125750536659282e-08,6.103883403538652e-07,4.966409824138187e-09,9.806261843066501e-13,8.163255481564834e-11,5.699898804598059e-10,1.120362047716983e-13,2.3907763907320696e-06,3.6605255640793147e-11,1.347454144219208e-09,1.1756052757134477e-10,1.0250819566316601e-10,2.2165328406230436e-15,2.6703395088050312e-17,8.846307407509563e-07,9.958971595205113e-07,1.0167773028760992e-12,1.4610857827787768e-12,4.4558369830613316e-08,7.407131325498653e-14,5.0969974396836505e-12,3.5267374676180055e-13,1.3742234559738786e-13,2.740885106230273e-15,2.531413322237586e-07,1.0002541405883931e-17,2.3339231511973965e-12,7.193671194888955e-15,1.0625898721419169e-11,2.593889011693722e-16,3.107909792292535e-14,2.1211896316267342e-13,6.641168312305613e-12,4.937859800175449e-14
