Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85)
1.1614582482089352e-05,0.33063861159665997,3.76,0.0,6.157548970969721e-05,0.020930546427804016,0.9236615889152221,1.6929315013745453e-05,2.0688516755590788e-05,0.005774530808739335,1.7741717133158654e-06,0.008252172203612946,0.021323942695982697,0.0009126639967920758,3.481923768421242e-05,0.4528458653338283,4.540869935260317e-12,8.213975488703309e-09,6.373291847968066e-05,6.455114553285264e-07,0.08136202533910789,0.004708184058133863,0.00019103786588723054,2.600796248408464e-05,0.6060754609353536,0.00018609350314694609,1.1639035873549337e-07,3.1216002281916655e-11,5.768146707087714e-05,9.274562869080914e-05,2.890510856442456e-09,4.7736683558778147e-08,1.8191708561537158e-05,4.228245307877533e-08,0.0008495907340865681,1.0427256592475839e-10,5.454617760806509e-09,3.760743716681545e-09,1.7498143717206727e-08,0.21113838023313714,0.00015271305480208058,3.103911055864268e-06,5.03897097846702e-10,0.00011882613057344313,2.1705021926220795e-08,9.052359296380797e-11,1.2754242578895066e-05,0.00015717885471130426,3.7713331623068635e-12,4.425567826621958e-12,1.3566917807119426e-07,3.181666808314954e-08,7.788618212733041e-09,0.00034704620047480955,8.344958095367038e-11,1.6530723223827839e-12,1.5142299437207414e-05,1.1324361081564652e-08,3.066187670164722e-08,4.509170565135751e-12,1.0386058158439297e-07,9.939199864844503e-10,1.3204626948475571e-12,1.878673021621986e-09,4.0907577591891103e-07,3.2196398840421195e-09
1.165355444636075e-05,0.33063688083930265,3.76,0.0,6.150968645033154e-05,0.020790710147689226,0.9237323719532249,1.670733610152222e-05,2.0461182502834808e-05,0.005757696951916076,1.7635959752674818e-06,0.008252443232575232,0.021205266733025748,0.0009107435138526685,3.455875533948207e-05,0.4529549854291678,4.484001982270183e-12,8.135329821378454e-09,6.333571856430096e-05,6.396873728861303e-07,0.08129149812369502,0.004679680151465049,0.00018990624679711068,2.5743377000264073e-05,0.6061791642636479,0.00018387505054643893,1.1512019617087656e-07,3.096093222266693e-11,5.727104438596117e-05,9.205913034071113e-05,2.8669606552843155e-09,4.7341906100518106e-08,1.810243129527619e-05,4.189958718524907e-08,0.0008477893944477121,1.0343115631987646e-10,5.397824546443567e-09,3.722042319868624e-09,1.7397589489940707e-08,0.21120854558539373,0.00015269915011887947,3.0883696584310358e-06,4.985925223087254e-10,0.00011885757385095917,2.1607828658332736e-08,8.939300333027141e-11,1.2645645287945274e-05,0.0001562900188339591,3.724921644498985e-12,4.371130578190646e-12,1.3404789393011607e-07,3.1542199717523356e-08,7.753295810221984e-09,0.00034625674643477155,8.289191612779057e-11,1.6420227290817608e-12,1.5051093585428639e-05,1.1298594543424481e-08,3.050770508755034e-08,4.4789793526619205e-12,1.0320903339272032e-07,9.865406006257147e-10,1.3050799603713443e-12,1.8666641613566823e-09,4.0873280282627903e-07,3.2169249963212015e-09
1.1692526410632147e-05,0.3306351624610212,3.76,0.0,6.144467296716221e-05,0.02065260653950717,0.9238019095043946,1.648828107248812e-05,2.023670060441872e-05,0.005740987476483398,1.7531215091880877e-06,0.008252838425664466,0.021087519517046717,0.0009088402405300108,3.4301513389292716e-05,0.4530634613601107,4.428113988989529e-12,8.057854251295008e-09,6.29422047732482e-05,6.339421216254776e-07,0.08122170514011108,0.004651428566045959,0.00018878548727024283,2.548227741333746e-05,0.6062815827048356,0.00018169003668983135,1.1387000634228188e-07,3.070892491807052e-11,5.686511073593635e-05,9.138060874545024e-05,2.843692305691708e-09,4.695207826734088e-08,1.801397582928921e-05,4.152185213661512e-08,0.0008460082428666539,1.0260018549201119e-10,5.341803921080536e-09,3.6838666463884118e-09,1.7298537219275432e-08,0.2112780759557283,0.00015268898074487244,3.0729862243889216e-06,4.933636613344808e-10,0.00011889155462744656,2.1512201434233147e-08,8.828077398322892e-11,1.2538352681798004e-05,0.0001554073909415097,3.679251728183993e-12,4.3175627902744365e-12,1.3245218244769535e-07,3.127205252853195e-08,7.718368811889476e-09,0.0003454813039854014,8.234189633022798e-11,1.6311246251595922e-12,1.496106229396756e-05,1.1273285326197908e-08,3.03552522803107e-08,4.449196294847874e-12,1.0256544813739432e-07,9.792453945675623e-10,1.2899599019650284e-12,1.8548239385952695e-09,4.084054119841545e-07,3.2143328880824633e-09
1.1731498374903544e-05,0.3306334563626922,3.76,0.0,6.1380426454333e-05,0.02051620711896851,0.9238702249099776,1.627211754324694e-05,2.0015033150568737e-05,0.005724400607959197,1.7427467755158352e-06,0.008253355729102178,0.020970693139314447,0.0009069538702718614,3.404745815961974e-05,0.45317129498604836,4.373184462273734e-12,7.981525835118842e-09,6.255233282458734e-05,6.282743640832414e-07,0.08115263538373209,0.004623426627236132,0.00018767543963643825,2.522460834403118e-05,0.6063827368975435,0.00017953787564080128,1.1263939275335977e-07,3.0459930786027236e-11,5.646360198500597e-05,9.070994120321378e-05,2.8207012626717506e-09,4.656711647679407e-08,1.792632914775826e-05,4.114915771869116e-08,0.0008442469670173373,1.0177947763876937e-10,5.286542593330397e-09,3.6462076329240172e-09,1.720095913808026e-08,0.21134697984365372,0.00015268247643699244,3.0577582474945927e-06,4.882092574583508e-10,0.00011892802625030252,2.1418110554584382e-08,8.718655169801408e-11,1.2432344407082657e-05,0.0001545309228500119,3.6343090039411363e-12,4.264847552644368e-12,1.30881549466838e-07,3.100614465023914e-08,7.683830548939873e-09,0.00034471961502392594,8.179937363792299e-11,1.6203750793186752e-12,1.4872188190781375e-05,1.1248425005256467e-08,3.0204489231529174e-08,4.4198135502298835e-12,1.0192968770313639e-07,9.720331081576947e-10,1.2750967367933751e-12,1.843149017579599e-09,4.080933147698644e-07,3.211861284548093e-09
1.1770470339174941e-05,0.33063176244570386,3.76,0.0,6.131692462599832e-05,0.020381483967675824,0.923937341012115,1.6058813206690427e-05,1.9796142718570917e-05,0.005707934606427083,1.7324702672997457e-06,0.008253993126520281,0.020854779741663672,0.0009050841030424667,3.379653705444174e-05,0.45327848825311917,4.3191924749417105e-12,7.906322171311677e-09,6.216605909945286e-05,6.226827895327115e-07,0.08108427805267622,0.004595671690335734,0.00018657595891479682,2.4970315454333736e-05,0.6064826470835961,0.00017741799277325136,1.1142796826120487e-07,3.021390136770251e-11,5.606645509498983e-05,9.004700731015086e-05,2.7979830836610244e-09,4.6186939061045233e-08,1.7839478517615672e-05,4.0781415604991115e-08,0.0008425052603964834,1.0096886099961914e-10,5.232027569458678e-09,3.609056428238772e-09,1.710482811885803e-08,0.21141526560306909,0.00015267956840694425,3.0426832749319414e-06,4.831280777978308e-10,0.00011896694300944646,2.1325527070672197e-08,8.610999167131787e-11,1.2327600496887466e-05,0.0001536605668004829,3.5900793828611494e-12,4.212968364793168e-12,1.29335513230328e-07,3.074439616449297e-08,7.649674496919556e-09,0.0003439714271497349,8.126420403400018e-11,1.6097712378393103e-12,1.4784454181705123e-05,1.1224005342103798e-08,3.005538752282646e-08,4.390823484315541e-12,1.0130161696086561e-07,9.649025060693116e-10,1.2604848672810402e-12,1.8316361446505075e-09,4.077962291432227e-07,3.2095079628551438e-09
1.1809442303446339e-05,0.3306300806119824,3.76,0.0,6.125414570423598e-05,0.020248409720412714,0.9240032801655477,1.584833584463777e-05,1.957999236680877e-05,0.005691587765775618,1.7222905094712002e-06,0.008254748638142712,0.020739771516995856,0.0009032306451694997,3.3548698531239035e-05,0.45338504319040906,4.266117654435087e-12,7.832221388708021e-09,6.178334063038416e-05,6.171661133851246e-07,0.08101662254355713,0.004568161140293193,0.00018548690275335024,2.4719345425785802e-05,0.6065813331166269,0.00017532982458881777,1.1023535483140972e-07,2.997078913739182e-11,5.56736081011225e-05,8.939168891155622e-05,2.775533411270638e-09,4.581146600230792e-08,1.7753411481597413e-05,4.0418539388313786e-08,0.0008407828222008775,1.0016816728033519e-10,5.178246124901573e-09,3.572404356894867e-09,1.7010117583241863e-08,0.21148294144520424,0.00015268018928530546,3.0277589060045785e-06,4.781189112832766e-10,0.00011900826011451326,2.1234422658532633e-08,8.50507561909101e-11,1.222410136533104e-05,0.0001527962754561452,3.5465490950832687e-12,4.161909090053522e-12,1.278136021467736e-07,3.048672878221177e-08,7.61589426094181e-09,0.0003432364935183936,8.073624682853524e-11,1.599310312682417e-12,1.4697843446053604e-05,1.120001827961224e-08,2.9907919346208746e-08,4.362218637522474e-12,1.0068110370904003e-07,9.578523746856917e-10,1.24611882338815e-12,1.820282145995289e-09,4.0751387946458975e-07,3.207270750587702e-09
1.1848414267717736e-05,0.330628410764,3.76,0.0,6.119206840729359e-05,0.020116957552739477,0.9240680642490309,1.5640653339797417e-05,1.936654563170505e-05,0.00567535841295726,1.7122060577232297e-06,0.008255620319987611,0.0206256607097745,0.0009013932091951596,3.330389207708335e-05,0.45349096190624233,4.213940160953609e-12,7.759202136080578e-09,6.140413508947786e-05,6.117230766038809e-07,0.08094965844729128,0.004540892391483415,0.00018440813137106079,2.447164593666824e-05,0.6066788144704899,0.00017327281846177161,1.0906118329576045e-07,2.9730547538646944e-11,5.528500012906571e-05,8.87438700563043e-05,2.753347976600382e-09,4.544061896686018e-08,1.766811585124102e-05,4.0060444537292485e-08,0.0008390793572069577,9.937723172385091e-11,5.125185800413811e-09,3.536242927878348e-09,1.6916801522137325e-08,0.21155001544149674,0.00015268427308655073,3.012982790813509e-06,4.731805693091191e-10,0.00011905193367263863,2.1144769650789873e-08,8.400851499045642e-11,1.2121827800802716e-05,0.00015193800189521983,3.5037046840056934e-12,4.111653956125927e-12,1.2631535539091854e-07,3.023306591156906e-08,7.582483576203144e-09,0.0003425145726991708,8.021536472121939e-11,1.5889895831186065e-12,1.4612339432175369e-05,1.1176455937371431e-08,2.9762057483869434e-08,4.3339917299596505e-12,1.0006801863310541e-07,9.508815224700456e-10,1.231993283645872e-12,1.8090839252451486e-09,4.072459963185823e-07,3.2051475244002278e-09
1.192635819626053e-05,0.3306251066379691,3.76,0.0,6.106993594714251e-05,0.01985881476296244,0.9241942524324356,1.5233545025372139e-05,1.8947619516409337e-05,0.0056432456380238576,1.6923174439646904e-06,0.0082577045909887,0.02040010058674236,0.0008977652829887969,3.282317828203981e-05,0.45370089947383,4.112200357083234e-12,7.616325305572988e-09,6.0656096596466825e-05,6.010530081775342e-07,0.08081776379526188,0.0044870701000917545,0.00018228089621234308,2.3985854114334917e-05,0.6068702392046436,0.00016925013460433193,1.0676673194838773e-07,2.925849471435195e-11,5.452026295503567e-05,8.747027780257246e-05,2.709753174247043e-09,4.4712497798916724e-08,1.7499791342648863e-05,3.935826974971814e-08,0.000835728192854686,9.782399325938404e-11,5.021179975020714e-09,3.4653589210798147e-09,1.6734251530071964e-08,0.21168238950642326,0.00015270257215400126,2.9838661660643375e-06,4.635117134121947e-10,0.00011914617888641135,2.0969710314662396e-08,8.19737301191269e-11,1.1920882336333653e-05,0.00015023932246289366,3.4200211658049323e-12,4.0134947932389436e-12,1.2338806314948163e-07,2.973745556136771e-08,7.516746434944997e-09,0.0003411088297114069,7.919429297457504e-11,1.5687581522602939e-12,1.4444586675589932e-05,1.1130574738656808e-08,2.947504669782804e-08,4.278643478014025e-12,9.886362958914202e-08,9.371729973485252e-10,1.2044431272038521e-12,1.7871428040058874e-09,4.067525816744055e-07,3.2012347711225164e-09
1.2004302124803325e-05,0.330621849298629,3.76,0.0,6.095036647730461e-05,0.019606851355709082,0.9243160714979315,1.4837233764797288e-05,1.8539082043600476e-05,0.005611583530875312,1.672793459834431e-06,0.008260231073809451,0.020178038376382604,0.0008941981434994117,3.2354011267826545e-05,0.4539083192705532,4.013824408553018e-12,7.477530691713593e-09,5.992161735679763e-05,5.90663001297402e-07,0.08068851455498606,0.004434184709501145,0.0001801931844589158,2.3512540538975848e-05,0.607057069795469,0.00016534572948935508,1.0454182933830704e-07,2.8797388889836834e-11,5.377177721288215e-05,8.622534524393668e-05,2.667166209514029e-09,4.400198095423985e-08,1.7334412603373963e-05,3.8674250375354094e-08,0.0008324495126457342,9.63078950039142e-11,4.9199155243897396e-09,3.396339963290918e-09,1.6556980858914332e-08,0.211812449681154,0.00015273396410621435,2.955315569173125e-06,4.5411242997213794e-10,0.00011924934463440846,2.0800140032199947e-08,8.000313539191457e-11,1.1724617563279803e-05,0.00014856416126719167,3.3389270980823232e-12,3.9183716535605575e-12,1.205501522069643e-07,2.925698464141027e-08,7.45241544871688e-09,0.000339752369758618,7.819995452773875e-11,1.5490564501462638e-12,1.4281068713608907e-05,1.1086302065430871e-08,2.9194148734220617e-08,4.224723878337739e-12,9.7687469910474e-08,9.237678229245314e-10,1.17779453828775e-12,1.7657894760935071e-09,4.0631394786276665e-07,3.197753646309334e-09
1.208224605334612e-05,0.3306186379863823,3.76,0.0,6.083320647338319e-05,0.01936087100191469,0.9244336804448043,1.445146734813275e-05,1.814065822498684e-05,0.005580359825546609,1.6536235856999584e-06,0.008263185428040479,0.019959413934157837,0.0008906897003886986,3.189602168083165e-05,0.45411324066113656,3.9186712206513425e-12,7.3426647282819104e-09,5.920038062504431e-05,5.805438467583107e-07,0.08056183404554691,0.004382216566930967,0.00017814396482169,2.305132037125513e-05,0.6072394491779778,0.00016155555179151967,1.0238381784367868e-07,2.8346890058921683e-11,5.3039092376120755e-05,8.500821950002125e-05,2.6255558937321743e-09,4.3308498135419835e-08,1.717189113490906e-05,3.8007772447032225e-08,0.000829241144008099,9.482773746722798e-11,4.821301747495512e-09,3.3291242515762645e-09,1.638480043478689e-08,0.2119402557845489,0.00015277796752746615,2.9273139030465877e-06,4.449739676580976e-10,0.00011936110995346654,2.0635859080901323e-08,7.809433593124479e-11,1.153289240532051e-05,0.0001469121574554028,3.260325242903399e-12,3.826170579548413e-12,1.1779829154251183e-07,2.879109718887009e-08,7.3894448918223175e-09,0.0003384434426638149,7.72313633718019e-11,1.5298649379882905e-12,1.4121662375047553e-05,1.104358079145402e-08,2.8919165748794234e-08,4.172180632064511e-12,9.653860109050226e-08,9.106572158172196e-10,1.152009690497032e-12,1.745001740768609e-09,4.0592814681552955e-07,3.194688797067476e-09
1.2160189981888915e-05,0.3306154719517815,3.76,0.0,6.0718309308592225e-05,0.019120684915575933,0.9245472316761203,1.407599616836029e-05,1.775208026086571e-05,0.005549562718635527,1.6347977261396203e-06,0.008266553814868072,0.019744167977738182,0.0008872379494836486,3.144885450098428e-05,0.45431568395396493,3.826606813698533e-12,7.211580872771423e-09,5.849207883569626e-05,5.706866915045736e-07,0.08043764832160442,0.00433114646423737,0.00017613224195767797,2.2601822734800216e-05,0.6074175149650249,0.00015787570390862543,1.0029016044568181e-07,2.7906671547870892e-11,5.232177311845643e-05,8.381807864150215e-05,2.584892256085881e-09,4.263150215828901e-08,1.7012142123624256e-05,3.735824756519032e-08,0.000826100992885939,9.338236976105536e-11,4.72525162211435e-09,3.2636524949923143e-09,1.6217529007364566e-08,0.21206586565779348,0.00015283412006752474,2.899844766873448e-06,4.3608789110767053e-10,0.00011948116628629653,2.0476676552496693e-08,7.624503855346812e-11,1.1345571012827071e-05,0.00014528295638703591,3.1841226308267938e-12,3.736782613567603e-12,1.1512929568315262e-07,2.8339260591598452e-08,7.327790850861467e-09,0.0003371803723426524,7.628757907726988e-11,1.5111649802301548e-12,1.3966248377090996e-05,1.1002356209037571e-08,2.864990805692863e-08,4.1209638502202845e-12,9.541612397888773e-08,8.978327036053924e-10,1.127052669403941e-12,1.7247584397269456e-09,4.055933146607466e-07,3.192025534246314e-09
1.2238133910431709e-05,0.330612350454652,3.76,0.0,6.060553493373654e-05,0.018886111510757263,0.92465687131277,1.3710573487653463e-05,1.7373087386920987e-05,0.005519180848705273,1.6163061887629743e-06,0.008270322875142106,0.01953224209427441,0.0008838409686965227,3.1012168383191797e-05,0.4545156703051665,3.737503899064059e-12,7.0841392243503845e-09,5.779641328103028e-05,5.610830225296813e-07,0.08031588605715213,0.004280955629005643,0.00017415705485964496,2.2163690132914437e-05,0.607591399681269,0.0001543024358619046,9.825843444793073e-08,2.7476419375863612e-11,5.161939872172726e-05,8.265413034663359e-05,2.5451464854747198e-09,4.197046781639783e-08,1.6855084253419874e-05,3.67251116114419e-08,0.000823027040368127,9.197068721043118e-11,4.631681623268036e-09,3.19986779021501e-09,1.6054992780710765e-08,0.21218933524503564,0.00015290197750032322,2.87289242150362e-06,4.2744606852530026e-10,0.00011960921688409502,2.0322409882597743e-08,7.445304689732652e-11,1.1162522532427306e-05,0.00014367620948686373,3.110230342697666e-12,3.650103542219126e-12,1.125401172722112e-07,2.7900964476089358e-08,7.267411142623595e-09,0.0003359615529930557,7.536770422795585e-11,1.4929387936899418e-12,1.3814711200057205e-05,1.0962575904655466e-08,2.8386193727789054e-08,4.071025918389473e-12,9.431917677518018e-08,8.852861117695427e-10,1.1028893580348207e-12,1.7050393981185563e-09,4.053076670850906e-07,3.189749795873033e-09
1.2316077838974504e-05,0.33060927276519225,3.76,0.0,6.049474958490704e-05,0.01865697608741606,0.9247627394806399,1.3354955661798463e-05,1.7003425720240184e-05,0.005489203277377979,1.5981396648079965e-06,0.008274479709303739,0.019323578745322867,0.0008804969142992447,3.0585635055301924e-05,0.45471322163269035,3.651241498277216e-12,6.960206178329093e-09,5.71130938028482e-05,5.517246521955102e-07,0.08019647843860221,0.004231625715993646,0.00017221747539342613,2.1736577892423896e-05,0.6077612309779288,0.00015083213948551347,9.628632560572832e-08,2.705583167446584e-11,5.0931562526292485e-05,8.151561070473865e-05,2.506290877718622e-09,4.13248908452568e-08,1.6700639536150677e-05,3.6107823584581596e-08,0.0008200173395853793,9.059162917566906e-11,4.540511558701221e-09,3.1377155091915123e-09,1.5897025076714372e-08,0.2123107186675677,0.00015298111286840498,2.846441757647323e-06,4.190406599437165e-10,0.00011974497626105015,2.017288442847071e-08,7.271625698409389e-11,1.0983620895110452e-05,0.00014209157412243517,3.038563311498823e-12,3.5660336656204496e-12,1.100278403793195e-07,2.747571969562643e-08,7.208265237823149e-09,0.0003347854456423176,7.447088212694123e-11,1.4751694021071193e-12,1.3666938966837264e-05,1.0924189646228329e-08,2.8127848215785624e-08,4.022321375697147e-12,9.324693321106275e-08,8.730095516544013e-10,1.0794873345351516e-12,1.685825371077272e-09,4.050694951496619e-07,3.187848114164375e-09
1.2394021767517298e-05,0.33060623816389195,3.76,0.0,6.0385825533216384e-05,0.01843311056060439,0.9248649705581419,1.3008902325222033e-05,1.664284811079911e-05,0.005459619472997995,1.5802892117934133e-06,0.008279011860116953,0.01911812127056905,0.0008772040177232983,3.0168938797520408e-05,0.45490836054301037,3.56770459429816e-12,6.839654115706964e-09,5.644183851254593e-05,5.426037054092966e-07,0.08007935907231463,0.0041831387992568615,0.00017031260704578822,2.1320153653972923e-05,0.6079271318182151,0.0001474613430337291,9.437162281111752e-08,2.664461815033501e-11,5.025787143585954e-05,8.040178318987913e-05,2.468298786676741e-09,4.0694286969578497e-08,1.654873316604618e-05,3.550586454113412e-08,0.0008170700130505382,8.924417705240008e-11,4.451664416904984e-09,3.0771431950557225e-09,1.574346602436082e-08,0.21243006828804512,0.00015307111575459172,2.8204782678253243e-06,4.1086410609363374e-10,0.00011988816972802581,2.0027933083441948e-08,7.103265307753161e-11,1.08087446211127e-05,0.0001405287135140136,2.969040141923247e-12,3.4844775843855858e-12,1.0758967430129168e-07,2.7063057390087267e-08,7.1503141909684405e-09,0.0003336505751954947,7.35962947021581e-11,1.4578405946271345e-12,1.3522823329162409e-05,1.0887149286769123e-08,2.7874704026083362e-08,3.97480680427272e-12,9.219860089965558e-08,8.609954092425972e-10,1.0568157781955073e-12,1.667097995849257e-09,4.0487716174062934e-07,3.1863075875377134e-09
1.2471965696060093e-05,0.33060324594119894,3.76,0.0,6.027864077566083e-05,0.01821435312514445,0.9249636934822776,1.2672176604748197e-05,1.6291113979142568e-05,0.005430419290386391,1.5627462333018004e-06,0.008283907291305582,0.018915813890531437,0.0008739605816046759,2.9761775798324387e-05,0.45510111024223326,3.486783748896096e-12,6.72236104809953e-09,5.5782373463403434e-05,5.337126037746013e-07,0.07996446386984148,0.004135477361842984,0.00016844158335880868,2.091409678413252e-05,0.6080892207072204,0.00014418670479785626,9.251221210438466e-08,2.6242499492013632e-11,4.959794528137124e-05,7.931193732834519e-05,2.4311445702853213e-09,4.007819084429292e-08,1.6399293339642822e-05,3.491873639822304e-08,0.0008141832493590654,8.792735204169432e-11,4.365066199711728e-09,3.0181004479203797e-09,1.5594162216215558e-08,0.21254743479024196,0.00015317159138485682,2.794988012233355e-06,4.029091167810464e-10,0.00012003853281756468,1.9887395845786533e-08,6.940030317360257e-11,1.063777660251691e-05,0.00013898729656655525,2.901582906459918e-12,3.4053439632693502e-12,1.0522294671373363e-07,2.666252795767649e-08,7.09352056284483e-09,0.000332555526803192,7.27431601670909e-11,1.4409368794567602e-12,1.3382259332328173e-05,1.0851408645815625e-08,2.762660033511118e-08,3.928440705839838e-12,9.117341947353274e-08,8.492363329215814e-10,1.0348453664966157e-12,1.648839737065505e-09,4.0472909721961945e-07,3.1851158463202666e-09
1.2549909624602888e-05,0.33060029539858843,3.76,0.0,6.017307878992985e-05,0.018000547989747706,0.9250590319905984,1.2344545269013554e-05,1.594798917033858e-05,0.005401592954779508,1.545502464376247e-06,0.00828915437061107,0.018716601706368872,0.0008707649766519194,2.9363853645681252e-05,0.45529149446796724,3.4083748354614517e-12,6.608210362729761e-09,5.513443240866662e-05,5.250440531575093e-07,0.07985173095661366,0.004088624287239298,0.00016660356668686015,2.0518097931664984e-05,0.608247611874509,0.00014100500834867612,9.070607238324016e-08,2.5849206929473348e-11,4.8951416358431835e-05,7.824538761393579e-05,2.3948035504366363e-09,3.947615527618198e-08,1.625225111440057e-05,3.4345961056257605e-08,0.0008113553005439761,8.664021350834097e-11,4.280645799275651e-09,2.960538840691084e-09,1.544896644170155e-08,0.21266286724255098,0.00015328215991759192,2.769957593164962e-06,3.9516866137671854e-10,0.00012019581083214155,1.975111950452201e-08,6.781735552214173e-11,1.0470603937482738e-05,0.00013746699773227472,2.8361169988552884e-12,3.3285453594767366e-12,1.0292509868055864e-07,2.6273700257695607e-08,7.037848360384951e-09,0.00033149894300104775,7.191073137734501e-11,1.4244434512981831e-12,1.3245145310632448e-05,1.081692341605976e-08,2.7383382709564506e-08,3.883183414919793e-12,9.017065924030822e-08,8.37725223979977e-10,1.0135482023210575e-12,1.6310338486758816e-09,4.0462379600384784e-07,3.1842610257949928e-09
1.2627853553145682e-05,0.33059738584763665,3.76,0.0,6.0069028309934e-05,0.017791545133201237,0.9251511048425367,1.2025778849884673e-05,1.5613245803486036e-05,0.005373131047070864,1.5285499559371876e-06,0.008294741854262629,0.01852043069815166,0.0008676156387847526,2.897489086196105e-05,0.45547953742862,3.332378724354303e-12,6.497090543304905e-09,5.449775654851822e-05,5.165910323569293e-07,0.0797411005878151,0.004042562851387937,0.00016479774706416625,2.0131858596831356e-05,0.6084024154419478,0.0001379131579046916,8.895127080171516e-08,2.5464481736458765e-11,4.8317929030300665e-05,7.720147256815415e-05,2.3592519676853695e-09,3.88877503517152e-08,1.6107540280846568e-05,3.378707943418429e-08,0.0008085844796309868,8.538185715222654e-11,4.1983348574654785e-09,2.9044118224461416e-09,1.5307737398144445e-08,0.21277641315648288,0.0001534024557970095,2.7453741313282213e-06,3.876359584394493e-10,0.00012035975843026217,1.9618957284515417e-08,6.628203478191221e-11,1.030711774944347e-05,0.00013596749691582773,2.7725709693048186e-12,3.2539980244697366e-12,1.0069367886055689e-07,2.5896160733723286e-08,6.983262972604395e-09,0.0003304795211171146,7.109829391832415e-11,1.4083461534201028e-12,1.311138278921979e-05,1.0783651078706254e-08,2.714490280015474e-08,3.838996997836342e-12,8.918961967787818e-08,8.264552260378127e-10,9.92897728998904e-13,1.6136643315121265e-09,4.045598134872117e-07,3.183731741917217e-09
1.2705797481688477e-05,0.3305945166107285,3.76,0.0,5.996638311126753e-05,0.01758720006948505,0.9252400260329019,1.1715651752498385e-05,1.5286662117589823e-05,0.0053450244895281215,1.511881058971199e-06,0.008300658872044387,0.01832724772355629,0.000864511066385778,2.8594616453124374e-05,0.4556652637449217,3.2587009862284687e-12,6.388894896234046e-09,5.3872094259029166e-05,5.083467819289598e-07,0.07963251506712465,0.003997276714573355,0.0001630233411290778,1.975509066489477e-05,0.6085537375856448,0.0001349081732284193,8.724595793055237e-08,2.5088074761817202e-11,4.769713925948232e-05,7.617955387760454e-05,2.3244669385760888e-09,3.831256260790832e-08,1.596509723987974e-05,3.324165053087442e-08,0.0008058691583077607,8.4151413268229e-11,4.118067633098513e-09,2.849674628268439e-09,1.5170339421002544e-08,0.21288811854328024,0.00015353212714014082,2.721225241460464e-06,3.8030446581189546e-10,0.00012053013923056984,1.94907685160631e-08,6.479263842843687e-11,1.0147213010357514e-05,0.0001344884794008885,2.7108763614959124e-12,3.1816217176818654e-12,9.85263381309233e-08,2.5529512598090425e-08,6.929731109041417e-09,0.00032949601079324095,7.030516429591177e-11,1.3926314418285767e-12,1.2980876375948966e-05,1.075155082255769e-08,2.691101804893747e-08,3.7958451573035305e-12,8.822962795112132e-08,8.154197150477326e-10,9.728686517356013e-13,1.5967158904442187e-09,4.0453576312199824e-07,3.1835170683007164e-09
1.2783741410231272e-05,0.3305916870207305,3.76,0.0,5.986504179281192e-05,0.01738737360777063,0.925325905009961,1.14139423599431e-05,1.4968022328953288e-05,0.005317264531184843,1.4954884117412802e-06,0.008306894912054576,0.018137000515537044,0.0008614498174937238,2.8222769446802445e-05,0.45584869839111036,3.187251671571472e-12,6.283521332619493e-09,5.3257200855562734e-05,5.003047926740571e-07,0.0795259186635895,0.003952749912464257,0.0001612795910107303,1.9387515969914424e-05,0.6087016807015324,0.00013198718474525427,8.558836383677443e-08,2.4719746057250332e-11,4.70887140841559e-05,7.517901542014278e-05,2.290426421708782e-09,3.77501943617511e-08,1.5824860876351745e-05,3.27092506745697e-08,0.0008032077645571363,8.294804533033269e-11,4.039780898975415e-09,2.7962842091144106e-09,1.5036642257586457e-08,0.2129980279719313,0.000153670835114073,2.6974990079350065e-06,3.7316787212276583e-10,0.00012070672541104919,1.9366418375713018e-08,6.334753381384117e-11,9.99078839660393e-06,0.00013302963571772122,2.650967586265971e-12,3.111339563123238e-12,9.642082544713002e-08,2.5173375161913875e-08,6.877220746521407e-09,0.0003285472114599599,6.953068859078019e-11,1.3772863586281542e-12,1.2853533651269652e-05,1.0720583461599464e-08,2.668159144953417e-08,3.753693161329355e-12,8.729003776875855e-08,8.046122911159498e-10,9.534368787691868e-13,1.580173901664826e-09,4.045503134554262e-07,3.18360651286546e-09
