Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17)
1.1399492689433564e-07,0.2963912479981092,3.76,0.0,0.7380220700813462,0.9999996853950782,1.562924239891428e-08,4.774898788787677e-23,1.2732166948441408e-16,2.4941882831022185e-05,9.660653875538019e-07,8.896537973284187e-07,2.0953652806334013e-07,3.42678501911377e-07,2.5739705753417374e-07,1.3305720580080544e-07,2.8767030176834174e-09,2.9386754511786887e-08,1.0683851569063069e-14,5.835809676570204e-10,5.790849900062035e-16,1.3343071538189808e-08,1.41656818560056e-08,5.937899261949142e-14,6.467637237461858e-13,5.321944253057279e-09,1.1368547282528877e-15,1.7023191885524393e-13,4.8538627429197585e-25,1.86416206536724e-24,8.723889810537431e-13,1.2087016684689513e-20,1.2248064914188578e-14,2.5924106073105865e-10,4.1065470293051667e-17,5.420694405143156e-23,1.4831937040846138e-16,2.9563168174706773e-15,1.0918600731398375e-23,3.5999836975865007e-13,4.286640752184761e-23,7.100561145712952e-20,8.774121109270374e-18,1.0285785967074992e-22,1.9093070996154295e-29,6.078922021860646e-29,1.7872116677919934e-13,1.2949935982972562e-12
1.1666100641498388e-07,0.296391265361275,3.76,0.0,0.7380217085156631,0.9999996760830098,1.6766304992527314e-08,5.1431182824455927e-23,1.30323658301988e-16,2.550386706717564e-05,1.003787914060251e-06,9.312314151113727e-07,2.1980031410972602e-07,3.6384012558809544e-07,2.642923140391698e-07,1.4261096284679914e-07,3.002809245030799e-09,3.026044839066156e-08,1.1884386920240296e-14,6.122688558520607e-10,6.578997472055147e-16,1.4008042797162158e-08,1.4834019476312942e-08,6.366612523308552e-14,7.074700286353485e-13,5.6213660204929625e-09,1.2916375419329286e-15,1.7679725318336734e-13,5.839453732536076e-25,2.2816969754255878e-24,9.068980367786506e-13,1.3653127923641274e-20,1.3618212169820105e-14,2.659276395045542e-10,4.767118788629172e-17,6.099812464378248e-23,1.6226120750671885e-16,3.2228283653786267e-15,1.2509660697623149e-23,3.9074249207274927e-13,5.087197359632531e-23,8.230441965612458e-20,9.316646939425117e-18,1.2180969849116675e-22,2.266718001128083e-29,7.036833286242043e-29,1.891464930060141e-13,1.380423582047095e-12
1.1932708593563213e-07,0.2963912827651858,3.76,0.0,0.7380213454802906,0.9999996666593303,1.7959436611326593e-08,5.530383051130625e-23,1.3332767903552698e-16,2.6064907036969997e-05,1.0421611385569417e-06,9.737346589366076e-07,2.30326960455366e-07,3.8582002417315786e-07,2.7124628370215835e-07,1.5262740049995021e-07,3.131376346285964e-09,3.113419170216383e-08,1.3191161915862525e-14,6.41717830600248e-10,7.454742309615053e-16,1.4691623041263548e-08,1.551745299462983e-08,6.816887256362205e-14,7.725309519676494e-13,5.930265304291619e-09,1.4635656378053937e-15,1.8375254261057514e-13,6.998335350194582e-25,2.780889281805767e-24,9.417589853528559e-13,1.5382118344743968e-20,1.510629235040171e-14,2.7260743587255033e-10,5.516557353126115e-17,6.846763800476399e-23,1.7714453252737143e-16,3.506501258667829e-15,1.4292992985836272e-23,4.234945303475984e-13,6.015417553400292e-23,9.51089018883505e-20,9.880123690006386e-18,1.4374333155794194e-22,2.681255502391779e-29,8.122040626241862e-29,1.9998635529021321e-13,1.4697231469735323e-12
1.2199316545628039e-07,0.29639130021053334,3.76,0.0,0.7380209809627312,0.9999996571220711,1.9210190066417814e-08,5.937217980131278e-23,1.363342458655143e-16,2.662500439018888e-05,1.0811836012479655e-06,1.0171619758148281e-06,2.4111661768981584e-07,4.08632191821357e-07,2.7826021816360616e-07,1.6311822163352236e-07,3.2623970142008334e-09,3.200785017860447e-08,1.4611181304542778e-14,6.719344629298897e-10,8.425755254431938e-16,1.539393843189977e-08,1.6215960086313403e-08,7.289465334748597e-14,8.421615288123003e-13,6.248687148512592e-09,1.6541231825886744e-15,1.9061016885993488e-13,8.356456594369592e-25,3.375496778543379e-24,9.774100983891421e-13,1.729046133676653e-20,1.6719558019450654e-14,2.7928047553809654e-10,6.364593087512556e-17,7.668758068773085e-23,1.9300896342433871e-16,3.808018891555887e-15,1.6287292634914475e-23,4.583444595320585e-13,7.088356509696424e-23,1.0958276422331405e-19,1.046500294538301e-17,1.6905184457453934e-22,3.160568779752748e-29,9.347014140395312e-29,2.1124882172775058e-13,1.5629827165682132e-12
1.243926370248638e-07,0.29639131594734475,3.76,0.0,0.7380206516193109,0.999999648439792,2.038642652963702e-08,6.320539908438735e-23,1.3904277617758676e-16,2.71282874232105e-05,1.1168577523240216e-06,1.0570353621468164e-06,2.510522788442749e-07,4.2988627409454966e-07,2.8462506261234e-07,1.7297523550178177e-07,3.382407630563991e-09,3.279396885824016e-08,1.599206292568612e-14,6.99791325221803e-10,9.387863860981653e-16,1.6042140243609687e-08,1.6857485915041228e-08,7.734486976502833e-14,9.089183601009755e-13,6.543443122487125e-09,1.84285539343976e-15,1.9680208245750002e-13,9.773154004548847e-25,4.005163387984598e-24,1.0100770225517873e-12,1.9172728171849135e-20,1.8284747286971633e-14,2.852804635487182e-10,7.220837081086627e-17,8.477134122152518e-23,2.081590976732356e-16,4.095215819435706e-15,1.8279123065356515e-23,4.915791313686629e-13,8.193323579969665e-23,1.2418313926816847e-19,1.100996972534091e-17,1.9507384957297704e-22,3.6543263111051484e-29,1.0581517279025646e-28,2.2175302493097153e-13,1.6503768646984729e-12
1.2655216143658887e-07,0.29639133014006436,3.76,0.0,0.7380203541675184,0.9999996405445123,2.1486974965267372e-08,6.679772076517723e-23,1.4148292404110074e-16,2.7580591454911814e-05,1.1494123234635187e-06,1.0935593704984317e-06,2.6017665148604e-07,4.4960940313440467e-07,2.9039657001363284e-07,1.8219024816825896e-07,3.492107515857416e-09,3.3501264685449086e-08,1.73229329728256e-14,7.254029154563099e-10,1.0330607288410927e-15,1.6638649305065608e-08,1.744526945287788e-08,8.151456908059715e-14,9.724530716510516e-13,6.815370614033455e-09,2.027713280223809e-15,2.025867810129912e-13,1.1225879992067892e-24,4.659477515348793e-24,1.0397703184628327e-12,2.1008342722998673e-20,1.9790018184455256e-14,2.9067583074316146e-10,8.07390117253016e-17,9.263277723628307e-23,2.2252626181945623e-16,4.366956962484546e-15,2.0244716374212227e-23,5.230635843109024e-13,9.313606759239848e-23,1.3871789174787478e-19,1.1515673580163947e-17,2.2141961667813827e-22,4.155047943006027e-29,1.1809949058437593e-28,2.3150990694982533e-13,1.7318911839111451e-12
1.2871168584831394e-07,0.2963913443611938,3.76,0.0,0.7380200557209718,0.9999996325711775,2.2628122677363118e-08,7.052794231255288e-23,1.4392573185506428e-16,2.803227992462154e-05,1.1823904319952824e-06,1.1306869109551e-06,2.6947373862929556e-07,4.6990336655240077e-07,2.9620964186113345e-07,1.9173732839173865e-07,3.6034052036728016e-09,3.420830399697009e-08,1.874159178081353e-14,7.515303172339775e-10,1.135117713262405e-15,1.7247655435492913e-08,1.8042903132485942e-08,8.584457178619437e-14,1.039386715899973e-12,7.093615309449769e-09,2.2277477934099483e-15,2.0841984226293592e-13,1.2866652669320419e-24,5.407696376849711e-24,1.06987799229678e-12,2.2987756211207716e-20,2.1391231392427286e-14,2.9606685234935597e-10,9.011780959329672e-17,1.010899268506266e-22,2.376098276801889e-16,4.651657522045709e-15,2.238670569632308e-23,5.56091257447652e-13,1.0565547894069911e-22,1.546865655480382e-19,1.2036035096246786e-17,2.508237135022059e-22,4.7147387668535793e-29,1.3158630729509325e-28,2.4155835858341783e-13,1.8161643902028265e-12
1.30871210260039e-07,0.2963913586110971,3.76,0.0,0.7380197562729911,0.9999996245187226,2.3810713337368993e-08,7.439895924076986e-23,1.4637152007457156e-16,2.8483353684416222e-05,1.2157913958978336e-06,1.1684171634595317e-06,2.789435567732045e-07,4.907755446360641e-07,3.0206494098114766e-07,2.0162270320829958e-07,3.7162973744213595e-09,3.491503623947326e-08,2.025237825402918e-14,7.781772967104247e-10,1.2454667445231031e-15,1.786921448915703e-08,1.865037516473981e-08,9.033928760680372e-14,1.1098443767653023e-12,7.378195136142378e-09,2.44393767959808e-15,2.1431813280926256e-13,1.4716310498823077e-24,6.261496727386797e-24,1.100384094796529e-12,2.511982524580958e-20,2.3092782014434602e-14,3.014535578098667e-10,1.0041379857114083e-16,1.1017776843603367e-22,2.534321644878397e-16,4.9497018869349295e-15,2.4717907379921043e-23,5.907139589832695e-13,1.1962191380909447e-22,1.7220532047253686e-19,1.2571240387078993e-17,2.835854951994611e-22,5.339253498330911e-29,1.4637309276877814e-28,2.5190263210779394e-13,1.9032444974420438e-12
1.3303073467176408e-07,0.2963913728901371,3.76,0.0,0.7380194558168903,0.9999996163860781,2.503559431778714e-08,7.841369822367648e-23,1.4882062037867964e-16,2.8933813581919705e-05,1.2496145510049209e-06,1.2067493091121335e-06,2.8858611079807057e-07,5.122333059694839e-07,3.0796312963386015e-07,2.1185259991878165e-07,3.830780815479888e-09,3.5621414479077366e-08,2.185977632168746e-14,8.053476814027968e-10,1.3646422048792242e-15,1.8503379886498077e-08,1.9267673789878234e-08,9.500323764641664e-14,1.1839535597036861e-12,7.66912681646335e-09,2.6773079747301525e-15,2.2027122870857628e-13,1.679761871759506e-24,7.233788244602925e-24,1.1312973142884617e-12,2.741378193791206e-20,2.4899190413961548e-14,3.0683597621712416e-10,1.1170042368511313e-16,1.1993340252278548e-22,2.7001593137280236e-16,5.261479127934303e-15,2.7251857904027745e-23,6.269843906030348e-13,1.3517641385254833e-22,1.913977489462812e-19,1.3121481020631725e-17,3.2002835926850446e-22,6.034923483681498e-29,1.625625573763181e-28,2.6254696950877675e-13,1.9931795006693223e-12
1.3519025908348915e-07,0.2963913871986758,3.76,0.0,0.7380191543459766,0.9999996081721723,2.6303616506284095e-08,8.257511624699973e-23,1.512733751626209e-16,2.938366046042654e-05,1.2838592501838986e-06,1.2456825301675928e-06,2.9840139453801495e-07,5.342840076876691e-07,3.1390486950700163e-07,2.224332457935934e-07,3.9468524170867595e-09,3.6327395275108475e-08,2.356841747330189e-14,8.330453601658328e-10,1.4932042886517268e-15,1.9150202692765346e-08,1.9894787265255596e-08,9.98410567750188e-14,1.2618441914394394e-12,7.966425930966087e-09,2.9289314150215937e-15,2.263291419479928e-13,1.9135414093855994e-24,8.338821398407757e-24,1.162571842529607e-12,2.9879050697009916e-20,2.6815103672542902e-14,3.122141401750163e-10,1.2405574891397747e-16,1.303936125800408e-22,2.873840757923047e-16,5.5873829703234156e-15,3.000284282923291e-23,6.649561473864852e-13,1.5247130110472807e-22,2.1239523429040715e-19,1.368693635383747e-17,3.605012750617662e-22,6.808587481682579e-29,1.8026561235830225e-28,2.7349560435471094e-13,2.0860173686976024e-12
1.3734978349521422e-07,0.2963914015370745,3.76,0.0,0.738018851853553,0.9999995998759298,2.76156341405694e-08,8.68862025808565e-23,1.537301382984785e-16,2.9832895159110328e-05,1.3185248625154703e-06,1.285216010030366e-06,3.0838939138910474e-07,5.569349957343914e-07,3.198908217083558e-07,2.3337086775240997e-07,4.064509167515605e-09,3.703293849328804e-08,2.5383083284498437e-14,8.612742831707792e-10,1.631739854979071e-15,1.9809731683554944e-08,2.0531703880508853e-08,1.0485749598442152e-13,1.3436486192267586e-12,8.270106970620677e-09,3.1999298671381325e-15,2.324490451942414e-13,2.1756759639618978e-24,9.592304852309091e-24,1.1942456349715114e-12,3.2525923445234304e-20,2.884529703916559e-14,3.1758808544575025e-10,1.375626733842115e-16,1.4159998443711602e-22,3.0555983191407914e-16,5.9278117671243575e-15,3.2985925352354446e-23,7.04683717352297e-13,1.716709026768259e-22,2.353373140547386e-19,1.4267803475417856e-17,4.0538040835200857e-22,7.667624349123343e-29,1.9959741930796189e-28,2.847527600556732e-13,2.181806039928025e-12
1.3950930790693928e-07,0.29639141590569407,3.76,0.0,0.738018548332917,0.9999995914962735,2.8972504667435302e-08,9.134998308033048e-23,1.5619127591313672e-16,3.0281518513316644e-05,1.3536107723731514e-06,1.3253489332481436e-06,3.185500750563972e-07,5.801936051577812e-07,3.259216467548436e-07,2.446716919554807e-07,4.183748147162813e-09,3.773800700684824e-08,2.7308707931633986e-14,8.900384618889953e-10,1.780863285131016e-15,2.0482013382229694e-08,2.1178411945430543e-08,1.1005742475907085e-13,1.4295016099373206e-12,8.580183379283733e-09,3.4914757578302594e-15,2.3864888752183e-13,2.4691105622263486e-24,1.1011529796442892e-23,1.226301841400733e-12,3.5364911257337104e-20,3.0994675384456487e-14,3.2295784830723756e-10,1.523091512624151e-16,1.5359382523154859e-22,3.2456671900670334e-16,6.283168475428439e-15,3.621697761228321e-23,7.462224806904829e-13,1.929523005981508e-22,2.6037206391518906e-19,1.4864267115010513e-17,4.550708049044059e-22,8.61998683249602e-29,2.2068202635660005e-28,2.963226475596004e-13,2.280593419668221e-12
1.4166883231866435e-07,0.29639143030489434,3.76,0.0,0.7380182437773624,0.9999995830321236,3.0375088601332255e-08,9.596952296293245e-23,1.5865716634019016e-16,3.072953135485545e-05,1.3891163785299731e-06,1.3660804855057587e-06,3.288834102692759e-07,6.040671603969373e-07,3.319980045621986e-07,2.5634194341339944e-07,4.3045665230848724e-09,3.844256642155871e-08,2.9350380703667345e-14,9.19341969075111e-10,1.9412173489120457e-15,2.11670920994535e-08,2.1834899799862282e-08,1.1544583343249304e-13,1.5195403492519702e-12,8.896667597679811e-09,3.804793513205875e-15,2.4491284099612115e-13,2.797045761865425e-24,1.2615501124499688e-23,1.2587540964363288e-12,3.8407032049542904e-20,3.32682746500229e-14,3.283234647999105e-10,1.6838841601883972e-16,1.664191830466615e-22,3.444285398799697e-16,6.65386063320438e-15,3.9712711400328304e-23,7.896287090128656e-13,2.1650610779105185e-22,2.876564799564432e-19,1.5476518765440796e-17,5.100081326453676e-22,9.674236551090836e-29,2.436497428205272e-28,3.0820946532091283e-13,2.382427375795002e-12
1.4382835673038942e-07,0.2963914447350347,3.76,0.0,0.7380179381801791,0.9999995744823983,3.182424937293104e-08,1.0074792793078652e-22,1.6112819987249717e-16,3.1176934512180904e-05,1.4250410933896038e-06,1.4074098536208168e-06,3.393893533536872e-07,6.285629755241749e-07,3.3812055443776194e-07,2.6838784568428594e-07,4.4269615446541135e-09,3.914658489581733e-08,3.151334851519184e-14,9.49188938747125e-10,2.113474089347869e-15,2.1865009991300387e-08,2.250115580576365e-08,1.210278355252456e-13,1.6139044408487595e-12,9.219571111607623e-09,4.1411610221606966e-15,2.5126140323815717e-13,3.1629554507923066e-24,1.4425077518920908e-23,1.2915832830012697e-12,4.1663680717689124e-20,3.567126328533036e-14,3.336849719526378e-10,1.8589921196384018e-16,1.8012073438782073e-22,3.651693793553653e-16,7.040300334410212e-15,4.3490709866742864e-23,8.349595646844047e-13,2.4253728185753144e-22,3.1735687864895624e-19,1.6104742175382568e-17,5.706605057292526e-22,1.0839580693070007e-28,2.6863983065893418e-28,3.2041740020801035e-13,2.4873557331194805e-12
1.459878811421145e-07,0.2963914591964737,3.76,0.0,0.7380176315346552,0.9999995658460142,3.3320853179488075e-08,1.0568834628583142e-22,1.6360477900430118e-16,3.1623728810549324e-05,1.461384342294248e-06,1.4493362255399645e-06,3.5006785273037703e-07,6.536883544616592e-07,3.4428995507474766e-07,2.8081562061490086e-07,4.550930539608865e-09,3.9850032995681095e-08,3.380301841640827e-14,9.795835661657319e-10,2.298335725910587e-15,2.2575807124024233e-08,2.3177168353668245e-08,1.2680867005152917e-13,1.7127359053224227e-12,9.548904498474832e-09,4.5019111221769915e-15,2.576775750811111e-13,3.570605724037146e-24,1.6463121684675462e-23,1.324804122636236e-12,4.514684650371879e-20,3.8208943673092913e-14,3.390424084892234e-10,2.0494603368859172e-16,1.9474624001497162e-22,3.868136027413057e-16,7.442904203718809e-15,4.7569459671613965e-23,8.82273100057239e-13,2.712659810781433e-22,3.496493073387046e-19,1.6749128489983037e-17,6.375304017273591e-22,1.21259106205917e-28,2.957984210616543e-28,3.3295062717864774e-13,2.5954262684765393e-12
1.4814740555383956e-07,0.2963914736895692,3.76,0.0,0.7380173238340743,0.9999995571218858,3.486576884649805e-08,1.1079397249154738e-22,1.6608731891103234e-16,3.2069915072191626e-05,1.498145562834535e-06,1.4918587903346662e-06,3.609188494292256e-07,6.794505911990471e-07,3.505068645459105e-07,2.936314880697229e-07,4.676470909863797e-09,4.0552883522582454e-08,3.6224960097084145e-14,1.0105301078151975e-09,2.496535570971283e-15,2.329952153062736e-08,2.386292585704856e-08,1.3279370381906575e-13,1.8161791788348555e-12,9.884677468719902e-09,4.888433098138033e-15,2.641723282564717e-13,4.024074730437032e-24,1.875466045669041e-23,1.358406119918707e-12,4.886894632949441e-20,4.088675354988213e-14,3.4439581420162455e-10,2.256393720120438e-16,2.1034441373725442e-22,4.093858543205812e-16,7.862093372701524e-15,5.19683842620948e-23,9.316282565190162e-13,3.0292845840945844e-22,3.847199704863513e-19,1.7409862756557084e-17,7.111566646725828e-22,1.354384218801069e-28,3.2528106888529754e-28,3.4581330809513087e-13,2.70668670678673e-12
1.5030692996556462e-07,0.29639148821467887,3.76,0.0,0.7380170150717194,0.9999995483089271,3.645986769662396e-08,1.1606805038365202e-22,1.6857624766266307e-16,3.251549411650925e-05,1.5353242041635477e-06,1.534976738196766e-06,3.719422776095283e-07,7.058569700111179e-07,3.5677194029689053e-07,3.068416656546738e-07,4.803580127300742e-09,4.1255111328766204e-08,3.878490838490087e-14,1.0420328813852305e-09,2.7088389576300018e-15,2.4036189262163985e-08,2.4558416757743463e-08,1.3898843371695238e-13,1.924381111720129e-12,1.022689890460683e-08,5.3021741920596156e-15,2.7073598503623136e-13,4.527773451788961e-24,2.1327054553174334e-23,1.3923974194773863e-12,5.284293173039e-20,4.371026742216609e-14,3.4974522924724027e-10,2.480959657106233e-16,2.2696658676259016e-22,4.329110558610745e-16,8.298293456945098e-15,5.670787764704046e-23,9.830848634356118e-13,3.377779909933154e-22,4.2276566364419677e-19,1.808713421083667e-17,7.921165883974417e-22,1.5104757665650679e-28,3.572513424243628e-28,3.590095911716889e-13,2.82118471692805e-12
1.524664543772897e-07,0.2963915027721595,3.76,0.0,0.7380167052408709,0.9999995394060497,3.810402341905182e-08,1.2151387543760816e-22,1.7107200622047012e-16,3.296046676023289e-05,1.5729197263573884e-06,1.5786892604345603e-06,3.831380650323267e-07,7.329147656594652e-07,3.630858391404943e-07,3.2045236846916414e-07,4.932255729969319e-09,4.195669316080224e-08,4.1488765739945404e-14,1.0740962657523543e-09,2.9360441814127177e-15,2.4785844442466193e-08,2.5263629522098745e-08,1.4539848899348013e-13,2.037490967146113e-12,1.0575576899257765e-08,5.7446411282909265e-15,2.7737781301085433e-13,5.0864675153724016e-24,2.4210178677996015e-23,1.4267690890091459e-12,5.708224205135795e-20,4.668519797498751e-14,3.5509069423975397e-10,2.7243905970202605e-16,2.446654175804186e-22,4.574144051443607e-16,8.751934532689692e-15,6.18093389570086e-23,1.0367036370642526e-12,3.7608584830886254e-22,4.639942209879167e-19,1.8781127771043055e-17,8.81028085473534e-22,1.682084941103102e-28,3.918827204100692e-28,3.725436111647551e-13,2.938967907034768e-12
1.5462597878901476e-07,0.29639151736236713,3.76,0.0,0.7380163943348089,0.999999530412165,3.979911193953975e-08,1.271347972794983e-22,1.7357504855567798e-16,3.340483381755756e-05,1.6109315998318724e-06,1.622995549469431e-06,3.94506133476389e-07,7.606312435752903e-07,3.6944921725209107e-07,3.344698088915722e-07,5.062495318684141e-09,4.265760753363803e-08,4.4342604745094374e-14,1.1067247009607049e-09,3.1789834576670934e-15,2.5548519327614333e-08,2.5978552644097832e-08,1.520296335122867e-13,2.155660419721133e-12,1.0930718795361454e-08,6.217401656505347e-15,2.840900105577862e-13,5.705300138506072e-24,2.7436612946019065e-23,1.4615276053665163e-12,6.160088156796358e-20,4.9817397471560246e-14,3.6043225063721684e-10,2.987986704026259e-16,2.634962067196215e-22,4.829213745037717e-16,9.223451112955186e-15,6.729520765748627e-23,1.0925461794130207e-12,4.181423028174238e-22,5.086249746903301e-19,1.949203179181491e-17,9.785519499258737e-22,1.8705165461432974e-28,4.2935757535594165e-28,3.864194893542488e-13,3.060083819869653e-12
1.5678550320073983e-07,0.2963915319856576,3.76,0.0,0.738016082346812,0.9999995213261829,4.1546011295338505e-08,1.3293422306154503e-22,1.7608584193401262e-16,3.384859610026456e-05,1.649359304791166e-06,1.6678947988325943e-06,4.0604639912929246e-07,7.890136600320195e-07,3.758627301653925e-07,3.489001963785237e-07,5.194296553746805e-09,4.335783461097683e-08,4.735267059150781e-14,1.1399226882031492e-09,3.4385238937444906e-15,2.6324244364662265e-08,2.6703174642443677e-08,1.588877679964533e-13,2.2790435539479614e-12,1.1292331221706168e-08,6.722086110221092e-15,2.908784127331529e-13,6.3898162193039184e-24,3.1041846153349715e-23,1.4966671558439013e-12,6.641338134864473e-20,5.311285914558578e-14,3.65769940751344e-10,3.2731185817919814e-16,2.8351583527691424e-22,5.094577093747841e-16,9.713282124129211e-15,7.318899956272924e-23,1.1506749769968641e-12,4.642576838398056e-22,5.568892284893717e-19,2.022003140103829e-17,1.0853942162725284e-21,2.0771657080812487e-28,4.698688025499869e-28,4.006413330243221e-13,3.184579928654491e-12
1.589450276124649e-07,0.29639154664238604,3.76,0.0,0.7380157692701578,0.9999995121470132,4.334560151612085e-08,1.38915620960442e-22,1.786048671564766e-16,3.429175441785262e-05,1.6882023306930442e-06,1.7133862031617907e-06,4.1775877297045173e-07,8.180692623133542e-07,3.82327032768239e-07,3.637497372675862e-07,5.327657151704983e-09,4.4057356082039995e-08,5.052538355863485e-14,1.1736947898031128e-09,3.715568474576015e-15,2.7113048247326545e-08,2.7437484063254715e-08,1.65978932259314e-13,2.407796862584468e-12,1.1660420127338789e-08,7.260388978515767e-15,2.9773786392384115e-13,7.145987565437528e-24,3.5064491138194277e-23,1.5321918525733644e-12,7.153484440285107e-20,5.6577718587495486e-14,3.711038074709453e-10,3.58123006532978e-16,3.0478373573569303e-22,5.370494268622566e-16,1.0221870883272372e-14,7.951534354850023e-23,1.2111533994916386e-12,5.147634740636127e-22,6.090307427675546e-19,2.0965313953474737e-17,1.202308614213999e-21,2.3035228234053745e-28,5.136191725926271e-28,4.1521323498874484e-13,3.3125036330513095e-12
1.6110455202418997e-07,0.296391561332907,3.76,0.0,0.738015455098125,0.9999995028735642,4.519876450876996e-08,1.4508252321953416e-22,1.811326186804813e-16,3.473430957765776e-05,1.7274601757382432e-06,1.7594689581981033e-06,4.296431611347381e-07,8.478052888736702e-07,3.888427792986673e-07,3.790246345905821e-07,5.462574882271299e-09,4.47561550450828e-08,5.386734148891136e-14,1.2080456291967263e-09,4.011057061702257e-15,2.791495797061121e-08,2.818146947826155e-08,1.7330930742609846e-13,2.542079245014483e-12,1.2034990814440268e-08,7.834070491268448e-15,3.0467276115560273e-13,7.980239298823637e-24,3.954651268410232e-23,1.5680972009705118e-12,7.698093784305282e-20,6.021825512432748e-14,3.764338941338431e-10,3.913841080289196e-16,3.273611492761915e-22,5.657228143219235e-16,1.0749665075544227e-14,8.63000190227945e-23,1.274045698317523e-12,5.700134495260169e-22,6.653062327124905e-19,2.1728064428326333e-17,1.3300991204302606e-21,2.551178702694869e-28,5.608226658365803e-28,4.301392734800711e-13,3.443902255004403e-12
1.6326407643591503e-07,0.2963915760575749,3.76,0.0,0.7380151398239916,0.9999994935047445,4.710638394464398e-08,1.5143852916041335e-22,1.8366960474026013e-16,3.5176262384961485e-05,1.7671323463933655e-06,1.8061422607830495e-06,4.4169946524507115e-07,8.782289694874512e-07,3.9541062334153353e-07,3.9473108790479023e-07,5.599047565480351e-09,4.5454215905932624e-08,5.738532225710394e-14,1.2429798909150114e-09,4.325967406552372e-15,2.8729998886469394e-08,2.8935119486472243e-08,1.8088521814012688e-13,2.682052005636263e-12,1.2416047970420828e-08,8.44495821911552e-15,3.1167929110763034e-13,8.89947750203167e-24,4.453346866372305e-23,1.60438612222335e-12,8.276792696316647e-20,6.404089319222195e-14,3.8176024462175935e-10,4.272550572655959e-16,3.513118922670443e-22,5.955044279509667e-16,1.12971167313879e-14,9.356999411917753e-23,1.3394170051617664e-12,6.303848651770827e-22,7.259858791072177e-19,2.2508469442921003e-17,1.469622611650469e-21,2.8218299207293544e-28,6.117040834740751e-28,4.4542351211943274e-13,3.5788230345845963e-12
1.654236008476401e-07,0.29639159081674293,3.76,0.0,0.7380148234410362,0.9999994840394613,4.906934515012161e-08,1.579873086623108e-22,1.862163475426035e-16,3.5617613643084955e-05,1.8072183569440622e-06,1.853405308855874e-06,4.539275827188526e-07,9.093475253888898e-07,4.0203121782557737e-07,4.1087529313899944e-07,5.7370730690243125e-09,4.615152428718476e-08,6.10862862342541e-14,1.2785023205662513e-09,4.66131617814987e-15,2.955819475957653e-08,2.969842271270222e-08,1.887131347570855e-13,2.8278788522126415e-12,1.2803595698786405e-08,9.094948687997015e-15,3.18760403127005e-13,9.911118152756054e-24,5.0074765092847635e-23,1.641055446462814e-12,8.891267404828722e-20,6.805220370164993e-14,3.8708290343804543e-10,4.65903951051092e-16,3.7670178243456377e-22,6.264210913879857e-16,1.1864682203776948e-14,1.0135346464031011e-22,1.407333330427626e-12,6.962796876633215e-22,7.913538528712179e-19,2.3306713839358598e-17,1.6217916227371631e-21,3.1172843801588705e-28,6.665002007811333e-28,4.610699996946393e-13,3.717313126054058e-12
1.6758312525936517e-07,0.2963916056107646,3.76,0.0,0.7380145059425383,0.9999994744766224,5.1088535001449024e-08,1.6473260590307046e-22,1.8877338347791617e-16,3.605836415348214e-05,1.8477177290701442e-06,1.9012573014509088e-06,4.663274070582817e-07,9.411681694047733e-07,4.0870521502070044e-07,4.274634424481995e-07,5.876649305692367e-09,4.6848066941076836e-08,6.4977378745971e-14,1.3146177248188243e-09,5.018160004797088e-15,3.039956782175623e-08,3.0471367808873e-08,1.9679967552631272e-13,2.9797258941704256e-12,1.3197637548384211e-08,9.786009007277088e-15,3.2591344093308226e-13,1.102311737067227e-23,5.622392563030756e-23,1.6781070690585135e-12,9.543266311460731e-20,7.225890539592813e-14,3.92401915649877e-10,5.075073957429331e-16,4.0359923339646667e-22,6.584998943252149e-16,1.2452822145837689e-14,1.0967989374043212e-22,1.4778615616024087e-12,7.681258761014073e-22,8.617088526479237e-19,2.4122983553252836e-17,1.7875772119182596e-21,3.4394670922188324e-28,7.2545959616164905e-28,4.770827698630399e-13,3.8594195941138865e-12
