Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17)
1.1407527611991939e-05,0.2990231662118517,3.76,0.0,0.6802300957189185,0.9922759704039964,0.00839774923906309,4.214033074233126e-13,4.906426999891994e-10,0.001827569278856484,0.0010614348789432675,0.00578897784175008,0.0004123451099109523,0.05225502675218023,0.0018614528630856964,0.040423663375301025,3.8783220847685095e-06,2.790569013480112e-06,5.691136141030112e-06,0.0010432265885138368,4.659587801447524e-05,5.362920046469426e-05,0.0007264622852989224,6.007738170594318e-06,0.0003546538033543834,1.6461184455314867e-05,6.24221134463616e-06,3.7258829038083223e-10,1.8021595407242357e-10,1.4217384225691412e-08,1.7742307339199872e-08,3.389067402115797e-10,1.977225492941538e-05,1.608691456593022e-06,3.6040287454640515e-05,1.2446798530530764e-12,7.709991998030966e-09,4.080377908307944e-08,2.870046278018481e-12,1.3237765198981077e-05,2.886116917817463e-08,3.462367148241987e-07,2.979726067093279e-12,5.905494513803447e-08,1.3159589316194051e-14,5.818747092413198e-16,2.2362101741437665e-08,4.667386739529833e-07
1.1508282382945385e-05,0.29906606640117506,3.76,0.0,0.6792829515868493,0.9921445457707103,0.008562854807407198,4.3493731504820114e-13,5.036069491321338e-10,0.0018461153229923592,0.0010667528970978233,0.0059025248082774495,0.00041457483302265717,0.05310937296899191,0.0018712451448176948,0.04106966294909673,3.896765139818174e-06,2.8182380147353644e-06,5.823939416765465e-06,0.0010640279361311161,4.8242125327645915e-05,5.413391807660399e-05,0.0007469093469530002,6.1651237857323555e-06,0.0003676455765081961,1.6564899663726793e-05,6.389130937812317e-06,3.783258548226844e-10,1.8757209230856347e-10,1.4824998804531777e-08,1.818092615191308e-08,3.5049837542477997e-10,2.054789852119928e-05,1.6332106820179047e-06,3.729480096522124e-05,1.2873472588781838e-12,8.01126050800256e-09,4.190483616470722e-08,2.9683805609269923e-12,1.3654044086429035e-05,3.051255824640175e-08,3.6166437959993133e-07,3.0486998714156023e-12,6.234913594194951e-08,1.3912095051947212e-14,6.071264711602315e-16,2.2767178757325155e-08,4.761517491693751e-07
1.160903715389883e-05,0.2991091687818855,3.76,0.0,0.6783312795483848,0.9920122145273477,0.00872940459966931,4.487014923008236e-13,5.167300911788446e-10,0.001864556472574862,0.0010719853285289785,0.006017106881306646,0.0004167775977471713,0.05396744036897239,0.0018808316797449315,0.041718284342019844,3.914878868641521e-06,2.845727679249245e-06,5.9580679832927085e-06,0.0010848781023543221,4.992719784654826e-05,5.463599583566324e-05,0.0007676647698227577,6.3246534071099405e-06,0.00038096760426310777,1.666779241376056e-05,6.537508834723825e-06,3.841091082947855e-10,1.9513453141838368e-10,1.5450736747900915e-08,1.8624933412914243e-08,3.6232256475911673e-10,2.134481741005125e-05,1.657618412722136e-06,3.857775158661042e-05,1.3308760453083837e-12,8.320935330910791e-09,4.3020759891247145e-08,3.068822946481404e-12,1.4078705457789266e-05,3.223859094585575e-08,3.775791886083716e-07,3.1184410548575232e-12,6.578720453273358e-08,1.4698582609494565e-14,6.331576428666063e-16,2.317337416168049e-08,4.856259122976893e-07
1.1699716447756932e-05,0.2991481308179279,3.76,0.0,0.6774709728440371,0.9918923437485895,0.008880525322858851,4.612902947279356e-13,5.286755421539153e-10,0.0018810615970509949,0.0010766215939824171,0.0061211073329890744,0.0004187371246013252,0.05474281610609415,0.0018892885008367855,0.04230423990697872,3.930900763557932e-06,2.870311657478946e-06,6.079902473716509e-06,0.0011036807372061413,5.14772819189886e-05,5.50855815539621e-05,0.0007866073174030681,6.470053145191382e-06,0.0003932432696604319,1.6759694518398995e-05,6.672278868444009e-06,3.8935271395984985e-10,2.0211931128320035e-10,1.6029617630185606e-08,1.902910798159189e-08,3.731630381543195e-10,2.2080467425954417e-05,1.6794867951226294e-06,3.975691963133729e-05,1.3707881690005091e-12,8.606925341708296e-09,4.403769057467113e-08,3.161032943476804e-12,1.4468113108924724e-05,3.385782053830986e-08,3.9232546549361775e-07,3.181857257654216e-12,6.90080920917132e-08,1.543637576297913e-14,6.57262422636452e-16,2.3539823436769493e-08,4.942035772505663e-07
1.1790395741615033e-05,0.2991872510905143,3.76,0.0,0.6766071277202991,0.9917717432699791,0.00903279922599299,4.740689390654398e-13,5.407468610974594e-10,0.001897477661680364,0.0010811890179417973,0.006225930408410456,0.00042067498133576526,0.05552108238826553,0.001897587677897753,0.04289223497389146,3.94665801917487e-06,2.894744145586554e-06,6.2027836096166276e-06,0.0011225150729609076,5.305941248577451e-05,5.553298005630279e-05,0.0008057977653747738,6.617170410658527e-06,0.00040579288531705483,1.685093390241226e-05,6.808198451868476e-06,3.946326189540799e-10,2.092752586858951e-10,1.6623588455482135e-08,1.9437575266483456e-08,3.841914548471684e-10,2.2833780975212732e-05,1.701258996646603e-06,4.0959488232883185e-05,1.4113968626971063e-12,8.899900578813765e-09,4.5066451301991806e-08,3.2549674776457598e-12,1.4864394103669336e-05,3.55412259511093e-08,4.074782585800866e-07,3.245881547815813e-12,7.235228703661813e-08,1.6203382429795393e-14,6.820177428794812e-16,2.3907024826169756e-08,5.028282818052834e-07
1.1881075035473134e-05,0.2992265269922263,3.76,0.0,0.675739805055372,0.9916504153174587,0.009186218336260944,4.870260983067821e-13,5.529417204217679e-10,0.0019138027964557243,0.001085687845487501,0.0063315684568981115,0.0004225912499602503,0.05630218107044953,0.0019057334369863691,0.04348223005119713,3.962151698254461e-06,2.9190223080759674e-06,6.326698497206848e-06,0.0011413775107480355,5.467386731462706e-05,5.5978170560243065e-05,0.0008252351657082492,6.765995572276316e-06,0.00041861947090885527,1.694151229863067e-05,6.945252357251099e-06,3.999484858243435e-10,2.1660425811419406e-10,1.723284055094335e-08,1.9850300711359328e-08,3.9540756945830466e-10,2.360495813121098e-05,1.7229324861231895e-06,4.2185625827522106e-05,1.4527014296474437e-12,9.199942570572617e-09,4.61069359990908e-08,3.3506342597207287e-12,1.526758658985026e-05,3.729060616699235e-08,4.2304312536396467e-07,3.310507600411671e-12,7.582305625471257e-08,1.7000420128433053e-14,7.074325484532825e-16,2.4274906093231143e-08,5.114988710990905e-07
1.1971754329331235e-05,0.29926595592661065,3.76,0.0,0.6748690655096798,0.9915283621315667,0.009340774629821328,5.001690012032306e-13,5.65259451270769e-10,0.0019300351768435256,0.0010901183318543122,0.006438013730355654,0.0004244860146451532,0.05708605428213473,0.0019137299712022112,0.04407418589526618,3.977382902293643e-06,2.9431433836859177e-06,6.4516341410278744e-06,0.0011602645268546032,5.63209205950985e-05,5.6421133773361435e-05,0.0008449185332921366,6.9165186466668765e-06,0.0004317260243286622,1.7031431499966028e-05,7.083425229069904e-06,4.052999445153737e-10,2.241081674645206e-10,1.7857563316221043e-08,2.026724678091503e-08,4.068110745863431e-10,2.439419638440792e-05,1.7445048860685537e-06,4.343549752491875e-05,1.4947009275940517e-12,9.507131573474332e-09,4.715903505513907e-08,3.4480405564467273e-12,1.5677727809859186e-05,3.9107784980023816e-08,4.3902556012052243e-07,3.375728890151001e-12,7.942370512839235e-08,1.782831768185193e-14,7.335156966196538e-16,2.4643395817999088e-08,5.202141932430347e-07
1.2053365693803525e-05,0.2993015706736834,3.76,0.0,0.6740825284364704,0.9914178960537602,0.009480840916513139,5.121580836399783e-13,5.764491107601704e-10,0.001944563543312019,0.0010940475569755938,0.006534498174471561,0.00042617298832428217,0.0577938647940935,0.0019208027006945272,0.04460859037862624,3.990867511170579e-06,2.96471582072825e-06,6.564938151271401e-06,0.0011772810045117949,5.783136393663552e-05,5.681788155820633e-05,0.0008628430231695474,7.053432603168507e-06,0.0004437637546468475,1.711179670169962e-05,7.208724744032505e-06,4.101464055082218e-10,2.3101274763257666e-10,1.8433196170649207e-08,2.064607781229373e-08,4.1723401277512984e-10,2.512011413421892e-05,1.7638317693173753e-06,4.458080848162529e-05,1.5330932168533418e-12,9.78977764380058e-09,4.8115761162432384e-08,3.5371990389306195e-12,1.6052826128495143e-05,4.080274081119991e-08,4.537712601088011e-07,3.434931086080264e-12,8.277809855729393e-08,1.860050454784513e-14,7.575692943348925e-16,2.4975498130356763e-08,5.28095281100806e-07
1.2126815921828586e-05,0.29933372658744584,3.76,0.0,0.6733723568400131,0.9913179772532487,0.009607677656025517,5.230696279935957e-13,5.866021259355629e-10,0.0019575725583267996,0.0010975368790534818,0.006621883012801222,0.0004276764851349588,0.05843274133710163,0.0019270701721356665,0.04509086198587027,4.00282337936312e-06,2.984018786207589e-06,6.667601687946835e-06,0.0011926084325537282,5.921368743951883e-05,5.717338973295077e-05,0.0008791440679083122,7.177817502230484e-06,0.00045479544463278006,1.718367129565258e-05,7.322249150409512e-06,4.145324209867502e-10,2.373503596974752e-10,1.8962221559515424e-08,2.0989902568743164e-08,4.267437868258664e-10,2.5786199145861758e-05,1.7811531481623352e-06,4.562823306066299e-05,1.568125444079306e-12,1.0049210264241166e-08,4.898471004201878e-08,3.6186550183933313e-12,1.639527352994181e-05,4.23775618581399e-08,4.6733856987991185e-07,3.488616265597304e-12,8.589135069475553e-08,1.931793833358431e-14,7.796917851873968e-16,2.5274719975419428e-08,5.352177552065943e-07
1.2200266149853646e-05,0.29936597832752815,3.76,0.0,0.6726600505097349,0.991217586661559,0.009735246090570642,5.340987775599097e-13,5.968327675555371e-10,0.001970517625105782,0.0011009818493516823,0.006709783394768897,0.00042916603008746727,0.05907333630163799,0.0019332470651597085,0.04557435110938062,4.014609121845572e-06,3.003214024846036e-06,6.770911546601798e-06,0.0012079459705011562,6.061787443723681e-05,5.7527406992094154e-05,0.0008956046258617983,7.303297554034329e-06,0.0004660160775073955,1.7255116787070442e-05,7.436480042220642e-06,4.1894115035252117e-10,2.4380594408412835e-10,1.9501727421527207e-08,2.13364310146819e-08,4.363756296620464e-10,2.6464476329433856e-05,1.798404456826639e-06,4.669151217672693e-05,1.6036107501199263e-12,1.03134703534233e-08,4.986107326525072e-08,3.70126398403745e-12,1.6742343258231426e-05,4.400018798041063e-08,4.811893949915991e-07,3.5426796682030188e-12,8.909581638163183e-08,2.0057128878950463e-14,8.022683113512721e-16,2.557421583451898e-08,5.423675428662584e-07
1.2273716377878707e-05,0.29939832453706683,3.76,0.0,0.6719456412129978,0.9911167254997508,0.00986354187764178,5.452496180616555e-13,6.071403616180892e-10,0.0019833978638033128,0.0011043826227771238,0.006798195032122671,0.00043064167216916375,0.05971561950147588,0.0019393355285529691,0.04605903738741274,4.026225397138588e-06,3.022300215209613e-06,6.874860663539034e-06,0.0012232918923699959,6.20440636609641e-05,5.787992579808036e-05,0.0009122241084968002,7.429866826157115e-06,0.0004774272021467981,1.7326134252440057e-05,7.5514090589529475e-06,4.23372405281848e-10,2.503804351423184e-10,2.0051810479295064e-08,2.1685643676611406e-08,4.4612916079700927e-10,2.715504534692076e-05,1.8155847084833905e-06,4.777072712927799e-05,1.6395478511461359e-12,1.0582597938563614e-08,5.0744786301873027e-08,3.785029007751632e-12,1.7094053378320802e-05,4.5671634582225675e-08,4.953265230627253e-07,3.597117314865911e-12,9.239332286946089e-08,2.0818537492488673e-14,8.253034658216363e-16,2.5873948937785232e-08,5.495440402879867e-07
1.2339821583101263e-05,0.29942751578008286,3.76,0.0,0.6713009009717376,0.9910255491316581,0.00997962637248769,5.553822561036516e-13,6.164815689875822e-10,0.0019949339400322417,0.0011074056619786977,0.006878199056934843,0.000431957904354192,0.06029509298316634,0.0019447412973589181,0.04649626186794883,4.036535707624676e-06,3.039383484999151e-06,6.968955574662743e-06,0.0012371089905073036,6.334655924968893e-05,5.8195905780067305e-05,0.0009273170263640407,7.54470544699174e-06,0.00048786135652067867,1.7389684922236497e-05,7.655435132527516e-06,4.2737963620603616e-10,2.5639990467310707e-10,2.0556007928432203e-08,2.2002213687802773e-08,4.550111056655743e-10,2.7787148341276054e-05,1.830985412263841e-06,4.875571174964945e-05,1.6722766031646433e-12,1.0829007053229586e-08,5.154635774566489e-08,3.861408524849735e-12,1.741457464322226e-05,4.721852532487146e-08,5.082970056602254e-07,3.646428076761196e-12,9.544215097108406e-08,2.1523186600469644e-14,8.464309580827769e-16,2.6143881390728345e-08,5.560252276703826e-07
1.2405926788323818e-05,0.2994567814676211,3.76,0.0,0.6706545059572749,0.9909339934969511,0.010096293310879238,5.656074176797054e-13,6.258834693145892e-10,0.002006416197252218,0.0011103931494888437,0.006958610523019857,0.00043326295274739537,0.06087588778260666,0.0019500786979889913,0.046934424961614256,4.04670979855897e-06,3.0563764662167863e-06,7.0635573556995366e-06,0.0012509302969430488,6.46670866284287e-05,5.851066168407748e-05,0.0009425377383718501,7.660416921661298e-06,0.0004984521696827046,1.7452890612341662e-05,7.760013744782932e-06,4.314048073830798e-10,2.625170993252458e-10,2.106891969673644e-08,2.2320926364783442e-08,4.6399107327192204e-10,2.8429358304325546e-05,1.8463271689163832e-06,4.975372629172793e-05,1.7053694738412356e-12,1.1079419046964239e-08,5.2353780357187695e-08,3.938729060351658e-12,1.7738881578083346e-05,4.8806545460417225e-08,5.215036126213354e-07,3.696036101021994e-12,9.8569187529127e-08,2.224655230398316e-14,8.679368534028398e-16,2.6413950127646957e-08,5.62527125825965e-07
1.2472031993546374e-05,0.29948612062239843,3.76,0.0,0.6700064790792986,0.9908420595008354,0.010213539501914821,5.75927035850953e-13,6.35345463473007e-10,0.0020178440371551192,0.0011133452069592234,0.007039426234809219,0.0004345568550668479,0.06145798218237047,0.001955349251524632,0.047373512064897275,4.05674818292954e-06,3.073278265301104e-06,7.1586608062168e-06,0.0012647546223899528,6.600574362875928e-05,5.882418918885449e-05,0.0009578857888259754,7.776996663805136e-06,0.0005092007487659249,1.7515752168362684e-05,7.865138734342248e-06,4.3544777550724674e-10,2.6873267457239605e-10,2.1590614341912566e-08,2.2641766826096738e-08,4.730687607837087e-10,2.90817452416278e-05,1.8616093769462074e-06,5.076482700013927e-05,1.7388254321066253e-12,1.1333861777862542e-08,5.316700445010806e-08,4.016992626204378e-12,1.80669865588681e-05,5.043645573444121e-08,5.349483085005028e-07,3.745938507921235e-12,1.017757953879584e-07,2.2988980170914025e-14,8.898243939600736e-16,2.668412903407723e-08,5.690492998448798e-07
1.253813719876893e-05,0.29951553227107097,3.76,0.0,0.6693568431641186,0.990749748053351,0.010331361748522358,5.863386109359363e-13,6.448667025294132e-10,0.002029216875228023,0.0011162619587409062,0.007120642976500703,0.0004358396496630229,0.06204135455988946,0.001960554463549812,0.04781350865180549,4.066651383877546e-06,3.090088010968988e-06,7.254260713348358e-06,0.0012785807993381266,6.736262703266433e-05,5.9136484328346625e-05,0.0009733607142003073,7.894440009466457e-06,0.0005201081937484891,1.7578270455525095e-05,7.9708039230423e-06,4.3950839518130346e-10,2.750472776495055e-10,2.2121159786808406e-08,2.296471996711202e-08,4.822438522528199e-10,2.974437829402624e-05,1.8768314700943933e-06,5.178906916336036e-05,1.7726433972891116e-12,1.1592362671323683e-08,5.398597955619802e-08,4.096201146217517e-12,1.8398901713182382e-05,5.210902319369195e-08,5.486330355577422e-07,3.796132400357662e-12,1.0506334673633875e-07,2.37508186207938e-14,9.120967909227856e-16,2.6954392217747528e-08,5.755913169361552e-07
1.2604242403991485e-05,0.29954501544425144,3.76,0.0,0.6687056209530204,0.9906570600693877,0.010449756848066887,5.968414356191706e-13,6.54446575808613e-10,0.0020405341408109676,0.0011191435318617124,0.007202257512653178,0.0004371113755170341,0.06262598338874618,0.0019656958237889047,0.04825440027443411,4.076419934600657e-06,3.1068048542896252e-06,7.350351853066077e-06,0.00129240768203435,6.873783257078436e-05,5.9447543485647405e-05,0.0009889620433369717,8.012742218978595e-06,0.0005311755973850227,1.764044635867649e-05,8.077003117443607e-06,4.435865191908731e-10,2.814615475052925e-10,2.2660623313523246e-08,2.3289770481872314e-08,4.915160133229246e-10,3.0417325728201122e-05,1.8919929167855612e-06,5.28265071135524e-05,1.8068222211478779e-12,1.1854948714645781e-08,5.4810654440433636e-08,4.176356449770214e-12,1.8734638921273795e-05,5.38250211212035e-08,5.625597134454035e-07,3.8466148512242886e-12,1.0843322297201044e-07,2.4532418891279323e-14,9.34757227246203e-16,2.72247140449621e-08,5.821527463144028e-07
1.267034760921404e-05,0.29957456917678504,3.76,0.0,0.6680528350999082,0.9905639964687,0.010568721593214783,6.074347477562601e-13,6.640843550841735e-10,0.002051795277176704,0.0011219900559923807,0.007284266589041941,0.00043837207223812626,0.06321184724051797,0.001970774805604247,0.048696172563776896,4.086054378210663e-06,3.1234279687879154e-06,7.446928991916389e-06,0.0013062341464438936,7.013145492008585e-05,5.975736338497627e-05,0.001004689297732064,8.131898479575767e-06,0.0005424040451098079,1.7702280782395894e-05,8.183730110956572e-06,4.476820001755147e-10,2.8797611474451217e-10,2.320907155514409e-08,2.3616903013281742e-08,5.008848926512502e-10,3.110065492330469e-05,1.90709321917683e-06,5.3877194226483664e-05,1.841360693008608e-12,1.212164644998453e-08,5.564097712691808e-08,4.257460276377003e-12,1.9074209817419804e-05,5.558522894203132e-08,5.767302387648077e-07,3.897382908770587e-12,1.1188681450552818e-07,2.5334134994114076e-14,9.578088566157243e-16,2.7495069120105726e-08,5.887331593693211e-07
1.2736452814436596e-05,0.2996041925076117,3.76,0.0,0.667398508169049,0.9904705581759095,0.010688252772759177,6.181182091223816e-13,6.737794181427431e-10,0.00206299974160139,0.001124801663412061,0.007366666933492688,0.0004396217800601074,0.0637989247865405,0.001975792865540029,0.049138811230503295,4.09555526758732e-06,3.139956550535227e-06,7.543986888661555e-06,0.0013200590901981638,7.154358770193366e-05,6.006594108407967e-05,0.0010205419918104268,8.251903907825477e-06,0.00055379461494571,1.77637746510237e-05,8.290978685851289e-06,4.517946897932915e-10,2.9459160157959765e-10,2.376657048814804e-08,2.3946102078026975e-08,5.103501198930649e-10,3.179443235836195e-05,1.9221319122348923e-06,5.4941182921754405e-05,1.876257532792853e-12,1.2392481967787983e-08,5.647689492404261e-08,4.339514272198002e-12,1.9417625791268774e-05,5.739043212957142e-08,5.911464846472724e-07,3.948433591261587e-12,1.1542552056627362e-07,2.6156323671913423e-14,9.812548042310297e-16,2.776543231199463e-08,5.953321298191716e-07
1.2802558019659152e-05,0.29963388447990996,3.76,0.0,0.6667426626330824,0.9903767461205005,0.010808347172344407,6.288908698007031e-13,6.835310128175655e-10,0.002074147005420722,0.0011275784889752435,0.007449455256633388,0.0004408605398373114,0.06438719479945806,0.0019807514429502457,0.049582302065641966,4.104923165239618e-06,3.1563898182180615e-06,7.641520295745066e-06,0.0013338814325300203,7.297432348076173e-05,6.037327396720385e-05,0.0010365196331685667,8.37275355183707e-06,0.0005653483774261031,1.7824928908708736e-05,8.398742615019088e-06,4.5592443959745296e-10,3.013086217903359e-10,2.4333185426097336e-08,2.4277352146846832e-08,5.199113092673944e-10,3.2498723601413746e-05,1.9371085629168026e-06,5.601852466335807e-05,1.9115114033875403e-12,1.2667480901099771e-08,5.7318354447788545e-08,4.422519996518416e-12,1.9764897989187176e-05,5.9241422118978956e-08,6.058103003920842e-07,3.999763897250803e-12,1.1905074902432464e-07,2.6999344359797468e-14,1.0050981645500626e-15,2.8035778740844952e-08,6.019492338758743e-07
1.2868663224881708e-05,0.29966364414120533,3.76,0.0,0.6660853208711203,0.9902825612368004,0.010929001575155894,6.397519511071048e-13,6.933384859034763e-10,0.002085236554078069,0.001130320670077631,0.00753262825262659,0.0004420883930400356,0.06497663615470005,0.001985651959667041,0.050026630941231755,4.114158643163725e-06,3.1727270131941024e-06,7.739523960727697e-06,0.0013477001141971544,7.442375376310583e-05,6.0679359738046446e-05,0.001052621722807682,8.494442393440818e-06,0.0005770663955219338,1.7885744519366408e-05,8.507015663668167e-06,4.600711000265003e-10,3.081277806875772e-10,2.4908981013838826e-08,2.4610637553491027e-08,5.295680564129331e-10,3.3213593299364534e-05,1.9520227693675297e-06,5.71092699605031e-05,1.947120899769723e-12,1.2946668420103348e-08,5.816530164477334e-08,4.506478916280615e-12,2.0116037315648467e-05,6.113899622111092e-08,6.207235111266967e-07,4.051370797003406e-12,1.2276391621437246e-07,2.7863559145255124e-14,1.0293420027848075e-15,2.8306083804105376e-08,6.085840502860911e-07
1.2934768430104263e-05,0.2996934705434516,3.76,0.0,0.6654265051668125,0.9901880044639589,0.011050212762620318,6.507006273015388e-13,7.032010991662481e-10,0.002096267887169336,0.0011330283466194167,0.007616182599924699,0.00044330538174955445,0.06556722783198024,0.0019904958196802235,0.050471783810982364,4.123262282690879e-06,3.188967399542272e-06,7.837992627760502e-06,0.0013615140973935401,7.589196899684385e-05,6.098419641244521e-05,0.0010688477553711792,8.616965350475257e-06,0.0005889497245688135,1.7946222466668904e-05,8.615791591065403e-06,4.6423452160748845e-10,3.1504967507802936e-10,2.549402122174606e-08,2.4945942604244583e-08,5.393199424334728e-10,3.39391051678166e-05,1.966874160089067e-06,5.821346836866233e-05,1.9830845630967646e-12,1.3230069226706248e-08,5.9017681816297424e-08,4.59139241386188e-12,2.0471054434743e-05,6.308395753249366e-08,6.358879174657425e-07,4.103251244402141e-12,1.2656644675222661e-07,2.8749332728044883e-14,1.053989352419687e-15,2.8576323164669406e-08,6.152361604550195e-07
1.3000873635326819e-05,0.29972336274309364,3.76,0.0,0.664766237706405,0.9900930767459173,0.011171977515107361,6.617361210855975e-13,7.131181863464477e-10,0.002107240518483229,0.001135701660966545,0.007700114962039932,0.0004445115486523125,0.06615894891679922,0.001995284408833013,0.05091774671093606,4.132234674327573e-06,3.205110264105731e-06,7.936921039047507e-06,0.0013753223656492763,7.737905857067231e-05,6.128778231107196e-05,0.0010851972193841861,8.740317279085005e-06,0.0006009994121950875,1.8006363753976295e-05,8.725064152295003e-06,4.684145538649896e-10,3.22074893234381e-10,2.6088369340108144e-08,2.5283251479478203e-08,5.491665298437623e-10,3.467532198104544e-05,1.9816623931055817e-06,5.933116849085202e-05,2.0194008666743134e-12,1.3517707549312844e-08,5.987543964258577e-08,4.6772617800927535e-12,2.0829959771738545e-05,6.507711484220306e-08,6.513052951735955e-07,4.155402165707773e-12,1.3045977334573737e-07,2.9657032376515864e-14,1.0790432172651106e-15,2.884647277299526e-08,6.219051485194358e-07
1.3066978840549374e-05,0.2997533198011343,3.76,0.0,0.6641045405768468,0.9899977790313689,0.011294292612611872,6.728576362324119e-13,7.230890135796133e-10,0.0021181539760346474,0.0011383407579108624,0.007784421988308677,0.0004457069370335837,0.06675177860190482,0.002000019094546769,0.05136450576011014,4.141076417591877e-06,3.2211549165243177e-06,8.036303936259452e-06,0.0013891239237194088,7.888511081388574e-05,6.159011605219728e-05,0.0011016695974878012,8.864492975986745e-06,0.0006132164982533978,1.8066169404278328e-05,8.834827099973506e-06,4.726110466076323e-10,3.2920401486872345e-10,2.6692087973939106e-08,2.5622548351002584e-08,5.59107367873099e-10,3.5422305562435564e-05,1.9963871551453167e-06,6.046241797916283e-05,2.0560682344064903e-12,1.3809607137891828e-08,6.07385192069695e-08,4.764088224159423e-12,2.119276351471031e-05,6.711928253783862e-08,6.669773948415282e-07,4.207820474983876e-12,1.34445336604672e-07,3.058702788623366e-14,1.1045065682898731e-15,2.9116508857182404e-08,6.285906014870112e-07
1.313308404577193e-05,0.2997833407832076,3.76,0.0,0.6634414357639616,0.9899021122737162,0.01141715483541126,6.840643130535518e-13,7.331128986072592e-10,0.0021290078020906556,0.0011409457846293656,0.007869100314644644,0.0004468915907705482,0.06734569618869846,0.0020047012255771835,0.05181204716111471,4.149788120846806e-06,3.2371006892553916e-06,8.13613606190152e-06,0.0014029177974623464,8.041021299646748e-05,6.189119654456356e-05,0.0011182643666666475,8.989487180679565e-06,0.0006256020147562529,1.8125640460077554e-05,8.945074185907466e-06,4.768238486578637e-10,3.364376111112054e-10,2.730523903822966e-08,2.596381726734131e-08,5.69141987182694e-10,3.618011677548138e-05,2.0110481608365887e-06,6.160726353653395e-05,2.0930850224898932e-12,1.4105791259340214e-08,6.160686401995952e-08,4.85187286444418e-12,2.1559475616204225e-05,6.921128051120963e-08,6.829059415824104e-07,4.260503059191598e-12,1.3852458485081993e-07,3.153969153539567e-14,1.1303823464307071e-15,2.938640794287904e-08,6.352921093006262e-07
1.3199189250994486e-05,0.29981342475965106,3.76,0.0,0.6627769451506677,0.9898060774310179,0.011540560964704039,6.953553436063193e-13,7.431891120316695e-10,0.0021398015531895404,0.0011435168906423249,0.007954146564286156,0.0004480655543250188,0.06794068108859959,0.002009332131797239,0.05226035720075065,4.158370401129694e-06,3.252946937583837e-06,8.236412160655852e-06,0.0014167030337083792,8.19544513294646e-05,6.219102298023232e-05,0.0011349809984712773,9.11529457764967e-06,0.0006381569858149278,1.818477798327991e-05,9.055799162711403e-06,4.810528092999207e-10,3.4377624449123693e-10,2.7927883753575987e-08,2.6307042285854176e-08,5.79269906567756e-10,3.694881551523933e-05,2.0256451519110395e-06,6.276575091876307e-05,2.1304495427331107e-12,1.4406282693089944e-08,6.248041704341067e-08,4.940616740919873e-12,2.1930105794967945e-05,7.135393406320468e-08,6.990926347397187e-07,4.313446797675375e-12,1.4269897392720026e-07,3.2515398043422336e-14,1.1566734586579919e-15,2.9656146844709484e-08,6.420092649538191e-07
1.3265294456217041e-05,0.29984357080557505,3.76,0.0,0.6621110905152354,0.9897096754659311,0.01166450778323418,7.067298416290201e-13,7.533169609483764e-10,0.002150534800153573,0.0011460542277701776,0.008039557348541556,0.0004492288727356165,0.06853671282437787,0.0020139131240031758,0.052709422250591983,4.166823883977156e-06,3.268693039622053e-06,8.337126980700428e-06,0.0014304787001187488,8.351791096562538e-05,6.248959482750727e-05,0.0011518189592373295,9.241909798561068e-06,0.0006508824275810817,1.8243583055044476e-05,9.166995785399913e-06,4.852977768523463e-10,3.512204689235895e-10,2.8560082642107148e-08,2.6652207343609545e-08,5.894906260509727e-10,3.7728460700183753e-05,2.0401778964138406e-06,6.393792493673732e-05,2.16816003860727e-12,1.4711103726958632e-08,6.335912071471317e-08,5.030320803204185e-12,2.230466353772467e-05,7.354807380744206e-08,7.155391476086451e-07,4.366648542460108e-12,1.4696996700550853e-07,3.3514524524896984e-14,1.1833827817743148e-15,2.9925702683878345e-08,6.487416645518932e-07
1.3331399661439597e-05,0.2998737780009288,3.76,0.0,0.6614438935295829,0.9896129073456461,0.011788992075901063,7.181869851530013e-13,7.634957197381247e-10,0.002161207128095159,0.0011485579500893268,0.008125329267532155,0.0004503815916095367,0.06913377103145209,0.0020184454937429404,0.05315922876755197,4.175149203246104e-06,3.2843383962998255e-06,8.438275275000454e-06,0.0014442438850357153,8.510067600029548e-05,6.278691182385945e-05,0.001168777710300898,9.369327424437704e-06,0.0006637793481911621,1.8302056775634753e-05,9.278657812951805e-06,4.895586002887549e-10,3.587708296971431e-10,2.920189552373709e-08,2.6999296405396226e-08,5.998036354354134e-10,3.851911026444477e-05,2.054646187923967e-06,6.512382945888566e-05,2.2062147150061646e-12,1.502027615324287e-08,6.424291697098456e-08,5.1209859261933555e-12,2.2683158101008528e-05,7.579453557279086e-08,7.322471271693039e-07,4.420105143133615e-12,1.513390343919617e-07,3.4537450447732006e-14,1.2105131574382082e-15,3.019505288072186e-08,6.554889074212365e-07
