Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55)
1.3601234719177822e-05,0.06543473617094163,3.76,0.0,0.6975899608924078,0.9946753077701952,0.003950593858259178,4.055717488809624e-20,7.521591194088015e-16,6.978645851454054e-05,0.00021289042698870622,0.0012354782783756603,2.5600889932302606e-05,0.015708599695850665,0.0018306409693899127,0.009066300853494788,6.179943009477976e-06,7.914655079199408e-07,1.7704151413499782e-07,0.001406875745688,2.549743647638347e-06,7.102547500833346e-06,0.0001560165860974495,1.6545388045743555e-07,3.890249544333661e-05,1.0156292618176532e-06,5.03068193592226e-07,7.626762446616475e-11,3.9779614401042197e-13,1.51335877026545e-10,5.091736008825428e-09,4.602369360813016e-13,2.618857625095607e-07,1.0126215924756357e-07,6.00199228345937e-06,1.816108023273186e-15
1.3661895626759346e-05,0.06543619727642626,3.76,0.0,0.6974176027610957,0.9946232901257402,0.004003854597073949,4.1525360836928365e-20,7.648890158545203e-16,7.022094252717302e-05,0.0002143535316798101,0.001243784142178932,2.577081762698367e-05,0.01587334997272937,0.0018393857792774369,0.00915770658940538,6.221997223359119e-06,7.963291841861318e-07,1.8023884699641594e-07,0.0014218399760468148,2.606478162312592e-06,7.171823319077544e-06,0.0001582106013660026,1.6849409509085537e-07,3.9751358817570064e-05,1.0227297787616717e-06,5.121641039273718e-07,7.746431370690715e-11,4.0948999777712614e-13,1.5583116077132937e-10,5.189195409495855e-09,4.713352744010102e-13,2.6682878270824167e-07,1.023715229047976e-07,6.132022487417745e-06,1.8596127570933846e-15
1.3716490443582717e-05,0.06543752114194172,3.76,0.0,0.6972614499840384,0.9945761872927031,0.004052228381915976,4.240516232077414e-20,7.765003497396757e-16,7.061596765711533e-05,0.00021567378349109825,0.001251304044478331,2.592410601123145e-05,0.01602260578349647,0.0018472337097005058,0.009240472271052146,6.259938829274088e-06,8.00750786216904e-07,1.8315515842747306e-07,0.001435377359120521,2.658440194746209e-06,7.234483318872029e-06,0.0001602095634098123,1.7126906206660896e-07,4.052866185068906e-05,1.0291405539049408e-06,5.204606017370979e-07,7.855589866133893e-11,4.202705487313467e-13,1.5997607388988333e-10,5.278228326913062e-09,4.815271269441366e-13,2.713534411800788e-07,1.0337957563785204e-07,6.251040671525435e-06,1.899560944177539e-15
1.3771085260406088e-05,0.06543885343435206,3.76,0.0,0.69710431838028,0.9945288117959334,0.004101020119874575,4.3304087175060774e-20,7.882628529236278e-16,7.101478711330506e-05,0.00021699728411666446,0.001258866632771491,2.6077726112257206e-05,0.016172792710533495,0.001855060262690299,0.00932371290422761,6.2979675125993906e-06,8.052145031517507e-07,1.8610847322093476e-07,0.0014489804280599864,2.7112674645223312e-06,7.29743786943078e-06,0.00016223184732225634,1.7408114607102256e-07,4.1318764675813555e-05,1.0355705036740452e-06,5.288624122498666e-07,7.966142176623754e-11,4.3129859206342284e-13,1.6421682350989606e-10,5.368524262110575e-09,4.919114271936857e-13,2.7595122477703523e-07,1.0439681117208038e-07,6.371969582867754e-06,1.94026077096826e-15
1.382568007722946e-05,0.06544019417581579,3.76,0.0,0.6969462054636607,0.994481162852878,0.004150231679194198,4.422442414147968e-20,8.001723767381137e-16,7.141741500475544e-05,0.00021832400757194407,0.0012664723035508503,2.623167489162571e-05,0.016323912813853658,0.0018628652900746852,0.009407429223306988,6.3360824482385356e-06,8.097204804677823e-07,1.8909910945704682e-07,0.001462648958798954,2.764971346299408e-06,7.36068617971521e-06,0.00016427770083598292,1.7693071959499657e-07,4.212183792293487e-05,1.0420195637563215e-06,5.373704374970756e-07,8.078099559113991e-11,4.425789147351971e-13,1.6855526806043471e-10,5.4600960005655895e-09,5.02525451359628e-13,2.8062328988344626e-07,1.0542329067957851e-07,6.494833062155657e-06,1.9818564840179223e-15
1.388027489405283e-05,0.06544154338830854,3.76,0.0,0.6967871087709763,0.9944332396828601,0.004199864921082444,4.5154750085876703e-20,8.122300409191069e-16,7.182386529710362e-05,0.00021965392773393307,0.001274121454580402,2.638594929951153e-05,0.01647596812805817,0.0018706486475614076,0.009491621949712637,6.374282806908368e-06,8.142688618572593e-07,1.9212738602654134e-07,0.001476382723237712,2.8195633168082113e-06,7.4242274436391725e-06,0.00016634737341443258,1.79818157309175e-07,4.2938053909401426e-05,1.048487669537416e-06,5.459855816682589e-07,8.191476953702742e-11,4.5411637696724044e-13,1.7299329412106123e-10,5.552956588765102e-09,5.133560871797588e-13,2.853708096485071e-07,1.0645907517261197e-07,6.61965514516967e-06,2.0242973311113333e-15
1.3934869710876202e-05,0.06544290109360722,3.76,0.0,0.6966270258621162,0.994385041507109,0.00424992169960408,4.609996102016761e-20,8.244443275546603e-16,7.223415181166042e-05,0.00022098701834288628,0.001281814484876927,2.6540546274722624e-05,0.016628960662204085,0.0018784101947160715,0.009576291791876761,6.412567755191519e-06,8.188597892117002e-07,1.9519362261560666e-07,0.0014901814892869375,2.8750549551149356e-06,7.488060840339271e-06,0.0001684411162471911,1.8274383605612334e-07,4.3767586648609285e-05,1.0549747561224005e-06,5.547087510517103e-07,8.306290005769218e-11,4.659159129597665e-13,1.7753281670307788e-10,5.647118812293142e-09,5.24375436698501e-13,2.9019497412465617e-07,1.075042256410291e-07,6.74646006301672e-06,2.067475637334256e-15
1.3989464527699573e-05,0.06544426731329939,3.76,0.0,0.6964659543202225,0.9943365675487933,0.004300403861559291,4.707184260581917e-20,8.368134892968702e-16,7.264828822375938e-05,0.0002223232530044049,0.0012895517946879484,2.6695462745545564e-05,0.01678289239965258,0.0018861497949361084,0.009661439445198898,6.4509364555934365e-06,8.234934026045162e-07,1.9829813968860242e-07,0.001504045020918637,2.9314579429233768e-06,7.552185534273101e-06,0.00017055918224432142,1.8570813485187953e-07,4.461061186007541e-05,1.0614807583031622e-06,5.635408539741301e-07,8.422549692727457e-11,4.779825308376252e-13,1.8217577951488476e-10,5.7425954380491425e-09,5.35624615285825e-13,2.950969903867636e-07,1.085588026658418e-07,6.875272242413282e-06,2.1115506869806456e-15
1.4044059344522944e-05,0.06544564206877485,3.76,0.0,0.6963038917518206,0.9942878170330502,0.004351313246382326,4.805907051750127e-20,8.493318628024466e-16,7.306628806111707e-05,0.00022366260519120573,0.0012973337854728434,2.6850695629838595e-05,0.016937765297943743,0.0018938673154270847,0.00974706559201136,6.48938806660125e-06,8.281698402765713e-07,2.014412584641266e-07,0.0015179730782100415,2.988784064819787e-06,7.616600675288135e-06,0.0001727018260305439,1.8871143488215545e-07,4.546730697790713e-05,1.0680056105618408e-06,5.724828007444993e-07,8.540268750849694e-11,4.903213137294523e-13,1.8692415522823892e-10,5.839399676307378e-09,5.471260045990262e-13,3.000780827930288e-07,1.0962286642290156e-07,7.006116305902503e-06,2.1566089521863705e-15
1.4098654161346316e-05,0.06544702538122801,3.76,0.0,0.6961408357869366,0.9942387891870108,0.004402651686050447,4.905619754001571e-20,8.620098777092281e-16,7.34881647030503e-05,0.00022500504824483032,0.0013051608598856927,2.7006241834642178e-05,0.017093581288684826,0.001901562627181111,0.009833170901548829,6.527921742743591e-06,8.328892386224035e-07,2.046233008929052e-07,0.001531965417383348,3.047045208491281e-06,7.681305398893757e-06,0.0001748693039403188,1.9175411949270876e-07,4.6337851158443545e-05,1.074549247112655e-06,5.815355036043035e-07,8.659465123340687e-11,5.029374212764398e-13,1.9177994572746572e-10,5.937544623001326e-09,5.588228119473297e-13,3.051394932021408e-07,1.1069647705612501e-07,7.139017072044031e-06,2.2024308126239597e-15
1.4153248978169687e-05,0.06544841727165893,3.76,0.0,0.6959767840792875,0.9941894832398424,0.004454421004936656,5.008033798541229e-20,8.74853680378752e-16,7.391393137881847e-05,0.0002263505553782531,0.0013130334217469214,2.716209825682831e-05,0.01725034227737008,0.0019092356049402988,0.009919756029899385,6.566536634668377e-06,8.376517321684136e-07,2.0784458964337765e-07,0.0015460217908711672,3.1062533650744283e-06,7.746298826532612e-06,0.000177061874009823,1.9483657418020663e-07,4.722242529271225e-05,1.0811116018936898e-06,5.906998766460421e-07,8.78015185551057e-11,5.158360895032669e-13,1.9674518244866785e-10,6.037043080146408e-09,5.707260196521594e-13,3.102824810837215e-07,1.1177969448404685e-07,7.273999555701798e-06,2.249059182497666e-15
1.4207843794993058e-05,0.06544981776086287,3.76,0.0,0.6958117343063801,0.9941398984227724,0.004506623019732177,5.112765533502933e-20,8.878418219399293e-16,7.434360116613252e-05,0.00022769909967712467,0.0013209518760280046,2.7318261783816543e-05,0.017408050143286447,0.0019168861271761095,0.010006821619979069,6.6052318891797665e-06,8.424574535622651e-07,2.1110544808414165e-07,0.0015601419473519644,3.166420629334063e-06,7.811580065544372e-06,0.00017927979597198444,1.9795918659143482e-07,4.812121201303842e-05,1.0876926085299312e-06,5.999768357638919e-07,8.90233482406466e-11,5.290226308985481e-13,2.018219266288309e-10,6.137908324406557e-09,5.829608937493226e-13,3.155083236100683e-07,1.1287257798617563e-07,7.411088968183286e-06,2.2969786552494228e-15
1.426243861181643e-05,0.06545122686944377,3.76,0.0,0.6956456841696788,0.9940900339691258,0.004559259539315689,5.2166611229425567e-20,9.009810361727643e-16,7.477718698945938e-05,0.00022905065410257482,0.0013289166288251576,2.74747292929998e-05,0.017566706739355276,0.0019245140760545626,0.010094368301490318,6.6440066493271454e-06,8.473065335542652e-07,2.1440620025339796e-07,0.0015743256318100807,3.227559199965759e-06,7.877148209388902e-06,0.00018152333124764423,2.0112234652098472e-07,4.903439570429707e-05,1.094292200387741e-06,6.09367298589883e-07,9.0260351777108e-11,5.42502436999027e-13,2.0701226955481242e-10,6.240153985820607e-09,5.954321476983897e-13,3.208183162281849e-07,1.1397518670739004e-07,7.550310717459661e-06,2.345820119614638e-15
1.43170334286398e-05,0.06545264461779478,3.76,0.0,0.6954786313946779,0.9940398891143434,0.004612332364695111,5.323126765911569e-20,9.1432088605416e-16,7.521470162037932e-05,0.0002304051914921581,0.001336928087347103,2.7631497651359605e-05,0.017726313892063875,0.0019321193374181225,0.010182396690904288,6.682860054441187e-06,8.52199100987849e-07,2.177471708395608e-07,0.001588572585564385,3.2896813797187146e-06,7.943002338040633e-06,0.00018379274294210349,2.0432644589810633e-07,4.9962162508986025e-05,1.1009103106123795e-06,6.188721844462432e-07,9.15127978592184e-11,5.562809793064688e-13,2.1231833283543108e-10,6.343792620176615e-09,6.079416743831494e-13,3.2621377265116577e-07,1.1508758003900119e-07,7.691690408243086e-06,2.394817891707413e-15
1.4371628245463172e-05,0.06545407102611756,3.76,0.0,0.6953105737310712,0.9939894630960215,0.0046658432888766555,5.434873336063712e-20,9.278004885753199e-16,7.565615767512584e-05,0.00023176268456205978,0.0013449866598879666,2.7788563717814814e-05,0.017886873401307967,0.0019397018007486521,0.010270907391419405,6.721791240202357e-06,8.571352827809435e-07,2.2112868517769953e-07,0.0016028825463298836,3.3527995756914827e-06,8.009141517969099e-06,0.00018608829583674163,2.075718787744419e-07,5.090470033862375e-05,1.107546872018598e-06,6.284924142719731e-07,9.278053492147575e-11,5.703638060507868e-13,2.177422686929659e-10,6.448837314888712e-09,6.209231676587171e-13,3.316960243644139e-07,1.1620981630871115e-07,7.835253842184845e-06,2.4456507988305643e-15
1.4426223062286543e-05,0.06545550611440293,3.76,0.0,0.6951415089528937,0.9939387551539468,0.004719794096750658,5.546072082863704e-20,9.41438048685795e-16,7.610156761212677e-05,0.00023312310590977936,0.0013530927558028968,2.7945924341848076e-05,0.018048387040255947,0.0019472613591329756,0.010359900992927244,6.760799338713422e-06,8.621152039101261e-07,2.2455106921179238e-07,0.0016172552482732704,3.4169262995804578e-06,8.075564802094325e-06,0.0001884102563787123,2.1085904133149644e-07,5.186219888377889e-05,1.1142018171729135e-06,6.382289105541361e-07,9.406388608145628e-11,5.847565473481605e-13,2.2328626026776669e-10,6.555302133180745e-09,6.34123646283797e-13,3.3726642216349186e-07,1.1734195365810244e-07,7.981027018021022e-06,2.4973384319302692e-15
1.4475358397427576e-05,0.06545680513158891,3.76,0.0,0.694988487749496,0.9938928763347357,0.0047687273930155805,5.647514063669953e-20,9.538660355971641e-16,7.650582729552995e-05,0.00023434996605734747,0.0013604292137870133,2.8087798138639744e-05,0.018194566540133243,0.0019540452924744693,0.010440408591440636,6.795971667612907e-06,8.666346317795223e-07,2.2766642829901156e-07,0.0016302441011844312,3.4755130677583936e-06,8.135587873732273e-06,0.00019052282096333802,2.1385349565987675e-07,5.2736897203566485e-05,1.12020693000279e-06,6.470919286756205e-07,9.523238978497561e-11,5.979797105584739e-13,2.2838032976510802e-10,6.652345418732488e-09,6.461586293340178e-13,3.4235627644694725e-07,1.1836939079237536e-07,8.114133852415509e-06,2.5444625870748685e-15
1.452449373256861e-05,0.06545811120986313,3.76,0.0,0.6948346474118361,0.9938467679922487,0.004818019723779737,5.752493828576859e-20,9.664303355626994e-16,7.69133084480215e-05,0.0002355791556783556,0.0013678047980046216,2.8229905658123227e-05,0.0183415215544073,0.001960810516193101,0.010521308218009723,6.831204952368533e-06,8.711896765074907e-07,2.3081539476476264e-07,0.0016432833575760826,3.5349362315999294e-06,8.19583958356838e-06,0.00019265718948583696,2.1688236544055245e-07,5.3624009604518786e-05,1.1262268293686456e-06,6.560505456131535e-07,9.641369390128271e-11,6.114627499218128e-13,2.3357507351974397e-10,6.7505590214516855e-09,6.584635620145135e-13,3.475196492203816e-07,1.1940493703178225e-07,8.2490710273001e-06,2.5926388511835675e-15
1.4573629067709644e-05,0.06545942436337239,3.76,0.0,0.694679986368184,0.9938004295769474,0.004867672373029678,5.857852011331311e-20,9.791164938424544e-16,7.732401982209204e-05,0.00023681065455594965,0.001375219809005356,2.8372244585526845e-05,0.018489253319794938,0.001967556959729099,0.01060260027492036,6.86649855306993e-06,8.757804251186584e-07,2.3399820741393898e-07,0.0016563728164534384,3.595205130145143e-06,8.256319214229933e-06,0.00019481355962296562,2.1994594386703143e-07,5.4523678097321396e-05,1.1322614655872325e-06,6.651054368484447e-07,9.76079229955037e-11,6.252099391118778e-13,2.388721482854367e-10,6.849953169713105e-09,6.710184172268736e-13,3.527575643981283e-07,1.2044863402870453e-07,8.385857905552368e-06,2.6417884624986792e-15
1.4622764402850677e-05,0.06546074460613338,3.76,0.0,0.6945245030630891,0.9937538605408079,0.004917686619181769,5.962227467579045e-20,9.919461431877035e-16,7.773797006449228e-05,0.00023804444240038976,0.0013826745479798206,2.8514812600354317e-05,0.01863776305519136,0.0019742845548069246,0.010684285155657421,6.901851827617984e-06,8.804069633277115e-07,2.3721510539808741e-07,0.0016695122746182786,3.65632917156513e-06,8.317026040133088e-06,0.0001969921301251904,2.2304452550912598e-07,5.5436045881894024e-05,1.1383107888319313e-06,6.7425727872154e-07,9.881528082751005e-11,6.392256070510888e-13,2.442732317649765e-10,6.950537805809663e-09,6.83680458642037e-13,3.580710587206094e-07,1.2150052337739038e-07,8.524513979573414e-06,2.6913589406576384e-15
1.467189973799171e-05,0.06546207195202101,3.76,0.0,0.6943681959574227,0.993707060337333,0.004968063735047323,6.071088125197766e-20,1.0049360677656107e-15,7.815516771640209e-05,0.00023928049884959103,0.0013901693167512757,2.8657607376470516e-05,0.018787051961630753,0.001980993235422214,0.010766363244895466,6.937264131747807e-06,8.850693755339994e-07,2.404663282090724e-07,0.0016827015266878494,3.7183178332262288e-06,8.37795932769287e-06,0.00019919310081400123,2.261784063073262e-07,5.636125735057891e-05,1.1443747491380852e-06,6.835067483995189e-07,1.000357950179385e-10,6.53514137799264e-13,2.4978002277407796e-10,7.052322037731168e-09,6.965530621723797e-13,3.6346118145723e-07,1.2256064665199058e-07,8.665058871301115e-06,2.7417526667836614e-15
1.4721035073132744e-05,0.06546340641477781,3.76,0.0,0.6942110635284727,0.9936600284215756,0.005018804987756283,6.184666942248807e-20,1.0180516460177392e-15,7.857562121112197e-05,0.00024051880347073296,0.0013977044177574175,2.8800626583015747e-05,0.018937121222198525,0.001987682937814784,0.010848834918478123,6.972734819083416e-06,8.897677448115725e-07,2.4375211566777054e-07,0.0016959403651350823,3.781180661839967e-06,8.439118335104534e-06,0.0002014166725740609,2.2934788356370722e-07,5.7299458095167e-05,1.1504532963696954e-06,6.9285452383264e-07,1.0126944558482614e-10,6.680799699102988e-13,2.553942413987528e-10,7.155315766074834e-09,7.098246251445848e-13,3.6892899472606945e-07,1.2362904493646277e-07,8.807512332243759e-06,2.7936984576913137e-15
1.4770170408273778e-05,0.06546474800796961,3.76,0.0,0.6940531042720378,0.993612764250348,0.005069911638012756,6.294543601768948e-20,1.0312962388731486e-15,7.899933885992347e-05,0.0002417593357509632,0.0014052801541182681,2.8943867883184014e-05,0.019087971999752363,0.0019943536007306986,0.010931700542306568,7.008263240877248e-06,8.945021527489898e-07,2.470727078844497e-07,0.001709228580043405,3.844927282174878e-06,8.500502311431136e-06,0.00020366304748164628,2.3255325600856017e-07,5.8250795059909754e-05,1.1565463801904418e-06,7.023012837930961e-07,1.0251655342961302e-10,6.829276002084664e-13,2.611176313105172e-10,7.259529905846953e-09,7.231966428066382e-13,3.744755757528967e-07,1.247057588964001e-07,8.951894259656624e-06,2.8460377920153065e-15
1.4819305743414811e-05,0.06546609674523642,3.76,0.0,0.6938943166992804,0.9935652672819414,0.005121384941130014,6.406339271727827e-20,1.0446912164951813e-15,7.942632887718297e-05,0.00024300207511203107,0.0014128968294908064,2.9087328934653442e-05,0.01923960544038275,0.0020010051649453557,0.011014960474068691,7.0438487464147825e-06,8.992726797150628e-07,2.50428345294697e-07,0.001722565959581377,3.909567383427773e-06,8.562110498849171e-06,0.0002059324285871873,2.357948235239536e-07,5.9215416311013645e-05,1.1626539501421376e-06,7.118477076877452e-07,1.0377714323515827e-10,6.980615733418654e-13,2.6695195416765723e-10,7.3649736160727e-09,7.367773424186273e-13,3.801020135930349e-07,1.2579082935834825e-07,9.098224670799231e-06,2.8991924301471735e-15
1.4863527545041742e-05,0.06546731672759122,3.76,0.0,0.6937506984521522,0.9935223205219663,0.005168025436374855,6.511694652655851e-20,1.0568739219106657e-15,7.981342449158366e-05,0.00024412241054938026,0.0014197870914805482,2.9216629831254936e-05,0.019376745650935213,0.002006975195630254,0.011090231836578684,7.075923969145903e-06,9.035971013617163e-07,2.534785814835419e-07,0.001734611460681073,3.96851544805494e-06,8.617748937055904e-06,0.00020799471029203813,2.3874343016759217e-07,6.00950565615909e-05,1.1681631069958766e-06,7.205252637472627e-07,1.0492320854644425e-10,7.119307925505779e-13,2.7229916526680037e-10,7.460932092034176e-09,7.49292520702492e-13,3.8523499277134777e-07,1.2677457103392343e-07,9.23160461159611e-06,2.9481715340818145e-15
1.4907749346668673e-05,0.06546854251723609,3.76,0.0,0.6936064070122879,0.9934791843659518,0.005214964840124885,6.618136011745439e-20,1.0691712979497601e-15,8.02031831327959e-05,0.0002452445019165912,0.001426710982599773,2.9346105113248217e-05,0.01951452154443279,0.002012929669788762,0.011165823120414458,7.108044424184657e-06,9.07950900227787e-07,2.565575749506783e-07,0.0017466964548174186,4.028202289786062e-06,8.673567803306793e-06,0.00021007594170285602,2.4172181953788604e-07,6.0985687503102794e-05,1.1736839197007206e-06,7.292845945950813e-07,1.0608034973624942e-10,7.260390785522176e-13,2.777389931316158e-10,7.557901908372632e-09,7.619933087166878e-13,3.904343600259531e-07,1.2776514350172858e-07,9.366593902150892e-06,2.997874672113073e-15
1.4951971148295604e-05,0.0654697741231646,3.76,0.0,0.6934614413265401,0.9934358584221198,0.005262204056142713,6.723577423673398e-20,1.0815838816131839e-15,8.059561057191978e-05,0.000246368334089293,0.0014336687253096762,2.947575306550543e-05,0.01965293392123518,0.0020188685484423727,0.011241734569156047,7.140209633484559e-06,9.123341322242598e-07,2.596655015088996e-07,0.001758820783621805,4.088635106892958e-06,8.729566530051725e-06,0.00021217627286064224,2.447302131747403e-07,6.18874194323052e-05,1.179216351238837e-06,7.381261967598939e-07,1.0724869129121799e-10,7.403898703575041e-13,2.8327276880753403e-10,7.65589055677618e-09,7.748158042779213e-13,3.9570093527881226e-07,1.2876257582527145e-07,9.50320738566526e-06,3.0480538488083507e-15
1.4996192949922534e-05,0.06547101155518902,3.76,0.0,0.6933158003551037,0.9933923423000003,0.00530974398344493,6.830964642840822e-20,1.0941171960249702e-15,8.099071249636911e-05,0.0002474938918878506,0.0014406605425034014,2.9605571968304786e-05,0.019791983567166518,0.0020247917943148125,0.011317966419297077,7.172419117366733e-06,9.167468522271413e-07,2.628025371775035e-07,0.0017709842871419126,4.149821153210256e-06,8.785744543926574e-06,0.00021429585463131568,2.4776883349240074e-07,6.280036362073141e-05,1.1847603644540326e-06,7.470505672737159e-07,1.08428244191665e-10,7.549866498658492e-13,2.8890183747633816e-10,7.754904953704392e-09,7.878535496583631e-13,4.0103554905789364e-07,1.2976689697416697e-07,9.641460008449396e-06,3.0990727360068634e-15
1.5040414751549465e-05,0.06547225482243889,3.76,0.0,0.6931694830680488,0.9933486356101033,0.005357585517513042,6.941746062288685e-20,1.106771662610078e-15,8.138849452491131e-05,0.0002486211600988694,0.0014476866573815918,2.9735560099890525e-05,0.019931671257300346,0.002030699371362332,0.011394518902106417,7.204672395148709e-06,9.211891142703058e-07,2.6596885811354273e-07,0.0017831868042839608,4.2117677236102635e-06,8.842101267216798e-06,0.00021643483848119796,2.5083790370756305e-07,6.372463206370577e-05,1.1903159221319188e-06,7.560582034449556e-07,1.0961905333169384e-10,7.698329279019752e-13,2.946275592335914e-10,7.854952244328825e-09,8.011542729499534e-13,4.0643903999401475e-07,1.3077813576613923e-07,9.7813667927327e-06,3.1511165668762927e-15
1.5084636553176396e-05,0.06547350393428834,3.76,0.0,0.6930224884473672,0.993304737964125,0.00540572954954916,7.053426778176969e-20,1.119544152872133e-15,8.178896219903197e-05,0.0002497501234627341,0.0014547472935095495,2.9865715735158088e-05,0.020071997753738687,0.0020365912450202744,0.011471392242550725,7.2369689847776835e-06,9.256609714415866e-07,2.6916464064356585e-07,0.0017954281725901088,4.274482162377803e-06,8.898636116924076e-06,0.00021859337659911187,2.539376479132905e-07,6.466033762837271e-05,1.195882986949001e-06,7.651496029502084e-07,1.1082125530635009e-10,7.849322497434203e-13,3.0045130875251297e-10,7.956040037741864e-09,8.146385390122028e-13,4.119122565615954e-07,1.3179632078757575e-07,9.92294285217316e-06,3.203876546270528e-15
1.5128858354803326e-05,0.06547475889976066,3.76,0.0,0.6928748154833856,0.9932606489745969,0.005454176967749926,7.165160021117359e-20,1.1324366732841133e-15,8.219212100309059e-05,0.0002508807666922476,0.0014618426747001296,2.999603714776432e-05,0.020212963809518005,0.002042467381743384,0.011548586661202054,7.2693084033630986e-06,9.301624761127718e-07,2.723900612154195e-07,0.0018077082286659177,4.337971848295087e-06,8.955348506424743e-06,0.000220771621673815,2.570682910932559e-07,6.560759379269837e-05,1.2014615215411415e-06,7.743252636819912e-07,1.1203494484573244e-10,8.002882118438342e-13,3.0637447387808364e-10,8.058175718885787e-09,8.282844746700043e-13,4.174560540278831e-07,1.3282148042546443e-07,1.0066203364112178e-05,3.257268021216323e-15
1.5173080156430257e-05,0.06547601972815581,3.76,0.0,0.6927264631811856,0.9932163682555356,0.005502928654969853,7.279163776359703e-20,1.145453363943885e-15,8.25979763243944e-05,0.00025201307444757987,0.001468973025192231,3.0126522607165384e-05,0.0203545701616374,0.0020483277497737452,0.011626102370868153,7.301690166477983e-06,9.346936794675283e-07,2.756452964647954e-07,0.001820026807484963,4.402244221064524e-06,9.012237843180055e-06,0.0002229697272729929,2.6023005909393145e-07,6.656651511582913e-05,1.2070514884280075e-06,7.835856839353102e-07,1.1326014515320731e-10,8.159044404375766e-13,3.1239846016152903e-10,8.1613663547443e-09,8.421701577119321e-13,4.230712997160444e-07,1.3385364295773597e-07,1.0211163618261786e-05,3.3115945864044783e-15
1.5217301958057188e-05,0.0654772864281691,3.76,0.0,0.6925774305552399,0.9931718954219111,0.0055519854906515825,7.396440981210871e-20,1.1585928321121485e-15,8.300653348514256e-05,0.00025314703135876585,0.0014761385694892196,3.0257170381122905e-05,0.020496817536893436,0.0020541723184729073,0.011703939579424918,7.334113788808984e-06,9.392546318912965e-07,2.789305231049633e-07,0.001832383743000467,4.467306759094506e-06,9.069303530764693e-06,0.0002251878475178669,2.6342317859696283e-07,6.753721684581416e-05,1.2126528500808865e-06,7.929313621988421e-07,1.1449691552650023e-10,8.317845940938094e-13,3.1852468820122385e-10,8.265619220152754e-09,8.563244781786522e-13,4.287588687806236e-07,1.348928365081035e-07,1.035783897561302e-05,3.3669680562321537e-15
1.5261523759684117e-05,0.06547855900898546,3.76,0.0,0.692427716634332,0.9931272300901521,0.00560134834901487,7.513603884711312e-20,1.1718513447413253e-15,8.341779771682843e-05,0.000254282622000189,0.001483339532482994,3.038797873304533e-05,0.020639706646552212,0.00206000105888526,0.011782098487248061,7.366578783416845e-06,9.438453826677306e-07,2.822459179524329e-07,0.0018447788676429254,4.533166999558447e-06,9.126544966823859e-06,0.00022742613736752483,2.6664787717088e-07,6.851981527829123e-05,1.21826556879929e-06,8.023627972771396e-07,1.157454204190273e-10,8.479323863523805e-13,3.2475459297323233e-10,8.370942059746699e-09,8.706294567503499e-13,4.3451964838580376e-07,1.3593908890406064e-07,1.0506244905339293e-05,3.4229297964231775e-15
1.5305745561311046e-05,0.06547983747903018,3.76,0.0,0.6922773204549376,0.9930823718774844,0.0056510181014510046,7.629795888929113e-20,1.1852345229958163e-15,8.38317741937534e-05,0.0002554198309276402,0.001490576139263027,3.051894592614689e-05,0.02078323819353356,0.0020658139429356706,0.011860579290700193,7.399084662794943e-06,9.484659803643517e-07,2.8559165789887463e-07,0.0018572120130506188,4.5998325111661915e-06,9.183961545955171e-06,0.00022968475222167266,2.6990438321337487e-07,6.951442727552339e-05,1.2238896068710783e-06,8.118804880351586e-07,1.1700574790763083e-10,8.643515812662339e-13,3.310896243204755e-10,8.477342244151743e-09,8.850724783422679e-13,4.403545320823351e-07,1.3699242777003059e-07,1.0656396934397856e-05,3.4794317119345097e-15
1.5349967362937975e-05,0.06548112184736542,3.76,0.0,0.6921262410679916,0.9930373204026264,0.0057009956140368,7.750834569731031e-20,1.198750451579776e-15,8.424846800275772e-05,0.0002565586426394249,0.0014978486152887173,3.065007021857378e-05,0.020927412865085874,0.0020716109442037605,0.011939382178593291,7.431630937742769e-06,9.531164724675696e-07,2.8896792002474924e-07,0.0018696830093765792,4.667310921692529e-06,9.241552657340344e-06,0.00023196384831396897,2.731929259494556e-07,7.05211707573559e-05,1.2295249264417298e-06,8.214849336013027e-07,1.1827782418766196e-10,8.810459572065175e-13,3.375312469050204e-10,8.584826495267756e-09,8.998683084672897e-13,4.462644252516214e-07,1.3805288069064815e-07,1.0808310698261768e-05,3.537308780940248e-15
1.5394189164564904e-05,0.06548241212222561,3.76,0.0,0.6919744775331849,0.9929920752852117,0.005751281749607668,7.874882731203642e-20,1.212386736868407e-15,8.466788416453951e-05,0.0002576990416134129,0.0015051571862312694,3.078134986804318e-05,0.021072231338966622,0.002077392037248607,0.012018507335188213,7.464217118468933e-06,9.577969056649106e-07,2.9237488144989185e-07,0.0018821916859005556,4.735609894667492e-06,9.299317686603761e-06,0.00023426358237030448,2.765137354445871e-07,7.154016428908854e-05,1.2351714896528679e-06,8.311766331686664e-07,1.1956180443685425e-10,8.980193265092601e-13,3.440809413620207e-10,8.69340257196069e-09,9.149140260992383e-13,4.522502410404658e-07,1.3912047505593532e-07,1.0962001897750995e-05,3.596159092485718e-15
