Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21)
2.458735163849757e-06,0.5486751710671472,3.76,0.0,0.4288077731471815,0.9921452025294775,0.011106804878582323,3.5369003769907235e-13,5.02985534214716e-11,0.012709318262227782,0.0022880448091715847,0.009205379813122515,0.0035741370420150935,0.059964817767702565,0.0010764456047791815,0.04481994938171891,9.433700745979297e-07,2.4903960133915932e-06,9.124990863521696e-05,0.00011989030504196276,0.0003706474819973824,0.0006796350475444292,0.0005994515448735877,6.0896845567845066e-05,0.0006092632402297847,0.0002191620442761891,3.4836634353327384e-05,5.35379999985586e-09,7.459087686205288e-08
2.4843172123835135e-06,0.5488101828668673,3.76,0.0,0.4273022100346594,0.99195674230208,0.011375871936186013,3.6867270805299265e-13,5.20669992229469e-11,0.012890904560343645,0.002297941311672893,0.009413152895555223,0.0035983681938503652,0.06121812922905629,0.0010951882839374287,0.045774109869794,9.471076041917184e-07,2.525319138957928e-06,9.398660658023558e-05,0.00012412812924752364,0.0003882436774729678,0.0006860620076748088,0.0006202123109988499,6.29322598257712e-05,0.0006388480144827763,0.00022104234116339952,3.596345711205078e-05,5.388541015681822e-09,7.862104694771676e-08
2.50989926091727e-06,0.5489456892583342,3.76,0.0,0.42579101091324745,0.9917665329692864,0.011647050034208429,3.841152486359029e-13,5.388313734728314e-11,0.013071751646013862,0.002307402695622638,0.009623299148347258,0.0036220936560395958,0.06247542516931852,0.0011138994672756537,0.046731763431586186,9.506587516316627e-07,2.560068419389225e-06,9.67490537649724e-05,0.00012843726222370975,0.00040637289019723326,0.0006924115457954615,0.0006413906668224955,6.499646005549728e-05,0.0006693841426199155,0.00022289842353567956,3.710245253950582e-05,5.422509895743416e-09,8.279091183688421e-08
2.5354813094510264e-06,0.5490816658292295,3.76,0.0,0.424274469205991,0.9915745909134988,0.01192029948836008,4.000264170588753e-13,5.5747794074845397e-11,0.01325178874153795,0.002316438583211151,0.009835785922362334,0.003645325470984518,0.06373644509946144,0.0011325774259279236,0.04769273101673554,9.540277804854984e-07,2.5946295669098786e-06,9.953644354393364e-05,0.00013281680460813626,0.0004250404664019429,0.0006986855371460801,0.0006629849321047808,6.708901581229621e-05,0.0007008837369327681,0.00022473099254472604,3.825323861078648e-05,5.455724679804375e-09,8.710217877331587e-08
2.561063357984783e-06,0.5492180887473743,3.76,0.0,0.4227528722040968,0.9913809321577779,0.012195581527532808,4.164150287695075e-13,5.766180223376405e-11,0.013430947867941453,0.0023250583581082064,0.010050579537397464,0.0036680752766843805,0.06500093437767895,0.001151220608827179,0.048656838315583276,9.572188510496275e-07,2.6289888825126255e-06,0.00010234797820001985,0.00013726583892192303,0.0004442515974998473,0.0007048858004996353,0.000684993229129985,6.920949460308166e-05,0.000733358670663296,0.00022654072520386458,3.941543764388714e-05,5.4882029012604514e-09,9.155650692033106e-08
2.5866454065185393e-06,0.5493549347471555,3.76,0.0,0.4212265011833494,0.991185572383378,0.012472858269516171,4.3328995202231083e-13,5.962600080013693e-11,0.013609163812064394,0.002333271166562248,0.01026764534633385,0.0036903543092024417,0.06626864407217975,0.0011698276332559041,0.04962391562242561,9.602360206468837e-07,2.663133249167641e-06,0.0001051828687219981,0.0001417834313649271,0.00046401132108840425,0.0007110140963740476,0.0007074134891202,7.135746182472167e-05,0.0007668205781596827,0.00022832827416728645,4.058867633951763e-05,5.519961584689062e-09,9.615550737559065e-08
2.637809503586052e-06,0.5496298056812376,3.76,0.0,0.4181605328173814,0.9907898108982773,0.013033248626504842,4.685344389953521e-13,6.370835333882288e-11,0.013962518884063867,0.002348511300541503,0.010708450495232686,0.00373354302383547,0.0688127567215641,0.0012069284629069033,0.051566323651932276,9.657643783956316e-07,2.7307275260079537e-06,0.00011091960350431317,0.00015102048383630333,0.0005051959328883069,0.0007230615311210911,0.0007534807052508999,7.573411214776004e-05,0.0008367506582898638,0.00023183931003085783,4.2966801419185885e-05,5.581385939002942e-09,1.0579372938851254e-07
2.6838571909468136e-06,0.5498784141848949,3.76,0.0,0.4153875368927695,0.9904279590040836,0.013544059108068428,5.020075215545353e-13,6.756264940703442e-11,0.014276713727228886,0.002360922599423794,0.011112580846627432,0.0037709075165843894,0.07111108678316361,0.001240184801528141,0.05332303534603201,9.70183795479457e-07,2.790707272305913e-06,0.00011615479669957106,0.00015955865661905,0.0005441856920759534,0.0007336745309924738,0.0007963256690445564,7.976270207677797e-05,0.0009031750105332998,0.00023492942399054768,4.51412143297513e-05,5.634367646635992e-09,1.1497808722525914e-07
2.729904878307575e-06,0.5501280561202478,3.76,0.0,0.4126031850071539,0.9900608258749668,0.014060781244851613,5.371960110035946e-13,7.159284584339489e-11,0.014586960395037792,0.002372147082875006,0.01152349657454767,0.003806903745579036,0.07341622640852531,0.001273309225474344,0.05508692696984145,9.74098307881098e-07,2.849812247172197e-06,0.00012145376596269943,0.00016830386197046274,0.0005850243073037654,0.0007440789976365321,0.0008404651460458963,8.387349107897172e-05,0.0009729671915129633,0.00023795670827612324,4.734578940474457e-05,5.685260298936112e-09,1.2465404268512688e-07
2.7759525656683365e-06,0.5503786145514458,3.76,0.0,0.40980891543047276,0.9896884928337507,0.014583222915315986,5.741528036552209e-13,7.580400034687967e-11,0.014892972642991728,0.002382230043983951,0.01194096860408379,0.003841583677896456,0.07572691286591107,0.001306298595749157,0.05685715800911884,9.775280676108762e-07,2.9079857467575906e-06,0.0001268121949122056,0.00017725027137447825,0.0006277357211557457,0.0007542830398986202,0.0008858809752787316,8.806385821877343e-05,0.0010461864319317744,0.00024092411091472754,4.957850491848025e-05,5.734145836167303e-09,1.348292540005567e-07
2.822000253029098e-06,0.5506299774448226,3.76,0.0,0.4070061124254694,0.9893110389165245,0.0151111993191097,6.129308915016055e-13,8.020119920648967e-11,0.015194489313775223,0.0023912146934155372,0.012364762330049387,0.003874995794585159,0.07804193318430368,0.0013391508687497096,0.05863292621298014,9.80492312463717e-07,2.965176340384102e-06,0.00013222584189662105,0.0001863920011508115,0.0006723423349658756,0.0007642941701803222,0.0009325534698838578,9.233115485210028e-05,0.0011228894626899575,0.00024383435043282976,5.1837381593933845e-05,5.78110165535169e-09,1.4551087491792757e-07
2.8680479403898594e-06,0.5508820374869313,3.76,0.0,0.40419610822395724,0.9889285411397456,0.01564453253036569,6.535832476102995e-13,8.47895484435486e-11,0.015491273248306266,0.0023991422904970252,0.012794638573636786,0.003907185326153316,0.08036012204728828,0.0013718649598289442,0.0604134655166855,9.830094210169929e-07,3.0213376373765254e-06,0.00013769053752351573,0.0001957231338634518,0.0007188650251306433,0.0007741193314445348,0.0009804615223375063,9.667270421322339e-05,0.0012031305151316153,0.0002466899281042098,5.4120481209654105e-05,5.826200888139453e-09,1.567055553400891e-07
2.914095627750621e-06,0.5511346918468596,3.76,0.0,0.4013801848993152,0.988541074747609,0.016183051073594787,6.961627089864194e-13,8.957416483788392e-11,0.015783110181739654,0.002406052276697679,0.013230354482952629,0.003938194493417687,0.08268035982480179,0.0014044406161701998,0.062198044100915714,9.85096969005027e-07,3.0764280499272113e-06,0.00014320218272751876,0.000205237737574188,0.0007673231594174431,0.0007837649287152811,0.0010295827064313522,0.00010108580149726551,0.0012869613210463138,0.00024949314119860906,5.6425905259562505e-05,5.86951268616461e-09,1.6841944192826733e-07
2.9601433151113822e-06,0.5513878420060624,3.76,0.0,0.3985595761381987,0.9881487134400077,0.01672658952334909,7.407218609148575e-13,9.456016690267907e-11,0.01606980764048524,0.0024119824066550872,0.01367166437969685,0.00396806274710898,0.08500157073474263,0.0014368782985844477,0.06398596258037492,9.867717846167708e-07,3.1304105558189673e-06,0.00014875674750277856,0.00021492988313038082,0.0008177346134890149,0.0007932368634676653,0.0010798933761354149,0.0001055677144894832,0.0013744311128472309,0.00025224609675689457,5.8751793726275014e-05,5.911102486813416e-09,1.8065817949389895e-07
3.0061910024721437e-06,0.5516413935654348,3.76,0.0,0.3957354689092798,0.9877515295806657,0.017274988129325305,7.873129224281071e-13,9.975266605133679e-11,0.016351193848335215,0.0024169688752366256,0.014118320551617497,0.0039968270030234995,0.08732272113398043,0.0014691790722700005,0.06577655232179841,9.880500022886307e-07,3.1832524628760466e-06,0.0001543502702669613,0.00022479365955548725,0.0008701157877985776,0.0008025405698525036,0.0011313687613578498,0.0001101156847146877,0.0014655866242250732,0.0002549507255798651,6.1096324000133e-05,5.951032294195553e-09,1.9342691290665411e-07
3.052238689832905e-06,0.5518952560826839,3.76,0.0,0.39290900503054516,0.9873495943856354,0.017828092468134684,8.359876342781055e-13,1.0515675802684233e-10,0.016627116654364105,0.0024210464376184897,0.014570073992572869,0.004024521867508004,0.08964281793246079,0.0015013445061889381,0.06756917388592222,9.889471137908224e-07,3.2349251778220314e-06,0.00015997885786406108,0.00023482318771740734,0.0009244816250686828,0.0008116810512912377,0.001183983060722455,0.00011472692913729716,0.0015604720916446487,0.00025760879603359385,6.345771000892391e-05,5.989360953728073e-09,2.0673028973695698e-07
3.0982863771936665e-06,0.5521493429093307,3.76,0.0,0.3900812826381819,0.9869429780925024,0.018385753122097087,8.867971492778796e-13,1.1077751438548871e-10,0.01689744248997691,0.002424248521011123,0.015026675091566032,0.004051179850404549,0.09196090712409624,0.0015333765808221195,0.06936321558805283,9.894780157566035e-07,3.28540398118765e-06,0.00016563868608003145,0.0002450126324001463,0.0009808456285350484,0.0008206629164458395,0.001237709531452893,0.00011939864237358434,0.0016591292570389106,0.0002602219274229864,6.583420158153972e-05,6.0261443850010965e-09,2.2057246356448593e-07
3.144334064554428e-06,0.5524035710447838,3.76,0.0,0.38725335756463286,0.9865317501111697,0.018947825384127447,9.397919251719026e-13,1.1661997417790068e-10,0.0171620553594501,0.002426607327159192,0.015487874272735742,0.004076831563867444,0.09427607242430018,0.0015652776039522735,0.07115809216848795,9.896570532845635e-07,3.3346678093693034e-06,0.00017132600057729274,0.0002553562129038745,0.0010392198811145037,0.0008294904139489266,0.0012925205764440968,0.0001241279993646751,0.0017615973720870258,0.0002627916027757179,6.82240840399919e-05,6.06143581686164e-09,2.349570981241838e-07
3.1903817519151894e-06,0.5526578609961806,3.76,0.0,0.38442624463399167,0.9861159791572217,0.01951416898729432,9.950216220326627e-13,1.2268913608082936e-10,0.01742085586534724,0.0024281539256781576,0.0159534225881024,0.004101505906709077,0.09658743400421675,0.001597050134150718,0.07295324356423448,9.894980598256838e-07,3.382699044201496e-06,0.00017703711815624472,0.0002658482122726627,0.001099615065598957,0.0008381674655813705,0.0013483878285625991,0.0001289121584317115,0.0018679132044013274,0.0002653191809547268,7.062567798993483e-05,6.095286018925966e-09,2.498873722500465e-07
3.236429439275951e-06,0.5529121366492996,3.76,0.0,0.3816009188828049,0.9856957333689353,0.020084647857556957,1.052535004573043e-12,1.289899507615814e-10,0.017673760269792234,0.0024289183384097646,0.016423072264992518,0.004125230234099397,0.09889414731184075,0.0016286969116005062,0.0747481337735104,9.89014393301861e-07,3.429483310249555e-06,0.00018276842827988775,0.0002764829852529165,0.0011620404859501545,0.0008466976976393311,0.0014052822322086437,0.00013374826465098528,0.001978111045891501,0.00026780590804044766,7.30373392844296e-05,6.127743480432299e-09,2.6536598561430365e-07
3.2824771266367123e-06,0.553166325145912,3.76,0.0,0.37877831671341766,0.9852710804089582,0.020659129888275188,1.112379846372638e-12,1.3552731330630267e-10,0.017920699592357883,0.0024289296150462507,0.016896577210039333,0.004148030512632096,0.10119540197126527,0.001660220795886198,0.07654224980526912,9.882189684561689e-07,3.475009280031736e-06,0.00018851639478869125,0.00028725496508341653,0.0012265040897461155,0.0008550844702634512,0.0014631741221665497,0.00013863345349324536,0.0020922227235114716,0.000270252927942997,7.545745914025604e-05,6.1588545877755865e-09,2.8139516522688037e-07
3.3285248139974737e-06,0.5534203567688862,3.76,0.0,0.37595933698695044,0.9848420875517212,0.021237486734986863,1.1746028380903164e-12,1.4230605609436261e-10,0.018161618744909628,0.002428215900302826,0.017373693471729828,0.004169931461000291,0.10349042075152295,0.0016916247103646166,0.07833510070606134,9.871242857037037e-07,3.5192684873188944e-06,0.00019427755773416226,0.00029815866921660214,0.0012930124918131304,0.0008633309045857011,0.001522033299766055,0.00014356485467507512,0.0022102776125609456,0.0002726612922251975,7.788446438607487e-05,6.188663811304357e-09,2.9797667271388956e-07
3.374572501358235e-06,0.5536741648332496,3.76,0.0,0.37314484206296306,0.984408821757674,0.02181959362880401,1.2392495042682713e-12,1.4933094222734067e-10,0.018396475702921848,0.002426804493142729,0.01785417966346334,0.004190956676853901,0.1057784585967624,0.0017229115927333782,0.08012621665674763,9.85742456700585e-07,3.5622551484329987e-06,0.0002000485352626076,0.0003091887040627749,0.0013615709990518633,0.0008714399076672425,0.001581829106366831,0.0001485395961637982,0.002332302652677294,0.0002750319691421158,8.031681781523243e-05,6.217213832894692e-09,3.1511181234956015e-07
3.4206201887189966e-06,0.5539276855832637,3.76,0.0,0.37033565879261854,0.9839713497354547,0.022405329206723293,1.3063641240620887e-12,1.5660665899950406e-10,0.0186252407121878,0.0024247218987339444,0.018337797349061345,0.004211128750631615,0.1080588017099197,0.0017540843514151075,0.08191514813189989,9.84085226779114e-07,3.603965991310327e-06,0.00020582602549178353,0.00032033976884221813,0.0014321836364413953,0.0008794141952786162,0.0016425304941687713,0.0001535548082774443,0.0024583223666121315,0.0002773658519212166,8.275301861311266e-05,6.244545666660149e-09,3.3280143979478896e-07
3.466667876079758e-06,0.554180858094526,3.76,0.0,0.3675325794714783,0.9835297379930646,0.022994575357226998,1.3759896514576385e-12,1.6413781146696876e-10,0.018847895529626058,0.0024219938738565326,0.01882431139260552,0.004230469367275239,0.11033076668286658,0.0017851458273811882,0.08370146511535646,9.821639946171668e-07,3.6444000920714537e-06,0.00021160680833224612,0.00033160665862482,0.001504853174183471,0.0008872563126016475,0.00170410609434471,0.00015860762782720915,0.002588358881837689,0.0002796637663175951,8.519160283108383e-05,6.27069880786089e-09,3.5104597147684795e-07
3.5127155634405195e-06,0.5544336241806835,3.76,0.0,0.3647363627572844,0.9830840528790571,0.023587217079676735,1.448167644095916e-12,1.7192891678765626e-10,0.019064432696927,0.0024186454664122154,0.019313490274426852,0.004248999396753289,0.11259369966688014,0.0018160987610444667,0.08548475636604767,9.799898295073344e-07,3.6835587188561705e-06,0.000217387747214059,0.00034298426663331754,0.0015795811559341216,0.000894968652943315,0.0017665242824908992,0.00016369520225888311,0.002722431954985265,0.0002819264774837665,8.763114388391652e-05,6.2957113205132044e-09,3.698453945634396e-07
3.558763250801281e-06,0.5546859283041295,3.76,0.0,0.361947734557409,0.9826343606147002,0.02418314235610933,1.5229382035401052e-12,1.799843990173851e-10,0.01927485484582707,0.002414701049642991,0.019805106375019917,0.00426673897429754,0.11484697557802052,0.0018469457638588828,0.0872646287287941,9.775734863859604e-07,3.721445182667706e-06,0.00022316579068659348,0.000354467585882657,0.001656367928058278,0.0009025534745700123,0.0018297532413912453,0.00016881469375575248,0.0028605589990847637,0.00028415469619676945,9.007025305107282e-05,6.319619908408967e-09,3.8919927748759683e-07
3.6048109381620423e-06,0.5549377174903202,3.76,0.0,0.35916738889011013,0.9821807273180182,0.024782242034127717,1.6003399125095762e-12,1.8830858352824993e-10,0.019479174033776414,0.0024101843516638657,0.020298936228611997,0.0042837075712304565,0.11708999733258832,0.0018776892942741956,0.08904070648526581,9.749254188473271e-07,3.758064694955649e-06,0.00022893797386542092,0.0003660517102238697,0.001735212669833376,0.0009100129157903026,0.0018937610210929975,0.00017396328326896158,0.0030027551135486915,0.0002863490844872039,9.250757996418334e-05,6.3424600365367505e-09,4.091067809754515e-07
3.6508586255228038e-06,0.5551889412453169,3.76,0.0,0.3563959887232209,0.9817232190205678,0.02538440971966906,1.6804097707655503e-12,1.9690569177619113e-10,0.01967741110873245,0.002405118480909091,0.020794760748064075,0.004299924057253429,0.1193221951084044,0.0019083316377059077,0.09081263074075455,9.72055790491988e-07,3.7934242316688933e-06,0.0002347014197057186,0.00037773183485633073,0.0018161134245193733,0.0009173490084228692,0.001958515596293925,0.0001791381744444891,0.003149033116820018,0.00028851026071522134,9.494181306465384e-05,6.364265992928996e-09,4.2956666951579853e-07
3.696906312883565e-06,0.5554395514762488,3.76,0.0,0.35363416679337334,0.9812619016777532,0.025989541678539032,1.7631831505869442e-12,2.0577983738389777e-10,0.019869595101839062,0.0023995259480478403,0.021292365422722413,0.004315406755051795,0.12154302562824915,0.0019388748901932517,0.09258005884288306,9.689744848251284e-07,3.827532403516176e-06,0.0002404533400871312,0.00038950325636794144,0.001899067131205824,0.0009245636897840376,0.002023984921043983,0.00018433659742045545,0.003299403581580499,0.00029063880413822494,9.73716800177862e-05,6.385070916916578e-09,4.5057732321106137e-07
3.7429540002443266e-06,0.5556895024143769,3.76,0.0,0.3508825264083225,0.9807968411734284,0.02659753674571356,1.8486937614015926e-12,2.1493502214560764e-10,0.02005576264683544,0.0023934286848656793,0.0217915404907797,0.004330173488025886,0.12375197146237754,0.001969320945431585,0.0943426638288466,9.656911138447574e-07,3.860399332179635e-06,0.0002461910367003553,0.0004013613723588626,0.001984069657342172,0.0009316588133245054,0.002090136980768752,0.00018955581247358746,0.003453874872396128,0.0002927352590145255,9.979594807276004e-05,6.404906901593801e-09,4.721367499552912e-07
3.789001687605088e-06,0.5559387505405109,3.76,0.0,0.3481416422344619,0.9803281033194652,0.0272082962415141,1.936973595381883e-12,2.2437513091515042e-10,0.02023595742513737,0.0023868480605579883,0.022292081087648945,0.004344241621885546,0.12594854034753325,0.001999671484879454,0.0961001338982107,9.6221502555743e-07,3.892036532244746e-06,0.00025191190173030914,0.00041330168070084826,0.0020711158318551448,0.0009386361580417874,0.002156939841627512,0.0001947931134980909,0.0036124531856614973,0.00029480013828549553,0.0001022134243605499,6.42380504460346e-09,4.942425978906428e-07
3.83504937496585e-06,0.5561872545125678,3.76,0.0,0.3454120610712113,0.9798557538509229,0.02782172389385659,2.0280528795410003e-12,2.3410392780300434e-10,0.02041022963561313,0.0023798048958414177,0.02279378737180038,0.004357628100778728,0.12813226452031165,0.002029927970655049,0.09785217190865977,9.585553106257571e-07,3.922456798630803e-06,0.00025761341833432385,0.00042531977848070314,0.0021601994787564982,0.0009454974367905015,0.002224361697224635,0.00020004583130355045,0.003775142591694317,0.00029683392687559123,0.00010462295612396054,6.441795439545711e-09,5.168921680917443e-07
3.881097062326611e-06,0.5564349750951116,3.76,0.0,0.34269430261361816,0.9793798584173993,0.02843772576586095,2.121960069457131e-12,2.441250545864393e-10,0.02057863548813624,0.0023723194752481064,0.023296464629459855,0.004370349478575018,0.1303027000630972,0.0020600916409514195,0.09959849489241066,9.547208082425422e-07,3.9516740993181e-06,0.0002632931609166405,0.00043741136067278224,0.0022513134511448103,0.0009522443036046143,0.002292370912698637,0.00020531133672133884,0.003941945078823694,0.00029883708464625733,0.00010702343087564005,6.458907264437574e-09,5.40082427426916e-07
3.927144749687373e-06,0.5566818750907245,3.76,0.0,0.33998886020420777,0.9789004825710921,0.029056210188189394,2.2187218332858487e-12,2.5444202724477785e-10,0.020741236720054172,0.002364411557923583,0.02379992335951481,0.00438242194587965,0.1324594262611408,0.002090163507714595,0.10133883359129835,9.507201113666279e-07,3.979703473175627e-06,0.00026894879520287363,0.0004495722185819051,0.002344449665506292,0.000958878360135985,0.0023609360662192732,0.00021058704351180582,0.004112860599309942,0.0003008100490373856,0.00010941377648148218,6.475168835363359e-09,5.638100215484443e-07
3.973192437048134e-06,0.556927919273086,3.76,0.0,0.33729620157483836,0.978417691752062,0.029677087695557037,2.3183629854502924e-12,2.650582302408364e-10,0.02089810013477264,0.002356100387208937,0.024303979339921494,0.00439386135329972,0.1346020449696474,0.002120144356343572,0.10307293200881283,9.46561571486245e-07,4.006560932705122e-06,0.00027457807812012776,0.00046179823809468516,0.002439599136221747,0.0009654011613049659,0.0024300259879288678,0.00021587041106717813,0.0042878871169296845,0.000302753237428067,0.00011179296116832831,6.490607565669524e-09,5.880712879696588e-07
4.019240124408896e-06,0.5571730743216678,3.76,0.0,0.33461676957908076,0.9779315512711328,0.03030027096692655,2.4209064637645645e-12,2.759769152592023e-10,0.02104929716171364,0.00234740469925227,0.02480845367685577,0.004404683231427369,0.13673017999000833,0.0021500347471859436,0.1048005469776096,9.422533029869044e-07,4.032263371531703e-06,0.0002801788574901613,0.00047408539777412485,0.002536752010189729,0.0009718142202517592,0.0024996097963695786,0.0002211589469073914,0.0044670206560581726,0.0003046670492457649,0.00011415999345619563,6.505250040947852e-09,6.128622691881123e-07
4.065287811769657e-06,0.5574173087579556,3.76,0.0,0.3319509829154397,0.9774421262908343,0.030925674768960285,2.526373390220109e-12,2.872012033787802e-10,0.021194903436955754,0.0023383427308609666,0.025313172837800563,0.004414902807954796,0.1388434764545339,0.0021798350186173652,0.10652144774122502,9.378031871823891e-07,4.056828476481538e-06,0.0002857490715443899,0.00048642976682930267,0.0026358976014795713,0.0009781190126699137,0.0025696569324440656,0.0002264502089679889,0.004650255352080966,0.00030655186784984376,0.00011651392201629789,6.519122088602568e-09,6.381787258149486e-07
4.1113354991304186e-06,0.5576605928831431,3.76,0.0,0.32929923684157786,0.9769494818047422,0.03155321590235866,2.634783050546375e-12,2.9873407972115187e-10,0.021334998403903734,0.002328932226774833,0.025817968669714364,0.004424535022294548,0.14094160021922852,0.0022095452915071793,0.1082354155489061,9.332188761183196e-07,4.080274644093554e-06,0.0002912867482705093,0.0004988275029890476,0.002737024425932052,0.0009843169805947782,0.002640137190962044,0.0002317418076808853,0.004837583502968823,0.00030840806221268507,0.0001188538354569409,6.532248709195966e-09,6.640161496734207e-07
4.15738318649118e-06,0.5579028987172486,3.76,0.0,0.32666190387956806,0.9764536826155508,0.032182813150762206,2.746152765386434e-12,3.1057838469523613e-10,0.021469664933365305,0.0023191904465126837,0.0263226784033775,0.004433594538039768,0.14302423726430696,0.002239165474886356,0.10994224326261824,9.285077962181791e-07,4.102620901418893e-06,0.00029679000460106346,0.0005112748503056715,0.002840120235629866,0.0009904095357112887,0.002711020749829637,0.00023703140785024114,0.005028995621852635,0.00031023598841969447,0.00012117886204004182,6.544654133743847e-09,6.903697768347066e-07
4.2034308738519414e-06,0.5581441999396107,3.76,0.0,0.32403933451210054,0.9759547933121646,0.03281438723193768,2.8604979365738685e-12,3.2273681967586055e-10,0.02159898896244033,0.0023091341709214337,0.026827144644965672,0.004442095753560741,0.14509109310227783,0.0022686952726474583,0.11164173497543366,9.236771517909734e-07,4.123886830968424e-06,0.00030225704545461544,0.0005237681369121805,0.0029451720531646465,0.0009963980622388186,0.002782278196942995,0.0002423167303269025,0.005224480490439012,0.00031203599100770066,0.00012348816933156005,6.556361921163749e-09,7.172346005616593e-07
4.249478561212703e-06,0.5583844718307359,3.76,0.0,0.3214318578694774,0.9754528782460772,0.03344786075100578,2.977832253063335e-12,3.3521195645729754e-10,0.021723059151650816,0.0022987797085352686,0.027331215355853627,0.004450052810998746,0.14714189219353283,0.0022981341911193216,0.11333370564062142,9.187339284541529e-07,4.144092499673585e-06,0.0003076861626404777,0.0005363037727538807,0.003052166205632019,0.0010022839194453641,0.0028538805548515614,0.0002475955534858356,0.005424025213111848,0.00031380840415911807,0.00012578096378952974,6.567394867271593e-09,7.44605384131737e-07
4.295526248573464e-06,0.5586236912154777,3.76,0.0,0.31883978240717165,0.9749480015072689,0.03408315815550217,3.098167570924699e-12,3.480062212576423e-10,0.0218419665597584,0.002288142901832736,0.027834743821606202,0.0044574796038877856,0.14917637736946318,0.0023274815473716807,0.11501798071086272,9.136848965302999e-07,4.163258391729533e-06,0.00031307573363813864,0.0005488782473129327,0.0031610883582909905,0.0010080684438376274,0.0029257993032592126,0.00025286571451182645,0.005627615271570469,0.0003155535527671678,0.00012805649029366969,6.5777750354343955e-09,7.724766735119265e-07
4.341573935934226e-06,0.558861836407525,3.76,0.0,0.31626339657367786,0.9744402268998389,0.03472020569209262,3.2215135860421836e-12,3.611218771942912e-10,0.021955804335730238,0.002277239133462511,0.028337588611069553,0.0044643897836078045,0.1511943092631943,0.0023567364781169036,0.11669439578709852,9.085366144257911e-07,4.1814053451929114e-06,0.0003184242202624416,0.0005614881273422009,0.003271923547828853,0.0010137529510676508,0.0029980063994345632,0.00025812511049945095,0.005835234579861004,0.00031727175338585895,0.00013031403162074725,6.587523892353307e-09,8.008428098628494e-07
4.387621623294987e-06,0.5590988871551912,3.76,0.0,0.31370296946835463,0.9739296179175503,0.035358931364788695,3.347878133088742e-12,3.7456105355686404e-10,0.022064667427325078,0.002266083332494062,0.028839613526431312,0.004470796764848133,0.15319546574807896,0.002385897949087466,0.1183627962765904,9.032954320034709e-07,4.198554492209517e-06,0.00032373016722533806,0.0005741300546226663,0.00338465621517766,0.0010193387375915422,0.0030704742966043883,0.000263371699373922,0.006046865539663938,0.0003189633150771784,0.0001325529078699981,6.596662203030022e-09,8.296979418525901e-07
4.433669310655749e-06,0.5593348245884906,3.76,0.0,0.31115875148894173,0.9734162377194605,0.03599926489453171,3.477267762569828e-12,3.883257713479947e-10,0.022168652305778823,0.0022546899807370808,0.02934068754507555,0.004476713730237303,0.15517964138412874,0.0024149647647787316,0.12002303705983691,8.979674939877252e-07,4.214727202749068e-06,0.0003289922006047648,0.0005868007437567396,0.0034992702378330784,0.0010248270821117049,0.00314317596040547,0.0002686035006398363,0.00626248909570754,0.00032062854016663407,0.00013477247584293904,6.605210021307333e-09,8.590360377620685e-07
4.47971699801651e-06,0.5595696311674991,3.76,0.0,0.30863097496842873,0.9729001491057763,0.03664113768003168,3.609687149450031e-12,4.024178839160176e-10,0.022267856706075756,0.0022430731191626493,0.029840684754016283,0.004482153634275356,0.15714664687258778,0.0024439355784569494,0.1216749821660387,8.925587434121652e-07,4.229945031726053e-06,0.00033420902623089644,0.0005994969800080311,0.0036157489616310593,0.001030219246830565,0.0032160848834717586,0.00027381859596511835,0.006482084791183729,0.00032226772491691366,0.0001369721283818883,6.613186871965411e-09,8.888508973640488e-07
4.5257646853772715e-06,0.5598032906319874,3.76,0.0,0.3061198548009547,0.9723814144940633,0.037284482759763746,3.745138165760776e-12,4.168390361767071e-10,0.02236237938229687,0.0022312463544495883,0.030339484277651926,0.004487129206687404,0.159096308518871,0.0024728089023421437,0.12331850445685007,8.870749251012412e-07,4.244229669387164e-06,0.0003393794279996754,0.0006122156171964731,0.0037340752319423073,0.0010355164785403664,0.0032891750982351987,0.0002790151296077044,0.006705630823049814,0.00032388116012829255,0.0001391512936714409,6.620611644555139e-09,9.191361635603505e-07
4.571812372738033e-06,0.5600357879523256,3.76,0.0,0.303625589056429,0.9718600958959203,0.03792923477503938,3.883621164643719e-12,4.315907814962702e-10,0.02245231987754017,0.0022192228656715005,0.03083697019954315,0.0044916529553017375,0.16102846770409623,0.002501583117884763,0.12495348531818819,8.815215892010964e-07,4.257602894847324e-06,0.00034450226612308494,0.0006249535756561792,0.0038542314242488735,0.001040720009570042,0.003362421188018536,0.00028419130869274285,0.006933104097106698,0.0003254691316736198,0.00014130943450706032,6.6275025264552254e-09,9.498853337651178e-07
