grid,velocity,T,density,Y_N2,Y_Ne,Y_CH2F2(1),Y_C3H2F4(2),Y_OH(3),Y_O2(4),Y_H2O(5),Y_H(6),Y_O(7),Y_H2(8),Y_Ar(9),Y_He(10),Y_HO2(11),Y_H2O2(12),Y_CO(13),Y_CO2(14),Y_HCO(15),Y_C(T)(16),Y_CH(17),Y_CH2(T)(18),Y_CH3(19),Y_CH2O(20),Y_HCCO(21),Y_C2H(22),Y_C2H2(23),Y_H2CC(24),Y_CH2(S)(25),Y_CH3OH(26),Y_CH3O(27),Y_CH2CO(28),Y_C2H3(29),Y_C2H4(30),Y_CH4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CHF(41),Y_CHF3(42),Y_CF2(43),Y_CF3(45),Y_CH2F(46),Y_CHFO(47),Y_CF3O(48),Y_CF2O(49),Y_CF(50),Y_CHFCF2(55),Y_CH2CF2(57),Y_C2HF(58),Y_C2H3F2(64),Y_C2HF4(69),Y_CF3COF(77),Y_CH2CFO(79),Y_CHF2(82),Y_C3HF4(84),Y_C3HF4O(85),Y_C3H3F4(86),Y_S(127),Y_S(128),Y_S(129),Y_S(138),Y_S(141),Y_O2(147),Y_S(148),Y_S(150),Y_S(151),Y_CHFO2(185),Y_S(186),Y_CHFO2(353),Y_CHO2(357),Y_CFO2(358),Y_S(385),Y_CF2O2(392),Y_S(474),Y_S(475),Y_CF3O2(478),Y_CHF2O(488),Y_S(495),Y_S(499),Y_S(500),Y_S(501),Y_S(522),Y_S(564),Y_S(568),Y_S(646),Y_C2HF3(861),Y_S(1008),Y_S(1094),Y_S(1108),Y_C2HF(1177),Y_S(1179),Y_S(1289),Y_S(1290),Y_S(1317),Y_S(1336),Y_S(1514),Y_S(1547),Y_S(1623),Y_S(1932),Y_S(2178),Y_S(3369),Y_S(3986),Y_S(3997),Y_S(5345)
0.0,0.04042623202002145,298.0,1.3950078901724954,0.5659860988654382,0.0,0.13774465359863938,0.12433371360663678,8.139710235766153e-15,0.17193552983471336,3.6505505034190995e-11,0.0,0.0,3.900672733944426e-09,0.0,0.0,1.4546575784106882e-14,0.0,2.3079660165099725e-11,3.2977205597956874e-12,0.0,0.0,8.028901002116613e-29,0.0,1.8437806693479445e-16,4.561089101407429e-16,0.0,6.182493317101757e-28,0.0,0.0,0.0,1.6919282482105685e-17,2.971384073667326e-24,2.890622820591504e-14,3.6004225606379934e-15,0.0,5.661239642624752e-14,0.0,0.0,0.0,5.72928450488472e-29,1.111195303520166e-24,0.0,8.975162292862753e-15,1.3029023152981289e-10,0.0,8.953185510464158e-14,4.205382005151181e-15,0.0,0.0,0.0,2.108488812985108e-18,3.41793979135771e-14,4.758985264688734e-15,1.653394247588121e-14,1.2631553209026301e-14,2.1884527203360514e-13,7.91557959269421e-35,2.085262310262991e-16,0.0,2.6282135753885593e-14,0.0,2.6096515534616034e-17,7.191477951650674e-24,4.190221761798129e-14,1.2551501794584617e-47,8.500927892004812e-48,1.6492915555669702e-15,2.188569609849006e-29,2.925524193326658e-17,0.0,0.0,8.100208426697215e-26,4.5142256032782874e-15,2.0492410262771014e-14,1.0783201539020947e-17,7.234771303046534e-34,1.6731610053007387e-29,2.2052107393574654e-17,9.001605252894263e-16,0.0,0.0,3.408274611101015e-16,0.0,1.558101072917543e-21,2.615825408641082e-15,0.0,8.251448495845378e-17,5.744716773136314e-17,3.676889879469096e-15,2.0979441239549135e-46,2.967237552239539e-47,6.183589281339633e-19,0.0,0.0,0.0,1.8707535349617002e-42,0.0,3.756286695439238e-17,1.382861497110823e-21,0.0,2.8628549254694456e-16,2.3265839124266687e-32,1.371503725173087e-32,0.0,0.0,1.215778863833249e-13,1.5910811135729591e-18,3.3699069660868933e-41,5.769083547189006e-28,8.436628886632987e-42,1.7279368857173178e-19
0.032,0.04042628386143742,298.0000552468828,1.395006101258104,0.5659860061875212,0.0,0.13774466393916215,0.12433373091383222,7.544187694780054e-19,0.17193551073804741,2.537555032891478e-09,0.0,0.0,7.457876810281479e-08,0.0,0.0,1.0238305672801285e-12,0.0,1.6210938649041872e-09,3.1088739634526635e-10,0.0,0.0,1.0407414218702499e-34,0.0,7.023609830838007e-16,4.3231848545097734e-14,0.0,4.749636876940567e-36,0.0,0.0,0.0,2.023787656669562e-15,2.8346333934143607e-22,2.1776766699907595e-13,9.486149823712229e-23,2.6344703058187885e-16,3.62937434445878e-12,0.0,0.0,0.0,6.34786688481755e-27,1.2300600475684853e-22,0.0,2.767981238507868e-21,9.13533944035791e-09,4.724139167011657e-27,4.727879119151723e-12,3.6859885572367424e-13,0.0,0.0,0.0,2.0252599862324965e-18,4.935546591099971e-12,5.082779331727969e-15,9.627159161975543e-13,1.5522141904661177e-12,1.85026541020205e-11,1.1063988169194435e-32,3.688576589577262e-24,2.106060991273948e-14,2.1074515713128286e-14,1.1860693727071775e-20,1.8637404007401172e-19,1.320037885616885e-21,6.85577802462606e-22,2.5307949644506993e-45,1.7139436871130987e-45,2.5772199493845056e-13,4.999871263179573e-27,1.1824531184308651e-14,5.062714876054365e-18,0.0,1.7631504118113866e-23,8.870748206094187e-13,2.049241295443943e-14,9.746443711922698e-15,6.91754777994195e-32,1.229699542254405e-27,2.2549393108255684e-17,2.0575938523002846e-13,0.0,0.0,5.5687808232389e-14,0.0,2.326885169332974e-19,2.866769826243563e-14,0.0,1.7627655602693618e-14,1.1730697350405912e-14,8.087330784681102e-14,3.1192804968051415e-44,5.983968081297483e-45,9.188059355087998e-17,0.0,0.0,0.0,2.5710881459904956e-40,0.0,6.018862943584501e-25,2.7150043787978114e-19,0.0,7.04372244848894e-14,5.911045115779796e-30,2.8546367113432354e-30,0.0,0.0,1.2157793667088366e-13,3.066728293731216e-16,5.5494180139588685e-39,3.721978335381143e-27,1.476535619626746e-39,4.5687119728564645e-17
0.04,0.040426510333770996,298.00070491465993,1.3949982863303625,0.5659856591104471,0.0,0.13774470622747007,0.12433379367036547,3.3847261101904126e-18,0.17193538523888297,2.993388842229768e-08,3.1764143845026875e-26,5.709010097811376e-22,2.9235004973469003e-07,0.0,0.0,2.691120096945599e-12,0.0,1.930985968944544e-08,4.872027947377973e-09,0.0,0.0,3.358434355584639e-40,0.0,2.8917984453569596e-15,1.0524305671188783e-12,5.476371020482466e-31,7.817670385748174e-44,4.324904422438542e-15,0.0,3.300777957444655e-32,3.2450173646022824e-14,2.7626780678964737e-21,3.484778316188585e-12,1.0418598553218487e-29,4.9034623791165576e-15,3.987054617922856e-11,0.0,0.0,4.026208600199288e-27,3.121943449948534e-25,3.0528422027994215e-28,0.0,9.12561257390708e-26,1.0864804283925449e-07,1.92069740361182e-27,8.882089961505651e-11,5.458990659330937e-12,1.4776766717374471e-24,0.0,1.4083812719845414e-12,2.055334644582743e-18,1.1198112734320084e-10,8.552462940989724e-15,1.9716651168949145e-11,3.0855852675848405e-11,3.1996981728388645e-10,5.841506322701289e-31,6.477486270847416e-31,1.6030021533261443e-12,4.317661462216924e-14,5.792957138029545e-20,3.672847110389282e-21,2.603462700674121e-23,4.1295520545796456e-24,8.492715476687979e-48,2.4544015401743565e-52,5.840871277287429e-12,5.000313579807181e-27,3.044431152828216e-13,5.063148700764314e-18,4.039544102278545e-29,1.7632762907482674e-23,2.124884913365235e-12,2.0492423958293276e-14,2.301349447165197e-13,6.918191510128596e-32,2.4314551929629875e-29,2.8394489147424707e-17,3.2241500562660677e-13,5.3814309535653505e-33,4.549690301916711e-27,2.2242397549156255e-13,0.0,8.73830601638481e-19,6.198106454377171e-13,0.0,6.624148591855271e-14,4.388828582070222e-14,1.9100621300805894e-12,9.183508337158115e-42,1.7617348547206165e-42,2.1578058649947137e-15,0.0,0.0,0.0,1.2381374557714395e-39,0.0,5.3248110462768475e-31,3.2165449772746267e-19,5.4229131865105635e-14,7.095715104641608e-14,1.1689415707695341e-31,5.636726925986842e-32,1.3431869764647202e-17,0.0,1.215788430627419e-13,1.2098770517934654e-15,1.3851523333948307e-37,9.289542222576354e-26,3.685492803779525e-38,1.029058483388471e-16
0.044,0.04042747856800377,298.00551542526415,1.3949648762581233,0.565984514177059,0.0,0.1377448574305593,0.12433399288956462,1.7448265938781853e-17,0.17193464422045557,2.1958267576796086e-07,2.24054886092892e-25,2.9778254306664644e-21,7.711601036671261e-07,0.0,0.0,1.3747494218475191e-11,4.822872058171033e-12,1.4297356500389106e-07,4.7036409127857016e-08,2.8974685225107262e-27,0.0,1.3174781034332446e-45,1.5677670232578931e-27,9.625616621181276e-15,1.041231732315511e-11,3.1008630029197337e-29,6.436935740956068e-44,4.912600010748654e-14,0.0,5.775912313612414e-31,3.198748052545427e-13,4.7502977955874676e-20,3.8567443860456725e-11,4.1266737077042115e-33,4.6389683722192994e-14,2.7312734231355247e-10,3.8375528618518625e-15,0.0,2.2890160067286597e-25,7.715358910334558e-24,9.833910152060564e-31,1.8635870133026388e-16,7.8323031497387135e-25,8.032847932974224e-07,1.5296899410546675e-26,1.0330034868496858e-09,4.9902626699898726e-11,7.713400435001484e-24,8.274265823799001e-31,1.9989595877634406e-11,2.7937052020441003e-18,1.6023570920881874e-09,3.3130854153929366e-14,2.4930676425627886e-10,3.7575834085216235e-10,3.407837974924472e-09,3.636395257950335e-29,2.230654399533926e-29,2.550427782580167e-11,3.2697093473024737e-13,2.985806164642929e-19,1.893713174201806e-20,1.3417052333463106e-22,2.1112690378975337e-23,9.458976521768338e-46,9.098139176779127e-51,8.083162665340479e-11,5.0036615031925914e-27,4.7623925913819e-12,5.066238828147495e-18,2.107196990189232e-28,1.764133992682464e-23,9.388549001751749e-12,2.0492474399648006e-14,3.3006248712915964e-12,6.923038198927967e-32,1.2533720857517385e-28,1.1420450920667586e-16,7.264990074235504e-13,9.941179003404526e-32,2.3456658958746842e-26,1.1416459446039957e-12,1.253239483129899e-13,4.3340201934453175e-18,8.87478031431339e-12,2.7696987319842664e-13,3.2797639554401623e-13,2.1785526126408703e-13,2.8555928971170205e-11,1.0228509119722434e-39,1.962207019944607e-40,3.094062669272017e-14,0.0,4.5191678888327654e-17,0.0,8.160224969611862e-38,0.0,2.5746279059126557e-30,2.993083003596816e-19,8.887996528151018e-13,7.516504575660362e-14,6.011162286066316e-31,2.901737782403571e-31,7.597451792500148e-16,2.144498254877741e-39,1.2159199424027734e-13,1.791272947866975e-14,2.4482438824298917e-36,1.6410888189102773e-24,6.514245295846037e-37,1.5399099984640472e-15
0.048,0.040435277751458214,298.05460585284095,1.394695814519582,0.5659774538263587,0.0,0.13774575315402593,0.12433519686101205,1.7133639570399668e-16,0.1719277034161126,2.032970190620667e-06,5.835376083915998e-24,2.931402042556917e-20,2.334242960349144e-06,0.0,0.0,1.2192942085045167e-10,7.389754509472361e-11,1.3367655258448608e-06,5.807229305171896e-07,3.5311905790895793e-25,0.0,1.3975434761860953e-44,1.6511720231532516e-26,6.375717909520304e-14,1.2926056786978825e-10,4.3554603354194455e-27,7.524560789413005e-42,5.765796860776118e-13,0.0,3.755496535138553e-29,4.035375536911665e-12,2.776912801391657e-18,5.524983395304072e-10,4.85337173638873e-31,5.547166248190613e-13,2.352336052437971e-09,7.863538107312883e-14,0.0,3.215264027297074e-23,4.807523297402598e-22,1.2509958337468187e-28,3.3458051664167188e-15,8.998439442033012e-24,7.498971404385008e-06,1.1179011118357344e-24,1.548053418546343e-08,5.820597567406626e-10,7.601639641511341e-23,1.3505795123667865e-29,3.517540548520934e-10,1.754438371829053e-17,2.9796423524059294e-08,2.73661863248056e-13,4.072895387603196e-09,5.902600418450527e-09,4.660237801089308e-08,5.083763819527576e-27,3.420938321057533e-27,5.148965229228667e-10,5.281884937939288e-12,2.933559352859939e-18,1.8612748764466776e-19,1.320806796064444e-21,1.8855448409664243e-22,1.7426240790764142e-43,2.3239625383865143e-48,1.4486292295509947e-09,5.038192726255691e-27,9.678896884457969e-11,5.0978937007204994e-18,2.076110881195188e-27,1.7729959507070262e-23,1.4007035682794029e-10,2.0493029331711473e-14,6.135389045271288e-11,6.975298341621531e-32,1.2552173435115996e-27,1.8846057833702647e-15,5.3250796721483675e-12,1.2850935823836347e-30,2.311179293428882e-25,1.484303750779575e-11,4.812059228431581e-12,5.659787879383453e-17,1.6530514781965693e-10,6.352599455943929e-12,4.260375858337817e-12,2.8403398307639968e-12,5.548977471738782e-10,1.883984259812202e-37,3.6142112215810745e-38,5.75132850814622e-13,0.0,1.0120604895307587e-14,0.0,1.3119180054702773e-35,0.0,2.543694334463132e-29,1.4566678008870196e-19,1.8248325087170827e-11,1.807801190822603e-13,5.915754870830209e-30,2.852580782377566e-30,2.402468770298127e-14,2.501912434773195e-37,1.2186190027076398e-13,4.3526491914598164e-13,5.69688014692498e-35,3.7990611584388603e-23,1.5162221137183714e-35,5.0130789695460317e-14
0.049,0.04044737512190361,298.1374658562217,1.3942786761835353,0.56596853242903,0.0,0.13774660564488975,0.12433671914210515,4.975106047818889e-16,0.17191644013617902,4.9114971465075234e-06,2.8750578945403824e-23,8.51012318224921e-20,3.2779283327438223e-06,0.0,4.11360416960985e-36,2.975444685360296e-10,2.270413679463044e-10,3.2489496006304736e-06,1.6859680461820515e-06,2.9838178526132908e-24,0.0,2.7288846896110467e-43,5.25065143069724e-26,1.4240396165846105e-13,3.7613260690186353e-10,4.0688290973068884e-26,6.100907074362026e-41,1.5960764719146062e-12,0.0,2.4348321560513294e-28,1.1886356199339245e-11,1.5198637950197108e-17,1.7767168098935994e-09,4.009656308398622e-30,1.575326127198927e-12,5.442477210423356e-09,2.449629843409794e-13,7.471597289764571e-28,2.9960753636170904e-22,2.6282713697703614e-21,9.874962287292136e-28,1.0942952706157415e-14,2.5051158134606143e-23,1.8208484511441478e-05,6.622719568302435e-24,5.136845052300508e-08,1.628168298430356e-09,2.2112753903541505e-22,4.99636474627721e-29,1.308176412931746e-09,6.437295966046673e-17,1.1576016510679597e-07,6.640911208893279e-13,1.4378496986943084e-08,2.0255360303570683e-08,1.4503845698501593e-07,4.281707145855035e-26,3.5475932317008193e-26,2.126079367915376e-09,1.9261051220280145e-11,8.527318849867566e-18,5.408632664657391e-19,3.849166180823814e-21,4.653053947535428e-22,1.6883624523270822e-42,3.3113437492857935e-47,5.473962149032982e-09,5.097120753175746e-27,4.0216999634557144e-10,5.151762850707956e-18,6.035914132764796e-27,1.788096732255842e-23,5.833745209267119e-10,2.0494375609301264e-14,2.3825173342624376e-10,7.07437171987704e-32,3.733448165375576e-27,7.788703662830019e-15,1.6773667503339035e-11,3.8230072107818376e-30,6.750398945335923e-25,5.887330098041311e-11,2.2661348281300473e-11,2.0084230162942494e-16,6.430250661449017e-10,2.7154282578911707e-11,1.4963687023913564e-11,1.0027762944132767e-11,2.2283389635320907e-09,1.8246374986780418e-36,3.500420682444659e-37,2.2333760121005304e-12,0.0,4.409682474738686e-14,0.0,1.3437709184744021e-34,0.0,7.430772478536779e-29,9.254940702674487e-20,7.628066058611184e-11,6.702695100401303e-13,1.7244841338689034e-29,8.296765361963447e-30,1.3951645017150476e-13,2.007851915312778e-36,1.22759067894186e-13,2.1033801459741353e-12,2.642776832340051e-34,1.7471228862827448e-22,7.036917776682617e-35,3.113431335636955e-13
0.05,0.0404862443991878,298.41082220571906,1.392940083238957,0.5659435409106222,0.0,0.13774771692636034,0.12434097308306132,2.2772446020240154e-15,0.17188014232188406,1.3941790600470732e-05,2.733253952317832e-22,3.885120955710617e-19,4.754739168872089e-06,0.0,1.1403668908647053e-34,8.551187062525173e-10,8.61794984045357e-10,9.292434992695903e-06,6.007997665666741e-06,4.881231065165197e-23,0.0,1.8594182357680098e-41,3.020759648622009e-25,3.7582013729437573e-13,1.3439329786186797e-09,7.543880976313522e-25,9.648149500241674e-40,5.357702862199599e-12,0.0,2.939059598630884e-27,4.311381238716554e-11,1.1497887346011438e-16,7.172611618575551e-09,6.404128350680003e-29,5.463223529060769e-12,1.4637808539491312e-08,9.228804146637928e-13,1.7758474898046484e-26,5.4974015654762675e-21,2.0175125188843462e-20,1.1695231144982681e-26,4.470174158301095e-14,8.52974761932508e-23,5.201331999246587e-05,5.443388478820206e-23,2.1540234077762612e-07,5.542785907174153e-09,1.016791219127641e-21,2.4666452976464056e-28,6.2894431540259665e-09,3.297058083149884e-16,5.86370720366122e-07,1.911570687478319e-12,6.496317549941173e-08,8.844874282751522e-08,5.626897883750383e-07,5.475809113770416e-25,7.705126510127783e-25,1.1571892597701895e-08,9.0692807630331e-11,3.917443769044464e-17,2.4812073886015166e-18,1.7825902826336884e-20,1.3947953685552692e-21,2.5882489998802577e-41,1.4217100337083972e-45,2.6825519233397222e-08,5.296348383681133e-27,2.2052935687737133e-09,5.3333516923705074e-18,2.7688365454781943e-26,1.8388587903453566e-23,3.626351393603977e-09,2.050108221655811e-14,1.2060457774126057e-09,7.491411880220079e-32,1.783415667814786e-26,4.297164211702331e-14,9.962022507962642e-11,1.464443523746208e-29,3.1503009684342787e-24,3.338003546874015e-10,1.4203991502225725e-10,1.0777055937675799e-15,3.261724768447682e-09,1.5351953640948795e-10,7.851757613022e-11,5.2418346798478796e-11,1.1737348736725353e-08,2.793438374410001e-35,5.359326993241242e-36,1.1305492597359594e-11,0.0,2.476318973193455e-13,0.0,2.7665317351810254e-33,0.0,3.464360772117352e-28,1.1807887115599423e-19,4.2121102168195817e-10,4.853915276011828e-12,7.993878071951414e-29,3.8176235860083883e-29,1.1253581465065468e-12,3.063682552639197e-35,1.2807260791976496e-13,1.376207223383201e-11,1.6792483704041033e-33,1.0787843464483655e-21,4.477994748910435e-34,2.7127540174050167e-12
0.051000000000000004,0.04061265433844107,299.31132746092993,1.3886044527675652,0.5658722832635492,0.0,0.13774505655369484,0.12435275331627982,1.6516280645135607e-14,0.17176333558299403,4.219587084730467e-05,4.8993612634092284e-21,2.811490029521695e-18,7.061445959682818e-06,0.0,2.6614333578922337e-34,2.62202597754452e-09,3.4833726451047924e-09,2.8349401989957647e-05,2.2867482683639677e-05,1.352347028847843e-21,1.6341724262498456e-56,3.9818603966594163e-39,3.549759735559258e-24,1.080399668444431e-12,5.127925521346492e-09,2.3913569075515058e-23,2.757182160268881e-38,1.920281379571451e-11,0.0,6.115791423111095e-26,1.6699438063348643e-10,9.987203105586148e-16,3.089280206018755e-08,1.75547943691239e-27,2.0236351975599148e-11,4.193674444439757e-08,3.671939479217572e-12,5.441390904662388e-25,1.677592491010586e-19,1.8461477106125206e-19,1.6538927526693945e-25,1.9431583788516887e-13,3.1780272868575264e-22,0.00015844442231621609,4.997544463776539e-22,9.632341091755039e-07,2.0172666406551526e-08,7.553225219514271e-21,1.444747546001812e-27,3.216467358565828e-08,1.8292995834231444e-15,3.1558991845772514e-06,5.8939483687997456e-12,3.126188058054852e-07,4.1162273010087843e-07,2.3302828514761033e-06,8.313507070411468e-24,2.9308850057189466e-23,6.680199294179545e-08,4.5475942138052214e-10,2.8763760181767793e-16,1.8154983407661644e-17,1.3448547932082663e-19,5.2022953004900125e-21,4.856711930004509e-40,1.7732493661409078e-43,1.397816223583374e-07,6.0067557349760576e-27,1.2823368121754294e-08,5.975461782106997e-18,2.035288370931024e-25,2.0163322939017775e-23,2.4726817433976955e-08,2.0535874896101646e-14,6.486745423469718e-09,9.783212190458573e-32,1.3701918351732323e-25,2.5219881888073674e-13,7.403108215111816e-10,6.670485448985276e-29,2.4349294569758963e-23,2.079769132935438e-09,9.383047453586307e-10,6.463443771526393e-15,1.7578551851305607e-08,9.181925268071685e-10,4.3743127481206994e-10,2.9041643989526495e-10,6.562764172115336e-08,5.21333812394959e-34,1.0004972279464164e-34,6.080685406695444e-11,0.0,1.4636607183583537e-12,0.0,9.578218366456056e-32,0.0,2.6917786562847102e-27,9.351502557979276e-19,2.4658901957022753e-09,4.070519665667446e-11,6.049505438092724e-28,2.820486795558963e-28,9.517341317848992e-12,7.831815939111187e-34,1.5947306215468989e-13,9.502501360040806e-11,1.2040172160841976e-32,7.040752357339288e-21,3.2264394927100405e-33,2.4728492838105723e-11
0.052,0.041024684475178416,302.26424327145793,1.3746580479793435,0.5656700130798236,0.0,0.13771177904617768,0.124383025862771,1.5752065354385734e-13,0.1713908195490667,0.00012983497020169937,1.3468811814294648e-19,2.712246771166366e-17,1.0641970638658653e-05,0.0,4.744628901654611e-34,8.25054525064814e-09,1.4194167810004417e-08,8.799562043181047e-05,8.810533049762082e-05,4.999837131199663e-20,1.927158334305015e-52,1.7593665708473658e-36,7.450636086119182e-23,3.3078054113663736e-12,1.979567535550503e-08,1.0431088388202673e-21,1.298192502047379e-36,6.975348005637157e-11,0.0,1.7757837068908428e-24,6.542171721020378e-10,9.14706725888007e-15,1.3426855043155985e-07,6.704843097602197e-26,7.590963825639247e-11,1.2236770073564912e-07,1.470934724395357e-11,2.2153470573875103e-23,6.4452782734707945e-18,1.971641244004711e-18,2.809328853806847e-24,8.516731641176995e-13,1.320403337203136e-21,0.0004907253222123643,4.553156174989323e-21,4.344142230751255e-06,7.461339052275436e-08,8.02609436208317e-20,1.2067079408085889e-26,1.6542106491644794e-07,1.0236324830709284e-14,1.7064263495892522e-05,1.8601131416456244e-11,1.5149730199846645e-06,1.9304129264840686e-06,9.75001353894572e-06,1.4994090562042523e-22,1.5504380916883875e-21,3.8693592047212607e-07,2.294715512510303e-09,2.859938889520448e-15,1.7860826143638313e-16,1.454342829017443e-18,3.9217496875714523e-20,1.1914835144914894e-38,4.120060865565616e-41,7.322201702648286e-07,9.0330435646239e-27,7.480581005055038e-08,8.634107719828757e-18,2.062968596631286e-24,2.723687702807856e-23,1.7054163854255163e-07,2.0719125284363536e-14,3.5052100570561903e-08,2.689067057218729e-31,1.4798576847234699e-24,1.486285560299134e-12,5.780456018707094e-09,4.103796560338177e-28,2.8509769203646722e-22,1.296016175147491e-08,6.202732054654337e-09,4.192629219410373e-14,9.517635345167254e-08,5.4865625435273995e-09,2.224742449514986e-09,1.4753605060321579e-09,3.684111484539083e-07,1.2430686555001176e-32,2.3901012577051205e-33,3.285789405215227e-10,0.0,8.665818334898796e-12,1.4662111320243498e-29,4.406773133125367e-30,0.0,3.30225172095143e-26,1.1355765181820084e-17,1.4480423768831043e-08,3.4541876255939545e-10,6.620087647032284e-27,2.8589085481414713e-27,8.031196095746193e-11,2.6082215832674704e-32,3.434657215667271e-13,6.564334599410563e-10,1.0668227855833412e-31,4.601041431325406e-20,2.904399679696706e-32,2.2474331748774388e-10
0.05299999999999999,0.042353255208234894,311.80777066050473,1.3315366780765536,0.5651160492545438,0.0,0.13751052724525217,0.12444462188172577,1.5740242913426803e-12,0.17023455436571727,0.00039431492298893576,4.316652867646678e-18,2.9832595514279664e-16,1.6091280843867807e-05,0.0,7.5756172108097346e-34,2.6869922355553627e-08,5.656338635625959e-08,0.0002703290012748942,0.0003341814718155599,1.922602624022387e-18,3.553014312826775e-48,1.0382744446542913e-33,2.1135285454331805e-21,1.1153416195871919e-11,7.511720427903549e-08,5.224132424082322e-20,1.2048677904980578e-34,2.4968475883582685e-10,0.0,5.888973920658345e-23,2.5188617142539294e-09,8.55652477629493e-14,5.726215048280724e-07,3.0373289940543996e-24,2.803066807351039e-10,3.537101559301531e-07,5.782978757614209e-11,1.0495325558034109e-21,2.1704413750555089e-16,2.8160679122895905e-17,7.378228328438481e-23,3.661810557382324e-12,8.127525819954134e-21,0.0015008687802080833,4.1155035427162636e-20,1.9228330445308553e-05,2.7441501635691276e-07,1.2382941569411111e-18,2.8649806786480976e-25,8.332063457701808e-07,5.616265515083191e-14,9.03067642448809e-05,5.956024705851797e-11,7.199135617904147e-06,8.881428998920394e-06,4.009654975491859e-05,4.187809916556038e-21,9.423952935780842e-20,2.1920458234102878e-06,1.1348163713795928e-08,3.302456268761065e-14,1.9621382078493142e-15,2.0651257157645478e-17,9.416164663593652e-19,6.5521709332109925e-37,9.919238182705229e-39,3.755674270090455e-06,3.238081293944406e-26,4.267337750612003e-07,2.704611294247963e-17,2.6246200196707016e-23,7.054050889259007e-23,1.152540343274922e-06,2.167080629489571e-14,1.853904716943753e-07,2.1458695033321912e-30,2.1112558730907024e-23,8.57340744687095e-12,4.469800997375314e-08,5.902499417189232e-27,5.3545898247035464e-21,7.628832009756992e-08,4.0046237961472485e-08,3.5414740242220665e-13,5.043805379527588e-07,3.168561378856508e-08,8.706270617583071e-09,5.861562711175719e-09,2.023624616255734e-06,5.834001263350363e-31,1.1383375294294023e-31,1.7378531391104002e-09,2.4563370570147083e-17,5.0159300956527615e-11,7.599370080050997e-28,2.250113536585267e-28,0.0,7.858132806289188e-25,2.2050655314947117e-16,8.314041691616628e-08,2.8591638831853305e-09,9.922734012232371e-26,3.4112918456079595e-26,6.606646775690385e-10,8.48339761894582e-31,1.392358928779545e-12,4.427245640728307e-09,1.752243301786218e-30,2.9367079296057705e-19,5.010844674050247e-31,1.9903601550934107e-09
