Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25)
2.6710480339429323e-06,0.33133985449089537,3.76,0.0,0.6698556089434363,0.9988153116589158,0.0012800836297959782,1.8380387936580144e-05,7.19291222604994e-05,0.0340873368707305,0.0341743800789533,1.5007902239947336e-11,0.008860477342311492,1.101838445177383e-07,4.845103123139474e-06,4.255689996102471e-05,0.00045258307471359393,2.7619259658462065e-06,9.79471722313416e-05,0.0006608595547003122,0.010587431802685478,5.337128658464648e-05,8.46707345861254e-06,3.150171196946916e-05,2.647536746372572e-05,1.3083410616251258e-05,6.369727939297954e-07,3.419876612194816e-06,1.727718760615859e-07,1.0761278238313154e-06,3.6083148000883275e-11,2.7543693396607332e-06,7.3578474938997e-07,1.469364429069836e-06,1.4270555253574045e-09,1.5704772816789682e-09,1.5598061321081936e-05,5.571390829149641e-06,1.1606721670727421e-05,3.8737983363089736e-08,3.9806304588100735e-13,7.163129962527699e-11,3.6159261382444687e-06,1.061868608152876e-10,3.0484173326913985e-10,1.4747256465781153e-09,5.159626609038882e-10,2.6198977598206164e-08,4.859640442980558e-11,3.91555992909283e-14,9.652313747720087e-12,2.029698974675379e-08,1.290603664396053e-11,9.882293901010924e-13,2.9659751346484927e-08,4.8558892928953376e-14,3.830547210640735e-14,1.3483078386391183e-12,6.6455977875981265e-06,5.8186740154764e-10,1.725317981492788e-09,1.8236931942860376e-11,7.701315132437454e-12,2.2333541733721005e-06,1.1077224996863543e-07
2.6834377432421013e-06,0.331363420673842,3.76,0.0,0.6694501532701742,0.9987873349377752,0.0013112016443066025,1.8570533761960236e-05,7.364243974351929e-05,0.03423776384855868,0.034327266610011814,1.5196248504263734e-11,0.009068537890841393,1.1151973862906144e-07,4.972824990458517e-06,4.3707856154509863e-05,0.00046257864579617424,2.8462241087856364e-06,0.00010016455124844515,0.000675796227956058,0.010835906681404118,5.4607329614411985e-05,8.698799699918582e-06,3.240735195868921e-05,2.7236247922637818e-05,1.3391847754496346e-05,6.67002500195166e-07,3.582895503483051e-06,1.7666637958354876e-07,1.1261702115092527e-06,3.779961795313961e-11,2.849114523453896e-06,7.70382531941901e-07,1.5395797052842965e-06,1.496347392130183e-09,1.6453809877193243e-09,1.572276966921485e-05,5.65358691716743e-06,1.1833979222832098e-05,3.990937160694234e-08,4.171432914449744e-13,7.363103876392304e-11,3.6477580370530164e-06,1.1189895052995535e-10,3.206712755249072e-10,1.5323060365984991e-09,5.27931020052182e-10,2.688786767773815e-08,5.035981052930639e-11,4.1018548858580786e-14,1.0111073236724233e-11,2.08741117837502e-08,1.3562580720488173e-11,1.0386897337199388e-12,3.1328572956113187e-08,5.128131683482785e-14,4.013221891838463e-14,1.4482038123261576e-12,6.8192396376659004e-06,5.952744072144162e-10,1.8212503629670433e-09,1.9027244667756665e-11,8.121558374910536e-12,2.2965188607738275e-06,1.0941107671839199e-07
2.6958274525412703e-06,0.3313872992966266,3.76,0.0,0.669039203662595,0.9987587218626118,0.0013430494498367002,1.876439333965049e-05,7.539673547118381e-05,0.03438803891466813,0.03448006917879751,1.5391113669282242e-11,0.009281173540967833,1.1290072183293388e-07,5.103940440681353e-06,4.489170226104373e-05,0.0004727790144321306,2.933263546489868e-06,0.00010243074141286106,0.0006910569764961297,0.011089857685519577,5.5871856594695614e-05,8.936485554700475e-06,3.333701049774574e-05,2.8017872096187928e-05,1.3707517376531128e-05,6.984166053837213e-07,3.753481340452372e-06,1.8064593982846234e-07,1.1785662224017368e-06,3.959552586824056e-11,2.9474195930049684e-06,8.065677596736732e-07,1.6130591610336073e-06,1.568928368650923e-09,1.7237569500755351e-09,1.585162204487723e-05,5.738136734796652e-06,1.2070305346192475e-05,4.1119007138117594e-08,4.3715688789505866e-13,7.56845011938894e-11,3.6799032159851277e-06,1.1791758389174405e-10,3.373002704738723e-10,1.5927683668912971e-09,5.401595733228216e-10,2.759490993327719e-08,5.219395535456331e-11,4.2968643958368626e-14,1.0591256371449789e-11,2.1469159031511753e-08,1.4251998062929822e-11,1.0916795303317534e-12,3.309291411828578e-08,5.415867485006383e-14,4.204363757420335e-14,1.5553856515488242e-12,6.997004349394027e-06,6.089669591403321e-10,1.922484411103053e-09,1.9858741611351584e-11,8.564831948061496e-12,2.3613304855500315e-06,1.080518347121905e-07
2.7082171618404393e-06,0.3314114969247493,3.76,0.0,0.668622644441846,0.9987294583619442,0.0013756441036953204,1.896211549346747e-05,7.719301662340592e-05,0.0345381592276781,0.03463278679898373,1.5592810250433475e-11,0.009498478859911948,1.1432896024146903e-07,5.238538385797773e-06,4.6109430748449254e-05,0.0004831877764407775,3.0231395235465135e-06,0.00010474678818524158,0.0007066484656057641,0.011349398665845199,5.716553395557837e-05,9.180274409677995e-06,3.4291269690280546e-05,2.8820779498057104e-05,1.4030592209726619e-05,7.312776312119171e-07,3.93197702162501e-06,1.8471235086322884e-07,1.2334277623690572e-06,4.147445583731299e-11,3.0494283630299007e-06,8.444115822833422e-07,1.6899508675144623e-06,1.6449519799231166e-09,1.8057620140599977e-09,1.5984820999810445e-05,5.825147811561004e-06,1.2316081383286719e-05,4.2368420728591226e-08,4.581505289320559e-13,7.77930960506002e-11,3.7123736448975334e-06,1.2425957991555766e-10,3.5476792990106913e-10,1.6562750397157746e-09,5.526537089030404e-10,2.832066862519248e-08,5.410198679373262e-11,4.5009910586372074e-14,1.1093850195327449e-11,2.208274880866903e-08,1.497594128700822e-11,1.1473255640699252e-12,3.4958375441334624e-08,5.719999283249135e-14,4.404355235456091e-14,1.6703772759943327e-12,7.178976079082791e-06,6.229506376771751e-10,2.0293134373389136e-09,2.0733850563645366e-11,9.032412273612082e-12,2.427828341824053e-06,1.0669653775872813e-07
2.7206068711396083e-06,0.33143602024852065,3.76,0.0,0.6682003577161607,0.9986995300645383,0.0014090030673461428,1.916385529475644e-05,7.903231595252486e-05,0.034688121878867724,0.03478541846753225,1.5801665157657353e-11,0.009720550172505112,1.1580672005155196e-07,5.376710010487809e-06,4.736206555448721e-05,0.0004938085647796181,3.115950703950307e-06,0.0001071137581371284,0.0007225774822146473,0.011614645616831384,5.8489044053758066e-05,9.430312755942917e-06,3.527072395497502e-05,2.964552300700049e-05,1.4361249257709894e-05,7.656508595677562e-07,4.118740593925857e-06,1.8886744179138675e-07,1.290872116781964e-06,4.3440149250277604e-11,3.155290683105719e-06,8.83988254372838e-07,1.770409445718071e-06,1.7245788264583694e-09,1.8915599185900376e-09,1.612257817847029e-05,5.914732718877312e-06,1.2571704683312993e-05,4.365922214742143e-08,4.801733032840491e-13,7.995826862601857e-11,3.7451819159368857e-06,1.3094273215635127e-10,3.731153243926939e-10,1.722998075794299e-09,5.654189240241868e-10,2.906573260372065e-08,5.608720935677089e-11,4.714655890353484e-14,1.1619886701661496e-11,2.2715522214979562e-08,1.573614891909571e-11,1.2057611465069869e-12,3.693089420056224e-08,6.041483612206931e-14,4.613595560007727e-14,1.7937397695056736e-12,7.365240142412114e-06,6.372311164973533e-10,2.1420471064101253e-09,2.165515051336119e-11,9.525647716327131e-12,2.4960525437396135e-06,1.053472645070439e-07
2.7329965804387773e-06,0.33146087608489266,3.76,0.0,0.6677722233476653,0.998668922293472,0.001443144216048401,1.936977432406538e-05,8.091569243495838e-05,0.03483792389067133,0.034937963164587395,1.6018020324444568e-11,0.009947485585186242,1.1733637193915498e-07,5.518548827318998e-06,4.86506631397314e-05,0.000504645048670611,3.211799290327525e-06,0.00010953273930778946,0.0007388509363875786,0.011885716706999401,5.9843085553523775e-05,9.686750240720831e-06,3.627598021375184e-05,3.049266917654338e-05,1.4699669911548322e-05,8.016044506601006e-07,4.314145900328867e-06,1.9311307729060563e-07,1.3510222123210305e-06,4.5496511451949806e-11,3.265162692649984e-06,9.253752660479694e-07,1.8545963472277777e-06,1.8079769068473248e-09,1.9813215887766915e-09,1.6265114714457752e-05,6.007009302176355e-06,1.2837589258309886e-05,4.499310506185267e-08,5.0327682097026e-13,8.218150125006713e-11,3.7783412757760853e-06,1.379858704090156e-10,3.923854676072467e-10,1.7931196865605737e-09,5.784608275838473e-10,2.983071676941173e-08,5.815309314794729e-11,4.938299158032366e-14,1.2170444855099651e-11,2.3368145160035392e-08,1.653445020299342e-11,1.267126474947085e-12,3.901676499049886e-08,6.381334250916248e-14,4.832501484290484e-14,1.9260739787987663e-12,7.555883004025653e-06,6.518141636445115e-10,2.2610123603271983e-09,2.262538118841638e-11,1.0045962719896011e-11,2.566044037825145e-06,1.040061580811546e-07
2.7453862897379463e-06,0.3314860713792939,3.76,0.0,0.6673381189191371,0.9986376200600997,0.0014780858487157412,1.9580040943511662e-05,8.284423193749138e-05,0.034987562215145034,0.035090419853380954,1.6242233362092203e-11,0.010179385009900626,1.1892039563126491e-07,5.664150733059919e-06,4.9976313577305036e-05,0.0005157009326486983,3.3107911467669515e-06,0.00011200484156288425,0.0007554758627944142,0.012162732309312497,6.122837381588262e-05,9.949739719174897e-06,3.73076580794379e-05,3.136279855096518e-05,1.5046040063936285e-05,8.3920956597657e-07,4.518583253824679e-06,1.9745115814979127e-07,1.4140068916823774e-06,4.764761866402509e-11,3.379207086457321e-06,9.686534786918806e-07,1.9426801465073997e-06,1.895321954864182e-09,2.0752254402895236e-09,1.641266164345241e-05,6.1021009235612166e-06,1.311416646405715e-05,4.6371852272052986e-08,5.275153464076504e-13,8.446431418972873e-11,3.8118656595867905e-06,1.45408926766513e-10,4.126234041232148e-10,1.8668328794107056e-09,5.917851428964968e-10,3.0616263634514944e-08,6.030328344518689e-11,5.172381251488258e-14,1.2746652702407491e-11,2.4041309441167108e-08,1.7372770208325053e-11,1.3315690125693868e-12,4.122266165888857e-08,6.740625724676112e-14,5.0615080225271966e-14,2.0680232909398106e-12,7.750992265459544e-06,6.667056425900707e-10,2.386554395452096e-09,2.3647453190713683e-11,1.0594862185170747e-11,2.637844615319588e-06,1.0267542563479982e-07
2.7577759990371152e-06,0.3315116132074604,3.76,0.0,0.6668979197007454,0.998605608057917,0.001513846697996484,1.9794830580242994e-05,8.481904789831948e-05,0.03513703373240434,0.035242787480148294,1.647467824002038e-11,0.010416350187872988,1.2056138466150307e-07,5.813614066114314e-06,5.13401416807812e-05,0.0005269799555294206,3.4130359253210792e-06,0.00011453119695466242,0.0007724594221565012,0.012445815031452333,6.264564129590914e-05,1.0219437306194564e-05,3.836639004267642e-05,3.2256505987654246e-05,1.540055022646196e-05,8.785404962274412e-07,4.732460138684197e-06,2.0188362180515382e-07,1.4799612018322734e-06,4.989772518247628e-11,3.4975933912066973e-06,1.0139072660943045e-06,2.0348368451136575e-06,1.9867977917484932e-09,2.173457695928179e-09,1.6565460333285692e-05,6.200136715468872e-06,1.3401885706530437e-05,4.779734130311773e-08,5.529459387397502e-13,8.680826656586547e-11,3.8457697268454415e-06,1.5323300637818378e-10,4.338763009988408e-10,1.9443420977249383e-09,6.053977105843163e-10,3.1423044992637584e-08,6.254161093393574e-11,5.417383594105187e-14,1.3349689576369438e-11,2.4735733873076995e-08,1.825313526219595e-11,1.3992438919415813e-12,4.3555660601962295e-08,7.120497023382578e-14,5.3010692215448214e-14,2.2202766016348687e-12,7.950656651338683e-06,6.819115132974251e-10,2.5190376957791286e-09,2.472445876095062e-11,1.1173936105163312e-11,2.711496924445669e-06,1.0135733783107342e-07
2.7701657083362842e-06,0.33153750877726584,3.76,0.0,0.6664514986168019,0.9985728706563264,0.0015504459405786646,2.0014326021406122e-05,8.684128202294835e-05,0.03528633524903261,0.03539506497405663,1.671574599301226e-11,0.010658484713225664,1.2226205131564263e-07,5.967039665078541e-06,5.274330817159301e-05,0.0005384858892923714,3.518647196238742e-06,0.00011711296008337512,0.0007898089026666587,0.012735089745966764,6.409563794837775e-05,1.0496002428108113e-05,3.945282165786625e-05,3.317440098591461e-05,1.5763395650033045e-05,9.196747944580837e-07,4.956201940021724e-06,2.0641244287454235e-07,1.5490266964850434e-06,5.2251270860149554e-11,3.6204982533674224e-06,1.0612246611236714e-06,2.13125018827976e-06,2.082596694335538e-09,2.2762127148440125e-09,1.672376293181225e-05,6.301251845820149e-06,1.370121517469602e-05,4.927155037967161e-08,5.796285997884917e-13,8.921495728776704e-11,3.880068899075766e-06,1.6148046327920025e-10,4.561935431835281e-10,2.0258638975088503e-09,6.193044916209918e-10,3.2251763704548516e-08,6.48721026473807e-11,5.673809594331682e-14,1.3980788396792561e-11,2.5452165471871257e-08,1.9177678727518693e-11,1.4703143435421387e-12,4.602326550541992e-08,7.522155550477405e-14,5.551658963192557e-14,2.3835714871754202e-12,8.154965993761463e-06,6.974378332958328e-10,2.6588471257100408e-09,2.5859683211145764e-11,1.1784864472063318e-11,2.787044482615934e-06,1.000542282527066e-07
2.7825554176354532e-06,0.3315637654305442,3.76,0.0,0.6659987262125532,0.9985393918943021,0.001587903207723161,2.0238717721049532e-05,8.891210499503008e-05,0.03543546349646,0.03554725124714662,1.6965845456254702e-11,0.010905894056411505,1.2402523177334547e-07,6.124530928423197e-06,5.418701088734382e-05,0.0005502225378771857,3.627742581987471e-06,0.00011975130845955327,0.000807531721379598,0.013030683620253019,6.55791316417291e-05,1.0779597874253756e-05,4.056761172789374e-05,3.411710802230436e-05,1.6134776448541582e-05,9.626934145175769e-07,5.190252702690731e-06,2.110396336893027e-07,1.6213517535122142e-06,5.471288888460794e-11,3.748105738946409e-06,1.1106975081338266e-06,2.2321119943311144e-06,2.182919779735332e-09,2.3836933348679337e-09,1.688783283325918e-05,6.405587795163326e-06,1.4012642600443223e-05,5.0796564810224034e-08,6.076264300523122e-13,9.168602600540556e-11,3.914779399636733e-06,1.7017498169379871e-10,4.796268329244759e-10,2.1116276625861897e-09,6.335115705425993e-10,3.310315560857556e-08,6.729899366937372e-11,5.942185639645814e-14,1.4641238072747518e-11,2.6191380696305653e-08,2.0148647153310544e-11,1.5449521510597832e-12,4.863343362069652e-08,7.946881316842943e-14,5.813771798692162e-14,2.558697593725598e-12,8.364011214792092e-06,7.132907587664004e-10,2.8063890858081565e-09,2.7056617064680522e-11,1.2429422472446836e-11,2.8645316885560873e-06,9.876849274980256e-08
2.7949451269346222e-06,0.331590390644908,3.76,0.0,0.665539470621048,0.9985051554739555,0.001626238596028103,2.0468204119398946e-05,9.103271720219396e-05,0.03558441512931304,0.035699345194288114,1.7225404029070475e-11,0.011158685587429145,1.258538914525536e-07,6.2861938752979e-06,5.567248603245275e-05,0.0005621937358886843,3.740443895120577e-06,0.0001224474428667779,0.0008256354255695024,0.01333272614633833,6.709690858041012e-05,1.1070389848339712e-05,4.171143248741159e-05,3.5085266892582416e-05,1.6514897725849216e-05,1.0076808550763213e-06,5.435075920574705e-06,2.157672448228612e-07,1.6970919080258962e-06,5.728741386153002e-11,3.8806076455342e-06,1.1624216213017767e-06,2.337622497408267e-06,2.287977407290186e-09,2.4961112284134526e-09,1.7057945163754574e-05,6.513292646337472e-06,1.433667604646311e-05,5.237458381038536e-08,6.370057931975256e-13,9.422315407933874e-11,3.949918295671229e-06,1.793416632494099e-10,5.042302933162163e-10,2.201876360361246e-09,6.480251588410902e-10,3.3977991564665424e-08,6.982673966134233e-11,6.22306213484245e-14,1.5332386010345032e-11,2.6954186749211704e-08,2.1168406824340075e-11,1.6233381353796473e-12,5.1394603671542326e-08,8.396031394855056e-14,6.087923816062228e-14,2.746500258531932e-12,8.577884306977751e-06,7.294765456429439e-10,2.9620927352231422e-09,2.8318968945856387e-11,1.31094859878096e-11,2.944003834329389e-06,9.750258873289466e-08
2.807334836233791e-06,0.33161739203555535,3.76,0.0,0.6650735975301164,0.998470144753995,0.001665472678427652,2.0702991974957193e-05,9.320434947690718e-05,0.03573318672373442,0.03585134569315102,1.7494868468245585e-11,0.011416968598786806,1.2775113056307551e-07,6.452137207456013e-06,5.72010094726175e-05,0.0005744033472077481,3.856877280040285e-06,0.00012520258772454051,0.0008441276940513107,0.013641349170417833,6.86497737356142e-05,1.136854801951898e-05,4.2884969784406816e-05,3.607953306033957e-05,1.690396970617543e-05,1.0547253093905703e-06,5.6911553573653765e-06,2.205973656151827e-07,1.7764102019161967e-06,5.997989021423157e-11,4.0182038271225025e-06,1.2164969490974858e-06,2.447990703986493e-06,2.397989598571833e-09,2.6136872724368777e-09,1.7234387286759426e-05,6.624521387203227e-06,1.4673844722891904e-05,5.400792779614631e-08,6.678364895150223e-13,9.682806556816854e-11,3.9855035423375085e-06,1.89007120576388e-10,5.300605761448113e-10,2.2968673402565773e-09,6.628515985574427e-10,3.4877079641839835e-08,7.246003027984831e-11,6.51701458657098e-14,1.605564073051495e-11,2.7741422942231614e-08,2.223945073975498e-11,1.705662669318826e-12,5.4315725491719245e-08,8.871044648738089e-14,6.374653541789702e-14,2.9478843785879996e-12,8.796678311806077e-06,7.460015507309533e-10,3.1264112846969206e-09,2.965067926327425e-11,1.3827037418577134e-11,3.02550711724507e-06,9.6259034420306e-08
2.81972454553296e-06,0.3316447773570671,3.76,0.0,0.6646009701494969,0.9984343427430891,0.0017056265154280971,2.0943296709892905e-05,9.542826385237167e-05,0.035881774775673024,0.036003251604192744,1.777470571186656e-11,0.011680854328178886,1.297201898760034e-07,6.622472372293814e-06,5.8773898074623824e-05,0.0005868552635044326,3.977173358704056e-06,0.00012801799145075813,0.0008630163384620601,0.013956686922107314,7.023855128443596e-05,1.1674245573099653e-05,4.408892325978738e-05,3.710057801238542e-05,1.7302207867972348e-05,1.1039188210169395e-06,5.958995899950326e-06,2.2553212469219309e-07,1.8594775506609623e-06,6.279558091013548e-11,4.161102532181528e-06,1.2730277450912774e-06,2.5634347636959556e-06,2.5131864762113855e-09,2.736651932949653e-09,1.7417459329149304e-05,6.739436227010995e-06,1.5024699833546647e-05,5.569904618066655e-08,7.001919388407897e-13,9.950252823341645e-11,4.021554029452521e-06,1.99199577809001e-10,5.571769741825817e-10,2.39687317702203e-09,6.779973660932531e-10,3.580126745949436e-08,7.520380355732966e-11,6.824644736131953e-14,1.681247460142953e-11,2.8553962127160547e-08,2.3364406052777927e-11,1.7921262253406461e-12,5.740629150072695e-08,9.373446758353044e-14,6.6745228779536e-14,3.1638185432976496e-12,9.020487296016823e-06,7.628722328483733e-10,3.2998233642932485e-09,3.105593473375823e-11,1.4584171850822288e-11,3.1090886516329492e-06,9.504040804992267e-08
2.832114254832129e-06,0.3316725545051898,3.76,0.0,0.664121449178151,0.9983977320931228,0.0017467216665840864,2.1189342769195656e-05,9.77057543334369e-05,0.03603017569914418,0.03615506177066294,1.8065403734592187e-11,0.011950455980837727,1.3176445671568757e-07,6.797313626996061e-06,6.03925110930798e-05,0.0005995534026497752,4.101467380316643e-06,0.00013089492682347785,0.000882309304498453,0.014278876043366093,7.18640850574393e-05,1.1987659260806716e-05,4.5324006524704356e-05,3.81490896209617e-05,1.7709833081370506e-05,1.1553574456850198e-06,6.239124445561956e-06,2.3057369047919872e-07,1.946473128266516e-06,6.573997652526993e-11,4.30952075550132e-06,1.3321227453088347e-06,2.6841823549609837e-06,2.6338087223889866e-09,2.865245664590814e-09,1.760747472871523e-05,6.858206926999668e-06,1.538981545258837e-05,5.7450525710424685e-08,7.341493734666537e-13,1.0224835456163664e-10,4.058089630683763e-06,2.099489785479913e-10,5.856415380933382e-10,2.502182561203103e-09,6.934690762613979e-10,3.6751444693751084e-08,7.806326132497038e-11,7.14658174262358e-14,1.7604426690392988e-11,2.939271219737394e-08,2.4546042006230255e-11,1.882939958658131e-12,6.067637013093444e-08,9.904855554595856e-14,6.988118076037413e-14,3.3953394487550754e-12,9.24940632567986e-06,7.800951539924542e-10,3.4828344702391428e-09,3.253918379607429e-11,1.5383103586062118e-11,3.1947964804655503e-06,9.384934706664728e-08
2.844503964131298e-06,0.33170073151860197,3.76,0.0,0.6636348927718083,0.9983602950923536,0.0017887802022176185,2.1441363994088075e-05,0.00010003814768247448,0.03617838582446002,0.036306775018627245,1.8367472435292474e-11,0.012225888751521126,1.338874711810698e-07,6.976778103777233e-06,6.205825160570271e-05,0.0006125017070227177,4.229899375045229e-06,0.00013383469134126827,0.0009020146731066089,0.014608055617042903,7.352723899462097e-05,1.2308969450505861e-05,4.659094733531373e-05,3.922577251284816e-05,1.8127071749281207e-05,1.2091414195412466e-06,6.532090823869469e-06,2.357242717072663e-07,2.0375847712403114e-06,6.881880465812527e-11,4.4636846043173585e-06,1.3938953523481149e-06,2.810471085991805e-06,2.7601080578448404e-09,2.9997193257806073e-09,1.7804760803876612e-05,6.981011145842798e-06,1.576978943245456e-05,5.9265099379158764e-08,7.697900415970764e-13,1.0506740280353747e-10,4.0951312554342725e-06,2.2128710189369185e-10,6.155191981121946e-10,2.6131012391506408e-09,7.092734865984546e-10,3.7728545760896457e-08,8.104388576364041e-11,7.48348341861461e-14,1.8433105740204617e-11,3.025861766300777e-08,2.578727840155452e-11,1.9783263283342197e-12,6.413664132632976e-08,1.0466986685689383e-13,7.316050748698396e-14,3.643556612401567e-12,9.48353143795015e-06,7.976769805375306e-10,3.6759784955265666e-09,3.410515296633771e-11,1.622617305571318e-11,3.282679586808202e-06,9.268854729796851e-08
2.856893673430467e-06,0.33172931658066257,3.76,0.0,0.6631411565107868,0.9983220136584631,0.0018318247153822668,2.1699604010198672e-05,0.00010242680422012795,0.03632640139643004,0.036458390157010995,1.8681444557993394e-11,0.012507269846094017,1.360929326032442e-07,7.160985876204734e-06,6.377256799883685e-05,0.0006257041417084966,4.362614311789407e-06,0.00013683860758176105,0.0009221406616197556,0.014944367194994982,7.522889760973564e-05,1.2638360175294288e-05,4.78904877646682e-05,4.033134844542427e-05,1.855415595224145e-05,1.265375333982108e-06,6.838468755225287e-06,2.409861179114641e-07,2.133009402540661e-06,7.203803970444677e-11,4.623829679257148e-06,1.4584638264766644e-06,2.9425489116769312e-06,2.892347742309514e-09,3.140334609989283e-09,1.8009659346422455e-05,7.108034800583755e-06,1.6165244343908207e-05,6.11456559607902e-08,8.071994219388937e-13,1.0796157802982944e-10,4.132700903573849e-06,2.332476872117529e-10,6.468778906681198e-10,2.729953005049561e-09,7.25417501963805e-10,3.873355269081471e-08,8.415145717648304e-11,7.836037520608834e-14,1.9300193275193945e-11,3.115266130375944e-08,2.7091194642178752e-11,2.0785197592006897e-12,6.779843424032811e-08,1.1061659634824571e-13,7.658958920793414e-14,3.909657408031309e-12,9.722959610408913e-06,8.1562448446925e-10,3.879819349198388e-09,3.575886418976644e-11,1.711585414306087e-11,3.3727879050767515e-06,9.156076213125594e-08
2.869283382729636e-06,0.3317583180211378,3.76,0.0,0.6626400933681327,0.9982828693315065,0.0018758783340748694,2.1964316631012427e-05,0.00010487311864081288,0.03647421857253177,0.03660990597766445,1.9007876647070367e-11,0.012794718502660864,1.3838470624616527e-07,7.350060026587181e-06,6.553695550493255e-05,0.0006391646925848434,4.4997622600314296e-06,0.00013990802355776682,0.0009426956248393917,0.01528795482572814,7.69699664629278e-05,1.2976019181857783e-05,4.922338437141606e-05,4.14665566897464e-05,1.8991323597088404e-05,1.3241683172996077e-06,7.158856846306681e-06,2.4636151991979164e-07,2.2329534764950106e-06,7.540391300477946e-11,4.790201470661183e-06,1.5259514839318332e-06,3.080674566939335e-06,3.03080309728897e-09,3.2873644936679546e-09,1.8222527238121162e-05,7.239472443726852e-06,1.657682844905404e-05,6.309525020548276e-08,8.464674500436365e-13,1.1093283320346351e-10,4.170821723178427e-06,2.4586656835140637e-10,6.79788690121442e-10,2.853080747541437e-09,7.41908179452805e-10,3.97674982042701e-08,8.739207308506505e-11,8.204963096658152e-14,2.0207446842323136e-11,3.207586590338841e-08,2.8461039395520953e-11,2.1837673476511166e-12,7.167376726771978e-08,1.1690804110846082e-13,8.017508120992283e-14,4.194912442406118e-12,9.967788727898883e-06,8.339445446615166e-10,4.094952669534422e-09,3.7505653246321746e-11,1.8054761936949102e-11,3.4651723320815764e-06,9.046880170755846e-08
2.881673092028805e-06,0.3317877443179019,3.76,0.0,0.6621315536781323,0.9982428432667576,0.0019209647336967189,2.223576627712921e-05,0.00010737852084280263,0.03662183342105194,0.03676132125545094,1.9347350037634884e-11,0.01308835601220292,1.4076683025746178e-07,7.544126714407497e-06,6.735295779376983e-05,0.0006528873642922782,4.641498555785374e-06,0.00014304431307034937,0.0009636880560552304,0.01563896508150269,7.87513726415957e-05,1.3322137977987216e-05,5.059040836497011e-05,4.2632154420695816e-05,1.94388185695506e-05,1.3856342233666101e-06,7.493879624422473e-06,2.5185281033155543e-07,2.337633445726688e-06,7.892292337681457e-11,4.963055770848502e-06,1.596486902650191e-06,3.2251180171345146e-06,3.1757620521788095e-09,3.4410937014012002e-09,1.8443737092062763e-05,7.3755276571775955e-06,1.7005216708175084e-05,6.51171137461606e-08,8.876887570566059e-13,1.13983170267862e-10,4.209518071449061e-06,2.5918181809930477e-10,7.143259457925175e-10,2.9828475536141592e-09,7.587527336541025e-10,4.083146900890149e-08,9.077216876010254e-11,8.591011893576272e-14,2.1156703392954322e-11,3.302929607021883e-08,2.990024092169894e-11,2.2943296146171924e-12,7.577539055391282e-08,1.2356466834989467e-13,8.39239251534056e-14,4.5006812961059395e-12,1.0218117546760212e-05,8.526441482032308e-10,4.322007636662349e-09,3.935118927078843e-11,1.9045660942824576e-11,3.5598847378357517e-06,8.941553214784134e-08
2.894062801327974e-06,0.3318176040986134,3.76,0.0,0.6616153851052472,0.9982019162274527,0.001967108149766018,2.2514228411873354e-05,0.00010994447677269113,0.036769241919198,0.03691263474835947,1.970047188205765e-11,0.013388305738672607,1.4324352287633533e-07,7.74331524577682e-06,6.922216861926277e-05,0.0006668761780847741,4.78798397165639e-06,0.00014624887605819867,0.000985126587998993,0.015997547084847383,8.057406524939064e-05,1.3676911879141267e-05,5.199234576679535e-05,4.3828917114248485e-05,1.9896890890843543e-05,1.4498918275942194e-06,7.84418861178329e-06,2.574623639838644e-07,2.447276251180726e-06,8.260184804480961e-11,5.142659102914194e-06,1.670204135656026e-06,3.376160926083511e-06,3.3275257147226096e-09,3.601819188853636e-09,1.8673677919622106e-05,7.51641346375222e-06,1.745111182124281e-05,6.721466676620635e-08,9.309629215633024e-13,1.1711464125067838e-10,4.248815578991941e-06,2.7323390372080935e-10,7.505674244617413e-10,3.11963787253131e-09,7.759585422841284e-10,4.192660932987591e-08,9.429853930770864e-11,8.994969826302936e-14,2.2149882811087037e-11,3.4014060148181646e-08,3.1412418121116417e-11,2.4104813093143243e-12,8.01168311331545e-08,1.3060818748064474e-13,8.784336084164049e-14,4.828418652692763e-12,1.0474045656372678e-05,8.717303917828114e-10,4.561648890445404e-09,4.1301495450984976e-11,2.0091473778278175e-11,3.656977976104268e-06,8.840387482872754e-08
