Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594)
3.0373309839607166e-05,0.38140423502274345,3.76,0.0,1.6637284994221134e-05,0.3663667923638268,0.5068449743776717,0.0402226221147823,0.001284276323699146,0.010686443015019228,0.37805722898225314,1.5793888843497213e-10,0.33403309274728643,2.8086416348562285e-06,0.00011491939873199216,0.617961554854704,0.0007849532483532064,2.3048654595795927e-05,1.0651392262161838e-05,0.0046195589274055085,0.03803460846193796,1.4212163828762788e-05,4.755438048931086e-05,0.0031717391937391743,0.04074799427040022,0.0004444517179506843,0.00013505564981861146,0.0003417599663170314,1.504907852463407e-09,0.007364159350340075,5.363739949273491e-10,7.34811601585179e-05,0.00010571085564760137,4.004902379919776e-05,2.395517323166394e-07,4.747596440989434e-09,0.009811826813283102,0.006348287328676884,0.00809829267764626,0.0074610626490836775,2.5143509747697005e-08,1.4751247272631793e-10,0.011325341198145242,0.003317407414447822,2.4524205059394704e-05,7.331595686054117e-07,5.325431358896971e-06,0.012801672815600065,1.7485953121089973e-05,8.410205333005669e-11,1.2575911832299292e-09,0.06064993568075148,0.0001351468718138954,1.639554951276662e-05,0.02938410324163326,4.2966544333639124e-07,1.85885979833816e-13,7.757363315626836e-06,1.0493082415409049e-05,2.9654475552747104e-06,0.0003593306857727978,1.7637578275215014e-08,5.4124838163917086e-08,0.0011039909414635,4.471544588724688e-06,0.0005230328697185086,0.00018668782652366542,0.008758415600457559,1.6467877479111206e-05,1.7067636845235495e-11,8.304779239368518e-12,2.4217075085066415e-07,1.0931208570407937e-06,0.00031697008152573324
3.0495271821267838e-05,0.3814571211020277,3.76,0.0,1.6502978124209732e-05,0.3650661566245227,0.507936371005668,0.04013524697073167,0.001289807833149151,0.010620189552361053,0.3787091769092517,1.5782718092569202e-10,0.3338716988495049,2.8113448183984932e-06,0.00011485366706027158,0.619145562577416,0.000782062159368465,2.290909472217088e-05,1.0599245434662499e-05,0.004644166181064943,0.03765286834809876,1.4142584509246998e-05,4.756693016935759e-05,0.0031569604054532798,0.0407208147562401,0.0004453266744043421,0.00013469011181311256,0.0003395774640468675,1.4920051664340762e-09,0.007288071330450365,5.309830838332742e-10,7.301037709488998e-05,0.00010537852256397151,3.9774126164210205e-05,2.3759063393082011e-07,4.697619359124158e-09,0.009772706116956794,0.006326196525681674,0.008095896197988103,0.007411328972543111,2.494693012478992e-08,1.4713267577757512e-10,0.011239495078969023,0.00330856020792755,2.4564937592384096e-05,7.302429820095663e-07,5.335911003155685e-06,0.012773464540338838,1.7538344685184953e-05,8.431686384077837e-11,1.247255519806823e-09,0.06087070789601688,0.0001354943668571911,1.6438085539814348e-05,0.029416229429894754,4.301366608786164e-07,1.8392918112156911e-13,7.78719172788142e-06,1.0485165502269562e-05,2.9717626971644753e-06,0.0003592641465479167,1.745297668959008e-08,5.391353843038016e-08,0.001099671572199471,4.493481793869202e-06,0.0005215097939813742,0.00018599815438855385,0.008783383955605673,1.6566782362037914e-05,1.7106791597883725e-11,8.323845098649292e-12,2.427117919345049e-07,1.0980999514832654e-06,0.00031506220612310585
3.061723380292851e-05,0.3815098046333685,3.76,0.0,1.6368913129420648e-05,0.3637665832647446,0.5090273325558865,0.04004674647142074,0.001295402783411939,0.010554209434383397,0.3793599286037305,1.5772359980597115e-10,0.3337094934302931,2.8141511211880355e-06,0.00011478965799177022,0.6203254693246909,0.0007791794605433768,2.277038147417759e-05,1.05472766516409e-05,0.004669032920919535,0.03727364033251667,1.4073242867542433e-05,4.75805366191057e-05,0.003142208159217022,0.04069316147998886,0.0004462167686257041,0.00013432561570935787,0.0003374056288522306,1.479188665895547e-09,0.007212695581456713,5.256364137857812e-10,7.254223444456084e-05,0.00010504728072099192,3.950078643078354e-05,2.3564472305700084e-07,4.648086817111553e-09,0.009733479905349077,0.006304172985630217,0.008093476923264929,0.007361530977249443,2.4752629192757257e-08,1.4675586437296654e-10,0.01115373534229063,0.0032996002966588426,2.4606019693123395e-05,7.27334688729363e-07,5.34647318513364e-06,0.01274495020439666,1.759088079425369e-05,8.453675092678759e-11,1.2369989420129846e-09,0.061092224217157334,0.00013584381375769135,1.6480864208734134e-05,0.029447939088757893,4.306017926048851e-07,1.8198978779762598e-13,7.817243189248829e-06,1.0477246558680327e-05,2.9781238984532164e-06,0.00035920092368827165,1.726965535616119e-08,5.370411647487635e-08,0.001095333836860565,4.5156819540706275e-06,0.0005199820418294996,0.00018530536758123647,0.00880836059334782,1.666705655952416e-05,1.714667578133754e-11,8.343265991546234e-12,2.432631570211658e-07,1.103140321707034e-06,0.0003131516035529279
3.073919578458918e-05,0.381562286603499,3.76,0.0,1.6235092506502e-05,0.36246804140480426,0.5101178777588393,0.03995712682901844,0.0013010621378554178,0.010488499712408977,0.38000949302615294,1.576282182432179e-10,0.3335464681052636,2.8170621103270632e-06,0.00011472736595519876,0.6215013047456219,0.0007763049879477094,2.2632503791129158e-05,1.0495483138031686e-05,0.004694163109475866,0.036896909971943524,1.4004135206853317e-05,4.7595201900087375e-05,0.0031274820005500865,0.040665033878451544,0.0004471221846069649,0.00013396214596997564,0.0003352443471175198,1.4664573928107916e-09,0.007138025707180948,5.203335264983452e-10,7.207670624930962e-05,0.00010471711610268215,3.9228989393943196e-05,2.3371384494000385e-07,4.5989940948114436e-09,0.009694147451954151,0.006282215738171805,0.008091034390956684,0.007311669555438627,2.4560592130738076e-08,1.4638201048816134e-10,0.011068065282392271,0.003290526960584794,2.4647454927345784e-05,7.24434519219617e-07,5.357119044938052e-06,0.01271613250679951,1.764356660039796e-05,8.476176060071299e-11,1.2268205676367572e-09,0.061314494945157,0.00013619526167702326,1.6523891413804124e-05,0.029479230307649602,4.310608106638332e-07,1.8006761502972382e-13,7.847520771477455e-06,1.0469323974209274e-05,2.9845318067876288e-06,0.0003591409791587804,1.708760631970336e-08,5.349655775071376e-08,0.001090977732932133,4.538148799724245e-06,0.0005184496271719028,0.00018460946928963896,0.008833345596653682,1.6768722347217038e-05,1.718729630798965e-11,8.363045252035772e-12,2.4382494159618896e-07,1.1082429556509506e-06,0.0003112383716073977
3.084896156808379e-05,0.3816093489111684,3.76,0.0,1.611486504577124e-05,0.36130021004997587,0.5110990280403115,0.0398755173661251,0.0013062114315344848,0.010429589729550439,0.3805930932314686,1.575494478380216e-10,0.33339903725101194,2.819772822333376e-06,0.00011467276871467445,0.6225560999676271,0.0007737248605994742,2.2509119219532227e-05,1.0449017824877734e-05,0.004717008850417856,0.036559976326139755,1.3942137007165846e-05,4.760930884486664e-05,0.0031142503856819753,0.040639312977244435,0.0004479503173926405,0.00013363589079136816,0.0003333081239659074,1.4550716183665038e-09,0.007071421079927484,5.155979892903249e-10,7.165994507388021e-05,0.00010442087942063528,3.898567869297086e-05,2.3198878150096168e-07,4.55518286180678e-09,0.009658656798543833,0.006262510090595897,0.008088815834512706,0.007266740806997979,2.4389682280076615e-08,1.4604805623445151e-10,0.01099104160268028,0.0032822633852938534,2.4685051720159915e-05,7.218311691728302e-07,5.366772888822706e-06,0.012689939406200538,1.7691116324359298e-05,8.496868963416254e-11,1.2177262990625713e-09,0.06151519224374035,0.00013651331689166853,1.6562833342729914e-05,0.029507033035454707,4.3146867636028234e-07,1.7835223322617817e-13,7.87496647966457e-06,1.0462189476732807e-05,2.990339451983862e-06,0.00035908980037882603,1.6924843260329595e-08,5.3311342240211526e-08,0.0010870415301783155,4.5586001338459515e-06,0.00051706647888586,0.0001839805030385215,0.008855839319528084,1.6861430386027107e-05,1.72244903767968e-11,8.381155953797048e-12,2.443395417081329e-07,1.112889376999625e-06,0.0003095142944585307
3.094775077322893e-05,0.381651566724258,3.76,0.0,1.6006833032910358e-05,0.36024983597917326,0.5119817994386414,0.03980130170931082,0.0013108916786436448,0.010376754225341065,0.3811175226272009,1.5748433295494745e-10,0.33326577052823025,2.8222870530425156e-06,0.00011462481634416172,0.6235026340527389,0.000771408231612804,2.239863766687942e-05,1.0407318291101597e-05,0.00473775772379651,0.03625844737815797,1.3886497817282279e-05,4.762274285416011e-05,0.003102359408095723,0.04061583483343882,0.00044870649883285306,0.0001333429565620546,0.00033157268871447475,1.444882486030445e-09,0.007011957541966499,5.113657542418737e-10,7.128663776359249e-05,0.00010415499776485672,3.876774845249576e-05,2.3044643982283756e-07,4.516051478589297e-09,0.009626640673211135,0.0062448196549342696,0.008086802404080735,0.007226262219247402,2.423741236714526e-08,1.4574951918329966e-10,0.010921786611157929,0.00327474668414879,2.471913836018217e-05,7.194935578317104e-07,5.375520878899886e-06,0.012666158949037597,1.7734021740696086e-05,8.515853681641248e-11,1.2095946461424506e-09,0.06169635588500233,0.0001368010173041332,1.659806099452211e-05,0.02953176316878957,4.318314845648946e-07,1.7682008586765213e-13,7.899828266568558e-06,1.045576413905058e-05,2.995599594713039e-06,0.0003590459602027332,1.6779227255551558e-08,5.31459269634278e-08,0.0010834862185194485,4.577196007547813e-06,0.0005158184341199649,0.0001834122824799653,0.008876089568215511,1.6945861602694814e-05,1.7258484447779682e-11,8.397708390994582e-12,2.448100305845065e-07,1.1171155739403674e-06,0.00030796092807016783
3.1046539978374074e-05,0.3816936540952574,3.76,0.0,1.5898966187218634e-05,0.3592000833736006,0.5128643313738063,0.03972636261320253,0.0013156159538444026,0.010324090949656398,0.3816411887239204,1.5742473636568743e-10,0.3331319504754387,2.8248728700858645e-06,0.0001145779844590611,0.6244465489261101,0.0007690967097671993,2.2288685038093638e-05,1.0365730561302756e-05,0.0047586867256544695,0.03595853197146748,1.3831007876037555e-05,4.763687747662713e-05,0.0030904847348558443,0.04059204429082277,0.0004494730801006598,0.00013305067419077803,0.00032984398178044337,1.4347479607388491e-09,0.006952945858825307,5.07161455605107e-10,7.091500077122258e-05,0.00010388980250479273,3.8550804409746253e-05,2.2891369401664773e-07,4.477200565751598e-09,0.009594553517203414,0.00622717097503613,0.008084772845924485,0.007185743704322014,2.408660196559166e-08,1.4545288453331277e-10,0.01085259622601624,0.0032671542867346065,2.475346350109867e-05,7.171609709323729e-07,5.384325935846408e-06,0.012642184134657498,1.7777034959872975e-05,8.535183256833612e-11,1.201512940800054e-09,0.06187803328109718,0.00013709012004412474,1.6633462450573137e-05,0.02955621526613667,4.321902306014241e-07,1.7529891993694233e-13,7.924844026146461e-06,1.0449333874175915e-05,3.000891633796746e-06,0.0003590042020904091,1.6634431819651383e-08,5.29817167002474e-08,0.0010799188426348287,4.595973739623558e-06,0.0005145673545187907,0.0001828420259561026,0.008896345447606988,1.703124747039956e-05,1.729297483183598e-11,8.41450240092817e-12,2.452875410668149e-07,1.1213844228033023e-06,0.0003064060059888578
3.1145329183519216e-05,0.3817356115364241,3.76,0.0,1.5791266044801503e-05,0.3581509356022935,0.513746634016821,0.03965070326150857,0.0013203848054916725,0.01027159837173197,0.3821640961369421,1.5737070149830397e-10,0.3329975723607129,2.827531175522196e-06,0.00011453227078641902,0.6253878599365715,0.0007667902084262246,2.2179255652560474e-05,1.0324253611916742e-05,0.004779798108761041,0.03566022271793092,1.3775665815601298e-05,4.765171437542163e-05,0.0030786261233054515,0.04056794094260264,0.00045025016822755186,0.00013275903664042353,0.0003281219451285111,1.4246676286784867e-09,0.006894382692595734,5.029848638934411e-10,7.054502075604856e-05,0.00010362528715487881,3.833483887131551e-05,2.2739046553137796e-07,4.438627770730313e-09,0.009562394924684919,0.006209563526399175,0.00808272688342445,0.007145185793768775,2.3937243496968867e-08,1.4515814045187833e-10,0.010783472153102103,0.003259485810898834,2.478802916038302e-05,7.148333168916678e-07,5.393188717222268e-06,0.012618016331292586,1.7820158878445338e-05,8.554860394407154e-11,1.1934807784224022e-09,0.06206023017168089,0.0001373806522538768,1.666904097064829e-05,0.029580388255434943,4.3254489884136917e-07,1.737886433718789e-13,7.950015475402237e-06,1.0442897857132378e-05,3.006215949292867e-06,0.00035896450455214483,1.649045280249197e-08,5.2818705873554085e-08,0.0010763393969789423,4.6149354476880466e-06,0.0005133132472223307,0.0001822697352166391,0.008916606998395657,1.7117600864538893e-05,1.7327965492309797e-11,8.43153989782935e-12,2.4577212804053365e-07,1.1256964815007412e-06,0.00030484957795253473
3.124411838866436e-05,0.38177743957222,3.76,0.0,1.5683734178273425e-05,0.3571023759872064,0.5146287175830848,0.039574326814498906,0.00132519879001453,0.010219274968091866,0.3826862494512426,1.5732227285565767e-10,0.33286263139304456,2.8302628869804877e-06,0.00011448767311013152,0.6263265823494193,0.0007644886409794034,2.2070343866681894e-05,1.0282886395088777e-05,0.004801094159726012,0.03536351228804781,1.3720470237173452e-05,4.766725529177307e-05,0.003066783330685329,0.040543524359522465,0.0004510378718696618,0.0001324680368159477,0.000326406520883341,1.4146410834396863e-09,0.006836264719074244,4.988357501569876e-10,7.017668443441365e-05,0.00010336144517966521,3.81198441710298e-05,2.2587667643303098e-07,4.4003307454127285e-09,0.009530164485658466,0.006191996782148096,0.008080664232412823,0.0071045890314728926,2.3789329447485522e-08,1.4486527489115981e-10,0.010714416090470358,0.0032517408746017295,2.482283735443576e-05,7.125105038671176e-07,5.402109884039625e-06,0.012593656893970984,1.786339640561239e-05,8.574887840463543e-11,1.1854977537636774e-09,0.06224295235259742,0.00013767264127459574,1.6704799839423895e-05,0.02960428105240199,4.328954734784469e-07,1.7228916420911275e-13,7.975344349174672e-06,1.0436455248470303e-05,3.0115729243936833e-06,0.0003589268456754703,1.6347286079352987e-08,5.2656888749265735e-08,0.0010727478752315847,4.634083278718263e-06,0.0005120561193152451,0.00018169541203827072,0.008936874260482666,1.7204934914585087e-05,1.736346051539737e-11,8.448822883101441e-12,2.46263849104589e-07,1.13005231697436e-06,0.0003032916933125666
3.13429075938095e-05,0.3818191387137718,3.76,0.0,1.5576372196622695e-05,0.3560543878005337,0.5155105923343224,0.03949723640833273,0.0013300584722783016,0.010167119222718918,0.38320765322031625,1.5727949596600512e-10,0.3327271227200584,2.833068939612614e-06,0.00011444418919256208,0.6272627313438067,0.0007621919208644302,2.1961944075667047e-05,1.0241627858237244e-05,0.004822577200359008,0.03506839341243457,1.3665419734588937e-05,4.768350200240751e-05,0.0030549561140942602,0.04051879408901385,0.00045183630145026764,0.00013217766761235795,0.0003246976513897513,1.4046679230629868e-09,0.006778588628231888,4.947138874071056e-10,6.980997858544096e-05,0.00010309827005020455,3.790581268293864e-05,2.2437224944525943e-07,4.36230716165184e-09,0.009497861785859223,0.006174470212829157,0.008078584600940021,0.0070639539742079205,2.364285236881128e-08,1.445742757516729e-10,0.01064542972830862,0.003243919095988063,2.48578901037568e-05,7.10192439769412e-07,5.411090102317433e-06,0.012569107164119646,1.7906750464234837e-05,8.595268385411924e-11,1.1775634636455962e-09,0.06242620567850475,0.0001379661146509496,1.674074236704446e-05,0.029627892559946935,4.3324193851990874e-07,1.7080039129969805e-13,8.00083240318313e-06,1.0430005184666563e-05,3.0169629452077054e-06,0.00035889120312195314,1.6204927554912266e-08,5.24962595607174e-08,0.001069144270280851,4.653419408063056e-06,0.0005107959778213884,0.00018111905822793407,0.00895714727292921,1.7293262940296183e-05,1.739946406250754e-11,8.466353379372697e-12,2.4676276235581645e-07,1.1344525052753326e-06,0.00030173240102666536
3.144169679895464e-05,0.3818607094636429,3.76,0.0,1.5469181739991516e-05,0.35500695426984524,0.5163922685732432,0.039419435158000185,0.0013349644249333436,0.010115129626205088,0.3837283119694209,1.572424172654551e-10,0.3325910414340917,2.8359502841948986e-06,0.00011440181668000492,0.6281963220221873,0.0007598999615432083,2.185405070868645e-05,1.0200476935612378e-05,0.0048442495847412165,0.03477485887508233,1.361051288450391e-05,4.7700456274813404e-05,0.0030431442305293922,0.04049374965768314,0.00045264556891636926,0.00013188792183144496,0.0003229952791795066,1.3947477462831992e-09,0.00672135112284027,4.906190507032652e-10,6.944489003692449e-05,0.00010283575519054407,3.7692736816966345e-05,2.2287710784586212e-07,4.324554713105649e-09,0.009465486407182696,0.00615698328651088,0.008076487689781238,0.007023281190418072,2.349780487138763e-08,1.442851307888695e-10,0.010576514750176692,0.0032360200933597995,2.4893189423104247e-05,7.078790323255222e-07,5.420130039957031e-06,0.012544368471171694,1.7950223982470398e-05,8.616004858456034e-11,1.1696775072169915e-09,0.06260999605684738,0.000138261100092842,1.6776871884392195e-05,0.0296512216694325,4.335842778049693e-07,1.6932223434281095e-13,8.026481408702072e-06,1.0423546776539737e-05,3.022386399480767e-06,0.00035885755414120446,1.606337316307363e-08,5.2336812470710926e-08,0.001065528574346137,4.672946036729803e-06,0.0005095328297101139,0.00018054067563668432,0.008977426074000068,1.7382598462824762e-05,1.7435980319713565e-11,8.484133422777416e-12,2.4726892630538474e-07,1.1388976309846617e-06,0.00030017174972378404
3.163927520924493e-05,0.3819434678149465,3.76,0.0,1.525532215276861e-05,0.352913683782401,0.5181550670008171,0.039261712445747256,0.0013449174832862562,0.010011642884669275,0.3847674123222638,1.571855461637704e-10,0.3323171410255491,2.8419427507670833e-06,0.00011432039633246847,0.630055888336506,0.0007553299791933015,2.16397611748044e-05,1.0118493756664805e-05,0.004888172012926129,0.03419251429843236,1.3501124562919177e-05,4.773649483645682e-05,0.0030195654894556775,0.04044271628017,0.0004542970761121704,0.00013131027162457525,0.0003196097980245078,1.3750647655004782e-09,0.006608178764143024,4.825095662176935e-10,6.871951248938436e-05,0.00010231267994372552,3.726942182507879e-05,2.199143775085292e-07,4.249854108902517e-09,0.00940051591614783,0.0061221262179002684,0.008072240784178042,0.00694182479453562,2.321196945582204e-08,1.437123550690794e-10,0.010438905638180859,0.0032199888912056336,2.496453589379012e-05,7.032658164688766e-07,5.438391801916646e-06,0.012494329434888528,1.8037541286889473e-05,8.658557179330036e-11,1.1540490150051556e-09,0.06297921195495966,0.00013885571927506492,1.684970536679943e-05,0.02969702818186795,4.3425651333019004e-07,1.6639741148487753e-13,8.078269482786337e-06,1.0410601297244323e-05,3.033335193765203e-06,0.00035879614342634457,1.5782660668621382e-08,5.202144153483775e-08,0.0010582608739683403,4.712579769482428e-06,0.0005069975410949104,0.00017937783171675036,0.009018001189792298,1.7564347338927995e-05,1.7510568095370604e-11,8.52045049587582e-12,2.4830324620510086e-07,1.1479250846865602e-06,0.00029704656244457705
3.18170957785062e-05,0.38201751623193714,3.76,0.0,1.5063452306588869e-05,0.35103146784719935,0.5197410110764219,0.039117361641864364,0.0013540394215318385,0.009919058065111395,0.3857000993598269,1.5715433892195308e-10,0.3320686216898381,2.8476033868864025e-06,0.00011425089442769399,0.6317208981737344,0.0007512324089826337,2.144857747534696e-05,1.0045066380689744e-05,0.004928374181456108,0.03367375154141481,1.3403152266215924e-05,4.77713678866484e-05,0.0029983946199929517,0.040395706533843716,0.00045582166175426204,0.00013079244530711843,0.00031658451395651994,1.357527342831032e-09,0.006507790848308183,4.753012449314799e-10,6.807207295654999e-05,0.00010184410387599241,3.6891631287128024e-05,2.1727892001030206e-07,4.183528158488136e-09,0.0093417896245526,0.006090885032087124,0.008068356288911052,0.006868391011629512,2.2959534113368937e-08,1.432030760746186e-10,0.010315318303577962,0.003205292881498876,2.5029611329924498e-05,6.991289157653914e-07,5.45503849618494e-06,0.012448661087258714,1.8116565307507966e-05,8.698100949017635e-11,1.1401447280686238e-09,0.06331340359478332,0.00013939633047178553,1.691592899930225e-05,0.029737276823326275,4.348472487752084e-07,1.6380048910862223e-13,8.125447421556142e-06,1.0398912537174259e-05,3.043307446811661e-06,0.0003587474539930679,1.553272939448217e-08,5.174159220836246e-08,0.001051678497832775,4.748924376652188e-06,0.0005047055670435136,0.00017832435318734154,0.009054538954597041,1.7731507551140436e-05,1.757949391442259e-11,8.55401042273617e-12,2.492595383730818e-07,1.1562095465280066e-06,0.0002942297259448753
3.199491634776746e-05,0.3820911563335079,3.76,0.0,1.4872165223416982e-05,0.34915078559918633,0.5213264744890905,0.03897075500686328,0.0013633206135226037,0.009826988442981813,0.3866304413575725,1.5714236695198583e-10,0.33181816769699807,2.8535235938746693e-06,0.00011418495430395425,0.6333778497690981,0.0007471489178828557,2.125894966803827e-05,9.971971263243958e-06,0.004969228221748672,0.033160012678641396,1.3305623483649773e-05,4.780856238882574e-05,0.002977269642385829,0.04034767038914493,0.00045738319161848113,0.00013027652416012822,0.00031357939753071036,1.34015550933764e-09,0.006408773378226564,4.68177083066939e-10,6.74296712468981e-05,0.00010137756334540335,3.651682077397634e-05,2.1467238295080964e-07,4.118045803153065e-09,0.009282821148070606,0.006059763866742248,0.008064410752385924,0.006794844484334727,2.2711618970692137e-08,1.426996144227984e-10,0.010191988103282151,0.003190340748081477,2.509551717680524e-05,6.950056534361651e-07,5.471889401878853e-06,0.012402400526871367,1.8196022942904165e-05,8.738844160583025e-11,1.1263909655975043e-09,0.06364943011954122,0.00013994228189677255,1.6982811540513566e-05,0.029776592600929755,4.354243559385105e-07,1.612365966212527e-13,8.173175354658827e-06,1.038718202682895e-05,3.053394267780554e-06,0.000358704848798902,1.528534166753294e-08,5.146548219417485e-08,0.0010450567903112927,4.7859218793006345e-06,0.000502403956408851,0.00017726433217621926,0.009091096024294323,1.7902153313769895e-05,1.7650148922397528e-11,8.588411992401854e-12,2.502402747064469e-07,1.1646491476878764e-06,0.0002914092255576694
3.2172736917028724e-05,0.38216439088258963,3.76,0.0,1.4681471567111691e-05,0.34727153720799964,0.522911519101643,0.03882190983871399,0.0013727647389106623,0.009735425481366335,0.3875584634999998,1.5714994120769216e-10,0.3315657480287029,2.859709580605542e-06,0.00011412255960873534,0.6350268279841799,0.0007430790006038842,2.107084654565006e-05,9.899202187805057e-06,0.005010749271683534,0.03265125781635642,1.3208529912334517e-05,4.784808952458241e-05,0.0029561891332142024,0.040298604186280465,0.0004589823871137584,0.0001297624633071486,0.00031059412088570783,1.3229470345444873e-09,0.0063111076765576795,4.611358408630039e-10,6.679223243669948e-05,0.00010091301832224425,3.614494734796827e-05,2.12094340550846e-07,4.053394349165092e-09,0.00922360789367402,0.0060287594954753585,0.008060402111109035,0.006721189036712466,2.2468183489583973e-08,1.422018975551622e-10,0.0100689246155401,0.003175130282268102,2.5162265204472736e-05,6.908954801338006e-07,5.488948640254248e-06,0.012355555011968174,1.827593195611091e-05,8.780805045540094e-11,1.112785501054413e-09,0.06398732830288523,0.00014049374297180826,1.7050373384246594e-05,0.02981496853529205,4.359877330924968e-07,1.5870523701501123e-13,8.221464339449222e-06,1.0375403805517708e-05,3.063598064597977e-06,0.00035866817837450535,1.504047486698561e-08,5.119307701478016e-08,0.0010383956796326623,4.823586245915115e-06,0.0005000927469696826,0.00017619778119173156,0.009127672585410074,1.8076372236828385e-05,1.7722559713394018e-11,8.623668152084141e-12,2.5124582754081e-07,1.1732476559213957e-06,0.0002885853325459274
3.235055748628999e-05,0.38223722261310783,3.76,0.0,1.4491382263010161e-05,0.34539362222401104,0.5244962073000864,0.03867084319447134,0.0013823755806897553,0.009644360716880981,0.38848419061449585,1.571773848205006e-10,0.3313113309499119,2.8661677591724612e-06,0.0001140636930360787,0.6366679167540183,0.0007390221512596707,2.088423723631883e-05,9.826752909172105e-06,0.005052952898371308,0.03214744767654333,1.3111863211896594e-05,4.7889960667599915e-05,0.002935151667002374,0.04024850399905563,0.0004606199902832053,0.0001292502168686332,0.00030762835783997586,1.3058997167304843e-09,0.006214775229864581,4.541762983634265e-10,6.615968206633199e-05,0.00010045042817006967,3.577596839208164e-05,2.0954437280097644e-07,3.989561309413801e-09,0.009164147225907544,0.00599786864906338,0.008056328203214879,0.006647428646425804,2.2229187891533306e-08,1.4170985219645114e-10,0.009946137362900453,0.0031596592836432937,2.5229867156857356e-05,6.867978428454595e-07,5.50622039244669e-06,0.01230813166188154,1.8356310292926128e-05,8.824002346823618e-11,1.0993261371107244e-09,0.06432713561999949,0.0001410508854167134,1.7118635208407576e-05,0.029852397489634936,4.3653727621877377e-07,1.5620592137570996e-13,8.270325643535163e-06,1.036357166551308e-05,3.0739212850987013e-06,0.00035863728807524435,1.4798106686685104e-08,5.092434197105609e-08,0.0010316950872815138,4.861931783242682e-06,0.0004977719755447231,0.00017512471332232474,0.009164268812503856,1.825425461148795e-05,1.7796753495201156e-11,8.65979214549937e-12,2.5227657777893653e-07,1.182008949133675e-06,0.0002857583151964765
3.252837805555125e-05,0.38230965418242635,3.76,0.0,1.4301908479473145e-05,0.34351693956228024,0.5260806019970546,0.03851757189487192,0.0013921570279692853,0.009553785758649212,0.38940764716542414,1.5722503345813388e-10,0.33105488399592625,2.872904750975998e-06,0.00011400833617976303,0.6383011990842649,0.0007349778631672263,2.0699091189917762e-05,9.754617144849882e-06,0.005095855109829211,0.03164854359169888,1.301561499220591e-05,4.793418734182274e-05,0.0029141558161657885,0.040197365631169525,0.00046229676421549656,0.00012873973784428407,0.0003046817836951987,1.2890113802774614e-09,0.006119757690722903,4.472972549127949e-10,6.553194609840774e-05,9.998975155643274e-05,3.5409841588160095e-05,2.0702206524976427e-07,3.926534398499103e-09,0.009104436467878337,0.005967088012155087,0.00805218676489214,0.0065735674481919755,2.199459316844912e-08,1.4122340421191954e-10,0.009823635818253287,0.003143925561606717,2.5298334728227247e-05,6.827121846636181e-07,5.523708896887433e-06,0.012260137458621551,1.8437176068883716e-05,8.86845532507183e-11,1.086010703665298e-09,0.06466889026289434,0.00014161388325594355,1.7187617975734407e-05,0.029888872165348527,4.3707287894355335e-07,1.537381686866161e-13,8.319770744215634e-06,1.0351679135370477e-05,3.0843664147326644e-06,0.00035861201787672355,1.455821513408233e-08,5.0659242123550444e-08,0.0010249549284409968,4.9009731427169214e-06,0.0004954416779426206,0.00017404514229377776,0.00920088486741192,1.8435893504912306e-05,1.7872758101000935e-11,8.69679752018068e-12,2.533329151158459e-07,1.1909370186833702e-06,0.00028292843908617264
