Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57)
7.178358077344684e-08,0.4545077898599027,3.564755901924027e-13,7.303675588740335e-16,1.236214787650098e-14,1.874657448294278e-14,0.0,0.0,7.15905949314468e-11,2.2329855394734363e-16,3.3005833342997814e-18,9.082091955529528e-17,6.337674912510349e-19,7.982789068553663e-38,2.0132571714929093e-27,1.3020183940197516e-17,1.1872680227266493e-12,2.958101820226119e-17,4.711322253465939e-36,1.0767920823889268e-37,3.319431385091084e-20,5.4224661371262385e-19,1.1503753933551925e-17,2.350854190420171e-22,5.104973075062299e-19,6.246792335356391e-24,3.3969794129566e-20,7.67664874045437e-08,1.603375850217025e-22,4.652117269455118e-19,2.268707803262528e-22,2.703091692100715e-29,1.8452246551088095e-21,2.547152014552644e-23,3.76,0.0,0.6586801062120207,0.9999999999265019,2.3605058322599415e-15,1.5122848009428737e-15,7.6766487406038e-08,2.833942094726478e-11,1.1341034298927511e-11,1.9075585938530346e-11,7.179589550250471e-26,1.0024896372796787e-24,3.2048049126449844e-26,2.7734325447334557e-30,2.4963522881400714e-25,1.1751491701312044e-12,1.3532720715699235e-14,1.095810299012116e-22,7.828257959187276e-22,2.5748388838506946e-23,8.343904473510296e-19,1.8929060030007806e-12,2.4778745760005793e-16,5.511166067163435e-25,6.031395860908084e-32,4.113017106026975e-28
7.717222513346735e-08,0.45450779034325706,4.0515416097852594e-13,8.796866608656369e-16,1.4188222403342772e-14,2.3002192215235406e-14,0.0,0.0,7.770340536367393e-11,2.599690617144577e-16,3.638710212857216e-18,9.944562100513127e-17,7.577052797178619e-19,8.430337154042808e-38,2.0959470197477315e-27,1.302487518024599e-17,1.27626954405587e-12,3.4093024567033594e-17,7.09927917768771e-36,1.5483997401920037e-37,4.0145197384984006e-20,6.053746263366266e-19,1.1504012529265384e-17,2.905057104561253e-22,5.857447304326167e-19,8.255343030214562e-24,3.862910896102197e-20,8.25291878576514e-08,2.0410737594229795e-22,5.526396261352274e-19,2.7306307579074152e-22,3.407816533463675e-29,2.2639263705640504e-21,3.2668718835500163e-23,3.76,0.0,0.6586801004446747,0.9999999999201348,2.9172925991748693e-15,1.7477312906740892e-15,8.252918785939737e-08,2.9905259906276586e-11,1.2955962308711222e-11,2.0198975416137233e-11,8.704867180412107e-26,1.215584131725669e-24,4.1958026531834423e-26,4.118535755612924e-30,3.2686247549919977e-25,1.2622720020218758e-12,1.5631608669319596e-14,1.305558649481438e-22,8.562794128997322e-22,2.7033153244079664e-23,8.347137117508333e-19,2.144968548599086e-12,2.765367725153007e-16,6.939998901646896e-25,7.41980928801331e-32,5.385396231944924e-28
8.256086949348785e-08,0.45450779082661064,4.560388816504825e-13,1.0442979194360313e-15,1.612627566949271e-14,2.78142131498785e-14,0.0,0.0,8.390088644716065e-11,2.996634430929382e-16,3.984301431707523e-18,1.080737885010934e-16,8.931364036450365e-19,8.844130298594757e-38,2.1718906547218376e-27,1.302625436099738e-17,1.365253733614451e-12,3.892119097527057e-17,1.0418325794562405e-35,2.173027559898114e-37,4.786927215277352e-20,6.698357532601457e-19,1.1504179036966138e-17,3.5377061318895965e-22,6.655652949019538e-19,1.0701374461460243e-23,4.3509139313196335e-20,8.829188826028719e-08,2.5579685706065223e-22,6.492197769999527e-19,3.240119804057301e-22,4.2210142941820297e-29,2.7375368506766733e-21,4.1231514941705865e-23,3.76,0.0,0.6586800946773282,0.9999999999136725,3.553057197785295e-15,2.000188300852593e-15,8.829188826230673e-08,3.141031518180119e-11,1.465835457963687e-11,2.128615769001719e-11,1.0409455356958104e-25,1.452759270412631e-24,5.391198825531696e-26,5.9472376975912516e-30,4.198025098460049e-25,1.3492435147253677e-12,1.7880408634307047e-14,1.5377982737460348e-22,9.29537447653611e-22,2.831103275421117e-23,8.348072594078348e-19,2.4072272094059794e-12,3.066908491708638e-16,8.592202418413302e-25,8.993420966624186e-32,6.916654672895714e-28
8.794951385350835e-08,0.45450779130996377,5.089899959939395e-13,1.2241879625683434e-15,1.8173832667517653e-14,3.320696845547699e-14,0.0,0.0,9.017996987862089e-11,3.424229741468285e-16,4.337874843981371e-18,1.1670231677431123e-16,1.0399113535210532e-18,9.227886697437552e-38,2.241946958578205e-27,1.3027257269096105e-17,1.4542205947759033e-12,4.4065519052985536e-17,1.4920638056617225e-35,2.983451870727601e-37,5.63823686690956e-20,7.354415710411968e-19,1.1504372336052276e-17,4.253406971893594e-22,7.498542831817678e-19,1.3639237647376104e-23,4.859862117580215e-20,9.405458861245106e-08,3.161977063079606e-22,7.552390731952953e-19,3.797405551841675e-22,5.148924722705994e-29,3.2685515133198297e-21,5.130646884800303e-23,3.76,0.0,0.6586800889099811,0.9999999999071192,4.272476827273119e-15,2.2696525185711675e-15,9.405458861476645e-08,3.285742505086337e-11,1.6445028655129922e-11,2.2338319425397013e-11,1.2299762186126151e-25,1.7144479870440257e-24,6.81455538737929e-26,8.373659166131105e-30,5.301412805677065e-25,1.4360639711844017e-12,2.0278859996326682e-14,1.793261676385325e-22,1.0025720045945645e-21,2.9584561000472425e-23,8.34873845114068e-19,2.6788697817923954e-12,3.3824724666134223e-16,1.0482071795647187e-24,1.0760956306695347e-31,8.734571976271206e-28
9.333815821352886e-08,0.4545077917933164,5.638773954525024e-13,1.4192315457866141e-15,2.032845337772317e-14,3.920245092144097e-14,0.0,0.0,9.653777979118482e-11,3.8828667098848364e-16,4.700032009060627e-18,1.2533105681842717e-16,1.1978195489860686e-18,9.58522900712644e-38,2.3068450278863116e-27,1.3028136771412627e-17,1.5431701309145078e-12,4.952605438157377e-17,2.092018545738994e-35,4.017380492289831e-37,6.569705785158185e-20,8.020427699172672e-19,1.150447382311055e-17,5.0566053688596695e-22,8.385105862089804e-19,1.712694466334783e-23,5.388734579493279e-20,9.981728891414297e-08,3.861383167197045e-22,8.709602835485868e-19,4.402457564140095e-22,6.197306227335639e-29,3.8592727192189874e-21,6.30485489284284e-23,3.76,0.0,0.6586800831426333,0.999999999900478,5.080070981796976e-15,2.5561206317865113e-15,9.981728891677687e-08,3.4249217005181975e-11,1.8313001698576274e-11,2.3356588361420618e-11,1.4381864579637519e-25,2.000935846152289e-24,8.490865959187224e-26,1.1535111504527876e-29,6.596062459061947e-25,1.5227336336491107e-12,2.2826702827513032e-14,2.0726115666480423e-22,1.0753822744144039e-21,3.085412631371806e-23,8.349350347491656e-19,2.9591516493623113e-12,3.712035304973235e-16,1.2623379006129134e-24,1.2730507391981447e-31,1.0867613526441898e-27
9.872680257354936e-08,0.4545077922766685,6.205761630758786e-13,1.6292562678131774e-15,2.2587713283169924e-14,4.582140216848965e-14,0.0,0.0,1.0297154374009132e-10,4.372923248955866e-16,5.071372370685389e-18,1.3396012743797777e-16,1.36663015630448e-18,9.91956330877111e-38,2.367237258974055e-27,1.3028757417973713e-17,1.6321023454040323e-12,5.530284420572403e-17,2.878255387155317e-35,5.316083905963835e-37,7.582455197384225e-20,8.695063271275964e-19,1.1504506365624e-17,5.951655777058449e-22,9.314351539165347e-19,2.122444020269675e-23,5.936564112394097e-20,1.055799891653629e-07,4.664660262049062e-22,9.966329501233764e-19,5.055140685128337e-22,7.371667589362787e-29,4.511903783758581e-21,7.661709431719488e-23,3.76,0.0,0.6586800773752848,0.999999999893753,5.980265282296315e-15,2.8595893291050922e-15,1.0557998916833837e-07,3.5588206976653075e-11,2.0259398171197088e-11,2.434205952985053e-11,1.66617584551529e-25,2.3124411430884076e-24,1.044600009763905e-25,1.558549406738173e-29,8.099354710595498e-25,1.609252763944445e-12,2.5523677621424786e-14,2.376476627008524e-22,1.1479700760164164e-21,3.2119580669171316e-23,8.349791450836327e-19,3.2473638030011657e-12,4.0555727013022006e-16,1.5029500985027208e-24,1.49098417134999e-31,1.3344421136214667e-27
9.999999999999998e-08,0.45450779276002023,6.342239971900404e-13,1.681044665081661e-15,2.313653794577172e-14,4.747850108532882e-14,0.0,0.0,1.0450247573121608e-10,4.493339900153448e-16,5.160515679035393e-18,1.3599899858200014e-16,1.4080809476274897e-18,9.9955356810232e-38,2.380912650276136e-27,1.3028866403758728e-17,1.6531122003343626e-12,5.67139439648882e-17,3.095614327874913e-35,5.666405545094796e-37,7.833722651198828e-20,8.855591426149407e-19,1.1504507878933022e-17,6.177014675724084e-22,9.540035913882256e-19,2.228831939675021e-23,6.068669967024095e-20,1.069415663263967e-07,4.870562643799834e-22,1.0278056352329007e-18,5.216285139448264e-22,7.668116669241155e-29,4.6753770765029684e-21,8.010745424456032e-23,3.76,0.0,0.6586800760126093,0.9999999998921522,6.206956458138162e-15,2.933773712818923e-15,1.0694156632945629e-07,3.589712860500085e-11,2.073043092704921e-11,2.4570227327884056e-11,1.7229970171868948e-25,2.3897134698051113e-24,1.095155583383947e-25,1.669034541632172e-29,8.48692008688185e-25,1.6296730421623254e-12,2.61826555558912e-14,2.451918181288578e-22,1.165088255837424e-21,3.2417967561953524e-23,8.349868062531435e-19,3.3165448856667677e-12,4.1387800501272496e-16,1.563809549270221e-24,1.5456219147449912e-31,1.398297156918417e-27
1.0411544693356986e-07,0.45450779276002023,6.789653312123259e-13,1.854050770318916e-15,2.49492002012088e-14,5.3083609796930435e-14,0.0,0.0,1.0947856800573334e-10,4.894767973820206e-16,5.452483530257632e-18,1.4258949593792054e-16,1.5460943572926976e-18,1.0233995450113426e-37,2.4237146771226923e-27,1.3029120576255103e-17,1.7210172416177518e-12,6.139593148065438e-17,3.891052252470735e-35,6.923663390288766e-37,8.677494887804816e-20,9.377125835422227e-19,1.1504505728476056e-17,6.942844483962787e-22,1.0285304737134763e-18,2.5993150006686648e-23,6.502424966617538e-20,1.1134268936611079e-07,5.580428056843878e-22,1.1324965606953056e-18,5.755232468695684e-22,8.677322513794683e-29,5.228571219763386e-21,9.217476189919016e-23,3.76,0.0,0.6586800716079354,0.9999999998869472,6.977416223395056e-15,3.1800552995420583e-15,1.1134268936945122e-07,3.687682555306365e-11,2.2281424205986905e-11,2.5295803319684763e-11,1.914536186346201e-25,2.649128126951844e-24,1.2706466008253108e-25,2.069034968506829e-29,9.828778872369673e-25,1.6956216235894482e-12,2.8369525174824243e-14,2.7054599284482374e-22,1.22033586245434e-21,3.3380860972658334e-23,8.3500372791254435e-19,3.5428245155569823e-12,4.413060378464743e-16,1.771342493722068e-24,1.730647509300208e-31,1.6193816756272375e-27
1.0950409129359037e-07,0.45450779324337165,7.38930057791313e-13,2.093351681851628e-15,2.7410519652422573e-14,6.100738733162547e-14,0.0,0.0,1.1605628085999508e-10,5.448755021799344e-16,5.8439381690017525e-18,1.5121906871460567e-16,1.735943044589478e-18,1.0531245877507433e-37,2.4767911595390254e-27,1.3029291785986332e-17,1.809914822928178e-12,6.780535536888226e-17,5.1770800067e-35,8.888309996774657e-37,9.855685650902863e-20,1.00655973453365e-18,1.150449864447974e-17,8.034348511123939e-22,1.129701497418977e-18,3.1496774057567753e-23,7.085454025672665e-20,1.1710538951638665e-07,6.617527696549599e-22,1.278775024827558e-18,6.502396994259998e-22,1.0119290968232062e-28,6.011286274971146e-21,1.0988937604302532e-22,3.76,0.0,0.6586800658405854,0.9999999998800639,8.075766713154977e-15,3.517515232844136e-15,1.1710538952011575e-07,3.811737223722947e-11,2.4376412503402544e-11,2.62188512361958e-11,2.183848969006081e-25,3.0110848724405238e-24,1.5299817281712476e-25,2.703513924170236e-29,1.1801916278110478e-24,1.7818404735911645e-12,3.136398679194623e-14,3.0601235997576453e-22,1.2924794677127513e-21,3.463805300019393e-23,8.350148470445441e-19,3.844893849821056e-12,4.784474106780341e-16,2.0687667381858656e-24,1.9927545777292626e-31,1.9444776098496724e-27
1.1489273565361087e-07,0.4545077937267226,8.003605318975536e-13,2.3468551813024832e-15,2.9969291318102574e-14,6.960983906983342e-14,0.0,0.0,1.2270221073767843e-10,6.03522662416675e-16,6.24629740426654e-18,1.5984874697293026e-16,1.935892611423549e-18,1.0813708957088818e-37,2.526918202218774e-27,1.3029357484668535e-17,1.898795092707226e-12,7.453115258414478e-17,6.788639616123611e-35,1.1261741865205985e-36,1.111777270883033e-19,1.0759598215093964e-18,1.1504494789997036e-17,9.23025418108602e-22,1.2348552224005709e-18,3.780087518450414e-23,7.684839071394601e-20,1.2286808961619041e-07,7.7849807662460175e-22,1.4356794390505103e-18,7.296211278585974e-22,1.170235319801462e-28,6.861966242489838e-21,1.299329634345596e-22,3.76,0.0,0.6586800600732345,0.9999999998731063,9.279464634348114e-15,3.8719658193519275e-15,1.2286808962033222e-07,3.931203921667328e-11,2.6541799686695964e-11,2.7112202669901798e-11,2.4746877624756614e-25,3.3983389336698635e-24,1.8254475942336328e-25,3.4821934258866293e-29,1.4036403186501937e-24,1.8679095745289275e-12,3.4506804200955396e-14,3.4409966435163646e-22,1.364400649233482e-21,3.58912858246738e-23,8.35020106987976e-19,4.152966049978683e-12,5.169789696213314e-16,2.396429982682382e-24,2.277988430391203e-31,2.3126367248699517e-27
1.2567002437365188e-07,0.45450779469342384,9.272034436446475e-13,2.895097685624259e-15,3.536973595838884e-14,8.891344976768852e-14,0.0,0.0,1.3618931197958098e-10,7.306935430470333e-16,7.08591656685291e-18,1.7710821858792195e-16,2.364920111079388e-18,1.1342544636149922e-37,2.619877889397593e-27,1.3029367314269828e-17,2.0765037111557754e-12,8.893200516514645e-17,1.1228406097940572e-34,1.7458368318799927e-36,1.3896157745311069e-19,1.2161218878559596e-18,1.1504505357767578e-17,1.1951167216649189e-21,1.45674888061553e-18,5.308155312998714e-23,8.929662758099178e-20,1.3439348966438152e-07,1.054786610680959e-21,1.782149340391589e-18,9.021768834547873e-22,1.5309775930629824e-28,8.7744580530907e-21,1.7771502475040218e-22,3.76,0.0,0.6586800485385305,0.9999999998589794,1.2019010406276321e-14,4.631825716507717e-15,1.3439348966942216e-07,4.1571997402967324e-11,3.107401181840815e-11,2.8813657649812665e-11,3.123203839097882e-25,4.248593751402397e-24,2.5365810188960357e-25,5.561676178968546e-29,1.9359901356959112e-24,2.03959956932575e-12,4.123647549198588e-14,4.283328708733441e-22,1.5075766767619404e-21,3.838601308483827e-23,8.350215285869976e-19,4.784856466171141e-12,5.982029902625413e-16,3.1470946569874087e-24,2.920427347828034e-31,3.1897614253257862e-27
1.3644731309369288e-07,0.45450779566012417,1.058714816286308e-12,3.4957191668949706e-15,4.1131768691196815e-14,1.1110755803328861e-13,0.0,0.0,1.4992207294352723e-10,8.712396057094337e-16,7.975580440189668e-18,1.9436768357976807e-16,2.8307578069448876e-18,1.1834286956544937e-37,2.7051720339288058e-27,1.30293963008298e-17,2.254143123925814e-12,1.0459874341993711e-16,1.7759957982887385e-34,2.5995687681837394e-36,1.701675808362754e-19,1.3577169452294065e-18,1.150451185196269e-17,1.5136405239834965e-21,1.6935095741622235e-18,7.239606844150923e-23,1.0231364062555056e-19,1.4591888951068383e-07,1.3944684351993928e-21,2.173341663289535e-18,1.0927207416992358e-21,1.9533282356320492e-28,1.097960407621036e-20,2.3697906163889185e-22,3.76,0.0,0.658680037003823,0.9999999998445886,1.5227209396609393e-14,5.459608526899808e-15,1.4591888951672315e-07,4.3672148508137246e-11,3.585960162116956e-11,3.04075153171548e-11,3.8645309926725757e-25,5.199075187376224e-24,3.4286258626035715e-25,8.505425228543726e-29,2.593987095767946e-24,2.2106936833782655e-12,4.8556482027888826e-14,5.236035520360469e-22,1.6498673344616047e-21,4.086537850929171e-23,8.350266227166301e-19,5.434312519662214e-12,6.849588333681393e-16,4.032121910004898e-24,3.6628460711589686e-31,4.2739337678099275e-27
1.472246018137339e-07,0.45450779662682406,1.1941893909162705e-12,4.1453123633271675e-15,4.723684632228139e-14,1.3628770507329656e-13,0.0,0.0,1.6388416535545267e-10,1.025393297115032e-15,8.919310000542493e-18,2.1162717008746726e-16,3.3309616703932423e-18,1.2299252809923086e-37,2.7847242504210244e-27,1.3029437556945065e-17,2.4317133579691007e-12,1.2153158805851301e-16,2.7046806888976124e-34,3.740490266232496e-36,2.0482572478862497e-19,1.500395716985972e-18,1.1504503162128774e-17,1.8815333669439727e-21,1.9444682660405663e-18,9.633222903661243e-23,1.1585102859793522e-19,1.5744428915509706e-07,1.8053483623624643e-21,2.6105026272544325e-18,1.300711575802722e-21,2.440329879625212e-28,1.3489683512643702e-20,3.0924306607939964e-22,3.76,0.0,0.6586800254691122,0.9999999998299539,1.8933581487805545e-14,6.355287797151036e-15,1.5744428916223702e-07,4.562640406651401e-11,4.08816361423936e-11,3.1900628279690575e-11,4.703012041466274e-25,6.248304642390689e-24,4.527629495582572e-25,1.2540469345419342e-28,3.3915397050410265e-24,2.3811939845707133e-12,5.6464774236297704e-14,6.3022120365253e-22,1.791278412952149e-21,4.332931213212755e-23,8.350254324961512e-19,6.097636485370688e-12,7.772273022065575e-16,5.059619398962092e-24,4.5097087375041375e-31,5.588086766712917e-27
1.580018905337749e-07,0.4545077975935235,1.332984326649726e-12,4.8403056649822585e-15,5.366664868112728e-14,1.6453474135606155e-13,0.0,0.0,1.7806050060084653e-10,1.1933719817361321e-15,9.920910001860443e-18,2.288867004815532e-16,3.8631504167628014e-18,1.2745501643783157e-37,2.860029519872948e-27,1.3029439686416173e-17,2.6092144402270853e-12,1.3973072706848988e-16,3.98677986528813e-34,5.2256796454389414e-36,2.429592650803038e-19,1.643889139718779e-18,1.150449508565862e-17,2.301601549624242e-21,2.2089852850754585e-18,1.2550039506467182e-22,1.2986590681936504e-19,1.68969688597621e-07,2.2954244318570028e-21,3.0947183817672058e-18,1.5255745377805787e-21,2.994763932962533e-28,1.63159525763596e-20,3.9607397534705164e-22,3.76,0.0,0.6586800139343978,0.9999999998150937,2.3166115956582856e-14,7.318837084126844e-15,1.6896968860596548e-07,4.744740262133845e-11,4.612446906183261e-11,3.329941901852675e-11,5.642881904574785e-25,7.394367542979834e-24,5.860991259152588e-25,1.7920652548394127e-28,4.3423033668315384e-24,2.5511025336766825e-12,6.495930959260421e-14,7.48454957942633e-22,1.9318154790609664e-21,4.5778092535784466e-23,8.350304688697365e-19,6.771530312131595e-12,8.749892659875403e-16,6.237055042246369e-24,5.465145729858944e-31,7.154740835148562e-27
1.687791792538159e-07,0.4545077985602228,1.4745127193632968e-12,5.5770549990098234e-15,6.040310547145169e-14,1.9591645936642435e-13,0.0,0.0,1.924371010847554e-10,1.375379403771858e-15,1.0983977692089931e-17,2.4614626662114875e-16,4.425034502023128e-18,1.3179389344234154e-37,2.9322597713698566e-27,1.3029423260970902e-17,2.7866463976310282e-12,1.5919631673310093e-16,5.711896516861801e-34,7.115551091958038e-36,2.8458653560190164e-19,1.787986666661301e-18,1.150449588382844e-17,2.77652931274082e-21,2.486448478115874e-18,1.605311442513988e-22,1.4432012612948737e-19,1.8049508783825525e-07,2.8728573503790354e-21,3.6269312114566946e-18,1.7667170456239956e-21,3.6191864091051943e-28,1.9468783459990753e-20,4.990810542383024e-22,3.76,0.0,0.6586800023996797,0.9999999998000246,2.795131696870328e-14,8.350229954753889e-15,1.8049508784791005e-07,4.914665732330038e-11,5.157360728683261e-11,3.460991553695735e-11,6.688238816478686e-25,8.635030738492099e-24,7.457394131432261e-25,2.4924876781982363e-28,5.459629922074174e-24,2.720421384501982e-12,7.403805247834309e-14,8.785385035588734e-22,2.0714839062830977e-21,4.821159707531641e-23,8.350235017550996e-19,7.453047450072977e-12,9.782256585457739e-16,7.571257143822443e-24,6.532999536338496e-31,8.995920748872736e-27
1.795564679738569e-07,0.4545077995269221,1.618241076043606e-12,6.351881060706456e-15,6.74284349813637e-14,2.3048826136686865e-13,0.0,0.0,2.0700105073690246e-10,1.5716062281418985e-15,1.2111911911101819e-17,2.63405813565876e-16,5.0144188322311225e-18,1.3605703867456658e-37,3.0022964604656024e-27,1.3029423572064334e-17,2.9640092571018686e-12,1.7992848338402568e-16,7.981592788408502e-34,9.473365187195778e-36,3.297213831643315e-19,1.9325310715226196e-18,1.1504498970959651e-17,3.3088808956276138e-21,2.7762727447646328e-18,2.0207446379009554e-22,1.5917994787820966e-19,1.9202048687699953e-07,3.5459554917874335e-21,4.2079459294494e-18,2.02353324391909e-21,4.315942225428903e-28,2.2957718863290575e-20,6.19912662259681e-22,3.76,0.0,0.6586799908649577,0.9999999997847626,3.331419497430584e-14,9.449439986175855e-15,1.920204868880722e-07,5.073461536766824e-11,5.721565963367003e-11,3.583776366851012e-11,7.843013830465965e-25,9.967791343720866e-24,9.346775966891299e-25,3.385587516037752e-28,6.756542559816866e-24,2.889152583776311e-12,8.369897428855406e-14,1.0206721855790242e-21,2.2102885216273887e-21,5.0630231087367304e-23,8.350331933384703e-19,8.139573080182996e-12,1.0869174793506481e-15,9.068415896674468e-24,7.716842675982567e-31,1.113311441234186e-26
1.9033375669389792e-07,0.4545078004936217,1.763686594335396e-12,7.161110234714111e-15,7.472517833265352e-14,2.682938751531556e-13,0.0,0.0,2.2174044167211658e-10,1.7822306266106134e-15,1.3307919859229402e-17,2.8066538892942496e-16,5.629212357532935e-18,1.4027858340475507e-37,3.070769891309167e-27,1.3029435986688148e-17,3.1413030455500584e-12,2.01927324817417e-16,1.090949849393136e-33,1.2364659061660824e-35,3.783738458626141e-19,2.077410321419406e-18,1.1504498656557683e-17,3.90110292196393e-21,3.077899498162612e-18,2.5079886428496216e-22,1.744157018763619e-19,2.0354588571385353e-07,4.323159064678603e-21,4.838436962691866e-18,2.2954103432115466e-21,5.087180338902602e-28,2.679153045983846e-20,7.602528812540627e-22,3.76,0.0,0.6586799793302318,0.9999999997693215,3.9278263698224064e-14,1.0616440765921233e-14,2.0354588572645322e-07,5.222072160283441e-11,6.303828151971338e-11,3.698824059480334e-11,9.110950583716387e-25,1.1389929741052096e-23,1.1560288956797699e-24,4.503878509351724e-28,8.245708928421873e-24,3.0572981710513403e-12,9.394005353279763e-14,1.1750249495762563e-21,2.348235099980459e-21,5.303373488663668e-23,8.350227092194466e-19,8.828803004187161e-12,1.201045794456095e-15,1.0734103573032083e-23,9.019997127745819e-31,1.358722864118856e-26
2.1188833413397993e-07,0.45450780242702177,2.0580193987568685e-12,8.868472699705534e-15,9.006484919798719e-14,3.537311478492022e-13,0.0,0.0,2.517023266055645e-10,2.247329569653416e-15,1.5916088116865377e-17,3.1518453116067886e-16,6.9272867963267264e-18,1.486898860306496e-37,3.2047378257289454e-27,1.3029494046357557e-17,3.4956835169682183e-12,2.497252887546679e-16,1.9253679731366744e-33,2.0017482835129767e-35,4.862604228754149e-19,2.3678589681517284e-18,1.1504485132718121e-17,5.27439918946415e-21,3.714449099758128e-18,3.725465882685034e-22,2.0591304824122159e-19,2.2659668278188977e-07,6.224149666301703e-21,6.249975532166129e-18,2.8819264232183127e-21,6.860883742192717e-28,3.552565548240897e-20,1.1063402742507868e-21,3.76,0.0,0.6586799562607686,0.999999999737954,5.309683171977293e-14,1.3153708971855919e-14,2.265966827978763e-07,5.492085924881924e-11,7.518043493787064e-11,3.907652765057461e-11,1.200023537379592e-24,1.4490872390858374e-23,1.7089840037048075e-24,7.555964857192171e-28,1.1849525430575551e-23,3.391840632522418e-12,1.161546333371381e-13,1.5209291056619086e-21,2.6215744545811733e-21,5.779669316977137e-23,8.350441760764872e-19,1.0207479805573177e-11,1.4455364991585093e-15,1.459042168668219e-23,1.1996485688340973e-30,1.9526659722327933e-26
2.3067790419428434e-07,0.45450780411240826,2.3164319245192533e-12,1.0435936196188988e-14,1.0416359126532112e-13,4.3899077507390405e-13,0.0,0.0,2.782964111396313e-10,2.7012364428542328e-15,1.8438954624378528e-17,3.4527571377946217e-16,8.124294322261131e-18,1.5605756693803249e-37,3.31959292235077e-27,1.3029477752079289e-17,3.804379149386597e-12,2.9552564142413043e-16,2.9983312050950463e-33,2.907695853843093e-35,5.918424071573106e-19,2.6215381137019344e-18,1.15044862458094e-17,6.688099535777767e-21,4.303011010289785e-18,5.087737121106601e-22,2.3437566563166705e-19,2.4669053771637715e-07,8.303067832668652e-21,7.646187869045028e-18,3.436680694353288e-21,8.667550841680118e-28,4.4336383966147265e-20,1.488232535817937e-21,3.76,0.0,0.6586799361506283,0.9999999997101402,6.730060643216138e-14,1.558646418288091e-14,2.466905377356849e-07,5.701616610758139e-11,8.625390196969718e-11,4.068839065446268e-11,1.4919538321303533e-24,1.7457983286822934e-23,2.328475081247676e-24,1.1296932747632568e-27,1.573123274378824e-23,3.68157647275109e-12,1.3739364081025576e-13,1.863444178287447e-21,2.8571006475554416e-21,6.190043958548507e-23,8.350428884158664e-19,1.1401088396889711e-11,1.6762258444420201e-15,1.8543867996337967e-23,1.5008255814038977e-30,2.592467584205918e-26
2.4946747425458874e-07,0.4545078057977969,2.5748091996504875e-12,1.2059540390649974e-14,1.1885193071274293e-13,5.343271970569814e-13,0.0,0.0,3.05286113708495e-10,3.201045053467275e-15,2.120792235580596e-17,3.753670482654325e-16,9.373637141557812e-18,1.6349863898018347e-37,3.433446523203237e-27,1.3029434659205133e-17,4.112865221947113e-12,3.451765032714937e-16,4.483831953226487e-33,4.0743338609733544e-35,7.081876053389416e-19,2.8754841959811423e-18,1.1504498843804978e-17,8.314674851956245e-21,4.920381531973484e-18,6.771038167314849e-22,2.636769754042067e-19,2.667843920371973e-07,1.0823584635466016e-20,9.198123919897015e-18,4.02881229535948e-21,1.0725487454180264e-27,5.429773898369681e-20,1.9547423925761612e-21,3.76,0.0,0.6586799160404755,0.9999999996819435,8.361162685012945e-14,1.8224894919364745e-14,2.6678439206017603e-07,5.890534443237459e-11,9.773358200885808e-11,4.212808582440092e-11,1.8227245401407926e-24,2.0654596815714283e-23,3.0957009153459236e-24,1.6265086665099594e-27,2.0363113725439964e-23,3.969561404678137e-12,1.6036723474712235e-13,2.244516879877863e-21,3.0900949173224007e-21,6.595936908846509e-23,8.349671683550988e-19,1.257968275088994e-11,1.9231696431800444e-15,2.3066258352336846e-23,1.8422770974051453e-30,3.3559879218141427e-26
