Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57)
0.0007001625113384161,0.4545705554290917,1.6226401792317213e-11,1.2632765799311024e-13,4.467012148687857e-12,1.9405422500892334e-08,0.0,0.0,1.2087139475455359e-06,3.766064184461531e-08,8.984546815559668e-10,1.2457717199877201e-12,1.529333801483039e-13,1.7668807876856848e-35,2.475190038685639e-25,1.434304790675333e-17,4.5832086438887044e-10,4.0324958553062705e-10,6.175687147347862e-21,2.4379823958447336e-26,9.28317766867202e-12,9.472701285850813e-15,1.1498816042974564e-17,4.041946382138048e-14,4.844908431713212e-15,2.937967953096584e-11,9.174905786710465e-14,0.0007483386806208396,6.486730416702125e-12,1.4880152974687898e-12,5.3136933574334016e-18,2.0552381465462847e-20,6.906989011405983e-13,4.932466695275613e-12,3.76,0.0,0.6579311545688966,0.9999987389425892,1.7021230598473886e-08,1.0924295925945288e-08,0.0007483395497018406,1.0963163031921605e-10,6.776466572608777e-07,5.932764827290972e-11,1.041888745957091e-18,2.1530135056345164e-18,8.996983978670766e-16,6.288793285467481e-19,4.818250231719296e-15,5.1280419117054974e-11,1.0892819560664643e-08,2.449322485156915e-16,2.6981592117139745e-20,4.834673694413194e-22,1.0696176810879442e-18,5.379874229521952e-11,1.0822632868541904e-10,2.792318982414368e-18,1.624541777253257e-21,1.1336388955837557e-17
0.0007745699302565817,0.45457722220125363,1.686068762560793e-11,1.336745410000315e-13,4.901548633329914e-12,2.1975855399042785e-08,0.0,0.0,1.3377654383998878e-06,4.5996518015994354e-08,1.1229342380751466e-09,1.4004123880278229e-12,1.8032493156981512e-13,2.255951852001199e-35,2.804972235683111e-25,1.4567996479849202e-17,4.5839072775162766e-10,4.947123003081558e-10,9.204648683149383e-21,3.2977355382647255e-26,1.1592192105895834e-11,1.0478942348463813e-14,1.1498646740853259e-17,4.744300164176872e-14,5.210068419348224e-15,3.9749034284822477e-11,1.1217886049686289e-13,0.0008278157496423248,8.403622814161434e-12,1.759853480758091e-12,5.732275107762563e-18,2.598229661600624e-20,8.452564526808713e-13,6.614276140828243e-12,3.76,0.0,0.6578515981481677,0.9999985994844678,1.973088435510458e-08,1.2132748874765886e-08,0.0008278168416428733,1.1186056858849336e-10,7.556594213881078e-07,5.976248276720346e-11,1.2810734613947654e-18,2.6266841673496155e-18,1.1183861944138098e-15,8.058876829789426e-19,6.26190000908263e-15,5.127441196422425e-11,1.1993553333920953e-08,2.718353758870866e-16,2.740361789313135e-20,4.910297647442524e-22,1.1109764642008057e-18,5.489171903396413e-11,1.197636987311749e-10,3.38322131632066e-18,2.1949226400110166e-21,1.5181962280257253e-17
0.0008489773491747474,0.4545838881875747,1.7499856850718352e-11,1.4135371469015166e-13,5.377063371471376e-12,2.4646127228693154e-08,0.0,0.0,1.4669746393295971e-06,5.514625079043712e-08,1.37704945738364e-09,1.5610486887802633e-12,2.098799767799558e-13,-6.116108420440423e-36,3.153828082802342e-25,1.4813572813037484e-17,4.5847305844271825e-10,6.00538414270759e-10,1.3235092132459597e-20,4.3584448971780646e-26,1.4204298317126123e-11,1.1485088880480761e-14,1.1498586755299328e-17,5.497641750534956e-14,5.5759254253542726e-15,5.2315182644870365e-11,1.346827050047171e-13,0.0009072831886426885,1.0654425474742108e-11,2.053745934343477e-12,6.157475248027358e-18,3.2262974496953425e-20,1.0155781026866084e-12,8.642499597483208e-12,3.76,0.0,0.6577720501024696,0.9999984589056499,2.270363534205882e-08,1.3341270287671191e-08,0.0009072845345774457,1.1413574378893957e-10,8.349075827581504e-07,6.020708842799305e-11,1.5488996516041789e-18,3.1527314326647847e-18,1.364797249220816e-15,1.0136606195187298e-18,7.94509106497319e-15,5.1268409062028336e-11,1.3082789460500155e-08,2.9889668466870084e-16,2.786439822410536e-20,4.9928659801596915e-22,1.1557851967235607e-18,5.6007354073865464e-11,1.312982549293425e-10,4.0591275543472515e-18,2.885572617145781e-21,1.983370188764194e-17
0.000923384768092913,0.45459055338917215,1.8143960477101214e-11,1.4936662779559107e-13,5.893358888899036e-12,2.7416969070861115e-08,0.0,0.0,1.5963560532231504e-06,6.510549493824008e-08,1.66209306344116e-09,1.7281681001693689e-12,2.4160617342423354e-13,4.873017241204639e-35,3.521990448479718e-25,1.5080907242119046e-17,4.585679581425245e-10,7.22107424480658e-10,1.8468870886167123e-20,5.648701766067785e-26,1.713250939099323e-11,1.2491140869865482e-14,1.1498641885767968e-17,6.302068054685018e-14,5.942550914488282e-15,6.729164275097443e-11,1.5926780470176327e-13,0.0009867409969354876,1.3265154016237365e-11,2.3697732723647506e-12,6.590394320412637e-18,3.946871078897099e-20,1.2017196247636364e-12,1.105048063673574e-11,3.76,0.0,0.6576925104051301,0.9999983171826575,2.596308614850449e-08,1.4549893214076705e-08,0.000986742629398724,1.164571312321154e-10,9.154168018449451e-07,6.066145762667213e-11,1.846510610412369e-18,3.732708071463949e-18,1.6401031438245458e-15,1.2553390506115475e-18,9.88091043168053e-15,5.1262410579733346e-11,1.416064665822487e-08,3.2611974508686607e-16,2.8366058076306585e-20,5.082759450673432e-22,1.2041236901705903e-18,5.7145634284117345e-11,1.4282999885328423e-10,4.8273758820114145e-18,3.7081320635825544e-21,2.5377468234009473e-17
0.0009977921870110787,0.4545972178071586,1.879304969681729e-11,1.5771479163313594e-13,6.450246936346961e-12,3.028911959273784e-08,0.0,0.0,1.7259240163737166e-06,7.587009127778104e-08,1.9793640914599e-09,1.9022696932983583e-12,2.7551162510328417e-13,5.051098666241783e-35,3.9096962201786387e-25,1.537113727308011e-17,4.586755459688329e-10,8.608037376363532e-10,2.5127280595607503e-20,7.199258370956096e-26,2.0389886633573978e-11,1.3497098304594889e-14,1.1498817969860387e-17,7.157686106072558e-14,6.310019573911668e-15,8.489269993743745e-11,1.8594179743463024e-13,0.0010661891738249253,1.626191243307438e-11,2.7080206110312313e-12,7.032233726687493e-18,4.767867335204597e-20,1.403740024934273e-12,1.387181605457695e-11,3.76,0.0,0.6576129790294941,0.999998174292047,2.9532720190198797e-08,1.5758650877726258e-08,0.0010661911269980052,1.18824714070101e-10,9.972127246354907e-07,6.112558445324588e-11,2.1750841291083386e-18,4.368216509783815e-18,1.9455085752631255e-15,1.5342813206468691e-18,1.2081975517980907e-14,5.1256416686015926e-11,1.5227242427162423e-08,3.5350812383022863e-16,2.891073576511288e-20,5.180361209108302e-22,1.2560726496871775e-18,5.830655038263328e-11,1.5435893211513452e-10,5.6952624305646656e-18,4.674283326373458e-21,3.1901685129832943e-17
0.0009999999999999998,0.45460388144264213,1.8812386128789852e-11,1.5796763536240998e-13,6.4673891140922575e-12,3.037589719476123e-08,0.0,0.0,1.729771546741314e-06,7.620175898049502e-08,1.9892839296048793e-09,1.9075475372507703e-12,2.7655104377829293e-13,4.904107509768968e-35,3.92150123319982e-25,1.5380110534888007e-17,4.58678933005266e-10,8.651951154672037e-10,2.5349052488519908e-20,7.249578001578428e-26,2.0491703147412092e-11,1.35269455757018e-14,1.1498825102962293e-17,7.183857158448696e-14,6.320936699865883e-15,8.545727236797119e-11,1.8676525927640292e-13,0.0010685464087787264,1.6356999669012905e-11,2.718397419483663e-12,7.045493376616573e-18,4.7938476492817527e-20,1.4099775670982278e-12,1.3962194294692482e-11,3.76,0.0,0.6576106193055817,0.9999981700341256,2.9643618405824385e-08,1.5794519474574242e-08,0.0010685483720065166,1.1889567043644085e-10,9.99659689815221e-07,6.113950501082147e-11,2.185318982165463e-18,4.3879385505939956e-18,1.9550430696296824e-15,1.5431637881758679e-18,1.2151464767684564e-14,5.125623890735882e-11,1.5258719573522932e-08,3.5432335262444063e-16,2.892757676889166e-20,5.183378975814318e-22,1.2576700717851722e-18,5.83413427464111e-11,1.5470097509236386e-10,5.722611501042481e-18,4.705265533796496e-21,3.211118334575851e-17
0.0010721996059292443,0.45460388144264213,1.9447175837141155e-11,1.663997788959951e-13,7.047548407831502e-12,3.326332507152676e-08,0.0,0.0,1.855692699949902e-06,8.743606523041424e-08,2.3301681617545437e-09,2.083864266832889e-12,3.116048754247396e-13,3.460509057356738e-35,4.317186221378459e-25,1.5685407860051438e-17,4.587958795995097e-10,1.0180169468542561e-09,3.3451321072124124e-20,9.043101310381342e-26,2.398954220393816e-11,1.450296117265483e-14,1.1499120883729119e-17,8.064612879458037e-14,6.678399456764968e-15,1.0533344981941475e-10,2.147127398289739e-13,0.0011456277186055106,1.9670898295980183e-11,3.0685774990127264e-12,7.48428614393916e-18,5.697697565001317e-20,1.6217014984365718e-12,1.7140361349733365e-11,3.76,0.0,0.6575334559489202,0.9999980302104061,3.3435907042774346e-08,1.6967576761076183e-08,0.0011456300282647082,1.212384828557179e-10,1.0803209869952743e-06,6.159946460192249e-11,2.535833200505248e-18,5.060909449866422e-18,2.2822520613956204e-15,1.8540706038224542e-18,1.456054393960103e-14,5.1250427549726326e-11,1.628269306217256e-08,3.810653846969664e-16,2.9500583488877623e-20,5.28605689320188e-22,1.3117136859408402e-18,5.949009671858772e-11,1.6588505636576962e-10,6.6700439680529946e-18,5.795753096838733e-21,3.949742029267166e-17
0.00114660702484741,0.4546105442967271,2.0106390398362902e-11,1.754232232123427e-13,7.685093284871735e-12,3.6340339415210355e-08,0.0,0.0,1.985676111339789e-06,9.979962536808314e-08,2.715817752331373e-09,2.2734744847587285e-12,3.498949024231833e-13,5.035642239959866e-35,4.744705376597638e-25,1.6024871800802865e-17,4.5892901232650547e-10,1.1951421049464781e-09,4.370198390415112e-20,1.1215530941772742e-25,2.7944641738584357e-11,1.550872946203612e-14,1.1499556545437267e-17,9.022975263891707e-14,7.047764419844526e-15,1.2882984117775598e-10,2.4558910187859064e-13,0.0012250566305617198,2.3518407924231744e-11,3.451537869552731e-12,7.947950162360929e-18,6.745275603487285e-20,1.8556693886049044e-12,2.089023621450718e-11,3.76,0.0,0.6574539411367758,0.9999978849143517,3.7695907774482996e-08,1.8176704555885462e-08,0.0012250593340863598,1.2369843575737815e-10,1.164767218894585e-06,6.20830954312031e-11,2.930006759341911e-18,5.81249054135099e-18,2.6516066634564985e-15,2.2185225952404644e-18,1.7328610476228158e-14,5.124444334057251e-11,1.732711366544949e-08,4.0879508921868623e-16,3.013776804915544e-20,5.400234757469852e-22,1.37112933490269e-18,6.06962713782883e-11,1.7740837329490495e-10,7.758940699461995e-18,7.084314751870169e-21,4.8258467542137664e-17
0.0012210144437655756,0.45461720637051367,2.077074506132426e-11,1.8478681845640467e-13,8.362720568113728e-12,3.9520924183540984e-08,0.0,0.0,2.115888095506923e-06,1.1295716196265662e-07,3.1376324685555575e-09,2.4716350168015093e-12,3.903911127956722e-13,4.603886952297119e-35,5.192502730647235e-25,1.6390690033074838e-17,4.590750397691042e-10,1.393579995225846e-09,5.616054551929938e-20,1.375423790322777e-25,3.226840694877212e-11,1.6514403160730602e-14,1.1500130915668804e-17,1.0032910187567476e-13,7.418186991444764e-15,1.5559871838240292e-10,2.785797613574469e-13,0.001304475908967662,2.7830841502843566e-11,3.856999982678238e-12,8.424723900194838e-18,7.920025839084628e-20,2.105712145212173e-12,2.5155830006657735e-11,3.76,0.0,0.6573744345664331,0.9999977383805263,4.233588024892342e-08,1.9386068123579156e-08,0.0013044790453485841,1.2620457871985805e-10,1.2505770486208096e-06,6.257647601005212e-11,3.3588904149113522e-18,6.624715045327365e-18,3.054880718473176e-15,2.6316934611157083e-18,2.039799174592592e-14,5.123846422972334e-11,1.8360618158980413e-08,4.367007972828215e-16,3.082447143537507e-20,5.523285777829228e-22,1.4344030710866186e-18,6.192507626523995e-11,1.8892888463133282e-10,8.969138964810999e-18,8.551790669906714e-21,5.828143021425856e-17
0.0013698292816019069,0.45463052818157396,2.211508220529653e-11,2.0454153286865547e-13,9.837623020469728e-12,4.619588962422356e-08,0.0,0.0,2.3770523585060067e-06,1.416406254995555e-07,4.095072911493607e-09,2.895806591473726e-12,4.7804182008033e-13,5.713755631427569e-35,6.149948785503605e-25,1.7206075625579025e-17,4.594061298399523e-10,1.8600273455057514e-09,8.892978142016337e-20,2.009367654735096e-25,4.207511679789273e-11,1.8525466738008375e-14,1.1501719846820512e-17,1.2208094984899727e-13,8.162487821872313e-15,2.1982603355644193e-10,3.5094148994983465e-13,0.0014632855621713773,3.7956630417487293e-11,4.735843720530178e-12,9.424097641683429e-18,1.0691344597252672e-19,2.6543113413502388e-12,3.537311248650826e-11,3.76,0.0,0.657215446044639,0.9999974415062445,5.284788711292464e-08,2.1805639150079525e-08,0.0014632896877276509,1.31355495967054e-10,1.4263900316424664e-06,6.359249085532772e-11,4.326118324744502e-18,8.438377566572421e-18,3.9686013505178544e-15,3.621668797554358e-18,2.74874703792483e-14,5.122652199781475e-11,2.0395328677008967e-08,4.930544591299615e-16,3.2355241875500006e-20,5.797585387965794e-22,1.5728634778578695e-18,6.445060266697865e-11,2.1196149763927986e-10,1.1782031840990437e-17,1.207103334494371e-20,8.251407184738503e-17
0.0015005827631427433,0.45464223058590475,2.3313729819912088e-11,2.23039055565948e-13,1.1264464434577127e-11,5.241012955519846e-08,0.0,0.0,2.6074045052496443e-06,1.6943267552805018e-07,5.068565927618199e-09,3.302116404541483e-12,5.624365610448749e-13,7.570609621637609e-35,7.060616329528728e-25,1.8020859062797956e-17,4.597405274301673e-10,2.3538416026876156e-09,1.2812923434810889e-19,2.7285609679518346e-25,5.203726076055207e-11,2.0292139207242293e-14,1.1503632175847985e-17,1.4291050822167613e-13,8.820635612016762e-15,2.8917009154244434e-10,4.215940057291502e-13,0.0016027889985347362,4.864491472329011e-11,5.583337478474152e-12,1.036190684693538e-17,1.3647250635557738e-19,3.1901144273736398e-12,4.638972245355923e-11,3.76,0.0,0.6570757805902302,0.9999971763521219,6.355977446502873e-08,2.393266073799694e-08,0.001602794137636687,1.3603394543130228e-10,1.5856136083707947e-06,6.451740343810133e-11,5.303675081647778e-18,1.02500678723198e-17,4.896725992520842e-15,4.696403488879688e-18,3.482384638294752e-14,5.121604769569045e-11,2.2148128782983802e-08,5.431839172137929e-16,3.3885043683516024e-20,6.071710778237585e-22,1.708079018446166e-18,6.674440925265852e-11,2.3218944439704725e-10,1.472265458712556e-17,1.5868757333951875e-20,1.0896035358896801e-16
0.0016313362446835798,0.45465393059670967,2.4529016004036337e-11,2.4261433808661463e-13,1.281309369389073e-11,5.895570993085601e-08,0.0,0.0,2.8386590492065477e-06,1.9963111888621976e-07,6.1734523769789146e-09,3.7432122198175045e-12,6.537999445223757e-13,7.718971745125315e-35,8.037740238095146e-25,1.8934457660179956e-17,4.601161051181751e-10,2.934318326528728e-09,1.7917939975247625e-19,3.6272628162890924e-25,6.333471619047399e-11,2.2058519405884884e-14,1.1506062386254281e-17,1.6535700605169504e-13,9.483106123551187e-15,3.7184742053840617e-10,4.989227743582388e-13,0.001742262675577731,6.116163552748136e-11,6.501939063905e-12,1.136665669863786e-17,1.7157041443319363e-19,3.776690911160988e-12,5.951612930902112e-11,3.76,0.0,0.6569361401949338,0.9999969070334898,7.578129343713562e-08,2.6060917544092935e-08,0.0017422689726951225,1.4085543436468574e-10,1.7494247717123112e-06,6.547247894405481e-11,6.408947387011262e-18,1.2277089285432608e-17,5.950397422844325e-15,5.992295708108818e-18,4.326284451372196e-14,5.1205591759806426e-11,2.3868844399656773e-08,5.9390915680680295e-16,3.560051979025963e-20,6.379106549336712e-22,1.8564761189215313e-18,6.910828159243375e-11,2.52408754666325e-10,1.814223245401433e-17,2.0394958202089388e-20,1.4085125241199074e-16
0.0017620897262244162,0.4546656282198555,2.576122642766334e-11,2.632784813492209e-13,1.4482929211741485e-11,6.583702058890941e-08,0.0,0.0,3.070885878719091e-06,2.3222224597366706e-07,7.417161375599997e-09,4.222412675707723e-12,7.521966262281121e-13,1.7072727008112928e-34,9.08281303951894e-25,1.9953479103801233e-17,4.605333353591145e-10,3.6092808153867534e-09,2.4432249939921926e-19,4.734873555564816e-25,7.604139631417159e-11,2.382460726835749e-14,1.1509044435485769e-17,1.894311996964221e-13,1.0150279957390953e-14,4.690694156087931e-10,5.829889056685708e-13,0.00188170658897735,7.565409778000734e-11,7.492318804373132e-12,1.244999832979888e-17,2.1289949848628086e-19,4.414510813622076e-12,7.494856642100315e-11,3.76,0.0,0.6567965247139151,0.9999966334241208,8.963529222936441e-08,2.819060115965634e-08,0.0018817141976437525,1.458202398513335e-10,1.917963034882143e-06,6.645776585326699e-11,7.650225431692841e-18,1.4530772391474792e-17,7.137981050028076e-15,7.540400742504727e-18,5.286955193215635e-14,5.119515521910602e-11,2.555805587028405e-08,6.452495147082503e-16,3.751408515428498e-20,6.721997255503325e-22,2.0185407026802747e-18,7.154235012657508e-11,2.726194391948451e-10,2.2078948993291628e-17,2.5715687496743444e-20,1.7881489449447412e-16
0.0018928432077652527,0.4546773234611875,2.701064828827688e-11,2.850431065110653e-13,1.6273470598730778e-11,7.305852580250862e-08,0.0,0.0,3.3041534322574558e-06,2.671939783306867e-07,8.807208162771483e-09,4.743161618014042e-12,8.576949622430748e-13,8.828482281485219e-35,1.0197369714913801e-24,2.1084630495949964e-17,4.60992831573757e-10,4.3866252621494166e-09,3.2601986363749073e-19,6.08368060421725e-25,9.023192429867811e-11,2.559040272882953e-14,1.1512612803677075e-17,2.151448036821708e-13,1.0822559068486083e-14,5.820588678335147e-10,6.738570218899583e-13,0.00202112073428899,9.227094023755747e-11,8.555184319747442e-12,1.3624680959293715e-17,2.6120764981574965e-19,5.104070940461704e-12,9.288621937967994e-11,3.76,0.0,0.6566569340020911,0.9999963553978349,1.052440003087773e-07,3.0321905501478224e-08,0.002021129817204248,1.5092870766068042e-10,2.0913681887598286e-06,6.74733277015074e-11,9.036205953084795e-18,1.7022994122955974e-17,8.468234478020122e-15,9.37471607154827e-18,6.371072530390879e-14,5.118473914242785e-11,2.721633313812687e-08,6.972243556461755e-16,3.9638340335389874e-20,7.102640708185559e-22,2.194768652877962e-18,7.404677898467692e-11,2.928215091511054e-10,2.6570850806488252e-17,3.189761995415038e-20,2.2351251903360028e-16
0.002023596689306089,0.4546890163265319,2.827757020532617e-11,3.0792034234623806e-13,1.8184297545547955e-11,8.062476460577038e-08,0.0,0.0,3.538528721028546e-06,3.045358455246706e-07,1.0351198099960782e-08,5.309030773032518e-12,9.703669227345527e-13,1.809050560809194e-35,1.1382988240154855e-24,2.2334722942061477e-17,4.6149520769135713e-10,5.274324769211412e-09,4.2695896892680583e-19,7.709012618387225e-25,1.05981671918543e-10,2.7355905721162218e-14,1.1516802514986744e-17,2.425104992992014e-13,1.150035087906708e-14,7.120505929964581e-10,7.71595173685173e-13,0.002160505106941415,1.1116221083279168e-10,9.691279625126404e-12,1.4904566248743896e-17,3.1730017674449193e-19,5.84589425032412e-12,1.1353131290140499e-10,3.76,0.0,0.656517367914064,0.9999960728284533,1.227291108270156e-07,3.2455027049627337e-08,0.0021605158360789,1.5618125061464114e-10,2.269780368205969e-06,6.851924269187025e-11,1.057600651343098e-17,1.976619181831858e-17,9.950321533645844e-15,1.1532354114634783e-17,7.585522412415961e-14,5.117434464235075e-11,2.8844235937891153e-08,7.498530821550562e-16,4.1986080161014354e-20,7.523329528604517e-22,2.385666020072734e-18,7.662176517764146e-11,3.1301497614050776e-10,3.165588898509641e-17,3.9008087825941864e-20,2.756400553894013e-16
0.0021543501708469258,0.4547007068217007,2.956228210510147e-11,3.319228128566947e-13,2.021506871140695e-11,8.854035110741775e-08,0.0,0.0,3.7740773511728393e-06,3.4423896234389777e-07,1.205683056863111e-08,5.923722482705608e-12,1.0902880076632046e-12,1.9838493642863764e-34,1.264128969122635e-24,2.3710675643374138e-17,4.620410072727559e-10,6.280433254909607e-09,5.500610299376845e-19,9.64940000782623e-25,1.2336679727800743e-10,2.9121116178854395e-14,1.1521649152632767e-17,2.7154193269300444e-13,1.2184028001518222e-14,8.602920442623487e-10,8.76274758061953e-13,0.0022998597022318257,1.3247944000361698e-10,1.0901384169677619e-11,1.630461837443882e-17,3.820417917946029e-19,6.640529234954993e-12,1.370891968149838e-10,3.76,0.0,0.6563778263040562,0.9999957855897541,1.4221186175738285e-07,3.459016501803105e-08,0.0022998722589503626,1.615783472910622e-10,2.4533401172745518e-06,6.959560339650529e-11,1.2279180288051026e-17,2.2773378007696516e-17,1.1593826723998961e-14,1.4053723872293417e-17,8.937435634055903e-14,5.116397287850155e-11,3.044231398370282e-08,8.031551443017523e-16,4.4570301412905255e-20,7.986392525019915e-22,2.5917492002169936e-18,7.92675379572475e-11,3.331998522229213e-10,3.7371958844508226e-17,4.711511433173673e-20,3.359297425731483e-16
0.0022851036523877624,0.45471239495249377,3.086507534384757e-11,3.5706362710731523e-13,2.236552071438587e-11,9.68099747931558e-08,0.0,0.0,4.01086354537942e-06,3.862960062934167e-07,1.3931902778461321e-08,6.591072497671632e-12,1.217537164955477e-12,1.8600286685568423e-34,1.3973940044602684e-24,2.5219520937147894e-17,4.6263084802250237e-10,7.413089265520697e-09,6.984888595682994e-19,1.194674351150522e-24,1.424642816953895e-10,3.0886034034989865e-14,1.1527188895199219e-17,3.022537245253415e-13,1.287399652586673e-14,1.0280439106354138e-09,9.879704385575657e-13,0.0024391845153210233,1.5637571223030413e-10,1.2186312094157613e-11,1.7841013604635143e-17,4.56358662688451e-19,7.488549316370136e-12,1.6376843126485108e-10,3.76,0.0,0.6562383090258472,0.999995493555429,1.6381311589386533e-07,3.6727521309603704e-08,0.0024391990904813698,1.6712054179775447e-10,2.642188453284773e-06,7.070251674146808e-11,1.415573136698125e-17,2.6058155703043147e-17,1.3408770130471603e-14,1.6982721224641845e-17,1.0434216260280257e-13,5.115362506049743e-11,3.201110715398931e-08,8.571500492497944e-16,4.7404212152229606e-20,8.494196364258835e-22,2.8135451755663925e-18,8.198435870131025e-11,3.533761499314675e-10,4.3756941320187226e-17,5.628744633920693e-20,4.0515179077228636e-16
0.002415857133928599,0.45472408072470294,3.218624268294784e-11,3.8335636797924666e-13,2.463546708143685e-11,1.0543840082361518e-07,0.0,0.0,4.248950164249413e-06,4.307011954144207e-07,1.598431348168725e-08,7.315052830592326e-12,1.3521967093747513e-12,5.201640435389921e-36,1.5382651277894894e-24,2.6868408756531885e-17,4.6326542409862835e-10,8.68051969333381e-09,8.756550613203388e-19,1.4646486046319708e-24,1.6335196570940033e-10,3.265065922218653e-14,1.1533458539396275e-17,3.346614839331883e-13,1.3570694846076498e-14,1.2165807005210472e-09,1.1067600660610445e-12,0.0025784795412286876,1.8300573571977658e-10,1.3546911458149867e-11,1.9531176622935793e-17,5.412405437646665e-19,8.390552252191074e-12,1.9378087109682037e-10,3.76,0.0,0.6560988159327091,0.9999951965990402,1.8765343966034664e-07,3.8867300608608515e-08,0.0025784963353144654,1.728084428640607e-10,2.8364669300739544e-06,7.184010381051866e-11,1.621613039587428e-17,2.963473410281097e-17,1.5405622740316027e-14,2.0366928530783757e-17,1.2083564710558597e-13,5.1143302450573794e-11,3.355114567311567e-08,9.118573707193138e-16,5.0501240198094256e-20,9.049147090326442e-22,3.05159171903166e-18,8.47725204641226e-11,3.735438822925282e-10,5.084874306479301e-17,6.659458623132184e-20,4.841160881158633e-16
0.0025466106154694358,0.4547357641441142,3.352607806889417e-11,4.1081507951746904e-13,2.7024797137509598e-11,1.1443047032568047e-07,0.0,0.0,4.488398727369441e-06,4.774502664288088e-07,1.822206660009419e-08,8.099774664076668e-12,1.4943522424283115e-12,2.7928026311330406e-34,1.6869180425307825e-24,2.8664609619248515e-17,4.6394538418287796e-10,1.009104340268294e-08,1.0852308588042646e-18,1.7797789602598235e-24,1.8610858426823854e-10,3.441499167254754e-14,1.1540495498790506e-17,3.687818099021858e-13,1.4274490911220042e-14,1.4271913114094578e-09,1.232724600656937e-12,0.0027177447748287387,2.1252591030478684e-10,1.498406318900284e-11,2.139370848108249e-17,6.377430630386987e-19,9.347159545582853e-12,2.273417494745319e-10,3.76,0.0,0.6559593468773449,0.9999948945939793,2.1385318080791887e-07,4.100971059710338e-08,0.0027177639980717023,1.7864272232224247e-10,3.0363177004775905e-06,7.300849948774304e-11,1.847133067041166e-17,3.351794503204588e-17,1.7595322183952217e-14,2.425782352079384e-17,1.3893497798894948e-13,5.113300636604455e-11,3.506295028999224e-08,9.672967583503687e-16,5.387503887493277e-20,9.653691153515184e-22,3.306437505679146e-18,8.763234722891833e-11,3.9370306284670173e-10,5.868533251479095e-17,7.810682301393528e-20,5.736739534140979e-16
0.0026773640970102724,0.45474744521651245,3.4884876755101545e-11,4.394542573611725e-13,2.9533475052054744e-11,1.2379110067217765e-07,0.0,0.0,4.729269433770011e-06,5.265404532222989e-07,2.06532747649261e-08,8.94949131405834e-12,1.6440925757962663e-12,3.6155371845931625e-34,1.843533170909229e-24,3.061551949792322e-17,4.646713780025185e-10,1.1653074762610124e-08,1.3311551855969803e-18,2.1453724818734163e-24,2.1081380110349468e-10,3.617903131761392e-14,1.1548337844913424e-17,4.0463229576667333e-13,1.498578139848842e-14,1.6611795857014808e-09,1.3659480367182852e-12,0.0028569802108448024,2.450943935719805e-10,1.649868037869027e-11,2.3448535112345148e-17,7.4699007063234e-19,1.0359015877076892e-11,2.6466976073539003e-10,3.76,0.0,0.6558199017118277,0.9999945874134244,2.425325449936515e-07,4.3154962003939536e-08,0.0028570020833543425,1.8462411445840162e-10,3.2418835777297514e-06,7.420785232702077e-11,2.093278495649815e-17,3.7723260003326156e-17,1.998928897870133e-14,2.8710997865141694e-17,1.5872366684128543e-13,5.112273818166552e-11,3.654703245364897e-08,1.0234879469176877e-15,5.753949578325632e-20,1.0310316983749237e-21,3.578642347879656e-18,9.056419358171341e-11,4.138537056706614e-10,6.730477956279196e-17,9.089526267261743e-20,6.747199368325306e-16
0.002808117578551109,0.454759123947683,3.626293539686773e-11,4.692888391722621e-13,3.216153888500998e-11,1.3352528575480358e-07,0.0,0.0,4.971621181882305e-06,5.779704656716137e-07,2.3286162772700757e-08,9.868601249332075e-12,1.8015096557026856e-12,5.880791472768723e-35,2.008295933242014e-24,3.272866490043375e-17,4.6544413942806725e-10,1.3375127094837385e-08,1.6176439738977003e-18,2.5671465034911148e-24,2.375482423160721e-10,3.794277808831854e-14,1.1557024344254374e-17,4.422315485121889e-13,1.570505292561823e-14,1.919864853138444e-09,1.5065173288157315e-12,0.00299618584384577,2.8087116537058617e-10,1.80917077861134e-11,2.571701743653243e-17,8.701760365701147e-19,1.1426788549615079e-11,3.0598714254618194e-10,3.76,0.0,0.6556804802875388,0.9999942749303021,2.7381167127573915e-07,4.53032686127102e-08,0.002996210595742553,1.9075341554538686e-10,3.4533080959431105e-06,7.543832447116378e-11,2.3612462756734634e-17,4.2266807625948875e-17,2.2599443350260776e-14,3.3786385681225106e-17,1.80288733206829e-13,5.1112499331941964e-11,3.8003894485861023e-08,1.0804507654236044e-15,6.150874240613963e-20,1.1021556711419203e-21,3.868777444280301e-18,9.356844447773613e-11,4.339958253999513e-10,7.674529621526739e-17,1.0503185780038491e-19,7.881936698435408e-16
