Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105),S(5887)
0.0005639502944407358,0.061134239884812855,3.76,0.0,0.845482985330687,0.9999528594200784,1.0704319579173256e-05,9.313993043269729e-08,6.748802739700938e-10,0.0029888579905969883,0.002989103096812594,1.6180270082121393e-17,8.211402591815499e-07,4.5594168470631064e-14,2.0639052405018115e-11,2.597296500117311e-07,3.216193910347136e-05,9.332842644511562e-06,2.6126800844951886e-09,1.21387438857104e-10,3.665631670760034e-05,7.258569093753382e-10,2.0572803508667295e-11,2.246181289500151e-07,2.7437109760732877e-09,7.82442390338401e-13,3.6947005931605765e-15,1.693347498699509e-12,4.468825346415108e-09,4.136684877582952e-10,1.9516191871537304e-15,5.312652862898145e-08,5.8383279800857814e-15,4.065600324565921e-12,7.952484722189202e-15,1.33191883200588e-12,1.1069951774657942e-11,3.9337264958207525e-08,2.509090840989405e-10,2.1976851208458604e-08,6.683753237563818e-20,2.624719072332485e-15,2.9053096290674345e-10,8.987144284022954e-14,5.017765181062854e-22,4.5364466904282526e-14,4.694513010556502e-15,3.621881300939309e-11,2.597472591665346e-17,5.847937645955602e-25,1.4208135024863576e-21,1.4360781378118565e-10,9.403787857251008e-18,1.971340161172101e-18,1.5145793705331885e-13,3.4754940159216466e-22,7.525667318633029e-19,1.2147442114660188e-25,1.566746689329824e-10,7.54071101014223e-15,3.507465095817752e-18,1.7556763876837355e-16,1.1605422062426905e-19,6.440814288575127e-09,3.667129109749692e-17,1.5032177864215898e-12,1.6340607038095715e-09,1.6666545147710157e-11,7.732307809481546e-17,5.320188288872923e-19,1.2965952330723876e-20,6.137482108784874e-17,6.308674078865553e-17,6.164104062528998e-17,2.0815014839055084e-23,1.4722423683454485e-25,4.3643572369291415e-17,6.059835484788721e-21,2.2877014678590004e-20,7.333260339981874e-19,5.539939703839559e-11,8.935891099171695e-12,7.435348243019548e-23,9.506338416979066e-20,6.290873531083679e-16,5.725846317273717e-18,1.631941037569619e-26,2.1152726026129682e-23,3.610490033466738e-16,7.274693929959118e-23,8.870873378154449e-21,4.0323302319120174e-13,9.278679906976039e-21,1.8879556880024174e-20,6.902060069321834e-17,8.994576316110695e-24,1.2145939364670984e-15,3.2687210974154484e-20,1.0867568963401657e-22,1.0710148998901457e-21,6.6630550700931455e-15,3.1457301340001363e-21,2.277082323476914e-13
0.0005749450565961031,0.06113487742346944,3.76,0.0,0.8454233884136999,0.9999513578417659,1.1336519600913155e-05,9.497242891550847e-08,7.021799160282469e-10,0.0030470119433000575,0.0030472725410587145,1.649508847050581e-17,8.552591182863555e-07,4.648187305184406e-14,2.156456121798593e-11,2.7522429608605375e-07,3.2952258739849545e-05,9.711678375450595e-06,2.686999276243018e-09,1.2444945189452288e-10,3.80800597536571e-05,7.414616253267428e-10,2.1500392967933404e-11,2.3889302004055317e-07,2.912811508430073e-09,8.025758989133635e-13,3.955946454940533e-15,1.8123143519020466e-12,4.595894731021627e-09,4.370046848381934e-10,2.088706599415216e-15,5.530751957046799e-08,6.225204121305319e-15,4.338301092269552e-12,8.587771350399102e-15,1.4212474291366627e-12,1.107130753793795e-11,3.9708782653038704e-08,2.5115862033077096e-10,2.2469764596998184e-08,7.060808041591813e-20,2.7832875839290874e-15,2.9624160798941095e-10,9.571617211454677e-14,5.502049846193851e-22,4.649335041324627e-14,4.8766678146756125e-15,3.816786346326973e-11,2.800254416266962e-17,6.225141558381043e-25,1.5140328533889388e-21,1.5194110995871423e-10,9.052691236386439e-18,1.8877602035767624e-18,1.6382185927881641e-13,3.759937695419935e-22,8.030388806704008e-19,1.3463813207768444e-25,1.6347929140550379e-10,7.833249283059618e-15,3.7993204651173476e-18,1.8256650130682213e-16,1.2525515960824925e-19,6.838148747318122e-09,3.6680317400669344e-17,1.5821465510482926e-12,1.5971278857361112e-09,1.7011898435413998e-11,7.899738812096104e-17,5.435315528625753e-19,1.3246532468460671e-20,6.403838565400556e-17,6.617931588472603e-17,6.569473011577477e-17,2.174146371100781e-23,1.5690606848575278e-25,4.598624637714427e-17,5.8762147932504384e-21,2.431109866610686e-20,8.010049743245884e-19,5.5453793524426555e-11,9.548514510394402e-12,7.103626190812739e-23,9.864265124867901e-20,6.621574129856341e-16,5.939524707237658e-18,1.6928422769350338e-26,2.2208075897986655e-23,3.7505459248827276e-16,7.739637348228046e-23,9.210099921772876e-21,4.2947278685772054e-13,9.639056550218229e-21,2.050034638053062e-20,7.61404287565441e-17,9.921459419592073e-24,1.3277984813480667e-15,3.561633310746331e-20,1.1880017060103496e-22,1.157410317432169e-21,7.035596262666177e-15,3.2645848853106743e-21,2.4041239372713934e-13
0.0005859398187514704,0.061135515064473844,3.76,0.0,0.8453637573576916,0.9999498265922251,1.1994046800174175e-05,9.680626859871785e-08,7.301328291834929e-10,0.0031051611307990556,0.0031054378971140887,1.680988108045585e-17,8.902298846676994e-07,4.73695300902492e-14,2.2515540193036542e-11,2.9137234933858315e-07,3.3749862413312935e-05,1.0099563108543482e-05,2.7627246208049634e-09,1.2754792502687854e-10,3.954197437747792e-05,7.57367751269826e-10,2.2453502980360183e-11,2.5380367126243197e-07,3.089253055545763e-09,8.229735377925931e-13,4.232122616075963e-15,1.9380081526845435e-12,4.7253662532874054e-09,4.6129442476459487e-10,2.2335434867035828e-15,5.7550203446253946e-08,6.632464768766134e-15,4.6255182891551925e-12,9.264241239803749e-15,1.5153300894928465e-12,1.1072780688605994e-11,4.007138809094958e-08,2.5142261478775617e-10,2.2960989904992963e-08,7.453270206016431e-20,2.9485611917210615e-15,3.019545287278866e-10,1.0180477272246944e-13,6.0244556890062465e-22,4.763713191132348e-14,5.063700084643805e-15,4.0191987535226306e-11,3.0157859848269905e-17,6.621780134634018e-25,1.6121721094845635e-21,1.606436157021526e-10,8.733455265555811e-18,1.810650702004676e-18,1.7700105917903098e-13,4.063179518737818e-22,8.561971238655741e-19,1.4901264934465697e-25,1.7046244967150544e-10,8.13361048143724e-15,4.1107604546052054e-18,1.8977309066358246e-16,1.3504398855565078e-19,7.252579240817033e-09,3.6689680942211096e-17,1.664099616509411e-12,1.562093623143845e-09,1.735657133046507e-11,8.072148773684302e-17,5.553864707421553e-19,1.3535452382911845e-20,6.678252081285728e-17,6.939887487335754e-17,6.99520003150684e-17,2.2695101489758547e-23,1.6707413128737955e-25,4.8415408251416883e-17,5.711924061969119e-21,2.581079565912903e-20,8.741205878977752e-19,5.551137788508292e-11,1.0194391617598936e-11,6.797126561172671e-23,1.0233347551487606e-19,6.964203599742725e-16,6.1604101605289985e-18,1.7557975833553701e-26,2.3306910081908594e-23,3.8943568267426486e-16,8.226643474172589e-23,9.556939358648051e-21,4.568076871664573e-13,1.0009094887627087e-20,2.2230672181927962e-20,8.383973905203728e-17,1.0923726324706186e-23,1.4491005521280084e-15,3.8748332199972856e-20,1.2964877849331064e-22,1.2493911907969186e-21,7.422067944487421e-15,3.3871519938847892e-21,2.5358828120231347e-13
0.0005969345809068377,0.06113615281117302,3.76,0.0,0.8453040914454825,0.9999482652286394,1.2677502101016887e-05,9.864152925725794e-08,7.587482646111609e-10,0.003163305532678003,0.0031635991623017896,1.7124647802159293e-17,9.260625482275593e-07,4.8257139495681796e-14,2.3492309672701014e-11,3.081911913722879e-07,3.4554746931724454e-05,1.0496624295215778e-05,2.8398726836976756e-09,1.306830293195173e-10,4.104277877970758e-05,7.735789707259529e-10,2.3432444647107874e-11,2.6936733144017273e-07,3.2732340208720212e-09,8.436376444627188e-13,4.523915683287116e-15,2.070733374160621e-12,4.857268159828667e-09,4.865645825958099e-10,2.3864804598472477e-15,5.985575095303049e-08,7.060954063543597e-15,4.9278587417972805e-12,9.984040610991586e-15,1.6143654665098662e-12,1.1074376294328966e-11,4.0425351409221114e-08,2.5170155519367335e-10,2.345068093572776e-08,7.861574011752128e-20,3.120722899082016e-15,3.0766982159843416e-10,1.0814283009709386e-13,6.587367866993046e-22,4.879602186452864e-14,5.255701597198053e-15,4.229318340237848e-11,3.2446968901333646e-17,7.0386553686546e-25,1.7154401395131558e-21,1.697268097635036e-10,8.444344498381416e-18,1.7396380006002703e-18,1.910383418613519e-13,4.3862083119295125e-22,9.121537015339307e-19,1.6469131672600128e-25,1.776260904339145e-10,8.441941194900488e-15,4.442819445483402e-18,1.9719276409950672e-16,1.4545026525101513e-19,7.684550068331079e-09,3.669938781487799e-17,1.7491582812520542e-12,1.528810048421262e-09,1.770071025138215e-11,8.249625371972066e-17,5.67589524706062e-19,1.383285696485924e-20,6.960868261162664e-17,7.274881874416322e-17,7.442123957833783e-17,2.367627257693972e-23,1.7774845982764308e-25,5.0934242825471705e-17,5.563683779353158e-21,2.7378257320817896e-20,9.5304360856324e-19,5.557225762400403e-11,1.0874935962098175e-11,6.511024548393799e-23,1.0611818964253235e-19,7.319069023437969e-16,6.3886664289609854e-18,1.8208536561011518e-26,2.4450817756113843e-23,4.041993389848113e-16,8.736494856341985e-23,9.911552043293227e-21,4.852627655130033e-13,1.0388976714993495e-20,2.4075912853089822e-20,9.21551019638725e-17,1.2006130037161548e-23,1.5789427335427068e-15,4.2093761596274904e-20,1.4126107138780282e-22,1.3472329560869574e-21,7.822864366513366e-15,3.512852620102724e-21,2.6724901869507876e-13
0.000607929343062205,0.06113679066695936,3.76,0.0,0.8452443899515748,0.9999466733053872,1.3387494887193771e-05,1.0047829331790848e-07,7.880356018305315e-10,0.003221445128253498,0.003221756333916645,1.743938852432361e-17,9.627671429052588e-07,4.914470117730834e-14,2.449518845990987e-11,3.2569843159990323e-07,3.5366905657101376e-05,1.0902991188556398e-05,2.9184601536311065e-09,1.3385492881067522e-10,4.258319950940985e-05,7.900989999285516e-10,2.4437526954136007e-11,2.856014512190993e-07,3.4649553883280504e-09,8.645705437846935e-13,4.832036689749574e-15,2.210805380718002e-12,4.9916288965852455e-09,5.128425414009914e-10,2.5478806620864844e-15,6.222534729828062e-08,7.511542659147468e-15,5.2459486944737585e-12,1.0749405282479237e-14,1.7185585653643955e-12,1.107609948781232e-11,4.077093680550364e-08,2.5199594156054164e-10,2.393897863322155e-08,8.286161950674017e-20,3.299954239514234e-15,3.133875848790617e-10,1.1473602547725232e-13,7.193291972499963e-22,4.9970388547452694e-14,5.452765204416011e-15,4.447348630681166e-11,3.4876410034454306e-17,7.476585667798802e-25,1.8240500701243003e-21,1.7920240167615302e-10,8.182960287364862e-18,1.6740110315481264e-18,2.0597828045301917e-13,4.730053811023531e-22,9.710244424272054e-19,1.817740448372123e-25,1.8497214616182963e-10,8.758389683588752e-15,4.7965746763482496e-18,2.0483089092903646e-16,1.565047212034721e-19,8.134510302912477e-09,3.6709443589223644e-17,1.8374052683967206e-12,1.497143603094104e-09,1.8044450143838892e-11,8.43224602800285e-17,5.801465288703426e-19,1.413888739248136e-20,7.251833257999757e-17,7.62325140812895e-17,7.911109123063564e-17,2.468527476872013e-23,1.889496970045609e-25,5.3546043781807217e-17,5.429274369191317e-21,2.901570643675842e-20,1.0381654694234542e-18,5.563654306358674e-11,1.1591607124774524e-11,6.242148588943217e-23,1.0998754844543504e-19,7.686466074179556e-16,6.624462152804682e-18,1.8880585774781226e-26,2.5641443908794786e-23,4.193527086253691e-16,9.269983498737127e-23,1.0274109256802847e-20,5.148634848944948e-13,1.077888594379054e-20,2.6041533816214627e-20,1.0112488022386676e-16,1.3173656429457597e-23,1.7177866337072896e-15,4.566348384125507e-20,1.5367830693926361e-22,1.4512082560647123e-21,8.238385015739375e-15,3.641384163887471e-21,2.8140789156609627e-13
0.0006189241052175724,0.06113742863527309,3.76,0.0,0.8451846521421059,0.9999450503739913,1.4124643101754274e-05,1.0231664593218199e-07,8.180043989344064e-10,0.0032795798965754943,0.0032799094092236946,1.7754103134326955e-17,1.0003537443613687e-06,5.003221504362571e-14,2.5524495630319562e-11,3.439119061618486e-07,3.618632860671446e-05,1.1318794742328902e-05,2.9985039087227527e-09,1.3706377916078102e-10,4.416397151155303e-05,8.069316027352152e-10,2.5469058818140158e-11,3.025236814281405e-07,3.6646207139800033e-09,8.857745578155527e-13,5.157226721413021e-15,2.3585508796877395e-12,5.128477211356262e-09,5.401561987100508e-10,2.7181202853882486e-15,6.466019233034256e-08,7.98513060762573e-15,5.5804342841450345e-12,1.1562663809390851e-14,1.828120894856755e-12,1.1077956476527062e-11,4.110840278307952e-08,2.5230628758391787e-10,2.4426011901189015e-08,8.727484830115243e-20,3.486447450663431e-15,3.19107918256176e-10,1.2159011903225255e-13,7.844861643673009e-22,5.116080272835077e-14,5.654984835451332e-15,4.6734969031117664e-11,3.745291304836127e-17,7.936422433869027e-25,1.9382239121150385e-21,1.8908233557723707e-10,7.945325567149864e-18,1.6128370793950424e-18,2.2186727477581695e-13,5.095788020098508e-22,1.0329288500638137e-18,2.0036726138990182e-25,1.9250253100124165e-10,9.08310594667548e-15,5.173149693113847e-18,2.1269427828164456e-16,1.6823927452821833e-19,8.60291373691653e-09,3.6719854189872647e-17,1.928924771463737e-12,1.4669742290428606e-09,1.8387915483388393e-11,8.620093960816852e-17,5.930632170602165e-19,1.445368340167927e-20,7.551295845327774e-17,7.985356196590135e-17,8.403045147645894e-17,2.5722588648046263e-23,2.0069909024691163e-25,5.625420615030228e-17,5.312110027742704e-21,3.072545247760241e-20,1.1298992282073331e-18,5.570434738060021e-11,1.2345911766643068e-11,5.995400031695217e-23,1.1399487951383656e-19,8.066727353957626e-16,6.867969783374249e-18,1.957461408953667e-26,2.6880499530271775e-23,4.3490302139356936e-16,9.827968648747934e-23,1.0644782206671309e-20,5.456357418966575e-13,1.1179008610316972e-20,2.8135121781548196e-20,1.1078929952493209e-16,1.443153978222318e-23,1.8661134843286175e-15,4.947000952071351e-20,1.6694356724399035e-22,1.5616616320500222e-21,8.669032307653374e-15,3.774499419720555e-21,2.960782613726866e-13
0.0006299188673729397,0.06113806671960012,3.76,0.0,0.8451248772747753,0.9999433959830631,1.4889573378304355e-05,1.0415667504211499e-07,8.486643184302049e-10,0.003337709816427575,0.003338058385455771,1.8068791518219782e-17,1.0388324674626103e-06,5.0919681002530943e-14,2.6580549825879716e-11,3.628496773807993e-07,3.701300255227181e-05,1.1744167504876699e-05,3.080020928743836e-09,1.4030972310850687e-10,4.5785838199499124e-05,8.240805659388698e-10,2.65273484005218e-11,3.2015187200024133e-07,3.87243612319185e-09,9.072519877058455e-13,5.500255054327115e-15,2.514308311120712e-12,5.267842055244996e-09,5.685339726395354e-10,2.897589026499417e-15,6.716150070270131e-08,8.482646110444185e-15,5.931981995798844e-12,1.242624031985612e-14,1.9432706215169476e-12,1.1079953662356315e-11,4.143800248608256e-08,2.526331214833399e-10,2.4911899354311638e-08,9.186001871244276e-20,3.680407793937668e-15,3.248309238393228e-10,1.287109642434324e-13,8.54482133682991e-22,5.2367397268100655e-14,5.862455513463289e-15,4.9079742273396905e-11,4.018344778595706e-17,8.419068279502472e-25,2.0581976575059792e-21,1.9937879389250853e-10,7.730551058201428e-18,1.5562647866847523e-18,2.3875360487084317e-13,5.484526450370776e-22,1.0979901896685714e-18,2.205825218942025e-25,2.0021912723866836e-10,9.41624174397033e-15,5.573708478462623e-18,2.2078992561305058e-16,1.8068690698534424e-19,9.090218842693294e-09,3.6730627068221543e-17,2.0238024469917627e-12,1.4381934893533605e-09,1.8731221340937088e-11,8.813279984821996e-17,6.063458990509638e-19,1.477740010824184e-20,7.859409371725261e-17,8.361581327404552e-17,8.918849227542977e-17,2.6788766507395075e-23,2.13018547054889e-25,5.906225018215937e-17,5.211495181454173e-21,3.250985098313904e-20,1.2286805149685879e-18,5.5775786720178284e-11,1.3139404755289723e-11,5.769443060185719e-23,1.1814876599930128e-19,8.46021357463683e-16,7.119371511006902e-18,2.0291140528228414e-26,2.816976248469106e-23,4.508575903917307e-16,1.0411366192268535e-22,1.1023743179191722e-20,5.77605842112822e-13,1.1589532886995256e-20,3.0364177063954356e-20,1.2119050230322019e-16,1.5785261186016453e-23,2.024424496497901e-15,5.3526222459129704e-20,1.8110169885280365e-22,1.6789637698379597e-21,9.1152152800333e-15,3.9124825619271044e-21,3.112736938701005e-13
0.000640913629528307,0.0611387049234761,3.76,0.0,0.8450650645988113,0.9999417096782562,1.5682921124135016e-05,1.0599847145661947e-07,8.800249845743105e-10,0.00339583486632804,0.0033962032598122923,1.8383453560269298e-17,1.0782134640883485e-06,5.180709896138935e-14,2.7663663234162695e-11,3.825300324015558e-07,3.784691112346302e-05,1.2179243520997595e-05,3.1630281045985967e-09,1.4359289861992898e-10,4.744955149080633e-05,8.415496597569396e-10,2.761269625680029e-11,3.3850407000325506e-07,4.088610298579164e-09,9.290051042124398e-13,5.861905340105088e-15,2.6784275832292513e-12,5.4097522597601015e-09,5.980048084914948e-10,3.086689786884145e-15,6.973050198874923e-08,9.005039675064843e-15,6.3012789675541105e-12,1.3342657810009855e-14,2.0642326764182277e-12,1.1082095151472173e-11,4.175998391306284e-08,2.529769821007065e-10,2.539674980767378e-08,9.662180815692661e-20,3.882012935469117e-15,3.3055670555518434e-10,1.3610454552760305e-13,9.296031695135032e-22,5.359015747569954e-14,6.0752733712822074e-15,5.1509955137611995e-11,4.307538095176087e-17,8.925415655189124e-25,2.1842041241835254e-21,2.1010420122667124e-10,7.540449356873458e-18,1.5044076033995605e-18,2.566874921800708e-13,5.897429546586899e-22,1.1663355476445786e-18,2.425391000824093e-25,2.081238001715297e-10,9.757950436918513e-15,5.999454280374699e-18,2.291214821420299e-16,1.9388184800024564e-19,9.596888709181477e-09,3.6741767664064834e-17,2.122125466780414e-12,1.4107041223000208e-09,1.907447418586679e-11,9.011877418653724e-17,6.200008715033443e-19,1.5110189618218043e-20,8.176323952964153e-17,8.752249654214389e-17,9.459465626361119e-17,2.788378566475863e-23,2.259306184941679e-25,6.197380962863969e-17,5.114752139069968e-21,3.437129537456612e-20,1.3349684193154786e-18,5.5850980235212235e-11,1.3973690202721418e-11,5.546070642523193e-23,1.2231503433577327e-19,8.867181666484263e-16,7.378855977328888e-18,2.103070503052663e-26,2.951105328684779e-23,4.672238123802306e-16,1.1020985937784132e-22,1.1411197594897512e-20,6.108004576371998e-13,1.2010649105344468e-20,3.2731300261921374e-20,1.3237263253411978e-16,1.724054543017361e-23,2.1932415664574444e-15,5.784214772898805e-20,1.9619921410782246e-22,1.80331549738178e-21,9.577346266014504e-15,4.050927615487558e-21,3.2700785642934997e-13
0.0006519083916836743,0.06113934325048342,3.76,0.0,0.8450052133549266,0.999939991002219,1.65053306131564e-05,1.0784212892053203e-07,9.120962384880047e-10,0.0034539550245307714,0.003454344029457242,1.8698089143409244e-17,1.118506920867046e-06,5.269446882691966e-14,2.8774148273620436e-11,4.029714820606672e-07,3.868803490892413e-05,1.2624158232415832e-05,3.2475425525379557e-09,1.4691344060176067e-10,4.915587184937209e-05,8.593427159967471e-10,2.8725402754146057e-11,3.5759851789837245e-07,4.313354470005881e-09,9.510362002890828e-13,6.242995374139794e-15,2.851270611975955e-12,5.5542369656705065e-09,6.285981852306815e-10,3.285839272773767e-15,7.23684408046353e-08,9.55329448090589e-15,6.6890334316175905e-12,1.4314541384709652e-14,2.1912388815640586e-12,1.1084386853180352e-11,4.207459019339942e-08,2.533384210801339e-10,2.5880663605247803e-08,1.0156498031809479e-19,4.0914474433662315e-15,3.362853695223938e-10,1.4377690820772505e-13,1.0101515056331249e-21,5.482990411758827e-14,6.29353563255151e-15,5.4027795572532505e-11,4.6136252731597747e-17,9.456372963022764e-25,2.3164802242913567e-21,2.212712282372844e-10,7.371797986489935e-18,1.4560202825820896e-18,2.7572115936790507e-13,6.335704070429038e-22,1.2380959040699283e-18,2.6636555394879964e-25,2.162184080205529e-10,1.0108387131870552e-14,6.4516470536939575e-18,2.376951059087892e-16,2.0785975954613935e-19,1.0123390987458896e-08,3.675328050643596e-17,2.2239825353469444e-12,1.384418649095663e-09,1.9417772881730963e-11,9.215941794552222e-17,6.340337122933827e-19,1.5452186062438586e-20,8.502190183341662e-17,9.157702483990698e-17,1.0025866888964578e-16,2.900788838423927e-23,2.394585306077928e-25,6.499264149407316e-17,5.02400461156332e-21,3.631231472379184e-20,1.449246410451954e-18,5.5930049844841937e-11,1.4850422520476938e-11,5.328662374584817e-23,1.26524193104527e-19,9.287921336732271e-16,7.64662273802754e-18,2.1793875951970842e-26,3.0906264637915484e-23,4.840091681921049e-16,1.1657710139937964e-22,1.1807353093589756e-20,6.452466882083005e-13,1.2442549767351797e-20,3.524318588788174e-20,1.4438189402626525e-16,1.880339911696665e-23,2.373107745761173e-15,6.243059200076061e-20,2.12284671012225e-22,1.935023282494114e-21,1.0055841856484381e-14,4.1908367833608836e-21,3.4329453705885933e-13
0.0006629031538390416,0.06113998170425369,3.76,0.0,0.8449453227752761,0.9999382394945474,1.7357455081552723e-05,1.096877441972544e-07,9.448883454888728e-10,0.0035120702690257023,0.0035124806915174814,1.9012698150013575e-17,1.1597230569223895e-06,5.358179050517032e-14,2.991232788437805e-11,4.2419276014091457e-07,3.9536351556543285e-05,1.3079048377841429e-05,3.333581885914828e-09,1.5027146720528094e-10,5.090556832912868e-05,8.774636836608799e-10,2.9865779768859793e-11,3.774536522215253e-07,4.546882410853409e-09,9.733476138330966e-13,6.644404159451396e-15,3.0332130338896974e-12,5.701326087040275e-09,6.603441219610395e-10,3.495469958109144e-15,7.507657693761136e-08,1.0128438690060908e-14,7.095975610262573e-12,1.5344621572121253e-14,2.32452823032809e-12,1.1086840403742691e-11,4.2382059847204515e-08,2.537180121855583e-10,2.636373362282548e-08,1.0669438619483163e-19,4.308973122914517e-15,3.4201702419170217e-10,1.5173409926031784e-13,1.0964461897079238e-21,5.608770529950461e-14,6.51734060077525e-15,5.663549081074297e-11,4.937354169583249e-17,1.0012972610543115e-24,2.455297153022402e-21,2.3289279572407276e-10,7.217275254104871e-18,1.4102856882604163e-18,2.959088917895903e-13,6.800604506178769e-22,1.3134062927160406e-18,2.9219609112704347e-25,2.2450477380853574e-10,1.046770893773147e-14,6.931607999482771e-18,2.465250900928301e-16,2.2265749079353604e-19,1.0670197837617761e-08,3.676517532548961e-17,2.3294639122821965e-12,1.3592583379823423e-09,1.9761209539179883e-11,9.425623245616836e-17,6.48450378992763e-19,1.5803539232605247e-20,8.837172708924018e-17,9.578449978235928e-17,1.0619054761294077e-16,3.0162636797775726e-23,2.536262138274777e-25,6.812263205248955e-17,4.967451555728554e-21,3.8335590630300165e-20,1.5720236733984398e-18,5.60131207754224e-11,1.577130766063006e-11,5.157209321695025e-23,1.311144000353443e-19,9.722941368840536e-16,7.92288190435383e-18,2.2581246240304246e-26,3.235740843285489e-23,5.012212231608545e-16,1.2322758886592344e-22,1.2212370187099623e-20,6.809721249804968e-13,1.2885429532447125e-20,3.7918190270972963e-20,1.5726661228918531e-16,2.0480140491039685e-23,2.564587772305694e-15,6.731227125295412e-20,2.2940897274067913e-22,2.0748115718716498e-21,1.0551122958915174e-14,4.34332011138876e-21,3.601476272371171e-13
0.0006738979159944089,0.061140620288467645,3.76,0.0,0.8448853920834148,0.9999364546917356,1.8239956816479925e-05,1.1153541713672049e-07,9.784110224834468e-10,0.00357018057754001,0.0035706132430805997,1.932728045997781e-17,1.2018721217111437e-06,5.4469063902006996e-14,3.107850666181314e-11,4.462128220589706e-07,4.039183588000688e-05,1.3544051894809497e-05,3.421163025259549e-09,1.5366708515841754e-10,5.269941861779616e-05,8.959163401230093e-10,3.103411839444164e-11,3.9808810158460084e-07,4.789410424503095e-09,9.959415580639594e-13,7.066993147757503e-15,3.2246428470102885e-12,5.851048634304938e-09,6.932731844302345e-10,3.716028589001288e-15,7.785618547249306e-08,1.0731506486486913e-14,7.52285773221587e-12,1.6435737551556977e-14,2.464346956204015e-12,1.1089458016974214e-11,4.268262709056696e-08,2.541163391188873e-10,2.6846046751183363e-08,1.1201496510672415e-19,4.5347706904041295e-15,3.4775178116298837e-10,1.5998241490980754e-13,1.1888099965416032e-21,5.73622371949311e-14,6.746787755466287e-15,5.93353077610606e-11,5.279554900634336e-17,1.0596217016289201e-24,2.6009174286130756e-21,2.4498207844561557e-10,7.084780019269137e-18,1.3691819080149596e-18,3.1730709716045847e-13,7.293434467557857e-22,1.3924058353599048e-18,3.201698956890389e-25,2.329846683829029e-10,1.0836074450453779e-14,7.440668440718483e-18,2.556120314895407e-16,2.383128173262091e-19,1.1237785873559136e-08,3.677745937867159e-17,2.4386614163482797e-12,1.3351516268730752e-09,2.0104870502429162e-11,9.64102705158922e-17,6.632585734752201e-19,1.616443618502063e-20,9.18142921713704e-17,1.0014811429307737e-16,1.1240062242424487e-16,3.134756327348306e-23,2.6845833927683866e-25,7.136781641613003e-17,4.9078806274877905e-21,4.0443663361065584e-20,1.7038359352731641e-18,5.610032214504799e-11,1.6738104150237085e-11,4.9776894704215496e-23,1.3567298000407411e-19,1.0172498246893455e-15,8.207859808517072e-18,2.3393467807187387e-26,3.386649854826611e-23,5.188676275521672e-16,1.3016978685706532e-22,1.2626484851559857e-20,7.180045855696639e-13,1.3339485243177773e-20,4.075324338667515e-20,1.7107732665824464e-16,2.2277301344641357e-23,2.768268502182846e-15,7.249490738232839e-20,2.476241778372741e-22,2.222774898399232e-21,1.10636174817829e-14,4.494826017203541e-21,3.775812610622208e-13
