Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293)
0.0001602793273536165,0.05430625950145251,3.76,0.0,0.7370981301630912,0.9999914602288271,2.9185764879665695e-07,2.255611726664171e-08,6.167480772396202e-11,0.0007373894859270404,0.0007373951957107506,3.959440507664882e-18,6.447293661768938e-08,1.0018467507025154e-14,1.2259042932854051e-12,7.739456812974241e-09,7.6280913129569775e-06,7.481244291847069e-07,6.282818413504558e-10,2.856588996806283e-11,4.906256137561159e-06,2.877507009375665e-10,1.179647812259433e-12,4.633918346928955e-09,6.605056580482266e-11,2.0909579874354083e-13,8.961108570769142e-17,4.576601103903342e-14,1.2144128570860696e-09,1.7246811927435442e-11,5.95153250108724e-17,6.223802018088077e-09,1.763496785501958e-16,1.1422661874656572e-13,1.3304879262663055e-16,4.2230892546812187e-14,7.918656636711525e-12,1.4021894182817231e-08,2.1839328436443452e-10,2.093948749047806e-09,2.771023479144367e-21,6.421449902385802e-17,5.84308935391659e-11,3.395528931623893e-15,1.9833446884124458e-24,1.0700457993937854e-14,5.428844367509668e-16,1.673078518583774e-12,3.7957587920978103e-19,2.1561412744646507e-26,5.575256076450218e-23,7.751797694217639e-12,5.561487765540682e-17,1.1942672767655429e-17,1.836524842486661e-15,4.097159956708554e-24,2.3799476826495425e-20,4.0376842948415195e-28,1.0569660064738166e-11,9.13396905616616e-16,3.412316882009207e-20,2.3075280230891162e-17,1.5548024580401012e-21,1.3328179793558385e-10,2.837884640272639e-17,7.986221862521429e-14,3.872623423802391e-09,2.21749977020866e-12,3.4099960250840447e-17,2.6531828788519553e-19,6.455737482992225e-21,6.781694755746783e-18,1.068408738246807e-17,2.2344290870741126e-19,1.860850376111657e-24,5.311237815999454e-28,4.903319979787099e-20,3.311673266468769e-20,5.282097343669939e-22,1.0348786186679351e-20,5.446552940996161e-11,2.2745759728249257e-13,4.557267999534179e-22,1.1990396808950276e-19,5.859819229577379e-16,2.0509693376904482e-20,5.823740322736456e-29,2.2662537392733606e-24,4.834010509119485e-17,1.5249758660335374e-24,7.238690163665315e-22
0.00016801295111861653,0.0543066109798869,3.76,0.0,0.7370622590843061,0.9999909838297246,3.326882155813248e-07,2.3655888356083126e-08,6.7357966020228e-11,0.0007729499386906414,0.000772956386274569,4.150383747287608e-18,7.00592185775505e-08,1.0501689036946914e-14,1.3470033086956258e-12,8.721306541159039e-09,8.011245704945725e-06,8.195973840274911e-07,6.477741875288242e-10,2.981754938562476e-11,5.214576378350953e-06,2.917554833628634e-10,1.2991580257045343e-12,5.3149643711284115e-09,7.514712224164202e-11,2.1828264000960834e-13,1.0077612193532494e-16,5.1496105276778723e-14,1.2520829136283256e-09,1.9182687181757716e-11,6.696653436723176e-17,6.639721815143671e-09,1.9681707402447683e-16,1.2814259413622858e-13,1.535279408413098e-16,4.737723629852761e-14,7.918404918536526e-12,1.4571638787817595e-08,2.1836914417753244e-10,2.3529346017097148e-09,3.0820590432932203e-21,7.337077978573365e-17,6.126083550337421e-11,4.081694995462839e-15,2.3958228250965662e-24,1.1178123037715727e-14,5.769831098079139e-16,1.85519222743288e-12,4.312228995372937e-19,2.393350344178397e-26,6.186291894233567e-23,8.372726637760224e-12,5.622596298370946e-17,1.207221355413747e-17,2.137362802293325e-15,4.775472496777871e-24,2.6699560519095205e-20,4.928712123790297e-28,1.1553196219189125e-11,9.708715003630899e-16,3.9851504385532676e-20,2.4522873808946657e-17,1.7888510976890754e-21,1.5216848885713712e-10,2.8379113061684986e-17,8.848351053460426e-14,3.892306983692061e-09,2.44218908218154e-12,3.4325905329278664e-17,2.6707342875217353e-19,6.498444681230528e-21,7.126368591096921e-18,1.0911810654989152e-17,2.664837468481499e-19,1.9794741928503785e-24,6.334213967595743e-28,5.860939885207491e-20,3.345872837999756e-20,6.009139493349903e-22,1.1455850091892298e-20,5.445912397845648e-11,2.5834210702575283e-13,4.603687133295936e-22,1.3712216772460622e-19,7.093587364920265e-16,2.3828933713814997e-20,6.766195245235053e-29,2.384551229972998e-24,5.1354592417812265e-17,1.7347962361918195e-24,7.906423401056481e-22
0.00017574657488361655,0.05430696246164629,3.76,0.0,0.7370263817946604,0.9999905004393145,3.771925328028642e-07,2.4755550452599216e-08,7.328667935236908e-11,0.0008085085915474004,0.0008085158439974905,4.3413173232252476e-18,7.588575655544934e-08,1.0984892766363079e-14,1.4742055852210188e-12,9.781340313440081e-09,8.396373322553574e-06,8.941770566469882e-07,6.677050760023725e-10,3.107906756362251e-11,5.530823900912806e-06,2.9585340271879075e-10,1.4248309864998133e-12,6.061942940942774e-09,8.504748010670414e-11,2.2754508801271013e-13,1.1285605001289366e-16,5.769464867862663e-14,1.2906002332596901e-09,2.1246085117393288e-11,7.502683034512764e-17,7.068430616129317e-09,2.187925805307195e-16,1.431214864113388e-13,1.7620117734543682e-16,5.291670754859801e-14,7.918158904075902e-12,1.5111304419050677e-08,2.1834665746200672e-10,2.6249970321908624e-09,3.413583715601322e-21,8.335311284923821e-17,6.409207392874462e-11,4.860062197227944e-15,2.8726110528062226e-24,1.1657941990082719e-14,6.119563781794035e-16,2.04845669470922e-12,4.881172259113698e-19,2.647082841030704e-26,6.84025102889375e-23,9.029044788547385e-12,5.643578350045787e-17,1.2115671835136717e-17,2.472487256240979e-15,5.531809021367958e-24,2.9821171437498676e-20,5.968625806899805e-28,1.2582967395087265e-11,1.0298188638460253e-15,4.6253465647402397e-20,2.6007235688469728e-17,2.047509022040009e-21,1.7277386595293025e-10,2.837945718725769e-17,9.758155980674047e-14,3.898131428506713e-09,2.6744972106786654e-12,3.456303285554812e-17,2.6891554410672233e-19,6.543268151384697e-21,7.488766552954994e-18,1.1156574832874771e-17,3.1542270355203605e-19,2.0993462549587055e-24,7.497361137031118e-28,6.951728099542821e-20,3.35640329892457e-20,6.800350907095058e-22,1.2655652688999522e-20,5.445313030907748e-11,2.9179831553031086e-13,4.617449795037623e-22,1.5543301363633305e-19,8.497956611658855e-16,2.7414224832193195e-20,7.784185696863559e-29,2.509194861692138e-24,5.444658630396732e-17,1.963180385669596e-24,8.600156190130423e-22
0.00018348019864861657,0.054307313947516936,3.76,0.0,0.7369904981169784,0.9999900099200798,4.2552552045987094e-07,2.58551099610957e-08,7.946029663886931e-11,0.0008440654407524505,0.0008440735692831576,4.532241215426394e-18,8.195442562188259e-08,1.1468078677107654e-14,1.6075751229741126e-12,1.0922688663814353e-08,8.783539457822692e-06,9.718547611780178e-07,6.880752550948686e-10,3.2350637031594276e-11,5.85517588625175e-06,3.0004460872294355e-10,1.5567306744977896e-12,6.8781781112999e-09,9.578798714876529e-11,2.368846645340964e-13,1.258978932515779e-16,6.438540386825783e-14,1.3299662420387077e-09,2.3440935301507994e-11,8.37271018768607e-17,7.510212761292296e-09,2.4234397124891466e-16,1.592114221602511e-13,2.0121949612121775e-16,5.886710195463612e-14,7.917918856751194e-12,1.564104423200288e-08,2.1832589540400238e-10,2.9092381353649614e-09,3.766228875748656e-21,9.419617976892544e-17,6.692461281296199e-11,5.73644972337533e-15,3.4207941727562686e-24,1.2140719233842121e-14,6.478237753427441e-16,2.2531467977502567e-12,5.506174587553552e-19,2.9180305130818916e-26,7.539002320969447e-23,9.722544436470472e-12,5.626925624142157e-17,1.2078419097490908e-17,2.84439635970093e-15,6.371891726824848e-24,3.317433734411776e-20,7.1755017367432635e-28,1.3659405576996355e-11,1.090271947161299e-15,5.338036888370534e-20,2.7530162699628567e-17,2.332467317148757e-21,1.9517715740914922e-10,2.837987982956813e-17,1.071613922478419e-13,3.891043413519364e-09,2.913672007551316e-12,3.4811489606573134e-17,2.7084576793658914e-19,6.590235492052744e-21,7.86911579547337e-18,1.141911496717143e-17,3.707611995754567e-19,2.220797202061291e-24,8.812594775015749e-28,8.185845496599871e-20,3.344784137583216e-20,7.658709438347502e-22,1.3955966866649112e-20,5.444756612629299e-11,3.27939524568373e-13,4.600649735748891e-22,1.7475930546911565e-19,1.0083024250686335e-15,3.125478080994501e-20,8.874648660100773e-29,2.6403027791986843e-24,5.76178190865822e-17,2.2109759489831136e-24,9.3195914144145e-22
0.00019894744617861661,0.05430801693473237,3.76,0.0,0.7369187108872147,0.9999890069472284,5.342953189928754e-07,2.8053948199563928e-08,9.254030227342422e-11,0.0009151737130048117,0.0009151838243741531,4.914059867227373e-18,9.48258366517876e-08,1.2434396969441699e-14,1.8930798032205713e-12,1.3462042913707955e-08,9.56423866894708e-06,1.1364779057209106e-06,7.301372555909422e-10,3.492467832303982e-11,6.5289035948796255e-06,3.0870765077676e-10,1.8394738861630688e-12,8.731887706584628e-09,1.1993684554911882e-10,2.5580115571473613e-13,1.5506445224919404e-16,7.934311588041037e-14,1.4112515370784608e-09,2.824114065723323e-11,1.031769952865094e-16,8.434137079099583e-09,2.944580468245142e-16,1.949261800589369e-13,2.589279279129088e-16,7.207526291752715e-14,7.917457923278642e-12,1.6671329771581793e-08,2.1828984164662348e-10,3.5104212580219814e-09,4.537475267716883e-21,1.1860343886767415e-16,7.259356087748014e-11,7.805235940482825e-15,4.7622220699669816e-24,1.3114009697256191e-14,7.223192616737057e-16,2.697938553947812e-12,6.939429083173163e-19,3.5144591152621695e-26,9.078695492073679e-23,1.1228378071713651e-11,5.493265509096471e-17,1.1788784340324141e-17,3.7091264661319225e-15,8.327481808930097e-24,4.0617372278779936e-20,1.0170239347663693e-27,1.595406875392548e-11,1.2158273627625169e-15,7.002658142750873e-20,3.0693264134592584e-17,2.988380200958053e-21,2.456981186036753e-10,2.8380963957439595e-17,1.2779041162394607e-13,3.8421751964009655e-09,3.4095798316303167e-12,3.534299332254146e-17,2.749752287423234e-19,6.6907158389988506e-21,8.684607753389247e-18,1.2000494467628118e-17,5.027269669396403e-19,2.4700288999471104e-24,1.1948990456976769e-27,1.1123881635230652e-19,3.262650201235091e-20,9.58854047383546e-22,1.6891877080710267e-20,5.443780006403602e-11,4.087516133252176e-13,4.485768700070141e-22,2.161081460331682e-19,1.3831677080322517e-15,3.964606182558526e-20,1.125719645196631e-28,2.9224081363489585e-24,6.420494658237664e-17,2.7682634438564526e-24,1.0834464972773276e-21
0.00020813238518986008,0.05430843440253013,3.76,0.0,0.7368760683570323,0.999988397149596,6.069306977526432e-07,2.9359529250107367e-08,1.007691475191567e-10,0.0009573966119558081,0.0009574080578395857,5.140777378488607e-18,1.0293766287018406e-07,1.3008193399140722e-14,2.0746415613366624e-12,1.5140469838543575e-08,1.0032019359243722e-05,1.2400722360000606e-06,7.559519330607628e-10,3.647320544164331e-11,6.945244400885086e-06,3.140297327307527e-10,2.0195080829913433e-12,9.981295917133343e-09,1.3605933297939022e-10,2.671879715479091e-13,1.7446630558906921e-16,8.92889877614933e-14,1.4611381320570161e-09,3.136163621059235e-11,1.1610969112249065e-16,9.009014063708742e-09,3.287631063836899e-16,2.1850484921926409e-13,2.984815138424159e-16,8.079525880763981e-14,7.917197266923081e-12,1.7265094417993163e-08,2.1827208384574883e-10,3.885423183676743e-09,5.038843941803802e-21,1.349062194275753e-16,7.596235239177695e-11,9.246559504226173e-15,5.735661168872925e-24,1.36972148902545e-14,7.683508404854557e-16,2.9851880952875394e-12,7.916647352258483e-19,3.9050368103801397e-26,1.008812679079584e-22,1.2202472599445333e-11,5.3600355722465456e-17,1.150138624168722e-17,4.306302345075838e-15,9.679465755957128e-24,4.5531229191137576e-20,1.237385958667222e-27,1.7407393186661653e-11,1.2934071983075263e-15,8.157374238745815e-20,3.2648008257348253e-17,3.4371059790602296e-21,2.795191471872556e-10,2.83817609738757e-17,1.4098666241451477e-13,3.794044299160828e-09,3.71315306714353e-12,3.568085000462103e-17,2.7760033869027937e-19,6.75459140760519e-21,9.204087355839881e-18,1.2383249567797275e-17,5.959622016796355e-19,2.6232008713741518e-24,1.4164859747548411e-27,1.3190471270070497e-19,3.1823750095626616e-20,1.0876935781724704e-21,1.8871080717861887e-20,5.4432910210201515e-11,4.624513522499822e-13,4.374061334435985e-22,2.4211412156817295e-19,1.644375431019739e-15,4.5033451832118737e-20,1.2786833514327218e-28,3.1028257998548263e-24,6.827556824819793e-17,3.14044757365866e-24,1.178132707808405e-21
0.00021731732420110354,0.05430885188075915,3.76,0.0,0.7368334157639678,0.9999877764902608,6.858770591591757e-07,3.0665007679202755e-08,1.0934160150564154e-10,0.000999616943959642,0.0009996298504678428,5.367481108261584e-18,1.1140264245650541e-07,1.3581964585954878e-14,2.2653038372888664e-12,1.695268523079588e-08,1.0503031501102141e-05,1.3480104599916068e-06,7.823930111876024e-10,3.803698544985047e-11,7.374069325300814e-06,3.1948480066310096e-10,2.2087262759191494e-12,1.1348571610080132e-08,1.5358787941904115e-10,2.786921834703756e-13,1.955311450614493e-16,1.0008369637084723e-13,1.512234793870489e-09,3.4692086576821987e-11,1.3014599314790183e-16,9.604020614205389e-09,3.6573022540891314e-16,2.439636209192462e-13,3.4233801180805753e-16,9.021058924816902e-14,7.916947204369396e-12,1.7845685793584158e-08,2.1825720076266434e-10,4.271759666865338e-09,5.573946246816642e-21,1.526289214991427e-16,7.933286553919669e-11,1.0855946229931647e-14,6.859747127831354e-24,1.428454645067385e-14,8.157596296387245e-16,3.290287437664273e-12,8.99643681440185e-19,4.324357419283244e-26,1.1172828221905797e-22,1.3239980228564846e-11,5.1945186775982564e-17,1.1144843152081405e-17,4.971913583305961e-15,1.1187492466483614e-23,5.083690599745375e-20,1.494502989789277e-27,1.8929265526343814e-11,1.3733065776291713e-15,9.448567608850145e-20,3.4661574022153166e-17,3.9340487750496104e-21,3.163559055866636e-10,2.838267418297735e-17,1.5490529721245004e-13,3.7338667962083905e-09,4.02199094889455e-12,3.6035599612997313e-17,2.803568200461385e-19,6.82166352471215e-21,9.75032325467511e-18,1.2795521982504912e-17,7.014417200670821e-19,2.7811936744644417e-24,1.667171061284563e-27,1.5515940923127492e-19,3.083297248249287e-20,1.2277727497245703e-21,2.1046469404296857e-20,5.442873627772541e-11,5.206757045929747e-13,4.236384656344052e-22,2.690013284894374e-19,1.9357208920720888e-15,5.068430528426455e-20,1.4391266794116176e-28,3.2931341795376845e-24,7.24682495717335e-17,3.545211433960477e-24,1.2762941306047003e-21
0.000226502263212347,0.054309269370731605,3.76,0.0,0.7367907528073402,0.9999871447420053,7.713920447889655e-07,3.1970396696953295e-08,1.1825770341056025e-10,0.0010418347023334023,0.0010418492030577575,5.594171020773639e-18,1.2022422105553904e-07,1.4155710498487529e-14,2.4651867305880962e-12,1.8904285148514495e-08,1.097736770652276e-05,1.4602922560994144e-06,8.094630584803887e-10,3.961630622969602e-11,7.815679120345426e-06,3.2507339579155536e-10,2.40724835403922e-12,1.2839603240201772e-08,1.7258708075421888e-10,2.903161264870555e-13,2.1835456181964655e-16,1.1177544040956196e-13,1.5645464537979144e-09,3.823983937098529e-11,1.4534855040240593e-16,1.021963947655293e-08,4.054955635076919e-16,2.7139977272729416e-13,3.9081200966408283e-16,1.0035722357453129e-13,7.916708521927542e-12,1.8413324466301512e-08,2.1824532025812909e-10,4.667754805215134e-09,6.143962762110449e-21,1.7183045630035592e-16,8.270503685633429e-11,1.2640265612746676e-14,8.151216206655183e-24,1.4876127748701753e-14,8.645787734860768e-16,3.613760970063143e-12,1.0186191571616633e-18,4.773799476918329e-26,1.2336547727665437e-22,1.4344128659909169e-11,5.003157866946838e-17,1.0732981538913615e-17,5.711216938001881e-15,1.2863608533942622e-23,5.6554671098213e-20,1.792955399694313e-27,2.0520502740741573e-11,1.4555813902730721e-15,1.0887174277704431e-19,3.6735408328579116e-17,4.482731089806992e-21,3.563480273781412e-10,2.838370527087381e-17,1.6956267845427616e-13,3.6634127247006664e-09,4.334923746844653e-12,3.6407513890965e-17,2.832467843040137e-19,6.891983566571803e-21,1.0323748597895126e-17,1.3238593394312315e-17,8.201515943182985e-19,2.9448028691067594e-24,1.9492975120447278e-27,1.8115082166916645e-19,2.969236073215684e-20,1.3796116788957623e-21,2.3436224897982185e-20,5.442531009714294e-11,5.836550389471027e-13,4.078000446593483e-22,2.9660837193770045e-19,2.258108053266418e-15,5.656625427168509e-20,1.6061305836277216e-28,3.493574777332129e-24,7.678593107174521e-17,3.984085164624608e-24,1.3778951976622515e-21
0.00023476870832246614,0.054309645122832394,3.76,0.0,0.7367523470360178,0.9999865665001382,8.541847066267699e-07,3.3145181747574264e-08,1.265762373784326e-10,0.0010798284788144836,0.0010798445347694732,5.7981800982936205e-18,1.284714331984243e-07,1.4672060184102815e-14,2.653066285460411e-12,2.0784591271965794e-08,1.14071860249935e-05,1.5650617657455014e-06,8.343662131010096e-10,4.1051214315272936e-11,8.224308581780479e-06,3.302177933136408e-10,2.5939741552438373e-12,1.4292271417528532e-08,1.909978743611528e-10,3.0088193925453564e-13,2.4048153292680465e-16,1.2310645476997983e-13,1.6126702729684813e-09,4.162482325111926e-11,1.600819146283246e-16,1.0791720623730067e-08,4.437936334406451e-16,2.9786648659452043e-13,4.3865898652557505e-16,1.1014534035190318e-13,7.916504141668942e-12,1.891330458584358e-08,2.1823730501106494e-10,5.031060802040922e-09,6.6878275182765444e-21,1.9042521262493895e-16,8.574134869738074e-11,1.4400786686312437e-14,9.471481511709791e-24,1.5412316316267445e-14,9.09749359382258e-16,3.921042253029666e-12,1.1357382859820102e-18,5.205232953840161e-26,1.3454672993797192e-22,1.5397551973975456e-11,4.8139889319832916e-17,1.0326059339767918e-17,6.444157320692074e-15,1.452628183432835e-23,6.207039636550991e-20,2.1010268575497432e-27,2.2012612811138287e-11,1.5317060867190152e-15,1.2317469710663556e-19,3.8654672901756653e-17,5.023834260158148e-21,3.951555174356581e-10,2.838473546614963e-17,1.8340097834030386e-13,3.592641606898603e-09,4.6191504883594435e-12,3.6757141608702716e-17,2.859636587316695e-19,6.958091860334396e-21,1.0863445299567978e-17,1.3664753994432712e-17,9.391441352730183e-19,3.0974941739644322e-24,2.232093813752699e-27,2.0700046724861326e-19,2.856815339257769e-20,1.5267585604727863e-21,2.5786405949911114e-20,5.4422893283186524e-11,6.446004337084634e-13,3.9219449177235985e-22,3.219426803129816e-19,2.5754000099229622e-15,6.203078379527931e-20,1.7612821311297619e-28,3.6828422095319324e-24,8.078115978431973e-17,4.409520734468972e-24,1.4722501217485094e-21
0.00024303515343258527,0.05431002088646627,3.76,0.0,0.7367139324046196,0.999985978927561,9.426947539773627e-07,3.4319915990554205e-08,1.3517370765628513e-10,0.0011178201601537926,0.0011178378911347298,6.002177927624503e-18,1.3701293380387398e-07,1.5188389348660427e-14,2.8486049646248317e-12,2.2786597546284243e-08,1.1839831470220247e-05,1.6733556412152468e-06,8.597833872627918e-10,4.249913724823134e-11,8.643759517382086e-06,3.3547131404027134e-10,2.788426090709298e-12,1.5854414853177616e-08,2.107012901354794e-10,3.1154822932416996e-13,2.641892568307818e-16,1.3524281236563386e-13,1.661786992253796e-09,4.519751602138465e-11,1.7586229605761933e-16,1.1381245397417944e-08,4.845795842630045e-16,3.2609321584033627e-13,4.907648642551965e-16,1.205843593577446e-13,7.916310334628426e-12,1.9403126781066136e-08,2.1823192739221626e-10,5.399730169474249e-09,7.261851712374498e-21,2.1030930496426119e-16,8.877888646271662e-11,1.6311883272040956e-14,1.0955871434947214e-23,1.5952183728703366e-14,9.561136529785524e-16,4.244046070104251e-12,1.2629807294451698e-18,5.66330398930584e-26,1.4642902604841718e-22,1.651004435822666e-11,4.61320360476562e-17,9.894308373865778e-18,7.24547996147568e-15,1.6345028978956453e-23,6.795290329691239e-20,2.4505762465303846e-27,2.3562204693207206e-11,1.6098414013401259e-15,1.3885316986437606e-19,4.062514171288246e-17,5.612658686790177e-21,4.367374561567001e-10,2.838586383643233e-17,1.9786697709627307e-13,3.5161462446042295e-09,4.905047624421445e-12,3.712110310837246e-17,2.8879199645495593e-19,7.026912295411757e-21,1.1425856448620393e-17,1.4117843917978663e-17,1.070444820471277e-18,3.2559011059523194e-24,2.5441396278439407e-27,2.3528159481095787e-19,2.737758566399362e-20,1.6842510068801262e-21,2.834125948039588e-20,5.442113337107952e-11,7.09774400505583e-13,3.7566940001728626e-22,3.4763060319116076e-19,2.9188345042396033e-15,6.763316580595146e-20,1.9203469762345199e-28,3.8807112417134415e-24,8.488219217119619e-17,4.864997981187901e-24,1.5693432191657146e-21
0.0002513015985427044,0.054310396662591985,3.76,0.0,0.7366755086911208,0.9999853818594661,1.037110506861602e-06,3.5494610276216e-08,1.4405062269592126e-10,0.0011558097412746452,0.0011558292725712953,6.206164481596105e-18,1.458513640577141e-07,1.5704697968723232e-14,3.051895401517968e-12,2.4914560024196466e-08,1.2275364251830572e-05,1.7851796979278145e-06,8.857170062886478e-10,4.396026979711376e-11,9.074254032068064e-06,3.4083447503401923e-10,2.9906965293852118e-12,1.7530487953496613e-08,2.3174629471931217e-10,3.223166076432411e-13,2.895561928428945e-16,1.482240071039489e-13,1.711901274867024e-09,4.8963636555266444e-11,1.9274102692118575e-16,1.1988570407579007e-08,5.279638323269953e-16,3.5615904005658674e-13,5.473921361391744e-16,1.3170352024507498e-13,7.916127803732461e-12,1.9882948252540517e-08,2.182292850390149e-10,5.772681480599761e-09,7.866954229677262e-21,2.3152651696962556e-16,9.18175886457583e-11,1.8376978088112684e-14,1.26192721221288e-23,1.6495814876261874e-14,1.0036961266381935e-15,4.58318500959807e-12,1.4009604941271724e-18,6.149129263873776e-26,1.590428402827012e-22,1.76840755428729e-11,4.404732793233888e-17,9.446152990829878e-18,8.119593756572117e-15,1.832995690077512e-23,7.421866813162715e-20,2.8458676655371726e-27,2.5169909133504393e-11,1.6900285787020574e-15,1.5599951461439462e-19,4.2647905599145584e-17,6.252146945098476e-21,4.811991546232388e-10,2.8387091700046296e-17,2.129764017217621e-13,3.435070131645428e-09,5.191920178361418e-12,3.7499607661339394e-17,2.9173342341776853e-19,7.098484433895268e-21,1.201132031373458e-17,1.4598804928391572e-17,1.214842858751745e-18,3.420528274584528e-24,2.8873103426832124e-27,2.660906812714361e-19,2.6143786768991012e-20,1.8524859179207224e-21,3.111700299649144e-20,5.442005466346604e-11,7.793663845581573e-13,3.585433759321912e-22,3.7357788634937525e-19,3.288717090939503e-15,7.33515814201458e-20,2.0827056273851674e-28,4.087379560104617e-24,8.909119979941725e-17,5.3516882895693886e-24,1.6691549430802989e-21
0.0002595680436528235,0.05431077245216957,3.76,0.0,0.7366370756724488,0.9999847751312124,1.1376206530158647e-06,3.666927585117055e-08,1.532076349107889e-10,0.0011937972170336943,0.0011938186794214806,6.410139732682966e-18,1.5498940394930383e-07,1.622098602066732e-14,3.2630316894678266e-12,2.7172792367290414e-08,1.27138423542724e-05,1.9005415690744158e-06,9.121696604116107e-10,4.543480211520721e-11,9.516015286750972e-06,3.463078299752932e-10,3.2008792602260994e-12,1.932499793545416e-08,2.541824683289211e-10,3.3318865770367607e-13,3.166637339953534e-16,1.6209098605522696e-13,1.7630181025992205e-09,5.292901930429108e-11,2.1077132745899159e-16,1.261405400165494e-08,5.740604521579468e-16,3.8814570517301823e-13,6.088145293434858e-16,1.4353304822931588e-13,7.915957286687398e-12,2.0352926459638e-08,2.18229478090802e-10,6.148900976903448e-09,8.504072527489003e-21,2.5412096661670544e-16,9.485739199008176e-11,2.059901586932752e-14,1.4477491053030722e-23,1.7043324818653913e-14,1.052521367801521e-15,4.9388811190309055e-12,1.5503169322524603e-18,6.663862430603161e-26,1.7241969262945078e-22,1.8922153934023403e-11,4.192114382245598e-17,8.989171438380039e-18,9.071102765790592e-15,2.049162101148522e-23,8.088472245228971e-20,3.2914948223857645e-27,2.6836366673073934e-11,1.7723090491478793e-15,1.7471036244314068e-19,4.4724139354805127e-17,6.945368179566746e-21,5.286470752766572e-10,2.838842040413425e-17,2.2874605280753865e-13,3.350485656819163e-09,5.479133077995035e-12,3.789286798238391e-17,2.947895911901664e-19,7.172848462557863e-21,1.2620181986315337e-17,1.5108580266170153e-17,1.3731510833881983e-18,3.5918408467632e-24,3.263537482450779e-27,2.995217764689923e-19,2.48875200329205e-20,2.0318669134001037e-21,3.4130895455504545e-20,5.4419682098099396e-11,8.53573019158018e-13,3.4110241149662646e-22,3.997018312117156e-19,3.6852616489181474e-15,7.916603194622959e-20,2.2477902790383046e-28,4.3030519401933715e-24,9.341036456064157e-17,5.870781895114108e-24,1.771667786897738e-21
0.0002678344887629426,0.05431114825616102,3.76,0.0,0.7365986331244143,0.9999841585782828,1.244414343318255e-06,3.784392436469199e-08,1.6264553714545772e-10,0.001231782582220065,0.0012318061119448414,6.6141036529997304e-18,1.6442977132638468e-07,1.673725348067645e-14,3.4821093149655035e-12,2.9565666684878883e-08,1.3155321574218904e-05,2.0194506628841743e-06,9.391441002671088e-10,4.692291976944444e-11,9.96926756785877e-06,3.518919681893083e-10,3.419069423055071e-12,2.1242505574432567e-08,2.7806001398121585e-10,3.4416593585782476e-13,3.45596287874685e-16,1.7688618820084726e-13,1.815142767132883e-09,5.709961490963383e-11,2.300083562279543e-16,1.325805638108085e-08,6.229872520386049e-16,4.2213767457121225e-13,6.753173853432707e-16,1.5610417294889076e-13,7.91579955301374e-12,2.0813219553598552e-08,2.182326093414204e-10,6.527449825639164e-09,9.174162733496807e-21,2.781371349224546e-16,9.789823291039761e-11,2.2980489743153033e-14,1.654729387318584e-23,1.7594821067006682e-14,1.102614086742372e-15,5.311565817372569e-12,1.7117155817335466e-18,7.208694837474301e-26,1.8659216961316717e-22,2.0226827458064975e-11,3.978460769950951e-17,8.530027443138998e-18,1.010481267092255e-14,2.2841040083666474e-23,8.796866381338722e-20,3.792400401220873e-27,2.8562227104849164e-11,1.8567244414388037e-15,1.9508676301236255e-19,4.685501940507008e-17,7.695522043952949e-21,5.791888489556157e-10,2.838985132250037e-17,2.451937171644832e-13,3.2633864011255665e-09,5.76611341430334e-12,3.830110008652443e-17,2.979621771099155e-19,7.250045194996999e-21,1.3252793249500144e-17,1.5648114723473595e-17,1.5462069278216317e-18,3.770261327634037e-24,3.674811025847068e-27,3.3566743078218344e-19,2.3627010716016227e-20,2.222803685335941e-21,3.740129199183269e-20,5.442004128578156e-11,9.32598307302259e-13,3.2359751373342623e-22,4.259324465803422e-19,4.108603958465149e-15,8.505879875279746e-20,2.415097866524625e-28,4.527940378313971e-24,9.784187935086368e-17,6.423488729100562e-24,1.8768663159275865e-21
