Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293)
3.555016869197343e-07,0.054298990656354094,3.76,0.0,0.737838817372235,0.9999999839644694,3.906444286697354e-11,1.61963915945323e-11,1.7403365982982484e-12,1.6363711663834735e-06,1.636371183612549e-06,8.785567101766502e-21,3.257562069752612e-11,2.1955971831535124e-17,1.3952639529749212e-16,1.3529851327841416e-14,1.5384701433091522e-08,3.5490156251528285e-12,3.16297946439817e-10,4.458277065881232e-12,7.177004431167037e-09,2.25423576043234e-10,1.6254278975482608e-17,4.4295093266189814e-14,9.155735944463709e-17,3.248638886613841e-14,1.4125108038989454e-21,4.409294192929834e-20,6.029090079857068e-10,4.640689273171086e-17,5.627091656295064e-23,7.748461762838e-12,9.23738576116297e-21,1.1534182947717093e-19,8.806229720032113e-23,2.926079976189719e-20,7.857871403316663e-12,2.984690552972172e-11,2.995988532784423e-11,3.036237553064891e-17,7.452394794831097e-27,4.853484508263077e-21,1.0518146683603166e-13,3.535055614311658e-24,5.779244020267469e-32,1.5163091042103951e-16,7.121736749962852e-19,4.456793423975819e-18,6.561449628629689e-23,4.187796528568725e-30,1.2651355586826808e-26,1.1743906941915071e-14,8.775294432830106e-23,2.286633688293221e-23,2.9058797349037303e-22,3.64181758930892e-32,1.7768287256278128e-26,1.6766672635031806e-36,4.455241590254019e-15,3.5339294532533346e-19,1.1834950704732712e-27,3.456230616568271e-21,5.118944799947248e-27,1.7556738562992608e-16,2.838942707608762e-17,4.247717765178539e-20,1.3505422621983389e-11,6.611332975029748e-18,3.1719963136263955e-17,2.391197167522493e-19,5.826244385588745e-21,3.3109325529629535e-18,8.655635075281966e-18,5.843418127406426e-29,2.5930912440845526e-26,4.670729046564601e-37,2.2174034427712617e-29,3.9817338135970627e-25,6.207626776613971e-29,7.199684182998055e-27,5.114150720165378e-12,1.4835276049683443e-21,5.542373113312822e-27,5.4051391500796165e-28,5.8233515626806384e-27,7.620498235505424e-31,2.2778224157900626e-39,1.0882640667052003e-24,4.412539048478972e-19,1.3119959643005557e-31,8.669494353173627e-28
3.7092003070357033e-07,0.054298991357295746,3.76,0.0,0.7378387460372456,0.9999999832450178,4.126556294548347e-11,1.7006872303443442e-11,1.7443589374892392e-12,1.7073415858571939e-06,1.707341604603865e-06,9.166645520659168e-21,3.427476984762284e-11,2.2920102467988605e-17,1.4616538417040612e-16,1.491670597248593e-14,1.6098500500979417e-08,3.8784958983796935e-12,3.1718017472522584e-10,4.467628110664296e-12,7.53512252531512e-09,2.2543719481442383e-10,1.723285559558021e-17,4.799688884174985e-14,9.986956625092901e-17,3.2559206749165216e-14,1.496454492711282e-21,4.883994213675733e-20,6.05825828457365e-10,5.1152622622707214e-17,6.23833113452285e-23,8.161357389712473e-12,9.736647584033286e-21,1.2678701121688458e-19,9.717790562663493e-23,3.266621316990643e-20,7.870422308595244e-12,3.1467901408677835e-11,3.108745597548486e-11,3.444969004861224e-17,8.214683682419279e-27,5.072749478809907e-21,1.1075981697791701e-13,3.8800913910404855e-24,6.349428372501066e-32,1.5794278285200394e-16,7.50844600575701e-19,4.927453023111832e-18,7.035964585741016e-23,4.4070562983921925e-30,1.331255207054034e-26,1.2255924100365539e-14,9.924970510624396e-23,2.583181785499451e-23,3.2060437679026015e-22,4.1953932363216763e-32,1.9766377823402803e-26,1.8789743661002976e-36,4.642678219915583e-15,3.84737422735903e-19,1.3274453852305711e-27,3.812865293123604e-21,5.4433020812391445e-27,1.9107247658071607e-16,2.8389425000419424e-17,4.844397414426971e-20,1.4091157861512093e-11,7.198226341751898e-18,3.171999855966019e-17,2.402038609326483e-19,5.8515040163229045e-21,3.3109541585144696e-18,8.656652689184402e-18,6.967076540604848e-29,2.6228501979173667e-26,5.208029359110474e-37,2.639908909955889e-29,4.336458954029238e-25,7.151627339919691e-29,8.201158768951083e-27,5.397959367928971e-12,1.7062907557727633e-21,6.0335881129197946e-27,6.169105795256083e-28,6.940317816882056e-27,9.037272090588435e-31,2.6959960733118444e-39,1.0882714064260198e-24,4.447549224721879e-19,1.5245407116543016e-31,9.911084085947974e-28
3.8633837448740635e-07,0.0542989920582414,3.76,0.0,0.7378386747022316,0.9999999825254122,4.347134084954137e-11,1.7825625265446982e-11,1.7477324804349596e-12,1.7783119984650527e-06,1.778312018797982e-06,9.547723902685512e-21,3.5977284801496426e-11,2.3884233035158093e-17,1.5282494346789122e-16,1.6375025770987098e-14,1.6812842449409515e-08,4.222917283486232e-12,3.179408086562938e-10,4.47596951679137e-12,7.89380100568703e-09,2.2544976265472195e-10,1.8232254386431266e-17,5.1835356940007147e-14,1.0854662903200608e-16,3.262418769438092e-14,1.5813710842418538e-21,5.3850151246422084e-20,6.083351342351003e-10,5.614503846416301e-17,6.883760182662121e-23,8.575417801125927e-12,1.0238915269042526e-20,1.3879976354378442e-19,1.0675788298427881e-22,3.627658646281569e-20,7.880627429270506e-12,3.3091171394815875e-11,3.2207025260425485e-11,3.888916063518941e-17,9.016606504649727e-27,5.2910799630217135e-21,1.1634543376294213e-13,4.2413744778603576e-24,6.948220606484398e-32,1.6421766348991573e-16,7.896198837164221e-19,5.423030100688545e-18,7.520271708552778e-23,4.6265142878399754e-30,1.3974212751194812e-26,1.2767945416980223e-14,1.116729405620685e-22,2.903144362226009e-23,3.522063722544807e-22,4.803261967097337e-32,2.1880443790667818e-26,2.094284803953999e-36,4.829472864700223e-15,4.1717993115663147e-19,1.4811968461937792e-27,4.1864646031922714e-21,5.773867611320972e-27,2.072154817455185e-16,2.838942292072007e-17,5.492659409127608e-20,1.467689264843878e-11,7.810137393301517e-18,3.1720033947043354e-17,2.411361297785828e-19,5.873225121004841e-21,3.310975655096096e-18,8.657533769736511e-18,8.245567954847523e-29,2.652326971262353e-26,5.792835627019552e-37,3.119793435936504e-29,4.706319163835704e-25,8.186919598697021e-29,9.289888770013659e-27,5.6813613386876976e-12,1.950711319633643e-21,6.54565634169143e-27,7.002151165376135e-28,8.211129212953378e-27,1.0643583370879656e-30,3.1693989748034495e-39,1.0882787091807193e-24,4.482614664233882e-19,1.7596301266400453e-31,1.125823152994395e-27
4.0175671827124237e-07,0.05429899275919046,3.76,0.0,0.7378386033671942,0.9999999818056721,4.568103059856623e-11,1.865259245497009e-11,1.7505701062506084e-12,1.8492824042070038e-06,1.8492824261949557e-06,9.928802247845276e-21,3.768280938292164e-11,2.4848363532840803e-17,1.5950510031785952e-16,1.790491413033183e-14,1.7527650981435117e-08,4.582289885931403e-12,3.185971734356124e-10,4.4834452994140374e-12,8.252963356918193e-09,2.254614381643259e-10,1.9252500391464645e-17,5.580957320484389e-14,1.1758884323144291e-16,3.268244865396868e-14,1.6672606297866095e-21,5.912546235478004e-20,6.104949479678196e-10,6.138478631192913e-17,7.56362563771602e-23,8.990482367685202e-12,1.0744088918187582e-20,1.5138236623070765e-19,1.1680252189843056e-22,4.0093129526862523e-20,7.888925214579473e-12,3.471627831637426e-11,3.331882891753403e-11,4.3695416908500217e-17,9.858267147523995e-27,5.508575267555758e-21,1.2193695936871738e-13,4.6189871745345255e-24,7.575926203116533e-32,1.7045709662865557e-16,8.284880922423976e-19,5.943588187429051e-18,8.014033990961501e-23,4.846142340684004e-30,1.4636251973664403e-26,1.3279970879810325e-14,1.2505304440935037e-22,3.247236660130787e-23,3.8540338494748996e-22,5.468014050151572e-32,2.4111131904131665e-26,2.3227592950213634e-36,5.015640752732697e-15,4.506897455684789e-19,1.6449215087712162e-27,4.576870332804171e-21,6.1106458642723416e-27,2.23994248480137e-16,2.838942083557665e-17,6.194256303075568e-20,1.5262626967303662e-11,8.447073717774395e-18,3.172006924514094e-17,2.41937805003855e-19,5.89190353932678e-21,3.3109970586064953e-18,8.65829780696014e-18,9.692389758566373e-29,2.681540561855572e-26,6.428362535449299e-37,3.661944590607727e-29,5.09131450151049e-25,9.317537558387675e-29,1.0469227139195751e-26,5.96417986820877e-12,2.2178405573897552e-21,7.078577736273283e-27,7.9072969685977605e-28,9.649358397397368e-27,1.2455682099219992e-30,3.7027051895516615e-39,1.0882859864520573e-24,4.517727817797693e-19,2.018446170350343e-31,1.271373988177843e-27
4.171750620550784e-07,0.05429899346014244,3.76,0.0,0.7378385320321343,0.9999999810858136,4.78940159610907e-11,1.948771747704956e-11,1.7529647830779593e-12,1.920252803083e-06,1.9202528267948276e-06,1.0309880556138212e-20,3.939103826195285e-11,2.5812493961395844e-17,1.6620587954613652e-16,1.9506458820894846e-14,1.824286068166437e-08,4.9566223293177334e-12,3.191641259053305e-10,4.4901788500201095e-12,8.612543976424055e-09,2.2547235353027019e-10,2.029361620646101e-17,5.991864015549339e-14,1.2699649685195654e-16,3.27349464239793e-14,1.75412464108802e-21,6.46677472537854e-20,6.123550350488203e-10,6.687242337053438e-17,8.278171413007982e-23,9.406413353124972e-12,1.1252083570091064e-20,1.6453703009300488e-19,1.2731206539113597e-22,4.4116969375334087e-20,7.89567207078028e-12,3.634286680616104e-11,3.44230747105309e-11,4.8883089758528324e-17,1.0739755210133422e-26,5.7253268257803336e-21,1.2753329004597586e-13,5.013025029885003e-24,8.232859295101745e-32,1.7666242771491448e-16,8.67439334034598e-19,6.489183961828798e-18,8.51693036846632e-23,5.0659221459753366e-30,1.529861393375858e-26,1.3792000479975192e-14,1.3941985614801426e-22,3.6161573319533855e-23,4.2020455017224427e-22,6.192236100363416e-32,2.645904769424955e-26,2.5645579170074806e-36,5.201197638364466e-15,4.852366733725967e-19,1.8187868462113657e-27,4.983924637148837e-21,6.453649344129807e-27,2.4140667678397484e-16,2.838941874690219e-17,6.950891595129922e-20,1.584836080264725e-11,9.109042929670257e-18,3.1720104500834174e-17,2.4262718515212146e-19,5.9079656073490786e-21,3.3110183935857078e-18,8.658961499776105e-18,1.1321568615918077e-28,2.7105072108162555e-26,7.117950318617028e-37,4.2714337170659737e-29,5.491445021039716e-25,1.0547475970368599e-28,1.1742492611671622e-26,6.246264506149578e-12,2.508733304740585e-21,7.632352231103154e-27,8.887567610344863e-28,1.126915796944937e-26,1.449048906302398e-30,4.3007792258477706e-39,1.088293237956289e-24,4.552882214399165e-19,2.3021656595071115e-31,1.4280257961568673e-27
4.325934058389144e-07,0.05429899416109692,3.76,0.0,0.737838460697053,0.9999999803658506,5.010978744797069e-11,2.033094537561591e-11,1.7549931533348562e-12,1.9912231950929967e-06,1.991223220597627e-06,1.0690958827564086e-20,4.1101709570034475e-11,2.677662432090249e-17,1.7292730357525545e-16,2.1179734923938225e-14,1.895841545470161e-08,5.3459219674146724e-12,3.196544066613276e-10,4.4962760769965915e-12,8.972486608448094e-09,2.2548262460312426e-10,2.135562202257186e-17,6.416168401867553e-14,1.367698715315855e-16,3.278250241337701e-14,1.8419655637712833e-21,7.047886166741797e-20,6.139580798415201e-10,7.260843068963646e-17,9.027639223530386e-23,9.823092644711285e-12,1.1762826901593262e-20,1.782659061646426e-19,1.382867253867611e-22,4.834916314611884e-20,7.901157811297595e-12,3.7970647896305096e-11,3.5519946355445744e-11,5.446681110213267e-17,1.1661148045985808e-26,5.941417721840235e-21,1.3313352827219127e-13,5.423596037156444e-24,8.919339838786461e-32,1.8283483054557677e-16,9.06465034504892e-19,7.059868175375382e-18,9.028654306162862e-23,5.2858423939855874e-30,1.5961264066280788e-26,1.4304034211383098e-14,1.548026707370002e-22,4.0105888314932284e-23,4.5661875708723765e-22,6.978510596046161e-32,2.892476188194936e-26,2.8198407174942944e-36,5.386159667055016e-15,5.207910970446298e-19,2.0029563788006253e-27,5.407470549210193e-21,6.802895580266778e-27,2.594507208802287e-16,2.838941665492515e-17,7.764220619848621e-20,1.6434094139010332e-11,9.796052670092807e-18,3.1720139724153695e-17,2.432200047954139e-19,5.9217779231232115e-21,3.311039677579897e-18,8.659539178200184e-18,1.31476551005471e-28,2.7392410300213656e-26,7.865063500957065e-37,4.9535140723540975e-29,5.90671077195084e-25,1.1880689991041576e-28,1.3112970200900368e-26,6.5274873874547456e-12,2.8244478361236904e-21,8.206979758410585e-27,9.94599017051617e-28,1.3085260995757613e-26,1.6765595736341105e-30,4.9686760084250626e-39,1.088300470773438e-24,4.588072304052214e-19,2.6119594039313195e-31,1.5960288738075554e-27
4.480117496227504e-07,0.054298994862053536,3.76,0.0,0.737838389361951,0.9999999796457951,5.232792353235612e-11,2.118222246887063e-11,1.7567184418540448e-12,2.062193580236949e-06,2.062193607603376e-06,1.1072037062122653e-20,4.2814598747539324e-11,2.774075461114537e-17,1.7966939250686465e-16,2.2924807213526804e-14,1.967426719792922e-08,5.750195065318434e-12,3.200789415347517e-10,4.5018278176263335e-12,9.332743012983777e-09,2.254923501531791e-10,2.2438535714037596e-17,6.853785200719014e-14,1.4690924345973934e-16,3.282582122355457e-14,1.9307863615677912e-21,7.656064884188994e-20,6.153406935451506e-10,7.859322403194777e-17,9.812269088512868e-23,1.0240418953973688e-11,1.2276257289852348e-20,1.9257109362248516e-19,1.4972669609800056e-22,5.2790708885125404e-20,7.905618145452257e-12,3.95993865658174e-11,3.66096068850646e-11,6.04612136858477e-17,1.2622512510491855e-26,6.156922858685825e-21,1.3873694407616607e-13,5.850819864125075e-24,9.635691703356399e-32,1.8897533154750927e-16,9.455577519106945e-19,7.655686439451596e-18,9.548912653838017e-23,5.505897355691842e-30,1.6624184754094004e-26,1.4816072070338452e-14,1.7123024810996201e-22,4.4311977942866464e-23,4.946546854597644e-22,7.829415478069301e-32,3.150881570447113e-26,3.0887679891029956e-36,5.570543260579381e-15,5.57324006841442e-19,2.1975902114873815e-27,5.8473523286338506e-21,7.158405769107665e-27,2.781243903503128e-16,2.838941455937141e-17,8.635851500168665e-20,1.701982696093399e-11,1.0508110606087574e-17,3.172017490598353e-17,2.4372979434829164e-19,5.933655730118907e-21,3.311060923585232e-18,8.66004312900155e-18,1.5185718305366993e-28,2.767754419730635e-26,8.673289676498997e-37,5.713618992941009e-29,6.33711179936734e-25,1.3321094920284415e-28,1.4583911678212784e-26,6.8077400352260965e-12,3.1660457469861353e-21,8.802460248216744e-27,1.1085594385747326e-27,1.5112981521180547e-26,1.9299264198021428e-30,5.711640854890562e-39,1.0883076922437937e-24,4.623293327465783e-19,2.948991453076301e-31,1.7756197506795e-27
4.6343009340658644e-07,0.05429899556301197,3.76,0.0,0.7378383180268284,0.9999999789256575,5.454807532640644e-11,2.2041496208077842e-11,1.758192819688629e-12,2.133163958514812e-06,2.1331639878120845e-06,1.1453115259813673e-20,4.452951330015135e-11,2.870488483209998e-17,1.8643216422110343e-16,2.4741732076114517e-14,2.0390374667318506e-08,6.169446954279364e-12,3.204470995963161e-10,4.50691186788099e-12,9.693271828270135e-09,2.2550161076613637e-10,2.3542372983766954e-17,7.304630998521325e-14,1.5741488415736073e-16,3.2865506165645806e-14,2.0205902784211257e-21,8.291494188286918e-20,6.165342763364179e-10,8.4827163163461e-17,1.0632299659334288e-22,1.065830542319068e-11,1.2792322211840974e-20,2.0745464662444323e-19,1.616321644908016e-22,5.744255449966356e-20,7.909244745301072e-12,4.1228891703004617e-11,3.76922015302972e-11,6.688093092673144e-17,1.362390645482943e-26,6.371909620822288e-21,1.4434294386278129e-13,6.294827132093695e-24,1.0382242603516383e-31,1.950848307448253e-16,9.84711020903452e-19,8.276679898207568e-18,1.0077424686411023e-22,5.726086109471882e-30,1.728737297499774e-26,1.532811405517645e-14,1.8873082253585527e-22,4.878635409185674e-23,5.343208366503481e-22,8.747523818638167e-32,3.421172534652281e-26,3.371500512497866e-36,5.75436501903041e-15,5.94807025136513e-19,2.4028454965029487e-27,6.303415688641571e-21,7.52020451725704e-27,2.9742575089471865e-16,2.8389412460723317e-17,9.567346147714945e-20,1.7605559252959537e-11,1.1245224429669513e-17,3.1720210058289857e-17,2.4416818852298393e-19,5.94387010424757e-21,3.3110821450933663e-18,8.660483872659473e-18,1.7451340436303586e-28,2.7960581572440295e-26,9.546338237322359e-37,6.557360084233511e-29,6.782648144066939e-25,1.4872566009445061e-28,1.615853603311999e-26,7.086930622874817e-12,3.5345918519446634e-21,9.418793628334742e-27,1.2309412636354018e-27,1.7368215076624297e-26,2.2110427047081692e-30,6.535109451481311e-39,1.088314905162816e-24,4.658541204325676e-19,3.3144184398479805e-31,1.9670219689633984e-27
4.788484371904225e-07,0.05429899626397198,3.76,0.0,0.7378382466916864,0.9999999782054462,5.676995395186309e-11,2.2908715056060996e-11,1.7594593527385542e-12,2.204134329926543e-06,2.204134361223763e-06,1.1834193420636922e-20,4.62462882172334e-11,2.96690149838917e-17,1.9321563447720244e-16,2.6630559071822188e-14,2.1106702500006695e-08,6.603682164592494e-12,3.207669144944773e-10,4.5115948617166036e-12,1.0054037590575398e-08,2.2551047276856343e-10,2.4667147567038085e-17,7.768624045970877e-14,1.6828706114489787e-16,3.2902073866095925e-14,2.1113807012254183e-21,8.954356533980496e-20,6.175657569111913e-10,9.131055981859125e-17,1.1487968439289951e-22,1.1076677572850661e-11,1.3310976906548423e-20,2.229185802358924e-19,1.740033191407082e-22,6.23056052793473e-20,7.91219343489272e-12,4.285900794001029e-11,3.876786019502577e-11,7.374059678211425e-17,1.4665380006664553e-26,6.586438413767057e-21,1.499510450522927e-13,6.755758762505987e-24,1.115932373460717e-31,2.0116411935860505e-16,1.0239192159721317e-18,8.922885809988335e-18,1.0613921236382777e-22,5.9464113800759134e-30,1.7950836784577384e-26,1.5840160166013053e-14,2.073321118269303e-22,5.353537781081685e-23,5.756255599734298e-22,9.73540354737423e-32,3.703398566893567e-26,3.6681998676143855e-36,5.9376416362831995e-15,6.332124239146858e-19,2.618876834967349e-27,6.775507940826063e-21,7.888318885586336e-27,3.1735292478996577e-16,2.838941035926944e-17,1.0560221296559895e-19,1.819129099962856e-11,1.200740185684403e-17,3.172024519000932e-17,2.445451915152962e-19,5.952654132180761e-21,3.3111033535408935e-18,8.660870419597039e-18,1.9960611399087048e-28,2.824161558496677e-26,1.0488039097266587e-36,7.490525433372277e-29,7.243319842541813e-25,1.653893832866837e-28,1.784002991271563e-26,7.364981622764512e-12,3.931154096405621e-21,1.005597982436999e-26,1.3620479937728039e-27,1.9867439184831734e-26,2.5218687316311785e-30,7.444707828396046e-39,1.0883221128909726e-24,4.693812436036987e-19,3.7093890098718024e-31,2.170446822171203e-27
4.942667809742584e-07,0.05429899696493332,3.76,0.0,0.737838175356525,0.999999977485169,5.899332007203541e-11,2.3783828382386802e-11,1.760553616368269e-12,2.2751046944720992e-06,2.2751047278384105e-06,1.2215271544592161e-20,4.7964782000219063e-11,3.063314506652097e-17,2.0001981707312984e-16,2.859133221286646e-14,2.1823220372655186e-08,7.052904539845087e-12,3.210452746311001e-10,4.515933946324432e-12,1.0415009890179092e-08,2.2551899323910368e-10,2.5812871434667846e-17,8.24568408478721e-14,1.7952603851564634e-16,3.2935967425476436e-14,2.2031610120306197e-21,9.644833630149903e-20,6.184582284214198e-10,9.804368454521941e-17,1.237951193883785e-22,1.1495471537527398e-11,1.3832183213277632e-20,2.3896487556911687e-19,1.8684035695619364e-22,6.738073026281679e-20,7.914590897282483e-12,4.448960896529004e-11,3.9836699586719314e-11,8.105484564253434e-17,1.574697667071536e-26,6.800563105464375e-21,1.5556085530986623e-13,7.23376539442006e-24,1.1967268073695708e-31,2.072138947652948e-16,1.0631774325812545e-18,9.594338050212434e-18,1.1158143896961072e-22,6.1668781576528494e-30,1.8614591126706807e-26,1.6352210404509136e-14,2.2706132639659117e-22,5.856526285008097e-23,6.185770752376342e-22,1.0795617225261663e-31,3.9976073369459865e-26,3.979028632147325e-36,6.120389826825082e-15,6.725131365683822e-19,2.8458366239455987e-27,7.263478084710406e-21,8.26277706273318e-27,3.379040910861494e-16,2.8389408255072655e-17,1.1615949559425001e-19,1.8777022185482872e-11,1.2794650626422758e-17,3.172028030344712e-17,2.4486940550110527e-19,5.960208235031024e-21,3.3111245581250045e-18,8.661210496605059e-18,2.27301233855822e-28,2.8520727735797686e-26,1.1502341431741335e-36,8.519077844393659e-29,7.719126927060332e-25,1.832400668550254e-28,1.9631548041555203e-26,7.641827782128332e-12,4.356803479669066e-21,1.0714018759720421e-26,1.5021833934586468e-27,2.2627713864862585e-26,2.864431838480669e-30,8.446252334851483e-39,1.088329319440347e-24,4.729104022526997e-19,4.135043325807261e-31,2.3860940524475675e-27
5.096851247580944e-07,0.0542989976658958,3.76,0.0,0.7378381040213445,0.999999976764832,6.121797525493528e-11,2.4666786373001587e-11,1.7615050221502584e-12,2.346075052151437e-06,2.346075087656026e-06,1.2596349631679168e-20,4.9684873293880494e-11,3.159727507991489e-17,2.0684472404682606e-16,3.0624091006142205e-14,2.2539902281367885e-08,7.517117334909505e-12,3.2128808643302877e-10,4.519978156112183e-12,1.0776162649228922e-08,2.2552722186849168e-10,2.6979554958458637e-17,8.735732198325808e-14,1.9113207742667972e-16,3.296756712448278e-14,2.295934452983914e-21,1.0363106500524322e-19,6.19231494811056e-10,1.0502677258106641e-16,1.3307165768486747e-22,1.1914632551194151e-11,1.4355908562734837e-20,2.5559548420290735e-19,2.0014348726168221e-22,7.266876761321953e-20,7.916540145491862e-12,4.6120592068550154e-11,4.089882504894307e-11,8.883831224449425e-17,1.686873427361543e-26,7.014331553700805e-21,1.6117205560295433e-13,7.729006863175012e-24,1.2806408966353875e-31,2.132347735591423e-16,1.1024813860449986e-18,1.0291067543422841e-17,1.1709844317545883e-22,6.387492821977579e-30,1.927865517483025e-26,1.6864264773650852e-14,2.4794517816920317e-22,6.388207911826478e-23,6.631834919159046e-22,1.1930721859866297e-31,4.3038449654309505e-26,4.3041503595968845e-36,6.302626262840299e-15,7.126827648150109e-19,3.083875353358198e-27,7.767176854517454e-21,8.643607651199815e-27,3.590774855731157e-16,2.8389406148321875e-17,1.2735960498481625e-19,1.936275279506451e-11,1.3606978498458408e-17,3.1720315404230046e-17,2.4514822733413973e-19,5.966704751280425e-21,3.3111457671776558e-18,8.661510731894525e-18,2.5776965463780075e-28,2.879798982754011e-26,1.2593312406420397e-36,9.649153094805097e-29,8.210069425729909e-25,2.0231525589411973e-28,2.153621362394575e-26,7.917414382402093e-12,4.8126139879841155e-21,1.1392910355576636e-26,1.6516514896792006e-27,2.5666682135701697e-26,3.240826388979505e-30,9.54574961397788e-39,1.0883365274516942e-24,4.764413391158281e-19,4.592512638323913e-31,2.614152508908013e-27
5.251034685419303e-07,0.05429899836685925,3.76,0.0,0.7378380326861457,0.999999976044441,6.344375488852886e-11,2.555753995245755e-11,1.7623379003052851e-12,2.4170454029645165e-06,2.417045440676605e-06,1.2977427681897724e-20,5.1406458035993844e-11,3.2561405024079855e-17,2.136903658564249e-16,3.272887129721227e-14,2.3256725926709703e-08,7.996323299817444e-12,3.2150041430890235e-10,4.523769530223734e-12,1.1137473504971049e-08,2.255352006868148e-10,2.81672070679627e-17,9.238690682983101e-14,2.031054365181132e-16,3.299719901059886e-14,2.3897040719512305e-21,1.1109355501030031e-19,6.199025391088347e-10,1.1226002888747427e-16,1.4271164669047015e-22,1.2334113649484326e-11,1.488212513817793e-20,2.7281233195566227e-19,2.1391293410938916e-22,7.817052913402732e-20,7.918124952365512e-12,4.7751873723763234e-11,4.195433213420107e-11,9.71056315998512e-17,1.8030685773361803e-26,7.227786211017251e-21,1.667843864827841e-13,8.241651733544215e-24,1.367707999241113e-31,2.192273029596487e-16,1.1418273260990807e-18,1.1013102633483608e-17,1.226878359420809e-22,6.608262843802012e-30,1.994305142526309e-26,1.7376323277572278e-14,2.7000988934378133e-22,6.949175605686849e-23,7.094528253477759e-22,1.314326875619634e-31,4.622156248459711e-26,4.643729481056596e-36,6.484367520882252e-15,7.536955814648581e-19,3.333141860628278e-27,8.286456730550924e-21,9.030839515495842e-27,3.8087140054413402e-16,2.838940403919571e-17,1.3921641704244804e-19,1.994848281291571e-11,1.4444393252516458e-17,3.1720350498143567e-17,2.453880175263168e-19,5.972291873805285e-21,3.3111669879708616e-18,8.661776806585934e-18,2.9118718175708867e-28,2.907346475274785e-26,1.37651359021568e-36,1.0887058212721842e-28,8.716147362560657e-25,2.2265209259314576e-28,2.3557118728981096e-26,8.191695745428137e-12,5.299662536209537e-21,1.20926545309223e-26,1.8107565716834756e-27,2.9002570519254824e-26,3.653213763807034e-30,1.074939657764902e-38,1.0883437390727366e-24,4.79973833579136e-19,5.082918916845084e-31,2.8548007688235467e-27
5.405218123257663e-07,0.0542989990678235,3.76,0.0,0.7378379613509284,0.9999999753240006,6.56705223601437e-11,2.6456040716965488e-11,1.7630723865430633e-12,2.4880157469112934e-06,2.4880157869001377e-06,1.3358505695247594e-20,5.312944700565365e-11,3.3525534899056325e-17,2.2055675153283042e-16,3.4905705953216506e-14,2.397367218631603e-08,8.490524751601653e-12,3.2168660056571544e-10,4.527344085430691e-12,1.1498923280832835e-08,2.2554296455861043e-10,2.937583542843672e-17,9.754482937506596e-14,2.1544637227152048e-16,3.3025142385121423e-14,2.4844727227882865e-21,1.1883760314762662e-19,6.204859246395315e-10,1.197436324599643e-16,1.52717425063888e-22,1.2753874558214427e-11,1.5410809189144097e-20,2.906173221252245e-19,2.2814893805609236e-22,8.388680406792273e-20,7.91941343575714e-12,4.938338601440063e-11,4.300330795350986e-11,1.05871438938413e-16,1.923285995246835e-26,7.44096472278466e-21,1.7239763698164508e-13,8.771876888031684e-24,1.4579615073770193e-31,2.251919705644969e-16,1.1812119636110063e-18,1.1760469402249142e-17,1.2834731729014002e-22,6.829196540738087e-30,2.060780495681663e-26,1.7888385921401964e-14,2.9328120101359624e-22,7.540008593456884e-23,7.57393010484653e-22,1.443580339766945e-31,4.9525848468444195e-26,4.997931296251164e-36,6.665630037244137e-15,7.95526529752707e-19,3.593783551966505e-27,8.82117192470038e-21,9.424501632276827e-27,4.0328418439073807e-16,2.838940192780103e-17,1.5174339876417103e-19,2.0534212223578917e-11,1.530690268609464e-17,3.172038558906966e-17,2.4559424537092437e-19,5.977097031065705e-21,3.311188226625593e-18,8.66201358730145e-18,3.2773448148575073e-28,2.934720755578651e-26,1.5022111247039782e-36,1.2239269773791992e-28,9.237360757529463e-25,2.442873167227575e-28,2.5697324658221687e-26,8.464633951924394e-12,5.8190289168195444e-21,1.2813251202534689e-26,1.9798031909135588e-27,3.2654189543011715e-26,4.1038223517369206e-30,1.2063580381322937e-38,1.088350956559555e-24,4.835076964595993e-19,5.607374533885516e-31,3.1082077222718064e-27
