Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105)
3.002654938815282e-05,0.7150659082681519,3.76,0.0,0.005271311041166223,0.7037131561137077,0.24502899780285367,0.030823355871231885,0.000282231281680188,0.054772258416893344,0.21598474669352583,6.315389875144703e-11,0.4458336545488846,8.165876406524358e-07,8.917918828618003e-05,0.2407970101386552,0.001715485057013836,0.00017195872647309497,3.34653514522915e-05,0.0011132070028129946,0.3192332814549242,3.959003500407785e-05,4.195776858642315e-05,0.007814873643398479,0.024675777147043783,0.00018355069893709474,9.804271325510425e-05,0.0007300466637127316,1.2871630558330314e-08,0.04390909915854882,2.0064387675356698e-09,0.0005460553093942392,9.130535038304524e-05,0.0001502514462797986,1.7657878559908155e-06,3.842596373075139e-08,0.010614692774837104,0.016511157594237793,0.0053224357423569315,0.016133024183706934,2.794897541264419e-08,1.93658411270591e-10,0.02436103280569223,0.0017567870836987223,2.2698418449576224e-06,1.5930875303622111e-06,2.8633784448638607e-06,0.007724943670400477,4.331710126756196e-06,2.6583438905615236e-11,2.254730120314193e-09,0.016305246246162662,1.9030759275445992e-05,2.048208538597368e-06,0.009167896830911626,3.500119751916804e-08,8.983304416476472e-13,3.6684980707829615e-07,1.1648982156940857e-05,1.6109808227586897e-06,0.0001332034819826864,9.2404108562266e-08,7.36394727990504e-08,0.0023608363807240958,4.682625498390115e-07,0.0008948376517342247,0.00011389994375748724,0.0018362365103839651,2.967387769020064e-06,8.345074835492243e-12,2.3903790355229927e-12,8.436948949752142e-08,1.5121752573513041e-07,0.0003561406836806167,2.8935762300805175e-08,2.2203127909225355e-09,0.0002505433270617242,7.0754596308972255e-09,1.0740260482067296e-08,4.550399222937136e-06,6.11290258291178e-07,4.75409191512719e-06,4.4429473930311165e-10,6.940532090050505e-08,8.538230683400074e-06,0.00038801019648423014,5.691222537122708e-10,1.717309721626448e-10,2.6072613133533295e-08,3.656620705870454e-08,7.969317567372864e-12,1.4477655321866529e-06,3.501758036786784e-11,1.0850423885237899e-07,3.308550895659734e-05,6.11743655688763e-10,7.274592608124645e-05,5.487892204331913e-08,1.0510480913426043e-09,1.6177920405846697e-08,0.0002935477926155886,2.0968461061909608e-09
3.0477880144115904e-05,0.7152768948639946,3.76,0.0,0.005087376625604772,0.7021090714883119,0.24601400159953463,0.031101273314410694,0.00028070857119247506,0.05466219017579427,0.21707025939385852,6.289845389291055e-11,0.445943438628806,8.151930803730331e-07,8.860395107036338e-05,0.24300631615239443,0.0017063524506629034,0.00017041711034438285,3.3139103452029524e-05,0.0011077526419819175,0.31805697505343306,3.922445071227657e-05,4.1712159987662715e-05,0.007792452432285893,0.02477869819376805,0.00018256560048659378,9.741205806754587e-05,0.0007241698189797655,1.271342247953363e-08,0.04384152485297947,1.9851631983149078e-09,0.0005376168414000055,9.067674068524661e-05,0.0001488175083824683,1.7449081130629037e-06,3.7961235136138884e-08,0.010576351978473569,0.01642471877678647,0.005306502182442178,0.016165770911262554,2.790431256803405e-08,1.921935566794517e-10,0.024478126901783935,0.0017535764989161711,2.2686474823420377e-06,1.579625854967087e-06,2.866611093287242e-06,0.007835990445421652,4.37096552190528e-06,2.6363356010944464e-11,2.2337102552245553e-09,0.016420708262296118,1.9192718664791402e-05,2.062385686759826e-06,0.009190867027011398,3.5089143196692604e-08,8.874665698512057e-13,3.6577360489325826e-07,1.1589828169089608e-05,1.6102025060488872e-06,0.00013285887291302083,9.176082790415705e-08,7.31615073393169e-08,0.0023659863771891085,4.6478164208717953e-07,0.0008976310658157644,0.00011330146636843514,0.0018224535505637653,2.9525087880985428e-06,8.281777074879975e-12,2.3722637463647027e-12,8.372594734563098e-08,1.502434511784256e-07,0.00036072140100337205,2.8706530011482484e-08,2.245343637350977e-09,0.0002533659650179544,7.0183386492002875e-09,1.0786437660800244e-08,4.568277488463896e-06,6.078881954918314e-07,4.706681704920628e-06,4.3933426610713265e-10,6.930860221564887e-08,8.608203371574236e-06,0.0003932451720677443,5.768013003442987e-10,1.720586304610913e-10,2.5976516186181527e-08,3.681611662282158e-08,8.051042339754962e-12,1.4413930432766504e-06,3.485886595736429e-11,1.0878313125044411e-07,3.3167252771542713e-05,6.132868298429862e-10,7.293192186391696e-05,5.501118528378958e-08,1.053740180843835e-09,1.620444748831673e-08,0.00029763110972068276,2.1154526147785633e-09
3.092921090007899e-05,0.7154858283956961,3.76,0.0,0.004910505054311289,0.7005172073221047,0.246991894875874,0.03137691352438261,0.0002792441830224078,0.05455132059414761,0.21814599722036468,6.264889235564052e-11,0.4460491494877065,8.138586586665545e-07,8.804430717361186e-05,0.24520070277812947,0.0016973578645725902,0.0001689109575486737,3.282378502860082e-05,0.0011025393610908825,0.3168877044624572,3.887074883500152e-05,4.1474259765396554e-05,0.007770046566894205,0.024880698497119928,0.00018161238204994812,9.680186839297779e-05,0.0007184436145741366,1.2560309652821604e-08,0.04377192670279897,1.9644256380786435e-09,0.0005296059072202789,9.00676140509358e-05,0.0001474250082199132,1.7248366824165848e-06,3.750975976252297e-08,0.010539337637473759,0.01633822645042004,0.005291190196883009,0.016197145280511797,2.7858463136332357e-08,1.90769823244009e-10,0.024592881094884844,0.0017505153469426352,2.2676516030743028e-06,1.5665314530558536e-06,2.8699441716089177e-06,0.007946427461666768,4.410224415232944e-06,2.6149372585996706e-11,2.213236350134883e-09,0.016535451184493715,1.935374634190779e-05,2.076509130352463e-06,0.00921356981279549,3.5176058656084175e-08,8.769124919547793e-13,3.647450784810356e-07,1.1532528883747111e-05,1.6095465228372844e-06,0.0001325277206799544,9.11329608317788e-08,7.269746796801443e-08,0.0023709247509784855,4.6145442678346536e-07,0.000900356082108659,0.00011271378171957186,0.0018088322226768288,2.9381733773631645e-06,8.22039987276975e-12,2.354697653569175e-12,8.310181791259704e-08,1.4930125519388144e-07,0.00036526385737235497,2.8487790022412345e-08,2.2702111196325442e-09,0.0002561658384351983,6.962595674796857e-09,1.0832913577116347e-08,4.586328072321639e-06,6.04579976360651e-07,4.660822949219243e-06,4.344941018331311e-10,6.921315511870562e-08,8.6764540911115e-06,0.0003984421811494512,5.844246529261367e-10,1.724046126894558e-10,2.5880994967688122e-08,3.70661509177208e-08,8.132676185986732e-12,1.4351883554587192e-06,3.470205994899463e-11,1.0906106786852844e-07,3.32486852192167e-05,6.148248411513125e-10,7.311755919651618e-05,5.5143403066699244e-08,1.0564280267901775e-09,1.623131939389782e-08,0.00030167347709376935,2.133875597015937e-09
3.1380541656042076e-05,0.7156927700671314,3.76,0.0,0.004740386128906337,0.6989371976610973,0.247962916179676,0.03165033732235696,0.0002778351141887492,0.05443969701645705,0.21921221323665763,6.24048710129501e-11,0.446150958827908,8.125803864242126e-07,8.749952798582139e-05,0.2473805048645949,0.0016884971438797768,0.0001674386314233007,3.2518822206807564e-05,0.0010975546821180714,0.31572536448656313,3.852831135873121e-05,4.124367780411365e-05,0.007747663207479294,0.02498180646033002,0.00018068943969636847,9.621110795987298e-05,0.0007128609697100537,1.2412025305633325e-08,0.04370039562482708,1.9442013099752663e-09,0.0005219900779530039,8.947699488521656e-05,0.00014607186866925754,1.7055160102131792e-06,3.7070881768037205e-08,0.010503582908351395,0.016251754601628553,0.005276467251047423,0.01622720248384639,2.7811479489694033e-08,1.8938516143443112e-10,0.024705365043635245,0.0017475976121460418,2.2668438929468473e-06,1.5537866872774596e-06,2.873373941222946e-06,0.008056263821801635,4.449486303182317e-06,2.5941185978471503e-11,2.1932822287576726e-09,0.016649497919780112,1.9513859062881253e-05,2.0905785909622735e-06,0.009236016441038773,3.5261987390357795e-08,8.666528786863232e-13,3.637618866448955e-07,1.1476992911329128e-05,1.6090063926741557e-06,0.00013220935209316565,9.051975593865433e-08,7.224664230902072e-08,0.002375661334135243,4.58272182527475e-07,0.0009030143950631388,0.00011213649844325558,0.0017953714866116434,2.924353287146473e-06,8.160844409219337e-12,2.3376525178536225e-12,8.249610592987148e-08,1.4838943233638124e-07,0.00036976884611514483,2.8278937243985075e-08,2.2949185634328582e-09,0.00025894377207122534,6.908174442609348e-09,1.0879674708562392e-08,4.604545402062158e-06,6.013608269086651e-07,4.616431980687838e-06,4.2976948580801203e-10,6.911893090189607e-08,8.74302710229221e-06,0.0004036018924721714,5.919932925326744e-10,1.727680705009582e-10,2.5786040831490485e-08,3.7316320621444804e-08,8.214226877233743e-12,1.4291444996181373e-06,3.4547096033538125e-11,1.093381440136952e-07,3.332983655166097e-05,6.163582069508829e-10,7.330294252511709e-05,5.527563605817752e-08,1.0591130017165576e-09,1.625852039363959e-08,0.0003056754151633737,2.1521170598273086e-09
3.183187241200516e-05,0.7158977779637842,3.76,0.0,0.004576726111596212,0.6973686949205214,0.24892729175080408,0.031921602283442506,0.0002764785606889444,0.054327364917186594,0.2202691491644518,6.216607390557133e-11,0.44624902877503336,8.113545988277933e-07,8.696892988510373e-05,0.2495460430163511,0.0016797663120866435,0.00016599861653760896,3.222367996901203e-05,0.001092786963931188,0.3145698534376295,3.8196562004662166e-05,4.102004996443389e-05,0.007725308823884948,0.02508204899957593,0.0001797952745188949,9.563880856772187e-05,0.0007074152569110422,1.2268320915771132e-08,0.043627016637990144,1.9244670207637727e-09,0.0005147397955500576,8.890397135382567e-05,0.00014475615130438008,1.6868938695420257e-06,3.664398920209263e-08,0.010469025030597934,0.01616537149275272,0.005262302976294125,0.016255994743709427,2.7763410629420158e-08,1.88037657664525e-10,0.024815644817336415,0.0017448174831434116,2.2662146888054647e-06,1.5413750591386547e-06,2.8768966738072483e-06,0.008165508277857706,4.488750657687203e-06,2.573851361266712e-11,2.1738234217128493e-09,0.01676287020608308,1.9673072878317973e-05,2.104593852053877e-06,0.00925821751737408,3.5346970383860174e-08,8.566734265820917e-13,3.628218367269447e-07,1.1423134721450173e-05,1.6085760173784095e-06,0.00013190313331385543,8.992051147239868e-08,7.180836283606544e-08,0.0023802053573518164,4.55226816891054e-07,0.0009056076436511069,0.00011156924889448422,0.001782070227171562,2.9110221874652467e-06,8.103018594234978e-12,2.321102021541378e-12,8.190788370434664e-08,1.4750657321184946e-07,0.0003742371266121992,2.8079411280589783e-08,2.319469138517847e-09,0.00026170054124268177,6.855021942353474e-09,1.0926708146692612e-08,4.622924070441152e-06,5.98226290961492e-07,4.573431035071776e-06,4.2515592676847974e-10,6.902588491328625e-08,8.807965285185965e-06,0.00040872494759217564,5.995081603527987e-10,1.7314820965249181e-10,2.569164542115428e-08,3.756663422766101e-08,8.29570163502138e-12,1.4232547912317213e-06,3.439391194970567e-11,1.0961444167023068e-07,3.3410732999671485e-05,6.178873722672095e-10,7.348815955258066e-05,5.540793409938663e-08,1.0617962517758412e-09,1.6286034952475148e-08,0.0003096374261671342,2.1701789634051526e-09
3.2283203167968244e-05,0.7161009074708121,3.76,0.0,0.004419246634388648,0.6958113686815005,0.24988523633797605,0.0321907629581557,0.00027517190088243663,0.054214367975442636,0.2213170361448911,6.193220968782914e-11,0.4463435125563948,8.101779243805456e-07,8.645187070388236e-05,0.2516976244572735,0.0016711615597210772,0.000164589506256734,3.193785899204083e-05,0.0010882253319251917,0.3134210729612549,3.787496273852856e-05,4.080303590228634e-05,0.007702989262698333,0.02518145164670437,0.0001789284839163612,9.508406445082253e-05,0.0007021002648307092,1.2128964679758546e-08,0.04355186937619481,1.9052010319440505e-09,0.0005078280989782937,8.834769013235195e-05,0.00014347604474338434,1.6689227972064514e-06,3.6228510328215065e-08,0.010435605032715182,0.016079140055181455,0.005248668983727463,0.016283571515093298,2.7714302479267914e-08,1.8672552292356062e-10,0.024923783143169398,0.0017421693584191962,2.265754924484993e-06,1.529281114069839e-06,2.880508673139924e-06,0.008274169241020252,4.528016915921191e-06,2.5541091321429635e-11,2.1548370262024673e-09,0.01687558869043008,1.983140311981241e-05,2.1185547468167027e-06,0.009280183046451224,3.5431046291780016e-08,8.469607720616978e-13,3.6192287238493485e-07,1.1370874161504879e-05,1.6082496535686767e-06,0.00013160846696259947,8.93345711460934e-08,7.138200335664216e-08,0.002384565496054445,4.523108105522539e-07,0.0009081374137906577,0.00011101168717564626,0.0017689272637927177,2.8981555036212518e-06,8.046836492777117e-12,2.3050216046340442e-12,8.133628536703953e-08,1.4665135682585758e-07,0.00037866942632358883,2.7888692379136318e-08,2.3438658670747954e-09,0.000264436875063492,6.803088191883397e-09,1.0974001535677514e-08,4.6414588258448234e-06,5.951722031722701e-07,4.531747734998408e-06,4.2064918430349757e-10,6.893397612036715e-08,8.871310204846809e-06,0.00041381196239493305,6.069701599133734e-10,1.7354428541060945e-10,2.559780065588487e-08,3.7817098203410024e-08,8.377107173796489e-12,1.4175128278897787e-06,3.424244915260907e-11,1.098900308983634e-07,3.3491397184652215e-05,6.194127173393472e-10,7.367328324338676e-05,5.5540337522689193e-08,1.0644787239139828e-09,1.6313847764149487e-08,0.0003135599952156889,2.1880632219573755e-09
3.273453392393133e-05,0.7163022113282439,3.76,0.0,0.004267683696884006,0.6942649045852057,0.2508369539481414,0.03245787107496843,0.00027391268056686183,0.05410074814672137,0.2223560954342081,6.170300933406581e-11,0.4464345551211136,8.090472571573222e-07,8.594774655008564e-05,0.2538355438252979,0.0016626792341761444,0.00016320999181596078,3.166089270770907e-05,0.0010838596148198408,0.3122789278748797,3.7563010632872715e-05,4.059231711946674e-05,0.007680709807155065,0.025280038643225856,0.0001780877538121661,9.454602722458793e-05,0.0006969101647841635,1.1993740126898495e-08,0.04347502855105904,1.886382943660657e-09,0.000501230377183531,8.780735169430276e-05,0.0001422298541919916,1.6515595936028245e-06,3.582391032324228e-08,0.010403267461630837,0.015993118253755875,0.00523553869755261,0.016309979671946022,2.766419815004014e-08,1.8544708262916497e-10,0.025029839633068585,0.001739647848721768,2.2654560830650155e-06,1.5174903561867058e-06,2.8842062914631893e-06,0.008382254792186128,4.567284474187441e-06,2.5348671854747887e-11,2.1363015808902463e-09,0.01698767300060574,1.998886439522667e-05,2.132461147955927e-06,0.00930192247412639,3.551425160420102e-08,8.375024143142982e-13,3.6106306273154024e-07,1.1320136029550668e-05,1.6080218882390406e-06,0.00013132478947801312,8.87613203922535e-08,7.096697588432231e-08,0.0023887499121660874,4.4951716690651987e-07,0.0009106052406795031,0.00011046348735760615,0.0017559413591445772,2.885730268628935e-06,7.992217809048403e-12,2.2893883181352516e-12,8.078050173181007e-08,1.4582254362955865e-07,0.0003830664426471097,2.77062977829393e-08,2.3681116309932003e-09,0.0002671534594496984,6.752326026724351e-09,1.1021543017978777e-08,4.66014456297025e-06,5.92194664799632e-07,4.491314628175865e-06,4.1624525161263707e-10,6.884316672375206e-08,8.93310217168764e-06,0.0004188635284910998,6.143801591274605e-10,1.7395559839285572e-10,2.5504498717026507e-08,3.8067717142998735e-08,8.458449739758366e-12,1.411912484294959e-06,3.409265251503514e-11,1.1016497109282669e-07,3.357184849054617e-05,6.20934564401202e-10,7.385837359463316e-05,5.567287831442444e-08,1.0671611898767062e-09,1.634194378060513e-08,0.0003174435912831916,2.205771704595855e-09
3.318586467989441e-05,0.7165017398596144,3.76,0.0,0.004121786747729261,0.6927290033184682,0.25178263853266797,0.03272297572511918,0.00027269859959750515,0.05398654573170638,0.223386539037824,6.147822404759481e-11,0.4465222937054739,8.079597321099853e-07,8.545598895053652e-05,0.255960083902818,0.0016543158306411953,0.0001618588527733121,3.139234462047717e-05,0.0010796802880096061,0.3111433260165147,3.7260235007901566e-05,4.0387595217949044e-05,0.007658475230328716,0.02537783302613203,0.00017727185170650882,9.40239013494961e-05,0.0006918394808077474,1.1862444855811406e-08,0.043396564367759564,1.8679935891485197e-09,0.0004949241471862744,8.72822060827159e-05,0.00014101599208446173,1.6347648809351916e-06,3.5429688282354886e-08,0.010371960134509823,0.015907359423837978,0.0052228872066434305,0.0163352636782519,2.7613138177138582e-08,1.8420076741481862e-10,0.025133870991346317,0.001737247776777596,2.2653101560499725e-06,1.505989170922234e-06,2.887985946196766e-06,0.008489772693091308,4.606552689685916e-06,2.5161023514639355e-11,2.118196951509158e-09,0.017099141810699364,2.0145470597624913e-05,2.1463129597254217e-06,0.009323444725921422,3.5596620795616025e-08,8.282866452570906e-13,3.602405928405419e-07,1.1270849690782128e-05,1.607887616922123e-06,0.00013105156874233668,8.820018295262979e-08,7.05627278054713e-08,0.0023927662918362814,4.468393665551705e-07,0.0009130126110289253,0.00010992434188515598,0.0017431112267037453,2.8737249918806646e-06,7.93908742442394e-12,2.2741806914872576e-12,8.023977562879307e-08,1.4501896923502721e-07,0.0003874288446185042,2.7531778451260148e-08,2.39220918191752e-09,0.0002698509398985184,6.702690902925995e-09,1.106932121314935e-08,4.6789763151485714e-06,5.892900219403998e-07,4.452068774091449e-06,4.1194033933376536e-10,6.875342184554717e-08,8.993380297193303e-06,0.0004238802145025496,6.217389921812143e-10,1.74381491213595e-10,2.5411732035450983e-08,3.831849399891793e-08,8.539735145755052e-12,1.4064479056488626e-06,3.394447005280558e-11,1.1043931212355359e-07,3.3652103399224786e-05,6.224531838389039e-10,7.404347919274853e-05,5.5805581139966264e-08,1.0698442673881477e-09,1.6370308239287293e-08,0.00032128866812667896,2.223306236659792e-09
3.3637195435857496e-05,0.7166995411002829,3.76,0.0,0.003981317838925521,0.6912033796790337,0.2527224746186986,0.03298612353213969,0.0002715274998047144,0.05387179944223521,0.22440857029097866,6.125762347214457e-11,0.44660685835086533,8.069127032872422e-07,8.497606224574679e-05,0.25807151629117436,0.0016460679839205058,0.0001605349486055945,3.113180593035238e-05,0.001075678422370717,0.3100141781026122,3.696619488512967e-05,4.018859031533259e-05,0.0076362898426858335,0.025474856706634835,0.00017647962033488259,9.351694002010215e-05,0.0006868830626819889,1.1734889420308429e-08,0.0433165429005466,1.8500149408607693e-09,0.0004888888540335866,8.67715490757831e-05,0.00013983296963836352,1.6185027109779456e-06,3.5045374548850404e-08,0.010341633910478782,0.015821912584081586,0.00521069113138887,0.01635946574562401,2.7561160735798158e-08,1.8298510485013658e-10,0.025235931205504547,0.0017349641750878365,2.26530960446145e-06,1.4947647568623517e-06,2.8918441307252997e-06,0.008596730397749984,4.64582087822396e-06,2.4977928943023118e-11,2.100504228344858e-09,0.01721001290136931,2.030123492356705e-05,2.1601101118039717e-06,0.009344758242254916,3.5678186461817176e-08,8.19302487147255e-13,3.5945375485610114e-07,1.1222948725115406e-05,1.6078420226674281e-06,0.0001307883019359159,8.765061785962464e-08,7.016873925116542e-08,0.0023966218797311254,4.442713276219753e-07,0.0009153609651968549,0.00010939396013907393,0.0017304355374726744,2.8621195412086307e-06,7.887374982774206e-12,2.2593786143123632e-12,7.97133977534516e-08,1.4423953874577491e-07,0.0003917572744761314,2.7364716196750017e-08,2.416161148131697e-09,0.00027252992406589014,6.6541407197269215e-09,1.1117325177950001e-08,4.697949248433567e-06,5.864548461203278e-07,4.413951372128994e-06,4.0773086099464416e-10,6.866470922561255e-08,9.05218254555723e-06,0.000428862567253931,6.290474612821533e-10,1.7482134517567178e-10,2.5319493279725515e-08,3.856943021558918e-08,8.620968803815993e-12,1.4011134999353516e-06,3.379785268465584e-11,1.1071309535751669e-07,3.373217579432058e-05,6.239687997164385e-10,7.422863859054006e-05,5.5938464247839686e-08,1.0725284388298948e-09,1.639892668085996e-08,0.0003250956651418151,2.240668600782321e-09
3.408852619182058e-05,0.7168956609490182,3.76,0.0,0.003846050845396708,0.6896877617121503,0.2536566378915548,0.03324735880785311,0.0002703973540410955,0.05375654646452855,0.2254223843916518,6.104099407424001e-11,0.4466883723794594,8.059037242235986e-07,8.450746120869893e-05,0.26017010203518387,0.0016379324609698221,0.00015923721128011467,3.087889338774008e-05,0.0010718456378656896,0.30889139759426393,3.6680476695318725e-05,3.999503961042615e-05,0.0076141575347599185,0.025571130542596104,0.00017570997190141703,9.302444144025555e-05,0.0006820360614351851,1.1610896313645806e-08,0.043235026432593075,1.8324300257279798e-09,0.0004831056902109277,8.627471870565942e-05,0.00013867938919528782,1.6027402159805e-06,3.467052830712649e-08,0.01031224248043733,0.015736822727100527,0.005198928503709167,0.016382625978720932,2.7508301835769008e-08,1.817987120432437e-10,0.025336071721973646,0.0017327922823320698,2.265447322422259e-06,1.4838050645311399e-06,2.895777419956564e-06,0.008703135064018814,4.685088310516748e-06,2.4799184032805074e-11,2.08320563435278e-09,0.017320303215397452,2.0456169892839995e-05,2.1738525541225306e-06,0.009365871010795725,3.5758979445574925e-08,8.105396363713487e-13,3.587009398279755e-07,1.1176370610814237e-05,1.6078805568951678e-06,0.00013053451357089967,8.7112116744278e-08,6.978452076259831e-08,0.0024003235103062298,4.418073697282775e-07,0.0009176516992190605,0.00010887206713329825,0.0017179129259620167,2.850895035011324e-06,7.837014514556498e-12,2.244963229835057e-12,7.920070293491111e-08,1.4348322155833333e-07,0.00039605234910725584,2.720472109156662e-08,2.43997003929692e-09,0.0002751909841619029,6.606635655575168e-09,1.1165544360673335e-08,4.717058656395311e-06,5.836859168203667e-07,4.376907426407112e-06,4.0361341955361136e-10,6.857699894255374e-08,9.10954578167132e-06,0.0004338111128804041,6.363063382844047e-10,1.7527457709246688e-10,2.5227775344982888e-08,3.882052581749421e-08,8.702155755185854e-12,1.3959039291067245e-06,3.3652754016032726e-11,1.10986354577047e-07,3.381207723637891e-05,6.254815947499562e-10,7.44138815290163e-05,5.607154027079732e-08,1.075214067788289e-09,1.642778496296118e-08,0.00032886500816166033,2.257860537921409e-09
3.4539856947783665e-05,0.7170901432922364,3.76,0.0,0.003715770743348205,0.6881818899116781,0.25458529573299593,0.03350672369625917,0.000269306256233307,0.05364082251980732,0.22642816889054165,6.08281376044127e-11,0.4467669528319808,8.049305300919755e-07,8.404970887822779e-05,0.2622560922024126,0.0016299061540286895,0.00015796463867037388,3.063324728564828e-05,0.0010681740615014553,0.3077749005713987,3.6402692140932324e-05,3.980669608647907e-05,0.00759208181555103,0.025666674405277454,0.0001749618828956103,9.254574544367551e-05,0.0006772939070034791,1.1490299026773699e-08,0.04315207376403237,1.8152228457420294e-09,0.00047755743248885233,8.579109209949503e-05,0.00013755393726042975,1.58744729751446e-06,3.4304735342302266e-08,0.010283742173219083,0.01565213108988647,0.005187578658554095,0.016404782509645714,2.745459549718654e-08,1.806402887703209e-10,0.025434341608269594,0.0017307275387063662,2.265716607065159e-06,1.4730987390910742e-06,2.899782479369994e-06,0.008808993565147494,4.724354216609559e-06,2.4624596897744907e-11,2.066284438752209e-09,0.01743002890899351,2.0610287368700526e-05,2.187540252252062e-06,0.009386790596231303,3.583902895226964e-08,8.019884110110298e-13,3.579806306745937e-07,1.1131056439533223e-05,1.6079989224426848e-06,0.00013028975367521117,8.658420130915414e-08,6.940961115767246e-08,0.0024038776364055034,4.3944218042963993e-07,0.0009198861667414291,0.00010835840233178363,0.0017055419955293932,2.8400337447588733e-06,7.787944094237931e-12,2.230916836198017e-12,7.87010666529674e-08,1.4274904660736978e-07,0.00040031466138897915,2.7051429056363196e-08,2.4636382554743506e-09,0.0002778346591799681,6.56013801147144e-09,1.1213968596262507e-08,4.7362999549856706e-06,5.809802054583124e-07,4.340885442556254e-06,3.995847945183528e-10,6.849026320405044e-08,9.165505815868402e-06,0.0004387263578604562,6.4351636620404e-10,1.757406369200381e-10,2.513657134245491e-08,3.907177960907689e-08,8.783300697164804e-12,1.3908140999065924e-06,3.3509130132816796e-11,1.1125911682183668e-07,3.38918172117105e-05,6.26991714874629e-10,7.459923002276252e-05,5.620481694111086e-08,1.077901413854451e-09,1.6456869275949756e-08,0.0003325971102035943,2.2748837488844347e-09
3.499118770374675e-05,0.7172830301263242,3.76,0.0,0.003590272942753749,0.6866855164806817,0.2555086077188306,0.0337642583063046,0.0002682524123644083,0.05352466192238665,0.22742610414165665,6.061886981979104e-11,0.4468427108706809,8.039910219423761e-07,8.36023545866524e-05,0.2643297284206307,0.001621986074290984,0.0001567162887240701,3.0394529686985002e-05,0.0010646562891328995,0.30666460561426795,3.6132476292476114e-05,3.962332733073137e-05,0.007570065847071799,0.02576150724087602,0.00017423438937232358,9.2080230417844e-05,0.0006726522879318044,1.1372941223560974e-08,0.04306774049101464,1.7983783072246898e-09,0.00047222829469440136,8.532008260777922e-05,0.0001364553781917973,1.5725963495451809e-06,3.394760604340225e-08,0.010256091776795496,0.015567875405369863,0.0051766221357614235,0.01642597162216466,2.7400073910698475e-08,1.795086112716657e-10,0.02553078770264894,0.0017287655804036721,2.2661111303349623e-06,1.4626350697184523e-06,2.9038560699836573e-06,0.008914312501261163,4.763617787260114e-06,2.4453986968090915e-11,2.0497248801073524e-09,0.017539205399189038,2.076359858095063e-05,2.2011731836634856e-06,0.00940752416766299,3.591836265625933e-08,7.93639704198468e-13,3.5729139558552685e-07,1.1086950651865988e-05,1.6081930570725459e-06,0.00013005359612548563,8.606642108443525e-08,6.904357550436816e-08,0.0024072903554225675,4.3717078628959605e-07,0.0009220656808574281,0.00010785271857506936,0.0016933213231384917,2.8295190083788674e-06,7.74010553285975e-12,2.2172227987377718e-12,7.821390195745293e-08,1.420360980854071e-07,0.0004045447814329333,2.6904499779823597e-08,2.487168092975137e-09,0.0002804614569709237,6.514612071723663e-09,1.1262588079395365e-08,4.7556686775903555e-06,5.783348610091746e-07,4.30583715303205e-06,3.956419305052293e-10,6.840447612944731e-08,9.220097445691215e-06,0.0004436087899805664,6.506782606344104e-10,1.7621900531961633e-10,2.5045874589627358e-08,3.932318928731537e-08,8.864408008206797e-12,1.385839154541123e-06,3.336693942270422e-11,1.115314031392005e-07,3.397140335708074e-05,6.284992733153592e-10,7.478469932200663e-05,5.633829772155998e-08,1.0805906456781981e-09,1.6486166149950954e-08,0.0003362923721680941,2.2917398954978013e-09
