Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941)
4.98906288188168e-06,0.6587436663166566,0.0013195957121472993,3.3794778309567886e-05,0.00017537169090408206,0.010762513008674006,0.0,0.0,0.00045919019871384296,1.8276281256850952e-06,4.962709676131876e-05,3.497126089339328e-05,5.472128879889421e-06,1.336046513068403e-12,5.098385427883542e-10,3.4900956704174404e-08,2.6188457424616584e-05,3.5905222990655186e-05,6.866846622292527e-09,4.555771728691518e-10,2.2076375633972552e-05,7.186661542545595e-08,2.2316859248092866e-09,2.2910385720230095e-08,3.683850371167495e-09,8.199274148807157e-06,8.73691342395447e-06,0.023303064093712182,1.1958837979485493e-06,6.10236550493766e-06,1.7992341037702068e-09,4.693667984115156e-10,2.9282893385648325e-06,3.7582424503216573e-06,3.76,0.0,0.4978039831646888,0.9978525598804925,0.001999889518540598,5.169681368325364e-05,0.02344379310826779,0.0001194050137544604,0.013550743496607233,6.0670116729908515e-05,1.4969123799162865e-06,1.6334429580692967e-06,8.242551632857074e-06,1.3689988132799512e-09,3.1879050194095477e-06,1.5496263952980138e-05,5.223391914626109e-06,4.827181755274081e-08,3.1586188441027373e-13,6.386327144578141e-14,1.767559462461427e-09,1.444847676939392e-07,1.7039233203653173e-06,6.787231854546307e-11,2.347105625205466e-12,7.960936228299247e-08,2.1724611509399714e-09,8.065215024313417e-14,2.682913240877972e-10,1.2145637610104318e-13,2.3158442321258324e-10,1.3966664083950731e-08,2.9335725314173685e-11,5.731251776889018e-09,1.9717438362539955e-10,1.563954969306926e-11,2.0906955116759494e-12,5.732968724620752e-12,3.1613607901281105e-14,3.89130962683675e-06,8.37864232495834e-08,3.059051141946292e-09,8.753241206267316e-12,0.0004830212573717518,2.729478011492865e-11,8.214501934549636e-09,4.586076158112778e-17,5.3191703716505826e-12,3.5868154027970015e-06,3.911467295716178e-09,4.71640489610166e-13,1.7694580351526437e-06,6.787305120775285e-14,2.907161275373057e-14,4.483802903615627e-15,3.609264478078863e-13,1.1756422417681387e-11,5.346799434263482e-13,3.5419411165514347e-14,5.048915423376463e-07,9.687352566665186e-13,1.5017017456288944e-16,6.151080578356012e-19,1.6635482697668087e-11
5.012748341210424e-06,0.65879621220087,0.0013503670619716272,3.462815054618595e-05,0.0001797208255457609,0.011022385367633145,0.0,0.0,0.00046956707393738383,1.8910433420861666e-06,5.121496758245962e-05,3.521210044100698e-05,5.630238514579064e-06,1.444463564976688e-12,5.386658973345774e-10,3.6063828880406306e-08,2.6942561509654525e-05,3.69638033593493e-05,7.2675730781457225e-09,4.799976481224864e-10,2.2740213277036086e-05,7.39857573839449e-08,2.325481720055683e-09,2.4016016305169497e-08,3.86578314763391e-09,8.50645211244255e-06,8.982573101076478e-06,0.023406390784844612,1.2304805034104781e-06,6.2608172797160435e-06,1.896580622249077e-09,4.940202466965515e-10,3.010678358650208e-06,3.871959295364508e-06,3.76,0.0,0.49736423113362516,0.9978119598919591,0.0020503717126829114,5.2122919390557873e-05,0.023550597885207483,0.0001222040604566731,0.013878055704117518,6.214352166672326e-05,1.569852897416157e-06,1.7125369633367657e-06,8.647752660520962e-06,1.437826076111927e-09,3.34468266952642e-06,1.574986537905524e-05,5.408405318890801e-06,4.9738326870082894e-08,3.2631969864705053e-13,6.59807273557922e-14,1.8258445233490842e-09,1.478547648092713e-07,1.7260552654979833e-06,6.985104844168833e-11,2.4343495454764337e-12,8.460071395935555e-08,2.279055507685284e-09,8.568223714323142e-14,2.811276490198784e-10,1.2745461558936127e-13,2.372030725853743e-10,1.4420044325695392e-08,3.063815591128678e-11,5.898979092081977e-09,2.0217444497822978e-10,1.6565637364262753e-11,2.2364645289132607e-12,6.186645520804131e-12,3.316451642287088e-14,4.043721117581551e-06,8.403951181161118e-08,3.2348205735153344e-09,9.006937284788235e-12,0.000483001631262011,2.8797714191399954e-11,8.44724318511003e-09,4.853901647398786e-17,5.655793240837029e-12,3.5716543245722753e-06,4.089311730446231e-09,5.024548197854844e-13,1.8089873728619012e-06,7.087118372948164e-14,3.0436837602156975e-14,4.641276100041372e-15,3.727625346816569e-13,1.2415813110228666e-11,5.324559257355959e-13,3.526587011929556e-14,5.025558560369113e-07,1.0372269709386788e-12,1.6135043304054393e-16,6.585685890413458e-19,1.7130530804374505e-11
5.036433800539169e-06,0.65884963696874,0.0013818241847831352,3.548211678822552e-05,0.00018417825385593964,0.011288088781523794,0.0,0.0,0.0004801477424224897,1.9567435243088983e-06,5.285442341387917e-05,3.5455335660963046e-05,5.792858674994424e-06,1.561683688968718e-12,5.691367560376137e-10,3.726757771822498e-08,2.772492400475538e-05,3.805101436609772e-05,7.691442457386447e-09,5.056850207555748e-10,2.3422898746758883e-05,7.620402832270188e-08,2.4241632226430773e-09,2.518150847013198e-08,4.057593973397159e-09,8.8255283223124e-06,9.234695098938318e-06,0.023509541060645157,1.2659911771955927e-06,6.422842287452043e-06,1.99936110268807e-09,5.199306812836054e-10,3.095218426042629e-06,3.988882437185355e-06,3.76,0.0,0.49691702800623194,0.9977704023949406,0.0021020801460988237,5.255620234718103e-05,0.023657324680093964,0.0001250666784556014,0.014212736554386901,6.36528388619122e-05,1.6462633759971473e-06,1.7953655783600196e-06,9.072288164060822e-06,1.5100516955371285e-09,3.5089652448075014e-06,1.6013945827043928e-05,5.6018464518120475e-06,5.126507093881309e-08,3.3714152423811515e-13,6.817206422020171e-14,1.886153152010061e-09,1.513005551493441e-07,1.7487120339326305e-06,7.188548855586743e-11,2.5250202570274803e-12,8.991100151445959e-08,2.390734622214283e-09,9.10319495339095e-14,2.946591329080148e-10,1.3374426544168648e-13,2.4295664575625525e-10,1.4891533868482968e-08,3.2009060440217084e-11,6.071457861061847e-09,2.0731626699860968e-10,1.755020354222415e-11,2.3934717908584277e-12,6.6757396883001525e-12,3.478939473568961e-14,4.202525834989686e-06,8.430130749041374e-08,3.4224112355546025e-09,9.272456285418216e-12,0.00048298154272780644,3.038913940368989e-11,8.688645370054529e-09,5.138965023859419e-17,6.01375152902287e-12,3.5562640211069684e-06,4.2755589739941965e-09,5.354678533189508e-13,1.849253358402028e-06,7.402597994590078e-14,3.1880654710150416e-14,4.80522426123208e-15,3.8503057337079564e-13,1.3116467474710032e-11,5.301981085829407e-13,3.511002730962821e-14,5.001846280707914e-07,1.1111177443769218e-12,1.734111751916395e-16,7.054535064919283e-19,1.7638415786824253e-11
5.060119259867914e-06,0.6589039591405809,0.001413981264889513,3.6357197741853935e-05,0.00018874671533639336,0.01155974369937998,0.0,0.0,0.000490935070410506,2.0248130922036273e-06,5.454720385660079e-05,3.570106283285049e-05,5.960116581924937e-06,1.6884231191783214e-12,6.01346099278514e-10,3.851376276552563e-08,2.8536653941058377e-05,3.91675546275802e-05,8.139787921475285e-09,5.327026366198472e-10,2.4124942496433517e-05,7.852627140822746e-08,2.528007898353236e-09,2.6410389245214187e-08,4.259838878211342e-09,9.156994442437361e-06,9.493435373297053e-06,0.02361251104232759,1.302437449581676e-06,6.5885003232643676e-06,2.1078854501400057e-09,5.471600145567249e-10,3.181960393523781e-06,4.109096459950391e-06,3.76,0.0,0.49646221633267545,0.9977278654060955,0.0021550443166981174,5.299693778709658e-05,0.02376397254157705,0.00012799424510839033,0.01455493934367148,6.51989586442252e-05,1.7263048261830729e-06,1.8821003531368702e-06,9.517053488456422e-06,1.5858413522484533e-09,3.6811026753215543e-06,1.628900948385451e-05,5.804122799113849e-06,5.285535339339633e-08,3.483410713547492e-13,7.04400731131897e-14,1.9485612895897274e-09,1.5482374777890987e-07,1.771919038508251e-06,7.39771652800599e-11,2.6192662149977113e-12,9.556097479879906e-08,2.507734307780458e-09,9.672199253447059e-14,3.089280224334827e-10,1.4033929865042036e-13,2.488490106458842e-10,1.5382125619923325e-08,3.3452780308328885e-11,6.248819516340346e-09,2.1260594237459008e-10,1.8597337409790436e-11,2.5626718962466816e-12,7.202975516068222e-12,3.649167266773496e-14,4.368003844219416e-06,8.457209178529226e-08,3.622684338278731e-09,9.550374655280585e-12,0.0004829609811715811,3.207455582780653e-11,8.939046003776197e-09,5.442485053130784e-17,6.394411823119073e-12,3.540643575098961e-06,4.4706144585392124e-09,5.708499041451274e-13,1.8902650289160823e-06,7.734731000391713e-14,3.3408378505954705e-14,4.976000496972863e-15,3.977513625378084e-13,1.3861124061618302e-11,5.279063352039823e-13,3.495187378601508e-14,4.977776939802927e-07,1.1908623042462642e-12,1.8642565581576222e-16,7.5605115246496745e-19,1.815941563628561e-11
5.083804719196658e-06,0.6589591975694178,0.001446852725970592,3.725392769223032e-05,0.00019342901814319849,0.011837472645566166,0.0,0.0,0.0005019319125129303,2.0953394939688817e-06,5.62951101543519e-05,3.5949382213380084e-05,6.13214295664415e-06,1.825456530729665e-12,6.353944924187702e-10,3.980400882972266e-08,2.9378903968535486e-05,4.031413707670432e-05,8.614019757215378e-09,5.61116863505889e-10,2.484686817614492e-05,8.095755481497714e-08,2.637309748512698e-09,2.7706403888056264e-08,4.4731051698520354e-09,9.501364019440933e-06,9.758953034487196e-06,0.023715296757443598,1.3398413733952363e-06,6.757851247257496e-06,2.2224815222891133e-09,5.757730690583193e-10,3.2709560900544073e-06,4.232687984631876e-06,3.76,0.0,0.49599963581045764,0.9976843264586673,0.0022092944241281077,5.344541194141961e-05,0.023870540513369613,0.00013098816390095364,0.014904820048361633,6.678279345027258e-05,1.8101454877740894e-06,1.972920429819181e-06,9.98298392703597e-06,1.6653687253488878e-09,3.861460703265474e-06,1.6575583589520225e-05,6.015661369631725e-06,5.4512695251367124e-08,3.599326157010569e-13,7.278766055793575e-14,2.0131479916481675e-09,1.5842598074220182e-07,1.795703102672271e-06,7.612764479144307e-11,2.717243061157207e-12,1.015727502615076e-07,2.630300943941032e-09,1.0277443227995116e-13,3.239794822961966e-10,1.4725434937919195e-13,2.54884220094187e-10,1.5892880776132104e-08,3.4973985240106534e-11,6.431198964923354e-09,2.1805000217810532e-10,1.97114496440993e-11,2.7451066528490987e-12,7.771283119727204e-12,3.8274933690101237e-14,4.540447624911968e-06,8.485215409559803e-08,3.836565762166114e-09,9.841295542351251e-12,0.0004829399357635273,3.385981632506171e-11,9.198795757021179e-09,5.765774163403128e-17,6.7992299279330216e-12,3.524792203769401e-06,4.674903327652144e-09,6.087855750035192e-13,1.932031343152915e-06,8.084578635220488e-14,3.5025713740268366e-14,5.1539822794415935e-15,4.1094703323305837e-13,1.4652709548810496e-11,5.255804674843847e-13,3.4791401953423137e-14,4.953349082545069e-07,1.2769550426915538e-12,2.0047358763794663e-16,8.106750176587364e-19,1.8693813386397816e-11
5.107490178525403e-06,0.6590153714441511,0.0014804532322696571,3.817285486509917e-05,0.00019822804060763398,0.012121400235203058,0.0,0.0,0.0005131411086503795,2.1684133003048038e-06,5.810000747710274e-05,3.620039820899609e-05,6.309072108442012e-06,1.973621820636778e-12,6.713884200149108e-10,4.114000892623685e-08,3.025287200185254e-05,4.149148913951216e-05,9.115629880198327e-09,5.909972258347289e-10,2.5589212952769065e-05,8.35031813680653e-08,2.7523803108785426e-09,2.907352970268226e-08,4.698013129840315e-09,9.859173520761892e-06,1.0031410379019342e-05,0.02381789413787719,1.3782254286065115e-06,6.930954932307409e-06,2.3434961795230782e-09,6.05837704543794e-10,3.3622583279847e-06,4.359745708620293e-06,3.76,0.0,0.4955291232559768,0.9976397625928274,0.0022648613853209075,5.390192247990146e-05,0.023977027635024434,0.00013404986472142244,0.015262537346189967,6.84052783304493e-05,1.8979611375004114e-06,2.0680128589149826e-06,1.0471056405082867e-05,1.7488158744468905e-09,4.050421565354187e-06,1.6874219440293178e-05,6.236909611416835e-06,5.62408506067964e-08,3.719310236993497e-13,7.521785367623317e-14,2.0799955656398575e-09,1.621089212826803e-07,1.8200925418561035e-06,7.833853393150352e-11,2.819114006130379e-12,1.0796990122987024e-07,2.75869192630729e-09,1.0921278594801349e-13,3.3986182372626305e-10,1.5450474368541088e-13,2.6106652665366943e-10,1.642493399185313e-08,3.65777016870354e-11,6.618734666830214e-09,2.2365545634253445e-10,2.0897300372563368e-11,2.9419134051806644e-12,8.383813639504696e-12,4.014292145387877e-14,4.720162612132985e-06,8.51417918725587e-08,4.065050959270334e-09,1.0145849933674932e-11,0.0004829183954369751,3.575114939859976e-11,9.468258947141259e-09,6.110246201598762e-17,7.2297568384388365e-12,3.5087092668309303e-06,4.888871389437376e-09,6.494750570678676e-13,1.974561172093112e-06,8.45328276938352e-14,3.673878515831397e-14,5.339573328107868e-15,4.2464114816122127e-13,1.5494351968883606e-11,5.2322038709744e-13,3.4628605651537335e-14,4.928561454391849e-07,1.3699335346596706e-12,2.1564174672015348e-16,8.6966597154524e-19,1.924189729424705e-11
5.131175637854148e-06,0.6590725002925929,0.00151479768961071,3.9114541797532015e-05,0.0002031467327711049,0.012411653188551091,0.0,0.0,0.0005245654808505311,2.2441283002780297e-06,5.996382729052889e-05,3.6454219556307136e-05,6.491042023534448e-06,2.1338252800260808e-12,7.094406402661147e-10,4.2523527365735415e-08,3.1159802920242816e-05,4.2700352908748185e-05,9.646196604221421e-09,6.22416544712354e-10,2.6352527836842995e-05,8.6168698538301e-08,2.8735497202660873e-09,3.051599073647028e-08,4.935217793094134e-09,1.0230983424236917e-05,1.0310972919444725e-05,0.023920299017812566,1.4176125268181808e-06,7.10787120921607e-06,2.4712963963690924e-09,6.374249498573371e-10,3.4559209096032354e-06,4.490360445541066e-06,3.76,0.0,0.4950505125771205,0.997594150345871,0.002321776850281179,5.436677896952879e-05,0.024083432942774582,0.00013718080412144774,0.015628252636112318,7.006737146158947e-05,1.98993540846831e-06,2.1675729271873937e-06,1.0982291227277285e-05,1.8363736397036518e-09,4.2483847023846364e-06,1.7185493431946997e-05,6.468336369340508e-06,5.804382350392699e-08,3.8435177884385735e-13,7.773380557686666e-14,2.149189714687522e-09,1.658742660439381e-07,1.8451172497256213e-06,8.061148109187126e-11,2.9250502332637275e-12,1.1477755409884968e-07,2.8931761337621854e-09,1.160621177118811e-13,3.566267527709753e-10,1.6210653162643268e-13,2.6740039881643643e-10,1.6979498954088673e-08,3.8269343905343374e-11,6.8115687142779016e-09,2.2942983810803095e-10,2.2160029730727994e-11,3.154334175116805e-12,9.043955527399163e-12,4.209954658071662e-14,4.907467759667068e-06,8.544131076875927e-08,4.309210225891321e-09,1.0464697834652998e-11,0.00048289634888371393,3.7755183518153314e-11,9.747814044040215e-09,6.477424876312024e-17,7.687645122390888e-12,3.492394274713594e-06,5.11298611461998e-09,6.931355577004858e-13,2.0178632893557093e-06,8.842072892217782e-14,3.855416945756835e-14,5.533205646981496e-15,4.3885880874798173e-13,1.6389394881499505e-11,5.208259966790975e-13,3.4463480236506946e-14,4.903413012768495e-07,1.4703823694176444e-12,2.320246382536372e-16,9.333946915474016e-19,1.9803961044568244e-11
5.154861097182892e-06,0.6591306039843606,0.0015499012462289307,4.0079565717968625e-05,0.00020818811793246305,0.012708360344273237,0.0,0.0,0.0005362078299021445,2.3225815988323034e-06,6.18885698144914e-05,3.671095951069478e-05,6.678194455300708e-06,2.307047189569691e-12,7.496705609141483e-10,4.39564029865628e-08,3.210099032251289e-05,4.394148531376684e-05,1.0207389692517412e-08,6.554510835170866e-10,2.7137378016412356e-05,8.895990879754427e-08,3.0011678323103663e-09,3.20382734100857e-08,5.1854108148497565e-09,1.0617379361623915e-05,1.0597809412321878e-05,0.02402250713167655,1.4580260156410958e-06,7.288659809182104e-06,2.606270437805476e-09,6.706091397542325e-10,3.551998632972268e-06,4.624625165234825e-06,3.76,0.0,0.4945636347469909,0.9975474657422687,0.0023800732181096895,5.484030335081199e-05,0.024189755470441308,0.0001403824655640924,0.016002130056756502,7.177005466599425e-05,2.0862601217444517e-06,2.2718044975668308e-06,1.1517753890845786e-05,1.928242060648024e-09,4.455767496883844e-06,1.7510008144646453e-05,6.710432885946971e-06,5.992588608095913e-08,3.972110092761125e-13,8.033880099361066e-14,2.2208196879316083e-09,1.6972374125011788e-07,1.870808789606023e-06,8.294817710571913e-11,3.035231325399493e-12,1.2202249080769627e-07,3.0340344136974156e-09,1.233491410018159e-13,3.743296401848059e-10,1.7007652080785646e-13,2.738905388179363e-10,1.755787439086323e-08,4.005474796211335e-11,7.009846911437544e-09,2.3538125282450436e-10,2.3505191273349117e-11,3.3837256953215918e-12,9.755351998641486e-12,4.4148893715049945e-14,5.102696126480286e-06,8.57510247848484e-08,4.570194374501608e-09,1.079852949028286e-11,0.0004828737845492448,3.987897300473136e-11,1.0037854192108274e-08,6.868952951844767e-17,8.174655742043148e-12,3.4758468970522187e-06,5.347737681573053e-09,7.400028699574226e-13,2.06194636139886e-06,9.252273762209374e-14,4.047892970752547e-14,5.7353417267078005e-15,4.536267706282667e-13,1.7341412558880008e-11,5.183972210410356e-13,3.429602266521479e-14,4.877902938784818e-07,1.5789373235073635e-12,2.49725229109453e-16,1.0022643086933512e-18,2.0380303980062866e-11
5.178546556511637e-06,0.6591897027336207,0.0015857792934009468,4.1068518935703274e-05,0.00021335529420592455,0.013011652671495134,0.0,0.0,0.0005480709318624106,2.4038737158694353e-06,6.387630657372086e-05,3.697073604347457e-05,6.8706750157915665e-06,2.494347872576511e-12,7.922046378856607e-10,4.5440552539066577e-08,3.307777833827168e-05,4.521565828644983e-05,1.0800975707578274e-08,6.901806991917875e-10,2.7944343197962205e-05,9.188288034210898e-08,3.1356054139252124e-09,3.3645143138473016e-08,5.449322428249906e-09,1.1018973318760484e-05,1.0892091884112466e-05,0.024124514112056492,1.4994896829505108e-06,7.473380303537896e-06,2.748829104149536e-09,7.054680567932364e-10,3.6505472969947496e-06,4.7626350338566945e-06,3.76,0.0,0.49406831777885807,0.9974996842835729,0.002439783653257159,5.532283043236154e-05,0.024295994250413233,0.00014365635965697034,0.016384336503328725,7.35143339364288e-05,2.1871356304254486e-06,2.380920361391428e-06,1.2078556966301416e-05,2.024630814609293e-09,4.673006039767701e-06,1.7848393470768377e-05,6.963713847363582e-06,6.189159808080183e-08,4.105255166375174e-13,8.30362621841383e-14,2.294978437747689e-09,1.7365910286410421e-07,1.897200491399021e-06,8.535035614353775e-11,3.149845715889247e-12,1.2973325800354504e-07,3.1815600858294034e-09,1.3110232748131406e-13,3.930298149249859e-10,1.7843231143459142e-13,2.8054190217455824e-10,1.8161450549197612e-08,4.194020895599885e-11,7.213718854660895e-09,2.4151843153993603e-10,2.4938788514670328e-11,3.631570423212829e-12,1.0521919727458733e-11,4.6295228846096964e-14,5.3061954871859216e-06,8.60712564130147e-08,4.849240834874361e-09,1.114806664919182e-11,0.00048285069062796486,4.213002557236967e-11,1.0338787748427454e-08,7.286602263953716e-17,8.692665345762971e-12,3.4590669714389183e-06,5.593640070357571e-09,7.903330990180324e-13,2.1068189375294963e-06,9.685313777564237e-14,4.2520652421340026e-14,5.9464769250316295e-15,4.689735682265895e-13,1.835422625765266e-11,5.159340084223427e-13,3.412623158209802e-14,4.852030649267723e-07,1.696289905416298e-12,2.6885575423103266e-16,1.0767132889473875e-18,2.0971231361157824e-11
5.202232015840382e-06,0.659249817101664,0.0016224474658608908,4.208200923995444e-05,0.00021865143608760658,0.013321663280577205,0.0,0.0,0.0005601575344150259,2.488108686815052e-06,6.592918304398611e-05,3.72336720480009e-05,7.068633268443488e-06,2.696874242949845e-12,8.371767980411623e-10,4.697797422879575e-08,3.409156349643934e-05,4.652365892279381e-05,1.1428823677348753e-08,7.266889994149509e-10,2.8774017954535837e-05,9.494395819162126e-08,3.27725540420221e-09,3.53416620044398e-08,5.727723496041453e-09,1.143640489518125e-05,1.1193995654824166e-05,0.024226315487594574,1.5420277610164384e-06,7.662092040706632e-06,2.899407048420326e-09,7.420830784201476e-10,3.7516237056559335e-06,4.9044874540464486e-06,3.76,0.0,0.49356438670244734,0.9974507809381801,0.0025009421020020703,5.5814708404363874e-05,0.024402148314701166,0.0001470040243692123,0.016775041642862074,7.53012399666334e-05,2.292771176539259e-06,2.495142603288013e-06,1.2665862047661449e-05,2.1257596756535196e-09,4.900555926952645e-06,1.8201307787082453e-05,7.2287184761403614e-06,6.394582783294633e-08,4.243128062568008e-13,8.58297551015736e-14,2.3717627841352596e-09,1.7768213672165582e-07,1.9243275543298848e-06,8.7819796611983e-11,3.269091165258789e-12,1.3794028331598482e-07,3.3360594651599876e-09,1.3935202316922526e-13,4.1279088344726385e-10,1.8719233292749284e-13,2.8735971912768166e-10,1.8791716179005348e-08,4.3932521767018906e-11,7.4233380130642225e-09,2.4785078984308976e-10,2.6467314900933794e-11,3.899488631765918e-12,1.1347868872358113e-11,4.854300690782097e-14,5.518328967368727e-06,8.640233677675479e-08,5.147680216555865e-09,1.1514063871264944e-11,0.0004828270550582837,4.451633162978946e-11,1.0651038837517494e-08,7.732284634836918e-17,9.243674062493576e-12,3.442054512444186e-06,5.851232207926988e-09,8.444045624456765e-13,2.1524894397391545e-06,1.0142734137430652e-13,4.4687487483678807e-14,6.167142040259509e-15,4.849296491531798e-13,1.9431921655549956e-11,5.134363317803417e-13,3.39541074085469e-14,4.825795809108583e-07,1.823192304890782e-12,2.8953860474061225e-16,1.1572185710960033e-18,2.1577054658899597e-11
5.225917475169126e-06,0.6593109679993046,0.001659921641987534,4.312066030864786e-05,0.00022407979602850878,0.013638527432509484,0.0,0.0,0.0005724703530765776,2.575394164572705e-06,6.804942139712355e-05,3.749989555512395e-05,7.272222821925351e-06,2.91586688819318e-12,8.847288874730278e-10,4.85707514258295e-08,3.514379665205265e-05,4.786628963982191e-05,1.209291109661642e-08,7.650635058266483e-10,2.96270120811462e-05,9.81497756703668e-08,3.426534249676765e-09,3.713320754998448e-08,6.021427659862837e-09,1.1870342626152276e-05,1.1503699359208775e-05,0.02432790668085995,1.585664930502014e-06,7.85485408033632e-06,3.058464170281836e-09,7.805393293605872e-10,3.855285671379802e-06,5.05028210511757e-06,3.76,0.0,0.4930516635416706,0.9974007301309481,0.002563583309145145,5.631629937158154e-05,0.024508216696072695,0.00015042702523075145,0.01717441792768653,7.713182868683987e-05,2.403385261123664e-06,2.614702979001997e-06,1.3280881774029246e-05,2.23185899494595e-09,5.138893086876823e-06,1.8569439172723186e-05,7.506011672954032e-06,6.609377481850216e-08,4.385911187323391e-13,8.872299585087142e-14,2.451273586592669e-09,1.8179465863954198e-07,1.952227155882585e-06,9.03583220543701e-11,3.393175265016521e-12,1.4667599919196396e-07,3.497852404652955e-09,1.481305721654403e-13,4.3368107720707124e-10,1.9637588217060336e-13,2.9434951818373265e-10,1.9450266062456495e-08,4.603902568091136e-11,7.638861809346377e-09,2.5438849247496217e-10,2.8097797547861423e-11,4.1892516828605745e-12,1.2237724521679277e-11,5.089687966512784e-14,5.739475704642509e-06,8.67446057664273e-08,5.4669433671745455e-09,1.1897309879615431e-11,0.00048280286551767175,4.7046395450828816e-11,1.0975047922876966e-08,8.208063772488985e-17,9.829813834333652e-12,3.4248097209098865e-06,6.121079166730869e-09,9.025198831278261e-13,2.1989661523852747e-06,1.0626198870861598e-13,4.698819115465843e-14,6.397906093545938e-15,5.015275191967966e-13,2.057886753717607e-11,5.109041901210735e-13,3.377965243490592e-14,4.799198343923984e-07,1.9604627826910226e-12,3.119073065098521e-16,1.2442989838891682e-18,2.2198091885085787e-11
5.249602934497871e-06,0.6593731766890856,0.0016982179437470951,4.418511212703435e-05,0.00022964370601156138,0.013962382546836271,0.0,0.0,0.0005850120672490055,2.665841522758438e-06,7.023932334839894e-05,3.7769539958425333e-05,7.481601425035215e-06,3.1526677308463765e-12,9.350111468768392e-10,5.0221056547780655e-08,3.6235984972337384e-05,4.924436832746376e-05,1.279533028353582e-08,8.053958234869438e-10,3.050395095758313e-05,1.0150726627771947e-07,3.583883318080081e-09,3.902549275432747e-08,6.33129359062853e-09,1.2321485370220842e-05,1.182138496531382e-05,0.02442928300619989,1.6304263243240435e-06,8.051725124571907e-06,3.226487090888311e-09,8.209258394362061e-10,3.961592017437943e-06,5.200120983209271e-06,3.76,0.0,0.49252996729391413,0.9973495057326762,0.0026277428349122407,5.6827979906514706e-05,0.024614198429271303,0.00015392695551233538,0.017582640606994333,7.900718180372543e-05,2.5192060278244048e-06,2.7398433064792997e-06,1.39248819244204e-05,2.343170203499912e-09,5.388514639900464e-06,1.8953506674405333e-05,7.796185209176e-06,6.834099393890168e-08,4.533794629716122e-13,9.171985744266977e-14,2.533615923804456e-09,1.859985144956431e-07,1.9809385673032876e-06,9.296780205125697e-11,3.5223159701832315e-12,1.5597497476712648e-07,3.6672728582018345e-09,1.5747244846571583e-13,4.5577363100236383e-10,2.0600316345625884e-13,3.0151715195838053e-10,2.013880913139817e-08,4.8267653267552604e-11,7.860451700706047e-09,2.611425242728657e-10,2.983784510844408e-11,4.5027965991792965e-12,1.3196349656025038e-11,5.3361703894629156e-14,5.97003153633487e-06,8.709841217006307e-08,5.808568963591742e-09,1.2298628957586816e-11,0.00048277810941764395,4.9729268328847627e-11,1.1311272395557083e-08,8.716168247918169e-17,1.0453357324974626e-11,3.407332993517286e-06,6.4037734190362395e-09,9.650082959198433e-13,2.2462572117396693e-06,1.1137505818160765e-13,4.94321723864473e-14,6.639379337122582e-15,5.188018987567604e-13,2.179973581918457e-11,5.083376098699232e-13,3.3602870915099366e-14,4.772238453027795e-07,2.1089915397035283e-12,3.361075989249191e-16,1.3385189671136428e-18,2.2834667964185713e-11
