Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941)
3.006577936418463e-07,0.6543951880141281,1.252983087080866e-06,2.5675609538826833e-08,1.0191841171656378e-07,1.2479089632180684e-06,0.0,0.0,5.8369445565314e-07,1.9070855639861805e-10,3.922848556554152e-09,3.310302338212592e-07,4.503379240267675e-09,8.231823353536662e-21,3.4784337069761586e-15,2.1083472221924146e-10,8.474635712357898e-07,1.2294153624755866e-09,6.140009076398541e-17,2.85494526381529e-17,9.002893154148806e-10,1.7898403131574252e-09,2.1210277648631075e-10,2.919165897143182e-13,1.195433661125752e-11,1.0347180874999078e-11,4.222967205040364e-10,0.0014468125719174958,6.051410716906204e-11,1.4708769158296553e-09,1.1289130366102276e-13,4.765090189687327e-17,5.744471820427694e-11,1.3058306128390266e-11,3.76,0.0,0.5335733532865432,0.9995149238845952,1.2073149957496722e-07,2.410807065986741e-06,0.0014471230360962597,1.2875636810035938e-07,2.1318651196245297e-06,8.125438188533179e-08,1.191156571521613e-13,3.1324687550942377e-13,1.148711429080927e-13,2.6271431568439743e-16,1.0104322296110139e-13,8.893344312062254e-07,8.948657581431118e-09,1.3708554938623854e-11,2.025556895567342e-15,3.983215290715068e-16,1.1134315105704253e-11,1.5204833580399615e-10,1.2811876038472087e-08,2.9080402059130858e-15,2.2122237527401823e-17,7.745787713062018e-16,6.442595607829002e-17,2.6529353000921803e-22,3.944446399839634e-14,1.4669465530423548e-20,3.573642489649399e-14,1.8792778947599837e-13,1.286227064404213e-15,2.0675747071326777e-13,3.175838075584118e-14,1.4532972158183832e-16,1.7519111957431455e-16,2.4369751873724218e-23,9.793851768496194e-22,2.4433942942567733e-10,2.361205602296098e-08,1.8825731393970385e-14,2.62763265818937e-13,0.00048382522712279774,5.8190897621436925e-18,2.4890570577714494e-10,1.2055061133565858e-23,2.8555580751633117e-19,1.8278054682218752e-06,1.4439112340437342e-13,8.238383244614094e-20,8.01103410082735e-11,2.8404632174430054e-18,4.806763611852307e-20,5.2932892743408464e-21,4.529946231669037e-19,1.017317195540742e-16,2.5555141128942674e-13,1.8176152016521082e-14,2.0192662126694008e-07,7.35383696132768e-19,9.432550007215378e-24,4.588503529301719e-25,3.006507409824429e-17
3.0723708789983085e-07,0.6543991186205006,1.3017032481596406e-06,2.6755130273117382e-08,1.0682006863863066e-07,1.322027452122701e-06,0.0,0.0,5.986054794571536e-07,1.9955634265813824e-10,4.175688287112925e-09,3.476980820926062e-07,4.682042212496312e-09,8.926474044354722e-21,3.62268596649396e-15,2.10912312377559e-10,8.64785088624057e-07,1.2886141275766941e-09,6.728140158351814e-17,3.136715752757866e-17,9.50063294406653e-10,1.8364011116003753e-09,2.1209514582926077e-10,3.083051053630646e-13,1.2217981469086762e-11,1.1389455334851348e-11,4.50534834045397e-10,0.001478429026875917,6.288395798119622e-11,1.5028508635794849e-09,1.1629157441230577e-13,5.1783535389246544e-17,6.219277845395155e-11,1.419281107865006e-11,3.76,0.0,0.5335415465854463,0.9995148797165592,1.293608042977703e-07,2.4646698031755553e-06,0.0014787558169288499,1.3342442642150956e-07,2.2430834617499877e-06,8.383380869448078e-08,1.3171432519285915e-13,3.4346225497390394e-13,1.2920875439624137e-13,2.8224695147671903e-16,1.1296810110172044e-13,9.084476593068577e-07,9.339521627461583e-09,1.4578570111833344e-11,2.0263341364576706e-15,3.9846834442693544e-16,1.115910890789421e-11,1.5766743702595294e-10,1.3227733332696058e-08,3.087994762207092e-15,2.347392476430842e-17,8.672467342775215e-16,7.215036901608454e-17,3.0177689180823473e-22,4.200903346772931e-14,1.6082352524505205e-20,3.767203973343167e-14,2.0192475685087945e-13,1.3653783111981368e-15,2.2144267027408133e-13,3.350227403389788e-14,1.556453768142491e-16,1.8333669012367223e-16,2.8759864694446013e-23,1.0957253828887342e-21,2.5759923847886065e-10,2.4204623757590883e-08,2.0264526572379685e-14,2.6851157828941824e-13,0.0004838252057638968,6.4060119602214146e-18,2.5468560402829573e-10,1.3064942444866496e-23,3.1126255591706476e-19,1.8578867498417222e-06,1.5356022777622946e-13,9.156221898536105e-20,8.60260058390986e-11,3.019594587797351e-18,5.268480991351368e-20,5.814441572979583e-21,4.966678656226139e-19,1.108793472449644e-16,2.602271025382594e-13,1.8475564990368407e-14,2.067605889240625e-07,7.915416345578889e-19,1.0575512948549633e-23,4.940903677369875e-25,3.299269603499136e-17
3.138163821578154e-07,0.6544030494995603,1.3513576957062375e-06,2.7857206975621312e-08,1.1184386689291726e-07,1.3989908808708096e-06,0.0,0.0,6.136451401233071e-07,2.0862911010964806e-10,4.438295093267579e-09,3.6475520554303046e-07,4.8626082618921195e-09,9.664792504154671e-21,3.770052633165828e-15,2.10993625571733e-10,8.820568479011752e-07,1.349655851577783e-09,7.359050609552681e-17,3.438604673243985e-17,1.0014775625144781e-09,1.882970938784583e-09,2.1208767645280098e-10,3.253242005392114e-13,1.2481048675566282e-11,1.2513221894644283e-11,4.799979826921458e-10,0.0015100435881909599,6.530577200481267e-11,1.5356291472135482e-09,1.197312799888196e-13,5.618600835846098e-17,6.721531882060292e-11,1.5404868918920932e-11,3.76,0.0,0.5335097378279773,0.999514834784724,1.3840002177273259e-07,2.518577556313437e-06,0.0015103871089677341,1.381776457039214e-07,2.35812018169153e-06,8.645270063138102e-08,1.45366872716008e-13,3.7589780477799367e-13,1.4501056812857368e-13,3.0289311990196738e-16,1.2601662456599927e-13,9.27546152360746e-07,9.73853174487826e-09,1.548255327859133e-11,2.027106036019285e-15,3.9861862977925903e-16,1.1183916052176885e-11,1.6339114894952198e-10,1.3649314307899694e-08,3.276208482048372e-15,2.488221755400814e-17,9.688222393238622e-16,8.061419737654784e-17,3.423727028183776e-22,4.467364766671643e-14,1.760216481337745e-20,3.967521251454076e-14,2.166737539747068e-13,1.447565779527896e-15,2.3682320676157665e-13,3.5304960897684824e-14,1.664007850805992e-16,1.9161821494070182e-16,3.3825254450206445e-23,1.2230995077905584e-21,2.7133326160688507e-10,2.4792244106012688e-08,2.1780657102293687e-14,2.7425954838330854e-13,0.00048382518403536926,7.037512635354346e-18,2.6044893869752937e-10,1.4144803721774093e-23,3.3868239995320137e-19,1.887617685534033e-06,1.6308883713497131e-13,1.0152859585281474e-19,9.225288190891211e-11,3.2057600915906047e-18,5.763260991194062e-20,6.374850994188287e-21,5.435814082244187e-19,1.2061444696480088e-16,2.648482944500206e-13,1.8771485944494948e-14,2.115519101956666e-07,8.5091377205138e-19,1.1825348820447601e-23,5.3135789689578175e-25,3.613051336407278e-17
3.2039567641579997e-07,0.6544069806586714,1.401946692525951e-06,2.8981856090222338e-08,1.1699006477357131e-07,1.4788529295866925e-06,0.0,0.0,6.288157270437352e-07,2.1792886149937346e-10,4.710776845052858e-09,3.821981356178244e-07,5.045022505764761e-09,1.0448655337384308e-20,3.920551244508758e-15,2.1107873760588128e-10,8.992790124798733e-07,1.4125806154077186e-09,8.035054052762777e-17,3.7615390980723993e-17,1.0545576819140835e-09,1.9295483566591825e-09,2.1208037157631203e-10,3.429913107410358e-13,1.274354243454582e-11,1.3722986776583586e-11,5.10710756378757e-10,0.0015416562556226118,6.778085367359299e-11,1.5692430265121213e-09,1.2321154463667733e-13,6.087080036308066e-17,7.252125001115786e-11,1.669821383173681e-11,3.76,0.0,0.5334779269489571,0.9995147890856124,1.478592234857741e-07,2.572530180467998e-06,0.001542016908746165,1.4301600567272834e-07,2.4770406266469264e-06,8.91109868393641e-08,1.6013890647769682e-13,4.1066748558965694e-13,1.6239421604790632e-13,3.24700092930295e-16,1.402689015576801e-13,9.466299210644818e-07,1.014567573842806e-08,1.6420990357675798e-11,2.0278791178676446e-15,3.987730271431856e-16,1.1208741294782734e-11,1.6921943865668484e-10,1.4076614036838229e-08,3.4728862999807847e-15,2.6348760260748636e-17,1.0799607545744123e-15,8.987099769551449e-17,3.874461922213405e-22,4.743942690823961e-14,1.9234879576287965e-20,4.174708561385075e-14,2.322008241215709e-13,1.532841480687426e-15,2.5291597160898095e-13,3.716732412048411e-14,1.776006863880794e-16,2.0003160912659552e-16,3.9652840992004445e-23,1.362299337092049e-21,2.855499557294779e-10,2.5374828496559164e-08,2.3376668069359558e-14,2.800071761750122e-13,0.00048382516193553005,7.715939046723343e-18,2.6619573787965626e-10,1.5298255432810456e-23,3.6789057043752037e-19,1.917002311290256e-06,1.7298237404782277e-13,1.1233077874544573e-19,9.880078157685082e-11,3.3990824921427408e-18,6.292706867288856e-20,6.976629388421392e-21,5.939089740211678e-19,1.3095963620178736e-16,2.6941561430999964e-13,1.9063955127127195e-14,2.1630001479916727e-07,9.136287071451988e-19,1.318913522627828e-23,5.70734461910026e-25,3.9488506081379465e-17
3.2697497067378453e-07,0.6544109121051874,1.4534704999872111e-06,3.0129092941609054e-08,1.222589051643522e-07,1.5616672842431623e-06,0.0,0.0,6.441195268593499e-07,2.2745763584916539e-10,4.993238777015213e-09,4.0002336140036814e-07,5.22923349296477e-09,1.1279986917328545e-20,4.0741996694060365e-15,2.1116772431956901e-10,9.164517457064614e-07,1.4774293613264732e-09,8.75856610480382e-17,4.106470105040354e-17,1.1093296876264007e-09,1.9761321093919854e-09,2.1207323441072634e-10,3.613242551035145e-13,1.3005466985681291e-11,1.5023397591971673e-11,5.426977021724414e-10,0.0015732670289259898,7.031055567402042e-11,1.6037230380028307e-09,1.2673349075228355e-13,6.58507800348119e-17,7.811952426566462e-11,1.8076676703342202e-11,3.76,0.0,0.5334461138832371,0.9995147426157004,1.5774850025659037e-07,2.6265275311830216e-06,0.0015736452127391018,1.4793949064282155e-07,2.599910101696006e-06,9.180860597559858e-08,1.760987393313704e-13,4.4788868630574034e-13,1.814842850354615e-13,3.477166083428163e-16,1.5580896875905232e-13,9.65698976101815e-07,1.0560941475713482e-08,1.7394359183846717e-11,2.028658991618631e-15,3.989320998860646e-16,1.1233589439457057e-11,1.7515227877014472e-10,1.4509627597685402e-08,3.678232990358277e-15,2.787523760549816e-17,1.2013517875190235e-15,9.997699501019922e-17,4.373865377880297e-22,5.0307450727115185e-14,2.0986693481412768e-20,4.388880073485625e-14,2.4853244714524557e-13,1.6212574484414596e-15,2.6973786548448966e-13,3.9090247460813123e-14,1.8924951724971542e-16,2.0857282552835876e-16,4.633865416909306e-23,1.5141557381387315e-21,3.0025777232045255e-10,2.5952300663204523e-08,2.5055141885403094e-14,2.8575446174273813e-13,0.00048382513946267644,8.443713371784871e-18,2.7192603424377544e-10,1.6529023298156066e-23,3.9896397719278925e-19,1.946044616381409e-06,1.8324619865049528e-13,1.2401827456011674e-19,1.0567960309727676e-10,3.599684585202373e-18,6.858465038344624e-20,7.621960214043846e-21,6.47830284872172e-19,1.4193778067459315e-16,2.7392968239255755e-13,1.9353012320373262e-14,2.2100442143218332e-07,9.798181286023691e-19,1.4674221915742638e-23,6.123035522593671e-25,4.307690499102311e-17
3.335542649317691e-07,0.6544148438464523,1.5059293842532515e-06,3.129893197550245e-08,1.2765061655504975e-07,1.6474876367529769e-06,0.0,0.0,6.595588237107106e-07,2.3721750845986746e-10,5.285783668459775e-09,4.182273364985387e-07,5.415193060785254e-09,1.2160760161370434e-20,4.231016140757967e-15,2.112606616034215e-10,9.335752108630333e-07,1.5442438920308967e-09,9.53210894429071e-17,4.474373400019043e-17,1.1658200905569713e-09,2.0227211002935012e-09,2.1206626815978404e-10,3.803412344862958e-13,1.3266826604094993e-11,1.6419244013479822e-11,5.759833319933168e-10,0.0016048759078512887,7.289627783325946e-11,1.6390990427785838e-09,1.3029823837722545e-13,7.113921406182036e-17,8.401913314904989e-11,1.9544185234999453e-11,3.76,0.0,0.5334142985656944,0.9995146953714187,1.6807796100276177e-07,2.6805694644781166e-06,0.0016052720173711159,1.529480895881277e-07,2.7267938767910565e-06,9.454550567357088e-08,1.9331744572076388e-13,4.876822633588622e-13,2.0241258157101534e-13,3.719929042917413e-16,1.7272489901080232e-13,9.847533281436976e-07,1.098431688663958e-08,1.840312964950017e-11,2.029450497047379e-15,3.9909634515577645e-16,1.1258465335484351e-11,1.81189647541192e-10,1.494835007404734e-08,3.892453171575292e-15,2.946337483119083e-17,1.3337199498706411e-15,1.1099115708541947e-16,4.926078886459392e-22,5.327875888368521e-14,2.286402657678259e-20,4.610149903279217e-14,2.65695539248721e-13,1.7128657452074816e-15,2.8730579712250246e-13,4.107461572814353e-14,2.0135141619834788e-16,2.172378588815743e-16,5.398858199159173e-23,1.6795397375130813e-21,3.1546515792713315e-10,2.6524595628200517e-08,2.6818698350785057e-14,2.915014051685834e-13,0.00048382511661508386,9.22333399832916e-18,2.776398642220547e-10,1.7840950249616257e-23,4.319812212190092e-19,1.9747485439007496e-06,1.9388561042633574e-13,1.366422960910565e-19,1.1289932792856224e-10,3.8076892142051965e-18,7.462225422057449e-20,8.313099654935068e-21,7.055311601664116e-19,1.5357198533491769e-16,2.7839111198020173e-13,1.9638696845629362e-14,2.2566473034757558e-07,1.0496168452733264e-18,1.6288232797624347e-23,6.561506443334195e-25,4.6906193920669214e-17
3.4671285344773827e-07,0.6544227082425705,1.6136535038439698e-06,3.370647123422461e-08,1.388035004103242e-07,1.8283611363679265e-06,0.0,0.0,6.908530340677585e-07,2.5743903112042344e-10,5.901522180620001e-09,4.557572077079924e-07,5.792180901073849e-09,1.407877095761288e-20,4.554228151920072e-15,2.114586917329536e-10,9.676749897850505e-07,1.6839418174202564e-09,1.1239937363513017e-16,5.283126757154464e-17,1.2840645264282634e-09,2.1159110934782983e-09,2.1205286117930445e-10,4.2050199876265223e-13,1.3787868318753775e-11,1.9517116427975526e-11,6.465485596341173e-10,0.001668087981543563,7.824161164862419e-11,1.7126553594795193e-09,1.3756060435891592e-13,8.269655758403466e-17,9.675850629959223e-11,2.2762534755418888e-11,3.76,0.0,0.5333506609147372,0.9995145985452379,1.9009795396762516e-07,2.7887865052640248e-06,0.0016685211140401103,1.6322060898412138e-07,2.9928652712633884e-06,1.0013697932377132e-07,2.3182991942823124e-13,5.754875532946246e-13,2.5034881134960933e-13,4.245335061847427e-16,2.1105747516502775e-13,1.0228179658612091e-06,1.1855348757311653e-08,2.0528716194679918e-11,2.031084575882946e-15,3.9944206787850405e-16,1.1308319991888641e-11,1.9357791270137523e-10,1.5842902134990705e-08,4.3483317387102454e-15,3.2831733411617897e-17,1.6344681563490662e-15,1.3599401116630645e-16,6.206813905661852e-22,5.953519430000879e-14,2.7022072384582952e-20,5.07444077383487e-14,3.0262597630350164e-13,1.905867753901387e-15,3.2474744393751226e-13,4.5231231929321905e-14,2.269295175322391e-16,2.3492358543821157e-16,7.265854983013516e-23,2.0545819802940857e-21,3.4741240093368444e-10,2.765344511355954e-08,3.06117257708421e-14,3.0299426594299757e-13,0.00048382506978865626,1.0948496743698895e-17,2.890182859601811e-10,2.0724251390999276e-23,5.04170163359943e-19,2.031156810903973e-06,2.1631210059096667e-13,1.649133815206816e-19,1.2840181404425338e-10,4.246397778749252e-18,8.790732011119687e-20,9.842199439704558e-21,8.330459603286658e-19,1.7890213934162422e-16,2.871584740778592e-13,2.020010290605727e-14,2.3485182462871355e-07,1.2005971856243144e-18,1.9934904478863764e-23,7.5103079145749085e-25,5.5330656211117264e-17
3.585555831121105e-07,0.6544297872806673,1.7138061306779713e-06,3.5950690332911254e-08,1.4926334798419876e-07,2.0019665795452225e-06,0.0,0.0,7.195040953110189e-07,2.7645032012537875e-10,6.491157314833052e-09,4.907933223956822e-07,6.137029390348415e-09,1.599488660600471e-20,4.8561450922095764e-15,2.1165119242653494e-10,9.981979308151224e-07,1.8168298964177889e-09,1.2975742887034126e-16,6.099885769453426e-17,1.396637228276202e-09,2.199791599060796e-09,2.1204141141716302e-10,4.5917642465903e-13,1.4254917395751268e-11,2.268257210281808e-11,7.147442060042509e-10,0.001724972366485202,8.325897404242184e-11,1.7822076086617685e-09,1.4425429010522308e-13,9.429464868140861e-17,1.0934544822974326e-10,2.600497393682587e-11,3.76,0.0,0.5332933786746202,0.999514508716584,2.1152312121018532e-07,2.8863328797140278e-06,0.0017254401365707924,1.7275695329807852e-07,3.2467127367690587e-06,1.0530328683879523e-07,2.715680268207869e-13,6.645947043669613e-13,3.0125787115454765e-13,4.766644677474336e-16,2.5123228815669713e-13,1.0570259623531417e-06,1.2666892694132157e-08,2.2567373968776865e-11,2.032631721025403e-15,3.997748762052158e-16,1.1353333590661898e-11,2.050847393366184e-10,1.6667474271382086e-08,4.791019585645304e-15,3.60922755580869e-17,1.9507098542877455e-15,1.6225288251332765e-16,7.587119468808138e-22,6.552886994909125e-14,3.126271611586535e-20,5.517722899920333e-14,3.3898594571495016e-13,2.0910104109407477e-15,3.6116614223969196e-13,4.9191228398855624e-14,2.5153492436961925e-16,2.512249912177675e-16,9.405205078156168e-23,2.4479833593459104e-21,3.77958099374923e-10,2.865125131238103e-08,3.4343482799727533e-14,3.133366714210628e-13,0.00048382502634548196,1.2705128854782768e-17,2.992029717795127e-10,2.3637810279814612e-23,5.766117733180263e-19,2.0808056303837097e-06,2.3783243383456e-13,1.9410946836884543e-19,1.4362168820654202e-10,4.667786010902571e-18,1.0134211272864624e-19,1.139921720908775e-20,9.627278573215327e-19,2.041793856339412e-16,2.948750870053942e-13,2.069421906301088e-14,2.429668244494615e-07,1.3502406603147608e-18,2.3739989874737665e-23,8.451125640037099e-25,6.384695266579958e-17
3.703983127764827e-07,0.6544368673877211,1.8169933081339123e-06,3.8268346355918725e-08,1.6012429969925115e-07,2.1861468209347446e-06,0.0,0.0,7.486296017083314e-07,2.9624430193232915e-10,7.1149649122137435e-09,5.270004232158812e-07,6.486930132925678e-09,1.8104183633962204e-20,5.168629763228409e-15,2.1185767630954033e-10,1.0285637799263927e-06,1.956776510600479e-09,1.4918259315669056e-16,7.007445080565595e-17,1.515211845926603e-09,2.283677413311107e-09,2.1203056491784334e-10,5.003674264210636e-13,1.472020416838795e-11,2.6238286258570608e-11,7.875279524883755e-10,0.0017818506095273006,8.848166373359682e-11,1.8551008769707191e-09,1.5110392842792607e-13,1.0711763194745908e-16,1.230501557602772e-10,2.960144001489274e-11,3.76,0.0,0.533236088126296,0.9995144163213724,2.3453241285433912e-07,2.98402148425226e-06,0.0017823542439690922,1.8256911506785853e-07,3.5145807037533695e-06,1.1059641060869094e-07,3.166223632650173e-13,7.640787251899332e-13,3.6053155040324274e-13,5.337307996260213e-16,2.974306551869916e-13,1.0911864865145248e-06,1.3504527050390758e-08,2.4727692493781554e-11,2.034267651497128e-15,4.0013009765904026e-16,1.1398514361030626e-11,2.1693016644726622e-10,1.7510467084141307e-08,5.265633509136684e-15,3.9581294447850505e-17,2.315506757374722e-15,1.9250460811481103e-16,9.215476513228245e-22,7.187164281938776e-14,3.602053761861527e-20,5.985777011947134e-14,3.7847840456270216e-13,2.2873078106153743e-15,4.002652683116324e-13,5.336412191366784e-14,2.7765963686805524e-16,2.678675349860399e-16,1.2075582059116871e-22,2.9007116526984367e-21,4.102535934856189e-10,2.9631697103003047e-08,3.839336672298931e-14,3.2367796982324734e-13,0.00048382498166029027,1.46722229760362e-17,3.0933498555193097e-10,2.6879662712357315e-23,6.566526129627968e-19,2.1294173749687575e-06,2.60649497362479e-13,2.272158049410899e-19,1.601048572759854e-10,5.115072604829943e-18,1.1629123030155862e-19,1.3143184958134954e-20,1.1078345081744693e-18,2.319516257272276e-16,3.024303739471305e-13,2.1177998803584245e-14,2.509357894352758e-07,1.5138207032417639e-18,2.809407319553615e-23,9.479972969607038e-25,7.33185904357336e-17
3.8224104244085496e-07,0.6544439486064219,1.923217393334292e-06,4.065951675973446e-08,1.7138729898372386e-07,2.3812153290197627e-06,0.0,0.0,7.782428162329206e-07,3.168343933776267e-10,7.773476676686387e-09,5.643572629184359e-07,6.841703552362043e-09,2.0420037568869196e-20,5.4918053312274436e-15,2.12078588818556e-10,1.058773487296277e-06,2.1040565228830264e-09,1.7086707534215332e-16,8.012474998017561e-17,1.6399605026317007e-09,2.3675657570616738e-09,2.1202034012021953e-10,5.441946996215399e-13,1.5183754816480112e-11,3.0217407863779286e-11,8.650424041326132e-10,0.0018387227090293768,9.39194272081823e-11,1.9314902243659623e-09,1.5811592835503584e-13,1.2125851310687153e-16,1.3792626634125231e-10,3.357835253756628e-11,3.76,0.0,0.5331787888900709,0.9995143213371434,2.5918530612161535e-07,3.081851496345665e-06,0.0018392634143872026,1.9265720651085103e-07,3.7968494075773935e-06,1.160163125114718e-07,3.675146798042933e-13,8.747753067351435e-13,4.2923609724263025e-13,5.960845507584693e-16,3.503266771053291e-13,1.1252996001219972e-06,1.436818361633131e-08,2.7012143149821164e-11,2.0360050064721303e-15,4.0050929272797706e-16,1.1443891942303051e-11,2.2911428108980292e-10,1.8371852099265214e-08,5.773362491000078e-15,4.3310335835132074e-17,2.73449979692343e-15,2.272022646768148e-16,1.1126490288256221e-21,7.856826619317628e-14,4.13416073730505e-20,6.479268136203203e-14,4.212760916536828e-13,2.495065363409505e-15,4.421436664752079e-13,5.775511921190508e-14,3.053178052329727e-16,2.84829767690767e-16,1.5386011080410986e-22,3.419444023769672e-21,4.4434803654278123e-10,3.0594703851750065e-08,4.277801722638824e-14,3.3401816178064925e-13,0.00048382493572220636,1.6867284527341727e-17,3.19414610489032e-10,3.047673127547919e-23,7.448141988905036e-19,2.17701344030087e-06,2.847922294776167e-13,2.6459455571377917e-19,1.779122178355982e-10,5.588977539364829e-18,1.3286940121445788e-19,1.509003730698623e-20,1.2696830547008032e-18,2.623611530531647e-16,3.098276651642993e-13,2.1651655481979438e-14,2.5875855038473735e-07,1.6922405132170309e-18,3.3051750236099445e-23,1.0602579822781621e-24,8.381617619430495e-17
3.940837721052272e-07,0.6544510309794874,2.032481123262209e-06,4.3124282971498755e-08,1.8305321523323783e-07,2.5874857390984924e-06,0.0,0.0,8.083569948187437e-07,3.382343937777521e-10,8.467210426659647e-09,6.028426021856974e-07,7.201194454724736e-09,2.2956406864257276e-20,5.825800828251042e-15,2.1231437660368684e-10,1.0888280025609001e-06,2.2589538273117187e-09,1.9501845603099705e-16,9.121960803042685e-17,1.7710604805456606e-09,2.451454457324051e-09,2.1201075540845672e-10,5.907817941221305e-13,1.564559587294969e-11,3.465462234889678e-11,9.474303236966514e-10,0.0018955886632960504,9.958243948454749e-11,2.011526559863378e-09,1.6529665816321946e-13,1.368152473480587e-16,1.5402771541228638e-10,3.796315460469472e-11,3.76,0.0,0.5331214805860457,0.9995142237409638,2.855413982837906e-07,3.179822098429776e-06,0.0018961676258865095,2.0302139323184784e-07,4.093899210070106e-06,1.215630178750375e-07,4.248002253316718e-13,9.975599652021915e-13,5.085362047911396e-13,6.640965202211881e-16,4.1064573412250795e-13,1.1593653648219398e-06,1.525779479509696e-08,2.942312473196537e-11,2.0378541738396363e-15,4.0091382934105886e-16,1.1489496291992446e-11,2.4163723521861525e-10,1.925160090100402e-08,6.3153948471825945e-15,4.729138169577821e-17,3.2137885204771583e-15,2.668338582594551e-16,1.3358274674143066e-21,8.562315111640891e-14,4.727467867499667e-20,6.998861586428808e-14,4.675563230819365e-13,2.7145892124235025e-15,4.869002560753347e-13,6.236944312890359e-14,3.3452094301598326e-16,3.0209087617927915e-16,1.9463575327167276e-22,4.011368326060291e-21,4.802905740102262e-10,3.1540253674782294e-08,4.751447229434398e-14,3.443572479724223e-13,0.0004838248885201416,1.9308730435172293e-17,3.294421390576389e-10,3.4457338624029397e-23,8.416371153019993e-19,2.223614778404636e-06,3.1028906459576103e-13,3.066268516497332e-19,1.97105354144934e-10,6.090222350967869e-18,1.5119618942594063e-19,1.7256561153004256e-20,1.4496624840887242e-18,2.9555213063705947e-16,3.170702220924027e-13,2.211539802638964e-14,2.664353730392914e-07,1.8864386506791447e-18,3.8670614899609736e-23,1.1824901253955382e-24,9.541317172620428e-17
4.059265017695994e-07,0.6544581145496561,2.1447876630733624e-06,4.566273239421038e-08,1.9512285978274676e-07,2.8052718949340655e-06,0.0,0.0,8.389853906658639e-07,3.604584856499989e-10,9.196672356114532e-09,6.424352682109308e-07,7.565270002146018e-09,2.572785317421205e-20,6.170751535445292e-15,2.1256548771000084e-10,1.1187282748416994e-06,2.4217613643827002e-09,2.2186081909229187e-16,1.0343217583147858e-16,1.908694250447526e-09,2.5353418144483197e-09,2.1200182912036262e-10,6.402560795404302e-13,1.6105754220189118e-11,3.958616093171213e-11,1.0348347362480083e-09,0.0019524484705764002,1.0548129289314936e-10,2.0953571644218712e-09,1.7265244505027276e-13,1.538909354680469e-16,1.7140872146255954e-10,4.278431453925936e-11,3.76,0.0,0.533064162834014,0.9995141235094293,3.1366039675779604e-07,3.2779324779027897e-06,0.0019530668565054521,2.1366189500616308e-07,4.406110705244983e-06,1.272366104541612e-07,4.890688423455135e-13,1.13334893467694e-12,5.997007628474362e-13,7.381570294374518e-16,4.791666840771614e-13,1.193383842131608e-06,1.6173293593716213e-08,3.19629658663533e-11,2.0398239068208347e-15,4.0134493614273615e-16,1.153535765655633e-11,2.54499246724314e-10,2.0149685132162125e-08,6.89291857982783e-15,5.153685254113197e-17,3.759953803489677e-15,3.119238374390398e-16,1.595268027499325e-21,9.304038281326083e-14,5.3871270319116835e-20,7.545223146108419e-14,5.175009948580548e-13,2.9461863237399258e-15,5.346340454152246e-13,6.721233371463408e-14,3.6527804934730413e-16,3.196307049520113e-16,2.4455741721437314e-22,4.684205082419675e-21,5.181303544549482e-10,3.2468380140557506e-08,5.2620169786977915e-14,3.5469522912761617e-13,0.00048382484004278386,2.2015917584493705e-17,3.3941787009325606e-10,3.8851250957522767e-23,9.476814107204388e-19,2.269241906914348e-06,3.371679625332484e-13,3.5371302058178754e-19,2.1774650087256612e-10,6.619530353484787e-18,1.7139605878023255e-19,1.9660416664694326e-20,1.6492354778430344e-18,3.316704570384052e-16,3.24161238652235e-13,2.2569431031086355e-14,2.739668903364251e-07,2.0973897085274414e-18,4.5011279969341805e-23,1.3153121715155091e-24,1.0818594594452811e-16
