Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21)
4.78448995950971e-08,0.2185763470490204,3.76,0.0,0.790821653335974,0.9999999776179332,6.017705127730195e-11,4.997067185878767e-11,1.080066301628714e-10,2.4936615247234588e-05,2.4936616336264695e-05,6.385439489365949e-17,1.01148127000096e-09,3.9865091107889986e-13,6.068722566189575e-13,1.8576995129767187e-13,2.2083726601361695e-08,1.2352566841553914e-12,7.701777337872319e-09,3.0986238860377742e-09,6.434325469116234e-09,6.6752028430055745e-09,1.0114143442758135e-14,6.501421755207453e-13,6.106579820771099e-14,2.5351689905113057e-11,1.7652989881991936e-19,1.1128549234509933e-19,1.6271809796400742e-10,5.115045681042791e-16,5.344298224775818e-24,6.559495632031533e-12,3.858881602503302e-19,9.59210134493326e-20,2.1031643272005185e-22,4.498494118532376e-22,3.5653931969966722e-09,6.721423535983453e-11,3.5868783561084743e-09,1.0632185879516682e-16,5.58887679013933e-24,4.60292316728203e-19,4.896520262539657e-12,1.0374723777394127e-24,9.061782071732947e-26,2.08052677125977e-14,1.3787599046534357e-17,2.248227519285637e-18,1.0876144953011127e-20,1.2159298430165589e-26,6.950736029682002e-24,4.65278708593933e-17,1.7096997204233008e-28,2.1862772022084874e-30,3.9568135626985726e-22,1.1194948738705121e-30,3.002229231695337e-27,1.0259293156388543e-33,2.1444574962422645e-13,2.535217177078155e-18,5.44539454405903e-25
4.93824059258333e-08,0.21857637861694762,3.76,0.0,0.7908208511508286,0.9999999768280835,6.641355827922877e-11,5.3217908591435345e-11,1.1526447761621478e-10,2.5737945755214833e-05,2.573794691849426e-05,6.333509498036369e-17,1.098879092133206e-09,4.167368637464099e-13,6.520188693412219e-13,2.0668006589005082e-13,2.2857928129910127e-08,1.3186523367298752e-12,7.901466953912812e-09,3.249792592133258e-09,6.815367607270872e-09,6.826161323782775e-09,1.0829676710730456e-14,6.928992919298287e-13,6.613889736918231e-14,2.694679512014457e-11,1.9996401578112767e-19,1.2914007904940107e-19,1.6830686787857042e-10,5.601704186489359e-16,6.236671404618742e-24,6.954583363090501e-12,4.259317564035662e-19,1.0911146200482807e-19,2.457546287356294e-22,5.200691937042444e-22,3.677606647612704e-09,7.157243692609534e-11,3.700478208938231e-09,1.1512886753213022e-16,6.123028886665859e-24,5.0492551912931225e-19,5.214046576130983e-12,1.1607286214702764e-24,1.0618100141651956e-25,2.1744576805998902e-14,1.501646441101455e-17,2.5315897850581092e-18,1.223145001052697e-20,1.3675698943650693e-26,7.842175579241451e-24,5.181369811268657e-17,2.0328217027224118e-28,2.5800862041600108e-30,4.505880270425032e-22,1.3132428411690639e-30,3.437511666430523e-27,1.2688383764423954e-33,2.309525095475857e-13,2.776169488763062e-18,6.459025015511738e-25
5.09199122565695e-08,0.21857641018506443,3.76,0.0,0.7908200489615766,0.9999999760343514,7.30611949589079e-11,5.656633563543646e-11,1.227222594379809e-10,2.653927544822201e-05,2.6539276688354304e-05,6.766419051524118e-17,1.1904544982918836e-09,4.3491574220369383e-13,6.98624116067903e-13,2.2910238403142577e-13,2.363566157822071e-08,1.4049264534283681e-12,8.099629245527067e-09,3.4021219173958813e-09,7.20552670259052e-09,6.974485545556467e-09,1.1574594483942464e-14,7.370238216287485e-13,7.143826596743892e-14,2.8569347521903332e-11,2.255914905416049e-19,1.4921018808836996e-19,1.738491288297316e-10,6.117192199624066e-16,7.244716143954967e-24,7.359790263600096e-12,4.688016180925871e-19,1.2364944409518955e-19,2.8558878962347883e-22,5.9853997823789785e-22,3.789675153348372e-09,7.60655472858924e-11,3.813975400869817e-09,1.2436083365134092e-16,6.688962822546029e-24,5.522051328061956e-19,5.541405119941737e-12,1.294297628441693e-24,1.2368793633630384e-25,2.2688214647979683e-14,1.63083923496122e-17,2.8397631306618517e-18,1.3702981281328506e-20,1.5348288952211405e-26,8.807807505128703e-24,5.748487175436157e-17,2.4050958162042613e-28,3.030663986205753e-30,5.111798378959538e-22,1.5332595111756757e-30,3.920094402338798e-27,1.558748148568927e-33,2.481691212797159e-13,3.031266892458836e-18,7.616852902773485e-25
5.2457418587305705e-08,0.2185764417533681,3.76,0.0,0.7908192467681735,0.9999999752367662,8.013096872563966e-11,6.001586132507382e-11,1.303741157293778e-10,2.7340604326251543e-05,2.73406056458463e-05,7.23492385373353e-17,1.2862379128466514e-09,4.531794284133971e-13,7.466579082218584e-13,2.530844050371983e-13,2.4416895040002976e-08,1.4940919911086615e-12,8.296332392157193e-09,3.5555039737468094e-09,7.604695152517121e-09,7.120258997820051e-09,1.2349382737974214e-14,7.825157057768512e-13,7.696507201962809e-14,3.021753399609874e-11,2.535285680310279e-19,1.7168904923521754e-19,1.7934583548410349e-10,6.662236609727212e-16,8.37904393576526e-24,7.775040150434549e-12,5.146091258814648e-19,1.3962855841398187e-19,3.301719294388453e-22,6.859334181324643e-22,3.901598901283719e-09,8.069338946772839e-11,3.927370024899745e-09,1.3402382264849131e-16,7.287487126364834e-24,6.021794569941104e-19,5.878583187111266e-12,1.4387016706829277e-24,1.4328904931754312e-25,2.3635744490680344e-14,1.766419507341794e-17,3.1739976686872737e-18,1.5296298949156267e-20,1.7153888335886348e-26,9.850335385871344e-24,6.355351763566991e-17,2.832291492587532e-28,3.544341722904408e-30,5.778598539226418e-22,1.782193696718254e-30,4.4535174023498375e-27,1.9028257051740934e-33,2.661020974560803e-13,3.300841719585886e-18,8.933078525565306e-25
5.3994924918041907e-08,0.2185764733218555,3.76,0.0,0.7908184445705772,0.999999974435357,8.763355507200858e-11,6.356639407780854e-11,1.382141110850509e-10,2.8141932389300967e-05,2.8141933790971373e-05,7.076748013557122e-17,1.3862568995326599e-09,4.715204964786292e-13,7.960899227929866e-13,2.7867267461138777e-13,2.5201597563001022e-08,1.5861617901949252e-12,8.49164031743224e-09,3.7098368010531406e-09,8.012769207873743e-09,7.263562054378214e-09,1.3154522606038472e-14,8.293748605075615e-13,8.272039075665244e-14,3.188961532722941e-11,2.8389198168731804e-19,1.9677917255760328e-19,1.847980223403626e-10,7.237559012932773e-16,9.650812290129765e-24,8.200260134857491e-12,5.634662790541742e-19,1.5714601573243337e-19,3.7986936135224695e-22,7.8295289652076615e-22,4.013378078257485e-09,8.545578672860718e-11,4.040662173940913e-09,1.4412373541491866e-16,7.91940651877889e-24,6.548938906054318e-19,6.225568086985937e-12,1.5944731054934067e-24,1.6513838650372902e-25,2.4586766562165714e-14,1.908464631622032e-17,3.535559069033595e-18,1.701700619660161e-20,1.9050919010662624e-26,1.0972405076918423e-23,7.003150501355507e-17,3.320662492271071e-28,4.127971717169774e-30,6.510471978594222e-22,2.062875854261182e-30,5.041472047909701e-27,2.3090502616060638e-33,2.847576396807891e-13,3.585221341917433e-18,1.0422653560105956e-24
5.553243124877811e-08,0.21857650489052388,3.76,0.0,0.7908176423687501,0.9999999736301509,9.557929607817331e-11,6.72178423941763e-11,1.462362548715048e-10,2.8943259637351367e-05,2.8943261123730386e-05,7.276011095488063e-17,1.4905362965467573e-09,4.899321687828362e-13,8.468896738169658e-13,3.05912788937278e-13,2.5989739111099435e-08,1.6811485776403782e-12,8.685612885536724e-09,3.865024103734792e-09,8.429648814658829e-09,7.404472082163719e-09,1.3990470164788478e-14,8.776011790943952e-13,8.870521054801307e-14,3.358392316196309e-11,3.1679876530152925e-19,2.246923194765994e-19,1.902068015195009e-10,7.843875902395769e-16,1.1071724362168837e-23,8.635380452031009e-12,6.154855793824252e-19,1.76302651964828e-19,4.350583557839354e-22,8.903338658069292e-22,4.125012870867431e-09,9.035256255371683e-11,4.153851940822599e-09,1.5466631408596346e-16,8.585506332527103e-24,7.1039091471833905e-19,6.582347145103642e-12,1.7621542768279505e-24,1.893932908706819e-25,2.5540915733146496e-14,2.0570482756074286e-17,3.925727916300439e-18,1.887074565620846e-20,2.1110748464834117e-26,1.2176598014701855e-23,7.693044765400639e-17,3.876970095997603e-28,4.788955311590411e-30,7.311771121600947e-22,2.3783245206126687e-30,5.6878022539696256e-27,2.7862723078545617e-33,3.041416493428119e-13,3.884728247410047e-18,1.2101275687165214e-24
5.860744391025051e-08,0.2185765680283931,3.76,0.0,0.790816037952265,0.9999999720084558,1.1283993800777012e-10,7.482312013476893e-11,1.6280285840655134e-10,3.054591168843108e-05,3.05459133521522e-05,7.523418415949684e-17,1.7119628599645335e-09,5.269431762696945e-13,9.52470099899578e-13,3.655261993844564e-13,2.7576223487060862e-08,1.8799234759987325e-12,9.069772373396994e-09,4.1776036826621145e-09,9.289441978733724e-09,7.67940813673741e-09,1.5756625226523756e-14,9.7815478000058e-13,1.0136691035252749e-13,3.7032890003826603e-11,3.907109866732526e-19,2.8988076548286543e-19,2.0089888768709503e-10,9.152334742999988e-16,1.4410514474443824e-23,9.53505761236644e-12,7.294624347546773e-19,2.1995497669685954e-19,5.634783968604676e-22,1.13928424109851e-21,4.347850048183941e-09,1.0054854497645948e-10,4.379924699006547e-09,1.771016810890059e-16,1.0023404153450771e-23,8.298883857854095e-19,7.325237119097349e-12,2.135464522389426e-24,2.4576412073261183e-25,2.7457293188179076e-14,2.3741081237923863e-17,4.797080986808494e-18,2.3000067648956766e-20,2.565285718087823e-26,1.484134588530727e-23,9.203637913546781e-17,5.223119301131671e-28,6.375510676650705e-30,9.14086440986016e-22,3.1265751942934204e-30,7.171733160412224e-27,3.993847476757211e-33,3.4511723551077044e-13,4.5303899040132005e-18,1.6092177214375015e-24
6.137495530557567e-08,0.21857662485306828,3.76,0.0,0.790814593962637,0.9999999705362079,1.2998698755162812e-10,8.201208510411027e-11,1.782751852615114e-10,3.198829574702361e-05,3.1988297579442885e-05,8.145933651407317e-17,1.9260156712969045e-09,5.604380965672954e-13,1.0518639319636844e-12,4.2526558233747395e-13,2.901553692152838e-08,2.0689224467891743e-12,9.411474146256426e-09,4.4609878975260414e-09,1.0092436887262433e-08,7.919384942266145e-09,1.7456036857797982e-14,1.0733272660642525e-12,1.1355570462644369e-13,4.019764068359166e-11,4.671042549032109e-19,3.6051764689136717e-19,2.103854808906251e-10,1.0443039181580959e-15,1.8054042768385734e-23,1.037798400883369e-11,8.439910862670013e-19,2.6593417523912956e-19,7.0185712834597335e-22,1.4068213907854998e-21,4.547911580270499e-09,1.1018273771125086e-10,4.583040963937128e-09,1.9886200644599412e-16,1.1442268437386523e-23,9.473205066186265e-19,8.027207297727165e-12,2.5178165751334316e-24,3.0636101526319385e-25,2.91896820962181e-14,2.6824920792433276e-17,5.692264988251414e-18,2.7228713272222545e-20,3.0276132928749325e-26,1.7544982401413545e-23,1.0718266930242765e-16,6.746058476023167e-28,8.154502168083365e-30,1.1071462964126982e-21,3.9532688529793144e-30,8.74863404998038e-27,5.4323452608901355e-33,3.8454004785382085e-13,5.166358710538636e-18,2.0503192553022936e-24
6.414246670090084e-08,0.21857668167829084,3.76,0.0,0.7908131499588407,0.9999999690520567,1.4871534366150203e-10,8.95265972880839e-11,1.9424394839477874e-10,3.3430677164884154e-05,3.343067917466889e-05,9.409715981052176e-17,2.154148700592954e-09,5.940807733046057e-13,1.1552166123135421e-12,4.910227118102756e-13,3.0465563328187845e-08,2.267565529012083e-12,9.749618101744326e-09,4.745872962628592e-09,1.0922557097553541e-08,8.152685913384233e-09,1.9262111125403022e-14,1.1729269110415133e-12,1.2650018892533577e-13,4.3411569822358e-11,5.5355358973427685e-19,4.440132044839038e-19,2.1975042054100779e-10,1.184509627722909e-15,2.2387628717658918e-23,1.1252026489688606e-11,9.705261917459015e-19,3.189590479888116e-19,8.64411262239565e-22,1.7208649749098015e-21,4.747508198005359e-09,1.2024958223349892e-10,4.785826950526751e-09,2.221392837074673e-16,1.2983985127198603e-23,1.0743005145590943e-18,8.760714174506639e-12,2.947635868476051e-24,3.773197157217911e-25,3.092783098462416e-14,3.0130527254543717e-17,6.700664137086516e-18,3.1977553833538e-20,3.5454009951562107e-26,2.0551729031376343e-23,1.23861809456106e-16,8.61999394418561e-28,1.0327507651236034e-29,1.3302098383945146e-21,4.9488501189615274e-30,1.0581520690440188e-26,7.28512521851213e-33,4.2640226710594054e-13,5.856140459446745e-18,2.5804585701048712e-24
6.690997809622601e-08,0.21857673850404763,3.76,0.0,0.7908117059407526,0.9999999675561398,1.6907318205581678e-10,9.73661260551434e-11,2.1067456142268588e-10,3.487305594198385e-05,3.4873058137826486e-05,8.994259417640551e-17,2.3964263637795082e-09,6.278487640054724e-13,1.2623552350919774e-12,5.630293408993299e-13,3.1926155477733276e-08,2.4759232439469912e-12,1.0084435176727375e-08,5.0318665767389355e-09,1.17793311729691e-08,8.37966806138874e-09,2.117723988333181e-14,1.276952572480929e-12,1.402038447325066e-13,4.666735625920803e-11,6.507306916083309e-19,5.419309784264861e-19,2.290006805753846e-10,1.3362525541641519e-15,2.749905282054298e-23,1.2156868144860853e-11,1.1097283008173468e-18,3.7974956025964737e-19,1.05373350035649e-21,2.086900756430053e-21,4.9466409809535445e-09,1.3074805732068412e-10,4.9882831971274795e-09,2.4696208171745205e-16,1.4653023799014057e-23,1.2109781548591177e-18,9.52568441573003e-12,3.428432389129772e-24,4.59639781741829e-25,3.2670526490337935e-14,3.3661048464275144e-17,7.83019949870209e-18,3.7280448143114e-20,4.1049139350508735e-26,2.3874213206022347e-23,1.4213233848985194e-16,1.0905892206248402e-27,1.2961613232156727e-29,1.5864022717808854e-21,6.1386050688152e-30,1.2698435582456276e-26,9.643954056949808e-33,4.707288352914526e-13,6.601449739738311e-18,3.21142782069146e-24
6.967748949155118e-08,0.21857679533032648,3.76,0.0,0.7908102619082737,0.9999999660485892,1.911052306983721e-10,1.0553014163963188e-10,2.275331082384841e-10,3.631543207825282e-05,3.6315434468910115e-05,8.739325372262385e-17,2.652894658526123e-09,6.617230180705947e-13,1.373110714313682e-12,6.415076016453458e-13,3.339717282907427e-08,2.694065149163255e-12,1.0416129625096238e-08,5.318615877988831e-09,1.2662314307620607e-08,8.600665155254164e-09,2.320365131795773e-14,1.3854030300205328e-12,1.5466970227475233e-13,4.995830847970136e-11,7.592985130905436e-19,6.559267375439105e-19,2.381429289321604e-10,1.4999307012239532e-15,3.3481616467781194e-23,1.3092211994922461e-11,1.262255425449422e-18,4.490638517228398e-19,1.2725178262365066e-21,2.5107697824652135e-21,5.145311006174597e-09,1.4167714412229317e-10,5.19041024121139e-09,2.7335776752406797e-16,1.645377620748165e-23,1.3574779666744688e-18,1.0322044856587998e-11,3.9638127349079775e-24,5.543338049146341e-25,3.4416737950714476e-14,3.741935200107984e-17,9.088899227493125e-18,4.317139848683341e-20,4.7201196019668683e-26,2.7524382324466e-23,1.620502067613917e-16,1.367198673652188e-27,1.613223273349675e-29,1.8790187123654185e-21,7.550326274885932e-30,1.5129071750668745e-26,1.2615201138061418e-32,5.175423372537941e-13,7.403955891933353e-18,3.955752748569966e-24
7.244500088687634e-08,0.21857685215711586,3.76,0.0,0.7908088178613257,0.9999999645295327,2.1485284985129587e-10,1.1401811514028947e-10,2.4478651947676654e-10,3.775780557362488e-05,3.775780816791241e-05,1.0165816265435313e-16,2.9235829868218888e-09,6.956873902274058e-13,1.4873183689842279e-12,7.266702548126117e-13,3.487848099913596e-08,2.9220598806187456e-12,1.0744881716599588e-08,5.605803845196855e-09,1.357108612731144e-08,8.815989316952573e-09,2.5343452850611538e-14,1.4982770061274218e-12,1.6990040595062016e-13,5.327832059074868e-11,8.799092423872624e-19,7.877464919590716e-19,2.4718348876476696e-10,1.675938360734939e-15,4.043403806916931e-23,1.4057778754103158e-11,1.4287614967004904e-18,5.2769800833483865e-19,1.5235539633510023e-21,2.9986700774666804e-21,5.343519348228338e-09,1.530358261542747e-10,5.392208619370759e-09,3.01352590326078e-16,1.8390594085501558e-23,1.513900775926281e-18,1.1149722500867764e-11,4.55747842377724e-24,6.624231942633161e-25,3.6165591422165026e-14,4.1408045362677487e-17,1.0484889172363326e-17,4.968449996265635e-20,5.403730470390139e-26,3.1513523838321536e-23,1.8366884352064187e-16,1.699423620609852e-27,1.9923776306906553e-29,2.2115231567008212e-21,9.214434961654808e-30,1.7904772470002997e-26,1.632126568769422e-32,5.668631565229283e-13,8.265284193403076e-18,4.826674447031201e-24
7.521251228220151e-08,0.218576908984405,3.76,0.0,0.7908073737998501,0.9999999629990936,2.403541249172596e-10,1.2282951851880008e-10,2.6240271549387107e-10,3.920017642808034e-05,3.920017923482448e-05,1.0200722875081762e-16,3.2085058405750057e-09,7.297282026799454e-13,1.6048184112964517e-12,8.18720952421674e-13,3.6369951268293975e-08,3.1599751920630167e-12,1.1070850255767945e-08,5.893145959569486e-09,1.4505248641424856e-08,9.025932521754436e-09,2.759867302322845e-14,1.615573184135569e-12,1.8589827315438505e-13,5.662183303374301e-11,1.01320256879769e-18,9.392243027052609e-19,2.561282864583194e-10,1.864666326185596e-15,4.8460335339737544e-23,1.505330477510715e-11,1.6098949587477702e-18,6.164857507493956e-19,1.809722074678388e-21,3.5571573869910065e-21,5.541267079180625e-09,1.6482308929353758e-10,5.5936788673183965e-09,3.3097175961108414e-16,2.0467829170232894e-23,1.6803254495456817e-18,1.2008644520647976e-11,5.213224243279417e-24,7.849343838143795e-25,3.7916346297629393e-14,4.562949484069141e-17,1.2026384032542789e-17,5.685389307480645e-20,6.136283309951201e-26,3.585230607029084e-23,2.0703922778162534e-16,2.0956780573590022e-27,2.4430342814894847e-29,2.5875470703842694e-21,1.1164101468611582e-29,2.1058526937241323e-26,2.0902050872273248e-32,6.187096221475675e-13,9.187016992548055e-18,5.838130062340296e-24
7.798002367752668e-08,0.21857696581218358,3.76,0.0,0.7908059297238067,0.9999999614573905,2.6764396995868245e-10,1.3196382459836768e-10,2.8035072045299463e-10,4.064254464156103e-05,4.0642547669636084e-05,9.684195826506127e-17,3.507664353896203e-09,7.638338569532507e-13,1.725456335430987e-12,9.178545140074e-13,3.7871460121444126e-08,3.4078779917907295e-12,1.1394174907254381e-08,6.180387121692899e-09,1.5464424344680674e-08,9.230768005936542e-09,2.997116943188049e-14,1.7372902238101505e-12,2.0266534638525208e-13,5.998379598727923e-11,1.1598042125662172e-18,1.1122799230834767e-18,2.6498280258960137e-10,2.066502085092886e-15,5.76696955888907e-23,1.6078540172099817e-11,1.806297499486173e-18,7.162980501996643e-19,2.133987690810268e-21,4.1931450354895226e-21,5.738555268609043e-09,1.7703792177248353e-10,5.794821519888082e-09,3.622395175908858e-16,2.268976383280329e-23,1.8568105921689276e-18,1.2898738255987452e-11,5.934936644143127e-24,9.228954384723088e-25,3.9668374564983505e-14,5.008584311945623e-17,1.3721679053624121e-17,6.471371951916766e-20,6.925123759372624e-26,4.055080427566892e-23,2.3220996290097966e-16,2.5652393529473585e-27,2.975643419875429e-29,3.010887646129979e-21,1.3435363699741808e-29,2.4624962269448222e-26,2.651647737364993e-32,6.730981469429186e-13,1.0170694791804286e-17,7.00473192757229e-24
8.074753507285184e-08,0.218577022640442,3.76,0.0,0.7908044856331704,0.9999999599045393,2.967542419456602e-10,1.414205070622978e-10,2.9860074830226547e-10,4.2084910213992156e-05,4.2084913472335803e-05,1.1192638650424202e-16,3.821047705149413e-09,7.979945081094914e-13,1.8490831777398777e-12,1.0242572235128243e-12,3.938288883048829e-08,3.665834376370656e-12,1.1714978275282795e-08,6.467298859121596e-09,1.6448254491679185e-08,9.430751570926602e-09,3.246265061995922e-14,1.8634267733537353e-12,2.202034368870069e-13,6.335963265053537e-11,1.3203247009811493e-18,1.3089162814638874e-18,2.7375205111426217e-10,2.2818299875768807e-15,6.817633483010314e-23,1.7133247146116253e-11,2.0186029019916163e-18,8.2804267300407815e-19,2.499396902166727e-21,4.913902889719608e-21,5.9353849836086165e-09,1.8967931417355225e-10,5.995637111035181e-09,3.9517920534434497e-16,2.5060630263845734e-23,2.0433960862487538e-18,1.3819931214605818e-11,6.726592195210285e-24,1.0773330628560506e-24,4.142114335984731e-14,5.477902542636657e-17,1.5579142337614082e-17,7.329808156569256e-20,7.789941578915298e-26,4.561851710656879e-23,2.592273567291294e-16,3.118292958260326e-27,3.601769054684689e-29,3.485505736598999e-21,1.6067243001280245e-29,2.864033183600478e-26,3.3344032365477214e-32,7.300433556158999e-13,1.1217817270065596e-17,8.34174650218318e-24
8.351504646817701e-08,0.21857707946917118,3.76,0.0,0.7908030415279321,0.9999999583406519,3.2771386383264503e-10,1.5119904045256997e-10,3.171242635053617e-10,4.352727314535655e-05,4.352727664291112e-05,1.1604481068729573e-16,4.148634372150573e-09,8.322017995870694e-13,1.9755556534492123e-12,1.138107144823297e-12,4.090412307779391e-08,3.9339096613927694e-12,1.2033367736486201e-08,6.7536768190521045e-09,1.745639754191765e-08,9.626122784903695e-09,3.5074754554852283e-14,1.993981478087121e-12,2.385141600672397e-13,6.674520184133643e-11,1.4953583686045633e-18,1.5312168340788584e-18,2.824405910451204e-10,2.511031391954197e-15,8.009934770747432e-23,1.8217198508147943e-11,2.247436010630476e-18,9.526636614169367e-19,2.909071772308531e-21,5.727055484205417e-21,6.131757288797523e-09,2.027462594237671e-10,6.196126173837431e-09,4.298133225699692e-16,2.7584676262757585e-23,2.240104634382736e-18,1.477215107155485e-11,7.592256103297688e-24,1.2492699867683926e-24,4.317420071768022e-14,5.971078425458419e-17,1.7607207761215572e-17,8.264100499411538e-20,8.709939660003178e-26,5.1064399711278304e-23,2.881355067952377e-16,3.765976433183216e-27,4.334164389336123e-29,4.0155234985109066e-21,1.9101857070164468e-29,3.314250021891162e-26,4.158634706256457e-32,7.895582032630885e-13,1.2329844244325371e-17,9.865073061881415e-24
8.628255786350218e-08,0.2185771362983624,3.76,0.0,0.7908015974080952,0.9999999567658382,3.605489532520075e-10,1.6129890016840683e-10,3.358940202764278e-10,4.496963343560887e-05,4.4969637181348614e-05,1.068851211853681e-16,4.4903932617663725e-09,8.664486431628293e-13,2.1047362075172865e-12,1.2595744455395184e-12,4.243505261446149e-08,4.212168409656354e-12,1.2349437075356565e-08,7.039338504205348e-09,1.8488527749976738e-08,9.817106093634093e-09,3.7808958738091607e-14,2.1289529870573156e-12,2.5759896483441995e-13,7.013676184253689e-11,1.6854825614439748e-18,1.78134282178845e-18,2.9105255231230314e-10,2.7544847911228627e-15,9.356255042183908e-23,1.9330176369612342e-11,2.4934118094022055e-18,1.0911407579215148e-18,3.3662059864389916e-21,6.6405793758829484e-21,6.327673246322797e-09,2.162377527892858e-10,6.396289240495862e-09,4.661635817831001e-16,3.026609250650517e-23,2.446943333909995e-18,1.5755325668882343e-11,8.536080787132069e-24,1.4397227027641508e-24,4.492716371880943e-14,6.488268285288751e-17,1.981436842344363e-17,9.277640513823265e-20,9.685302034629917e-26,5.689690032844902e-23,3.1897638771710963e-16,4.5204227214578704e-27,5.186848972948197e-29,4.6052217827896856e-21,2.2584529733094553e-29,3.817092511151284e-26,5.146879811529393e-32,8.51654085373275e-13,1.3508196579564806e-17,1.159122135632959e-23
8.905006925882735e-08,0.2185771931280075,3.76,0.0,0.7908001532736755,0.9999999551802033,3.952829538440448e-10,1.71719562464849e-10,3.5488408433797563e-10,4.641199108466594e-05,4.641199508763405e-05,1.2081147118980682e-16,4.846284736117628e-09,9.007290293803925e-13,2.2364930136522214e-12,1.3888217199088945e-12,4.3975570947038837e-08,4.500674457245359e-12,1.2663267970012445e-08,7.324121208790781e-09,1.9544333874662043e-08,1.000391185359797e-08,4.066657139793137e-14,2.2683399579367358e-12,2.7745915880180234e-13,7.353093704339078e-11,1.891257026058121e-18,2.0615304638753416e-18,2.9959166027561394e-10,3.012565923560911e-15,1.086943186675751e-22,2.0471970969040548e-11,2.7571346111690666e-18,1.2444887809400298e-18,3.874060743220071e-21,7.662799804552223e-21,6.5231339158660384e-09,2.3015279186996603e-10,6.5961268423358175e-09,5.042509578980609e-16,3.310900589760165e-23,2.6639051481115343e-18,1.676938301529083e-11,9.562304493297497e-24,1.6496995271210282e-24,4.667970826219872e-14,7.029611768945737e-17,2.2209170537597823e-17,1.0373805556089784e-19,1.0743356645034635e-25,6.312398351339296e-23,3.5178993838391505e-16,5.3948026281808085e-27,6.175187534366188e-29,5.259037309142369e-21,2.656389753910363e-29,4.376663650841878e-26,6.324212812380602e-32,9.16340940541273e-13,1.475425705657807e-17,1.3537289630899846e-23
9.181758065415251e-08,0.21857724995809866,3.76,0.0,0.7907987091246994,0.9999999535838515,4.319367674745147e-10,1.8246050445133943e-10,3.740698402552533e-10,4.785434609250936e-05,4.785435036175249e-05,1.3009776488149982e-16,5.216261547019138e-09,9.3503786246678e-13,2.370699935020832e-12,1.5260043076682337e-12,4.5525575049624776e-08,4.799490937719963e-12,1.2974931346688004e-08,7.607880132441652e-09,2.0623517994215227e-08,1.0186737294585909e-08,4.3648842123627803e-14,2.412141060485522e-12,2.9809593016378017e-13,7.692468742586982e-11,2.1132234660226674e-18,2.3740881117084585e-18,3.0806125672654346e-10,3.285647870957126e-15,1.2562742204046286e-22,2.1642379619104065e-11,3.0391973525144966e-18,1.413756958158254e-18,4.4359608712463755e-21,8.802386718991549e-21,6.718140354649096e-09,2.4449037659394764e-10,6.795639509808036e-09,5.440957337734212e-16,3.6117570362091993e-23,2.8909702517341706e-18,1.7814251285792303e-11,1.0675249949612362e-23,1.880198952852754e-24,4.843156015295269e-14,7.595232999700526e-17,2.4800207723406102e-17,1.1555955910955971e-19,1.1864407295176316e-25,6.975315210731614e-23,3.866141480349095e-16,6.40336645307308e-27,7.315970410461533e-29,5.9815596544181925e-21,3.109201306670155e-29,4.997221345937017e-26,7.718408084702841e-32,9.836273463790623e-13,1.6069371202495105e-17,1.5720943305738945e-23
9.458509204947768e-08,0.21857730678862844,3.76,0.0,0.7907972649612036,0.9999999519768837,4.705288864268836e-10,1.9352120409031385e-10,3.934279865299064e-10,4.9296698459110654e-05,4.929670300368841e-05,1.1788992739546537e-16,5.600269682965166e-09,9.693708193301172e-13,2.507236447637455e-12,1.6712706090675193e-12,4.7084965100525877e-08,5.108680304501572e-12,1.3284488603041489e-08,7.890486664236022e-09,2.1725794423741754e-08,1.0365767414620457e-08,4.675688527351155e-14,2.560354979162204e-12,3.195103663495862e-13,8.031528012802749e-11,2.351905247930472e-18,2.7213933795286224e-18,3.1646432270331927e-10,3.574101143280062e-15,1.444988560884336e-22,2.284120576841867e-11,3.3401809863928025e-18,1.6000282230008644e-18,5.0552911526074575e-21,1.0068350222408727e-20,6.912693617439754e-09,2.5924950921224964e-10,6.99482777248981e-09,5.85717541946938e-16,3.9295899853009134e-23,3.1281073290887818e-18,1.8889858821359353e-11,1.1879323056741765e-23,2.1322082675843222e-24,5.0182487477484746e-14,8.18524164367313e-17,2.7596115684360712e-17,1.282743212632916e-19,1.30384553047498e-25,7.679147690446082e-23,4.234851413069881e-16,7.561484722564194e-27,8.627495455679603e-29,6.777528080371272e-21,3.622444479818661e-29,5.683175863179929e-26,9.360104639843353e-32,1.053520608789449e-12,1.7454848085192382e-17,1.8160392932423517e-23
