Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344)
7.648134508750023e-05,0.49523712848611384,3.76,0.0,0.18148484297215428,0.8095661941106586,0.21399461736399328,0.0118623688635653,0.00027844862890394437,0.11682198750938061,0.1657784817666333,2.214074716005788e-11,0.4061274327509937,2.21841084475548e-07,8.262875953847809e-05,0.08030360550573212,0.007157650456608508,0.004930233695496237,0.0003740504121501025,0.0008124732641427372,0.49029621016614666,0.000326703931464822,5.6762200415050213e-05,0.009703244573867988,0.006479484762545705,6.467637946871085e-05,4.991558962201389e-05,0.0010594965681830829,1.2403602210854762e-06,0.018900972147389766,1.2265426096955581e-08,0.00873108864994728,4.55530362675668e-05,0.0007981237393712115,1.4346379449279873e-05,1.2114662861981054e-06,0.003156671572289111,0.021854848162938673,0.001776599681420761,0.007035637566170501,1.0042897966134229e-09,1.3030162142898486e-09,0.008772175887197598,0.0004724197231029567,6.099006263485607e-08,5.109158795943222e-06,1.347459322193629e-06,0.00041422858717550125,1.2578345438480993e-06,3.9821856710754944e-12,1.061346225520075e-09,0.0004472410665532035,6.018497827672926e-07,3.9346463447969315e-08,0.0006964695674150713,2.850456348561933e-10,1.1858372127404879e-11,3.635568042322154e-09
7.663698476063105e-05,0.4953108935407892,3.76,0.0,0.18069652523905688,0.8090032188168603,0.21453288996989822,0.011923111769311075,0.0002776885048035447,0.11684716984156364,0.16604991607947794,2.2032950115305624e-11,0.40651886914295393,2.2095385809230666e-07,8.255294767966257e-05,0.08071575734456536,0.0071432392059152675,0.00492276121609744,0.00037256053431240056,0.0008096179799263118,0.49059418387109416,0.00032556499582032304,5.665075694321084e-05,0.00972713411470171,0.006502023430241528,6.459575498713486e-05,4.9835953073829296e-05,0.0010578252948140294,1.2343787749276672e-06,0.018994760088318678,1.2235740460523705e-08,0.008746702985028826,4.547082414397682e-05,0.0007960550816465811,1.4391612479342066e-05,1.2073061191573878e-06,0.003156346859071174,0.021938194665344836,0.0017797917983828713,0.007070822737110467,1.009151620778475e-09,1.299631785762647e-09,0.00881229218731884,0.00047426765886982714,6.111059873187066e-08,5.107445552452753e-06,1.358826672608824e-06,0.0004188184899353203,1.2675725838901955e-06,3.979481508395357e-12,1.060525616040855e-09,0.00045088746028225553,6.068625715223413e-07,3.967547813764435e-08,0.0006998234676265011,2.8643253629594773e-10,1.1817650904497679e-11,3.6439406484250894e-09
7.679262443376187e-05,0.49538431968780705,3.76,0.0,0.1799135669213966,0.808441887745404,0.21506901230014216,0.01198379880965243,0.00027693168196944257,0.11687211837977184,0.16632112382515205,2.1926068733086528e-11,0.4069072212204504,2.200739669267275e-07,8.247696875321197e-05,0.08112772774344984,0.007128874222688286,0.00491522783039265,0.0003710805493141709,0.0008067826700862915,0.49088798877778084,0.0003244324792389828,5.653972090680486e-05,0.009750907176228498,0.006524507206341502,6.451504355773259e-05,4.9756262530859095e-05,0.0010561513117375405,1.228442047020789e-06,0.01908834500670323,1.2206092402213504e-08,0.008762107955333966,4.5388683223169764e-05,0.000793990940558619,1.443646556884623e-05,1.2031616670536946e-06,0.0031559927555027322,0.022021122619472523,0.0017829616576336468,0.007105894870762635,1.0140028183096769e-09,1.2962602612879925e-09,0.008852295068949778,0.0004760960827997317,6.123018150096105e-08,5.1056681346708085e-06,1.3701854554360033e-06,0.00042343884542820384,1.2773394373320764e-06,3.976734947748871e-12,1.0596938765937736e-09,0.0004545415623919327,6.118936577106031e-07,4.000572287361145e-08,0.0007031703364791322,2.8781654108058516e-10,1.17770835276225e-11,3.652242581843274e-09
7.694826410689268e-05,0.4954574099728621,3.76,0.0,0.17913591701454676,0.8078821924938575,0.21560299847656575,0.012044429740389138,0.0002761781426456344,0.11689683496506559,0.16659210525914683,2.1820092431615334e-11,0.40729252186876574,2.1920132887082113e-07,8.240082685096156e-05,0.08153951458652857,0.007114555477738125,0.004907634936370331,0.0003696103689739884,0.0008039671288787745,0.49117767324952927,0.00032330633783053404,5.642909004713937e-05,0.009774564362600496,0.00654693629579028,6.443424919834546e-05,4.9676523055059006e-05,0.0010544747461302896,1.2225495942901692e-06,0.019181726387071277,1.2176483061464949e-08,0.008777304944870949,4.530661676608956e-05,0.0007919313795516129,1.4480939673021548e-05,1.1990329577224868e-06,0.003155609711812248,0.02210363258440618,0.001786109409921017,0.007140853838073157,1.0188433641846137e-09,1.2929015889116855e-09,0.008892184706162551,0.00047790505633858607,6.134881690527187e-08,5.103827504132878e-06,1.3815349410659576e-06,0.00042808959925509047,1.2871346821568285e-06,3.973946719825747e-12,1.0588512047642982e-09,0.00045820329659073246,6.169428339278335e-07,4.0337184211756144e-08,0.0007065101717379986,2.8919764800883024e-10,1.1736670267425477e-11,3.6604737974067754e-09
7.71039037800235e-05,0.4955301674235199,3.76,0.0,0.17836352526763363,0.8073241247318739,0.21613486246820077,0.012105004325229726,0.00027542786916243,0.11692132141837445,0.16686286063146122,2.1715010770019778e-11,0.4076748034387502,2.1833586306121542e-07,8.232452604681671e-05,0.08195111579539163,0.007100282937178301,0.004899983907833599,0.00036814990618485633,0.0008011711538875185,0.4914632848714432,0.0003221865279166796,5.631886213952557e-05,0.009798106273660614,0.00656931090259646,6.435337588247418e-05,4.959673960728897e-05,0.0010527957224469385,1.2167009801334595e-06,0.01927490373656202,1.2146913545153786e-08,0.008792295331196862,4.522462797037892e-05,0.0007898764593034064,1.4525035769068584e-05,1.1949200150597131e-06,0.003155198168851311,0.022185725140564945,0.0017892352045769863,0.007175699521436746,1.0236732345149387e-09,1.2895557166532291e-09,0.008931961278330753,0.00047969464361283064,6.146651091613027e-08,5.101924607883464e-06,1.3928744111719679e-06,0.00043277069435856123,1.2969578990586398e-06,3.971117546988812e-12,1.0579977956906746e-09,0.00046187258720051326,6.22009891893733e-07,4.066984863829101e-08,0.0007098429716918222,2.905758561014164e-10,1.1696411358423363e-11,3.6686352157587266e-09
7.725954345315432e-05,0.4956025951825588,3.76,0.0,0.17759634188510118,0.8067676761734283,0.21666461815087754,0.012165522332595767,0.0002746808440098972,0.1169455795481924,0.16713339018874787,2.1610813692682442e-11,0.4080540979594692,2.1747749033547104e-07,8.22480702678078e-05,0.08236252931430377,0.00708605656416429,0.004892276103803834,0.0003666990745147296,0.000798394546014771,0.491744870759906,0.00032107300526755485,5.6209034960709705e-05,0.009821533506738664,0.006591631230189283,6.42724275487969e-05,4.951691698591068e-05,0.0010511143634265496,1.2108957747497057e-06,0.01936787657622743,1.2117384923226109e-08,0.008807080487720713,4.5142719916458494e-05,0.0007878262388269179,1.4568754847425953e-05,1.190822859225353e-06,0.003154758561944489,0.022267400881119153,0.0017923391899539959,0.007210431810158161,1.0284924061479463e-09,1.2862225925738536e-09,0.008971624967945116,0.00048146491034704717,6.158326949749837e-08,5.099960379871386e-06,1.4042031415968195e-06,0.00043748207206994056,1.3068086588329572e-06,3.968248141640761e-12,1.0571338419222137e-09,0.0004655493589230536,6.270946219843882e-07,4.100370258673651e-08,0.0007131687349466302,2.9195116451380074e-10,1.1656306995260154e-11,3.676726894946669e-09
7.741518312628514e-05,0.49567469615901827,3.76,0.0,0.1768343177093083,0.8062128385944946,0.21719227927001625,0.012225983537514593,0.0002739370497234344,0.11696961114564967,0.16740369417303125,2.1507490878775374e-11,0.40843043700914644,2.1662613219590948e-07,8.217146344837184e-05,0.08277375311929212,0.007071876317972434,0.004884512862664243,0.000365257788754269,0.0007956371075254804,0.49202247737212335,0.0003199657270595055,5.609960631861592e-05,0.009844846655454327,0.0066138974811753085,6.419140803839503e-05,4.943705992408069e-05,0.001049430789412722,1.205133550401023e-06,0.01946064444625992,1.2087898261358937e-08,0.008821661782041385,4.5060895620509036e-05,0.0007857807748272319,1.4612097916859311e-05,1.1867415093351558e-06,0.003154291318710089,0.022348660416973306,0.0017954215132455805,0.007245050603135223,1.0333008568247328e-09,1.2829021652476788e-09,0.00901117596178971,0.0004832159244844487,6.169909858154754e-08,5.0979357449428646e-06,1.4155204331669988e-06,0.0004422236714452201,1.3166865353716685e-06,3.965339208119887e-12,1.056259533688672e-09,0.00046923353699441784,6.3219681369697e-07,4.1338732408575584e-08,0.0007164874605452681,2.9332357258821004e-10,1.1616357367746262e-11,3.684749807523584e-09
7.757082279941595e-05,0.49574647325866833,3.76,0.0,0.17607740429842278,0.8056596038409763,0.21771785942425903,0.012286387722458443,0.00027319646905998797,0.11699341798242084,0.1676737728211673,2.1405032605584353e-11,0.40880385166043015,2.1578171133742172e-07,8.20947094703954e-05,0.08318478522193158,0.007057742153497337,0.004876695499597393,0.0003638259645973659,0.0007928986446019258,0.4922961504281457,0.0003188646502286747,5.59905740545075e-05,0.009868046309276146,0.006636109857233085,6.411032111172492e-05,4.93571730868778e-05,0.0010477451181141978,1.199413886941434e-06,0.019553206908273953,1.2058454573446406e-08,0.00883604057514315,4.497915804114182e-05,0.000783740121479974,1.4655066006401346e-05,1.1826759795857348e-06,0.003153796858070698,0.022429504378773106,0.0017984823202170284,0.0072795558100351146,1.0380985654182222e-09,1.2795943832263913e-09,0.009050614451466555,0.0004849477563891285,6.18140039700402e-08,5.095851612927628e-06,1.4268255978895854e-06,0.00044699542902688086,1.326591104903907e-06,3.962391433249623e-12,1.0553750566823784e-09,0.000472925047255072,6.373162558155235e-07,4.167492438987378e-08,0.0007197991480226254,2.946930798749242e-10,1.1576562609825561e-11,3.6927036475382197e-09
7.772646247254677e-05,0.4958179294731855,3.76,0.0,0.17532555371121095,0.8051079638081923,0.21824137210895897,0.012346734675048614,0.0002724590848446899,0.11701700181635641,0.16794362636640542,2.1303429038145565e-11,0.4091743726332662,2.149441518273639e-07,8.20178121358134e-05,0.08359562365873743,0.007043654022607273,0.0048688253134519565,0.0003624035186047714,0.0007901789658822338,0.49256593513254865,0.00031776973184940397,5.588193602465243e-05,0.009891133054773179,0.006658268559379462,6.402917052794869e-05,4.927726100893433e-05,0.0010460574654017013,1.1937363693634375e-06,0.019645563538941226,1.2029054857809773e-08,0.008850218223173103,4.489751005012732e-05,0.0007817043312135874,1.4697660159159661e-05,1.1786262819807424e-06,0.0031532755930012567,0.022509933410810253,0.0018015217556325805,0.00731394734801293,1.0428855115334346e-09,1.276299195368323e-09,0.009089940631842739,0.0004866604780974546,6.192799156270695e-08,5.093708881868475e-06,1.4381179493328836e-06,0.00045179727959871347,1.3365219388885183e-06,3.959405503252057e-12,1.0544805960912979e-09,0.0004766238159773559,6.424527361532094e-07,4.201226476956453e-08,0.0007231037972551547,2.9605968606966003e-10,1.1536922840693433e-11,3.7005890358584037e-09
7.788210214567759e-05,0.495889067675992,3.76,0.0,0.1745787185185967,0.8045579104423088,0.21876283071354158,0.012407024188154488,0.00027172488001592877,0.11704036439109111,0.1682132550383224,2.1202670552326743e-11,0.40954203028709013,2.1411337874969568e-07,8.194077518776864e-05,0.08400626649172013,0.007029611874060558,0.0048609035863223194,0.0003609903682255461,0.0007874778822605812,0.49283187616249263,0.00031668092938301294,5.577369010259452e-05,0.00991410747553636,0.006680373787946131,6.394795997942473e-05,4.919732813137322e-05,0.0010443679452197738,1.1881005870314861e-06,0.01973771393035589,1.1999700089141724e-08,0.008864196077248303,4.4815954443051655e-05,0.0007796734546702233,1.4739881432583506e-05,1.1745924263100073e-06,0.0031527279304256204,0.022589948171257826,0.001804539963227609,0.007348225141866889,1.0476616755545545e-09,1.2730165506378385e-09,0.009129154701090167,0.0004883541633357887,6.20410672199575e-08,5.091508439027064e-06,1.449396812675558e-06,0.00045662915613627536,1.3464786071261418e-06,3.956382092954353e-12,1.0535763342141647e-09,0.0004803297698784357,6.476060416941534e-07,4.2350739730210024e-08,0.000726401408467137,2.974233910164509e-10,1.1497438155237391e-11,3.7084068028033997e-09
7.80377418188084e-05,0.49595989065266793,3.76,0.0,0.17383685193871243,0.8040094357538182,0.21928224849343125,0.01246725606128636,0.00027099383763153886,0.11706350743232331,0.1684826590618929,2.1102747569963427e-11,0.40990685452592335,2.132893180255998e-07,8.1863602361786e-05,0.08441671181510182,0.007015615652852539,0.004852931579148938,0.00035958643194724117,0.0007847952070051268,0.49309401752865056,0.0003155982009919064,5.566583419404323e-05,0.009936970151298331,0.0067024257423912445,6.386669306929565e-05,4.911737883475161e-05,0.0010426766691252279,1.1825061334758843e-06,0.019829657693890435,1.1970391219171637e-08,0.008877975482075473,4.4734493962295176e-05,0.0007776475402807653,1.4781730901994101e-05,1.170574419796987e-06,0.0031521542696308497,0.02266954933568668,0.0018075370855035744,0.007382389126005473,1.05242703881484e-09,1.2697463983774924e-09,0.00916825686150989,0.0004900288879276456,6.215323671335697e-08,5.089251160874388e-06,1.4606615322510282e-06,0.0004614909893436831,1.3564606837450534e-06,3.953321866388155e-12,1.0526624502916094e-09,0.00048404283624149116,6.527759589257348e-07,4.269033539521387e-08,0.000729691982320809,2.987841947452044e-10,1.1458108624178664e-11,3.716156873887024e-09
7.819338149193922e-05,0.49603040117296493,3.76,0.0,0.17309990786274174,0.8034625318203655,0.21979963856423335,0.012527430100866906,0.00027026594087218745,0.11708643264707708,0.16875183865736096,2.1003650772478266e-11,0.4102688747806581,2.1247189666887253e-07,8.178629736813491e-05,0.084826957756634,0.007001665300233467,0.004844910530854212,0.000358191629226712,0.000782130756369164,0.4933524025495823,0.00031452150504433074,5.555836623619437e-05,0.009959721657716638,0.00672442462125589,6.378537334970148e-05,4.903741742214614e-05,0.0010409837462799505,1.176952608235587e-06,0.01992139446080863,1.1941129167304588e-08,0.008891557775558162,4.465313129741905e-05,0.0007756266342497039,1.4823209660990792e-05,1.166572266450103e-06,0.003151555001995571,0.022748737597541886,0.0018105132636792272,0.007416439244782982,1.0571815836609031e-09,1.266488687947784e-09,0.009207247319631217,0.0004916847298198492,6.226450579225968e-08,5.08693791084796e-06,1.4719114634017876e-06,0.00046638270759433165,1.3664677458648907e-06,3.95022547627419e-12,1.0517391206353718e-09,0.00048776294294555994,6.579622739603147e-07,4.3031037851805765e-08,0.000732975519930433,3.001420974775871e-10,1.1418934284987205e-11,3.7238401812166183e-09
7.834902116507004e-05,0.4961006021084963,3.76,0.0,0.17236784059082189,0.8029171907610954,0.22031501395582134,0.012587546117459162,0.0002695411730518631,0.11710914173078238,0.16902079404207973,2.0905371038022884e-11,0.4106281201956443,2.116610431850467e-07,8.170886378668974e-05,0.08523700246448535,0.006987760755052231,0.004836841666837312,0.00035680588016134373,0.0007794843495031241,0.49360707412447297,0.0003134507994733631,5.545128416897107e-05,0.009982362568055785,0.006746370622511541,6.370400436083717e-05,4.8957448054604925e-05,0.0010392892843340406,1.1714396169350003e-06,0.02001292387468523,1.1911914825210045e-08,0.008904944291239718,4.4571869037767066e-05,0.0007736107814291137,1.4864318814230468e-05,1.1625859675475766e-06,0.0031509305142018136,0.022827513661003915,0.0018134686380821329,0.007450375448590077,1.0619252930789496e-09,1.2632433688470783e-09,0.009246126284480561,0.0004933217682253138,6.237488023707485e-08,5.084569540098334e-06,1.4831459579485005e-06,0.00047130423784607484,1.3764993621597878e-06,3.9470935709617866e-12,1.050806520119659e-09,0.0004914900182403221,6.631647719694984e-07,4.337283315613915e-08,0.0007362520226861231,3.0149709955228136e-10,1.1379915149689986e-11,3.731456754795664e-09
7.850466083820086e-05,0.49617049612304437,3.76,0.0,0.17164060499631506,0.8023734047531975,0.2208283875780596,0.012647603927432988,0.00026881951751289154,0.1171316363626793,0.16928952542942186,2.0807899117966902e-11,0.4109846195135579,2.1085668665420822e-07,8.16313052082258e-05,0.08564684411544897,0.006973901953046744,0.004828726193617051,0.0003554291059381087,0.0007768558067616857,0.4938580745625376,0.00031238604349675,5.5344585959717715e-05,0.010004893452051975,0.006768263943321903,6.362258956376441e-05,4.887747483425417e-05,0.001037593388837507,1.1659667669527213e-06,0.02010424559603987,1.1882749078486601e-08,0.008918136356557268,4.449070971870174e-05,0.0007716000247982622,1.4905059481700495e-05,1.1586155234957678e-06,0.0031502811863782054,0.022905878245182382,0.0018164033479865613,0.007484197696199664,1.0666581508605383e-09,1.260010390873741e-09,0.009284893968520396,0.0004949400841131194,6.248436581230272e-08,5.082146892106785e-06,1.494364390754434e-06,0.0004762555050594638,1.386555105230291e-06,3.943926789640454e-12,1.0498648213477972e-09,0.000495223990896262,6.683832377163799e-07,4.371570731449263e-08,0.0007395214923573541,3.028492014702103e-10,1.1341051222710585e-11,3.739007587559345e-09
7.866030051133168e-05,0.49624008587712914,3.76,0.0,0.17091815659588258,0.8018311660393193,0.22133977220573015,0.012707603353705214,0.0002681009578170514,0.11715391820386911,0.16955803302831318,2.0711226169230357e-11,0.41133840102654556,2.1005875720828136e-07,8.15536251772366e-05,0.08605648091836933,0.006960088826442028,0.004820565296494857,0.0003540612285870796,0.0007742449519619893,0.49410544551311675,0.0003113271961554773,5.523826960487619e-05,0.010027314875491466,0.006790104779939558,6.354113233178613e-05,4.879750180539397e-05,0.0010358961630245712,1.1605336725959693e-06,0.020195359304346742,1.185363277089415e-08,0.008931135292009909,4.4409655827245024e-05,0.0007695944052840502,1.4945432800299295e-05,1.1546609309470443e-06,0.0031496073912490197,0.022983832085796674,0.001819317531366719,0.007517905955795217,1.0713801417854967e-09,1.2567897040037391e-09,0.009323550588071947,0.0004965397603593552,6.259296813224131e-08,5.0796707966375195e-06,1.5055661473922251e-06,0.0004812364319928352,1.3966345507404244e-06,3.940725757061877e-12,1.0489141928348399e-09,0.0004989647902726184,6.736174557334859e-07,4.40596463018067e-08,0.0007427839311412485,3.041984039130052e-10,1.1302342469409463e-11,3.746492314821759e-09
7.881594018446249e-05,0.49630937410807935,3.76,0.0,0.1702004513561386,0.8012904669083512,0.2218491805185571,0.012767544223717807,0.0002673854776021623,0.11717598890257058,0.16982631704456908,2.0615343359124637e-11,0.41168949271240085,2.092671861958622e-07,8.147582716305321e-05,0.08646591110458958,0.006946321305040663,0.004812360145844219,0.0003527021709221617,0.000771651611124471,0.49434922816411286,0.00031027421662840123,5.5132333114601116e-05,0.01004962740140056,0.006811893327967978,6.345963603508814e-05,4.8717532898871374e-05,0.0010341977085088342,1.155139952854511e-06,0.02028626469238428,1.1824566730021613e-08,0.008943942413051862,4.432870977470045e-05,0.0007675939623946681,1.4985439918618404e-05,1.1507221847759688e-06,0.003148909496469958,0.023061375930036345,0.0018222113252882837,0.007551500202099742,1.0760912512933225e-09,1.2535812584424869e-09,0.009362096362062979,0.000498120881151778,6.270069289424841e-08,5.077142072611919e-06,1.5167506160619685e-06,0.0004862469398686324,1.406737270543875e-06,3.937491094825582e-12,1.047954802262348e-09,0.0005027123461492468,6.78867209991044e-07,4.440463607038292e-08,0.0007460393415313943,3.0554470768859934e-10,1.1263788839736829e-11,3.753911549386247e-09
7.897157985759331e-05,0.4963783634474789,3.76,0.0,0.16948744570416946,0.8007512996967681,0.2223566250987635,0.012827426369525672,0.00026667306060707886,0.11719785009375473,0.17009437768084434,2.0520241994174808e-11,0.41203792222751917,2.084819058643319e-07,8.139791458137742e-05,0.0868751329284581,0.006932599316148817,0.00480411189672745,0.00035135185656778753,0.0007690756122678981,0.4945894632311501,0.000309227064467112,5.502677451453711e-05,0.010071831589970583,0.006833629782338947,6.337810399019937e-05,4.863757196348403e-05,0.0010324981252080945,1.1497852306325184e-06,0.02037696146656347,1.179555176423644e-08,0.008956559029900656,4.424787390654123e-05,0.000765598734185881,1.5025081997162155e-05,1.146799278183275e-06,0.003148187864535662,0.023138510536754614,0.0018250848658810251,0.007584980416512151,1.0807914655099188e-09,1.250385004525971e-09,0.00940053151205816,0.0004996835319992859,6.280754576985496e-08,5.074561529273358e-06,1.5279171962307802e-06,0.0004912869483324674,1.4168628356103623e-06,3.934223415900648e-12,1.0469868149914822e-09,0.0005064665887390215,6.841322840313567e-07,4.4750662542307444e-08,0.0007492877263233727,3.0688811373372446e-10,1.1225390266622994e-11,3.761266153505029e-09
7.912721953072413e-05,0.4964470564483001,3.76,0.0,0.16877909664916746,0.8002136568012531,0.2228621184051952,0.012887249629024143,0.00026596369067752995,0.11721950339567547,0.17036221513584116,2.0425913434644344e-11,0.41238371682213026,2.077028491901718e-07,8.131989084253021e-05,0.08728414467340335,0.006918922784065121,0.0047958216848764355,0.0003500102100887626,0.0007665167855105125,0.4948261908328292,0.00030818569988056387,5.492159185897685e-05,0.010093927997722709,0.00685531433712828,6.329653943684103e-05,4.855762279613794e-05,0.001030797510940766,1.1444691325365253e-06,0.02046744935033867,1.1766588662026216e-08,0.00896898644610779,4.416715052385229e-05,0.000763608756915473,1.50643602112701e-05,1.1428922023777652e-06,0.003147442851419762,0.023215236679419646,0.0018279382881502592,0.007618346588827094,1.0854807714036816e-09,1.2472008929166883e-09,0.009438856262915702,0.0005012278000453025,6.291353235400387e-08,5.071929966347876e-06,1.5390653050703466e-06,0.0004963563750515882,1.4270108217656365e-06,3.930923323355772e-12,1.0460103936586826e-09,0.0005102274488055484,6.894124613492763e-07,4.509771161249479e-08,0.0007525290886933546,3.0822862314653687e-10,1.1187146663699645e-11,3.768555973291551e-09
7.928285920385495e-05,0.49651545564926713,3.76,0.0,0.16807536180592902,0.7996775306813542,0.22336567276792188,0.012947013846190963,0.0002652573517801883,0.11724095040918013,0.1706298296042028,2.0332349245535777e-11,0.41272690332430456,2.0692995010872178e-07,8.12417593346202e-05,0.08769294465314317,0.006905291630105378,0.004787490625906463,0.00034867715693555275,0.0007639749636210901,0.49505945046751787,0.0003071500832867099,5.4816783230258257e-05,0.010115917177303833,0.0068769471855134245,6.321494556485644e-05,4.8477689127592796e-05,0.0010290959614185414,1.139191290631403e-06,0.02055772808474745,1.1737678184364823e-08,0.008981225958167471,4.4086541883719826e-05,0.0007616240650308828,1.510327575142102e-05,1.1390009460744282e-06,0.003146674806332138,0.023291555146507055,0.0018307717259288473,0.007651598717529654,1.090159156837496e-09,1.244028874349708e-09,0.00947707084286491,0.0005027537740798245,6.301865821049472e-08,5.069248171744162e-06,1.5501943703614731e-06,0.0005014551356673836,1.4371808084192362e-06,3.927591410275368e-12,1.0450256982139036e-09,0.0005139948576919104,6.947075255080856e-07,4.544576917032537e-08,0.0007557634322098833,3.0956623719173676e-10,1.1149057919643988e-11,3.775782004140089e-09
7.943849887698576e-05,0.49658356365736595,3.76,0.0,0.16737619919824573,0.7991429138396803,0.22386730042932676,0.013006718869057365,0.0002645540279835638,0.11726219272314972,0.17089722127783674,2.0239541154463067e-11,0.4130675082778637,2.0616314381693446e-07,8.116352334497687e-05,0.08810153120191584,0.006891705773522267,0.004779119821742379,0.0003473526232074774,0.0007614499818300702,0.4952892812156145,0.00030612017492218405,5.471234671572245e-05,0.01013779967878792,0.006898528520051715,6.313332554941874e-05,4.839777456534389e-05,0.0010273935708964212,1.1339513421671789e-06,0.020647797422832653,1.1708821068963523e-08,0.00899327885759108,4.4006050158337646e-05,0.000759644691766471,1.514182981820628e-05,1.1351254959046352e-06,0.0031458840740150786,0.023367466736472296,0.0018335853121885703,0.007684736806947699,1.0948266102926133e-09,1.240868899638951e-09,0.009515175482332296,0.000504261543974166,6.31229289347384e-08,5.066516922339662e-06,1.5613038207219832e-06,0.0005065831444607063,1.4473723693161215e-06,3.924228264887282e-12,1.0440328871844356e-09,0.0005177687471411704,7.000172595683686e-07,4.579482109433284e-08,0.0007589907607068167,3.1090095724657063e-10,1.1111123903006246e-11,3.7829444708957605e-09
7.959413855011658e-05,0.49665138297493616,3.76,0.0,0.16668156727972297,0.7986097988242992,0.22436701353954175,0.01306636454990152,0.0002638537034701041,0.11728323191384886,0.17116439034578387,2.0147480936513978e-11,0.4134055579280964,2.054023662882628e-07,8.108518610923446e-05,0.08850990267548943,0.006878165131379872,0.004770710359902588,0.00034603653581428544,0.0007589416770740467,0.4955157217176028,0.0003050959354924674,5.4608280417644735e-05,0.010159576049517722,0.0069200585326419555,6.305168250203567e-05,4.831788265001397e-05,0.0010256904320493495,1.1287489276792033e-06,0.020737657130225583,1.1680018040533028e-08,0.009005146430610149,4.392567746046403e-05,0.0007576706690722543,1.5180023622768045e-05,1.1312658373734434e-06,0.003145070994530526,0.023442972258205887,0.001836379179014021,0.007717760867530681,1.0994831208711211e-09,1.2377209199492662e-09,0.009553170414028873,0.0005057512007192581,6.32263500803635e-08,5.063736986159483e-06,1.5723930967728936e-06,0.0005117403142754547,1.4575850776411266e-06,3.920834466960669e-12,1.0430321168697418e-09,0.0005215490493184931,7.053414463370733e-07,4.614485324329116e-08,0.0007622110782939573,3.1223278480605635e-10,1.1073344471880351e-11,3.790043469900769e-09
7.97497782232474e-05,0.49671891603356627,3.76,0.0,0.16599142505167383,0.7980781782412203,0.22486482413107486,0.013125950746424595,0.0002631563625383471,0.11730406954150335,0.1714313369934644,2.0056160452229467e-11,0.4137410781399471,2.046475541486222e-07,8.100675086057069e-05,0.08891805745705332,0.006864669618085176,0.004762263309576953,0.000344728822549459,0.0007564498882473113,0.4957388100535469,0.00030407732635821127,5.450458246796952e-05,0.010181246833277029,0.006941537414338418,6.297001946142732e-05,4.823801688394733e-05,0.0010239866355894376,1.1235836912533526e-06,0.02082730698841104,1.1651269803725833e-08,0.009016829956698058,4.3845425867125775e-05,0.0007557020272958242,1.5217858389466795e-05,1.1274219541892907e-06,0.0031442359019679916,0.023518072533788053,0.001839153457414875,0.007750670917490008,1.1041286784632979e-09,1.2345848867778142e-09,0.009591055873545605,0.0005072228367006675,6.332892711955142e-08,5.060909122412987e-06,1.5834616563254584e-06,0.0005169265561407134,1.4678185119427725e-06,3.917410586364139e-12,1.0420235408550226e-09,0.0005253356969301533,7.106798688149126e-07,4.6495851462491176e-08,0.0007654243894299313,3.135617215138761e-10,1.1035719465994677e-11,3.797079830189353e-09
7.990541789637822e-05,0.49678616525041486,3.76,0.0,0.16530573208749777,0.7975480447571306,0.22536074411322088,0.013185477321997617,0.00026246198957982143,0.1173247071495805,0.1716980614025776,1.9965571697503323e-11,0.4140740943814287,2.0389864489397395e-07,8.092822081980542e-05,0.08932599395848248,0.00685121914543065,0.004753779720817948,0.00034342941205412825,0.0007539744566891708,0.4959585837189613,0.0003030643091089636,5.44012510265137e-05,0.010202812570073863,0.006962965355307014,6.288833943347162e-05,4.8158180708455356e-05,0.0010222822702705327,1.1184552820518526e-06,0.020916746795282284,1.1622577040345627e-08,0.00902833070816045,4.376529741893826e-05,0.000753738795168397,1.5255335356198864e-05,1.1235938280088345e-06,0.003143379124193204,0.02359276839888952,0.0018419082772878036,0.00778346698309952,1.1087632737905873e-09,1.2314607516597958e-09,0.009628832099430367,0.0005086765457105361,6.34306655252891e-08,5.058034079122902e-06,1.5945089677148583e-06,0.0005221417792231228,1.4780722551997913e-06,3.913957185442891e-12,1.0410073106822663e-09,0.0005291286232534593,7.160323103259857e-07,4.6847801607555666e-08,0.0007686306989382348,3.148877691676761e-10,1.0998248705753912e-11,3.804053562685007e-09
