Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160)
4.065805875470908e-07,0.31188021910814945,3.76,0.0,0.7433255998703115,0.9996645101763947,0.0003414386775933628,6.263300173333457e-05,4.609115255515659e-05,0.04790096066190304,0.047975168846388756,7.129071856447086e-10,0.0029649535723995655,3.7411840466122225e-06,1.232818066366934e-05,4.691164540284482e-05,0.00010226852554755559,5.673183328501372e-07,2.08041818162217e-05,0.0003803961356833095,0.0034917804050793437,1.4424465365908075e-05,7.61536277810412e-06,6.401601073300057e-06,2.96027890322538e-05,7.90020517053092e-06,2.4114652014207785e-07,3.4874199826027584e-07,7.287597150790575e-09,8.644484743837606e-08,1.5493868196388848e-12,1.7966215480270696e-07,2.3036338681785166e-07,7.643700815522293e-08,3.61399222271088e-11,2.4032529680527713e-11,0.00010436261781939814,3.5305030769524276e-06,4.598575141383708e-05,1.4572432792290558e-08,3.979516074420515e-13,1.9430071905262934e-11
4.0933809158119954e-07,0.3119022601912065,3.76,0.0,0.742929484740515,0.9996577134295241,0.00034971116806514643,6.325909091401953e-05,4.702465210200573e-05,0.04821358293000807,0.04828941190017829,7.17605886514514e-10,0.003034077195738276,3.767475211597354e-06,1.2468745374901529e-05,4.773075430773203e-05,0.00010376011556079381,5.786479297657869e-07,2.1201262921239185e-05,0.0003878843252204762,0.0035722207467547627,1.4700106425007578e-05,7.818910210716188e-06,6.585422637008969e-06,3.0404432307271146e-05,8.061030288660966e-06,2.5191810455135286e-07,3.653441959018556e-07,7.426257220660696e-09,9.011012166466724e-08,1.6230811474626348e-12,1.8587392934685715e-07,2.4070241208410295e-07,8.006185001619285e-08,3.7870447467642844e-11,2.5171625396747665e-11,0.00010502608799005516,3.577459966555052e-06,4.6099201837738465e-05,1.5019472782734397e-08,4.1502191333196364e-13,1.994985552238388e-11
4.120955956153083e-07,0.3119243776244925,3.76,0.0,0.7425319964133398,0.9996507967555792,0.00035814789411217846,6.38863473666536e-05,4.797454746959537e-05,0.048526009041432186,0.048603491032488566,7.223039035155557e-10,0.003104518600926359,3.7937677902053198e-06,1.2610732531768206e-05,4.8559505969439185e-05,0.00010527104315017118,5.901694410611371e-07,2.160488275989918e-05,0.00039549990158134924,0.0036541851531493802,1.498033435086069e-05,8.027100557891159e-06,6.773870706748352e-06,3.1225328109129364e-05,8.224736775407958e-06,2.631292376294876e-07,3.826629353020629e-07,7.567186382841947e-09,9.392404105960778e-08,1.6999511226289186e-12,1.9230771312217518e-07,2.5146471144885244e-07,8.384227161395441e-08,3.967662539792079e-11,2.6359549956531703e-11,0.00010568916061783077,3.6247599932758884e-06,4.621215364558384e-05,1.547830978156956e-08,4.327938213294659e-13,2.0481540998515635e-11
4.1485309964941704e-07,0.3119465727733321,3.76,0.0,0.742133110371449,0.9996437581575177,0.00036675166181215473,6.451476123402476e-05,4.894111436128847e-05,0.04883823783659695,0.048917405730332604,7.270013099034257e-10,0.0031762992415914995,3.820062312482643e-06,1.2754172741685194e-05,4.939801091752063e-05,0.0001068015886385222,6.018861615890495e-07,2.2015142624176797e-05,0.0004032449078706253,0.0037376983901212684,1.5265221874375667e-05,8.240027077357325e-06,6.967047525977199e-06,3.206589703368961e-05,8.391374866642427e-06,2.7479651975525727e-07,4.0072652350777555e-07,7.710419436094217e-09,9.789242725383238e-08,1.7801218929613028e-12,1.989716565702581e-07,2.6266629111266587e-07,8.778437525613939e-08,4.1561505201805366e-11,2.7598214297075048e-11,0.00010635184739290179,3.6724061468890143e-06,4.6324641600547985e-05,1.5949222052375218e-08,4.5129521924869557e-13,2.102537159660268e-11
4.176106036835258e-07,0.3119688470237081,3.76,0.0,0.7417328017288574,0.9996365956048425,0.0003755253227989016,6.514432310365403e-05,4.992463316154346e-05,0.0491502681337491,0.04923115547154872,7.316981820776371e-10,0.0032494408947521354,3.846359330935188e-06,1.2899097226470494e-05,5.024638232511566e-05,0.00010835203658757173,6.1380145363406e-07,2.2432145320894517e-05,0.00041112141912200384,0.003822785595346963,1.5554842872041707e-05,8.457784749759704e-06,7.165057321347182e-06,3.292656811696332e-05,8.560995704306808e-06,2.869371413499605e-07,4.195643071524823e-07,7.855991690458447e-09,1.0202132256341285e-07,1.8637231858572063e-12,2.0587420438410335e-07,2.7432372567012297e-07,9.189448547741582e-08,4.352825110281559e-11,2.8889598703897857e-11,0.00010701416048508947,3.720401553968251e-06,4.643670060343857e-05,1.643249427169596e-08,4.705550700016821e-13,2.1581595270129055e-11
4.2036810771763454e-07,0.3119912017825534,3.76,0.0,0.7413310452257528,0.9996293070330405,0.00038447177499921487,6.577502400802616e-05,5.092538901527315e-05,0.04946209872858269,0.04954473972466688,7.363945997029197e-10,0.0033239656653481896,3.87265942139365e-06,1.3045537834286623e-05,5.1104736071975436e-05,0.00010992267585134979,6.259187484677574e-07,2.285599519213331e-05,0.0004191315427601565,0.003909472283478494,1.584927238335411e-05,8.680470307991516e-06,7.36800633635354e-06,3.380777899134092e-05,8.733651353537966e-06,2.9956890292000183e-07,4.392067085887209e-07,8.003938973861804e-09,1.0631699810066561e-07,1.95088946663914e-12,2.1302410566700046e-07,2.864541773556151e-07,9.617915669056668e-08,4.5580146501525356e-11,3.0235755186248894e-11,0.00010767611256195055,3.7687494827281296e-06,4.654836570652621e-05,1.6928417690192047e-08,4.906034519254915e-13,2.2150464750236558e-11
4.231256117517433e-07,0.3120136384780483,3.76,0.0,0.7409278152232617,0.9996218903430151,0.0003935939633812043,6.640685542498612e-05,5.194367190859706e-05,0.0497737283938552,0.04985815794877332,7.410906458353306e-10,0.00339989599082184,3.898963183910331e-06,1.3193527051832732e-05,5.197319080905971e-05,0.00011151379962991616,6.382415479423255e-07,2.328679813586411e-05,0.00042727741906856153,0.003997784351355958,1.6148586628498103e-05,8.908182266952746e-06,7.576002865449481e-06,3.470997604450337e-05,8.909394820145931e-06,3.127102357557231e-07,4.5968526322512095e-07,8.154297638784832e-09,1.1078596217619309e-07,2.0417601021459255e-12,2.2043042442598642e-07,2.9907541591566987e-07,1.0064518108984155e-07,4.772059825722076e-11,3.163880993024507e-11,0.00010833771680750187,3.8174533480307075e-06,4.665967212756209e-05,1.7437290298455244e-08,5.114716005951636e-13,2.273223763438424e-11
4.2588311578585204e-07,0.3120361585599186,3.76,0.0,0.7405230856981534,0.9996143434005066,0.00040289488071432064,6.70398092783034e-05,5.297977675101197e-05,0.05008515587899756,0.050171409593373455,7.457864070534357e-10,0.003477254645748465,3.925271243688234e-06,1.334309801679075e-05,5.285186802474643e-05,0.00011312570552338403,6.507734261232326e-07,2.372466162679994e-05,0.00043556122166324467,0.004087748083275721,1.645286302629451e-05,9.141020953739985e-06,7.789157288626591e-06,3.563361458105639e-05,9.088280068456958e-06,3.2638022330720504e-07,4.810326581067394e-07,8.30710456899022e-09,1.1543496900250402e-07,2.1364795297303005e-12,2.281025504103827e-07,3.122058391273992e-07,1.0529959681456869e-07,4.99531411187527e-11,3.310096583217985e-11,0.00010899898694159964,3.866516716563754e-06,4.6770655263991993e-05,1.7959416997646055e-08,5.331919521768673e-13,2.3327176476584062e-11
4.286406198199608e-07,0.31205876349973916,3.76,0.0,0.7401168302374876,0.9996066640355069,0.0004123775683412415,6.767387793840504e-05,5.403400345900643e-05,0.05039637990971786,0.0504844940982531,7.504819735932885e-10,0.0035560647465179185,3.951584252043582e-06,1.3494284530529844e-05,5.374089211269778e-05,0.00011475869558623024,6.635180309620717e-07,2.416969473746874e-05,0.0004439851579724699,0.004179390156314357,1.676218021241083e-05,9.379088538271505e-06,8.007582106463629e-06,3.657915898692845e-05,9.270362039529448e-06,3.405986232583858e-07,5.032827717785661e-07,8.462397186312888e-09,1.2027102770992428e-07,2.2351974318343715e-12,2.360502103062429e-07,3.258644939832477e-07,1.1014969638125489e-07,5.228144230968858e-11,3.4624505114505386e-11,0.00010965993723999506,3.9159433121960005e-06,4.688135070737398e-05,1.849510977511377e-08,5.55798188377746e-13,2.3935548879236257e-11
4.3139812385406955e-07,0.3120814547912395,3.76,0.0,0.7397090220332031,0.9995988500416598,0.0004220451169617979,6.830905422327978e-05,5.51066570411449e-05,0.050707399187598895,0.05079741089333788,7.551774394883992e-10,0.0036363497560662384,3.977902887402923e-06,1.3647121071073599e-05,5.4640390441428095e-05,0.00011641307638188047,6.764790860105831e-07,2.4622008159507188e-05,0.00045255146972242045,0.004272737645708373,1.7076618057841272e-05,9.622489064351715e-06,8.231391975645858e-06,3.7547082896573135e-05,9.455696669751273e-06,3.553858903214891e-07,5.264707154733036e-07,8.620213457510919e-09,1.2530141168589176e-07,2.338068916319504e-12,2.4428347929786055e-07,3.400710985628166e-07,1.1520303539264943e-07,5.470930627304033e-11,3.621179202706747e-11,0.00011032058255508887,3.965737021515303e-06,4.699179425800883e-05,1.9044687885167068e-08,5.793252830511142e-13,2.455762758658483e-11
4.341556278881783e-07,0.3121042339506138,3.76,0.0,0.7392996338766465,0.9995908991756556,0.0004319006674291244,6.894533139955443e-05,5.619804768464842e-05,0.051018212389689135,0.0511101593985509,7.598729027155649e-10,0.003718133488657893,4.004227856335963e-06,1.3801642806334493e-05,5.55504934256197e-05,0.000118089159037555,6.896603921769177e-07,2.508171422517535e-05,0.00046126243342891043,0.004367818030289734,1.739625768765908e-05,9.871328481178802e-06,8.460703744956961e-06,3.853786936301775e-05,9.644340909827387e-06,3.707631997744126e-07,5.50632875665788e-07,8.780591901176914e-09,1.3053366824912328e-07,2.4452547027325792e-12,2.528127930078156e-07,3.5484606461315444e-07,1.2046744153250124e-07,5.7240679581023745e-11,3.7865275636248063e-11,0.00011098093833740781,4.0159018995557995e-06,4.710202193979163e-05,1.96084780351691e-08,6.038095505177388e-13,2.519369057982677e-11
4.3691313192228705e-07,0.3121271025168337,3.76,0.0,0.738888638153043,0.9995828091566126,0.00044194741155821534,6.958270318374479e-05,5.7308490843498205e-05,0.05132881816808735,0.05142273902366868,7.645684653450384e-10,0.0038014401147186466,4.030559894625366e-06,1.3957885607620458e-05,5.647133459923445e-05,0.00011978725929936228,7.030658295252301e-07,2.5548926929092117e-05,0.0004701203608951656,0.0044646591979772676,1.7721181500044827e-05,1.0125714675299486e-05,8.695636491745396e-06,3.9552011030799785e-05,9.836352744166884e-06,3.8675247176441066e-07,5.758069580377114e-07,8.943571594709268e-09,1.359756286705505e-07,2.556921314696034e-12,2.61648959827376e-07,3.70210520859537e-07,1.2595102385500294e-07,5.987965601548956e-11,3.958749270474842e-11,0.00011164102065782733,4.066442175720327e-06,4.7212070015293234e-05,2.018681457713786e-08,6.292886956661444e-13,2.5844021173904474e-11
4.396706359563958e-07,0.31215006205196466,3.76,0.0,0.7384760068359065,0.9995745776654504,0.00045218859294708,7.022116374368306e-05,5.8438307328089984e-05,0.0516392151495206,0.05173514916817528,7.692642336958146e-10,0.003886294165719101,4.05689976837474e-06,1.4115886063418256e-05,5.740305069046958e-05,0.00012150769758762449,7.166993591197085e-07,2.602376195019113e-05,0.0004791275997157127,0.004563289451323848,1.8051473185594054e-05,1.0385757503014748e-05,8.936311558866802e-06,4.059001031183381e-05,1.003179121067867e-05,4.033763964021048e-07,6.020320328976481e-07,9.109192181342752e-09,1.4163541855334314e-07,2.673241278614709e-12,2.708031736494184e-07,3.861863370694082e-07,1.3166218237818116e-07,6.263048182485715e-11,4.1381070664826016e-11,0.00011230084623056483,4.11736225990452e-06,4.732197500108069e-05,2.0780039705039157e-08,6.55801865897324e-13,2.6508908116002123e-11
4.4242813999050455e-07,0.3121731141414857,3.76,0.0,0.7380617114813925,0.9995662023442521,0.00046262750781068105,7.086070770012327e-05,5.9587823396466655e-05,0.05194940193491568,0.052047389221114654,7.739603184975524e-10,0.003972720539108952,4.0832482751561285e-06,1.4275681493458736e-05,5.8345781698608314e-05,0.00012325079905242025,7.305650249141914e-07,2.6506336673896983e-05,0.0004882865337864109,0.004663737513119386,1.8387217746908034e-05,1.065156882324022e-05,9.182852592103984e-06,4.165237956425153e-05,1.0230716420985475e-05,4.2065845967057193e-07,6.293485821027559e-07,9.277493877237855e-09,1.4752146858478084e-07,2.794393328898292e-12,2.802870270163882e-07,4.02796148892819e-07,1.376096179907721e-07,6.549756116357914e-11,4.324873068788048e-11,0.00011296043243696902,4.168666748829307e-06,4.7431773683286e-05,2.1388503657967187e-08,6.833897049816312e-13,2.718864568577688e-11
4.451856440246133e-07,0.31219626039461296,3.76,0.0,0.7376457232225893,0.9995576807956159,0.0004732675058278546,7.150133012852767e-05,6.075737084715788e-05,0.05225937709896358,0.05235945856094119,7.786568350575787e-10,0.004060744503301983,4.1096062451983075e-06,1.4437309963069074e-05,5.929967097281656e-05,0.00012501689362932737,7.446669556885389e-07,2.699677021452113e-05,0.000497599583820664,0.004766032532049531,1.8728501518471003e-05,1.0923262530824906e-05,9.435385578065712e-06,4.27396412742581e-05,1.043318958106586e-05,4.3862297017500333e-07,6.577985475299336e-07,9.448517478628208e-09,1.5364252567318454e-07,2.9205626199040817e-12,2.9011252469618077e-07,4.20063383503389e-07,1.438023426824046e-07,6.848546172036948e-11,4.51932908533687e-11,0.00011361979735013202,4.220360432588635e-06,4.754150313343255e-05,2.201256492941482e-08,7.120944088980297e-13,2.788353379735867e-11
4.4794314805872205e-07,0.31221950244462615,3.76,0.0,0.7372280127637503,0.9995490105819951,0.0004841119910014014,7.214302656103548e-05,6.19472871136552e-05,0.0525691391896774,0.05267135655536844,7.833539034331278e-10,0.004150391702711774,4.1359745426172906e-06,1.460081029781722e-05,6.026486529293884e-05,0.00012680631609534944,7.590093670329604e-07,2.7495183437876895e-05,0.000507069207871845,0.00487020408840999,1.9075412186817775e-05,1.1200954590331853e-05,9.694038882565317e-06,4.385232824104851e-05,1.063927301233436e-05,4.572950867591827e-07,6.874253811456817e-07,9.622304369025308e-09,1.600076644835918e-07,3.0519409448109387e-12,3.0029209769921064e-07,4.3801228606451323e-07,1.5024969010720269e-07,7.159892054163785e-11,4.7217669420115234e-11,0.00011427895976035056,4.272448301419582e-06,4.7651200724528966e-05,2.2652590482843855e-08,7.419597837285852e-13,2.8593878103141904e-11
4.507006520928308e-07,0.31224284194919893,3.76,0.0,0.7368085503744691,0.9995401892250287,0.0004951644225315531,7.278579298861691e-05,6.31579153605524e-05,0.05287868672794311,0.052983082561216074,7.880516486109187e-10,0.004241688162838116,4.162354066690422e-06,1.4766222098453985e-05,6.124151495234764e-05,0.00012861940612500695,7.735965633815339e-07,2.800169898411299e-05,0.0005166979018619656,0.004976282199876328,1.9428038810995004e-05,1.1484763070284186e-05,9.958943289480005e-06,4.4990983764827956e-05,1.0849030173170015e-05,4.767008470158144e-07,7.182740967253911e-07,9.798896526479827e-09,1.6662629938634872e-07,3.1887269616415163e-12,3.1083861775030793e-07,4.56667947046264e-07,1.5696132649122452e-07,7.484285005679179e-11,4.932488820317389e-11,0.00011493793920146538,4.324935552702116e-06,4.776090414744043e-05,2.3308955973773282e-08,7.730313056838136e-13,2.931999009939765e-11
4.5345815612693955e-07,0.3122662805907323,3.76,0.0,0.7363873058837918,0.9995312142048609,0.000506428315703009,7.342962586341478e-05,6.438960458138053e-05,0.05318801820706341,0.053294635924254936,7.927502006927745e-10,0.004334660295404058,4.188745753175537e-06,1.4933585756158233e-05,6.222977384290234e-05,0.00013045650834657473,7.884329400961797e-07,2.8516441290764604e-05,0.0005264882001166233,0.005084297327329095,1.9786471843320112e-05,1.1774808177879995e-05,1.023023204009136e-05,4.61561618379806e-05,1.1062525680903899e-05,4.968671967185362e-07,7.503913232743384e-07,9.978336530898635e-09,1.735081968332933e-07,3.3311264266563057e-12,3.217654122294879e-07,4.7605633041917206e-07,1.63947261894458e-07,7.822234431229277e-11,5.1518076059487496e-11,0.00011559675597810621,4.377827598196136e-06,4.787065142754765e-05,2.3982045978612637e-08,8.05356183337176e-13,3.006218723374167e-11
4.562156601610483e-07,0.3122898200766921,3.76,0.0,0.7359642486742712,0.9995220829594473,0.0005179072427857471,7.40745221012759e-05,6.564270969816851e-05,0.05349713209229446,0.05360601597905035,7.974496950866446e-10,0.004429334903543512,4.2151505756767e-06,1.5102942468090887e-05,6.322979954207511e-05,0.00013231797239844542,8.035229856023843e-07,2.9039536616021005e-05,0.0005364426759062519,0.005194280380734116,2.0150803150441276e-05,1.2071212294179264e-05,1.050804087290743e-05,4.73484273394318e-05,1.1279825334276465e-05,5.178220202042702e-07,7.838253602042317e-07,1.0160667571416619e-08,1.8066348817673208e-07,3.4793524353496567e-12,3.330862795960373e-07,4.96204302751839e-07,1.712178618384127e-07,8.174268542158576e-11,5.3800472485686004e-11,0.00011625543119387374,4.4311300715235605e-06,4.798048094170395e-05,2.4672254230475778e-08,8.389834221499765e-13,3.0820793014486106e-11
4.5897316419515706e-07,0.31231346213994926,3.76,0.0,0.7355393476759627,0.9995127928838523,0.0005296048339498185,7.472047908447526e-05,6.691759166275988e-05,0.05380602682037536,0.053917222048803504,8.021502727055522e-10,0.0045257391870393016,4.241569547058046e-06,1.5274334253263492e-05,6.424175340230262e-05,0.00013420415298559865,8.188712835780044e-07,2.9571113062208618e-05,0.0005465639419937063,0.005306262725077643,2.0521126034702286e-05,1.2374100009766082e-05,1.0792508063966402e-05,4.856835623224884e-05,1.1500996136375858e-05,5.395941717354177e-07,8.186262343207906e-07,1.034593345382234e-08,1.8810268294695156e-07,3.633625671284743e-12,3.4481550531078093e-07,5.171396632401057e-07,1.7878385931067293e-07,8.540935023826187e-11,5.6175431331460085e-11,0.00011691398678048764,4.484848835903529e-06,4.809043143550125e-05,2.5379983862220355e-08,8.739638913710132e-13,3.1596137121901683e-11
4.617306682292658e-07,0.31233720853912367,3.76,0.0,0.7351125713603589,0.9995033413295321,0.000541524778194328,7.536749466463572e-05,6.82146175599172e-05,0.05411470079905043,0.05422825344519105,8.068520801737348e-10,0.004623900747611531,4.268003720907337e-06,1.5447803968727326e-05,6.526580064262452e-05,0.00013611540993615297,8.344825151965137e-07,3.0111300599488264e-05,0.0005568546511882033,0.005420276186356188,2.089753525581595e-05,1.2683598160889178e-05,1.1083774467621675e-05,4.98165357645259e-05,1.1726106318068543e-05,5.622135078722685e-07,8.548457586795049e-07,1.0534178608036446e-08,1.9583668260456902e-07,3.794174663011409e-12,3.569678782718171e-07,5.388911746963078e-07,1.8665636715810932e-07,8.922801726006381e-11,5.864642463204548e-11,0.00011757244552793372,4.538989992149036e-06,4.820054204085601e-05,2.6105647656967306e-08,9.103503933983512e-13,3.238855552142597e-11
4.6448817226337456e-07,0.31236106105893213,3.76,0.0,0.7346838877342661,0.9994937256036083,0.0005536708242908146,7.601556716584578e-05,6.953416071224632e-05,0.05442315240658402,0.054539109468202805,8.115552700384923e-10,0.00472384759425608,4.294454193050892e-06,1.5623395326088982e-05,6.630211044267098e-05,0.00013805210825797862,8.503614614260907e-07,3.066023108976501e-05,0.0005673174969056464,0.005536353057620683,2.128012705284975e-05,1.2999835866083672e-05,1.1381983557807805e-05,5.1093564673599404e-05,1.1955225361934007e-05,5.857109208868905e-07,8.925375933684393e-07,1.072544809564179e-08,2.0387679478460915e-07,3.9612360493179625e-12,3.6955870777944946e-07,5.614885955279707e-07,1.948468908807914e-07,9.32045737715992e-11,6.12170465634545e-11,0.00011823083111564194,4.593559886933572e-06,4.83108522939265e-05,2.6849668306365255e-08,9.481977356938324e-13,3.319839057884969e-11
4.672456762974833e-07,0.31238502151053893,3.76,0.0,0.7342532643336218,0.9994839429681284,0.0005660467817412445,7.666469538797849e-05,7.087660078697265e-05,0.054731379991267814,0.05484978940597767,8.162600009903896e-10,0.004825608148633051,4.320922103121574e-06,1.5801152908358816e-05,6.73508560390631e-05,0.00014001461819534666,8.665130053859755e-07,3.1218038310809045e-05,0.0005779552137353518,0.005654526105074633,2.1668999166527405e-05,1.3322944563276921e-05,1.1687281469786533e-05,5.240005339363989e-05,1.2188424026715542e-05,6.101183732506823e-07,9.317573082787139e-07,1.0919787617463998e-08,2.122347480497957e-07,4.1350548530753975e-12,3.826038410464888e-07,5.849627127361322e-07,2.033673418389933e-07,9.734512323389446e-11,6.389101752419512e-11,0.00011888916814472906,4.648565121336632e-06,4.8421402153372855e-05,2.761247867687488e-08,9.87562805344412e-13,3.40259911775081e-11
4.7000318033159206e-07,0.31240909173191045,3.76,0.0,0.7338206682172528,0.9994739906393132,0.0005786565217508335,7.73148786102148e-05,7.224232390460303e-05,0.05503938187092067,0.05516029253463758,8.20966438091962e-10,0.004929211250504923,4.347408636181569e-06,1.598112218713837e-05,6.841221482429274e-05,0.0001420033152855903,8.829421347615691e-07,3.178485798058578e-05,0.0005887705780131968,0.005774828574225906,2.2064250861850174e-05,1.3653058047381038e-05,1.1999817042371747e-05,5.3736624266667705e-05,1.2425774372299357e-05,6.354689332287129e-07,9.725624479251125e-07,1.1117243521201226e-08,2.209227071711725e-07,4.315884763940064e-12,3.961196812705618e-07,6.093453759643592e-07,2.1223005088604992e-07,1.0165599292919596e-10,6.667218834732432e-11,0.00011954748217134129,4.704012559677232e-06,4.853223201897219e-05,2.8394522084359717e-08,1.0285046463678327e-12,3.487171283751201e-11
4.727606843657008e-07,0.31243327358817274,3.76,0.0,0.7333860659605753,0.9994638657867932,0.0005915039782159152,7.796611659477431e-05,7.36317227495064e-05,0.055347156332380694,0.05547061811811961,8.256747530126432e-10,0.005034686163224171,4.373915024401813e-06,1.6163349540153424e-05,6.94863684481485e-05,0.00014401858041575058,8.996539442797749e-07,3.236082778179321e-05,0.0005997664084012084,0.005897294196091704,2.2465982951041494e-05,1.3990312508374608e-05,1.2319741860631916e-05,5.510391175703893e-05,1.2667349785234725e-05,6.61796811614936e-07,1.015012598381124e-06,1.13178628091018e-08,2.29953288954815e-07,4.503988430188528e-12,4.101232062855321e-07,6.34669532630397e-07,2.214477824401874e-07,1.061437418697092e-10,6.95645446467914e-11,0.0001202057997411318,4.759909338644826e-06,4.864338275060056e-05,2.919625257728086e-08,1.0710845398637234e-12,3.573591783705397e-11
4.7551818839980956e-07,0.312457568971973,3.76,0.0,0.7329494236492354,0.9994535655328318,0.0006045931487270756,7.861840959085652e-05,7.504519668244752e-05,0.05565470163098959,0.05578076540800634,8.303851242723255e-10,0.005142062579270006,4.400442548799866e-06,1.634788226913911e-05,7.057350292175844e-05,0.00014606079987918157,9.166536382461264e-07,3.2946087386604266e-05,0.0006109455664736047,0.006021957193456283,2.2874297816818876e-05,1.4334846569875989e-05,1.264721029906818e-05,5.650256266944998e-05,1.2913225004808063e-05,6.891373996433671e-07,1.059169456394653e-06,1.1521693145688287e-08,2.3933957863406555e-07,4.699637759966358e-12,4.246319878096252e-07,6.609692641733111e-07,2.310337490088379e-07,1.1081516897926052e-10,7.25722113021387e-11,0.00012086414842491072,4.816262876737405e-06,4.8754895687594956e-05,3.0018135228805395e-08,1.1153660871150755e-12,3.661897533581779e-11
4.782756924339183e-07,0.312481979803844,3.76,0.0,0.732510706872693,0.9994430869515346,0.0006179280955877826,7.927175833879662e-05,7.648315185510895e-05,0.055962015990069086,0.05609073364335416,8.350977374948034e-10,0.005251370625833952,4.426992541038177e-06,1.65347686180839e-05,7.16738087243204e-05,0.00014813036543208412,9.33946533145281e-07,3.354077848161186e-05,0.0006223109573093018,0.006148852287180862,2.3289299435996604e-05,1.4686801328210321e-05,1.298237956526597e-05,5.793323637050789e-05,1.3163476149684272e-05,7.175273081113212e-07,1.1050969007525979e-06,1.1728782865526446e-08,2.490951468474181e-07,4.9031142322407094e-12,4.396642113083402e-07,6.882798234499047e-07,2.4100162617933484e-07,1.1567732155716957e-10,7.569945708574192e-11,0.0001215225568555054,4.873080884016761e-06,4.886681266850773e-05,3.08606464381509e-08,1.1614152957489415e-12,3.7521261500525465e-11
4.810331964680271e-07,0.31250650803257224,3.76,0.0,0.7320698807177473,0.9994324270680476,0.0006315129468487313,7.992616407443867e-05,7.794600132663608e-05,0.05626909760038947,0.05640052205051978,8.398127856682567e-10,0.00536264087045386,4.453566385284714e-06,1.6724057791839454e-05,7.278748091259372e-05,0.0001502276743499409,9.515380603064964e-07,3.414504479297397e-05,0.0006338655300908967,0.00627801470256522,2.3711093403423007e-05,1.5046320391972265e-05,1.3325409744017562e-05,5.939660501391502e-05,1.3418180745128943e-05,7.470044077518583e-07,1.1528610659645119e-06,1.193918098103751e-08,2.592340672229009e-07,5.114709217755037e-12,4.552386964907441e-07,7.166376733151585e-07,2.5136556809029014e-07,1.2073750403393456e-10,7.895069943688971e-11,0.00012218105476587024,4.93037137219131e-06,4.897917605126702e-05,3.1724274241501085e-08,1.2093006690691391e-12,3.844315963265827e-11
4.837907005021358e-07,0.3125311556355695,3.76,0.0,0.7316269097620033,0.9994215828577396,0.0006453518973581361,8.05816285337302e-05,7.943416518224123e-05,0.05657594461963001,0.05671012984298491,8.445304694145113e-10,0.0054759043266959535,4.480165520137985e-06,1.6915799975103013e-05,7.391471923322794e-05,0.00015235312948381992,9.694337686357496e-07,3.4759032111755966e-05,0.0006456122787101312,0.006409480175760311,2.4139786956256085e-05,1.54135499220863e-05,1.3676463841912613e-05,6.0893353769316556e-05,1.3677417750825468e-05,7.776078708936601e-07,1.2025304183376622e-06,1.2152937190352005e-08,2.6977093459054985e-07,5.3347243102927176e-12,4.713749184582586e-07,7.460805264224156e-07,2.62140223398364e-07,1.260032870286559e-10,8.233050938712212e-11,0.0001228396730284863,4.9881426650371236e-06,4.90920287337569e-05,3.2609518632841824e-08,1.2590932986780732e-12,3.938506029838387e-11
4.865482045362446e-07,0.31255592461924736,3.76,0.0,0.7311817580672852,0.9994105512453734,0.0006594492098282019,8.123815395754198e-05,8.094807065390385e-05,0.056882555171831314,0.05701955622117902,8.492509972695525e-10,0.005591192459884445,4.50679144061854e-06,1.711004635177981e-05,7.505572823800608e-05,0.00015450713931651605,9.876393274161957e-07,3.538288831946721e-05,0.0006575542423798408,0.00654328496023131,2.457548899858122e-05,1.578863867236614e-05,1.403570783239341e-05,6.242418105485962e-05,1.3941267589301304e-05,8.093782144476552e-07,1.2541758345179098e-06,1.2370101885203445e-08,2.807208838453385e-07,5.563471668565354e-12,4.880930295255856e-07,7.766473862800374e-07,2.7334075175556023e-07,1.314825167184599e-10,8.584361664137113e-11,0.000123498443696093,5.046403409168207e-06,4.9205414174830954e-05,3.351689189508071e-08,1.310866960509129e-12,4.03473614607217e-11
4.893057085703533e-07,0.31258081701939566,3.76,0.0,0.7307343891729884,0.9993993291042621,0.0006738092159180071,8.189574309671701e-05,8.248815224320292e-05,0.05718892734683931,0.05732880037230023,8.539745859722486e-10,0.005708537192878255,4.5334457002290985e-06,1.7306849124732594e-05,7.621071740208258e-05,0.00015669011801849577,1.0061605291787096e-06,3.6016763413788635e-05,0.0006696945062523894,0.006679465833270279,2.5018310126374637e-05,1.6171738030574756e-05,1.4403310701270932e-05,6.398979877351315e-05,1.4209812174978227e-05,8.423573442608434e-07,1.3078706825730571e-06,1.2590726158859906e-08,2.92099609483732e-07,5.801274369050477e-12,5.054138817339622e-07,8.0837858960229e-07,2.84982840812617e-07,1.3718332453053045e-10,8.949491481957312e-11,0.00012415740004379414,5.1051625851673915e-06,4.931937641577403e-05,3.444691894182848e-08,1.3646982143955526e-12,4.133046861398474e-11
