Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160)
2.9230563202400637e-09,0.3090283360726038,3.76,0.0,0.794579562585765,0.9999996662149014,7.298744305635565e-11,6.185931805341861e-09,1.3036469941257908e-09,0.00035606413021543746,0.00035606618716053223,5.042107118655952e-12,1.710430584949181e-08,1.8936039317185675e-09,1.3392858751665845e-10,2.426648163059066e-12,3.324566897123366e-07,1.73703413918687e-11,5.6103102333286536e-08,1.931604225859761e-07,2.096702396093214e-07,8.77382502254058e-08,6.821669956199807e-11,5.0823391862957096e-11,2.1566692605017067e-11,8.215978917560991e-10,2.4487181002106756e-16,7.513312833742279e-18,1.5399630787948777e-11,1.523212702260309e-14,1.766117548969156e-23,5.3933693954499025e-12,4.278678980838687e-16,2.9261619323063203e-18,2.231173018169144e-21,4.2177956290282355e-22,8.012293243295834e-07,2.004585948536256e-10,7.951936988240857e-07,8.496220277435785e-15,5.452271539987404e-20,9.514320591197997e-18
2.998428093862969e-09,0.30902884831043387,3.76,0.0,0.7945703528578256,0.9999996575502073,7.985473594917894e-11,6.508103064897552e-09,1.3896635757979715e-09,0.00036524316643087154,0.000365245330739901,5.17855554284618e-12,1.8229952256161983e-08,1.990231285881428e-09,1.4436888930478086e-10,2.681537040911792e-12,3.4103587465712684e-07,1.827768343171963e-11,5.671906847237324e-08,2.004851638508957e-07,2.1810073106310526e-07,8.861530601816507e-08,7.175262961858859e-11,5.348653015813404e-11,2.32561952138901e-11,8.732323691430838e-10,2.692851945116702e-16,8.461107634691535e-18,1.5721800080897324e-11,1.6279054289337293e-14,2.012778915079158e-23,5.608272960488779e-12,4.637462345002664e-16,3.2518067901242895e-18,2.5381543886072136e-21,4.753983404721092e-22,8.218791656524211e-07,2.109254459838223e-10,8.155292263911179e-07,9.055606512559583e-15,5.860370777522587e-20,1.019287118593149e-17
3.073799867485874e-09,0.30902936054728153,3.76,0.0,0.7945611431890219,0.9999996488821966,8.716884873967205e-11,6.838403280807244e-09,1.478882008173876e-09,0.0003744220935229136,0.00037442436792909365,5.315002344804365e-12,1.9396381717203287e-08,2.0891481140692547e-09,1.5532830864207305e-10,2.955846439525485e-12,3.4961530656012817e-07,1.9208119593760846e-11,5.732477849767188e-08,2.0785563507582277e-07,2.2661781255120524e-07,8.946352731593592e-08,7.537667731486484e-11,5.621812280134487e-11,2.5030627861340503e-11,9.264499153005276e-10,2.9543390208168697e-16,9.50157846529127e-18,1.6036789356339467e-11,1.7367206776683345e-14,2.2865677150491878e-23,5.825478972994991e-12,5.016885373191608e-16,3.604652769134023e-18,2.8770416461682914e-21,5.342222737395493e-22,8.425285009789185e-07,2.2165843288646288e-10,8.358563195178953e-07,9.634835425239885e-15,6.286151999968361e-20,1.0903236668148137e-17
3.1491716411087794e-09,0.3090298727830293,3.76,0.0,0.7945519335790838,0.9999996402108506,9.49461670254046e-11,7.176828871401173e-09,1.5713266900698539e-09,0.00038360091149212207,0.00038360329872885604,5.451447524490161e-12,2.0603824697538773e-08,2.1903463605872994e-09,1.6681849002295668e-10,3.250520294899129e-12,3.581949830746834e-07,2.016164943720779e-11,5.7921060853004145e-08,2.1526948033435491e-07,2.3521936998019396e-07,9.028446867198114e-08,7.908877090644968e-11,5.901820456386128e-11,2.689197274799213e-11,9.812393460341469e-10,3.233915972369215e-16,1.0641149843901714e-17,1.6344850867904107e-11,1.849702735463888e-14,2.5896555465610657e-23,6.0449491761402846e-12,5.417624472384428e-16,3.9862595180707324e-18,3.25009443242575e-21,5.986072505998364e-22,8.631773303170122e-07,2.326575397108621e-10,8.561749818191944e-07,1.0233998084057205e-14,6.729827860325126e-20,1.1646245208497306e-17
3.2245434147316847e-09,0.3090303850175673,3.76,0.0,0.7945427240277533,0.9999996315361503,1.0320319767325082e-10,7.523376256588848e-09,1.6670209510960941e-09,0.0003927796203390519,0.00039278212313993097,5.587891082124145e-12,2.1852499798687926e-08,2.293817998009339e-09,1.788510129929539e-10,3.5665232142380445e-12,3.667749020699451e-07,2.113827251565868e-11,5.850868143143614e-08,2.2272448882204722e-07,2.4390342195013695e-07,9.107960256034573e-08,8.288883959977255e-11,6.188681036667079e-11,2.88422054631487e-11,1.037588906767293e-09,3.5323286462164515e-16,1.1886503316268093e-17,1.6646239037429298e-11,1.9668952063006496e-14,2.924319984051098e-23,6.266648372113533e-12,5.840362090659187e-16,4.398237115380511e-18,3.6596562953187814e-21,6.689235819039252e-22,8.838256536746361e-07,2.4392275060702874e-10,8.764852169082932e-07,1.0853182294106575e-14,7.191606778329248e-20,1.242273065299807e-17
3.29991518835459e-09,0.3090308972507923,3.76,0.0,0.7945335145347838,0.9999996228580785,1.119565634663163e-10,7.878041857858304e-09,1.7659870947334564e-09,0.00040195822006425453,0.0004019608411630581,5.72433301781305e-12,2.3142614490537966e-08,2.3995550270784067e-09,1.9143739241923176e-10,3.9048403604312895e-12,3.7535506161814307e-07,2.2137988377667515e-11,5.9088348289457745e-08,2.3021858580109862e-07,2.5266811146532986e-07,9.185032367027817e-08,8.67768135110208e-11,6.482397528001461e-11,3.0883295024372524e-11,1.0954863284210023e-09,3.850331872304256e-16,1.3244579534388546e-17,1.6941208826685504e-11,2.088341066932724e-14,3.292946019630423e-23,6.490544191341384e-12,6.285786624675436e-16,4.842246443113414e-18,4.108154593887543e-21,7.455561749869496e-22,9.044734710597188e-07,2.5545404972566625e-10,8.967870283969687e-07,1.1492473017153622e-14,7.671693277969245e-20,1.3233532176726938e-17
3.375286961977495e-09,0.3090314094826078,3.76,0.0,0.7945243050999391,0.9999996141766176,1.212229979676067e-10,8.24082209827532e-09,1.868246439158149e-09,0.0004111367106682782,0.00041113945279897435,5.860773331476083e-12,2.4474365797040926e-08,2.507549476607882e-09,2.045890787600366e-10,4.266477337030478e-12,3.839354599826723e-07,2.3160796567283222e-11,5.96607160030679e-08,2.377498241295137e-07,2.615116981813056e-07,9.259795297727208e-08,9.075262362920084e-11,6.782973452290531e-11,3.301720391590454e-11,1.1549188794397846e-09,4.1886892641202423e-16,1.4722580245596644e-17,1.723001433508792e-11,2.214082718425466e-14,3.698027433809369e-23,6.716606879223424e-12,6.754592336398983e-16,5.319999552464418e-18,4.59810036418149e-21,8.289047020035774e-22,9.25120782480186e-07,2.672514212181733e-10,9.170804198954983e-07,1.2151952756835077e-14,8.170288299586193e-20,1.407949395305042e-17
3.4506587356004004e-09,0.3090319217129233,3.76,0.0,0.794515095722993,0.9999996054917504,1.3101934059198208e-10,8.611713402482688e-09,1.9738193559209885e-09,0.0004203150921516677,0.0004203179580484141,5.9972120230325065e-12,2.5847940938163596e-08,2.6177934033829654e-09,2.1831745833299543e-10,4.6524600737428775e-12,3.9251609560696104e-07,2.4206696624556785e-11,6.022638968704632e-08,2.453163763444302e-07,2.704325511602358e-07,9.332374159961234e-08,9.481620178303865e-11,7.090412346262618e-11,3.5245888125981125e-11,1.2158734141621995e-09,4.548173034650662e-16,1.6327970197426306e-17,1.751290760471337e-11,2.344162033690208e-14,4.1421680996367513e-23,6.9448090993424016e-12,7.247479277677574e-16,5.83326002136855e-18,5.13208814989472e-21,9.193837632535134e-22,9.457675879439594e-07,2.7931484923664416e-10,9.37365395012658e-07,1.2831701910651216e-14,8.687589488192975e-20,1.4961464837304253e-17
3.5260305092233056e-09,0.3090324339416537,3.76,0.0,0.7945058864037283,0.9999995968034606,1.4136253187143525e-10,8.99071219669946e-09,2.0827253066569664e-09,0.00042949336451496517,0.0004294963569121095,6.133649092509582e-12,2.726351793180839e-08,2.7302788920624967e-09,2.3263385358236446e-10,5.063834712406349e-12,4.010969671040505e-07,2.5275688086018923e-11,6.078592871073835e-08,2.529165272513512e-07,2.7942914209035324e-07,9.402887445513127e-08,9.896748061130851e-11,7.404717761421514e-11,3.7571297183144403e-11,1.2783364178504255e-09,4.929563827500551e-16,1.8068478967759725e-17,1.7790137603542168e-11,2.478620401412584e-14,4.628083225246998e-23,7.1751257515218115e-12,7.76515322250284e-16,6.383843305137765e-18,5.712795802116421e-21,1.0174230458282311e-21,9.66413887458956e-07,2.916443179338699e-10,9.57641957355723e-07,1.3531799091800684e-14,9.223791460056993e-20,1.588029806450703e-17
3.601402282846211e-09,0.3090329461687197,3.76,0.0,0.7944966771419374,0.9999995881117322,1.522696089007604e-10,9.377814908720228e-09,2.194982877977859e-09,0.0004386715277587095,0.00043867464939078947,6.270084539973171e-12,2.8721266158948454e-08,2.8449980550811122e-09,2.4754952334528106e-10,5.501667493424077e-12,4.0967807324682476e-07,2.636777048513088e-11,6.133985013930501e-08,2.605486669772108e-07,2.885000389307153e-07,9.471447373109125e-08,1.0320639353621389e-10,7.725893263993573e-11,3.999537419162916e-11,1.3422940486534105e-09,5.333650562862558e-16,1.99521027293011e-17,1.8061949361993275e-11,2.6174987667187462e-14,5.1586005394211146e-23,7.40753380331669e-12,8.308325607104562e-16,6.973617081153072e-18,6.342984252181577e-21,1.1234674778880212e-21,9.870596810330896e-07,3.042398114633385e-10,9.779101105304648e-07,1.4252321423686197e-14,9.77908604940166e-20,1.6836850960760392e-17
3.676774056469116e-09,0.3090334583940467,3.76,0.0,0.7944874679374199,0.9999995794165494,1.6375770095550505e-10,9.773017967914365e-09,2.310609814647058e-09,0.00044784958188343694,0.0004478528354851815,6.406518365441312e-12,3.022134689412255e-08,2.961943032551726e-09,2.6307566311701196e-10,5.967044642664152e-12,4.1825941295885323e-07,2.748294335270971e-11,6.188863191943672e-08,2.6821128445948556e-07,2.9764389995576574e-07,9.53816021758494e-08,1.0753287473955284e-10,8.053942434873634e-11,4.252005586587751e-11,1.4077321766866634e-09,5.761230297613597e-16,2.198710595477823e-17,1.832858324707026e-11,2.760837668805581e-14,5.736661423805957e-23,7.642012134009354e-12,8.87771347754391e-16,7.604501588309096e-18,7.025497260721816e-21,1.237977378794732e-21,1.0077049686742689e-06,3.171013139792355e-10,9.981698581411538e-07,1.4993344809008137e-14,1.035366253667246e-19,1.7831984667647947e-17
3.752145830092021e-09,0.30903397061756516,3.76,0.0,0.7944782587899836,0.999999570717897,1.7584402527569426e-10,1.0176317805225335e-08,2.4296230511171056e-09,0.00045702752688968123,0.00045703091519601026,6.542950568893254e-12,3.176391380304594e-08,3.0811059921683684e-09,2.7922340531517366e-10,6.4610722588352435e-12,4.268409853058143e-07,2.862120621732949e-11,6.24327158248403e-08,2.759029613486677e-07,3.0685946817884673e-07,9.603126621956499e-08,1.119468591414572e-10,8.38886886956998e-11,4.514727256422187e-11,1.4746364203790728e-09,6.213108098444075e-16,2.418202306790541e-17,1.859027436208293e-11,2.9086772757171655e-14,6.365321995098596e-23,7.878541390361694e-12,9.474039444108521e-16,8.278469961715995e-18,7.763261145568413e-21,1.3614286052998529e-21,1.0283497503903986e-06,3.302288096364444e-10,1.0184212037905558e-06,1.575494417495361e-14,1.094770785960669e-19,1.8866563878805327e-17
3.8275176037149265e-09,0.3090344828392094,3.76,0.0,0.7944690496994443,0.9999995620157598,1.8854588300759444e-10,1.0587710853169941e-08,2.5520387415225405e-09,0.0004662053627779731,0.0004662088885239985,6.6793811503219554e-12,3.3349113409329614e-08,3.2024791291093704e-09,2.960038195429287e-10,6.984876201338629e-12,4.3542278948746177e-07,2.9782558605699833e-11,6.297251017872161e-08,2.8362236629840293e-07,3.1614556613104615e-07,9.666441893230103e-08,1.164482823814846e-10,8.730676178148456e-11,4.787894832178471e-11,1.5429921802564854e-09,6.690096926996634e-16,2.6545660045392862e-17,1.8847252058429646e-11,3.0610574164724134e-14,7.047754140694268e-23,8.11710385328231e-12,1.0098031641902976e-15,8.997548563188321e-18,8.55928449115215e-21,1.4943126940151582e-21,1.0489940261893798e-06,3.436222825905474e-10,1.038664151079932e-06,1.653719369613958e-14,1.1561406808344897e-19,1.9941456587988792e-17
3.902889377337832e-09,0.30903499505891846,3.76,0.0,0.7944598406656235,0.9999995533101234,2.0188065529500394e-10,1.1007193545837639e-08,2.677872288228097e-09,0.0004753830895488412,0.00047538675546986706,6.815810109747424e-12,3.4977085532444355e-08,3.326054665940878e-09,3.1342791285117847e-10,7.539601978589036e-12,4.4400482483009735e-07,3.096700004302331e-11,6.350839237162892e-08,2.913682496157513e-07,3.255010909700776e-07,9.7281962828556e-08,1.2103708080183254e-10,9.079367985175862e-11,5.071700088264772e-11,1.6127846703434977e-09,7.193017536253748e-16,2.9087095975611085e-17,1.9099739545058537e-11,3.218017610762377e-14,7.787246511387745e-23,8.357683314510946e-12,1.0750423697267597e-15,9.763817308108306e-18,9.416657842017558e-21,1.6371370004126005e-21,1.0696377960791088e-06,3.572817169978264e-10,1.05889870360904e-06,1.734016699710146e-14,1.2194942205821696e-19,2.1057533848124282e-17
3.978261150960737e-09,0.30903550727663504,3.76,0.0,0.7944506316883495,0.9999995446009736,2.1586579951236178e-10,1.1434762318889809e-08,2.807138369022706e-09,0.0004845607072028114,0.0004845645160343344,6.9522374471913785e-12,3.664796369886266e-08,3.4518248525207168e-09,3.315066299997653e-10,8.126414636799131e-12,4.5258709077951207e-07,3.2174530053333144e-11,6.404071119108565e-08,2.9913943824671316e-07,3.349250098963505e-07,9.788475252653727e-08,1.2571319143246622e-10,9.434947929662821e-11,5.3663341731337995e-11,1.6839989473477302e-09,7.722698377536113e-16,3.1815684579102536e-17,1.9347953583112133e-11,3.379597096412659e-14,8.587205474500103e-23,8.600264962517161e-12,1.143195469973582e-15,1.0579409989221585e-17,1.0338553382829048e-20,1.7904248345887608e-21,1.0902810600674783e-06,3.712070970152621e-10,1.079124864976131e-06,1.8163937335967715e-14,1.2848495074579894e-19,2.221566954081765e-17
4.053632924583642e-09,0.3090360194923052,3.76,0.0,0.7944414227674572,0.9999995358882963,2.3051884563317266e-10,1.1870413609559059e-08,2.939850963035699e-09,0.0004937382157404075,0.0004937421702181175,7.088663162660652e-12,3.836187552801879e-08,3.5797819659025816e-09,3.502508537176895e-10,8.746498649227347e-12,4.6116958689436925e-07,3.340514815981247e-11,6.45697889767279e-08,3.069348310759707e-07,3.4441635585690344e-07,9.847359726939955e-08,1.3047655197798322e-10,9.797419665006187e-11,5.67198761236702e-11,1.7566199377663266e-09,8.279975517433682e-16,3.474105569540267e-17,1.9592104255832766e-11,3.545834854774144e-14,9.451156030503653e-23,8.844835276942563e-12,1.2143369179170397e-15,1.1446514597843016e-17,1.1328224606943578e-20,1.954715594008574e-21,1.1109238181623756e-06,3.8539840680053594e-10,1.09934263877795e-06,1.900857777071516e-14,1.3522244791021551e-19,2.3416740155754914e-17
4.1290046982065475e-09,0.30903653170587897,3.76,0.0,0.7944322139027872,0.9999995271720774,2.4585739272778365e-10,1.2314143856648516e-08,3.076023375444989e-09,0.0005029156151621506,0.0005029197180219316,7.225087256155818e-12,4.011894309458602e-08,3.709918310240567e-09,3.6967140496234046e-10,9.401057805889561e-12,4.697523128400002e-07,3.4658853885096054e-11,6.509592361330953e-08,3.147533945216612e-07,3.5397422351957896e-07,9.904926331517588e-08,1.3532710080606067e-10,1.0166786858931081e-10,5.988850311698067e-11,1.8306324630424072e-09,8.865692563947497e-16,3.787311674015634e-17,1.9832394805116012e-11,3.7167696341891785e-14,1.038274269603714e-22,9.091381930982126e-12,1.2885417087663861e-15,1.2367373642892644e-17,1.2389005975416692e-20,2.1305648934332938e-21,1.1315660703716847e-06,3.9985563051203e-10,1.119552028609736e-06,1.9874161309265793e-14,1.4216369228014157e-19,2.4661624579437766e-17
4.279748245452358e-09,0.309037556126552,3.76,0.0,0.7944137963415001,0.999999509728962,2.786617117538814e-10,1.3225826983148954e-08,3.3587976439725347e-09,0.0005212700866601543,0.000521274494492503,7.49793057725237e-12,4.376300798072291e-08,3.976698043333718e-09,4.1058446654929484e-10,1.0818512638475862e-11,4.869184533846385e-07,3.723552628153189e-11,6.614044326574326e-08,3.3045621275279453e-07,3.732861894362494e-07,1.0016392258975763e-07,1.4528952004065477e-10,1.0926222364717527e-10,6.656960031952463e-11,1.982771012554876e-09,1.012585815584851e-15,4.479833466361318e-17,2.0302173843344098e-11,4.072884208734701e-14,1.246400501583628e-22,9.590360401113618e-12,1.4464440046598311e-15,1.4379599564712142e-17,1.4737639709497118e-20,2.5192434131045802e-21,1.1728490571650511e-06,4.2956775635071333e-10,1.159945670736622e-06,2.166845023563107e-14,1.5666446992743797e-19,2.7286361193470244e-17
4.415417437973587e-09,0.3090384780975468,3.76,0.0,0.7943972207271245,0.999999494017914,3.1070786392023747e-10,1.4073936134160176e-08,3.6252475532382633e-09,0.0005377887378373287,0.000537793429503661,7.743484019180716e-12,4.719138169825294e-08,4.224176119769539e-09,4.498265623365271e-10,1.2224595028502265e-11,5.023687645248045e-07,3.963348630424158e-11,6.707299522715703e-08,3.4465886611220035e-07,3.908865161344527e-07,1.0112892930146759e-07,1.5455327623056828e-10,1.1633333874194489e-10,7.298486996724799e-11,2.1243011219709268e-09,1.13658870221999e-15,5.1843034887296574e-17,2.0713669546225742e-11,4.409835821647423e-14,1.4607494940081869e-22,1.0046097835643018e-11,1.5997961184233838e-15,1.639806732355159e-17,1.7129703375986534e-20,2.9144947040840573e-21,1.2100020152293709e-06,4.5721793632445316e-10,1.1962713115098601e-06,2.3355671542612134e-14,1.7042956607105503e-19,2.9807326449610866e-17
4.5510866304948165e-09,0.30903940006110314,3.76,0.0,0.7943806452926525,0.9999994782951892,3.452515531017779e-10,1.4948165791946883e-08,3.903085774117653e-09,0.000554307035487154,0.0005543120198547624,7.989032206067237e-12,5.076125890252881e-08,4.478596447324901e-09,4.914254507328073e-10,1.3761969549123664e-11,5.178198194092261e-07,4.210624279144564e-11,6.799970712079515e-08,3.589231945841295e-07,4.08690739751517e-07,1.0206141648428765e-07,1.6409859331873158e-10,1.2362844358652604e-10,7.979257355727465e-11,2.2701012379308433e-09,1.2711519579698467e-15,5.972432657184075e-17,2.1115500378130955e-11,4.762599872726592e-14,1.703235521726105e-22,1.0508092602382998e-11,1.7642644688670545e-15,1.8628100140872232e-17,1.9807684673213307e-20,3.356591024018521e-21,1.2471533343467992e-06,4.8572943108238e-10,1.232569844064395e-06,2.511189450831348e-14,1.8488190798174148e-19,3.2484005888322836e-17
4.686755823016046e-09,0.30904032201702847,3.76,0.0,0.7943640700373198,0.9999994625607159,3.823974962974095e-10,1.584849524430468e-08,4.192368404698934e-09,0.0005708249796125975,0.0005708302655499198,8.234575137953347e-12,5.447319133794481e-08,4.739915111272708e-09,5.354420398111673e-10,1.543834079836542e-11,5.33271619254804e-07,4.46537929736206e-11,6.892164512314821e-08,3.732451240957588e-07,4.2669536619408574e-07,1.0296457120965225e-07,1.7392513477718104e-10,1.31147757186595e-10,8.700356605631191e-11,2.420081745690169e-09,1.4167941534412256e-15,6.851021073306717e-17,2.1508600567728138e-11,5.131396422434844e-14,1.9764268573511475e-22,1.097630552739406e-11,1.940305940189903e-15,2.1084789178730026e-17,2.2793910783833828e-20,3.849375376089526e-21,1.2843030145631616e-06,5.151021482615763e-10,1.2688412893130837e-06,2.693755797998355e-14,2.0003147789664704e-19,3.5321587022543815e-17
4.822425015537275e-09,0.30904124396515026,3.76,0.0,0.7943474949604008,0.9999994468144233,4.222508953077212e-10,1.67749037954606e-08,4.493146089563301e-09,0.0005873425702166074,0.0005873481665932307,8.480112814875882e-12,5.8327694709187037e-08,5.0080884738742326e-09,5.819366095363011e-10,1.726160751416703e-11,5.48724166020026e-07,4.727613409460874e-11,6.983973340577244e-08,3.8762102152754845e-07,4.4489730452142436e-07,1.0384128125815978e-07,1.8403257051856943e-10,1.3889150000539543e-10,9.462863959833697e-11,2.5741533841787452e-09,1.5740414401310844e-15,7.827171198352246e-17,2.1893834680434366e-11,5.516444431947541e-14,2.2830234001438763e-22,1.1450704347475688e-11,2.1283830930160558e-15,2.3783823001742875e-17,2.611153003180383e-20,4.396870608496095e-21,1.321451055924241e-06,5.453359955065176e-10,1.305085668152917e-06,2.8833107884165215e-14,2.1588818213612143e-19,3.832526843167334e-17
4.958094208058504e-09,0.3090421659053177,3.76,0.0,0.7943309200612039,0.9999994310562431,4.6491738801983853e-10,1.772737076606014e-08,4.805464332703291e-09,0.0006038598073021141,0.000603865722988779,8.725645236883497e-12,6.232525259578464e-08,5.283073172631147e-09,6.309688165006948e-10,1.9239860567368384e-11,5.641774623383848e-07,4.997326341516179e-11,7.075477294908842e-08,4.020476476882152e-07,4.6329382402127923e-07,1.046941631080141e-07,1.9442057684238125e-10,1.468598939528145e-10,1.026785239785987e-10,2.732227482948267e-09,1.7434275194941815e-15,8.908290371727337e-17,2.2272000291560272e-11,5.917961983098997e-14,2.625857982964553e-22,1.1931262788785468e-11,2.3289641849724146e-15,2.6741493520378996e-17,2.9784505012258106e-20,5.0032815508748504e-21,1.358597458475779e-06,5.764308804690804e-10,1.341303001465005e-06,3.0798998212401533e-14,2.324618644975447e-19,4.150025698757519e-17
5.0937634005797335e-09,0.30904308783739703,3.76,0.0,0.7943143453390683,0.9999994152861081,5.105030024950794e-10,1.870587549315439e-08,5.129363787433672e-09,0.0006203766908720298,0.0006203829347406353,8.971172404032215e-12,6.646631994692068e-08,5.564826118548759e-09,6.825976986285252e-10,2.138138097007052e-11,5.796315114589658e-07,5.2745178216173714e-11,7.166745786537087e-08,4.165221154256775e-07,4.818825159822146e-07,1.0552558730688599e-07,2.050888363986633e-10,1.550531623745518e-10,1.1116388713604665e-10,2.894216165621739e-09,1.925493625794976e-15,1.0102093322202318e-16,2.2643831083620257e-11,6.336166468844016e-14,3.0078976400352096e-22,1.2417959767534853e-11,2.542523197715153e-15,2.997470195993587e-17,3.3837605801143824e-20,5.67299711394757e-21,1.3957422222634754e-06,6.083867108085511e-10,1.377493310114567e-06,3.283569177362268e-14,2.497623178595231e-19,4.485176527347013e-17
5.229432593100963e-09,0.30904400976127105,3.76,0.0,0.7942977707933612,0.9999993995039526,5.591141136131354e-10,1.9710397330187088e-08,5.464880525756393e-09,0.0006368932209292488,0.0006368998018528583,9.216694316373636e-12,7.075132620679132e-08,5.853304494410131e-09,7.36881679848263e-10,2.3694637898931437e-11,5.950863171933249e-07,5.5591875801639584e-11,7.257838957606413e-08,4.3104185224746424e-07,5.006612595885635e-07,1.0633770150513394e-07,2.1603703816559633e-10,1.6347153004139279e-10,1.2009533562538637e-10,3.060032524060545e-09,2.1207885208760783e-15,1.141660468140123e-16,2.3010000234618152e-11,6.771274758337628e-14,3.4322448443509485e-22,1.2910778695855128e-11,2.7695398694598347e-15,3.35009648633791e-17,3.8296403289341237e-20,6.410592360235012e-21,1.4328853473329904e-06,6.412033941916331e-10,1.4136566149509256e-06,3.4943660753633183e-14,2.6779929424499106e-19,4.83850091798254e-17
5.365101785622192e-09,0.3090449316768364,3.76,0.0,0.7942811964234745,0.9999993837097122,6.108574021756399e-10,2.0740915646981827e-08,5.812046288346531e-09,0.0006534093974766493,0.000653416324329494,9.462210973952926e-12,7.518067809634555e-08,6.1484657530612485e-09,7.938785747334607e-10,2.6188286733653166e-11,6.105418838682033e-07,5.851335350135893e-11,7.348808903523173e-08,4.456045671252887e-07,5.196281916397191e-07,1.07132451282109e-07,2.2726487743885562e-10,1.7211522313859955e-10,1.2948341507931162e-10,3.229590765482004e-09,2.329868499454137e-15,1.28601615051946e-16,2.337112400289357e-11,7.223503338915056e-14,3.9021387204221636e-22,1.3409706883440433e-11,3.010499732201842e-15,3.7338420134544814e-17,4.3187262659662554e-20,7.220830550906126e-21,1.470026833729944e-06,6.748808382924561e-10,1.4497929368074929e-06,3.712338710092947e-14,2.865825134815006e-19,5.210520566436083e-17
5.500770978143421e-09,0.30904585358400277,3.76,0.0,0.7942646222288229,0.9999993679033233,6.658398162342636e-10,2.179740982972915e-08,6.170888717532437e-09,0.0006699252205170934,0.0006699325021745773,9.707722376814916e-12,7.97547621001443e-08,6.450267615707052e-09,8.536455931124517e-10,2.887116711031561e-11,6.259982162832262e-07,6.150960867341947e-11,7.439700733607209e-08,4.6020822087597497e-07,5.38781679536966e-07,1.0791159903309993e-07,2.3877205582991946e-10,1.8098446925543153e-10,1.3933861066206522e-10,3.402806336622052e-09,2.5532974032524333e-15,1.4441415811323905e-16,2.372776537346935e-11,7.693068438975825e-14,4.420956240826625e-22,1.3914735018464621e-11,3.265894152831925e-15,4.150583312945045e-17,4.8537337037618274e-20,8.108665176299402e-21,1.5071666814999166e-06,7.094189507925825e-10,1.4859022965017663e-06,3.937536277113529e-14,3.061216707014028e-19,5.601757065467095e-17
5.6364401706646505e-09,0.30904677548269144,3.76,0.0,0.7942480482088412,0.9999993520847232,7.241685344783163e-10,2.287985928097378e-08,6.5414315749652695e-09,0.0006864406900534267,0.0006864483353921325,9.953228525007728e-12,8.447394669356608e-08,6.758668070218178e-09,9.162393446472139e-10,3.175230098944194e-11,6.414553196729709e-07,6.458063870648619e-11,7.530553494069511e-08,4.7485099968029797e-07,5.581202971362843e-07,1.086767411127386e-07,2.505582812708659e-10,1.9007949737480602e-10,1.4967134751513905e-10,3.579596027918031e-09,2.7916466423546135e-15,1.6169337139168142e-16,2.408043767740166e-11,8.180186134626343e-14,4.992213412834093e-22,1.4425856716004147e-11,3.5362203772505583e-15,4.602260280156542e-17,5.437456133518333e-20,9.079241975930058e-21,1.5443048906884522e-06,7.44817639381017e-10,1.5219847148353194e-06,4.1700089855569903e-14,3.264264428550213e-19,6.012731708230418e-17
5.77210936318588e-09,0.30904769737283355,3.76,0.0,0.7942314743629826,0.9999993362538506,7.859509315395274e-10,2.3988243419601726e-08,6.9236949453856995e-09,0.0007029558060884796,0.0007029638239861724,1.0198729418580625e-11,8.933858433923418e-08,7.07362536944836e-09,9.817158433816883e-10,3.484089073865488e-11,6.569131996729069e-07,6.772644102191768e-11,7.62140097199197e-08,4.8953129138288e-07,5.776428031404983e-07,1.0942932340295397e-07,2.626232680238629e-10,1.9940053786310364e-10,1.6049199119577393e-10,3.759878060139259e-09,3.0454952226141608e-15,1.805321513626665e-16,2.442960813305254e-11,8.685072442299663e-14,5.619566460002562e-22,1.494306812481292e-11,3.82198157687255e-15,5.090876790525525e-17,6.072764630392662e-20,1.013790095275507e-20,1.5814414613410576e-06,7.810768117542127e-10,1.5580402125937935e-06,4.4098080614716624e-14,3.4750649437139047e-19,6.443965304037654e-17
5.907778555707109e-09,0.3090486192543699,3.76,0.0,0.7942149006907167,0.9999993204106445,8.512945451095789e-10,2.5122541680827516e-08,7.3176954275150764e-09,0.0007194705686250671,0.0007194789679607012,1.0444225057581124e-11,9.43490132738019e-08,7.3950980295624665e-09,1.0501305122596308e-09,3.814631722988091e-11,6.723718622888454e-07,7.094701307572387e-11,7.712272393460432e-08,5.042476643132208e-07,5.973481217929707e-07,1.1017065543239697e-07,2.7496673669398206e-10,2.0894782246012191e-10,1.7181084810872725e-10,3.943572155246315e-09,3.3154297781330857e-15,2.010266217456238e-16,2.4775701283293734e-11,9.207943398914337e-14,6.306813002292932e-22,1.5466367586000255e-11,4.123686896967322e-15,5.618501325998919e-17,6.762607280672575e-20,1.1290178385330413e-20,1.6185763935032022e-06,8.181963756160796e-10,1.594068810546894e-06,4.6569857432341787e-14,3.6937148206130204e-19,6.895978005874646e-17
