Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81)
1.876163597822332e-09,0.2975636884669575,3.76,0.0,0.6327164241566801,0.9999992091966705,1.6272564375968486e-10,2.214823151297609e-08,3.953274675675794e-09,0.00048411440762604203,0.0004841283335821468,5.593425177599494e-11,5.453196954481594e-08,1.2453375348688851e-08,5.894159377059827e-10,8.461318578508248e-12,7.867258546785714e-07,5.154777704012838e-11,8.086516308113072e-08,5.769001336207225e-07,6.207067494396024e-07,1.5244694077585845e-07,9.707894721934884e-10,1.9802977737935072e-10,1.443513163966526e-10,2.796614113442487e-09,3.0025149364493886e-15,6.422050801363276e-17,9.680113855977608e-12,6.023557971487818e-14,9.599468928468938e-23,7.188731082188953e-12,4.5482714187270126e-15,1.8275574063615305e-17,1.2908660649103257e-20,1.508243124308514e-21,2.5303233840834673e-06,3.167236290259761e-10,2.511111066916951e-06,3.126216814543656e-14,8.616074304798959e-19,7.906111509073421e-17,2.812113163908624e-09,3.656272337692038e-20
1.9255697592400983e-09,0.2975643965258967,3.76,0.0,0.6327035888384901,0.9999991882303964,1.7812950024923123e-10,2.3325954908114262e-08,4.211817746901837e-09,0.0004968574743903051,0.0004968721423036966,5.751913946543041e-11,5.794560461278308e-08,1.310723457200334e-08,6.365916854242097e-10,9.374322153902783e-12,8.074287760903369e-07,5.429526380369955e-11,8.159387145200709e-08,5.971802107392231e-07,6.438606968713591e-07,1.5338476573313795e-07,1.0215240041750383e-09,2.0869846832787166e-10,1.558767997786964e-10,2.9676590530627497e-09,3.2899581081793795e-15,7.220752352166437e-17,9.833524194296256e-12,6.42347873272608e-14,1.0930042683235595e-22,7.454307496064736e-12,4.928942506665486e-15,2.0330110673665868e-17,1.462755274567819e-20,1.6999007330520543e-21,2.5968451310182694e-06,3.336082368597875e-10,2.5766116542651007e-06,3.322657099785172e-14,9.269224528561243e-19,8.408392252910438e-17,2.9620456009236365e-09,4.0017980790021844e-20
1.9749759206578648e-09,0.29756510458095325,3.76,0.0,0.6326907536487497,0.9999991672556817,1.9452618298221665e-10,2.4533968831851555e-08,4.479576976119379e-09,0.0005096002633978385,0.0005096156925246234,5.910399311788882e-11,6.14714151190553e-08,1.3777271035796278e-08,6.861864134377211e-10,1.0358887247239362e-11,8.281308984371968e-07,5.711391295800562e-11,8.231816442657491e-08,6.175303712156307e-07,6.671843636018717e-07,1.5428869338601916e-07,1.0734910290576186e-09,2.196523423530491e-10,1.679923878417778e-10,3.14362430395079e-09,3.596437681629792e-15,8.094855743529568e-17,9.982954639019927e-12,6.838119931156569e-14,1.2402949579970583e-22,7.722154750236044e-12,5.331022319290627e-15,2.2556107743982458e-17,1.6516897025458003e-20,1.9099191774507763e-21,2.6633611991819958e-06,3.5093045426681653e-10,2.642080333988965e-06,3.5254083196647396e-14,9.950480779319033e-19,8.928296356307895e-17,3.1158653297104897e-09,4.369298409486881e-20
2.0243820820756312e-09,0.2975658126319496,3.76,0.0,0.6326779185870597,0.9999991462724701,2.1195054427479827e-10,2.5772257179166553e-08,4.756606192403685e-09,0.0005223427746511267,0.0005223589842478414,6.068881232280005e-11,6.510971474542986e-08,1.4463444682827227e-08,7.382572810104301e-10,1.1418608216704096e-11,8.488322228965751e-07,6.000371178216903e-11,8.303871911827089e-08,6.379470567325993e-07,6.906745226940362e-07,1.5516166948890796e-07,1.126686306724941e-09,2.308917951848107e-10,1.8071214793886754e-10,3.324469450789461e-09,3.922666362713159e-15,9.049250695114162e-17,1.0128677191650362e-11,7.267615295953685e-14,1.4028925477169016e-22,7.992257923858156e-12,5.755165062607904e-15,2.4963160950105893e-17,1.8587948924175218e-20,2.139505154372597e-21,2.7298715891143758e-06,3.6869021827437023e-10,2.7075171223516076e-06,3.7344876687693414e-14,1.0660143420875464e-18,9.466002803287824e-17,3.2735718611350567e-09,4.7595214955572313e-20
2.0737882434933977e-09,0.2975665206787257,3.76,0.0,0.6326650836530369,0.9999991252807069,2.3043763435794457e-10,2.7040803853571523e-08,5.0429572839904715e-09,0.0005350850081526414,0.000535102017476256,6.227359691434984e-11,6.886080140696306e-08,1.5165715554311017e-08,7.928612119594255e-10,1.2557162562874556e-11,8.695327508485245e-07,6.296464756574312e-11,8.375612866702162e-08,6.584270424004783e-07,7.143282638059159e-07,1.5600639108305324e-07,1.181105618152704e-09,2.424172222758573e-10,1.940501066514623e-10,3.510153417699923e-09,4.26936371826002e-15,1.0088999745341325e-16,1.0270949328029862e-11,7.712097858243887e-14,1.5819169815221035e-22,8.264604219294488e-12,6.202029940620299e-15,2.7561151837139694e-17,2.085233631882193e-20,2.3899092339776893e-21,2.796376301355016e-06,3.8688746591718425e-10,2.7729220356077933e-06,3.9499129971084254e-14,1.13985078515967e-18,1.0021691484592913e-16,3.4351647061399472e-09,5.1732207166661013e-20
2.123194404911164e-09,0.29756722872113706,3.76,0.0,0.632652248846313,0.9999991042803379,2.500226942572489e-10,2.8339592767107875e-08,5.338680309873568e-09,0.0005478269639048426,0.0005478447922127643,6.385834700323576e-11,7.272495872769551e-08,1.5884043789675505e-08,8.500548953744614e-10,1.3778310585888727e-11,8.902324838605205e-07,6.59967076094238e-11,8.447091274909438e-08,6.789674052585637e-07,7.381429632651782e-07,1.568253273728205e-07,1.2367447653145346e-09,2.542290188042554e-10,2.0802025011475908e-10,3.7006345887009404e-09,4.637256163497016e-15,1.1219339244278617e-16,1.0410014264041909e-11,8.171700057693562e-14,1.7785349562010052e-22,8.539182700107537e-12,6.672281201537855e-15,3.036024935795763e-17,2.3322058972589528e-20,2.6624261592304764e-21,2.8628753364434027e-06,4.0552213423742474e-10,2.8382950900039863e-06,4.171702848896831e-14,1.2165865103824354e-18,1.0595543179485831e-16,3.60064337574483e-09,5.611154753852016e-20
2.1726005663289306e-09,0.29756793675905413,3.76,0.0,0.6326394141665336,0.9999990832713099,2.7074114907189854e-10,2.9668607840341572e-08,5.643823602024618e-09,0.0005605686419101793,0.0005605873084602538,6.54430626868362e-11,7.670245737867604e-08,1.6618389626320045e-08,9.098947863355786e-10,1.5085895043615022e-11,9.109314236737184e-07,6.909987922571117e-11,8.518352678139184e-08,6.995654958156169e-07,7.621162570360353e-07,1.5762073887909564e-07,1.293599571129036e-09,2.6632757967597973e-10,2.226365243242238e-10,3.8958709161690425e-09,5.027076959009875e-15,1.2445680341887972e-16,1.0546101309511543e-11,8.646553836191607e-14,1.993960300622313e-22,8.815984061250878e-12,7.166588186472555e-15,3.3370911427012175e-17,2.6009487963189295e-20,2.9583951396332566e-21,2.9293686949189033e-06,4.245941602846899e-10,2.9036363017783537e-06,4.399876490736201e-14,1.2962502378605537e-18,1.1187739535741568e-16,3.770007381046663e-09,6.074087682442957e-20
2.222006727746697e-09,0.2975686447923597,3.76,0.0,0.632626579613355,0.9999990622535707,2.9262860162431567e-10,3.102783300235853e-08,5.958433859004759e-09,0.0005733100421710896,0.0005733295662216057,6.702774391600899e-11,8.079355628976557e-08,1.73687133993744e-08,9.724371066288074e-10,1.648384081086808e-11,9.316295721905411e-07,7.227414973952583e-11,8.58943699587906e-08,7.202189123667162e-07,7.862460163280384e-07,1.5839469499321793e-07,1.3516658793965157e-09,2.787132995274587e-10,2.379128354255313e-10,4.0958200183063156e-09,5.4395662161182214e-15,1.377360997385349e-16,1.0679426293210294e-11,9.13679071997744e-14,2.22945434155819e-22,9.095000428067365e-12,7.685625380161343e-15,3.660388649094937e-17,2.892736510109754e-20,3.2792001400555273e-21,2.9958563773207663e-06,4.441034811160117e-10,2.9689456871607646e-06,4.6344539305431933e-14,1.3788703521926789e-18,1.1798463048085332e-16,3.943256233219832e-09,6.562789068021891e-20
2.2714128891644636e-09,0.29756935282094865,3.76,0.0,0.632613745186446,0.9999990412270688,3.15720826451201e-10,3.2417252190760164e-08,6.282556231752947e-09,0.0005860511646900008,0.0005860715654996923,6.861239060096029e-11,8.499850374690524e-08,1.8134975541458316e-08,1.0377378454599103e-09,1.7976154539691895e-11,9.523269314634746e-07,7.551950648878321e-11,8.660379226572575e-08,7.409254778188478e-07,8.105303255915812e-07,1.5914909005692387e-07,1.4109395547156189e-09,2.913865727281354e-10,2.5386304998948713e-10,4.300439266639519e-09,5.875470909534115e-15,1.5208891847086906e-16,1.081019204159914e-11,9.642541891589257e-14,2.4863262576998265e-22,9.37622518063495e-12,8.23007246322184e-15,4.0070215117135455e-17,3.208880234329292e-20,3.626270165525114e-21,3.062338384188124e-06,4.640500337958579e-10,3.034223262372793e-06,4.8754559285471514e-14,1.4644749448309225e-18,1.242789703550978e-16,4.120389443516224e-09,7.078034064785793e-20
2.32081905058223e-09,0.2975700608447264,3.76,0.0,0.6326009108854843,0.9999990201917535,3.400537641058594e-10,3.383684935165875e-08,6.616234402347404e-09,0.0005987920094693292,0.0005988133062973794,7.019700272282356e-11,8.931753838668614e-08,1.891713658244178e-08,1.105852760166183e-09,1.9566924320694125e-11,9.730235036849348e-07,7.883593682493096e-11,8.731210060330323e-08,7.616832187547223e-07,8.349674626421808e-07,1.5988565809664443e-07,1.471416482403392e-09,3.043477933830185e-10,2.705009952732533e-10,4.5096858645865926e-09,6.335544896195878e-15,1.675746742696257e-16,1.0938588894325956e-11,1.0163938253008275e-13,2.7659334235710245e-22,9.659652799998506e-12,8.800614365469655e-15,4.3781231601158406e-17,3.550728120753947e-20,4.001079542855293e-21,3.1288147160599933e-06,4.844337553961332e-10,3.0994690436277172e-06,5.122904001637662e-14,1.553091851736479e-18,1.3076225618046903e-16,4.301406523265228e-09,7.62060351546832e-20
2.3702252119999965e-09,0.2975707688636081,3.76,0.0,0.6325880767101577,0.9999989991475738,3.6566351574486017e-10,3.528660843967292e-08,6.959510656445945e-09,0.0006115325765114806,0.0006115547886175258,7.178158031602101e-11,9.375089009871102e-08,1.9715157149205726e-08,1.1768373769263488e-09,2.126031934541061e-11,9.937192911780918e-07,8.222342811345249e-11,8.80195641520799e-08,7.824903464967022e-07,8.595558806865849e-07,1.606059863293322e-07,1.5330925684321505e-09,3.175973553352128e-10,2.8784045946912183e-10,4.723516918009227e-09,6.820548939364313e-15,1.8425456928048226e-16,1.1064795242975476e-11,1.0701110481171927e-13,3.069681744885239e-22,9.945278733340878e-12,9.397941319941556e-15,4.7748565594128507e-17,3.9196652191673364e-20,4.40514819989633e-21,3.195285373475274e-06,5.052545829961814e-10,3.1646830471305176e-06,5.3768204221566595e-14,1.6447486868410882e-18,1.3743633693403832e-16,4.486306983873725e-09,8.191284052131195e-20
2.419631373417763e-09,0.2975714768775177,3.76,0.0,0.6325752426601615,0.9999989780944809,3.925863379766329e-10,3.6766513417923166e-08,7.3124259499888576e-09,0.0006242728658188512,0.0006242960124629835,7.336612339869495e-11,9.829878084443496e-08,2.0528997965403413e-08,1.2507469914685668e-09,2.306058956969675e-11,1.0144142963885602e-06,8.56819677343406e-11,8.872641906466295e-08,8.033452399753404e-07,8.84294192064466e-07,1.613115275404805e-07,1.5959637393743841e-09,3.311356521684359e-10,3.058951919420549e-10,4.941889498513401e-09,7.331250737264752e-15,2.021916030971307e-16,1.118897808350663e-11,1.1254189076778746e-13,3.3990259866612217e-22,1.0233099275780415e-11,1.0022748917365856e-14,5.198414375029462e-17,4.317113420156487e-20,4.840041943072834e-21,3.261750356972755e-06,5.265124536827867e-10,3.229865289077886e-06,5.637228212020749e-14,1.7394728717627415e-18,1.4430306913632117e-16,4.675090336826005e-09,8.790868197283286e-20
2.4690375348355295e-09,0.29757218488638704,3.76,0.0,0.6325624087351994,0.9999989570324253,4.208586379523592e-10,3.8276548258027287e-08,7.67501997067413e-09,0.0006370128773938263,0.0006370369778365988,7.495063195511423e-11,1.0296142540008201e-07,2.1358619851222393e-08,1.3276366697765575e-09,2.4972065378151726e-11,1.035108521876868e-06,8.921154308254292e-11,8.943287256757656e-08,8.242464302325058e-07,9.09181153543782e-07,1.620036114243043e-07,1.6600259423442202e-09,3.4496307720953617e-10,3.2467890345708507e-10,5.164760700164669e-09,7.868424955635769e-15,2.2145058277721866e-16,1.1311293574902752e-11,1.1823304407165465e-13,3.755470095249418e-22,1.0523111466841543e-11,1.0675738160843668e-14,5.65001913952861e-17,4.744531399064942e-20,5.3073727337788314e-21,3.32820966709111e-06,5.482073045501757e-10,3.295015785658217e-06,5.90415113293831e-14,1.837291662173542e-18,1.5136431661916156e-16,4.867756093683675e-09,9.420154464883823e-20
2.518443696253296e-09,0.2975728928901553,3.76,0.0,0.6325495749349817,0.999998935961358,4.505169686805913e-10,3.981669694009586e-08,8.047331194684758e-09,0.0006497526112387812,0.0006497776847412107,7.653510596686185e-11,1.0773903203078014e-07,2.220398372314698e-08,1.4075612487938288e-09,2.6999157249576746e-11,1.0558019703116313e-06,9.281214156838252e-11,9.013910654622093e-08,8.451925863995244e-07,9.3421565301784e-07,1.6268345497127538e-07,1.7252751449352763e-09,3.5908002353100946e-10,3.4420526639750365e-10,5.392087690245093e-09,8.432853263566116e-15,2.420981329277799e-16,1.1431887597308119e-11,1.2408586743981878e-13,4.1405675153327616e-22,1.0815312999782376e-11,1.1357615520504191e-14,6.130923421518579e-17,5.203414561335185e-20,5.808798964155482e-21,3.3946633043689038e-06,5.703390727000194e-10,3.360134553051615e-06,6.177613673425938e-14,1.938232171181331e-18,1.5862195029601073e-16,5.064303766085547e-09,1.0079947460838279e-19
2.5678498576710624e-09,0.29757360088876805,3.76,0.0,0.6325367412592244,0.9999989148812312,4.815980245480794e-10,4.1386943452727705e-08,8.429396939116883e-09,0.000662492067356082,0.000662518133179653,7.811954543407458e-11,1.1263180310259447e-07,2.3065050593721413e-08,1.4905753371260246e-09,2.9146355423461996e-11,1.0764946444633637e-06,9.648375061795579e-11,9.084528068063424e-08,8.661825030015239e-07,9.59396697462367e-07,1.6335217198358753e-07,1.7917073351606313e-09,3.7348688395351054e-10,3.6448791497465003e-10,5.623827754637876e-09,9.025324372061038e-15,2.642027058686101e-16,1.155089630379632e-11,1.3010166296329543e-13,4.555921502884338e-22,1.1109702142112927e-11,1.2069092987929922e-14,6.642409996655e-17,5.695294989436374e-20,6.346025732733702e-21,3.461111269344585e-06,5.929076952414334e-10,3.4252216074298963e-06,6.45764103325722e-14,2.0423213900548592e-18,1.6607784793590126e-16,5.264732865747502e-09,1.0771057982647338e-19
2.617256019088829e-09,0.297574308882177,3.76,0.0,0.6325239077076504,0.999998893791997,5.141386370310313e-10,4.298727179300542e-08,8.821253410509943e-09,0.0006752312457480838,0.0006752583231547537,7.970395036604151e-11,1.176399356384278e-07,2.394178157131355e-08,1.5767333157413943e-09,3.1418229567496376e-11,1.0971865471988508e-06,1.0022635767350954e-10,9.155153519017854e-08,8.872150884557649e-07,9.847234020267201e-07,1.6401078179218743e-07,1.8593185213967544e-09,3.8818405104835697e-10,3.8554044543006e-10,5.859938338363798e-09,9.64663407487676e-15,2.8783459188061e-16,1.1668446661289006e-11,1.3628173239937886e-13,5.003185434957968e-22,1.140627766587176e-11,1.2810888130203475e-14,7.185792020738249e-17,6.221741391543906e-20,6.920805120366596e-21,3.527553562556497e-06,6.159131092909816e-10,3.4902769649565816e-06,6.744259105880003e-14,2.1495862065888236e-18,1.7373389394189922e-16,5.469042904462349e-09,1.1494303117934834e-19
2.6666621805065954e-09,0.2975750168703392,3.76,0.0,0.6325110742799873,0.9999988726936077,5.481757705828512e-10,4.4617665966490797e-08,9.222935749830677e-09,0.0006879701464171326,0.000687998254669335,8.128832076569453e-11,1.2276362182302838e-07,2.483413785987913e-08,1.6660893386693982e-09,3.3819428446097295e-11,1.117877681476043e-06,1.0403995019379949e-10,9.225799323578575e-08,9.082893546486632e-07,1.010194980149535e-06,1.6466021724160928e-07,1.9281047323285256e-09,4.031719171400277e-10,4.073764162306769e-10,6.1003770817296775e-09,1.0297585291241169e-14,3.130659295446593e-16,1.1784656977435744e-11,1.4262737742859207e-13,5.484063117077332e-22,1.170503878646068e-11,1.3583724143466177e-14,7.762413204896644e-17,6.784359052105013e-20,7.534936466816336e-21,3.5939901845428712e-06,6.393552519726764e-10,3.5553006417869078e-06,7.03749445925036e-14,2.2600534213718705e-18,1.8159197913426965e-16,5.677233394099676e-09,1.225050634164213e-19
2.716068341924362e-09,0.29757572485321665,3.76,0.0,0.6324982409759674,0.999998851586016,5.837465186857751e-10,4.627810998722035e-08,9.63447807422659e-09,0.0007007087693655652,0.0007007379277262136,8.287265662876188e-11,1.2800304946180284e-07,2.574208075872663e-08,1.7586973336974523e-09,3.635467958995943e-11,1.1385680503394117e-06,1.0792451565443171e-10,9.296476302189034e-08,9.294044074885981e-07,1.0358107346009128e-06,1.6530133200301869e-07,1.998062016892931e-09,4.184508743086595e-10,4.300093482577601e-10,6.345101852501678e-09,1.09789881101189e-14,3.399707161754209e-16,1.1899637411072673e-11,1.49139899881009e-13,6.000309088899437e-22,1.2005985108996722e-11,1.4388329905891112e-14,8.373647992838478e-17,7.384789784391686e-20,8.190266648311347e-21,3.6604211358418303e-06,6.632340604179814e-10,3.620292654067822e-06,7.33737431547148e-14,2.3737497621914785e-18,1.8965400053843223e-16,5.889303846605704e-09,1.30404976117218e-19
2.7654745033421283e-09,0.29757643283077584,3.76,0.0,0.6324854077953276,0.9999988304691754,6.208881000547794e-10,4.796858787770079e-08,1.0055913515838141e-08,0.0007134471145957074,0.0007134773423282012,8.445695795193113e-11,1.3335840239774068e-07,2.6665571662282727e-08,1.854611003065812e-09,3.9028788966620295e-11,1.1592576569157222e-06,1.1188004154818836e-10,9.367193963579504e-08,9.50559438340457e-07,1.0615700493616793e-06,1.6593490727142857e-07,2.0691864442218197e-09,4.340213143925399e-10,4.534527249900401e-10,6.5940707744819426e-09,1.1691659835707845e-14,3.6862481835362095e-16,1.2013490464366429e-11,1.5582060193570068e-13,6.553728928757748e-22,1.2309116581248003e-11,1.5225440029981914e-14,9.020901740150826e-17,8.024711885115891e-20,8.888690356351873e-21,3.726846416991388e-06,6.875494717658117e-10,3.6852530179379846e-06,7.643926529580917e-14,2.4907018967850747e-18,1.9792186117784487e-16,6.105253774003124e-09,1.386511346319694e-19
2.8148806647598948e-09,0.2975771408029872,3.76,0.0,0.6324725747378088,0.999998809343039,6.596378549830775e-10,4.9689083668904485e-08,1.0487274257934161e-08,0.0007261851821098766,0.0007262164984781041,8.604122473637078e-11,1.3882986089038484e-07,2.7604572059858287e-08,1.9538838241606026e-09,4.184664065203963e-11,1.1799465044101895e-06,1.1590651538533949e-10,9.43796066580096e-08,9.717537162563033e-07,1.0874723822583075e-06,1.665616578988474e-07,2.1414741035849856e-09,4.4988362899059547e-10,4.777199926816176e-10,6.8472422528342156e-09,1.243642503389441e-14,3.991059825596353e-16,1.212631145522507e-11,1.626707862966476e-13,7.146179557625465e-22,1.2614433452323348e-11,1.6095794914127917e-14,9.705610895618678e-17,8.705840091164204e-20,9.63215037800739e-21,3.79326602852945e-06,7.123014231625371e-10,3.7501817495277713e-06,7.957179567782788e-14,2.61093644412502e-18,2.0639746987193913e-16,6.3250826883909604e-09,1.4725197100483579e-19
2.8642868261776612e-09,0.2975778487698251,3.76,0.0,0.6324597418031555,0.9999987882075604,7.000332418194902e-10,5.1439581400264994e-08,1.0928591568608501e-08,0.0007389229719103803,0.0007389553961787235,8.762545698452005e-11,1.4441760196038925e-07,2.8559043535414944e-08,2.056569050204996e-09,4.4813196503188987e-11,1.2006345961029722e-06,1.2000392469394194e-10,9.508783757258983e-08,9.92986580925475e-07,1.1135172582805699e-06,1.6718223801074256e-07,2.214921104333672e-09,4.660382094648756e-10,5.028245605350623e-10,7.1045749964697105e-09,1.3214115579440892e-14,4.3149384591053233e-16,1.223818896907657e-11,1.696917563480196e-13,7.779569542974574e-22,1.2921936236396107e-11,1.7000140793370183e-14,1.0429243184534038e-16,9.429925538495023e-20,1.0422637877914443e-20,3.859679970993819e-06,7.37489851761983e-10,3.815078864959272e-06,8.277162485373185e-14,2.7344799844047604e-18,2.150827410390905e-16,6.548790101944417e-09,1.562159848790426e-19
2.9136929875954277e-09,0.2975785567312672,3.76,0.0,0.6324469089911151,0.999998767062694,7.42111833568914e-10,5.322006511967248e-08,1.1379895832251438e-08,0.0007516604839995166,0.0007516940354328562,8.920965469688888e-11,1.5012179970283762e-07,2.9528947767332314e-08,2.162719710948547e-09,4.793349583164921e-11,1.221321935345977e-06,1.2417225702012634e-10,9.579669700242482e-08,1.0142574362757157e-06,1.1397042635169177e-06,1.6779724614901728e-07,2.289523575843671e-09,4.824854469430312e-10,5.287798008701278e-10,7.366028037772214e-09,1.4025570703714245e-14,4.658699470021101e-16,1.2349205289558431e-11,1.7688481629132519e-13,8.455859402945841e-22,1.3231625680842974e-11,1.793922978934836e-14,1.1193297793961476e-16,1.0198755723228001e-19,1.1262192682151029e-20,3.926088244922184e-06,7.631146947254317e-10,3.879944380346299e-06,8.603904904565758e-14,2.8613590678746385e-18,2.239795945044994e-16,6.776375526914746e-09,1.6555174438347543e-19
2.963099149013194e-09,0.29757926468729406,3.76,0.0,0.6324340763014393,0.9999987459083934,7.859113146078888e-10,5.503051888346926e-08,1.1841216578988801e-08,0.000764397718379574,0.0007644324162432933,9.079381787259162e-11,1.5594262557219132e-07,3.051424652817571e-08,2.2723886133546877e-09,5.1212655078213066e-11,1.2420085255599435e-06,1.2841149992837338e-10,9.650624179123753e-08,1.035565744663775e-06,1.1660330396490774e-06,1.6840722998106404e-07,2.3652776674575736e-09,4.99225732320789e-10,5.555990492884592e-10,7.631560749914603e-09,1.4871637042789118e-14,5.023177368569535e-16,1.2459436807964875e-11,1.8425127126662073e-13,9.177061911192674e-22,1.3543502738256506e-11,1.891381995940613e-14,1.1999305559924588e-16,1.1014154464941864e-19,1.2152903564135515e-20,3.9924908508521346e-06,7.891758892216252e-10,3.944778311794373e-06,8.93743699239247e-14,2.9916002226590534e-18,2.330899553128367e-16,7.007838475629108e-09,1.7526788700049144e-19
3.061911471848727e-09,0.29758068058303877,3.76,0.0,0.632408411288198,0.9999987035713074,8.78824220221129e-10,5.874127281183346e-08,1.2794021530360611e-08,0.0007898713540215603,0.0007899084025442237,9.396204061431437e-11,1.6793483577798863e-07,3.253087519644204e-08,2.5024912611851368e-09,5.826840279213407e-11,1.283379472912725e-06,1.371026678422968e-10,9.792758119586696e-08,1.0782928321946301e-06,1.2191147209334641e-06,1.696140855921353e-07,2.520225407850817e-09,5.335870092131968e-10,6.118827301450837e-10,8.174704467149973e-09,1.6671027225707157e-14,5.817718158050011e-16,1.2677823796247128e-11,1.9950959216567215e-13,1.076251908445717e-21,1.4173824391458487e-11,2.097256601797084e-14,1.3743463291532696e-16,1.2792134316413884e-19,1.4096395128217615e-20,4.125279060866609e-06,8.426070815245185e-10,4.074351487254376e-06,9.624993433914937e-14,3.2622747866968575e-18,2.519589241497069e-16,7.482394993977418e-09,1.958762232937324e-19
3.150842562400707e-09,0.29758195487054895,3.76,0.0,0.632385313192322,0.9999986654352089,9.687114964607764e-10,6.218328912529125e-08,1.3686082053171796e-08,0.0008127966763570661,0.000812835906365531,9.681332296809868e-11,1.7912836778568685e-07,3.439810870939953e-08,2.72214125296676e-09,6.521477251500869e-11,1.3206107994878419e-06,1.4516710878729398e-10,9.920957262321613e-08,1.1168709268338957e-06,1.2673704671955946e-06,1.7068766968952364e-07,2.6635786919010614e-09,5.65518299037632e-10,6.656259871564124e-10,8.677086189083004e-09,1.8417495520357867e-14,6.612423922281846e-16,1.2872347037899699e-11,2.1384820789699866e-13,1.2364304689586831e-21,1.4748608466867444e-11,2.295457953853168e-14,1.5472697113066786e-16,1.4570619738297303e-19,1.604245830183983e-20,4.244769070715968e-06,8.921868466687043e-10,4.190859489498292e-06,1.0267327918465062e-13,3.5176460830177914e-18,2.696906037582585e-16,7.922752100911619e-09,2.158127369853033e-19
3.234563235872383e-09,0.29758315448214584,3.76,0.0,0.6323635687583532,0.9999986295049074,1.0589635097099892e-09,6.551215107455555e-08,1.4555918172980213e-08,0.0008343779961542857,0.0008344193368852165,9.94974482165113e-11,1.900137248632222e-07,3.620098710324348e-08,2.940074841535988e-09,7.229984069691385e-11,1.355658599003995e-06,1.5296883774397308e-10,1.0041904361632898e-07,1.15329400991137e-06,1.3132154975105955e-06,1.7168948508201842e-07,2.80188922453379e-09,5.964519209969061e-10,7.189652694782184e-10,9.161554972569344e-09,2.017637043559503e-14,7.4344783451108e-16,1.3054019571718388e-11,2.2787858442055787e-13,1.4035797182230805e-21,1.5296213236696427e-11,2.4936524011594794e-14,1.7247749685975465e-16,1.6410008350746598e-19,1.8057477392516295e-20,4.357241461155636e-06,9.401528350929317e-10,4.300448073242263e-06,1.0892577375893924e-13,3.768383740952587e-18,2.870429076402068e-16,8.348782719741484e-09,2.358322175855356e-19
3.3182839093440587e-09,0.2975843540779993,3.76,0.0,0.6323418246712735,0.9999985935466721,1.1548669824192284e-09,6.892677415564714e-08,1.5455011983837376e-08,0.0008559585185622294,0.0008560020253451687,1.0218147430075949e-10,2.012370331108582e-07,3.804736399563348e-08,3.1690801871824365e-09,7.994184435480554e-11,1.390704315867927e-06,1.6097395323614064e-10,1.0163115703331506e-07,1.1898177834834689e-06,1.359463957152448e-06,1.726842818439466e-07,2.943436173619721e-09,6.282342930419433e-10,7.750316613853067e-10,9.657007244379723e-09,2.2050949443054328e-14,8.332950734290602e-16,1.3234521154250942e-11,2.42431282166362e-13,1.587752763579509e-21,1.5850127649263402e-11,2.7034972595786612e-14,1.9174081913582798e-16,1.8419677250445521e-19,2.0261843519060964e-20,4.46969758616645e-06,9.89370619524914e-10,4.40994626464615e-06,1.1537919727787604e-13,4.029269814819592e-18,3.050445212917675e-16,8.785938414709507e-09,2.571100763098385e-19
3.4020045828157346e-09,0.29758555365809547,3.76,0.0,0.6323200809299522,0.9999985575602852,1.2566090261119143e-09,7.242708111155714e-08,1.6383478669423392e-08,0.000877538243591679,0.0008775839717587981,1.0486540122143459e-10,2.1279906196516366e-07,3.993705693397775e-08,3.4094058532849803e-09,8.816856739791324e-11,1.4257479689773827e-06,1.6918239549728589e-10,1.0284601495750965e-07,1.2264411314424996e-06,1.4061155327084541e-06,1.7367338866889022e-07,3.0882015543322172e-09,6.608673087632464e-10,8.338886764501821e-10,1.016326021904605e-08,2.4045642843159667e-14,9.31265056810533e-16,1.3414056648209619e-11,2.5751270163207877e-13,1.790133627737099e-21,1.641036097800434e-11,2.925384819332279e-14,2.1260382982106115e-16,2.0609881781887514e-19,2.2667637763370007e-20,4.582137448360208e-06,1.0398398945248245e-09,4.5193541417605524e-06,1.220351902183355e-13,4.300433449182183e-18,3.237049814276886e-16,9.234216815773485e-09,2.7969112471163344e-19
