Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452)
6.734926274714243e-07,0.5127444170944618,3.76,0.0,0.8163360246111356,0.9999999903003437,6.680277490682593e-11,1.3975738200372296e-11,2.0657921436321897e-11,1.148315595682486e-05,1.1483156002232096e-05,3.5109086631705513e-19,5.233454500323851e-10,4.428695748911779e-15,2.0475875552764362e-14,4.7080428562119024e-14,9.531408062554341e-09,7.882662023844991e-13,1.207984262917798e-09,4.054726264822297e-10,4.498963129467995e-09,7.994671040083968e-10,4.663365512780566e-16,1.9414017270141325e-13,3.620164671290383e-15,3.01647545269263e-12,1.486863527847458e-20,6.487787300720734e-20,1.0209355246372353e-10,1.7622861126164665e-16,5.152698353735103e-24,5.6025253983168685e-12,2.8850066383954266e-20,6.208333706934415e-20,4.792240860362369e-23,8.994649600466869e-22,4.674791525241281e-10,3.439129145085884e-11,4.877064670373859e-10,8.941843816524946e-18,9.301946771163616e-26
6.948292625961482e-07,0.5127444505501638,3.76,0.0,0.8163356605746778,0.9999999899384068,7.171353443600973e-11,1.486632693859487e-11,2.130078263343533e-11,1.1846946321961874e-05,1.1846946370478622e-05,3.6221899413176523e-19,5.564883233732433e-10,4.578058586097754e-15,2.1345825715954717e-14,5.098868387285166e-14,9.887772895031426e-09,8.436834314302791e-13,1.221200986855954e-09,4.1390257098906426e-10,4.7088689109047805e-09,8.047849709949357e-10,4.922650779847916e-16,2.0653366383552417e-13,3.8679255199874805e-15,3.0886660141361872e-12,1.6040669694583103e-20,7.263501915460389e-20,1.0357464405744007e-10,1.9102429978923935e-16,5.782856956877285e-24,5.871765915061161e-12,3.078828218140684e-20,6.867940125558182e-20,5.349006793870001e-23,1.006102525920687e-21,4.812190174347354e-10,3.655052814192789e-11,5.027031535044802e-10,9.603719532336008e-18,1.0083754761598268e-25
7.161658977208721e-07,0.5127444840058875,3.76,0.0,0.8163352965375026,0.9999999895748922,7.677291146677508e-11,1.5783860962148253e-11,2.1927883759652135e-11,1.2210736524787862e-05,1.2210736576527736e-05,3.7334711698172914e-19,5.902978828302904e-10,4.727421377171073e-15,2.2217321078077002e-14,5.5069485961488224e-14,1.0245685440576692e-08,9.011387137429021e-13,1.2338186806345264e-09,4.21958122087134e-10,4.92064864206471e-09,8.097741608834726e-10,5.186177790961626e-16,2.1930390341663912e-13,4.12394406477769e-15,3.1577246356226076e-12,1.7247378617592305e-20,8.096931225869014e-20,1.0498588430405684e-10,2.065181914838689e-16,6.4611365070543146e-24,6.143883970052449e-12,3.277189776248958e-20,7.570775174447917e-20,5.944735692188604e-23,1.1207554708923084e-21,4.948964601772573e-10,3.8772149793429096e-11,5.176725151661294e-10,1.0289095379963027e-17,1.0902497181009785e-25
7.375025328455961e-07,0.5127445174616304,3.76,0.0,0.8163349324996456,0.9999999892098742,8.197724906664794e-11,1.6728291149228128e-11,2.2539506663770843e-11,1.2574526565302476e-05,1.2574526620379993e-05,3.844752348669238e-19,6.247444163832143e-10,4.876784122455229e-15,2.3090188231325102e-14,5.932392817780737e-14,1.0605069147044385e-08,9.606406355696325e-13,1.2458673311005837e-09,4.2965341508535907e-10,5.134208775032133e-09,8.144596397018767e-10,5.453737556442719e-16,2.324502749804737e-13,4.388221883529522e-15,3.2237570664703517e-12,1.8487302110224854e-20,8.989561427882436e-20,1.0633105575552572e-10,2.2271754170692436e-16,7.18883256751815e-24,6.41874931572146e-12,3.4798891123649046e-20,8.317804336702203e-20,6.580225069442748e-23,1.243656853763933e-21,5.085117643133257e-10,4.105587198870946e-11,5.32614601825707e-10,1.0997853296768716e-17,1.1758558506019513e-25
7.5883916797032e-07,0.5127445509173909,3.76,0.0,0.8163345684611399,0.9999999888434238,8.732296166606405e-11,1.7699568467580708e-11,2.3135977561388603e-11,1.2938316443505384e-05,1.2938316502035962e-05,3.9560334778732727e-19,6.597993529050971e-10,5.026146820739848e-15,2.3964276780395557e-14,6.375307353960155e-14,1.0965851864890975e-08,1.0221973587425645e-12,1.25737516214291e-09,4.370025062009028e-10,5.3494612807089175e-09,8.188641300719408e-10,5.725131426227786e-16,2.459721602043294e-13,4.6607604763214686e-15,3.286870740879206e-12,1.9759021235693266e-20,9.942802805285971e-20,1.076136870617747e-10,2.396292781243199e-16,7.967175354134144e-24,6.6962382054280205e-12,3.6867297848575644e-20,9.109948792881786e-20,7.256219728606975e-23,1.375030353889193e-21,5.220652121164528e-10,4.340141160313534e-11,5.475294631954567e-10,1.1729872898294557e-17,1.2652305845384083e-25
7.801758030950439e-07,0.5127445843731675,3.76,0.0,0.8163342044220184,0.999999988475607,9.2806544314155e-11,1.8697643974339223e-11,2.371765750397247e-11,1.3302106159396279e-05,1.3302106221496231e-05,4.0673145574291826e-19,6.954352524073292e-10,5.175509470372427e-15,2.4839456031962623e-14,6.835795824500283e-14,1.1327965540560872e-08,1.0858166449384313e-12,1.2683687833417633e-09,4.440192898310985e-10,5.56632324926927e-09,8.230083404525135e-10,6.000171204468381e-16,2.598689390632215e-13,4.941561269364773e-15,3.3471737313252267e-12,2.1061162821553998e-20,1.0957992247825972e-19,1.0883707510433265e-10,2.572600169953018e-16,8.797331751228085e-24,6.976233014717968e-12,3.89752159571722e-20,9.948086781523038e-20,7.973414139878833e-23,1.5150903699526153e-21,5.355570845778857e-10,4.580848679822319e-11,5.624171488966861e-10,1.2485031976319857e-17,1.3584089803535622e-25
8.015124382197679e-07,0.5127446178289584,3.76,0.0,0.8163338403823119,0.999999988106487,9.842457984441639e-11,1.9722468815860698e-11,2.4284934178378705e-11,1.3665895712974859e-05,1.3665895778761387e-05,4.178595587336765e-19,7.316257900121204e-10,5.324872070832181e-15,2.5715612198528674e-14,7.31395946686926e-14,1.1691345938101135e-08,1.151505878242753e-12,1.2788733191984755e-09,4.507174323213521e-10,5.784716528764512e-09,8.269111685823085e-10,6.278679152288765e-16,2.741399899868782e-13,5.230625618864412e-15,3.4047738912407657e-12,2.2392402995240165e-20,1.2036395949686245e-19,1.100043053132858e-10,2.7561607850999967e-16,9.680407510815694e-24,7.258621894885951e-12,4.1120809569550777e-20,1.0833055051641725e-19,8.732454846746935e-23,1.6640421645874592e-21,5.489876614124286e-10,4.8276817015797125e-11,5.772777084599596e-10,1.3263206922861682e-17,1.455424529364903e-25
8.228490733444918e-07,0.5127446512847623,3.76,0.0,0.8163334763420504,0.9999999877361229,1.0417374425824114e-10,2.0773994227563123e-11,2.4838214901493567e-11,1.4029685104240844e-05,1.4029685173832031e-05,4.2898765675958204e-19,7.683457351632725e-10,5.474234622503213e-15,2.6592646023657614e-14,7.809897393744836e-14,1.2055932385048726e-08,1.2192720861987012e-12,1.2889125231698073e-09,4.571103191730854e-10,6.004567396448908e-09,8.305898825887895e-10,6.560487894945955e-16,2.8878469001599e-13,5.527954815023311e-15,3.4597781542531496e-12,2.375146966112143e-20,1.3179212228917504e-19,1.1111826983460333e-10,2.947035012721815e-16,1.0617449580563207e-23,7.543298453617501e-12,4.3302311521407865e-20,1.1765650381309497e-19,9.533942867845703e-23,1.8220820475394064e-21,5.623572210642423e-10,5.0806122972172935e-11,5.921111913252897e-10,1.4064273093455682e-17,1.5563092305362656e-25
8.441857084692157e-07,0.5127446847405778,3.76,0.0,0.8163331123012628,0.9999999873645707,1.1005081060091146e-10,2.1852171533762886e-11,2.5377920664949145e-11,1.4393474333193968e-05,1.4393474406708776e-05,4.401157498206165e-19,8.055709271861731e-10,5.623597125597192e-15,2.7470470754402435e-14,8.323706815619604e-14,1.2421667539643314e-08,1.2891219594828825e-12,1.2985088791390283e-09,4.6321101341936034e-10,6.2258062587714465e-09,8.340602825457046e-10,6.845440249397337e-16,3.038024149563463e-13,5.83355008606223e-15,3.51229196360397e-12,2.5137144090742663e-20,1.438757441954738e-19,1.121816836573401e-10,3.1452805599969903e-16,1.1609448515158572e-23,7.830161459128757e-12,4.5518025072604845e-20,1.2746631140131133e-19,1.0378436073333706e-22,1.9893975907182945e-21,5.756660407126145e-10,5.339612665236852e-11,6.069176468423248e-10,1.4888105119431993e-17,1.6610936631003044e-25
8.655223435939397e-07,0.5127447181964034,3.76,0.0,0.8163327482599764,0.9999999869918841,1.160526515584079e-10,2.2956952147512526e-11,2.5904481087912094e-11,1.4757263399833972e-05,1.4757263477392239e-05,4.512438379167616e-19,8.432782479258646e-10,5.772959579838096e-15,2.8349010410965017e-14,8.855483233064748e-14,1.2788497177358816e-08,1.3610618703128317e-12,1.307683691631798e-09,4.69032223641444e-10,6.448367377264045e-09,8.373368445626041e-10,7.133388987344488e-16,3.19192539529784e-13,6.147412602064347e-15,3.5624188132981225e-12,2.6548261780162727e-20,1.5662553800017834e-19,1.1319709909179217e-10,3.350952584926668e-16,1.2657340936522733e-23,8.119114565673621e-12,4.776632484186597e-20,1.3776718877653837e-19,1.126645152310243e-22,2.1661678692556136e-21,5.889143962777067e-10,5.604655130434065e-11,6.216971242705364e-10,1.5734577175722474e-17,1.7698070552970927e-25
9.081956138433875e-07,0.5127447851080806,3.76,0.0,0.8163320201760118,0.9999999862433049,1.2841865208509047e-10,2.524612939258208e-11,2.6919904423273595e-11,1.548484104617369e-05,1.5484841132181822e-05,4.734999992143179e-19,9.200518317119967e-10,6.071684341639286e-15,3.01079763939466e-14,9.97331142163771e-14,1.3525237470457994e-08,1.5112358007272123e-12,1.324848458334322e-09,4.798851367648557e-10,6.8972112746634976e-09,8.433604608031967e-10,7.717734626109908e-16,3.5108748190799954e-13,6.7999437799802816e-15,3.6559139821536124e-12,2.94424405084839e-20,1.8416356545141255e-19,1.1509340465404481e-10,3.784784667856779e-16,1.4924297952178315e-23,8.702928660634498e-12,5.23545383529957e-20,1.598692697648285e-19,1.3174926942150804e-22,2.548748075886062e-21,6.152308125772844e-10,6.152756279580751e-11,6.511753414485893e-10,1.749493700512061e-17,1.9991312550226167e-25
9.466015570678906e-07,0.5127448453286139,3.76,0.0,0.8163313648989905,0.9999999855661806,1.3994548317704767e-10,2.7396886611809693e-11,2.779317888108572e-11,1.6139660372766293e-05,1.613966046679776e-05,4.93530527402036e-19,9.905852811325274e-10,6.3405364588171056e-15,3.1692901646511236e-14,1.1041732362263937e-13,1.4191560114242427e-08,1.653598258398987e-12,1.3390473102672487e-09,4.888164641012985e-10,7.305103919702263e-09,8.482411558681711e-10,8.252609207006664e-16,3.810602468918212e-13,7.415506492421916e-15,3.732883463947136e-12,3.212364491615585e-20,2.1132189536139487e-19,1.1665863383859242e-10,4.2011374518855625e-16,1.7164094417443172e-23,9.23463433893736e-12,5.658052933537563e-20,1.8150601226310568e-19,1.5045832100306288e-22,2.927037538356587e-21,6.387115425349326e-10,6.666436214074723e-11,6.776139641762436e-10,1.9155425436247828e-17,2.2192278617131976e-25
9.833482229541131e-07,0.512744902947415,3.76,0.0,0.8163307379311734,0.999999984915528,1.5131176505798662e-10,2.9534712715383256e-11,2.8595085784641945e-11,1.676618861507359e-05,1.6766188717157612e-05,5.126956483881532e-19,1.0592401184984096e-09,6.59777303099586e-15,3.321075193294756e-14,1.2119813153879232e-13,1.4831743899532454e-08,1.796229703138412e-12,1.3516198059996494e-09,4.966815326165716e-10,7.698573315045444e-09,8.524879273647903e-10,8.771721662518908e-16,4.108585008075613e-13,8.02956446968645e-15,3.800675599033881e-12,3.475159705972768e-20,2.394591008376298e-19,1.1804188457423883e-10,4.622729333318914e-16,1.9488170721212906e-23,9.748496216813728e-12,6.07022416816642e-20,2.0378785123265845e-19,1.6973888673309637e-22,3.319920301137379e-21,6.60998370754754e-10,7.175853855316798e-11,7.028292250973243e-10,2.0811021251255488e-17,2.442104301356373e-25
9.999999999999997e-07,0.5127449605662264,3.76,0.0,0.8163304538199291,0.9999999846198425,1.565675064741732e-10,3.0529157676395644e-11,2.8948219030694598e-11,1.7050100162622894e-05,1.705010026847812e-05,5.213803313613783e-19,1.0907027340239298e-09,6.714339913608667e-15,3.389896675963082e-14,1.262644237756142e-13,1.5122641328875283e-08,1.8629369437047763e-12,1.3570129483683932e-09,5.000409882804244e-10,7.877837816081763e-09,8.54288569573413e-10,9.00918953886079e-16,4.247214714741829e-13,8.315904914503141e-15,3.829633182048126e-12,3.596141036836125e-20,2.5291315911810445e-19,1.1863443362350137e-10,4.82131202210032e-16,2.0600556875227527e-23,9.982903012531936e-12,6.259350762091475e-20,2.1440108489452658e-19,1.7892465015657341e-22,3.508105018668624e-21,6.710402600583656e-10,7.412432336164646e-11,7.142294884718337e-10,2.1582604068128282e-17,2.547089133800705e-25
1.0200948888403355e-06,0.5127449605662264,3.76,0.0,0.8163301109623283,0.9999999842623523,1.6299502503128637e-10,3.1750513094158524e-11,2.9366230497347616e-11,1.7392716375941897e-05,1.739271648645038e-05,5.318607546476889e-19,1.1289475275970117e-09,6.8550094579798134e-15,3.472978806616503e-14,1.3252937000708788e-13,1.547431630967191e-08,1.9451636605594996e-12,1.3632824341997409e-09,5.039342857055667e-10,8.094928092476486e-09,8.563661900376056e-10,9.29753243584593e-16,4.417491784283462e-13,8.66816293351184e-15,3.863191795479916e-12,3.743638290413055e-20,2.697400839928197e-19,1.1932262197305065e-10,5.067253205762289e-16,2.1992716697451925e-23,1.0267002509867367e-11,6.489430354960568e-20,2.276421919592395e-19,1.9038510691125798e-22,3.74374725343306e-21,6.831111039744052e-10,7.702666627561666e-11,7.279654130181327e-10,2.253134159705605e-17,2.67711361491081e-25
1.056841554726558e-06,0.512745018185044,3.76,0.0,0.8163294839925537,0.9999999836068317,1.749832705156612e-10,3.404404309605227e-11,3.010862874311226e-11,1.8019243655370353e-05,1.8019243774679457e-05,5.510258461805842e-19,1.1996256370855699e-09,7.112245739938886e-15,3.6249864134583157e-14,1.444154511675049e-13,1.611909625060825e-08,2.1004225572510114e-12,1.3741081005194758e-09,5.10623393120136e-10,8.493950045384309e-09,8.599147899199839e-10,9.829626592724091e-16,4.737290662134403e-13,9.33130612535472e-15,3.92084435145296e-12,4.017411614366692e-20,3.0219966972420754e-19,1.2050920421535628e-10,5.534907859330064e-16,2.468077940218296e-23,1.0789818129787744e-11,6.915114615109888e-20,2.530938750282141e-19,2.124107803556674e-22,4.199142521753541e-21,7.050511019893878e-10,8.24673814134857e-11,7.530227759716898e-10,2.4315755609248913e-17,2.92436113618827e-25
1.0935882206127803e-06,0.5127450758038639,3.76,0.0,0.8163288570219406,0.9999999829491297,1.8726530178840496e-10,3.641505883658825e-11,3.082419666794186e-11,1.8645770453358195e-05,1.864577058184829e-05,5.701909229867864e-19,1.2711991131599593e-09,7.369481876365374e-15,3.777086073211666e-14,1.5686071779652135e-13,1.676591827369236e-08,2.262027116768873e-12,1.3841638142543747e-09,5.167940571134883e-10,8.895439995023413e-09,8.631678061366751e-10,1.0367646259288712e-15,5.067949511452661e-13,1.0018998027170842e-14,3.974017941085444e-12,4.29612989350242e-20,3.368694115048568e-19,1.2160926921624773e-10,6.025877796205812e-16,2.755511901710417e-23,1.1316634835958567e-11,7.34677233131512e-20,2.8016572097563526e-19,2.3582772384539245e-22,4.686679256986368e-21,7.268197139742968e-10,8.807933072521652e-11,7.780015612121415e-10,2.6163639150211944e-17,3.1839446270243014e-25
1.1303348864990027e-06,0.5127451334226825,3.76,0.0,0.8163282300505721,0.9999999822893954,1.9983067135636314e-10,3.886331719648768e-11,3.15147433231795e-11,1.927229676990472e-05,1.9272296907960343e-05,5.893559850662485e-19,1.3435986882938632e-09,7.626717866982497e-15,3.929267956135566e-14,1.6986945050951233e-13,1.7414631105504246e-08,2.4299965073180806e-12,1.3935112077989217e-09,5.224881499934152e-10,9.299215964132136e-09,8.661552495185462e-10,1.0911284754003583e-15,5.409436221143737e-13,1.07312423961838e-14,4.023070210620552e-12,4.5794792073656225e-20,3.737779267783438e-19,1.2262981013919066e-10,6.540334381951733e-16,3.061823800227497e-23,1.1847169050533435e-11,7.783947642031523e-20,3.0887872304155146e-19,2.606460040357224e-22,5.2068839587491536e-21,7.484182785658018e-10,9.386117153906724e-11,8.029020152173452e-10,2.807437566815527e-17,3.455954887431025e-25
1.167081552385225e-06,0.5127451910414971,3.76,0.0,0.8163276030785257,0.9999999816277653,2.1266963945486732e-10,4.138857581926786e-11,3.218196839870167e-11,1.9898822605009285e-05,1.9898822753019128e-05,6.08521032418929e-19,1.4167607071342522e-09,7.883953711998106e-15,4.081523961387308e-14,1.8344587320845653e-13,1.8065096361915795e-08,2.604348474048134e-12,1.4022069819718814e-09,5.277443879333358e-10,9.705111589012496e-09,8.689036233744138e-10,1.1460280927078062e-15,5.761718711496862e-13,1.146804279592718e-14,4.068332863386258e-12,4.8671784411441837e-20,4.129512050457193e-19,1.2357723780775001e-10,7.078436893918673e-16,3.38724079703686e-23,1.2381159891206459e-11,8.226229748299592e-20,3.39252226472966e-19,2.868741475476013e-22,5.760240642251363e-21,7.698481239449411e-10,9.981157167056724e-11,8.277243836914236e-10,3.004735682686943e-17,3.7404763112074646e-25
1.2038282182714475e-06,0.5127452486603042,3.76,0.0,0.8163269761058719,0.9999999809643643,2.2577312906463618e-10,4.3990593108848633e-11,3.282746280836994e-11,2.052534795867131e-05,2.0525348117028155e-05,6.276860650447904e-19,1.4906266973834683e-09,8.141189411629243e-15,4.233847417738951e-14,1.9759415754042308e-13,1.871718739716775e-08,2.785099459162321e-12,1.41030330515e-09,5.325985159184862e-10,1.0112974703935267e-08,8.714363923208999e-10,1.2014413912330722e-15,6.124764945041929e-13,1.2229402623857232e-14,4.110112941478824e-12,5.1589764544044565e-20,4.544128884119382e-19,1.2445743425647141e-10,7.640333484613482e-16,3.731969416988421e-23,1.2918367369464184e-11,8.673249315448082e-20,3.7130409361639403e-19,3.145193315075847e-22,6.3471947691500585e-21,7.9111056791877e-10,1.0592920934062197e-10,8.524689115672936e-10,3.208198294794518e-17,4.0375873964786805e-25
1.2405748841576699e-06,0.5127453062791018,3.76,0.0,0.8163263491326763,0.9999999802993077,2.391326824300937e-10,4.6669128227166136e-11,3.345271058730078e-11,2.1151872830890275e-05,2.115187299999097e-05,6.468510829438005e-19,1.5651429688680619e-09,8.398424965810587e-15,4.386232824548341e-14,2.1231842680718983e-13,1.9370788255420764e-08,2.972264712107368e-12,1.417848181956401e-09,5.370834895957205e-10,1.052266605445421e-08,8.737743892293701e-10,1.2573498349804964e-15,6.498542936104526e-13,1.3015325135808493e-14,4.1486941352118336e-12,5.454649445867039e-20,4.981845265590756e-19,1.252758005735266e-10,8.226162072942328e-16,4.096197774115178e-23,1.3458570720895918e-11,9.124675062631483e-20,4.0505085518519184e-19,3.435875559239925e-22,6.968156902362768e-21,8.122069180013865e-10,1.1221277309424155e-10,8.771358430091738e-10,3.417766332989071e-17,4.34736121801375e-25
1.2773215500438923e-06,0.5127453638978868,3.76,0.0,0.8163257221589986,0.9999999796327,2.527404190686309e-10,4.942394109179415e-11,3.4059091918630943e-11,2.1778397221665707e-05,2.177839740191113e-05,6.660160861159306e-19,1.6402602388533642e-09,8.655660374393059e-15,4.53867563527792e-14,2.276227593161284e-13,2.0025792719249163e-08,3.165858390412684e-12,1.4248857908540686e-09,5.412296545847208e-10,1.0934058132622279e-08,8.759361651878776e-10,1.3137380027130616e-15,6.883020759183198e-13,1.3825813467552493e-14,4.18433812264455e-12,5.753998401197471e-20,5.442858083898412e-19,1.260372997515111e-10,8.836051166796914e-16,4.4800975976087594e-23,1.4001566863579354e-11,9.580210498307594e-20,4.405078487131757e-19,3.740837987985994e-22,7.623506094676272e-21,8.331384714943336e-10,1.186609617198939e-10,9.017254214150717e-10,3.633381647823807e-17,4.669865863158832e-25
1.3140682159301146e-06,0.5127454215166577,3.76,0.0,0.8163250951848943,0.9999999789646379,2.6658899492198164e-10,5.225479237357284e-11,3.464788739360517e-11,2.240492113099715e-05,2.2404921322792198e-05,6.851810745611552e-19,1.7159332813273366e-09,8.912895637373381e-15,4.6911720911156647e-14,2.4351119110784787e-13,2.068210345451776e-08,3.3658936513854496e-12,1.4314567883258473e-09,5.450649258188641e-10,1.1347034133732798e-08,8.779382824998943e-10,1.3705931897876586e-15,7.278166556242444e-13,1.4660870653723812e-14,4.21728596600136e-12,6.056846642887673e-20,5.927347715697228e-19,1.2674649445835808e-10,9.4701206184585e-16,4.883826068740414e-23,1.4547168985076886e-11,1.0039590784427597e-19,4.776893449781503e-19,4.0601215506419225e-22,8.313593030496505e-21,8.539065155663709e-10,1.252724841694924e-10,9.262378894192494e-10,3.854987025196635e-17,5.005164832165612e-25
1.350814881816337e-06,0.5127454791354118,3.76,0.0,0.8163244682104138,0.9999999782952097,2.806715630154542e-10,5.516144349424526e-11,3.5220283150411425e-11,2.3031444558884232e-05,2.3031444762637754e-05,7.043460482794526e-19,1.7921206000853059e-09,9.170130754840001e-15,4.843719094048014e-14,2.599877181778487e-13,2.1339631241197498e-08,3.572382735469674e-12,1.4375985841303322e-09,5.486149638273556e-10,1.176148702087723e-08,8.797955595762162e-10,1.4279050476825486e-15,7.683948543009315e-13,1.5520499644360225e-14,4.24775952656422e-12,6.363037557593587e-20,6.435479908021173e-19,1.2740758033058353e-10,1.012848231777284e-15,5.307527473026026e-23,1.5095205246963505e-11,1.0502579769873395e-19,5.166086628492171e-19,4.393759605704376e-22,9.03874292361006e-21,8.745123273326143e-10,1.3204605947901492e-10,9.506734888946733e-10,4.082526193462205e-17,5.353317405540804e-25
1.3875615477025594e-06,0.5127455367541478,3.76,0.0,0.8163238412356042,0.9999999776244967,2.9498173628432655e-10,5.814365662410124e-11,3.577737631822406e-11,2.3657967505326588e-05,2.3657967721451374e-05,7.23511007270804e-19,1.8687841260133383e-09,9.427365726820192e-15,4.996314101726328e-14,2.7705629837999067e-13,2.1998294275057244e-08,3.785337042392991e-12,1.4433455946446299e-09,5.519033427327819e-10,1.2177318677448818e-08,8.815212806232236e-10,1.4856652615654095e-15,8.100335014372348e-13,1.6404703319282582e-14,4.275962834152432e-12,6.672432518719418e-20,6.967407462421978e-19,1.280244159028777e-10,1.0811240829949108e-15,5.751334678737489e-23,1.5645517590550805e-11,1.096896723366476e-19,5.572782731012803e-19,4.741779023540915e-22,9.799258167327166e-21,8.949571739330605e-10,1.389804166897434e-10,9.750324609554442e-10,4.31594382483195e-17,5.71437898204996e-25
1.4243082135887818e-06,0.5127455943728637,3.76,0.0,0.8163232142605085,0.9999999769525733,3.0951355282358313e-10,6.120119467962864e-11,3.6320180444152346e-11,2.4284489970323886e-05,2.4284490199236654e-05,7.426759515351922e-19,1.9458889377010935e-09,9.684600553268843e-15,5.148955035852583e-14,2.947208531058615e-13,2.265801753016295e-08,4.004767200936857e-12,1.4487294778414705e-09,5.549517078585505e-10,1.2594439134507607e-08,8.831273782599738e-10,1.5438672640905056e-15,8.527294348986374e-13,1.731348450053954e-14,4.302083382936751e-12,6.984908981547745e-20,7.523271739737172e-19,1.286005499638142e-10,1.1518493983318933e-15,6.215370459259925e-23,1.6197960632941507e-11,1.1438566345305013e-19,5.997098920273632e-19,5.104201165166115e-22,1.059542074415865e-20,9.152423126104972e-10,1.4607429477011586e-10,9.99315045959216e-10,4.555185532345687e-17,6.088401390203868e-25
1.4610548794750042e-06,0.5127456519915581,3.76,0.0,0.8163225872851659,0.9999999762795083,3.242614433970018e-10,6.4333821321172e-11,3.684963087367074e-11,2.4911011953875846e-05,2.4911012195997168e-05,7.618408810726036e-19,2.0234030034988482e-09,9.941835234156791e-15,5.301640204985977e-14,3.1298526874154645e-13,2.3318732177876716e-08,4.23068313279761e-12,1.4537793501535213e-09,5.577799239048286e-10,1.3012765867682601e-08,8.846245917532232e-10,1.6025059821045815e-15,8.964795013177343e-13,1.8246845963143763e-14,4.3262933610592154e-12,7.30035873954163e-20,8.10320400357577e-19,1.2913924657788463e-10,1.2250333410366978e-15,6.699748675124193e-23,1.6752400648625163e-11,1.191121132872052e-19,6.439145657759316e-19,5.48104275013837e-22,1.1427494413269481e-20,9.353689907878098e-10,1.5332644253818716e-10,1.023521483509597e-09,4.800197862741125e-17,6.475433174981818e-25
1.4978015453612266e-06,0.5127457096102292,3.76,0.0,0.8163219603096131,0.9999999756053642,3.3922020101922337e-10,6.754130095059858e-11,3.736659009578153e-11,2.55375334559822e-05,2.55375337117365e-05,7.810057958830259e-19,2.1012969433263164e-09,1.0199069769502695e-14,5.454368242432836e-14,3.318533979042197e-13,2.3980375058797014e-08,4.463094110932745e-12,1.4585219856168196e-09,5.604062146661518e-10,1.3432223159252128e-08,8.860226027962134e-10,1.6615776127826973e-15,9.41280556422723e-13,1.9204790444304746e-14,4.3487508221987465e-12,7.61868633844578e-20,8.707326616625838e-19,1.2964350785155415e-10,1.3006845044935722e-15,7.204575327307359e-23,1.730871463225326e-11,1.2386755314352969e-19,6.89902746211771e-19,5.872316624057256e-22,1.2295726694358416e-20,9.553384461446808e-10,1.60735618584696e-10,1.0476520124585415e-09,5.0509282856110745e-17,6.875519861329639e-25
1.534548211247449e-06,0.5127457672288762,3.76,0.0,0.8163213333338833,0.9999999749301991,3.543849525916305e-10,7.082339870897184e-11,3.7871852966519145e-11,2.616405447664271e-05,2.6164054746458234e-05,8.001706959664484e-19,2.17954380913471e-09,1.0456304159329276e-14,5.607138055742629e-14,3.513290605010719e-13,2.4642888202238578e-08,4.7020088128848294e-12,1.4629819991745328e-09,5.628472939675795e-10,1.3852741518527068e-08,8.873301524397271e-10,1.7210794262236282e-15,9.871294653109156e-13,2.0187320651328642e-14,4.36960079245301e-12,7.939807634912152e-20,9.335754101751703e-19,1.3011609467227325e-10,1.3788109579052353e-15,7.729949492119864e-23,1.7866789435956116e-11,1.286506836904701e-19,7.376843589559322e-19,6.278032433780259e-22,1.3200350661519913e-20,9.75151906693692e-10,1.683005911967341e-10,1.0717068709087242e-09,5.307325179774154e-17,7.288704196259726e-25
1.5712948771336714e-06,0.5127458248474975,3.76,0.0,0.8163207063580075,0.9999999742540662,3.6975113261591987e-10,7.417988047423194e-11,3.836615169558885e-11,2.6790575015857157e-05,2.6790575300165938e-05,8.193355813228629e-19,2.25811888304503e-09,1.0713538403631783e-14,5.759948783550622e-14,3.7141604466026176e-13,2.5306218387481924e-08,4.947435369596133e-12,1.4671820162638543e-09,5.651184872334269e-10,1.4274257153157222e-08,8.885551431266617e-10,1.781009592142744e-15,1.0340231026738246e-12,2.1194439268333818e-14,4.388976302881352e-12,8.263648486346998e-20,9.9885940799568e-19,1.305595457432579e-10,1.4594202882947303e-15,8.275964148538417e-23,1.8426520974104296e-11,1.3346035697904895e-19,7.872688642279479e-19,6.698197218658034e-22,1.4141586558599744e-20,9.948105908558283e-10,1.7602013828201182e-10,1.0956862962159085e-09,5.569337817687165e-17,7.715026371445002e-25
