Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452)
0.003492558437753671,0.5180334162526519,3.76,0.0,0.758690272733253,0.9997746694758454,0.0001026336666996704,2.5104197321246254e-06,9.570362074202664e-09,0.05740412138906721,0.05742559976950207,1.7559752728657897e-15,5.406738887936736e-05,2.3792591629014322e-11,2.646549070115477e-09,2.1897242793855788e-05,0.00011662918442676578,3.6559312758911936e-05,2.9028416836810107e-08,1.1434433139146151e-08,0.00023027280211090974,7.730386297343153e-09,2.6890990611676693e-09,1.836471487472027e-05,5.353966197631118e-07,9.460916168734308e-11,2.751927654646161e-13,5.356956190374844e-11,2.5762060595242644e-09,4.40005440461395e-08,4.4883388895404215e-15,3.3809083198472305e-07,3.3817862517750677e-13,2.5879759594230545e-10,2.5908089157120647e-13,5.265035648282031e-12,3.2821368008798946e-09,9.885458257737272e-07,9.353678650632376e-09,2.970217375306307e-12,2.328863110892745e-17
0.0035596019385658872,0.5181316065259716,3.76,0.0,0.7576164942364355,0.9997639987879391,0.00010941414602616344,2.5596665120906057e-06,1.0095676841446627e-08,0.058464382339369125,0.058487280935473195,1.788409836812591e-15,5.6850700863200266e-05,2.4236508917778715e-11,2.787607483726845e-09,2.332526150169975e-05,0.00012054744394063863,3.854872073243072e-05,3.034560014956083e-08,1.1938743067955994e-08,0.00024234642713199004,8.058995153244557e-09,2.8365922606705434e-09,1.9656555574472115e-05,5.700264614544853e-07,9.890793200336915e-11,3.0314265892086116e-13,5.897549525364517e-11,2.6925667722048464e-09,4.685356704273106e-08,4.940287804835594e-15,3.558841864188891e-07,3.7000797465494093e-13,2.833249113948005e-10,2.8724259166094393e-13,5.762875740147015e-12,3.2807768341017286e-09,9.926667027744375e-07,9.396106723970698e-09,3.1109776442975505e-12,2.4798933698108602e-17
0.0036266454393781033,0.5182296860990206,3.76,0.0,0.7565436813662703,0.9997529004143832,0.00011655664959793191,2.6090805652020244e-06,1.0645246715327392e-08,0.05952306793927115,0.05954746033448452,1.8207963762059472e-15,5.9751203789931535e-05,2.467994545019939e-11,2.9344025642089327e-09,2.482666011821215e-05,0.0001245513023737281,4.062732508648456e-05,3.171566648055343e-08,1.2462626742115149e-08,0.00025495552288812837,8.400903828913237e-09,2.9901063438999646e-09,2.1017984509433693e-05,6.064155675274196e-07,1.0338096530807933e-10,3.337019162094447e-13,6.488253529433836e-11,2.813571958645514e-09,4.98569183532716e-08,5.434023295366854e-15,3.744656597051772e-07,4.0456022948381407e-13,3.099598580662019e-10,3.1821240508540057e-13,6.303376864393784e-12,3.279704038280636e-09,9.965952474462412e-07,9.441007783642201e-09,3.2576708853925137e-12,2.6388844939927614e-17
0.0036936889401903194,0.5183276562359111,3.76,0.0,0.7554718114520111,0.9997413591474825,0.00012407732335023818,2.658675000255445e-06,1.1220043959661295e-08,0.06058017663562069,0.06060613934251199,1.8531348568257256e-15,6.277320814453468e-05,2.512290145895551e-11,3.087108611238786e-09,2.6404384003717814e-05,0.00012864158273689694,4.2798559958094445e-05,3.314048723921466e-08,1.3006749782041672e-08,0.00026812133766094344,8.756589209014892e-09,3.1498163869561073e-09,2.2451759328509784e-05,6.44634133420405e-07,1.0803461852793018e-10,3.6709728759336864e-13,7.133390915157731e-11,2.9393847041973143e-09,5.30173112677416e-08,5.973139410308424e-15,3.938666868485444e-07,4.420500827137138e-13,3.3886913165198953e-10,3.522506556791313e-13,6.8899022409192436e-12,3.2789418826683556e-09,1.000343764093549e-06,9.488507384047436e-09,3.410550368612173e-12,2.8061922921922106e-17
0.0037607324410025354,0.5184255182391015,3.76,0.0,0.7544008611162606,0.9997293593381623,0.00013199293199730615,2.7084635537962015e-06,1.1821069315590021e-08,0.06163570676066024,0.06166331930580113,1.885425241876804e-15,6.592116216722208e-05,2.5565377196070242e-11,3.2459031394211643e-09,2.806146803619826e-05,0.0001328190644270227,4.5065952431712975e-05,3.4621980714242134e-08,1.3571793550891006e-08,0.0002818658550816271,9.126540719445417e-09,3.3159000977288252e-09,2.3960712193582043e-05,6.847545311814371e-07,1.1287542835613036e-10,4.035737333867124e-13,7.837631176048163e-11,3.0701721024463666e-09,5.6341732393271855e-08,6.561517555257812e-15,4.1411983249444683e-07,4.827077750030002e-13,3.702315978759581e-10,3.896402910498928e-13,7.526059684878722e-12,3.2785156581939017e-09,1.0039243778906262e-06,9.538736331545205e-09,3.5698809906114765e-12,2.9821870846050226e-17
0.0038277759418147515,0.518523273450336,3.76,0.0,0.7533308062585923,0.999716884887108,0.0001403208756941473,2.758460615107834e-06,1.2449352397805977e-08,0.06268965652980818,0.06271900153992956,1.91766749197791e-15,6.91996546530849e-05,2.6007372934329435e-11,3.410966990161623e-09,2.980103828944366e-05,0.00013708448262345007,4.743312240294739e-05,3.616211183944542e-08,1.4158455136870568e-08,0.0002962118113824689,9.511260338701568e-09,3.4885378970400105e-09,2.5547750566777046e-05,7.268513522508612e-07,1.1791011471022822e-10,4.433959181539162e-13,8.606015612489836e-11,3.206105231029602e-09,5.983745196156665e-08,7.203347213201146e-15,4.352588212343539e-07,5.267802199353768e-13,4.0423909615803605e-10,4.3068872009207123e-13,8.215717677245412e-12,3.2784526039308313e-09,1.0073490687930022e-06,9.591830760153267e-09,3.735939956854435e-12,3.167254252054045e-17
0.0038948194426269675,0.5186209232515716,3.76,0.0,0.7522616220393121,0.9997039192358792,0.00014907920667950127,2.8086812518965032e-06,1.3105952064901547e-08,0.06374202403941817,0.06377318732884936,1.949861565208697e-15,7.261341771532376e-05,2.6448888969279192e-11,3.582484537366922e-09,3.162631373448764e-05,0.0001414385278357673,4.990378232304206e-05,3.776289187042341e-08,1.4767447110005237e-08,0.000311182712524921,9.91126257787428e-09,3.6679131167794693e-09,2.721585797514436e-05,7.710014510054515e-07,1.2314558372418853e-10,4.868497869127501e-13,9.443986698332602e-11,3.3473591215420612e-09,6.351203445961033e-08,7.903149947583145e-15,4.5731856816378156e-07,5.745321667164979e-13,4.4109730081271464e-10,4.757297902395597e-13,8.963022574029954e-12,3.2787820493499307e-09,1.0106297058826223e-06,9.647932410530105e-09,3.909017523080498e-12,3.3617948026353225e-17
0.003961862943439184,0.5187184690659031,3.76,0.0,0.7511932828633522,0.9996904453580252,0.00015828664588185448,2.859141236567816e-06,1.3791955881094742e-08,0.06479280726454419,0.06482587792391031,1.9820074170437798e-15,7.61673295123534e-05,2.6889925620080594e-11,3.7606433564758905e-09,3.354060794040438e-05,0.00014588184561297363,5.248173682462599e-05,3.9426378735916485e-08,1.539949758799374e-08,0.0003268028512166605,1.0327074631673119e-08,3.854211572771312e-09,2.896809472700451e-05,8.172839880122643e-07,1.285889273903813e-10,5.342437466089183e-13,1.0357415719180863e-10,3.494112777020211e-09,6.737334958779155e-08,8.665802237548392e-15,4.803352097482703e-07,6.262471406293598e-13,4.810266212545728e-10,5.251259089407183e-13,9.772416590428061e-12,3.279535560019735e-09,1.013778082246205e-06,9.707188771844123e-09,4.089417803176166e-12,3.5662259559299265e-17
0.0040289064442514,0.5188159123584807,3.76,0.0,0.7501257623643098,0.999676445750207,0.00016796259947049407,2.909857073181275e-06,1.4508480309645443e-08,0.06584200405671461,0.06587707454286341,2.0141050003195814e-15,7.986641693172445e-05,2.7330483230783002e-11,3.945634256943972e-09,3.5547330770837434e-05,0.00015041503641646513,5.517088223168842e-05,4.115467676778234e-08,1.6055350365381985e-08,0.00034309732380120693,1.0759236396128838e-08,4.047621547787764e-09,3.0807598575659015e-05,8.657804726426816e-07,1.342474277680964e-10,5.859103685238768e-13,1.1352630524389909e-10,3.6465491422457402e-09,7.142958355310622e-08,9.496558687288906e-15,5.043461350178297e-07,6.822287251997288e-13,5.242631424627796e-10,5.792703192122288e-13,1.0648656601426628e-11,3.2807470823506857e-09,1.0168059504495334e-06,9.769753013357585e-09,4.27745964853243e-12,3.780981744966115e-17
0.0040959499450636165,0.5189132546374118,3.76,0.0,0.7490590333887166,0.999661902423288,0.00017812717532641743,2.9608460251766505e-06,1.52566716888723e-08,0.06688961214166224,0.06692677836884563,2.0461542653661986e-15,8.371585822285897e-05,2.7770562173174713e-11,4.137651859872074e-09,3.7649990127642634e-05,0.00015503865564766447,5.797520596045618e-05,4.2949935685715185e-08,1.6735764340483954e-08,0.00036009204693507666,1.1208300287990148e-08,4.248334413241913e-09,3.273758537987e-05,9.165748072831403e-07,1.4012856171284861e-10,6.42208646964721e-13,1.2436453114303481e-10,3.804855020684718e-09,7.568925071132888e-08,1.0401082568366799e-14,5.293900169969092e-07,7.428021378003159e-13,5.710596466692299e-10,6.38589547870321e-13,1.159683452322492e-11,3.2824531162946327e-09,1.0197250587364996e-06,9.835784377007273e-09,4.473477607678281e-12,4.0065136373627314e-17
0.004162993445875833,0.5190104974546551,3.76,0.0,0.7479930679805094,0.9996467968934338,0.00018880119941625968,3.012126143610326e-06,1.6037705207000006e-08,0.06793562911704827,0.06797499054934572,2.0781551599204685e-15,8.772098558461785e-05,2.8210162847576358e-11,4.336894099723554e-09,3.9852193709469835e-05,0.00015975321383951015,6.089878581358506e-05,4.481435112843795e-08,1.7441513408526977e-08,0.00037781377408110695,1.1674831444866302e-08,4.456544004163297e-09,3.476134972640893e-05,9.697533317798694e-07,1.462399966118232e-10,7.035252604942335e-13,1.3616235074579467e-10,3.9692211029915665e-09,8.016120555992042e-08,1.1385474727517784e-14,5.555068444493948e-07,8.083152333632176e-13,6.216866849056432e-10,7.035460267255403e-13,1.2622398661929432e-11,3.284692898730233e-09,1.022547188097053e-06,9.905448462567663e-09,4.67782297850351e-12,4.243291175574845e-17
0.0042300369466880495,0.5191076424069107,3.76,0.0,0.7469278373656503,0.9996311101732535,0.00020000623206175533,3.0637162960147687e-06,1.6852784186157354e-08,0.06898005245023486,0.06902171219515167,2.110107628996867e-15,9.188728770136793e-05,2.864928568330425e-11,4.543561821856542e-09,4.215765073233396e-05,0.0001645591770187341,6.394578917134344e-05,4.675016494383045e-08,1.8173387176359808e-08,0.00039629011186779816,1.2159407899304613e-08,4.672446096044689e-09,3.6882265461517375e-05,1.025404865609621e-06,1.5258959576861655e-10,7.702760931083252e-13,1.4899884296363222e-10,4.139841975686996e-09,8.485465508681768e-08,1.2456296595822611e-14,5.827379540786709e-07,8.791397406098514e-13,6.76433660741469e-10,7.746408938085686e-13,1.3731175393206462e-11,3.287508561082226e-09,1.0252841902158655e-06,9.978916810831053e-09,4.890864957695488e-12,4.491802635160614e-17
0.004297080447500266,0.5192046911364843,3.76,0.0,0.7458633119370648,0.9996148227629091,0.00021176458407642733,3.115636196289209e-06,1.7703142409519948e-08,0.07002287947598634,0.07006694437927995,2.142011615183106e-15,9.62204122098979e-05,2.9087931142987262e-11,4.757860082219975e-09,4.45701737243357e-05,0.00016945696721088285,6.712047209288865e-05,4.8759662922020495e-08,1.8932189994427004e-08,0.00041554953615143757,1.2662620103328382e-08,4.896239853220059e-09,3.9103786241662835e-05,1.083620752573824e-06,1.5918543000595488e-10,8.429096744925135e-13,1.629591151784282e-10,4.316915944576202e-09,8.977917150182497e-08,1.3620608028772424e-14,6.111260629821889e-07,9.556735334659392e-13,7.356100277177568e-10,8.524170128756731e-13,1.4929393035373473e-11,3.290945329285402e-09,1.027948026414096e-06,1.0056367426375639e-08,5.112991895890815e-12,4.7525557044026204e-17
0.004357419598231261,0.5192919541174813,3.76,0.0,0.7449058168323737,0.9995996339669095,0.0002228392462498007,3.162663040122465e-06,1.849967197461892e-08,0.07096005664478411,0.07100638071081375,2.1706837004154103e-15,0.00010026765518994072,2.9482304310273364e-11,4.957425151995591e-09,4.683622159076693e-05,0.00017394380432221208,7.009044107685629e-05,5.0633135994694746e-08,1.9638812641587036e-08,0.0004335768052020921,1.3131942800570016e-08,5.104568501509007e-09,4.1192091459077516e-05,1.1382851394638799e-06,1.653390355560948e-10,9.137079871749083e-13,1.765598117943193e-10,4.4819668245128285e-09,9.441701451575126e-08,1.4754691648221797e-14,6.377010392319798e-07,1.0297862581876717e-12,7.929288208166208e-10,9.28612813255416e-13,1.6089752528874625e-11,3.2946095360540905e-09,1.0302929281061208e-06,1.0129630753133694e-08,5.321011268232186e-12,4.99813584300558e-17
0.004417758748962256,0.5193791417892591,3.76,0.0,0.7439488454727813,0.9995839274391839,0.0002343981442875321,3.209989284131378e-06,1.932673971016108e-08,0.07189593640188896,0.07194461214283018,2.1993164203518322e-15,0.00010445907558184472,2.987629159014594e-11,5.1634938851435756e-09,4.919509487132788e-05,0.00017850557513990418,7.317057447540805e-05,5.256991079200404e-08,2.036851791132332e-08,0.0004522841723611317,1.3617297503318942e-08,5.319600956654066e-09,4.3367380534420753e-05,1.1951729629822077e-06,1.717049464849381e-10,9.900379806438787e-13,1.9121639609108978e-10,4.652558283077672e-09,9.925760140314768e-08,1.5976575914118925e-14,6.652820833349199e-07,1.1091970063560442e-12,8.543598229650567e-10,1.0111578125311712e-12,1.733310926243529e-11,3.298853964502223e-09,1.0325973329084406e-06,1.0206408893867048e-08,5.537033662750672e-12,5.254458106360617e-17
0.004478097899693251,0.5194662554471708,3.76,0.0,0.742992374485661,0.9995676878643415,0.0002464591653007859,3.2576311803803207e-06,2.018530515275319e-08,0.07283051651962628,0.07288163937470478,2.2279097278409887e-15,0.00010879913022392741,3.0269893393599366e-11,5.376223219814103e-09,5.164979484967889e-05,0.00018314249890062127,7.636415507559042e-05,5.457174565964207e-08,2.1121922414651662e-08,0.00047169426486511865,1.4119140991555294e-08,5.54148772432835e-09,4.5632338973037634e-05,1.254356237675295e-06,1.7828946971698833e-10,1.0723018462803433e-12,2.0700509784684797e-10,4.828842613305316e-09,1.0430872227901197e-07,1.7292578939569813e-14,6.939033358263871e-07,1.1942557125063454e-12,9.201754153677794e-10,1.100547841609029e-12,1.8664940903721572e-11,3.303718869261971e-09,1.0348703516056685e-06,1.0286845570296768e-08,5.7613878329687174e-12,5.5219357730790544e-17
0.004532403135351146,0.5195445955538386,3.76,0.0,0.7421319586289213,0.9995526035448918,0.0002577586113696467,3.300792711566066e-06,2.0985753054534205e-08,0.07367052551801188,0.07372393484811124,2.253609966646762e-15,0.00011283603395427657,3.062380579481249e-11,5.573506213758403e-09,5.394349553356622e-05,0.00018738014569360753,7.933813291227539e-05,5.643049948442632e-08,2.1820765875739945e-08,0.0004897833702219604,1.4585282219963771e-08,5.747172125070634e-09,4.774973156757621e-05,1.3096447406097327e-06,1.8440776907590223e-10,1.151766943505395e-12,2.2225005197409866e-10,4.992493694368933e-09,1.0904139654495311e-07,1.8563017781996775e-14,7.205808550627724e-07,1.2759438292908826e-12,9.833966742002139e-10,1.1872903119219054e-12,1.9944028474562552e-11,3.308663166610242e-09,1.0368969051309205e-06,1.0362489410153825e-08,5.97071524911925e-12,5.772556840011244e-17
0.004586708371009041,0.5196228777741686,3.76,0.0,0.7412719108056699,0.9995370630885897,0.00026949349082938445,3.3442363495739874e-06,2.1813231990580818e-08,0.07450947817333978,0.07456525593416705,2.2792782050435374e-15,0.00011700043557519395,3.0977406649414744e-11,5.776430920849096e-09,5.631959618280869e-05,0.00019167894489986083,8.240917780491493e-05,5.834472166317249e-08,2.2539774808550658e-08,0.0005084778629814,1.506550090458213e-08,5.958643512551312e-09,4.9944008247739e-05,1.3669073322641342e-06,1.9071313981341218e-10,1.2367175947382595e-12,2.385409072594868e-10,5.160995687365242e-09,1.1395720510822603e-07,1.992037063633636e-14,7.481556929868652e-07,1.3627926671562677e-12,1.0506258290216467e-09,1.2804222694878288e-12,2.1303955103231457e-11,3.314177894268996e-09,1.0389124664290478e-06,1.0441328596021547e-08,6.187334733623125e-12,6.03288241341633e-17
0.0046410136066669366,0.519701103119843,3.76,0.0,0.7404122127515453,0.9995210545762058,0.0002816779652652051,3.3879752948194446e-06,2.2668480347683413e-08,0.07534737266617736,0.07540560308417055,2.3049144052441483e-15,0.00012129581525561113,3.1330696312362784e-11,5.9851167695036825e-09,5.8780437329169206e-05,0.00019603900212291844,8.557979676969321e-05,6.03157529041921e-08,2.3279418543439776e-08,0.0005277955200141177,1.556014734379684e-08,6.176015015051387e-09,5.221723839719312e-05,1.4262002393030001e-06,1.9721047856560908e-10,1.3275056551985801e-12,2.5594429947342476e-10,5.334464524637327e-09,1.1906241210534358e-07,2.1370157250294955e-14,7.766548320461324e-07,1.4551033304776421e-12,1.122097439982278e-09,1.3803851395336227e-12,2.27494343273089e-11,3.3202980671209752e-09,1.0409240956532182e-06,1.05234777388435e-08,6.41152249633883e-12,6.303244900272148e-17
0.004695318842324832,0.5197792726244468,3.76,0.0,0.7395528458053306,0.9995045658438942,0.00029432656157810344,3.4320231992694673e-06,2.355224934578034e-08,0.07618420711362803,0.07624497673007888,2.3305185284193153e-15,0.00012572572767610105,3.168367515783575e-11,6.199685165014707e-09,6.132840912473395e-05,0.00020046040679622305,8.88525318402764e-05,6.234495162818056e-08,2.404017053874519e-08,0.0005477545334911456,1.6069577148047077e-08,6.399401214790563e-09,5.457152691949966e-05,1.4875808997798016e-06,2.039047483909096e-10,1.4245041186219576e-12,2.745308775843865e-10,5.513017612546884e-09,1.2436347748434048e-07,2.2918226360318753e-14,8.061059416241996e-07,1.5531931236451597e-12,1.1980585932845967e-09,1.4876488495362758e-12,2.4285430133575144e-11,3.3270606924434765e-09,1.042939019508617e-06,1.0609054870053867e-08,6.643567880398288e-12,6.583987127489451e-17
0.004749624077982727,0.5198573873436475,3.76,0.0,0.738693790904469,0.9994875844801401,0.00030745417713438537,3.476394178518834e-06,2.446530115959261e-08,0.07701997956848312,0.07708337728409173,2.3560905345513092e-15,0.0001302938027130449,3.203634357849004e-11,6.4202585956601145e-09,6.396595205547446e-05,0.00020494323269870432,9.222995959812553e-05,6.44336952666899e-08,2.4822510946914e-08,0.00056837351575054,1.6594151624137502e-08,6.628917123314268e-09,5.7009014351973016e-05,1.551107979982239e-06,2.1080100700563013e-10,1.5281068465448957e-12,2.943754026895186e-10,5.696773922285337e-09,1.2986706253590104e-07,2.457076660391356e-14,8.365373907214088e-07,1.6573956841147164e-12,1.2787694931841024e-09,1.6027135447714636e-12,2.5917168850342978e-11,3.334504888395764e-09,1.0449646488858377e-06,1.0698180953840512e-08,6.88377425129012e-12,6.875462636651578e-17
0.004803929313640622,0.5199354483554774,3.76,0.0,0.737835028580625,0.9994700978227159,0.00032107608488980574,3.5211028237406636e-06,2.5408410650607582e-08,0.07785468801836982,0.07792080513823335,2.3816303827065387e-15,0.0001350037461071731,3.238870198832908e-11,6.646961544148908e-09,6.669555765865206e-05,0.00020948753846199156,9.571469071315736e-05,6.658337866866148e-08,2.5626926685253117e-08,0.0005896715041258297,1.7134237430612614e-08,6.864679206340596e-09,5.9531876974459065e-05,1.6168413912503004e-06,2.1790443841647082e-10,1.6387308946396478e-12,3.1555685957653307e-10,5.8858538700837876e-09,1.3558003549950488e-07,2.63343159330189e-14,8.679782607714691e-07,1.7680624511496092e-12,1.3645040758957938e-09,1.7261113737534059e-12,2.7650151240349e-11,3.342671944021448e-09,1.0470085968365354e-06,1.0790980594494336e-08,7.132459927108779e-12,7.178035984779161e-17
0.004852804025732728,0.5200056582555476,3.76,0.0,0.7370623762214902,0.9994539171351763,0.00033377135147440466,3.561641761884419e-06,2.6283559365923783e-08,0.07860501418260175,0.07867365885598847,2.404588716337395e-15,0.00013936711705361707,3.27055598574193e-11,6.856339578175249e-09,6.923301725978803e-05,0.00021363001560090203,9.894487791103318e-05,6.857136380627758e-08,2.6370180600542467e-08,0.0006094363244868591,1.7633884141290155e-08,7.082303127445841e-09,6.187727670503104e-05,1.6779384080084932e-06,2.2447899585645405e-10,1.7446603843627325e-12,3.35832223116191e-10,6.0606781943581605e-09,1.4090658571109378e-07,2.8022129532331245e-14,8.971627188383325e-07,1.873494938544713e-12,1.4461984372250664e-09,1.8447613293161633e-12,2.9301176430953324e-11,3.3506763027369205e-09,1.0488702818811124e-06,1.0877747014823436e-08,7.363802763052621e-12,7.460151075334743e-17
0.004901678737824834,0.5200758263621036,3.76,0.0,0.7362899299752204,0.9994373071076164,0.00034689134764266297,3.602477757800857e-06,2.7184274185616992e-08,0.0793544752587158,0.07942572524420005,2.4275209366245382e-15,0.00014385127468012342,3.3022167301555074e-11,7.070878071096169e-09,7.184899748030607e-05,0.00021782234959801048,0.00010226607295180794,7.061089595470383e-08,2.713207470315611e-08,0.0006297813947589783,1.8146671394480606e-08,7.305168289016301e-09,6.429525923577622e-05,1.7409175680500013e-06,2.3122949689237258e-10,1.8569732943032837e-12,3.57322383350483e-10,6.24000320731009e-09,1.4641378600740637e-07,2.981077027439506e-14,9.272111821262859e-07,1.9847456007485398e-12,1.5324159084294474e-09,1.9710565185791077e-12,3.104332071418948e-11,3.3593348918474826e-09,1.0507590228810917e-06,1.0967687925479084e-08,7.602539814320353e-12,7.751841791898486e-17
0.0049505534499169395,0.5201459535085042,3.76,0.0,0.7355176747892297,0.9994202579762818,0.00036044800774934086,3.6436224875691647e-06,2.8111144813118587e-08,0.08010306964086004,0.08017700454504592,2.4504270116217627e-15,0.00014845908062021494,3.3338524667943594e-11,7.290671406516964e-09,7.454542367343772e-05,0.00022206455392570642,0.00010568024797270566,7.270302853395337e-08,2.7912975975414626e-08,0.000650721494809549,1.867287785954289e-08,7.533361905424224e-09,6.678748572934358e-05,1.8058252020425455e-06,2.381599340212901e-10,1.976025802581067e-12,3.8009479937279357e-10,6.423919698454449e-09,1.521070965242184e-07,3.170581836556926e-14,9.581463834991447e-07,2.1021104021936984e-12,1.6233873418970263e-09,2.105459088716491e-12,3.288121639428821e-11,3.3686828128591356e-09,1.0526808647333138e-06,1.1060901236559537e-08,7.848938412242806e-12,8.053398025726675e-17
0.004999428162009045,0.5202160405433964,3.76,0.0,0.7347455953342025,0.9994027598053641,0.000374453524977015,3.6850879708666374e-06,2.9064770045581164e-08,0.08085079567825243,0.08092749698639978,2.4733069088017378e-15,0.00015319344781823,3.365463231975375e-11,7.515815788914286e-09,7.732425657018093e-05,0.00022635663354195193,0.00010918939630370758,7.484882533958764e-08,2.8713252825706363e-08,0.0006722716948285458,1.9212785557576433e-08,7.766972655456689e-09,6.935564103242113e-05,1.8727085009911772e-06,2.4527433647386e-10,2.1021932515478296e-12,4.042203831550288e-10,6.612519314660822e-09,1.5799212803234611e-07,3.3713136533654083e-14,9.899915565202768e-07,2.2258994643698536e-12,1.7193542981202215e-09,2.2484572425225445e-12,3.4819709459368746e-11,3.378756876659331e-09,1.0546420333627966e-06,1.1157487830462366e-08,8.103278522682476e-12,8.365117691300171e-17
0.005048302874101151,0.5202860883308563,3.76,0.0,0.7339736760017197,0.999384802485217,0.0003889203541991736,3.726886580328831e-06,3.0045754787275564e-08,0.08159765167465251,0.08167720278157417,2.4961605947367475e-15,0.0001580573408632459,3.3970490633807316e-11,7.746407838043216e-09,8.01874927505648e-05,0.00023069858524199722,0.00011279553219774884,7.704936277193998e-08,2.9533277004598455e-08,0.0006944473579323018,1.976668044341519e-08,8.00608907157118e-09,7.20014337268092e-05,1.941615526953492e-06,2.5257676167719137e-10,2.2358686246631007e-12,4.2977363843171414e-10,6.805894717808521e-09,1.6407464564453053e-07,3.5838882929048715e-14,1.022770443707925e-06,2.3564364282735583e-12,1.820569480015935e-09,2.400566568839524e-12,3.6863868328691887e-11,3.3895957025605283e-09,1.0566489480862638e-06,1.1257549666660518e-08,8.365853540267406e-12,8.687306923757926e-17
0.005092290114984046,0.52034909850971,3.76,0.0,0.7332790723801685,0.9993682398273905,0.0004023454293193597,3.764800667158771e-06,3.095253978048496e-08,0.0822690767473721,0.08235126557911146,2.516706473500183e-15,0.00016254808130130904,3.425455025843233e-11,7.958679391472869e-09,8.283824955487684e-05,0.00023464897345593878,0.00011612566029685233,7.907754807907918e-08,3.0288495303676534e-08,0.000714953161343147,2.0277384092579887e-08,8.226075079881533e-09,7.445045842202382e-05,2.0054025704836724e-06,2.593131847778439e-10,2.3629364145562292e-12,4.5405676002166306e-10,6.984093177110639e-09,1.6972265436277122e-07,3.785864559921297e-14,1.053089807790484e-06,2.4799686807127323e-12,1.9163685610351345e-09,2.545704334853666e-12,3.879833065570501e-11,3.400037955125911e-09,1.058499755805175e-06,1.1350663191209661e-08,8.609465890414447e-12,8.986488519546953e-17
0.005136277355866941,0.5204120782625677,3.76,0.0,0.7325845738106908,0.9993512893091737,0.00041616392389389926,3.8030044300166404e-06,3.188243548830769e-08,0.08293979437399332,0.08302469148847902,2.537231068616031e-15,0.00016714841566226282,3.453840853802135e-11,8.175515723968539e-09,8.556052665674912e-05,0.00023863973604206556,0.00011953749390977148,8.115175341745458e-08,3.106029045131129e-08,0.0007359898908801475,2.0799865207613153e-08,8.450659432914519e-09,7.696505168744089e-05,2.070904763574019e-06,2.662083765904972e-10,2.4967357782122966e-12,4.796192747917778e-10,7.166304556385316e-09,1.7553985275271785e-07,3.998449825779624e-14,1.08420317360907e-06,2.6094986780116784e-12,2.016833620120722e-09,2.699080505488469e-12,4.082670126460355e-11,3.4111633161311385e-09,1.0603979633457228e-06,1.1446755178524478e-08,8.860232345548425e-12,9.294640435906717e-17
0.005180264596749836,0.5204750282519165,3.76,0.0,0.7318901683258013,0.9993339431923995,0.00043038547239656607,3.841507651117812e-06,3.283589921847388e-08,0.08360980322138038,0.08369748063388993,2.5577343545109956e-15,0.0001718606136657762,3.48220657825408e-11,8.39699006832794e-09,8.835585596345667e-05,0.00024267085515019735,0.00012303254383231368,8.327278617400091e-08,3.1848941324752955e-08,0.0007575693648806607,2.1334339698648878e-08,8.679908477609724e-09,7.954650855435878e-05,2.138158996250183e-06,2.7326546638446733e-10,2.6375960748432914e-12,5.065235645240403e-10,7.352598249785503e-09,1.8153077964974222e-07,4.222159461147752e-14,1.1161289409046536e-06,2.7452943970520148e-12,2.12217385950015e-09,2.8611336423661945e-12,4.295317324457281e-11,3.4230039969081795e-09,1.062348704354349e-06,1.154590544514977e-08,9.118398272276623e-12,9.612003751755213e-17
0.005219853113544441,0.5205316583505013,3.76,0.0,0.7312652729335462,0.9993179869594871,0.000443537583973271,3.876424874365287e-06,3.371454947148367e-08,0.08421220405083249,0.08430244652601628,2.576169070999106e-15,0.0001761991391143017,3.507718568327792e-11,8.600343789378665e-09,9.093539803104741e-05,0.00024633334883595573,0.0001262504979157312,8.522242612358296e-08,3.2573370893491674e-08,0.0007774648656917679,2.1825801450995615e-08,8.890276300978223e-09,8.192807108635058e-05,2.2002167715964045e-06,2.797578933242718e-10,2.7706915852660124e-12,5.319384033185472e-10,7.523810771130448e-09,1.8707499254496622e-07,4.4334535015071954e-14,1.145572228558983e-06,2.8730980328406637e-12,2.2213280974341197e-09,3.0147802356766164e-12,4.495447656551473e-11,3.4342999480741494e-09,1.0641536594178209e-06,1.163782259844219e-08,9.35728594795833e-12,9.905710502670364e-17
