Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172)
7.232077019296262e-12,0.1873290533857457,3.76,0.0,0.9739854300772749,0.9999999993787675,7.33212669195511e-19,4.391644621388056e-09,1.732735428117669e-15,6.553358997583409e-07,6.553359324591768e-07,1.0098010860581835e-16,4.263001763410373e-15,3.976724051285007e-15,1.2897079410528714e-18,1.2365286215288185e-18,6.212288106770315e-10,9.481050252571997e-17,2.71164698250338e-10,1.0299135066037389e-12,1.0274719581799176e-12,3.4908771584670206e-10,7.314906497582335e-17,1.3324514507533608e-16,1.767889872091559e-19,6.61474920543793e-16,8.663927555962606e-24,8.812948506285366e-27,1.0841348003496581e-15,2.219777067919184e-22,5.016046931575008e-34,7.085773771235573e-17,5.885994215667827e-23,2.3325693733314368e-27,6.1378698375206146e-30,5.2423881938324626e-33,7.510278800510471e-10,1.5124353716735639e-15,7.51012840714123e-10,1.7688729830597174e-19,7.919178630020953e-30,5.51228402965146e-19,2.687979149381645e-11,1.485464619221314e-23,4.531913036918505e-33,2.5160263595164576e-17,1.7981041869772813e-22,9.840105135699507e-24,8.538478994471383e-26,9.665223277028707e-34,1.009836597971844e-32,2.024523577222366e-18,1.3418061084873926e-24,4.276552392510321e-25,2.740882108424545e-29,2.4207657162726116e-38,5.341370780799675e-37,2.6097701697795435e-43,1.3491075177004029e-11,7.249866100281268e-23,4.1436945525596024e-33,3.6391152892559734e-27,2.893981126637735e-31,1.95497510515093e-16,2.6841103956470776e-11,8.435595323208959e-24,4.391626335533786e-09,8.392302932721605e-18,3.653957053249565e-14,3.034338716537456e-23,6.926719730139881e-22,3.3965506570568163e-17,1.3462721713508332e-11,4.6002239377473527e-32,1.4880839104269468e-20,4.771141371675759e-32,2.8508192281249132e-33,5.5674296249984914e-24,4.1974559269364776e-35,1.2533800771595075e-31,2.26457964566167e-16,5.907821241257712e-32,2.6618432607305797e-24
1e-11,0.18732906249836578,3.76,0.0,0.9739851770400729,0.9999999991409988,1.8999620183613977e-18,6.0724616491261735e-09,3.32164373197759e-15,9.061515977189951e-07,9.061516601695401e-07,1.907962275688899e-16,8.337682277624276e-15,7.598854265117308e-15,3.3363976945607543e-18,3.197342207807284e-18,8.589944877011073e-10,1.8118051746536757e-16,3.746915493199877e-10,1.963942649288825e-12,1.9626441086143293e-12,4.824348623418025e-10,1.3983762918444266e-16,2.550709166815945e-16,4.573576965934957e-19,9.468578292116919e-16,2.2441850769518505e-23,2.371104627630065e-26,2.0688092126206124e-15,5.740848332428891e-22,1.757802193205787e-33,1.3534413586094693e-16,1.5246729110089129e-22,7.940504948815921e-27,1.5874009782260386e-29,2.2676223923142758e-32,1.0384657090423157e-09,2.8902152219292622e-15,1.0384369702198629e-09,3.4046574004761695e-19,2.6759592484370995e-29,1.0492186275356202e-18,3.716856694016651e-11,3.847334676357203e-23,1.653166189315237e-32,4.806216989109531e-17,4.649423034803665e-22,2.5674662170301496e-23,2.2189733814009275e-25,3.2654975272671866e-33,2.6256462470542563e-32,5.703225972048203e-18,3.47576663834581e-24,1.1077371337143217e-24,9.330862694186752e-29,1.047739609152658e-37,2.3058287528220455e-36,1.2283353280913054e-42,1.8652576093456936e-11,1.8757221364625527e-22,1.618634754919709e-32,9.62455815859672e-27,8.16774219981087e-31,3.7356348386188376e-16,3.7094662031017645e-11,2.1886178372444802e-23,6.0724267056226536e-09,1.6037692418843254e-17,6.977409003517215e-14,7.917944550071116e-23,1.7876209494643825e-21,8.735507785397452e-17,1.8598431107152758e-11,1.5966751916026604e-31,2.842821110373826e-20,1.635416071140873e-31,1.0893302605131112e-32,1.4395692615685953e-23,1.7862197542709999e-34,4.318273303598171e-31,4.3265802377727193e-16,2.0912540442800562e-31,6.833448339765723e-24
1.0286091949452216e-11,0.18732906249836578,3.76,0.0,0.9739851508862026,0.9999999991164229,2.0545183437999967e-18,6.246190831201876e-09,3.515241856734327e-15,9.320758529043186e-07,9.320759189737453e-07,2.0167048522151302e-16,8.838298764835434e-15,8.039573850721737e-15,3.607406052095669e-18,3.4569498475379767e-18,8.835700134867492e-10,1.9168985547908944e-16,3.853839944457296e-10,2.0775258829620278e-12,2.076413170657452e-12,4.962094276472977e-10,1.4795345610716065e-16,2.699055968569932e-16,4.94508945945668e-19,9.774980819963925e-16,2.426653494956961e-23,2.5701942474464477e-26,2.1885483273513813e-15,6.207052417425719e-22,1.9334602875557185e-33,1.431891239832545e-16,1.648642856569014e-22,8.721076686270661e-27,1.7163115842503977e-29,2.5179373594233734e-32,1.0681751591772106e-09,3.057860552401807e-15,1.0681447534522137e-09,3.6043105732167534e-19,2.9379060821765203e-29,1.1097084093453418e-18,3.8232047700976573e-11,4.160119110589969e-23,1.821995836469952e-32,5.084836460439654e-17,5.026929405332754e-22,2.7775414417510417e-23,2.399908354597427e-25,3.5851303407288615e-33,2.8398765132114756e-32,6.199604404736452e-18,3.758379147233275e-24,1.1978033277960891e-24,1.0248133105583352e-28,1.163424700186277e-37,2.5601494766055077e-36,1.3685209998143844e-42,1.918600712358719e-11,2.028093269085068e-22,1.7896447083770188e-32,1.0421289814255664e-26,8.879851467558082e-31,3.9522951978741865e-16,3.815385826497368e-11,2.366821154650598e-23,6.246153860835312e-09,1.6967974119228885e-17,7.38166895178792e-14,8.565958272770504e-23,1.9325211272680873e-21,9.441436868922333e-17,1.912872482595693e-11,1.7555085424964414e-31,3.0076410067718843e-20,1.796961334303289e-31,1.2033025003770172e-32,1.556435161877837e-23,1.9822475888673207e-34,4.746066254376376e-31,4.577455944190783e-16,2.3013986368204948e-31,7.384691599079501e-24
1.334010687960817e-11,0.18732907161099516,3.76,0.0,0.973984871695191,0.9999999988540746,4.386750377220145e-18,8.100743021412953e-09,5.9306920953394505e-15,1.2088157266212689e-06,1.2088158376502807e-06,3.351524377312872e-16,1.5218379611496624e-14,1.3518402780551342e-14,7.68953189996803e-18,7.365398353208241e-18,1.145913656327336e-09,3.2234829845828443e-16,4.994313522259564e-10,3.488422947951377e-12,3.490181832722028e-12,6.431569703428622e-10,2.488949299398097e-16,4.547005434489346e-16,1.0541279815711835e-18,1.323879263084261e-15,5.1758478170322504e-23,5.689014687932115e-26,3.6748173502155205e-15,1.322727761629984e-21,5.240809462410369e-33,2.4067113748919095e-16,3.5164997007926567e-22,2.298493992275028e-26,3.657495654739251e-29,7.997348623758809e-32,1.3853210570791695e-09,5.142119458164605e-15,1.3852699282119676e-09,6.106429146823006e-19,7.693887920845722e-29,1.858390143753454e-18,4.958505219603246e-11,8.871887838879604e-23,5.156323444672723e-32,8.547293407273362e-17,1.0710110153504939e-21,5.966872795850035e-23,5.135452034907447e-25,9.388644661502089e-33,6.088334761744146e-32,1.4280214737450425e-17,8.016353638184816e-24,2.554723166873161e-24,2.7010855207680205e-28,3.6973624373305655e-37,8.115843689269694e-36,4.7656348026436804e-42,2.4879644753369658e-11,4.322856372714871e-22,5.38010816412463e-32,2.2705583326630298e-26,2.0595851426206913e-30,6.645723677862993e-16,4.9453616182844075e-11,5.056295865574262e-23,8.10068085211336e-09,2.8533980956484945e-17,1.2403417770660897e-13,1.8416072616074355e-22,4.109507949802528e-21,2.000825781967722e-16,2.4783388339852307e-11,4.734987296230524e-31,5.0560707235694634e-20,4.787996946269139e-31,3.553838489644171e-32,3.313782737132796e-23,6.36244982815498e-34,1.270866380638931e-30,7.695697295063302e-16,6.311934072475757e-31,1.5610600165485096e-23
1.6394121809764126e-11,0.18732908072363383,3.76,0.0,0.9739845925042402,0.9999999985917227,8.027134272192123e-18,9.955301191888542e-09,8.9852002358359e-15,1.485555520909811e-06,1.4855556884662486e-06,5.002520686331409e-16,2.351508982671559e-14,2.041288972409727e-14,1.4047528110881164e-17,1.3449220037468046e-17,1.408259737659836e-09,4.867861031248775e-16,6.133071140241748e-10,5.262022117211094e-12,5.268295905463362e-12,7.899305748958398e-10,3.7600149367278134e-16,6.878888864796326e-16,1.9257834036034405e-18,1.706756430610432e-15,9.458919929282655e-23,1.0772334067314622e-25,5.5412301662350015e-15,2.415751273334094e-21,1.1693653525487739e-32,3.632670183475716e-16,6.426576631103186e-22,4.9915565150539e-26,6.679877559793074e-29,2.02729073680481e-31,1.7024655737609302e-09,7.765209835943236e-15,1.7023883655258451e-09,9.289519145568294e-19,1.6609890129044286e-28,2.7948981623569708e-18,6.093880497645965e-11,1.6210892359633139e-22,1.201135301661864e-31,1.2902323028818887e-16,1.9555945828913134e-21,1.0980933280321553e-22,9.415014385408965e-25,2.026917690351689e-32,1.119243201808752e-31,2.7991878617713314e-17,1.4649878709971384e-23,4.6685636938923236e-24,5.866104344587747e-28,9.378003316968646e-37,2.0534649922849539e-35,1.3265908288816676e-41,3.05719884652025e-11,7.896270695973349e-22,1.3204436021263897e-31,4.2371420260894494e-26,4.08058029506219e-30,1.0035105367902799e-15,6.07403928276753e-11,9.25483104886619e-23,9.955207309364704e-09,4.3090488051503795e-17,1.87161663633939e-13,3.392505410962325e-22,7.48969708890269e-21,3.634239201429659e-16,3.042673465055874e-11,1.0497955626449645e-30,7.632868065348083e-20,1.0488042131825108e-30,8.559621229986475e-32,6.04516858493635e-23,1.641837783270481e-33,2.7974445415337062e-30,1.1618738521705289e-15,1.4261647629042629e-30,2.827846358055022e-23
2.2502151670076035e-11,0.18732909894893884,3.76,0.0,0.9739840341225195,0.9999999980670078,2.0344396101530327e-17,1.3664435473117615e-08,1.7034026172745243e-14,2.0390348712040674e-06,2.0390351864334295e-06,9.211700533541809e-16,4.627215425909298e-14,3.844764182459149e-14,3.5486586108043065e-17,3.394426498949553e-17,1.9329592101000362e-09,9.17000671140463e-16,8.405451165676403e-10,9.895171724286521e-12,9.915775827535882e-12,1.0829568251000518e-09,7.088083443566128e-16,1.3004023131127173e-15,4.8651873588778385e-18,2.6046704762218214e-15,2.390590357047131e-22,2.9114513267199284e-25,1.040817178310286e-14,6.099329255504587e-21,4.096058022046155e-32,6.836643609241366e-16,1.6242763573469783e-21,1.6581874346026325e-25,1.6865741362047679e-28,8.692278364175442e-31,2.3367504634841325e-09,1.462787453805493e-14,2.336605029812104e-09,1.775159268534053e-18,5.454432252932723e-28,5.222737077037761e-18,8.364855538112746e-11,4.095667462966156e-22,4.577959278522677e-31,2.4286120619561745e-16,4.935280578950673e-21,2.8132384810850495e-22,2.394445176090997e-24,6.657614212269857e-32,2.869197697830661e-31,8.012121046757619e-17,3.702416987952248e-23,1.1797756791516088e-23,1.948865367625451e-27,4.025725043693415e-36,8.770167461896459e-35,6.896717579338865e-41,4.19527956178363e-11,1.9941558528725502e-21,5.485412834815611e-31,1.115477551451183e-25,1.2044543022697886e-29,1.890115052400581e-15,8.327505830775428e-11,2.3461553783994214e-22,1.366425862177742e-08,8.117564269407505e-17,3.520342484778033e-13,8.710421796559398e-22,1.8831999313962614e-20,9.077128286886227e-16,4.16795585127546e-11,3.6140304940698446e-30,1.4369695545196046e-19,3.522929854473411e-30,3.4253485759947134e-31,1.5224003612109303e-22,7.327644007836949e-33,9.490412043963877e-30,2.1877123882491234e-15,5.1311653694223274e-30,7.024147733579596e-23
2.8610181530387944e-11,0.18732911717428097,3.76,0.0,0.9739834757410404,0.9999999975422783,4.1421910935811466e-17,1.7373593673774512e-08,2.7710650799014557e-14,2.5925139037920583e-06,2.592514412695864e-06,1.4556927845709741e-15,7.800351896556697e-14,6.214124403725788e-14,7.202369143531955e-17,6.883257919202501e-17,2.457668418492445e-09,1.4823354521182836e-15,1.0671007389108752e-09,1.5972319802941544e-11,1.60149974448615e-11,1.3752900272495176e-09,1.146581860228581e-15,2.1095116925754127e-15,9.875011259606603e-18,3.7201926942521004e-15,4.853485578649212e-22,6.283943229032968e-25,1.6775745897836557e-14,1.2372735401818325e-20,1.0729505522146344e-31,1.1040873145665934e-15,3.297794522267683e-21,4.148484652248643e-25,3.4213488881027075e-28,2.6202460611577604e-30,2.9710298283905192e-09,2.364583207510226e-14,2.970794750623316e-09,2.9105124965496277e-18,1.3505998049526752e-27,8.37465459050586e-18,1.0636129888845807e-10,8.312414267859843e-22,1.279579030411517e-30,3.9227627805269204e-16,1.0006957553704457e-20,5.785802863105085e-22,4.890710960247191e-24,1.6491075128839291e-31,5.921016178192918e-31,1.8087940321528225e-16,7.516548347909074e-23,2.394960956808247e-23,4.876023231498546e-27,1.214750272508332e-35,2.6350288147024853e-34,2.3807438350461157e-40,5.3328431787620994e-11,4.046058661776381e-21,1.6237552198030855e-30,2.353176168108998e-25,2.8134062995306326e-29,3.054918106001401e-15,1.0575797575970713e-10,4.777242878791793e-22,1.7373307798051985e-08,1.3122486227063919e-16,5.681916468982392e-13,1.795336283725446e-21,3.8048294635553987e-20,1.822155822125783e-15,5.288737538607502e-11,9.289180023407705e-30,2.3214082980756527e-19,8.857164080710136e-30,9.912041543579614e-31,3.0801861339087063e-22,2.260564414088304e-32,2.4077452276980546e-29,3.5348078819762906e-15,1.37358192431744e-29,1.4024140618424605e-22
3.471821139069985e-11,0.1873291353996599,3.76,0.0,0.9739829173598015,0.9999999970175338,7.383206031538917e-17,2.1082775792679864e-08,4.1066495482708534e-14,3.14599261867852e-06,3.145993367065408e-06,2.095224572602946e-15,1.1964765923282372e-13,9.149097338037248e-14,1.279717849277818e-16,1.22193368698085e-16,2.982387349914008e-09,2.1827924012421338e-15,1.292976852424704e-09,2.3488584167803686e-11,2.3561913904784966e-11,1.6669321236585172e-09,1.6895263800447546e-15,3.117382438918516e-15,1.7547017463133024e-17,5.104606823848305e-15,8.625977964106658e-22,1.183468579992447e-24,2.4629701032876468e-14,2.1972332842661078e-20,2.3687255528383076e-31,1.6242276054038702e-15,5.8612737161195324e-21,8.769319189692854e-25,6.0760006031191135e-28,6.469946467380247e-30,3.605303668527509e-09,3.481905812340831e-14,3.6049575324929014e-09,4.34707469809707e-18,2.8263338446422466e-27,1.2231536398149725e-17,1.29077035469763e-10,1.4768419928889613e-21,2.9838811023014193e-30,5.771780767941406e-16,1.7763036132853133e-20,1.0414375850381276e-21,8.744524754283912e-24,3.452725098287827e-31,1.0727373483338835e-30,3.534784395159671e-16,1.3358442756593607e-22,4.255999161862331e-23,1.0307810046929298e-26,3.00241147870751e-35,6.485496692521402e-34,6.6086866640975375e-40,6.469890034792864e-11,7.186649987154246e-21,3.9560852122474075e-30,4.339030906834653e-25,5.705946526138089e-29,4.497788142021121e-15,1.2818927236439823e-10,8.515245825251193e-22,2.1082354838166253e-08,1.9323975298118526e-16,8.353790573164144e-13,3.2386262848436673e-21,6.729672888373777e-20,3.2021714694683885e-15,6.405037302531075e-11,2.005849681211238e-29,3.4161789169988084e-19,1.8714073934233267e-29,2.3724922596309587e-30,5.455369126600153e-22,5.665919680033152e-32,5.133456340797805e-29,5.202683589684309e-15,3.090772793237682e-29,2.4512336280860618e-22
4.082624125101176e-11,0.1873291536250755,3.76,0.0,0.9739823589788027,0.999999996492774,1.2016356572851175e-16,2.4791981828658736e-08,5.715242692497876e-14,3.6994710158675107e-06,3.6994720493564493e-06,2.831979029396859e-15,1.7213155985563587e-13,1.2649412992885123e-13,2.0760405609214592e-16,1.9804974667233116e-16,3.5071159916061473e-09,3.018373420933289e-15,1.5181762912628048e-09,3.24391477806468e-11,3.25525284687151e-11,1.9578850346097218e-09,2.3378266535005937e-15,4.326149421716062e-15,2.846769474392047e-17,6.808435267918457e-15,1.3997097789168997e-21,2.031294543453829e-24,3.395602955637194e-14,3.562572892908099e-20,4.668067441611296e-31,2.2437809678101002e-15,9.511177859250092e-21,1.6553283051906012e-24,9.851848370301954e-28,1.40353400886468e-29,4.239571983943447e-09,4.8147528047956563e-14,4.23909337990506e-09,6.096805586804963e-18,5.280027860327632e-27,1.6774988104451117e-17,1.5179576509587112e-10,2.3955898214884344e-21,6.171512294895322e-30,7.974772413238925e-16,2.878750574115128e-20,1.7115725669740578e-21,1.427645491877558e-23,6.454534486660411e-31,1.7811588733559734e-30,6.258983235978114e-16,2.167538057041231e-22,6.90521618808127e-23,1.9458395591762884e-26,6.519824161457365e-35,1.4021714387960315e-33,1.5999858707859062e-39,7.606420464056227e-11,1.1654592740278738e-20,8.481806852964809e-30,7.298349846971063e-25,1.0518026734616583e-28,6.2185947432039474e-15,1.5056907388078805e-10,1.3858346399493323e-21,2.4791399742098646e-08,2.6722204572244006e-16,1.1533448904718475e-12,5.3342185878451485e-21,1.0866448228916532e-19,5.136746077859918e-15,7.516873672994106e-11,3.8542407561434565e-29,4.720862546147146e-19,3.5162813956054316e-29,5.005521272570392e-30,8.82082789025182e-22,1.240874488607184e-31,9.736824699482655e-29,7.19086748298436e-15,6.197491770230965e-29,3.9107041870454003e-22
4.964894774362441e-11,0.18732917995073056,3.76,0.0,0.973981552429195,0.9999999957347612,2.1683107223167399e-16,3.014976409488465e-08,8.530636075015899e-14,4.498938951402271e-06,4.498940476876591e-06,4.054591799110904e-15,2.688772157092035e-13,1.8702969542234618e-13,3.7277209848685297e-16,3.551225485082229e-16,4.265074197040874e-09,4.4638792445260054e-15,1.8422751181189923e-09,4.789056007279513e-11,4.807996352638825e-11,2.3769372145315345e-09,3.460571300448173e-15,6.430944578396559e-15,5.1121240758274553e-17,9.93105998087723e-15,2.514210661640944e-21,3.953503853936243e-24,4.9999788079698916e-14,6.391664554323683e-20,1.089284586181282e-30,3.3136083237595313e-15,1.7084978126265122e-20,3.611845159126998e-24,1.7676338017085922e-27,3.719388391625245e-29,5.1557272317533435e-09,7.120464126327396e-14,5.155019496310374e-09,9.200411348555408e-18,1.1327424531431096e-26,2.4515551745071125e-17,1.846169795508265e-10,4.3007622278988124e-21,1.5332501706148413e-29,1.178004963703492e-15,5.1611545247089894e-20,3.133073517129584e-21,2.588218896389559e-23,1.3867024079219564e-30,3.341565133027916e-30,1.2640087145782563e-15,3.893139017140726e-22,1.2400999880419658e-22,4.246053194333176e-26,1.7309211117016004e-34,3.693492571996934e-33,4.997372382121378e-39,9.24716384868425e-11,2.0915646002961328e-20,2.203215279336686e-29,1.380611854444681e-24,2.2686955067924734e-28,9.194626871446299e-15,1.8280477510830397e-10,2.500413801893902e-21,3.014890326915006e-08,3.9521674658111715e-16,1.701786624479638e-12,9.795789805959307e-21,1.937332970612531e-19,9.06810660648836e-15,9.115015032792967e-11,8.610998616752665e-29,6.975179519452759e-19,7.577816680350715e-29,1.2722213883788684e-29,1.5758588937492118e-21,3.3007233059030745e-31,2.1310168533558814e-28,1.062725049912815e-14,1.4795226786186164e-28,6.848387334580973e-22
5.847165423623706e-11,0.18732920627646157,3.76,0.0,0.9739807458800841,0.9999999949767161,3.556508317829109e-16,3.5507596256335436e-08,1.1940620883594322e-13,5.298406224101901e-06,5.298408335819558e-06,5.447182278801996e-15,3.92779547310304e-13,2.5934737093983046e-13,6.084011093292774e-16,5.787810202875359e-16,5.023052599745605e-09,6.1913197396344464e-15,2.1649759805201986e-09,6.631097298270071e-11,6.659998889707847e-11,2.7945608847975935e-09,4.803909610594044e-15,8.965314547703701e-15,8.344294797664119e-17,1.3966394193341315e-14,4.1048960552358784e-21,6.958653646388744e-24,6.904753640199584e-14,1.0423161235548553e-19,2.236295605673821e-30,4.5893649282896675e-15,2.7895169885315025e-20,6.95232323427537e-24,2.8827661276546542e-27,8.460466837912771e-29,6.071870952923074e-09,9.875837306977105e-14,6.070889438135241e-09,1.3016390724562913e-17,2.1431998498639326e-26,3.3602573270840634e-17,2.1744443860505407e-10,7.017981446402694e-21,3.3079280878240537e-29,1.6319479132436355e-15,8.410483510748302e-20,5.2108478716355735e-21,4.264979071500956e-23,2.628575519123599e-30,5.754205881813205e-30,2.28771404556952e-15,6.355764467542217e-22,2.0242781121532504e-22,8.173705799909746e-26,3.945109861595879e-34,8.34755879568956e-33,1.3049563422154445e-38,1.0886831395459071e-10,3.411775613127733e-20,4.9171345577549455e-29,2.3678919803023725e-24,4.388415683453314e-28,1.2749908527313922e-14,2.1493365309342031e-10,4.1005503361599475e-21,3.5506402339125135e-08,5.481902719048202e-16,2.3549420506818105e-12,1.6342310386696402e-20,3.139291847055247e-19,1.4550195906150683e-14,1.0703934498149597e-10,1.6929857044299856e-28,9.665413057914552e-19,1.4373587852059841e-28,2.791102173425533e-29,2.5588189849862565e-21,7.486721619142815e-31,4.106042373669021e-28,1.4729609108683268e-14,3.0938004318312797e-28,1.0902670237179205e-21
6.729436072884972e-11,0.18732923260226822,3.76,0.0,0.9739799393314678,0.9999999942186384,5.445225900213616e-16,4.086547830958893e-08,1.5959920983410558e-13,6.097872833972955e-06,6.0978756256520964e-06,6.992474525157221e-15,5.465093255408422e-13,3.434392964952757e-13,9.269220383246883e-16,8.805595882642019e-16,5.781051163041116e-09,8.200700432825103e-15,2.4862870234645352e-09,8.768655486157388e-11,8.810109837288211e-11,3.210761592150781e-09,6.3682492356925105e-15,1.193537364748484e-14,1.2714054676077736e-16,1.905877987963115e-14,6.2561556024572836e-21,1.1371530487334215e-23,9.105954743203873e-14,1.5866932221031535e-19,4.163184678180143e-30,6.0701765468590756e-15,4.251539689008619e-20,1.2200306101925622e-23,4.3887615081874975e-27,1.7079837666533122e-28,6.988003147593114e-09,1.3080865184662332e-13,6.986703218294955e-09,1.757960772538009e-17,3.698596803488045e-26,4.3987196613089385e-17,2.5027814217372247e-10,1.0690153780706891e-20,6.410919893245377e-29,2.159047821336731e-15,1.279392150437979e-19,8.085047948778817e-21,6.559623142634044e-23,4.546401860546315e-30,9.327720023397106e-30,3.8178259368079405e-15,9.685879776039423e-22,3.0845172066731743e-22,1.4344688144385888e-25,7.979106851299059e-34,1.6750622162810068e-32,2.953478869506877e-38,1.2525424074925392e-10,5.195129136292612e-20,9.782075502667727e-29,3.780354665562472e-24,7.810493632169476e-28,1.6884060276735253e-14,2.4695607126699064e-10,6.2768890117983576e-21,4.086389695195958e-08,7.261489975749714e-16,3.1120873073437095e-12,2.5430156784997943e-20,4.748756338547485e-19,2.179724346339586e-14,1.2283685301697013e-10,3.0283003399323017e-28,1.2790358644409407e-18,2.484369407545831e-28,5.478385576214747e-29,3.878619141373196e-21,1.5065390107496325e-30,7.206093096941901e-28,1.9496573850935547e-14,5.848931021019235e-28,1.6209629707120507e-21
7.611706722146237e-11,0.1873292589281501,3.76,0.0,0.9739791327833436,0.9999999934605276,7.915012955686672e-16,4.622341025121316e-08,2.0603277290253355e-13,6.8973387810204355e-06,6.897342345841737e-06,8.674716451457014e-15,7.327359996014147e-13,4.392975873451444e-13,1.3408023684190793e-15,1.2719665533305343e-15,6.539069850295771e-09,1.0492026874078487e-14,2.806216380470498e-09,1.1200349621342418e-10,1.12571794854097e-10,3.6255448855291582e-09,8.153961115819441e-15,1.534722009442548e-14,1.8392734350812792e-16,2.5352051358165552e-14,9.052743603188922e-21,1.7556311043548474e-23,1.1599633723130662e-13,2.2932827059278034e-19,7.192514320438521e-30,7.755170248802694e-15,6.152174112787765e-20,1.9961141625777035e-23,6.3438655976206345e-27,3.151862125780259e-28,7.904123815903881e-09,1.6735540593468132e-13,7.902460849694898e-09,2.292505492276412e-17,5.9536797159779e-26,5.562198036592119e-17,2.831180901719788e-10,1.5460506936581057e-20,1.1457313227075222e-28,2.7590462641722984e-15,1.8478185793703822e-19,1.1902681027387354e-20,9.577144239846686e-23,7.337817941102999e-30,1.44705313199605e-29,5.987789158122681e-15,1.4014459036853972e-21,4.46242110573304e-22,2.3471242501143976e-25,1.4750791939940896e-33,3.073290888777748e-32,6.023353479922611e-38,1.416294285987649e-10,7.510725539473722e-20,1.785404554313055e-28,5.715067514296306e-24,1.3033861222187878e-27,2.1596701574561077e-14,2.788723932663286e-10,9.12168839232802e-21,4.622138710758817e-08,9.290997968070047e-16,3.972499262560894e-12,3.754007045548902e-20,6.820591743994005e-19,3.100997542508256e-14,1.3854320593817703e-10,5.0430310205724746e-28,1.6348813609243332e-18,4.00342439978144e-28,9.890463715636543e-29,5.5821473457149125e-21,2.7731618224864788e-30,1.1785758643705341e-27,2.4926772583414743e-14,1.0241935483300389e-27,2.2892991110564924e-21
9.376248020668768e-11,0.18732931158013802,3.76,0.0,0.973977519688564,0.9999999919442053,1.4928422898991936e-15,5.693942378585643e-08,3.182079706665579e-13,8.496268686654909e-06,8.496274075184246e-06,1.2397328511271433e-14,1.2132683616397237e-12,6.662817846855181e-13,2.5043909521885627e-15,2.36917051687652e-15,8.055167451579345e-09,1.5920539061741717e-14,3.4419622468416667e-09,1.6940678328055965e-10,1.7037636835984363e-10,4.4508812750986895e-09,1.2390738002401855e-14,2.3520372133327338e-14,3.4360908639487065e-16,4.210872810569306e-14,1.692093253410834e-20,3.696356844545061e-23,1.7448919037514744e-13,4.2763940234534075e-19,1.8348486286926657e-29,1.1734247424458377e-14,1.149967787949115e-19,4.5998081502988425e-23,1.1833214258773484e-26,8.93584334180707e-28,9.736330574010281e-09,2.5393805313344615e-13,9.733807717407006e-09,3.6102455154448697e-17,1.327898281267425e-25,8.246329545216666e-17,3.488167191172432e-10,2.8866608929723413e-20,3.0929442480555973e-28,4.1767117189630176e-15,3.4407797014266294e-19,2.2998998103080672e-20,1.822061772684745e-22,1.6479537625301332e-29,3.194853370268002e-29,1.2860641215438489e-14,2.6190518408250984e-21,8.337382660037867e-22,5.40942947404459e-25,4.197529332753081e-33,8.610665822991683e-32,2.049147069143707e-37,1.7434762624356058e-10,1.4013412319184852e-19,4.984278059271582e-28,1.1594647160064587e-23,3.1608715415487995e-27,3.275593404980533e-14,3.4238819383901263e-10,1.719408136471714e-20,5.6936354046964954e-08,1.4100083529454983e-15,6.000257540130059e-12,7.290078725054099e-20,1.2559794518697414e-18,5.603968101623315e-14,1.6968455078330034e-10,1.201728785204621e-27,2.4761490750033197e-18,8.942401713912613e-28,2.7130968898752245e-28,1.0321251510417031e-20,7.834493318921923e-30,2.7120961427444953e-27,3.77714057146412e-14,2.675679016558074e-27,4.080074023937086e-21
