Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941),S(7087),S(2403),S(5038),S(8410),S(2402),S(10418),CHO2(146),CFO(51),S(10885),S(4379),S(10215),S(4983),S(7380),S(7383),S(1043)
9.724669674019102e-09,0.7015772326867474,9.225359472002203e-09,2.3892438079151132e-11,4.4395766558465616e-11,4.594348097047765e-10,0.0,0.0,2.7922583786205603e-08,4.95740780963114e-13,1.2853776346051215e-12,7.656124865861081e-11,1.255851903748167e-12,6.357446593883589e-26,9.190838111030812e-18,1.0322658406964582e-10,5.242378970477846e-08,2.267133390216648e-12,2.1954700176251032e-23,3.6489349805090336e-23,1.3866839685044137e-13,1.211633567843425e-11,2.55341259104651e-10,1.2524865779295716e-16,1.7380330008050936e-13,2.187648808245087e-16,1.7364034335459166e-13,8.231489694490931e-05,3.2152184716521537e-13,1.687709044273442e-10,1.7588096266159047e-16,9.455611951603412e-22,1.2417709935981079e-15,6.9228596019244206e-15,3.76,0.0,0.9031261707740363,0.9995062522328387,2.6772148949343706e-12,1.3951024982589626e-07,8.231500230941046e-05,9.328210628597027e-09,8.633285595964673e-09,1.0572138573162259e-08,2.6242985587233296e-19,3.934982334411633e-18,1.4975930537825194e-20,3.5372945745453185e-20,5.139520146059278e-20,5.2567945785998026e-08,1.5964718044048203e-11,2.161286231787447e-15,5.514977302080491e-17,7.951375203669437e-17,4.30145805712727e-12,5.109929934091329e-12,4.162172226085263e-10,5.848973167371516e-17,2.5275640277659627e-21,3.6669437464041493e-22,9.424025543999594e-24,6.667031616687443e-30,3.5169471365356036e-18,5.583405071845023e-26,4.155211122320633e-17,6.364299571485535e-18,9.356939822804298e-20,1.0001835319302643e-16,1.412526041486158e-17,1.1957176290630935e-21,4.845713267645946e-20,2.1327941948329413e-33,2.8765419437757077e-28,7.337776838722083e-13,1.2114140044476487e-10,3.4036153750651385e-19,1.5463652251253946e-14,0.0004937186376154273,1.9251793521264195e-24,2.0831510900997962e-12,1.4052123209001333e-26,1.5179907296017811e-24,1.3821837432274714e-07,1.7420706169567736e-17,6.859567647449291e-26,2.274460865578053e-14,4.8344047819179413e-23,5.051363040223618e-26,4.844207483174519e-27,7.077024915813925e-25,2.7427560707721414e-22,3.4185201898171185e-15,1.255804058949684e-15,1.072078053144522e-09,5.171175307959686e-23,5.041736212649271e-32,1.7997278108411315e-29,2.4549014679320186e-22,1.134816701665247e-23,1.237311080817283e-24,2.102344510129691e-26,3.7677294074865675e-29,9.583316884973296e-25,2.462093709854356e-28,7.851398268080605e-19,6.188631093054015e-20,9.83025425317541e-27,4.191642443159298e-23,1.394782360574197e-24,8.843306610698115e-27,1.0751353482910954e-25,5.94112282090055e-23,1.0524206786912582e-20
9.999999999999999e-09,0.701577736329292,9.693101555025054e-09,2.5718062627689492e-11,4.764798227650744e-11,4.96803880646408e-10,0.0,0.0,2.871624871481711e-08,5.242509485313202e-13,1.381470518085162e-12,8.288499864666715e-11,1.3630688146430665e-12,7.007651794987974e-26,9.71236573402309e-18,1.0734365443095548e-10,5.390282339708397e-08,2.4087187703415845e-12,2.5193789292341474e-23,4.0722828993895935e-23,1.505894597265744e-13,1.2790010770329847e-11,2.596037365701995e-10,1.3568471316166126e-16,1.828777399072026e-13,2.3705268454228894e-16,1.837638233962702e-13,8.464533304459341e-05,3.397083217078976e-13,1.733385643377036e-10,1.9011028750219845e-16,1.0266779497445095e-21,1.3482593134403657e-15,7.315340039483265e-15,3.76,0.0,0.9031238340467442,0.9995062513668173,2.9455017882120415e-12,1.4346501586105364e-07,8.464544412333662e-05,9.51586496615858e-09,9.076931006078681e-09,1.0781214311846387e-08,2.9190519657571715e-19,4.282585891244264e-18,1.6836501113168727e-20,3.8292889429380114e-20,5.74978151002991e-20,5.4055233780527786e-08,1.6881067101329163e-11,2.3322252346995115e-15,5.979509336107807e-17,8.374122205744084e-17,4.484552493359646e-12,5.31227741659016e-12,4.285487404445495e-10,6.014262950843791e-17,2.7551125574938364e-21,4.103834631094548e-22,1.0760875290601682e-23,7.668829876902275e-30,3.8229366144131985e-18,6.298196888429047e-26,4.4806863490275625e-17,7.068401489785932e-18,1.0283122320731395e-19,1.0351208852739164e-16,1.529871919788542e-17,1.3357004934504624e-21,5.263331690056324e-20,2.548112484237427e-33,3.2483910075331895e-28,7.714961713972554e-13,1.2456913906947965e-10,3.7655085925122426e-19,1.59167100052385e-14,0.0004937186396670174,2.195216516927782e-24,2.1968593597186662e-12,1.5145836085463902e-26,1.72228358390725e-24,1.420991451449561e-07,1.8940239913852383e-17,7.701140877627823e-26,2.410770788129386e-14,5.428731643537185e-23,5.74241685632403e-26,5.549298017511099e-27,8.091063944848362e-25,3.0657347423589796e-22,3.603027846461907e-15,1.2919768551555079e-15,1.1322042103636166e-09,5.732374379851677e-23,6.006547114453062e-32,2.0246642404111854e-29,2.7834525793433425e-22,1.3090118488086874e-23,1.3792744812188924e-24,2.3663901135345447e-26,4.227560569787898e-29,1.0699811577466363e-24,2.713232364630535e-28,8.303292479844583e-19,6.776551823873425e-20,1.0791955831029158e-26,4.705777380970977e-23,1.5241648602893672e-24,9.862249097644617e-27,1.21066306923304e-25,6.693026918425186e-23,1.1629607345078116e-20
1.0203779800886682e-08,0.701577736329292,1.0044842786313383e-08,2.712014699205412e-11,5.014746544091855e-11,5.256500266187024e-10,0.0,0.0,2.9303756073037805e-08,5.458667304608306e-13,1.4550927810130673e-12,8.776759340178593e-11,1.4461458671426147e-12,7.52132885974867e-26,1.0108891813933812e-17,1.1039127862029134e-10,5.499731397561349e-08,2.516436727124436e-12,2.782708763666692e-23,4.4083393874956056e-23,1.5983244150102918e-13,1.3299579408623996e-11,2.6268573019191485e-10,1.437538541093192e-16,1.89713088083416e-13,2.5120136382580063e-16,1.9144974416560372e-13,8.637015115967262e-05,3.534811024844878e-13,1.7671213153099003e-10,2.0108302834717708e-16,1.08965934187053e-21,1.4309200728548418e-15,7.612625271784112e-15,3.76,0.0,0.9031221045708406,0.9995062507255451,3.1561781575242862e-12,1.463922229884182e-07,8.637026657194686e-05,9.652981884864373e-09,9.410889944206213e-09,1.0933624280713609e-08,3.153195229732424e-19,4.552842991734362e-18,1.833347461357994e-20,4.054897112845391e-20,6.235479636522477e-20,5.5155980854250913e-08,1.7575732707085953e-11,2.4643050082935015e-15,6.337092225027176e-17,8.690249879261351e-17,4.620261118937169e-12,5.462161263524617e-12,4.3769504580020424e-10,6.136364551267255e-17,2.931933069147922e-21,4.451674285303301e-22,1.1842369877970876e-23,8.485232378094587e-30,4.0604859376337e-18,6.870387283976033e-26,4.7310121776514286e-17,7.6243541747428e-18,1.1009129196420786e-19,1.0611218315470112e-16,1.620584153344539e-17,1.4469133516295809e-21,5.58720272890238e-20,2.8983257052283867e-33,3.5463974070914417e-28,7.998938857045224e-13,1.2714294197551837e-10,4.0508913880837245e-19,1.6252030172312655e-14,0.000493718640096126,2.413801996808169e-24,2.2827604956299593e-12,1.5984727142198396e-26,1.886427334872315e-24,1.4497026637339112e-07,2.0119976960063936e-17,8.373275796475251e-26,2.5144915110073447e-14,5.902861526542255e-23,6.300229427270976e-26,6.121446692582644e-27,8.912241710448311e-25,3.322529879562345e-22,3.7422353233477725e-15,1.3187391263549372e-15,1.177710606227653e-09,6.174724659274263e-23,6.81734066887569e-32,2.2039364306226676e-29,3.048346779793925e-22,1.4512060792983692e-23,1.491832474924049e-24,2.5776469576200008e-26,4.5937582275056743e-29,1.1586620161701943e-24,2.9106906044711394e-28,8.641749574659997e-19,7.237443412079379e-20,1.1546911992084046e-26,5.116291047335949e-23,1.6249714371507597e-24,1.0670492128502939e-26,1.318917635738296e-25,7.293828097630921e-23,1.2497792591131328e-20
1.0682889927754262e-08,0.7015782399728685,1.0890003620327105e-08,3.058875736537118e-11,5.6339467893734025e-11,5.975349631022857e-10,0.0,0.0,3.068536348415509e-08,5.984128014819676e-13,1.6365979784453035e-12,9.993835842311098e-11,1.6542892981371158e-12,8.845092969837273e-26,1.1077166497780181e-17,1.1755062593781386e-10,5.756997181841586e-08,2.779507283392069e-12,3.488498051214073e-23,5.279334247754248e-23,1.830115451410428e-13,1.4534144205750232e-11,2.6969555060912597e-10,1.6390881293203028e-16,2.0617536433473515e-13,2.865748770690691e-16,2.101715318148209e-13,9.042538709193576e-05,3.8690667635404177e-13,1.8462014205057509e-10,2.2838525963347793e-16,1.2479582419714349e-21,1.6385874559473331e-15,8.334318736125015e-15,3.76,0.0,0.903118038378788,0.9995062492148333,3.694078703959787e-12,1.5327500651425726e-07,9.04255130489199e-05,9.969644393278812e-09,1.0214502874028353e-08,1.1284357854679481e-08,3.760900572135126e-19,5.233314189245029e-18,2.2291966505175773e-20,4.617856868815322e-20,7.499077107152547e-20,5.774384171423283e-08,1.9264092214220634e-11,2.794001999224497e-15,7.223998778882403e-17,9.443302122783532e-17,4.9396143930908955e-12,5.8146615120132755e-12,4.5926408181853114e-10,6.422663420934201e-17,3.3766858772285436e-21,5.357084446933663e-22,1.472062940092481e-23,1.0681089424626244e-29,4.657305362634783e-18,8.370505696048952e-26,5.351546410177136e-17,9.054197481281377e-18,1.2857890298145405e-19,1.1227679413685074e-16,1.8470964202659487e-17,1.735491698656655e-21,6.399645920602367e-20,3.8874970302687864e-33,4.3291410621959835e-28,8.68245746906147e-13,1.3332442390346113e-10,4.783782786117277e-19,1.7040404540284096e-14,0.0004937186394400426,2.996221963344468e-24,2.4905056462462556e-12,1.8055822139800425e-26,2.3189485791235368e-24,1.5171676430556274e-07,2.3084132431378517e-17,1.0130640660864527e-25,2.7679570528573858e-14,7.140129792680034e-23,7.780548362553801e-26,7.650758944602061e-27,1.1100746324346246e-24,3.9896245694106523e-22,4.0782728044454625e-15,1.3816260225538059e-15,1.2880550555077175e-09,7.30965409199506e-23,9.095429787121065e-32,2.670929918310317e-29,3.750311759954333e-22,1.83448728160709e-23,1.7830638119099895e-24,3.1312981150557226e-26,5.546972557831632e-29,1.3887088638509956e-24,3.4157562575783595e-28,9.449480530386207e-19,8.412120813389004e-20,1.3474672944552943e-26,6.189183025980995e-23,1.8794939317774455e-24,1.2763057935957235e-26,1.6018823931988427e-25,8.865001017877131e-23,1.4713711038440726e-20
1.1162000054621842e-08,0.7015787436173943,1.1759962103875575e-08,3.430140541178736e-11,6.298353008835183e-11,6.752593526331639e-10,0.0,0.0,3.2067397893212697e-08,6.533797612095252e-13,1.829941479441296e-12,1.1310158453205963e-10,1.8810004921830895e-12,1.0344844647770417e-25,1.2097192388475665e-17,1.24689683003547e-10,6.014176364161595e-08,3.056349655543846e-12,4.3297038209690643e-23,6.272143852772229e-23,2.0829102715804833e-13,1.5819554098261694e-11,2.763862783780756e-10,1.857692588002692e-16,2.231745361009495e-13,3.2499601511236553e-16,2.2981370308404423e-13,9.448060474146183e-05,4.217924634911371e-13,1.9249516927898828e-10,2.578393358702998e-16,1.421214452169578e-21,1.865694129299876e-15,9.08784940275194e-15,3.76,0.0,0.9031139721976839,0.999506247699366,4.295181895466763e-12,1.601586001117921e-07,9.448074175480487e-05,1.0278649251934025e-08,1.1043420612699568e-08,1.1624787247117407e-08,4.455300970268275e-19,5.979683339101942e-18,2.693410034632213e-20,5.2276441733426446e-20,8.946902192479264e-20,6.033152837754558e-08,2.1029785804039798e-11,3.1514703467851775e-15,8.175645780296301e-17,1.0208387090448806e-16,5.258786558032263e-12,6.166846442288197e-12,4.809243237322764e-10,6.707887009494523e-17,3.8636223077059805e-21,6.395234901441025e-22,1.811836940684108e-23,1.3310950151011988e-29,5.3099134976206046e-18,1.010582810621088e-25,6.017568962012731e-17,1.0666642496989584e-17,1.4916105830171785e-19,1.185199881306115e-16,2.092679288918268e-17,2.064929465401153e-21,7.286092247867208e-20,5.1523306436265694e-33,5.237259682173361e-28,9.387783373287086e-13,1.3969926161445075e-10,5.609061397349342e-19,1.7828775354256283e-14,0.0004937186369885823,3.685194225982087e-24,2.7062665901604394e-12,2.026573013658632e-26,2.8225574256153147e-24,1.5845787240786626e-07,2.6325485053841883e-17,1.215789719446629e-25,3.0350911909554053e-14,8.562955219776798e-23,9.522169459656658e-26,9.46661432333261e-27,1.3688849121782624e-24,4.752395068731712e-22,4.426363052552563e-15,1.4444647403640697e-15,1.4030792259000261e-09,8.585449764987703e-23,1.1986510217910617e-31,3.206356903316969e-29,4.574875330143181e-22,2.2946959218058492e-23,2.1142464899388702e-24,3.7718345162652155e-26,6.639386277484424e-29,1.651257834763132e-24,3.981588125320714e-28,1.0271706152059314e-18,9.723061999454508e-20,1.5631216513105762e-26,7.426100780634698e-23,2.1596196150410894e-24,1.5144745278960504e-26,1.9279555286596183e-25,1.0676659123353286e-22,1.7186634168993296e-20
1.1641110181489422e-08,0.7015792472627911,1.2653876644585544e-08,3.8260809901476386e-11,7.009103199302798e-11,7.589871232123269e-10,0.0,0.0,3.3449851599608205e-08,7.107683629768271e-13,2.0351522561721406e-12,1.2728441923484544e-10,2.126987858840995e-12,1.2037824475229347e-25,1.3170541024670059e-17,1.3179491990119978e-10,6.271268984517622e-08,3.3469569613470225e-12,5.324668678389794e-23,7.397423939053099e-23,2.357554383076449e-13,1.715533752729343e-11,2.8277273344412515e-10,2.0938937120291913e-16,2.4069544286394756e-13,3.665742717665573e-16,2.503845880171707e-13,9.85358041080184e-05,4.58132401568688e-13,2.0033744370410863e-10,2.8949380151822094e-16,1.6102012717050435e-21,2.1131709094536805e-15,9.873130461888952e-15,3.76,0.0,0.9031099060273382,0.9995062461756079,4.963860110640382e-12,1.6704300348953587e-07,9.853595270506075e-05,1.0580425943389709e-08,1.1896973292560354e-08,1.1955343418625018e-08,5.244687038282315e-19,6.7952868621025044e-18,3.2350447672807213e-20,5.885690021046844e-20,1.0596399476072579e-19,6.291904085579126e-08,2.287280271946582e-11,3.5378014368687178e-15,9.191758613254084e-17,1.0983500129955327e-16,5.577113700012252e-12,6.518201281997727e-12,5.026757646077101e-10,6.992052764177031e-17,4.394526266136883e-21,7.578823270299886e-22,2.2099541298404732e-23,1.6436609384890948e-29,6.0208236242398845e-18,1.2099300819365123e-25,6.729764335275925e-17,1.2474707223083316e-17,1.719682226151248e-19,1.2484984302093986e-16,2.3579324282025153e-17,2.4388475495670807e-21,8.249566986035264e-20,6.75417660676033e-33,6.283976939735338e-28,1.0114397806800334e-12,1.462796983527936e-10,6.533694102278377e-19,1.8617142613228835e-14,0.0004937186362810496,4.4945569584291076e-24,2.9299250910856198e-12,2.2614520978413792e-26,3.40457204196129e-24,1.6519359496544013e-07,2.9856335821645564e-17,1.4482874309239753e-25,3.316133257567886e-14,1.018877536273337e-22,1.155724042710249e-25,1.1606255446607498e-26,1.6726255737181526e-24,5.619580979947372e-22,4.786242064113553e-15,1.5072552736428776e-15,1.5227511362510608e-09,1.0011747876667548e-22,1.561895998717009e-31,3.81600598061429e-29,5.537260926320542e-22,2.842805985605802e-23,2.4887428053728893e-24,4.5082789803965734e-26,7.883492567254265e-29,1.9492210681122596e-24,4.612624905771481e-28,1.1105701958426467e-18,1.1181312541240102e-19,1.8035330133866674e-26,8.843757734969471e-23,2.466623808233402e-24,1.784021370802131e-26,2.3012340821469005e-25,1.2751787309235753e-22,1.993111789336222e-20
1.2120220308357002e-08,0.7015797509089838,1.3570942336674888e-08,4.246929837661352e-11,7.767298604299294e-11,8.488766512693888e-10,0.0,0.0,3.4832717310118526e-08,7.705793469986286e-13,2.2522420693159126e-12,1.4251318369609354e-10,2.392950026418496e-12,1.394244925753418e-25,1.429881330818091e-17,1.3885411918336454e-10,6.528275082125646e-08,3.651311917161264e-12,6.493265378298688e-23,8.66626370821199e-23,2.654885686019257e-13,1.8541027305742003e-11,2.888690334519373e-10,2.348218283045369e-16,2.587233443291494e-13,4.1141817197240723e-16,2.7189284174998304e-13,0.00010259098519137738,4.959204707027208e-13,2.0814719309301915e-10,3.2339417970965255e-16,1.8157089982899463e-21,2.3819587486713397e-15,1.06900789393224e-14,3.76,0.0,0.9031058398675655,0.9995062446440545,5.704589529636825e-12,1.739282163561333e-07,0.0001025911459160432,1.0875383347269444e-08,1.2774523482401563e-08,1.2276440952562487e-08,6.137751082587745e-19,7.683512126642984e-18,3.86398240670887e-20,6.593387979071992e-20,1.2465881290870044e-19,6.550637916057208e-08,2.479313220776209e-11,3.954084977364672e-15,1.0271859293134542e-16,1.176677330465536e-16,5.893994549339837e-12,6.868274687440844e-12,5.245183975088736e-10,7.275178316628688e-17,4.971165791931401e-21,8.921194722506375e-22,2.6732579560249165e-23,2.0125584217979695e-29,6.792554441475205e-18,1.437470292956784e-25,7.488750932758157e-17,1.4491595225152977e-17,1.971323528527499e-19,1.3127468249828892e-16,2.6434393126326137e-17,2.8610096666236913e-21,9.293071428523222e-20,8.764935652520014e-33,7.48326552988281e-28,1.086181108622688e-12,1.5307689328588224e-10,7.564837497778219e-19,1.9405506317645797e-14,0.0004937186368271945,5.43927221785361e-24,3.1613646036820778e-12,2.5102040222506155e-26,4.072614010571208e-24,1.7192393625996188e-07,3.3688974204275196e-17,1.7135029952730004e-25,3.6113279397189976e-14,1.203569709458539e-22,1.3920270312773232e-25,1.4109769198605656e-26,2.026611862756796e-24,6.600307393893792e-22,5.1576512973629e-15,1.569997617261396e-15,1.6470389981877778e-09,1.1598328290067346e-22,2.014094056405413e-31,4.5057968117564885e-29,6.653877831433758e-22,3.4907677610540927e-23,2.9100351654634388e-24,5.350143123397016e-26,9.292259932201719e-29,2.2856382761812565e-24,5.313446086335448e-28,1.1948907894542441e-18,1.2798595520789387e-19,2.0706964329425285e-26,1.0459816721803745e-22,2.8017872901251668e-24,2.0875036044242494e-26,2.72598387512746e-25,1.5114324538361108e-22,2.2961581749200362e-20
1.2599330435224582e-08,0.7015802545559017,1.4510389439059343e-08,4.692883188298776e-11,8.574004569092091e-11,9.45081004017149e-10,0.0,0.0,3.62159881213964e-08,8.328134410678454e-13,2.4812073711307167e-12,1.5881343453764312e-10,2.679575945469343e-12,1.6078351930236272e-25,1.5483628406234698e-17,1.4585628229449053e-10,6.785194695482798e-08,3.9693878308117474e-12,7.856949285250251e-23,1.0090188479271444e-22,2.9757345510420944e-13,1.9976160577750162e-11,2.9468862758580766e-10,2.621178493501033e-16,2.7724390879406584e-13,4.596353977404289e-16,2.94347436463822e-13,0.00010664614799131471,5.351506929565112e-13,2.15924642572789e-10,3.595830819504855e-16,2.038545123792009e-21,2.6730090219780555e-15,1.1538615746039108e-14,3.76,0.0,0.9031017737181843,0.9995062431071277,6.521946979686325e-12,1.8081423842035837e-07,0.00010664632140492491,1.1163910702660929e-08,1.3675464786819088e-08,1.2588478647599219e-08,7.14358412138941e-19,8.647799280975021e-18,4.5909648806785394e-20,7.3520960175499e-20,1.4574541025850415e-19,6.809354330349025e-08,2.6790763520531637e-11,4.401409071835159e-15,1.1415285730043066e-16,1.2556470302935604e-16,6.208886051802433e-12,7.216673222182114e-12,5.464522154978306e-10,7.557281469882039e-17,5.595293317315063e-21,1.0436352921915302e-21,3.2090497000681596e-23,2.4451393068646028e-29,7.627630247474612e-18,1.6956600883121247e-25,8.29508533257903e-17,1.673067757985746e-17,2.247867618600626e-19,1.3780306279049096e-16,2.9497677838121756e-17,3.3353210739551367e-21,1.0419583033768337e-19,1.1268394324797073e-32,8.84985956283852e-28,1.1629561222844784e-12,1.601010022790515e-10,8.709832762861073e-19,2.0193866468131425e-14,0.0004937186362096273,6.535466186930105e-24,3.4004702493830235e-12,2.7727934380308467e-26,4.834596410292326e-24,1.786489005696526e-07,3.783567809779102e-17,2.014548636903023e-25,3.9209250193975955e-14,1.412247339665403e-22,1.6648190726194994e-25,1.702015502365908e-26,2.4365083165424682e-24,7.704085741344624e-22,5.540337559690773e-15,1.6326917669322325e-15,1.7759112149737147e-09,1.3355109574566239e-22,2.5722418816236356e-31,5.281772350162613e-29,7.942362073407834e-22,4.2515452010284697e-23,3.3817254623037444e-24,6.307429391140754e-26,1.0879128904594822e-28,2.6636778842357242e-24,6.088771487295136e-28,1.279892847279549e-18,1.4587341555311286e-19,2.3667286740487204e-26,1.229290842459127e-22,3.166396205042525e-24,2.4275694242456706e-26,3.2066371904141187e-25,1.7789150723189991e-22,2.6292292236120048e-20
1.3078440562092162e-08,0.7015807582034772,1.547148191371652e-08,5.1641028435976774e-11,9.430251384138941e-11,1.0477481718166453e-09,0.0,0.0,3.7599657503204095e-08,8.97471361222684e-13,2.7220310716342587e-12,1.7621002136995724e-10,2.987544991260245e-12,1.8466419792763507e-25,1.6726613478294567e-17,1.527915418643671e-10,7.042027862424574e-08,4.301149524687122e-12,9.438809903151397e-23,1.1681162895461379e-22,3.3209238963911306e-13,2.1460278778564108e-11,3.0024432876869207e-10,2.9132723590183096e-16,2.9624320183529925e-13,5.113329090126162e-16,3.177576534925767e-13,0.00011070129250761033,5.758171318592075e-13,2.2367001470827201e-10,3.981003144195079e-16,2.2795344912955085e-21,2.987283798548538e-15,1.2418665725981368e-14,3.76,0.0,0.903097707579018,0.9995062415646957,7.420606838487357e-12,1.8770106939111223e-07,0.00011070147918962165,1.1446378527345491e-08,1.459922050428407e-08,1.2891840090925e-08,8.271672635857759e-19,9.691642985854475e-18,5.427629751040465e-20,8.163138283204379e-20,1.6942466864692297e-19,7.068053329614777e-08,2.886568591369721e-11,4.8808602892148445e-15,1.2621209904400757e-16,1.3350980935684743e-16,6.5212992199409965e-12,7.56305625322211e-12,5.684772116349035e-10,7.838380181702719e-17,6.2686460320114084e-21,1.2138971271737238e-21,3.8250979184269654e-23,2.9493838929988523e-29,8.528581090878055e-18,1.98703041686366e-25,9.149266336488875e-17,1.920547598356607e-17,2.550659897910148e-19,1.4444375664274362e-16,3.277470592753271e-17,3.865827303035744e-21,1.1632055571336397e-19,1.436167194763812e-32,1.03992672239721e-27,1.2417212601231054e-12,1.6736125279641407e-10,9.976200700647777e-19,2.098222306435329e-14,0.0004937186345660724,7.800469003591898e-24,3.647128792561277e-12,3.049167423735637e-26,5.69871195933343e-24,1.8536849216928362e-07,4.230871377653974e-17,2.354706554466433e-25,4.245179128922235e-14,1.6468479850676817e-22,1.978041529044433e-25,2.0383390257375137e-26,2.908332922652115e-24,8.940814669096933e-22,5.934052897291498e-15,1.6953377191811074e-15,1.909336380370495e-09,1.529214516669564e-22,3.255729046367422e-31,6.150092074983896e-29,9.421616924952674e-22,5.139152771330993e-23,3.907534583343168e-24,7.390632707452512e-26,1.265800932446616e-28,3.0866382551379623e-24,6.943460802781904e-28,1.3653531037779935e-18,1.6560718155956525e-19,2.693873502283266e-26,1.4362649862130796e-22,3.561741972069431e-24,2.806957598986897e-26,3.747790481378058e-25,2.0802073774951405e-22,2.993734890719101e-20
1.3557550688959742e-08,0.7015812618516459,1.6453516018840062e-08,5.660718535408816e-11,1.0337035117032346e-10,1.1570212914985355e-09,0.0,0.0,3.8983719282305824e-08,9.645538123870894e-13,2.9746841857527817e-12,1.9472714061399227e-10,3.3175270652681795e-12,2.112883084365499e-25,1.80293942020177e-17,1.596510791417171e-10,7.298774620178355e-08,4.646554198138982e-12,1.1263621523521317e-22,1.3451594634369912e-22,3.691269264226888e-13,2.299292759474096e-11,3.0554834439939627e-10,3.2249841199748353e-16,3.157076752899785e-13,5.666170599689801e-16,3.4213307560619226e-13,0.00011475641874004804,6.179138919376297e-13,2.3138352957718954e-10,4.389829811345302e-16,2.5395194248611694e-21,3.3257560989422237e-15,1.3330157702249656e-14,3.76,0.0,0.903093641449893,0.999506240015052,8.405337993881864e-12,1.9458870897742072e-07,0.00011475661928872346,1.1723139498139884e-08,1.5545242338307777e-08,1.3186894213516294e-08,9.531895168631556e-19,1.0818594053541943e-17,6.386544780652118e-20,9.0278067858888e-20,1.959065590594683e-19,7.326734915014649e-08,3.1017888647493547e-11,5.393523729957859e-15,1.388865490125881e-16,1.4148815701200443e-16,6.8307952252055915e-12,7.907131204878575e-12,5.905933789788959e-10,8.118492543738142e-17,6.99294598584197e-21,1.4044404419965738e-21,4.529647859135214e-23,3.5339296803431495e-29,9.497942898061878e-18,2.314182208141934e-25,1.0051738816155227e-16,2.1929646889745793e-17,2.8810568237449606e-19,1.5120573225229193e-16,3.627085924676244e-17,4.456712899274229e-21,1.2933419267232173e-19,1.8156781631688055e-32,1.2147783691791727e-27,1.3224354715006586e-12,1.7486601379275026e-10,1.1371636941329363e-18,2.177057610578737e-14,0.0004937186336086142,9.252854191550078e-24,3.9012286170213195e-12,3.3392576310054533e-26,6.673421341775889e-24,1.920827153301815e-07,4.712033584574371e-17,2.737432484209205e-25,4.584349519687178e-14,1.909369102900123e-22,2.3358897472795194e-25,2.424849278547094e-26,3.4484608869653724e-24,1.0320780932939146e-21,6.338554486951673e-15,1.7579354714364147e-15,2.0472832775065316e-09,1.7419620453431198e-22,4.086560021313157e-31,7.117026128044739e-29,1.1111853023177266e-21,6.168691812790638e-23,4.4913020421971034e-24,8.610741794670438e-26,1.4643278132811734e-28,3.557948986414812e-24,7.882513138943593e-28,1.451064308918573e-18,1.873265838304137e-19,3.054506854295683e-26,1.6689662907153148e-22,3.9891211955936746e-24,3.2284971936522025e-26,4.354202109854491e-25,2.41798168167358e-22,3.3910672698048625e-20
