Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941),S(7087),S(2403),S(5038),S(8410),S(2402),S(10418),CHO2(146),CFO(51),S(10885),S(4379),S(10215),S(4983),S(7380),S(7383),S(1043)
1.3107919071194885e-05,0.7950598115221933,0.0046895575851827135,0.0003826173404859536,0.0008321510287620071,0.5484151634566675,0.0,0.0,0.0037843880481531174,0.0006450681532681787,0.0689382207119521,0.004967315354291404,0.00019843302716496662,1.9026974890876626e-09,1.6558840881353913e-07,6.50583476068325e-06,0.0078005868724690414,0.005842411782634643,0.00011671465766557203,7.043432713528065e-07,0.0077727408217325026,2.058220950098514e-06,1.6728770195449641e-06,0.0004048726954245177,6.804381928623581e-06,0.028680405914613044,0.00010596058271016255,0.061484719536366236,0.000984815587929867,4.9719815312006306e-05,4.059904017929864e-06,5.8265410499593616e-08,4.026057109521078e-05,0.0003734646607968626,3.76,0.0,0.14453694809127224,0.8434312409846567,0.1629373214729808,0.012651702456681537,0.11579458348118446,0.0005737068563744108,0.5670193941869363,0.0005627555791930073,0.00032766700792069065,0.00032369439288412494,0.0031615304152229724,5.783979611678576e-06,0.0019313870261396789,0.012311874177954964,0.013081835929925524,0.008025199719886491,4.277924714091405e-11,8.474920413239091e-12,2.222292212351832e-07,4.761779282946497e-07,0.01072004290051132,7.039480309952976e-10,7.397227678148792e-09,0.003952451211467283,9.109364509982507e-07,5.800245920435267e-09,0.0006098006809820885,6.006599251663839e-11,2.434173768226413e-06,0.0011603561764540493,5.3302073661741305e-06,5.992521544194092e-08,3.4670258082242774e-06,6.725347787913368e-06,1.0790401538112744e-06,1.7700521371437856e-07,1.3406133619023965e-11,0.006070927047358348,5.764129010915385e-07,0.0004407817988936024,1.726352736503076e-10,0.00041665705095899507,1.5001754117498081e-05,1.7408205777248748e-06,1.3746557621583324e-10,1.159988914053533e-05,3.1461540729075965e-05,0.00019782030326651138,0.0003033450953729165,0.00020638712119276694,8.506505639412568e-09,1.1179096756066488e-07,1.315558228467301e-08,6.151623357028115e-07,0.0002534815791818429,3.252549812196368e-12,2.190113778393856e-13,3.2578642770274376e-06,1.2667944697029706e-05,2.618140198727368e-09,8.374420132053942e-12,8.928043848128663e-06,1.3728820243637319e-07,6.441556090474965e-06,1.5081651221438828e-08,1.8775693782243354e-10,7.330054967783419e-06,7.560622784939474e-11,1.972434459813166e-10,0.00023370270171629298,3.087156979701623e-11,8.751966743327633e-06,1.9391261533570397e-11,5.876353205375189e-09,1.9667700963522556e-12,1.010148382626988e-09,3.277033240159067e-07
1.3136202992148705e-05,0.7951371913917135,0.004650032999889622,0.00037992157722490267,0.0008254929390130673,0.5487528593461388,0.0,0.0,0.0037795830226747514,0.000645907934937546,0.06921542713833084,0.004984224400259425,0.0001973284825661388,1.8580966825766783e-09,1.6302454480238084e-07,6.458086812268189e-06,0.00778618777693011,0.005857350684188206,0.00011652080868094728,7.013342708071624e-07,0.007791315914761574,2.0291790734259222e-06,1.6559137661896194e-06,0.00040573771082536784,6.783405298540928e-06,0.028763584477915917,0.00010522045876271784,0.061506855775503834,0.0009905065598326344,4.945108175936293e-05,4.034729271668806e-06,5.775675751442342e-08,3.9986883766449555e-05,0.0003737806398438951,3.76,0.0,0.1440512956744012,0.8431156039788432,0.16317552476382466,0.012703234508414624,0.11596659233436907,0.000568612225262108,0.5671666676152386,0.0005579312982979119,0.0003252553190745559,0.000321268627888619,0.0031397016850581876,5.779134060761672e-06,0.0019160130655993621,0.012325565072564812,0.013116645126736326,0.008067440036373587,4.2442575919472525e-11,8.408506008610372e-12,2.2049620242265172e-07,4.7172063355538686e-07,0.010766213980078789,6.986560554465202e-10,7.405556505055503e-09,0.003961278930409613,9.032585788168153e-07,5.814187557583814e-09,0.0006130341061696878,5.962116898905518e-11,2.4277189464155675e-06,0.0011639443839786747,5.301822981185108e-06,5.947056792711753e-08,3.441758788425546e-06,6.687522436023994e-06,1.0715141231735858e-06,1.7606627594801397e-07,1.3293144993453319e-11,0.006073845538549888,5.752471678360965e-07,0.00044088031990686727,1.7015682256065265e-10,0.00041650085643537454,1.514301419701793e-05,1.736806487430657e-06,1.3768217084147086e-10,1.1722633797877578e-05,3.139260843725675e-05,0.00019898209352393035,0.0003060244654213275,0.00020650288350084742,8.457286766325986e-09,1.1265361540134195e-07,1.3263018032909126e-08,6.207282496145224e-07,0.0002551157134546306,3.2435904686245545e-12,2.1842602962090925e-13,3.2522116026951277e-06,1.2776247641489254e-05,2.6121657302640343e-09,8.446063928104783e-12,9.011299363892554e-06,1.384830332422238e-07,6.5021656526953095e-06,1.515417218888265e-08,1.894346035848511e-10,7.367664255374333e-06,7.597127601198981e-11,1.9623541845212668e-10,0.00023356693364116145,3.083909320041086e-11,8.835735537172437e-06,1.9559566694371873e-11,5.9046702162613655e-09,1.9693825579856276e-12,1.0106876071194395e-09,3.271528762181978e-07
1.3192770834056348e-05,0.7952899068106857,0.004572788060101199,0.00037463862862502557,0.0008124820850523942,0.5494166079664031,0.0,0.0,0.003769992663464917,0.000647544750483594,0.06976486523647153,0.005017681920573886,0.00019515727896019848,1.7728462944838909e-09,1.5806365559928873e-07,6.364437351150475e-06,0.007757196912861503,0.0058868511371963,0.00011612593076900618,6.95385196000178e-07,0.007828013532929475,1.9729880141946803e-06,1.6227250586403743e-06,0.0004074351992835092,6.741399757388519e-06,0.028927822605285685,0.00010377082571159081,0.06155116095413482,0.0010018071863319947,4.892200883832035e-05,3.985238524362304e-06,5.6765116788670415e-08,3.944973435022466e-05,0.00037440281917431207,3.76,0.0,0.1430950421268149,0.8424914224491507,0.16364582894651694,0.012805643257062736,0.116307863239734,0.0005586614292606633,0.5674531702520749,0.0005485023414858003,0.0003205318318588576,0.00031651920925414957,0.003096716492806659,5.768787235738939e-06,0.0018856403395122931,0.012351622403666792,0.013185458821583519,0.0081510661409909,4.1782783999733636e-11,8.27835478247779e-12,2.17099423599006e-07,4.63021283857844e-07,0.010857650510075055,6.883139448938821e-10,7.422157522492237e-09,0.0039786681414155645,8.881096399564387e-07,5.841635875684639e-09,0.0006194289723815902,5.874890721324684e-11,2.4151569904790147e-06,0.001171057357219993,5.24599875176011e-06,5.858216173847103e-08,3.392237920746991e-06,6.613125191328856e-06,1.0567355136600159e-06,1.7421497702155468e-07,1.3070214871645542e-11,0.006079204588208459,5.729221645121914e-07,0.0004410538931410755,1.6536429220343508e-10,0.0004161919825297191,1.542578420997389e-05,1.7287609807300418e-06,1.38110188609895e-10,1.1968744434584595e-05,3.125271624100826e-05,0.0002012898764973806,0.0003113596264189843,0.0002067165247822756,8.360570408327012e-09,1.1436442214551482e-07,1.3476381489748182e-08,6.318070725858367e-07,0.0002583674322582091,3.225533053610081e-12,2.172451862356191e-13,3.2406395722784506e-06,1.2992663677845696e-05,2.6002167155438157e-09,8.58922640568839e-12,9.17801764094812e-06,1.4086542314183022e-07,6.6232992506896434e-06,1.5296949791270632e-08,1.9278462378847457e-10,7.441724000172975e-06,7.668980702416893e-11,1.942488148872431e-10,0.0002332825441229686,3.0772841150449205e-11,9.00352622606416e-06,1.989641335645617e-11,5.9609297401894075e-09,1.9743547294886474e-12,1.011620866303903e-09,3.2603932277922113e-07
1.324933867596399e-05,0.7954399699073992,0.004497881843556328,0.00036949744663603,0.0007998668594832918,0.5500652952508982,0.0,0.0,0.0037604311772314863,0.00064912553985599,0.07030778255413571,0.005050668875041486,0.0001930359683016999,1.6925762024785021e-09,1.5331638333894381e-07,6.273207865727606e-06,0.0077279764540774945,0.005915857204959665,0.00011572232502633289,6.895297136520296e-07,0.007864121860492655,1.9192195374766473e-06,1.5904986072244912e-06,0.0004090904560367489,6.699354392439471e-06,0.02908929785433888,0.0001023610830920062,0.06159550178416944,0.0010129992257000226,4.8403997782948106e-05,3.936880043710294e-06,5.5806626067538646e-08,3.8925989932217034e-05,0.0003750123608379879,3.76,0.0,0.1421582668574971,0.841876467955511,0.16410821277060608,0.012907189137299128,0.11664555841024131,0.00054901933122713,0.567729323336139,0.0005393581108548488,0.0003159385477224332,0.0003119028015002124,0.0030546249501421418,5.757598824341608e-06,0.0018557732722076026,0.01237595505490228,0.01325322270603147,0.008233564502643427,4.114071466647975e-11,8.15170463384021e-12,2.137932282042074e-07,4.5460014567004065e-07,0.010947899694484106,6.782852164958418e-10,7.4386877082334326e-09,0.003995711761479968,8.732376088157949e-07,5.868519672456726e-09,0.0006257285377416571,5.7899419697770825e-11,2.403052431297694e-06,0.0011780891189365603,5.191430546119997e-06,5.772081925532288e-08,3.344045435090278e-06,6.540402781575341e-06,1.0423182336403695e-06,1.7239917878881973e-07,1.2851364395561378e-11,0.0060839442373822085,5.706070046190121e-07,0.00044119773121521663,1.6078185096901883e-10,0.000415887681715624,1.5708851049472803e-05,1.720697867331847e-06,1.3853195644989576e-10,1.2215639434552624e-05,3.111033342188953e-05,0.0002035769489757912,0.00031666281436528864,0.00020690714890287618,8.266133325747053e-09,1.1605585933997524e-07,1.3687721549486134e-08,6.428139705293887e-07,0.00026159743960174533,3.2073112181998507e-12,2.1605221249234594e-13,3.2287352856953375e-06,1.320880561670249e-05,2.58828416784886e-09,8.732208172309741e-12,9.34499086666695e-06,1.4323772586755762e-07,6.7442992884453385e-06,1.5436745056068905e-08,1.9612705957066422e-10,7.514254860604307e-06,7.739310262347915e-11,1.9230145216069235e-10,0.000232982110663611,3.0704993669312166e-11,9.17163299518905e-06,2.0233547633404604e-11,6.016700044931258e-09,1.979003765983122e-12,1.012368601981619e-09,3.249102764241006e-07
1.3305906517871633e-05,0.7955874658523199,0.004425236053753817,0.0003644944358858652,0.0007876338390880153,0.5506994560577124,0.0,0.0,0.0037509015791003597,0.0006506514542945507,0.07084431314357802,0.005083197269104948,0.00019096376845682012,1.6169613695809967e-09,1.487725524102183e-07,6.1843470780646635e-06,0.007698557651015835,0.005944379199962424,0.00011531096118492699,6.837695192216403e-07,0.00789965743298486,1.8677574511166818e-06,1.5592086639581019e-06,0.0004107048298081134,6.657303194795168e-06,0.02924808359145368,0.00010099012899543562,0.061639869086353584,0.001024082570604912,4.789688635464577e-05,3.889637434042267e-06,5.488003854003785e-08,3.841537235127644e-05,0.0003756097275223842,3.76,0.0,0.14124028837403052,0.84127047255497,0.16456292731744887,0.013007885151382166,0.11697977896918073,0.0005396751299300459,0.56799555809308,0.0005304891421251095,0.0003114719152269795,0.00030741567911470036,0.003013422473614589,5.745607020057408e-06,0.0018264171647875752,0.012398611981460859,0.013319963748833796,0.008314949554481884,4.051595067683407e-11,8.028472142823898e-12,2.105754865957869e-07,4.4644701167420243e-07,0.011036985542831399,6.685592590851978e-10,7.455152034120929e-09,0.004012420699666263,8.586433723222319e-07,5.89485690038758e-09,0.0006319336432623051,5.707221080706917e-11,2.391397298141359e-06,0.0011850435797838153,5.138111930160026e-06,5.688561890778069e-08,3.297153532952317e-06,6.469355153368207e-06,1.0282578430534127e-06,1.7061888040820703e-07,1.2636606200432223e-11,0.006088085307819844,5.683030667661879e-07,0.0004413136142171385,1.5639909206135218e-10,0.00041558782122608695,1.599217272907618e-05,1.7126234022590806e-06,1.389482018833752e-10,1.2463267074317337e-05,3.096570498529806e-05,0.00020584374085250374,0.00032193345678408175,0.0002070757135304918,8.173952990021432e-09,1.1772789609293411e-07,1.3897026746665296e-08,6.537476344758e-07,0.00026480616831765894,3.188948496729338e-12,2.148487121326628e-13,3.216525688121509e-06,1.3424649421583229e-05,2.5763864010829586e-09,8.874993297657605e-12,9.512194285380444e-06,1.4559950036652375e-07,6.865143251834133e-06,1.5573603635684456e-08,1.9946133336664606e-10,7.5852773018566635e-06,7.808139295900639e-11,1.9039322125728656e-10,0.00023266688739664382,3.0635706459774495e-11,9.340031044183792e-06,2.0570937758891022e-11,6.0719929337069366e-09,1.983345879359502e-12,1.0129402378620382e-09,3.237673229420335e-07
1.3362474359779276e-05,0.7957324765431204,0.004354774675521567,0.00035962602013906743,0.0007757699928499837,0.5513196026674336,0.0,0.0,0.0037414067421611135,0.0006521236288956505,0.07137459016445034,0.005115278842045121,0.00018893986069358672,1.5456989577069239e-09,1.4442245885134632e-07,6.0978028710872506e-06,0.007668970089789077,0.005972427222298954,0.00011489275894885738,6.781059541750378e-07,0.00793463630773304,1.8184911020093897e-06,1.528829583795858e-06,0.00041227962350516177,6.615278097108118e-06,0.029404251380640407,9.965687805202209e-05,0.061684254080965506,0.0010350572104941367,4.740050644758024e-05,3.8434931818283816e-06,5.398414992524663e-08,3.7917600141090974e-05,0.0003761953620199877,3.76,0.0,0.14034045435125886,0.8406731767877279,0.16501021445199904,0.013107744153909678,0.11731062281540869,0.0005306183707532411,0.5682522839639114,0.0005218862367975993,0.00030712842321349674,0.00030305416763043484,0.002973103080865358,5.732848819857557e-06,0.0017975760546314061,0.012419641463884938,0.013385708050310186,0.008395236212709727,3.99080723348754e-11,7.908573529763964e-12,2.0744405894881186e-07,4.385520353707425e-07,0.011124931823920494,6.59125774840407e-10,7.471554800312245e-09,0.004028805481505415,8.443272697435676e-07,5.920664895968446e-09,0.0006380451577937836,5.626677783855269e-11,2.380183081741998e-06,0.001191924491681097,5.0860340049216e-06,5.607566659013504e-08,3.25153369924463e-06,6.3999777845476166e-06,1.0145493866792565e-06,1.6887399866727686e-07,1.242594488546006e-11,0.006091647961194441,5.660116281060794e-07,0.0004414032262265907,1.52206134767142e-10,0.0004152922724886902,1.627570902781629e-05,1.7045434695204301e-06,1.3935960113493605e-10,1.2711576948142787e-05,3.081906426066914e-05,0.00020809068781362823,0.00032717105539481717,0.0002072231373205788,8.08400338489158e-09,1.193805339261662e-07,1.4104289647298991e-08,6.646069649156557e-07,0.00026799405750238433,3.1704671711263943e-12,2.1363620541542168e-13,3.204036553606213e-06,1.3640172285674679e-05,2.564540035116259e-09,9.017566666050182e-12,9.679604147032321e-06,1.479503376008642e-07,6.98580964566205e-06,1.570757273904733e-08,2.027868960627762e-10,7.654812823705598e-06,7.875491651612217e-11,1.8852393458728326e-10,0.00023233806372416045,3.056512647457341e-11,9.508696539687922e-06,2.090855333415914e-11,6.126819834949365e-09,1.98739678425553e-12,1.0133449060570543e-09,3.2261196533722603e-07
1.3419042201686918e-05,0.795875080775521,0.004286423957318986,0.0003548886506366513,0.0007642626800397228,0.5519262258013028,0.0,0.0,0.003731949399428989,0.000653543182278997,0.07189874569675611,0.005146925064612236,0.00018696339522424003,1.4785069008140602e-09,1.4025685377409532e-07,6.013522534481199e-06,0.007639241761948202,0.006000011159761195,0.00011446858933205426,6.72540034583702e-07,0.007969074072014982,1.7713151560716497e-06,1.4993358998365432e-06,0.0004138160953912617,6.573309059346426e-06,0.029557870989730072,9.836026269654274e-05,0.06172864837504907,0.0010459232256713022,4.691468487005264e-05,3.7984288254231207e-06,5.3117797885635605e-08,3.743238955717716e-05,0.0003767696881145167,3.76,0.0,0.13945814028348893,0.8400843294678383,0.16545030714882425,0.013206778845486182,0.11763818469638808,0.0005218389400858655,0.5684998898072057,0.000513540461541999,0.00030290460704547384,0.0002988146491930926,0.0029336595226986642,5.719360042508031e-06,0.0017692528027421245,0.012439091075737893,0.013450480864403855,0.008474439809016585,3.9316659070708947e-11,7.791924953996165e-12,2.0439680287589294e-07,4.309057221762808e-07,0.01121176203401357,6.499747770635758e-10,7.487899702178063e-09,0.004044876260700214,8.302891342799893e-07,5.945960396325942e-09,0.0006440639744998881,5.548261323301992e-11,2.369400821801764e-06,0.0011987354523927212,5.0351856907836995e-06,5.5290095448495285e-08,3.207156880375434e-06,6.332262168975635e-06,1.0011874663443277e-06,1.6716437631146036e-07,1.2219377626649163e-11,0.006094651715185761,5.637338688688144e-07,0.0004414681599689168,1.4819360123889101e-10,0.00041500091102300216,1.655942143592042e-05,1.6964635993990075e-06,1.3976678155958636e-10,1.2960519962991989e-05,3.067063318536332e-05,0.0002103182297559445,0.0003323751815532424,0.00020735030113317178,7.996255458467008e-09,1.2101380443944877e-07,1.4309506577761685e-08,6.753910593306364e-07,0.00027116155074997217,3.1518883098340947e-12,2.1241613157508027e-13,3.1912925048037667e-06,1.3855352582589912e-05,2.5527601037272343e-09,9.159913943812236e-12,9.847197682613083e-06,1.502898595102462e-07,7.1062779630133914e-06,1.583870093497244e-08,2.061032260718844e-10,7.722883848568152e-06,7.941391909094266e-11,1.8669333419483436e-10,0.00023199676670315937,3.049339227918631e-11,9.677606590741054e-06,2.1246365274343675e-11,6.181191806491602e-09,1.991171691898254e-12,1.0135914439405718e-09,3.214456273182068e-07
1.347561004359456e-05,0.7960153543373314,0.004220112387779151,0.00035027881346934384,0.0007530996470934987,0.5525197955945585,0.0,0.0,0.0037225321460150253,0.0006549112163066298,0.07241691057219714,0.005178147137680442,0.00018503349632335395,1.4151224334106903e-09,1.3626692705833803e-07,5.931452985335554e-06,0.00760939913224435,0.006027140688527033,0.00011403927604562941,6.670724780901218e-07,0.00800298585174188,1.72612938018325e-06,1.4707023892704583e-06,0.0004153154602843573,6.531424152704624e-06,0.029709010400613665,9.70992342532968e-05,0.061773043949699125,0.001056680781617225,4.643924407975411e-05,3.7544251098732536e-06,5.2279861325867916e-08,3.6959455515555434e-05,0.0003773331114311316,3.76,0.0,0.13859274819768538,0.8395036874716869,0.16588342981030915,0.013305001767386308,0.11796255628359016,0.0005133270591380178,0.5687387450345323,0.0005054431467128755,0.00029879705401888166,0.0002946935673335197,0.0028950834075632133,5.70517534841698e-06,0.0017414491773066587,0.012457007654814908,0.013514306621130293,0.008552576027364122,3.8741290852789234e-11,7.67844278084937e-12,2.0143158021165255e-07,4.234989202978601e-07,0.011297499368825317,6.410965870821706e-10,7.5041898929361e-09,0.00406064283076675,8.16528332640026e-07,5.970759556056132e-09,0.0006499910076219333,5.471920665615404e-11,2.3590411862775137e-06,0.0012054799101902972,4.9855539893607285e-06,5.4528065592970664e-08,3.1639936442373013e-06,6.266196265462376e-06,9.881663069926115e-07,1.6548978976582447e-07,1.2016894758028247e-11,0.006097115459728185,5.614708767786142e-07,0.0004415099213112222,1.4435259286540762e-10,0.00041471361633677126,1.6843273101241316e-05,1.6883889851199125e-06,1.4017032403516159e-10,1.321004833212183e-05,3.0520622601862636e-05,0.00021252680933566925,0.00033754547184953543,0.00020745804926452268,7.91067753712594e-09,1.226277670672147e-07,1.4512677363096055e-08,6.860992000404404e-07,0.000274309094538725,3.1332318072557607e-12,2.1118985134074668e-13,3.1783170350188145e-06,1.4070169819253683e-05,2.5410601572709477e-09,9.302021548056877e-12,1.0014953079122106e-05,1.5261771796237205e-07,7.226528654849687e-06,1.5967037966316864e-08,2.0940982842478427e-10,7.78951361522408e-06,8.005865282011051e-11,1.849010993009877e-10,0.00023164406341210974,3.042063440952302e-11,9.846739223998202e-06,2.1584345757023075e-11,6.2351195408524455e-09,1.9946853067030597e-12,1.0136883924990161e-09,3.2026965668876957e-07
1.3532177885502203e-05,0.7961533701509994,0.004155770667333639,0.0003457930360549297,0.0007422690234540017,0.5531007625268487,0.0,0.0,0.0037131574414879416,0.0006562288158506299,0.0729292142227024,0.005208955991813573,0.00018314926703868234,1.3553007435625187e-09,1.3244429035253457e-07,5.851540968653169e-06,0.007579467204354165,0.0060538252743770615,0.00011360559692542641,6.617037293530852e-07,0.008036386320577661,1.6828384275137788e-06,1.442904130574794e-06,0.0004167788907742939,6.489649641556185e-06,0.029857735823094794,9.5872763854307e-05,0.061817433147441925,0.0010673301235502456,4.597400287436849e-05,3.711462127522466e-06,5.146925959582116e-08,3.649851244811817e-05,0.00037788602025180487,3.76,0.0,0.13774370542502443,0.8389310155252023,0.16630979857681247,0.013402425297111125,0.11828382624967097,0.0005050732772801843,0.5689692006829394,0.0004975858841048943,0.00029480240800358625,0.0002906874310134084,0.002857365318688101,5.690328260786111e-06,0.00171416593351213,0.012473437277692716,0.013577208949279442,0.008629660844963425,3.818154943040735e-11,7.568043818753165e-12,1.9854626308074708e-07,4.1632281138146747e-07,0.011382166699036963,6.324818304285089e-10,7.520428040782628e-09,0.004076114636573768,8.030438026286661e-07,5.995077964163333e-09,0.0006558271895098617,5.3976046846369234e-11,2.349094543144296e-06,0.001212161168564654,4.937124223545253e-06,5.378876374802521e-08,3.1220143227206336e-06,6.201764912520622e-06,9.754798169231931e-07,1.6384995631497823e-07,1.1818480323499735e-11,0.006099057473351848,5.592236513801402e-07,0.0004415299335985824,1.4067466743572204e-10,0.00041443027182139956,1.712722877647558e-05,1.6803244988873045e-06,1.405707653796054e-10,1.3460115567361419e-05,3.036923256612781e-05,0.0002147168706405724,0.00034268162386834783,0.00020754719068509088,7.827235702930562e-09,1.2422250692875847e-07,1.471380507479325e-08,6.967308423953067e-07,0.000277437136761452,3.114516423522637e-12,2.099586494929723e-13,3.165132532278888e-06,1.4284604590812624e-05,2.5294523617067585e-09,9.443876616810545e-12,1.0182849454173894e-05,1.5493359369590965e-07,7.346543099926687e-06,1.6092634574693746e-08,2.1270623387656117e-10,7.85472607810574e-06,8.06893752657298e-11,1.8314685333717076e-10,0.00023128096329019492,3.034697572127033e-11,1.0016073358848756e-05,2.192246817278137e-11,6.288613371561063e-09,1.997951825039028e-12,1.0136439959049763e-09,3.190853286380124e-07
1.3588745727409846e-05,0.7962891983844557,0.004093331675359784,0.00034142789275960723,0.0007317593164532798,0.553669558310115,0.0,0.0,0.00370382761241627,0.0006574970486078099,0.07343578454563074,0.005239362287685759,0.00018130979350532725,1.2988137824293294e-09,1.2878095992191564e-07,5.773733235786614e-06,0.007549469584508855,0.006080074174397844,0.0001131682853940131,6.564339839951489e-07,0.00806928970944194,1.6413516265888657e-06,1.4159165527965654e-06,0.0004182075184529753,6.448010063342725e-06,0.03000411171211673,9.467984319949572e-05,0.06186180865974071,0.0010778715712270522,4.551877703906084e-05,3.6695194453888206e-06,5.068495161943824e-08,3.604927507653077e-05,0.0003784287862959278,3.76,0.0,0.13691046343019064,0.8383660859904486,0.16672962162846172,0.013499061644784264,0.11860208034704818,0.0004970684649730538,0.569191590425794,0.0004899605240252714,0.0002909173733571158,0.00028679281798037345,0.0028204949238951737,5.674851187927941e-06,0.001687402889572828,0.012488425237542677,0.01363921069928214,0.008705710477412348,3.7637019426982273e-11,7.460645527594768e-12,1.957387392593433e-07,4.0936890103233723e-07,0.011465786549191037,6.241214323278246e-10,7.536616380832738e-09,0.0040913007857506685,7.898340887610619e-07,6.018930661041237e-09,0.0006615734679112831,5.325262325464164e-11,2.339551025073781e-06,0.0012187823909649204,4.889880256701214e-06,5.307140284361663e-08,3.081189137758078e-06,6.1389502095522495e-06,9.631216423534299e-07,1.6224454074549025e-07,1.1624112600130192e-11,0.006100495439568609,5.569931082519278e-07,0.00044152954182529564,1.3715181717592673e-10,0.00041415076464702637,1.7411254767243875e-05,1.6722747072877599e-06,1.4096860066599294e-10,1.3710676470091592e-05,3.0216652665836303e-05,0.00021688885798247788,0.00034778339211719104,0.00020761850027830933,7.745894136203546e-09,1.2579813277427697e-07,1.4912895788466044e-08,7.072856033407782e-07,0.0002805461253954434,3.0957598245561954e-12,2.0872373745080937e-13,3.1517603052456492e-06,1.4498638537535778e-05,2.5179475933202755e-09,9.585466980456653e-12,1.0350866830327523e-05,1.572371952590061e-07,7.4663035750838545e-06,1.6215542335719934e-08,2.159919980284767e-10,7.918545812199678e-06,8.130634855377637e-11,1.8143017043746092e-10,0.0002309084204436695,3.0272531730712984e-11,1.0185588782500544e-05,2.2260707077892962e-11,6.341683280270754e-09,2.0009849360266345e-12,1.0134662022537423e-09,3.178938489244303e-07
1.3645313569317488e-05,0.7964229065643587,0.004032730433392058,0.0003371800097296225,0.0007215594053518101,0.5542265967350967,0.0,0.0,0.0036945448550717045,0.0006587169649585663,0.07393674778477431,0.005269376417278583,0.00017951414888460997,1.245449117083664e-09,1.252693399860945e-07,5.697976701311778e-06,0.00751942854299899,0.006105896439117047,0.00011272803194890107,6.512632110260704e-07,0.008101709816330916,1.6015827745212842e-06,1.389715477705932e-06,0.00041960243515108307,6.406528306302131e-06,0.030148200788028944,9.351948517125564e-05,0.061906163514662015,0.0010883055139809604,4.507337995153668e-05,3.6285762203865096e-06,4.992593495679176e-08,3.561145910861217e-05,0.00037896176546675723,3.76,0.0,0.1360924966968122,0.8378086786523353,0.1671430994783636,0.01359492285031784,0.11891740148744921,0.0004893038063506884,0.5694062315244424,0.0004825591717663116,0.0002871387181745556,0.0002830063774897914,0.0027844610782504177,5.658775446574576e-06,0.001661158998989572,0.01250201602505731,0.01370033396613959,0.008780741327873796,3.7107289303107334e-11,7.356166200199641e-12,1.9300691681649967e-07,4.0262900927040686e-07,0.01154838107975376,6.160066125842837e-10,7.552756762509334e-09,0.004106210059933784,7.768973759391163e-07,6.042332155425556e-09,0.0006672308035039904,5.2548427500970485e-11,2.3304005874960812e-06,0.0012253466055399764,4.843804692831552e-06,5.2375221554872085e-08,3.0414883127333946e-06,6.0777318659084455e-06,9.510852166772669e-07,1.6067316145990856e-07,1.1433764592736456e-11,0.006101446463248669,5.547800831020476e-07,0.0004415100166385936,1.337764474716229e-10,0.00041387498565758805,1.7695318881096268e-05,1.6642438860771798e-06,1.4136428548361037e-10,1.396168712098034e-05,3.0063062346515568e-05,0.00021904321480462782,0.0003528505841261767,0.00020767272007461715,7.666615426211479e-09,1.2735477502777193e-07,1.510995835186767e-08,7.177632503780102e-07,0.0002836365073053381,3.076978622294983e-12,2.0748625587992295e-13,3.1382206107111615e-06,1.4712254303631646e-05,2.5065555282608075e-09,9.726781134449145e-12,1.0518986109229714e-05,1.5952825794709952e-07,7.585793225955111e-06,1.6335813504569193e-08,2.192667004669322e-10,7.980997923487136e-06,8.190983856580572e-11,1.797505814081644e-10,0.0002305273359136832,3.019741094683989e-11,1.0355266125093298e-05,2.2599038148977382e-11,6.3943389044679786e-09,2.003797824217105e-12,1.0131626653572327e-09,3.1669635695217773e-07
