Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41)
1.5100226151858737e-06,0.35184781432558,3.76,0.0,0.7536979416885836,0.999621260675661,0.0004233728296301297,2.0036863423120133e-05,2.947549211010302e-05,0.035161959263161804,0.03519266649663518,3.0035680679881105e-11,0.0033515035089593656,2.0981817165638522e-07,2.5060736490557352e-06,1.7720343623066887e-05,0.00013197595301447004,6.38024242136622e-07,3.43788827792374e-05,0.0002914348596823005,0.0039491975006551395,1.953341508758281e-05,3.843952796717434e-06,8.869155935193193e-06,1.1468564408002281e-05,5.313568077306363e-06,1.1937714262466558e-07,4.389953980374208e-07,3.8977943354577916e-08,1.3328184478769615e-07,3.5223904993344203e-12,4.701396203550817e-07,1.330334600107532e-07,1.6334919961155162e-07,8.441892078982687e-11,1.225443948170788e-10,2.62840616426488e-05,3.7090465696148424e-06,1.1008738989717444e-05,1.4964991603293134e-08
1.5200813938761592e-06,0.3518689371353636,3.76,0.0,0.7533585705189678,0.9996111312962114,0.0004353781498731334,2.0232651018647613e-05,3.0246161607767873e-05,0.03538923728790662,0.03542089566962738,3.025539892640534e-11,0.003444889641215747,2.1138774336026977e-07,2.5695438565884774e-06,1.8168098679054185e-05,0.00013516493209178595,6.564457787824621e-07,3.5249827756924366e-05,0.00029890427252690876,0.004058702131037045,2.0031456728802038e-05,3.969290953365841e-06,9.182605566007796e-06,1.185745366296532e-05,5.452936142974783e-06,1.2589620604402365e-07,4.636382271691962e-07,3.996291371510916e-08,1.3992983649837785e-07,3.719908618362382e-12,4.858233084884317e-07,1.4030899109580875e-07,1.7256113226330417e-07,8.92451972692325e-11,1.2944973161122674e-10,2.6441318812482673e-05,3.7547890233434906e-06,1.1050257312157395e-05,1.5490019412049376e-08
1.5301401725664448e-06,0.35189022327110125,3.76,0.0,0.7530165129855527,0.9996007461802251,0.0004476933831145435,2.0429097775101963e-05,3.1036245555339814e-05,0.035616386905233235,0.03564902495769635,3.0476640859561444e-11,0.0035406238917639016,2.129683531170779e-07,2.634798892080916e-06,1.8627619450075208e-05,0.00013842940084330944,6.754028563894052e-07,3.6141784767786764e-05,0.0003065553233908635,0.004170956055991559,2.0541705007952654e-05,4.098384473495207e-06,9.506088010480214e-06,1.2258607239132442e-05,5.595821785472414e-06,1.3275750648330968e-07,4.896007357684246e-07,4.097154626579427e-08,1.4691106997025813e-07,3.927988256227418e-12,5.020572854536726e-07,1.4796640605388586e-07,1.8226772871377168e-07,9.433484788388578e-11,1.3672538629549568e-10,2.6598916884143376e-05,3.8007791335657597e-06,1.1092489523775594e-05,1.6031977407836706e-08
1.5401989512567304e-06,0.35191167671506657,3.76,0.0,0.7526717036833939,0.999590099026229,0.00046032621093120127,2.0626215514844796e-05,3.1846236859084185e-05,0.03584340654382454,0.035877053628785245,3.069949521451117e-11,0.003638761853974487,2.145606388650543e-07,2.7018909785554804e-06,1.909925778965873e-05,0.00014177109620895094,6.94912209545295e-07,3.705525315802412e-05,0.00031439233588922695,0.004286024421422549,2.1064459488262604e-05,4.23133925950383e-06,9.839897210655341e-06,1.2672389939096915e-05,5.742314289557095e-06,1.399784945583638e-07,5.169510903221772e-07,4.200439938719244e-08,1.542424410725127e-07,4.1471738011825526e-12,5.188630239333887e-07,1.5602513847147645e-07,1.9249456378908044e-07,9.970174608713685e-11,1.4439046711445437e-10,2.6756893784665832e-05,3.847017412622461e-06,1.1135467855280956e-05,1.659139543320249e-08
1.550257729947016e-06,0.35193330154097135,3.76,0.0,0.7523240757063383,0.9995791833789816,0.000473284505726447,2.08240166052628e-05,3.267664131274054e-05,0.036070294590984375,0.03610498093354083,3.092405540647565e-11,0.003739360389915115,2.1616527316381878e-07,2.7708738356919773e-06,1.958337689419244e-05,0.00014519179160781776,7.149911458120213e-07,3.799074399567444e-05,0.00032241973409005746,0.004403973862972248,2.1600027227437007e-05,4.368264056324755e-06,1.0184335045539347e-05,1.309917690850862e-05,5.892505272079036e-06,1.475774920383458e-07,5.457608854740809e-07,4.306204439937423e-08,1.6194171089583082e-07,4.3780369381932065e-12,5.36262916186967e-07,1.6450558811572012e-07,2.0326849775158956e-07,1.0536047840345887e-10,1.5246503998395032e-10,2.69152893892939e-05,3.893504452942946e-06,1.1179225291320451e-05,1.7168820893333838e-08
1.5603165086373015e-06,0.35195510191595536,3.76,0.0,0.7519735606143299,0.9995679926257601,0.00048657633556182405,2.1022513970896265e-05,3.3527977951962886e-05,0.036297049391597946,0.036332806104948094,3.115041995659503e-11,0.0038424776575875282,2.1778296502173083e-07,2.841802722621889e-06,2.0080351681939752e-05,0.0001486932975365635,7.356575670815609e-07,3.8948780339984254e-05,0.00033064204474121916,0.004524872538151696,2.214872297217446e-05,4.509270523195468e-06,1.053971152484544e-05,1.3539353917380457e-05,6.0464887462658905e-06,1.5557373462813129e-07,5.761053128950753e-07,4.414506585165412e-08,1.7002755044813393e-07,4.6211779878908836e-12,5.542803154472384e-07,1.7342916806037525e-07,2.1461773950800558e-07,1.1132638051250459e-10,1.6097017538709705e-10,2.7074145619961275e-05,3.940240931144425e-06,1.1223795596510951e-05,1.7764819439594677e-08
1.570375287327587e-06,0.35197708210261464,3.76,0.0,0.7516200884000834,0.9995565199925579,0.0005002099691152512,2.1221721105987252e-05,3.4400779419236315e-05,0.0365236692470674,0.03656052835795846,3.1378692805560516e-11,0.003948173138668585,2.19414461817105e-07,2.9147344819613886e-06,2.0590569185547345e-05,0.00015227746216885078,7.569299917786595e-07,3.992989751670881e-05,0.0003390638995417178,0.004648790159072976,2.2710869358035197e-05,4.6544733070560955e-06,1.090634498659038e-05,1.3993317648717249e-05,6.204361187940954e-06,1.6398741682117607e-07,6.080633383201251e-07,4.5254061818344106e-08,1.7851958768573548e-07,4.877227309872253e-12,5.729395792102318e-07,1.8281835406807623e-07,2.2657191286533566e-07,1.1761557514310844e-10,1.6992799751767008e-10,2.7233506548624662e-05,3.9872276123413224e-06,1.126921334219941e-05,1.8379975686396228e-08
1.5804340660178727e-06,0.3519992464610691,3.76,0.0,0.7512635874551207,0.9995447585401896,0.0005141938807691288,2.1421652087458375e-05,3.529559233960117e-05,0.03675015241422176,0.03678814688911201,3.160898334605013e-11,0.0040565076667603535,2.2106055131794545e-07,2.989727585119453e-06,2.1114428958560422e-05,0.00015594617195536874,7.788275779442306e-07,4.0934643399457143e-05,0.00034769003745819735,0.0047757980257899,2.328679711481717e-05,4.803990117604168e-06,1.1284562298572339e-05,1.4461475994646369e-05,6.366221603739205e-06,1.728397389214609e-07,6.417178871378901e-07,4.638964420062552e-08,1.8743845700403935e-07,5.1468467733643345e-12,5.922661145038621e-07,1.9269673633456003e-07,2.391621259785526e-07,1.2424501186767811e-10,1.7936173577600519e-10,2.7393418505682756e-05,4.034465354675298e-06,1.1315513933977365e-05,1.901489396339485e-08
1.5904928447081582e-06,0.35202159945106865,3.76,0.0,0.7509039845351617,0.9995327011603065,0.0005285367558319413,2.1622321588333847e-05,3.6212977707527126e-05,0.03697649710420122,0.037015660876153184,3.184140688907289e-11,0.004167543456154406,2.2272206380509088e-07,3.0668421789185055e-06,2.165234349648324e-05,0.0001597013522238093,8.013701472348291e-07,4.196357869719671e-05,0.0003565253070872201,0.0049059690602537235,2.3876845277600904e-05,4.957941804033805e-06,1.1674699063758027e-05,1.4944248360232893e-05,6.532171601388235e-06,1.8215295633772652e-07,6.771560389382211e-07,4.755243903463784e-08,1.9680585131862143e-07,5.430731298413874e-12,6.122864252251312e-07,2.0308907370534382e-07,2.5242104414044887e-07,1.3123250889194016e-10,1.8929577872724723e-10,2.7553930193726385e-05,4.081955114076928e-06,1.1362733639976569e-05,1.9670199105147663e-08
1.6005516233984438e-06,0.35204414563413905,3.76,0.0,0.7505412047248633,0.9995203405713152,0.0005432474958970221,2.1823744891614507e-05,3.715351128528966e-05,0.03720270148131457,0.03724306947764033,3.207608510339805e-11,0.0042813441311152795,2.243998743038936e-07,3.1461401335660713e-06,2.220473867294503e-05,0.0001635449677781699,8.245782098749049e-07,4.301727724803409e-05,0.00036557466906395243,0.005039377840890119,2.448136140362863e-05,5.116452433487192e-06,1.2077099829603993e-05,1.5442065975166264e-05,6.7023154621236225e-06,1.9195043125801325e-07,7.144692314410015e-07,4.8743086805881376e-08,2.0664457687465629e-07,5.729610470902431e-12,6.330281616393525e-07,2.140213504803435e-07,2.6638296607105277e-07,1.3859679693975126e-10,1.9975573063675277e-10,2.771509280687616e-05,4.12969794927074e-06,1.1410909619973723e-05,2.0346537280502436e-08
1.6106104020887294e-06,0.3520668896757679,3.76,0.0,0.7501751714018958,0.9995076693141995,0.0005583352243422381,2.2025937904619434e-05,3.811778401321357e-05,0.03742876366186964,0.037470371832549004,3.2313146016713775e-11,0.004397974755687727,2.260949049297968e-07,3.227685092017005e-06,2.277205419155364e-05,0.00016747902349670683,8.484729905999179e-07,4.4096326319388854e-05,0.00037484319851786114,0.005176100637803539,2.510070179518812e-05,5.279649371246048e-06,1.2492118301333803e-05,1.595537221350936e-05,6.876760215310849e-06,2.0225668681753959e-07,7.537534742493303e-07,4.9962242770030564e-08,2.1697861093016967e-07,6.044250234838001e-12,6.545201721389909e-07,2.2552083592714382e-07,2.8108390387117873e-07,1.4635756533767248e-10,2.1076847070261827e-10,2.7876960155976297e-05,4.1776950270357834e-06,1.1460079955333223e-05,2.104457686415547e-08
1.620669180779015e-06,0.3520898363476312,3.76,0.0,0.7498058062003544,0.9994946797482428,0.0005738092919744754,2.2228917173806607e-05,3.910640243215901e-05,0.037654681712976174,0.03769756705986905,3.25527245023264e-11,0.0045175018640322626,2.278081273534307e-07,3.3115425207669664e-06,2.3354744054043588e-05,0.00017150556492782394,8.730764556298084e-07,4.5201326914678376e-05,0.00038433608757601923,0.005316215448614725,2.573523172867644e-05,5.447663362690565e-06,1.2920117559189283e-05,1.6484622921704815e-05,7.055615715348559e-06,2.1309746387819956e-07,7.95109572890378e-07,5.121057728025457e-08,2.278331624665344e-07,6.375454665529808e-12,6.767925573639579e-07,2.3761614662907755e-07,2.9656166681219566e-07,1.5453551040923923e-10,2.2236221511069599e-10,2.8039588799925744e-05,4.225947627734547e-06,1.151028367981796e-05,2.176500935298017e-08
1.6307279594693005e-06,0.35211299052985995,3.76,0.0,0.7494330289734907,0.9994813640466491,0.0005896792828228938,2.2432699900086006e-05,4.011998911863801e-05,0.03788045365132022,0.03792465425819522,3.279496288249693e-11,0.0046399934912932,2.295405653911082e-07,3.3977797621189086e-06,2.395327704534969e-05,0.00017562667888313532,8.984113407137916e-07,4.633289408663211e-05,0.00039405864791460996,0.005459802034936897,2.6385325690024075e-05,5.620628617053155e-06,1.3361470279670325e-05,1.703028675503782e-05,7.238994720930772e-06,2.2449978054343956e-07,8.386433636284749e-07,5.248877612114042e-08,2.392347360880111e-07,6.724067827415545e-12,6.998767267896332e-07,2.503373117999476e-07,3.1285594914193846e-07,1.6315238629435927e-10,2.345665820430745e-10,2.8203038183441e-05,4.2744571511236825e-06,1.156156081129945e-05,2.2508550329910067e-08
1.640786738159586e-06,0.35213635721335024,3.76,0.0,0.7490567577557677,0.9994677141920599,0.0006059550200850444,2.2637303954638724e-05,4.115918313296119e-05,0.03810607744190984,0.038151632505311874,3.304001090730516e-11,0.004765519205003029,2.3129329772688016e-07,3.486466087965539e-06,2.4568137236263527e-05,0.00017984449402689556,9.245011802889334e-07,4.7491657257354515e-05,0.0004040163133591949,0.00560694195949582,2.7051367616664888e-05,5.79868289299391e-06,1.3816558960773598e-05,1.7592845522758335e-05,7.4270129767484915e-06,2.3649199453799695e-07,8.844659595571391e-07,5.3797540849312904e-08,2.5121119928098687e-07,7.090975720479658e-12,7.238054578934715e-07,2.637158417031472e-07,3.3000842209486697e-07,1.7223105831504361e-10,2.474126597768537e-10,2.8367370781558757e-05,4.323225122460646e-06,1.1613952384399623e-05,2.3275940478355246e-08
1.6508455168498716e-06,0.35215994150211166,3.76,0.0,0.7486769087242213,0.9994537219719645,0.0006226465722300491,2.2842747895256314e-05,4.222464048082727e-05,0.03833155099679122,0.03837850085777129,3.3288026230203796e-11,0.004894150137026831,2.330674607725942e-07,3.5776727551318267e-06,2.5199824504356733e-05,0.00018416118146094367,9.513703377965178e-07,4.867826054525588e-05,0.00041421464253430694,0.005757718623898617,2.773375114624287e-05,5.98196758602449e-06,1.4285776151236204e-05,1.817279454207042e-05,7.61978929771422e-06,2.4910386858796297e-07,9.326940084998826e-07,5.513758914084388e-08,2.637918532129138e-07,7.4771083193778e-12,7.486129580158591e-07,2.7778479931910154e-07,3.480628303031143e-07,1.817955590147409e-10,2.609330780161457e-10,2.8532652251200842e-05,4.372253198921067e-06,1.1667500484098006e-05,2.4067946650340465e-08
1.6609042955401572e-06,0.3521837486156613,3.76,0.0,0.748293396159129,0.9994393789740008,0.0006397642592631594,2.304905098321493e-05,4.331703458878043e-05,0.03855687217373479,0.03860525835046593,3.35391752164101e-11,0.005025959016049896,2.348642516727039e-07,3.6714730623228303e-06,2.5848855073883404e-05,0.00018857895530425555,9.79044037201801e-07,4.9893363098971034e-05,0.00042465932156290356,0.005912217307055807,2.843287987225179e-05,6.170627817806558e-06,1.4769524683785641e-05,1.877064300120013e-05,7.817445655795936e-06,2.6236663894287353e-07,9.83449963273748e-07,5.650965514554279e-08,2.7700750726082704e-07,7.88344170956659e-12,7.743349290358374e-07,2.925788754113819e-07,3.670650928139642e-07,1.9187114700491457e-10,2.751620826065866e-10,2.869895159013908e-05,4.4215431763424095e-06,1.1722248280339305e-05,2.4885362991778573e-08
1.6709630742304428e-06,0.3522077838914577,3.76,0.0,0.747906132403977,0.9994246765811461,0.0006573186591561307,2.325623320069942e-05,4.44370567939742e-05,0.03878203877489068,0.03883190399619458,3.379363292202842e-11,0.00516102020061153,2.366849314608848e-07,3.767942408723343e-06,2.6515762075402992e-05,0.00019310007326614882,1.0075483957643744e-06,5.1137639438385456e-05,0.0004353561668162004,0.006070525204260661,2.9149167606809638e-05,6.364812527350574e-06,1.526821791239234e-05,1.9386914331758066e-05,8.02010726955044e-06,2.7631308718804877e-07,1.0368623648947004e-06,5.7914489848217965e-08,2.908905574697495e-07,8.311000324929649e-12,8.010086349875035e-07,3.081344671485442e-07,3.8706340892858793e-07,2.02484368759191e-10,2.9013561378825914e-10,2.886634130371322e-05,4.471096996310226e-06,1.1778240063677717e-05,2.572901212853499e-08
1.6810218529207284e-06,0.35223205278737874,3.76,0.0,0.74751502782472,0.9994096059667925,0.0006753206144479647,2.3464315268793223e-05,4.558541684869365e-05,0.039007048545412724,0.03905843678522256,3.4051583513999387e-11,0.005299409712687543,2.385308283758414e-07,3.867158354297023e-06,2.7201096125895627e-05,0.00019772683721212933,1.0369104581080242e-06,5.2411779802888823e-05,0.0004463111277143798,0.006232731466929548,2.988303865077513e-05,6.564674564140053e-06,1.5782279953515738e-05,2.0022146590616838e-05,8.227902696449243e-06,2.909776155022102e-07,1.0930661393302548e-06,5.935286143699575e-08,3.0547506915231226e-07,8.760859291590412e-12,8.28672972748265e-07,3.2448976044571805e-07,4.081083690865469e-07,2.136631235024308e-10,3.0589138814982564e-10,2.9034897579671802e-05,4.520916753604167e-06,1.1835521281995896e-05,2.659974641719951e-08
1.691080631611014e-06,0.35225656088424184,3.76,0.0,0.7471199907683285,0.9993941580897051,0.0006937812390207038,2.3673318666050045e-05,4.6762843440101355e-05,0.039231899172050624,0.03928485568483597,3.4313221324037446e-11,0.005441205271823493,2.404033413440261e-07,3.969200681833963e-06,2.7905425930173443e-05,0.00020246159372131227,1.0671582316406997e-06,5.371649050697504e-05,0.00045753028957864784,0.006398927243006446,3.063492807141943e-05,6.770370783205818e-06,1.6312145931328954e-05,2.0676892851528344e-05,8.440963928093734e-06,3.063963255224988e-07,1.1522029084320837e-06,6.082555567878285e-08,3.207968638525593e-07,9.234146882810262e-12,8.573685459357117e-07,3.416848161972408e-07,4.302530710306681e-07,2.254367313494555e-10,3.224689844538386e-10,2.9204700471522583e-05,4.571004704021673e-06,1.1894138578337887e-05,2.7498449264761952e-08
1.7011394103012995e-06,0.3522813138883686,3.76,0.0,0.7467209275206185,0.9993783236888625,0.0007127119250550818,2.3883265647664417e-05,4.797008472568746e-05,0.03945658828170954,0.03951115963889007,3.457875086982206e-11,0.00558648632982039,2.4230394363734894e-07,4.074151460796846e-06,2.8629338904424733e-05,0.0002073067346342922,1.0983207233769288e-06,5.5052494303307976e-05,0.0004690198765350864,0.006569205718034277,3.140528198787194e-05,6.982062142174086e-06,1.6858262226901167e-05,2.135172160670967e-05,8.659426488420007e-06,3.226071009864394e-07,1.2144213157099173e-06,6.233337630195402e-08,3.368936109092029e-07,9.732047090087099e-12,8.871377421556756e-07,3.597616605791958e-07,4.5355324149741617e-07,2.3783600485590707e-10,3.3990993351067334e-10,2.9375834090797423e-05,4.621363272598273e-06,1.1954139829897006e-05,2.842603652168962e-08
1.711198188991585e-06,0.3523063176341916,3.76,0.0,0.7463177422633624,0.9993620932781738,0.0007321243501709636,2.4094179265258393e-05,4.920790888491736e-05,0.03968111343997628,0.03973734756735208,3.484838716142138e-11,0.0057353341059739864,2.4423418671431744e-07,4.1820951130171445e-06,2.9373441822761944e-05,0.00021226469759027557,1.1304279782168284e-06,5.642053075337099e-05,0.0004807862544707139,0.0067436621568952625,3.219455786456507e-05,7.199913800311331e-06,1.7421086731309937e-05,2.2047217178631714e-05,8.88342953499743e-06,3.3964969432812103e-07,1.2798773676377902e-06,6.38771453863446e-08,3.538049238665902e-07,1.0255802315794951e-11,9.180248137500694e-07,3.787643796085882e-07,4.780673636888576e-07,2.508933241518604e-10,3.582578122862943e-10,2.954838680865501e-05,4.671995062244249e-06,1.2015574188201303e-05,2.9383457953228984e-08
1.7212569676818706e-06,0.3523315780869068,3.76,0.0,0.745910337030668,0.9993454571410715,0.000752030484757646,2.4306083387302496e-05,5.0477104687586384e-05,0.039905472149611786,0.03996341836583823,3.512235703482817e-11,0.005887831622868338,2.4619570425343634e-07,4.29311848029405e-06,3.013836148768062e-05,0.0002173379665522259,1.163511118737686e-06,5.782135660581742e-05,0.0004928359340421418,0.006922393946221797,3.300322481290878e-05,7.4240952195880055e-06,1.8001089102649022e-05,2.2763980142248277e-05,9.113115963529073e-06,3.5756581741393665e-07,1.348734791214727e-06,6.545770376062336e-08,3.715724619953707e-07,1.0806716192939731e-11,9.500759621993556e-07,3.987392181540901e-07,5.038568107937371e-07,2.6464271583735196e-10,3.7755834243716043e-10,2.972245146726451e-05,4.722902862818463e-06,1.2078492120541023e-05,3.0371698794103306e-08
1.7313157463721562e-06,0.35235710134516757,3.76,0.0,0.7454986116646345,0.9993284053249748,0.0007724425994992139,2.4519002720189664e-05,5.177848207940489e-05,0.04012966184900891,0.04018937090514549,3.5400899282669494e-11,0.006044063742723715,2.481902163880905e-07,4.40731089395011e-06,3.092474542537359e-05,0.00022252907231870545,1.197602386555927e-06,5.9255746182638045e-05,0.0005051755737371756,0.007105500637478785,3.38317639014317e-05,7.654780267782224e-06,1.8598751026889378e-05,2.3502627757908593e-05,9.348632515666148e-06,3.7639923661164015e-07,1.4211654085342774e-06,6.707591140711766e-08,3.902400371993617e-07,1.138615653785046e-11,9.833394263409854e-07,4.1973468360181215e-07,5.309859858370969e-07,2.791199358279678e-10,3.9785949347398726e-10,2.989812560143339e-05,4.774089660661165e-06,1.2142945452684262e-05,3.1391781392153716e-08
1.7413745250624418e-06,0.3523828936438254,3.76,0.0,0.7450824637702724,0.9993109276356237,0.0007933732731002944,2.4732962829981474e-05,5.3112872785353385e-05,0.04035367991061503,0.040415204030778036,3.5684264777073506e-11,0.006204117204298383,2.502195341525484e-07,4.524764246398839e-06,3.173326260688369e-05,0.0002278405930210314,1.2327351853192214e-06,6.07244917732599e-05,0.0005178119829896687,0.0072930839907177115,3.4680668474632195e-05,7.892147323643327e-06,1.9214566482543494e-05,2.426379441520039e-05,9.59012989025275e-06,3.961958723952532e-07,1.4973495291510017e-06,6.873264787415895e-08,4.0985372660044e-07,1.1995558441879281e-11,1.017865574571887e-06,4.4180165438843027e-07,5.595224681502632e-07,2.943625563480603e-10,4.1921159076482913e-10,3.0075511670964288e-05,4.825558648608649e-06,1.2208987412929049e-05,3.2444766946876296e-08
1.7514333037527273e-06,0.35240896135671335,3.76,0.0,0.7446617886696895,0.9992930136312792,0.000814835400217684,2.4947990164846847e-05,5.448113093136176e-05,0.04057752363931871,0.04064091656246857,3.5972718102152125e-11,0.006368080660343146,2.5228556414915884e-07,4.645573064780853e-06,3.2564604196118737e-05,0.00023327515460429043,1.2689441253903807e-06,6.222840403668904e-05,0.0005307521253479063,0.007485248019001953,3.5550444480788374e-05,8.136379384134009e-06,1.9849042009074322e-05,2.5048132087975402e-05,9.837762858121771e-06,4.170039036975061e-07,1.577476361067091e-06,7.042881269601086e-08,4.304619911094863e-07,1.2636427508447603e-11,1.0537070012100676e-06,4.6499349362322053e-07,5.895371667659525e-07,3.104100572790687e-10,4.41667428597048e-10,3.0254717304247723e-05,4.877313236513791e-06,1.2276672677542018e-05,3.3531757349243236e-08
1.761492082443013e-06,0.35243531099947445,3.76,0.0,0.7442364793555406,0.9992746526167852,0.0008368421996034658,2.5164112078213933e-05,5.588413368488369e-05,0.040801190270799856,0.04086650729369474,3.626653789387205e-11,0.0065360447156068225,2.5439031344725485e-07,4.769834586726334e-06,3.341948432579468e-05,0.00023883543129068544,1.3062650702866821e-06,6.37683124118075e-05,0.000544003121696734,0.00768209903350211,3.644161080898281e-05,8.387664173768409e-06,2.0502696978981455e-05,2.5856310800813814e-05,1.0091690380567285e-05,4.3887387723103617e-07,1.6617444411988597e-06,7.216532582043814e-08,4.5211580030853446e-07,1.3310343242050308e-11,1.0909186271976296e-06,4.893661680301424e-07,6.211044810566809e-07,3.273039220808158e-10,4.65282388527187e-10,3.043585555362087e-05,4.9293570622976695e-06,1.2346057417636038e-05,3.465389712966629e-08
1.7715508611332985e-06,0.3524619492324339,3.76,0.0,0.7438064264437422,0.9992558336374913,0.0008594072224653803,2.5381356852656877e-05,5.732278191495218e-05,0.04102467696984243,0.04109197499119102,3.656601670137437e-11,0.006708101965390168,2.5653589472474614e-07,4.897648838302945e-06,3.4298640902416725e-05,0.00024452414602361164,1.3447351849402434e-06,6.534506553593233e-05,0.0005575722535336173,0.007883745689259305,3.735469963560399e-05,8.646194256062053e-06,2.1176063873487305e-05,2.6689019107188686e-05,1.035207573162347e-05,4.6185882200950593e-07,1.7503620862208847e-06,7.39431280439682e-08,4.7486876398737077e-07,1.4018962596115498e-11,1.1295578053350258e-06,5.149783724510803e-07,6.543024689486758e-07,3.4508773851457864e-10,4.901145632575924e-10,3.0619045163046655e-05,4.981694003558719e-06,1.2417199347541382e-05,3.58123755214658e-08
1.781609639823584e-06,0.3524888828635162,3.76,0.0,0.743371518125443,0.9992365454730328,0.0008825443610503598,2.5599753724539715e-05,5.879800087231937e-05,0.04124798082860941,0.04131731839445606,3.687146291203872e-11,0.006884347034644974,2.587245316638679e-07,5.0291187142095845e-06,3.5202836441453995e-05,0.0002503440708907794,1.38439298584709e-06,6.69595316717415e-05,0.0005714669662987484,0.008090299031613487,3.8290256780592694e-05,8.912167147107756e-06,2.1869688561736196e-05,2.754696457959607e-05,1.061908662428511e-05,4.86014369310163e-07,1.8435478647251942e-06,7.576318145489091e-08,4.987772706969544e-07,1.4764023686913733e-11,1.169684430244134e-06,5.41891660161707e-07,6.892130230580391e-07,3.6380730440820454e-10,5.162248862888366e-10,3.080441084869292e-05,5.034328189767177e-06,1.2490157774727342e-05,3.700842864775439e-08
1.7916684185138696e-06,0.3525161188512072,3.76,0.0,0.7429316401182658,0.999216776630962,0.0009062678574572794,2.5819332909440718e-05,6.031074089029969e-05,0.04147109886487887,0.04154253621525596,3.718320143819438e-11,0.007064876617614223,2.6095856461304614e-07,5.164350060277556e-06,3.613285893391057e-05,0.00025629802752462306,1.4252783931746004e-06,6.861259914266793e-05,0.0005856948727592711,0.008301872543292899,3.924884207370801e-05,9.185785431290068e-06,2.258413058340843e-05,2.8430874311921267e-05,1.0892895340809725e-05,5.113988783301544e-07,1.9415310916741177e-06,7.762646988403516e-08,5.239006337022475e-07,1.5547349681018634e-11,1.2113610532658053e-06,5.701705792621852e-07,7.259220551110864e-07,3.8351073871559307e-10,5.436772676075896e-10,3.0992083593017434e-05,5.087264015073946e-06,1.256499365133376e-05,3.8243341840230995e-08
1.8017271972041552e-06,0.35254366430755885,3.76,0.0,0.7424866756168069,0.9991965153402322,0.0009305923126851346,2.6040125628381153e-05,6.186197810695227e-05,0.04169402802024085,0.04176762713712377,3.7501573239023315e-11,0.007249789518008354,2.63240456527368e-07,5.303451758342108e-06,3.7089522745545727e-05,0.00026238888747814827,1.4674327848990703e-06,7.030517677685913e-05,0.0006002637564476268,0.008518582192159825,4.0231029731094236e-05,9.467256879148747e-06,2.331996343463991e-05,2.9341495434316072e-05,1.1173678867246808e-05,5.380735678001428e-07,2.0445523461683076e-06,7.953399936335342e-08,5.503012447384105e-07,1.637085286414093e-11,1.2546530025058688e-06,5.998828154160953e-07,7.645196890265366e-07,4.04248598135521e-10,5.72538735680596e-10,3.118220095299238e-05,5.140506151764436e-06,1.2641769627374493e-05,3.951845209901459e-08
1.8117859758944408e-06,0.3525715265012391,3.76,0.0,0.742036505242404,0.9991757495445269,0.000955532695923003,2.626216413488344e-05,6.345271520925532e-05,0.04191676515825414,0.041992589814855374,3.782693749236097e-11,0.007439186689711805,2.655727992006761e-07,5.446535813548341e-06,3.807366955004713e-05,0.00026861957257428686,1.5108990530472272e-06,7.203819435979574e-05,0.0006151815751539623,0.00874054647960668,4.123740874243612e-05,9.756794567399661e-06,2.407777485712609e-05,3.027959564086675e-05,1.1461619032345018e-05,5.661026538304728e-07,2.152864013596062e-06,8.148679859233761e-08,5.78044735996908e-07,1.7236538899490013e-11,1.2996285082522071e-06,6.310993412225661e-07,8.051004630536371e-07,4.2607399956808086e-10,6.02879586036835e-10,3.1374907383130426e-05,5.194059564389473e-06,1.27205501056775e-05,4.083515070332869e-08
1.8218447545847263e-06,0.3525997128606255,3.76,0.0,0.7415810069921754,0.9991544668954317,0.0009811043540883056,2.64854817428847e-05,6.508398219994234e-05,0.04213930706256221,0.04221742287400237,3.815967280778946e-11,0.0076331712780129,2.679583198028714e-07,5.593717444156823e-06,3.9086169297514855e-05,0.0002749930552267368,1.5557216621175944e-06,7.381260309565738e-05,0.0006304564644724668,0.008967886489595395,4.2268583268996594e-05,1.0054617001119254e-05,2.485816713027626e-05,3.1245963730336883e-05,1.1756902650994019e-05,5.955534942773188e-07,2.2667308532764777e-06,8.348591941227972e-08,6.072001507919437e-07,1.814651128416146e-11,1.3463588339944412e-06,6.638945725186108e-07,8.477635413773469e-07,4.490427487009646e-10,6.347735367317821e-10,3.157035457400412e-05,5.24792952460691e-06,1.2801401298629289e-05,4.219488598358414e-08
