Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34)
0.0007502988553018919,0.6004876654413928,3.76,0.0,6.804723419425459e-05,0.15063349524724617,0.6446572651343114,0.1534458092541158,4.2819935085160424e-05,0.023691710022475727,0.5921419986165927,5.242020924331295e-12,0.5005696379035101,2.1755061265531462e-07,8.142700957903076e-06,0.9991585837727086,0.00023207840731150954,1.2703420046190603e-05,1.1503580887574693e-05,0.00041234638067935995,0.10890848172067755,1.2705907313276942e-05,1.219122313860723e-05,0.0016756262561000422,0.041698526236090834,1.9323780107002133e-05,2.1516928007526227e-05,5.538158537368255e-05,2.524711820573168e-09,0.006784740433171354,6.099988535339768e-11,8.892607515993005e-05,1.6141378656653403e-05,1.5868514179044483e-05,3.0657392077070157e-07,1.9310228890354703e-09,0.002566761734082711,0.0023656543882593565,0.0030959227369277004,0.012185124363978679,1.281358833345207e-09,2.2996409689121186e-11,0.023887051500769516,0.0006869060253147375,2.984314650390025e-07,1.7045567160616984e-07,5.6267174742889275e-06,0.03584421511984236,2.2885798445641843e-05,9.263434864135312e-13,7.763480645390106e-11,0.02166839075493877,1.5185407586198019e-05,1.2325517974392008e-06,0.016696747642980042,2.1305293149968793e-08,3.5020939930945003e-14,4.649201231307309e-08,3.2187878167553783e-06,2.1633746895497704e-06,3.3832769807521524e-05,3.538703681388851e-08,9.557593313541375e-09
0.0007513530272696815,0.6005080981997453,3.76,0.0,6.79430725808233e-05,0.1503745450302543,0.6448462048325209,0.15347101744741015,4.2755317067108266e-05,0.023663308552437454,0.5923006331673474,5.235100739196302e-12,0.5005575811796051,2.1747657431483804e-07,8.121849027176552e-06,0.9994737593688796,0.00023154387871487914,1.2663539054711162e-05,1.1481498148945585e-05,0.0004121188287564385,0.10876255021816661,1.2681533866636267e-05,1.2179000636124208e-05,0.0016721172611317465,0.041712972676303736,1.9284983705963766e-05,2.1498536725112732e-05,5.523763808991015e-05,2.5154477971227347e-09,0.006768228822146602,6.073467708993078e-11,8.866872127660773e-05,1.612314929099351e-05,1.5822535702541597e-05,3.0553225699588606e-07,1.922052424726723e-09,0.0025643508237186085,0.002359397441750935,0.0030938120265300113,0.012184147299892503,1.278259813261996e-09,2.2932837245813035e-11,0.02387344594214812,0.0006865966639139182,2.9804686265679125e-07,1.699451433575902e-07,5.6232587844701766e-06,0.03584597857534795,2.2874306244678167e-05,9.240827116661793e-13,7.737253873366374e-11,0.021689303164350665,1.517349216896916e-05,1.2316098424780714e-06,0.016706057819339364,2.1317177002161663e-08,3.4858252295442257e-14,4.644710766285386e-08,3.2133113407714385e-06,2.1620905039272427e-06,3.3792624303710824e-05,3.531432457042554e-08,9.543402547889571e-09
0.0007524071992374711,0.6005284751535547,3.76,0.0,6.78391429873957e-05,0.15011626758289937,0.6450346597901592,0.1534961165743602,4.2690819364306994e-05,0.02363497672970777,0.59245884618165,5.228194199036162e-12,0.5005455821738599,2.1740256033953776e-07,8.101060657787552e-06,0.9997880287138866,0.00023101108549820104,1.2623833421380913e-05,1.145947175128559e-05,0.0004118910104078888,0.10861704074129598,1.2657222584576729e-05,1.2166792745847376e-05,0.0016686190318024902,0.04172739023442016,1.9246270323908137e-05,2.1480166963869425e-05,5.509417239339016e-05,2.506224865627395e-09,0.006751782808929354,6.047083764366542e-11,8.841235063411866e-05,1.610495032485371e-05,1.5776725535625427e-05,3.044948815091711e-07,1.913130974382241e-09,0.0025619427581870867,0.0023531608800292027,0.0030917017932179315,0.012183176662225481,1.2751729585994891e-09,2.2869488991303204e-11,0.02385987133382004,0.0006862868347870461,2.9766249001044086e-07,1.6943647486634737e-07,5.6197956511114996e-06,0.035847717727123,2.2862783047977333e-05,9.21828622625228e-13,7.711134736981446e-11,0.021710187046076607,1.5161578244672984e-05,1.2306679478838795e-06,0.01671534804796123,2.1329035392588882e-08,3.469645357143158e-14,4.640218599173596e-08,3.207845787847839e-06,2.160804491424815e-06,3.375251045385196e-05,3.524182757297836e-08,9.529253318617232e-09
0.0007534613712052607,0.6005487964951128,3.76,0.0,6.77354448059822e-05,0.1498586607637753,0.6452226314415541,0.15352110719949602,4.262644209270867e-05,0.02360671433438585,0.5926166390804651,5.221301277464971e-12,0.5005336406366091,2.1732857118407999e-07,8.080335612047206e-06,1.000101395031681,0.0002304800207945492,1.2584302202453903e-05,1.1437501544178858e-05,0.00041166292824505415,0.10847195173930496,1.2632973301119363e-05,1.2154599455187633e-05,0.001665131527082821,0.041741779002823866,1.9207640379584088e-05,2.14618184883377e-05,5.4951186540589334e-05,2.4970428054502355e-09,0.006735402072913477,6.02083587207479e-11,8.815695891886125e-05,1.6086781715600516e-05,1.573108297518788e-05,3.034617746351041e-07,1.904258241496001e-09,0.0025595375381010873,0.002346944631761061,0.0030895920458676503,0.012182212409009928,1.2720982106651765e-09,2.2806363951613102e-11,0.023846327620237553,0.0006859765410758997,2.9727836324627167e-07,1.6892965845981493e-07,5.616328122609323e-06,0.03584943272506432,2.2851229108465454e-05,9.195811926694334e-13,7.68512250688363e-11,0.021731042439857025,1.5149665906715313e-05,1.2297261208227669e-06,0.01672461836990888,2.1340868373658394e-08,3.4535538382262487e-14,4.635724942665666e-08,3.2023911407471835e-06,2.159516670208961e-06,3.371242839212078e-05,3.516954505522673e-08,9.515145452928969e-09
0.0007545155431730504,0.6005690624162271,3.76,0.0,6.76319774302257e-05,0.14960172243750727,0.645410121217658,0.15354598988409235,4.256218535452746e-05,0.02357852114725621,0.5927740132799334,5.214421952302058e-12,0.5005217563185442,2.17254607422579e-07,8.05967367674924e-06,1.0004138615345177,0.0002299506777882819,1.254494446066395e-05,1.1415587370840903e-05,0.0004114345858576472,0.10832728166733431,1.26087858432417e-05,1.214242077211372e-05,0.0016616547062088946,0.04175613907333537,1.9169094106176386e-05,2.1443490665288396e-05,5.4808679231511796e-05,2.4879014190981434e-09,0.006719086295143914,5.99472322540358e-11,8.790254183241628e-05,1.6068643174119947e-05,1.5685607411716576e-05,3.0243291669370514e-07,1.895433917555493e-09,0.0025571351642816363,0.0023407486257956546,0.0030874827935935788,0.01218125449849199,1.2690355111137276e-09,2.274346125433362e-11,0.023832814745669343,0.0006856657859562042,2.968944911720853e-07,1.6842468667464856e-07,5.612856262260735e-06,0.03585112371815873,2.2839644742432694e-05,9.173404100055715e-13,7.659216785122639e-11,0.021751869385530295,1.513775526822254e-05,1.228784370367129e-06,0.016733868826179416,2.135267599771094e-08,3.4375501132274856e-14,4.631229921568749e-08,3.196947382768309e-06,2.1582270641658337e-06,3.367237847534127e-05,3.5097476268837656e-08,9.501078759159285e-09
0.00075556971514084,0.6005892731074055,3.76,0.0,6.752874025521689e-05,0.14934545047705436,0.6455971305454153,0.15357076518591845,4.249804870689061e-05,0.023550396949809448,0.5929309701908198,5.207556206725428e-12,0.5005099289719895,2.1718066978671743e-07,8.03907472593031e-06,1.000725431421446,0.0002294230497151601,1.250575926711693e-05,1.1393729112368843e-05,0.00041120598637741073,0.10818302898631356,1.2584660079602402e-05,1.2130256735977957e-05,0.0016581885286072117,0.04177047053740523,1.9130630628548633e-05,2.142518385374995e-05,5.466664851236265e-05,2.478800526051545e-09,0.006702835158844523,5.968745097401243e-11,8.764909513722666e-05,1.6050534678917105e-05,1.5640298156764953e-05,3.014082886122103e-07,1.886657706047316e-09,0.0025547356378297337,0.0023345727913326422,0.003085374045770843,0.012180302889171222,1.2659848014475014e-09,2.268078028840639e-11,0.023819332654089205,0.0006853545726583061,2.965108567609122e-07,1.6792155215979544e-07,5.60938012568754e-06,0.035852790854481335,2.2828030243921238e-05,9.151062633269984e-13,7.633417494826183e-11,0.021772667923002996,1.5125846412769066e-05,1.2278427039829757e-06,0.016743099457687087,2.1364458316962633e-08,3.421633644443784e-14,4.626733355882032e-08,3.1915145031514555e-06,2.1569356956785543e-06,3.363236086500694e-05,3.5025620478255445e-08,9.487053084688087e-09
0.0007566238871086296,0.6006094287589581,3.76,0.0,6.742573267743149e-05,0.14908984276370937,0.6457836608464641,0.15359543366014863,4.2434031838244396e-05,0.023522341524336247,0.5930875112184191,5.2007040145734746e-12,0.5004981583514106,2.1710675878245186e-07,8.018538562814813e-06,1.0010361078784122,0.00022889712982440732,1.246674569707244e-05,1.1371926631294755e-05,0.00041097713164304475,0.10803919216397255,1.2560595858637191e-05,1.2118107341165509e-05,0.0016547329537534435,0.04178477348643297,1.9092249628525268e-05,2.1406898684291265e-05,5.4525092021585045e-05,2.4697399037366356e-09,0.0066866483489090274,5.942900729248033e-11,8.7396614609643e-05,1.6032456471453293e-05,1.559515444170416e-05,3.0038787146267704e-07,1.877929331143247e-09,0.0025523389595284484,0.0023284170577901686,0.0030832658113222897,0.01217935753989936,1.2629460235244178e-09,2.261831996430333e-11,0.02380588128944401,0.0006850429043522801,2.961274617969739e-07,1.6742024738818138e-07,5.605899749824019e-06,0.03585443428133184,2.281638582383874e-05,9.128787127579007e-13,7.607723857952928e-11,0.021793438092142004,1.5113939397023619e-05,1.226901126290242e-06,0.016752310305362478,2.1376215383628195e-08,3.405803931801193e-14,4.6222352881773886e-08,3.186092487239813e-06,2.1556425795354673e-06,3.359237543011747e-05,3.495397692967721e-08,9.473068279191102e-09
0.0007576780590764192,0.6006295295601598,3.76,0.0,6.732295409601413e-05,0.1488348971861515,0.6459697135373628,0.15361999585866967,4.23701349669409e-05,0.023494354654057765,0.5932436377618563,5.193865346228949e-12,0.5004864442118552,2.1703287476831182e-07,7.99806492751367e-06,1.0013458940767976,0.00022837291139300912,1.2427902832959255e-05,1.1350179753504114e-05,0.00041074802423117653,0.10789576967621227,1.2536592988207116e-05,1.2105972560863172e-05,0.0016512879413645887,0.04179904801133632,1.9053951822603626e-05,2.1388634655972652e-05,5.4384008260262455e-05,2.4607193550984174e-09,0.006670525551780491,5.91718926608569e-11,8.714509601811165e-05,1.6014408443984787e-05,1.5550175622334633e-05,2.993716459428846e-07,1.8692484915525663e-09,0.0025499451298387115,0.0023222813547821375,0.0030811580988481953,0.012178418409881491,1.2599191200142843e-09,2.255607933571106e-11,0.023792460595681665,0.0006847307841516123,2.9574432782088875e-07,1.6692076489577126e-07,5.602415183213239e-06,0.03585605414496615,2.2804711730396956e-05,9.106577361683315e-13,7.582135182277129e-11,0.021814179932858613,1.5102034313514228e-05,1.2259596441531365e-06,0.016761501410148823,2.1387947249963386e-08,3.3900604285177406e-14,4.617735994190102e-08,3.1806813136900915e-06,2.154347733364038e-06,3.3552422284486994e-05,3.4882544874279346e-08,9.459124151274496e-09
0.0007587322310442089,0.6006495756995813,3.76,0.0,6.722040391095379e-05,0.14858061163847788,0.6461552900322073,0.15364445233054436,4.2306358066582784e-05,0.023466436122730378,0.593399351216352,5.187040183026448e-12,0.5004747863085216,2.1695901836369495e-07,7.977653642365702e-06,1.0016547931783741,0.0002278503877179654,1.2389229759880729e-05,1.1328488353239675e-05,0.000410518667603424,0.10775276000346543,1.2512651329413836e-05,1.2093852416100326e-05,0.0016478534513770177,0.04181329420250416,1.9015737082222365e-05,2.137039145241209e-05,5.424339570032006e-05,2.4517386896864545e-09,0.006654466455286124,5.891609953626469e-11,8.68945351492727e-05,1.599639038610416e-05,1.550536105061784e-05,2.983595927769754e-07,1.8606148938786283e-09,0.0025475541494860924,0.0023161656120926667,0.003079050917337053,0.012177485458462693,1.2569040337043624e-09,2.2494057684031195e-11,0.023779070516542974,0.0006844182152195012,2.953614554196951e-07,1.664230972676862e-07,5.598926485693296e-06,0.03585765059089152,2.279300826895394e-05,9.084433219330789e-13,7.556651156064215e-11,0.021834893485167758,1.5090131271437025e-05,1.225018266617756e-06,0.016770672812898617,2.1399653968123912e-08,3.374402602702164e-14,4.6132355029712754e-08,3.1752809697574137e-06,2.1530511803566573e-06,3.351250177463285e-05,3.481132357056106e-08,9.44522053971681e-09
0.0007597864030119985,0.6006695673654785,3.76,0.0,6.711808152335483e-05,0.14832698402220143,0.6463403917410687,0.15366880362189958,4.22427007450556e-05,0.02343858571476819,0.5935546529722823,5.180228504533202e-12,0.5004631843982663,2.168851902319877e-07,7.957304558597612e-06,1.0019628083329253,0.00022732955214824183,1.2350725571259633e-05,1.130685228824124e-05,0.0004102890647103864,0.10761016163158647,1.2488770725319179e-05,1.2081746933110816e-05,0.0016444294438794705,0.041827512150090146,1.897760474168453e-05,2.1352169332414875e-05,5.410325247431965e-05,2.4427977100534832e-09,0.006638470749244394,5.866162072968808e-11,8.664492783852687e-05,1.597840227671054e-05,1.5460710063165154e-05,2.9735169328789644e-07,1.8520282508088277e-09,0.002545166019325123,0.002310069759794076,0.003076944275801371,0.012176558645246345,1.2539007073206483e-09,2.2432254207974777e-11,0.023765710995579944,0.0006841052007413793,2.9497883308842544e-07,1.6592723730973585e-07,5.595433710920337e-06,0.03585922376380923,2.2781275721256862e-05,9.062354545306862e-13,7.531271581927695e-11,0.021855578789109577,1.5078230347426062e-05,1.224077000398444e-06,0.016779824554419707,2.14113355901865e-08,3.358829933369885e-14,4.608733699812619e-08,3.169891441207615e-06,2.1517529417361218e-06,3.3472614005614365e-05,3.474031229307737e-08,9.431357275748593e-09
0.0007608405749797881,0.6006895047450612,3.76,0.0,6.701598633600561e-05,0.14807401224668923,0.6465250200690733,0.15369305027617333,4.2179162758115406e-05,0.023410803215370177,0.5937095444146226,5.1734302857937185e-12,0.5004516382396917,2.168113908682349e-07,7.93701748012455e-06,1.0022699426774193,0.00022681039804863413,1.2312389364797889e-05,1.1285271422928684e-05,0.00041005921762231936,0.10746797305306412,1.2464951026296918e-05,1.2069656108992024e-05,0.00164101587905269,0.04184170194408162,1.8939554612535543e-05,2.1333968668474833e-05,5.396357648849887e-05,2.4338962249252283e-09,0.0066225381250518845,5.840844849732239e-11,8.639626993687894e-05,1.5960444254994093e-05,1.5416221938723797e-05,2.9634792884119703e-07,1.843488280666402e-09,0.0025427807399758724,0.002303993728189587,0.0030748381829195136,0.01217563793015885,1.2509090840180147e-09,2.2370667992571376e-11,0.023752381976303756,0.0006837917438557775,2.94596463872113e-07,1.6543317761835145e-07,5.591936898809284e-06,0.03586077380763291,2.2769514309139874e-05,9.040341014367209e-13,7.505995792271447e-11,0.021876235884707426,1.5066331604281448e-05,1.2231358505777078e-06,0.016788956675518933,2.1422992168215843e-08,3.343341909562525e-14,4.604230642757726e-08,3.164512712870919e-06,2.150453033300533e-06,3.343275891638448e-05,3.466951030123631e-08,9.417534208908518e-09
0.0007618947469475777,0.6007093880257194,3.76,0.0,6.691411775293543e-05,0.14782169423021227,0.6467091764158605,0.153717192833478,4.211574408422105e-05,0.02338308841066753,0.593864026922017,5.166645500461249e-12,0.5004401475924598,2.167376207092333e-07,7.916792188565121e-06,1.0025761993334479,0.00022629291878628122,1.2274220241873744e-05,1.126374561311464e-05,0.00040982912862459287,0.10732619276851522,1.2441192073265955e-05,1.2057579931575555e-05,0.0016376127172496883,0.04185586367409997,1.8901586838213546e-05,2.131578951529672e-05,5.3824365836233735e-05,2.4250340248312166e-09,0.00660666827588451,5.815657521441685e-11,8.614855729937158e-05,1.5942516364671156e-05,1.5371895971188666e-05,2.9534828066737733e-07,1.8349947050335193e-09,0.002540398311712752,0.0022979374477929654,0.0030727326470695957,0.01217472327348903,1.2479291074606254e-09,2.230929812543212e-11,0.023739083402198692,0.0006834778476447864,2.9421435784533874e-07,1.6494091073146633e-07,5.588436092248244e-06,0.03586230086523525,2.275772426234381e-05,9.018392364664521e-13,7.480823156554706e-11,0.021896864812001187,1.5054435121399535e-05,1.2221948233564527e-06,0.016798069217003983,2.143462375428829e-08,3.3279380263498446e-14,4.59972646759206e-08,3.1591447679297197e-06,2.1491514713689463e-06,3.339293655667039e-05,3.4598916847487106e-08,9.403751179163419e-09
0.0007629489189153674,0.6007292173909521,3.76,0.0,6.681247518202505e-05,0.147570027894888,0.6468928621789977,0.15374123183136834,4.205244484287255e-05,0.0233554410873325,0.5940181018693415,5.15987412477462e-12,0.5004287122161472,2.166638802301912e-07,7.89662847244625e-06,1.0028815814143452,0.0002257771078159807,1.2236217313052374e-05,1.1242274711105433e-05,0.0004095988007925366,0.10718481928322204,1.2417493703232501e-05,1.2045518397417951e-05,0.0016342199190507072,0.04186999742921113,1.8863701685305765e-05,2.1297631461811445e-05,5.368561902589117e-05,2.416210923056526e-09,0.006590860895744919,5.7905993271357134e-11,8.590178578337137e-05,1.5924618438513567e-05,1.5327731521989922e-05,2.943527296556155e-07,1.8265472364151289e-09,0.002538018734951118,0.0022919008492820222,0.003070627677004181,0.012173814635656553,1.2449607216470104e-09,2.2248143740751824e-11,0.023725815216597182,0.0006831635152354261,2.938325250377763e-07,1.644504296208213e-07,5.584931345958457e-06,0.035863805078828546,2.2745905857648525e-05,8.996508444037681e-13,7.455753210330945e-11,0.02191746561115426,1.5042541001856988e-05,1.2212539269114382e-06,0.016807162219619174,2.144623040041451e-08,3.3126177623542904e-14,4.59522131406546e-08,3.1537875901963163e-06,2.1478482764850744e-06,3.335314719635897e-05,3.452853122053111e-08,9.39000801204885e-09
0.000764003090883157,0.6007489930279709,3.76,0.0,6.671105803136246e-05,0.14731901117084775,0.6470760787514597,0.15376516780360963,4.1989264956197005e-05,0.02332786103285119,0.5941717706258157,5.15311613847139e-12,0.5004173318715559,2.165901700357355e-07,7.876526148680465e-06,1.0031860920191995,0.00022526295858796836,1.2198379691396478e-05,1.122085856476756e-05,0.00040936823776024933,0.10704385110917743,1.2393855748291703e-05,1.2033471525825141e-05,0.0016308374453126667,0.041884103297952655,1.8825899071433205e-05,2.1279494016751685e-05,5.3547334743460816e-05,2.407426734857827e-09,0.006575115680993586,5.765669484690662e-11,8.565595126540139e-05,1.5906750198293613e-05,1.5283728005884444e-05,2.9336125702351065e-07,1.8181455832577312e-09,0.0025356420104485785,0.002285883863560776,0.003068523281636324,0.012172911977332286,1.242003870916717e-09,2.218720401957948e-11,0.023712577362623232,0.0006828487497935193,2.9345096597445664e-07,1.6396172699128185e-07,5.5814227233656014e-06,0.035865286589601524,2.2734059413848166e-05,8.974689125707904e-13,7.430785619841078e-11,0.021938038322401134,1.5030649347860362e-05,1.2203131697295844e-06,0.01681623572400471,2.145781215847809e-08,3.29738058874805e-14,4.590715220897713e-08,3.1484411633282813e-06,2.146543473073725e-06,3.331339118763139e-05,3.4458352690981e-08,9.376304524111642e-09
0.0007650572628509466,0.6007687151194658,3.76,0.0,6.660986570811115e-05,0.1470686419945114,0.6472588275227892,0.1537890012820804,4.192620387888267e-05,0.0233003480351568,0.5943250345571838,5.146371522165281e-12,0.5004060063212824,2.165164908221784e-07,7.856485071340114e-06,1.0034897342379399,0.0002247504645562911,1.2160706495080293e-05,1.1199497038591001e-05,0.00040913744225769716,0.10690328676188383,1.2370278058850115e-05,1.2021439352040955e-05,0.0016274652569620096,0.04189818136887638,1.878817820874799e-05,2.1261377557399497e-05,5.340951111476846e-05,2.398681262118347e-09,0.006559432329765697,5.7408672877088304e-11,8.541104968662676e-05,1.5888911657377906e-05,1.52398847797568e-05,2.923738448106011e-07,1.8097894716319164e-09,0.0025332681390469415,0.002279886421797389,0.0030664194696387024,0.012172015259412527,1.2390584994430628e-09,2.212647831201276e-11,0.02369936978328708,0.0006825335544778297,2.930696677127297e-07,1.6347479545608772e-07,5.577910274247768e-06,0.03586674553819043,2.272218519977754e-05,8.952934224857233e-13,7.405920165524134e-11,0.021958582985923812,1.5018760219417276e-05,1.2193725572501087e-06,0.01682528977078651,2.1469369080320386e-08,3.2822260088325066e-14,4.586208054451537e-08,3.14310547246811e-06,2.1452370813274006e-06,3.3273668562392416e-05,3.438838051700902e-08,9.36264055921278e-09
0.0007661114348187362,0.6007883838514233,3.76,0.0,6.650889762258937e-05,0.14681891831097324,0.6474411098772299,0.1538127327959671,4.186326139395543e-05,0.023272901883039036,0.5944778950233046,5.139640250647877e-12,0.5003947353297784,2.1644284301569797e-07,7.836505051713783e-06,1.0037925111471497,0.00022423961922216594,1.2123196847623085e-05,1.1178190031913305e-05,0.00040890641558235553,0.10676312476415414,1.2346760523827317e-05,1.2009421861018986e-05,0.0016241033149511622,0.04191223173039196,1.8750538786208856e-05,2.1243282924758792e-05,5.327214558981308e-05,2.3899743158891084e-09,0.006543810541439947,5.716192069825782e-11,8.516707699320739e-05,1.5871103153555712e-05,1.5196201040457897e-05,2.913904748034321e-07,1.801478642863377e-09,0.0025308971211545524,0.002273908455397973,0.0030643162493775235,0.012171124443141406,1.2361245517620548e-09,2.2065965635758887e-11,0.023686192421595014,0.0006822179323842171,2.9268863307630737e-07,1.6298962806934847e-07,5.574394025263006e-06,0.0358681820644607,2.2710283379902122e-05,8.931243363997486e-13,7.381156106888375e-11,0.021979099641886685,1.5006873668235822e-05,1.2184320935483947e-06,0.016834324400593945,2.1480901217772072e-08,3.2671535535791515e-14,4.5816998536537746e-08,3.1377805071686938e-06,2.143929112206572e-06,3.323397913908917e-05,3.4318614000041684e-08,9.349016007190671e-09
0.0007671656067865259,0.6008079994056515,3.76,0.0,6.640815318808864e-05,0.14656983807289378,0.6476229271939611,0.1538363628711198,4.180043771155804e-05,0.023245522366246562,0.5946303533777342,5.132922291342026e-12,0.5003835186618356,2.163692268760301e-07,7.816585842200297e-06,1.0040944258085125,0.0002237304161249908,1.2085849880207768e-05,1.1156937353171197e-05,0.000408675160085905,0.10662336364730587,1.232330293206216e-05,1.1997419013815697e-05,0.0016207515804773707,0.041926254470407764,1.871298144978553e-05,2.1225209769028256e-05,5.3135236577093235e-05,2.3813056910906037e-09,0.0065282500169024345,5.691643020921882e-11,8.492402911841807e-05,1.5853324648035477e-05,1.5152676137033013e-05,2.904111284271888e-07,1.7932128162082396e-09,0.0025285289567330517,0.00226794989596847,0.003062213628950071,0.012170239490109593,1.233201973084214e-09,2.200566496315251e-11,0.023673045220575766,0.0006819018865528915,2.9230788073600306e-07,1.6250621756676209e-07,5.57087402165823e-06,0.03586959630718957,2.2698354183302196e-05,8.909616327092875e-13,7.356492808981707e-11,0.021999588330514522,1.499498978319819e-05,1.2174917852542725e-06,0.016843339654073898,2.149240862270569e-08,3.2521627135769387e-14,4.5771908671711055e-08,3.1324662439584793e-06,2.1426195816637454e-06,3.3194322983787747e-05,3.424905240616254e-08,9.335430667909143e-09
0.0007682197787543155,0.6008275619645088,3.76,0.0,6.630763181918059e-05,0.14632139923918225,0.6478042808488564,0.15385989202984615,4.1737732834567e-05,0.023218209275231407,0.5947824109689908,5.126217625261232e-12,0.5003723560822725,2.1629564299226113e-07,7.796727254581207e-06,1.0043954812712803,0.00022322284883897347,1.20486647299318e-05,1.1135738853408117e-05,0.00040844367962841646,0.106484001948545,1.2299905118870846e-05,1.198543083570115e-05,0.0016174100150685624,0.04194024967612798,1.8675506350022156e-05,2.1207157257460853e-05,5.2998783144134255e-05,2.3726752275005966e-09,0.006512750458885312,5.667219344065707e-11,8.468190202434183e-05,1.5835575744399852e-05,1.5109309546016787e-05,2.894357872041439e-07,1.7849916947248219e-09,0.0025261636460478694,0.0022620106753546503,0.003060111616786299,0.012169360362102354,1.2302907090584891e-09,2.1945575731304322e-11,0.02365992812305836,0.0006815854200739418,2.919274149424095e-07,1.6202455680679782e-07,5.567350329617957e-06,0.03587098840417046,2.2686397939231483e-05,8.88805306751194e-13,7.331930039749209e-11,0.022020049092145704,1.4983108674387884e-05,1.2165516414793613e-06,0.01685233557178518,2.1503891346909133e-08,3.2372529502499295e-14,4.572681178656205e-08,3.1271626647613026e-06,2.141308515045147e-06,3.3154700500499256e-05,3.417969501682317e-08,9.32188435955874e-09
0.0007692739507221051,0.6008470717096156,3.76,0.0,6.620733293087402e-05,0.14607359977615184,0.6479851722141643,0.15388332079162412,4.167514633753985e-05,0.023190962401024747,0.5949340691412205,5.119526237941398e-12,0.5003612473577256,2.1622209212269323e-07,7.77692915664554e-06,1.0046956805740082,0.00022271691096434153,1.2011640536775692e-05,1.1114594441841478e-05,0.0004082119771568013,0.10634503820963345,1.2276566984112459e-05,1.1973457368314156e-05,0.0016140785803626118,0.04195421743450892,1.8638112583711014e-05,2.1189125785162444e-05,5.2862783337971335e-05,2.3640827222214594e-09,0.006497311571943753,5.642920441315622e-11,8.444069171597032e-05,1.5817856416723154e-05,1.5066100590965705e-05,2.8846443312734713e-07,1.7768150248531785e-09,0.0025238011897686374,0.0022560907256455372,0.003058010221576148,0.012168487021094444,1.227390705167235e-09,2.1885697134795193e-11,0.023646841071637222,0.0006812685360864947,2.9154722245602917e-07,1.6154463880283145e-07,5.563822999889062e-06,0.035872358492533125,2.26744149215483e-05,8.866553369527032e-13,7.307467488669949e-11,0.0220404819671444,1.4971230416064715e-05,1.215611668884756e-06,0.01686131219417839,2.1515349442013023e-08,3.2224238042273246e-14,4.5681706394406734e-08,3.1218697627059697e-06,2.1399959334022155e-06,3.311511188191909e-05,3.4110541128493776e-08,9.308376961088272e-09
0.0007703281226898947,0.6008665288218914,3.76,0.0,6.61072559398003e-05,0.1458264376575514,0.6481656026573758,0.15390664967385181,4.161267790982718e-05,0.023163781535361402,0.5950853292338297,5.112848100867428e-12,0.50035019225691,2.1614857467020807e-07,7.757191355970166e-06,1.0049950267440455,0.00022221259612118327,1.197477644549681e-05,1.1093503972628692e-05,0.0004079800541550938,0.10620647097826394,1.2253288367076766e-05,1.1961498592286606e-05,0.0016107572380072222,0.04196815783255293,1.8600799783681222e-05,2.1171116156989966e-05,5.27272346553654e-05,2.3555279808468234e-09,0.006481933061976712,5.618745619446134e-11,8.4200394207171e-05,1.5800166981904443e-05,1.5023048499060148e-05,2.874970483179005e-07,1.7686825532875494e-09,0.0025214415882092406,0.0022501899791207507,0.0030559094515893574,0.012167619429360297,1.2245019070453484e-09,2.182602816068179e-11,0.023633784008916667,0.0006809512376733011,2.9116730317953275e-07,1.6106645646922413e-07,5.560292063636863e-06,0.035873706708790254,2.2662405310714367e-05,8.845116884218969e-13,7.283104514575585e-11,0.022060886995823457,1.4959355054752851e-05,1.2146718712025911e-06,0.016870269561717437,2.1526782959632552e-08,3.2076748157975385e-14,4.5636592631047555e-08,3.116587521814855e-06,2.1386818489546317e-06,3.307555696648908e-05,3.4041590026963384e-08,9.294908323541896e-09
