Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070)
1.2642063441478064e-11,0.9241397056892146,1.1107448303375267e-11,3.668861305470283e-14,3.5438636290986764e-15,9.330186355028001e-14,0.0,0.0,1.840179184301973e-09,3.1193764244546686e-16,5.601233467478546e-18,1.0991508165772389e-17,9.477825945853675e-18,6.483240035889333e-28,4.102843062869768e-18,5.006289829607878e-13,1.3038502314269073e-08,1.9661282505360525e-15,5.166912268127204e-31,4.3663030660139905e-29,2.6880612073684753e-18,9.147503519343419e-14,1.0265197624033098e-09,2.119612962290837e-21,5.324047741106628e-16,1.8402364864601785e-21,9.485181038063746e-15,2.073584422901454e-06,8.258739392881137e-15,5.694027558190273e-10,1.6808563926764632e-21,5.517713646946111e-25,1.2284968479890056e-19,5.923869802500394e-17,3.76,0.0,0.8698318304617207,0.9999056292274702,1.3954009398160973e-18,1.99141600309704e-07,2.073584688878773e-06,7.299719336891782e-10,1.077087372466528e-11,1.1002744850170405e-09,1.7701471827009222e-23,3.008113348998245e-21,8.438595703561427e-26,3.2306567820043637e-25,3.424403628902872e-26,1.3038765834343095e-08,2.5978710574842172e-15,9.158973232386004e-18,3.578516485216825e-23,5.857251315531039e-22,5.96026249883256e-16,1.3933028989787117e-16,1.0270581814514527e-09,2.8319173112724675e-17,9.533866623200287e-28,9.151780676009545e-28,5.250898217071946e-33,6.0010523961374537e-36,6.0562471282468276e-21,5.092524772912325e-32,6.810985336801908e-21,1.8323952009794712e-23,1.1638386018527976e-23,5.698615303597834e-20,3.9703758177989104e-21,1.3848020768369778e-27,8.313763635679612e-24,8.65589448370021e-41,4.338242825882574e-37,9.550707370908776e-17,5.692493008742149e-10,4.3980316717960203e-23,2.7704423303707004e-15,9.436893232665008e-05,4.6100066888845636e-29,2.2253451620947406e-16,3.271982558615576e-30,5.539719789955713e-44,1.9914129798263748e-07,6.252828916725835e-21,4.609308945510642e-30,7.950864697090979e-16,2.105526478822919e-30,5.519780430142903e-31,2.4336181221897062e-33,1.2139883027553099e-31,8.0015196199723455e-28,4.876549430777144e-18,5.3731032990933513e-17
1.6144165863887504e-11,0.9241398097031562,1.807392151265353e-11,4.75897159884346e-14,5.826403751087906e-15,1.5295913016796937e-13,0.0,0.0,2.3499153166091082e-09,5.086984100836144e-16,1.166294360692639e-17,2.3409622814470468e-17,1.9737072437046516e-17,1.3512878736617323e-27,6.690956334672162e-18,8.162500146316743e-13,1.6650313107525884e-08,3.207838164438595e-15,1.4430234643891273e-30,1.1575862895496862e-28,5.597829891112143e-18,1.491727964214778e-13,1.310708557221623e-09,4.413402134199553e-21,8.680326048283054e-16,3.8346629984939545e-21,1.5469472762306395e-14,2.648007557619037e-06,1.3466965329814561e-14,7.270408221484618e-10,3.499672542167634e-21,1.1486882470284715e-24,2.5558001707172556e-19,9.660416390989278e-17,3.76,0.0,0.869831196308127,0.9998799844622234,2.91165622919693e-18,2.543077884080493e-07,2.648007991318043e-06,9.304402389058965e-10,1.754644393952877e-11,1.40327553323797e-09,3.6947456743620714e-23,6.265509057684364e-21,1.9597622481967312e-25,8.509730297533746e-25,9.049321412655365e-26,1.6650742844035564e-08,4.236481658209787e-15,1.494725879449645e-17,7.456062394614587e-23,1.2187942688906037e-21,1.0408108899926929e-15,2.267792846326379e-16,1.3115865167066284e-09,4.605067385562505e-17,2.6844512935184006e-27,2.422187312470882e-27,1.7498592001399006e-32,2.0036078201141587e-35,1.2612152431893309e-20,1.3574853960474565e-31,1.4163162848989735e-20,4.840915898383094e-23,2.4296860734085102e-23,1.1827572243367978e-19,8.262849065934234e-21,3.6625446440405614e-27,1.731282494956089e-23,3.4592844258111555e-40,1.445153622238377e-36,1.5555267452341392e-16,7.267906097706418e-10,9.258904171680032e-23,4.504801289760599e-15,0.0001200131878280685,1.2196378356766806e-28,3.628457041092647e-16,8.640177966302081e-30,3.041127851447878e-43,2.543072953815213e-07,1.3021788870017572e-20,1.2191635276853596e-29,1.296640228021872e-15,5.5773767599194925e-30,1.4727525570833339e-30,8.114233245584355e-33,4.047045532963234e-31,2.116285613189269e-27,7.958810849193712e-18,8.761554290632456e-17
1.9646268286296944e-11,0.9241399137173005,2.671773956750356e-11,5.88349731196454e-14,8.69809897710523e-15,2.277080959049258e-13,0.0,0.0,2.8596386265180777e-09,7.533323520133864e-16,2.101519860465271e-17,4.312697470839347e-17,3.5567869169586025e-17,2.4372943479627983e-27,9.908892707149371e-18,1.2085484576128326e-12,2.0262074851436715e-08,4.7527670370416295e-15,3.3260710741511455e-30,2.5384079805600787e-28,1.0087912651650755e-17,2.2090742119417385e-13,1.5948203660903243e-09,7.95227102956241e-21,1.2851795874422477e-15,6.914854063952423e-21,2.2910724370384028e-14,3.22243030385799e-06,1.9941570236161074e-14,8.846364821913792e-10,6.305576898915766e-21,2.069404166231148e-24,4.60129061854653e-19,1.4306049101498728e-16,3.76,0.0,0.8698305621548823,0.9998545523313564,5.2575678912983876e-18,3.094739823020323e-07,3.2224309460514798e-06,1.130156172754487e-09,2.595740619311457e-11,1.705501135045583e-09,6.67372782637219e-23,1.1293276519396495e-20,3.895828482394331e-25,1.853990173382566e-24,1.9779618976415122e-25,2.0262711243024894e-08,6.2737432923655346e-15,2.2151832678191608e-17,1.3443676327523508e-22,2.1946542167976116e-21,1.6428954720787715e-15,3.3519329093169845e-16,1.5961204224628296e-09,6.800278223204975e-17,6.2268537408618806e-27,5.30250363454207e-27,4.620554467703645e-32,5.300416146227865e-35,2.2728771278073e-20,2.9932078325318714e-31,2.548637645132316e-20,1.0578018325853342e-22,4.3894508865965374e-23,2.1242962974889267e-19,1.4880844207425208e-20,8.012152257503589e-27,3.119889651014346e-23,1.0626200644619246e-39,3.814497381657691e-36,2.300666174933755e-16,8.84265997497742e-10,1.6866877793406255e-22,6.651776692738795e-15,0.00014544480896141887,2.668872643794928e-28,5.372547550412455e-16,1.8871151249453864e-29,1.181092804539446e-42,3.094732521771078e-07,2.3467451187724418e-20,2.667222607558391e-29,1.920252924893795e-15,1.2220003357747855e-29,3.250084064838985e-30,2.1436652791189073e-32,1.0690120845719769e-30,4.629640294680357e-27,1.1795520167683275e-17,1.297390753927725e-16
2.3148370708706385e-11,0.9241400177316468,3.703352202917115e-11,7.043721122343395e-14,1.2172142798243304e-14,3.177736334265315e-13,0.0,0.0,3.369349219418273e-09,1.045838607432054e-15,3.4370557178255656e-17,7.208414879449816e-17,5.817828499314225e-17,3.9902363978952535e-27,1.375668728079206e-17,1.6774777058870635e-12,2.3873787547894356e-08,6.6013421669363156e-15,6.73214559030901e-30,4.898684393313054e-28,1.6501021842576918e-17,3.0667811020896783e-13,1.8788552124347055e-09,1.3005783668546984e-20,1.783788880774091e-15,1.1317942232850485e-20,3.1809271212558114e-14,3.796852661605088e-06,2.768221022569119e-14,1.0421897480175874e-09,1.031216453003421e-20,3.3838853827228805e-24,7.518996502806337e-19,1.9860732840518577e-16,3.76,0.0,0.8698299280019866,0.9998293310719135,8.617053540460949e-18,3.6464018199096347e-07,3.796853553051393e-06,1.3291230160032228e-09,3.5998602974799154e-11,2.0069534770149854e-09,1.0941739270363116e-22,1.847615941711689e-20,6.965987050152128e-25,3.5548088505227275e-24,3.8048338701216033e-25,2.3874671031322992e-08,8.7096359426641e-15,3.077579525635741e-17,2.200163855701334e-22,3.5869750903307294e-21,2.4212761473276273e-15,4.644505995511134e-16,1.880659898699621e-09,9.413927148151025e-17,1.2663848659979685e-26,1.021570296345519e-26,1.0422479097595257e-31,1.1978048636106775e-34,3.717839686175843e-20,5.8085532547554914e-31,4.162759783863294e-20,2.034200802406184e-22,7.197768780251397e-23,3.463035968180108e-19,2.4324961896401148e-20,1.5425154919455724e-26,5.1031509397378065e-23,2.7304844875815677e-39,8.60097434405363e-36,3.189936860333734e-16,1.0416754871284696e-09,2.788709440254229e-22,9.207746867492771e-15,0.00017066555868209044,5.139696903458563e-28,7.457450817660909e-16,3.627316787471023e-29,3.664718814980892e-42,3.6463916836935794e-07,3.83874427534075e-20,5.135357140296388e-29,2.6659338178155428e-15,2.3562748027213307e-29,6.311741442429024e-30,4.8377816782443083e-32,2.4121871069518448e-30,8.913215425243837e-27,1.6388437230079927e-17,1.80099408100941e-16
2.6650473131115825e-11,0.9241401217461943,4.901590850343218e-11,8.24092108486955e-14,1.6261691060240016e-14,4.2337989772775197e-13,0.0,0.0,3.879047199817822e-09,1.386216325319538e-15,5.2441135077529885e-17,1.1234669336514343e-16,8.877619355721874e-17,6.094297041389553e-27,1.8234375251232597e-17,2.2229911976486308e-12,2.7485451198790598e-08,8.753990596824481e-15,1.2403794826045139e-29,8.622374637145006e-28,2.5179833003828702e-17,4.0648406425241613e-13,2.1628131196515363e-09,1.9843316538777444e-20,2.3638037305070518e-15,1.7281624891627296e-20,4.2165444639828677e-14,4.371274630847099e-06,3.6688541510446664e-14,1.1997006316920894e-09,1.5732841758686973e-20,5.162000071704982e-24,1.1462332655330578e-18,2.6324431234177174e-16,3.76,0.0,0.8698292938494393,0.9998043189354971,1.3175423928274807e-17,4.198063874741534e-07,4.371275812290101e-06,1.5273440349882055e-09,4.7664895958629533e-11,2.3076347393563375e-09,1.673557666047302e-22,2.819914759679209e-20,1.153034852879665e-24,6.216687550626451e-24,6.675552446861606e-25,2.7486622208941682e-08,1.1544139839125593e-14,4.082224593141754e-17,3.3591126594448554e-22,5.469182994895402e-21,3.394809919196266e-15,6.144301039022376e-16,2.165204945396565e-09,1.2442421598391893e-16,2.3413212191882168e-26,1.795096631907395e-26,2.0984999028545106e-31,2.4161388664050142e-34,5.673327747377001e-20,1.0281309397288952e-30,6.342871220401538e-20,3.567909922469634e-22,1.1010717086651212e-22,5.266583150448598e-19,3.7094435805994276e-20,2.7085815101241475e-26,7.786998144592687e-23,6.169219271417489e-39,1.7310866806089534e-35,4.222789131617251e-16,1.1990191017438611e-09,4.300916755279641e-22,1.2169121799642549e-14,0.0001956771853876991,9.027731303635487e-28,9.883001252928448e-16,6.359199523889227e-29,9.707353120073966e-42,4.198050439582325e-07,5.857940662744097e-20,9.018080415171349e-29,3.5336924728318994e-15,4.1439255268717125e-29,1.117925799901651e-29,9.745248470984132e-32,4.858461771464689e-30,1.565141835106986e-26,2.1739321848937452e-17,2.3869432429346496e-16
3.365467797593471e-11,0.9241403297758892,7.795915146807536e-11,1.0751338729620622e-13,2.633973736724865e-14,6.821076610195669e-13,0.0,0.0,4.898405736801295e-09,2.210582792663324e-15,1.0557421149352525e-16,2.3566745504051945e-16,1.7876502637446182e-16,1.2293976943105974e-26,2.9079572632141344e-17,3.5435848828153673e-12,3.470863137146108e-08,1.3973214249133979e-14,3.4585708829436424e-29,2.202368871815059e-27,5.070508004925657e-17,6.481985710064283e-13,2.730498210149218e-09,3.994701502356331e-20,3.7678235108626e-15,3.4844374918121806e-20,6.725197694667107e-14,5.520117403762905e-06,5.849690330291831e-14,1.5145953008220693e-09,3.1669149874076293e-20,1.0388111503276848e-23,2.3036542577061656e-18,4.197872015636153e-16,3.76,0.0,0.8698280255453891,0.9997549151099538,2.663699703800124e-17,5.301388158205514e-07,5.520119287373207e-06,1.9215615938924443e-09,7.585231251546049e-11,2.9066927143491716e-09,3.385883772568978e-22,5.680662205989025e-20,2.6805187820632965e-24,1.5672404497391334e-23,1.694046922197221e-24,3.47104987321876e-08,1.8408903504637432e-14,6.519500437667509e-17,6.771384787278524e-22,1.0995750922630922e-20,6.00207690089262e-15,9.760742619868591e-16,2.734311750089151e-09,1.972972533436963e-16,6.550204358582739e-26,4.569601204358676e-26,6.720147817057704e-31,7.767517367434525e-34,1.1424757705134959e-19,2.6566328442536233e-30,1.2735293505878466e-19,9.048493971849236e-22,2.2281955952829095e-22,1.0533856801410406e-18,7.459959022578376e-20,6.885062220285603e-26,1.568007145254926e-22,2.4301349543473603e-38,5.53903643065991e-35,6.717052130216873e-16,1.5135087982927657e-09,8.843917041307697e-22,1.9293881893133257e-14,0.00024507999154316907,2.2961763734575612e-27,1.5755382659179174e-15,1.6112087134405873e-28,5.053508430891648e-41,5.301366733256959e-07,1.179699083149627e-19,2.2926791292183702e-28,5.635482861571972e-15,1.0566771919724262e-28,2.891502285734297e-29,3.1238973987289473e-31,1.556971398250544e-29,3.978634410842937e-26,3.472203282776089e-17,3.8057906775601345e-16
4.065888282075359e-11,0.924140537806379,1.1350498373254528e-10,1.3424882814433094e-13,3.9036736614511334e-14,1.0056703551242095e-12,0.0,0.0,5.917715056159365e-09,3.2264251387338135e-15,1.861025465990703e-16,4.32082246562485e-16,3.1519353221474904e-16,2.1715703308179305e-26,4.24447682808839e-17,5.169957892071357e-12,4.193161538456271e-08,2.041384921481125e-14,8.023660189262476e-29,4.713137664634664e-27,8.940432353755793e-17,9.460445494856424e-13,3.2978758241963284e-09,7.04146389260141e-20,5.4967866092214106e-15,6.15159398148033e-20,9.817289332988429e-14,6.668958622499433e-06,8.536390726852657e-14,1.8293205860056106e-09,5.581798600839147e-20,1.8304716073624156e-23,4.053920397073647e-18,6.1268599547120095e-16,3.76,0.0,0.8698267572427293,0.9997063271545754,4.7152537191615566e-17,6.404712673357097e-07,6.668961371079509e-06,2.3128346935738514e-09,1.1047893059863983e-10,3.502692375032716e-09,5.998174322465295e-22,1.0020051219101116e-19,5.349014293614692e-24,3.310712244794213e-23,3.602093964427865e-24,4.193434081285531e-08,2.686788097877847e-14,9.529488400770868e-17,1.1951909994870157e-21,1.9356909796538387e-20,9.612801644679843e-15,1.419168869777396e-15,3.3034408363770444e-09,2.8634042596324103e-16,1.5195328903451216e-25,9.746387041604556e-26,1.7238470485084177e-30,2.000067343581746e-33,2.0144877717730274e-19,5.751732718425883e-30,2.238931974324214e-19,1.9227522243767445e-21,3.9480354954801183e-22,1.844831044413172e-18,1.313629710038625e-19,1.466404334145365e-25,2.7646139491803944e-22,7.37635449779885e-38,1.4197386576882044e-34,9.779107335914106e-16,1.82773527195263e-09,1.5916154973705348e-21,2.7997960462499637e-14,0.0002936669275775888,4.893381135447877e-27,2.2988372610886373e-15,3.4204942631418566e-28,1.886968961432139e-40,6.404681402791761e-07,2.0802044163966673e-19,4.88373322418966e-28,8.225706732859326e-15,2.2575391963814835e-28,6.263899094930894e-29,8.021075413201752e-31,3.9966748512026527e-29,8.47411755005381e-26,5.075773087338261e-17,5.553756820508245e-16
5.466729251039136e-11,0.9241409538697144,2.042360546240439e-10,1.9301516927595559e-13,7.270262826721906e-14,1.8543598751147654e-12,0.0,0.0,7.956189248927115e-09,5.832511758626247e-15,4.520625041076753e-16,1.1298342350824735e-15,7.6599129704749e-16,5.29670599425982e-26,7.673629532172826e-17,9.338558826022868e-12,5.637699499243961e-08,3.6972977423500627e-14,3.073884817200662e-28,1.554888808898176e-26,2.1728451145959756e-16,1.7101053604859917e-12,4.431709367203972e-09,1.7103184112312942e-19,9.927740204446204e-15,1.4988159087256733e-19,1.7752785945432465e-13,8.966636397010285e-06,1.542628561678248e-13,2.458263389849064e-09,1.3555215730303304e-19,4.442940059666104e-23,9.814440617972314e-18,1.1075376500394238e-15,3.76,0.0,0.8698242206415719,0.9996115451745478,1.1549685023446344e-16,8.611362398502381e-07,8.96664136347719e-06,3.086649759068388e-09,1.9888838009488115e-10,4.6855855109008954e-09,1.4716023491125677e-21,2.4370610984337656e-19,1.595002696494191e-23,1.063734559034993e-22,1.1729565396594621e-23,5.6381921646819815e-08,4.8567882876480555e-14,1.727750347624903e-16,2.910768051530087e-21,4.6893931327695373e-20,2.042625570829741e-14,2.5459290449725036e-15,4.4417658530844084e-09,5.118344799306236e-16,5.771477975812653e-25,3.1935676547291103e-25,7.576552794661206e-30,8.862368657521434e-33,4.896168219490093e-19,1.9442544664021336e-29,5.409600960100682e-19,6.252406912455576e-21,9.687985108024957e-22,4.42351529299314e-18,3.184231126733833e-19,4.790969493413034e-25,6.718368373136586e-22,4.325967849551858e-37,6.229237855656274e-34,1.7589398492340186e-15,2.455399290462593e-09,4.024410679157999e-21,5.0034118343368906e-14,0.0003884468690447364,1.6006763388985517e-26,4.153092319408476e-15,1.1101425153348717e-27,1.5631254298811063e-39,8.611305869428726e-07,5.056289237653612e-19,1.5960628555493196e-27,1.487180955333173e-14,7.422122100182538e-28,2.1170380632127933e-28,3.532502471059402e-30,1.7591167823793283e-28,2.768821347860124e-25,9.20443954131422e-17,1.0036344554783012e-15
6.615058053596259e-11,0.9241412949368046,2.9795100768952184e-10,2.469132588721142e-13,1.09001113849759e-13,2.758587647538036e-12,0.0,0.0,9.627073033002097e-09,8.540034173908466e-15,8.005639563486126e-16,2.116325696088939e-15,1.3570175338882867e-15,9.4118874566162e-26,1.123672398108468e-16,1.3664831198915432e-11,6.821790070691889e-08,5.4220442999151934e-14,7.378531924707335e-28,3.3586916400862295e-26,3.8495417925057973e-16,2.5038484353712014e-12,5.3602451074713915e-09,3.0286407251956706e-19,1.4525566810488296e-14,2.6608308712031025e-19,2.6000607253664485e-13,1.0850135758625439e-05,2.2581081952197778e-13,2.9733299826157197e-09,2.399994284488201e-19,7.862997323766273e-23,1.7333430687006188e-17,1.62162362586913e-15,3.76,0.0,0.8698221412860625,0.9995361686079847,2.0592254162318622e-16,1.0420247532728059e-06,1.0850143027912852e-05,3.7124123427966365e-09,2.9022762817094984e-10,5.646275961229388e-09,2.627521752235533e-21,4.320287082323799e-19,3.242418345077017e-23,2.2502042267078086e-22,2.507839235162276e-23,6.822511414391535e-08,7.111128442112252e-14,2.5358793521073056e-16,5.165597131383111e-21,8.286278963865282e-20,3.35196260347909e-14,3.704525764556084e-15,5.374965661189547e-09,7.425855435742316e-16,1.370492532164656e-24,6.861517609789888e-25,1.9530669144899322e-29,2.2982298612757283e-32,8.674698945023505e-19,4.282210563707971e-29,9.538091081150373e-19,1.3352646474989517e-20,1.729764006732746e-21,7.750927228312884e-18,5.629288941112037e-19,1.026998089685107e-24,1.1901748097963205e-21,1.3269699135963368e-36,1.60371889726814e-33,2.5649117051536644e-15,2.9691384085723037e-09,7.355971678221232e-21,7.25768553382249e-14,0.00046382176463520027,3.434504116620695e-26,6.077907387167916e-15,2.3672223950224762e-27,5.7709095586553327e-39,1.0420164761878202e-06,8.958967430688869e-19,3.42214193211809e-27,2.1777907112569458e-14,1.5988512484543623e-27,4.658068444786988e-28,9.119381212217917e-30,4.539305689410579e-28,5.935622572144705e-25,1.3511817101976162e-16,1.4691318480735174e-15
7.763386856153381e-11,0.9241416360059483,4.0889447423331886e-10,3.064339224165559e-13,1.5362133985422546e-13,3.85887083147861e-12,0.0,0.0,1.1297834257400266e-08,1.1762149446910096e-14,1.2933876146200954e-15,3.6041530302453305e-15,2.1932191566040894e-15,1.5257779711369057e-25,1.5477529965769243e-16,1.880840093129545e-11,8.005827934992587e-08,7.47933466931302e-14,1.5519077650756288e-27,6.418777749490698e-26,6.221907263642355e-16,3.448388230686183e-12,6.2879566902970085e-09,4.892753120677758e-19,1.9991218704355888e-14,4.309390689930848e-19,3.58196508244177e-13,1.273363094142073e-05,3.109217437065548e-13,3.487942486212777e-09,3.8765799074913732e-19,1.2695182447596083e-22,2.792881703700007e-17,2.233384578146591e-15,3.76,0.0,0.8698200619342616,0.9994628220547568,3.349233070409878e-16,1.2229133289021204e-06,1.2733640949696978e-05,4.330574772724545e-09,3.9837768199689504e-10,6.598958306740962e-09,4.280048941239136e-21,6.987014040146954e-19,5.896637225255272e-23,4.2121938574450604e-22,4.744518695482095e-23,8.006821406354266e-08,9.793800982069632e-14,3.501032577211668e-16,8.363015908655451e-21,1.3357909539232333e-19,5.108119441757971e-14,5.070454159601689e-15,6.30822535819271e-09,1.013453254205656e-15,2.843425998337181e-24,1.304383718005097e-24,4.320969514797814e-29,5.114869648090901e-32,1.4021256297601375e-18,8.344677678074731e-29,1.5342466122546517e-18,2.5231736533816594e-20,2.817247030988889e-21,1.2390378302415365e-17,9.07901582706396e-19,1.9479022569213332e-24,1.9234997215707656e-21,3.4120681620635076e-36,3.543582791828867e-33,3.5182170404183546e-15,3.482172316097143e-09,1.2253468010047669e-20,9.903135299536204e-14,0.0005371666469951705,6.520355325164416e-26,8.366812048956488e-15,4.46648768008097e-27,1.7401455035305435e-38,1.2229019288742727e-06,1.448166102584015e-18,6.492270922267092e-27,2.9998070509753024e-14,3.0471966794794782e-27,9.061017157877155e-28,2.0204717811430693e-29,1.005283975138484e-27,1.1258730587721342e-24,1.865736301472502e-16,2.022876627790306e-15
8.911715658710503e-11,0.9241419770771174,5.368873930830671e-10,3.720048712413705e-13,2.0700849844643777e-13,5.162756231387658e-12,0.0,0.0,1.2968476184758415e-08,1.549883225481259e-14,1.9554180529872795e-15,5.726380185858457e-15,3.3170856837477697e-15,2.314688656571105e-25,2.0396176018249522e-16,2.47676479370739e-11,9.189813098766253e-08,9.87066129612802e-14,2.963228643689486e-27,1.1227157140709592e-25,9.410558802264876e-16,4.5436966128132225e-12,7.214844926931758e-09,7.396678723803691e-19,2.6322736996887222e-14,6.531115712244923e-19,4.721089419519921e-13,1.4617121944926978e-05,4.0958355842216436e-13,4.002101323568769e-09,5.859562402167703e-19,1.9180773237979332e-22,4.2112646947076125e-17,2.9428014761781935e-15,3.76,0.0,0.8698179825861592,0.9993914508451862,5.097276272239889e-16,1.4038019667138586e-06,1.4617135127857877e-05,4.9412450913562874e-09,5.231668848221873e-10,7.543706243904683e-09,6.5243852986205865e-21,1.057417788478127e-18,9.885283937712278e-23,7.217862994912913e-22,8.216356025397598e-23,9.191122140607506e-08,1.2904747795848242e-13,4.624297909641396e-16,1.2670039177198782e-20,2.015100114859123e-19,7.370842944493751e-14,6.639740625578749e-15,7.24154494337231e-09,1.3233151522987833e-15,5.34574684376447e-24,2.2696234125884726e-24,8.560394030463976e-29,1.0192404556393208e-31,2.120786903038563e-18,1.4882119520389401e-28,2.3094549439275596e-18,4.3642221370053025e-20,4.2933072508837696e-21,1.853545763668572e-17,1.3702614155189132e-18,3.381717629863296e-24,2.9090493410521598e-21,7.711235222148767e-36,7.01153837160637e-33,4.617040609452242e-15,3.994501830618439e-09,1.908228434409459e-20,1.2928614660063604e-13,0.0006085361857982064,1.1330443708781492e-25,1.1019235998318414e-14,7.713996454749834e-27,4.506787031178065e-38,1.4037869450006674e-06,2.190565895954976e-18,1.1273720501281661e-26,3.953278756398432e-14,5.3153197502296366e-27,1.6120894186987098e-27,4.008387006441663e-29,1.993515298080713e-27,1.9547252533386316e-24,2.4647278454434815e-16,2.6647932888478283e-15
9.999999999999999e-11,0.9241423181502844,6.737628355569557e-10,4.4011460509899884e-13,2.660954896676153e-13,6.5931485904522945e-12,0.0,0.0,1.4551655424704354e-08,1.951501919058162e-14,2.7615212869540098e-15,8.455280979226994e-15,4.6861963527264376e-15,3.2796040536168027e-25,2.5683352302776794e-16,3.1166645888004944e-11,1.031184074830916e-07,1.2446593133975735e-13,5.109204714590806e-27,1.7923134869489072e-25,1.3295200183113045e-15,5.7208568759888235e-12,8.092508349723594e-09,1.0445258183123105e-18,3.312055862626157e-14,9.244777116846846e-19,5.945839349916482e-13,1.6402124055540248e-05,5.155821332981591e-13,4.4889572138686e-09,8.273401580853351e-19,2.707099615356412e-22,5.932576006979048e-17,3.705235550613013e-15,3.76,0.0,0.8698160119675825,0.99932558638404,7.243584862788783e-16,1.57523225522262e-06,1.6402140648764126e-05,5.513166200190342e-09,6.566340775437544e-10,8.431797939203e-09,9.286454745895266e-21,1.4947691988026516e-18,1.5227401873840064e-22,1.1301680900210136e-21,1.2994463264498987e-22,1.0313488948805036e-07,1.6248246082264305e-13,5.835741991487261e-16,1.7928269550208043e-20,2.839901863597383e-19,1.0035673582269491e-13,8.311111638580314e-15,8.126117862171996e-09,1.6519731621221584e-15,9.070832975716555e-24,3.605495279070475e-24,1.5149699851349004e-28,1.813706197143638e-31,2.996359786463146e-18,2.41991280412772e-28,3.2480534849000857e-18,6.893996727717384e-20,6.108454574025066e-21,2.5916096940490358e-17,1.931995367963587e-18,5.360763193908481e-24,4.109599898933461e-21,1.5264515928739948e-35,1.23940099659917e-32,5.791089749718943e-15,4.479393005540462e-09,2.769214985742161e-20,1.6136813926517115e-13,0.0006743990636274985,1.7977033007183183e-25,1.3867958252612581e-14,1.2168435925308378e-26,9.994490668992017e-38,1.575213340910917e-06,3.095134836844927e-18,1.7875224360069786e-26,4.9782665985206526e-14,8.463378680272407e-27,2.614022786494901e-27,7.102992386929129e-29,3.531139634966259e-27,3.0988481190151658e-24,3.1108909949094747e-16,3.3544539136103722e-15
1.0060044461267626e-10,0.9241423181502844,6.817528793798286e-10,4.440488012998567e-13,2.6960369999757026e-13,6.67771243674035e-12,0.0,0.0,1.4639001988809097e-08,1.9750058260611888e-14,2.8114908687393294e-15,8.62887990407726e-15,4.771086740249968e-15,3.3395523141591585e-25,2.599279158243253e-16,3.1540956728174406e-11,1.037374556862228e-07,1.259751364476894e-13,5.2563772511682596e-27,1.8364425570219003e-25,1.3536068978136352e-15,5.789745457046758e-12,8.140910625772011e-09,1.0634228765879973e-18,3.351817175923759e-14,9.413254151760693e-19,6.017527491847102e-13,1.6500608768674554e-05,5.217842046369387e-13,4.515806917070146e-09,8.423012027382782e-19,2.755989377424741e-22,6.039103354297379e-17,3.749853960625529e-15,3.76,0.0,0.8698159032417454,0.999322001779322,7.377181799471631e-16,1.5846906666836948e-06,1.650062556142483e-05,5.54452978856265e-09,6.644256632940547e-10,8.480592769922863e-09,9.45858374887608e-21,1.5218977284750138e-18,1.557323145643418e-22,1.1567643427648252e-21,1.3307584236758893e-22,1.0375413617187726e-07,1.6443913150341702e-13,5.906762183699211e-16,1.8254649560871655e-20,2.8909585644769096e-19,1.0198441610272731e-13,8.408475932166274e-15,8.17492441600652e-09,1.6710791420602054e-15,9.323720400422751e-24,3.693273802289357e-24,1.5605399243782229e-28,1.8688174568156793e-31,3.0506515606179024e-18,2.481997854796429e-28,3.3060732336803507e-18,7.059651318510127e-20,6.22152200373897e-21,2.6370509166498733e-17,1.9667784141283646e-18,5.490635902273175e-24,4.184036976294196e-21,1.5814806625193633e-35,1.276600111067838e-32,5.859593838795848e-15,4.506127770529946e-09,2.823494359384005e-20,1.63232941431013e-13,0.0006779835809908877,1.841344167935877e-25,1.4034611760736207e-14,1.2459870739183588e-26,1.041390965270094e-37,1.5846715245654054e-06,3.1512268669426803e-18,1.830849894256822e-26,5.038257860299998e-14,8.670516570831736e-27,2.6806436264822664e-27,7.317159194942347e-29,3.637528840847794e-27,3.173932726336572e-24,3.1487763564638595e-16,3.3948068725501796e-15
