Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070)
0.0,0.9241393302162177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.8698341196638018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.291641675550667e-23,0.9241393302162177,2.898375902418105e-25,1.7285931954204011e-25,1.7036296408393881e-37,4.5332911790172426e-36,0.0,0.0,9.15854341180356e-21,1.5452532577663152e-38,4.144957515358332e-51,7.44139856278041e-51,7.010703199280049e-51,4.7801268072646145e-61,2.032254735163244e-40,2.481739343087364e-35,6.48909854654307e-20,9.722800769632667e-38,5.999579289459817e-75,2.454946908052769e-73,1.988232869412423e-51,4.5316292889353674e-36,5.111233408863015e-21,1.5686305434225188e-54,2.639548935891873e-38,1.3579584655753898e-54,4.697221489112511e-37,1.0319728386465673e-17,4.09239655503338e-37,2.835152808195378e-21,1.244140044863727e-54,4.0859730834108855e-58,7.632014765188282e-53,2.9345704124785578e-39,3.76,0.0,0.8698341196638018,0.9999999999999994,1.0245138656270434e-51,9.910782048881048e-19,1.0319728386465673e-17,3.657651967736149e-21,5.355821390910607e-34,5.501181281656606e-21,1.2915004060155646e-56,1.1346644819310483e-54,3.528490890796011e-59,2.6614380355516438e-62,2.3452688375033853e-70,6.489098546543073e-20,1.2869665585166636e-37,4.5249436211728e-40,2.641742662864505e-56,4.345075232609798e-55,2.1914828812543213e-38,6.950152019790553e-39,5.111233408863042e-21,1.417396610401696e-39,9.246707174202188e-72,6.12387760380903e-72,8.688302626197697e-88,9.687755530570377e-91,2.2396722035545692e-54,6.780116612413003e-76,4.929345351694685e-54,2.6102476175510477e-67,4.264415436039013e-57,4.267672996558823e-53,2.5267979254822995e-54,1.009386924706206e-71,3.0749214332876766e-57,4.174336891315979e-96,7.189177584278512e-92,4.752909383694851e-39,2.8351528081953702e-21,1.5605281542641962e-56,1.3869668806180605e-37,4.767442011419214e-16,2.2377279010109828e-73,1.1029986785593402e-38,1.5996950765185336e-74,-6.885512610355145e-112,9.910782048881048e-19,2.3124344634309864e-54,3.3588496057488483e-74,3.938242132000337e-38,1.5255458511420716e-74,3.887567486747813e-75,8.243668154149441e-88,4.1650212253968966e-86,5.832008984322572e-72,2.4088186898203225e-40,2.6624996770624923e-39
1.7616596691541866e-22,0.9241393302162177,8.115452544573132e-25,4.840060947180098e-25,1.0289923030674435e-36,2.7381078721271873e-35,0.0,0.0,2.5643921553049956e-20,9.33332967690854e-38,4.920893568716719e-50,8.834428373747213e-50,8.323107330210159e-50,5.674966545584727e-60,1.2274818600385991e-39,1.4989705632247523e-34,1.8169475930320595e-19,5.872571664858277e-37,1.3420818887387589e-73,7.239741660022784e-72,2.3604300625664246e-50,2.7371040905169586e-35,1.4311453544816363e-20,1.862278181151194e-53,1.5942875572786725e-37,1.6121682903311548e-53,2.837121779423968e-36,2.889523948210388e-17,2.47180751924015e-36,7.938427862947015e-21,1.47704306127313e-53,4.8508672446252926e-57,9.542859506851891e-52,1.7724805291370488e-38,3.76,0.0,0.8698341196638018,0.9999999999999987,1.2163028613681415e-50,2.775018973686693e-18,2.889523948210388e-17,1.0241425509660415e-20,3.234916120109829e-33,1.5403307588637676e-20,1.5354670295338565e-55,1.6998261667007395e-53,4.1890243855886904e-58,3.1596595476818e-61,6.696402032830795e-69,1.8169475930320604e-19,7.773278013440642e-37,2.733065947188453e-39,3.136276889352844e-55,5.158473316154084e-54,1.323655660284281e-37,4.197891819953073e-38,1.4311453544816526e-20,8.561075526824967e-39,2.141353593261297e-70,1.755353428289176e-70,4.55224152110011e-86,5.095309067128572e-89,3.384587989506349e-53,1.5363664104733043e-74,5.896051937834617e-53,5.881308930221593e-66,6.444384606943276e-56,5.066581381513635e-52,3.1349200561733276e-53,2.8466326295794423e-70,4.646821269984323e-56,2.1955071581809632e-94,3.766774030526151e-90,2.8707572677515003e-38,7.938427862946969e-21,2.358270146725886e-55,8.377279958931802e-37,1.334883763197149e-15,7.035774557242857e-72,6.662112018498362e-38,5.0296972717859064e-73,3.568202638471322e-110,2.775018973686693e-18,3.4943961845055416e-53,9.472480766443148e-73,2.3786982477282056e-37,4.30228338755739e-73,1.0963562323435181e-73,3.4494466872737655e-86,1.731416415865407e-84,1.6447176687865448e-70,1.4549264886515346e-39,1.608149804945738e-38
4.0266506723524266e-22,0.9241393302162177,1.8549605900092923e-24,1.1062996450711388e-24,4.954154995567738e-36,1.3182810748593739e-34,0.0,0.0,5.86146778355427e-20,4.4935964735844395e-37,4.8313624891078885e-49,8.673694164821208e-49,8.171676347756134e-49,5.571715806548163e-59,5.909796769854711e-39,7.21689800969782e-34,4.1530230697875626e-19,2.827390463809399e-36,2.6517276520221045e-72,1.5850145387555884e-70,2.317484232587108e-49,1.3177977972224006e-34,3.271189381672274e-20,1.8283957614132257e-52,7.675808305573286e-37,1.5828363874748325e-52,1.365952009033936e-35,6.604626167338031e-17,1.1900689182036898e-35,1.8144977972450108e-20,1.4501696363086231e-52,4.762610226023379e-56,9.580503250523682e-51,8.533730759487638e-38,3.76,0.0,0.8698341196638018,0.999999999999997,1.1941733619110603e-49,6.342900511283871e-18,6.604626167338031e-17,2.3408972593505735e-20,1.5574728604765383e-32,3.520756020259653e-20,1.5084936747192635e-54,1.8234734612669775e-52,4.112808982418502e-57,3.1021731063524625e-60,1.4600375620009038e-67,4.1530230697875665e-19,3.7424987521664495e-36,1.3158536050371708e-38,3.079215247835187e-54,5.064619691129145e-53,6.372832218787633e-37,2.0211042073544613e-37,3.271189381672351e-20,4.1217893430462163e-38,4.301243842988134e-69,3.83059134139472e-69,1.992714683028489e-84,2.2325021919715696e-87,3.640983712677038e-52,3.0530028409736455e-73,5.808029995484181e-52,1.1661249487730733e-64,6.93257488606418e-55,4.974399644785688e-51,3.1370855557797706e-52,6.192047751680858e-69,4.998838275667061e-55,9.61958240178014e-93,1.6488813002314814e-88,1.3821460487781766e-37,1.814497797244989e-20,2.536919409831085e-54,4.033299688835398e-36,3.0511628873066797e-15,1.5696425999791723e-70,3.20752015725048e-37,1.122097793009088e-71,3.744973831813382e-108,6.342900511283871e-18,3.759058675693951e-52,2.0604705127026237e-71,1.1452408119857013e-36,9.358406104184945e-72,2.384814279508797e-72,1.3705130359126517e-84,6.874177574440022e-83,3.577618516007995e-69,7.004844749998396e-39,7.742549060897621e-38
8.556632678748907e-22,0.9241393302162177,3.9417912895971446e-24,2.3508867457821554e-24,2.1636096438730443e-35,5.75727979736388e-34,0.0,0.0,1.2455619040052793e-19,1.9624716373632145e-36,4.273285409304719e-48,7.671784262377255e-48,7.227755273925257e-48,4.928119533218618e-58,2.5809635136573166e-38,3.15180896572071e-33,8.82517402329856e-19,1.2347956977435755e-35,4.718607675562549e-71,2.9467501087492494e-69,2.0497885590494056e-48,5.755169196947875e-34,6.95127743605342e-20,1.6171953450467482e-51,3.352227148582385e-36,1.4000008596699342e-51,5.96547129117307e-35,1.403483060559331e-16,5.197343624892213e-35,3.855807819145559e-20,1.2826586206682095e-51,4.2124748100725484e-55,8.557750098313517e-50,3.7269044238477603e-37,3.76,0.0,0.8698341196638016,0.9999999999999936,1.0562328150445231e-48,1.3478663586478226e-17,1.403483060559331e-16,4.9744066761183534e-20,6.801893166453717e-32,7.48160654305011e-20,1.3346280375289105e-53,1.6742297603573527e-51,3.637732968995917e-56,2.7438380864811925e-59,2.709366740693007e-66,8.825174023298576e-19,1.6344475293161544e-35,5.746678398890688e-38,2.7235310157074616e-53,4.479598761809643e-52,2.78318325929639e-36,8.826693065127473e-37,6.951277436053759e-20,1.800093695208175e-37,7.710874248298877e-68,7.110930813022958e-68,7.42601426651966e-83,8.322701892322046e-86,3.346690738684905e-51,5.446875220853627e-72,5.1447822686930943e-51,2.0783658792534452e-63,6.372230697774101e-54,4.399800152525239e-50,2.7982285386827303e-51,1.1479012970887699e-67,4.5947935993330014e-54,3.5861517607651175e-91,6.144691040618729e-87,6.036194917289508e-37,3.855807819145463e-20,2.3318660103694115e-53,1.7614479383829507e-35,6.483721135522045e-15,2.939766874049192e-69,1.4008083217702774e-36,2.101564981336211e-70,2.989964297400268e-106,1.3478663586478224e-17,3.4552032394328144e-51,3.8197643676951445e-70,5.001567507640459e-36,1.7348907722440088e-70,4.421043755729044e-71,4.900773113895274e-83,2.4574086725862072e-81,6.632300556793207e-68,3.0591997360727376e-38,3.381374589869254e-37
1.7616596691541866e-21,0.9241393302162177,8.115452802708427e-24,4.840060947223224e-24,9.032644355793627e-35,2.4035509831257257e-33,0.0,0.0,2.564392155304976e-19,8.192932772676954e-36,3.5919538717290796e-47,6.448596932297522e-47,6.075363846608343e-47,4.142381409148561e-57,1.0775014605835486e-37,1.315818199704702e-32,1.8169475930320524e-18,5.155028968061281e-35,7.958621531215416e-70,5.072915951805241e-68,1.7229707929068476e-47,2.4026698489934935e-33,1.4311453544815195e-19,1.3593501308410207e-50,1.3994888458096065e-35,1.1767850789327812e-50,2.490466833527616e-34,2.889523948210387e-16,2.1697886534785365e-34,7.938427862946371e-20,1.078151856651842e-50,3.540838898513195e-54,7.226571118427007e-49,1.5559092326961235e-36,3.76,0.0,0.8698341196638015,0.9999999999999867,8.878273238538456e-48,2.7750189736866935e-17,2.889523948210387e-16,1.0241425509648775e-19,2.839656501458324e-31,1.5403307588625766e-19,1.1219869249359995e-52,1.4316305049689341e-50,3.057733750507783e-55,2.306363096755094e-58,4.659145727569237e-65,1.8169475930320593e-18,6.823496693255274e-35,2.399125107946922e-37,2.2892919237569915e-52,3.7653726753727466e-51,1.1619242237341026e-35,3.684970600887075e-36,1.431145354481661e-19,7.515036828331981e-37,1.3051146670159412e-66,1.22304637321373e-66,2.5597448374337722e-81,2.86936156426101e-84,2.8631641657914324e-50,9.198524052449403e-71,4.327530828487685e-50,3.5081147726630094e-62,5.451577520465314e-53,3.698297136037009e-49,2.361401818995355e-50,1.972949039646659e-66,3.9309426612575652e-53,1.2363732548752703e-89,2.118073114908791e-85,2.5199925552323535e-36,7.938427862945968e-20,1.9949604661025604e-52,7.353698401019082e-35,1.3348837631937986e-14,5.077716206530307e-68,5.848098993720857e-36,3.629930882953223e-69,2.1297904127531477e-104,2.775018973686693e-17,2.955991747738171e-50,6.565198451334014e-69,2.0880559783866062e-35,2.981833970983926e-69,7.598644634595397e-70,1.6573924237665551e-81,8.309557414508444e-80,1.1399229154680368e-66,1.27715566934357e-37,1.4116573287784324e-36
3.573652471712779e-21,0.924139330216218,1.646277628467331e-23,9.818409350181502e-24,3.690129947297248e-34,9.819290025489811e-33,0.0,0.0,5.20205265790433e-19,3.347080366452105e-35,2.94490080093317e-46,5.286949373062552e-46,4.980950352982112e-46,3.396174551364928e-56,4.401945046552963e-37,5.3755466866991e-32,3.6858079744364316e-18,2.1059975379072424e-34,1.3072059763864184e-68,8.415409532642257e-67,1.4125955535356896e-46,9.815690305005243e-33,2.903180576233668e-19,1.1144773657388928e-49,5.717368577096987e-35,9.647995060694083e-50,1.0174369634278644e-33,5.861605723512499e-16,8.864294634063132e-34,1.6103667950546858e-19,8.839340312747682e-50,2.9029936574754665e-53,5.938017698037301e-48,6.35639689624499e-36,3.76,0.0,0.8698341196638012,0.9999999999999729,7.278944803671961e-47,5.629324203764435e-17,5.861605723512499e-16,2.0775463176689068e-19,1.1600923365547018e-30,3.124670967975605e-19,9.199330131119449e-52,1.1834228530885025e-49,2.5069148695066818e-54,1.890898854950129e-57,7.724306375152982e-64,3.685807974436461e-18,2.7876210444093685e-34,9.801208881214456e-37,1.8768998322893022e-51,3.0870800135027123e-50,4.7468395809000313e-35,1.5054307280897375e-35,2.9031805762342463e-19,3.07013775397941e-36,2.147301094909031e-65,2.0278494043091895e-65,8.49724719583086e-80,9.525933796789437e-83,2.3673194139961003e-49,1.511796264437136e-69,3.549177521698582e-49,5.76420423042734e-61,4.5074697171098434e-52,3.032087433813197e-48,1.9397295297482012e-49,3.270018343977796e-65,3.25017940930528e-52,4.1046098635258586e-88,7.031087854153272e-84,1.02949918414359e-35,1.6103667950545211e-19,1.6494718921525565e-51,3.00422574207881e-34,2.7079070624710718e-14,8.436701420822336e-67,2.3891392577060235e-35,6.031184452222006e-68,1.436835050415325e-102,5.629324203764433e-17,2.4440682595067385e-49,1.088133453862187e-67,8.530389987598238e-35,4.942171129564083e-68,1.2594196223805468e-68,5.451602669176041e-80,2.733046350201732e-78,1.8893385605012516e-65,5.21759763490548e-37,5.767080800503584e-36
7.197638076829963e-21,0.924139330216218,3.315742507157232e-23,1.9775106156402625e-23,1.4916095248216522e-33,3.9691140252812954e-32,0.0,0.0,1.04773736631029e-18,1.352943399330745e-34,2.3848570203751908e-45,4.281508675966037e-45,4.0337027410925335e-45,2.7503102034694563e-55,1.7793365688626826e-36,2.1728819183599305e-31,7.423528737245139e-18,8.512778768264556e-34,2.119037219246028e-67,1.3708646846455409e-65,1.1439565032660711e-45,3.967658960668522e-32,5.847251019737139e-19,9.025326655519773e-49,2.31105179172041e-34,7.813196541322478e-49,4.112642880350617e-33,1.1805769274116721e-15,3.583089618965237e-33,3.243414812574328e-19,7.158326960634575e-49,2.3509195290149247e-52,4.814041555146937e-47,2.569357255504723e-35,3.76,0.0,0.8698341196638005,0.9999999999999455,5.894678221438511e-46,1.1337934663919922e-16,1.1805769274116721e-15,4.1843538510687445e-19,4.689278707151729e-30,6.293351386193246e-19,7.450096771994049e-51,9.622302672454269e-49,2.030164658048122e-53,1.53130384710922e-56,1.2578798429340992e-62,7.423528737245252e-18,1.1268009963760942e-33,3.9618053376382615e-36,1.5199621461038896e-50,2.4999974328842516e-49,1.9187484543645883e-34,6.085191700582652e-35,5.847251019739476e-19,1.2409987674315796e-35,3.483782401739946e-64,3.302443366912631e-64,2.7691049548396585e-78,3.1044834361184416e-81,1.9250647978211734e-48,2.451440153735121e-68,2.874697182872578e-48,9.345714279833425e-60,3.665399515817887e-51,2.455463016058697e-47,1.5723230984089176e-48,5.324377176235532e-64,2.6429919180331336e-51,1.3376844322964584e-86,2.2913091459051636e-82,4.161400305056755e-35,3.243414812573663e-19,1.341323149005046e-50,1.2143560783789336e-33,5.453953661001959e-14,1.3753952629442716e-65,9.657282870147385e-35,9.832352849437447e-67,9.439420369535098e-101,1.1337934663919907e-16,1.9874745790509064e-48,1.771743215711918e-66,3.4481200221888193e-34,8.047044510291615e-67,2.0506383718801976e-67,1.7686082644114496e-78,8.866243830875337e-77,3.0762980081804684e-64,2.109036386240618e-36,2.3311462672520068e-35
1.444560928706433e-20,0.9241393302162182,6.654672993724738e-23,3.968849977006311e-23,5.997696296117647e-33,1.5959632927986552e-31,0.0,0.0,2.1028015673499467e-18,5.440125904096327e-34,1.9195404078967301e-44,3.44613066564185e-44,3.2466748923909026e-44,2.2136889233367293e-54,7.15463408533139e-36,8.737062626900425e-31,1.4898970262862345e-17,3.422950902163788e-33,3.412644115943054e-66,2.213104678049092e-64,9.207557157949619e-45,1.5953782176866393e-31,1.1735391906740781e-18,7.264368078030229e-48,9.29263761074979e-34,6.288740309206773e-48,1.653675614128938e-32,2.3694096375325145e-15,1.4407445767848055e-32,6.509510847611796e-19,5.761644298284479e-48,1.8922245623247686e-51,3.876868877669318e-46,1.0331272519946828e-34,3.76,0.0,0.8698341196637992,0.9999999999998905,4.744549858075346e-45,2.27551555842309e-16,2.3694096375325145e-15,8.397968917835536e-19,1.885538343941633e-29,1.2630712222594883e-18,5.996582181751544e-50,7.760299938364182e-48,1.6340531380392896e-52,1.2325344919206788e-55,2.0303678493422564e-61,1.48989702628628e-17,4.53081724791982e-33,1.5930245016145765e-35,1.223397768905362e-49,2.012215428839105e-48,7.715203148028143e-34,2.4468288191421474e-34,1.1735391906750172e-18,4.990001462682971e-35,5.612854967677184e-63,5.330660445073502e-63,8.941929379775148e-77,1.0025165653279027e-79,1.5526344861018317e-47,3.94857330989988e-67,2.313998602009169e-47,1.5052336800234185e-58,2.956277497766842e-50,1.976370255748542e-46,1.2661335324189916e-47,8.593566228714822e-63,2.1316687308508888e-50,4.319722853285936e-85,7.399042255172192e-81,1.6732807601522975e-34,6.509510847609117e-19,1.0818257125092683e-49,4.8828723817901405e-33,1.094604685796909e-13,2.2212670235251336e-64,3.883150967810963e-34,1.5879276115250011e-65,6.120447456819086e-99,2.275515558423084e-16,1.602969795917889e-47,2.8596006664495886e-65,1.3864738955393984e-33,1.2987962283004811e-65,3.3097385999695613e-66,5.698437946640511e-77,2.856646332386251e-75,4.965157341299253e-63,8.480342550307199e-36,9.373436613079874e-35
2.8941551707533067e-20,0.9241393302162186,1.3332536883610554e-22,7.951528700225709e-23,2.4053444684108117e-32,6.400526616398079e-31,0.0,0.0,4.212929969429032e-18,2.1817338031204757e-33,1.5403102889141326e-43,2.7653028300715004e-43,2.605252133560664e-43,1.7763459477261444e-53,2.8693282670483974e-35,3.503952888059033e-30,2.984985331409591e-17,1.3727564069932608e-32,5.478049594760555e-65,3.556825581268003e-63,7.3884847475576545e-44,6.398180203270397e-31,2.3511673680734856e-18,5.829197888688891e-47,3.726763305280048e-33,5.046318047129554e-47,6.631978837156443e-32,4.747075057774193e-15,5.778030141664917e-32,1.3041702917679453e-18,4.623356693680999e-47,1.518391043120219e-50,3.111786296496448e-45,4.143302357955652e-34,3.76,0.0,0.8698341196637965,0.9999999999997807,3.8072024598619517e-44,4.558959742485284e-16,4.747075057774193e-15,1.6825199051237594e-18,7.561852086785488e-29,2.530543389526356e-18,4.811917984806292e-49,6.233321108220394e-47,1.3112247356626818e-51,9.890440426630399e-55,3.262863750682952e-60,2.9849853314097745e-17,1.8170603621699764e-32,6.388740749122137e-35,9.81699662650756e-49,1.6146761567303864e-47,3.094141535380309e-33,9.81287793556277e-34,2.3511673680772523e-18,2.0012137697654457e-34,9.011739499923283e-62,8.566635396395744e-62,2.87440980923358e-75,3.2226580460773583e-78,1.2471604496963178e-46,6.338819035182302e-66,1.8569149802891336e-46,2.4163415554492746e-57,2.374642855542854e-49,1.5859126627389973e-45,1.0162287016664325e-46,1.3809630229030348e-61,1.712272249737258e-49,1.3886044515528235e-83,2.3784441515717296e-79,6.710604241261557e-34,1.3041702917668714e-18,8.689812446036968e-49,1.9582502168620263e-32,2.1930233251524794e-13,3.5706218657299143e-63,1.5573172162623672e-33,2.5525472582739063e-64,3.9426374166236665e-97,4.558959742485264e-16,1.2875923324965402e-46,4.595301481514164e-64,5.560380436719709e-33,2.0871306718029074e-64,5.31866107847565e-65,1.829749883824104e-75,9.17252073464963e-74,7.978874517030122e-62,3.400996655283165e-35,3.759167319041871e-34
