Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446)
0.00011392233684665219,0.8097649851396737,0.0010661551056241828,0.00016795597753684307,0.00027493849527489224,0.3695024687951852,0.0,0.0,0.001077667245655972,7.028960907690477e-05,0.4505804584869937,0.030319579049133714,6.0373446817133775e-05,1.0835649380103201e-10,2.6632099550413423e-08,2.213508838262648e-06,0.0050052628225487296,0.005809544889408869,0.00011410556065701348,2.253272434269437e-06,0.022474585417487362,4.795714171123477e-07,4.185487994405618e-07,0.0004891080649654394,9.84720400573618e-07,0.026974018214898914,1.989152855889164e-05,0.027952862058859024,0.0024707421765459434,8.217555621617584e-06,1.5207656792194775e-06,1.2391297042623618e-08,3.882929540529908e-06,0.00030864116342338703,3.76,0.0,5.986133834688505e-05,0.5530569764393513,0.3363736198899095,0.05126914415734425,0.29405117205103876,1.3046338721988266e-05,0.14366280422543054,1.560415959317393e-05,5.2594953328863197e-05,4.556069202017057e-05,0.00030999343371213044,1.9802070538321103e-07,6.128943673901803e-05,0.00778661527355126,0.008396676052330554,0.01059243768639182,5.05366739729355e-12,1.3843864915934556e-12,4.928816070507898e-08,3.6539549903838237e-09,0.0233871910288451,8.011883162577871e-11,1.647525497962476e-08,0.012467468584488675,1.1310809413626328e-08,4.4559690445659844e-08,0.0012068777758088385,1.3125268258224697e-11,2.5211069116191003e-06,0.014310952398725109,7.4030586203989726e-06,6.537321116441798e-09,1.1543338920131381e-06,3.069150200193058e-05,2.9687738317868783e-06,5.350612811837612e-07,2.402399279930984e-13,0.00018346436298282277,1.1268032848892441e-07,0.0005484506354917342,2.8455027407154308e-11,0.0004195936599672291,0.0002822335815541328,4.154723786752213e-07,1.0905729376274849e-09,0.0002370488192113164,5.40244380464967e-05,0.003657463717593902,0.00023835961292603008,0.0006133754369723291,3.9047609845622885e-09,1.0839667818502172e-06,2.0062871180919524e-07,1.0090821367684686e-05
0.00011516130439040148,0.8100348252912308,0.0010704205573294806,0.00016805623468186466,0.00027542044947895277,0.36947659983338343,0.0,0.0,0.0010714057159199636,6.959965044356152e-05,0.45338390452874233,0.030521188171886798,6.021896068827824e-05,1.0975765352937994e-10,2.676947204835012e-08,2.216830572398482e-06,0.0050059163379139095,0.005777049733035443,0.00011410308327258078,2.2614009240079706e-06,0.02251690649494129,4.793851880382133e-07,4.1977287126557314e-07,0.0004879427966139746,9.790488129911936e-07,0.026718143552460064,1.9865503115979552e-05,0.027784928291437496,0.002467619757928182,8.21295652559887e-06,1.5206564190509741e-06,1.2359910106965788e-08,3.860854690701283e-06,0.0003066503302207208,3.76,0.0,5.810896788567855e-05,0.5508700900768612,0.33790409093023227,0.0514998184763965,0.2952589123390756,1.297539584867091e-05,0.14236089090734533,1.5519388640529272e-05,5.244455267340049e-05,4.539484196780679e-05,0.00030772961499550935,1.962758578625142e-07,6.0802014391534505e-05,0.007769774936113438,0.008345888410293748,0.010558467663719128,5.039550725554842e-12,1.380520577434656e-12,4.91457058685952e-08,3.618457648758406e-09,0.02334342474503734,7.973994065457279e-11,1.632488210268004e-08,0.012524238611017684,1.1172763688754203e-08,4.4762668544311976e-08,0.001208367469378494,1.3048107546579806e-11,2.5345323843525904e-06,0.01440926049874123,7.478287159599168e-06,6.506674700058318e-09,1.1609058354027193e-06,3.092495241655353e-05,2.9911020371744466e-06,5.3808749789553e-07,2.3730786597003055e-13,0.00018199659590756426,1.1298453546150681e-07,0.0005498365643094559,2.8334690433154356e-11,0.0004179345042876027,0.00028298605851783537,4.1374566446406056e-07,1.0934811937471461e-09,0.00023851090515444217,5.388982202213621e-05,0.003668028171837472,0.00023760259797718215,0.0006147116148357483,3.927325558752674e-09,1.0849885875007796e-06,2.008859397074172e-07,1.0106247569737539e-05
0.00011640027193415077,0.8103030816214442,0.0010747410391594096,0.00016816173109896303,0.0002759116366898407,0.36945008723397715,0.0,0.0,0.0010652006913510323,6.891902784454261e-05,0.45617137979077216,0.03072270148312105,6.0066774073663875e-05,1.111875411533842e-10,2.6909159270956976e-08,2.2202600226631283e-06,0.0050065724344732915,0.005744745268542417,0.00011410081375322056,2.2695449346109435e-06,0.02255851542957106,4.7920896723548e-07,4.2101565090160367e-07,0.000486791946377726,9.734319308571618e-07,0.026463251579925986,1.9840324049461597e-05,0.02761822533441487,0.0024644253696386826,8.20849846486186e-06,1.520595812325382e-06,1.232881297598727e-08,3.8390444979304224e-06,0.0003046658913061213,3.76,0.0,5.647953867270883e-05,0.5486917803799863,0.33943152140405203,0.05172652099039959,0.2964599256632174,1.2905189485359663e-05,0.1410691563152638,1.5435485429663182e-05,5.2295617001513784e-05,4.5230523920523514e-05,0.00030548805003790326,1.945508605515959e-07,6.031984143178461e-05,0.007752949019559309,0.00829575045167945,0.010524468706006183,5.025715815956319e-12,1.3767318321895473e-12,4.900603689354455e-08,3.583409604226628e-09,0.023298070599150643,7.936569248153066e-11,1.617508053745441e-08,0.012581001917391399,1.103667540353274e-08,4.496562293662133e-08,0.0012098708212925644,1.297199205037661e-11,2.548010960744286e-06,0.01450632174839149,7.553614657100907e-06,6.4764138830606025e-09,1.167502085741477e-06,3.1157391934122255e-05,3.0133424296537833e-06,5.411375039634429e-07,2.3441737910876804e-13,0.00018054499212036263,1.1329216028703738e-07,0.0005511982615060921,2.8215849814341233e-11,0.0004162818558661568,0.00028370537633931207,4.12027132350426e-07,1.0962614102157134e-09,0.00023993798782802255,5.3755664362699656e-05,0.0036784882029256855,0.0002368617415135589,0.0006160912501015039,3.949680201696075e-09,1.085965911008326e-06,2.0113445896494692e-07,1.012121863279339e-05
0.00011763923947790006,0.8105697716272653,0.0010791164295385239,0.0001682723920555741,0.00027641196849345075,0.3694229498111057,0.0,0.0,0.0010590511497630339,6.824754458647462e-05,0.458943024386598,0.030924127572935355,5.991683509795718e-05,1.126466930990614e-10,2.7051177335625988e-08,2.223797004996235e-06,0.005007230361962702,0.005712629034419586,0.00011409877828187152,2.2777045134328084e-06,0.0225994196937378,4.79042756586096e-07,4.222770790060846e-07,0.00048565520408711026,9.678686207194888e-07,0.026209375380342327,1.9815976641323968e-05,0.027452739298147698,0.002461159367251153,8.204176498380052e-06,1.520583931787741e-06,1.2298002702909498e-08,3.817493542818498e-06,0.00030268804090534016,3.76,0.0,5.496350970295114e-05,0.5465219434810145,0.34095595802815803,0.05194926366163847,0.29765430188631115,1.2835698935685361e-05,0.1397874971528275,1.535242627831497e-05,5.214810154417237e-05,4.5067694949919694e-05,0.0003032682782042222,1.9284529552612124e-07,5.9842803832378915e-05,0.0077361343556215005,0.008246239139811965,0.01049044476100858,5.0121582869560275e-12,1.3730190563910246e-12,4.886910992700623e-08,3.54880036637496e-09,0.023251157844429673,7.899599031583079e-11,1.6025869922520006e-08,0.012637757396779909,1.090250316305823e-08,4.5168549674197023e-08,0.00121138742376759,1.2896905327046046e-11,2.5615433138924473e-06,0.014602140282579444,7.629042956869319e-06,6.446530644607107e-09,1.1741226209461045e-06,3.13888407722712e-05,3.035496740296443e-06,5.442112693058826e-07,2.3156758821742935e-13,0.00017910917396050482,1.1360320290325424e-07,0.0005525356026503229,2.809849059533836e-11,0.00041463563589243333,0.0002843917598061254,4.103166156761129e-07,1.0989144549796735e-09,0.00024133005610970485,5.3621935415258626e-05,0.0036888485763277882,0.0002361365198072409,0.0006175133355341705,3.971826665157751e-09,1.0869000732045238e-06,2.0137452810901864e-07,1.0135748078150907e-05
0.00011887820702164936,0.8108349123135701,0.0010835466378527475,0.000168388146939969,0.0002769213644082687,0.36939520560624123,0.0,0.0,0.0010529561024187994,6.758501063313859e-05,0.4616989753619299,0.031125474944141245,5.9769094274770665e-05,1.1413566548510284e-10,2.7195543848778302e-08,2.2274414016403393e-06,0.005007889432898013,0.0056806986619725545,0.0001140970037941006,2.285879726997002e-06,0.02263962658461667,4.788865607352124e-07,4.2355711232226874e-07,0.00048453226537226504,9.623577963187227e-07,0.025956546791723243,1.9792446769997164e-05,0.027288456333097486,0.0024578221140568123,8.199985918595476e-06,1.5206208869944114e-06,1.226747651395505e-08,3.796196586483338e-06,0.00030071696393650643,3.76,0.0,5.355207483108061e-05,0.5443604776719801,0.34247744638513217,0.05216805844444763,0.2988421281357491,1.276690438371367e-05,0.13851581200751215,1.527018847583249e-05,5.20019634538787e-05,4.4906313913800004e-05,0.00030106985499275547,1.9115875944759531e-07,5.937079178760719e-05,0.007719327935476034,0.008197332515251558,0.010456399500472646,4.998873961833793e-12,1.36938110677244e-12,4.873488315317321e-08,3.514619849428871e-09,0.02320271516247466,7.863074089605364e-11,1.5877269169063743e-08,0.012694503913085756,1.0770206957928351e-08,4.5371444703352944e-08,0.001212916873986919,1.2822831604075325e-11,2.5751301224719646e-06,0.014696720307214826,7.704573955808141e-06,6.417017253392892e-09,1.1807674358411345e-06,3.1619319227855335e-05,3.057566714295178e-06,5.473087724294103e-07,2.287576435281349e-13,0.00017768878000554123,1.1391766548031176e-07,0.0005538484762193392,2.7982598233716667e-11,0.00041299576719486003,0.0002850454335321389,4.0861395618761384e-07,1.1014411953288973e-09,0.00024268710671920336,5.348860673176349e-05,0.0036991139040683683,0.0002354264372150862,0.0006189768996665045,3.993766698569686e-09,1.08779234846537e-06,2.0160639652675912e-07,1.0149848947185e-05
0.00012011717456539865,0.8110985202172678,0.0010880316028577372,0.00016850892900740854,0.0002774397514124252,0.36936687192264395,0.0,0.0,0.00104691459231845,6.69312422681346e-05,0.4644393668393545,0.031326752017985814,5.962350436540185e-05,1.1565503352133775e-10,2.7342277822201948e-08,2.2311931563330043e-06,0.0050085490174079685,0.00564895187024557,0.00011409551785958047,2.294070659117397e-06,0.02267914322969801,4.787403869984307e-07,4.2485572267539887e-07,0.0004834228316035963,9.568984156346095e-07,0.025704796440031374,1.97697208757538e-05,0.02712536264203843,0.0024544139812051205,8.195922237441334e-06,1.520706821622351e-06,1.2237231790897202e-08,3.7751485609412366e-06,0.00029875283630285336,3.76,0.0,5.223710644040727e-05,0.5422072833134075,0.3439960309803743,0.05238291729229992,0.300023488933043,1.269878684155512e-05,0.13725400130158974,1.5188750226791897e-05,5.185716167878351e-05,4.4746341343845084e-05,0.00029889235118617333,1.8949086280148562e-07,5.8903699481564774e-05,0.007702526898268296,0.008149009644365669,0.010422336332062857,4.985858857307698e-12,1.3658168929688553e-12,4.860331667018947e-08,3.4808583503539e-09,0.023152770681962153,7.826985430354479e-11,1.5729296479895996e-08,0.012751240303066624,1.0639748096166812e-08,4.557430387274858e-08,0.0012144587731815965,1.2749755743840754e-11,2.5887720697326804e-06,0.014790066095938015,7.780209600502121e-06,6.387866252472415e-09,1.1874365411042606e-06,3.184884766510182e-05,3.079554109601834e-06,5.5042999992208e-07,2.2598672325432994e-13,0.00017628346404379523,1.142355522840643e-07,0.0005551367830683065,2.7868158588840028e-11,0.0004113621741714951,0.000285666622073755,4.0691900341276215e-07,1.1038424983442941e-09,0.00024400914409652608,5.335565099728083e-05,0.003709288651500831,0.0002347310240909811,0.0006204810054649176,4.015502046894032e-09,1.0886439664428376e-06,2.0183030482558718e-07,1.0163533821056517e-05
0.00012135614210914794,0.8113606114300509,0.0010925712911798724,0.00016863467516248785,0.00027796706348494224,0.3693379653576269,0.0,0.0,0.0010409256925926215,6.628606177878618e-05,0.46716433015447745,0.03152796713952065,5.948002024461858e-05,1.1720539217203607e-10,2.74913996730018e-08,2.2350522735562592e-06,0.005009208538484362,0.005617386461181905,0.00011409434857464927,2.302277409551657e-06,0.02271797659200842,4.78604245391838e-07,4.261728960787322e-07,0.0004823266098284595,9.514894781379612e-07,0.025454153771179443,1.974778593174992e-05,0.026963444491068973,0.002450935347769406,8.191981173387228e-06,1.5208419110709174e-06,1.2207266055661424e-08,3.754344559989582e-06,0.0002967958251784146,3.76,0.0,5.101110344332317e-05,0.5400622627485981,0.3455117552953738,0.05259385216413767,0.3011984663161352,1.2631328100695909e-05,0.1360019672449288,1.5108090598608534e-05,5.171365685990987e-05,4.4587739350619504e-05,0.0002967353520550705,1.8784122918494867e-07,5.844142486912704e-05,0.00768572852053019,0.008101250570092445,0.010388258410688762,4.973109171454296e-12,1.3623253741075368e-12,4.847437236583368e-08,3.447506526690687e-09,0.023101351996464767,7.79132437937086e-11,1.5581969367917165e-08,0.012807965378293111,1.0511089141116142e-08,4.577712294043406e-08,0.0012160127257878695,1.2677663208431261e-11,2.60246984247727e-06,0.014882181986909626,7.855951883932586e-06,6.359070445604985e-09,1.1941299622582807e-06,3.207744650328739e-05,3.1014606955692016e-06,5.535749460867197e-07,2.2325403227256547e-13,0.00017489289412753463,1.1455686954831886e-07,0.0005564004359193647,2.7755157913837587e-11,0.0004097347827249823,0.0002862555500368859,4.052316140875404e-07,1.1061192313098527e-09,0.0002452961802821942,5.322304196290695e-05,0.0037193771436827895,0.0002340498348693166,0.0006220247490390496,4.0370344497399e-09,1.0894561136804972e-06,2.0204648517357904e-07,1.0176814839281434e-05
0.00012259510965289725,0.8116212016196894,0.0010971656959230277,0.00016876532576186714,0.0002785032412153259,0.3693085018327913,0.0,0.0,0.0010349885049939988,6.564929715975231e-05,0.4698739939841335,0.03172912858265029,5.9338598775568224e-05,1.1878735763373176e-10,2.7642931216716327e-08,2.239018816913881e-06,0.005009867467609761,0.005586000315013963,0.0001140935244654103,2.310500092930071e-06,0.022756133475073655,4.784781486129872e-07,4.27508631950704e-07,0.0004812433127044447,9.461300221275944e-07,0.02520464708209955,1.9726629413179166e-05,0.02680268821953065,0.002447386600746812,8.188158638782524e-06,1.5210263602740785e-06,1.2177576953268338e-08,3.7337798309386587e-06,0.00029484608928662966,3.76,0.0,4.986714325370358e-05,0.5379253202229994,0.34702466183749886,0.05280087503001679,0.3023671399549234,1.2564510684581629e-05,0.13475961378953552,1.5028189470032561e-05,5.1571411234627167e-05,4.443047153351641e-05,0.0002945984566097087,1.8620949464088063e-07,5.798386947223001e-05,0.007668930206412244,0.008054036264819327,0.01035416864927772,4.9606212735728265e-12,1.3589055563690716e-12,4.8348013835783004e-08,3.4145553770842817e-09,0.023048486181438888,7.756082558957185e-11,1.5435304674097476e-08,0.012864677926956015,1.0384193845335631e-08,4.597989758035462e-08,0.001217578338672674,1.2606540027744683e-11,2.6162241303421993e-06,0.014973072379665222,7.931802843013835e-06,6.330622880264597e-09,1.2008477387787563e-06,3.2305136205477374e-05,3.123288251570395e-06,5.567436126542923e-07,2.2055880071346411e-13,0.0001735167516975955,1.1488162537532489e-07,0.0005576393588691267,2.7643582845329815e-11,0.0004081135202013647,0.0002868124421753827,4.035516515973845e-07,1.1082722620918654e-09,0.0002465482347994507,5.309075438276287e-05,0.0037293835713840227,0.00023338244630457446,0.0006236072583938683,4.05836563884891e-09,1.0902299351952998e-06,2.0225516162473474e-07,1.0189703717220198e-05
0.00012383407719664656,0.8118803060500729,0.0011018148354409651,0.00016890082440950723,0.0002790482314518751,0.3692784966223502,0.0,0.0,0.0010291021584773463,6.502078183501578e-05,0.47256848446715943,0.03193024455489913,5.91991986961476e-05,1.2040156592269535e-10,2.77968955360494e-08,2.2430929021829172e-06,0.005010525320724557,0.005554791385880998,0.00011409307439807004,2.3187388371246723e-06,0.022793620527635942,4.783621118943078e-07,4.2886294230230555e-07,0.00048017265842993916,9.408191223849901e-07,0.02495630355095089,1.9706239267252947e-05,0.026643080248914784,0.0024437681350000335,8.18445072843305e-06,1.5212604015301285e-06,1.2148162238774048e-08,3.7134497671151432e-06,0.00029290377917193917,3.76,0.0,4.879883742647811e-05,0.5357963618082607,0.3485347921865826,0.0530039978761203,0.30352958726043255,1.2498317806629396e-05,0.1335268465857072,1.4949027485842827e-05,5.14303885267092e-05,4.427450288625409e-05,0.00029248127691870534,1.845953070441505e-07,5.7530938194976236e-05,0.007652129478669248,0.00800734858531384,0.010320069729027626,4.948391696565341e-12,1.3555564907202153e-12,4.82242062968478e-08,3.3819962242205115e-09,0.022994199810431715,7.721251873012406e-11,1.5289318584950578e-08,0.012921376715532354,1.025902709460849e-08,4.618262338834964e-08,0.0012191552204209512,1.2536372773513003e-11,2.630035625173017e-06,0.015062741732035865,8.007764556214566e-06,6.302516835286608e-09,1.2075899232836907e-06,3.253193727009055e-05,3.1450385659618313e-06,5.599360083294071e-07,2.1790028277688716e-13,0.0001721547307722455,1.1520982963202504e-07,0.0005588534869138797,2.753342039233242e-11,0.00040649831533244774,0.0002873375234813853,4.0187898549303164e-07,1.1103024594868444e-09,0.00024776533453832483,5.295876395510045e-05,0.003739311996753159,0.00023272845585416846,0.0006252276922230414,4.079497336151978e-09,1.09096653596659e-06,2.0245655042344634e-07,1.0202211762641927e-05
0.00012507304474039586,0.8121379396000729,0.0011065187521976314,0.00016904111776980946,0.0002796019869263769,0.36924796437969654,0.0,0.0,0.0010232658078637375,6.440035439697319e-05,0.47524792531817883,0.03213132320190196,5.906178051055233e-05,1.2204867203283433e-10,2.795331696897294e-08,2.247274696554122e-06,0.005011181654515299,0.005523757697659914,0.00011409302749569038,2.3269937819066155e-06,0.02283044424814497,4.782561530401049e-07,4.302358510199161e-07,0.00047911437067217714,9.355558880173544e-07,0.024709149266478533,1.9686603891736748e-05,0.026484607090830527,0.0024400803531479417,8.180853709260677e-06,1.521544292697912e-06,1.2119019767149715e-08,3.693349900289002e-06,0.00029096903746464003,3.76,0.0,4.780029069451124e-05,0.5336752953306866,0.35004218703856543,0.05320323270920103,0.30468588348798276,1.2432733331921454e-05,0.13230357293968537,1.4870586015641673e-05,5.1290553860399674e-05,4.4119799717750445e-05,0.0002903834374689202,1.829983255306881e-07,5.7082539148096305e-05,0.007635323970344914,0.007961170229658608,0.010285964109166094,4.936417126245796e-12,1.3522772697280345e-12,4.8102916468227826e-08,3.349820695977049e-09,0.022938518970551887,7.686824495762364e-11,1.5144026649523586e-08,0.012978060490319647,1.0135554859948207e-08,4.638529588767476e-08,0.0012207429806833769,1.2467148530372323e-11,2.6439050203325483e-06,0.015151194557140486,8.08383914107902e-06,6.274745811900266e-09,1.214356580763515e-06,3.2757870221571356e-05,3.16671343510082e-06,5.631521484350513e-07,2.1527775571506406e-13,0.0001708065371989869,1.155414938424685e-07,0.0005600427654918258,2.7424657931347468e-11,0.00040488909818150434,0.00028783101926786064,4.0021349105473767e-07,1.1122106935393286e-09,0.00024894751364149393,5.28270472674024e-05,0.003749166358665923,0.00023208748019310846,0.0006268852387427871,4.100431254130162e-09,1.0916669823085393e-06,2.0265086029245276e-07,1.0214349891419246e-05
0.00012631201228414517,0.8123941167813084,0.0011112775116408821,0.00016918615542182736,0.0002801644659245005,0.3692169191623541,0.0,0.0,0.0010174786325870227,6.378785836154694e-05,0.47791243793483396,0.032332372611625776,5.892630638593947e-05,1.2372935455674166e-10,2.811222124909741e-08,2.2515644234356345e-06,0.005011836063005294,0.005492897339996244,0.00011409341306446034,2.335265078559876e-06,0.022866610989044068,4.781602925422063e-07,4.3162739333879637e-07,0.0004780681784928956,9.303394602870241e-07,0.02446320925650665,1.966771211264276e-05,0.02632725535411466,0.002436323665412576,8.177364009977088e-06,1.5218783156720772e-06,1.209014747966214e-08,3.6734758937769284e-06,0.00028904199913886726,3.76,0.0,4.68660631483956e-05,0.5315620303037952,0.35154688624635716,0.05339859156051244,0.30583610183467097,1.2367741739435594e-05,0.13108970177277635,1.4792847112734443e-05,5.1151873702910434e-05,4.396632958996058e-05,0.00028830457454600156,1.8141821995525516e-07,5.663858348183143e-05,0.007618511417089865,0.00791548469612933,0.010251854036248136,4.92469439166082e-12,1.349067025385681e-12,4.7984112502783376e-08,3.318020710203787e-09,0.02288146927725383,7.652792853522313e-11,1.49994437959438e-08,0.013034727978851345,1.0013744141960663e-08,4.658791053409414e-08,0.0012223412295789503,1.2398854867646685e-11,2.6578330100794956e-06,0.015238435420453306,8.160028751734822e-06,6.2473035186542145e-09,1.2211477878150467e-06,3.298295559979534e-05,3.1883146620835133e-06,5.663920548066646e-07,2.1269051864255714e-13,0.0001694718879638627,1.1587663111747918e-07,0.000561207150041712,2.731728319918087e-11,0.00040328580009210224,0.00028829315524398614,3.985550488478122e-07,1.1139978358324357e-09,0.0002500948133920607,5.269558174474027e-05,0.0037589504777758138,0.0002314591538495412,0.0006285791145652619,4.121169093256357e-09,1.092332303216672e-06,2.028382927100321e-07,1.0226128642305196e-05
0.00012755097982789448,0.8126488517548599,0.0011160912012284643,0.00016933588971500423,0.00028073563204256195,0.3691853744553734,0.0,0.0,0.001011739835512886,6.318314193822446e-05,0.4805621414988673,0.03253340081837707,5.87927400607231e-05,1.2544431551418183e-10,2.8273635330540015e-08,2.255962352952061e-06,0.005012488174409361,0.00546220846454057,0.0001140942605285106,2.343552888853279e-06,0.022902126960854374,4.780745533718693e-07,4.330376151786378e-07,0.00047703381627234965,9.251690107332632e-07,0.024218507515632832,1.9649553156271105e-05,0.026171011751151784,0.0024324984894279937,8.173978211643769e-06,1.5222627744648113e-06,1.2061543393575368e-08,3.653823536866487e-06,0.00028712279176350714,3.76,0.0,4.599113531483108e-05,0.5294564778646144,0.35304892885811545,0.05359008648926404,0.3069803135315227,1.230332808819614e-05,0.12988514358187797,1.4715793477481517e-05,5.101431577111742e-05,4.38140612422453e-05,0.00028624433568161413,1.7985467038676804e-07,5.6198985237845314e-05,0.0076016896500629505,0.007870276243944823,0.010217741553022918,4.913220462119723e-12,1.3459249282095618e-12,4.7867763949643534e-08,3.2865884620253617e-09,0.02282307588847891,7.619149610814971e-11,1.485558434749351e-08,0.01309137789120089,9.893562923529775e-09,4.6790462720576665e-08,0.0012239495771438952,1.2331479821315613e-11,2.671820289136743e-06,0.01532446893694115,8.236335576818399e-06,6.220183859991972e-09,1.2279636319732887e-06,3.3207213953935205e-05,3.209844055874381e-06,5.696557554660776e-07,2.1013789153683609e-13,0.00016815051054805725,1.1621525608331946e-07,0.0005623466055771345,2.7211284279872554e-11,0.0004016883536397517,0.00028872415758396424,3.969035443427604e-07,1.115664759752924e-09,0.00025120728210317094,5.256434560125934e-05,0.003768668061288008,0.0002308431279509112,0.0006303085636102199,4.141712539692814e-09,1.0929634916606332e-06,2.030190421689601e-07,1.0237558190920908e-05
0.00012878994737164378,0.8129021583470234,0.0011209599296303214,0.00016949027560183587,0.0002813154539057345,0.3691533431932764,0.0,0.0,0.0010060486418246558,6.258605781381489e-05,0.4831971530714489,0.032734415806611794,5.866104675816475e-05,1.2719427234659748e-10,2.843758716617534e-08,2.2604687930305876e-06,0.005013137648227774,0.00543168928138387,0.00011409559936761356,2.3518573833347296e-06,0.02293699823606486,4.779989608928799e-07,4.3446657246449874e-07,0.0004760110236320946,9.200437394999984e-07,0.023975067032198646,1.963211663132311e-05,0.02601586310345809,0.0024286052500150906,8.170693039414117e-06,1.522697993675458e-06,1.2033205596466338e-08,3.634388738696975e-06,0.0002852115357465523,3.76,0.0,4.517087590538034e-05,0.5273585507134484,0.35454835315320965,0.053777729585638284,0.30811858793067204,1.22394779860947e-05,0.1286898104012632,1.4639408423680802e-05,5.087784893414174e-05,4.366296451306436e-05,0.00028420237915691957,1.7830736664796587e-07,5.576366121175364e-05,0.007584856589390568,0.007825529855834108,0.010183628506890202,4.901992439116546e-12,1.3428501844988645e-12,4.775384164632806e-08,3.2555164067581537e-09,0.022763363518183026,7.585887664496832e-11,1.4712462038261183e-08,0.013148008921177741,9.77498013375589e-09,4.699294778160534e-08,0.0012255676328268754,1.2265011872469761e-11,2.685867552517729e-06,0.015409299768271404,8.312761838639145e-06,6.193380931839888e-09,1.2348042112327248e-06,3.343066583787334e-05,3.2313034308383782e-06,5.729432841858158e-07,2.0761921447795967e-13,0.00016684214233135878,1.1655738478541536e-07,0.0005634611062758399,2.7106649601425208e-11,0.0004000966925862001,0.00028912425298916416,3.952588675898557e-07,1.117212340730214e-09,0.00025228497500914707,5.2433317795149846e-05,0.0037783227074767614,0.00023023906907156143,0.000632072856053917,4.16206326720152e-09,1.0935615057648242e-06,2.0319329642125805e-07,1.0248648363096036e-05
0.0001300289149153931,0.8131540500641259,0.0011258838258451423,0.00016964927049935587,0.0002819039048510328,0.3691208377807401,0.0,0.0,0.0010004042979782461,6.199646294899669e-05,0.48581758768313205,0.03293542551450655,5.853119309975238e-05,1.2897996521716112e-10,2.8604106128548546e-08,2.2650841070718057e-06,0.0050137841725831,0.0054013380556624906,0.00011409745905832048,2.3601787410518453e-06,0.02297123075286414,4.779335432109121e-07,4.35914330895279e-07,0.0004749995453561236,9.149628735472817e-07,0.023732909814490787,1.961539251718152e-05,0.025861796346595266,0.0024246443789288385,8.167505354116453e-06,1.5231843179558066e-06,1.2005132235623373e-08,3.6151675219239515e-06,0.00028330834457313626,3.76,0.0,4.440101202859185e-05,0.5252681630569896,0.35604519667601847,0.053961532973432584,0.30925099258782396,1.2176177560037725e-05,0.12750361576554528,1.4563675846012263e-05,5.074244319523969e-05,4.351301029859304e-05,0.000282178373482882,1.767760078782647e-07,5.5332530813361864e-05,0.007568010238127832,0.007781231202359823,0.010149516557971264,4.891007542939094e-12,1.3398420332373317e-12,4.764231762096516e-08,3.224797247961773e-09,0.022702356449293134,7.553000128685568e-11,1.4570090028399118e-08,0.013204619747428963,9.65796560103259e-09,4.7195360997138325e-08,0.0012271950050307624,1.2199439919904654e-11,2.699975495038303e-06,0.015492932620102056,8.389309791032818e-06,6.1668890091560805e-09,1.24166963342668e-06,3.365333180014216e-05,3.2526946056571345e-06,5.762546804362166e-07,2.0513384663909147e-13,0.00016554653004459706,1.1690303463647898e-07,0.0005645506350835717,2.700336793482525e-11,0.00039851075183626596,0.0002894936687439843,3.936209128629123e-07,1.1186414564516792e-09,0.0002533279541582376,5.230247798640597e-05,0.0037879179099634427,0.00022964665817298735,0.000633871287314413,4.182222934790877e-09,1.09412726996024e-06,2.0336123671704648e-07,1.025940864748076e-05
