Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69)
4.3751440927992794e-07,0.8735012575351173,0.00010275894689223127,2.9913845565120112e-06,1.6361238960477445e-05,0.0004379379483584006,0.0,0.0,5.674581448311111e-05,1.9987298011400586e-07,3.896477241033935e-05,1.3475046824709286e-08,2.5341960170165442e-05,6.59882328856098e-15,4.147769760911668e-11,4.119459317970446e-08,3.1854713393089364e-07,1.0101565295715256e-06,6.803645483864879e-11,2.430789785211656e-10,1.427589559100605e-05,1.265317689442858e-05,1.636622321103642e-09,1.2903273241220482e-12,1.211371971080514e-11,1.8391420081949148e-07,1.648965825290869e-06,0.042521819038489735,5.817719953798812e-08,2.3066768737929345e-07,2.871290215157098e-12,1.088524262866312e-12,6.883353260966457e-08,1.4313915046614733e-07,3.76,0.0,0.5379673480239925,0.9998762361821633,4.854382574232028e-05,6.600752655993031e-08,0.0425839610246715,1.8678178793368092e-06,0.0004936946746943919,1.4711894023640277e-06,1.8445308517932966e-08
4.438439689849741e-07,0.8736009675285201,0.00010610117678495123,3.093586138027711e-06,1.6933785804402334e-05,0.00045551120373629495,0.0,0.0,5.805065144675412e-05,2.072717832031295e-07,4.0521848836163956e-05,1.4371135135080474e-08,2.589766585360566e-05,7.311024404303556e-15,4.4458344144988936e-11,4.34091544415893e-08,3.3703376579642463e-07,1.0609841562582735e-06,7.397774231689267e-11,2.6274120219910565e-10,1.4858266261382943e-05,1.2858603604092311e-05,1.7264350706057986e-09,1.406223734465532e-12,1.285008931667235e-11,1.949551328174971e-07,1.7267928604091835e-06,0.04311207745662499,6.013162959209844e-08,2.361955507554226e-07,3.0892627988608197e-12,1.1673058228853245e-12,7.217518927123935e-08,1.5183736458978444e-07,3.76,0.0,0.5373553083268089,0.9998723893287016,5.074982290103886e-05,7.060892104923579e-08,0.04317621060713853,1.9260229670157195e-06,0.0005133809738135488,1.5152729243195395e-06,1.9972296269167917e-08
4.5017352869002025e-07,0.8737006748752572,0.00010952673655578215,3.1985062415655843e-06,1.752155539427042e-05,0.0004736091648923111,0.0,0.0,5.937217986232472e-05,2.1486186976260577e-07,4.2113012299164056e-05,1.5315156809614723e-08,2.645460346473601e-05,8.095519711321252e-15,4.7638429521468075e-11,4.5717262889632394e-08,3.563764470315329e-07,1.113767860141877e-06,8.037033190687562e-11,2.837720052756356e-10,1.5458210002381485e-05,1.3063834465359884e-05,1.8201114362931946e-09,1.5314627935178862e-12,1.3623066420944068e-11,2.0652942839322705e-07,1.8075405658332353e-06,0.04370162414640376,6.212938249994796e-08,2.418324503637513e-07,3.322208954554846e-12,1.2512125094394191e-12,7.564517443094425e-08,1.6095767566632828e-07,3.76,0.0,0.5367433341561533,0.9998684598306788,5.3030947227872736e-05,7.546996147888271e-08,0.04376778926528571,1.9856083352438192e-06,0.000533670139527573,1.5603965934358562e-06,2.1610053312487977e-08
4.565030883950664e-07,0.8738003819860787,0.00011303730751594474,3.3062044329957836e-06,1.8124873773891675e-05,0.0004922437053643514,0.0,0.0,6.071044188681061e-05,2.2264637821500713e-07,4.373835795343538e-05,1.6309129777348412e-08,2.7012731298490678e-05,8.959245351140514e-15,5.1030479598395447e-11,4.812198780552008e-08,3.766063470114748e-07,1.1685679817992774e-06,8.724433640037784e-11,3.062545551391773e-10,1.6076187122201838e-05,1.3268868003087759e-05,1.917780205890023e-09,1.6667282523782385e-12,1.4434147089587459e-11,2.186574799490914e-07,1.8912951156245002e-06,0.044290458588790216,6.417123631155669e-08,2.475812466937688e-07,3.571080387348672e-12,1.3405498148858458e-12,7.92473410832836e-08,1.7051612570377916e-07,3.76,0.0,0.5361314110933295,0.9998644464115582,5.538911745006798e-05,8.060221619359585e-08,0.04435869715000339,2.0465996842338e-06,0.000554576387511218,1.6065797931301793e-06,2.3365627263966104e-08
4.6283264810011256e-07,0.8739000913142793,0.00011663460193455566,3.4167414712234884e-06,1.874407307875897e-05,0.0005114269210339221,0.0,0.0,6.206547886098687e-05,2.3062846778699945e-07,4.539797937739538e-05,1.7355138254041142e-08,2.7572011821699235e-05,9.909767209035125e-15,5.464775176368186e-11,5.06264784733068e-08,3.9775553074014673e-07,1.2254465972797708e-06,9.463167437226656e-11,3.3027658054606265e-10,1.6712671518218725e-05,1.3473702874703955e-05,2.0195735764941233e-09,1.8127497123939011e-12,1.5284879139622236e-11,2.313602895852122e-07,1.978144708962257e-06,0.04487858023064179,6.62579893916272e-08,2.534448597594435e-07,3.836885017896068e-12,1.4356401743306225e-12,8.298563350887759e-08,1.805292302310555e-07,3.76,0.0,0.5355195244693908,0.9998603477696936,5.7826291177408416e-05,8.601765177617175e-08,0.04494893439797074,2.109023139495837e-06,0.0005761141967561829,1.6538422306302902e-06,2.524646056076635e-08
4.691622078051587e-07,0.8739998053564341,0.00012032036366676581,3.5301793345564395e-06,1.9379491674209063e-05,0.0005311711338509135,0.0,0.0,6.34373314487174e-05,2.3881131856839936e-07,4.7091968840544724e-05,1.8455334496523106e-08,2.8132411491732765e-05,1.095533495556983e-14,5.850427418768632e-11,5.323396600744881e-08,4.1985698032805237e-07,1.2844675616005617e-06,1.0256617052712178e-10,3.559306065324788e-10,1.7368150998564608e-05,1.3678337856712217e-05,2.1256272343050996e-09,1.9703054480529902e-12,1.6176863744599257e-11,2.446594834796963e-07,2.0681796136016945e-06,0.04546598848399892,6.839046077667022e-08,2.594262703176256e-07,4.120690037050791e-12,1.5368238462489802e-12,8.686408923411772e-08,1.9101398942341007e-07,3.76,0.0,0.5349076593610356,0.9998561625776894,6.034446558214477e-05,9.172864356914894e-08,0.04553850113140895,2.172905260002952e-06,0.0005982983138907,1.7022039432230752e-06,2.726041010594767e-08
4.754917675102049e-07,0.8740995266531446,0.0001240963687881767,3.646581247464137e-06,2.0031474295148642e-05,0.0005514888956268955,0.0,0.0,6.482603977018136e-05,2.4719813160653556e-07,4.882041756001447e-05,1.9611940599057734e-08,2.869390058494938e-05,1.210494046744901e-14,6.261488701560873e-11,5.5947765223072605e-08,4.429446169837973e-07,1.3456965529562475e-06,1.1108366132221471e-10,3.833142008612963e-10,1.8043127610194482e-05,1.38827718325945e-05,2.2360804363110664e-09,2.1402253892633934e-12,1.7111757088873005e-11,2.5857732657476476e-07,2.161492210250828e-06,0.04605268272536059,7.056949053837192e-08,2.6552852110443276e-07,4.423625113972415e-12,1.6444598361371086e-12,9.08868410338587e-08,2.0198789946526662e-07,3.76,0.0,0.5342958005864209,0.9998518894817551,6.294567809389037e-05,9.774798642052908e-08,0.04612739745782977,2.238273046374572e-06,0.0006211437575792555,1.7516853045226784e-06,2.9415767796723113e-08
4.81821327215251e-07,0.8741992577898005,0.0001279644262358004,3.76601170774229e-06,2.0700372187389627e-05,0.0005723929918970764,0.0,0.0,6.623164352934319e-05,2.557921290355463e-07,5.058341594749613e-05,2.082725033277625e-08,2.925645303458948e-05,1.336838096326566e-14,6.699528558714619e-11,5.8771276549190586e-08,4.6705332353158266e-07,1.4092011176649218e-06,1.2022210612953505e-10,4.125302325348737e-10,1.8738117973606977e-05,1.4087003781972603e-05,2.351076093973397e-09,2.3233942713199703e-12,1.8091272072161938e-11,2.7313673757526374e-07,2.2581770378745326e-06,0.046638662294945565,7.279594015323532e-08,2.717547180898575e-07,4.746885764957899e-12,1.7589268651607293e-12,9.50581189774919e-08,2.1346896415539393e-07,3.76,0.0,0.5336839327009039,0.9998475271010575,6.563200710958947e-05,1.0408890565828158e-07,0.04671562346978032,2.305153949079001e-06,0.0006446658230024971,1.80230703076099e-06,3.1721281973022345e-08
4.881508869202972e-07,0.8742990013973537,0.00013192637845581837,3.888536514096061e-06,2.138654325064062e-05,0.0005938964458511051,0.0,0.0,6.765418213597187e-05,2.645965542402842e-07,5.2381053847130766e-05,2.210363102926353e-08,2.9820046277771212e-05,1.4756327214162672e-14,7.166206577652253e-11,6.170798798558412e-08,4.922189674673553e-07,1.4750507158733493e-06,1.3002170421187981e-10,4.436871429273807e-10,1.9453653624394397e-05,1.4291032770904213e-05,2.4707608589495468e-09,2.5207549612667405e-12,1.911718006593385e-11,2.8836130426612466e-07,2.3583308399344413e-06,0.04722392649593904,7.50706928785251e-08,2.781080317508379e-07,5.0917368906014476e-12,1.88062438586268e-12,9.938225251876562e-08,2.2547570675936995e-07,3.76,0.0,0.5330720399927041,0.9998430740270691,6.840557271866815e-05,1.1076506829845678e-07,0.04730317924458338,2.3735758766567197e-06,0.0006688800864174029,1.8540901871028334e-06,3.418617982465552e-08
4.944804466253435e-07,0.8743987601531041,0.0001359841020583849,4.014222794155569e-06,2.2090352183203983e-05,0.0006160125223329009,0.0,0.0,6.90936948225039e-05,2.7361467205453085e-07,5.421342076491228e-05,2.344352550939813e-08,3.038466111123949e-05,1.6280397215527846e-14,7.663277155001752e-11,6.476147710408211e-08,5.184784245664814e-07,1.5433167680434271e-06,1.4052501780088053e-10,4.768992301134921e-10,2.0190281361792705e-05,1.4494857943201158e-05,2.5952852108947422e-09,2.7333119697844345e-12,2.019131272319806e-11,3.0427529915538943e-07,2.462052611573796e-06,0.04780847459372427,7.73946541345462e-08,2.845916983630171e-07,5.459516489226213e-12,2.0099736470933373e-12,1.0386367262974042e-07,2.380271821143219e-07,3.76,0.0,0.5324601064784885,0.999838528822911,7.126853744348214e-05,1.1779059449182408e-07,0.04789006484407359,2.4435672039691106e-06,0.0006938024097978108,1.9070561939876583e-06,3.6820190796880844e-08
5.008100063303897e-07,0.8744985367815011,0.00014013950847971388,4.1431390329371e-06,2.2812170628429484e-05,0.0006387547319097246,0.0,0.0,7.055022075603144e-05,2.82849768993264e-07,5.608060609013925e-05,2.4849454058572843e-08,3.0950281555525666e-05,1.7953235733759684e-14,8.192594484229389e-11,6.793541309497162e-08,5.458696030560166e-07,1.614072702241948e-06,1.5177710157827604e-10,5.122869469944875e-10,2.0948563604401332e-05,1.4698478512669329e-05,2.7248035473841396e-09,2.962135158177002e-12,2.131556384333286e-11,3.209036954494635e-07,2.569443647756724e-06,0.04839230581509895,7.976875189328358e-08,2.912090213114169e-07,5.85163955488716e-12,2.147418810406819e-12,1.085069139792857e-07,2.511429889909716e-07,3.76,0.0,0.5318481158988793,0.9998338900226925,7.422310699517982e-05,1.2518006921404247e-07,0.048476280314328934,2.515156780474243e-06,0.0007194489455554159,1.9612268334998136e-06,3.963357103573736e-08
5.071395660354359e-07,0.8745983340549554,0.00014439454465168226,4.275355101763435e-06,2.3552377322977504e-05,0.0006621368350107148,0.0,0.0,7.202379914568524e-05,2.923051535187515e-07,5.798269930942956e-05,2.632401644944696e-08,3.151689472718123e-05,1.9788600171982743e-14,8.756117785716459e-11,7.123355885928689e-08,5.744314683648765e-07,1.6873940022554372e-06,1.6382563887576216e-10,5.499772138478856e-10,2.1729078753241526e-05,1.4901893756179863e-05,2.8594742759979057e-09,3.208363650494373e-12,2.2491891293624723e-11,3.382721833673117e-07,2.6806075923717338e-06,0.04897541934747628,8.219393707342932e-08,2.979633724202406e-07,6.269602168615476e-12,2.293428120258289e-12,1.1331661715654391e-07,2.6484328271804934e-07,3.76,0.0,0.5312360517138861,0.9998291561308439,7.72715310451043e-05,1.3294855420446293e-07,0.04906182568539802,2.5883739385301378e-06,0.0007458361413413744,2.0166242557694345e-06,4.263712891612218e-08
5.134691257404821e-07,0.874698154794666,0.00014875119367917263,4.410942287656696e-06,2.4311358246945548e-05,0.0006861728461351191,0.0,0.0,7.35144693456707e-05,3.0198415634028564e-07,5.9919790213791625e-05,2.78698940134059e-08,3.208449071875532e-05,2.1801453230485394e-14,9.355916790295289e-11,7.465977314773155e-08,6.042040684654348e-07,1.763358256551639e-06,1.7672108492338724e-10,5.901037459527638e-10,2.253242156232156e-05,1.5105103007490697e-05,2.9994599086125502e-09,3.473209961313777e-12,2.3722318989245748e-11,3.564071868003679e-07,2.7956504883095496e-06,0.04955781433807008,8.467118394182253e-08,3.0485819330201357e-07,6.714985791961952e-12,2.448495130450598e-12,1.1829753093980617e-07,2.79148788074187e-07,3.76,0.0,0.5306238970982585,0.9998243256214432,8.041610401186169e-05,1.4111160015875383e-07,0.04964670097102272,2.6632485017287688e-06,0.0007729807449286503,2.0732709854054524e-06,4.5842251697267515e-08
5.197986854455283e-07,0.8747980018714604,0.00015321147552536964,4.5499733232170475e-06,2.5089506775912938e-05,0.0007108770381304758,0.0,0.0,7.502227095420359e-05,3.118901307474024e-07,6.189196909922676e-05,2.9489851761929962e-08,3.265306248619415e-05,2.400806287173228e-14,9.994177487728728e-11,7.821801274699966e-08,6.352285598203283e-07,1.8420452081090224e-06,1.905168174917437e-10,6.328073969699007e-10,2.3359203516876465e-05,1.5308105651745632e-05,3.1449271579427844e-09,3.757964350209325e-12,2.5008938933447233e-11,3.7533588032498336e-07,2.9146808285256574e-06,0.050139489893063695,8.720149052132405e-08,3.118969967262595e-07,7.189461772300302e-12,2.6131399893811467e-12,1.2345451461125884e-07,2.940808124524405e-07,3.76,0.0,0.5300116349367627,0.9998193969375379,8.365916586418863e-05,1.4968525918063033e-07,0.050230906168356015,2.7398107932631156e-06,0.0008008998091752662,2.131189927962211e-06,4.926093335201067e-08
5.261282451505745e-07,0.8748978782066469,0.00015777744770522123,4.692522417000676e-06,2.588722383495916e-05,0.0007362639465409934,0.0,0.0,7.65472439085805e-05,3.220264529764702e-07,6.389932696131849e-05,3.118674055909968e-08,3.32226057433491e-05,2.6426110136215592e-14,1.0673208152104767e-10,8.191233471427074e-08,6.675472339484901e-07,1.9235368051354544e-06,2.052692952891525e-10,6.782365187838516e-10,2.4210053219450023e-05,1.551090112058595e-05,3.2960470363791873e-09,4.06399941447014e-12,2.6353913319801287e-11,3.950862065742946e-07,3.0378096080982284e-06,0.05072044507676288,8.978587900514785e-08,3.190833680079038e-07,7.694796069772288e-12,2.787910786739542e-12,1.287925403180773e-07,3.0966125930263497e-07,3.76,0.0,0.5293992478193802,0.999814368490459,8.700310293975613e-05,1.5868609749806342e-07,0.05081444125767533,2.8180916443270936e-06,0.0008296106970686173,2.190404376441271e-06,5.2905803618052285e-08
5.324578048556207e-07,0.8749977867728833,0.00016245120598726615,4.838665284410376e-06,2.670491805471192e-05,0.0007623483740263944,0.0,0.0,7.808942857660917e-05,3.3239652261056297e-07,6.594195568424533e-05,3.2963499346492425e-08,3.379311886328922e-05,2.907480539430374e-14,1.1395445656624291e-10,8.57468986606645e-08,7.012035446247027e-07,2.0079172526970147e-06,2.210382244916816e-10,7.265473385430552e-10,2.508561678398668e-05,1.571348888781594e-05,3.4529949571679423e-09,4.39277493218236e-12,2.775947669837729e-11,4.1568689397645624e-07,3.1651503772922824e-06,0.0513006789107315,9.24253961776669e-08,3.2642096641558384e-07,8.23285421619532e-12,2.973384964424723e-12,1.343166954803564e-07,3.2591264185677683e-07,3.76,0.0,0.528786718036428,0.9998092386591276,9.045034878005156e-05,1.68131208449433e-07,0.05139730620209091,2.898122402549917e-06,0.0008591310868510243,2.250938017829628e-06,5.67901583212641e-08
5.387873645606669e-07,0.8750977305950539,0.00016723488510402037,4.9884791791121655e-06,2.7543005929481082e-05,0.0007891453948514893,0.0,0.0,7.964886584461156e-05,3.4300376301257053e-07,6.801994822463693e-05,3.482315742175231e-08,3.436460278612446e-05,3.1975013660783116e-14,1.216346209078608e-10,8.972596908445121e-08,7.362421357272235e-07,2.095273065277712e-06,2.378867338012038e-10,7.779043536641054e-10,2.598655823810127e-05,1.5915868465570216e-05,3.6159508379800205e-09,4.745842968370532e-12,2.92279382077975e-11,4.371674748662399e-07,3.2968192956412147e-06,0.05188019037291069,9.512111384170999e-08,3.339135266000366e-07,8.805606516710695e-12,3.170170794572624e-12,1.4003218524638063e-07,3.4285809714281555e-07,3.76,0.0,0.5281740275736012,0.999804005789355,9.400338498148555e-05,1.780382257451827e-07,0.051979500947249395,2.979934940467238e-06,0.0008894789772266995,2.3128149396753493e-06,6.092799102304371e-08
5.451169242657131e-07,0.8751977127511689,0.00017213065947111145,5.142042924991318e-06,2.8401911977534937e-05,0.0008166703594467519,0.0,0.0,8.122559720220462e-05,3.5385162179153144e-07,7.013339879067533e-05,3.676883677214369e-08,3.4937060933055254e-05,3.514938964314326e-14,1.2979971693519515e-10,9.385391775482543e-08,7.727088697483258e-07,2.1856931202906836e-06,2.5588155844481873e-10,8.324807455974303e-10,2.6913559933695e-05,1.611803940093574e-05,3.785099206918275e-09,5.124853257500899e-12,3.0761683875175604e-11,4.5955830397706606e-07,3.432935187056915e-06,0.05245897839672035,9.787412925236374e-08,3.415648600427247e-07,9.415133505427552e-12,3.3789089277016357e-12,1.4594433499574927e-07,3.605214002920899e-07,3.76,0.0,0.5275611581069393,0.9997986681931338,9.7664742062875e-05,1.8842533701062682e-07,0.052561025421032345,3.06356166402894e-06,0.0009206726926503032,2.376059636701672e-06,6.533402604571732e-08
5.514464839707593e-07,0.8752977363732669,0.00017714074391534157,5.299436948661274e-06,2.9282068903575345e-05,0.0008449388990401635,0.0,0.0,8.281966482405164e-05,3.649435713022086e-07,7.22824030168268e-05,3.880375446442752e-08,3.551049912637489e-05,3.862252324200902e-14,1.384783811638321e-10,9.813522614705932e-08,8.106508569828755e-07,2.2792687125612478e-06,2.750932335478652e-10,8.904588131838273e-10,2.7867322966086413e-05,1.6320001272986754e-05,3.960629311012067e-09,5.5315588762833886e-12,3.236317898600299e-11,4.828905773205955e-07,3.5736195959799667e-06,0.053037041870143166,1.0068556555728979e-07,3.493788565248467e-07,1.006363166681472e-11,3.600274014108702e-12,1.5205859289088207e-07,3.789269791458384e-07,3.76,0.0,0.5269480909977099,0.9997932241479206,0.00010143700034945711,1.9931129761565006e-07,0.05314187953324981,3.1490355211435897e-06,0.0009527308886972702,2.4406970174605054e-06,7.002375293207027e-08
5.577760436758056e-07,0.8753978046483407,0.00018226739441185182,5.460743312538883e-06,3.0183917763467943e-05,0.0008739669303605977,0.0,0.0,8.443111164876874e-05,3.7628310917796134e-07,7.446705813457394e-05,4.0931225092429314e-08,3.608492551516179e-05,4.2421096272668e-14,1.477008203153694e-10,1.0257448792986538e-07,8.50116485410372e-07,2.3760936098020377e-06,2.955962973324642e-10,9.520304264646465e-10,2.8848567601827148e-05,1.6521753690195036e-05,4.142735227250219e-09,5.96782222137249e-12,3.4034970526111237e-11,5.071963514610736e-07,3.718996844581457e-06,0.05361437963479075,1.035565722435655e-07,3.5735948561687043e-07,1.075341943511078e-11,3.834976401785963e-12,1.583805324774413e-07,3.9809992916619994e-07,3.76,0.0,0.52633480728722,0.9997876718959119,0.00010532279087359538,2.1071544479713536e-07,0.05372206317532876,3.236390010261261e-06,0.0009856725575160827,2.5067524110258588e-06,7.501346239723609e-08
5.641056033808518e-07,0.8754979208192707,0.00018751290883055454,5.626045748499504e-06,3.110790813128384e-05,0.0009037706604130148,0.0,0.0,8.605998145516177e-05,3.8787375889700246e-07,7.668746313950265e-05,4.315466328369819e-08,3.6660350506408875e-05,4.657405123058356e-14,1.574988909980612e-10,1.0717641150580689e-07,8.911554512861792e-07,2.476264109100192e-06,3.17469504614097e-10,1.0173975018429181e-09,2.9858033715372777e-05,1.6723296288181942e-05,4.3316159762043625e-09,6.435621307260627e-12,3.5779689697904483e-11,5.32508563191685e-07,3.869194091028106e-06,0.054190990484951344,1.064883255910528e-07,3.655107981887114e-07,1.1486943484562606e-11,4.083763914263969e-12,1.649158553342138e-07,4.1806602865718176e-07,3.76,0.0,0.5257212876915434,0.9997820096433075,0.00010932479629234066,2.2265771208004514e-07,0.05430157621999608,3.325659188994793e-06,0.0010195170333626583,2.5742515737278097e-06,8.032028383340477e-08
5.70435163085898e-07,0.8755980881857757,0.00019287962769199522,5.795429692125563e-06,3.205449826870858e-05,0.0009343665913257213,0.0,0.0,8.770631893595962e-05,3.997190703821577e-07,7.894371895508345e-05,4.547758626668744e-08,3.723678670134801e-05,5.111277298134222e-14,1.6790618314793313e-10,1.119458226056064e-07,9.338187904579974e-07,2.5798790944364496e-06,3.407960510901656e-10,1.086772499528399e-09,3.089648123478001e-05,1.692462872778233e-05,4.52747563829595e-09,6.9370564003823726e-12,3.760005451312365e-11,5.588610496202382e-07,4.024341388822445e-06,0.05476687316661908,1.0948202913229572e-07,3.7383692794066655e-07,1.22667853238653e-11,4.347423711926436e-12,1.7167039377300534e-07,4.388517543011142e-07,3.76,0.0,0.5251075125961715,0.999776235559568,0.00011344575182201652,2.3515864400317637e-07,0.05488041852095673,3.416877682778514e-06,0.001054283998217018,2.6432206959274936e-06,8.59622244301199e-08
5.767647227909442e-07,0.8756983101053756,0.00019836993493279573,5.968982317562159e-06,3.3024155296874116e-05,0.0009657715252699569,0.0,0.0,8.937016976920177e-05,4.118226206342858e-07,8.123592859347297e-05,4.7903616499919084e-08,3.78142488367382e-05,5.6071284316889695e-14,1.7895810739650426e-10,1.1688766693721277e-07,9.781589104239436e-07,2.687040095255773e-06,3.656638089368407e-10,1.1603789442364406e-09,3.196469059660277e-05,1.7125750693393684e-05,4.730523472761599e-09,7.474357006205503e-12,3.949887246447398e-11,5.862885686715693e-07,4.184571747229935e-06,0.0553420263765044,1.1253891411894504e-07,3.8234209295520105e-07,1.3095668208762714e-11,4.626784240491616e-12,1.786501135891039e-07,4.604842970161634e-07,3.76,0.0,0.5244934620505877,0.9997703477766594,0.00011768844619000016,2.4823941115570095e-07,0.05545858991256602,3.5100806935649327e-06,0.0010899934874823902,2.7136864088332998e-06,9.195820997532584e-08
5.830942824959904e-07,0.8757985899943714,0.00020398625868082515,6.146792572993453e-06,3.401735537066904e-05,0.0009980025694520487,0.0,0.0,9.105158068742963e-05,4.241880143995404e-07,8.356419731364879e-05,5.043648436462772e-08,3.839275373089592e-05,6.14864563854067e-14,1.9069198653809188e-10,1.2200701289049853e-07,1.0242296231489457e-06,2.7978513461089503e-06,3.9216557425381426e-10,1.2384519701487104e-09,3.306346321016044e-05,1.7326661891586604e-05,4.940974039372677e-09,8.049889226876605e-12,4.147904327852001e-11,6.148268200141129e-07,4.3500211928048055e-06,0.05591644876102496,1.1566023999470214e-07,3.9103059726966736e-07,1.3976464387378532e-11,4.922717270510814e-12,1.858611168628757e-07,4.829915781405152e-07,3.76,0.0,0.5238791157627574,0.9997643443882904,0.00012205572260387533,2.6192182553069617e-07,0.056036090209496806,3.6053040085594985e-06,0.0011266658957668856,2.7856757913583655e-06,9.832812740480197e-08
5.894238422010366e-07,0.8758989313288348,0.00020973107204023887,6.328951216753584e-06,3.503458385558194e-05,0.0010310771411783702,0.0,0.0,9.275059954482362e-05,4.3681888487069544e-07,8.592863277717672e-05,5.308003092241263e-08,3.897232023425679e-05,6.739823507202509e-14,2.0314715127677231e-10,1.2730905429846855e-07,1.0720861786564964e-06,2.912419847384416e-06,4.2039932692087516e-10,1.3212388911832561e-09,3.419362193135289e-05,1.752736204995557e-05,5.1590473229665335e-09,8.666163507816381e-12,4.354356175232653e-11,6.445124664181609e-07,4.520828832026561e-06,0.056490138915277335,1.1884729487477253e-07,3.999068324700238e-07,1.4912202693484187e-11,5.2361400318920866e-12,1.9330964481305976e-07,5.064022659488956e-07,3.76,0.0,0.5232644530935445,0.9997582234491373,0.00012655047973813687,2.762283562019633e-07,0.05661291920640091,3.7025840089919687e-06,0.0011643219827478797,2.8592163770194446e-06,1.0509286917018561e-07
5.957534019060828e-07,0.8759993376456171,0.00021560689388651778,6.515550854085988e-06,3.607633550713229e-05,0.0010650129729933276,0.0,0.0,9.446727538242013e-05,4.497188944227847e-07,8.832934520189913e-05,5.5838210739461696e-08,3.955296918426741e-05,7.384988448206537e-14,2.1636504044043398e-10,1.3279911325587278e-07,1.1217852994131682e-06,3.0308554271493487e-06,4.504685034555515e-10,1.4089997976621201e-09,3.5356011546198166e-05,1.772785091619127e-05,5.384968860848135e-09,9.325842792524356e-12,4.5695520676401924e-11,6.753831555533868e-07,4.697136915058947e-06,0.05706309538198854,1.22101396031813e-07,4.0897527930560173e-07,1.5906076503572545e-11,5.568017447622182e-12,2.01002080702331e-07,5.307457925071297e-07,3.76,0.0,0.5226494530510448,0.9997519829740595,0.00013117567273862948,2.9118214533052495e-07,0.05718907667756503,3.801957678923564e-06,0.0012029828791192039,2.9343361608769195e-06,1.1227437949843952e-07
6.02082961611129e-07,0.8760998125433676,0.00022161628967163398,6.706685974565024e-06,3.7143114652942874e-05,0.0010998281178905792,0.0,0.0,9.620165849153532e-05,4.628917353833359e-07,9.076644751382064e-05,5.8715094778945544e-08,4.013472336441587e-05,8.088824875787515e-14,2.3038930585699158e-10,1.3848264299612523e-07,1.173385215523638e-06,3.1532708041188933e-06,4.824822834874651e-10,1.502008180506781e-09,3.655149926426974e-05,1.7928128257357732e-05,5.618969873122379e-09,1.003175110575617e-11,4.793811384657912e-11,7.074775422332781e-07,4.879090900643259e-06,0.05763531665044749,1.2542389038835277e-07,4.1824050932495504e-07,1.6961452074296752e-11,5.919364471033844e-12,2.0894495279570241e-07,5.560523708704947e-07,3.76,0.0,0.5220340942848429,0.9997456209373013,0.00013593431424490719,3.068070245072846e-07,0.057764562376560975,3.903462614089625e-06,0.0012426700926212425,3.0110636065156374e-06,1.1989570261836757e-07
6.084125213161752e-07,0.876200359683571,0.00022776187223946044,6.902452990193988e-06,3.823543537750691e-05,0.0011355409545976754,0.0,0.0,9.795380047551613e-05,4.763411308375155e-07,9.324005549745693e-05,6.171487336321754e-08,4.071760746721896e-05,8.856403354497829e-14,2.4526592209574764e-10,1.443652308274409e-07,1.226945700754361e-06,3.2797816517721383e-06,5.165558904925461e-10,1.6005515841351324e-09,3.7780975222211885e-05,1.8128193859359748e-05,5.8612873960188344e-09,1.0786882586180372e-11,5.027463916755235e-11,7.408353111141885e-07,5.06683952213766e-06,0.05820680115541581,1.288161550156636e-07,4.2770718653280275e-07,1.8081877277552297e-11,6.291248531143877e-12,2.1714493737233801e-07,5.823530126316578e-07,3.76,0.0,0.5214183550801879,0.9997391352716869,0.00014082947543070306,3.231275314384254e-07,0.058339376035889956,4.007137030776071e-06,0.0012834055141539942,3.089427653066092e-06,1.2798103303262652e-07
6.147420810212214e-07,0.8763009827915952,0.00023404630265153812,7.102950274193583e-06,3.935382170970304e-05,0.0011721701929342965,0.0,0.0,9.972375430993267e-05,4.900708354685285e-07,9.575028794490224e-05,6.484185920749164e-08,4.130164806099378e-05,9.693210851343617e-14,2.610433012850953e-10,1.5045260112911256e-07,1.2825281094043829e-06,3.410506663633268e-06,5.528109074589183e-10,1.7049322892785224e-09,3.904535299751273e-05,1.8328047526587535e-05,6.11216441827228e-09,1.1594410990607649e-11,5.2708501850872983e-11,7.754971998567722e-07,5.260534854714232e-06,0.05877754727601772,1.322795976390481e-07,4.37380069068065e-07,1.9271090751229032e-11,6.684792090771484e-12,2.2560886179134603e-07,6.096795458240378e-07,3.76,0.0,0.5208022133520892,0.9997325238677988,0.0001458642870627003,3.401689269802174e-07,0.058913517366621156,4.11301977472772e-06,0.0013252114239731534,3.16945772226538e-06,1.3655576791662443e-07
