Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345)
1.728144263092383e-08,0.16222731225773707,3.76,0.0,0.6668548180647937,0.9999995372796507,4.973279476851487e-09,1.289146964642373e-06,1.2432930858366085e-08,0.00046420210948028013,0.0004642060345357321,3.92344742443373e-13,1.2272934561561414e-07,1.21124572899405e-09,9.168361634082699e-10,3.205054320627249e-10,4.4515816283534966e-07,7.461819942685368e-11,8.394983468791341e-08,2.762406482793239e-07,4.0888416022648634e-07,8.396457624319358e-08,2.9574429517921995e-11,2.0401937066980864e-10,1.2435481018070964e-10,4.079774152825915e-09,2.882831068477913e-15,8.347730275240836e-16,1.9363800916718145e-10,1.6378561843527194e-13,1.2711800797044991e-20,6.139877330432981e-11,6.06070392753239e-15,5.429815006547642e-16,9.66957565507697e-19,6.723981772048534e-19,3.2380219640665443e-07,2.2894327818728932e-09,3.17713291047872e-07,2.287541134452473e-12,9.749732196680115e-20,5.115528177925882e-15,7.814860605252346e-09,2.692299334909998e-15,2.0827400097260978e-19,5.249465466781765e-12,2.345331363520056e-14,2.225747045065044e-14,1.6987089199591275e-16,5.671289497870142e-22,1.8878663140520732e-19,4.605201388352726e-09,7.613614565375819e-17,3.3649512596053556e-17,5.2901013415700285e-18,1.7236413229054897e-24,1.7592966277398602e-23,1.0032283873413508e-26,2.3483098576346836e-09,1.4971967365345067e-14,1.1111816280308136e-18,2.5344252323188018e-17,4.610536997205667e-19,4.401233201862237e-11,9.257985461058709e-10,2.279692440453045e-15,1.279771249404183e-06,5.857439781109135e-12,8.870727698053547e-10,1.3896700989912523e-14,4.331685199515908e-15,4.691215618744892e-11,3.7364182196924873e-10,1.01278827038682e-19,2.3580466133802646e-15,3.0783886116597506e-23,3.190820867182077e-20,1.8191621459852267e-17,7.379705203632644e-21
1.765664991269083e-08,0.162227614857492,3.76,0.0,0.6668446910695616,0.9999995265743173,5.333668946957191e-09,1.3173299670199525e-06,1.3017822137400595e-08,0.00047427704103056317,0.00047428108870431793,4.008981431459026e-13,1.291101947151112e-07,1.2539821398388289e-09,9.682582999788422e-10,3.381920210536969e-10,4.550826832797409e-07,7.791912074683053e-11,8.540009465627801e-08,2.837903098141139e-07,4.234385019292822e-07,8.487183094122425e-08,3.1057877265430254e-11,2.1194700580734208e-10,1.318136099153902e-10,4.2281506785710185e-09,3.1237128378306312e-15,9.22785764126515e-16,1.971822163946914e-10,1.735816358587359e-13,1.4093303885757818e-20,6.370371118568912e-11,6.4857951803632325e-15,5.932826423747901e-16,1.0654555444409303e-18,7.386283177586694e-19,3.307561262311453e-07,2.3894864736547705e-09,3.2440300753511473e-07,2.438098372207912e-12,1.0336581809529015e-19,5.207156570335779e-15,8.007776941721033e-09,2.8688450232651866e-15,2.315196626680663e-19,5.386491352967136e-12,2.4569285440624853e-14,2.3869429628646425e-14,1.8192711323137736e-16,6.088133546751818e-22,2.0360635279583558e-19,4.7425325546264275e-09,8.126795085689682e-17,3.577926960111946e-17,5.790619344332371e-18,1.9237250919382322e-24,1.9276361567594987e-23,1.1548632183612049e-26,2.3853395227799186e-09,1.581496861043209e-14,1.2288432736770642e-18,2.6920303466213763e-17,4.982901080221188e-19,4.5754888099886946e-11,9.259206696591227e-10,2.4539485107028e-15,1.3075468570348698e-06,6.1948334153970415e-12,8.876998107358911e-10,1.4041442528766192e-14,4.346436921769472e-15,4.6948882289987607e-11,3.7384531374609596e-10,1.1198774456693097e-19,2.4450826542160054e-15,3.197535171756032e-23,3.456798332446009e-20,1.9012569510096223e-17,8.04363885868163e-21
1.803185719445783e-08,0.16222791745860876,3.76,0.0,0.6668345640194299,0.9999995158410441,5.7107420691026885e-09,1.3455210138032464e-06,1.3613825008108098e-08,0.0004843518182778919,0.0004843559900196698,4.094514130006092e-13,1.3566263004539906e-07,1.297111256066115e-09,1.021210316740427e-09,3.5659700087516517e-10,4.650183493709765e-07,8.129256563225276e-11,8.685463417518071e-08,2.913542343107501e-07,4.382000599254909e-07,8.577583082860063e-08,3.25856271091375e-11,2.2000189034449372e-10,1.3953497984270893e-10,4.377428541613719e-09,3.3787567894521648e-15,1.0178306967385067e-15,2.0073552659846547e-10,1.837431109290457e-13,1.5588669993932902e-20,6.604800739881615e-11,6.9311517758777256e-15,6.47058938007951e-16,1.1712311671692696e-18,8.097352554681854e-19,3.377068357893676e-07,2.491660926972845e-09,3.3108403990453644e-07,2.5951137120771923e-12,1.0945457630778656e-19,5.298416576645063e-15,8.20167335079604e-09,3.052913647816404e-15,2.567312036135134e-19,5.5234439953445314e-12,2.5710394963515596e-14,2.555715501678295e-14,1.945280590131305e-16,6.524223516624954e-22,2.191606138508238e-19,4.879964529637498e-09,8.662739695816432e-17,3.799272976571164e-17,6.326750693559874e-18,2.1421157632772607e-24,2.108008001965157e-23,1.325413267526568e-26,2.421958227696361e-09,1.6684458429829942e-14,1.3558844749165577e-18,2.855579357983926e-17,5.375295323720315e-19,4.752455409098044e-11,9.260248500031645e-10,2.637331827094842e-15,1.3353220234338406e-06,6.54488966015962e-12,8.8824730826977e-10,1.4177939907928484e-14,4.360170458090416e-15,4.6981254074966606e-11,3.74046689368998e-10,1.2356041684837287e-19,2.532725804934692e-15,3.318461395706092e-23,3.739010487779342e-20,1.9851640553245273e-17,8.749464412253447e-21
1.840706447622483e-08,0.16222822006109136,3.76,0.0,0.6668244369137165,0.9999995050797775,6.1048093630497944e-09,1.3737200937140585e-06,1.422072458341943e-08,0.0004944264412121324,0.0004944307384809359,4.180045520825545e-13,1.4238696503118494e-07,1.3406207358865487e-09,1.0756917228185258e-09,3.757408653549494e-10,4.7496519175812826e-07,8.473860353911666e-11,8.831349894778897e-08,2.9893220917699575e-07,4.531690014969368e-07,8.667704517931486e-08,3.4158197278039606e-11,2.2818405793243e-10,1.4752147879183041e-10,4.527560074514056e-09,3.648455642106505e-15,1.1202958737145236e-15,2.0429825922659144e-10,1.9427631984811718e-13,1.7204384100114447e-20,6.843177315170671e-11,7.397315174257152e-15,7.04472765061542e-16,1.2846228956997127e-18,8.859623315908591e-19,3.4465432654381704e-07,2.5959549635853185e-09,3.37756399504868e-07,2.7587225592427837e-12,1.1576739753870175e-19,5.389335994314842e-15,8.396549349899013e-09,3.244660266323973e-15,2.840208685785181e-19,5.660315363721471e-12,2.6876624174524476e-14,2.732233786717867e-14,2.0768405423454806e-16,6.97994401597457e-22,2.3546504629474395e-19,5.017485473370439e-09,9.221955802435334e-17,4.0291188729407654e-17,6.9002348835629505e-18,2.380056809835828e-24,2.3009946694583977e-23,1.5167573618903776e-26,2.4581747403347323e-09,1.758060079046284e-14,1.4928092141602834e-18,3.0251648066674094e-17,5.788239036332715e-19,4.932103085033359e-11,9.261135341823162e-10,2.830105527872879e-15,1.3630967482144041e-06,6.907846785683031e-12,8.887250325430694e-10,1.4306612395382487e-14,4.372952949787341e-15,4.7009818995102244e-11,3.742463569514418e-10,1.360452940472068e-19,2.6209454038747027e-15,3.441166073129919e-23,4.038135890306707e-20,2.0708835270062092e-17,9.498696777482023e-21
1.878227175799183e-08,0.16222852266494497,3.76,0.0,0.666814309751753,0.9999994942904634,6.516175270786087e-09,1.4019271954890785e-06,1.4838308100696806e-08,0.0005045009098232953,0.0005045053340872664,4.2655755998738457e-13,1.492835095680715e-07,1.3844986220957264e-09,1.1317014165542293e-09,3.956441454899759e-10,4.849232416412758e-07,8.825730416338356e-11,8.97767250424304e-08,3.0652406430274323e-07,4.683455299939643e-07,8.757590359020984e-08,3.5776103838654704e-11,2.3649357043262545e-10,1.5577559787019299e-10,4.678501089184915e-09,3.933307940548381e-15,1.2305815522152359e-15,2.078706379311274e-10,2.0518755902836729e-13,1.894714162977986e-20,7.085512043756532e-11,7.884831512017972e-15,7.656906906871032e-16,1.4059759598820768e-18,9.675595773794684e-19,3.515985999562804e-07,2.70236740580778e-09,3.4442009768624e-07,2.9290603193973617e-12,1.2230809496976393e-19,5.479936638295261e-15,8.59240445671676e-09,3.444239828412539e-15,3.1350403929908655e-19,5.797098249818923e-12,2.806796030130491e-14,2.916666866299512e-14,2.2140530107317867e-16,7.455680030996654e-22,2.525352596650646e-19,5.155085092210203e-09,9.804951278592392e-17,4.2675927527442595e-17,7.512859879161922e-18,2.6388481447238394e-24,2.5071942243765882e-23,1.7309155964771052e-26,2.493997672782548e-09,1.8503555146705624e-14,1.6401350087737708e-18,3.200879372156308e-17,6.222247178104983e-19,5.114402561897754e-11,9.261889333461181e-10,3.032534067115262e-15,1.3908710309893815e-06,7.283943558010961e-12,8.891414351170974e-10,1.4427863842064018e-14,4.384851428242995e-15,4.7035040345467704e-11,3.744447221596993e-10,1.494923554778974e-19,2.709713011501946e-15,3.5656493077234093e-23,4.3548703328868564e-20,2.15841543490281e-17,1.0292861852762973e-20
1.915747903975883e-08,0.16222882527017618,3.76,0.0,0.6668041825328833,0.9999994834730456,6.9451382802766754e-09,1.4301423078798846e-06,1.546636493490051e-08,0.0005145752241015326,0.0005145797768379586,4.351104368810234e-13,1.5635256955870568e-07,1.428733333734461e-09,1.18923770412173e-09,4.1632739202574294e-10,4.948925307751736e-07,9.184873744133836e-11,9.124433704038656e-08,3.1412967320506313e-07,4.837298862626705e-07,8.847279626479586e-08,3.74398607084966e-11,2.4493051153423955e-10,1.6429976198810566e-10,4.830210650680788e-09,4.233818035220486e-15,1.3491002927494358e-15,2.114529260953859e-10,2.1648314446975825e-13,2.0823850113593316e-20,7.331816242904029e-11,8.394251636615846e-15,8.308834991820096e-16,1.5356423859060826e-18,1.0547837551366996e-18,3.5853965748783635e-07,2.810897076512885e-09,3.510751457961317e-07,3.106262398528228e-12,1.2908049364967757e-19,5.570241022519294e-15,8.789238189201346e-09,3.65180717880371e-15,3.4529920516582147e-19,5.933786317003037e-12,2.92843953523995e-14,3.109183742566163e-14,2.357018811297569e-16,7.951817315728315e-22,2.703868485936305e-19,5.292754233260521e-09,1.0412234445568833e-16,4.514821278776639e-17,8.166462484949942e-18,2.9198472333846187e-24,2.7272203896651014e-23,1.9700560285618898e-26,2.5294354831433385e-09,1.945347652026461e-14,1.7983928175190475e-18,3.382815903405674e-17,6.677830127496251e-19,5.299325193807783e-11,9.262528343375213e-10,3.2448831993718165e-15,1.4186448713710905e-06,7.673419253789331e-12,8.895042223327354e-10,1.4542077375787942e-14,4.395941095867587e-15,4.705734077975634e-11,3.746420428938995e-10,1.639531143445326e-19,2.799002176833848e-15,3.691911274980155e-23,4.689926774865959e-20,2.2477596050457667e-17,1.1133496192779178e-20
1.953268632152583e-08,0.16222912787679253,3.76,0.0,0.6667940552564654,0.9999994726274672,7.391991017035727e-09,1.4583654196529308e-06,1.6104686684726483e-08,0.000524649384037137,0.0005246540667324757,4.436631827763097e-13,1.63594447120777e-07,1.4733136574700579e-09,1.248298318938455e-09,4.3781116638459615e-10,5.048730914507913e-07,9.551297355144946e-11,9.271634821274945e-08,3.217489513864028e-07,4.993223474542065e-07,8.936807550199867e-08,3.914997969546047e-11,2.534949848378786e-10,1.7309633143741146e-10,4.982650926483157e-09,4.550496089860866e-15,1.476277056395093e-15,2.150454384896227e-10,2.281694116387173e-13,2.2841630852658713e-20,7.582101348462482e-11,8.926131134138256e-15,9.00226219832301e-16,1.6739810272364596e-18,1.147898402181495e-18,3.654775005988573e-07,2.9215427991300805e-09,3.577215551781525e-07,3.2904642024051574e-12,1.3608843042746563e-19,5.660278226359908e-15,8.987050065568502e-09,3.867517055600658e-15,3.79527930992125e-19,6.070374075956011e-12,3.052592587144066e-14,3.309953393679124e-14,2.505837568802275e-16,8.468742778574324e-22,2.8903541017327334e-19,5.430484757469215e-09,1.1044314054584738e-16,4.7709296929361853e-17,8.862928717990961e-18,3.224470201810021e-24,2.961702648838877e-23,2.2365015006909187e-26,2.5644964779033168e-09,2.043051562339838e-14,1.9681269434618565e-18,3.571067466008244e-17,7.155493285322256e-19,5.4868429563254535e-11,9.263065823969575e-10,3.4674199556127803e-15,1.4464182689713151e-06,8.076513690092307e-12,8.898204893375191e-10,1.4649621494267456e-14,4.4062875112146215e-15,4.707711934341967e-11,3.748384088356784e-10,1.7948062188809028e-19,2.8887884149837286e-15,3.8199524917718346e-23,5.0440355822009045e-20,2.3389157888377822e-17,1.2022146480004564e-20
1.9907893603292832e-08,0.1622294304848019,3.76,0.0,0.6667839279218665,0.9999994617536708,7.857020241460552e-09,1.4865965195895416e-06,1.6753067684216585e-08,0.0005347233896205357,0.0005347282037702406,4.522157977508388e-13,1.7100944294570973e-07,1.5182287328577204e-09,1.308880456140094e-09,4.6011603573101485e-10,5.148649564031391e-07,9.925008292194363e-11,9.41927659580961e-08,3.2938184474441085e-07,5.151232175434788e-07,9.026206238023554e-08,4.090697049685893e-11,2.621871167926067e-10,1.8216760460121714e-10,5.135787050540759e-09,4.883858052872236e-15,1.6125493392249419e-15,2.1864837025905298e-10,2.402527164871083e-13,2.50078212475168e-20,7.836378813940871e-11,9.481030356781444e-15,9.738981626982893e-16,1.821357557651882e-18,1.2471738915913975e-18,3.7241213074901036e-07,3.0343033976453894e-09,3.643593371737984e-07,3.4818011362983915e-12,1.4333575459719763e-19,5.7500758176888416e-15,9.18583960429518e-09,4.0915240844787135e-15,4.1631483296617e-19,6.206856640670658e-12,3.179255301385624e-14,3.519144801386447e-14,2.6606077236804466e-16,9.006844628428897e-22,3.0849656817730264e-19,5.568269736510828e-09,1.1701699258606352e-16,5.03604184634546e-17,9.604194306447463e-18,3.554193308628019e-24,3.2112863829757145e-23,2.532737744185973e-26,2.5991888166497755e-09,2.1434819214260848e-14,2.1498949583454766e-18,3.765727332107655e-17,7.655736893975504e-19,5.676928432686264e-11,9.263514075117939e-10,3.700412587207866e-15,1.4741912234012673e-06,8.49346725826075e-12,8.90096226814528e-10,1.4750858018348558e-14,4.4159319630738466e-15,4.709471153280498e-11,3.7503394818932487e-10,1.9612947675000375e-19,2.9790492563783233e-15,3.9497758774672034e-23,5.41794486487016e-20,2.4318840538821056e-17,1.296036868546716e-20
2.0283100885059832e-08,0.16222973309421293,3.76,0.0,0.6667738005284624,0.9999994508515969,8.340506849743087e-09,1.5148355964859174e-06,1.7411305608446597e-08,0.0005447972408422848,0.0005448021879504825,4.607682816676367e-13,1.7859785877511126e-07,1.5634680349548202e-09,1.3709808133097856e-09,4.832625594767248e-10,5.248681587135128e-07,1.0306013623907277e-10,9.567359704572736e-08,3.3702831701650717e-07,5.311328174143282e-07,9.115505426255424e-08,4.271134063443898e-11,2.710070562713596e-10,1.9151582114897072e-10,5.289586898503206e-09,5.2344255626523564e-15,1.758367324817356e-15,2.2226170539900692e-10,2.5273943635222093e-13,2.7329977516875277e-20,8.094660012536949e-11,1.0059514461897301e-14,1.052082959222254e-15,1.978144446061925e-18,1.3528874994427386e-18,3.793435493972584e-07,3.149177696601195e-09,3.709885031220315e-07,3.680408605317287e-12,1.5082632846686824e-19,5.8396515005331444e-15,9.385606324119694e-09,4.323982778924273e-15,4.55787564468358e-19,6.343229478683118e-12,3.308428247778081e-14,3.736926991724584e-14,2.8214265446699474e-16,9.56651233293692e-22,3.2878598342639275e-19,5.706103436438247e-09,1.238489957919735e-16,5.3102802347072957e-17,1.039224526299231e-17,3.91055465205107e-24,3.4766330242312055e-23,2.861422486705197e-26,2.6335205172760207e-09,2.2466530503897113e-14,2.344267638814166e-18,3.966888904092153e-17,8.179056218444198e-19,5.869554797764246e-11,9.263886917950922e-10,3.9441305067893026e-15,1.501963734271567e-06,8.924520934073633e-12,8.903360916453059e-10,1.4846136083352412e-14,4.424912617433453e-15,4.7110369729948426e-11,3.7522898085059247e-10,2.139558377553972e-19,3.0697639996193084e-15,4.081387434665344e-23,5.812420336546034e-20,2.5266646689847965e-17,1.394972739761598e-20
2.0658308166826832e-08,0.16223003570503547,3.76,0.0,0.6667636730756363,0.9999994399211859,8.842726052451699e-09,1.54308263915313e-06,1.807920136272058e-08,0.000554870937693068,0.0005548760192725056,4.693206345329771e-13,1.8635999611048703e-07,1.6090213660889602e-09,1.434595608347533e-09,5.072712651459217e-10,5.348827318390902e-07,1.069432044456161e-10,9.715884344447836e-08,3.4468835448184195e-07,5.473514894266763e-07,9.204732348678255e-08,4.4563595409998106e-11,2.799549644149854e-10,2.011431635363901e-10,5.444020792364929e-09,5.602725873684072e-15,1.9141939856237552e-15,2.2588548072803907e-10,2.656359687741377e-13,2.981587654853531e-20,8.356956320853482e-11,1.0662153450157981e-14,1.1349685936431729e-15,2.144720988770232e-18,1.465323449752993e-18,3.8627175800185956e-07,3.2661645210959106e-09,3.7760906435285354e-07,3.886422014791422e-12,1.5856402662280213e-19,5.929024776642348e-15,9.586349744044591e-09,4.5650475502578975e-15,4.980767916744491e-19,6.4794885475283596e-12,3.4401123789884673e-14,3.963469072619466e-14,2.988390158435379e-16,1.0148136844027026e-21,3.499193415281209e-19,5.843980676920441e-09,1.309442488736546e-16,5.593766019195714e-17,1.122911830498257e-17,4.2951554483321115e-24,3.758420166440264e-23,3.2253936404346043e-26,2.6674994573471944e-09,2.3525789179978028e-14,2.551828866552637e-18,4.1746456966171315e-17,8.725941534107697e-19,6.064695809629372e-11,9.264196064502692e-10,4.198844282361948e-15,1.5297358011922622e-06,9.369916263503278e-12,8.905443796511871e-10,1.4935778593552305e-14,4.433291086370953e-15,4.712433035319815e-11,3.7542375005832165e-10,2.3301742955157786e-19,3.160913240306838e-15,4.21479240705353e-23,6.228244829331705e-20,2.6232574541166128e-17,1.499179583461496e-20
2.1033515448593833e-08,0.1622303383172798,3.76,0.0,0.6667535455627818,0.9999994289623776,9.36394754568086e-09,1.571337636417108e-06,1.8756558840539422e-08,0.0005649444801636963,0.0005649496977358436,4.778728563897143e-13,1.9429615488168042e-07,1.6548788513512018e-09,1.4997205884664462e-09,5.321626395861375e-10,5.44908709645885e-07,1.1089935873867044e-10,9.864849888446767e-08,3.523619715747989e-07,5.637796020765516e-07,9.293911506884587e-08,4.6464237953366657e-11,2.890310108609465e-10,2.1105175782243697e-10,5.599061355136546e-09,5.989291881136357e-15,2.080505161499335e-15,2.2951989707864366e-10,2.7894873059830846e-13,3.247351723791304e-20,8.62327919004641e-11,1.1289522184241958e-14,1.222747428685247e-15,2.321473370387381e-18,1.5847729528913213e-18,3.9319675802036955e-07,3.3852626967836666e-09,3.842210321850063e-07,4.099976769729964e-12,1.6655273537554035e-19,6.018222687988998e-15,9.788069383335608e-09,4.814872707392425e-15,5.43316154526923e-19,6.615630423818474e-12,3.574308986035073e-14,4.198940249767389e-14,3.1615935695281177e-16,1.0752111063583494e-21,3.7191236230362365e-19,5.981896595763987e-09,1.383078539122968e-16,5.886619040155296e-17,1.2116901182243745e-17,4.709661016513477e-24,4.0573416575218794e-23,3.627676564171808e-26,2.7011333748877127e-09,2.4612731363326768e-14,2.7731755071605583e-18,4.389091411269708e-17,9.296877649996809e-19,6.262325804155204e-11,9.264448790386112e-10,4.464825634089163e-15,1.5575074237728043e-06,9.829895384204192e-12,8.907254798503149e-10,1.502008905683168e-14,4.441129229801516e-15,4.7136840952992577e-11,3.7561826649049986e-10,2.533735431604145e-19,3.2524788902148074e-15,4.349995300405598e-23,6.666218563021004e-20,2.7216619527812147e-17,1.6088155586427825e-20
2.1408722730360833e-08,0.16223064093095654,3.76,0.0,0.6667434179892995,0.9999994179751105,9.904435549321718e-09,1.5996005771186075e-06,1.9443185082016748e-08,0.0005750178682451047,0.0005750232233400194,4.864249472405762e-13,2.024066348066852e-07,1.7010309306354634e-09,1.5663510480768648e-09,5.57957140514095e-10,5.549461263526637e-07,1.1492867057385521e-10,1.001425528415121e-07,3.600492047553215e-07,5.804175442700384e-07,9.383064993178898e-08,4.84137693321494e-11,2.982353821785552e-10,2.212436751315972e-10,5.7546835479672675e-09,6.394662202306952e-15,2.2577896607776465e-15,2.331650584586182e-10,2.9268415883579173e-13,3.531112212291978e-20,8.893640074208594e-11,1.194220040538224e-14,1.3156162343109554e-15,2.5087947157952734e-18,1.7115342564737228e-18,4.0011855090964376e-07,3.5064710498740747e-09,3.9082441793135437e-07,4.321208273548924e-12,1.7479635330846317e-19,6.107269303565618e-15,9.990764761515947e-09,5.073612443395463e-15,5.916422285072159e-19,6.751652146721092e-12,3.711019724064992e-14,4.44350982562978e-14,3.341130659958095e-16,1.1378830372121073e-21,3.947808409666495e-19,6.119847181227326e-09,1.4594491619130198e-16,6.188957835417415e-17,1.3057733054158975e-17,5.155801872238805e-24,4.3741077119737435e-23,4.071491838782417e-26,2.734429871455964e-09,2.5727489783467907e-14,3.008917293929757e-18,4.61032001986302e-17,9.892343425836222e-19,6.462419686617706e-11,9.264651244965018e-10,4.742347398504997e-15,1.5852786016219882e-06,1.0304701090241395e-11,8.908830372049271e-10,1.509937145540325e-14,4.448447363978152e-15,4.714810410928983e-11,3.7581254942434863e-10,2.7508503739882093e-19,3.3444446204587667e-15,4.4870037446340545e-23,7.127159989349364e-20,2.8218783185801703e-17,1.7240395692166962e-20
2.1783930012127834e-08,0.16223094354607712,3.76,0.0,0.6667332903545964,0.9999994069593228,1.0464448833246608e-08,1.6278714501132073e-06,2.0138890699418984e-08,0.0005850911019283479,0.0005850965960844019,4.949769070403536e-13,2.1069173730044417e-07,1.7474683444533802e-09,1.6344818615597675e-09,5.846751882280736e-10,5.649950164539386e-07,1.1903121167171906e-10,1.0164099474656339e-07,3.6775010287221835e-07,5.972657175920721e-07,9.47221306141635e-08,5.041268852834239e-11,3.0756828266029515e-10,2.31720934259464e-10,5.9108645158405375e-09,6.819381114534391e-15,2.4465494018690012e-15,2.3682088343120697e-10,3.068487114134998e-13,3.833713989600486e-20,9.168050351640264e-11,1.2620772778264991e-14,1.4137762264068577e-15,2.7070850996530692e-18,1.8459127093747352e-18,4.0703713812583804e-07,3.6297884071320204e-09,3.974192328992892e-07,4.5502519281096504e-12,1.832987917500263e-19,6.196182579351731e-15,1.0194435398365875e-08,5.341420835612303e-15,6.431945092979877e-19,6.887551021200566e-12,3.850246610583742e-14,4.6973472277961477e-14,3.5270941997273694e-16,1.2028692259126448e-21,4.1854065831876935e-19,6.2578293231840055e-09,1.538605439153515e-16,6.500899670406559e-17,1.405380502476123e-17,5.6353753104538904e-24,4.7094450569934373e-23,4.560264886707835e-26,2.767396416501672e-09,2.6870194094324038e-14,3.2596767429992414e-18,4.83842569926899e-17,1.0512812027078753e-18,6.664952918105565e-11,9.264810784931905e-10,5.031683483337557e-15,1.6130493343479237e-06,1.0794576848132308e-11,8.910196803439093e-10,1.5173921851038172e-14,4.455253352629501e-15,4.71582627747223e-11,3.7600676691832835e-10,2.982143480892584e-19,3.436795631872586e-15,4.625827668827842e-23,7.611905588778705e-20,2.92390704167199e-17,1.845011204433232e-20
2.2159137293894834e-08,0.16223124616265278,3.76,0.0,0.6667231626580841,0.9999993959149523,1.1044240828152014e-08,1.6561502442713248e-06,2.0843490218241206e-08,0.0005951641812045952,0.0005951698159683969,5.035287357743499e-13,2.191517659812713e-07,1.7941821174815107e-09,1.7041075209251266e-09,6.123371308098283e-10,5.750554146868437e-07,1.2320705402145112e-10,1.0314381346796851e-07,3.754647228988544e-07,6.143245340336929e-07,9.56137450438706e-08,5.246149225541716e-11,3.1702992212043386e-10,2.4248550468673253e-10,6.067583180123861e-09,7.26399834233779e-15,2.647299569974298e-15,2.4048737124666017e-10,3.214488666838629e-13,4.1560248373163935e-20,9.446521335599479e-11,1.3325828941435437e-14,1.517433112131833e-15,2.9167515244245137e-18,1.9882208297346196e-18,4.139525211244077e-07,3.755213595877383e-09,4.040054883828492e-07,4.7872431353493085e-12,1.9206397445663446e-19,6.284983228696414e-15,1.039908081392939e-08,5.61845186313515e-15,6.981154104154951e-19,7.0233245815389405e-12,3.991991958210407e-14,4.960622068753548e-14,3.71957587888952e-16,1.2702095782127947e-21,4.432077432994812e-19,6.395840054923742e-09,1.6205984787486936e-16,6.822560574136924e-17,1.5107360778623627e-17,6.150247327845703e-24,5.064097095791878e-23,5.097637191484224e-26,2.8000403511406923e-09,2.8040971144195145e-14,3.526089086740625e-18,5.073502656410803e-17,1.1158751553551016e-18,6.869901499980318e-11,9.264933964166195e-10,5.333108833339294e-15,1.640819621558091e-06,1.1299766742862591e-11,8.911379658559151e-10,1.5244001475761418e-14,4.461605786302885e-15,4.716745911832476e-11,3.7620104923738634e-10,3.2282550250469876e-19,3.5295177895379675e-15,4.766476058446604e-23,8.121308758399819e-20,3.02774775497068e-17,1.9718907503882845e-20
2.2534344575661834e-08,0.1622315487806957,3.76,0.0,0.6667130348991795,0.9999993848419358,1.1644059779869144e-08,1.684436948478197e-06,2.1556801947187064e-08,0.0006052371060651301,0.0006052428829915421,5.120804334579697e-13,2.277870259103446e-07,1.8411635518803687e-09,1.7752221498903062e-09,6.409632360982743e-10,5.85127356043795e-07,1.274562698802345e-10,1.0465099525242464e-07,3.8319313286698815e-07,6.31594418423103e-07,9.650566568109756e-08,5.4560674953579954e-11,3.2662051333685435e-10,2.535393077957951e-10,6.224820089695445e-09,7.729069041030307e-15,2.860568711757454e-15,2.441646670921601e-10,3.364911228131288e-13,4.498935614005598e-20,9.729064318995773e-11,1.4057963516450894e-14,1.6267971212317068e-15,3.138207961629774e-18,2.1387783536515647e-18,4.208647013601079e-07,3.882745443984745e-09,4.10583195661159e-07,5.032317297190025e-12,2.010958372436918e-19,6.373695028056808e-15,1.0604700528514084e-08,5.9048594069154264e-15,7.565502286726421e-19,7.158970661687071e-12,4.136258337513719e-14,5.2335041640983366e-14,3.918666326800351e-16,1.3399442440736724e-21,4.687980769420527e-19,6.533876396861036e-09,1.705479412813402e-16,7.154055357280326e-17,1.6220696989492458e-17,6.702353850892359e-24,5.438824022506977e-23,5.687475247927733e-26,2.832368889658013e-09,2.9239945000338125e-14,3.808802159128535e-18,5.315645169820368e-17,1.1830624576688187e-18,7.077241966381735e-11,9.265025095436971e-10,5.6468994152095384e-15,1.6685894628593337e-06,1.1820515484646091e-11,8.912406727710658e-10,1.530984922096142e-14,4.467576728711624e-15,4.7175849096870786e-11,3.7639539152302687e-10,3.489841223066015e-19,3.6225976683755545e-15,4.908958403837751e-23,8.656240087806049e-20,3.13339966795027e-17,2.1048391663192028e-20
