Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264)
0.0013276588347230786,0.09879804608004096,3.76,0.0,3.676211357260074e-05,0.010198027417089918,0.8391441051237606,0.05832962515466235,2.500060951009233e-06,0.01941218617009491,0.5986667383646814,1.3246569502652758e-12,0.2501941332828267,6.986482474046975e-08,1.9761052697801347e-07,0.9668499227157524,2.804520147260278e-05,9.896681625814588e-07,2.0653073887484752e-06,2.8176024484609214e-05,0.03045671462898405,2.1893764215850025e-06,4.140986902265236e-06,0.00025828266849418604,0.03572233424186784,2.2794071997377068e-07,2.0474448803158444e-06,9.003808088295321e-07,2.8236362138201763e-10,0.0008722873077403858,5.156796582560213e-13,7.156484443568169e-06,1.2391664191026125e-06,4.5499307107994064e-07,3.116713122875457e-08,3.12731206024406e-11,5.392198050471291e-05,2.964567938804892e-05,0.000144049665880505,0.0014184322706780282,8.684308664736481e-11,3.737191529082365e-12,0.003398308253841662,1.1794110491002763e-05,7.81069389413191e-09,1.5406221817237344e-09,1.0786932343488475e-06,0.010962482763986403,4.8002936369759e-06,1.4729955576776796e-14,9.535199539236918e-13,0.08618961086943161,5.076792599419113e-07,3.8434469092049326e-08,0.0018918691525413285,1.3838935027340579e-09,3.473432116398998e-16,2.2598917686237056e-10,1.5070620712880641e-06,3.8251013758948053e-07,9.374878168133773e-07,3.5883906890852725e-09,1.7324603449563218e-09,0.0007093011090809615,5.361142826462626e-10,0.00020464812176147166,2.2527428962048678e-07,1.1721351802283956e-06,3.318106399721942e-08,3.1368426577225424e-14,4.887920331238668e-15,2.11407056777442e-11,1.140988175612733e-09,0.0003953764161534812,1.4160072919856402e-11,3.0882284027856544e-10,0.0003506343745323452,6.236356919072061e-11
0.0013410277919336144,0.09880117606070832,3.76,0.0,3.6369196965733305e-05,0.010051089881492043,0.8391683319667086,0.058339693519757756,2.4666190357552895e-06,0.019354391924777052,0.5987788151096769,1.3186524127565284e-12,0.2503202734461507,6.984922418339011e-08,1.9384274930124111e-07,0.9669612191211207,2.744213252109575e-05,9.657805190525939e-07,2.037496954840183e-06,2.787854614710911e-05,0.030367700033417024,2.1599145823735488e-06,4.101939327806776e-06,0.00025435641328956285,0.035791190760067954,2.2244865861477073e-07,2.027548992990231e-06,8.787845861551868e-07,2.7454202192005977e-10,0.0008640459016535443,4.960431059789037e-13,7.036218575761163e-06,1.2260475085392036e-06,4.436558218074109e-07,3.0322137245078156e-08,3.005355251342328e-11,5.34170677002674e-05,2.898271521474173e-05,0.00014256986864655236,0.0014136017592910797,8.601452981425971e-11,3.674659894705168e-12,0.003397701068923195,1.1634148521121067e-05,7.686615173256238e-09,1.4924360731799788e-09,1.06686648655685e-06,0.010958222567326285,4.748254979598855e-06,1.4415151162755077e-14,9.277944728383438e-13,0.08627593665830177,5.017563402499615e-07,3.798567450355915e-08,0.0018901517609538768,1.382637140021975e-09,3.3379776305026547e-16,2.224216392360308e-10,1.4860719427344514e-06,3.7831274014006017e-07,9.191053214901117e-07,3.5410355970342025e-09,1.7144420929854056e-09,0.0007022683961712087,5.270635620577348e-10,0.00020451509760461805,2.2442493446196722e-07,1.1568683643755957e-06,3.2660040581689714e-08,3.0430010132174636e-14,4.741693862994863e-15,2.057167999455749e-11,1.127954598932791e-09,0.00039622643350898073,1.3815042091727932e-11,3.094867411443883e-10,0.0003513697872678598,6.232276992250385e-11
0.0013543967491441503,0.09880425052370556,3.76,0.0,3.598422385394298e-05,0.009907751346557135,0.8391908512626213,0.05834976815270442,2.434044169938668e-06,0.019297444813686684,0.5988891080361247,1.312773739470136e-12,0.2504446712224079,6.983441800808332e-08,1.9019486356212304e-07,0.9670692169178126,2.6857484161214772e-05,9.427161912260558e-07,2.0103715045044173e-06,2.7587313576952634e-05,0.030280210766838477,2.1311780110032013e-06,4.063673256132221e-06,0.00025052984357750607,0.035859453856112715,2.1713939770417913e-07,2.008009254149241e-06,8.579064879554144e-07,2.6701836651913046e-10,0.0008559902483048597,4.773372879039182e-13,6.919527532468245e-06,1.2131881585544747e-06,4.327093559149757e-07,2.950824258517571e-08,2.889311164355572e-11,5.292210695783897e-05,2.8341802700550108e-05,0.000141120592768341,0.0014087917770926996,8.52047986939915e-11,3.6139486215192874e-12,0.00339717439286008,1.147758177453931e-05,7.566034360736143e-09,1.4462084912821934e-09,1.0552904211045035e-06,0.010953985855439165,4.697304998795379e-06,1.411058538093734e-14,9.03011222614214e-13,0.08636099032619957,4.959673346722935e-07,3.754701395058881e-08,0.0018884662658711954,1.3814041111739592e-09,3.2090902583960754e-16,2.1895582079161296e-10,1.4655987185969632e-06,3.742041461140561e-07,9.01253703522851e-07,3.4948328017680986e-09,1.6967988709218642e-09,0.0006953619070716925,5.182695732510522e-10,0.00020438263663163448,2.2358119610254024e-07,1.1419010324518524e-06,3.2152011242339226e-08,2.952852004067231e-14,4.601221342018453e-15,2.0024461141458185e-11,1.1152159010941078e-09,0.00039707019875794903,1.3481860213185895e-11,3.1014575967506913e-10,0.0003521005415206733,6.228215671256996e-11
0.001367765706354686,0.09880727117862351,3.76,0.0,3.560696428627591e-05,0.009767887782490891,0.8392117344259438,0.05835984656647301,2.402304822507833e-06,0.019241322829987872,0.5989976738657127,1.3070167025157956e-12,0.25056736781786343,6.982037778589709e-08,1.8666182154495293e-07,0.9671740355313536,2.629053442244951e-05,9.204385927372506e-07,1.983907312592209e-06,2.730214377587632e-05,0.030194197652131338,2.1031415988670777e-06,4.026166760757857e-06,0.00024679947013140616,0.03592713461223349,2.120052493138154e-07,1.988816744445155e-06,8.377162106350686e-07,2.597783435610123e-10,0.0008481140802922554,4.595096210612665e-13,6.806264865512658e-06,1.2005810433308197e-06,4.2213657824707535e-07,2.872400821072949e-08,2.778838288632483e-11,5.2436825815189646e-05,2.7721995476239612e-05,0.00013970094953558672,0.0014040020368423826,8.441325393763266e-11,3.5549852499362845e-12,0.0033967248808222683,1.1324311131171162e-05,7.448819760149625e-09,1.40184261553182e-09,1.0439576171945728e-06,0.010949772106438585,4.647412023527523e-06,1.3815829114445067e-14,8.791268106407557e-13,0.08644480672265478,4.903079543074929e-07,3.7118163478621497e-08,0.0018868121162090275,1.380194013036525e-09,3.086390692872957e-16,2.1558780976732132e-10,1.44562493525291e-06,3.7018173227359623e-07,8.839133362206978e-07,3.449742518448927e-09,1.6795196481271683e-09,0.0006885783641438361,5.097228536302413e-10,0.000204250727655041,2.227429433816818e-07,1.1272254025755305e-06,3.165656618449307e-08,2.8662189626539204e-14,4.4662274814374194e-15,1.949801744718303e-11,1.1027626676215622e-09,0.0003979077677168892,1.3160021023215611e-11,3.1079993942145974e-10,0.00035282665050147906,6.224172559184194e-11
0.0013811346635652219,0.09881023966490275,3.76,0.0,3.523719694220623e-05,0.009631380593075025,0.8392310494360893,0.05836992640334233,2.371370917527571e-06,0.01918600478496703,0.5991045669160742,1.3013772596415408e-12,0.25068840312984186,6.980707636002591e-08,1.8323883498812574e-07,0.9672757890146427,2.574059563291875e-05,8.98913115436061e-07,1.958081699472608e-06,2.7022860500408524e-05,0.03010961359689118,2.0757813433780773e-06,3.989398694736164e-06,0.0002431619574696526,0.0359942438208493,2.0703891339562586e-07,1.9699628297391594e-06,8.181849933137484e-07,2.528084647061066e-10,0.0008404114125591055,4.4251095725342274e-13,6.696291652968565e-06,1.1882191053904145e-06,4.119212954443888e-07,2.7968074858893066e-08,2.673617911426845e-11,5.196096128124625e-05,2.7122396374041773e-05,0.00013831008341677324,0.0013992322649377744,8.363928512360616e-11,3.4977009316691878e-12,0.0033963493466529935,1.1174241115328675e-05,7.334845777907687e-09,1.3592472260924603e-09,1.0328609307165363e-06,0.010945580813307574,4.598545536094355e-06,1.3530474998133317e-14,8.56100238835046e-13,0.08652741938200925,4.847740864310454e-07,3.669881240743095e-08,0.0018851887726589744,1.3790064510710637e-09,2.9695249477666393e-16,2.1231388087164106e-10,1.4261338707116566e-06,3.662429729607008e-07,8.670654669098942e-07,3.4057267267884048e-09,1.6625938107695437e-09,0.0006819146033968765,5.01414371606216e-10,0.0002041193599082571,2.2191005138114022e-07,1.1128339376393575e-06,3.1173311221397565e-08,2.782935074268792e-14,4.336452347323169e-15,1.8991374463213697e-11,1.0905858678505462e-09,0.0003987391976632549,1.2849043770494288e-11,3.114493250779886e-10,0.00035354813037222205,6.220147274422063e-11
0.0013945036207757577,0.09881315755537458,3.76,0.0,3.487470873229887e-05,0.009498116329388082,0.8392488610289746,0.058380005428958756,2.3412137533946673e-06,0.019131470269169722,0.5992098392251798,1.2958515444856488e-12,0.2508078157973417,6.979448777880699e-08,1.7992135993111282e-07,0.9673745863364485,2.5207012514188868e-05,8.781070038676665e-07,1.9328729755214763e-06,2.674929396480144e-05,0.03002641348574767,2.049074289267432e-06,3.9533486572708436e-06,0.0002396141157378019,0.036060791993775224,2.0223345488318536e-07,1.9514391508819053e-06,7.9928552512375e-07,2.4609601006352764e-10,0.0008328765265586649,4.2629533097647685e-13,6.58947603849331e-06,1.1760955438743585e-06,4.020481601628452e-07,2.723915791090123e-08,2.5733524051054692e-11,5.149425945354984e-05,2.65421544316164e-05,0.00013694717055397638,0.001394482200539215,8.288230913142477e-11,3.442030215314172e-12,0.0033960447540427215,1.102727973622844e-05,7.223992585717416e-09,1.318336333989702e-09,1.0219934819592727e-06,0.010941411483485524,4.550676122534484e-06,1.325413612412028e-14,8.338927501070143e-13,0.08660886058557644,4.793617856975964e-07,3.628866267020577e-08,0.0018835957074250728,1.377841039161142e-09,2.8581624556007006e-16,2.091304847440779e-10,1.4071095069543326e-06,3.6238543577519636e-07,8.50692170968404e-07,3.3627490759345783e-09,1.6460111426268672e-09,0.0006753675694916139,4.933355017870686e-10,0.00020398852302606826,2.2108240104786397e-07,1.0987193364948398e-06,3.0701866951178364e-08,2.7028427651303763e-14,4.2116504051480475e-15,1.8503611419023007e-11,1.0786768359918184e-09,0.0003995645471303459,1.2548471760867e-11,3.120939623223028e-10,0.00035426499997882503,6.216139449937625e-11
0.0014078725779862935,0.09881602635958703,3.76,0.0,3.451929442094602e-05,0.009367986421045834,0.8392652308763546,0.0583900815266319,2.311805927726996e-06,0.019077699615759298,0.5993135406681792,1.2904358573466041e-12,0.2509256432494413,6.97825872323189e-08,1.767050820950895e-07,0.9674705316519283,2.4689160399840413e-05,8.579892390393955e-07,1.9082603892366155e-06,2.648128056432588e-05,0.029944554079231873,2.0229984737172783e-06,3.9179969630473395e-06,0.00023615289308816513,0.03612678937111119,1.9758228239763323e-07,1.933237614049997e-06,7.809918590429974e-07,2.3962897748800306e-10,0.0008255039554545024,4.1081972674877745e-13,6.485692802752851e-06,1.1642038035534127e-06,3.9250261909168605e-07,2.6536042632110682e-08,2.4777636544513086e-11,5.103647511934491e-05,2.5980462116575937e-05,0.00013561141732885805,0.0013897515947591406,8.214176862209161e-11,3.3879108470361997e-12,0.003395808208266527,1.08833383361865e-05,7.1161458072340435e-09,1.2790288393484558e-09,1.0113486441419115e-06,0.010937263638456814,4.5037754263194445e-06,1.2986444838697798e-14,8.124676859613417e-13,0.08668916142033192,4.740672658888803e-07,3.588742819387862e-08,0.0018820324039626162,1.3766973994214389e-09,2.7519943208310335e-16,2.0603423812849616e-10,1.3885364946163418e-06,3.586067775400335e-07,8.347763083417975e-07,3.3207747952399794e-09,1.6297618068210994e-09,0.0006689343110138924,4.854779975603751e-10,0.00020385820702605698,2.2025987884468854e-07,1.0848745254941408e-06,3.024186761670982e-08,2.6257931780846154e-14,4.0915897027770286e-15,1.8033858181836147e-11,1.0670272534654917e-09,0.00040038387571816154,1.2257871060428375e-11,3.127338976673787e-10,0.00035497728060432713,6.212148732592669e-11
0.0014212415351968293,0.09881884752693772,3.76,0.0,3.41707562699855e-05,0.009240886923699015,0.8392802177538764,0.0584001526918458,2.283121267052771e-06,0.01902467386594523,0.5994157190672467,1.2851266565509462e-12,0.2510419217515977,6.977135099315469e-08,1.7358590328402634e-07,0.9675637245564945,2.418644356129167e-05,8.385304305617702e-07,1.8842240784021954e-06,2.621866260914965e-05,0.029863993918690334,1.9975328747169663e-06,3.883324612476363e-06,0.00023277536852277705,0.03619224592981297,1.9307912889774613e-07,1.915350378099448e-06,7.632793346547001e-07,2.3339603558001606e-10,0.000818288470298741,3.9604386169549345e-13,6.384822965178416e-06,1.152537562876397e-06,3.8327086585156916e-07,2.585757976177885e-08,2.386591593260292e-11,5.058737138066107e-05,2.54365527508674e-05,0.00013430205902841626,0.0013850402099105927,8.14171306199102e-11,3.3352835845234414e-12,0.0033956369484254,1.0742331446871004e-05,7.011196236700742e-09,1.2412482143162267e-09,1.0009200324085598e-06,0.010933136813344324,4.457816103784303e-06,1.2727051647380577e-14,7.917903550626375e-13,0.08676835183435035,4.6888689217660437e-07,3.5494834317526925e-08,0.0018804983567203783,1.3755751620091635e-09,2.6507316944839163e-16,2.0302191477422256e-10,1.3704001196403871e-06,3.5490474042975553e-07,8.193014858995488e-07,3.279770610928733e-09,1.6138363288245185e-09,0.0006626119760006539,4.778339785291048e-10,0.00020372840229107756,2.1944237642440859e-07,1.0712926503737637e-06,2.9792961183668813e-08,2.5516455505843218e-14,3.976050901149495e-15,1.7581291658539916e-11,1.0556291321706093e-09,0.0004011972439169577,1.1976829097341448e-11,3.1336917832358634e-10,0.000355684995740999,6.208174782498462e-11
0.001434610492407365,0.09882162244962069,3.76,0.0,3.3828903701373013e-05,0.009116718281748789,0.8392938776986175,0.05841021702704394,2.2551347599931646e-06,0.018972374736347056,0.5995164202948957,1.2799205503800321e-12,0.2511566864498426,6.9760756361029e-08,1.705599287248198e-07,0.9676542603241906,2.3698293638266116e-05,8.197027163390696e-07,1.860745023861564e-06,2.596128806243538e-05,0.029784693236813972,1.9726573621748677e-06,3.849313261771231e-06,0.00022947874516688566,0.036257171391937605,1.8871803305683763e-07,1.8977698448637751e-06,7.461245033199827e-07,2.2738648031422057e-10,0.0008112250671478589,3.8192999035316087e-13,6.286753413532307e-06,1.1410907235898978e-06,3.7433979633990813e-07,2.5202681425169357e-08,2.299592883021693e-11,5.014671934392976e-05,2.4909698085993923e-05,0.00013301835857543217,0.001380347818809704,8.070788518946869e-11,3.284092022967284e-12,0.0033955283401762974,1.0604176652361959e-05,6.909039559774691e-09,1.2049222086041676e-09,9.907014930495384e-07,0.010929030556510856,4.412771780203157e-06,1.2475624164032693e-14,7.718279108228717e-13,0.08684646068913368,4.638171737301234e-07,3.511061723624374e-08,0.0018789930708871954,1.3744739649386653e-09,2.55410430660638e-16,2.0009043677177603e-10,1.3526862716268487e-06,3.512771481769688e-07,8.042520197424661e-07,3.239704667841193e-09,1.5982255803161775e-09,0.0006563978076984521,4.703959170111872e-10,0.00020359909955269467,2.1862979032504069e-07,1.0579670684520764e-06,2.935480924467236e-08,2.48026665137004e-14,3.864826396636904e-15,1.714513253655068e-11,1.044474798380155e-09,0.00040200471295264345,1.1704953369814587e-11,3.139998520778224e-10,0.0003563881708798561,6.204217272403428e-11
0.001447979449617901,0.0988243524654001,3.76,0.0,3.349355297767151e-05,0.008995385105239739,0.8393062641568223,0.05842027273665369,2.2278224953710106e-06,0.018920784588173752,0.5996156883711798,1.2748142894153863e-12,0.2512699714130604,6.975078161009198e-08,1.6762345522352432e-07,0.9677422301315879,2.3224168170413704e-05,8.014796692632808e-07,1.8378050066849851e-06,2.5709010305168754e-05,0.029706613873482418,1.9483526526210675e-06,3.815945196789139e-06,0.00022626034394359015,0.03632157523260643,1.844933214330076e-07,1.8804886534419808e-06,7.295050555849181e-07,2.215901947573028e-10,0.0008043089549814009,3.6844272723727294e-13,6.191376558273273e-06,1.1298574026123936e-06,3.656969658272223e-07,2.457031731810845e-08,2.2165397131060113e-11,4.9714297787550436e-05,2.439920603778958e-05,0.0001317596052859107,0.0013756742041277715,8.00135441947702e-11,3.2342824332286542e-12,0.0033954798689294365,1.0468794458739335e-05,6.809576084326863e-09,1.1699825771841499e-09,9.806870937579364e-07,0.010924944429164076,4.368617010181233e-06,1.2231846111565983e-14,7.525492366305424e-13,0.08692351580909864,4.5885475676053024e-07,3.473452347893034e-08,0.0018775160621415925,1.3733934538982797e-09,2.4618591336618693e-16,1.9723686640582473e-10,1.335381414421078e-06,3.477219026423315e-07,7.89612896161498e-07,3.200546455555908e-09,1.582920763422425e-09,0.0006502891405421477,4.6315660122441237e-10,0.00020347028987529133,2.1782202168735363e-07,1.0448913411346113e-06,2.892708480857546e-08,2.4115305110493638e-14,3.757719901285782e-15,1.6724643710364664e-11,1.0335568779347751e-09,0.0004028063446475088,1.1441870600114175e-11,3.146259671845782e-10,0.0003570868333160486,6.200275887111345e-11
0.0014613484068284367,0.09882703886023654,3.76,0.0,3.316452690039607e-05,0.00887679595987109,0.8393174281225352,0.058430318122233864,2.2011616051754685e-06,0.018869886398100822,0.5997135655552045,1.2698047592591688e-12,0.2513818096735781,6.974140593876789e-08,1.6477296007084822e-07,0.9678277212682022,2.2763549212406465e-05,7.838362103688478e-07,1.8153865680416569e-06,2.5461687919505606e-05,0.02962971919654844,1.9246002667709762e-06,3.783203309588906e-06,0.00022311759762705285,0.03638546668770869,1.803995928485235e-07,1.8634996688309638e-06,7.133997593750812e-07,2.1599761158283655e-10,0.0007975355443523423,3.555488750464341e-13,6.098590010647402e-06,1.1188319217913196e-06,3.5733055103526434e-07,2.3959511157482937e-08,2.1372186602648233e-11,4.928989280741605e-05,2.3904418610634502e-05,0.00013052511373435455,0.0013710191577893595,7.933364013500786e-11,3.1858036110832905e-12,0.003395489133438824,1.0336108171288457e-05,6.712710514747008e-09,1.1363648268036809e-09,9.708711146179725e-07,0.010920878004966484,4.325327241136107e-06,1.19954164349048e-14,7.339248403883678e-13,0.08699954402846825,4.539964181301962e-07,3.4366309428208296e-08,0.0018760668564046803,1.3723332820695528e-09,2.3737591318033166e-16,1.9445839875362134e-10,1.318472558447786e-06,3.442369806439282e-07,7.753697408180676e-07,3.162266739562744e-09,1.5679133962959337e-09,0.0006442833963478206,4.561091206772316e-10,0.00020334196464107723,2.1701897599238934e-07,1.032059226735918e-06,2.8509471994034846e-08,2.3453179599428977e-14,3.65454572239123e-15,1.6319127604599824e-11,1.0228682825639239e-09,0.0004036022012780135,1.118722563908287e-11,3.152475722547568e-10,0.00035778101196941813,6.19635032293405e-11
0.0014747173640389725,0.0988296828707611,3.76,0.0,3.284165452416386e-05,0.008760863169372086,0.8393274182677918,0.058440351577888426,2.17513020876629e-06,0.0188196637307314,0.5998100924313575,1.2648889738422035e-12,0.2514922332658479,6.973260942377477e-08,1.6200509075580738e-07,0.9679108173344076,2.231594203516416e-05,7.667485282244442e-07,1.7934729699786032e-06,2.5219184446293678e-05,0.029553974027125014,1.9013824880418103e-06,3.7510710698249812e-06,0.00022004804524265875,0.03644885476129628,1.76431703679459e-07,1.846795969358358e-06,6.977884021289249e-07,2.105996786114064e-10,0.0007909004368415726,3.4321726916586497e-13,6.008296283157015e-06,1.108008797094659e-06,3.492293153095909e-07,2.336933741270708e-08,2.061429645165678e-11,4.88732975625178e-05,2.342470994246885e-05,0.00012931422271186715,0.001366382480413748,7.866772506260684e-11,3.138606734868444e-12,0.003395553839776977,1.0206043776630494e-05,6.618351730261386e-09,1.1040079793424674e-09,9.612480382275048e-07,0.010916830869661595,4.28287877259544e-06,1.176604846754123e-14,7.159267572103983e-13,0.0870745712355252,4.4923905912678674e-07,3.400574085026433e-08,0.0018746449895993618,1.371293109951071e-09,2.289582077932022e-16,1.9175235458421984e-10,1.3019472336311468e-06,3.4082043047997967e-07,7.61508790785036e-07,3.124837496839875e-09,1.5531952998820675e-09,0.0006383780806963945,4.492468871503757e-10,0.00020321411553618507,2.162205628144337e-07,1.019464673566876e-06,2.8101668747601876e-08,2.2815158289343176e-14,3.555127517330142e-15,1.5927921568289148e-11,1.0124021958614169e-09,0.00040439234545385346,1.0940679900082639e-11,3.1586471616118616e-10,0.00035847073721909556,6.192440287174529e-11
0.0014880863212495083,0.09883228568658985,3.76,0.0,3.2524770883921126e-05,0.008647502629478452,0.839336281064919,0.05845037158604802,2.1497073603319284e-06,0.018770100712543456,0.5999053079905717,1.26006406919385e-12,0.25160127326323706,6.972437297737976e-08,1.5931665539733682e-07,0.9679915984276789,2.1880873920827334e-05,7.501940040574634e-07,1.7720481593098938e-06,2.498136816754852e-05,0.029479344569173366,1.8786823243583345e-06,3.719532499123002e-06,0.00021704932678561222,0.03651174823269178,1.7258475251277403e-07,1.8303708449363566e-06,6.826517273495834e-07,2.0538782672448012e-10,0.0007843994151925818,3.3141864566583304e-13,5.920402508850232e-06,1.097382732998949e-06,3.413825725167535e-07,2.2798918248806636e-08,1.9889850260605785e-11,4.846431202572648e-05,2.2959484431054747e-05,0.00012812629411926448,0.001361763980795237,7.801536956933214e-11,3.0926452325916115e-12,0.0033956717957272873,1.00785298284845e-05,6.526412541154095e-09,1.0728543544509909e-09,9.518125407836661e-07,0.010912802620706574,4.2412487194106496e-06,1.1543469084967709e-14,6.985284562355382e-13,0.08714862241440378,4.4457969938667673e-07,3.3652592438183795e-08,0.0018732500074148028,1.3702726051861692e-09,2.2091195630597544e-16,1.8911617343199375e-10,1.2857934644281648e-06,3.3747036878639495e-07,7.480168580122178e-07,3.0882318539425574e-09,1.5387585839677135e-09,0.0006325707794886424,4.4256359098728135e-10,0.0002030867345369999,2.1542669559017676e-07,1.007101813252184e-06,2.7703383811059666e-08,2.2200168855008155e-14,3.459298194415942e-15,1.555039748481882e-11,1.002152060236634e-09,0.0004051768400339483,1.0701910893258992e-11,3.164774479728551e-10,0.0003591560407498987,6.188545497624839e-11
0.0015014552784600441,0.09883484845253455,3.76,0.0,3.2213716738007843e-05,0.008536633632401614,0.8393440609014557,0.058460376713196385,2.124873004040902e-06,0.018721182007235708,0.5999992497069437,1.2553272971025013e-12,0.25170895981373265,6.971667830332498e-08,1.5670461355987282e-07,0.9680701413178954,2.145789300849254e-05,7.341511411937587e-07,1.7510967361572568e-06,2.4748111969738078e-05,0.029405798343208632,1.8564834748886078e-06,3.68857215942513e-06,0.00021411917825621594,0.03657415566342521,1.6885406683102414e-07,1.8142177923528217e-06,6.67971381407773e-07,2.0035393951207848e-10,0.0007780284338810441,3.2012550719347744e-13,5.834820178965295e-06,1.0869486164013243e-06,3.337801547571193e-07,2.224742063079146e-08,1.9197087206110206e-11,4.8062742622465226e-05,2.250817503947092e-05,0.0001269607119489486,0.0013571634754162253,7.737616181812872e-11,3.047874660348932e-12,0.0033958409054764597,9.953497343385673e-06,6.436809498827207e-09,1.0428493673044044e-09,9.425594861244308e-07,0.010908792866896756,4.20041498821404e-06,1.1327417948292224e-14,6.817047539674839e-13,0.08722172168500161,4.400154717272657e-07,3.3306647426911857e-08,0.001871881465071459,1.369271442391053e-09,2.1321760169299434e-16,1.8654740758956877e-10,1.269999747894267e-06,3.3418497844062357e-07,7.34881299875121e-07,3.052424029450642e-09,1.5245956342812985e-09,0.0006268591556892318,4.3605312906424624e-10,0.00020295981389692276,2.1463729140477348e-07,9.949649543708172e-07,2.73143312406677e-08,2.1607200943067225e-14,3.3669003184626835e-15,1.5185963241611887e-11,9.921115667861005e-10,0.0004059557480105415,1.0470612256644887e-11,3.1708581686418475e-10,0.0003598369554105374,6.184665682092523e-11
0.00151482423567058,0.0988373722707121,3.76,0.0,3.190833832727258e-05,0.00842817870128618,0.839350800188214,0.05847036560561962,2.1006079286847506e-06,0.0186728927923773,0.6000919536100637,1.2506760193597129e-12,0.25181532217427993,6.970950785701222e-08,1.5416606774237677e-07,0.9681465196124518,2.1046567189351656e-05,7.185994990982076e-07,1.7306039207191306e-06,2.451929313170577e-05,0.029333304123641425,1.8347702948955745e-06,3.6581751285905446e-06,0.00021125542698619224,0.03663608540393635,1.6523519231392798e-07,1.7983304960797963e-06,6.537298743182619e-07,1.9549032563880368e-10,0.0007717836103336659,3.093119894809445e-13,5.751464900079609e-06,1.076701503716941e-06,3.2641238691720597e-07,2.1714053674525458e-08,1.8534353385458677e-11,4.766840199679066e-05,2.207024174355351e-05,0.00012581688153402482,0.0013525807879944092,7.674970664417306e-11,3.0042525857841355e-12,0.0033960591645436295,9.830879702799862e-06,6.3494627451495284e-09,1.0139413346927994e-09,9.334839171147145e-07,0.010904801228016429,4.16035624193476e-06,1.1117646879751143e-14,6.654317375277341e-13,0.08729389234080588,4.3554361721450843e-07,3.296769721850069e-08,0.0018705389270908554,1.3682893029863408e-09,2.0585677446901008e-16,1.840437164849851e-10,1.2545550305130611e-06,3.309625055339776e-07,7.220900039414845e-07,3.0173892819809104e-09,1.5106991028654216e-09,0.0006212409462424423,4.297096889313146e-10,0.00020283334613510628,2.1385227079125964e-07,9.830485763911081e-07,2.6934238526382264e-08,2.1035292253378743e-14,3.2777839411626897e-15,1.4834054729022685e-11,9.822746436039508e-10,0.00040672913237531887,1.0246491340773833e-11,3.1768987201055875e-10,0.0003605135150847657,6.180800577978965e-11
0.0015268562971600622,0.09883961128461766,3.76,0.0,3.163822766092599e-05,0.008332571735253933,0.8393560094165458,0.05847934067089696,2.0792408583392724e-06,0.01862995885915091,0.6001743574610945,1.2465608718331873e-12,0.25190993960431457,6.970348875293064e-08,1.519419301495862e-07,0.9682134677597688,2.068599707297154e-05,7.050069246230083e-07,1.712540752813372e-06,2.4317051976815282e-05,0.029268933947001276,1.8156312492322105e-06,3.6312874759827004e-06,0.0002087330948645514,0.03669142048178421,1.6207028802132568e-07,1.7842540776064014e-06,6.412739228747665e-07,1.912526227176502e-10,0.0007662680500744127,2.9996976292442514e-13,5.67828266089219e-06,1.0676350352112086e-06,3.1997439908995553e-07,2.1248903514564094e-08,1.796228167332784e-11,4.731952611806868e-05,2.168711252014406e-05,0.0001248055568308899,0.001348471463472301,7.619648662431727e-11,2.9659411444202754e-12,0.0033962960335957395,9.722535280354198e-06,6.272716501428167e-09,9.888214833120608e-10,9.254636925918204e-07,0.010901223935649176,4.124948914511014e-06,1.0934026522130992e-14,6.512380605207464e-13,0.08735807057936455,4.3159572935432134e-07,3.266845639530737e-08,0.0018693525240389525,1.367421384572653e-09,1.9950290962240604e-16,1.818441802444323e-10,1.2409443864437766e-06,3.2811467219040596e-07,7.108625737118609e-07,2.9864993376124626e-09,1.498414143956834e-09,0.0006162626138503745,4.241388750609972e-10,0.00020271990638254153,2.1314943714276258e-07,9.72507917612597e-07,2.6599606009344173e-08,2.0537815002839535e-14,3.2002656688688597e-15,1.4527598038967076e-11,9.73590625936308e-10,0.00040742050767017686,1.0050687159206416e-11,3.1822987402877897e-10,0.0003611187240204434,6.177334352888363e-11
