Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584)
3.091582131011725e-06,0.4170851202934787,3.76,0.0,0.0035668368162174503,0.6988152215331687,0.2574692719550926,0.02244890681547773,0.0016216536892837996,0.056494134612492725,0.24259716359859843,1.8680621986097085e-09,0.48307511037618533,1.8327555874765284e-05,0.00040581683160438933,0.2204677885107284,0.0020821805006862237,0.00012692034401048466,5.177232409263805e-05,0.005824368362297426,0.2799649655002339,7.208660781276141e-05,0.00021798314658212414,0.007744757754598279,0.06580354272537475,0.0008498635809391046,0.0009177231198963062,0.003072850875708497,7.417057082513093e-09,0.04798242784328225,6.275585711601667e-09,0.0004766596625884764,0.0007706455162786436,0.0002625945526086925,1.5192631897547235e-06,3.5673947893762476e-08,0.027783982296889238,0.01352961827311045,0.014467167449392087,0.01569515731013094,3.346026378471639e-07,6.469384213988623e-10,0.021938610296531543,0.005379732438026573,7.417402587728264e-05,2.5777030296708444e-06,3.867447945156748e-06,0.006450323095053989,5.325340567627739e-06,5.026230674861175e-10,1.598371653919189e-08,0.021536619744561666,9.658955835528881e-05,1.5393662612007336e-05,0.024293406712321466,7.578175607722575e-07,1.7870791061206403e-12,1.17889873931567e-05,2.0101936102479236e-05,4.21244502234903e-06,0.0009705912646233824,1.542072460434967e-07,3.38372426243156e-07,0.0008439917931327245,1.219765111238806e-05,0.0016569111835262012,0.0005401262612313219,0.007649917077227542,3.645378235615599e-05,3.749894769695021e-11,2.499544066714278e-11,9.91889675313538e-07,3.104118076824398e-06,0.0004402754373381971,1.4236250810039186e-06,2.2554740607877806e-08,0.0001799226216478375,7.213656464100417e-08,2.811932664291319e-08,3.7754921880474226e-06,7.884379090050576e-07,1.5732418183272903e-05,4.332696272253709e-09,7.84277891260387e-07,7.605653498944049e-06,0.000824949474352958
3.105687396520471e-06,0.4171334996315334,3.76,0.0,0.0035132477306647958,0.6981198118336779,0.25795826220983425,0.022563717092883004,0.001614597390383226,0.056374673741332516,0.24294935049539731,1.8610223538087546e-09,0.4831585984343703,1.826824594955186e-05,0.0004038861789252254,0.221324094416684,0.0020753251148555767,0.00012604415158132251,5.143587954456365e-05,0.005800455621951405,0.2794431929090252,7.163375788037617e-05,0.00021670832746368903,0.007738429066149421,0.06590593565979337,0.000845062130700096,0.0009128957998539866,0.0030507773783644975,7.360682076797017e-09,0.04795697335080404,6.223551599900956e-09,0.00047094353850888194,0.0007664867129743801,0.00026073644851496575,1.5011394128850816e-06,3.5381955804490275e-08,0.027760592771871494,0.013526545470924021,0.014441975326455225,0.01572678789812744,3.34339936086638e-07,6.430112665852429e-10,0.022010719348677925,0.005395084592884739,7.3926694359224e-05,2.5651357986145998e-06,3.87103607968577e-06,0.006481025909010215,5.3278478692432195e-06,4.995044085253765e-10,1.5861634449270764e-08,0.021607663479421457,9.655395736051177e-05,1.5372983091644954e-05,0.02435258399114598,7.596861042793477e-07,1.7724558328922804e-12,1.1755484772856401e-05,2.0027445134324837e-05,4.196711315805484e-06,0.000967959410059202,1.5363380151157802e-07,3.367767802768334e-07,0.0008482821863425533,1.2121032309965873e-05,0.0016552553486390786,0.000540221707406139,0.00765578662129625,3.627147732809869e-05,3.726816025684521e-11,2.484259274825281e-11,9.858350179449565e-07,3.092657983150896e-06,0.00044358387509011224,1.4127549128903263e-06,2.26838389612297e-08,0.00018154420339062025,7.210273045661345e-08,2.817262170395041e-08,3.7795301816440234e-06,7.861865855327008e-07,1.5605744366355423e-05,4.332268436494814e-09,7.855568415028727e-07,7.674753799674535e-06,0.0008304914697745623
3.119792662029217e-06,0.4171815954044084,3.76,0.0,0.0034606495529695934,0.6974281934244778,0.25844464603535544,0.022678030287978004,0.0016077161815500967,0.05625594640399397,0.24329991824263703,1.854111046776805e-09,0.4832406588910549,1.8210337223904122e-05,0.00040199234071250936,0.22217632048221306,0.002068544015099584,0.00012518212392093088,5.110689522093498e-05,0.00577715557783677,0.27892424667944016,7.119086387997015e-05,0.00021546105920181632,0.007731965595628499,0.06600760494039595,0.0008403702526757916,0.0009081784603696599,0.003029241478135156,7.305526398879659e-09,0.04793059919463214,6.172753778846219e-09,0.0004653818291569783,0.0007624221024774677,0.0002589208969573503,1.483471378114248e-06,3.50965251366027e-08,0.027737118324680617,0.01352316375317129,0.014416968295825805,0.015757951504321483,3.340734055114352e-07,6.391634231772045e-10,0.02208208157144767,0.005410127789036098,7.368542886587121e-05,2.552715708679627e-06,3.874596347625391e-06,0.006511705304333783,5.330697586175686e-06,4.964559956737144e-10,1.5742153908494077e-08,0.021678299804206193,9.652519430411064e-05,1.535356802604079e-05,0.024411386716978643,7.615425382570473e-07,1.7581610489285839e-12,1.1722912937707493e-05,1.9954317768441317e-05,4.181361515678847e-06,0.0009653723090722165,1.5306511033838657e-07,3.352123031834026e-07,0.0008525080836436674,1.2046281972752069e-05,0.0016536111671006893,0.0005403176118107907,0.007661569656405387,3.6093522790425427e-05,3.704255542884651e-11,2.4693164047028363e-11,9.799151779208811e-07,3.0814702036449877e-06,0.00044687243487563595,1.4021918152111526e-06,2.281252217641171e-08,0.0001831624652119252,7.206843932634455e-08,2.8225970718014792e-08,3.7837034176637086e-06,7.839533374141479e-07,1.5482280096468485e-05,4.331778193098622e-09,7.868284845826767e-07,7.743796700223438e-06,0.0008360160120890147
3.1324874009870887e-06,0.41722464433153883,3.76,0.0,0.0034141381638056567,0.6968089112615186,0.2588802120506997,0.022780490161254396,0.0016016681102785384,0.056149705716326034,0.24361407318040113,1.847996986057017e-09,0.4833133223974511,1.8159372320759604e-05,0.00040031839721908747,0.22293990450644743,0.0020625036619960602,0.00012441818515292563,5.08169822827786e-05,0.005756692946199367,0.2784595660782565,7.08004980273375e-05,0.00021436132348319944,0.007726036811854505,0.0660985010774603,0.0008362382071100291,0.0009040238881256441,0.003010303469468657,7.2568950397556515e-09,0.047906099259694294,6.128057078765773e-09,0.0004605044080519972,0.0007588419000152222,0.0002573220716754142,1.4679489504261038e-06,3.484505948350123e-08,0.027715928622206478,0.013519862732592697,0.014394623414574141,0.01578560896646062,3.3383034646439916e-07,6.357660824691529e-10,0.022145678469782767,0.005423408136940254,7.347331888296648e-05,2.5416623229309854e-06,3.87777631773435e-06,0.006539296348976321,5.333546133421962e-06,4.937705918591278e-10,1.5636773071599377e-08,0.02174153176128973,9.650496708565554e-05,1.5337141366556948e-05,0.024463996090489694,7.632032101047124e-07,1.7455672647833635e-12,1.1694370031504309e-05,1.9889635362766013e-05,4.167864547671038e-06,0.0009630815080517005,1.5255734151972195e-07,3.3383012712535934e-07,0.0008562568574365829,1.1980555547739026e-05,0.0016521413536658275,0.0005404042820000873,0.007666702471278907,3.5936970175489014e-05,3.684380479611108e-11,2.4561511130306586e-11,9.74699077068173e-07,3.071626761964156e-06,0.0004498152554209357,1.3929382178870566e-06,2.2927979869464668e-08,0.00018461603823441633,7.203721412838396e-08,2.8274032236131566e-08,3.787571148865116e-06,7.81958909174349e-07,1.537381172582212e-05,4.331286265170431e-09,7.879668071060356e-07,7.805885675353135e-06,0.0008409734376524095
3.14518213994496e-06,0.4172674730663637,3.76,0.0,0.0033683922929277394,0.6961925769118494,0.2593137568358111,0.022882552990343745,0.0015957532888971682,0.05604403491437031,0.24392696856599827,1.8419796106741549e-09,0.4833848839171103,1.8109460282029144e-05,0.00039867250656085265,0.22370031006053903,0.002056521845548747,0.00012366530367295312,5.053273651537865e-05,0.0057366965099141425,0.27799709130960076,7.041769655107278e-05,0.00021328253223771632,0.007720005429652237,0.06618883398704169,0.0008321893577041355,0.0008999529124470423,0.0029917728462238963,7.209189369608297e-09,0.047880896741230757,6.084296603424992e-09,0.0004557448854525018,0.0007553332610645109,0.00025575550050647934,1.452775700371486e-06,3.45985653211641e-08,0.027694688168208408,0.013516323701038177,0.014372434160326677,0.01581290552927141,3.3358435713785205e-07,6.324291248037553e-10,0.022208687788945816,0.005436448612375429,7.326583364100552e-05,2.530726018013416e-06,3.880932930006059e-06,0.006566867691351797,5.336655592714892e-06,4.911386290731385e-10,1.553336671701027e-08,0.02180444765751105,9.648993592446211e-05,1.5321676228630798e-05,0.024516315207487885,7.64854503823806e-07,1.7332224127262e-12,1.1666536913995248e-05,1.982599585324698e-05,4.154659542636606e-06,0.000960825700270376,1.5205340087286328e-07,3.324717399143017e-07,0.0008599545271771202,1.1916253483411503e-05,0.0016506809480058185,0.0005404912564492405,0.00767176896790113,3.5783734202736266e-05,3.664900061433058e-11,2.443246230094893e-11,9.695856914277632e-07,3.0619905955407547e-06,0.00045274218657113176,1.3839162821602508e-06,2.304309844434386e-08,0.00018606687826467532,7.200566887414655e-08,2.8322139528962446e-08,3.7915414204642727e-06,7.799791869314639e-07,1.526777011608781e-05,4.3307485914263475e-09,7.890993755915788e-07,7.867927127287773e-06,0.0008459172032981669
3.1578768789028317e-06,0.4173100858936287,3.76,0.0,0.003323395192387782,0.6955791347036083,0.25974532106751924,0.022984221423765525,0.0015899678673255422,0.05593892306401018,0.24423862788341366,1.8360561182388726e-09,0.48345536792082355,1.8060564737927524e-05,0.0003970538749080069,0.22445759418196928,0.002050597791574218,0.0001229232857504417,5.025398973426855e-05,0.005717152765038685,0.27753678458016356,7.004223575254556e-05,0.0002122240709301754,0.007713874440163358,0.06627861403048443,0.0008282212148113238,0.0008959630713608084,0.0029736370153171,7.16238191727825e-09,0.04785501071633161,6.04144312588696e-09,0.00045109999999419693,0.0007518940637492606,0.0002542201934952764,1.4379425087320078e-06,3.4356889264419455e-08,0.027673404928651682,0.013512552206585132,0.014350402898561826,0.015839848985506267,3.333355100956588e-07,6.291507953805805e-10,0.02227111744184977,0.005449253990651484,7.306284271124685e-05,2.5199057499239658e-06,3.884065874639761e-06,0.006594418970678024,5.340018521361794e-06,4.885584331366714e-10,1.5431875496361395e-08,0.021867053801814525,9.647994600652782e-05,1.5307144335857723e-05,0.0245683499998879,7.664966138450815e-07,1.7211187239717645e-12,1.1639393634783582e-05,1.9763371512408402e-05,4.141737976151836e-06,0.000958604289384185,1.5155327552301365e-07,3.3113649696538434e-07,0.0008636016332696901,1.1853335685222137e-05,0.0016492299271402549,0.0005405785026178532,0.00767677084024711,3.563372162891414e-05,3.6458029974936456e-11,2.4305943166942747e-11,9.645720187437466e-07,3.052555733503624e-06,0.0004556533319897472,1.3751184134489846e-06,2.3157878044814034e-08,0.0001875149659271014,7.197382561905161e-08,2.8370293712519836e-08,3.7956110484352195e-06,7.780141866970392e-07,1.5164077987913884e-05,4.33016736384808e-09,7.902262607226758e-07,7.92992058283709e-06,0.0008508475254408564
3.1705716178607032e-06,0.41735248697206934,3.76,0.0,0.003279130617968048,0.694968530580237,0.26017494423870274,0.023085498108027014,0.0015843081234664968,0.05583435957407151,0.24454907392982356,1.830223733310043e-09,0.483524798102973,1.8012650826028456e-05,0.0003954617346844947,0.2252118122365054,0.0020447307270310792,0.00012219193991965747,4.998057995721283e-05,0.005698048661277071,0.27707860917509713,6.967389979256624e-05,0.0002111853463500089,0.007707646758910549,0.0663678512646669,0.0008243313752725396,0.0008920519863023696,0.002955883811283092,7.116446227383503e-09,0.047828459666063916,5.999468422627271e-09,0.0004465665763345721,0.000748522258896182,0.0002527151960757208,1.4234404712251612e-06,3.411988341734623e-08,0.027652086520148486,0.013508553653194198,0.014328531793468751,0.015866446868100046,3.33083879193235e-07,6.2592946247852e-10,0.022332975154316936,0.005461828957201527,7.286421956359173e-05,2.50920044817984e-06,3.887174878801084e-06,0.006621949819017801,5.343627689691932e-06,4.860285371493297e-10,1.5332242201761672e-08,0.021929356323169762,9.6474847119173e-05,1.5293518278730348e-05,0.024620106224376433,7.681297288054218e-07,1.7092489376796482e-12,1.1612920834994192e-05,1.9701735501101036e-05,4.1290916128686014e-06,0.0009564166797024407,1.5105695120495652e-07,3.298237594487567e-07,0.0008671987165941996,1.1791763342806616e-05,0.0016477882634950245,0.0005406659875851845,0.007681709730922159,3.548684221343005e-05,3.627078373338326e-11,2.418188176211402e-11,9.596553217606423e-07,3.043316404289111e-06,0.00045854879729053435,1.3665373106572285e-06,2.3272316182216904e-08,0.00018896028271924638,7.194170574354752e-08,2.8418495294151215e-08,3.7997769327723198e-06,7.760639157195942e-07,1.506266087574719e-05,4.3295446689998905e-09,7.913475288940757e-07,7.991865577229663e-06,0.000855764614600498
3.1819968829227874e-06,0.4173904702336528,3.76,0.0,0.003239905775459007,0.6944213700122699,0.2605599772042867,0.023176314363163565,0.0015793188316180315,0.055740712794186416,0.24482745633169709,1.825049680721621e-09,0.4835864032306346,1.7970339946684178e-05,0.00039405084470370223,0.22588803145462077,0.0020394984573954738,0.00012154269693147418,4.973894502687448e-05,0.0056812204278508995,0.2766680440891961,6.934831696721158e-05,0.00021026689539021596,0.007701961524799336,0.06644770874868354,0.0008208955499918484,0.0008885974450962809,0.0029402233518991115,7.0758280902178e-09,0.047804009934939475,5.962420096262086e-09,0.00044257923836446935,0.0007455436179177888,0.0002513858515925023,1.4106645858285423e-06,3.3910453559785036e-08,0.027632875907135725,0.013504765173574178,0.014308986366391562,0.01589009552113818,3.328550923239096e-07,6.230776451429131e-10,0.02238816432591468,0.005472953226194461,7.268909165703212e-05,2.4996630687301024e-06,3.889952313960511e-06,0.006646709804921772,5.347080666264465e-06,4.837934364824677e-10,1.5244115141119925e-08,0.02198517392024885,9.647431940138904e-05,1.5282007340119967e-05,0.024666453272369167,7.695919928923484e-07,1.6987601831395013e-12,1.1589653036858339e-05,1.9647086621355505e-05,4.117938602979353e-06,0.0009544762398108384,1.5061349632012594e-07,3.286610272097563e-07,0.0008703937692762237,1.1737467523163212e-05,0.0016464987404411656,0.0005407449007946938,0.007686102200751778,3.535725734406278e-05,3.610535917055075e-11,2.4072270467036884e-11,9.553109208145217e-07,3.035163573259118e-06,0.0004611413983098187,1.3589938455261115e-06,2.3375018580243855e-08,0.00019025868413765558,7.191257821196534e-08,2.846191748891835e-08,3.803606032207494e-06,7.743212646384896e-07,1.497327124888778e-05,4.328950415955162e-09,7.923519193956582e-07,8.047574260189458e-06,0.0008601788500142108
3.1922796214786634e-06,0.4174245136805166,3.76,0.0,0.0032050905736141387,0.6939308238584304,0.2609052116488864,0.023257781107997484,0.0015749109117943374,0.05565679734593528,0.2450771885550883,1.8204522312083405e-09,0.4836411473454708,1.793289745082592e-05,0.00039279844259237494,0.2264945740966783,0.002034827885152051,0.00012096552553518624,4.9524970300555156e-05,0.005666363388582454,0.2762999659173563,6.905996116409885e-05,0.00020945322737073461,0.007696781491775456,0.06651921705010878,0.0008178545758351282,0.0008855399667559078,0.0029263789254496816,7.039842669040124e-09,0.04778156749817284,5.9296505469276356e-09,0.00043906386909801606,0.000742906987616806,0.00025020925828083415,1.399384487488292e-06,3.372501967660852e-08,0.02761557125033805,0.013501205035745357,0.014291508851186019,0.015911149281051078,3.326473477424032e-07,6.205483946601624e-10,0.022437448157926258,0.005482811402066144,7.253434449971395e-05,2.491157617979441e-06,3.892435132639577e-06,0.006668979155283575,5.350349891530415e-06,4.818147678872406e-10,1.5166017156002115e-08,0.022035207103630106,9.647704536493402e-05,1.5272240869253815e-05,0.0247079798399631,7.709020351344559e-07,1.6894731182557917e-12,1.1569152336086563e-05,1.9598553903049205e-05,4.108081329359898e-06,0.0009527524844466357,1.5021699840885478e-07,3.2762937199610415e-07,0.0008732353739974238,1.1689485084142076e-05,0.0016453446067251276,0.0005408160449661156,0.007690013842199295,3.5242689255944744e-05,3.5958921638108084e-11,2.3975233755043124e-11,9.514645621078431e-07,3.0279543177081736e-06,0.0004634640200050005,1.3523459048070632e-06,2.3467214598082546e-08,0.00019142530406014482,7.18861977298394e-08,2.8501030830413365e-08,3.8071150206094654e-06,7.727630737013418e-07,1.489430463989101e-05,4.32838941079387e-09,7.93252059564888e-07,8.097677925640455e-06,0.0008641427595317844
3.2025623600345393e-06,0.41745842519262205,3.76,0.0,0.003170728653509287,0.693442048678678,0.261249239100946,0.02333899551956783,0.0015705792276600144,0.05557322390753513,0.24532616315028544,1.815909745173265e-09,0.4836952397798178,1.7896041610755687e-05,0.0003915621383288096,0.2270991983297058,0.002030193336006461,0.00012039502335494584,4.931422744170607e-05,0.0056517730001575325,0.2759332241860273,6.87759206934073e-05,0.00020865151975685476,0.007691542966213137,0.06659038615145527,0.0008148609710275834,0.0008825301894161778,0.0029127652384861084,7.004385012869112e-09,0.047758719748563085,5.897410626092615e-09,0.0004356162570315151,0.0007403111550021845,0.0002490509630611739,1.388306517400841e-06,3.354240452705607e-08,0.027598255982812354,0.013497505083171128,0.014274139647592173,0.015931988900031415,3.3243789926220755e-07,6.180537464507451e-10,0.022486369893718088,0.005492526447638192,7.238225028230217e-05,2.482725619403232e-06,3.894901866756958e-06,0.006691234427951552,5.353768485098584e-06,4.798665278189216e-10,1.5089043037870966e-08,0.02208505141783307,9.648272765461515e-05,1.5263022689071643e-05,0.024749333330734317,7.72206493138377e-07,1.6803272119662538e-12,1.1549058968147884e-05,1.9550624663371025e-05,4.098390869781074e-06,0.0009510498528250309,1.4982296473599657e-07,3.2661142240415405e-07,0.0008760451203699193,1.1642320385401456e-05,0.0016441965500419895,0.000540887286540917,0.007693886922010656,3.51300257126038e-05,3.581474525959788e-11,2.3879689423550967e-11,9.476770787953193e-07,3.0208637071340327e-06,0.00046577654745349524,1.34582810247596e-06,2.3559185776307366e-08,0.00019259007590426516,7.185967071391975e-08,2.854017595770758e-08,3.8106819188031025e-06,7.712145330498124e-07,1.4816706945679959e-05,4.32780465958413e-09,7.941486198375763e-07,8.147748994721637e-06,0.0008680983426758701
3.2128450985904153e-06,0.4174922067515558,3.76,0.0,0.003136812266930087,0.6929550186128381,0.26159207844481297,0.02341995899570124,0.0015663220272878972,0.05548998745591959,0.24557439101302195,1.8114201602571357e-09,0.4837486917606582,1.7859756497851507e-05,0.0003903415705883306,0.2277019306026262,0.0020255944039279535,0.00011983109320542959,4.910664091953124e-05,0.005637443128580014,0.2755678013031868,6.849609475641744e-05,0.00020786149481241567,0.007686247361661966,0.066661220858498,0.0008119136107682724,0.0008795669963011649,0.0028993765843307435,6.969442603615952e-09,0.047735475452092134,5.865687215968389e-09,0.00043223487204506613,0.000737755159284861,0.00024791052080388044,1.377426343468636e-06,3.3362539518855466e-08,0.027580933538027413,0.013493667930333905,0.014256879557348353,0.01595261792332124,3.322267863645915e-07,6.155929195672627e-10,0.022534933305837078,0.0055021006860918875,7.223274877007652e-05,2.4743664642937534e-06,3.897352431870717e-06,0.006713475417641756,5.357332986968188e-06,4.779480812938253e-10,1.5013166136710727e-08,0.02213470980005687,9.64912946948082e-05,1.5254339782222832e-05,0.024790516493495226,7.735054568909985e-07,1.6713190458486164e-12,1.1529363708827793e-05,1.9503286211929153e-05,4.088863358671631e-06,0.000949368032809131,1.4943138536129426e-07,3.256068697121499e-07,0.0008788232953353231,1.1595955082468448e-05,0.0016430545484738281,0.0005409586077198748,0.007697722221693581,3.5019224086138545e-05,3.56727786631954e-11,2.3785603733646216e-11,9.439471611793753e-07,3.0138890265298685e-06,0.00046807903993506864,1.3394370684602305e-06,2.365093188102772e-08,0.00019375299144954814,7.183300694522968e-08,2.8579352595689278e-08,3.8143052341814054e-06,7.696756316373288e-07,1.4740443530747929e-05,4.327197071081227e-09,7.950416284332448e-07,8.19778723472095e-06,0.0008720457006917226
3.2231278371462912e-06,0.4175258602922586,3.76,0.0,0.0031033338471326646,0.6924697083951378,0.2619337481283656,0.023500672931329805,0.001562137605398142,0.055407083092837886,0.24582188278617595,1.8069824400860828e-09,0.48380151423468115,1.7824026706580846e-05,0.0003891363876959789,0.22830279674648526,0.0020210306844705155,0.00011927363896278558,4.8902137173233134e-05,0.005623367805277813,0.2752036800758521,6.822038542059168e-05,0.00020708288250743194,0.007680896063150375,0.06673172586565544,0.0008090114015735849,0.0008766493009934296,0.002886207413299738,6.935003403960258e-09,0.04771184315648969,5.834467521744193e-09,0.0004289182175858175,0.0007352380660724968,0.0002467874991255585,1.366739720241937e-06,3.318535801100953e-08,0.027563607223414756,0.013489696138028362,0.014239729311927596,0.015973039801935558,3.3201404043758814e-07,6.131651312182232e-10,0.02258314209750645,0.005511536404485467,7.208578119650181e-05,2.466079537180898e-06,3.899786756104454e-06,0.006735701917665446,5.361040016897873e-06,4.760586508186561e-10,1.4938360571133412e-08,0.0221841851210942,9.65026766369407e-05,1.5246179454372673e-05,0.024831532012806926,7.747990142568024e-07,1.6624452004458593e-12,1.15100575563414e-05,1.9456526183421783e-05,4.079495035732866e-06,0.0009477067138620724,1.490422498719409e-07,3.24615427141399e-07,0.0008815701854391929,1.155037130330099e-05,0.00164191857877917,0.0005410299907169261,0.007701520503755227,3.4910242852495915e-05,3.553297186018535e-11,2.369294377079241e-11,9.402734480496745e-07,3.0070276337541663e-06,0.0004703715573143031,1.333169536274631e-06,2.3742453717318077e-08,0.00019491404282273182,7.180621570089977e-08,2.861856095013429e-08,3.817983507357606e-06,7.681463554700467e-07,1.4665480771218127e-05,4.326567608510554e-09,7.959311122227379e-07,8.247792415759267e-06,0.0008759849325863952
3.233410575702167e-06,0.41755938770392104,3.76,0.0,0.0030702860030931665,0.6919860933372864,0.26227426617528693,0.023581138718165147,0.0015580243019476306,0.055324506041062656,0.24606864886695262,1.8025957425339642e-09,0.4838537178771451,1.7788837334866235e-05,0.00038794624734380317,0.2289018219916972,0.0020165017749397703,0.00011872256557421252,4.870064475237553e-05,0.005609541221712741,0.27484084369885814,6.794869747581244e-05,0.0002063154202758709,0.007675490427863573,0.06680190575926874,0.000806153280297822,0.0008737760465066693,0.0028732523280924627,6.901055875058863e-09,0.04768783119764096,5.803739064913578e-09,0.00042566483001859316,0.0007327589665541965,0.0002456814779787775,1.3562424876697082e-06,3.3010795155821353e-08,0.02754628022443935,0.013485592214767724,0.01422268957528455,0.01599325789562085,3.3179969271858187e-07,6.107696561464969e-10,0.022630999904507322,0.005520835854241143,7.194129022411702e-05,2.4578642165955387e-06,3.90220478001023e-06,0.006757913720181008,5.364886272813182e-06,4.741975446640445e-10,1.4864601202606216e-08,0.02223348018698819,9.651680531474295e-05,1.523852932549627e-05,0.024872382510844115,7.760872510398129e-07,1.6537024817969194e-12,1.1491131725952922e-05,1.941033252809896e-05,4.070282242737146e-06,0.000946065587231713,1.486555474321131e-07,3.236368127031816e-07,0.0008842860767358437,1.1505551634819842e-05,0.0016407886164912606,0.000541101417783933,0.007705282512228303,3.4803041559182e-05,3.539527620524925e-11,2.360167740245289e-11,9.3665470568865e-07,3.0002769572123406e-06,0.00047265416000083434,1.327022339343506e-06,2.3833750463898677e-08,0.00019607322249301737,7.177930602835589e-08,2.865780111026845e-08,3.82171531154346e-06,7.666266877426332e-07,1.459178602192012e-05,4.325917207709523e-09,7.968170967999197e-07,8.29776431067213e-06,0.0008799161351812714
3.243693314258043e-06,0.4175927908288423,3.76,0.0,0.003037661514097561,0.6915041493122539,0.26261365019684124,0.023661357744378546,0.0015539805007782229,0.055242251640774336,0.24631469941375284,1.7982584711953353e-09,0.48390531310029494,1.775417396304465e-05,0.0003867708163288608,0.2294990309846565,0.002012007274548753,0.0001181777790669979,4.850209429725519e-05,0.005595957724561133,0.2744792757441222,6.768093836585765e-05,0.00020555885277384904,0.007670031785795817,0.06687176502072548,0.0008033382131740259,0.0008709462043963279,0.0028605060793509473,6.867588649642107e-09,0.04766344770567562,5.773489776789917e-09,0.00042247327799485433,0.0007303169767095019,0.00024459204925174436,1.3459305698768465e-06,3.283878810176657e-08,0.02752895560850847,0.013481358618132797,0.014205760946493088,0.016013275475701246,3.3158377830355565e-07,6.084057820118447e-10,0.022678510296977115,0.005530001251629988,7.179921992263729e-05,2.4497198759242944e-06,3.904606454670182e-06,0.006780110616423093,5.368868530089955e-06,4.723641588383091e-10,1.4791863607863077e-08,0.022282597740894045,9.653361420353407e-05,1.5231377321677331e-05,0.024913070549175152,7.773702510430499e-07,1.6450877758143172e-12,1.1472577648025e-05,1.936469350240942e-05,4.061221420703862e-06,0.0009444443461339763,1.482712668108645e-07,3.226707436698993e-07,0.0008869712546967733,1.1461479110945906e-05,0.0016396646360056055,0.0005411728712341352,0.007709008973178917,3.4697580797258076e-05,3.5259644329346146e-11,2.351177345143334e-11,9.330897331325621e-07,2.993634493531979e-06,0.0004749269089057307,1.3209924066950972e-06,2.3924821773467342e-08,0.00019723052326636514,7.175228673122272e-08,2.8697072804016345e-08,3.825499252189267e-06,7.65116608980635e-07,1.4519327584159503e-05,4.325246716966826e-09,7.976996065472217e-07,8.347702694895247e-06,0.0008838394031635122
3.253976052813919e-06,0.41762607147171354,3.76,0.0,0.0030054533262513106,0.6910238527444548,0.2629519173989853,0.023741331394425667,0.0015500046288037348,0.0551603153473295,0.2465600443503725,1.793968937742559e-09,0.4839563100586204,1.7720022645947715e-05,0.00038560977037614956,0.2300944477975961,0.002007546784516851,0.00011763918655395645,4.830641841475148e-05,0.005582611812903466,0.2741189601543388,6.741701818662176e-05,0.00020481293175322437,0.007664521440142712,0.06694130802839088,0.0008005651952742715,0.0008681587742244277,0.0028479635630154054,6.834590566411771e-09,0.04763870060878674,5.743707972956056e-09,0.0004193421620859325,0.0007279112368508641,0.000243518816539828,1.3357999744685779e-06,3.2669275970664795e-08,0.027511636327323397,0.013476997755587385,0.014188943961295204,0.016033095726778496,3.313663309769557e-07,6.060727860658024e-10,0.022725676780509848,0.005539034778030557,7.165951572613899e-05,2.4416458834501588e-06,3.906991740581875e-06,0.0068022923968713315,5.372983637438367e-06,4.705578504883411e-10,1.472012407208339e-08,0.02233154046421548,9.655303839123298e-05,1.522471166989801e-05,0.02495359862985693,7.786480961043752e-07,1.63659795227373e-12,1.1454386958926137e-05,1.931959766391044e-05,4.0523091078449105e-06,0.0009428426858461438,1.4788939637407181e-07,3.2171694585045404e-07,0.0008896260041567882,1.141813720268956e-05,0.0016385466106473,0.0005412443334567287,0.007712700595007143,3.4593822178906255e-05,3.5126030123089976e-11,2.3423201656220062e-11,9.295772831055938e-07,2.987097806373883e-06,0.0004771898654174178,1.315076762215431e-06,2.4015668781953892e-08,0.00019838593828365954,7.172516624614904e-08,2.8736375747183036e-08,3.829333966244835e-06,7.636160970941765e-07,1.444807468769562e-05,4.324556956515787e-09,7.985786646961163e-07,8.39760734639747e-06,0.0008877548291148412
