Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14)
5.312009172811852e-06,0.5015435311472015,3.76,0.0,0.008200584869188152,0.7859786779423832,0.19351686199489193,0.01043178242487241,0.001196033526344926,0.041367409627038144,0.15650736636375745,2.465904990623511e-10,0.307316217464622,2.654091277490872e-06,0.00028772719732669393,0.1417571428096106,0.002541367321824664,0.00026330764840503946,5.2737791850908046e-05,0.0030343335542647436,0.23805017540570214,6.450060348458993e-05,0.00010283858048052066,0.01025759536534282,0.026774592442673207,0.0008195557562342362,0.0003528201998830415,0.0023376165536071647,1.7288294145281804e-08,0.05460710405172483,7.248066553088038e-09,0.001936755646411898,0.00029422430997703557,0.00040423720733335193,7.948328081540136e-06,1.0250942924733099e-07,0.022740598507905222,0.012411362399014456,0.013963422048516036,0.01383854166314417,9.054127647347888e-08,5.279003038861403e-10,0.013585032604054878,0.004195324813756716,1.972508569431715e-05,4.842547757621743e-06,5.0160206844330735e-06,0.004011883347226432,4.120361691402689e-06,1.2284482963346355e-10,1.1550055957833713e-08,0.0014440220999689714
5.336614837935813e-06,0.5015822836527152,3.76,0.0,0.00812198627869654,0.7855760954174971,0.19379662672355374,0.010519089568852549,0.0011820328347462612,0.04132422784818624,0.15675328933460136,2.4400681966644135e-10,0.3073614152650812,2.6222155611697734e-06,0.00028497999726393965,0.1422947554710977,0.002531534453606334,0.0002618417517777949,5.198868387337289e-05,0.0029968966197311047,0.23776524404239938,6.36039756123139e-05,0.00010156904225208298,0.010274396332556597,0.026819037313078088,0.0008087573105650893,0.0003481532102683514,0.0022966866074788125,1.703245406515018e-08,0.05466844920056402,7.116828363649517e-09,0.0019120513037206774,0.0002902726173816035,0.00039650971699882844,7.843172743957514e-06,1.0048726803659439e-07,0.022701143723229598,0.012432381476967897,0.01393772643014587,0.013873612408596218,9.063715789067874e-08,5.220004171296196e-10,0.013647775152456552,0.004208677968861426,1.9531206221470777e-05,4.8156988030274484e-06,5.026727750856107e-06,0.004041986477675738,4.0996588008634895e-06,1.2124991256724923e-10,1.1382754140672023e-08,0.0014501556834083968
5.361220503059774e-06,0.5016205687320824,3.76,0.0,0.008044862091380847,0.7851781546597658,0.19407296720232523,0.010606055861200593,0.0011685893823195762,0.04128161499878453,0.1569965873144943,2.4155123156586687e-10,0.3074051902476802,2.5920038825153215e-06,0.0002823404247530477,0.1428263832451555,0.002521788723033716,0.00026037423582984617,5.126981754912641e-05,0.0029609894242664707,0.23748362510033305,6.274359900518548e-05,0.00010034965338594929,0.010290686909151985,0.026862862104776192,0.0007984105740662197,0.00034367523981268684,0.002257431507033547,1.6786934880454405e-08,0.05472739714123365,6.99098120909809e-09,0.0018876682761356416,0.00028648392583163887,0.00038912046714210816,7.739337359911257e-06,9.85539463437683e-08,0.022661039004252755,0.012452929933371973,0.013911885283579012,0.013907614021558296,9.072932886538068e-08,5.163278130783623e-10,0.0137096542863094,0.004221554682254857,1.934493365103679e-05,4.7890186395995144e-06,5.0372453802320545e-06,0.00407216783044446,4.080392788493122e-06,1.1972116199198967e-10,1.1222376753674842e-08,0.0014562292738226914
5.385826168183735e-06,0.5016584038956008,3.76,0.0,0.007969156106001019,0.7847846715533071,0.19434601812421276,0.0106926838677336,0.0011556768830722664,0.04123954570917647,0.15723735320501678,2.392156651211796e-10,0.30744760528476295,2.563350558981053e-06,0.0002798038391713056,0.1433522682386171,0.0025121337371715557,0.0002589060084205628,5.057968635504015e-05,0.0029265390447305423,0.23720518530724088,6.191768077221693e-05,9.917806228209346e-05,0.010306482227106813,0.02690609108629015,0.0007884941958242549,0.0003393772576889623,0.002219779853499221,1.6551216132989526e-08,0.054784037887360956,6.8702903939052625e-09,0.001863606306276407,0.00028285034909974766,0.000382053237504398,7.63683335939348e-06,9.670513471018816e-08,0.02262033448956638,0.01247302027060838,0.013885918506193258,0.013940591143077427,9.081792514081046e-08,5.108714467264654e-10,0.013770697238920703,0.004233969715305313,1.916598293341685e-05,4.762520592571523e-06,5.047574306204448e-06,0.004102425454395359,4.062503899178628e-06,1.1825535718108e-10,1.1068586315776712e-08,0.0014622453203244252
5.410431833307696e-06,0.5016958058591279,3.76,0.0,0.007894815159358123,0.7843954708258517,0.1946159077566563,0.010778976130520479,0.001143270354720614,0.041197995863228684,0.15747567551943098,2.369926090222995e-10,0.3074887199846829,2.5361573725597926e-06,0.0002773657800461886,0.1438726416954453,0.0025025727918912694,0.0002574379337295111,4.991686404077005e-05,0.002893476158489818,0.23692979754444182,6.112452216775984e-05,9.80520303884697e-05,0.010321796782102903,0.02694874733681809,0.0007789878502230345,0.0003352506805271294,0.002183663005843105,1.6324805666703874e-08,0.05483845741102815,6.754530685154087e-09,0.0018398648666618053,0.00027936439783900885,0.0003752925652548549,7.535669959687336e-06,9.493671163582607e-08,0.022579077873034998,0.012492664451047493,0.013859844867418038,0.013972586470438026,9.090307649628702e-08,5.056208483208966e-10,0.013830930084742584,0.004245937333135715,1.8994076563878194e-05,4.7362168682692754e-06,5.057715405555971e-06,0.004132757375089586,4.045934752902082e-06,1.1684943938045896e-10,1.0921062398427542e-08,0.0014682061606244487
5.435037498431657e-06,0.5017327905814377,3.76,0.0,0.007821788936703225,0.7840103856086043,0.19488275826737683,0.01086493516956741,0.0011313460537248396,0.04115694253468344,0.15771163861508655,2.348750875823639e-10,0.30752859087121626,2.51033299908119e-06,0.0002750219624129571,0.1443877244553043,0.0024931088850691325,0.00025597083371089785,4.928000016493052e-05,0.00286173486640267,0.236657340566013,6.03625134722947e-05,9.696942692976973e-05,0.010336644467590063,0.026990852808089764,0.0007698721893511221,0.0003312873503894076,0.0021490150079950675,1.610723800030535e-08,0.05489073783801826,6.643486025028619e-09,0.0018164431782363873,0.0002760189594759275,0.0003688237142921378,7.435854313205653e-06,9.32447545935878e-08,0.02253731451265202,0.012511873925955413,0.013833682065782943,0.014003640830052788,9.098490702654989e-08,5.005660932325678e-10,0.013890377786627457,0.0042574713198667005,1.8828944739651344e-05,4.710118611646471e-06,5.067669684204709e-06,0.004163161601510823,4.030630259315446e-06,1.1550050349251589e-10,1.077950076223333e-08,0.0014741140261881561
5.459643163555618e-06,0.5017693732997736,3.76,0.0,0.007750029795072997,0.7836292570178689,0.19514668603336818,0.0109505634842978,0.0011198814134471922,0.0411163639267643,0.1579453229128274,2.328566171967814e-10,0.3075672715526372,2.485792483625146e-06,0.000272768272027665,0.14489772739673587,0.0024837447295756924,0.00025450548952329053,4.866781594986206e-05,0.0028312525240835108,0.23638769872937324,5.963012920169422e-05,9.592822385792465e-05,0.010351038606909726,0.027032428382971062,0.0007611287973536961,0.0003274795137732976,0.0021157725142217122,1.5898072787828895e-08,0.054940957633608296,6.536949248683629e-09,0.0017933402278796648,0.00027280727909863425,0.0003626326451891299,7.337391647045037e-06,9.162553141705418e-08,0.022495087534831676,0.012530659662740914,0.01380744678314155,0.0140337932490301,9.106353541653934e-08,4.956977730332163e-10,0.013949064241823374,0.004268584993748072,1.8670325466675236e-05,4.684235961854133e-06,5.077438264363411e-06,0.0041936361320769056,4.016537534247262e-06,1.142057907792345e-10,1.064361253786969e-08,0.0014799710471666257
5.484248828679579e-06,0.5018055685640003,3.76,0.0,0.007679492598613439,0.7832519337574217,0.1954078019338879,0.011035863554843964,0.0011088549853041035,0.04107623931487425,0.1581768051041307,2.3093114697451073e-10,0.30760481288107655,2.462456758468877e-06,0.00027060076047068964,0.14540285186501964,0.0024744827660345453,0.00025304264293267285,4.8079100293527726e-05,0.0028019695813225015,0.23612076173719396,5.8925923554547104e-05,9.49264910173901e-05,0.010364991983578434,0.02707349393098078,0.0007527401466790471,0.00032381980160225624,0.0020838747131937934,1.5696893421541468e-08,0.0549891917793342,6.4347217884744e-09,0.0017705547849509887,0.000269722941296275,0.00035670598584769056,7.240285394678495e-06,9.00754918033152e-08,0.022452437934303435,0.012549032170637601,0.013781154736211835,0.014063081025275563,9.113907519331228e-08,4.910069662620783e-10,0.014007012326663277,0.004279291222128661,1.8517964622136406e-05,4.658578105856699e-06,5.0870223733211715e-06,0.004224178960002842,4.003605818269871e-06,1.1296268132296799e-10,1.0513123447301289e-08,0.001485779257110283
5.50885449380354e-06,0.501841390269087,3.76,0.0,0.007610134565029849,0.7828782717406512,0.19566621162825804,0.011120837843166816,0.00109824638278342,0.04103654899223292,0.1584061583466662,2.2909304981895611e-10,0.3076412631027432,2.4402521998296316e-06,0.00026851564017884997,0.14590329008485078,0.002465325175328994,0.0002515829976871696,4.751270600856374e-05,0.0027738294292247896,0.23585642439023205,5.824852608945076e-05,9.396239151897328e-05,0.010378516869826304,0.0271140683608772,0.0007446895561736887,0.00032030121016577464,0.0020532632512261827,1.5503305693868176e-08,0.055035511941132764,6.3366133827652866e-09,0.0017480854169200802,0.0002667598529065724,0.00035103100291642613,7.144537320189486e-06,8.859125906488435e-08,0.022409404669772502,0.012567001524911423,0.013754820725569732,0.01409153979600934,9.121163496529054e-08,4.864852130304537e-10,0.014064243939912268,0.004289602436223091,1.8371615976727257e-05,4.633153330081319e-06,5.096423333000539e-06,0.0042547880780746785,3.99178639757147e-06,1.1176868667169321e-10,1.0387773060895816e-08,0.0014915405974727776
5.533460158927501e-06,0.5018768516859109,3.76,0.0,0.007541915122347314,0.7825081337315153,0.19592201581926688,0.01120548879401938,0.0010880362282002802,0.04099727421830213,0.1586334524489391,2.2733709405852357e-10,0.30767666799956905,2.419110220012503e-06,0.00026650927944030635,0.14639922555801435,0.002456273890835927,0.0002501272208620298,4.69675463591623e-05,0.0027467782545799514,0.23559458635060962,5.759663768313918e-05,9.303417731585069e-05,0.010391625053484118,0.027154169670467132,0.0007369611509816745,0.0003169170829711614,0.0020238821551270625,1.5316936497372804e-08,0.05507998662925534,6.2424417987509225e-09,0.0017259305041314025,0.0002639122266298138,0.0003455955740157329,7.050147635436769e-06,8.716962232053119e-08,0.022366024755507256,0.01258457738968023,0.01372845868222798,0.014119203604598481,9.128131866271283e-08,4.821244912212389e-10,0.014120780044745304,0.004299530645638955,1.8231041181177126e-05,4.607969070110316e-06,5.105642550036776e-06,0.004285461482889447,3.981032526935698e-06,1.1062144372182147e-10,1.026731409210528e-08,0.0014972569219128312
5.558065824051462e-06,0.5019119654908095,3.76,0.0,0.0074747957752199475,0.7821413890033947,0.1961753105029261,0.011289818835768942,0.0010782061020672322,0.04095839716985621,0.15885875404465205,2.2565838199245134e-10,0.30771107102280043,2.398966892013634e-06,0.00026457819737915963,0.14689083344627654,0.0024473306103717576,0.0002486759441737834,4.644259174202414e-05,0.0027207649013187797,0.2353351519153924,5.69690267094745e-05,9.214018497459059e-05,0.010404327863309965,0.027193814993783188,0.0007295398241960357,0.0003136610934676821,0.001995677755048465,1.5137432660481177e-08,0.055122681350337724,6.1520325447196536e-09,0.0017040882537485624,0.0002611745654680765,0.00034038816080542416,6.957115110526283e-06,8.580752885765787e-08,0.022322333349009852,0.012601769039427932,0.013702081711925345,0.014146104965622018,9.134822575573591e-08,4.779171912613762e-10,0.014176640709338805,0.004309087452633219,1.80960097224985e-05,4.583031958452992e-06,5.11468150711255e-06,0.00431619717861126,3.971299354896086e-06,1.0951870828792758e-10,1.0151511728885389e-08,0.0015029300004018077
5.582671489175423e-06,0.5019467437937825,3.76,0.0,0.007408739980091592,0.7817779130149618,0.1964261872053018,0.011373830381091122,0.001068738494959522,0.04091990089456215,0.15908212675737915,2.240523511799619e-10,0.30774451341902825,2.3797626039556205e-06,0.0002627190589520786,0.14737828093975647,0.002438496807838912,0.0002472297652627941,4.593686651346803e-05,0.0026957407387588114,0.2350780298001443,5.6364525392791e-05,9.12788316339229e-05,0.01041663619284184,0.02723302064576806,0.000722411200204623,0.00031052722860421174,0.0019685986076761228,1.4964459857505886e-08,0.05516365875199515,6.065218584763034e-09,0.0016825567129223147,0.00025854164795001454,0.00033539778291905714,6.865437177948522e-06,8.450207668258412e-08,0.022278363834922592,0.01261858537929094,0.013675702137244129,0.01417227492810676,9.141245145747138e-08,4.738560945016874e-10,0.014231845146069731,0.004318284066072595,1.7966298854318585e-05,4.558347870420936e-06,5.123541755262057e-06,0.004346993180289818,3.9625438514293454e-06,1.0845834852581962e-10,1.0040142997130618e-08,0.001508561523144627
5.607277154299384e-06,0.5019811981651595,3.76,0.0,0.00734371302857137,0.781417587102237,0.19667473320709009,0.011457525827548722,0.0010596167617633102,0.0408817692669398,0.15930363135611153,2.225147629751521e-10,0.3077770343491081,2.3614417409907996e-06,0.0002609286699762778,0.14786172761107902,0.0024297737445616416,0.0002457892489436288,4.5449446079121474e-05,0.002671659536145726,0.23482313293192217,5.578202638743297e-05,9.04486111445351e-05,0.010428560522858916,0.02727180216459685,0.0007155615996732442,0.00030750977318466085,0.001942595420041824,1.4797701511602557e-08,0.05520297876029777,5.98184007457161e-09,0.001661333781222811,0.0002560085141038866,0.00033061399277873856,6.775110030718208e-06,8.325050752891108e-08,0.022234147905321307,0.012635034964189284,0.013649331537664873,0.014197743136890043,9.147408693466227e-08,4.699343539399015e-10,0.014286411749322879,0.004327131315077247,1.78416935042583e-05,4.533921968127236e-06,5.1322249063726175e-06,0.0043778475167839575,3.954724737919799e-06,1.074383398549668e-10,9.932996155482158e-09,0.0015141531043214587
5.631882819423345e-06,0.5020153396611182,3.76,0.0,0.007279681938441466,0.7810602981860427,0.19692103175657324,0.011540907558067163,0.0010508250781963153,0.040843986946580334,0.1595233259021994,2.2104163485379879e-10,0.3078086710003922,2.343952392387923e-06,0.00025920397220598825,0.14834132575562828,0.002421162480302587,0.00024435492842286876,4.497945413404059e-05,0.0026484773433090927,0.23457037825147928,5.5220479565253445e-05,8.964809038321057e-05,0.010440110942530539,0.027310174351761432,0.0007089780061083334,0.0003046032949863791,0.0019176209741992207,1.463685780655321e-08,0.05524069871046666,5.901744090569755e-09,0.0016404172223744046,0.00025357045214260244,0.000326026851297064,6.6861287148344545e-06,8.205020009994644e-08,0.022189715636540867,0.012651126016870146,0.013622980787659882,0.014222537892081154,9.153321949744917e-08,4.661454724126287e-10,0.014340358131914916,0.004335639662331657,1.772198616131386e-05,4.509758742649084e-06,5.140732626387684e-06,0.004408758233327653,3.947802419160119e-06,1.0645675958007508e-10,9.82987012221122e-09,0.0015197062856574716
5.656488484547306e-06,0.5020491788481247,3.76,0.0,0.007216615351760205,0.7807059384941035,0.19716516227156322,0.011623977941316909,0.00104234839949269,0.040806539338508155,0.1597412658881817,2.1962924759428e-10,0.3078394586926667,2.327246081602497e-06,0.00025754203847329457,0.1488172207182465,0.0024126638839547035,0.00024292730648417166,4.452605998857944e-05,0.002626152377258278,0.23431968652444454,5.467888894419548e-05,8.887590573458859e-05,0.010451297169327543,0.027348151310034253,0.0007026480339406287,0.00030180263060662345,0.0018936300529725054,1.4481644804098572e-08,0.05527687347111247,5.824784356717168e-09,0.0016198046753294992,0.00025122298582550717,0.00032162690446720473,6.598487216365301e-06,8.089866342818227e-08,0.022145095562672367,0.012666866444927954,0.013596660092923594,0.014246686206604882,9.158993276954566e-08,4.6248328386348294e-10,0.014393701160149755,0.004343819217050864,1.7606976746612845e-05,4.485862054396334e-06,5.149066629587019e-06,0.004439723393772141,3.941738917802768e-06,1.0551178090936992e-10,9.730573930870671e-09,0.001525222539827739
5.681094149671267e-06,0.5020827258260314,3.76,0.0,0.007154483439559546,0.780354405297066,0.19740720053090616,0.011706739332013083,0.001034172421150707,0.04076941255557584,0.15995750436897133,2.1827415413138988e-10,0.307869430978167,2.3112775174441687e-06,0.00025594006790645674,0.1492895512067347,0.0024042786439031133,0.00024150685664052216,4.4088476107397656e-05,0.0026046449142688665,0.2340709821609631,5.4156309788432836e-05,8.813075973412285e-05,0.0104621285677671,0.02738574647942369,0.0006965598980736693,0.00029910287200415946,0.0018705793669567493,1.4331793528793955e-08,0.05531155556232769,5.750820997262626e-09,0.0015994936647160144,0.00024896186246374676,0.00031740516083704674,6.512178543446187e-06,7.979353066430672e-08,0.022100314745868203,0.012682263856861413,0.013570379024832796,0.014270213861820867,9.164430687290296e-08,4.5894193807617686e-10,0.014446456987522838,0.00435167974759292,1.7496472470447253e-05,4.462235171719894e-06,5.157228673079554e-06,0.004470741082536573,3.93649781119466e-06,1.0460166876034297e-10,9.63492621241233e-09,0.0015307032737042433
5.705699814795228e-06,0.5021159902500792,3.76,0.0,0.007093257812672641,0.7800056006577553,0.19764721885609582,0.011789194071141788,0.0010262835416456884,0.040732593382786314,0.16017209208583746,2.1697310243592214e-10,0.3078986197360219,2.2960043646873353e-06,0.00025439538123547237,0.14975844959252416,0.002396007278053167,0.00024009402425373934,4.3665955812278076e-05,0.002583917187214204,0.2338241930434805,5.365184589910067e-05,8.741141786580905e-05,0.01047261416705979,0.02742297267122753,0.0006907023848407942,0.00029649935370436005,0.0018484274829194127,1.4187049112433094e-08,0.055344795267932026,5.679720288311295e-09,0.0015794816106911923,0.0002467830415375146,0.0003133530698593181,6.427194803466684e-06,7.873255316752878e-08,0.022055398843587197,0.012697325577224397,0.01354414655322345,0.014293145461222019,9.169641859453107e-08,4.555158818948705e-10,0.014498641087096543,0.004359230693710794,1.7390287677691115e-05,4.438880807801453e-06,5.165220551450834e-06,0.0045018094062963,3.93204417014074e-06,1.037247754117871e-10,9.542754704485653e-09,0.0015361498314517088
5.730305479919189e-06,0.50214898135203,3.76,0.0,0.007032911438266285,0.779659431193008,0.1978852862835126,0.011871344486121423,0.0010186688270122752,0.040696069243443475,0.16038507758359807,2.157230428825147e-10,0.30792705526144876,2.281387032493332e-06,0.000252905416193518,0.1502240421988991,0.0023878501435243963,0.0002386892276214542,4.3257791035272024e-05,0.002563933288052441,0.23357925036250277,5.316464703084633e-05,8.671670550820446e-05,0.010482762677723358,0.027459842100285892,0.0006850648243125758,0.0002939876406362358,0.0018271347537271046,1.4047170075212495e-08,0.055376640742155245,5.611354400671698e-09,0.0015597658382328176,0.00024468268389421147,0.0003094625011057734,6.343527275706052e-06,7.771359465477224e-08,0.02201037217290539,0.012712058660924126,0.013517971077566584,0.01431550448222417,9.174634152667853e-08,4.5219984255385305e-10,0.01455026828257389,0.004366481178440139,1.7288243683531542e-05,4.415801155874459e-06,5.173044092374136e-06,0.004532926495433767,3.928344499865335e-06,1.0287953494958094e-10,9.453895786374423e-09,0.0015415634974787983
5.75491114504315e-06,0.5021817079601752,3.76,0.0,0.006973418561685156,0.7793158078474643,0.1981214687277782,0.011953192890906612,0.001011315977206122,0.040659828167037754,0.16059650732141056,2.1452116242821174e-10,0.30795476635000607,2.2673884791535784e-06,0.00025146772302198496,0.15068644957715463,0.0023798074460100673,0.00023729285903184547,4.286331022649056e-05,0.002544659075109238,0.23333608845989479,5.26939064327774e-05,8.604550502272024e-05,0.0104925825072238,0.027496366415528693,0.0006796370638992165,0.0002915635165718,0.0018066632498973138,1.3911927579161927e-08,0.055407138111028466,5.545601170788321e-09,0.001540343585897224,0.0002426571414984074,0.0003057257243297062,6.2611664796646815e-06,7.673462570969724e-08,0.021965257772015308,0.012726469906716824,0.013491860456621808,0.014337313326066553,9.179414622831599e-08,4.489888159413103e-10,0.01460135277809934,0.004373440019621571,1.719016860157416e-05,4.3929979228213e-06,5.180701152668863e-06,0.004564090505275958,3.925366683331203e-06,1.0206445977846829e-10,9.368194036719878e-09,0.0015469454992509692
5.779516810167111e-06,0.5022141785182963,3.76,0.0,0.0069147546332421796,0.778974645678719,0.19835582913668934,0.012034741586042378,0.001004213294160056,0.04062385875877629,0.16080642577752924,2.1336479619315955e-10,0.3079817803771915,2.2539740318678406e-06,0.00025007996008457624,0.1511457867710782,0.002371879248801986,0.00023590528578648534,4.248187643492784e-05,0.00252606208485569,0.233094644679332,5.223885855471899e-05,8.53967529784117e-05,0.010502081774702226,0.02753255672890828,0.0006744094431951618,0.0002892229731401427,0.001786976692853429,1.378110467816944e-08,0.05543633156874507,5.482343877922671e-09,0.0015212120140717781,0.00024070294770624993,0.00030213539035888143,6.180102239324928e-06,7.579371865643611e-08,0.02192007745903233,0.012740565869947894,0.0134658220366418,0.01435859336584863,9.183990037441192e-08,4.458780506525621e-10,0.014651908186817246,0.0043801157410573435,1.7095897166157495e-05,4.3704723611910634e-06,5.1881936141512086e-06,0.004595299617140805,3.9230799264134436e-06,1.0127813732299051e-10,9.285501813873819e-09,0.0015522970099710867
5.804122475291072e-06,0.5022464011038985,3.76,0.0,0.006856896239618499,0.7786358636532754,0.19858842763817094,0.01211599285867494,0.0009973496514506148,0.04058815017067283,0.16101487554837215,2.1225142721657077e-10,0.3080081233736503,2.2411112203096427e-06,0.0002487398895948861,0.1516021635701419,0.0023640654814832567,0.00023452685119174573,4.21128854289543e-05,0.002508111448125215,0.23285485922376595,5.179877687476298e-05,8.476943750735062e-05,0.01051126832484228,0.027568423642803097,0.0006693727700125143,0.0002869621993884297,0.0017680403899454898,1.3654495718228028e-08,0.05546426346923883,5.421471005710772e-09,0.0015023682127482594,0.00023881680803754314,0.00029868451279944057,6.100323743562867e-06,7.488904246132119e-08,0.02187485188822089,0.012754352874581034,0.01343986267819758,0.014379364992733982,9.188366886868408e-08,4.4286303262196165e-10,0.014701947558221773,0.0043865165833044065,1.7005270550267472e-05,4.3482252996878e-06,5.1955233801074895e-06,0.004626552039211122,3.921454704982e-06,1.0051922475779976e-10,9.205678858602039e-09,0.0015576191511336732
5.828728140415033e-06,0.5022783834455343,3.76,0.0,0.006799821039561412,0.7782993844527568,0.19881932167966673,0.01219694898252489,0.0009907144654951953,0.04055269207411773,0.16122189744222287,2.1117875233631793e-10,0.3080338200962477,2.228769622819696e-06,0.00024744537346146146,0.15205568475179393,0.002356365948292534,0.00023315787551927343,4.1755763912329426e-05,0.0024907778105189905,0.2326166750195701,5.1372971816993125e-05,8.416259578493767e-05,0.010520149740929552,0.027603977275973912,0.0006645182975514876,0.00028477757186315763,0.0017498211712838499,1.3531905745945722e-08,0.05549097441321377,5.3628760305301064e-09,0.001483809208842209,0.00023699559142006596,0.00029536645052922393,6.021819602921616e-06,7.401885789293739e-08,0.02182960060374889,0.012767837024557952,0.013413988781691866,0.01439964766035617,9.192551398363216e-08,4.399394764204903e-10,0.014751483404333132,0.004392650514107508,1.691813618026015e-05,4.326257172178847e-06,5.2026923724869e-06,0.004657846007253273,3.920462714218524e-06,9.978644601480922e-11,9.128591916771078e-09,0.0015629129949584584
5.853333805538994e-06,0.5023101329391569,3.76,0.0,0.006743507703588799,0.7779651342898659,0.1990485661603621,0.012277612217828538,0.0009842976682060576,0.040517474633851545,0.16142753056787218,2.101445827574258e-10,0.30805889409524345,2.216920724260533e-06,0.00024619436925252925,0.15250645031323357,0.0023487803361622603,0.0002317986569360597,4.140996791021895e-05,0.0024740332566718956,0.23238003758695064,5.0960788802479186e-05,8.35753116299004e-05,0.010528733357152079,0.027639227288149677,0.0006598377026593614,0.0002826656451873359,0.0017322873284171664,1.3413149853540571e-08,0.055516503330852736,5.3064572254829836e-09,0.0014655319730819008,0.00023523632188254633,0.00029217489095775833,5.944577902945654e-06,7.318151309449267e-08,0.02178434209107617,0.012781024214527896,0.013388206311623277,0.014419459927465345,9.196549549770658e-08,4.371033121375482e-10,0.014800527724734733,0.004398525238476476,1.683434754863365e-05,4.304568045271265e-06,5.2097025288051185e-06,0.00468917978519798,3.920076819735818e-06,9.907858959211548e-11,9.054114380923185e-09,0.001568179566708688
5.877939470662955e-06,0.5023416566638127,3.76,0.0,0.006687935857431348,0.7776330427336082,0.19927621355661385,0.012357984811252488,0.000978089681028759,0.040482488483268735,0.1616318124184883,2.091468255748238e-10,0.3080833677777894,2.205537784598214e-06,0.0002449849262815429,0.1529545556930487,0.0023413082224355347,0.0002304494724046926,4.1074981203835914e-05,0.0024578512383125212,0.23214489491647175,5.0561606419664897e-05,8.300671321867124e-05,0.010537026270188581,0.027674182903316146,0.0006553230651293979,0.0002806231431095848,0.0017154085548744214,1.3298052656900194e-08,0.05554088756041984,5.252117442715003e-09,0.0014475334264894143,0.00023353617067336995,0.0002891038340297487,5.868586254264583e-06,7.237543918996833e-08,0.021739093826077676,0.012793920139983794,0.013362520819660658,0.014438819498857024,9.200367078314237e-08,4.3435067064300724e-10,0.014849092030507825,0.00440414820841295,1.675376402597192e-05,4.283157644505964e-06,5.2165557992045335e-06,0.004720551665597377,3.9202710103215626e-06,9.839450346670994e-11,8.98212595086919e-09,0.0015734198468994225
5.902545135786916e-06,0.5023729613966337,3.76,0.0,0.00663308602896518,0.7773030425433117,0.19950231404094185,0.012438068995785558,0.0009720813902949487,0.04044772470098377,0.16183477895098466,2.0818358863269293e-10,0.3081072624679581,2.194595717287778e-06,0.00024381518181497633,0.15340009198309265,0.002333949082267766,0.00022911057855442047,4.075031380991082e-05,0.0024422065059728163,0.23191119735146723,5.0174834665488714e-05,8.245597090899638e-05,0.010545035350127362,0.02770885293177615,0.0006509668479921802,0.0002786469500015531,0.001699155888580961,1.3186447839252915e-08,0.055564162922959945,5.199763917318299e-09,0.0014298104464752254,0.00023189244878294243,0.00028614757694779585,5.793831839605169e-06,7.159914602969943e-08,0.02169387232199678,0.012806530306839621,0.013336937466585153,0.014457743264627083,9.204009492498866e-08,4.3167787734855756e-10,0.014897187367101165,0.004409526632293357,1.667625067290723e-05,4.262025379218339e-06,5.2232541443742845e-06,0.004751959969970336,3.921020352716207e-06,9.773309233871365e-11,8.91251231185593e-09,0.0015786347734008607
5.927150800910877e-06,0.5024040536269521,3.76,0.0,0.006578939598402577,0.7769750695110054,0.19972691559492015,0.01251786699061237,0.0009662641238252521,0.040413174788595164,0.16203646466114005,2.0725307359401232e-10,0.308130598463501,2.184070976707221e-06,0.00024268335740272362,0.15384314613096753,0.0023267022957178325,0.00022778221252365378,4.043550061162232e-05,0.0024270750440286565,0.23167889747593687,4.979991328554211e-05,8.192229516805881e-05,0.010552767250756998,0.027743245791047394,0.0006467618787556515,0.00027673410278227645,0.001683501656147832,1.3078177593079506e-08,0.055586363793290024,5.1493080975898e-09,0.0014123598725665246,0.00023030259984939484,0.00028330069958948823,5.720301457901231e-06,7.085121836696932e-08,0.02164869317432256,0.012818860040481538,0.01331146104315391,0.014476247337798998,9.207482085163836e-08,4.290814420911765e-10,0.014944824336171739,0.00441466748391493,1.660167805281009e-05,4.2411703661139645e-06,5.229799533364665e-06,0.004783403049049164,3.922300948164698e-06,9.709331664231071e-11,8.845164828742843e-09,0.0015838252434415311
