Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56)
2.149374594716242e-06,0.20576040440543017,3.76,0.0,0.004030792522256298,0.6943444681697547,0.27395299449502214,0.023480270844778068,0.001200244062137372,0.04313345065128827,0.20916623272384055,7.600951285881826e-10,0.4281383058859918,6.85553994940858e-06,0.0002920941849933523,0.22510178760205302,0.002489381978036105,0.00016685773762583806,7.998734292567495e-05,0.003078774037873619,0.2897887631931238,0.00010741233519279639,0.00012735927734885358,0.009599453794515076,0.04722329066117109,0.0007566147424639218,0.0006327131868079542,0.002856063916159192,3.137473513661875e-08,0.07532487353505382,1.385691312155698e-08,0.0009406200742858025,0.0005159389265429833,0.00040353939813598486,6.086432314539727e-05,1.407277268903267e-07,0.023875313443578766,0.01550506832900194,0.013783164608872037,0.024345116193737824,3.10758716554454e-07,7.462790544743616e-10,0.022803194358782867,0.007745609970571696,4.279577675732896e-05,3.5277638149874674e-06,1.5702814991710887e-05,0.01357927425519444
2.1695067641505645e-06,0.20580070019945937,3.76,0.0,0.0039319787278586935,0.6931660985318241,0.2748158573897193,0.02376593173749288,0.0011948952581978644,0.04299149734172221,0.2098068365196923,7.561894641647322e-10,0.42808430650346013,6.834334296428045e-06,0.0002907817912815379,0.22674532065940112,0.0024764402617219114,0.00016491456040162983,7.931259942912823e-05,0.0030654992636586368,0.28884521784433914,0.00010654577759468422,0.00012653256067246644,0.00959077700362845,0.047379896905286316,0.0007522907825839977,0.0006288530038621672,0.0028338468068085827,3.1051127260401164e-08,0.07525430839323845,1.3723039945278592e-08,0.0009186483709198876,0.0005127237595371173,0.0003998489457409937,6.111561460821153e-05,1.391757800002911e-07,0.023772269544239343,0.015523066433427136,0.01375960021447242,0.02438539520423214,3.104631619828919e-07,7.410991678612836e-10,0.022919053776170577,0.007748090996372108,4.273279230623049e-05,3.5038395755018585e-06,1.573427315826639e-05,0.013750076940223174
2.187625716641455e-06,0.20583672562651428,3.76,0.0,0.0038454600743493476,0.6921122570037191,0.27558788886802205,0.02402148839903709,0.001190274914293556,0.04286439885532283,0.2103796120834321,7.527505933469988e-10,0.428034570978649,6.815780777437797e-06,0.0002896258644126697,0.22821784535147446,0.002465112048306872,0.0001632277357376531,7.872287113296836e-05,0.003054017063235485,0.2880011418032088,0.00010578808423449344,0.00012580992561110537,0.009582502416908934,0.04751964753491854,0.0007485243244808127,0.0006254899448946629,0.002814589633104963,3.0767952523888554e-08,0.07518768607787625,1.3606633169690464e-08,0.0008997580155537481,0.0005099194706723292,0.00039664249217576184,6.133982819681465e-05,1.3782480761854909e-07,0.023681741537004062,0.01553781894505638,0.013739010385678102,0.024420258217849433,3.1018447717898916e-07,7.365601577975953e-10,0.02302119662603926,0.00774972248144555,4.267990610205464e-05,3.482941652959622e-06,1.5761546229175962e-05,0.013903604201324598
2.205744669132345e-06,0.2058725296565307,3.76,0.0,0.003761151672313542,0.6910645865842834,0.27635575156807,0.024275610672496888,0.0011858267048217585,0.04273791021293048,0.2109489237440136,7.493795145333903e-10,0.4279837916668187,6.797695612869398e-06,0.00028849221234992237,0.22968421220478502,0.0024540703362395133,0.00016159684430918413,7.81488021059078e-05,0.0030429478521355378,0.2871618022601626,0.00010505020061733438,0.00012510633003990856,0.009573813201552601,0.04765829711527646,0.0007448683272826287,0.000622225359033276,0.0027959739916849817,3.049199965907751e-08,0.0751182589624589,1.3493786221255845e-08,0.0008816648516163591,0.0005071942358051396,0.0003935367484776345,6.156224273294344e-05,1.3651407727357318e-07,0.023593265400861322,0.01555124720483065,0.01371899188732135,0.024453853780744737,3.098943619441474e-07,7.321310027209596e-10,0.023121374065254264,0.0077508236551763095,4.263031959486855e-05,3.4626155905509154e-06,1.578788627881376e-05,0.014056932289187024
2.2238636216232355e-06,0.20590811833330352,3.76,0.0,0.0036789831936291572,0.6900229344717423,0.2771195699079282,0.02452831992698302,0.0011815407078326816,0.04261201806999396,0.21151486762621508,7.460723608068403e-10,0.42793199805179893,6.780048147691638e-06,0.00028737943815214715,0.23114455219157715,0.002443300508364024,0.00016001926709811914,7.758954893623778e-05,0.003032267432504897,0.28632710066835004,0.00010433104586006164,0.00012442068325785175,0.009564733378921858,0.0477958739325781,0.0007413157629261311,0.0006190533040584667,0.002777949808908288,3.022289342003545e-08,0.07504615810889705,1.3384235317850086e-08,0.0008643316465621909,0.0005045431611724352,0.0003905246207720519,6.178290090543229e-05,1.3524087763143338e-07,0.023506798353710896,0.015563393554745166,0.01369953119512049,0.024486224698358053,3.0959334773628283e-07,7.278059072827223e-10,0.02321963509889812,0.007751430252213501,4.258377281594858e-05,3.442835184414102e-06,1.5813341025384034e-05,0.014210048269111293
2.241982574114126e-06,0.20594349736164844,3.76,0.0,0.0035988874050511014,0.6889871559314251,0.27787946132921404,0.024779636948535428,0.0011774078168903374,0.04248671001086828,0.21207753468307558,7.428256097066795e-10,0.4278792179819125,6.762810593996655e-06,0.00028628629107120226,0.23259898693880104,0.00243278872611616,0.000158492496228884,7.704433843923688e-05,0.00302195372999935,0.28549694432889583,0.00010362963039084755,0.0001237519889297583,0.00955528570114703,0.047932404797845246,0.0007378602490845608,0.0006159683598574,0.002760471966245208,2.996028916366536e-08,0.07497150670866012,1.3277742648949957e-08,0.0008477228333432799,0.000501961795914732,0.00038759971209173093,6.20018429801016e-05,1.3400276081606904e-07,0.02342229685423287,0.015574298959752075,0.013680615039446392,0.024517411069008527,3.0928193442982036e-07,7.235795438416069e-10,0.023316026751915457,0.007751575887562003,4.254003136899565e-05,3.4235755773788693e-06,1.5837956275634895e-05,0.014362939986738035
2.260101526605016e-06,0.20597867208723208,3.76,0.0,0.003520799966826208,0.6879571136180718,0.27863553685887593,0.025029581955938567,0.0011734196595436569,0.04236197445805973,0.21263701107153363,7.396360451465224e-10,0.4278254778197347,6.745957710322208e-06,0.0002852116496866534,0.2340476296988516,0.0024225218974431827,0.00015701413272438126,7.651246029523417e-05,0.0030119865696008477,0.28467124585276493,0.0001029450463193458,0.0001230993351952339,0.009545491723681099,0.04806791516448351,0.0007344959798315173,0.0006129655736407282,0.0027434997763031077,2.9703869658013913e-08,0.07489442067847683,1.3174093593619416e-08,0.0008318044515596845,0.0004994460847847817,0.00038475624463013694,6.22191070149389e-05,1.3279751281209075e-07,0.023339716863721716,0.01558400305926589,0.013662230430218653,0.02454745054241886,3.0896059267294604e-07,7.194470051442234e-10,0.023410594193017775,0.007751292189703681,4.2498883702416316e-05,3.4048132033835375e-06,1.5861775969455225e-05,0.01451559602940417
2.2782204790959065e-06,0.20601364756153742,3.76,0.0,0.0034446592498549185,0.686932676969894,0.279387901615152,0.025278174616771176,0.0011695685248441431,0.04223780059149666,0.2131933784940922,7.365007246819865e-10,0.4277708025747457,6.729466521263951e-06,0.00028415450699992496,0.23549058621076,0.002412487644538849,0.00015558188396767885,7.599326059435584e-05,0.0030023474770791035,0.28384992268060627,0.00010227645898103906,0.00012246188591519,0.00953537187316322,0.04820242923391874,0.0007312176642632121,0.0006100404114098884,0.002726996515230629,2.9453342289903143e-08,0.07481500920172904,1.3073094255473537e-08,0.0008165440885165015,0.0004969923262996971,0.0003819889911232414,6.243472905208582e-05,1.3162312750281424e-07,0.023259014073193886,0.015592544216114827,0.013644364675463578,0.02457637854951915,3.086297660338905e-07,7.154037627452077e-10,0.023503380847535362,0.007750608924178731,4.246013865579325e-05,3.386525731480043e-06,1.588484222192818e-05,0.014668005689068944
2.296339431586797e-06,0.20604842854606867,3.76,0.0,0.0033704061689785202,0.6859137216654244,0.28013665526446685,0.025525434063583905,0.001165847298779997,0.04211417827655779,0.21374671451051203,7.33416950607229e-10,0.42771521602122897,6.713316071560585e-06,0.00028311395723801236,0.23692795546536663,0.002402674271606143,0.00015419356092865344,7.548613611594621e-05,0.0029930195029324556,0.28303289665356407,0.00010162309944231918,0.00012183887290582294,0.009524945511073201,0.048335970050764995,0.0007280204720654956,0.0006071887148763658,0.0027109290047468,2.9208436582661328e-08,0.07473337522194985,1.2974569264871549e-08,0.000801910820513778,0.0004945971356363242,0.00037929321419317963,6.264874328955759e-05,1.304777837749753e-07,0.023180144099945087,0.015599959563139365,0.01362700539446356,0.024604228507254248,3.0828987296012183e-07,7.11445630143872e-10,0.02359442850059498,0.0077495541085101155,4.2423623285241063e-05,3.368692009372413e-06,1.59071953654423e-05,0.014820158926774442
2.314458384077687e-06,0.20608301954551916,3.76,0.0,0.003297984031309505,0.684900129138388,0.28088189243273143,0.025771378910104316,0.0011622494070217823,0.04199109800019538,0.21429709282146742,7.303822438737358e-10,0.4276587408025881,6.697487210615878e-06,0.0002820891842648259,0.2383598303816764,0.002393070732878889,0.00015284707519182521,7.49905292377572e-05,0.002983987067078413,0.2822200936312928,0.0001009842578510045,0.00012122958908050915,0.009514230993307081,0.04846855958828597,0.0007248999855142244,0.0006044066634114427,0.0026952672405254406,2.896890199498601e-08,0.07464961589134453,1.287835981358885e-08,0.0007878751546397508,0.0004922574119006152,0.0003766646130266655,6.286118223422332e-05,1.293598252719316e-07,0.02310306265590775,0.015606285047553509,0.013610140526185517,0.024631032000196403,3.0794130856025514e-07,7.07568729586366e-10,0.023683777391232518,0.0077481541189057005,4.238918095046007e-05,3.3512920074436605e-06,1.592887400205253e-05,0.014972046338630321
2.3325773365685775e-06,0.2061174248243203,3.76,0.0,0.003227338397429495,0.6838917861418978,0.281623703077564,0.026016027267336317,0.0011587687638749935,0.04186855081393313,0.21484458352795396,7.273943218553237e-10,0.42760139852422874,6.681962402169497e-06,0.00028107945136958163,0.23978629840760196,0.002383666601163867,0.00015154043584197715,7.450592345830516e-05,0.002975235820958408,0.2814114431500175,0.00010035927757643123,0.00012063338235853612,0.00950324572607241,0.04860021882559298,0.0007218521569291285,0.0006016907402534365,0.002679984060577087,2.8734505986331777e-08,0.07456382298025484,1.2784321914958856e-08,0.0007744089713939334,0.0004899703090959334,0.0003740992762480994,6.307207683886055e-05,1.2826774260741192e-07,0.023027725692036448,0.015611555473283814,0.013593758334015328,0.024656818942396425,3.075844462338813e-07,7.03769462865793e-10,0.02377146629867607,0.0077464337896327165,4.235666960347613e-05,3.3343067640259636e-06,1.594991505616125e-05,0.015123659123282977
2.350696289059468e-06,0.2061516484270283,3.76,0.0,0.0031584169539101404,0.6828885843556776,0.2823621728261359,0.026259396759466376,0.0011553997266408184,0.041746528282855085,0.21538925336917847,7.244510788145138e-10,0.4275432098365461,6.666725556075897e-06,0.0002800840922393785,0.2412074420547181,0.0023744520371034687,0.00015027174625045452,7.40318394366166e-05,0.002966752524817965,0.2806068781155904,9.974755002013655e-05,0.00012004965024297397,0.009492006218380308,0.04873096781760142,0.0007188732708553311,0.0005990377024181324,0.0026650548489575323,2.8505032294902686e-08,0.07447608325185495,1.2692324859324938e-08,0.000761485468386458,0.0004877332103081477,0.0003715936401689738,6.328145662532698e-05,1.2720015771413116e-07,0.022954089521800766,0.015615804541447465,0.013577847407534045,0.02468161772197435,3.0721963916542303e-07,7.000444855787406e-10,0.023857532621699692,0.0077444165057086465,4.232596025544069e-05,3.3177183316583196e-06,1.597035382131997e-05,0.01527498905083737
2.368815241550358e-06,0.2061856941943258,3.76,0.0,0.003091169395890667,0.6818904200312832,0.2830973832824524,0.026501504539517513,0.0011521370547443851,0.04162502243987687,0.21593116594116993,7.215505675178675e-10,0.4274841945092662,6.651761879646509e-06,0.00027910250295730486,0.24262333937483027,0.002365417759274583,0.00014903920079633814,7.356783140782665e-05,0.0029585249384657484,0.27980633452762105,9.914850994510496e-05,0.00011947783498735908,0.009480528131392472,0.04886082575856132,0.0007159599103885566,0.0005964445538657132,0.002650457270834803,2.8280279392213804e-08,0.07438647880569421,1.2602249815598636e-08,0.0007490791052792024,0.0004855437047177623,0.0003691444517555001,6.348934979548727e-05,1.2615580979786105e-07,0.02288211092629557,0.015619064889093643,0.013562396661858643,0.024705455330525452,3.068472216937835e-07,6.963906833633487e-10,0.023942012451803177,0.007742124289449427,4.229693561670755e-05,3.301509724797996e-06,1.5990224014739248e-05,0.015426028433176432
2.3869341940412485e-06,0.20621956577873407,3.76,0.0,0.0030255473188164315,0.6808971936716838,0.2838294123068246,0.026742367304714843,0.0011489758731636876,0.04150402574478524,0.21647038189773193,7.186909838399944e-10,0.4274243714980218,6.637057746323193e-06,0.0002781341349300491,0.24403406438404543,0.0023565550151929317,0.00014784108154746267,7.311348401948457e-05,0.002950541724014662,0.2790097512315538,9.85616313426567e-05,0.00011891741929245925,0.009468826324809002,0.04898981103976762,0.0007131089272400281,0.0005939085216033991,0.002636171035966065,2.8060059120959597e-08,0.07429508739272661,1.2513988594433619e-08,0.0007371655500793041,0.00048339956715863757,0.0003667487358392331,6.369578333107463e-05,1.2513354297183885e-07,0.02281174724282789,0.015621368126299575,0.013547395334916425,0.02472835747885122,3.064675105708332e-07,6.928051509798384e-10,0.02402494064076236,0.007739577881281167,4.226948888731699e-05,3.285664869564549e-06,1.6009557833979654e-05,0.01557677009564558
2.405053146532139e-06,0.20625326665834154,3.76,0.0,0.0029615041184770825,0.6799088097416629,0.2845583342702286,0.026982001311525228,0.0011459116397068746,0.041383531047546294,0.2170069591353199,7.15870653573154e-10,0.4273637590040156,6.622600579432545e-06,0.0002771784886558317,0.24543968743988812,0.0023478555532834003,0.00014667575492440874,7.266840955865585e-05,0.002942792359285812,0.2782170696957825,9.798642379563658e-05,0.00011836792247536775,0.009456914900481755,0.04911794130203854,0.0007103174151492553,0.0005914270344100713,0.0026221776877302667,2.784419547967536e-08,0.07420198270438767,1.2427442560757293e-08,0.0007257216268794347,0.0004812987399492797,0.0003644037661054064,6.390078308363347e-05,1.2413229547598148e-07,0.022742956438818972,0.015622744871711695,0.0135328329830178,0.024750348700461295,3.06080806118739e-07,6.892851741939878e-10,0.0241063508630683,0.007736796815226358,4.2243522673103646e-05,3.270168555090127e-06,1.602838600492194e-05,0.01572720735006848
2.423172099023029e-06,0.20628680014958192,3.76,0.0,0.0028989948985070884,0.6789251764055582,0.2852842202862044,0.027220422390333388,0.0011429401156958236,0.041263531555394355,0.217540952963403,7.130880192107551e-10,0.42730237452759556,6.6083787490844975e-06,0.00027623510823016984,0.24684027557690608,0.0023393115958792224,0.00014554166836955803,7.22322454186244e-05,0.0029352670607912653,0.27742823381116005,9.742242918867149e-05,0.00011782889705449466,0.009444807243434737,0.049245233483524574,0.0007075826862447356,0.0005889977038719909,0.0026084604149402713,2.763252353295086e-08,0.07410723463822666,1.2342521640866683e-08,0.000714725265130943,0.00047923931672624144,0.0003621070394031107,6.41043738556706e-05,1.2315108993969255e-07,0.0226756971728289,0.015623224786624677,0.013518699475088188,0.024771452444251406,3.0568739329247894e-07,6.858282126356841e-10,0.02418627567376221,0.007733799489475723,4.221894802111751e-05,3.2550063864925724e-06,1.6046737834296873e-05,0.01587733396903349
2.4412910515139195e-06,0.2063201694186733,3.76,0.0,0.002837976384567368,0.6779462052891199,0.28600713842276754,0.027457645959723553,0.0011400573396471176,0.041144020803248534,0.21807241626177223,7.103416291031579e-10,0.42724023491651003,6.594381480618244e-06,0.000275303576489999,0.24823589280582667,0.002330915813296184,0.00014443734704106632,7.180465184060122e-05,0.002927956714991741,0.2766431897101416,9.686921876919209e-05,0.00011729992569924106,0.00943251606046821,0.04937170386337115,0.0007049022499791852,0.0005866183074432231,0.002595003883824719,2.74248884488154e-08,0.07401090954245475,1.2259143442753123e-08,0.0007041554505167936,0.00047721952803005363,0.00035985625295522066,6.430657947406021e-05,1.2218902475064125e-07,0.022609928844387284,0.015622836607686427,0.013504984985880026,0.024791691157663935,3.052875426599024e-07,6.824318845997482e-10,0.024264746562140796,0.007730603232437609,4.219568356562822e-05,3.240164740132929e-06,1.6064641267536506e-05,0.016027144161401042
2.45941000400481e-06,0.20635337749201865,3.76,0.0,0.0027784068445466823,0.6769718112627862,0.28672715389641773,0.027693687040348573,0.001137259603605619,0.04102499262707488,0.21860139962603792,7.076301287444835e-10,0.4271773564094709,6.580598773248936e-06,0.00027438351071936893,0.24962660038052392,0.002322661299001131,0.00014336139054776264,7.138530995768915e-05,0.0029208528167497137,0.2758618856032302,9.632639057594175e-05,0.00011678061850217301,0.00942005341650604,0.04949736810168589,0.0007022737943355294,0.0005842867732946919,0.002581794087932817,2.722114462618039e-08,0.07391307044143386,1.2177232494241948e-08,0.0006939921774647864,0.000475237728437341,0.00035764928411667184,6.450742285657691e-05,1.212452666153021e-07,0.022545611634051943,0.01562160817830522,0.013491679988412435,0.024811086361437574,3.048815113083107e-07,6.790939543203183e-10,0.024341794001736215,0.007727224364605911,4.2173654764266505e-05,3.2256307209039774e-06,1.608212293658927e-05,0.016176632548998916
2.4775289564957e-06,0.2063864272657559,3.76,0.0,0.0027202460142334247,0.676001912244148,0.2874443292499891,0.027928560268376555,0.0011345434318413598,0.04090644113988012,0.21912795150236256,7.049522509726239e-10,0.42711375467554535,6.56702132765659e-06,0.000273474558854545,0.2510124570363411,0.002314541545876125,0.0001423124697375432,7.097391998597867e-05,0.002913947414388855,0.27508427163112475,9.579356709862177e-05,0.00011627061053745432,0.009407430768829574,0.04962224127618184,0.0006996951690526597,0.0005820011667538424,0.0025688182140521727,2.70211549136344e-08,0.07381377724383321,1.2096719535434612e-08,0.0006842164033192506,0.00047329238506658327,0.00035548417239125393,6.470692607228045e-05,1.2031904375656539e-07,0.022482706534885235,0.01561956647882463,0.013478775245824678,0.02482965871687341,3.044695436794838e-07,6.758123194310005e-10,0.024417447496913065,0.007723678256542931,4.215279321210483e-05,3.211392121166505e-06,1.6099208207990118e-05,0.01632579414444793
2.4956479089865905e-06,0.2064193215145015,3.76,0.0,0.0026634550279784446,0.6750364290176425,0.2881587245158765,0.028162279908508177,0.0011319055616607274,0.04078836071006239,0.2196521183123571,7.023068080260627e-10,0.4270494448498313,6.553640481412413e-06,0.00027257639613180126,0.25239351920287745,0.0023065504235715967,0.0001412893235495548,7.05701995801228e-05,0.002907233060580765,0.2743102997308976,9.527039315324019e-05,0.00011576955967377993,0.009394658999327897,0.049746337915815474,0.0006971643706488405,0.0005797596781605913,0.002556064522459223,2.682478992753273e-08,0.07371308693497851,1.2017540886046091e-08,0.0006748100041761218,0.0004713820673062493,0.0003533591034535563,6.490511039638656e-05,1.1940963979180968e-07,0.022421175376395725,0.015616737655526191,0.013466261802801345,0.02484742808642548,3.0405187234243354e-07,6.725849995972039e-10,0.02449173562638231,0.0077199793832473055,4.2133036032113895e-05,3.1974373818259643e-06,1.611592123907327e-05,0.016474624330064674
2.513766861477481e-06,0.20645206289925686,3.76,0.0,0.0026079963539048265,0.6740752850696791,0.28887039736605497,0.028394859866561838,0.001129342926106904,0.040670745941862936,0.2201739445690006,6.996926861217597e-10,0.4269844415658344,6.5404481513626165e-06,0.0002716887221267108,0.25376984119409784,0.002298682156935942,0.00014029075593893786,7.017388243967089e-05,0.002900702768216377,0.27353992351451617,9.475653404186646e-05,0.00011527714461398695,0.009381748444886075,0.049869672031717986,0.0006946795290405205,0.0005775606119828308,0.0025435222399612695,2.6631927412824757e-08,0.07361105375480169,1.1939637914597508e-08,0.0006657557323781367,0.00046950543762877133,0.00035127239494323764,6.510199636020825e-05,1.1851638858355287e-07,0.022360980841912702,0.015613147048516964,0.013454130976714435,0.02486441358835079,3.036287187120212e-07,6.694101276449276e-10,0.024564686083905465,0.0077161413751622035,4.211432533390452e-05,3.1837555555472093e-06,1.6132285024906367e-05,0.016623118837812006
2.5318858139683712e-06,0.20648465397471025,3.76,0.0,0.0025538337332593085,0.6731184064375545,0.2895794032501949,0.02862631370162544,0.0011268526383379097,0.040553591657687287,0.22069347298437725,6.971088379949088e-10,0.4269187589849157,6.5274367821687885e-06,0.00027081125813791125,0.2551414753783723,0.0022909313055055358,0.00013931563288151362,6.978471701493444e-05,0.002894349970895263,0.2727730981585764,9.42516738821154e-05,0.00011479306313526816,0.00936870892602863,0.04999225714569645,0.0006922388955707123,0.0005754023770472865,0.0025311814643204427,2.6442451669876815e-08,0.07350772936268958,1.1862956535217932e-08,0.0006570371756592614,0.0004676612433645542,0.00034922248382083203,6.529760379669847e-05,1.1763866949202956e-07,0.022302086480273004,0.015608819218556502,0.013442374348605955,0.02488063364608894,3.0320029371205557e-07,6.662859403475198e-10,0.02463632571644131,0.007712177066062745,4.209660772775381e-05,3.1703362715569114e-06,1.6148321440675698e-05,0.016771273730247026
2.5500047664592615e-06,0.20651709719596228,3.76,0.0,0.002500932123546957,0.6721657215707085,0.29028579552302797,0.028856654637775113,0.0011244319774940039,0.040436892882095544,0.22121074456993844,6.945542766832768e-10,0.42685241082313263,6.514599300235983e-06,0.0002699437448724477,0.256508472330741,0.0022832927440336313,0.0001383628794642723,6.940246528588997e-05,0.002888168487545723,0.27200978030409384,9.37555140493267e-05,0.00011431703050639655,0.00935554977392773,0.05011410631654491,0.0006898408322820904,0.0005732834777566585,0.002519033078801753,2.6256253078007395e-08,0.07340316299040038,1.1787446745562443e-08,0.0006486387179188465,0.00046584830932385054,0.00034720791509987097,6.549195188206335e-05,1.1677590295731048e-07,0.022244456712594875,0.015603777972873508,0.013430983754111208,0.024896106032964046,3.0276679839046523e-07,6.63210769594207e-10,0.024706680559961215,0.007708098538041978,4.2079833888773294e-05,3.1571697022946455e-06,1.6164051294258774e-05,0.016919085382408005
2.568123718950152e-06,0.2065493949245992,3.76,0.0,0.0024492576451306276,0.6712171612030724,0.2909896255619773,0.029085895575367025,0.0011220783758993677,0.040320644827282474,0.22172579872991974,6.920280726383407e-10,0.42678541037576573,6.501929072417305e-06,0.00026908594039750793,0.25787088096939625,0.0022757616440274753,0.0001374314770659474,6.902690175227455e-05,0.0028821524904583157,0.27124992796504055,9.326777183512596e-05,0.00011384877806303117,0.009342279855875359,0.05023523216437281,0.0006874838022971909,0.0005712025061855227,0.0025070686757410585,2.6073227619158937e-08,0.07329740158407762,1.1713062259507764e-08,0.0006405455015978149,0.0004640655311730927,0.00034522733179556914,6.568505917385175e-05,1.1592754690808379e-07,0.02218805683481292,0.015598046390018367,0.013419951274404025,0.024910847912721353,3.0232842449549684e-07,6.601830362975204e-10,0.02477577587312927,0.007703917163793954,4.206395816951156e-05,3.1442465321479615e-06,1.6179494372245715e-05,0.017066550464614416
2.5862426714410422e-06,0.20658154943431895,3.76,0.0,0.0023987775310135915,0.6702726582354076,0.291690942875939,0.029314049101910846,0.0011197894074596827,0.04020484287989116,0.22223867334846925,6.895293479411606e-10,0.4267177705397742,6.489419868968272e-06,0.0002682376183287122,0.2592287486781244,0.002268333456260086,0.00013652046063070697,6.865781250864579e-05,0.002876296476516252,0.2704935004448933,9.278817924999033e-05,0.00011338805192413247,0.0093289075993129,0.050355646893137374,0.000685166361184752,0.0005691581349606409,0.0024952804881605336,2.5893276435784797e-08,0.07319048993628151,1.1639760151423054e-08,0.0006327433916234114,0.00046231186948370083,0.00034327946595221035,6.587694364587653e-05,1.1509309346128013e-07,0.02213285301656065,0.01559164684379418,0.01340926922722565,0.024924875876347192,3.0188535500828615e-07,6.57201243664587e-10,0.024843636169022375,0.0076996436463744895,4.204893825383024e-05,3.1315579277142548e-06,1.619466947641219e-05,0.01721366592614093
2.6043616239319326e-06,0.2066135629161893,3.76,0.0,0.0023494600795560434,0.6693321476266584,0.2923897952060239,0.02954112750253132,0.0011175627771255801,0.0400894825890268,0.22274940487099573,6.870572708972426e-10,0.42664950383438977,6.47706583022461e-06,0.0002673985662266603,0.26058212141625225,0.002261003894224547,0.0001356289160370884,6.829499431889521e-05,0.0028705952414276818,0.26974045826053866,9.231648186588438e-05,0.00011293461183306068,0.00931544101450699,0.050475362311547575,0.0006828871492001535,0.0005671491108375013,0.0024836613285643375,2.5716305508389544e-08,0.07308247080887484,1.1567500509598039e-08,0.0006252189408854692,0.0004605863443769755,0.0003413631306266732,6.60676227202848e-05,1.1427206565816064e-07,0.022078812296918087,0.015584601026306787,0.013398930158046135,0.024938205975572777,3.0143776463709956e-07,6.542639699576008e-10,0.024910285245050085,0.007695288056607209,4.2034734844966436e-05,3.119095509555915e-06,1.6209594470886844e-05,0.017360428979705776
2.622480576422823e-06,0.20664543748338784,3.76,0.0,0.0023012746098947327,0.6683955662934336,0.2930862286189847,0.029767142770028204,0.0011153963113128469,0.03997455965534463,0.22325802838019837,6.846110552039705e-10,0.42658062242004946,6.464861436604774e-06,0.00026656858417706134,0.2619310438174943,0.0022537689184946312,0.00013475597756346065,6.79382538652613e-05,0.002865043856339667,0.26899076307249004,9.18524378142704e-05,0.00011248823011034504,0.009301887715952013,0.05059438985248774,0.000680644884303957,0.0005651742488983221,0.002472204534133725,2.5542225303090352e-08,0.07297338504751887,1.1496246183943617e-08,0.0006179593572041736,0.00045888803070004723,0.0003394772127175726,6.625711329706379e-05,1.1346401492452609e-07,0.022025902577491215,0.015576929970171906,0.013388926831403173,0.02495085375341735,3.009858202842441e-07,6.513698644127247e-10,0.02497574621121543,0.007690859868291178,4.202131138615722e-05,3.106851325834026e-06,1.6224286327324334e-05,0.017506837086748113
2.6405995289137132e-06,0.20667717517557666,3.76,0.0,0.0022541914198547573,0.6674628530168281,0.2937802875939856,0.02999210661454682,0.001113287949183696,0.03986006992109785,0.22376457766720015,6.821899555228072e-10,0.42651113811584623,6.452801481608699e-06,0.00026574748353306297,0.263275559278939,0.002246624721953518,0.0001339008254505394,6.758740709380097e-05,0.0028596376466351278,0.2682443776208354,9.1395816926103e-05,0.00011204869070679666,0.009288254942575413,0.050712740591094395,0.000678438355874405,0.0005632324273065515,0.0024609039176222676,2.5370950401657485e-08,0.07286327168846606,1.1425962539985518e-08,0.0006109524717467432,0.00045721605367640163,0.0003376206665430881,6.644543178123665e-05,1.1266851881752602e-07,0.021974092613236643,0.015568654069915417,0.013379252222453198,0.02496283427208738,3.0052968147832846e-07,6.485176425056041e-10,0.025040041516845395,0.007686367991354105,4.200863381178008e-05,3.0948178274238447e-06,1.623876115609805e-05,0.017652887943467796
2.6587184814046036e-06,0.20670877796305978,3.76,0.0,0.002208181746170326,0.6665339483558884,0.29447201510329934,0.030216030472868572,0.001111235734694952,0.039746009361052034,0.22426908529816306,6.797932621166485e-10,0.4264410624156372,6.440881047415895e-06,0.00026493508579972984,0.26461571004125933,0.002239567715855619,0.00013306268356087615,6.724227850231762e-05,0.0028543721729417954,0.2675012656666224,9.094639986603765e-05,0.00011161578834480442,0.009274549576819642,0.05083042526160752,0.0006762664190342279,0.0005613225825544525,0.0024497537233320182,2.5202399293170657e-08,0.07275216805827524,1.1356617189055232e-08,0.0006041867088485806,0.00045556958497640864,0.0003357925080827864,6.663259410797384e-05,1.1188517855235639e-07,0.02192335200138761,0.01555979310260084,0.013369899508755872,0.02497416213851371,3.0006950077428923e-07,6.45706079615037e-10,0.025103192975909225,0.007681820803083922,4.199667032352651e-05,3.082987844215042e-06,1.6253034246672415e-05,0.017798579467569367
