Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27)
5.855419215980115e-07,0.14253683913384424,3.76,0.0,0.5244731976279123,0.9950490242030555,0.005855203077829222,6.493515718651325e-05,0.000588871807939037,0.0505724815022617,0.05131245317353537,5.67987485917836e-10,0.03434471427784729,2.876332165745402e-06,4.440596255929087e-05,0.0002909997246473811,0.001333310715562402,1.3166391265908811e-05,0.00034496374513678734,0.003513663902162191,0.041623547611502644,0.0002431157632034561,9.493081195419247e-05,0.0001498510370437924,0.00038308379898559973,0.00010679476214758188,3.0023176091554438e-05,8.061492556880668e-05,3.686812235558901e-07,1.950580174970678e-05,9.38404195264011e-10,2.5546210313191717e-05,3.077540634115676e-05,2.2477566399684297e-05,2.575902255995825e-08,1.992306997670868e-08,7.881988551775281e-05,2.3890393776717163e-05,4.641167119889244e-05,3.613477761873755e-07,5.846333076737736e-11,5.417500840711493e-10,1.3842655777361955e-05,4.641323477517205e-09,9.253100852562345e-08,9.804152796029462e-09
5.882455028728909e-07,0.14256835813216817,3.76,0.0,0.5232309651876368,0.9949231571954549,0.006008796665966021,6.5715950922637e-05,0.0006044694492430852,0.05076543001442526,0.051527091252310836,5.802546306490203e-10,0.03517187055208319,2.934170712575241e-06,4.560764082149166e-05,0.0002993834706100899,0.0013615938252141595,1.3613332525345605e-05,0.0003531514720267154,0.003597280353568965,0.04262446307710122,0.0002492590322889599,9.759183602984241e-05,0.0001541334648795777,0.0003945494484081858,0.00010975624243207687,3.1524261059369074e-05,8.470043406894795e-05,3.773052052028659e-07,2.056456340429797e-05,9.856288485878888e-10,2.675892675152015e-05,3.230147495364944e-05,2.3610435221035937e-05,2.7125018193115706e-08,2.0920340746691827e-08,8.073767396076438e-05,2.463169831544594e-05,4.7540851969050486e-05,3.778493180784842e-07,6.174271639597965e-11,5.580819731247983e-10,1.402856003030969e-05,4.9502207878461175e-09,9.738074333680539e-08,1.0228736154881694e-08
5.909490841477703e-07,0.1426004316126992,3.76,0.0,0.521966759934729,0.9947941758961117,0.006166277577236646,6.651481796927251e-05,0.0006204815311189884,0.05095734462029253,0.05174132292840465,5.930553722310267e-10,0.03601679677041166,2.99448295674005e-06,4.684382050908655e-05,0.00030805343220744087,0.0013903664542991967,1.4076071902403608e-05,0.00036151969828773724,0.0036827264285950196,0.043646835358579904,0.00025555533568323574,0.00010031978753421746,0.0001585215490444055,0.00040633702947165347,0.00011280368146728989,3.309782382530732e-05,8.89857676598944e-05,3.861135294747844e-07,2.1681066509063598e-05,1.0351388306378515e-09,2.8028448543319342e-05,3.390027989177955e-05,2.4798258987425336e-05,2.8562313104880945e-08,2.1965483140035494e-08,8.274608994210166e-05,2.5406915857337452e-05,4.871466414486008e-05,3.9529243821175574e-07,6.520774042845645e-11,5.748850712489062e-10,1.4219756821837824e-05,5.281220944623168e-09,1.0247090286177903e-07,1.0674902322122308e-08
5.936526654226497e-07,0.14263306956352512,3.76,0.0,0.5206801865862996,0.9946620054208154,0.006327741294391292,6.7332455720742e-05,0.000636918986217052,0.05114820292604865,0.051955143665386096,6.064144655705735e-10,0.036879798302383505,3.0573848954211046e-06,4.811545198399065e-05,0.00031702049409900596,0.00141963184270379,1.4555159347641262e-05,0.00037007176846746325,0.00377003526163078,0.044691029668462424,0.00026200832772031333,0.00010311603724347255,0.0001630172155319506,0.00041845485273866854,0.00011593976004958404,3.474720604677225e-05,9.348028482850142e-05,3.951093403332497e-07,2.2858479201335443e-05,1.0870393999274941e-09,2.935733640599349e-05,3.5575108152704644e-05,2.6043580938074536e-05,3.0074583998963466e-08,2.3060675984460565e-08,8.484954917572723e-05,2.6217729357115674e-05,4.9934984253975265e-05,4.1374219701811695e-07,6.88689960030997e-11,5.921721068969913e-10,1.441652158673011e-05,5.636067571809983e-09,1.0781255904943213e-07,1.1143811363524359e-08
5.963562466975291e-07,0.14266628205249143,3.76,0.0,0.5193708467231316,0.9945265691842785,0.0064932854683723805,6.816958962028562e-05,0.0006537930093329054,0.0513379820931645,0.05216854898462824,6.203575408381559e-10,0.03776118225550129,3.122997322159743e-06,4.9423506926098216e-05,0.0003262959708271903,0.0014493929857494823,1.5051161449618535e-05,0.00037881105273827176,0.0038592402280480573,0.04575741298466105,0.00026862173379764057,0.00010598196843272663,0.00016762239320134058,0.00043091141400939694,0.0001191672484284427,3.647589246805836e-05,9.819375521725065e-05,4.0429579083772793e-07,2.410014403674448e-05,1.1414403122224861e-09,3.074825829855978e-05,3.732938301061534e-05,2.7349054108601238e-05,3.166569491748327e-08,2.4208189549067904e-08,8.705266958565669e-05,2.7065902749839355e-05,5.120377061841285e-05,4.332686652695278e-07,7.27376813432842e-11,6.099560941974571e-10,1.4619144841778759e-05,6.016656478254113e-09,1.1341724290461818e-07,1.163668603642601e-08
5.990598279724085e-07,0.1427000792223739,3.76,0.0,0.5180383389828584,0.9943877888673354,0.006663009953377955,6.902697430302831e-05,0.0006711150609435861,0.05152665883421911,0.05238153447546575,6.349115227382395e-10,0.03866125728888472,3.191445977945172e-06,5.076897841599629e-05,0.00033589162357275566,0.0014796526197612958,1.5564661708670095e-05,0.0003877409446445437,0.0039503749238757255,0.04684635380134767,0.000275399350354021,0.00010891897604440416,0.0001723390118452162,0.00044371539709205977,0.00012248900933512185,3.8287516214572296e-05,0.00010313637573466469,4.136760401195657e-07,2.5409587523147005e-05,1.1984559875634365e-09,3.220399329731187e-05,3.916666876489647e-05,2.871744551481013e-05,3.33397066123946e-08,2.5410388839607048e-08,8.936027982184607e-05,2.7953284616969033e-05,5.252306695598386e-05,4.5394732798865675e-07,7.682563377411108e-11,6.282503348765105e-10,1.4827933013299711e-05,6.425050081437939e-09,1.192969606759339e-07,1.2154815039199404e-08
6.017634092472879e-07,0.14273447128569652,3.76,0.0,0.5166822592673728,0.9942455843839019,0.0068370168413922905,6.990539478419926e-05,0.0006888968705472296,0.05171420940896591,0.05259409580602652,6.501043176122305e-10,0.03958033341487123,3.2628617032333875e-06,5.215288098207426e-05,0.00034581967750626824,0.0015104132073082905,1.6096260796172337e-05,0.0003968648586581106,0.004043473143889781,0.04795822186376251,0.00028234504471559427,0.00011192846578700214,0.00017716900015088462,0.0004568756765427402,0.00012590800110072253,4.018586421557503e-05,0.00010831878714655601,4.232532501414184e-07,2.679053015907042e-05,1.258205681571732e-09,3.372743556471962e-05,4.109067558291154e-05,3.015164045411272e-05,3.5100886368248124e-08,2.6669736971943607e-08,9.177742807922533e-05,2.888181199921051e-05,5.3895006132285324e-05,4.7585952121963526e-07,8.114536555719309e-11,6.470684198025764e-10,1.5043209310407622e-05,6.863493273496563e-09,1.25464210476894e-07,1.2699556410880814e-08
6.044669905221673e-07,0.1427694685191811,3.76,0.0,0.5153022009650243,0.9940998738477317,0.0070154104960824535,7.08056676941484e-05,0.0007071504397818072,0.05190060962066244,0.052806228734771574,6.659647030559235e-10,0.0405187217881373,3.3373805905195375e-06,5.3576250608848794e-05,0.0003560928397509954,0.0015416769221305456,1.664657679743289e-05,0.00040618622753203613,0.004138568858044343,0.049093387886383566,0.000289462754798661,0.00011501185316111744,0.0001821142835522131,0.000470401320369369,0.00012942728086464414,4.2174882752516585e-05,0.00011375209114990805,4.330305822324114e-07,2.824689700108585e-05,1.3208136609866921e-09,3.532159840992616e-05,4.310526443299121e-05,3.1654646924461916e-05,3.6953718296167436e-08,2.7988798622219314e-08,9.430939122624568e-05,2.9853514360289648e-05,5.5321814068474693e-05,4.990929042873142e-07,8.571010163124694e-11,6.664242301105533e-10,1.5265314646558635e-05,7.334430877492763e-09,1.319319993475847e-07,1.3272341086001387e-08
6.071705717970467e-07,0.14280508125781577,3.76,0.0,0.5138977551881575,0.9939505735389995,0.007198297585952718,7.172864256173267e-05,0.0007258880452967422,0.05208583481268489,0.05301792912277885,6.825228781930255e-10,0.041476734481924744,3.415144137045083e-06,5.504014470315908e-05,0.00036672431797268423,0.0015734456337685963,1.7216245436223404e-05,0.00041570849944255284,0.004235696186168303,0.05025222325387758,0.00029675648865753367,0.00011817056240951744,0.0001871767819700622,0.000484301592694555,0.00013305000787419902,4.425868312931192e-05,0.000119447867929888,4.430111933891528e-07,2.978282878542877e-05,1.3864093833643126e-09,3.6989618438776163e-05,4.5214452102470815e-05,3.3229600160327316e-05,3.890291411959427e-08,2.937024355182593e-08,9.696168424904295e-05,3.0870517705764794e-05,5.6805813810117815e-05,5.237419703728042e-07,9.053381934259339e-11,6.863319378825166e-10,1.5494608611998642e-05,7.840526857157147e-09,1.3871386076406247e-07,1.3874676609630586e-08
6.098741530719261e-07,0.1428413198885277,3.76,0.0,0.5124685110265541,0.9937975978707532,0.007385787116641668,7.267520314766792e-05,0.0007451222413495532,0.0522698598654521,0.05322919294680778,6.998101882489233e-10,0.042454684250957636,3.496299397178977e-06,5.654564201471958e-05,0.0003777278396115068,0.00160572089191344,1.7805920278867207e-05,0.0004254351349086805,0.0043348893708505315,0.05143509970425087,0.00030423032386495553,0.00012140602538803645,0.0001923584074392306,0.0004985859563716583,0.00013677944687596604,4.644154746011883e-05,0.00012541819419905432,4.5319823233252947e-07,3.14026936301069e-05,1.4551276808482224e-09,3.873475979084565e-05,4.742241629482964e-05,3.4879767284841867e-05,4.095342447303452e-08,3.0816850204910646e-08,9.974007001700422e-05,3.1935048860914594e-05,5.834942976245844e-05,5.49908598447301e-07,9.563129025741661e-11,7.068060063403502e-10,1.573147049989003e-05,8.384685460056561e-09,1.4582387260297238e-07,1.4508151017591483e-08
6.125777343468056e-07,0.14287819484344647,3.76,0.0,0.5110140558173529,0.9936408593552684,0.007577990462239379,7.364626882946727e-05,0.0007648658620979329,0.0524526591936815,0.053440016313182966,7.17858828193306e-10,0.0434528842806366,3.5809991339669726e-06,5.8093842507350046e-05,0.0003891176717712544,0.0016385039104974157,1.841627291568259e-05,0.000435369603478779,0.004436182748434842,0.052642388993618984,0.00031188840671197743,0.00012471968035397495,0.0001976610616200822,0.0005132640755482349,0.00014061897159923554,4.8727934569324194e-05,0.00013167566171623865,4.6359483531005885e-07,3.311109934465285e-05,1.527108947902157e-09,4.056041846044421e-05,4.9733500799132334e-05,3.6608552076818166e-05,4.311045073571552e-08,3.2331509375694105e-08,0.00010265056937516227,3.3049439911646635e-05,5.9955192097500414e-05,5.777026498350408e-07,1.0101812415285836e-10,7.278611894969847e-10,1.5976300389030603e-05,8.970074492591728e-09,1.5327667556910377e-07,1.5174436886726517e-08
6.15281315621685e-07,0.14291571659274505,3.76,0.0,0.5095339754320052,0.9934802685703584,0.007775021395494445,7.464279603960403e-05,0.0007851320235558638,0.05263420674400126,0.05365039547253644,7.367025139036523e-10,0.04447164792210089,3.669401969294376e-06,5.968586717703251e-05,0.00040090864178059503,0.001671795551548505,1.9047993117470804e-05,0.0004455153801730198,0.004539610718044181,0.053874462542015764,0.0003197349512135101,0.00012811297066863238,0.0002030866331932471,0.0005283458181706974,0.00014457206833163943,5.112248599751833e-05,0.00013823339628084562,4.742041216334274e-07,3.491290637559243e-05,1.6024993328701256e-09,4.2470126698022216e-05,5.215222072405633e-05,3.841949985086099e-05,4.537945742273695e-08,3.391722794241275e-08,0.00010569947156842002,3.421613281225596e-05,6.162574133832163e-05,6.0724261292051e-07,1.0671081527869169e-10,7.495125312353114e-10,1.622952028622473e-05,9.600150945506809e-09,1.6108749209386817e-07,1.5875295559979483e-08
6.179848968965644e-07,0.14295389563704317,3.76,0.0,0.5080278545808453,0.9933157341256824,0.007976996116772658,7.566577975855529e-05,0.0008059341251805109,0.05281447599294613,0.05386032683544921,7.563763085517469e-10,0.04551128841275399,3.7616725320575684e-06,6.132285781277817e-05,0.0004131161584408714,0.0017055963088329986,1.970178896462559e-05,0.0004558759416705108,0.004645207708552215,0.05513169105966666,0.00032777423790509674,0.00013158734341064507,0.00020863699513603873,0.0005438412584237524,0.0001486423395867796,5.363003210623614e-05,0.00014510507719641078,4.850291889407352e-07,3.6813241416603655e-05,1.681450933205471e-09,4.4467557487836425e-05,5.468326778780803e-05,4.031630244828973e-05,4.776618515696211e-08,3.557713266419172e-08,0.00010889334500212832,3.5437684163717636e-05,6.336383312604994e-05,6.386562997755168e-07,1.1272679098720602e-10,7.717753637702201e-10,1.6491575331518692e-05,1.0278689210894085e-08,1.692721457129873e-07,1.6612581550912912e-08
6.206884781714438e-07,0.1429927424993604,3.76,0.0,0.5064952771358348,0.9931471626291087,0.00818403328162101,7.671625506439354e-05,0.0008272858510547043,0.05299343994536328,0.05406980698903424,7.769160908713821e-10,0.04657211858185439,3.857981603687053e-06,6.300597669611863e-05,0.0004257562339745078,0.0017399062913139012,2.0378386946329735e-05,0.0004664547622295781,0.004753008143418946,0.05641444415315748,0.0003360106124157521,0.0001351442478967247,0.00021431400187950389,0.0005597606790978869,0.00015283350786335004,5.625559827316457e-05,0.0001523049571951819,4.960731081728857e-07,3.8817511713229134e-05,1.7641219941831041e-09,4.65565290971072e-05,5.73315156541806e-05,4.230280333602692e-05,5.02766642455482e-08,3.73144740366125e-08,0.00011223904834299617,3.671677016602372e-05,6.517234317492258e-05,6.720815987592609e-07,1.1908446283667987e-10,7.946653054301061e-10,1.6762935069669572e-05,1.1009812156186488e-08,1.778470809320113e-07,1.738824713209561e-08
6.233920594463232e-07,0.1430322677166052,3.76,0.0,0.5049358264720538,0.992974458653186,0.008396254026782114,7.779529874060292e-05,0.0008492011706278579,0.053171071133254595,0.054278832714504024,7.983593137952763e-10,0.04765445054078283,3.958506260307716e-06,6.473640623487317e-05,0.00043884550668760175,0.0017747252064550098,2.1078532027192623e-05,0.0004772553093295101,0.004863046403305877,0.05772308991093842,0.00034444848380101983,0.00013878513410634825,0.00022011948634533218,0.0005761145738778682,0.00015714941949489708,5.900441116835298e-05,0.00015984788281322694,5.073389182535082e-07,4.0931420092871613e-05,1.8506771108802091e-09,4.8741009691235946e-05,6.010202530388564e-05,4.438300281000646e-05,5.291722888564803e-08,3.913263020115798e-08,0.000115743741963699,3.805619174786791e-05,6.7054272420821e-05,7.07667287439909e-07,1.2580328026723533e-10,8.181982577161798e-10,1.7044094791380055e-05,1.1798025347554647e-08,1.8682938358864512e-07,1.820434711156893e-08
6.258252825937146e-07,0.14306842911797424,3.76,0.0,0.5035089998143972,0.992815411267721,0.008591786796946152,7.879178888527241e-05,0.0008694186068046094,0.05332977660475793,0.05446656484204651,8.184628894325147e-10,0.04864719046049421,4.052734311464153e-06,6.633523657176631e-05,0.00045102419019183376,0.0018064967889196172,2.1729425999651846e-05,0.00048716823468641674,0.004964022527657311,0.058923311981005186,0.0003522185415679661,0.00014213493369369124,0.00022545576597250605,0.0005912133992663735,0.0001611436774268848,6.158820577940017e-05,0.00016694258543389044,5.176703454712901e-07,4.2932642158083634e-05,1.9320388995048004e-09,5.0792106574881655e-05,6.270435591585103e-05,4.633873142886672e-05,5.541045197241045e-08,4.084096540712087e-08,0.0001190400733589789,3.9315677744056554e-05,6.881336753937776e-05,7.416739662469422e-07,1.321759510775155e-10,8.399410564046263e-10,1.730594874082313e-05,1.2560291042393688e-08,1.9527640981547068e-07,1.8975193359424285e-08
6.282585057411061e-07,0.14310515620895725,3.76,0.0,0.5020597646069203,0.99265286509995,0.008791710270131058,7.981317392679764e-05,0.0008901146864347356,0.05348735921296197,0.054653924413678744,8.393588705378945e-10,0.049657824634636395,4.150663865112169e-06,6.79742516232503e-05,0.000463593786315814,0.0018386792175906716,2.2400580680942254e-05,0.0004972660664410946,0.005066863991996585,0.060145068967635974,0.00036015873239492353,0.00014555498660767194,0.00023089887679163569,0.0006066807726265782,0.00016524518307602454,6.428033891260732e-05,0.00017433938117963956,5.281860938169466e-07,4.503214923746252e-05,2.01681476259804e-09,5.292701874771431e-05,6.541393848347749e-05,4.8376875567428455e-05,5.801950991252857e-08,4.2620254129725043e-08,0.00012247691008067288,4.062863824877771e-05,7.063684392095667e-05,7.776862470411316e-07,1.388735482879168e-10,8.62229783671664e-10,1.757656415190755e-05,1.3376693311039477e-08,2.040811818133518e-07,1.9782195654277647e-08
6.306917288884976e-07,0.1431424566607654,3.76,0.0,0.5005878175827465,0.9924867462223735,0.00899611800220045,8.08603322805706e-05,0.0009113001858833221,0.053643797949763705,0.05484090956285798,8.610771166466518e-10,0.05068657776591497,4.252437624930536e-06,6.965435325753953e-05,0.0004765678201091975,0.001871271377876537,2.3092577566364874e-05,0.0005075512990581488,0.005171595607022573,0.06138862426520562,0.00036827239392450516,0.00014904634433640947,0.00023645009774191225,0.0006225247905572647,0.0001694570136035279,6.708506443105748e-05,0.00018205041078613247,5.38888288972052e-07,4.723477760371744e-05,2.1051387053751123e-09,5.514896917976312e-05,6.823487313750599e-05,5.0500698627408583e-05,6.074971254976043e-08,4.4473240096530476e-08,0.00012606014667869406,4.19973958726686e-05,7.252717120659745e-05,8.158388808892346e-07,1.4591263814088176e-10,8.850766030774215e-10,1.785636140567786e-05,1.4251471421254455e-08,2.13257571958217e-07,2.06270852592046e-08
6.33124952035889e-07,0.14318033813352565,3.76,0.0,0.49909285611925863,0.9923169792899676,0.00920510523054108,8.193417410223663e-05,0.0009329860675000512,0.05379907149689491,0.055027518600604335,8.836489885485648e-10,0.05173367321758437,4.35820274991811e-06,7.137645518904426e-05,0.0004899602883169637,0.001904271849593405,2.380601021191499e-05,0.0005180264098782393,0.005278242047815044,0.06265423910840179,0.00037656289963672497,0.00015261005427189266,0.00024211068554004723,0.0006387536931705202,0.00017378233753697055,7.000678427074688e-05,0.0001900882579120335,5.497790204375409e-07,4.954559964516065e-05,2.1971494190673773e-09,5.7461291016780245e-05,7.117139636773474e-05,5.2713580452283076e-05,6.36066085885557e-08,4.640276078555726e-08,0.0001297959062692571,4.342436894559744e-05,7.448691524930411e-05,8.562762073842946e-07,1.5331061837070137e-10,9.084938509589234e-10,1.81457815807602e-05,1.5189223805793857e-08,2.228199273057728e-07,2.151167376199069e-08
6.355581751832805e-07,0.14321880826239947,3.76,0.0,0.4975745784940366,0.9921434875212064,0.009418768883897989,8.303564240567921e-05,0.0009551834784883199,0.05395315822668022,0.0552137500288909,9.071064182221161e-10,0.05279933278685698,4.468110921571902e-06,7.314148254582446e-05,0.0005037856747837099,0.0019376788970060128,2.454148416230497e-05,0.000528693855704444,0.005386827825198359,0.06394217226820952,0.00038503365705609303,0.000156247158471307,0.00024788187260978075,0.0006553758651695595,0.00017822441728521172,7.305005225089789e-05,0.00019846596224960865,5.608603375407989e-07,5.19699349544666e-05,2.292990407277685e-09,5.986743042264605e-05,7.422788416643894e-05,5.501902064138141e-05,6.659599588350491e-08,4.841174982960278e-08,0.00013369054823074252,4.491207504345933e-05,7.65187417199411e-05,8.991528380307709e-07,1.6108575728482277e-10,9.32494034554957e-10,1.844528746448765e-05,1.6194939823217813e-08,2.3278308291429915e-07,2.2437856487679275e-08
6.379913983306719e-07,0.14325787465734158,3.76,0.0,0.496032684158201,0.9919661926794686,0.009637207590337985,8.416571423463485e-05,0.0009779037493793084,0.05410603620319436,0.055399602554949114,9.314815645618145e-10,0.05388377646438333,4.582318407228546e-06,7.495037137415111e-05,0.0005180589664451914,0.0019714904588147403,2.5299616845313746e-05,0.0005395560691127801,0.005497377254888529,0.06525267972897465,0.0003936881057638506,0.00015995869237898,0.0002537648649149202,0.0006723998368385904,0.00018278661169516272,7.621957793359288e-05,0.00020719703293002793,5.721342451070411e-07,5.451336208644247e-05,2.392810113005938e-09,6.237094945555529e-05,7.74088551796515e-05,5.742064192690026e-05,6.972393230203382e-08,5.050323944160879e-08,0.00013775067617110274,4.646313466291888e-05,7.862541987390354e-05,9.446344035158971e-07,1.6925723582812068e-10,9.57089825826852e-10,1.8755364631480923e-05,1.727403493828128e-08,2.4316237585942806e-07,2.3407615951919846e-08
6.404246214780634e-07,0.1432975448904742,3.76,0.0,0.49446687401570744,0.9917850150546551,0.009860521684264623,8.532540185335066e-05,0.0010011583921592882,0.0542576831836788,0.05558507510600193,9.568088332332338e-10,0.054987222189161106,4.7009861180568785e-06,7.680406810546774e-05,0.0005327956695630538,0.002005704138275016,2.6081037446436427e-05,0.0005506154546866306,0.005609914425926543,0.06658601435914738,0.00040252971522842547,0.00016374568346775228,0.0002597608397639978,0.0006898342849854899,0.0001874723786457794,7.952023043129192e-05,0.00021629546198833575,5.836026990869306e-07,5.71817306286562e-05,2.4967620443506536e-09,6.497552893042722e-05,8.071897379262505e-05,5.992219356187431e-05,7.299674685025049e-08,5.268036281628191e-08,0.00014198314599359776,4.808027495132207e-05,8.080982639434516e-05,9.92898336199911e-07,1.7784519111574328e-10,9.822940531383673e-10,1.907652255513966e-05,1.8432388421198013e-08,2.5397365913625454e-07,2.442302548993502e-08
6.426145223107157e-07,0.14333377060826952,3.76,0.0,0.49303695107356676,0.9916185683308724,0.010065757130489916,8.639530820742043e-05,0.0010225541176746493,0.054393094335066,0.05575167482628011,9.804460629546626e-10,0.055996748361852394,4.81173732695723e-06,7.851149604198558e-05,0.0005464681668198005,0.0020368380013986802,2.680475652702543e-05,0.0005607394455301104,0.005712917099122191,0.06780573896768706,0.0004106500759280147,0.00016721933300488726,0.00026525476536043804,0.0007058835358336412,0.0001917981632371709,8.260708701008585e-05,0.00022481010390733948,5.940922183781941e-07,5.969515035653309e-05,2.5939828942086528e-09,6.740919729502958e-05,8.38124767079224e-05,6.226223390226109e-05,7.607160938055952e-08,5.471566360237391e-08,0.00014594559740935847,4.959454316197983e-05,8.284471731786206e-05,1.0388716286666013e-06,1.8594788687670588e-10,1.005508799172939e-09,1.937548000218111e-05,1.954793833025299e-08,2.640866954725084e-07,2.5377714582795565e-08
6.445854330601027e-07,0.14336680166890556,3.76,0.0,0.4917330735625463,0.9914659712706063,0.010253978577160148,8.738011313996068e-05,0.0010421955874056062,0.05451408247818737,0.055901350476118106,1.0024240192139376e-09,0.05691875963864066,4.914719412966908e-06,8.008045629003004e-05,0.0005591154283946381,0.0020651332195700057,2.7473067858197356e-05,0.0005699906417277713,0.005807026814543791,0.06891962098905029,0.00041809256133486976,0.00017039918806063763,0.0002702790109556396,0.0007206236461312277,0.00019578161642816805,8.54826786391663e-05,0.00023274673852448564,6.036699507860959e-07,6.205186162347143e-05,2.6845518745182487e-09,6.967448075396982e-05,8.669238693788144e-05,6.44425737621461e-05,7.894804492118647e-08,5.6610989490764884e-08,0.00014964052251132423,5.10068862542731e-05,8.4733882880559e-05,1.082428089789207e-06,1.9355669022779522e-10,1.026840339632446e-09,1.965292233409381e-05,2.0615392567939465e-08,2.7350911881008304e-07,2.6271410918845703e-08
6.465563438094898e-07,0.14340024222065806,3.76,0.0,0.4904129793890897,0.9913106800667251,0.010445582780772103,8.838627075399029e-05,0.001062208709377078,0.05463422242054023,0.056050775719880916,1.0250897425234786e-09,0.057853617594872744,5.020929439591557e-06,8.168052865576342e-05,0.0005720960945607299,0.002093686855614165,2.815781476807096e-05,0.000579375365049592,0.005902482599491402,0.07004891750660278,0.0004256640971487931,0.00017363034395068578,0.00027537937195551085,0.0007356489823522247,0.0001998526320410346,8.845350264545297e-05,0.00024095092903605222,6.133786182700356e-07,6.450190274955129e-05,2.778122219165083e-09,7.201301868091463e-05,8.9665817726148e-05,6.66955766987648e-05,8.193173805530177e-08,5.8568414149461046e-08,0.00015346158133003036,5.246780354054541e-05,8.66795338494164e-05,1.128168724314786e-06,2.0147791584482546e-10,1.048594377998091e-09,1.993862513665074e-05,2.1747044390687105e-08,2.8324492467040313e-07,2.7199061632962453e-08
6.485272545588769e-07,0.14343409618733907,3.76,0.0,0.48907651374003247,0.9911526494500271,0.010640626356812009,8.941439228371748e-05,0.0010825999381259208,0.054753501761525276,0.056199950481798114,1.0484630162436235e-09,0.058801432939003605,5.130462048142498e-06,8.33122332051357e-05,0.000585419479216675,0.0021224969484835154,2.8859353389535096e-05,0.0005888948210154662,0.005999296666316454,0.07119375534254832,0.0004333665732946132,0.00017691332491678155,0.00028055640872836154,0.000750964440642816,0.0002040132497029176,9.152246985821158e-05,0.0002494310998556791,6.232191451073682e-07,6.704896128443481e-05,2.874785804963372e-09,7.442700798671224e-05,9.273554111171785e-05,6.90234934836988e-05,8.502662640497931e-08,6.058980732821578e-08,0.00015741293934066884,5.3978966639894584e-05,8.868342348176097e-05,1.1762144782189752e-06,2.097243067989233e-10,1.0707780096301892e-09,2.0232910493728676e-05,2.2947108032544245e-08,2.933035940521443e-07,2.8161959790201313e-08
6.50498165308264e-07,0.14346836746256048,3.76,0.0,0.4877235230425107,0.9909918334838198,0.010839166659040545,9.046510666407951e-05,0.0011033758001884292,0.05487190797336643,0.056348874813705985,1.0725635349541589e-09,0.0597623149636803,5.243413957150696e-06,8.497609311196849e-05,0.0005990951538324533,0.002151561374077036,2.9578044494665487e-05,0.0005985501945402901,0.0060974810591797384,0.07235425926073893,0.0004412018871952326,0.00018024864879138342,0.00028581066469482913,0.0007665749815965654,0.0002082655568888839,9.469256705431173e-05,0.000258195910222948,6.331924247921925e-07,6.969686802561831e-05,2.974636937671281e-09,7.691870224271206e-05,9.590439756301275e-05,7.14286360800814e-05,8.82367885725547e-08,6.267708690924304e-08,0.00016149888734853977,5.5542100926235594e-05,9.074735946596642e-05,1.2266932401509543e-06,2.1830911123637095e-10,1.0933983858518863e-09,2.0536113265497433e-05,2.4220092183859672e-08,3.0369485916140275e-07,2.916144511358803e-08
6.52469076057651e-07,0.14350305990592532,3.76,0.0,0.48635385508334417,0.9908281855583602,0.011041261778748188,9.153906101465855e-05,0.0011245428926020982,0.05498942840230086,0.056497548901528534,1.0974124492117544e-09,0.060736371443216544,5.359883969969943e-06,8.667263436728021e-05,0.000613132953863445,0.0021808778420275947,3.0314253393213477e-05,0.0006083426482533253,0.006197047640232978,0.07353055182845683,0.00044917194260479614,0.00018363682640729133,0.00029114266546188686,0.000782485630435011,0.00021261168989040465,9.796685821127668e-05,0.0002672542590990598,6.43299318147375e-07,7.244960220660245e-05,3.0777723941893086e-09,7.949041265740824e-05,9.91752969302672e-05,7.391337885796226e-05,9.15664488476804e-08,6.483221971304216e-08,0.00016572384461364438,5.715898700826953e-05,9.287320548384927e-05,1.2797402253220122e-06,2.2724610191815723e-10,1.1164627060797071e-09,2.0848581580368222e-05,2.5570820387188574e-08,3.144287088724916e-07,3.0198905459751846e-08
6.544399868070381e-07,0.1435381773414205,3.76,0.0,0.48496735913672256,0.9906616583857016,0.011246970542666341,9.263692114964758e-05,0.001146107881115939,0.055106050270037225,0.05664597307227051,1.1230306897806615e-09,0.061723708524722184,5.479972977958878e-06,8.840238544728714e-05,0.0006275429854320393,0.0022104438926012285,3.1068349808393984e-05,0.0006182733206676165,0.0062980080746496735,0.07472275326939633,0.0004572786483313996,0.00018707836097518431,0.0002965529179226056,0.0007987014771274337,0.0002170538347824069,0.00010134848572885043,0.00027661529009967277,6.535406512716699e-07,7.531129705747198e-05,3.1842914671930777e-09,8.214450903637225e-05,0.00010255121934419957,7.648015981190787e-05,9.501998222718738e-08,6.705722230762745e-08,0.00017009236208071637,5.883146227323462e-05,9.506288285326679e-05,1.3354984045799686e-06,2.365495940803797e-10,1.1399782196907306e-09,2.1170677367740856e-05,2.7004454440142788e-08,3.2551539444283035e-07,3.1275778302907304e-08
