Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652)
0.00019736518956062996,0.14204616713987692,3.76,0.0,0.42518248790941676,0.9754291151816361,0.025509150511698893,0.0002780178122550254,2.1678698637818328e-05,0.1545058478674855,0.1593215777902682,1.246583521985745e-12,0.02898548716272951,9.609526790927042e-09,4.857491915029373e-06,0.005193929114808989,0.004506819203925271,0.0027788329500237972,4.802810114092876e-05,3.937901421776968e-05,0.053418552616650544,2.3096885017386332e-05,5.398357336876488e-06,0.0032049500220034466,0.0005341490794803165,1.1061683192246686e-06,2.565078912378136e-07,1.3385050214055392e-05,1.1915311874027672e-06,9.121346039257276e-05,9.068422329575445e-10,0.00021025868608653666,2.2906936412542638e-07,1.9168821159900114e-05,1.7265838633045186e-07,1.9115096325077727e-07,1.0267115823351205e-05,0.0002975857460337667,1.528736918229578e-05,8.937776199892717e-07,2.0777918362074205e-12,4.1866738642436443e-10,1.6562737832705098e-05,8.560016632569182e-09,1.079944484642846e-10,4.924263017452265e-08,1.1141856743793327e-11,2.531064758807754e-08,1.2254022550131554e-11,5.68611891712773e-15
0.00019788322769407073,0.142070240280397,3.76,0.0,0.4240563195623201,0.9750468163834575,0.025955858410859428,0.00028408727665278047,2.2051147565537876e-05,0.15475603329989404,0.15965561376815374,1.2530476439305183e-12,0.029377461101393797,9.652108726925507e-09,4.943073577621051e-06,0.005294342142703535,0.004540867355763774,0.002820437076776078,4.873692298157712e-05,3.987358190416289e-05,0.05419242253998738,2.3489128340169084e-05,5.4824577239304035e-06,0.0032517095727888534,0.0005436100618058302,1.1264631077881333e-06,2.645134035296025e-07,1.380502322145387e-05,1.2084407041246284e-06,9.390143093245006e-05,9.347707387369153e-10,0.00021596331885369557,2.3591838391453845e-07,1.9738430783674974e-05,1.7847649599992053e-07,1.9672079018500392e-07,1.0580220333729374e-05,0.00030707977978011963,1.566455957872264e-05,9.40743418305503e-07,2.139416964706315e-12,4.264707170413196e-10,1.7081804232947522e-05,9.125953201644986e-09,1.1176533623535579e-10,5.082062728306834e-08,1.1730541568772414e-11,2.6667896138212574e-08,1.3052777489988612e-11,5.8748400764129404e-15
0.0001984012658275115,0.14209448896291807,3.76,0.0,0.4229211900174318,0.9746588661300704,0.026409609674318952,0.0002903002383913898,2.2429241186162647e-05,0.15500420267166654,0.1599890463620168,1.2596152970833191e-12,0.0297734718488086,9.695252681892626e-09,5.030069501035233e-06,0.005396735204563515,0.004575030916679131,0.0028625190283888395,4.9454286208544025e-05,4.037218274390633e-05,0.054975338743482906,2.3887443457128352e-05,5.567697158326098e-06,0.003299000276030621,0.0005532293633748777,1.1471422982719659e-06,2.7275094364654664e-07,1.423723073299893e-05,1.2255338574897374e-06,9.667123647279994e-05,9.634886820799732e-10,0.000221822745274365,2.4295661496639656e-07,2.032357300790864e-05,1.844860933536244e-07,2.0243758355749938e-07,1.0902181920953384e-05,0.00031686281534794005,1.6051027140545487e-05,9.901476889827622e-07,2.202926454103935e-12,4.3439774089504337e-10,1.7618100514068077e-05,9.728729842134707e-09,1.156654672724347e-10,5.2447355950303234e-08,1.235220831140419e-11,2.809715718004685e-08,1.3902738242675817e-11,6.069659067108266e-15
0.00019891930396095226,0.14211891456599232,3.76,0.0,0.42177703678960127,0.9742651904142956,0.026870493813302664,0.0002966599866419694,2.281305061741507e-05,0.15525033398016436,0.16032187626805136,1.2662887841985804e-12,0.030173529617002388,9.73897132498409e-09,5.118500175793189e-06,0.005501146962457012,0.00460930855198045,0.002905081112912664,5.018025169740346e-05,4.0874812531204614e-05,0.055767349199415034,2.4291905396668976e-05,5.6540878487227924e-06,0.003346824804070648,0.0005630093405677832,1.1682139247496049e-06,2.812265727224027e-07,1.4681992595760834e-05,1.2428113319679428e-06,9.952535841638149e-05,9.930156032518341e-10,0.00022784089589911023,2.501887234473949e-07,2.0924618088307612e-05,1.9069329420550637e-07,2.08304629408405e-07,1.1233221292705606e-05,0.0003269428542297715,1.6446988987971218e-05,1.0421137637751675e-06,2.268377606737534e-12,4.4244991864225764e-10,1.817218491784372e-05,1.0370683927270658e-08,1.196992504222569e-10,5.412422635611468e-08,1.300880175953718e-11,2.9602179595585678e-08,1.4807114291911582e-11,6.2707710229607675e-15
0.00019938553828104894,0.14214105001068408,3.76,0.0,0.42073953251265145,0.9739059252120045,0.027291462661481268,0.0003025120352932643,2.316342537613072e-05,0.15547009127416844,0.1606209085908158,1.2723873270193693e-12,0.0305370497058026,9.778819999631488e-09,5.19933161437979e-06,0.005596876060421633,0.004640254837268861,0.0029437993668584394,5.084102573760794e-05,4.1330620340674444e-05,0.05648797293077503,2.466123902872743e-05,5.732833898796211e-06,0.00339032546584797,0.0005719506678474552,1.187520665939851e-06,2.8906329806986446e-07,1.5093282335635558e-05,1.25851919951692e-06,0.0001021682686121833,1.0202979695974471e-09,0.00023339625820943544,2.568673061437453e-07,2.1479467325601545e-05,1.964539333039056e-07,2.1371619551483875e-07,1.1539104265166853e-05,0.0003362755944163376,1.681165541732592e-05,1.0911803385948213e-06,2.3289924808108456e-12,4.498050973116293e-10,1.8686545140234342e-05,1.0983986416714549e-08,1.2344767626938072e-10,5.567747612177342e-08,1.3631302179577401e-11,3.10247270532742e-08,1.567038785879176e-11,6.457315672208867e-15
0.00019985177260114563,0.142163330870035,3.76,0.0,0.41969462433890553,0.9735419067756468,0.027718348362697445,0.0003084881931677587,2.351854109729192e-05,0.15568816344986158,0.16091945416979422,1.2785752030004866e-12,0.030903862087593513,9.819154030298955e-09,5.281357209955465e-06,0.005694301398629496,0.004671291421487942,0.0029829099599825307,5.1508860702081054e-05,4.1789684378109335e-05,0.05721603429504599,2.5035667997870855e-05,5.812531389766496e-06,0.0034342625211032265,0.0005810258312106379,1.2071579113511015e-06,2.971024914032057e-07,1.5515249161171895e-05,1.2743773626954868e-06,0.00010488345790975882,1.048266537192985e-09,0.00023908642700757994,2.6371031091193556e-07,2.2047783450355803e-05,2.0238446734331304e-07,2.1925464188608398e-07,1.1852689907621911e-05,0.0003458616484143791,1.7184356583437325e-05,1.142525276844533e-06,2.3912720492729936e-12,4.572639202739555e-10,1.9216211858615578e-05,1.1632943045507867e-08,1.27311399443485e-10,5.727359261883738e-08,1.4285357513963904e-11,3.251483809367075e-08,1.658311843002753e-11,6.649263968731771e-15
0.00020027138348923263,0.14218350879368555,3.76,0.0,0.4187478401411333,0.9732101802568994,0.02810765945728611,0.0003139749467816124,2.3842242975696996e-05,0.15588297404844184,0.16118772972829845,1.284222121438379e-12,0.031236813123218046,9.85587764618165e-09,5.356214001328053e-06,0.005783459020530139,0.0046993007118161356,0.003018446240083464,5.2115985354461766e-05,4.2205623014080755e-05,0.05787767561506133,2.5377056463285105e-05,5.885080141592904e-06,0.0034741805062871007,0.0005893093759649871,1.225119167075152e-06,3.045147648996996e-07,1.590435321368381e-05,1.2887785776345219e-06,0.00010739054999789201,1.0740373864914608e-09,0.0002443253545734604,2.7001257659013076e-07,2.257101742190703e-05,2.078712241863166e-07,2.2434979740629518e-07,1.214164347642122e-05,0.0003547108328788918,1.7526796077576175e-05,1.1907686887936392e-06,2.448784456618329e-12,4.640663720113519e-10,1.970636579391095e-05,1.2249153797895382e-08,1.3089023849315094e-10,5.87476618384146e-08,1.4902375174427452e-11,3.391630183927504e-08,1.7449146625820382e-11,6.826764838514618e-15
0.00020069099437731964,0.1422038060285249,3.76,0.0,0.4177949911386894,0.9728745177593755,0.028501866024777483,0.0003195661688450499,2.4169867606432558e-05,0.15607639431762393,0.16145561241769935,1.2899441100659425e-12,0.03157243985843678,9.893009364917187e-09,5.432061918559198e-06,0.005874036630347663,0.004727381567656196,0.0030543027011279028,5.272889642611121e-05,4.262419331781689e-05,0.05854539095638541,2.5722657752468213e-05,5.958413586654189e-06,0.003514454772788705,0.0005977040747504942,1.2433578104586716e-06,3.120983298576535e-07,1.6302490981194134e-05,1.3033021990377107e-06,0.00010995924772900914,1.1003874063117445e-09,0.000249678202607894,2.764536126984204e-07,2.3105601124081667e-05,2.1350317074555868e-07,2.2955160818779917e-07,1.243710040978578e-05,0.000363774890791386,1.7876004352531166e-05,1.2410189894613814e-06,2.507715918786694e-12,4.709544436706628e-10,2.020960996170529e-05,1.2897424587760598e-08,1.3456796286368428e-10,6.025817222373601e-08,1.5547604872153974e-11,3.537742992529017e-08,1.8359597654142182e-11,7.008881852918651e-15
0.00020111060526540665,0.14222422329284756,3.76,0.0,0.41683604577626904,0.9725348780826578,0.028901017207758273,0.0003252637733760714,2.450145472941877e-05,0.1562684121044987,0.1617231030199052,1.2957424815058019e-12,0.031910746047816,9.93055643995952e-09,5.508912392687115e-06,0.005966056542274479,0.004755533226710355,0.0030904804333472457,5.3347625358876915e-05,4.304539226902624e-05,0.05921920294038832,2.6072512644159623e-05,6.032538427436296e-06,0.0035550866106727223,0.0006062112480743015,1.2618785065024126e-06,3.19856748912944e-07,1.670985001549166e-05,1.3179485215420942e-06,0.00011259105450434065,1.1273279256375501e-09,0.0002551472709296421,2.830361361814743e-07,2.3651748672289963e-05,2.1928403566848257e-07,2.3486194966268078e-07,1.273918901951023e-05,0.00037305854873240983,1.8232108156060728e-05,1.2933573287361826e-06,2.56810114401467e-12,4.779289337076915e-10,2.0726285069643687e-05,1.3579378234858313e-08,1.3834725142323532e-10,6.180596443434813e-08,1.6222402552711765e-11,3.690071121703919e-08,1.9316697201703683e-11,7.195730502462368e-15
0.00020153021615349365,0.14224476130211658,3.76,0.0,0.41587097282257274,0.972191219685318,0.02930516242632798,0.0003310697053909294,2.4837044402142922e-05,0.15645901517369765,0.1619902023977007,1.3016185663195142e-12,0.03225173513298453,9.968526242558521e-09,5.586776984170268e-06,0.006059541401578494,0.004783754916317414,0.0031269805004838663,5.3972203382008166e-05,4.3469216732063963e-05,0.05989913363107676,2.6426662041777706e-05,6.107461433002323e-06,0.0035960772856019865,0.0006148322289307412,1.2806860648178973e-06,3.277936466273555e-07,1.7126621153300594e-05,1.3327178259113606e-06,0.00011528750940732053,1.1548704465455543e-09,0.0002607348987177645,2.8976291280235884e-07,2.4209677384089536e-05,2.2521764041735308e-07,2.4028272055046374e-07,1.3048039658933002e-05,0.00038256662254856764,1.859523635511574e-05,1.347868006987014e-06,2.6299756764730047e-12,4.849906423529205e-10,2.1256740365114747e-05,1.4296716775199004e-08,1.4223088884278605e-10,6.339189656988789e-08,1.6928192342528965e-11,3.848873554328296e-08,2.032277926233626e-11,7.387431641372e-15
0.00020194982704158066,0.14226542076894136,3.76,0.0,0.4148997413784259,0.9718435006829192,0.029714351376755356,0.00033698594127200515,2.5176676939919065e-05,0.15664819120738865,0.16225691149695534,1.3075737055224706e-12,0.03259541023895626,1.0006926202866819e-08,5.665667371040812e-06,0.006154514189063909,0.004812045853386288,0.003163803939135168,5.4602661597752274e-05,4.389566346434301e-05,0.060585204522324416,2.6785146999150105e-05,6.183189392056714e-06,0.003637428038597807,0.0006235683628887312,1.299785382967056e-06,3.3591269646155803e-07,1.755299858502472e-05,1.347610380401123e-06,0.0001180501880120561,1.1830266478852685e-09,0.0002664434649759405,2.966367467793153e-07,2.4779607821841433e-05,2.3130790147700693e-07,2.4581584305289257e-07,1.3363784741633043e-05,0.00039230401865494267,1.896551997976298e-05,1.4046385910983913e-06,2.6933759015596277e-12,4.921403705034401e-10,2.1801333840797878e-05,1.5051225171640208e-08,1.4622174014063757e-10,6.501684436552567e-08,1.766647017582248e-11,4.0144197693067615e-08,2.1380291312415763e-11,7.584108501442673e-15
0.00020236943792966767,0.14228620240301296,3.76,0.0,0.4139223208856195,0.9714916788464095,0.03012863402968789,0.0003430144891420829,2.552039312095044e-05,0.1568359278053168,0.16252323134887753,1.3136092624300668e-12,0.032941774170274565,1.0045763877567161e-08,5.745595307566079e-06,0.006250998225517449,0.004840405244129785,0.0032009517580822416,5.523903084321167e-05,4.432472909012247e-05,0.06127743652459896,2.714800869589637e-05,6.259729136978527e-06,0.003679140085712118,0.0006324210081670607,1.3191814003337116e-06,3.4421765234206817e-07,1.798917986977823e-05,1.3626264382666647e-06,0.00012088070321654541,1.211808385406836e-09,0.0002722753889964286,3.036604910897873e-07,2.536176381503159e-05,2.37558832642755e-07,2.514632628414943e-07,1.3686558766556762e-05,0.00040227573534259845,1.9343092255769624e-05,1.4637600342747279e-06,2.758339058604239e-12,4.993789259969678e-10,2.2360432444799106e-05,1.5844775181852698e-08,1.503227143469429e-10,6.668170134049774e-08,1.8438807559357156e-11,4.1869901554089476e-08,2.249179968349827e-11,7.785885429680655e-15
0.00020278904881775467,0.14230710691098833,3.76,0.0,0.41293868113569815,0.9711357116005983,0.0305480606284919,0.000349157389233971,2.58682340607087e-05,0.1570222124848562,0.162789163072312,1.319726619052008e-12,0.033290829407198394,1.0085046947440968e-08,5.826572666476123e-06,0.00634901717609784,0.004868832283702899,0.0032384249376042834,5.588134167022252e-05,4.4756410100598015e-05,0.06197584995159841,2.7515288399804435e-05,6.337087563376493e-06,0.003721214617722403,0.0006413915357078788,1.3388791993441e-06,3.5271233553041583e-07,1.8435365993182615e-05,1.377766236824941e-06,0.00012378070609958832,1.2412276930115703e-09,0.00027823313081512963,3.108370496320311e-07,2.5956372487040605e-05,2.439745473835971e-07,2.5722694904923694e-07,1.401649833896597e-05,0.00041248686408414017,1.972808863077141e-05,1.525326799715371e-06,2.824903280408464e-12,5.067071186700716e-10,2.293441229532379e-05,1.66793293836625e-08,1.545368285310609e-10,6.838737934000755e-08,1.9246855538930272e-11,4.366876438180213e-08,2.3659995090266326e-11,7.992892291654114e-15
0.00020320865970584168,0.14232813499645897,3.76,0.0,0.41194879227873515,0.9707755560226015,0.03097268168748863,0.00035541671426349774,2.6220241133131464e-05,0.15720703268106725,0.16305470787612283,1.325927170037834e-12,0.03364257810195519,1.0124783172477772e-08,5.908611445820971e-06,0.006448595054862293,0.004897326155865655,0.0032762244287777124,5.6529624418463706e-05,4.5190702862441886e-05,0.06268046450665576,2.7887027482410965e-05,6.415271599708593e-06,0.0037636527998724184,0.0006504813292548098,1.358883984325373e-06,3.614006201073457e-07,1.889176142361911e-05,1.393029998475072e-06,0.00012675188683690115,1.2712967852056303e-09,0.00028431919166281095,3.1816936935796437e-07,2.656366428730843e-05,2.5055926141912054e-07,2.631088943365683e-07,1.435374219223509e-05,0.00042294259084471966,2.0120646813539656e-05,1.5894369892283537e-06,2.8931076074005226e-12,5.1412575810411e-10,2.352365890155086e-05,1.75569454050073e-08,1.5886720299429916e-10,7.013480876285835e-08,2.0092348881581406e-11,4.5543821239049076e-08,2.488769840641437e-11,8.205262949947818e-15
0.0002036282705939287,0.14234928735990138,3.76,0.0,0.4109526248317316,0.9704111688400671,0.031402547990252626,0.0003617945697991582,2.6576456231721863e-05,0.1573903757467798,0.16331986706145601,1.3322123289293308e-12,0.03399702207503828,1.0164980404277223e-08,5.9917237190640525e-06,0.0065497562293328196,0.004925886032848214,0.0033143511527503537,5.718390928106313e-05,4.562760367848746e-05,0.06339129926958104,2.8263267483441928e-05,6.494288199542086e-06,0.0038064557716175037,0.0006596917854272105,1.3792009244533598e-06,3.702864603011478e-07,1.935857410670768e-05,1.4084179327830686e-06,0.00012979597548795844,1.3020280565703263e-09,0.0002905361144255425,3.256604418215467e-07,2.718387302069787e-05,2.573172947682376e-07,2.691111149374772e-07,1.4698431204386253e-05,0.0004336481974141692,2.0520906776499706e-05,1.6561924734714323e-06,2.9629919727060315e-12,5.216356627658042e-10,2.412856738536128e-05,1.8479780231546988e-08,1.633169604588058e-10,7.192493850895432e-08,2.0977110688721535e-11,4.749822951327044e-08,2.6177866951237926e-11,8.423128048529403e-15
0.0002040478814820157,0.14237056469857237,3.76,0.0,0.4099501496878831,0.9700425064297098,0.0318377105876402,0.0003682930946298593,2.69369215386153e-05,0.15757222895267547,0.16358464202419482,1.3385835322179426e-12,0.03435416281158753,1.0205646659313104e-08,6.0759216817312926e-06,0.006652525424999039,0.004954511075014412,0.0033528059999937687,5.784422602565443e-05,4.606710871589932e-05,0.06410837268294053,2.8644049969668888e-05,6.574144397912787e-06,0.003849624646294039,0.0006690243137917755,1.3998354251125512e-06,3.793738832759566e-07,1.9836015538005068e-05,1.4239302301734906e-06,0.00013291474293741095,1.3334340823076306e-09,0.00029688648409517974,3.333133166774351e-07,2.7817235865438564e-05,2.6425307438347345e-07,2.752356505361335e-07,1.5050708413246624e-05,0.0004446090627420175,2.092901079375181e-05,1.725699029691272e-06,3.0345972876096584e-12,5.292376506033711e-10,2.4749542712426346e-05,1.9450094833840375e-08,1.6788938971741496e-10,7.375873680848809e-08,2.1903056831138882e-11,4.9535273745189694e-08,2.7533600685888572e-11,8.646629189794917e-15
0.00020442553128129402,0.14238982173084735,3.76,0.0,0.40904250523108693,0.9697070186019442,0.03223392766453906,0.000374246733995478,2.7265009295708775e-05,0.1577346124209147,0.16382261221239208,1.3443923804560525e-12,0.034677896161608046,1.0242653994492663e-08,6.152638297328002e-06,0.00674641328701407,0.004980328625416348,0.0033876966185726353,5.844369270014572e-05,4.6464886560216476e-05,0.06475908751924613,2.8990672414805075e-05,6.6467386695032034e-06,0.003888790379452798,0.0006775291365491557,1.4186825652991069e-06,3.877282885939858e-07,2.027497812921292e-05,1.4379977712664854e-06,0.00013578698134645006,1.3622869633599714e-09,0.0003027180846797814,3.4034180120702466e-07,2.8398707966516837e-05,2.706509964218116e-07,2.808540166848179e-07,1.5374365789441013e-05,0.0004546966128207155,2.1303130572929025e-05,1.7906977820357787e-06,3.10054807722211e-12,5.361588457577174e-10,2.5322500480991573e-05,2.036592947273087e-08,1.7211227337453123e-10,7.544730782793933e-08,2.2773283100276683e-11,5.144208837049195e-08,2.8812501518843224e-11,8.852719289524905e-15
0.00020480318108057234,0.1424091810588771,3.76,0.0,0.4081297076053928,0.9693679999208038,0.03263451389438185,0.00038030148186059655,2.759660543144302e-05,0.1578957693302749,0.16406027354600305,1.3502731657466866e-12,0.03500381542082769,1.0280053745204675e-08,6.230253338564196e-06,0.006841642506420291,0.005006197639882921,0.003422854317202331,5.904809046021378e-05,4.686476762238349e-05,0.0654148825906944,2.9341038420557205e-05,6.7200238989244155e-06,0.003928254148766435,0.0006861350360575889,1.4377953685045006e-06,3.9625231346706455e-07,2.0722883535354396e-05,1.4521663034395327e-06,0.0001387225283979449,1.3917061597058347e-09,0.0003086618502577662,3.4750613694232636e-07,2.8991207498220433e-05,2.7719995133797573e-07,2.865746493131375e-07,1.5704394603028215e-05,0.00046499942008356067,2.1683828258619878e-05,1.8580967711543325e-06,3.1679579259213093e-12,5.431558934838721e-10,2.590911815487703e-05,2.1323946982387196e-08,1.7643972827420757e-10,7.717278362429565e-08,2.3680037622960083e-11,5.3421189517595003e-08,3.014961674174647e-11,9.063593000411712e-15
0.00020518083087985066,0.14242864318403467,3.76,0.0,0.4072117364103757,0.9690254178504557,0.033039507040094805,0.00038645896791071133,2.7931741493295083e-05,0.15805569023084057,0.1642976272494661,1.3562269740613241e-12,0.03533192096009751,1.031785198819074e-08,6.308775913399025e-06,0.006938231870465412,0.005032117479954688,0.003458279678216986,5.965744041783804e-05,4.7266748909565545e-05,0.06607576996102438,2.969517846005061e-05,6.794005306422265e-06,0.003968016710568952,0.000694843067090951,1.4571779680739444e-06,4.049490451039357e-07,2.1179893478189534e-05,1.4664359312135957e-06,0.00014172276373608202,1.421701221099385e-09,0.0003147197545481169,3.54808650391498e-07,2.959491449075986e-05,2.8390339931108163e-07,2.9239908416710733e-07,1.6040903706186837e-05,0.0004755216129830569,2.2071212497101803e-05,1.9279818006644944e-06,3.23685870582583e-12,5.502293968124978e-10,2.650971235662266e-05,2.2326031255529817e-08,1.8087432881075206e-10,7.893591090008652e-08,2.4624930489163822e-11,5.5475256019249275e-08,3.154753003786174e-11,9.279360374869646e-15
0.00020552071569920115,0.14244624740079434,3.76,0.0,0.40638112228898177,0.9687140202098292,0.033407800132644314,0.00039208991173854586,2.823641670235553e-05,0.15819855440025843,0.16451098362592662,1.3616487390436416e-12,0.03562908533698754,1.0352216185658991e-08,6.380229783044446e-06,0.0070263409480762085,0.005055488257453125,0.0034903918179624476,6.0210106738431924e-05,4.763032520588195e-05,0.06667493211579241,3.0017156465075668e-05,6.861188133037941e-06,0.004004059094584324,0.0007027684962424224,1.4748565278200336e-06,4.12926341395873e-07,2.1599122449727e-05,1.4793651086175468e-06,0.00014447944779760099,1.4491971333799081e-09,0.000320271111439142,3.61501001108648e-07,3.014798380174335e-05,2.900715157135753e-07,2.977311081728824e-07,1.6349393692011292e-05,0.00048518262753812446,2.242566639393622e-05,1.9930771692794744e-06,3.300171050199578e-12,5.566614138884408e-10,2.706246444654422e-05,2.3267206328056068e-08,1.8495930951687004e-10,8.055554535172734e-08,2.5509332750624947e-11,5.739030294677623e-08,3.285985926079257e-11,9.477830347815944e-15
0.00020586060051855164,0.1424639356498705,3.76,0.0,0.40554628678140253,0.9683996856315613,0.03377972132094293,0.0003978066321188426,2.8544008239938723e-05,0.15834040274021943,0.16472409285924086,1.3671313427317102e-12,0.035928020662050926,1.0386912630947164e-08,6.45243295491257e-06,0.007115581205330878,0.005078899202119312,0.003522721611092613,6.0766816322372384e-05,4.7995597836316175e-05,0.06727823658802855,3.0342238355800932e-05,6.928942932720829e-06,0.004040344625029261,0.0007107782945172061,1.492760124466433e-06,4.2104836865704005e-07,2.2025980429711114e-05,1.4923763064793486e-06,0.00014729071777160998,1.4771744670492723e-09,0.00032591802216124985,3.683089229269455e-07,3.071041330610506e-05,2.96370268170774e-07,3.0314960968598596e-07,1.6663303492887274e-05,0.0004950278475410758,2.2785707163795386e-05,2.0603248476233e-06,3.3647415913056465e-12,5.631562889968897e-10,2.762704057256411e-05,2.424715633570156e-08,1.8913518357016673e-10,8.220685620721969e-08,2.6427271888418177e-11,5.937041062358832e-08,3.422566089147027e-11,9.680435716898227e-15
0.00020620048533790214,0.142481708291959,3.76,0.0,0.40470721558677203,0.9680823899098749,0.0341552984848433,0.0004036103647050281,2.885453958718849e-05,0.15848122825053862,0.16493695598721217,1.3726755996368443e-12,0.03622872672542355,1.0421945898185101e-08,6.525392217703808e-06,0.007205966855797222,0.005102349830071881,0.0035552694352557566,6.132758409759769e-05,4.8362564460820575e-05,0.06788569121368955,3.067044639822372e-05,6.997273566922091e-06,0.004076873816061481,0.0007188732489591176,1.5108919167680108e-06,4.2931747390503345e-07,2.2460590423643673e-05,1.5054695759764343e-06,0.0001501576411994044,1.5056404389385536e-09,0.00033166198574719743,3.752341803135498e-07,3.12823390193083e-05,3.028023419328982e-07,3.0865574017581203e-07,1.698271552989852e-05,0.0005050604235747894,2.3151417358319128e-05,2.1297936588161162e-06,3.430594992039816e-12,5.697144639248368e-10,2.8203686514582887e-05,2.5267429029164524e-08,1.9340396300093902e-10,8.389041574422196e-08,2.738008282678308e-11,6.141773871613894e-08,3.564705854521973e-11,9.8872617587505e-15
0.00020650638167531756,0.14249777612281653,3.76,0.0,0.4039484183305315,0.9677942718520405,0.034496466921976804,0.000408909153068613,2.913655084739341e-05,0.1586070908766361,0.16512832327857088,1.377718823821417e-12,0.036500875865892075,1.0453767641333035e-08,6.591707676029602e-06,0.007288305134448573,0.005123488919532032,0.0035847491932212193,6.183575706452337e-05,4.869428082729917e-05,0.06843595498174988,3.0968524906828126e-05,7.059266680515007e-06,0.004109958833127647,0.0007262321716220919,1.5274083000136192e-06,4.36887382088715e-07,2.2858470381678114e-05,1.5173237253752757e-06,0.0001527863546381139,1.5316836297305137e-09,0.0003369157876933877,3.815687097947061e-07,3.180530506598911e-05,3.0870746050861646e-07,3.136871401687664e-07,1.7274959687396863e-05,0.0005142525720291377,2.3485472987926847e-05,2.1942732321736e-06,3.4909806560555503e-12,5.756713083126001e-10,2.8733194651872844e-05,2.6221477355724165e-08,1.9732700928880293e-10,8.543367221316964e-08,2.826857609967625e-11,6.331964848855662e-08,3.697567211289297e-11,1.0077085030599107e-14
0.000206812278012733,0.1425139128637733,3.76,0.0,0.4031861685766838,0.967503717671799,0.034840639847555956,0.00041428035702943244,2.942097982515859e-05,0.1587321141598543,0.1653194929284592,1.3828132576373003e-12,0.03677445863826376,1.0485869352287759e-08,6.65864614085724e-06,0.007371593427865736,0.005144659394082698,0.003614406103051789,6.234723978678595e-05,4.902736562307954e-05,0.06898959173469067,3.1269169878257506e-05,7.121732194481569e-06,0.004143241980029706,0.0007336612948626984,1.5441144835666672e-06,4.445801019935126e-07,2.326282243625966e-05,1.529244412800921e-06,0.00015546183552599555,1.5581339048895842e-09,0.00034225055244111683,3.8800104472816607e-07,3.233617576079682e-05,3.1472482133853145e-07,3.1879131399718336e-07,1.7571789684052512e-05,0.0005236014288830713,2.382425029838521e-05,2.2606625431786524e-06,3.552444428042387e-12,5.81680107817066e-10,2.9272868562410227e-05,2.7210702121159823e-08,2.0132850658452857e-10,8.700395095249184e-08,2.918749479630636e-11,6.527948639673197e-08,3.835277023133101e-11,1.0270459897323789e-14
0.00020711817435014842,0.14253011877456298,3.76,0.0,0.40242045629562184,0.9672107094008647,0.03518783781058837,0.0004197249094163946,2.9707843971511325e-05,0.1588562929244995,0.16551046579456652,1.3879595113161258e-12,0.037049474566669155,1.0518254467689313e-08,6.7262126564522455e-06,0.007455842447923667,0.00516586088803456,0.0036442404073593012,6.286204278562383e-05,4.93618170320146e-05,0.06954660652373529,3.1572397545624785e-05,7.184672959193882e-06,0.004176723606634052,0.0007411612044724963,1.5610128630287148e-06,4.523974126643878e-07,2.3673739697485947e-05,1.5412316575723562e-06,0.00015818490490576337,1.5849966943144896e-09,0.00034766741321619674,3.945325181245165e-07,3.2875053443747115e-05,3.208564950809536e-07,3.2396912186711477e-07,1.787326765537033e-05,0.0005331093863610685,2.4167811731371475e-05,2.3290162453452117e-06,3.6150052757257085e-12,5.877411864053375e-10,2.982289781216728e-05,2.8236359102488208e-08,2.0541001175732397e-10,8.860168814547598e-08,3.0137932209866385e-11,6.729897565851082e-08,3.97800768935735e-11,1.0467451820092125e-14
0.00020742407068756385,0.14254639411383127,3.76,0.0,0.4016512715871077,0.9669152289688264,0.03553808142980267,0.0004252437533313376,2.999716081927935e-05,0.15897962197206325,0.16570124276771714,1.3931582005380003e-12,0.03732592307165904,1.0550926459537793e-08,6.794412311843333e-06,0.007541063019169118,0.005187093031337534,0.003674252338032573,6.338017647322817e-05,4.969763321861058e-05,0.07010700418461263,3.1878224143198395e-05,7.248091838415544e-06,0.004210404054817163,0.0007487324900722093,1.578105885593359e-06,4.603411112374179e-07,2.409131638229372e-05,1.553285473190325e-06,0.0001609563978064851,1.6122774818584288e-09,0.00035316751619303655,4.0116447820973173e-07,3.342204146970141e-05,3.271045894221875e-07,3.2922143049862133e-07,1.8179456392116018e-05,0.000542778867419059,2.451622045533896e-05,2.399390484092984e-06,3.678682487320573e-12,5.938548683642924e-10,3.0383475367251598e-05,2.9299747111356983e-08,2.0957312792563918e-10,9.02273260939963e-08,3.112102272426449e-11,6.937988926560379e-08,4.1259375609872933e-11,1.0668126760307815e-14
