Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78)
1.5883695896128794e-07,0.6959920306175397,3.4783542675272573e-07,4.6019918625562554e-09,1.7867359035905537e-08,3.4710322060857704e-07,0.0,0.0,4.5457723560694126e-07,1.2548584605964998e-10,8.354764443052412e-10,1.0317674680896125e-13,2.264641518267317e-09,1.5218215548715883e-23,2.851515076993622e-17,7.222451716827563e-13,3.48678562112241e-12,1.2654621187390737e-11,7.853367317368823e-19,5.862336835169393e-19,3.355892238340686e-10,1.504043136172845e-09,1.2905190911717467e-14,2.4303283489303296e-19,3.5182798771346164e-17,4.0087160101149336e-13,5.275098148288542e-11,0.001286702206087069,5.729735200420969e-12,2.758277366729736e-10,3.3743944752386504e-19,2.8225170619448157e-18,4.628569281101365e-12,9.665609550034384e-13,3.76,0.0,0.8492972498036913,0.9999995230070979,1.8992032293459047e-08,7.920880887020057e-14,0.001286705944612373,5.3549741733531214e-08,7.267650165382608e-07,3.8259353013602114e-08,7.142765393939922e-15,8.016686442073619e-15,3.742089700314489e-15
1.6365885874714654e-07,0.6959968757648103,3.596922878769e-07,4.779843361234577e-09,1.876779528714528e-08,3.7015015123817395e-07,0.0,0.0,4.6877464199346576e-07,1.3329691531766672e-10,9.230590448986927e-10,1.1694376785373535e-13,2.4175444522098917e-09,1.715494395931589e-23,3.0839930236008046e-17,7.911878331782413e-13,3.8726233053120465e-12,1.4065546358325612e-11,9.077416135009278e-19,6.69496601352006e-19,3.6184489124252855e-10,1.5671184315774809e-09,1.4224784437955426e-14,2.824833350443951e-19,3.946251035789902e-17,4.568783331759635e-13,5.702319653064324e-11,0.0013257327316428737,6.234002506308455e-12,2.907444078910335e-10,3.8678706050807565e-19,3.1319720334829228e-18,5.116349118214777e-12,1.0806548251525276e-12,3.76,0.0,0.8492581799838446,0.9999995073024984,2.066992600277143e-08,9.078345479748813e-14,0.001325736701039129,5.501139547117156e-08,7.636262712759387e-07,3.89998622658336e-08,7.929773454802879e-15,8.923214874307583e-15,4.2831736457967904e-15
1.6848075853300515e-07,0.6960017207972607,3.7160001468562845e-07,4.958445069867925e-09,1.9677218377266815e-08,3.9396932175998115e-07,0.0,0.0,4.82997700224716e-07,1.4134862885273532e-10,1.0164436054230467e-09,1.3200092785929794e-13,2.574594635925704e-09,1.926590446962113e-23,3.3276809591923643e-17,8.640332193557511e-13,4.287576273834209e-12,1.5585464994226328e-11,1.0443347351347834e-18,7.6118632087677835e-19,3.8921410244116835e-10,1.6304443471959485e-09,1.562495740306924e-14,3.2677808255346295e-19,4.4099352426800355e-17,5.186906668352604e-13,6.150201843642382e-11,0.0013647614550187923,6.765061291596247e-12,3.0595815882678706e-10,4.4143642020717e-19,3.4644388992853864e-18,5.638348149572239e-12,1.204029370495461e-12,3.76,0.0,0.8492191110650719,0.9999994915206666,2.243065239746701e-08,1.0361711327843476e-13,0.001364765662276872,5.648012177607268e-08,8.013711891621967e-07,3.9743750669951936e-08,8.776464828117903e-15,9.903584519086929e-15,4.882924268793191e-15
1.7330265831886376e-07,0.6960065657154101,3.835593081240809e-07,5.137808225984738e-09,2.0595218221064538e-08,4.185639669666759e-07,0.0,0.0,4.972466276942317e-07,1.4964143846891727e-10,1.1157836443786886e-09,1.484199110998776e-13,2.7356809513175805e-09,2.1561080287620405e-23,3.582822139934257e-17,9.408542260111804e-13,4.732917853377989e-12,1.721922329196582e-11,1.1962258062947162e-18,8.618225316160132e-19,4.177040549539869e-10,1.6939980996631331e-09,1.7107360241869504e-14,3.763346321416413e-19,4.911064029714989e-17,5.867091065540911e-13,6.619074277256593e-11,0.0014037883762499932,7.323434014502486e-12,3.214651347816314e-10,5.0176380050514195e-19,3.820842367823123e-18,6.195775285302021e-12,1.3371132716601196e-12,3.76,0.0,0.8491800430431168,0.9999994756611603,2.4275009341899304e-08,1.1780325049261488e-13,0.001403792828371566,5.795591959217679e-08,8.400039629860666e-07,4.04910365968222e-08,9.685474527572565e-15,1.0961681786148062e-14,5.545723157743621e-15
1.7812455810472236e-07,0.6960114105197772,3.955708282391753e-07,5.317943913751696e-09,2.152142594002982e-08,4.4393736509821396e-07,0.0,0.0,5.115216393378834e-07,1.5817579989831096e-10,1.2212285611322065e-09,1.66273713451508e-13,2.9006931138891727e-09,2.4050789724544923e-23,3.849665010943369e-17,1.0217222285833645e-12,5.209943165835938e-12,1.8971727402216513e-11,1.3645719797777268e-18,9.719365746743965e-19,4.47321637339347e-10,1.7577589583389e-09,1.8673605546188518e-14,4.315928013479895e-19,5.451401686057224e-17,6.613480366632692e-13,7.109259276953493e-11,0.0014428134953711255,7.909636438800899e-12,3.372617608298339e-10,5.681595450066563e-19,4.202112017815421e-18,6.789835335359248e-12,1.4803408859317569e-12,3.76,0.0,0.8491409759137135,0.9999994597235387,2.6203758965119855e-08,1.3343935785411802e-13,0.0014428181993690157,5.9438791422316675e-08,8.795287926238889e-07,4.1241738224801964e-08,1.0659481114911099e-14,1.2101498538564988e-14,6.276142697152315e-15
1.8294645789058097e-07,0.6960162552108822,4.076351982058503e-07,5.498862962446644e-09,2.2455510057145477e-08,4.700928353272587e-07,0.0,0.0,5.25822947648064e-07,1.669521727601958e-10,1.3329236720932523e-09,1.8563661550777064e-13,3.069521940361079e-09,2.6745696144321577e-23,4.128463261094475e-17,1.106707172735766e-12,5.719969052305977e-12,2.0847942089548132e-11,1.5505783554154366e-18,1.0920712223197627e-18,4.780734604913006e-10,1.8217080602648483e-09,2.0325270432906026e-14,4.930152657731089e-19,6.032745324425246e-17,7.430356709001633e-13,7.621072321824999e-11,0.0014818368124163285,8.524178120302904e-12,3.5334472734883534e-10,6.410281855171932e-19,4.609181992184603e-18,7.421728459698027e-12,1.6341522298373588e-12,3.76,0.0,0.8491019096725839,0.9999994437073629,2.8217631264176507e-08,1.5062701962306228e-13,0.0014818417753148622,6.09287429602791e-08,9.19949886364817e-07,4.1995873620173784e-08,1.1701207033660978e-14,1.3327132866681368e-14,7.078949203576076e-15
1.8776835767643957e-07,0.6960210997892456,4.1975300798341005e-07,5.680575881522397e-09,2.339717301829219e-08,4.970337354906953e-07,0.0,0.0,5.401507626964728e-07,1.7597102052050535e-10,1.451010256182676e-09,2.065841572830593e-13,3.242059579534833e-09,2.9656818023142514e-23,4.419475867962179e-17,1.195877658275707e-12,6.264333981096594e-12,2.2852889487888193e-11,1.7554984874333337e-18,1.2227804771629069e-18,5.099658860831933e-10,1.8858282417895497e-09,2.2063898722932775e-14,5.6108816196490995e-19,6.65692491389709e-17,8.322139960371487e-13,8.154822424158103e-11,0.0015208583274192438,9.167562868176645e-12,3.6971097634106027e-10,7.207885579606617e-19,5.042990723641095e-18,8.09264967142378e-12,1.7989929672444795e-12,3.76,0.0,0.8490628443154382,0.9999994276121944,3.031732737389375e-08,1.6947198023484418e-13,0.0015208635562545835,6.24257827614617e-08,9.612714621272886e-07,4.2753460778804046e-08,1.2813418974937562e-14,1.464278987889182e-14,7.959106086654607e-15
1.9259025746229818e-07,0.6960259442553901,4.3192481762895116e-07,5.863092824620979e-09,2.434614801744993e-08,5.247634600456191e-07,0.0,0.0,5.545052921643585e-07,1.8523281045176066e-10,1.5756256083694274e-09,2.2919311439893495e-13,3.418199709958824e-09,3.279553911897368e-23,4.7229671348292614e-17,1.289301017145343e-12,6.84439794196983e-12,2.4991647946582085e-11,1.980634896244392e-18,1.3646293902649502e-18,5.43005052398582e-10,1.950103885450534e-09,2.3891002950533513e-14,6.363216977374869e-19,7.325803282456727e-17,9.293387100693118e-13,8.710812493225771e-11,0.0015598780404130245,9.840289182405189e-12,3.8635768850559224e-10,8.078739157606944e-19,5.504480690533587e-18,8.803788390460944e-12,1.975314401958563e-12,3.76,0.0,0.8490237798379734,0.9999994114375973,3.250352253098878e-08,1.9008421130396872e-13,0.0015598835422334922,6.392992195004751e-08,1.00349774857063e-06,4.351451763954326e-08,1.399892827175969e-14,1.605278250910823e-14,8.92177703725736e-15
1.9741215724815679e-07,0.6960307886098382,4.4415116028309714e-07,6.0464235736968404e-09,2.5302196105546284e-08,5.532854382300598e-07,0.0,0.0,5.688867413789785e-07,1.9473801359358905e-10,1.7069031000818145e-09,2.5354147564763253e-13,3.5978377078930643e-09,3.617361875136271e-23,5.0392067217413977e-17,1.3870433861451572e-12,7.461542328620673e-12,2.726935096216028e-11,2.227339585325846e-18,1.5181938972975686e-18,5.771968977913825e-10,2.014520780718676e-09,2.580806622071591e-14,7.192507697306189e-19,8.04127609195347e-17,1.0348791555287702e-12,9.289339685549058e-11,0.0015988959514303452,1.0542850668695638e-11,4.0328227101835984e-10,9.027320407373728e-19,5.9945982015287754e-18,9.556328045159381e-12,2.163573473884158e-12,3.76,0.0,0.8489847162358723,0.9999993951831356,3.4776868759134113e-08,2.1257797826059813e-13,0.001598901733296734,6.544117396125811e-08,1.046632986095997e-06,4.427906209111782e-08,1.5260591318432313e-14,1.7561532340750978e-14,9.972329244692218e-15
2.022340570340154e-07,0.696035632853115,4.5643254485477185e-07,6.230577535849749e-09,2.6265103562126176e-08,5.826031324081003e-07,0.0,0.0,5.83295313355253e-07,2.0448710471393914e-10,1.8449722453774444e-09,2.7970842183561933e-13,3.780870788876604e-09,3.980320219470405e-23,5.368469672345983e-17,1.489169775047616e-12,8.117169811434873e-12,2.9691186190991114e-11,2.49701456406932e-18,1.6840606720414717e-18,6.125471820049681e-10,2.079065997279765e-09,2.781654393328401e-14,8.104355880239013e-19,8.805271788383694e-17,1.149318248482328e-12,9.890695741570112e-11,0.0016379120605034098,1.1275736432135702e-11,4.204823459795004e-10,1.0058253516100263e-18,6.5142932076860864e-18,1.0351445719248903e-11,2.3642327579109925e-12,3.76,0.0,0.8489456535048037,0.9999993788483759,3.7137997300740074e-08,2.3707190658419945e-13,0.0016379181294892855,6.695955431407661e-08,1.0906814277418747e-06,4.504711198351148e-08,1.6601310011893095e-14,1.9173570447152636e-14,1.1116336644735252e-14
2.07055956819874e-07,0.6960404769857457,4.687694584416325e-07,6.415563748651993e-09,2.7234679508101388e-08,6.127200365800069e-07,0.0,0.0,5.977312088418787e-07,2.1448056227107556e-10,1.9899587719151433e-09,3.0777430582526393e-13,3.967198125765547e-09,4.3696831191344906e-23,5.71103643782366e-17,1.5957441306050592e-12,8.812704202165751e-12,3.2262394538277017e-11,2.791112377444727e-18,1.862826996551468e-18,6.490615055506873e-10,2.14372776969547e-09,2.9917865389861547e-14,9.104623076467015e-19,9.619751530547292e-17,1.2731524037275396e-12,1.0515167308781544e-10,0.0016769263676639625,1.20394314507843e-11,4.379557394894856e-10,1.1176310102525197e-18,7.064519140520585e-18,1.1190311841592442e-11,2.577760464847638e-12,3.76,0.0,0.848906591640421,0.9999993624328847,3.9587520819078315e-08,2.636890476056372e-13,0.0016769327308559557,6.848508040862252e-08,1.1356473399904029e-06,4.581868514068711e-08,1.802403221232263e-14,2.089353824824279e-14,1.2359583199985739e-14
2.118778566057326e-07,0.6960453210082583,4.811623685191437e-07,6.601390891925186e-09,2.8210753738412603e-08,6.436396750406188e-07,0.0,0.0,6.121946263712885e-07,2.2471886837641962e-10,2.1419846959150045e-09,3.378206337061727e-13,4.156720945716561e-09,4.7867454591542337e-23,6.067192898836925e-17,1.7068293968394737e-12,9.549590311863746e-12,3.4988269319141605e-11,3.111136643210696e-18,2.055100647295727e-18,6.867453273198486e-10,2.2084953924372065e-09,3.211343529700415e-14,1.0199436668590511e-18,1.048670910001595e-16,1.4068914566614641e-12,1.1163036251455789e-10,0.0017159388729432912,1.2834416930277306e-11,4.5570047131891867e-10,1.2386410259162233e-18,7.6462327746727e-18,1.2074089916260759e-11,2.8046304438789137e-12,3.76,0.0,0.8488675306383624,0.9999993459362307,4.212603539193896e-08,2.9255694385557904e-13,0.0017159455374413806,7.001777134417186e-08,1.1815350034999096e-06,4.659379936873697e-08,1.9531752220716017e-14,2.2726188383352005e-14,1.3708066213824294e-14
2.166997563915912e-07,0.6960501649211821,4.936117249209176e-07,6.7880673043905226e-09,2.9193174755475146e-08,6.753656011720202e-07,0.0,0.0,6.266857623128538e-07,2.3520250875829446e-10,2.301168400387385e-09,3.699300470341865e-13,4.349342608331567e-09,5.2328439126643705e-23,6.437230386244644e-17,1.8224875719208853e-12,1.0329293803150312e-11,3.787415548774926e-11,3.4586425971890663e-18,2.2614997964798305e-18,7.256039805858522e-10,2.273359124385889e-09,3.4404635175512264e-14,1.1395196321092214e-18,1.1408170794928765e-16,1.5510585822644993e-12,1.1834579947192556e-10,0.0017549495763722392,1.3661170640457783e-11,4.737147451396013e-10,1.3693623576769819e-18,8.260394113838118e-18,1.30039362905106e-11,3.0453221861292747e-12,3.76,0.0,0.848828470494249,0.999999329357983,4.475412231584165e-08,3.238076939407394e-13,0.0017549565492900243,7.155764775604307e-08,1.2283487137715502e-06,4.7372472459132304e-08,2.1127511271403395e-14,2.4676385599963724e-14,1.516799967908941e-14
2.2152165617744982e-07,0.6960550087250478,5.06117961626975e-07,6.975601003382446e-09,3.018180798628457e-08,7.07901396358119e-07,0.0,0.0,6.412048109287251e-07,2.459319727266252e-10,2.4676247159714184e-09,4.0418630607907306e-13,4.544968667020168e-09,5.709358032175319e-23,6.821445701264097e-17,1.9427797619250176e-12,1.1153301037867342e-11,4.09254489305491e-11,3.835237647044555e-18,2.4826529277542637e-18,7.656426875426575e-10,2.338310101950696e-09,3.679282468463427e-14,1.2698580495936324e-18,1.2386195309766372e-16,1.70619021161936e-12,1.2530071570559517e-10,0.0017939584779812082,1.4520167235000233e-11,4.919969392860468e-10,1.5103170153744868e-18,8.907966298662881e-18,1.398099995831732e-11,3.300320828978947e-12,3.76,0.0,0.8487894112036857,0.9999993126977124,4.7472349738242674e-08,3.575780169320824e-13,0.001793965766446178,7.310473167012394e-08,1.276092781753607e-06,4.8154722190868857e-08,2.281439803775512e-14,2.6749107658279374e-14,1.6745817662474284e-14
2.2634355596330842e-07,0.696059852420388,5.186814983769051e-07,7.163999705950934e-09,3.1176534167316224e-08,7.412506690094619e-07,0.0,0.0,6.55751964431769e-07,2.56907753138638e-10,2.6414650037826213e-09,4.406742740253233e-13,4.743506915478277e-09,6.217711355466655e-23,7.220141135690006e-17,2.0677662317514942e-12,1.2023118921097464e-11,4.414759581990396e-11,4.242581935028879e-18,2.719198765565802e-18,8.068665725153063e-10,2.403340260019972e-09,3.927934286923337e-14,1.4116553033590037e-18,1.3422873603057656e-16,1.8728359463630403e-12,1.3249780364143448e-10,0.0018329655778001675,1.5411878554958976e-11,5.105455980179187e-10,1.6620421593089913e-18,9.58991553535483e-18,1.5006422397194993e-11,3.570117160831917e-12,3.76,0.0,0.8487503527622609,0.9999992959549897,5.028127413387152e-08,3.940093162516859e-13,0.001832973188953958,7.465904637317719e-08,1.3247715343881021e-06,4.894056633415939e-08,2.4595549149529112e-14,2.8949446251502574e-14,1.84481777255428e-14
2.3116545574916703e-07,0.6960646960077369,5.313027421264225e-07,7.353270850276396e-09,3.2177247882155897e-08,7.75417053687331e-07,0.0,0.0,6.703274130451671e-07,2.681303463655894e-10,2.8227972397376617e-09,4.794799020756798e-13,4.944867420994462e-09,6.759372526831216e-23,7.63362449265418e-17,2.1975064534564977e-12,1.2940274742471425e-11,4.75460920245636e-11,4.6823889101743175e-18,2.9717862174811455e-18,8.492806739657337e-10,2.4684422600290323e-09,4.1865509337390625e-14,1.5656369799013266e-18,1.4520328754887945e-16,2.051558471444438e-12,1.3993971897361452e-10,0.0018719708758586579,1.6336773917120145e-11,5.293594232553748e-10,1.825090198960875e-18,1.0307211043797873e-17,1.6081337436126348e-11,3.855207626092739e-12,3.76,0.0,0.8487112951655444,0.9999992791293877,5.3181441640015656e-08,4.332477430481453e-13,0.0018719788168573047,7.622061629669157e-08,1.374389315106663e-06,4.973002265524256e-08,2.6474149720527427e-14,3.128260794176178e-14,2.0281964383159365e-14
2.3598735553502563e-07,0.6960695394876314,5.439820883645649e-07,7.54342161689848e-09,3.318385623774652e-08,8.10404210317309e-07,0.0,0.0,6.849313450632973e-07,2.796002522605529e-10,3.011726099893312e-09,5.206902154123477e-13,5.148962546104757e-09,7.335856434386813e-23,8.06220910827958e-17,2.3320591522071178e-12,1.390631601554055e-11,5.1126482573636785e-11,5.156425910368907e-18,3.241074328824295e-18,8.92889955404263e-10,2.5336094245034147e-09,4.4552625374904174e-14,1.7325585392335133e-18,1.5680715815957865e-16,2.2429334665336558e-12,1.4762908313406698e-10,0.0019109743721857978,1.7295320387980976e-11,5.484372667610485e-10,2.0000288910048797e-18,1.1060825023996535e-17,1.7206871152510448e-11,4.156094330167822e-12,3.76,0.0,0.8486722384090893,0.999999262220479,5.617338926418298e-08,4.754442590534432e-13,0.0019109826501999814,7.778946691247186e-08,1.4249504842825482e-06,5.052310892073173e-08,2.845343388541526e-14,3.375391511158066e-14,2.2254292600029387e-14
2.4080925532088424e-07,0.6960743828606089,5.567199223055586e-07,7.734458949499225e-09,3.419627766637514e-08,8.462158234837392e-07,0.0,0.0,6.995639469135501e-07,2.9131797412727876e-10,3.208353046394791e-09,5.643932999748021e-13,5.355706959954766e-09,7.9487253641531e-23,8.506213874493445e-17,2.4714823500239075e-12,1.4922810315863375e-11,5.489436117089529e-11,5.6665147546519235e-18,3.5277322489528004e-18,9.376993153062532e-10,2.5988356774988175e-09,4.734197500201322e-14,1.913205992410835e-18,1.6906221649753287e-16,2.447549516404016e-12,1.5556848564722942e-10,0.0019499760668102886,1.828798304412982e-11,5.677781227440851e-10,2.187441436894788e-18,1.1851732639732547e-17,1.8384141796119698e-11,4.473285044355596e-12,3.76,0.0,0.8486331824884299,0.9999992452278378,5.925764597624438e-08,5.2075469891665e-13,0.0019499846890255739,7.936562463881542e-08,1.4764594196438116e-06,5.131984290095143e-08,3.0536685344726945e-14,3.6368806930803224e-14,2.437251132596612e-14
2.4563115510674284e-07,0.6960792261272105,5.69516619966808e-07,7.926389574977607e-09,3.5214440841800906e-08,8.828556017974908e-07,0.0,0.0,7.142254032187705e-07,3.0328401869014e-10,3.4127764136753134e-09,6.106782900156202e-13,5.565017640597932e-09,8.599590171588535e-23,8.965963263218864e-17,2.6158334074569453e-12,1.5991345118377332e-11,5.885536975640797e-11,6.214532346002197e-18,3.8324392085017936e-18,9.83713596124618e-10,2.6641154904094818e-09,5.023482597679356e-14,2.108396585517652e-18,1.819906476918085e-16,2.6660080205854594e-12,1.6376048637416997e-10,0.0019889759597604196,1.931522521975815e-11,5.873811208631007e-10,2.3879265802891135e-18,1.2680912018371441e-17,1.9614259738147293e-11,4.8072932105247105e-12,3.76,0.0,0.8485941273990821,0.9999992281510385,6.243473369600231e-08,5.693398320116078e-13,0.0019889849333774873,8.094911675640731e-08,1.5289205166510327e-06,5.21202423728664e-08,3.272723791723946e-14,3.913284033889918e-14,2.6644207070437122e-14
2.5527495467846006e-07,0.6960889123434565,5.952880700592889e-07,8.312956638911316e-09,3.726775278066405e-08,9.586346052567019e-07,0.0,0.0,7.436356090396645e-07,3.2796311973499766e-10,3.845390625231401e-09,7.113556973648779e-13,5.991017201068132e-09,1.0022000880317215e-22,9.934021854572967e-17,2.919545468040045e-12,1.829098465058662e-11,6.737958361688748e-11,7.432140519313756e-18,4.498767532327549e-18,1.0793760567649275e-09,2.7948161378646108e-09,5.6336027253869896e-14,2.545836516785513e-18,2.0995794146331961e-16,3.14692151843062e-12,1.8091238607932468e-10,0.0020669703407487205,2.147529412600009e-11,6.273707009102212e-10,2.8305879329188407e-18,1.4458013531191314e-17,2.223743951821693e-11,5.527844046350807e-12,3.76,0.0,0.8485160196962923,0.9999991937432666,6.90694596475948e-08,6.770022948436874e-13,0.002066980038833002,8.413821717512565e-08,1.6367168680811135e-06,5.3732108952474575e-08,3.744383565139595e-14,4.513115456846186e-14,3.167958527942529e-14
2.6395437429300555e-07,0.6960976295797341,6.186873054522809e-07,8.663985752772566e-09,3.9134831787833505e-08,1.0297057111586367e-06,0.0,0.0,7.702052939230123e-07,3.510287267911574e-10,4.262332662430457e-09,8.117107408626882e-13,6.382407490418098e-09,1.1449313420596805e-22,1.0862491491246477e-16,3.2103028661580162e-12,2.055496597815852e-11,7.576945518820307e-11,8.677683032327904e-18,5.167210957384389e-18,1.1696408070438825e-09,2.9125839905567315e-09,6.219350094009381e-14,2.9981326870649205e-18,2.3766042236107126e-16,3.6333772629481514e-12,1.9723812826033097e-10,0.0021371591221873787,2.3542238661820316e-11,6.642516647350659e-10,3.280019709223033e-18,1.619816840929571e-17,2.479001650157922e-11,6.239122587131138e-12,3.76,0.0,0.8484457255614986,0.9999991624841945,7.536331635304718e-08,7.868139911256925e-13,0.0021371694970747273,8.703378000741127e-08,1.7370344471282433e-06,5.519550344488388e-08,4.2090234348296134e-14,5.1097895712532957e-14,3.681741754491693e-14
2.7263379390755104e-07,0.6961063464798516,6.422827805180843e-07,9.01800573771552e-09,4.101977866378675e-08,1.103518792786526e-06,0.0,0.0,7.968712626481792e-07,3.749069333587005e-10,4.705930496767524e-09,9.218641241847035e-13,6.780925582498956e-09,1.3027132354109904e-22,1.1847277838289164e-16,3.5178923847250746e-12,2.3013139309023212e-11,8.487497870879766e-11,1.0077887999853123e-17,5.905157123704677e-18,1.2638830415471508e-09,3.0304596468009586e-09,6.840538807146006e-14,3.511759770553658e-18,2.6790393996498316e-16,4.174611629317329e-12,2.1442095921375972e-10,0.002207342066622638,2.5728370667270784e-11,7.019739612288965e-10,3.781839097332654e-18,1.8077674119910615e-17,2.7530726393843246e-11,7.013134330393935e-12,3.76,0.0,0.8483754340495517,0.9999991309458576,8.19658260325517e-08,9.099679461273258e-13,0.002207353141888484,8.995356275784875e-08,1.8405062322682853e-06,5.6671051242637066e-08,4.713848664268032e-14,5.763976699902958e-14,4.2581745108026185e-14
2.8131321352209653e-07,0.6961150630470375,6.660764646252975e-07,9.37505023301999e-09,4.2922438308445744e-08,1.1800962855448515e-06,0.0,0.0,8.236345349312648e-07,3.9960081477820647e-10,5.17665573474947e-09,1.0423721985070117e-12,7.186168634912686e-09,1.4766769789570148e-22,1.2890478796867734e-16,3.842629479129425e-12,2.56754610503809e-11,9.473075934550372e-11,1.1645776769931565e-17,6.716932328926716e-18,1.3621298982030168e-09,3.1484250948243584e-09,7.497861002594795e-14,4.092705893593853e-18,3.0082909571621265e-16,4.774583388687566e-12,2.3247499440993192e-10,0.0022775191742050757,2.803635778875871e-11,7.405366180047489e-10,4.340112948047009e-18,2.0102347308737874e-17,3.046576097003993e-11,7.853079202225306e-12,3.76,0.0,0.8483051451336039,0.9999990991257904,8.887987733220766e-08,1.047588152985512e-12,0.0022775309735207994,9.289774739109536e-08,1.9471585386069126e-06,5.8158856678797816e-08,5.2609922568882376e-14,6.479356992577217e-14,4.9025888177556367e-14
2.89992633136642e-07,0.6961237792845446,6.900702875401492e-07,9.73515181847034e-09,4.484270608472122e-08,1.2594608454125414e-06,0.0,0.0,8.50496116486893e-07,4.251134802811078e-10,5.67495382381009e-09,1.173801560844075e-12,7.597756136361617e-09,1.6680148023640124e-22,1.3994253395883463e-16,4.1848254007885105e-12,2.8552083796106237e-11,1.0537188723014126e-10,1.3395000952293716e-17,7.606970059950263e-18,1.4644084116685046e-09,3.2664651436199955e-09,8.191998274982723e-14,4.747343928893816e-18,3.3657967548478106e-16,5.437378651057521e-12,2.5141418312949756e-10,0.0023476904450812114,3.046886536359225e-11,7.799396427223751e-10,4.95907925146079e-18,2.227804028400758e-17,3.3601232085238034e-11,8.762216907590572e-12,3.76,0.0,0.8482348587865964,0.9999990670215295,9.61083369120677e-08,1.2008551569861425e-12,0.002347702992216238,9.5866520630134e-08,2.0570178886654706e-06,5.965902439414731e-08,5.852644432726554e-14,7.259742597406653e-14,5.620596011965427e-14
2.986720527511875e-07,0.6961324951956498,7.14266147887991e-07,1.0098342209821018e-08,4.678051945035222e-08,1.341635344733667e-06,0.0,0.0,8.774570001402625e-07,4.514480726046574e-10,6.201245527968657e-09,1.3167289241846907e-12,8.015329152422805e-09,1.877982520604047e-22,1.5160822562943484e-16,4.544787727342345e-12,3.165335348658301e-11,1.1683393510461914e-10,1.5339855768612647e-17,8.579811950003358e-18,1.5707455867691229e-09,3.3845669792821514e-09,8.923622930324891e-14,5.482445549931815e-18,3.7530261739485093e-16,6.1672092301646616e-12,2.712523356761844e-10,0.0024178558793935506,3.3028559432871095e-11,8.201839422281252e-10,5.6431491538672144e-18,2.4610642989281226e-17,3.694317360085006e-11,9.743866964167776e-12,3.76,0.0,0.8481645749812575,0.9999990346306123,1.036540571144048e-07,1.3710071363984858e-12,0.0024178691982173852,9.886007334813928e-08,2.1701110159446137e-06,6.117165938249801e-08,6.491053761991984e-14,8.109079775902948e-14,6.418094201071732e-14
3.07351472365733e-07,0.6961412107836551,7.386659202421838e-07,1.0464652425449333e-08,4.873585099622143e-08,1.4266428689147751e-06,0.0,0.0,9.045181669044474e-07,4.786077676419224e-10,6.755928349409529e-09,1.471741004568931e-12,8.43854951150487e-09,2.1079021839741322e-22,1.6392469964713473e-16,4.9228208540715485e-12,3.498980666433964e-11,1.2915295682287107e-10,1.749529383334202e-17,9.640108941652494e-18,1.6811684604617964e-09,3.5027197910762225e-09,9.69339914599657e-14,6.305195526525075e-18,4.171479805113567e-16,6.968411053077832e-12,2.920031481747106e-10,0.0024880154772806214,3.5718109503882125e-11,8.612712494032155e-10,6.396909031185847e-18,2.710608524460773e-17,4.0497543667455816e-11,1.0801408725974846e-11,3.76,0.0,0.8480942936900985,0.9999990019505752,1.1151988236417457e-07,1.5593409667643223e-12,0.0024880295917648265,1.0187860007073724e-07,2.2864648681027617e-06,6.26968670334874e-08,7.178528310996775e-14,9.031451070324284e-14,7.301275868017434e-14
3.160308919802785e-07,0.6961499260518877,7.6327146106791e-07,1.0834112928842455e-08,5.070870265730259e-08,1.5145067138828406e-06,0.0,0.0,9.316805870213107e-07,5.065957741248253e-10,7.339377894928151e-09,1.6394344236062069e-12,8.867098950211697e-09,2.3591648156970475e-22,1.7691542911699506e-16,5.319226450359667e-12,3.8572167831708715e-11,1.4236548660731424e-10,1.9876939358256275e-17,1.0792622628740123e-17,1.7957041541822647e-09,3.6209144561758515e-09,1.0501984046104482e-13,7.223206265605625e-18,4.62268914575482e-16,7.845442619430712e-12,3.136802252228356e-10,0.002558169238877008,3.854019108940148e-11,9.032040568681907e-10,7.225122644042984e-18,2.9770339222204917e-17,4.427022730092379e-11,1.193828140202532e-11,3.76,0.0,0.8480240148854129,0.9999989689789531,1.1970865451321265e-07,1.7672132696140192e-12,0.0025581841730971267,1.0492229856970533e-07,2.406106609820759e-06,6.423475317242666e-08,7.917436804203064e-14,1.0031077523323418e-13,8.276635622943271e-14
