Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78)
8.170905643143967e-06,0.7116404920863129,0.004102853744275894,8.031850356143077e-05,0.00042996280704744075,0.05612490604740098,0.0,0.0,0.0015876000984693757,2.188362255625543e-05,0.0004043976558524004,6.255299706074791e-06,4.252788526404098e-05,5.554629021210941e-10,6.84463702261904e-08,1.6950964858961796e-06,0.00016247581563145897,0.0002637521470400705,1.3613378809107536e-07,1.0639917695102874e-08,0.0002140445203267076,9.754024275770986e-07,5.6347463899599064e-08,2.6893921968658415e-07,6.61659920782791e-08,5.707846432859011e-05,6.552985685383494e-05,0.062206042204819165,1.4933698059278429e-05,3.938987946263085e-05,2.975973575940137e-08,8.85946820423062e-09,1.906469054209566e-05,2.9301931754812804e-05,3.76,0.0,0.7207836995535926,0.9937402681360058,0.007775872801025092,7.117898426452722e-05,0.06312290283099323,0.0004931271274163532,0.06564706981685488,0.0002769345710068667,2.4129614729372592e-05,5.171186593317635e-05,0.00018519894190713998
8.202151553756331e-06,0.7118790164338239,0.004210140335417957,8.284049588209697e-05,0.0004433781423846364,0.0576001296111647,0.0,0.0,0.0016216153320581061,2.2771876508196054e-05,0.00041836771754597663,6.491694114916267e-06,4.394828405592773e-05,6.042833451466626e-10,7.255119862865117e-08,1.7569300639416418e-06,0.00016967357984477545,0.0002715926912839683,1.4484720262327346e-07,1.1255923718570687e-08,0.00022109574839641337,1.0251926650889445e-06,5.915662061243581e-08,2.8930950768138427e-07,7.048509301485193e-08,5.9536649592934484e-05,6.749914183486437e-05,0.06239309615244593,1.5359432589026052e-05,4.0340601513244965e-05,3.176205747073594e-08,9.365830528673263e-09,1.9628225208990382e-05,3.02387432901065e-05,3.76,0.0,0.718793688033431,0.9935621159959932,0.008008623850240057,7.425150530525236e-05,0.06334128849198127,0.0005063586407822766,0.06738302218934028,0.00028510680093254287,2.5468924620663844e-05,5.453160786876299e-05,0.0001953096334767
8.233397464368695e-06,0.7121224950224708,0.004319868862392729,8.544463013888254e-05,0.0004572083163548907,0.0591096966450074,0.0,0.0,0.0016560661071282835,2.3695311229511756e-05,0.00043283187094319636,6.737587118744761e-06,4.541444112980133e-05,6.573053020243119e-10,7.689784246849398e-08,1.8211909514003892e-06,0.00017718182309378903,0.00027963283553224775,1.5412726217297e-07,1.1905874714209006e-08,0.00022837225441806145,1.077609529105935e-06,6.212417539922264e-08,3.1122222780554727e-07,7.507018532359138e-08,6.212078172971843e-05,6.952044392831136e-05,0.06257867124043963,1.579536750882498e-05,4.130577241001288e-05,3.389840707863273e-08,9.899331501137578e-09,2.0206153670843363e-05,3.1203157172348215e-05,3.76,0.0,0.7167618628152548,0.9933790696578381,0.008248270529630201,7.745767771925816e-05,0.06355926736159118,0.0005199101475784151,0.0691598956493166,0.00029351529653673695,2.687955909027881e-05,5.7497753409105856e-05,0.000205945739656577
8.264643374981059e-06,0.7123710141206624,0.004432074002008242,8.813368047100354e-05,0.0004714649760281459,0.060654173664725614,0.0,0.0,0.0016909436333446457,2.4655123192535207e-05,0.0004478077937504037,6.993397597817741e-06,4.6927644476625244e-05,7.148802510810153e-10,8.15002140268089e-08,1.8879839138694784e-06,0.00018501256559081352,0.0002878759812271677,1.6401203125384053e-07,1.2591516680204666e-08,0.00023588094871403927,1.1327768631254572e-06,6.525955697602997e-08,3.3479227445144255e-07,7.993581380965361e-08,6.483846160998795e-05,7.159472044456847e-05,0.06276272910278001,1.624166016917943e-05,4.2285209280013816e-05,3.6177589519364306e-08,1.0461271163843747e-08,2.079871915208496e-05,3.2195857415086426e-05,3.76,0.0,0.7146874794346616,0.993191004097957,0.008495006600272187,8.080309513018089e-05,0.06377683794225518,0.0005337871387982057,0.07097838890540759,0.0003021661626979997,2.8365049486869254e-05,6.0617286691052164e-05,0.00021713240243495074
8.295889285593422e-06,0.7126246597218218,0.004546789631939964,9.091051429300976e-05,0.00048615997120854507,0.06223412346969113,0.0,0.0,0.0017262383455053298,2.5652531663947877e-05,0.00046331378288472826,7.259564606730193e-06,4.8489201677033265e-05,7.773878360176532e-10,8.63729893508036e-08,1.9574184383187278e-06,0.0001931781672732974,0.00029632549809777435,1.7454224210108328e-07,1.3314677060874584e-08,0.0002436289392393855,1.1908229650519922e-06,6.857273113063157e-08,3.601427480099865e-07,8.509713316546645e-08,6.76977829956367e-05,7.372291968904482e-05,0.06294523058503039,1.6698466664623402e-05,4.327870713608177e-05,3.8608962385018204e-08,1.1052998492969148e-08,2.140616158231209e-05,3.321753690199324e-05,3.76,0.0,0.712569794671221,0.9929977916310712,0.00874903017118437,8.429355432341712e-05,0.06399399921174881,0.0005479950477690059,0.07283919746197735,0.00031106558950948286,2.992907808765796e-05,6.389747272239098e-05,0.00022889578939798872
8.327135196205786e-06,0.7128835174220454,0.0046640487308382324,9.377809495861588e-05,0.0005013053473077226,0.06385010423901769,0.0,0.0,0.0017619398918330888,2.668877772284715e-05,0.00047936877366320103,7.536548372965728e-06,5.0100438744968455e-05,8.452379595131894e-10,9.153164519962829e-08,2.0296089203765745e-06,0.00020169132776405533,0.00030498471833066655,1.8576148710151117e-07,1.4077268056363823e-08,0.0002516235363110283,1.2518806222730549e-06,7.207422614256908e-08,3.874054926339593e-07,9.056991610085049e-08,7.070736315600417e-05,7.590597881431003e-05,0.0631261357465642,1.7165941691063827e-05,4.4286038402952716e-05,4.12024673207919e-08,1.1675912060758785e-08,2.2028717046375458e-05,3.4268896940400795e-05,3.76,0.0,0.7104080675411865,0.992799301886443,0.009010543704911765,8.79350598279556e-05,0.06421075066652066,0.0005625392374453299,0.07474301256296818,0.00032021984680900416,3.157548239141418e-05,6.734586418933506e-05,0.0002412631209230685
8.35838110681815e-06,0.713147672291285,0.004783883273551349,9.673948444081638e-05,0.0005169133371992632,0.06550266858327354,0.0,0.0,0.001798037124057414,2.7765123151594658e-05,0.0004959923593313258,7.82483134014667e-06,5.176269882844406e-05,9.188730098591819e-10,9.6992497102807e-08,2.104674854983765e-06,0.00021056508552749393,0.0003138569305306219,1.9771642473961953e-07,1.4881290044973629e-08,0.00025987225737311465,1.3160871336652118e-06,7.577515883820007e-08,4.1672166343172246e-07,9.637055985052487e-08,7.387637505167485e-05,7.81448215499636e-05,0.06330540386431685,1.764423840741153e-05,4.5306952480834604e-05,4.396866283204055e-08,1.2331460588035148e-08,2.2666617209479305e-05,3.53506467689134e-05,3.76,0.0,0.7082015603448941,0.9925954017864053,0.009279754015134693,9.173382837447576e-05,0.06442709236756863,0.0005774249869329392,0.07669052008084061,0.00032963527802619874,3.3308259328683114e-05,7.097030801588695e-05,0.00025426269682652243
8.389627017430514e-06,0.7134172087379533,0.004906324121402121,9.979784602153704e-05,0.000532996351999944,0.06719236255126898,0.0,0.0,0.0018345180894382195,2.888284919461825e-05,0.0005132048109144997,8.124919257260062e-06,5.347734076009057e-05,9.987702258885414e-10,1.0277273847643837e-07,2.1827410300469577e-06,0.00021981281617325921,0.00032294537347871816,2.1045699986883625e-07,1.572883512148228e-08,0.00026838283179028564,1.3835843170860183e-06,7.968726123926785e-08,4.48242324046128e-07,1.025160908904688e-07,7.721458112373013e-05,8.044035580833512e-05,0.06348299343815882,1.8133508302606177e-05,4.634117534972298e-05,4.691875852435145e-08,1.3021143373877255e-08,2.332008871744089e-05,3.646350301718909e-05,3.76,0.0,0.7059495397697637,0.9923859555274115,0.009556872255722213,9.569629320792587e-05,0.06464302498894625,0.0005926574772244863,0.07868239934987661,0.0003393182933053906,3.513156936434261e-05,7.4778951626427e-05,0.00026792392232638605
8.420872928042878e-06,0.7136922103668843,0.0050314009074711175,0.00010295644698332615,0.0005495669707234314,0.06891972459157968,0.0,0.0,0.0018713700248816291,3.0043255180647077e-05,0.0005310270973734251,8.43734231509526e-06,5.52457374502556e-05,1.0854442051949641e-09,1.0889048072884419e-07,2.2639377226791687e-06,0.00022944822985937217,0.0003322532296972828,2.240366791414021e-07,1.662209075491475e-08,0.0002771632056597075,1.4545185008341358e-06,8.382290775678662e-08,4.821290755284802e-07,1.090241676920413e-07,8.073236872239208e-05,8.279347116453724e-05,0.06365886219798708,1.8633901069207925e-05,4.738840921777409e-05,5.00646507956993e-08,1.3746510588534651e-08,2.398935257238693e-05,3.7608189116024717e-05,3.76,0.0,0.7036512780497064,0.9921708245638584,0.00984211390063747,9.982910823168685e-05,0.06485854986897875,0.0006082417761291807,0.08071932194326153,0.0003492753618621348,3.704974046545911e-05,7.878024885932644e-05,0.0002822773331706948
8.452118838655242e-06,0.7139727598305835,0.005159141916857396,0.00010621866129479397,0.0005666379287524612,0.07068528446861465,0.0,0.0,0.0019085793532972527,3.124765700422336e-05,0.0005494809060423024,8.762656331078196e-06,5.7069274115590475e-05,1.1794495602821894e-09,1.1536479427266695e-07,2.3484008975671906e-06,0.0002394853677479071,0.0003417836188328076,2.3851270245151816e-07,1.7563343569300366e-08,0.0002862215466315324,1.5290404974889014e-06,8.819514287493951e-08,5.185547173614528e-07,1.1591308134152199e-07,8.444078720389477e-05,8.520503620986415e-05,0.06383296711263332,1.9145564484793175e-05,4.844833221701764e-05,5.341895999493952e-08,1.4509163414957843e-08,2.4674623484305354e-05,3.878543465593364e-05,3.76,0.0,0.7013060541815718,0.9919498675949342,0.010135698714089984,0.00010413915195934807,0.06507366906426368,0.0006241828223810498,0.0828019503935332,0.0003595130035309041,3.906727190524691e-05,8.298296547578953e-05,0.0002973546197718117
8.483364749267606e-06,0.7142589386737441,0.005289573961906882,0.0001095879722806691,0.0005842221050762429,0.07248956213319518,0.0,0.0,0.001946131682343935,3.249738546275742e-05,0.0005685886633261133,9.101443983626465e-06,5.8949346336293955e-05,1.2813837268237115e-09,1.2221575034454466e-07,2.4362724069581983e-06,0.0002499385974676387,0.00035153959086989896,2.539463512638617e-07,1.8554983251027985e-08,0.0002955662487262342,1.6073055584731912e-06,9.281770926226727e-08,5.577039414169786e-07,1.2320175385298968e-07,8.835158671846866e-05,8.767589577805146e-05,0.06400526440068804,1.966864430245486e-05,4.952059814964031e-05,5.699506905549046e-08,1.5310754023671217e-08,2.537610919902227e-05,3.99959746924749e-05,3.76,0.0,0.6989131551991007,0.9917229405547775,0.010437850710320079,0.00010863353124907682,0.06528838540652508,0.0006404854089127458,0.08493093685618043,0.0003700377794611365,4.1188837871709174e-05,8.739618420448057e-05,0.00031318865017714026
8.51461065987997e-06,0.7145508271710103,0.005422722252420245,0.00011306797526645599,0.0006023325082408809,0.07433306654778994,0.0,0.0,0.001984011805707346,3.3793784445877775e-05,0.0005883735556307223,9.454316097077725e-06,6.088735793549862e-05,1.3918899276426285e-09,1.294644635164142e-07,2.527700191708519e-06,0.00026082260753985785,0.0003615241191913797,2.704032347125565e-07,1.9599506586460627e-08,0.00030520593713592395,1.6894733076206337e-06,9.770507623969395e-08,5.997740595543754e-07,1.3090973400436348e-07,9.247725870545588e-05,9.020686804449682e-05,0.06417570954333925,2.0203284151768294e-05,5.0604836287998004e-05,6.080716360700895e-08,1.6152985365097396e-08,2.6094009803337454e-05,4.124054899667953e-05,3.76,0.0,0.696471877504663,0.9914898966062321,0.010748798102392756,0.00011331958479455992,0.06550270256238312,0.0006571541652845945,0.08710692171638115,0.000380856281918864,4.341929084726867e-05,9.20293092588223e-05,0.0003298134916964582
8.545856570492333e-06,0.7148485041580105,0.0055586102608758915,0.00011666238018674948,0.0006209822609620616,0.0762162944667401,0.0,0.0,0.002022203707047744,3.513820897437561e-05,0.0006088595504968309,9.821912978160621e-06,6.288471867468352e-05,1.51166029532551e-09,1.3713313476423365e-07,2.6228384827877035e-06,0.00027215240072575017,0.000371740093501815,2.8795359436337655e-07,2.0699521633501503e-08,0.00031514947299531064,1.775707651971418e-06,1.0287246852692842e-07,6.449757654694765e-07,1.3905719053015032e-07,9.683107810373046e-05,9.279874149917875e-05,0.06434425729932489,2.0749625451640512e-05,5.170065123141981e-05,6.487027356114574e-08,1.7037610762872923e-08,2.6828517008225075e-05,4.251990124902374e-05,3.76,0.0,0.6939815282588452,0.9912505861385069,0.011068773239373365,0.00011820488634555088,0.06571662509609157,0.000674193539261678,0.08933053213910389,0.0003919751231514364,4.5763664723391885e-05,9.689207026018412e-05,0.00034726443099607825
8.577102481104697e-06,0.715152046855704,0.00569725958272986,0.00012037501414528759,0.0006401845833511223,0.07813972917201639,0.0,0.0,0.0020606905667498445,3.6532023086655866e-05,0.0006300714179060285,1.020490580488224e-05,6.49428417594856e-05,1.6414391555517499e-09,1.4524509494049215e-07,2.7218480025804825e-06,0.0002839432862563712,0.0003821903126340093,3.0667262853348293e-07,2.1857752030805857e-08,0.00032540595810641215,1.8661766679712575e-06,1.0833589518052224e-07,6.935339312963732e-07,1.4766490251012377e-07,0.00010142714727671281,9.545227179471281e-05,0.06451086172209584,2.1307807336514388e-05,5.280762282274719e-05,6.92003161600523e-08,1.7966433291186944e-08,2.7579813411191086e-05,4.3834778175521844e-05,3.76,0.0,0.6914414268277238,0.9910048567690661,0.011398012531255018,0.0001232972476301749,0.06593015853528796,0.0006916077775351876,0.09160238056304432,0.00040340092327347074,4.822717761188797e-05,0.00010199452549654608,0.00036557799246018886
8.608348391717061e-06,0.7154615306881161,0.005838689791882922,0.0001242098239138123,0.0006599527747079211,0.08010383916527287,0.0,0.0,0.002099454771598725,3.797659757128442e-05,0.0006520347517242797,1.0603998068597742e-05,6.70631411508679e-05,1.7820264722377966e-09,1.5382484847634374e-07,2.824896165278484e-06,0.0002962108709093472,0.0003928774772603925,3.2664083705739674e-07,2.3077041448301202e-08,0.0003359847395994511,1.96105246120711e-06,1.1411217862839392e-07,7.456884393387342e-07,1.5675424680094212e-07,0.00010628044164128213,9.81681784717432e-05,0.06467547617928684,2.1877966597447395e-05,5.392530612741031e-05,7.381414046817142e-08,1.8941304918738927e-08,2.8348071739072894e-05,4.518592862465416e-05,3.76,0.0,0.6888509062874175,0.9907525533500874,0.011736756361008792,0.00012860472095034046,0.06614330943978723,0.0007094009055881605,0.0939230631391421,0.0004151402971331392,5.0815234312242705e-05,0.000107347064442659,0.0003847919546101517
8.639594302329425e-06,0.715777029093576,0.005982918291436125,0.00012817087835575276,0.0006803001938366904,0.08210907681720088,0.0,0.0,0.002138477927496234,3.9473307544963454e-05,0.0006747759912452076,1.1019927069906476e-05,6.924702867729139e-05,1.9342814544516893e-09,1.6289811711762303e-07,2.9321572756029458e-06,0.0003089710488999949,0.00040380418253368425,3.4794438737417623e-07,2.4360358182606605e-08,0.00034689541451056634,2.0605109977824433e-06,1.2021898369698298e-07,8.016950491667038e-07,1.6634718236772194e-07,0.00011140685697874696,0.00010094714156469224,0.06483805337458749,2.246023763962795e-05,5.505323147767591e-05,7.872957327895858e-08,1.9964125401560413e-08,2.9133454072771378e-05,4.6574102584007707e-05,3.76,0.0,0.6862093149852315,0.9904935179798412,0.012085248983131737,0.00013413560142089246,0.06635608547343921,0.0007275767067099411,0.09629315811471378,0.000427199840119281,5.353342839204427e-05,0.00011296040946426062,0.0004049453643633433
8.670840212941789e-06,0.7160986133295995,0.006129960159889477,0.00013226237075965666,0.000701240237844315,0.08415587697544237,0.0,0.0,0.002177740875321187,4.102352987607554e-05,0.0006983224427924605,1.1453465468883235e-05,7.149591094433542e-05,2.099126323734859e-09,1.7249188347646062e-07,3.0438127250494386e-06,0.0003222399905585994,0.0004149729106837838,3.7067550278785274e-07,2.5710799900822014e-08,0.00035814783425505535,2.1647319054158477e-06,1.2667484651842113e-07,8.618263001573849e-07,1.7646623138492693e-07,0.0001168232583936814,0.0001037897980917707,0.06499854537210566,2.3054752457929288e-05,5.6190904584511465e-05,8.396546639852964e-08,2.1036840906695526e-08,2.9936111055617908e-05,4.800005013569243e-05,3.76,0.0,0.6835160181564227,0.9902275900193688,0.012443738408076013,0.00013989842882252955,0.06656849547905393,0.0007461387001684026,0.09871322416455114,0.0004395861128716373,5.638754383529691e-05,0.00011884561662559499,0.00042607854890444
8.702086123554152e-06,0.7164263522716051,0.006279827992974448,0.00013648862106616956,0.0007227863193842205,0.08624465553259306,0.0,0.0,0.002217223710023882,4.262864045480715e-05,0.0007227023013372904,1.190542289000323e-05,7.381118603912245e-05,2.2775502389634307e-09,1.8263443415681916e-07,3.1600511847961885e-06,0.00033603412977011596,0.0004263860236004616,3.949328737199345e-07,2.7131598535982963e-08,0.0003697521089728044,2.2738982423412816e-06,1.334992031962458e-07,9.263724493811978e-07,1.87134456990693e-07,0.00012254753087282243,0.00010669673843409681,0.0651569036233094,2.3661640632131046e-05,5.7337806719294925e-05,8.954174525779634e-08,2.2161442348597446e-08,3.075618108729992e-05,4.9464520349801475e-05,3.76,0.0,0.6807703995953072,0.9899546061148357,0.01281247627195408,0.00014590198903801003,0.06678054955638416,0.0007650901185540444,0.10118379867066744,0.0004523056248587951,5.9383556211223256e-05,0.00012501407551636113,0.0004482331249339874
8.733332034166516e-06,0.7167603122056906,0.006432531741349375,0.00014085407797121034,0.000744951842313336,0.08837580795611386,0.0,0.0,0.0022569058030310054,4.429001131179564e-05,0.0007479446720842598,1.2376647581954186e-05,7.619424002793498e-05,2.4706133741783882e-09,1.933554021881518e-07,3.281068794369293e-06,0.00035037015015756934,0.0004380457554341266,4.2082209272807866e-07,2.8626125337236657e-08,0.00038171861172038417,2.388196232098098e-06,1.4071241809928108e-07,9.956424445424431e-07,1.9837543759594827e-07,0.00012859863138131727,0.00010966850260977301,0.06531307899663029,2.428102934346079e-05,5.8493394967361386e-05,9.547945879342415e-08,2.3339963420090865e-08,3.1593789505496096e-05,5.09682601154126e-05,3.76,0.0,0.677971863379085,0.9896744002259694,0.01319171769093123,0.00015215531504079947,0.06699225914313495,0.0007844338843156151,0.10370539595272915,0.00046536481679122207,6.252763331405431e-05,0.00013147750801133812,0.00047145200505180573
8.76457794477888e-06,0.7171005566157344,0.006588078544427912,0.00014536332088681142,0.0007677501757343917,0.09054970778227088,0.0,0.0,0.0022967658280208694,4.6009007588234965e-05,0.0007740795919747016,1.2868028132348303e-05,7.864644324656419e-05,2.6794511429033274e-09,2.0468580847668804e-07,3.4070693451113726e-06,0.00036526496999591076,0.0004499542052496725,4.484561140076445e-07,3.019789607748309e-08,0.0003940579824819723,2.5078149623259216e-06,1.4833581164442713e-07,1.069964931469714e-06,2.1021323766942744e-07,0.00013499664241737612,0.00011270557644982636,0.06546702180980533,2.4913043414122073e-05,5.965710255511658e-05,1.0180083052591526e-07,2.4574478299886998e-08,3.244904775760497e-05,5.251201290888008e-05,3.76,0.0,0.6751198356424238,0.9893868036609935,0.013581721099737213,0.00015866768740508148,0.06720363709895116,0.0008041725855128793,0.10627850545158325,0.0004787700418401235,6.582613522232656e-05,0.0001382479658733489,0.0004957794010263946
8.795823855391244e-06,0.7174471459651443,0.0067464725606539945,0.0001500210617398984,0.0007911946264011616,0.09276670507654257,0.0,0.0,0.002336781790111166,4.778698436142147e-05,0.0008011380510542377,1.3380495237149865e-05,8.116914638421006e-05,2.905278560340002e-09,2.1665810195876438e-07,3.5382644574553287e-06,0.0003807357258490432,0.0004621133297711721,4.779557380215645e-07,3.185057642083022e-08,0.0004067811319688182,2.6329460457254476e-06,1.563916874202835e-07,1.1496892954201008e-06,2.2267237494191763e-07,0.00014176282692880142,0.00011580838768402986,0.06561868186502791,2.5557805371480283e-05,6.0828339252163214e-05,1.0852931075028302e-07,2.5867099018934688e-08,3.3322052565187185e-05,5.409651749944051e-05,3.76,0.0,0.672213766400453,0.9890916451184848,0.013982748073754048,0.0001654486343059745,0.06741469779231123,0.0008243084508185445,0.10890358986868491,0.0004925275456367871,6.928561372438122e-05,0.0001453378271079933,0.0005212608236961885
8.827069766003608e-06,0.7178001374736079,0.006907714794582633,0.0001548321465880706,0.0008152984094701537,0.09502712486326476,0.0,0.0,0.0023769310584820526,4.962528333081874e-05,0.0008291520136472844,1.3915023524421312e-05,8.376367636315746e-05,3.1493947324788657e-09,2.2930619811532852e-07,3.6748737509622362e-06,0.00039679975492911524,0.00047452493625794957,5.094501218175852e-07,3.358798745172478e-08,0.000419899245174389,2.7637832414131117e-06,1.6490335849483332e-07,1.2351867352103245e-06,2.3577778399775305e-07,0.00014891968447593336,0.00011897730194577934,0.06576800848697205,2.6215435538572383e-05,6.2006491849581e-05,1.1568962974114462e-07,2.721997246836648e-08,3.421288508398078e-05,5.5722506592453993e-05,3.76,0.0,0.669253131417444,0.9887887507365966,0.014395063134167272,0.00017250793097888154,0.067625457190232,0.0008448433238082031,0.11158108326464102,0.0005066434450316441,7.291281105512475e-05,0.00015275979097675722,0.0005479430792444027
8.858315676615972e-06,0.7181595848892679,0.007071802921173917,0.00015980155703023368,0.0008400746175886869,0.09733126552762777,0.0,0.0,0.0024171904024364527,5.152522937086093e-05,0.0008581544392780748,1.447263343176056e-05,8.643133201798545e-05,3.413187458577909e-09,2.426655154814826e-07,3.817125006042344e-06,0.0004134745761840021,0.00048719067555529815,5.430773154892061e-07,3.5414111367030686e-08,0.0004334237846496376,2.9005220349873614e-06,1.7389517274189456e-07,1.326851368917945e-06,2.4955477624862404e-07,0.00015649100850526556,0.00012221261870640356,0.06591495056374488,2.6886052152591666e-05,6.319092471517662e-05,1.233078518596175e-07,2.8635277032462425e-08,3.5121610062586594e-05,5.739070541092296e-05,3.76,0.0,0.6662374341180267,0.9884779441500975,0.014818933535703247,0.00017985559860716335,0.06783593295066292,0.0008657786365843967,0.11431138912051365,0.0005211237055974857,7.671465788769961e-05,0.00016052687157376048,0.0005758742615865004
8.889561587228336e-06,0.7185255382567776,0.007238731107757678,0.0001649344113887196,0.0008655361883162888,0.09967939719349767,0.0,0.0,0.0024575360308771365,5.34881269578951e-05,0.0008881793032743292,1.5054393136555372e-05,8.917337957972683e-05,3.6981379306458112e-09,2.5677300975994547e-07,3.965254316240992e-06,0.00043077787012608693,0.0005001120353658026,5.789848251164344e-07,3.7333097331624346e-08,0.0004473664934600058,3.0433591757386227e-06,1.8339253701274871e-07,1.4251013696069778e-06,2.640289963140211e-07,0.00016450194457638,0.00012551456715052112,0.06605945659081396,2.75697715129715e-05,6.438098042617543e-05,1.3141143043418245e-07,3.0115218830929685e-08,3.6048275003157735e-05,5.91018302162732e-05,3.76,0.0,0.6631662075373845,0.9881590465556871,0.015254629036515645,0.00018750190260777473,0.0680461445174203,0.0008871153827885742,0.11709487836597123,0.000535974117867182,8.06982705225691e-05,0.000168652389870598,0.0006051037406081404
8.9208074978407e-06,0.7188980436817592,0.007408489834178388,0.00017023596563833568,0.0008916958698838681,0.1020717600808995,0.0,0.0,0.0024979436351564186,5.5515256479873025e-05,0.000919261616986274,1.5661420537916374e-05,9.19910479721753e-05,4.005825510514634e-09,2.7166720512287274e-07,4.11950622993735e-06,0.00044872745742300166,0.0005132903337898303,6.173302023836018e-07,3.934926749725048e-08,0.0004617393977828507,3.1924921695759593e-06,1.9342193997133655e-07,1.5303801292250186e-06,2.7922637486393736e-07,0.00017297904936196466,0.0001288833020053272,0.06620147471794588,2.826670816065462e-05,6.557598047946815e-05,1.4002926327167975e-07,3.1662027555890996e-08,3.699290932765818e-05,6.0856586769746854e-05,3.76,0.0,0.6600390163064126,0.9878318767860519,0.015702421649830253,0.00019545735028515349,0.06825611321748175,0.0009088540900627739,0.11993188737883187,0.0005512002723028636,8.487094721567832e-05,0.00017714996413353173,0.0006356821459920186
8.952053408453063e-06,0.7192771430922394,0.007581065711683617,0.00017571161405660244,0.0009185661853031677,0.10450856284737613,0.0,0.0,0.0025383884352294865,5.7607870438636716e-05,0.0009514374475503293,1.6294885288868648e-05,9.488552392943759e-05,4.337932561805387e-09,2.8738822226285713e-07,4.280133880273308e-06,0.00046734127627882287,0.0005267267131862472,6.582816609129595e-07,4.1467123183420544e-08,0.00047655480910093975,3.3481187264124387e-06,2.0401097340371768e-07,1.6431574484939727e-06,2.951730780125487e-07,0.00018195035021656894,0.00013231889933797657,0.06634095279918102,2.8976975090083806e-05,6.677522607914848e-05,1.4919174863786482e-07,3.3277951890306196e-08,3.7955523553479214e-05,6.265566873614116e-05,3.76,0.0,0.65685545866738,0.9874962513931423,0.0161625853770086,0.0002037326878245076,0.06846586236042873,0.0009309947920312612,0.12282271596101285,0.000566807533000881,8.924016358686002e-05,0.00018603349861777231,0.0006676613463744716
8.983299319065427e-06,0.7196628739976828,0.007756441301174479,0.0001813668895683003,0.0009461593948475617,0.10698998091781749,0.0,0.0,0.0025788452290164596,5.9767189555887444e-05,0.0009847439371233866,1.695601087708253e-05,9.785794694583657e-05,4.696249310583699e-09,3.0397780273145315e-07,4.447399102102979e-06,0.000486637358642295,0.0005404221344067538,7.02018719173587e-07,4.369135121803215e-08,0.0004918253259445435,3.5104361609499773e-06,2.1518835180516576e-07,1.7639307502748024e-06,3.1189545338619917e-07,0.00019144540508451765,0.00013582135233653034,0.06647783844585789,2.970068399538787e-05,6.797799900069292e-05,1.5893084152949376e-07,3.4965254496132036e-08,3.893610848241626e-05,6.449975603203143e-05,3.76,0.0,0.6536151685151689,0.9871519847411341,0.01663539592174797,0.00021233889659672214,0.06867541733979154,0.0009535369998810959,0.1257676252963752,0.0005828010101449634,9.381356704954994e-05,0.00019531717044481796,0.0007010944235772052
9.014545229677791e-06,0.720055269246318,0.007934594931492735,0.00018720746375634455,0.0009744874569343036,0.10951615480774195,0.0,0.0,0.002619288444851638,6.199439879517711e-05,0.0010192193215102794,1.7646076752107572e-05,0.00010090940407138225,5.082678704784554e-09,3.214793290825569e-07,4.621572534730253e-06,0.0005066338052869004,0.0005543773714593867,7.487328696245566e-07,4.602683043412665e-08,0.0005075638351314575,3.6796407460341614e-06,2.269839300413499e-07,1.8932263135294051e-06,3.2941997302479446e-07,0.0002014953624911402,0.0001393905670912259,0.06661207908268693,3.0437945552161468e-05,6.91835625307344e-05,1.6928011004176552e-07,3.6726206562362915e-08,3.9934634407207994e-05,6.638951312103692e-05,3.76,0.0,0.6503178174586842,0.9867988891095578,0.017121130385197927,0.00022128718874840416,0.06888480573601342,0.0009764796736296213,0.12876683589643656,0.0005991855312288643,9.859897020320747e-05,0.0002050154145708679,0.0007360356416662571
9.045791140290155e-06,0.7204543567814913,0.00811550051847612,0.00019323914650997185,0.0010035619874478143,0.11208718844539775,0.0,0.0,0.0026596921968710992,6.429064331350096e-05,0.001054902948103746,1.8366420496739035e-05,0.00010404092456822584,5.499241238569446e-09,3.3993784031874476e-07,4.802933709182558e-06,0.0005273487598159345,0.0005685930066586412,7.98628273528618e-07,4.84786383177798e-08,0.0005237835124510444,3.855927018011436e-06,2.3942871887357883e-07,2.0316005246314723e-06,3.477731733122595e-07,0.00021213302133432543,0.00014302635839411363,0.06674362200685982,3.118886973614964e-05,7.039116248097787e-05,1.802747916161628e-07,3.856308190520226e-08,4.095105034002297e-05,6.832558725912586e-05,3.76,0.0,0.6469631168965656,0.9864367748070655,0.017620066941841324,0.00023058900205211362,0.0690940574207147,0.000999821193176127,0.13182052554041002,0.0006159656110794117,0.00010360434313064633,0.00021514290675726688,0.0007725404105994123
