Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309)
0.0011439946930246214,0.25281829231707026,3.76,0.0,0.012084276717440142,0.3166318236879247,0.6746278362767557,0.04069895614040767,5.8227773171524265e-05,0.12508594252400462,0.4694018785326652,1.0613826549436637e-12,0.17392496576250321,1.702652768665124e-08,2.9009214560486507e-05,0.5506746875402678,0.0026499557678824966,0.0034270106082027393,6.459072823599179e-05,6.567593737774067e-05,0.22442469032951257,5.700173371406211e-05,2.0078593909782377e-05,0.022039772776149432,0.016937464798077378,8.831202258228804e-06,6.546912968938866e-06,0.00018282793195516575,5.042198416450099e-07,0.0383960104307209,3.0931838087417004e-09,0.014281978176706622,4.639656013863567e-06,0.00019268736827594805,3.350526079689176e-05,5.348563826051577e-07,0.00030795652021857743,0.023007292903931182,0.000890588437657272,0.004264963022521637,3.841876603979352e-10,9.117662495872427e-10,0.010672964038444442,5.993218423348194e-05,2.0248175750388463e-08,1.82068156613737e-06,1.9933147657057963e-06,0.002523799803159432,3.0735608583129353e-06,2.23087357372532e-13,7.664757461511849e-11,0.015515743388054715,9.809433359150573e-07,5.151598197159822e-08,0.0005016839398133899,4.6521762995183955e-11,2.319581044075669e-12,3.469295404910979e-10,3.497613203840113e-05,4.765837629902987e-07,1.3821890591411912e-05,1.6353068766363558e-07
0.0011460496249765775,0.25287363303219357,3.76,0.0,0.011955845842206476,0.3154118010533263,0.6755817042596978,0.04082206068251121,5.782184636984778e-05,0.12485448498701858,0.47020545488112103,1.0549847092979072e-12,0.17402539611885695,1.6982983910373772e-08,2.8846722750955745e-05,0.5523511167244003,0.0026336155601411806,0.003389649278656045,6.42449320009242e-05,6.548779843839803e-05,0.22393114461765293,5.6713532917037496e-05,1.9990478633297062e-05,0.02198923834734157,0.016966133734281626,8.779264574215951e-06,6.515062338343352e-06,0.0001812927271084664,4.994790535157e-07,0.03842788364528018,3.054723196864803e-09,0.01421999280300468,4.618421767540023e-06,0.00019100835561751417,3.330287204490931e-05,5.280371950285354e-07,0.00030676726821597867,0.022847038248185153,0.0008903586382734755,0.004262481396267506,3.8446820129940284e-10,9.037759865779137e-10,0.010687777899095566,5.9671632375460514e-05,2.019563719576022e-08,1.808672242025176e-06,1.9944242304713797e-06,0.002541302853109179,3.0909786369639817e-06,2.216486929459594e-13,7.601640455955928e-11,0.015596818820672396,9.818930894937218e-07,5.1569585519380534e-08,0.0005032539131602177,4.666763494709653e-11,2.290007645400774e-12,3.459709428357585e-10,3.483509295118114e-05,4.768871238961667e-07,1.3802480579283558e-05,1.6309325563902033e-07
0.0011481045569285337,0.25292857331031254,3.76,0.0,0.011829439206178937,0.3142017345552061,0.6765268584023723,0.04094461939300657,5.7419621500248794e-05,0.12462494282958886,0.47100350572707883,1.048646827275917e-12,0.17412515298216188,1.6939718693072398e-08,2.8685346414222778e-05,0.5540160030318797,0.0026174336770507832,0.003352805537724066,6.390226159407401e-05,6.530036066024425e-05,0.2234410845041577,5.642764116723619e-05,1.9902972874573013e-05,0.021938838597516604,0.01699455483024767,8.727702969613751e-06,6.483428736251192e-06,0.00017977397631324982,4.948017962478797e-07,0.03845869100997495,3.0168560229664735e-09,0.01415796595537803,4.597328192652815e-06,0.00018934910990717077,3.3100631088331975e-05,5.213286615492509e-07,0.000305583700460964,0.022687452329674274,0.0008901165327166745,0.004259890247374674,3.847383703751363e-10,8.958814125025421e-10,0.010702313187178366,5.94118134677572e-05,2.014283762032545e-08,1.7967589977221207e-06,1.9954483510932864e-06,0.002558730914369187,3.108239361298699e-06,2.2022137328412722e-13,7.539189694208985e-11,0.015677521646742257,9.827859499078744e-07,5.162019888861947e-08,0.0005048110415184238,4.681231310244319e-11,2.2609141299527874e-12,3.4500644228202974e-10,3.469492675094404e-05,4.771700720882891e-07,1.3782689410241442e-05,1.6265674650884822e-07
0.00115015948888049,0.25298311641024324,3.76,0.0,0.011705016082754325,0.3130015138747684,0.6774634058451191,0.041066636766140814,5.702107258435418e-05,0.12439729417808881,0.4717960604621776,1.042368563379024e-12,0.17422424412983195,1.6896733498828913e-08,2.8525084053218703e-05,0.5556694328289734,0.002601408354672832,0.0033164717026525335,6.356268479388634e-05,6.51136304790068e-05,0.2229544855975652,5.614404179328798e-05,1.981607515523691e-05,0.021888575386327415,0.017022731186140713,8.67651712708356e-06,6.452012195183615e-06,0.0001782715252274157,4.901870330556667e-07,0.03848844880248691,2.979572332360328e-09,0.014095906372289439,4.576375353737171e-06,0.00018770939983067263,3.289857758500277e-05,5.147287919403374e-07,0.00030440586881925834,0.022528552971511347,0.0008898623691849187,0.004257192334825339,3.849983316283203e-10,8.880813069483383e-10,0.010716574039509577,5.915276295077158e-05,2.0089792894289666e-08,1.784941377183851e-06,1.996389022845458e-06,0.0025760838128121924,3.1253435349771623e-06,2.1880537346786555e-13,7.477399126304049e-11,0.01575785271407456,9.836230342127574e-07,5.1667879869439895e-08,0.0005063554502223325,4.6955809102476255e-11,2.232291863277406e-12,3.4403634017270287e-10,3.455563045187306e-05,4.774330530109452e-07,1.3762529245255439e-05,1.622211956471351e-07
0.001152214420832446,0.25303726557532985,3.76,0.0,0.01158253670347201,0.3118110299498846,0.6783914522992384,0.041188117250199476,5.662617333838176e-05,0.1241715174114758,0.47258314881939095,1.0361495250701921e-12,0.17432267718915037,1.6854029654963312e-08,2.8365933877019736e-05,0.5573114923853237,0.002585537846331369,0.0032806401900582404,6.322616968200532e-05,6.492761406575178e-05,0.22247132331786226,5.586271808710678e-05,1.9729783874291808e-05,0.021838450478531377,0.017050665860793617,8.625706609425268e-06,6.420812675022916e-06,0.00017678521904765878,4.856337749554687e-07,0.03851717305410423,2.9428625494737695e-09,0.014033822571031758,4.5555632675274016e-06,0.00018608899521272782,3.269674999520645e-05,5.082356327050938e-07,0.00030323382187860036,0.022370357238663027,0.0008895963914814977,0.0042543903622966695,3.852482462798487e-10,8.803744746071076e-10,0.010730564535699373,5.8894514686166166e-05,2.0036518471513375e-08,1.7732189152064828e-06,1.9972481092291356e-06,0.0025933613961907705,3.142291698277213e-06,2.1740066851502443e-13,7.41626315791433e-11,0.015837812920961418,9.844054467432093e-07,5.171268561170357e-08,0.000507887263811095,4.709813451499776e-11,2.2041323773170944e-12,3.4306101640930326e-10,3.441720099355573e-05,4.776765047694344e-07,1.3742011992378885e-05,1.6178663711769094e-07
0.0011542693527844023,0.25309102403304046,3.76,0.0,0.011461962233164957,0.31063017496666895,0.6793111020630982,0.041309065247810854,5.623489719941845e-05,0.12394759115978489,0.4733648008537116,1.0299892479694753e-12,0.17442045964147854,1.68116083568586e-08,2.820789381378683e-05,0.5589422678505568,0.002569820422678892,0.003245303515753529,6.289268467697673e-05,6.474231733296973e-05,0.22199157291704733,5.558365331245851e-05,1.964409731377162e-05,0.021788465547135292,0.017078361872140475,8.575270864968889e-06,6.389830066154911e-06,0.0001753149026229372,4.811410178836803e-07,0.03854487955232993,2.9067169795834247e-09,0.013971722852170078,4.53489190500159e-06,0.0001844876671122824,3.2495185603647645e-05,5.018472620495275e-07,0.0003020676050554997,0.02221288145594581,0.0008893188390969895,0.004251486979028025,3.854882732051463e-10,8.727597155595425e-10,0.010744288698615627,5.8637101006040576e-05,1.9983029397539456e-08,1.761591126098968e-06,1.9980274421816212e-06,0.002610563533423181,3.15908442657892e-06,2.1600722638777228e-13,7.355775576529501e-11,0.015917403214193306,9.851342788877682e-07,5.1754672613281285e-08,0.0005094066060100184,4.7239300832584e-11,2.1764273332136114e-12,3.420807407758501e-10,3.42796352440602e-05,4.779008581535395e-07,1.3721149310154838e-05,1.6135310330724445e-07
0.0011563242847363584,0.25314439499471525,3.76,0.0,0.0113432547457846,0.3094588423507076,0.6802224580382755,0.04142948511626171,5.584721734986858e-05,0.12372549430254906,0.47414104692336895,1.0238873402375254e-12,0.17451759882632695,1.6769470672177425e-08,2.8050961523127182e-05,0.5605618452318375,0.0025542543716714277,0.003210454294501349,6.25621984952342e-05,6.455774593927839e-05,0.22151520949869646,5.530683071157323e-05,1.955901364411204e-05,0.021738622176425294,0.017105822197653418,8.525209232771275e-06,6.359064192472901e-06,0.0001738604205591642,4.7670781196103716e-07,0.038571583843540994,2.871126377135064e-09,0.013909615303917548,4.514361193331879e-06,0.0001829051879016672,3.229392054132464e-05,4.955617946670971e-07,0.00030090726070025413,0.02205614122579025,0.0008890299472874063,0.00424848478068712,3.857185684980732e-10,8.652358597050497e-10,0.010757750494862635,5.8380552761163935e-05,1.9929340317591548e-08,1.7500575178186604e-06,1.9987288223492158e-06,0.0026276901138959923,3.1757223289729673e-06,2.146250163861467e-13,7.295930796373197e-11,0.01599662458712751,9.858106089085378e-07,5.1793896709437236e-08,0.0005109135997127679,4.7379319470937804e-11,2.149168560018613e-12,3.4109589116847614e-10,3.414293000256787e-05,4.781065367124514e-07,1.3699952611075477e-05,1.6092062543948114e-07
0.0011583792166883146,0.2531973816551778,3.76,0.0,0.011226377200882398,0.308296926758099,0.6811256217457152,0.04154938116782432,5.5463106741673505e-05,0.12350520596714919,0.47491191767157037,1.017843317434403e-12,0.17461410194529595,1.6727617545483457e-08,2.7895134408190195e-05,0.5621703103723408,0.002538837998619704,0.003176085239701755,6.223468019123949e-05,6.437390529541505e-05,0.22104220803669064,5.5032233513288646e-05,1.9474530929428677e-05,0.021688921864931324,0.017133049774782663,8.475520947636158e-06,6.328514814307223e-06,0.00017242161732186837,4.723331837830892e-07,0.03859730123569339,2.8360812937896657e-09,0.013847507806441981,4.493971017791671e-06,0.00018134133135092303,3.209298980734114e-05,4.893773755593878e-07,0.0002997528281975483,0.021900151445768432,0.0008887299471531953,0.004245386310234979,3.8593928603914697e-10,8.578017275680896e-10,0.010770953835276285,5.8124899367626184e-05,1.9875465484467132e-08,1.7386175783266612e-06,1.999354019310358e-06,0.0026447410467837487,3.1922060468020934e-06,2.1325399983617756e-13,7.236722441831805e-11,0.016075478077811435,9.86435501757289e-07,5.183041306344059e-08,0.0005124083669653594,4.7518201767355004e-11,2.1223480069541775e-12,3.401067017002911e-10,3.400708200231593e-05,4.782939567952407e-07,1.367843306505558e-05,1.6048923310164615e-07
0.0011604341486402708,0.2532499871920351,3.76,0.0,0.011111293524706129,0.30714432421532784,0.6820206931758975,0.04166875766462831,5.508253818177081e-05,0.12328670555714083,0.47567744403976825,1.01185678485623e-12,0.17470997604975544,1.6686049808202132e-08,2.77404096282344e-05,0.5637677489059953,0.0025235696283217547,0.003142189174814635,6.191009917469596e-05,6.419080060163432e-05,0.2205725433806933,5.475984497474441e-05,1.939064714125979e-05,0.02163936601832934,0.017160047496576063,8.426205145224679e-06,6.298181632779148e-06,0.00017099833735328564,4.6801621874651647e-07,0.038622046772225735,2.8015727860826096e-09,0.013785408011459143,4.473721224162132e-06,0.0001797958728737898,3.189242715646472e-05,4.832921862174781e-07,0.0002986043438020402,0.02174492624318422,0.0008884190652588686,0.004242194052467794,3.861505766552406e-10,8.504561744827234e-10,0.010783902568662096,5.78701687041359e-05,1.9821418752931227e-08,1.7272707920527048e-06,1.999904769365299e-06,0.00266171626266973,3.2085362557804597e-06,2.118941405636351e-13,7.178144904082542e-11,0.016153964772331705,9.870100091061684e-07,5.186427614969039e-08,0.000513891028843492,4.765595896937156e-11,2.0959577932757012e-12,3.391135392940333e-10,3.387208792956261e-05,4.784635270011005e-07,1.3656601586193329e-05,1.6005895475618663e-07
0.0011622835873970313,0.25329700892444545,3.76,0.0,0.0110092226936975,0.30611485942395916,0.6828194203480452,0.0417757557867664,5.474303225603089e-05,0.12309156699742045,0.4763618740564012,1.0065176718814078e-12,0.17479573068140153,1.6648883453438023e-08,2.760209731287425e-05,0.5651960864802056,0.002509953264058305,0.003112081253763125,6.162046257967946e-05,6.402663973605088e-05,0.22015267731393762,5.451656984808605e-05,1.931566206764732e-05,0.021594890384752263,0.017184151286015373,8.382138614445167e-06,6.271066328769701e-06,0.00016973052931030331,4.6417948401497554e-07,0.03864349910322039,2.7709664012129165e-09,0.01372953097866153,4.455616282303036e-06,0.0001784205059849606,3.171226268747829e-05,4.778988785133085e-07,0.0002975758217353118,0.021605888524739415,0.0008881301524721487,0.004239242853501058,3.86332801465579e-10,8.439199603169973e-10,0.01079534188577805,5.764172224692545e-05,1.9772640920895688e-08,1.7171378903463287e-06,2.0003382082938733e-06,0.0026769291732789313,3.2231027738435473e-06,2.1067977161191255e-13,7.125959323876904e-11,0.01622429011044575,9.874848461047256e-07,5.189252897263403e-08,0.000515215173946159,4.7778987739564555e-11,2.072568125644701e-12,3.382165056191416e-10,3.3751320592005175e-05,4.786012118651643e-07,1.3636695425628903e-05,1.5967267917943938e-07
0.0011641330261537917,0.253343726813568,3.76,0.0,0.010908550956405727,0.3050927804804255,0.6836117441141893,0.041882339545051675,5.4406352944597926e-05,0.12289784542186177,0.4770420232043399,1.0012244229754583e-12,0.17488098641886757,1.6611949275583e-08,2.7464672987133398e-05,0.5666156238893039,0.002496454236925816,0.0030823455954285543,6.133315871268662e-05,6.386308242010092e-05,0.21973547518746295,5.42750579066046e-05,1.924115877286701e-05,0.021550533781194165,0.01720807327110112,8.338372253288785e-06,6.2441255524458405e-06,0.00016847505583583353,4.603880476759762e-07,0.03866418694294046,2.7407808669660372e-09,0.01367367158528421,4.437624727390474e-06,0.00017705969889476278,3.153244626548848e-05,4.725832180586617e-07,0.0002965521682055978,0.021467490597129265,0.0008878327668032454,0.004236219414824723,3.865076182168993e-10,8.374537367701769e-10,0.01080658079100801,5.741406357477437e-05,1.9723744389047625e-08,1.7070796158661763e-06,2.0007139593953358e-06,0.0026920806808392616,3.2375460502375134e-06,2.0947437366730292e-13,7.074275292294554e-11,0.016294320091757106,9.879204601043623e-07,5.191871506341922e-08,0.0005165296983568872,4.790112233832539e-11,2.0495151964470977e-12,3.3731666920011126e-10,3.363123968085654e-05,4.787250538433157e-07,1.3616552936162602e-05,1.5928734690600423e-07
0.0011659824649105522,0.2533901431165844,3.76,0.0,0.010809253647684869,0.304078013982658,0.6843977347128417,0.04198851195904586,5.407248008729355e-05,0.12270552629884922,0.47771791450630025,9.959767090778289e-13,0.1749657481497232,1.6575247646646562e-08,2.7328134139004737e-05,0.568026423117776,0.002483071360035944,0.003052977162329141,6.104816580742481e-05,6.370013186502995e-05,0.21932091850851182,5.4035296888369e-05,1.9167135567983934e-05,0.02150629707799646,0.01723181548378289,8.294905246096749e-06,6.217358966795108e-06,0.00016723180375584267,4.5664125830033904e-07,0.038684120799802345,2.7110098042582196e-09,0.013617835019645225,4.419746367821255e-06,0.00017571329107346243,3.135300037007784e-05,4.673439399453128e-07,0.00029553340411228433,0.021329741455537364,0.0008875270654081127,0.004233125447994682,3.8667513218128874e-10,8.310566848665705e-10,0.010817621982192844,5.71872103817478e-05,1.9674738449821507e-08,1.697095572111174e-06,2.0010332224638873e-06,0.0027071707703712374,3.2518666266653118e-06,2.082779135402135e-13,7.023088404951031e-11,0.016364055586460764,9.883175862151762e-07,5.194287254067206e-08,0.0005178346885706567,4.802237080134608e-11,2.0267935196231625e-12,3.3641422794657645e-10,3.3511842614713536e-05,4.788353356453954e-07,1.3596181574942693e-05,1.5890297620226868e-07
0.0011678319036673127,0.2534362601113171,3.76,0.0,0.010711306628963859,0.3030704873254584,0.6851774615056209,0.04209427601913633,5.3741393393567755e-05,0.1225145952575764,0.4783895711230489,9.90774204848638e-13,0.17505002068003986,1.6538778871439085e-08,2.7192478100590466e-05,0.5694285459790897,0.002469803457947984,0.0030239709816607717,6.076546239664383e-05,6.35377912364481e-05,0.21890898874847167,5.379727459102262e-05,1.909359073281033e-05,0.021462181096452725,0.01725537993051219,8.251736724722179e-06,6.190766209392047e-06,0.00016600066008851095,4.5293848273386186e-07,0.03870331103086421,2.6816469806007473e-09,0.013562026343264257,4.40198099524837e-06,0.00017438112311080598,3.117394678817676e-05,4.6217980800680873e-07,0.00029451954874327063,0.021192649674794548,0.0008872132028657469,0.004229962631838495,3.86835447018363e-10,8.247279954908911e-10,0.010828468121332119,5.6961179554033506e-05,1.962563226596787e-08,1.6871853501317781e-06,2.001297183614977e-06,0.0027221994381625746,3.266065067700545e-06,2.0709035638060283e-13,6.972394280393966e-11,0.016433497489354035,9.88676955225391e-07,5.1965039259864446e-08,0.000519130230470643,4.814274110770201e-11,2.004397735152594e-12,3.355093846064248e-10,3.339312681358794e-05,4.789323363587618e-07,1.3575588679504426e-05,1.585195843287294e-07
0.0011696813424240731,0.25348208005773093,3.76,0.0,0.010614686253298075,0.3020701286618826,0.6859509930229146,0.042199634687947934,5.341307245278517e-05,0.12232503808036674,0.47905701633743686,9.856165766471808e-13,0.1751338087400785,1.6502543183068608e-08,2.7057702059085687e-05,0.5708220541112555,0.002456649366363363,0.0029953221423940574,6.048502721802734e-05,6.337606355674827e-05,0.21849966735456824,5.3560978832697434e-05,1.9020522489151826e-05,0.021418186612402766,0.017278768593568663,8.208865760438492e-06,6.164346880145441e-06,0.00016478151206937122,4.4927909072245244e-07,0.03872176784965902,2.652686202018596e-09,0.013506250498568947,4.384328377888056e-06,0.00017306303672669362,3.099530665559929e-05,4.5708960046314475e-07,0.00029351061988161113,0.02105622343692162,0.0008868913314764142,0.004226732614326392,3.869886649267063e-10,8.18466865351697e-10,0.010839121836397975,5.673598721298489e-05,1.957643470550208e-08,1.6773485393632651e-06,2.001507011046789e-06,0.002737166690931523,3.280141963278798e-06,2.0591166585401756e-13,6.922188487387928e-11,0.01650264671770531,9.889992867817622e-07,5.198525261677333e-08,0.000520416409346103,4.826224118143924e-11,1.9823225435282183e-12,3.3460232418078553e-10,3.327508967353921e-05,4.790163314592483e-07,1.3554781454386792e-05,1.5813718797773481e-07
0.0011715307811808336,0.2535276051901596,3.76,0.0,0.010519369323686184,0.3010768668488891,0.6867183970256728,0.0423045909023699,5.308749685358601e-05,0.12213684069181886,0.4797202735385817,9.805034954837222e-13,0.17521711699079423,1.6466540762413965e-08,2.692380311723777e-05,0.5722070089795349,0.0024436079314395583,0.0029670257909424035,6.0206839154071465e-05,6.321495164124375e-05,0.21809293575825747,5.3326397422242783e-05,1.8947928996180564e-05,0.021374314360427107,0.01730198343284782,8.166291383949192e-06,6.138100545584047e-06,0.00016357424722538853,4.4566246669132276e-07,0.03873950133705624,2.6241213969053795e-09,0.013450512318565483,4.3667882617342276e-06,0.00017175887472909498,3.081710051007389e-05,4.520721178851345e-07,0.0002925066338824241,0.02092047056486669,0.0008865616013181921,0.004223437015005429,3.871348866950824e-10,8.12272500226174e-10,0.010849585723837056,5.651164878869072e-05,1.952715440281171e-08,1.6675847226030853e-06,2.0016638503520927e-06,0.002752072544879082,3.2940979076036834e-06,2.047418045259047e-13,6.872466635828864e-11,0.016571504208987675,9.892852914694232e-07,5.2003549469204146e-08,0.0005216933099263009,4.83808788947193e-11,1.960562743939066e-12,3.3369323618902803e-10,3.3157728537959704e-05,4.790875910341305e-07,1.353376695022145e-05,1.577558031083342e-07
0.001173380219937594,0.2535728377668256,3.76,0.0,0.010425333154521004,0.30009063155500404,0.6874797403904486,0.042409147569564716,5.2764646034600305e-05,0.12194998918054259,0.4803793662315464,9.754346254069164e-13,0.1752999500143985,1.6430771704674624e-08,2.679077819263191e-05,0.5735834718406461,0.002430678011266921,0.0029390771402965903,5.9930877329442124e-05,6.305445818217864e-05,0.2176887753804322,5.309351818278406e-05,1.887580835769109e-05,0.021330565028559057,0.01732502638249852,8.124012563923787e-06,6.112026740200546e-06,0.00016237875328656076,4.4208800411164606e-07,0.03875652142154599,2.5959465758091924e-09,0.01339481651131276,4.3493603704910126e-06,0.00017046848119052572,3.0639348205215756e-05,4.4712618333419794e-07,0.00029150760543083165,0.02078539847268658,0.0008862241599415036,0.0042200774208914155,3.8727421152982395e-10,8.061441132905654e-10,0.010859862343803794,5.628817889980731e-05,1.9477799807730357e-08,1.6578934756161906e-06,2.0017688302029536e-06,0.0027669170268947796,3.3079335111132003e-06,2.0358073304073619e-13,6.823224291371501e-11,0.016640070923292106,9.895356712117778e-07,5.2019966241700144e-08,0.0005229610162846306,4.8498662059004994e-11,1.9391132318089498e-12,3.3278229873033977e-10,3.304104071125911e-05,4.791463809575125e-07,1.3512552065598235e-05,1.573754448797501e-07
0.0011752296586943546,0.25361777999128293,3.76,0.0,0.010332555543240812,0.2991113532270062,0.6882350891485775,0.0425133075682717,5.244449943934058e-05,0.12176446979244684,0.48103431802422547,9.704096328309529e-13,0.17538231231878537,1.6395236050110418e-08,2.6658624119328736e-05,0.574951503740019,0.0024178584753961987,0.0029114714671638897,5.965712103550793e-05,6.289458576175083e-05,0.21728716763911235,5.2862328960071764e-05,1.880415865142673e-05,0.02128693926124351,0.01734789935206197,8.082028229077746e-06,6.086124979030297e-06,0.00016119491834638554,4.3855510375071683e-07,0.03877283788606082,2.568155826435389e-09,0.013339167666408833,4.332044414173104e-06,0.00016919170143695335,3.0462068946638906e-05,4.422506344880908e-07,0.000290513547655459,0.020651014189100297,0.0008858791524149102,0.004216655388056092,3.8740673713417416e-10,8.000809260497527e-10,0.010869954221733195,5.6065591424277356e-05,1.942837912010792e-08,1.6482743740409923e-06,2.001823060583241e-06,0.002781700173847386,3.321649405652968e-06,2.0242841139367594e-13,6.774457057202343e-11,0.01670834784162184,9.89751116618736e-07,5.203453882818263e-08,0.0005242196118562296,4.861559842657594e-11,1.9179689663288377e-12,3.318696876210526e-10,3.29250234727267e-05,4.791929630667076e-07,1.3491143557405799e-05,1.5699612790998462e-07
0.001177079097451115,0.2536624340783894,3.76,0.0,0.010241014737685098,0.29813896304943904,0.6889845085330523,0.04261707375022975,5.212703658220689e-05,0.12158026892257522,0.4816851526134502,9.654281844049188e-13,0.1754642083425887,1.6359933812763024e-08,2.652733768576433e-05,0.5763111655111801,0.002405148204323031,0.00288420410857151,5.938554978683863e-05,6.27353368312579e-05,0.2168880939570959,5.263281766181063e-05,1.8732977920898644e-05,0.021243437662662495,0.01737060422782593,8.040337283105534e-06,6.060394752056717e-06,0.0001600226309208094,4.350631787117252e-07,0.03878846037607165,2.540743330488232e-09,0.013283570262539561,4.314840087765796e-06,0.0001679283820111736,3.028528133367042e-05,4.3744433064868225e-07,0.00028952447235412954,0.020517324384310885,0.0008855267215568296,0.004213172443475112,3.875325597916529e-10,7.940821681311054e-10,0.010879863850171369,5.584389957801938e-05,1.9378900346441987e-08,1.6387269873902396e-06,2.001827630896426e-06,0.00279642203180267,3.335246233185353e-06,2.0128479855994996e-13,6.7261605357701e-11,0.016776335964152837,9.899323125009132e-07,5.2047302752091036e-08,0.0005254691794610215,4.873169569268371e-11,1.8971250008480237e-12,3.3095557529171486e-10,3.2809674094492245e-05,4.792275944270468e-07,1.3469548060528783e-05,1.5661786609996312e-07
0.0011789285362078755,0.25370680222335523,3.76,0.0,0.010150689421264895,0.2971733929310992,0.6897280629955049,0.04272044894064999,5.181223686993891e-05,0.12139737311242207,0.4823318937761206,9.604899454794697e-13,0.17554564245758197,1.6324864941106632e-08,2.6396915540180472e-05,0.5776625177698937,0.0023925460894494216,0.0028572704608851433,5.911614333140626e-05,6.257671372742676e-05,0.21649153576856597,5.240497223376467e-05,1.8662264152214044e-05,0.02120006079835298,0.01739314287330461,7.998938582229973e-06,6.034835514165809e-06,0.0001588617799917984,4.3161164995142217e-07,0.03880339840261874,2.513703358277773e-09,0.013228028670688095,4.29774706438439e-06,0.0001666783707068891,3.0109003377182234e-05,4.3270615000705385e-07,0.0002885403900731145,0.02038433538231673,0.0008851670080972045,0.004209630085784887,3.8765177438604964e-10,7.881470773989464e-10,0.010889593689432892,5.562311593843586e-05,1.9329371333222927e-08,1.6292508811118702e-06,2.0017836139183406e-06,0.002811082655631995,3.3487246428724753e-06,2.0014985240942637e-13,6.678330339084691e-11,0.016844036309227397,9.900799344203944e-07,5.2058293125054276e-08,0.0005267098013059208,4.884696149577482e-11,1.876576470172447e-12,3.300401286558511e-10,3.269498982709745e-05,4.792505279777043e-07,1.3447772083450169e-05,1.562406727429684e-07
0.001180777974964636,0.25375088660990675,3.76,0.0,0.010061558708202967,0.29621457550709634,0.6904658162059687,0.042823435938217365,5.150007961742572e-05,0.12121576905044805,0.4829745653630801,9.555945798926574e-13,0.17562661896949805,1.629002929727421e-08,2.6267354191678626e-05,0.5790056209048056,0.002380051033268216,0.002830665980150827,5.884888155088127e-05,6.241871862864955e-05,0.21609747452540293,5.217878059941871e-05,1.8592015287144547e-05,0.0211568091959549,0.017415517129230455,7.957830925630817e-06,6.009446697383247e-06,0.0001577122549854053,4.281999477335584e-07,0.03881766134246791,2.4870302630427787e-09,0.013172547154867816,4.280764999242094e-06,0.00016544151659953475,2.9933252503643025e-05,4.280349887765894e-07,0.00028756131004216445,0.020252053165018612,0.0008848001505752296,0.004206029785429291,3.8776447439602564e-10,7.822748993598219e-10,0.01089914616761578,5.5403252433097406e-05,1.9279799638749302e-08,1.6198456180369396e-06,2.00169206616345e-06,0.0028256821088299103,3.362085302034151e-06,1.9902352950191588e-13,6.630962085359515e-11,0.016911449912699595,9.901946451432545e-07,5.206754442919376e-08,0.0005279415589759457,4.896140341663135e-11,1.8563185874502604e-12,3.2912350921892754e-10,3.258096786683146e-05,4.792620130150404e-07,1.3425821978243755e-05,1.5586456055094868e-07
0.0011826274137213964,0.25379468940981353,3.76,0.0,0.009973602138628622,0.2952624441404486,0.691197831053473,0.04292603751503722,5.1190544234526555e-05,0.12103544357239464,0.4836131912928883,9.50741751597766e-13,0.17570714211871744,1.625542671217289e-08,2.613865009979555e-05,0.5803405350680014,0.0023676619492204055,0.0028043861822522804,5.858374449438532e-05,6.226135354912274e-05,0.21570589170300836,5.195423070967122e-05,1.8522229245444313e-05,0.021113683346005233,0.017437728813577077,7.917013085824185e-06,5.9842277215674954e-06,0.00015657394572647613,4.2482751198304595e-07,0.03883125843841235,2.4607184830109056e-09,0.013117129872970645,4.2638935373185205e-06,0.00016421767004834808,2.975804555980837e-05,4.234297620768995e-07,0.00028658724015972754,0.020120483376671675,0.0008844262852116591,0.004202372984823068,3.87870751917419e-10,7.764648872019318e-10,0.010908523680596627,5.518432034955441e-05,1.9230192604996035e-08,1.6105107574853412e-06,2.001554023322221e-06,0.00284022046333223,3.3753288911907497e-06,1.979057854968109e-13,6.584051398641098e-11,0.01697857782740473,9.902770996552155e-07,5.207509066655316e-08,0.0005291645334249546,4.907502897753966e-11,1.83634664786135e-12,3.2820587492623795e-10,3.2467605375185324e-05,4.792622941761089e-07,1.3403703954976237e-05,1.5548954161940563e-07
