Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309)
4.45057518401984e-05,0.2156883474676954,3.76,0.0,0.7492072436683311,0.9999468824177208,9.465970573375648e-06,2.5873634502831442e-06,9.588552730282244e-09,0.01965145162929924,0.01965294924831969,4.252134305923691e-14,4.161287602132131e-05,3.955842359482307e-10,3.219631973399718e-09,1.8331033189485073e-06,4.4469138436445464e-05,1.7543371454270986e-06,9.164174069322269e-08,7.336315774787266e-08,7.36544284261133e-05,4.0898589795612706e-08,1.570141864642552e-09,4.0811128848537776e-07,1.0223535501877527e-07,9.0687534280179e-10,2.462601334474661e-13,1.471431096683212e-11,2.644535520088156e-09,8.023064618852099e-09,9.21406922692463e-16,9.45827640624777e-08,3.6561507382486e-13,3.933278786472342e-11,1.385475805384461e-13,4.0387762344585176e-13,6.991347747543443e-08,1.9586651857832342e-06,1.1238567839621167e-07,1.9295951302943047e-11,7.892855364484067e-17,3.2452486185411384e-14,1.6256162891288192e-07,5.570092758553997e-16,1.1852009618762335e-17,5.4865622678796855e-12,8.536357776908511e-13,2.1526943013812015e-10,1.0539346825785046e-14,5.541872132070504e-21,2.9662775072518238e-18,3.460748864870728e-10,4.7577193635664905e-17,2.598896307627969e-18,4.978827318878578e-13,4.512887618224868e-20,1.7520767351888113e-18,7.095378151552895e-22,8.942993450093779e-09,4.393123897801327e-13,1.2827265409342796e-15,7.935610940805536e-15
4.594500939338858e-05,0.21571280525358413,3.76,0.0,0.7485769936387793,0.999944811624783,9.951351494886738e-06,2.6736340280677087e-06,9.901612102046429e-09,0.02027841982658254,0.02028002637874947,4.38779700555122e-14,4.343064446927915e-05,4.082507889055447e-10,3.3642590221261204e-09,1.963144933975074e-06,4.607541729794264e-05,1.8655720010147286e-06,9.338058385192136e-08,7.482771424366267e-08,7.676722025014792e-05,4.153902836630226e-08,1.674960299762539e-09,4.456042679855801e-07,1.0992993994077285e-07,9.255932234448479e-10,2.6414021063048846e-13,1.5796708597742627e-11,2.6944025919126764e-09,8.598459729564341e-09,9.89074280156261e-16,9.842425659335641e-08,3.92040789929273e-13,4.242648698386733e-11,1.5036679565118021e-13,4.3560006517406895e-13,6.986050747099371e-08,2.00725837849951e-06,1.124176277735196e-07,2.007657216664523e-11,8.458937748373406e-17,3.450279087065014e-14,1.67820932403489e-07,6.016867144319183e-16,1.3017769970524155e-17,5.651274078424618e-12,8.889896041788817e-13,2.3084323008448633e-10,1.1008001730692065e-14,5.901984271489816e-21,3.1552416009934688e-18,3.7220294154630314e-10,5.2468760026351135e-17,2.866859224029244e-18,5.469506468230664e-13,4.9604134743409577e-20,1.8896814943790862e-18,7.9579423115544465e-22,9.40121238207775e-09,4.575250363866334e-13,1.4135100223233101e-15,8.272468266629388e-15
4.882352449976895e-05,0.21576166445111022,3.76,0.0,0.7473179072168415,0.9999405875507792,1.0968925916276728e-05,2.8460250995475323e-06,1.0554285937040655e-08,0.021530763128397256,0.021532601233570998,4.6587778352048935e-14,4.7172058567446535e-05,4.3355933415379174e-10,3.662415724650224e-09,2.238576837349572e-06,4.932673824389756e-05,2.0982404959488752e-06,9.696235993796699e-08,7.784140832136516e-08,8.316087323129601e-05,4.285786599753486e-08,1.8964510631437067e-09,5.2778545445088e-07,1.2636258637937365e-07,9.641515027877081e-10,3.0281117577680163e-13,1.8138589281009754e-11,2.7971057014997566e-09,9.819175270268369e-09,1.1354480750283803e-15,1.0629115846200022e-07,4.489939928915241e-13,4.912014497172322e-11,1.7614199549993563e-13,5.042212180007935e-13,6.975485404529497e-08,2.101836285734241e-06,1.1248583291005766e-07,2.1671077908431025e-11,9.659905228622728e-17,3.887458150162636e-14,1.7831371586820662e-07,6.981053735305212e-16,1.5612241936038583e-17,5.985052338948245e-12,9.614523035995261e-13,2.639097559798188e-10,1.1977644155433293e-14,6.672563094800863e-21,3.559935263537387e-18,4.2804735909194647e-10,6.339651533799701e-17,3.4655810951001464e-18,6.557905692815752e-13,5.95357355097965e-20,2.1873433569362602e-18,9.944366633975728e-22,1.0358787327955036e-08,4.948513730500992e-13,1.7049790641209801e-15,8.96499176086135e-15
5.1414188095511286e-05,0.21580557372028442,3.76,0.0,0.7461863327856282,0.9999366886565291,1.1940416159214419e-05,3.0010124784732283e-06,1.1172425706239864e-08,0.022656057612080734,0.02265812016619051,4.9022681394650626e-14,5.06634294090074e-05,4.5630903374950386e-10,3.941158670643182e-09,2.504363493008392e-06,5.229854134819345e-05,2.3193965828911272e-06,1.0030630009732401e-07,8.065181364978139e-08,8.911278198123505e-05,4.408872100389942e-08,2.1096342130771245e-09,6.104317802132691e-07,1.4238166343650737e-07,1.000158306843149e-09,3.4116124040516877e-13,2.0462056463132887e-11,2.8929697063888925e-09,1.099962022675699e-08,1.2806319492729238e-15,1.1358823520708153e-07,5.052214134877295e-13,5.57581856348685e-11,2.019465392892973e-13,5.722538275397942e-13,6.966010612222937e-08,2.1840625399791033e-06,1.125523536856982e-07,2.3145214314535498e-11,1.0821265081606278e-16,4.313309623103792e-14,1.8772789127270538e-07,7.933872579707971e-16,1.8274251143681522e-17,6.290614759102875e-12,1.028730239998374e-12,2.9591491932660277e-10,1.288896963435722e-14,7.427032875933813e-21,3.956689317641543e-18,4.825464092848965e-10,7.465619262779672e-17,4.082590483960079e-18,7.669522750442015e-13,6.968481381116581e-20,2.482450965183471e-18,1.2069367927854743e-21,1.1269207067989217e-08,5.295034209226649e-13,2.0043584975948554e-15,9.610465539277171e-15
5.400485169125362e-05,0.21584942263754633,3.76,0.0,0.7450562681670588,0.9999326940744082,1.296723449495328e-05,3.155851427865779e-06,1.1820246092730088e-08,0.023779634890497753,0.023781937612737242,5.145387056818059e-14,5.427618124796286e-05,4.790322243354096e-10,4.230045060099258e-09,2.787564744093805e-06,5.531512848791266e-05,2.551852562627988e-06,1.037662899119321e-07,8.355710716204378e-08,9.525866666072793e-05,4.536192552083222e-08,2.336305030442667e-09,7.018486984213951e-07,1.5961122578873528e-07,1.0374299160888203e-09,3.831382046074422e-13,2.3006250258565476e-11,2.9921411332455617e-09,1.2259948643796623e-08,1.439567903801247e-15,1.2109880900887983e-07,5.665002198892684e-13,6.302052651926998e-11,2.304222407088915e-13,6.466658722871561e-13,6.956569626993154e-08,2.2636330703337455e-06,1.1262400062019597e-07,2.465767431254348e-11,1.2061228963050397e-16,4.771524111802279e-14,1.9711440277950902e-07,8.97256626633379e-16,2.1278401754669985e-17,6.6012899641917334e-12,1.0980290673858107e-12,3.3011295739495473e-10,1.3838962508832315e-14,8.243394113820957e-21,4.386624729255965e-18,5.41230909523644e-10,8.740777326095338e-17,4.781443920189593e-18,8.918053407753955e-13,8.108933660033021e-20,2.8052296683088576e-18,1.4562348047770708e-21,1.222760954434985e-08,5.65192913182359e-13,2.34235277998924e-15,1.0277836691545176e-14
5.659551528699596e-05,0.21589321148348212,3.76,0.0,0.7439277044329579,0.9999286002952867,1.4051916500767192e-05,3.310549506626421e-06,1.249835099758719e-08,0.02490149665355047,0.02490405577662245,5.3881349682480876e-14,5.80140609035653e-05,5.017289145185376e-10,4.529364033426588e-09,3.0886406374269316e-06,5.837801303938071e-05,2.7957906428580403e-06,1.0734449393627521e-07,8.655933375484715e-08,0.00010160516053081176,4.667828197318029e-08,2.5768383008654735e-09,8.025756971206912e-07,1.780964501067403e-07,1.0759963458287377e-09,4.29017693521562e-13,2.578798850869056e-11,3.094680358074324e-09,1.3602553088583641e-08,1.6132996437061315e-15,1.2883074972552047e-07,6.331832823073198e-13,7.095121637833668e-11,2.6177777606416225e-13,7.27905440668804e-13,6.947164080975907e-08,2.3406281500424803e-06,1.1270103558331881e-07,2.620973113851459e-11,1.3382152843360738e-16,5.2637734993825454e-14,2.064733699966704e-07,1.0102586675183615e-15,2.4658540047655556e-17,6.917297528476585e-12,1.1694151540319874e-12,3.6656943174571965e-10,1.482969331585833e-14,9.125916489623721e-21,4.852175297266911e-18,6.042704399662022e-10,1.0179960097649011e-16,5.570276047981984e-18,1.0315706261788147e-12,9.386153322174102e-20,3.157623046617985e-18,1.747608760150254e-21,1.323592470084499e-08,6.019538638066412e-13,2.7226054312041547e-15,1.0967964680449737e-14
5.918617888273829e-05,0.21593694054207138,3.76,0.0,0.742800632541571,0.9999244037470795,1.5197044455445766e-05,3.465114610908257e-06,1.3207400989075661e-08,0.02602164456146463,0.02602447685064311,5.630512249429392e-14,6.18808877425379e-05,5.243991129293098e-10,4.839415206589013e-09,3.4080689979744827e-06,6.148871007775593e-05,3.0514157126651135e-06,1.1104326280978227e-07,8.96606779703179e-08,0.00010815902299686143,4.8038659951819246e-08,2.8316222755437034e-09,9.131669684601505e-07,1.9788381667566695e-07,1.1158894979554759e-09,4.790938830804005e-13,2.8825225475861402e-11,3.2006530734097737e-09,1.502991530045449e-08,1.802941105574438e-15,1.367920519082365e-07,7.056459580138824e-13,7.959711995608123e-11,2.9623672588346695e-13,8.164491473407068e-13,6.937795717088489e-08,2.4151257057211625e-06,1.1278373105254695e-07,2.780268006964396e-11,1.4786480610747894e-16,5.7917867928355e-14,2.1580491445116516e-07,1.1329735969377413e-15,2.845126612273483e-17,7.238862336835457e-12,1.2429558680083064e-12,4.053520279290556e-10,1.5863325979056124e-14,1.0079147596761134e-20,5.3559355823048894e-18,6.718408372308292e-10,1.1799173046827866e-16,6.457862860741391e-18,1.1875544397279678e-12,1.0812149421317537e-19,3.5416984119681706e-18,2.0869868510556512e-21,1.4296145257081323e-08,6.39820789101364e-13,3.1490316789485055e-15,1.1681737149485216e-14
6.177684247848063e-05,0.215980610100858,3.76,0.0,0.7416750433273717,0.9999201007898305,1.6405252107831027e-05,3.6195549873062536e-06,1.3948112573314576e-08,0.027140080244023302,0.02714320301674193,5.872519270635624e-14,6.588055914225249e-05,5.470428282214491e-10,5.160508975397317e-09,3.7463459163094467e-06,6.46487388888818e-05,3.3189548152698376e-06,1.1486512970181736e-07,9.286346250955738e-08,0.00011492714995827375,4.944399500051764e-08,3.1010590461480202e-09,1.0341919271854924e-06,2.1902115693165143e-07,1.1571431546311553e-09,5.336807625829763e-13,3.213712925366268e-11,3.3101301800992753e-09,1.654460789062784e-08,2.0096812272243603e-15,1.4499085052515721e-07,7.842874951009641e-13,8.900808956134602e-11,3.340385307145555e-13,9.128038638700202e-13,6.928466396773121e-08,2.4872013911234616e-06,1.1287237063239486e-07,2.943784055007844e-11,1.6276745758055344e-16,6.357354352451263e-14,2.2510915973751487e-07,1.2660186002450013e-15,3.2696134260288296e-17,7.56621531899416e-12,1.3187196874222342e-12,4.46530587950549e-10,1.6942123992162195e-14,1.1107931474916258e-20,5.9006718165376964e-18,7.441244737537818e-10,1.3615675028405113e-16,7.453666674209133e-18,1.3611540050890298e-12,1.2399767426435764e-19,3.95965431467836e-18,2.4810193428756152e-21,1.5410330339832834e-08,6.788287642125711e-13,3.625837315635649e-15,1.2420072546826484e-14
6.436750607422296e-05,0.21602422045132819,3.76,0.0,0.7405509274910688,0.9999156877108987,1.767922935912032e-05,3.77387924638563e-06,1.4721257684598313e-08,0.0282568052997688,0.02826023644575517,6.114156396648563e-14,7.001705585491896e-05,5.696600690725368e-10,5.492966836542528e-09,4.103986254916434e-06,6.785962530568196e-05,3.598656720329596e-06,1.1881280753592448e-07,9.617014724867178e-08,0.0001219165839669278,5.089528768303196e-08,3.385564941362916e-09,1.1662357433179125e-06,2.415577024430407e-07,1.1997929781787587e-09,5.931134900491874e-13,3.574416433608934e-11,3.4231877017320125e-09,1.8149296229109082e-08,2.234789032384042e-15,1.5343543633243668e-07,8.695325385723013e-13,9.92371485062712e-11,3.7543951379640415e-13,1.0175085686414192e-12,6.919178108066869e-08,2.5569286589217557e-06,1.1296725004236835e-07,3.1116558277016695e-11,1.785557325489748e-16,6.962332056522373e-14,2.3438623167536982e-07,1.4100499085560589e-15,3.7435870246128105e-17,7.899594325902663e-12,1.3967763071476339e-12,4.901771462229413e-10,1.806845685709176e-14,1.2217428525521358e-20,6.489333617961724e-18,8.213105497393192e-10,1.5648066694290952e-16,8.567884399596736e-18,1.5538632771697825e-12,1.4162742732510607e-19,4.413828567583174e-18,2.9371587059632554e-21,1.6580609096987465e-08,7.190134778041715e-13,4.1575389740559965e-15,1.3183923087745784e-14
6.69581696699653e-05,0.21606777188914478,3.76,0.0,0.7394282755897787,0.9999111607202253,1.9021726879616904e-05,3.9280963771769075e-06,1.5527663377327565e-08,0.029371821295172948,0.029375579297148697,6.355423986664089e-14,7.429444729558613e-05,5.922508441853285e-10,5.837121717315775e-09,4.4815241736658955e-06,7.112290388660149e-05,3.890791588133147e-06,1.2288918692098612e-07,9.958332870935666e-08,0.00012913452423878797,5.2393602903408547e-08,3.685570933833778e-09,1.3098998893610167e-06,2.655441353733376e-07,1.2438765163833036e-09,6.577498132916177e-13,3.9668179512938827e-11,3.5399067196013307e-09,1.9846740513003412e-08,2.479619044734824e-15,1.6213427097207715e-07,9.618327098835963e-13,1.1034068702734624e-10,4.207139736974926e-13,1.1311363235063986e-12,6.909932973583346e-08,2.6243788306246926e-06,1.1306867793550914e-07,3.2840207257794925e-11,1.9525681599028653e-16,7.608645425418709e-14,2.436362584768313e-07,1.5657650161789938e-15,4.271660061194129e-17,8.23924448655236e-12,1.4771967430117116e-12,5.363659688302719e-10,1.9244806722376776e-14,1.3413136349082407e-20,7.125066239014091e-18,9.035953981284925e-10,1.7916385033749245e-16,9.811499307636076e-18,1.7672791240580368e-12,1.6115757540776684e-19,4.9067068197621465e-18,3.4637467737542085e-21,1.7809184308312843e-08,7.604112853840407e-13,4.748985538517419e-15,1.3974276707073243e-14
6.954883326570763e-05,0.21611126471445322,3.76,0.0,0.7383070780273235,0.9999065159456741,2.0435560674436996e-05,4.082215762809677e-06,1.636821172731757e-08,0.030485129763774595,0.030489233718742056,6.596322394197132e-14,7.871689676929308e-05,6.148151622890537e-10,6.193318319685829e-09,4.879513675447484e-06,7.44401199440026e-05,4.195650722884869e-06,1.2709733470236876e-07,1.0310573994719158e-07,0.00013658833654865506,5.394006944804832e-08,4.001523064444797e-09,1.4658027028520972e-06,2.91032640512625e-07,1.2894332134347058e-09,7.279715883981056e-13,4.393250132077215e-11,3.6603733255168473e-09,2.1639798019403896e-08,2.745617042032029e-15,1.7109600184948872e-07,1.0616682889988839e-12,1.2237867120114304e-10,4.701553521924181e-13,1.2542963806627104e-12,6.900733259128333e-08,2.6896211646462257e-06,1.131769764098179e-07,3.46101918455256e-11,2.1289885050682906e-16,8.298293896643972e-14,2.528593709238817e-07,1.7339050479585442e-15,4.858809903725753e-17,8.585418904027826e-12,1.5600534336762213e-12,5.851735961107641e-10,2.0473775298597076e-14,1.4700912030511853e-20,7.81122366102508e-18,9.911828034590248e-10,2.0442204340013418e-16,1.1196336253598428e-17,2.0031079031925516e-12,1.827450136672706e-19,5.4409316950762786e-18,4.070111138653227e-21,1.909833603091265e-08,8.030592613646496e-13,5.405381051573406e-15,1.4792159829829635e-14
7.213949686144997e-05,0.21615469923215028,3.76,0.0,0.7371873250446173,0.9999017494284181,2.192361661913133e-05,4.236247196941439e-06,1.7243839919824934e-08,0.03159673220528406,0.03160120184642097,6.83685196698747e-14,8.328866665890686e-05,6.373530321412871e-10,6.561913483151239e-09,5.298529172414976e-06,7.781283143837309e-05,4.513546407651992e-06,1.3144049311098925e-07,1.0674025083220009e-07,0.00014428556305020031,5.5535879742369466e-08,4.333882890734618e-09,1.634579964681605e-06,3.180769589261011e-07,1.3365044260098273e-09,8.041864183349901e-13,4.856203361262211e-11,3.784678591905069e-09,2.353142553896014e-08,3.0343261826407356e-15,1.8032947686689656e-07,1.169550024845932e-12,1.354148652075302e-10,5.240774813921864e-13,1.3876364230604744e-12,6.891581383269859e-08,2.7527229226337952e-06,1.1329248157032858e-07,3.642794876377062e-11,2.315109604620859e-16,9.033355117773716e-14,2.6205570255634334e-07,1.915257282890725e-15,5.510405446369745e-17,8.938379715603688e-12,1.6454203404042892e-12,6.366788884182429e-10,2.1758091112843665e-14,1.6086996212248796e-20,8.551382733496055e-18,1.0842843351838023e-09,2.3248744302452104e-16,1.2735120664518066e-17,2.263172453042194e-12,2.0655735368075945e-19,6.019312509938892e-18,4.766672740742282e-21,2.045042528360151e-08,8.469952500141042e-13,6.132309406956023e-15,1.5638640978854844e-14
7.47301604571923e-05,0.21619807575216501,3.76,0.0,0.7360690067101059,0.9998968571183627,2.3488854982768912e-05,4.390200900829377e-06,1.8155540506890115e-08,0.03270663008465415,0.03271148580383827,7.077013046903124e-14,8.801412359154488e-05,6.598644625307966e-10,6.943276556194374e-09,5.739166073544884e-06,8.124261074987204e-05,4.844811815891784e-06,1.3592207953977242e-07,1.1048986873531645e-07,0.00015223393205641725,5.7182289833580236e-08,4.683127944630938e-09,1.8168854937719722e-06,3.4673244328539357e-07,1.385133444089294e-09,8.868293710275483e-13,5.358336376042259e-11,3.912918560075589e-09,2.5524681989930932e-08,3.347393542129062e-15,1.898437590762341e-07,1.2860210351781002e-12,1.4951706764323858e-10,5.828159150750058e-13,1.5318449473553882e-12,6.882479927476216e-08,2.8137494341359414e-06,1.1341554431591624e-07,3.8294949129193655e-11,2.511232779015129e-16,9.815989185392107e-14,2.712253898713723e-07,2.1106578422997597e-15,6.2322353628615e-17,9.298398482075562e-12,1.7333730455297068e-12,6.909630749938305e-10,2.310061703202804e-14,1.7578038254986087e-20,9.34935794548014e-18,1.1831196961904863e-09,2.636098567893478e-16,1.4441541808617965e-17,2.549419526908309e-12,2.327736074145517e-19,6.6448356093997795e-18,5.5650632579574436e-21,2.1867897765842796e-08,8.92257915683751e-13,6.935760500516648e-15,1.6514833049235764e-14
7.732082405293464e-05,0.21624139458973368,3.76,0.0,0.7349521129102244,0.9998918348695869,2.513431495426531e-05,4.5440875412378975e-06,1.9104361845552125e-08,0.033814824831116815,0.03382008770210338,7.316805969843005e-14,9.289774360007919e-05,6.823494622802947e-10,7.337789780762389e-09,6.2020413941697235e-06,8.473104633763185e-05,5.189800995202902e-06,1.405456868474612e-07,1.1435773958492264e-07,0.00016044136781293995,5.888061956457224e-08,5.0497522056055575e-09,2.01339175867263e-06,3.770561149453528e-07,1.4353655170255889e-09,9.76364810885119e-13,5.90248758487227e-11,4.0451942435976434e-09,2.7622731213261593e-08,3.686577078808531e-15,1.9964814131091795e-07,1.4116588227048636e-12,1.6475736279176968e-10,6.467293495132276e-13,1.6876537966412181e-12,6.873431646676451e-08,2.8727641596876954e-06,1.1354653118130184e-07,4.021270048064659e-11,2.7176697027069277e-16,1.0648443130435916e-13,2.8036857253538345e-07,2.3209945515872692e-15,7.030538338395448e-17,9.665756845421989e-12,1.8239888500437076e-12,7.481098058930952e-10,2.4504358113853424e-14,1.9181123092524512e-20,1.020921718841397e-17,1.287917087272009e-09,2.9805793908963976e-16,1.6330320445431823e-17,2.863927696403257e-12,2.6158491442279925e-19,7.320675352760065e-18,6.4782541125001204e-21,2.335328764937241e-08,9.388867925004627e-13,7.82215808124826e-15,1.7421896277212458e-14
7.991148764867697e-05,0.2162846560656776,3.76,0.0,0.7338366333398486,0.9998866784357935,2.686311918565946e-05,4.697918249356829e-06,2.0091408703412534e-08,0.03492131783718488,0.034927009639460056,7.556231065642442e-14,9.794411729389101e-05,7.048080402496886e-10,7.745848698741703e-09,6.687794388252633e-06,8.827974429466529e-05,5.548888920223083e-06,1.4531508414392785e-07,1.183471492458421e-07,0.00016891600029208227,6.063225292135286e-08,5.434266602600331e-09,2.2247905066982003e-06,4.091067228381164e-07,1.4872478842577512e-09,1.0732883857414583e-12,6.491687131384057e-11,4.181611645556654e-09,2.98288449512346e-08,4.053753051412978e-15,2.0975216084820832e-07,1.547077452368921e-12,1.812123878347687e-10,7.162011397740489e-13,1.8558408521894723e-12,6.864439480544593e-08,2.929828752372358e-06,1.1368582509268858e-07,4.2182748822383055e-11,2.934742699596093e-16,1.153305551366376e-13,2.89485393609077e-07,2.547209985883523e-15,7.912036094245823e-17,1.004074779781938e-11,1.9173468701557915e-12,8.082052069525318e-10,2.5972469883699895e-14,2.090380041013719e-20,1.1135298879939721e-17,1.39891358838808e-09,3.3612051231140336e-16,1.841728094510204e-17,3.20891575538757e-12,2.931953150681042e-19,8.050205788956526e-18,7.520700436648702e-21,2.490922143519519e-08,9.869223335302208e-13,8.798389795011689e-15,1.8361042592777456e-14
8.250215124441931e-05,0.21632786050667996,3.76,0.0,0.7327225574927071,0.9998813834657533,2.8678478365941293e-05,4.851704640691217e-06,2.111784300658574e-08,0.03602611045761778,0.03603225370095259,7.795288657976851e-14,0.00010315795505233538,7.272402053406315e-10,8.167862567258529e-09,7.197087204155425e-06,9.189032980581099e-05,5.922471611545003e-06,1.5023421810634913e-07,1.224615252370482e-07,0.00017766617503427892,6.243863857113561e-08,5.8371995241255244e-09,2.4517934112012384e-06,4.4294480425335314e-07,1.540829809738659e-09,1.1781291107271765e-12,7.129169758597203e-11,4.322281791085723e-09,3.214640601234562e-08,4.45092393090365e-15,2.201656141524398e-07,1.6929298392575016e-12,1.9896361701815294e-10,7.91640917643744e-13,2.037232897194794e-12,6.855506565672745e-08,2.9850031179248503e-06,1.1383382610692071e-07,4.42066806889417e-11,3.1627850568956324e-16,1.247226091165449e-13,2.98575999786357e-07,2.7903047102460137e-15,8.883968192698121e-17,1.0423676143336922e-11,2.0135281335007335e-12,8.713379377777155e-10,2.750826696298924e-14,2.2754115100852424e-20,1.2132229831260223e-17,1.5163555575752968e-09,3.781079788525166e-16,2.0719428444640312e-17,3.586751656670146e-12,3.278225727461558e-19,8.837013078151075e-18,8.708498844276352e-21,2.6538421876531264e-08,1.0364059596919314e-12,9.871839123584316e-15,1.9333538363952936e-14
8.509281484016164e-05,0.21637100824556665,3.76,0.0,0.7316098746517371,0.9998759454987329,3.058369583901878e-05,5.005458835850914e-06,2.2184884753548815e-08,0.037129204008350666,0.037135821958080004,8.03397906426434e-14,0.00010854409225425149,7.496459665009175e-10,8.60425478486789e-09,7.730605564643866e-06,9.55644485160424e-05,6.310966317550205e-06,1.553072147598521e-07,1.2670443878993718e-07,0.00018670046306353824,6.430129057034792e-08,6.2590973404586325e-09,2.6951327375656235e-06,4.786327475728841e-07,1.5961626213606725e-09,1.2914515801868237e-12,7.818388529613942e-11,4.467320773112266e-09,3.4578911625394445e-08,4.880226838616754e-15,2.3089857174978304e-07,1.8499101659582513e-12,2.1809766377593181e-10,8.734863177510258e-13,2.232708660551503e-12,6.846636248525213e-08,3.0383454734476348e-06,1.1399095224022483e-07,4.6286125239334547e-11,3.402141357806263e-16,1.3468594727821908e-13,3.076405416481796e-07,3.0513407258243564e-15,9.954129064458862e-17,1.081485912532603e-11,2.1126156755198134e-12,9.375992527382637e-10,2.911523207441984e-14,2.4740639650453588e-20,1.3204944243893009e-17,1.6404990483953879e-09,4.2435383014065714e-16,2.325503142286154e-17,3.9999620154261815e-12,3.656990482740357e-19,9.684908693944635e-18,1.0059559947713065e-20,2.8243712019732032e-08,1.0873801086551284e-12,1.105041928294765e-14,2.034070767661989e-14
8.768347843590398e-05,0.21641409962158825,3.76,0.0,0.7304985738793478,0.9998703599598942,3.2582172279154634e-05,5.1591934822939e-06,2.3293813090818353e-08,0.03823059976538574,0.03823771646843858,8.272302595573957e-14,0.00011410749455682438,7.720253327292355e-10,9.055463344564214e-09,8.289059471899696e-06,9.930376781631667e-05,6.7148117562321755e-06,1.6053838167103627e-07,1.3107960719551501e-07,0.0001960276709032513,6.622178922376339e-08,6.700524962204197e-09,2.955562028532326e-06,5.16234857033026e-07,1.6532997552524714e-09,1.413858381725257e-12,8.563029469552135e-11,4.6168498100118395e-09,3.712997698624872e-08,5.343942543000339e-15,2.419613932853888e-07,2.0187565016084993e-12,2.3870660189883693e-10,9.62204819074593e-13,2.4432020499899247e-12,6.837832099152459e-08,3.0899124048120767e-06,1.1415764037491469e-07,4.842275638839322e-11,3.653167833409644e-16,1.4524698273635565e-13,3.1667917393237254e-07,3.331445134392252e-15,1.113090864430235e-16,1.1214627984005975e-11,2.2146946357251515e-12,1.0070830649601135e-09,3.079702556091429e-14,2.6872509588033355e-20,1.435870450551421e-17,1.7716102468530519e-09,4.752162600553822e-16,2.6043709808445163e-17,4.451242215475494e-12,4.070726297344276e-19,1.0597943446983813e-17,1.1593800476643327e-20,3.0028019337285964e-08,1.1398882837055706e-12,1.2342609767683543e-14,2.138393770029216e-14
9.027414203164631e-05,0.21645713498070546,3.76,0.0,0.7293886440075742,0.999864622155656,3.4677410436481324e-05,5.312921777129639e-06,2.4445967506206092e-08,0.03933029896364509,0.039337939275351896,8.510259556533226e-14,0.00011985326323617038,7.943783130816688e-10,9.521941296368029e-09,8.873183938331092e-06,0.00010310997805316204,7.13446841453464e-06,1.6593221061695019e-07,1.355908964434624e-07,0.00020565685071699438,6.820178211415138e-08,7.162066406074985e-09,3.2338568094486695e-06,5.558174195872481e-07,1.7122968028485302e-09,1.5459926301197183e-12,9.367027183725825e-11,4.7709953168404166e-09,3.980333900152398e-08,5.844505058217829e-15,2.533647428111954e-07,2.2002535600300085e-12,2.608883069879561e-10,1.0582957092688399e-12,2.6697055908616877e-12,6.829097925816371e-08,3.1397589228141404e-06,1.1433434717481878e-07,5.0618294982957346e-11,3.916232734062161e-16,1.5643323625799144e-13,3.256920558204133e-07,3.631814034144889e-15,1.2423335249058506e-16,1.1623328539123211e-11,2.319852354373063e-12,1.0798860133174696e-09,3.2557495356143e-14,2.9159460427805405e-20,1.5599122853422157e-17,1.9099659287634635e-09,5.310798882289214e-16,2.9106529092986697e-17,4.943467157190424e-12,4.522077213244475e-19,1.1580422400906556e-17,1.3333354793917995e-20,3.189437993198295e-08,1.1939751027547093e-12,1.3757495346544656e-14,2.246468207214982e-14
9.286480562738865e-05,0.21650011467587926,3.76,0.0,0.7282800736280943,0.9998587272690065,3.6873019964448644e-05,5.466657491027138e-06,2.564274917101845e-08,0.040428302795784105,0.04043649240748883,8.747850245233296e-14,0.0001257866406008787,8.167049166780318e-10,1.000415721601847e-08,9.483739743965548e-06,0.00010698479366717894,7.570418903140697e-06,1.714933806592898e-07,1.4024232417144236e-07,0.000215597310597122,7.024298528117263e-08,7.644325365193365e-09,3.530815314017661e-06,5.974487739390239e-07,1.7732115624072575e-09,1.6885406386509533e-12,1.0234581509177792e-10,4.929888987952327e-09,4.260286023422267e-08,6.384511878915966e-15,2.651196043501062e-07,2.395235598032994e-12,2.8474681949180554e-10,1.1622921797406395e-12,2.9132740816535857e-12,6.820437790632553e-08,3.187938518151896e-06,1.1452155000392197e-07,5.28745110304017e-11,4.191716720872959e-16,1.6827338828333944e-13,3.346793512422437e-07,3.953716660693582e-15,1.3841120844424863e-16,1.2041321728774625e-11,2.428178470249971e-12,1.1561075324380648e-09,3.440068738809443e-14,3.161186667843044e-20,1.6932184247392297e-17,2.0558539385940575e-09,5.923575999602249e-16,3.246610098146799e-17,5.479702688025312e-12,5.013862950265943e-19,1.263692072793708e-17,1.5302805468103504e-20,3.3845942904675636e-08,1.249686347765538e-12,1.530480734997798e-14,2.3584464446307448e-14
