Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37)
4.997930975465382e-09,0.35717797281603064,3.76,0.0,0.7897509174967784,0.9999999892897844,3.8513377462634954e-13,1.6017338640772684e-08,7.799662204606673e-12,2.149213993019033e-05,2.1492149774786063e-05,1.1947655396045209e-15,4.122674527010956e-11,9.594909058505139e-13,1.0049092700948913e-13,1.5248433833287243e-13,1.0691852726315886e-08,1.1003691166821312e-13,4.548073560870856e-09,1.2235893345718686e-09,1.3218423189957041e-09,4.820242923377656e-09,9.488815656794884e-15,2.6196423137820966e-13,9.920000097596131e-15,2.4001031307709585e-12,8.219705590247726e-21,7.118618272685377e-22,5.816849777138473e-12,2.2772997236925332e-17,4.478171752641936e-27,3.051870730305643e-13,9.182404595044881e-20,1.2928517665399931e-21,1.482140655577012e-25,4.3078263885387865e-25,8.032608297978092e-09,4.737036127733323e-12,8.022354738292748e-09,1.3643337735565895e-16,1.8457505982102365e-24,1.83264122211892e-17,4.9142995398200444e-11,6.01855026058528e-20,6.482121985452314e-27,1.7823472100977206e-14,2.2768675635102245e-18,1.1338804025636773e-19,1.3871392506966453e-21,5.180304892347899e-28,4.9738291130361626e-26,3.787888717433933e-12,1.324178185845331e-23,1.0117594312681685e-21,7.654461255243996e-24,3.560814904512458e-32,1.3443203030024018e-29,3.5836038939034684e-36,2.0004251330160343e-11,5.98050792042993e-19,2.2861803704675874e-25,4.340757333367877e-22,6.706388888623822e-25,2.2989820063669802e-14,3.03813502673381e-11,6.308097775569177e-21,1.6000779366959096e-08,1.3881613513776766e-15,1.2408683627334301e-11,1.535939045995353e-17,1.8706555411632166e-17,5.680512148734407e-13,1.1214105919448925e-11
5.431130587951693e-09,0.35717809285336566,3.76,0.0,0.7897490516495426,0.9999999883538043,5.032634845091293e-13,1.7407190734053217e-08,9.454165685200531e-12,2.3354960486876184e-05,2.3354971781622908e-05,1.30207086700106e-15,5.2420622274301856e-11,1.1270989272961164e-12,1.282455728208028e-13,1.8870592752343584e-13,1.1624215644788218e-08,1.2998127408398244e-13,4.892125976024086e-09,1.4309346774795731e-09,1.5500469351065236e-09,5.1841166278667795e-09,1.1213006664390863e-14,3.137288323874935e-13,1.2679584374109017e-14,3.0271284969509737e-12,1.0901418343545945e-20,9.599634096017047e-22,6.673665556541172e-12,2.906900159802977e-17,6.310923106978705e-27,3.579094193981246e-13,1.1784627288932363e-19,1.8030124474967512e-21,2.1867756483718096e-25,6.442433307759499e-25,8.728220838443154e-09,5.593504467425517e-12,8.71611646230617e-09,1.7145191822984117e-16,2.384209244577768e-24,2.02275382902188e-17,5.3566315208390585e-11,7.70849187269289e-20,9.602062538980061e-27,2.0819517856493625e-14,2.8939410987556964e-18,1.5690691283283482e-19,1.8622170010463505e-21,7.646154515989145e-28,7.819140218028603e-26,4.739100767579011e-12,1.8443305082003976e-23,1.2966898328415721e-21,1.0679192827740505e-23,5.39357706959924e-32,1.9324320561811986e-29,5.9571898148546256e-36,2.170026885888922e-11,7.640546250068244e-19,3.44569928973925e-25,5.937905862300223e-22,9.757467406409192e-25,2.711603905720884e-14,3.1885722468815306e-11,8.41881728296896e-21,1.7387638867373253e-08,1.6426060636439031e-15,1.392595169491281e-11,1.955195116086089e-17,2.1805940969348473e-17,6.433934787057844e-13,1.1650588884374413e-11
5.8643302004380035e-09,0.35717821289142865,3.76,0.0,0.789747185804565,0.999999987416634,6.4490372866331e-13,1.8797287544086884e-08,1.1303597802055697e-11,2.5217776634531743e-05,2.5217789436818853e-05,1.4093770799299542e-15,6.540847631481606e-11,1.307211276353788e-12,1.605633114501751e-13,2.292020243764211e-13,1.2557418369055796e-08,1.515927435208568e-13,5.229439134373275e-09,1.6522350936337493e-09,1.794697958737871e-09,5.5403940004873965e-09,1.308367869214358e-14,3.7041599045996107e-13,1.5899638396942914e-14,3.7461463539092686e-12,1.4197302313094924e-20,1.2713075360625904e-21,7.561633079289314e-12,3.640353589931783e-17,8.687763780333933e-27,4.144448126867892e-13,1.4837952579432717e-19,2.451142117589857e-21,3.1674351267349305e-25,9.333920801491026e-25,9.42373451643791e-09,6.521051846607048e-12,9.40962630165257e-09,2.1194022566045955e-16,3.0163276382437196e-24,2.2124822762389713e-17,5.8015749942832035e-11,9.686622323855458e-20,1.3804525939701737e-26,2.401222264480425e-14,3.608648978497057e-18,2.1166172413029436e-19,2.4462858251244358e-21,1.0945835528426962e-27,1.1839131702763613e-25,5.808339911575499e-12,2.5040585931168127e-23,1.63034671045699e-21,1.452412266266552e-23,7.913787640630559e-32,2.698762335597069e-29,9.548975680544416e-36,2.3390508167032018e-11,9.576417020296893e-19,5.031078300459296e-25,7.919642583884202e-22,1.377295383565381e-24,3.157731462821699e-14,3.3270754138600206e-11,1.100349114055297e-20,1.8774495065752632e-08,1.9192970386156883e-15,1.5437507897460865e-11,2.4320980477667126e-17,2.500329301581969e-17,7.188080193648965e-13,1.2039735673166893e-11
6.297529812924314e-09,0.3571783329301991,3.76,0.0,0.7897453199617311,0.9999999864782823,8.126433803404288e-13,2.018762897955288e-08,1.3355797393202026e-11,2.708058837310132e-05,2.7080602735108783e-05,1.516677928929655e-15,8.030409023217495e-11,1.4996262128389132e-12,1.9775390569961876e-13,2.739752469263862e-13,1.3491449174036974e-08,1.748727794949592e-13,5.560258921076147e-09,1.8870493417851405e-09,2.0554645653691474e-09,5.8892783227847165e-09,1.5101719293010544e-14,4.3201822391436417e-13,1.961303326541717e-14,4.56110480982224e-12,1.820177588960062e-20,1.6577701390480082e-21,8.476796174006321e-12,4.484839240523692e-17,1.1724362011418356e-26,4.747200867138915e-13,1.8378938463702762e-19,3.2601831944363585e-21,4.508679698968128e-25,1.3160595604197086e-24,1.0119149345863314e-08,7.519667148886667e-12,1.0102884343359114e-08,2.582880505497892e-16,3.748953063175044e-24,2.401740967519827e-17,6.249129579745247e-11,1.1975251820247657e-19,1.9347360023392324e-26,2.7394801868916637e-14,4.426791590985838e-18,2.79350335595105e-19,3.1538692445449116e-21,1.526094099056335e-27,1.7358675705122423e-25,6.99531208839448e-12,3.326175899763207e-23,2.0164862052836146e-21,1.9326481052855346e-23,1.129924539959031e-31,3.6772893211508594e-29,1.483597353133095e-35,2.5075024128953695e-11,1.180756595673435e-18,7.148747429789595e-25,1.0336073275386618e-21,1.894273485590506e-24,3.637251363923004e-14,3.4546080486938775e-11,1.4124822370701597e-20,2.0161347961424534e-08,2.2184788370586003e-15,1.6934551253222775e-11,2.966484845394648e-17,2.8273590674328695e-17,7.938011609656376e-13,1.238681182739185e-11
6.730729425410625e-09,0.3571784529696577,3.76,0.0,0.7897434541209297,0.9999999855387588,1.0091684513547132e-12,2.15782149491614e-08,1.561838886985112e-11,2.894339570252984e-05,2.8943411671810983e-05,1.6239788490820142e-15,9.721763515032183e-11,1.7041452479683871e-12,2.401197976212669e-13,3.2300860993072735e-13,1.4426296705003824e-08,1.9982282092726765e-13,5.884822819394243e-09,2.1349487254976335e-09,2.3320263289966314e-09,6.2309677481347914e-09,1.7268092989098013e-14,4.985169675810092e-13,2.385211458563095e-14,5.475581028064762e-12,2.301809097908299e-20,2.132912746296459e-21,9.415539114915771e-12,5.4474002090987183e-17,1.555447067724322e-26,5.386646838071348e-13,2.244435653064851e-19,4.2548761078941165e-21,6.313068757319802e-25,1.8124388392288718e-24,1.081446534061932e-08,8.58933925944961e-12,1.0795890670207263e-08,3.108845393152393e-16,4.588802117657741e-24,2.590478900159056e-17,6.699294896677912e-11,1.4596652351806352e-19,2.652800117862975e-26,3.0960701420741515e-14,5.353925758595199e-18,3.617662983437556e-19,4.000195530015865e-21,2.0792578297719585e-27,2.475254793960963e-25,8.299023594728581e-12,4.3351738435817666e-23,2.45884567484904e-21,2.5234485390146734e-23,1.575623501336884e-31,4.9052471973163466e-29,2.2433614379044183e-35,2.6753870769901573e-11,1.4353099672945446e-18,9.92104592460636e-25,1.32386264098598e-21,2.5473821889904104e-24,4.150051371866483e-14,3.5720549770333214e-11,1.7848883956686684e-20,2.1548197553703732e-08,2.5404094035169998e-15,1.8409725985377984e-11,3.557672060319375e-17,3.159471448535894e-17,8.679571836845917e-13,1.2696499334031276e-11
7.163929037896936e-09,0.35717857300978445,3.76,0.0,0.7897415882820517,0.9999999845980729,1.2372601453268357e-12,2.2969045361652575e-08,1.8098782053571447e-11,3.080619862276284e-05,3.080621624277361e-05,1.7312832417344452e-15,1.1625576132971407e-10,1.920573099210841e-12,2.8795622302760894e-13,3.7626846668146726e-13,1.536194996784862e-08,2.264442867019756e-13,6.203360139877087e-09,2.3955169165110307e-09,2.624072951175716e-09,6.565655388533766e-09,1.9583839174224607e-14,5.698840872315044e-13,2.864870988745529e-14,6.492799103350882e-12,2.8758511027946904e-20,2.712121015861166e-21,1.0374564703923253e-11,6.534947648766688e-17,2.033176716944769e-26,6.062105816382819e-13,2.7071217482208644e-19,5.461770362964355e-21,8.70291582322725e-25,2.445163083047427e-24,1.1509682514604831e-08,9.730057065062255e-12,1.1488645361319814e-08,3.7011825268584306e-16,5.542464703871758e-24,2.778674840771701e-17,7.152070564407332e-11,1.7573062985384067e-19,3.568697903323873e-26,3.4703590964738464e-14,6.395372433197136e-18,4.607954022361374e-19,5.001173644663679e-21,2.7761295239123667e-27,3.4446623722282075e-25,9.717875197482613e-12,5.557213179659236e-23,2.961143777191312e-21,3.240744228447024e-23,2.1521401422624234e-31,6.423172448334024e-29,3.3121618111236237e-35,2.8427101281594145e-11,1.7231791914866375e-18,1.3487042481626377e-24,1.6679873302058354e-21,3.359003576724012e-24,4.6960203118195096e-14,3.6802278093836953e-11,2.224506824437654e-20,2.293504384189296e-08,2.885359561561821e-15,1.9856975355112836e-11,4.2045261391737945e-17,3.4947229719764336e-17,9.409305018307407e-13,1.2972950182295779e-11
7.597128650383247e-09,0.3571786930505616,3.76,0.0,0.7897397224449914,0.9999999836562341,1.4997924636731639e-12,2.4360120125795142e-08,2.08041720744593e-11,3.2668997133746435e-05,3.2669016444310786e-05,1.8385867669305146e-15,1.375217084889328e-10,2.148717635186247e-12,3.415513510271799e-13,4.337080059861415e-13,1.629839831728707e-08,2.5473857634391345e-13,6.516092298245251e-09,2.668349735225253e-09,2.931303932505669e-09,6.893529420800383e-09,2.2050069293179933e-14,6.460836805213761e-13,3.4034137674755773e-14,7.615651595211475e-12,3.554453065121499e-20,3.412773555591041e-21,1.1350868007700349e-11,7.754265836899897e-17,2.623212119631844e-26,6.772922045588815e-13,3.229679828982523e-19,6.909238398592497e-21,1.1822400843516251e-24,3.2393994462064303e-24,1.2204800881717658e-08,1.0941809454071965e-11,1.218114849285899e-08,4.3637718890533013e-16,6.616408618053597e-24,2.96632485729293e-17,7.607456202148386e-11,2.0926695238278427e-19,4.721210360512476e-26,3.8617355807506213e-14,7.556226009065523e-18,5.784115069722223e-19,6.173364156313126e-21,3.640675094524425e-27,4.6919072354801245e-25,1.1249773102351524e-11,7.020113500919438e-23,3.527080576790113e-21,4.101587484944664e-23,2.886405382165871e-31,8.274960874514383e-29,4.7876453733127774e-35,3.00947680411596e-11,2.046209115622775e-18,1.8003533488799394e-24,2.071331318485139e-21,4.353163932652459e-24,5.275048053866713e-14,3.779871498117202e-11,2.738602554283046e-20,2.4321886825283498e-08,3.2536123994232054e-15,2.1271367453853945e-11,4.905543817543038e-17,3.831418568262566e-17,1.0124372995403264e-12,1.3219850285919722e-11
8.030328262869558e-09,0.3571788130919707,3.76,0.0,0.7897378566096452,0.999999982713252,1.7997299318803835e-12,2.5751439150385453e-08,2.3741539508868007e-11,3.453179123542735e-05,3.4531812273149795e-05,1.945887442056704e-15,1.6111540562780285e-10,2.38838982559389e-12,4.0118641071004747e-13,4.952700934543806e-13,1.7235631446290527e-08,2.84707070625044e-13,6.823233065777833e-09,2.9530549354999376e-09,3.2534282776772923e-09,7.214773185746767e-09,2.4667964299073853e-14,7.270735431321048e-13,4.003921564755457e-14,8.846718428517403e-12,4.350703149915855e-20,4.2543990593317685e-21,1.2341713832751231e-11,9.112016702652569e-17,3.34557662952032e-26,7.51846344068554e-13,3.815866773552941e-19,8.62748975467943e-21,1.583951810343155e-24,4.222930934474444e-24,1.2899820455854461e-08,1.2224585316406825e-11,1.2873400138594451e-08,5.100488043007152e-16,7.816983876294494e-24,3.15343189721362e-17,8.06545142901797e-11,2.4679737921314315e-19,6.154274715193519e-26,4.269608964413862e-14,8.841362631629955e-18,7.166728343925038e-19,7.533953293253873e-21,4.69873329289048e-27,6.270113171755393e-25,1.2892220036484281e-11,8.753343590171151e-23,4.1603376419788924e-21,5.1241649025394065e-23,3.8088313995635855e-31,1.050791979590046e-28,6.790617436308816e-35,3.175692262855049e-11,2.4062127454404104e-18,2.3645936838927347e-24,2.53931932800282e-21,5.5554960547544756e-24,5.887025497281355e-14,3.8716698972255655e-11,3.3347608633275995e-20,2.5708726503155713e-08,3.645462730077318e-15,2.2648951203731728e-11,5.658917939780059e-17,4.168093801194831e-17,1.0822479405508067e-12,1.3440472261163255e-11
8.46352787535587e-09,0.3571789331339943,3.76,0.0,0.7897359907759124,0.9999999817691356,2.140125081891387e-12,2.714300234424655e-08,2.6917650735422226e-11,3.6394580927752826e-05,3.639460372637982e-05,2.0531885172660673e-15,1.8713357723401815e-10,2.6394036877400407e-12,4.671358262893241e-13,5.608899848308257e-13,1.8173639374944883e-08,3.163511322036761e-13,7.1249888347482105e-09,3.2492519598571986e-09,3.5901641838726027e-09,7.529565296640994e-09,2.74387717540361e-14,8.128065719073295e-13,4.6694269480003745e-14,1.0188286449042792e-11,5.278643525085092e-20,5.2588470073735074e-21,1.3344613930284805e-11,1.0614744588142335e-16,4.22297168347956e-26,8.298120748649129e-13,4.469470969116969e-19,1.0648587271433991e-20,2.0948153068477104e-24,5.426240444676045e-24,1.3594741250910732e-08,1.3578373543573616e-11,1.3565400370446537e-08,5.915200351884598e-16,9.150427453224821e-24,3.339999687635984e-17,8.526055864047849e-11,2.885436097033814e-19,7.917446227922231e-26,4.69340869396265e-14,1.0255448924323018e-17,8.777180861051824e-19,9.100725705628863e-21,5.977965170452318e-27,8.237746681799141e-25,1.4642403264986716e-11,1.0788011040897368e-22,4.864578150693746e-21,6.327811646241155e-23,4.953545970380037e-31,1.317282364434689e-28,9.469054752560684e-35,3.341361584516026e-11,2.8049719727545847e-18,3.060924279330503e-24,3.0774329382266934e-21,6.993198093810936e-24,6.531844553796057e-14,3.95625132256312e-11,4.0208813851685897e-20,2.709556287477958e-08,4.061216519954909e-15,2.3986616192151252e-11,6.462602917227024e-17,4.503492622536459e-17,1.1501788183418344e-12,1.3637726689021015e-11
9.329927100328491e-09,0.35717917321981735,3.76,0.0,0.7897322591128981,0.9999999798775376,2.954924271294678e-12,2.992686087520403e-08,3.4012103589590824e-11,4.012014708412944e-05,4.012017349596729e-05,2.2677896158972257e-15,2.4681477184089397e-10,3.174727453733503e-12,6.190421063172903e-13,7.04016778473953e-13,2.0051941290298292e-08,3.8467132057266145e-13,7.713135420345595e-09,3.874656230680685e-09,4.306387834112621e-09,8.140485969488818e-09,3.3444432748209437e-14,9.982947544478252e-13,6.207319335585844e-14,1.3210703369231656e-11,7.590574651156893e-20,7.856147509500085e-21,1.5377753645561565e-11,1.4080744975203553e-16,6.548436729413838e-26,9.957455958687035e-13,5.994254120044884e-19,1.5736940140777064e-20,3.535605255929804e-24,8.628030116599933e-24,1.4984286559357542e-08,1.6498942666326862e-11,1.494864687307303e-08,7.794065983296421e-16,1.2240325432634452e-23,3.711547651065134e-17,9.455090834349663e-11,3.8556950440083062e-19,1.2663263925411483e-25,5.586601509744152e-14,1.3488133525986523e-17,1.2770980659346684e-18,1.2926813345843351e-20,9.319411083728067e-27,1.3601695806435642e-24,1.845349684200584e-11,1.5894226591310207e-22,6.50057081947416e-21,9.361483027018375e-23,8.066228176434857e-31,2.0019195952702468e-28,1.7607049755033603e-34,3.671081757808277e-11,3.7257329865525464e-18,4.9381265714257224e-24,4.386169529724557e-21,1.0691079442005437e-23,7.919580128680439e-14,4.106023687468046e-11,5.69614872677097e-20,2.9869225696312874e-08,4.965711272373202e-15,2.653336996409748e-11,8.211810723194965e-17,5.1663421586952406e-17,1.279864996555031e-12,1.3972177072573493e-11
9.999999999999999e-09,0.35717938929899445,3.76,0.0,0.7897293730495262,0.9999999784115362,3.721227714235758e-12,3.208056529169244e-08,4.020341910572593e-11,4.3001486731812173e-05,4.300151601300165e-05,2.4337630881571513e-15,3.003313172166471e-10,3.61845061835681e-12,7.558892868840482e-13,8.252655737004494e-13,2.15066716107275e-08,4.4211675370818837e-13,8.154740647832987e-09,4.387067941662518e-09,4.898329310433492e-09,8.596599399598694e-09,3.851938072061106e-14,1.1543428979593357e-12,7.597974665055336e-14,1.5865097721564537e-11,9.864607082536163e-20,1.0522483940038491e-20,1.6967171736774498e-11,1.7208458143816928e-16,8.997368450366637e-26,1.1329942799624744e-12,7.388599282600687e-19,2.0782811346680054e-20,5.145958788429543e-24,1.198913591928478e-23,1.605868963074905e-08,1.8952416721687036e-11,1.6017760192759987e-08,9.491293604299503e-16,1.5041610136593542e-23,3.9974830753898736e-17,1.0180760524480881e-10,4.739039890587954e-19,1.7726249758700883e-25,6.316919955179562e-14,1.637542245892962e-17,1.6663540380935617e-18,1.659915702323169e-20,1.2753484151787364e-26,1.935750158482481e-24,2.1671202130621997e-11,2.093855402711255e-22,7.988905446009373e-21,1.2373740202311454e-22,1.1413532051768005e-30,2.6951018376645382e-28,2.745248885672951e-34,3.9246276707964256e-11,4.557618234536005e-18,6.937245815660214e-24,5.6340797686639404e-21,1.4432422432790264e-23,9.082112666658231e-14,4.206219286002646e-11,7.305056406203282e-20,3.201436661197527e-08,5.733368385308013e-15,2.8379670452294203e-11,9.684204320334408e-17,5.668332886718374e-17,1.3741454755117382e-12,1.4184815710389352e-11
1.0109686402803851e-08,0.35717938929899445,3.76,0.0,0.7897289006207466,0.9999999781713118,3.8589479019185116e-12,3.2433167697814164e-08,4.1277136746891476e-11,4.3473141544355164e-05,4.347317130093467e-05,2.4609334787273217e-15,3.0972759570442377e-10,3.693502293013666e-12,7.799708112404059e-13,8.459679390732142e-13,2.1744969066525277e-08,4.5190324913775845e-13,8.225978317336106e-09,4.473234941760771e-09,4.998312234796853e-09,8.669948553841498e-09,3.9386278466937345e-14,1.180916577002607e-12,7.843157228197684e-14,1.632630689411111e-11,1.028235400560723e-19,1.1022884363018357e-20,1.7228266103050502e-11,1.7759356980085265e-16,9.462436201335222e-26,1.156186373602648e-12,7.635845279976798e-19,2.1712397981374927e-20,5.459746363270748e-24,1.2624813294795633e-23,1.6234539651878417e-08,1.9370205756456116e-11,1.6192709586606283e-08,9.790509485483912e-16,1.5536037333376625e-23,4.0441721990947714e-17,1.0300141976269195e-10,4.895320505433456e-19,1.869254276625493e-25,6.439607273281156e-14,1.6881348360339062e-17,1.737447127627889e-18,1.726527953151928e-20,1.339606829326946e-26,2.0455923517604085e-24,2.221936934216825e-11,2.1866025822532036e-22,8.252103444346967e-21,1.2929048286514387e-22,1.205412109827203e-30,2.824032454686725e-28,2.9444587559590683e-34,3.966011554385419e-11,4.704223585001414e-18,7.317977415481978e-24,5.859546205308751e-21,1.5127546359000433e-23,9.279796330123018e-14,4.221453023918814e-11,7.597061341192476e-20,3.2365510920803425e-08,5.8647871226847336e-15,2.8671407376919368e-11,9.934432359193913e-17,5.749430191271401e-17,1.38906155819471e-12,1.4216339475234202e-11
1.0889445705279211e-08,0.3571796053799132,3.76,0.0,0.7897255421323747,0.9999999764615497,4.945290858425997e-12,3.494026421204985e-08,4.9411228031495786e-11,4.6826121717474135e-05,4.682615489643836e-05,2.6540739840724166e-15,3.8186342352145086e-10,4.246265984428021e-12,9.653276062785461e-13,9.998994134196193e-13,2.3440365918407805e-08,5.24584438252542e-13,8.724270905656773e-09,5.1036365544828355e-09,5.733587025813194e-09,9.181080258137376e-09,4.584573878643323e-14,1.3780476229902355e-12,9.734583864271438e-14,1.9823805041565953e-11,1.3663509638895335e-19,1.5179868378925e-20,1.908855739288708e-11,2.2004529827093725e-16,1.3379251206558283e-25,1.3268298600163119e-12,9.55642604659577e-19,2.9254272591791317e-20,8.17713801394841e-24,1.793843505919228e-23,1.74844729162234e-08,2.2471376221522413e-11,1.743595879092486e-08,1.2099618885820605e-15,1.9354487556091046e-23,4.3751788779058814e-17,1.1153641024964377e-10,6.105958057191581e-19,2.6870061517520603e-25,7.336189790342881e-14,2.075614921033538e-17,2.308206662403479e-18,2.2573251599958594e-20,1.869697008380056e-26,2.9721223331482786e-24,2.6282262718833745e-11,2.9372161792418707e-22,1.0289761779882557e-20,1.7438045729194008e-22,1.7486383425212496e-30,3.8814436897196625e-28,4.751657787086153e-34,4.2592474929613624e-11,5.834639922753638e-18,1.0527267712862775e-23,7.646597463364574e-21,2.0816655236057303e-23,1.0744783086987219e-13,4.321174132610278e-11,9.92612364185689e-20,3.486178542126967e-08,6.846527511481941e-15,3.065985637060937e-11,1.1782199700219578e-16,6.316124566519334e-17,1.4908574462576454e-12,1.4417273012570983e-11
1.1669205007754571e-08,0.3571798214624891,3.76,0.0,0.7897221836472855,0.9999999747482988,6.234611442524256e-12,3.744814988708419e-08,5.844622356989395e-11,5.017908760319794e-05,5.01791242742756e-05,2.847214560849798e-15,4.636826382259718e-10,4.83203783560678e-12,1.1764826086194071e-12,1.1653689516873678e-12,2.5138084227891865e-08,6.027222511653628e-13,9.20898005533653e-09,5.764030832778739e-09,6.510866153486486e-09,9.674765217669147e-09,5.283216601640774e-14,1.589346030106136e-12,1.1897608392954862e-13,2.3707981900061864e-11,1.7851087393167274e-19,2.0559366190953373e-20,2.0950842302452747e-11,2.6850704461002433e-16,1.8559693670617916e-25,1.5073939064065065e-12,1.1779460630866709e-18,3.8618954835422e-20,1.191859929893766e-23,2.485311638219154e-23,1.873408643338379e-08,2.5802389333892802e-11,1.867839488105119e-08,1.4743796260802736e-15,2.3728466555509816e-23,4.704651732626614e-17,1.2015585756773855e-10,7.500499344817751e-19,3.77534731372599e-25,8.273663580440968e-14,2.5133137156073045e-17,3.00433613151075e-18,2.8973087235648464e-20,2.544148600457127e-26,4.1923899522392554e-24,3.06212481418414e-11,3.8652055601672233e-22,1.2634257151684217e-20,2.3044783088250887e-22,2.4726119567753735e-30,5.216971404741258e-28,7.434475930041953e-34,4.5508166058421745e-11,7.126332075016697e-18,1.4761211189336834e-23,9.779751361817588e-21,2.7967986880241573e-23,1.2313944724929443e-13,4.4073601819594165e-11,1.2740095796003108e-19,3.73580491931373e-08,7.913058538767157e-15,3.249919086731359e-11,1.3740013907291415e-16,6.864035714321188e-17,1.585210561729128e-12,1.4583175237712254e-11
1.2448964310229931e-08,0.35718003754664274,3.76,0.0,0.7897188251650064,0.9999999730316045,7.748291716694708e-12,3.995682419235423e-08,6.84118251666946e-11,5.353203920124335e-05,5.353207942787981e-05,3.0403536419415913e-15,5.556190376142941e-10,5.4498654692335805e-12,1.4147437589949375e-12,1.341954212290318e-12,2.6838079096002844e-08,6.863239018937462e-13,9.68101247762086e-09,6.452689609105559e-09,7.328879916808683e-09,1.0151845960946276e-08,6.035541603928553e-14,1.814471029880637e-12,1.4347783732260535e-13,2.7981681284526887e-11,2.2972252480067633e-19,2.7430487903159625e-20,2.2808751725126076e-11,3.233138836566036e-16,2.5312026565980193e-25,1.6976149339055932e-12,1.4328857474932987e-18,5.008383084264734e-20,1.6955952997762466e-23,3.368644350696975e-23,1.9983380284335927e-08,2.936318038251431e-11,1.992001825282716e-08,1.7745402789998484e-15,2.868986694559126e-23,5.0326760531244295e-17,1.2885973947778492e-10,9.091829364819591e-19,5.200081657941159e-25,9.249505933968516e-14,3.0031262799268546e-17,3.841399350659851e-18,3.659171266134122e-20,3.386293273490232e-26,5.7638521806432105e-24,3.5215381933779325e-11,4.996157805240603e-22,1.5306115423590015e-20,2.9918905707520656e-22,3.4193814754571885e-30,6.877478329816758e-28,1.132136973074158e-33,4.84074523764523e-11,8.588371910574217e-18,2.0241766329100194e-23,1.2291222927551612e-20,3.6804116070348746e-23,1.3986695083368456e-13,4.4818727609800697e-11,1.6098642264978027e-19,3.9854302231756113e-08,9.066588630675907e-15,3.419284209161487e-11,1.5792863759884928e-16,7.391659485824773e-17,1.6722434207860046e-12,1.4720606555827163e-11
1.3228723612705291e-08,0.3571802536322985,3.76,0.0,0.7897154666850867,0.9999999713115086,9.5083891868523e-12,4.246628659755989e-08,7.93356269102491e-11,5.688497651133206e-05,5.6885020351928274e-05,3.2334924134012195e-15,6.58081387970688e-10,6.098823976858915e-12,1.6813589446075262e-12,1.529269025743843e-12,2.8540308186722926e-08,7.753964641642457e-13,1.0141218492065108e-08,7.167981922790971e-09,8.186430560473682e-09,1.061312525424237e-08,6.842580448491524e-14,2.0530916337138855e-12,1.710022042165339e-13,3.264603946743607e-11,2.9164216062023923e-19,3.610203463297091e-20,2.4657107053343685e-11,3.8479220553593374e-16,3.3996550270652806e-25,1.897246758866114e-12,1.7228983192328541e-18,6.394768027654608e-20,2.3604837543477205e-23,4.479050774069437e-23,2.1232354550040652e-08,3.315368467289893e-11,2.1160829306248516e-08,2.1126761707679933e-15,3.4269745650036485e-23,5.359307365857384e-17,1.3764803373914782e-10,1.0892827880982516e-18,7.0380950626377045e-25,1.0261346545640795e-13,3.546794451210105e-17,4.835513295795291e-18,4.5560253504760584e-20,4.4207237760965216e-26,7.748514808595548e-24,4.004425214337032e-11,6.357286933963504e-22,1.8325678823657427e-20,3.824372244093113e-22,4.6372034345881755e-30,8.913970616239191e-28,1.6832770711053475e-33,5.129059074586906e-11,1.0229563953427914e-17,2.721899819159484e-23,1.521287469846586e-20,4.755982732203762e-23,1.5762457265458918e-13,4.5463131239946996e-11,2.0064242409819717e-19,4.235054453240695e-08,1.0309401257908635e-14,3.574616611575908e-11,1.792623116133639e-16,7.898181150938061e-17,1.752187707886195e-12,1.48348825640005e-11
